MAT.1_1.1	לפניכם ספר קורות חייו של ישוע המשיח, אשר מוצאו מיוחס לדוד המלך ולאברהם אבינו:
ROM.2_1.26	ואם גוי, שלא נימול, ישמור את מצוות ה׳, האם לא יעניק לו אלוהים את הזכויות שהתכוון להעניק ליהודים? 
ROM.2_1.27	למעשה, הגוי המקיים את התורה הוא שישפוט אותך, היהודי, למרות שנמולת ושניתנה לך תורת ה׳ שאותה הפרת. 
ROM.2_1.28	הרי אינך יהודי אמיתי רק משום שנולדת להורים יהודים, או משום שנמולת. 
ROM.2_1.29	יהודי אמיתי הוא זה שאוהב את ה׳. כי אלוהים אינו מעוניין באלה שכל יהדותם מסתכמת בקיום ברית־המילה בלבד, כי אם באלה שלבם וחייהם השתנו, ולאלה הוא יעניק כבוד ושבח לא בעיני בני אדם, כי אם בעיני אלוהים.
ROM.3_1.1	אם כן, מהו יתרונו של היהודי? ומה יתרונה של המילה? 
ROM.3_1.2	יש יתרון רב בכל דרך.
ROM.3_1.2	ראשית כל, אלוהים הפקיד את דברו הכתוב בידי היהודים. 
ROM.3_1.3	אמנם חלק מהם לא האמין, אך האם אתם חושבים כי משום שהיהודים הפרו את הבטחתם לאלוהים, יפר אלוהים את הבטחותיו להם? 
ROM.3_1.4	חלילה! גם אם כל בני האדם משקרים, אלוהים נאמן ודובר אמת! הרי כתוב בתהלים שדברי אלוהים הם דברי אמת, ומשפטו תמיד משפט צדק.
ROM.3_1.5	אך אם הרשעות שלנו מבליטה ומדגישה את טובו של ה׳, האם נאמר שאלוהים גורם לנו עוול בהענישו אותנו? (יש אנשים החושבים כך!)
ROM.3_1.6	חלילה! אם אלוהים יתעלם מחטא, כיצד יוכל לשפוט את העולם? 
ROM.3_1.7	אנו כאילו אומרים, שאם על־ידי השקרים שלנו יוצאת אמת אלוהים לאור וגדל כבודו, מדוע עלינו להישפט כחוטאים? 
ROM.3_1.8	אם־כך, מדוע שלא נרבה לעשות מעשים רעים כדי שתצא מהם טובה? (שונאינו העלילו עלינו שכך אמרנו!) אמרו אתם, האין זה צודק להרשיע ולהעניש את אלה האומרים זאת?
ROM.3_1.9	אם כן, האם היהודים טובים מהגויים? כלל לא. כבר הוכחנו שכל בני־האדם חוטאים – יהודים וגויים ללא הבדל. 
ROM.3_1.10	כפי שכתוב בתהלים
ROM.3_1.10	”אין עושה טוב, אין גם אחד.
ROM.3_1.10	אין אף צדיק!
ROM.3_1.11	אין משכיל, אין דורש את אלוהים;
ROM.3_1.12	הכול סר
ROM.3_1.12	אין עושה טוב, אין גם אחד.
ROM.3_1.13	גרונם כקבר פתוח,
ROM.3_1.13	פיהם מלוכלך ומלא שקר
ROM.3_1.13	ולשונם נוטפת ארס.
ROM.3_1.14	כן, הם מנבלים את פיהם,
ROM.3_1.15	צמאי דם וחמי מזג.
ROM.3_1.16	לכל מקום שהם הולכים
ROM.3_1.16	הם מותירים אחריהם סבל וצער.
ROM.3_1.17	הם מעולם לא התנסו בתחושת השלום
ROM.3_1.17	והשלווה שאלוהים לבדו מעניק.
ROM.3_1.18	אין הם מקדישים לאלוהים כל מחשבה,
ROM.3_1.18	ולא אכפת להם מה הוא חושב עליהם.“
ROM.3_1.19	אנחנו יודעים כי דברי התורה מכוונים אל אלה הכפופים לה – היהודים – ואלוהים ישפוט ויעניש אותם, שכן עליהם לשמור את מצוותיו ולא להתנהג בצורה כזאת. לאיש מהם אין תירוץ! למעשה, העולם כולו עומד אשם לפני אלוהים. 
ROM.3_1.20	שהרי איש לא יצדק לפני אלוהים בזכות קיום התורה, מכיוון שחוקי התורה מצביעים על חטאינו ומראים לנו שאנו חוטאים. 
ROM.3_1.21	עתה נתגלה האופן שבו מצדיק ה׳ את האדם ללא התורה, אם כי התורה והנביאים כבר העידו על כך. 
ROM.3_1.22	צידוק זה ניתן לכל המאמינים בישוע המשיח, ללא הפליה. 
ROM.3_1.23	כי כל בני־האדם חטאו, וכולם חסרי כבוד אלוהים. 
ROM.3_1.24	בכל זאת, אלוהים הצדיק אותנו בחסדו חינם, על־ידי קורבנו של ישוע המשיח שהוקרב למעננו.
ROM.3_1.25	אלוהים שלח את המשיח לשאת את העונש על חטאינו, כדי שעל־ידי אמונה בדמו, הוא יהיה כפרתנו – כלומר, יכפר על חטאינו. וכל זאת כדי להראות לנו את צדקתו, לאחר שברחמיו הרבים מחק את חטאי העבר. 
ROM.3_1.26	במעשה זה רצה אלוהים לגלות לנו את צדקתו – את סליחתו לחוטאים – ולהוכיח כי הוא עצמו צדיק, וכי הוא מצדיק את כל המאמין בישוע המשיח בנו.
ROM.3_1.27	ובכן, האם יש למישהו סיבה להתגאות? ודאי שלא. מדוע? משום שאלוהים זיכה והצדיק אותנו בזכות קרבנו של המשיח ואמונתנו בו, ולא בזכות מעשינו הטובים. 
ROM.3_1.28	לפיכך אנו מסיקים שאדם נצדק לפני אלוהים על־ידי אמונתו בישוע המשיח בן־האלוהים, ולא על־ידי הישגיו בקיום מצוות התורה.
ROM.3_1.29	החושבים אתם שאלוהים הוא אלוהי היהודים בלבד, ורק אותם הוא מושיע? ודאי שלא! אלוהים הוא גם אלוהי הגויים. 
ROM.3_1.30	ומכיוון שאלוהי היהודים הוא גם אלוהי הגויים, הוא מצדיק את כולנו על־ידי האמונה. 
ROM.3_1.31	האם בהדגישנו את חשיבות האמונה מבטלים אנו את התורה? חס וחלילה! למעשה אנחנו מקיימים אותה – דבר האפשרי רק על־ידי אמונה במשיח.
ROM.4_1.1	אם כך, מה נאמר על אברהם אבינו, מה הוא השיג? 
ROM.4_1.2	אילו נצדק אברהם בזכות מעשיו הטובים, אזי הייתה לו סיבה להתפאר, אך לא לפני אלוהים! 
ROM.4_1.3	כי הכתובים אומרים לנו:
ROM.4_1.4	שכרו של העובד אינו תלוי בחסדו של המעביד; זהו חוב המגיע לו. 
ROM.4_1.5	החסד הוא כשהאדם אינו מסתמך על מעשיו לישועה, כי אם מאמין באלוהים אשר מצדיק את החוטאים וסולח להם, ואמונתו תיחשב לו לצדקה.
ROM.4_1.6	גם דוד המלך דיבר על אושרו של האדם אשר אלוהים מצדיקו ללא תלות במעשיו:
ROM.4_1.7	”אשרי נשוי פשע כסוי חטאה;
ROM.4_1.8	אשרי אדם לא יחשוב ה׳ לו עוון.“
ROM.4_1.9	האם ברכה זאת מיועדת אך ורק לנימולים, או גם לגויים? זכרו כי אברהם התברך בזכות אמונתו באלוהים. 
ROM.4_1.10	מתי ברך אלוהים את אברהם וחשב את אמונתו לצדקה, לפני שנימול, או לאחר מכן? התשובה היא: לפני שאברהם נימול!
ROM.4_1.11	אברהם נימול רק לאחר שאלוהים הבטיח לברכו בזכות אמונתו. ברית־המילה היוותה אות וחותם שלאברהם הייתה אמונה, ושאלוהים הצדיקו וסלח לחטאיו עוד לפני טקס המילה. וכל זאת כדי שאברהם יוכל להיות אביהם הרוחני של כל אלה שיאמינו באלוהים וייוושעו מבלי שיקיימו את חוקי התורה. אנו רואים, אם כן, כי אלוהים מצדיק וסולח חטאים גם לאלה שאינם מקיימים חוקי התורה – בתנאי שהם מאמינים בו. 
ROM.4_1.12	אברהם הוא אביהם הרוחני גם של היהודים הנימולים, אשר יהדותם אינה מסתכמת במילה בלבד, אלא אשר הולכים בעקבות האמונה שהייתה לאברהם אבינו לפני שנימול.
ROM.4_1.13	ה׳ הבטיח לאברהם ולזרעו לרשת את הארץ – לא בזכות קיום התורה (שהרי בימי אברהם טרם ניתנה התורה), אלא בזכות בטחונו ואמונתו בה׳. 
ROM.4_1.14	אילו רק מקיימי התורה היו היורשים, אזי אין כל ערך לאמונה, והבטחת אלוהים בטלה ומבוטלת. 
ROM.4_1.15	כי הפרת התורה מביאה בעקבותיה זעם ועונש, ואילו כשאין תורה, אי־אפשר להפר אותה!
ROM.4_1.16	משום כך ברכותיו של אלוהים ניתנות לנו במתנה על־ידי אמונה. ברוב חסדו מעניק אלוהים את ברכותיו והבטחותיו לכל צאצאי אברהם – לאלה החיים לפי התורה, ולאלה המאמינים באלוהים כאברהם, שהוא האב הרוחני של כולנו. 
ROM.4_1.17	זוהי כוונת הכתוב בהבטחת אלוהים לאברהם:
ROM.4_1.18	כשהבטיח אלוהים לאברהם שייתן לו בן, ולבן שלו יהיו צאצאים רבים אשר יהוו עם גדול, האמין אברהם לה׳ למרות שהבטחה כזאת נראתה לו בלתי־אפשרית. 
ROM.4_1.19	אמונתו באלוהים לא נחלשה על־אף העובדה ששרה אשתו הייתה כבת תשעים שנה וזקנה מכדי להרות, וגם אברהם עצמו היה זקן מאוד – כבן מאה שנה.
ROM.4_1.20	אברהם לא הטיל ספק בהבטחת אלוהים, אלא להיפך – אמונתו ובטחונו באלוהים גדלו והתחזקו, והוא כיבד את אלוהים והלל את שמו. 
ROM.4_1.21	אברהם ידע בביטחון גמור שאלוהים יכול לקיים את אשר הבטיח, 
ROM.4_1.22	ובזכות אמונתו אלוהים הצדיק אותו בעיניו.
ROM.4_1.23	ה׳ הצדיק את אברהם – כלומר, ניקה וזיכה אותו מכל חטא – לא רק למען אברהם, 
ROM.4_1.24	אלא גם למעננו! כן, ה׳ יצדיק גם אותנו, כפי שהצדיק את אברהם, כאשר נאמין באלוהים אשר הקים לתחייה את ישוע המשיח אדוננו – 
ROM.4_1.25	הלא הוא המשיח שהוקרב למוות בגלל מעשינו הרעים, ואשר קם לתחייה מן המתים כדי להצדיקנו ולטהרנו בעיני ה׳.
ROM.5_1.1	לכן עתה, לאחר שנסלחו לנו חטאינו והוצדקנו על־ידי האמונה, אנחנו נמצאים בשלום עם אלוהים, בזכות קורבנו של ישוע המשיח אדוננו. 
ROM.5_1.2	עקב אמונתנו העניק לנו המשיח את כל הזכויות הנפלאות שיש לנו עתה, ואנו שמחים בתקווה שניקח חלק בכבוד אלוהים.
ROM.5_1.3	אם באים עלינו קשיים וצרות, אנו יכולים לשמוח ולהודות לאלוהים, כי אנו יודעים שהם מפתחים ומחזקים את סבלנותנו, 
ROM.5_1.4	הסבלנות מפתחת ומחזקת את אופיינו, ואופי חזק מביא לאמונה יציבה ולתקווה בישועה הנצחית. 
ROM.5_1.5	תקווה זאת לעולם לא תבייש ולא תאכזב אותנו, שכן אנו יודעים מה רבה אהבת אלוהים אלינו, ואנו מרגישים באהבתו שממלאת אותנו. רוח הקודש הוא שיצק בנו אהבה זאת.
ROM.5_1.6	בהיותנו עדיין חלשים וחסרי תושייה, בא המשיח בזמן המתאים ומת בעדנו – הרשעים. 
ROM.5_1.7	הרי איננו יכולים לצפות מאיש למות אף בעד אדם ישר וצדיק, אולם הבה נאמר שקיימת אפשרות כזאת. 
