GEN.1.1	I acakki piny Lubaŋa oketo polo ki lobo. 
ISA.8.19	Ka ce guwaco botwu ni, “Koŋ wucit wupeny lutyet ki ajwagi ma giloko wee wee, calo ŋat ma dumo aduma,” gibiwaco ni, “Rok mo-ni myero gupeny Lubaŋagi; ento myero dok gupeny tipo pa jo muto pi jo makwo?”
ISA.8.20	Ento wuwiny pwony ki lok ma atuco botwu! Adada, giloko lok man pien gitye i piny macol, piny peya oru botgi. 
ISA.8.21	Dano biŋolo gikato ki i dye lobo ma noŋo gitye ki peko madwoŋ twatwal, ma kun noŋo kec onekogi matek. Gibitokke ki kiniga ma kun noŋo kec tye ka nekogi, ci gicako ceno kabakagi ki Lubaŋagi woko. Gibitiŋo wangi gineno malo i polo, 
ISA.8.22	dok gibikulo wigi kun gineno piny i lobo, ento pe gibinoŋo gin mo, gibineno can ki colpiny keken, ki mutu mucido licuc me arem madwoŋ: gibicwalogi i colpiny mucido Licuc. Yo mo bibedo pe me bwot ki i arem madwoŋ.
ISA.9.2	doŋ guneno dero cen madit;
ISA.9.2	ki jo ma yam bedo i lobo me mutu me piny macollicuc,
ISA.9.2	ceŋ doŋ oryeny omenyogi.
ISA.9.3	In doŋ imiyo jo me rokwa onya,
ISA.9.3	imedo bene yomcwiny botgi;
ISA.9.3	gibedo ki yomcwiny i nyimi,
ISA.9.3	kit ma dano bedo kwede i kare me kac,
ISA.9.3	kit ma dano bedo kwede ki yomcwiny ka gipoko jami ma guyako.
ISA.9.4	Pien okolgi mapek,
ISA.9.4	ki odoo ma goyo gwokgi,
ISA.9.4	ki odoo ma yam giburogi kwede tektek me tiyo tic,
ISA.9.4	in doŋ iturogi woko ducu, macalo i nino pa jo Midian.
ISA.9.5	Pien war pa oteka lweny ducu ma ginyono ki piny i dye lweny,
ISA.9.5	ki boŋŋi ducu ma ginywano woko ki remo,
ISA.9.5	gibiwaŋogi woko ki mac ma ka yen.
ISA.9.6	Pien doŋ ginywalo botwa latin, gimiyo botwa latin laco;
ISA.9.6	gibimiyo en tiŋo twero me Loc i wi gwoke,
ISA.9.6	nyiŋe gibicako ni,
ISA.9.6	“Lami-tam ma giuro, Lubaŋa Won Twer,
ISA.9.6	Won ma bedo nakanaka, Laloc ma kelo kuc.”
ISA.9.7	ka gikke bibedo pe,
ISA.9.7	i wi komker pa Daudi, ki i wi kerre,
ISA.9.7	me mokone ocuŋ matek ki gwokone wek pe opoti,
ISA.9.7	i ŋolo kop atir ki i kit ma atir,
ISA.9.7	cakke tin dok me bedo matwal.
ISA.9.7	Arima pa Rwot me mony bimiyo man cobbe.
ISA.9.8	Rwot ocwalo lok i kom Yakobo, lok meno bipoto i kom Icrael;
ISA.9.9	lwak ducu biŋeyo,
ISA.9.9	Epraim ki jo ma bedo i Camaria, ma gin jo ma luwakke ma gicayo dano ki i cwinygi kun giwaco ni,
ISA.9.10	“Matafali doŋ opoto woko piny,
ISA.9.10	doŋ wabigero gedo ki got ma gipayo apaya;
ISA.9.10	olam doŋ gitoŋo woko, ento wan wabileyo kakargi ki yat cedar.”
ISA.9.11	Rwot tye ka kelo lumerok i komgi, dok tye ka tugo lukworgi.
ISA.9.12	Jo Ciria yo tuŋ wokceŋ ki jo Piliciti yo tuŋ potoceŋ guŋamo doggi, gitye ka mwodo jo Icrael woko.
ISA.9.12	Man ducu pe okweyo kiniga pa Rwot, en pud tye ka ryeyo ciŋe aryeya ikomgi.
ISA.9.13	Ento dano pe gulokke gudwogo bot ŋat ma opwodogi-ni, pe bene guyenyo Rwot me mony.
ISA.9.14	Pi meno omiyo Rwot oŋolo wi Icrael woko kacel ki yibe, oŋolo bene jaŋ otit ki lagada i nino acel.
ISA.9.15	Ludito kacel ki jo ma giworo gubedo lutel wi Icrael, doŋ lanebi ma pwonyo lok me goba en aye yib Icrael.
ISA.9.16	Jo ma telo rok man gurwenyo lwak me rok man woko, jo ma gitelogi tamgi oballe woko.
ISA.9.17	Meno omiyo Rwot pe obedo ki yomcwiny i kom awobegi, kica bene pe mako i kom litino ma wongi pe,
ISA.9.17	ki mon ma coggi oto; pien ŋat acel acel i kingi pe woro Lubaŋa,
ISA.9.17	dok gin ducu gudoko lutim tim maraco,
ISA.9.17	lok ducu ma giloko obedo lok me miŋo keken.
ISA.9.17	Man ducu pe okweyo kiniga pa Rwot,
ISA.9.17	en pud tye ka ryeyo ciŋe aryeya i komgi.
ISA.9.18	Pien tim maraco waŋ woko calo mac,
ISA.9.18	waŋ calo okuto ki ocok ma wan imac;
ISA.9.18	gamo agaba ma i buŋa,
ISA.9.18	kun gin ducu gidoko yito ma duny cito malo.
ISA.9.19	Pien akemo pa Rwot me mony omiyo lobo tye ka waŋ ki mac,
ISA.9.19	jo ma gibedo iye ducu doŋ gudoko calo yen ma waŋ i mac;
ISA.9.19	pe tye ŋat mo iye ma timo kica ki ominne.
ISA.9.20	Gimayo ki tuŋ lacuc, ento noŋo kec pud tye ka nekogi,
ISA.9.20	gicamo ki tuŋ lacam, ento noŋo pud pe romogi;
ISA.9.20	dano acel acel camo riŋo kom lawote.
ISA.9.21	Manace camo Epraim, ki Epraim bene camo Manace,
ISA.9.21	gin aryo ducu guribbe kacel guero lweny i kom Juda.
ISA.9.21	Man ducu pe okweyo kiniga pa Rwot en pud tye ka ryeyo ciŋe
ISA.9.21	aryeya i komgi.
ISA.10.1	Jo ma keto cik ma pe atir gibineno can,
ISA.10.1	ki lucoc ma gicoyo lok me uno dano;
ISA.10.2	ma gigeŋo jo ma piny obwoyogi woko i ŋolo kop atir,
ISA.10.2	ma gimayo jami pa lucan ma gibedo i kin lwakka;
ISA.10.2	giyako jami pa mon ma coggi oto,
ISA.10.2	ki jami pa litino kic bene gimayo woko.
ISA.10.3	Wubitimo gin aŋo i nino ma gibiketo iye can i komwu,
ISA.10.3	i dye yamo kot ma bia ki ka mabor?
ISA.10.3	Wubirtno wucito bot aŋa wek okonywu?
ISA.10.3	Doŋ lonyowu kono wubiweko kwene?
ISA.10.4	Gin mo pe ma bidoŋ, kono me ŋone me donyo i kin mabuc aye,
ISA.10.4	nyo to atoya i kin jo ma ginekogi i lweny.
ISA.10.4	Man ducu pe okweyokiniga pa Rwot,
ISA.10.4	en pud tye ka ryeyo ciŋe aryeya i komgi.
ISA.10.5	ki odoo me nyuto akemona mager.
ISA.10.6	Abicwalogi gicito ka lweny i kom rok ma gukwero woro Lubaŋa,
ISA.10.6	abicikogi gicito i kom jo ma akemo omaka i komgi,
ISA.10.6	pi yako jamigi ki coko jamigi ma guyako
ISA.10.6	ki nyonogi woko piny i dye gudo calo coto.
ISA.10.7	Ento jo Aciria onoŋo pe guyubbe me timo kumeno,
ISA.10.7	dok bene onoŋo pe gutamo tam macalo meno i cwin ygi;
ISA.10.7	ento tamgi onoŋo tye pi nek
ISA.10.7	ki pi jwero jo me rok mapol woko liweŋ.
ISA.10.8	Ladit latel wigi owacci,
ISA.10.8	“Ludito wi monnya ducu pe gin luker?
ISA.10.9	Kalno pe rom aroma ki Karkemic?
ISA.10.9	Kamat kono pe rom ki Arpad?
ISA.10.9	Camaria kono pe rom ki Damaciko?
ISA.10.10	Kit macalo ciŋa doŋ ogudo kwede
ISA.10.10	ker ducu ma giworo cal jogi,
ISA.10.10	ma cal jogi ma gupayo onoŋo kato
ISA.10.10	pa jo Jerucalem ki pa jo Camaria woko,
ISA.10.11	pe abitimo gin mo i kom Jerucalem ki cal jogine
ISA.10.11	kit ma yam atimo i kom Camaria ki cal jogine?”
ISA.10.12	Ka Rwot doŋ otyeko ticce ducu ki i Wi got Cion, ki i kom Jerucalem, biketo can i kom kabaka me Aciria pi wakkene ki nyattene ki pi Iyerrene. 
ISA.10.13	Pien kabaka me Aciria owacci,
ISA.10.13	“Atimo man pi tek ciŋa,
ISA.10.13	ki pi ryekona, pien atye ki ŋec ma oromo.
ISA.10.13	Atyeko doŋ kobo waŋ co me lobo pa lurok woko,
ISA.10.13	ayako bene lwak lonyogi woko ducu,
ISA.10.13	areto jo ma gubedo i wi komker macalo twon ma coro jami.
ISA.10.14	Onoŋo ciŋa coko lonyo pa rok mapol ma obedo yot twatwal calo ot winyo;
ISA.10.14	kit ma dano gicoko kwede toŋ winyo ma mingi doŋ oweko woko,
ISA.10.14	an bene doŋ acoko lobo woko ducu kit meno;
ISA.10.14	pe tye ŋat mo ma otiŋo ciŋe,
ISA.10.14	dano mo bene pe oŋamo doge, pe okok.”
ISA.10.15	Latoŋ twero wakke i kom ŋat ma tiyo kwede me toŋo yat?
ISA.10.15	Nyo cumeno twero pakke kene i nyim ŋat ma tiyo kwede?
ISA.10.15	Odoo pe twero tiŋo dano, dano aye tiŋo odoo,
ISA.10.15	tal bene pe twero tiŋo dano malo, dano aye ma tiŋe malo.
ISA.10.16	Pi meno, Rwot ma en Rwot me mony
ISA.10.16	bicwalo two ma jonyo kom dano woko i komjone ma gin lulweny,
ISA.10.16	dok bicwinyo mac i te deyogi ci waŋ woko,
ISA.10.16	bilyel calo mac.
ISA.10.17	Ceŋ pa jo Icrael bidoko mac,
ISA.10.17	Lubaŋagi maleŋ-ŋi bidoko calo leb mac:
ISA.10.17	biwaŋo okuto ki ocok tyeko woko i nino acel.
ISA.10.18	Deyo me buŋane ki lobo ma ceko cam matek,
ISA.10.18	Rwot bityeko kwone ki kome woko ducu;
ISA.10.18	bibedo calo latwo ma ojony.
ISA.10.19	Yadi ma bidoŋ i potone bedo nok twatwal
ISA.10.19	ma latin bene bitwero coyo welgi.
ISA.10.20	I nino meno jo Icrael ma gudoŋŋe, ki jo me ot pa Yakobo ma doŋ gubwot, pe dok gibijenne i kom ŋat ma opwodogi-ni, ento doŋ gibijenne i kom Rwot, ma en ŋat Maleŋ me Icrael, i ada. 
ISA.10.21	Jo ma gudoŋ gibidwogo cen bot Lubaŋa Won Twer, ma gin aye jo me ot pa Yakobo ma gudoŋŋe. 
ISA.10.22	Kadi lwakwu jo Icrael gubed macalo kweyo me dog nam, jo mogo man ok keken ki i kingi ma gudoŋ aye gibidwogo cen. Lubaŋa doŋ omoko me tyekogi woko, pien en gire kite atir. 
ISA.10.23	Pien Rwot, ma en Rwot me mony, bityekogi woko ducu i lobogi kit ma en doŋ omoko.
ISA.10.24	Meno aye gin mumiyo Rwot, ma en Rwot me mony, owaco ni, “Wun lwakka ma wubedo i Cion, pe wulwor jo Aciria ka ce gigoyowu ki odoo, ma gitiŋo odoogi i komwu kit macalo jo Ejipt yam gutimo. 
ISA.10.25	Pien doŋ odoŋ kare manoknok mo akemona bigik woko, kinigana bilokke i komgi, at yekogi woko. 
ISA.10.26	Rwot me mony biyeŋo odoo i komgi, kit macalo yam otyeko kwede jo Midian i ŋet got Oreb; en biriyo odoone i wi nam, ci tiŋo malo bene kit macalo yam otino ki i Ejipt. 
ISA.10.27	I nino meno ter mere bia woko i wi gwokwu, gibituro okolle woko ki i ŋutwu.”
ISA.10.28	Lukwor doŋ gua woko ki i Rimon, doŋ guo i Ayat;
ISA.10.28	kun giwok ki i Migron, gukano tergi i Mikmac.
ISA.10.29	Guŋolo ki i kin godi ka madiŋ, ci gucito gubuto i Geba;
ISA.10.29	jo Rama komgi myel,
ISA.10.29	jo Gibea pa Caulo doŋ guriŋo woko.
ISA.10.30	Wudoŋ oduru matek, wun jo Gallim!
ISA.10.30	Wuwiny, wunjo Laica!
ISA.10.30	Wugam doggi ba, wun jo Anatot!
ISA.10.31	Jo Madmena tye ka riŋo woko,
ISA.10.31	ki jo ma bedo i Gebim giriŋo pi laro kwogi.
ISA.10.32	Lukwor onoŋo doŋ gitye i Nob i nino meno,
ISA.10.32	gitye doŋ ka yeŋo ciŋgi i kom got Cion,
ISA.10.32	ma en aye got me Jerucalem.
ISA.10.33	Nen, Rwot ma en Rwot me mony,
ISA.10.33	bimiyo gipoto piny lirum ki tek ma kela lworo:
ISA.10.33	jo madonone gibinunogi woko piny,
ISA.10.33	ŋat mo pe ma bidoŋ ma ocuŋ malo.
ISA.10.34	Rwot bitoŋo agaba ducu ma i buŋa ki latoŋ,
ISA.10.34	kadi yadi ma pigi tek ma tye i Lebanon,
ISA.10.34	gin ducu gibiretogi woko piny.
ISA.11.1	jaŋe bituc ki i lwite ci doŋo.
ISA.11.2	Cwiny pa Rwot bibedo i-kome,
ISA.11.2	cwiny me ryeko ki me niaŋ,
ISA.11.2	cwiny me poro lok ki me tek,
ISA.11.2	cwiny me ŋec ki me lworo Rwot.
ISA.11.3	Cwinye bibedo yom i lworo Rwot.
ISA.11.3	En pe biŋolo kop pi gin ma en neno anena ki waŋe,
ISA.11.3	nyo kadi ki ŋolo kop pi lok ma en winyo awinya ki ite;
ISA.11.4	dok biŋolo kop atir pi jo mamwol me lobo.
ISA.11.4	En bigoyo lobo ki odoo me doge,
ISA.11.4	bineko jo maraco woko ki alur me yweyo me doge,
ISA.11.5	ki kite ma genne-ni aye bibedo del me tweyo iye.
ISA.11.6	kwac ki latin dyel bene gi bi buto piny kacel,
ISA.11.6	roya ki labwor gibidoŋo kacel,
ISA.11.6	latin matidi aye ma bitelogi.
ISA.11.7	Dyaŋ ki ŋuu mager gibicam kacel,
ISA.11.7	litinogi bene gibibuto piny kacel;
ISA.11.7	labwor bicamo lum calo twon.
ISA.11.8	Latin ma dot bituko i dog ot twol,
ISA.11.8	latin ma pud gikwanyo doge akwanya ki i dog cak,
ISA.11.8	birwako ciŋe i ot twol ororo,
ISA.11.9	pe binen i wi gotta maleŋ,
ISA.11.9	pien lobo ducu bipoŋ ki ŋec pa Rwot,
ISA.11.9	macalo pii ma poŋ i nam,
ISA.11.11	I nino meno Rwot bimedde ki ryeyo ciŋe pi tyen me aryo me kwanyo jone ma gudoŋ i Aciria, i Ejipt, ki i Etiopia, ki i Elam, ki i Cinar, ki i Kamat, ki i dog nam.
ISA.11.12	En bitiŋo benderane malo pi lurok,
ISA.11.12	ka doŋ coko jo Icrael ma giryemogi-ni;
ISA.11.12	bicoko jo Juda ma onoŋo yamguket woko ata gurogi kacel,
ISA.11.12	cokogi ki i twok lobo aŋwen ducu.
ISA.11.13	Nyeko pa Epraim i kom Juda bigik woko,
ISA.11.13	jo ma giuno jo Juda gibimiyo girwenyo woko matwal;
ISA.11.13	Epraim pe bibedo ki nyeko i kom Juda,
ISA.11.13	Juda bene pe bibedo ka uno Epraim.
ISA.11.14	Gibimwomme giriŋo piny i kor got pa jo Piliciti ki tun potoceŋ,
ISA.11.14	gibiribbe kacel giyako jo ma tye tuŋ wokceŋ.
ISA.11.14	Gibilweny i kom jo Edom ki Moab,
ISA.11.14	jo Ammon bibedo i te locgi,
ISA.11.15	biyeŋo ciŋe i wi kulu Euprate,
ISA.11.15	bigoyo miyo pokke woko doko kulu abiro,
ISA.11.15	dano biŋolo iye kun gin mo pe ma dyako wargi.
ISA.11.16	Yo gudo ma a i Aciria doŋ bibedo tye,
ISA.11.16	pi jone ma gudoŋ,
ISA.11.16	kit macalo yam otimme kwede pi jo Icrael
ISA.11.16	i kare ma gia ki i lobo Ejipt.
ISA.12.1	I nino meno wubiwero ni,
ISA.12.1	“Abipwoyi, ai Rwot,
ISA.12.1	pien yam cwinyi owaŋ i koma,
ISA.12.1	kinigani doŋ okwe woko,
ISA.12.1	ka doŋ ikweyo cwinya.
ISA.12.2	pe dok abibedo ki lworo;
ISA.12.2	pien Rwot Lubaŋa aye tekka,
ISA.12.2	ma apako ki wer,
ISA.12.2	en doŋ odoko lalarra.”
ISA.12.3	Wubitwomo pii ki yomcwiny ki i waŋ it me larre.
ISA.12.4	I nino meno wubiwero wer ni:
ISA.12.4	“Wupwo Rwot, wulwoŋ nyiŋe;
ISA.12.4	wumi lurok guŋe gin ma co doŋ otiyo.
ISA.12.4	Wutit pire,
ISA.12.4	ni en Lubaŋa ma nyiŋe malo twatwal.
ISA.12.5	“Wuwer wer me pako Rwot,
ISA.12.5	pien doŋ otiyo ticce ki deyo madit twatwal;
ISA.12.5	wumi lok man oŋene i wi lobo ducu.
ISA.12.6	Wugo kijira, wuwer bene ki yomcwiny,
ISA.12.6	wun jo ma wubedo i Cion,
ISA.12.6	pien ŋat Maleŋ me Icrael dit i kinwu.”
ISA.13.1	Amoj i kom Babilon.
ISA.13.2	Wutiŋ bendera malo ka maleŋ,
ISA.13.2	wulwongi ki dwan maloŋo,
ISA.13.2	wuyeŋ ciŋwu wek gudony,
ISA.13.2	i dogcel pa ludito me awora.
ISA.13.3	An Rwot kikoma doŋ aciko lwakka woko pi lweny,
ISA.13.3	doŋ alwoŋo co ma gin oteka lwenynya,
ISA.13.3	me miyo kinigana ocob ticce,
ISA.13.3	lwakka ma giwakke kun giŋatte aŋata.
ISA.13.4	Koŋ wuwiny woo ma tye malo i wi godi
ISA.13.4	calo woo pa lwak dano ma gucokke lipim!
ISA.13.4	Koŋ wuwiny kit ma jo me ker ducu,
ISA.13.4	ki jo me rok mapatpat gitye ka kok kun gicokke kacel!
ISA.13.4	Rwot me mony tye ka ywayo monnye pi lweny.
ISA.13.5	Gua ki i lobo ma tye ka mabor twatwal,
ISA.13.5	gibino kun gia ki i agikki me te polo;
ISA.13.5	Rwot tye ki akemo, oebino ki jami lwennye
ISA.13.5	me tyeko lobo woko ducu.
ISA.13.6	bibino calo to-piny ma oa ki bot Won Twer Ducu!
ISA.13.7	Meno bimiyo ciŋ jo mapol doko goro,
ISA.13.7	dok dano acel acel cwinye bionyo koyo,
ISA.13.8	cwinygi biballe woko.
ISA.13.8	Arem madit me lworo ki me kumo me can bimakogi matek;
ISA.13.8	gibitwennye calo dako ma tye ka rem ki nywal.
ISA.13.8	Gibinenne kekengi kun komgi myel;
ISA.13.8	waŋgi bibokke woko calo mac.
ISA.13.9	Wunen, nino pa Rwot tye ka bino.
ISA.13.9	En ger, dok akemo ki kiniga mo mager omake,
ISA.13.9	ma bimiyo lobo doŋ obur,
ISA.13.9	tyeko lubalo woko ducu ki iye.
ISA.13.10	ceŋ bicido woko macollicuc ma pud noŋo tuc atuca ki tuŋ wokceŋ,
ISA.13.10	dwe bene pe biryeny.
ISA.13.11	Abiketo can i kom lobo pi timme marac,
ISA.13.11	ki i kom jo maraco pi balgi;
ISA.13.11	abigiko wakke pa jo ma ginyatte
ISA.13.11	abimiyo jo ma lyerre ma pe gin
ISA.13.11	lukica kwe woko.
ISA.13.12	Abimiyo co bedo me wei twatwal,
ISA.13.12	makato jabu ma giliyo maberre;
ISA.13.12	dano bene bibedo me wel twatwal,
ISA.13.12	makato jabu me Opir woko.
ISA.13.13	Pi meno abimiyo polo yeŋŋe,
ISA.13.13	lobo bene biyeŋŋe ki i kabedone,
ISA.13.13	pi akemo pa Rwot me mony,
ISA.13.13	i nino me kinigane mager twatwalli.
ISA.13.14	Macalo ruda ma giryemo,
ISA.13.14	nyo romi ma ŋat mo pe ma cokogi,
ISA.13.14	dano acel acel bidok bot lutugi,
ISA.13.14	ŋat acel acel biriŋo dok i lobo tugi kikome.
ISA.13.15	Ŋat ma gibinoŋo, gibicobo iye gituco woko pil,
ISA.13.15	ŋat ma gimako, gibineko woko ki pala lucwan.
ISA.13.16	Gibinyoto litino lukeregi woko
ISA.13.16	ma noŋo gin bene gineno ki waŋgi;
ISA.13.16	gibiyako odigi woko bene,
ISA.13.16	dok gibimako mongi gibuto kwedgi tektek.
ISA.13.17	Nen, doŋ atugo jo Medi woko me bino ka lweny i komgi;
ISA.13.17	gin jo ma pe paro pi lim,
ISA.13.17	dok bene pe gibedo ki yomcwiny pi lonyo jabu.
ISA.13.18	Gibicelo awobe ki aterogi gineko woko;
ISA.13.18	kica pe bimakogi i kom latin mo wacel;
ISA.13.18	pe bene gibiparo pi litino ki cwiny me kica.
ISA.13.19	gaŋ maber ma jo Kaldaya giwakke iye twatwal-li,
ISA.13.19	bibedo calo Codom ki Gomora
ISA.13.19	i kare ma yam Lubaŋa oretogi woko.
ISA.13.20	Dano pe dok bibedo iye,
ISA.13.20	dano mo me Arab pe biguro kemane kunnu,
ISA.13.20	pe tye lukwat bene ma gibimiyo romigi buto piny kunnu.
ISA.13.21	gin makwo ma kok bipoŋ woko i odigi;
ISA.13.21	udu bene bibedo kunnu,
ISA.13.21	kun jogi noŋo myelo amyela macalo dyegi.
ISA.13.22	Lanudi bikok i odigi ma ocudo malo likuŋ,
ISA.13.22	ki too bene bikok i odigi mabeco me ker;
ISA.13.22	Babilon doŋ pe biri, karene doŋ cok twatwal.
ISA.14.1	Rwot bitimo kica ki Yakobo, biyero jo Icrael doki, ci dwokogi i lobogi kikome, rok mukene biribbe kwedgi, ci doŋ gimoko matwal i kom ot pa Yakobo. 
ISA.14.2	Rok mapol bilwoko jo Icrael tero i kabedogi, ka doŋ jo Icrael lokogi woko gidoko opiigi ki aŋecagi i lobo pa Rwot; gibimako jo ma yam omakogi giloko gidoko opiigi, dok gibiloyo jo ma yam ounogi.
ISA.14.3	Kare ma Rwot bimiyowu iye yweyo i kom can mewu, ki i kom myelcwiny ma wubedo kwede ki tic mapek ma wubedo ka tiyone, 
ISA.14.4	wubicako nywaro kabaka me Babilon ki wer kuman ni,
ISA.14.4	“Koŋ inen kit ma ŋat ma uno dano doŋ okwe kwede,
ISA.14.4	kit ma kolo mager pa won pala doŋ okwe kwede mot!
ISA.14.5	Rwot doŋ oturo odoo pa jo maraco woko,
ISA.14.5	kacel ki odoo ker pa luloc,
ISA.14.6	jo ma gubedo ka goyo lurok kun
ISA.14.6	gitye ki akemo madit adada,
ISA.14.6	ma pe gujuko ciŋgi i komgi;
ISA.14.6	jo ma gubedo ka loyo lobo ki kiniga,
ISA.14.6	ma pe giweko keto ayela i komgi.
ISA.14.7	Lobo doŋ oywe, tye ma okwe mot,
ISA.14.7	jo ma bedo iye doŋ gimoro wer keken.
ISA.14.8	Yadi ciprec cwinygi yom piri,
ISA.14.8	ki yadi cedar me Lebanon giwaco ni,
ISA.14.8	‘Cakke i kare ma gidwoki kwede piny,
ISA.14.8	ŋat mo ma obino ka toŋowa pe.’
ISA.14.9	Lyel bene otugge woko ki piny kuca,
ISA.14.9	me rwatte kwedi ka ibino,
ISA.14.9	tye ka coyo tipo pa jo muto me bino ka moti,
ISA.14.9	jo ducu ma yam gubedo lutel i wi lobo;
ISA.14.9	luker ducu ma yam guloyo rok mapatpat
ISA.14.9	omiyogi ducu gua woko ki i wi komkergi.
ISA.14.10	Gin ducu gibilok, kun giwaco boti ni,
ISA.14.10	‘In bene doŋ idoko goro calo wan!
ISA.14.10	Idoko doŋ calo wan!’
ISA.14.11	Deyoni doŋ giketo woko piny i lyel,
ISA.14.11	kacel ki koko naŋani;
ISA.14.11	kwidi doŋ gudokokitanda ma ibuto i wiye,
ISA.14.11	ki kwidi ma camo kom dano-ni doŋ gudoko giummi.
ISA.14.12	in lakalatwe me dyeceŋ, wod pa Ru-piny!
ISA.14.12	Kit ma gitoni kwede woko piny,
ISA.14.12	in ma ireto rok mapatpat-gu!
ISA.14.13	‘Abiito acito malo i polo;
ISA.14.13	abicibo komkerra
ISA.14.13	malo i wi lakalatwe pa Lubaŋa;
ISA.14.13	abibedo i wi got me cokke
ISA.14.13	ka mabor yo tuŋ acam;
ISA.14.14	abiito malo twatwal i wi pol,
ISA.14.14	doŋ abikette kena me bedo macalo
ISA.14.14	ŋat Mamalo Twal.’
ISA.14.15	Ento in doŋ gikeli giketi wo ko piny i lyel,
ISA.14.15	i te bur ka matut adada.
ISA.14.16	Jo ma neni gibiciko waŋgi i komi,
ISA.14.16	kun gilwodo lok i komi ni,
ISA.14.16	‘Man pe en ŋat ma nene omiyo kom lobo omyel twatwal-li,
ISA.14.16	ma bene omiyo ker mapol oyeŋŋe?
ISA.14.17	Pe en aye ma yam omiyo lobo odoko calo tim aroo,
ISA.14.17	ma obedo ka reto gaŋi ma iye woko liweŋ,
ISA.14.17	ma pe oye ni mabucce gucit paco?’
ISA.14.18	Luker me rok mapatpat gibuto gigi piny i deyo,
ISA.14.18	ŋat acel acel buto i lyelle ma giyike iye;
ISA.14.19	ento in doŋ giboli woko cen, ka mabor mada ki lyelli,
ISA.14.19	calo latin ma gibwogo abwoga ma dano gukwero,
ISA.14.19	giumo komi ki kom dano ma gineko,
ISA.14.19	jo ma gicobogi ki pala lucwan,
ISA.14.19	jo ma donyo piny i gweŋ ma tye i te bur matut piny,
ISA.14.19	macalo kom dano muto ma ginyono piny.
ISA.14.20	In pe ibiribbe kwedgi ka giyiki,
ISA.14.20	pien in doŋ ibalo loboni woko,
ISA.14.20	dok ineko lutuwu woko.
ISA.14.20	“Likwayo pa lutim maraco
ISA.14.20	pe myero doŋ gicak nyiŋgi matwal!
ISA.14.21	Wuyub ka neko litinone
ISA.14.21	pi bal alii pa kwarogi,
ISA.14.21	wek pe dok gua gulo lobo, guger gaŋigi
ISA.14.21	onya obed madwoŋ ata i wi lobo.”
ISA.14.22	“Abia ka lweny i kom jo Babilon,” man lok pa Rwot me mony, “abimiyo nyiu dano rwenyo woko ki i Babilon, jo mo pe bidoŋ iye, kadi litino matino nyo likwayo,” Rwot ma owaco. 
ISA.14.23	“Abimiyo coo leyo lobogi, dok bene ka ma pii poŋ gurre iye bibedo pol ata, abiyweyo woko maleŋ calo dako ma oyweyo ode maleŋ kun pe oweko gin mo iye.”
ISA.14.24	“Kit ma doŋ atyeko yubone kwede con,
ISA.14.24	bitimme bene kit meno,
ISA.14.24	kit macalo atamo kwede bitimme bene doŋ kumeno.
ISA.14.25	Abituro jo Aciria ki i lobona woko,
ISA.14.25	abinyonogi woko piny i wi gotta;
ISA.14.25	okolle biluny woko bene ki i tyen jona,
ISA.14.25	ki ter bene kumeno ki i wi gwokgi.”
ISA.14.26	Man aye doŋ gin ma ayubo mukemo lobo ducu;
ISA.14.26	dok man en-ni ciŋa ma doŋ atyeko ryeyone woko i wi rok ducu.
ISA.14.27	Pien Rwot me mony doŋ otyeko yubo yubbe woko,
ISA.14.27	aŋa mo no ma dok bibalone?
ISA.14.27	Doŋ bene oryeyo ciŋe woko,
ISA.14.27	aŋa kono ma dok bidolone?
ISA.14.29	ni pien odoo ma yam gibedo ka goyowu kwede-ni doŋ otur woko,
ISA.14.29	pien ororo bia ki i kin likwayo twol,
ISA.14.29	tone bidoko twol ma tuk cito malo.
ISA.14.30	Rwot bikwayo jo ma lucan i kin lwakke,
ISA.14.30	bimiyo jo ma piny obwoyogi buto piny ki kuc;
ISA.14.30	ento in, abimiyo kec neko likwayi woko,
ISA.14.30	joni mogo ma gudoŋŋe bene abinekogi woko.
ISA.14.31	Doŋ oduru, in dogcel, in gaŋ bene ikok ba;
ISA.14.31	wun jo Piliciti ducu,
ISA.14.31	wumi lworo ocak onyo koyo i komwu!
ISA.14.31	Pien lukwor tye ka bino ki yo tuŋ acam,
ISA.14.31	pe tye dano mo ma i kingi ma opokke kene.”
ISA.14.32	Wubiwaco gin aŋo,
ISA.14.32	bot lukwena pa rok meno?
ISA.14.32	Wubiwaco ni. “Rwot omiyo Cion ocuŋ matek,
ISA.14.32	jone ma giuno doŋ giuno gularre iye.”
ISA.15.1	Pien Ar doŋ gijwero woko i dyewor acel keken
ISA.15.1	omiyo Moab doŋ ogik woko;
ISA.15.1	pien Kir bene gijwero woko i dyewor acel keken,
ISA.15.1	omiyo Moab doŋ ogik woko.
ISA.15.2	Jo Dibon doŋ gucito malo i wan jogigi
ISA.15.2	ka koko kunnu;
ISA.15.2	jo Moab tye ka kok pi Nebo ki pi Medeba.
ISA.15.2	Wi dano ducu doŋ otal woko,
ISA.15.2	yer tik-gu ducu bene doŋ gilyelo woko.
ISA.15.3	Dano giruko boŋo cola i dye gudo;
ISA.15.3	ki i wi odigi kadi wa i dye gaŋgi
ISA.15.3	jo ducu noŋo kok ma pig wangi mol amola i korgi.
ISA.15.4	Jo Kecbon kacel ki jo Eleale bene gitye ka koko,
