MAT.1.1	Pèci né pâr̂â bèmûû Ièsu Kérisö, mör̂u David, wè mör̂u Abérahama.
JHN.15.13	Nè yè nââ mör̂u xi-e vè ki pâ ker̂e-é na dèxâ kâmö, nè da vi kwéjî na vi méar̂i i dèxâ kâmö rai-e. 
JHN.15.14	Gëve yè waa pâr̂â kââ ré gö wê vi câwâ yè-ve, gëve yè bör̂i pâ ker̂e-nya. 
JHN.15.15	Gö da aʼyè-ve tëë, êr̂ê, gëve pâr̂â kâmö yar̂i, wè na da tö rhûû na kâmö yar̂i ö kââ-ré na waa na ör̂ökau xi-e, aè, gö aʼyè-ve, êr̂ê, pâ ker̂e-nya, wè pâr̂â kââ wânii ré gö wê pwêr̂ê rai Pevaa, wè gö wê êr̂ê vèa röi yè-ve. 
JHN.15.16	Gëve da pâbir̂i-nya mâ na gëve, aè, gö pâbir̂i-ve na gènyâ, mâ pugèwè-ve cè ke-ve vi rö bwêê jë wânii, mâ pwa na pwêê-ve, pwêê ka tö aau, cè ki nââ yè-ve na Pevaa pâr̂â kââ wânii ré gëve yè pëër̂ii yè-è rö néé-nya. 
JHN.15.17	Gö yakoa ûr̂û-ré yè-ve, cè ke-ve vi méar̂i-ve.»
JHN.15.18	«Nè yè cumiir̂i xe-ve na bwêê jë, gëve wê tâwai, êr̂ê, na cumiir̂i xi-nya baayê rai-ve. 
JHN.15.19	Gëve yè pâ ker̂e bwêê jë, nè yè bör̂i méar̂i pâ ker̂e-é na bwêê jë; aè, xè-i ké da pâ ker̂e bwêê jë xe-ve, mâ gö pâbir̂i-ve na gènyâ xè-i bwêê jë, ökâré pûû ké yè cumiir̂i xe-ve i bwêê jë. 
JHN.15.20	Tâ néxâi nô ré gö êr̂ê yè-ve, êr̂ê: “Na da vi kwéjî na kâmö yar̂i rai ör̂ökau xi-e”. É yè wê cowa waa vè yaané-nya, é yè waa vè yaané-ve bar̂ee; é yè wê cowa cëi nô xi-nya, é yè cëi bar̂ee nô xe-ve. 
JHN.15.21	Aè cér̂é yè waa yè-ve pâr̂â kââ-ré, wè na pûû-é na néé-nya, wè cér̂é da tâwai ö kâmö ré tùr̂ùwaa-nya. 
JHN.15.22	Gö yè da pè mi nô yè-r̂é, na ûr̂û ka yè yèri nô ka yaané xé-r̂é; aè, wê tèi nédaa xina, wè na yèri aau rha kââ pè aʼvè e nô ka yaané xé-r̂é. 
JHN.15.23	Ö kâmö ré cumiir̂i xi-nya, wè na cumiir̂i bar̂ee Pevaa xi-nya. 
JHN.15.24	Gö yè da waa rö némèè-r̂é pâr̂â nêr̂ê ré na da tö waa na dèxâ kâmö, nè yè bör̂i yèri nô ka yaané xé-r̂é; aè tèi nédaa xina, wè cér̂é wê tö rhûû, cér̂é bör̂i i cumiir̂i xi-nya mâ Pevaa xi-nya bar̂ee. 
JHN.15.25	Cè ki pè yexèvè ka yu mâ rö mââyöö xé-r̂é, êr̂ê: “Cér̂é cumiir̂i xi-nya bwir̂i, na na yèri pûû-é”.»
JHN.15.26	«Nè yè pwa mi na pè nââbéé â-ve, wè gö yè tùr̂ùwaa-è mi wa-ve xè-i Pevaa, ö kââ-ré ko né avâr̂i mi xè-i Pevaa, ce ré yè ye vè avâr̂i-nya. 
JHN.15.27	Aè gëve yè ye vè avâr̂i-nya bar̂ee na gëve, wè gëve tö pwar̂a-nya rö ka rhavûû.»
JHN.16.1	«Gö wê cowa êr̂ê yè-ve pâr̂â kââ-ré cè gëve da paxè-ve xè-i. 
JHN.16.2	É yè yayâwâ-ve xè-i pâr̂â mwâ waa ar̂ii, avâr̂i nè yè wê pwa bar̂ee na nédaa né ké yè yö vè mii-ve i kâmö, wè é yè tâ néxâi êr̂ê, é nââ kwââvâr̂â yè Bâô. 
JHN.16.3	Cér̂é yè waa pâr̂â nô ka ûr̂û-ré, wè cér̂é da tâwai Pevaa mâ gènyâ bar̂ee. 
JHN.16.4	Gö êr̂ê yè-ve pâr̂â nô ré, wè pè aʼvè néxâi yè-ve na ki wê pwa na nédaa, cè gëve tâ néxâi pâr̂â nô ré gö wê êr̂ê yè-ve.»
JHN.16.4	«Gö da êr̂ê vèa yè-ve baayê pâr̂â nô ré xè-i ké mö tö gèré-nya. 
JHN.16.5	Aè xina, wè gö yè wê vi waa ö ce ré tùr̂ùwaa-nya, aè na bör̂i yèri rha kâmö rai-ve ré yè ërëwaa-nya, êr̂ê: Gè vi na-wê? 
JHN.16.6	Wè na dö vi nénââwêr̂ê vè kau na pwéé-ve xè-i pâr̂â nô ré gö êr̂ê yè-ve. 
JHN.16.7	Aè gö êr̂ê avâr̂i yè-ve; nè yè e yè-ve na ki gö yè virai-ve, wè gö yè da virai-ve, nè yè bör̂i da pwa yèr̂i-ve na pè nââbéé â-ve; aè gö yè wê vi, gö yè bör̂i tùr̂ùwaa-è mi wa-ve. 
JHN.16.8	Nè yè bör̂i wê pwa, nè yè bör̂i ye vè avâr̂i yè bwêê jë i yaané mâ târi mâ vi rhôôr̂u; 
JHN.16.9	wè yaané xè-i ké da tâ néwèi xé-r̂é yè-nya; 
JHN.16.10	aè târi, wè gö yè vi na pwar̂a Pevaa xi-nya, gëve yè bör̂i da tö rhûû-nya tëë; 
JHN.16.11	aè vi rhôôr̂u, wè é wê cowa rhôôr̂u ce ré kavèè bwêê jë.»
JHN.16.12	«Na pôr̂ô yéyé na pâr̂â kââ ré gö yè êr̂ê yè-ve bar̂ee, aè gëve da tö tâwai yè pwêr̂ê xina. 
JHN.16.13	Nè yè wê pwa na ko né avâr̂i, nè yè bör̂i yörhèè-ve rö-i pâr̂â kââ ka avâr̂i wânii, wè nè yè da dö vi êr̂ê vè târ̂ââ, aè nè yè êr̂ê pâr̂â kââ ré na wê pwêr̂ê na ce, mâ êr̂ê vèa yè-ve pâr̂â kââ ré yè pwa. 
JHN.16.14	Nè yè pè kau-nya na ce, wè nè yè wê pè rai-nya mâ êr̂ê vèa yè-ve. 
JHN.16.15	Néki-nya wânii na pâr̂â néki Pevaa, ökâré pûû ké êr̂ê xi-nya, êr̂ê, nè yè wê pè rai-nya na ce kââ ré nè yè êr̂ê vèa yè-ve.»
JHN.16.16	«Tö wîr̂î rha ka yar̂i, wè, gëve yè da tö rhûû-nya tëë, aè ré tö wîr̂î bar̂ee rha ka yar̂i, na gëve yè mâ dè tö rhûû-nya tëë.» 
JHN.16.17	Cér̂é bör̂i vi êr̂ê na bör̂i rai pâi pa pâgür̂ü xi-e, êr̂ê: «Na êr̂ê ûr̂û-ré xi-yé, êr̂ê: “Tö wîr̂î rha ka yar̂i, wè gëve yè da tö rhûû-nya tëë, aè tö wîr̂î rha wê ka yar̂i, gëve yè mâ dè tö rhûû-nya tëë.” “Wè gö yè wê vi na pwar̂a Pevaa?” 
JHN.16.18	Cér̂é bör̂i êr̂ê tëë mwâr̂â, êr̂ê: “Na êr̂ê ûr̂û-ré xi-yé na ce, êr̂ê, tö wîr̂î rha ka yar̂i?” Gèvé da tâwai nô né ké êr̂ê xi-e.» 
JHN.16.19	Na wê tâwai na Ièsu, êr̂ê, cér̂é bar̂i ërëwaa-è, na bör̂i êr̂ê yè-r̂é na ce, êr̂ê: «Gëve wêr̂êi, gëve vi ërëwaa-ve wa ké êr̂ê xi-nya, êr̂ê, tö wîr̂î rha wê ka yar̂i, wè gëve yè da tö rhûû-nya tëë. Aè tö wîr̂î bar̂ee rha wê ka yar̂i, gëve yè mâ dè tö rhûû-nya tëë. 
JHN.16.20	Avâr̂i, avâr̂i gö êr̂ê yè-ve, êr̂ê, gëve yè tââ mâ vi yimémé, aè nè yè vi or̂o na bwêê jë; gëve yè vi nénââwêr̂ê, aè é yè pugèwè ké vi nénââwêr̂ê xe-ve yè vi or̂o. 
JHN.16.21	Nè yè wê vi ër̂i na bwè, na bör̂i vi nénââwêr̂ê vè kau, wè na wê pwa na nédaa xi-e, aè nè yè bör̂i tö vèa na o yar̂i, na bör̂i da tâwai tëë ké yè pèii xi-e, wè na vi or̂o wa ké ër̂i xi-e dèxâ kâmö rö-a bwêê jë. 
JHN.16.22	Na wii na vi nénââwêr̂ê xe-ve xina, aè gö yè mâ pwa yèr̂i-ve tëë, nè yè bör̂i vi or̂o na pwéé-ve, aè na yèri kâmö ka yè öxar̂a rai-ve vi or̂o xe-ve.»
JHN.16.23	«Na yèri tëë rha kââ ré gëve yè vi ërëwaa-nya wa rèi nédaa-ré. Avâr̂i, avâr̂i, gö êr̂ê yè-ve, êr̂ê, pâr̂â kââ ré gëve yè pëër̂ii yè Pevaa rö-i néé-nya, wè nè yè bör̂i nââ yè-ve na ce. 
JHN.16.24	Na mö ké yèri rha kââ ka é pëër̂ii xe-ve rö-i néé-nya. Pëër̂ii, wè gëve yè mâ cëi cè ki wê kau na vi or̂o xe-ve.»
JHN.16.25	«Gö êr̂ê yè-ve pâr̂â nô ré, wè gö waa yeyèè, aè nè yè pwa na nédaa-ré, gö yè bör̂i da êr̂ê yè-ve tëë rö-i yeyèè, aè gö yè êr̂ê vèa yè-ve vè târi nô né Pevaa. 
JHN.16.26	Tèi ö nédaa-ré, wè gëve yè pëër̂ii rö néé-nya, gö da êr̂ê yè-ve, êr̂ê, gö yè pwaér̂ö yè Pevaa vè ke-ve, 
JHN.16.27	wè Pevaa, wè nè yè méar̂i-ve xè-i ké tâ néwèi-nya xe-ve, mâ tâ néxâi êr̂ê, gö mi rai Bâô. 
JHN.16.28	Gö wê mi rai Pevaa, mâ pwa rö-a bwêê jë, aè gö yè wê vi tëë xina xè-a bwêê jë wa Pevaa.» 
JHN.16.29	Cér̂é bör̂i êr̂ê yè-è na pâr̂â pâi pa pâgür̂ü xi-e, êr̂ê: «Tö rhûû, gè dö êr̂ê vèa e xina, aè gè da êr̂ê tëë yeyèè. 
JHN.16.30	Gèvé wê rhîâgür̂ü xina, êr̂ê, gè tâwai rö-i pâr̂â kââ wânii, aè na da dö kââ yè-i na ki ërëwaa-i na dèxâ kâmö; gèvé bör̂i tâ néwèi êr̂ê, avâr̂i gè mi rai Bâô.» 
JHN.16.31	Na bör̂i êr̂ê yè-r̂é na Ièsu, êr̂ê: «Gëve wê tâ néwèi xina ré. 
JHN.16.32	Aè tö rhûû, nè yè pwa na nédaa, aè na wê pwa xina, na gëve yè rhau vi vidù, mâ kâyâi-nya rhar̂i, aè gö yè da tö rhar̂i, wè na tö pwar̂a-nya na Pevaa. 
JHN.16.33	Gö êr̂ê yè-ve pâr̂â nô ré pè aʼvui ko-ve, é yè kôjuwaa-ve rö-a bwêê jë, aè mör̂ö na gëve, wè gö wê cowa pè gu bwêê jë».
JHN.17.1	Na wê cowa êr̂ê röi pâr̂â nô ré na Ièsu, na bör̂i komwââda rua na nékö, mâ êr̂ê, êr̂ê: «Pevaa mwêê, na wê pwa na nédaa né, aè, wè pè kau O xi-i cè ki a pè kau-i tëë na O xi-i, 
JHN.17.2	xè-i ké wê kâyâi xi-i yè-è cè ki vi winô yè pâr̂â kâmö wânii cè ki wê nââ mör̂u ka yè da tâwai yèri yè pâr̂â kâmö ré gè wê kâyâi-r̂é yè-è. 
JHN.17.3	Aè ökââ mör̂u ka da tâwai yèri, êr̂ê, cér̂é yè rhîâgür̂ü-i, wè gè Bâô ka rhaaxâ rö, mâ ö ce ré gè tùr̂ùwaa-è, wè, Ièsu Kérisö. 
JHN.17.4	Gö wê cowa pè kau-i rö-a bwêê jë, gö wê waa rö-i pâr̂â nêr̂ê-r̂é gè kâyâi yè-nya cè göi waa. 
JHN.17.5	Pevaa éé, pè kau-nya xina rö pwar̂a-i xè-i rhîrhér̂é xi-nya rö pwar̂a-i xiréé, na na mö ké yèri bwêê jë. 
JHN.17.6	Gö wê êr̂ê vèa röi néé-i yè pâr̂â kâmö ré gè pè xé-r̂é xè-a bwêê jë, mâ a nââ yè-nya, wè, cér̂é pâr̂â kâmö xi-i na cér̂é, aè, gè wê kâyâi-r̂é yè-nya, cér̂é bör̂i wê köiwaa pâr̂â nô xi-i. 
JHN.17.7	Cér̂é wê tâwai xina, êr̂ê, ka mi xè-i xi-i na pâr̂â kââ wânii ré gè nââ yè-nya. 
JHN.17.8	Wè, gö nââ yè-r̂é pâr̂â nô ré gè nââ yè-nya, cér̂é bör̂i wê cëi röi, aè cér̂é wê tâwai-e, êr̂ê, gö mi rai-i, mâ cér̂é wê tâ néwèi, êr̂ê, gè tùr̂ùwaa-nya.»
JHN.17.9	«Gö pwaér̂ö vè ké-ré, aè gö da pwaér̂ö vè ki bwêê jë, aè gö dè pwaér̂ö vè ki pâi ré gè nââ-r̂é yè-nya, wè, cér̂é pâr̂â kâmö xi-i na cér̂é. 
JHN.17.10	Wè ki-i na pâr̂â néki-nya, aè ki-nya na pâr̂â néki-i, aè é pè kau-nya xè-i xé-r̂é. 
JHN.17.11	Aè xina, wè gö da tö-a tëë bwêê jë, aè dè cér̂é rö ré yè cuè rö-a bwêê jë, aè, gö yè wê vi wa-i. Pevaa ka ar̂ii, na e na gè târ̂î-r̂é rö-i néé-i, néé ré gè nââ yè-nya, cè ké-r̂é rhaaxâ ûr̂û ru. 
JHN.17.12	Gö târ̂î-r̂é rö-i néé-i, néé ré gè nââ yè-nya, na gö mö ké tö pwar̂a-r̂é, gö wê dè târ̂î-r̂é, na da bör̂i wii dèxâ rai-r̂é ka yèri-e, rhaaxâ rö wi-ré dè o i yerii, cè ki yexèvè ka yu mâ. 
JHN.17.13	Aè gö yè wê vi wa-i xina, aè gö êr̂ê vèa yè-i pâr̂â nô ré na gö mö ké tö bwêê jë, cè ki yexèvè vi or̂o xi-nya rö pâr̂â pwéé-r̂é. 
JHN.17.14	Gö wê cowa nââ yè-r̂é nô xi-i; aè na cumiir̂i xé-r̂é na bwêê jë xè-i ké da pâr̂â kâmö xè bwêê jë xé-r̂é, na ûr̂û-nya, wè gö da kâmö xè bwêê jë. 
JHN.17.15	Gö da pëër̂ii yè-i cè gèi pè xé-r̂é xè-a bwêê jë, aè cè gèi târ̂î-r̂é rai nô ka yaané. 
JHN.17.16	Cér̂é da pâr̂â kâmö xè bwêê jë, na ûr̂û-nya, wè gö da kâmö xè bwêê jë. 
JHN.17.17	Rheewaa-r̂é xè-i avâr̂i xi-i, wè nô xi-i ka avâr̂i. 
JHN.17.18	Gèi wè gè tùr̂ùwaa-nya na bwêê jë, na ûr̂û bar̂ee ké tùr̂ùwaa-r̂é xi-nya na bwêê jë. 
JHN.17.19	Gö dè rheewaa-nya vè ké-r̂é cè ké-r̂é ar̂ii rö-i avâr̂i.»
JHN.17.20	«Aè gö da pwaér̂ö vè ké-r̂é rhar̂i, aè vè ki bar̂ee pâr̂â kâmö ré cér̂é yè wê tâ néwèi-nya xè-i pâr̂â nô xé-r̂é, 
JHN.17.21	cè ké-r̂é rhaaxâ rö na cér̂é wânii, na ûr̂û-i wè Pevaa, wè gè tö pwéé-nya, aè gö tö pwéé-i bar̂ee, cè ké-r̂é vi rhaaxâ vèâ göru-r̂é, cè ki tâ néwèi na bwêê jë, êr̂ê, gè tùr̂ùwaa-nya. 
JHN.17.22	Aè rhîrhér̂é ré gè nââ yè-nya, wè gö wê nââ yè-r̂é röi, cè ké-r̂é rhaaxâ rö na cér̂é ûr̂û ké rhaaxâ xi-ru. 
JHN.17.23	Wè gö tö xé-r̂é, mâ gèi wè gè tö xi-nya, cè ké-r̂é dö rhaaxâ rö, cè ki wê tâwai na bwêê jë, êr̂ê, gè tùr̂ùwaa-nya, mâ méar̂i-r̂é, na ûr̂û ké méar̂i-nya xi-i. 
JHN.17.24	Pevaa xi-nya mwêê, gö rhî vè e na ki tö gèvé rö kaa töö xi-nya na pâr̂â kâmö ré gè nââ-r̂é yè-nya, cè ké-r̂é tö rhûû rhî xi-nya ré gè a nââ yè-nya, wè gè méar̂i-nya na é da tö yùè kavèè bwêê jë. 
JHN.17.25	Pevaa ka târi mwêê, na da tâwai-i na bwêê jë; aè gö tâwai-i rö na gènyâ, mâ cér̂é ré tâwai êr̂ê gè tùr̂ùwaa-nya. 
JHN.17.26	Gö êr̂ê vèa yè-r̂é néé-i, aè gö yè dè bâ êr̂ê vèa yè-r̂é cè ki dè tö pwéé-r̂é na vi méar̂i ré gè méar̂i-nya i, mâ cè göi tö pwéé-r̂é na gènyâ.»
JHN.18.1	Na wê êr̂ê röi pâr̂â nô ré na Ièsu, cér̂é bör̂i tawarher̂e nérhexa rö Kédéro, cér̂é vèâ pâr̂â pâi pa pâgür̂ü xi-e, mâ vi ru rö dèxâ döwö nékêê ka tö-i, cér̂é pâr̂â pâi pa pâgür̂ü xi-e bar̂ee. 
JHN.18.2	Aè na wê tâwai döwö-ré na Juda, kâmö ré ârui-e, wè cér̂é bâ vi nai yawi na Ièsu mâ pâr̂â pâi pa pâgür̂ü xi-e. 
JHN.18.3	Na bör̂i pwa rö-i na Juda, cér̂é vèâ pâr̂â kâmö mâ pâi pa vi târ̂î, wè cér̂é tùr̂ùwaa-r̂é na pâi pa vi winô i pâi pa nâânévâ mâ pâr̂â farésaiö, cè ké-r̂é vi nai xar̂a pâr̂â mwââ kêmör̂u mâ pâr̂â yèi mâ pâr̂â nékwêêr̂ê paa. 
JHN.18.4	Aè na dè tâwai na Ièsu pâr̂â kââ wânii ré yè pwa yèr̂i-e, na bör̂i vi par̂èè-r̂é mâ êr̂ê yè-r̂é, êr̂ê: «Wîr̂î ré gëve vi mèyè?» 
JHN.18.5	Cér̂é bör̂i êr̂ê yè-è, êr̂ê: «Ièsu, wi xè Nazarèt.» Na bör̂i aʼcëi yè-r̂é na Ièsu, êr̂ê: «Gènyâ-a.» Aè na tömâ cér̂é Juda, wi-ré ârui-e. 
JHN.18.6	Na wê cowa êr̂ê ûr̂û-ré yè-r̂é, êr̂ê: «Gènyâ-a,» cér̂é bör̂i öyâî tëë mâ bèi ria na bwêê jë. 
JHN.18.7	Na bör̂i ërëwaa-r̂é tëë na ce, êr̂ê: «Wîr̂î ré gëve vi mèyè?» Cér̂é bör̂i êr̂ê yè-è, êr̂ê: «Ièsu, wi xè Nazarèt.» 
JHN.18.8	Na bör̂i êr̂ê yè-r̂é na Ièsu, êr̂ê: «Gö wê êr̂ê yè-ve kër̂ëë, êr̂ê, gènyâ-â, gëve yè vi mèyè-nya, na e na gëve bör̂i kâyâi pâi-â cè ké-r̂é vi.»
JHN.18.9	Na êr̂ê ûr̂û-ré cè ki yexèvè nô ré na wê êr̂ê, êr̂ê: «Nè yè da bwir̂i na dèxâ kâmö rai pâi ré gè nââ-r̂é yè-nya.» 
JHN.18.10	Aè na wii na o taua i Simona Pètèru, na bör̂i kui rua xè-i mwââ-ê, mâ rhau kâmö yar̂i i wi ka nâânévâ, na bör̂i yöör̂u böödê-ê é gaamëë. Néé kâmö yar̂i-ré, wè Malékus. 
JHN.18.11	Na bör̂i êr̂ê yè Pètèru na Ièsu, êr̂ê: «Nââ ria tëë o taua xi-i rö mwââ-ê, na wêr̂êi, gö yè da wâyö mwâ wâyö né bwêêpë ré na nââ yè-nya na Pevaa?»
JHN.18.12	Cér̂é bör̂i tuwir̂i Ièsu na pâr̂â paa, mâ pâi pâ kâmö yar̂i i pâi xè Juda, mâ pöi-e. 
JHN.18.13	Cér̂é bör̂i yörhèè-è baayê yè Hanna, wè na pârhââ Kaifa, kâmö ka vi winô i pâi pa nâânévâ rèi nédö ré. 
JHN.18.14	Aè, Kaifa, wè kâmö ré êr̂ê xiréé yè pâi xè Juda, êr̂ê: «Na dö kââ na ki mé na rha kâmö vè ki névâ.»
JHN.18.15	Na bör̂i vi ua Ièsu na Simona Pètèru, mâ dèxâ wi ka pâgür̂ü bar̂ee ka é tâwai-e i kâmö ka vi winô i pâi pa nâânévâ, na bör̂i vi ru wa Ièsu rö némwâ caxé. 
JHN.18.16	Aè na tömâ rö bwêê wêyê na Pètèru. Na bör̂i vi rua tëë na wi ka pâgür̂ü-ré na tâwai-e na kâmö ka vi winô i pâi pa nâânévâ, mâ êr̂ê yè bwè-ré vi târ̂î mèö mwâ cè ki mâ aʼyè Pètèru na mwâ. 
JHN.18.17	Na bör̂i êr̂ê yè Pètèru na bwè-ré vi târ̂î mèö mwâ, êr̂ê: «Na wêr̂êi, gè da kâmö béé pâr̂â pâi pa pwêr̂êwaa wi-a?» Na bör̂i êr̂ê na ce, êr̂ê: «Na da gènyâ.»
JHN.18.18	Aè cér̂é tömâ rö-i na pâi pâ kâmö yar̂i mâ pâi pa vi târ̂î, wè cér̂é ku kêê i pâr̂â jöxavé, wè na kau na rhâô, cér̂é bör̂i tö-a tâ maaxé. Na bör̂i dè tö cér̂é na Pètèru, wè na tö vi tâ maaxé rö pwar̂a-r̂é.
JHN.18.19	Na bör̂i ërëwaa Ièsu na kâmö ka vi winô i pâi pa nâânévâ wa pâi pa pâgür̂ü xi-e mâ vi pur̂â xi-e. 
JHN.18.20	Na bör̂i êr̂ê yè-è na Ièsu, êr̂ê: «Gö pèri vèa röi yè ba wânii, aè gö bâ vi pur̂â rö mwâ waa ar̂ii, mâ mwâ ka ar̂ii ré cér̂é bâ vi kâ vèâi rö-i na pâi xè Juda, aè na yèri aau dèxâ nô gö yè êr̂ê uyûi. 
JHN.18.21	Na wêr̂êi, gè ërëwaa-nya? Na e na gèi ërëwaa pâr̂â kâmö pa wê pwêr̂ê nô xi-nya, wè cér̂é tâwai pâr̂â kââ ré gö êr̂ê.» 
JHN.18.22	Na wê cowa êr̂ê ûr̂û-ré, na bör̂i dèi-e na dèxâ kâmö ka vi târ̂î, ka tömâ vè ubwa i-e mâ êr̂ê, êr̂ê: «Gè tëvë ûr̂û-ré xi-yé yè kâmö ka vi winô i pâi pa nâânévâ?» 
JHN.18.23	Na bör̂i êr̂ê yè-è na Ièsu, êr̂ê: «Nè yè yaané na ké êr̂ê xi-nya, gèi pèri waanawê nô ka yaané-ré, aè nè yè târi na ké êr̂ê xi-nya, gè bör̂i ya-nya wa yé?» 
JHN.18.24	Na bör̂i tùr̂ùwaa Ièsu na Hanna, na na wê tö êê pö yè Kaifa, kâmö ka vi winô i pâi pa nâânévâ.
JHN.18.25	Aè Simona Pètèru wè na tö-a tömâ, wè na tâ maaxé. Cér̂é bör̂i êr̂ê yè, êr̂ê: «Gèi bar̂ee dèxâ rai pâi pa pâgür̂ü xi-e?» Na bör̂i vi yiâ na ce mâ êr̂ê: «Bwaa, na da gènyâ.» 
JHN.18.26	Na bör̂i êr̂ê na dèxâ rai pâi pâ kâmö yar̂i i kâmö ka vi winô i pâi pa nâânévâ, cur̂u pâ ker̂e-r̂u vèâ cur̂u wi-ré na yöör̂u böödê-ê na Pètèru, êr̂ê: «Gö da tö rhûû-u vèâ mâ rö né döwö?» 
JHN.18.27	Na bör̂i vi yiâ na Pètèru, aè na bör̂i ya na méyë.
JHN.18.28	Cér̂é bör̂i yörhèè Ièsu rai Kaifa na wêê mwâ i ör̂ökau rèi wêê daa. Aè cér̂é da tö vi ru rö mwâ i ör̂ökau, wè wé-r̂é boaa, cér̂é yè bör̂i da tâwai ara êê ara né Paséka. 
JHN.18.29	Na bör̂i tùr̂ùwaa-r̂é na Pilato, mâ êr̂ê yè-r̂é, êr̂ê: «Jië na nô ka yaané i ö kâmö-a ré gëve mi na ka vi kââr̂â i-e wa?» 
JHN.18.30	Cér̂é bör̂i êr̂ê yè-è, êr̂ê: «Nè yè yèri nô ka yaané xi-e, gèvé yè da tâwai yè kâyâi-e yè-i.» 
JHN.18.31	Na bör̂i êr̂ê yè-r̂é na Pilato, êr̂ê: «Pè xi-e na gëve mâ ërëwaa-è, na ûr̂û mââyöö xe-ve.» Cér̂é bör̂i êr̂ê yè-è na pâi xè Juda, êr̂ê: «Na da wii na târi yè-vé né ké yè yö vè mii kâmö.»
JHN.18.32	Cè ki yexèvè nô ré na êr̂ê na Ièsu mâ, wè na êr̂ê vèa nô né ké yè mé xi-e. 
JHN.18.33	Na bör̂i vi ru tëë na Pilato rö mwâ i ör̂ökau, na bör̂i aʼyè Ièsu, mâ êr̂ê yè-è, êr̂ê: «Na wêr̂êi, gè ör̂ökau i pâi xè Juda na gèi?» 
JHN.18.34	Na bör̂i êr̂ê yè-è na Ièsu, êr̂ê: «Gè êr̂ê vi bwir̂i nô ré ra, na wii na dèxâ kâmö ka pèri vèa-nya yè-i?» 
JHN.18.35	Na bör̂i êr̂ê yè-è na Pilato, êr̂ê: «Gö wi xè Juda bar̂ee na gènyâ? Aè cér̂é kâyâi-i yè-nya na pâi pâ ker̂e-i mâ pâi pa vi winô i pâi pa nâânévâ. Aè ö jië na kââ ré gè waa?» 
JHN.18.36	Na bör̂i êr̂ê yè-è na Ièsu, êr̂ê: «Na da pûû-é rö-a bwêê jë na mwâcir̂i xi-nya. Aè nè yè pûû-é rö-a bwêê jë na mwâcir̂i xi-nya, cér̂é yè bör̂i vi paa na pâr̂â kâmö xi-nya cè ké-r̂é da kâyâi-nya yè pâi xè Juda; aè na da pûû-é rö-a na mwâcir̂i xi-nya.» 
JHN.18.37	Na bör̂i êr̂ê yè-è na Pilato, êr̂ê: «Gè ör̂ökau?» Na bör̂i aʼcëi yè-è na Ièsu, êr̂ê: «Ö kââ-ré gè wê dè êr̂ê, êr̂ê, gö ör̂ökau, wè é ër̂i-nya cè ki ûr̂û-ré, mâ cè göi pè yexèvè avâr̂i yè bwêê jë. Aè pâr̂â kâmö ré avâr̂i wânii, wè cér̂é rhau tö pwêr̂ê mêr̂ê aʼ xi-nya.» 
JHN.18.38	Na bör̂i êr̂ê yè-è na Pilato, êr̂ê: «Jië na avâr̂i?»
JHN.18.38	Na wê cowa êr̂ê ûr̂û-ré na ce, na bör̂i vi rua tëë wa pâi xè Juda mâ êr̂ê yè-r̂é, êr̂ê: «Gö da tö rhûû dèxâ nô rai-e ré é vi kââr̂â i-e wa. 
JHN.18.39	Aè ké waa xe-ve, wè, gö yè bâ cöö dèxâ kâmö mâ kâyâi-e yè-ve rèi nédaa né Paséka, aè nè wêr̂êi, gëve yè rhî vè e na ki gö cöö ör̂ökau i pâi xè Juda mâ kâyâi-e yè-ve?» 
JHN.18.40	Cér̂é bör̂i rhau êr̂ê vè mör̂ö, êr̂ê: «Aè na da ce, aè na e na wi-a Barabas!» Wi-a Barabas, wè wi ka pâr̂â.
JHN.19.1	Na bör̂i pè Ièsu na Pilato mâ nââ-ê cè ki mâ kujir̂è-è. 
JHN.19.2	Cér̂é bör̂i xa ber̂a pâr̂â köö kêê ka köyir̂ida na pâi pa vi paa vè bwaar̂a, mâ pè bar̂i-e i, mâ pè cur̂i-e i dèxâ mêr̂ê ka mii aau, 
JHN.19.3	mâ êr̂ê yè-è, êr̂ê: «Aauu, ör̂ökau i pâi xè Juda.» Cér̂é bör̂i dèi-e.
JHN.19.4	Na bör̂i vi rua tëë na Pilato mâ êr̂ê yè-r̂é, êr̂ê: Tö rhûû, gö tù rua xar̂a-è yè-ve, cè gëve tâwai, êr̂ê: «Gö da tö rhûû dèxâ nô ka yaané rai-e cè ki pè vi kââr̂â i-e.» 
JHN.19.5	Na bör̂i tù rua bar̂ee na Ièsu, wè é pè bar̂i-e i bwaar̂a kör̂öna ka köyir̂ida, aè na cur̂i mêr̂ê ka mii aau. Na bör̂i êr̂ê yè-r̂é na Pilato, êr̂ê: «Ökâré kâmö!» 
JHN.19.6	Cér̂é wê tö rhûû-é na pâi pa vi winô i pâi pa nâânévâ, mâ pâi pa vi târ̂î, cér̂é bör̂i êr̂ê vè mör̂ö yè-è, êr̂ê: «Pè cevè-è rö sataurö! Pè cevè-è rö sataurö!» Na bör̂i êr̂ê yè-r̂é na Pilato, êr̂ê: «Pè xi-e vèr̂i na gëve mâ pè cevè-è rö sataurö, wè gö da tö rhûû na gènyâ nô ka yaané xi-e.» 
