MAT.1.1	Ame na rɔ möyï ꞌbu löbu ꞌba Yësu Kurïsïtö kupö Dawidi kupö Abarayama.
ROM.14.9	Gɔ köꞌdu mo na me ꞌdɔ kiꞌdi Kurïsïtö kako kölë bine kɔdɔ yaga di mï tölë ne ꞌdɔ bo këdï rɔ ŋere zi bɔ loma ni gbï ti töku ni. 
ROM.14.10	Tine nï ëddï kilende rɔ löndö yï mɔtɔ gɔ waꞌdi? Nï mɔtɔ mo ëddï kudölï löndö yï mɔtɔ gɔ waꞌdi? Ze nime pili dëdï dari dɔrɔke kɔmɔ kïtï ꞌba burë ꞌba Bɔkoꞌba. 
ROM.14.11	Römöyï ugu ꞌdeni ame tönë bo ŋere Bɔkoꞌba kiya te, “Kɔzɔ dïdï ma, rɔ gɔ bilaka lesi pili ti kolɔdɔ ŋgï bërï kɔmɔ ma. Kina ti lïjë kutï ŋgï kiya te ma na rɔ Bɔkoꞌba.” 
ROM.14.12	Kina rɔ gɔze nime pili mɔtɔ nï na ti kïyëtï gɔ lende ti akoꞌdɔ ꞌbï zi Bɔkoꞌba.
ROM.14.13	Kina ti, iꞌdike dolake gɔ tilende rɔ lëpï ze ga yaga. Ma laka mo kinza debe duruwöke a ꞌba laꞌba dë këdï yaga mï kɔri zi lëpï ze mɔtɔ ga ame këdï kiꞌdi lëpï yï kilaꞌba ŋgï mï lende kënyë ne. 
ROM.14.14	Gɔ ame ma ꞌdeni rɔ akɔtɔ ti Yësu Kurïsïtö ne mikali ŋgï akonyo mɔtɔ inza ame kiꞌdi bilaka rɔ tiꞌda kɔmɔ Bɔkoꞌba. Ne ɔdɔ nï bɔ mo na komeri ëꞌbï kiya te a mɔtɔ nima ti kiꞌdi yi këdï rɔ tiꞌda, ti koꞌdɔ rönï ŋgï tara zïyï. 
ROM.14.15	Kina me ɔdɔ wa ame këddï konyo ne kebe koꞌdɔ lëpï yï mɔtɔ dë kpe kele omba nï inza ëꞌbï kpe nati mï kɔri ꞌba akɔꞌɔ. Tine nï kinza kiꞌdi wa ame këddï konyo ne dë kebe kirasi ma kɔtɔ ame Kurïsïtö kölë ꞌdeni bine gɔ lende mo ne.
ROM.14.16	Kinza kebe kiꞌdi wa ame koza ꞌdeni yaga zïyï rɔ ma laka ne dë kinda ŋgï rɔ lende kënyë zi lëpï yï mɔtɔ. 
ROM.14.17	Römöyï tëdï mï ŋere löbu ꞌba Bɔkoꞌba inza gɔ wa ma këddï konyo ala kuwë, tine ŋge gɔ ame Nyï Kɔtɔ Laka kiꞌdi yi ꞌdeni laka kɔmɔ Bɔkoꞌba toloma mï lende këyï ti lɔŋɔ. 
ROM.14.18	Bɔ ame koja laja ŋgï zi Kurïsïtö kɔzɔ a nime te ne na rɔ ma Bɔkoꞌba koꞌdɔkɔ kina bilaka lesi kutï gbï gɔmo.
ROM.14.19	Kina diꞌdike kɔmɔze ti gɔ wa ame ga këdï koꞌde lende këyï gbï ti tigɔ zi lëpï ze ga ne. 
ROM.14.20	Kina kinza kebe kirasike ndɔbɔ ꞌba Bɔkoꞌba dë ŋgï yaga gɔ lende ꞌba akonyo. Wa pili rɔ gɔmo rɔ ma kele rɔ akonyo. Tine ɔdɔ nï mɔtɔ kebe kiꞌdi lëpï yï mɔtɔ kebe kilaꞌba di mïnï gɔ wa ma këddï konyo, na rɔ ma kënyë mo. 
ROM.14.21	Tine ma laka mo a mɔtɔ ame këdï kiꞌdi löndö yï mɔtɔ kilaꞌba di mïnï ne, kinza koꞌdɔ dë lipo ɔdɔ këdï pele rɔ tonyo yida ala tuwë layi ni pili ti a mɔtɔ ga.
ROM.14.22	Meri ꞌbï nima këddï timo gɔ lende ꞌba akonyo naga nime ne, iꞌdi këdï ŋge mï löŋgö ye kpe ti bo Bɔkoꞌba. Nï ame kodɔrɔ bïcï lende dë röyï gɔ wa ma kikali kinza rɔ ma laka ne na ti yëyï. 
ROM.14.23	Tine nï ama konyo wa ma döyï rɔ ma kïlïkö gɔmo nima Bɔkoꞌba ti kodɔ karama mo ŋgï döyï römöyï oꞌdɔ dë du mï tiꞌdi döyï gɔ lende abo. Wa ame ga pili këddï koꞌdɔ kinza kiꞌdi döyï dë gɔmo këdï rɔ lende ꞌba Bɔkoꞌba ne, ꞌdoyi rɔ gɔmo rɔ lende kënyë.
ROM.15.1	Ze ma ditigɔke ꞌdeni mï tiꞌdi dɔze gɔ lende ꞌba Kurïsïtö mo naga nime, ma laka mo zize ꞌdɔ tombi gomɔ ꞌba ya ma kinza ti tigɔ naga. Tine kinza ze döꞌböke dë ŋge tïyëyï dökïꞌdï ze. 
ROM.15.2	Nï mɔtɔ zïyï tomeri lende ꞌba lëpï yï ꞌdɔ koꞌdɔ rɔ wa ame gɔ këdï rɔ ma kïyëyï dökïꞌdï bo kïyëddï mï bo ne. 
ROM.15.3	Römöyï Kurïsïtö tönë bine ne dökïꞌdï bo na dë bo kïyëyï. Kina kɔzɔ ma tönë kugu bine mï buku ꞌba Bɔkoꞌba ne tara, ame kiya te, “Tiꞌja mo tönë kitiꞌja yi Bɔkoꞌba timo ne ileki ꞌdeni pili rɔma.” 
ROM.15.4	Wa pili naga nime kugu mï buku ꞌba Bɔkoꞌba ne, ugu ꞌdeni tiyandi ze timo ꞌdɔ dëdïke ti kɔmɔ kiꞌdi liya ti mï këddï gɔmo.
ROM.15.5	Bo Bɔkoꞌba bɔ dɔ loma liya ti mï këddï kiꞌdi ye tɔ kpe koꞌdɔke kɔzɔ ꞌba Yësu Kurïsïtö kolomake ti meri kɔtɔ mï löŋgö ye. 
ROM.15.6	Kina ꞌdɔ kpe pili kïlëluke Bɔkoꞌba ꞌba Yësu Kurïsïtö ŋere ze ame gbï rɔ ꞌbu bo ne ti pili rɔ gɔye ti birɔ kɔtɔ.
ROM.15.7	Kina ti kpe oꞌdɔke lëpï ye mɔtɔ ga gbï laka kɔzɔ löndö, kɔzɔ ma Kurïsïtö koꞌdɔ ye tara ꞌdɔ ma konzi kïlëlu Bɔkoꞌba ti gɔmo. 
ROM.15.8	Miya ziye, Kurïsïtö ileki rɔ bo ꞌdeni rɔ bɔ laja zi Yudayi tileme mo zïnnï Bɔkoꞌba ti koꞌdɔ yëyï zi ma kɔdɔ ŋgï di mï yï lïŋgï ꞌbënnï mo nima gɔ lömu mo tönë bo koꞌdɔ ꞌdeni zïnnï, 
ROM.15.9	kina gbï ꞌdɔ ma rɔ bɔ löwö mo ga kïlëlu Bɔkoꞌba ti gɔ mï këyï abo nime kɔzɔ ma tönë kugu mï buku ꞌba Bɔkoꞌba bine kiya te, “Kina ti, ti mïlëlu yi ŋgï mï löŋgö bɔ löwö ni. Ti moba ŋgala mo ŋgï mïlëlu möyï yï.” 
ROM.15.10	Kina gbï ti ma tönë kiya te, “Kpe ma rɔ bɔ löwö ni iliyake ti kɔtɔ tïnnï lïjë bilaka abo ga ꞌba Bɔkoꞌba.” 
ROM.15.11	Mɔtɔ na gbï kiya te, “Kpe bɔ löwö pili ïlëluke bo ŋere Bɔkoꞌba. Kpe bilaka ꞌba dɔliŋɔ pili ïlëluke bo.” 
ROM.15.12	Kina tönë Yesaya kiya gbï bine te, “Kupö Yisayi ti kɔdɔ ꞌdeni, ti kiꞌdi bo ŋgï këdï rɔ bɔ dɔ bɔ löwö ni. Lïjë ti këdï ŋgï ti kɔmɔ kiꞌdi gɔ yëyï abo.” 
ROM.15.13	Bɔkoꞌba bɔ dɔ kɔmɔ kiꞌdi gɔ mï këyï abo mo nime kiꞌdi ye tɔ kpe kiliyake këddïke lɔ ti lɔŋɔ mï tiꞌdi dɔye gɔmo. Kina ꞌdɔ kɔmɔ kiꞌdi ꞌbe gɔmo koto tïyöbu ti nduwë ti tigɔ ꞌba Nyï Kɔtɔ Laka.
ROM.15.14	Löndö ma ga, ma di zö bine kpe indake ŋgï lɔ ti lende laka ti dɔkomali akikali, këddïke ꞌdeni tiyandi lëpï ye mɔtɔ ga gbï. 
ROM.15.15	Tine mï akugu nime moja kpama ꞌdeni mbowa ziye mï wa tönë ga bine ne kinza kudölu di dɔye. Moja kpama ꞌdeni tara gɔ mï këyï tönë Bɔkoꞌba koꞌdɔ ꞌdeni zö 
ROM.15.16	kiꞌdi ma rɔ bɔ laja ꞌba Yësu Kurïsïtö ziye kpe bɔ löwö ne. Mï tuwöwö laja ꞌba Kurïsïtö nime ma ꞌdeni ŋgï kɔzɔ bɔ akumu ꞌba Bɔkoꞌba ꞌdɔ moꞌde ye bɔ löwö zi bo rɔ kpa közï ma laka ma bo kutï dɔmo kulömu ꞌdeni ti Nyï Kɔtɔ Laka.
ROM.15.17	Kina kɔzɔ ame ma ꞌdeni rɔ akɔtɔ ti Kurïsïtö ne, ti moyo rɔma ŋgï gɔ ndɔbɔ ma moꞌdɔ zi Bɔkoꞌba. 
ROM.15.18	Tine ma minza milaŋa rɔma tilende gɔ wa ame ga Kurïsïtö koꞌbɔꞌbi dë tö ne, gɔ kiꞌdi bɔ löwö tuwö dɔ Bɔkoꞌba. Bo oꞌdɔ ꞌdeni ti lende kiya gbï ti akoꞌdɔ ma 
ROM.15.19	gbï ti tigɔ ꞌba Nyï Kɔtɔ Laka mï gɔ kotɔ ma konzi. Mï liŋgere ma nime kisaki mɔlo di Yerosalema ŋbö kömö Iloriko ne, laja laka ꞌba Kurïsïtö na muwöwö ꞌdeni pili teyi. 
ROM.15.20	Akiteri ma nduwë tuwöwö laja ꞌba Kurïsïtö nime mï gɔ bi ame ga lëbï mo kömö dë gba teyi ne. Römöyï kinza mebe moꞌba ma ꞌbama ra dɔ gbɔndɔ kujë ꞌba bɔ mɔtɔ. 
ROM.15.21	Kina kɔzɔ ma tönë mï buku ꞌba Bɔkoꞌba kiya te, “Lïjë ame ga kiya lende abo dë zïnnï ne ti koꞌja ŋgï. Kina lïjë ame ga kuwö dë ne ti kikali ŋgï.”
ROM.15.22	Gɔ köꞌdu mo na me këdï kota ma ꞌdeni nduwë mï konzi kinza tömö ziye yayi ne. 
ROM.15.23	Tine leꞌjete ndɔbɔ ma mï kapa gɔ bi mɔtɔ naga nime bine mote ꞌdeni. Kina kɔzɔ ame miteri ꞌdeni kulöwö ꞌdɔ tari ziye yayi kɔmɔ kɔɔ mo konzi ne, 
ROM.15.24	miteri ꞌdɔ toꞌja ye mï tari ma Sepaniya. Kina ꞌdɔ kpe na kiꞌdike ma ꞌjaa gɔ kɔri di yayi ɔdɔ moloma ꞌdeni ŋgï mbowa miliya rɔma tiye laka. 
ROM.15.25	Tine ma gïrï nime mëdï gba mari Yerosalema toto a ꞌba kɔnyi zi bilaka ꞌba Bɔkoꞌba ama ga yayi ne. 
ROM.15.26	Römöyï kanisa ma mï Makedoniya ti ma Giriki bine omeri lende ꞌba bɔ lisa ma mï löŋgö bilaka ꞌba Bɔkoꞌba ma mï Yerosalema ꞌdeni kina me lïjë koja kpa közï ꞌdɔ toto mo zïnnï. 
ROM.15.27	Lïjë na ŋgï kiteri ëꞌbënnï toꞌdɔ mo. Tine rɔ ma laka ëdï ŋgï rɔ wali zïnnï topi mo tara römöyï lïjë bɔ löwö ni oꞌja yëyï ꞌba Bɔkoꞌba ꞌdeni di zi Yudayi. Kina ma laka mo na ŋgï zïnnï lïjë ma rɔ bɔ löwö tokɔnyi Yudayi tara ti wa ma lïjë këdï timo.
ROM.15.28	Tine ɔdɔ mote ndɔbɔ nime ꞌdeni miꞌdi kpa közï nime ꞌdeni zïnnï, ti mudö kebe ziye yayi mala nduwë Sepaniya. 
ROM.15.29	Kina mikali ŋgï tömö ma ziye yayi ti këdï ŋgï lɔ ti yëyï ꞌba Kurïsïtö.
ROM.15.30	Kpe löndö ma ga, kɔzɔ ame ze ꞌdeni rɔ akɔtɔ mï ŋere ze Yësu Kurïsïtö ne, momaꞌjo rɔma ziye, odɔꞌbɔke rɔye kɔtɔ tö mï mötu koꞌdɔ gɔma, mï akɔꞌɔ ꞌba Nyï Kɔtɔ Laka. 
ROM.15.31	Umötuke gɔma ꞌdɔ Bɔkoꞌba kokɔnyi ma kitata ma di zi ma kinza kiꞌdi dönnï dë gɔ lende abo ga di mï dɔyayi ꞌba Yudayi ne. Kina gbï gɔ bo kiꞌdi bilaka abo ga ma mï Yerosalema kogba kpa közï nime mëdï moto ne ti mï këyï. 
ROM.15.32	Kina gɔ mako ti ziye lɔ ti lɔŋɔ kina ɔdɔ këdï ŋgï rɔ akoꞌdɔkɔ abo ꞌba Bɔkoꞌba gɔ mindawo rɔma titi mbowa ziye yayi. 
ROM.15.33	Bɔkoꞌba bɔ lende këyï koloma tɔ kpe kɔtɔ tiye pili. Amini.
ROM.16.1	Ma na me mëdï moja lëmï ze Poyibe kari ziye. Lɔko na rɔ bɔ ndɔbɔ ꞌba kanisa ma mï Keŋgoriya. 
ROM.16.2	Indaꞌbake nï laka rɔ ꞌba Kurïsïtö ŋere ze, kpe bilaka ꞌba Bɔkoꞌba okɔnyike nï ti wa ma lɔko koꞌdɔkɔ di ziye. Römöyï lɔko oꞌdɔ kɔnyi ꞌdeni zi ma konzi gbï ti gbagba ma.
ROM.16.3	Umötöke Purïsïkïla ni ti Akowila bɔ ndɔbɔ lëpï ma ga mï Yësu Kurïsïtö. 
ROM.16.4	Lïjë na tönë kilaŋa rönnï gɔ lende ma ame ma na dë ŋge kɔtɔ mëdï mileki yëëꞌdï mo zïnnï, tine rɔ gɔ bilaka ꞌba kanisa pili ma rɔ bɔ löwö mo ga ne. 
ROM.16.5	Kina umötöke bilaka ꞌba kanisa ame ga pili këdï kotɔtɔ kpënnï bi mötu liŋɔ ꞌbënnï ne.
ROM.16.5	Umötöke Epaneto ame mɔꞌɔ kulöwö ne. Bo na rɔ dɔndende ꞌba bilaka ma kiꞌdi dönnï gɔ lende ꞌba Kurïsïtö dɔgba di mï dɔyayi ꞌba Asiya. 
ROM.16.6	Umötöke Mariya. Lɔko ma koꞌdɔ ndɔbɔ kulöwö ziye mo tönë. 
ROM.16.7	Umötöke Andonika ni ti Yunïya, lïjë ma rɔ wado ma mo tönë ga koloma ga tö mï maboso ne. Lïjë na rɔ ma kïlëbï kulöwö di mï löŋgö bɔ laja ꞌba Kurïsïtö kina lïjë na gbï kiꞌdi dönnï gɔ lende ꞌba Kurïsïtö dɔgba di zö.
ROM.16.8	Umötöke Ambolato ame rɔ ꞌba Kurïsïtö mɔꞌɔ bo kulöwö ne. 
ROM.16.9	Umötöke Orobano lëpï ze mï ndɔbɔ ꞌba Kurïsïtö. Kina umötöke Sitakiso ame mɔꞌɔ kulöwö ne gbï. 
ROM.16.10	Umötöke Apele, bo ame kilagi toga kpa bo gɔ Kurïsïtö ne. Umötöke bilaka liŋɔ ꞌba Aritobolo ga. 
ROM.16.11	Umötöke wado ma Erodiyona. Umötöke bilaka ꞌba ŋere Kurïsïtö ame ga liŋɔ ꞌba Narokiso ne.
ROM.16.12	Umötöke Turupïna ni ti Turupösa, lïjë ma koꞌdɔ ndɔbɔ ꞌba ŋere Kurïsïtö mo naga tönë ne, gbï ti Perosisi ame mɔꞌɔ kulöwö koꞌdɔ ndɔbɔ ꞌba ŋere Kurïsïtö kulöwö ne. 
ROM.16.13	Umötöke Rupusa, bo ame ŋgï rɔ ma laka rɔ ꞌba ŋere Kurïsïtö ne. Kina umötöke ma bo gbï, lɔko ma tönë koꞌdɔ ma ŋgï kulöwö kɔzɔ kole ꞌbënnï ne. 
ROM.16.14	Umötöke Asunurïtö ni ti Pelegono ti Erome ti Pataroba ti Eroma ti löndö ame ga tïnnï ne. 
ROM.16.15	Umötöke Pilologo ni ti Yulïya gbï ti Nerewo ni ti lëmï bo ti Olomba ti bilaka ꞌba Bɔkoꞌba ame ga pili këdï koloma tïnnï ne.
ROM.16.16	Umötöke rɔye rɔ gɔ rɔye ti közï rïyö. Kanisa ꞌba Kurïsïtö ame ga pili bine ne umötö ye pili.
ROM.16.17	Löndö ma ga, momaꞌjo rɔma ziye, iꞌdike kɔmɔye kandi laka di zi lïjë bilaka naga nima këdï kiyandi a mɔtɔ tɔ ne ga ꞌberi di gɔ ma kiyandi ye timo lïjë këdï koꞌde rɔ koza mï kanisa kiꞌdi ya mɔtɔ ga kɔcɔ yaga di mï kɔri ꞌba Bɔkoꞌba. Kinza kodɔꞌbɔke dɔye dë tïnnï. 
ROM.16.18	Römöyï lïjë ama ga tara ne inza kpe rɔ toja laja ꞌba Kurïsïtö ŋere ze, a ꞌba gɔ kömönnï na lïjë këdï ëꞌbënnï rɔ toꞌdɔ mo. Lende koŋmi ꞌbënnï nima lïjë këdï kinene ne na lïjë kuꞌbölu ma kinza ŋgï lipo ti lende ɔtɔ naga ŋgï timo. 
ROM.16.19	Ne ma ꞌbeye lëbï ꞌbe ame kpe ti dökïꞌdï kɔtɔ mï laja nime ne, ma konzi pili uwö ꞌdeni. Gɔ köꞌdu mo na ma ꞌdeni ŋgï ti mï këyï gɔ lende ꞌbe. Tine moꞌdɔkɔ ye gɔ këddïke ti akikali mï lende laka, tine lipo tara rɔ rumö zi lende kënyë. 
ROM.16.20	Kina ti bo Bɔkoꞌba bɔ lende këyï kiyaŋmi Satani ŋgï yaga kuꞌdu bërï bi ndïye.
ROM.16.20	Lende këyï ꞌba Yësu ŋere ze koloma tiye.
ROM.16.21	Timatiyo bɔ ndɔbɔ lëpï ma umötö ye pili. Wado ma ga Lukïyö ni ti Yasona ti Sosipata umötö ye gbï pili.
ROM.16.22	(Ma Terotiyo bɔ ma kiꞌdi tugu waraga mo nime ne, mumötö ye pili mï möyï ŋere Kurïsïtö.)
ROM.16.23+ROM.16.24	Gayo bɔ ma, ma Pɔlo mëdï moloma liŋɔ mo bilaka ꞌba kanisa këdï kotɔtɔ kpënnï bi mötu liŋɔ abo ne umötö ye pili. Eraseto bɔ kikeki yamo ꞌba turu ma mï gawo mo nime umötö ye. Löndö ze Korato umötö ye gbï pili.
ROM.16.25	Dilekike yëëꞌdï ti zi bo Bɔkoꞌba ame tigɔ abo kiꞌdi ye ꞌdeni kɔrɔke kitigɔ mï tiꞌdi dɔye gɔ laja laka ꞌba Yësu Kurïsïtö mo tönë muwöwö ziye ne. Ame kina ŋgï ko rɔ laja mo tönë pa rɔ ma kusu kɔmɔ kɔɔ mo konzi ne, kina me kileme ꞌdeni ꞌjaa nati yaga. 
ROM.16.26	Ileme ꞌdeni yaga bi kɔpɔ ti akugu ꞌba bɔ kumë lende ꞌba Bɔkoꞌba ga. Kina bo Bɔkoꞌba ma rɔ ŋburuŋburu mo tönë na me kiꞌdi köꞌdu mo ꞌdeni zi bilaka ꞌba dɔyayi nime pili tikali mo gɔ lïjë kiꞌdi dönnï gɔmo koꞌdɔ pili. 
ROM.16.27	Rɔ löbu këdï zi bo Bɔkoꞌba ame bo na kɔtɔ kpökï rɔ bɔ akikali ne nduwë rɔ ŋburuŋburu ti möyï Yësu Kurïsïtö. Amini.
1CO.1.1	Ma Pɔlo mo ame Bɔkoꞌba kigeli ma ꞌdeni gɔ akoꞌdɔkɔ abo rɔ bɔ laja ꞌba Yësu Kurïsïtö ne, ze ti Sɔsetene bɔ löndö ze, dumötö ye pili. 
1CO.1.2	Mëdï mugu ame ziye kpe kanisa ꞌba Bɔkoꞌba ma mï Korinito, kpe ame ga Bɔkoꞌba kïdëkï ye ꞌdeni rɔ ꞌba bo ga rɔ akɔtɔ ti Yësu Kurïsïtö gbï mï rɔ kodɔꞌbɔ ti ma konzi mɔtɔ ga ame mï dɔliŋɔ nime pili këdï kumötu ti möyï bo Yësu Kurïsïtö ŋere ꞌbënnï ame kina gbï rɔ ŋere ze ne.
1CO.1.3	Lende këyï ti yëyï abo ꞌba Bɔkoꞌba ꞌbu ze ti ꞌba ŋere ze Yësu Kurïsïtö koloma kɔtɔ tiye.
1CO.1.4	Mëdï nduwë rɔ toꞌdɔ yëëꞌdï mo zi bo Bɔkoꞌba ma gɔ lende ꞌbe gɔ mï këyï nime bo koꞌdɔ ꞌdeni ziye kpe ma rɔ akɔtɔ ti Yësu Kurïsïtö ne. 
1CO.1.5	Bo odɔ mɔri ꞌdeni dɔye kiꞌdi akikali gbï ti kpa kikali lende ꞌdeni ziye. 
1CO.1.6	Kina gbï ŋgiraꞌda ꞌba laja ꞌba Kurïsïtö alo ꞌdeni ŋgï mïye, 
1CO.1.7	kɔcɔke dë du te di dɔ yëyï ma Bɔkoꞌba këdï koꞌdɔ pili ziye naga mï kɔmɔ kiꞌdi ꞌbe gɔ tako ꞌba ŋere ze Yësu Kurïsïtö tileme rɔ bo. 
1CO.1.8	Bo na ŋgï ti kogbɔ ye köꞌböke ti mï këddï ŋbö kömö mï kada ma rɔ ŋburuŋburu ꞌba dɔliŋɔ nime kota ye kinza bɔti mɔtɔ rɔye mï kada ꞌba tako abo nima. 
1CO.1.9	Bo Bɔkoꞌba na me kïdëkï ye ꞌdeni mï rɔ kodɔꞌbɔ ti kole abo Yësu Kurïsïtö ŋere ze nime kina bo bɔ tuyï mï lende abo na dë.
1CO.1.10	Kpe löndö ma ga, mëdï miꞌdi ame ziye ti közï kakpa ꞌba ŋere ze Yësu Kurïsïtö. Utïke dɔ lende ꞌbe bi kɔtɔ kinza rɔ koza yïmo. Odɔꞌbɔke mïye ŋburu kɔtɔ mï meri ꞌbe gbï ti lende kiya ꞌbe ga. 
1CO.1.11	Römöyï muwö lëbï mo bine eꞌbe Kulöwë ga ïyëtï zö tëgë lamo ëdï ꞌdeni mï löŋgö ye yayi. 
1CO.1.12	Kpe lende ꞌbe pili rɔ gɔye, ya mɔtɔ ga ebe tiya mo te, “Ma ꞌbama mösö gɔ Pɔlo,” ya mɔtɔ ga iya ꞌbënnï te, “Ma ꞌbama rɔ ꞌba Apolo,” mɔtɔ ga tëgë, “Ma ꞌba Pïtörö na,” tine ya mɔtɔ ga iya ꞌbënnï te, “Ma ꞌba Kurïsïtö na.” 
1CO.1.13	Waꞌdi ga na tara? Kurïsïtö mo ebe koza mïnï ꞌdeni? Pɔlo na me kutötï kölë bine dɔ ŋgërï gɔye ne? Obapatisi ye rɔ bɔ kösö gɔ Pɔlo ga?
1CO.1.14	Yëëꞌdï këdï zi Bɔkoꞌba, ꞌbama mobapatisi ama bɔtɔ dë di mï löŋgö ye yayi. Bilaka ma mobapatisi na ŋge rɔ Kurïsïpö ni ti Gayo. 
1CO.1.15	Kina kinza bɔtɔ mɔtɔ kebe kiya dë te obapatisi bo rɔ bɔ kösö gɔma. 
1CO.1.16	Tine mɔtɔ eꞌbe Setepana ga na ŋge mobapatisi. Momeri ꞌbama bɔtɔ mɔtɔ ma mobapatisi ꞌböwu di gɔ ame inza kpe. 
1CO.1.17	Kurïsïtö oja ma dë tobapatisi bilaka, tine oja ma tuwöwö laja laka abo. Kina bo oja ma dë gbï ꞌdɔ tuwöwö mo ti akikali ꞌba mï dɔ bilaka lesi kinza kuburu bi ꞌba tutötï Yësu nime ra yaga.
1CO.1.18	Römöyï tölë ꞌba Kurïsïtö dɔ ŋgërï nime ma di zïnnï lïjë ma ꞌdeni rɔ a ꞌba tölë naga nima inda ŋgï kɔzɔ lende sari. Ne ma di zize ze ame këdï kɔmɔ ze ne ileme ŋgï rɔ tigɔ ꞌba Bɔkoꞌba. 
1CO.1.19	Mï buku ꞌba Bɔkoꞌba yayi iya te, “Ti mirasi mï akikali ꞌba bɔ lende kikali ni yaga. Kina ti mïlïkö mï kɔmɔ kandi ꞌba bɔ kɔmɔ kandi ni yaga.”
1CO.1.20	Ne ɔdɔ kina këdï ꞌdeni te tine lïjë bɔ lende kikali ni ëdï ꞌdeni yala nati? Kina gbï lïjë ma rɔ bɔ kɔmɔ kiyandi ꞌba köꞌdu kiꞌdi mo tönë ga lïjë ëdï ꞌdeni yala nati? Lïjë bɔ kpa kitigɔ mo tönë ga ëdï ꞌdeni yala nati? Kina me Bɔkoꞌba kileme ꞌdeni bine akikali ꞌba dɔliŋɔ nime ka ŋgï rɔ wa sari. 
1CO.1.21	Römöyï bo Bɔkoꞌba ti akikali dɔ kiteli abo iꞌdi tikali bo ꞌdeni konya dönnï lïjë bilaka lesi ti akikali ma ꞌbënnï mo tönë. Tine ma kiꞌdi dönnï gɔ laja rumö abo nime dëdï duwöwö kɔzɔ akiya ꞌbënnï ꞌba laki ni ne na Bɔkoꞌba këdï kɔmɔ. 
1CO.1.22	Yudayi iteri ma ꞌbënnï rɔ gɔ kotɔ rɔ akileme mo, tine Giriki oma ꞌbënnï rɔ gɔ akikali mo. 
1CO.1.23	Tine ma ꞌbeze duwöwö eze ŋge rɔ lende ꞌba tutötï Kurïsïtö ame koja kako di mïtɔrɔ ne. Kina me ꞌböwu Yudayi omba ma ꞌbënnï za rɔ gönnï teyi, tine ma di zi bɔ löwö ni ŋgï rɔ wa sari. 
1CO.1.24	Na ma di zïnnï lïjë Yudayi ni ti Giriki ame ga Bɔkoꞌba kïdëkï ꞌdeni ne, Kurïsïtö mo na me ŋgï dëdï duwöwö. Bo na rɔ tigɔ ꞌba Bɔkoꞌba gbï rɔ akikali mo. 
1CO.1.25	Römöyï wa ame këdï kiya rɔ rumö ꞌba Bɔkoꞌba ne ebe akikali ꞌba bilaka lesi. Kina wa ame këdï kiya rɔ tikeŋme ꞌba Bɔkoꞌba ne ebe tigɔ ꞌba bilaka lesi.
1CO.1.26	Kpe löndö ma ga, omerike te ma tönë Bɔkoꞌba kïdëkï ye ne. Ma konzi di mï löŋgö ye inza rɔ bɔ akikali ꞌba dɔliŋɔ nime. Ma konzi inza gbï rɔ bɔ tigɔ ala rɔ kole ꞌba löbu ni. 
1CO.1.27	Tine Bɔkoꞌba igeli abo rɔ wa ame ga bilaka ꞌba dɔliŋɔ nime kïdëkï rɔ rumö ne ꞌdɔ kodɔ rɔ kaya rönnï lïjë bɔ lende kikali ni. Bo igeli abo rɔ wa ame dɔliŋɔ kïdëkï rɔ ma keŋme naga ne ꞌdɔ kodɔ rɔ kaya rönnï lïjë bɔ tigɔ ni. 
1CO.1.28	Bo igeli abo rɔ wa ame ga dɔliŋɔ kindiri kudölï kiya rɔ wa ma yawa ne ꞌdɔ kuburu lïjë bɔ rɔ löbu ni. 
1CO.1.29	Bo Bɔkoꞌba oꞌdɔ kɔzɔ a nima tara kinza bɔtɔ kari kebe ra tonyo koso mo zi bo. 
1CO.1.30	Bo Bɔkoꞌba na koꞌde ye ꞌdeni rɔ akɔtɔ ti Yësu Kurïsïtö. Kina me bo iꞌdi Kurïsïtö ꞌdeni rɔ akikali zize. Ti Kurïsïtö na kiꞌdi ze ꞌdeni rɔ ma laka kɔmɔ Bɔkoꞌba gbï rɔ ꞌba bo ga kutë gɔze ꞌdeni yaga. 
1CO.1.31	Kina ꞌdeni kɔzɔ ma tönë mï buku ꞌba Bɔkoꞌba kiya te, “Iꞌdike lïjë ame ga koꞌdɔkɔ tonyo koso ne konyo ti gɔ wa ma Bɔkoꞌba koꞌdɔ.”
1CO.2.1	Ne ma ꞌbama, löndö ma ga, me tönë mari ziye yayi tuwöwö a ma Bɔkoꞌba kusu dɔmo ꞌdeni pa naga ne, muwöwö dë ti kpa kitigɔ ala ti akikali ꞌba bilaka lesi. 
1CO.2.2	Mï kada ma mëdï tiye yayi nima miꞌdi dɔma kudölu ŋgï di gɔ wa pili, Kurïsïtö na ŋge miꞌdi kɔmɔ ma tuwöwö mo ziye gbï ti lende ꞌba tutötï bo. 
1CO.2.3	Mï kada nima ma ŋgï du kinza tigɔ mo, rɔma köꞌbö tïlëꞌdï di zi tikere. 
1CO.2.4	Kina laja ma ti lende kiya ma ŋgï du kinza lende kikali mo, tine rɔ akileme tigɔ ꞌba Nyï Kɔtɔ Laka. 
1CO.2.5	Tine tiꞌdi dɔye gɔ lende ꞌba Kurïsïtö inza gɔ akikali ꞌba dɔ bilaka lesi. Tigɔ ꞌba Bɔkoꞌba na.
