MRK.1.1	Igii e tanwaran Rokap na Fafas ulo Iesu Karisito, Kalalik ke God.
JHN.10.38	Isau le igii, ia tel foim tom kia, ma biil gam unune lo iau. Gamen unune, wara na foron rakrakai na foim ia tel u. Isi gamek usum ma gamek malal le Tata i patep lo iau, ma ia patep lo Tata.” 
JHN.10.39	Ke ri ka totof sabin isi luse u, isau le ka fin tina limri.
JHN.10.40	Ke namih ka sopaket dan na Ioridan sabin una falifuh ae pakanini Jon i baptais fanu la wah, ke ka melmel aiwa. 
JHN.10.41	Ma fanu fuun ri ka la usuf i. Ma ri ka orek tom ini ri aragii, “Taftawa le Jon biil i fatapiek ti rakrakai na fakileng, isau le foron tier tikii ae Jon i use ta u ulo kaltu igii, ka tekentu.” 
JHN.10.42	Ke fanu fuun ri ka unune lo, na falifuh ae.
JHN.11.1+JHN.11.2	Nenge kaltu tina Beteni, asa e Lasarus i sasem, ma i e fenelik e Maria ru la kisilik e Mata. Ma Maria ae, i sau in fore sanda na iun keke Kumguui ma ik salis fasengseng u ini olo. 
JHN.11.3	Pesu, ru la kisilik ru ka ta orek isi Iesu le, “Kumguui, ier ae o ier kanaka isi, i sasem.”
JHN.11.4	Isau le aunbiing Iesu ka ongen u, ke ka tara aragii, “Sasem igii, biil in farfarop ini minet, biil. Sasem igii una finngas memeh ke God, isi Kalalik ke God ik kep memeh lo.” 
JHN.11.5	Iesu i ier kanaka isi Mata ru la kisilik e Maria tura fenelik ru sing Lasarus. 
JHN.11.6	Iesu ka ongen ta u le Lasarus i sasem, isau le ka kiis pes iwu biitom e biing aiwa na maleh ae.
JHN.11.7	Namih ka fas foron berbetat na fafausum kia le, “Kerek fis sabin una Iudaia.”
JHN.11.8	Ri ka tara sing i, “Ah! Tom fafausum, pakanini sau foron famfamu ken fan Iudaia ri totof tah isi luumete wo. Isau le igii, o ka ier sabin isi ok fis unaiwa?”
JHN.11.9	Iesu ka kiliis ri aragii, “I sangful ini wu e kiptin aunbiing na nenge biing. Kaltu i la na kiptin ien, biil in tipeh. Biil. Wara le i par na malal tina piklinbat. 
JHN.11.10	Isau le, aunbiing i la na wor, ke in tipeh, wara le biil i mel e malal kia.”
JHN.11.11	Namih Iesu ka use ta u arae, ka fas ri mang le, “Talrer sing Lasarus ka masun tah. Isau le ian la isi iak famat u.”
JHN.11.12	Foron berberat na fafausum kia ri ka kiliis u aragii, “Kumguui, male i masun, ke sasem kia in rop koseng u ma in liu rokap.” 
JHN.11.13	Kamtinan orek ke Iesu le, Lasarus ka met tah, isau le berberat na fafausum kia ri ka wol le Lasarus i masun sau.
JHN.11.14	Pesu, Iesu ka fas fatus ri mang le, “Lasarus ka met tah. 
JHN.11.15	Ma ia wol lo gam, pesu ia ka laes le ia biil tinaiwa na aisa, isi gamek unune. Isau le, kerek la mang usuf i.”
JHN.11.16	Ke Tomas (nenge asa e Didimas, kamtina le Kasang) ka fas tikii berberat na fafausum le, “Kerek la nami sabin, isi kerek met tura.”
JHN.11.17	Ke aunbiing Iesu ka tapiek aiwa, ka tafe u le, ka fet tah e biing lo Lasarus awii na matanfat una luun minet. 
JHN.11.18	Beteni i fatat isi Ierusalem, i fasih arae ituul sau e kilomita, 
JHN.11.19	pesu ifuun e fan Iudaia ri la tah unaisa Mata ru e Maria isi famor ruh namin minet ke fenelik ruh. 
JHN.11.20	Aunbiing Mata ka ongen u le Iesu apiek, ka suuh isi tafe u, isau le Maria tinaiwa tom na fel.
JHN.11.21	Mata ka fas Iesu aragii, “Kumguui, le wo ta tom aga, ke feneklik biil tom in met. 
JHN.11.22	Isau le igii, ia usum le sanih o sising u sing God, God in ta u.”
JHN.11.23	Iesu ka fas u aragii, “Fenemlik in aptih fis sabin.”
JHN.11.24	Mata ka kiliis u aragii, “Ia usum le in aptih fis sabin na aunbiing na apaptih fis na farfarop na biing.”
JHN.11.25	Iesu ka fas u aragii, “Iau tom e apaptih fis ke iau tom e liu, seh i unune lo iau, taftawa male in met, in liu sabin, 
JHN.11.26	ma fanseh ri liu ma ri unune lo iau, biil in to met. O unune na sanih ia use u igii?”
JHN.11.27	Mata ka fas u aragii, “Tekentu kanaka, Kumguui, ia unune le wo Mesaia, ma wo e Kalalik ke God, ae keme usum le in la uga na piklinbat.”
JHN.11.28	Aunbiing Mata ka use ta u aragii, ka fis sabin ma ka kam fakum pes kisilik sing Maria, ke ka fas u le, “Tom fafausum igii, ma i diik isi wo.” 
JHN.11.29	Aunbiing Maria ka ongen ta u arae, ka sangar suuh isi tafe u. 
JHN.11.30	Iesu biil biitom i tapiek na maleh kiruh, isau le, i tinaiwa biitom na falifuh ae Mata i tafe ta u lo. 
JHN.11.31	Fan Iudaia ae ri batme ta Maria awii na fel, ri ka par u i sangsangar na aptih ma ka suuh, ke ri ka mi lo, wara le, ri wol le ka la una matanfat una luun minet isi teng. 
JHN.11.32	Ke aunbiing Maria ka tapiek na falifuh ae Iesu tinaiwa lo, ka par u ma ka luut uf na famu lo Iesu ma ka tarah, “Kumguui, male wo ta tom aga, ke feneklik biil tom in met.”
JHN.11.33	Aunbiing Iesu ka par Maria i teng ke fan Iudaia ae ri la tura, ri ka teng sabin, ka purngis e bala ma ka ier isi teng. 
JHN.11.34	Iesu ka diik ri le, “Fia gam ka faborong u wah?”
JHN.11.34	Ri ka kiliis u aragii, “Kumguui, la ke ok par u.”
JHN.11.35	Ma Iesu ka teng. 
JHN.11.36	Ke fan Iudaia ri ka tara, “Gam par u, i mais kanaka u tom.”
JHN.11.37	Isau le fal lo ri, ri ka tara le, “I sapeng tah na matan nenge kut. Isi sah biil ik lupes ta kaltu igii isi gong i met?”
JHN.11.38	Ka purngis sabin e bala Iesu, ke ka la una matanfat una luun minet. Matan fat ae, i e nenge matanfat ri babat kale u ini nenge tara na fat. 
JHN.11.39	Iesu ka fas ri aragii, “Tel ufu fat ae.”
JHN.11.39	Mata, fenelik e kaltu ae i met, ka tara, “Kumguui, ka fet tah e biing kale u ma igii ik mapuh tah.”
JHN.11.40	Ke Iesu ka tara sing i aragii, “Ia ka fas ta wo tah, male on unune, ke on par memeh ke God.”
JHN.11.41	Ke ri ka tel ufu fat. Ke Iesu ka par una mawe ma ka tarah, “Tata, ia fot rokap lo wo wara le o ka ongen ta iau. 
JHN.11.42	Ia ka usum tah le o wong fitliu sing iau. Isau le ia use u aragii, una rokap ken fanu igii ri sotih turang, isi rik unune le o wuun ta iau.”
JHN.11.43	Aunbiing Iesu ka use ta u aragii, ka perek aragii, “Lasarus, suuh ugapiek!” 
JHN.11.44	Ma kaltu ae i met tah ka suuh, iun lima ke iun keke ri afit ta u ini kaen una afit minet, ke nenge kaen sabin ri fis ta u kale paklu. Ke Iesu ka fas ri aragii, “Gam puk ufu foron kaen ae lo, isi ik la.”
JHN.11.45	Pesu, ifuun e fan Iudaia ae ri la tah isi par Maria ri ka par sanih ae Iesu i fatapiek ta u, ma ri ka unune lo Iesu. 
JHN.11.46	Isau le fal lo ri, ri ka la usuf foron Farasi ma ri ka fas ri ini sanih Iesu i tel ta u. 
JHN.11.47	Ke foron famfamu ken foron pris ke foron Farasi, ri ka kam turim foron laulaumet ken fan Iudaia, ma ri ka diik ri aragii,
JHN.11.47	“Sanih keren tel u? Kaltu igii ka famam tel ifuun mang e rakrakai na fakileng. 
JHN.11.48	Male keren wol fofoes lon kaltu igii, ke fanu tikii rin unune lo, ke fan Rom rin la ma rik falaulau Felun Sising turan fanu tikii kirer.”
JHN.11.49	Isau le, neng lo ri, asa e Kaiapas, i laulaumet na pris lo e bet ae, ka fas ri aragii, “Biil gam usum na ti tier! 
JHN.11.50	Biil gam par failiim u le, i e rokap kimi le in tikii e kaltu in kep salan fanu tikii, isi fanu tikii gong ri met.”
JHN.11.51	Biil i use u aragii ini wolwol kia tom. Biil. Isau le i laulaumet ken foron pris na bet ae, pesu ka orek poropet le Iesu in met isi fan Iudaia, 
JHN.11.52	ma biil isi fan Iudaia sau. Biil. Isau le i met sabin isi berberat ke God ae ri kiis sararah, isi ik tel turim ri, isi ik tikii lo ri. 
JHN.11.53	Ke tipesu na biing ae, foron famfamu ken fan Iudaia ri ka im sal una siimete u. 
JHN.11.54	Pesu, Iesu biil mang i la malal la na fatpoton fan Iudaia. Isau le ka kang tinaiwa una nenge falifuh fatat isi maraslaii una nenge maleh asa e Efraim, ma ka melmel aiwa turan berberat na fafausum kia.
JHN.11.55	Aunbiing ka fatat isi tel inen na Liuliu Kulef ken fan Iudaia. Ke fanu fuun ri ka tatkau una Ierusalem tina foron maleh kiri, famu na inen na Liuliu Kulef isi matngan susuh una fakalkaluu ri na mata God. 
JHN.11.56	Ke ri ka parpar isi Iesu aiwa, ma aunbiing ri sotih awii na baban Felun Sising, ri ka famam na fadiik faliu ini ri tom aragii, “Arafah gam wol arae? Biil mang ngan in la uga na tel inen, beh?” 
JHN.11.57	Ri ka diik arae, wara le foron famfamu ken foron pris ke foron Farasi ri ka luun ta rakrakai na orek le, male tikas i usum na falifuh ae Iesu i kiis wah, ke ik use u isi rik luse u.
JHN.12.1	Iwon e biing famu na tel inen na Liuliu Kulef ken fan Iudaia, Iesu ka tapiek na Beteni na maleh ke Lasarus, ier ae Iesu i fapti fafis ta u tina minet. 
JHN.12.2	Na efef ri ka tel inen una fot rokap usuf Iesu. Mata ka sosok, ma Lasarus tinawii na fatpoton fanu ae ri kiis tah tura kawil luuf una ien. 
JHN.12.3	Ke Maria ka kep neng e tigan lita na sanda furung ae ri foteng u ini nat. I fen kanaka e mata, ma ka to u na iun keke Iesu, ke ka salis u ini olo. Ma sanan rokap na sanda ae ka kuruung tikii palgan fel ae.
JHN.12.4	Isau le Iudas Iskariot i e neng lon berberat na fafausum kia, ae namih in ta ufu Iesu una liman foron tuui, ka tarah, 
JHN.12.5	“Isi sanih biil o sufe sanda igii ini i tuul e mar,
JHN.12.6	Biil i use u aragii, wara le i lala wol lon foron lauu. Biil. Isau le, i use u arae, wara le i e nenge tom sisii. I parpar la na pitkalang kiri, ke ka suksukuum la na pitkalang ae.
JHN.12.7	Pesu Iesu ka kiliis u aragii, “Sok ufu arae, isi ik fageges iau una biingen ilile kiak. 
JHN.12.8	Foron lauu rin kiis fitliu tura gam, isau le iau, biil ian kiis fitliu tura gam.”
JHN.12.9	Aunbiing tara gur na fanu tina Iudaia ri ka usum tah le Iesu tinaiwa, ke ri ka la, biil wara sau lo Iesu ae, ke ri ka la. Biil. Ri la sabin isi par Lasarus ae Iesu i faptih fafis ta u tina minet. 
JHN.12.10	Ma foron famfamu ken foron pris ri ka put orek isi siimete Lasarus sabin, 
JHN.12.11	wara sau lo Lasarus, ke ka fuun e fan Iudaia ri ka la usuf Iesu ke ri ka luun unune lo.
JHN.12.12	Na biing namih, gur na fanu ae ri la tah isi tel inen na Liuliu Kulef, ri ka ongen ta u le Iesu ae mang na sal uga na Ierusalem. 
JHN.12.13	Ri ka kep foron akan au ma ri ka la isi tafe Iesu ma ri ka kukuk aragii,
JHN.12.13	“Osana!
JHN.12.13	Fafakalok sing God, usuf seh ae i la uga ini asa Kumguui.
JHN.12.13	Buk Song 118:25-26
JHN.12.13	God in fakalok king tina Israel.”
JHN.12.14	Iesu ka imtafe neng e dongki ae biil biitom tikas i kiis lo, ma ka kiis na olo arae Buk na Gogoh i use ta u,
JHN.12.15	“Gong gam sokeh, foron keleflik tina Saion.
JHN.12.15	Gam par, king kimi apiek mang,
JHN.12.15	ka kiis na nenge dongki ae biil biitom tikas i kiis ta lo.”
JHN.12.15	Sekaraia 9:9
JHN.12.16	Na famu, berberat na fafausum kia biil ri malal tah na foron tier tikii igii. Isau le na aunbiing Iesu i aptih fis tina minet, ma ka kep memeh kia tah, ke ri ka malal mang le foron tier igii, Buk na Gogoh i use ta u ulo, ma igii ri ka tel ta u ulo.
JHN.12.17	Ma gur na fanu tinaiwa na aisa, na aunbiing i kam fasuuh ta Lasarus tina matanfat una luun minet, ma ka faptih pes u tina minet, ri ka famam kep sararah orek. 
JHN.12.18	Pesu gur na fanu ae ri ka la isi tafe u, wara le ri ka ongen ta u le, ka fatapiek ta rakrakai na fakileng igii. 
JHN.12.19	Ke foron Farasi ri ka fas fafis temtem tikii lo ri le, “Gam par u, biil biitom kere tel fasuut ti tier. Gam par u, fanu tikii ri ka mih mang lo.”
JHN.12.20	Fal e fanu tina Grik tinaiwa na fatpoton fanu ae ri la tah isi lotu na tel inen na Liuliu Kulef na Ierusalem. 
JHN.12.21	Ri ka la usuf Pilip, kaltu tina Betsaida, na sun falifuh na Galili, ma ri ka tarah, “Ier, kemem ier isi par Iesu.” 
JHN.12.22	Pilip ka la isi fas Enru, ke ru turim ru ka la isi fas Iesu.
JHN.12.23	Iesu ka kiliis ruh aragii, “Aunbiing igii mang ka tapiek, isi Kalalik ken Kaltu ik kep memeh kia. 
JHN.12.24	Tekentu kanaka ia fas kamuh, le nenge kutun wit biil i luut una nanal ma ka mang, ke in tapiek in tikii sau e kutun wit. Isau le, male in luut una nanal ma ka mang, ke in kuum, ma in fatapiek in fuun e kutun wit. 
JHN.12.25	Ma kaltu ae i ier kanaka tom isi liu kia, liu ae in mangmangal koseng u. Isau le kaltu ae i ememse liu kia aga na piklinbat, in guun u una liu fitliu. 
JHN.12.26	Seh sau ae i ier la isi tel foim kiak, in mi lo iau, isi falifuh ae ian la ulo, i sabin in la ulo. Tata in fakalok seh ae i ier la isi tel foim kiak.”
JHN.12.27	“Igii balang ka tatawin, ma sanih ian use u? ‘Tata, faliu iau koseng kiptin aunbiing na tatawin igii.’ Biil. I wara ia ka la uga, isi ian la na palga e kiptin aunbiing na tatawin igii. 
JHN.12.28	Tata, on me asam!”
JHN.12.28	Ke neng e orek ka puh tina kukulii, ka tarah, “Ia ka me ta asang ma ian me u sabin.” 
JHN.12.29	Ke gur na fanu ae ri tih tah aiwa, ri ka ongen u ma ri ka tara le i pah tah, ma fal ri ka tara le neng e angelo i orek tah usuf i. 
JHN.12.30	Iesu ka kiliis ri ma ka tarah, “Orek igii una rokap kimi, biil kiak. 
JHN.12.31	Igii mang e aunbiing God in nagogon fanu tikii na piklinbat, ma igii in fes ufu Satan, laulaumet tinaga na piklinbat. 
JHN.12.32	Isau le, aunbiing ri ka fafen ta iau tina nanal, ian dat fanu tikii usuf iau.” 
JHN.12.33	Ka use u aragii una finngas matngan minet, ae in met arae.
JHN.12.34	Ma gur na fanu ae ri ka kiliis u le, “Kemem ka ongen ta u na Nagogon le Mesaia in kiis fitliu, ke arafah bin o ka tara le, Kalalik ken Kaltu rin fafen ta u tom? Seh tom, i e Kalalik ken Kaltu igii?”
JHN.12.35	Ke Iesu ka fas ri aragii, “Gamen kep u e malal ae fatuklin aunbiing sau. Gam la, aunbiing i mel biitom e malal isi kubunor gong i afit gam. Ma kaltu ae i la na kubunor, biil i usum na falifuh i la ulo. 
JHN.12.36	Luun unune kimi na malal na aunbiing gam kep u, isi gamen tapiek arae foron kalalik tina malal.” Aunbiing ka farfarop na orek, Iesu ka la ma ka mumun lo ri.
JHN.12.37	Taftawa le, Iesu ka tel ta ifuun e rakrakai na fakileng tah na matri, isau le biil tom ri unune lo. 
JHN.12.38	Foron tier igii una fatekentu orek ae poropet Aisaia i siit ta u le,
JHN.12.38	“Kumguui, biil tikas i unune biitom na orek kimem,
JHN.12.38	ke biil tikas i kep ti malal biitom na rakrakai kiam.”
JHN.12.38	Aisaia 53:1
JHN.12.39	Pesu, biil i fasih rin unune, wara le poropet Aisaia i use u sabin le,
JHN.12.40	“God ka fakut ta matri,
JHN.12.40	ke ka fasorokai ta balri,
JHN.12.40	isi biil i fasih rin par failiim ini matri,
JHN.12.40	le biil rin ililiim ini balri,
JHN.12.40	isi rik fis usuf iau ma iak faliu pes ri.”
JHN.12.40	Aisaia 6:10
JHN.12.41	Aisaia i use ta u igii, wara le ka par ta memeh ke Iesu, ke ka ororek lo Iesu.
JHN.12.42	I tekentu le, i fuun lon foron famfamu sabin ri ka unune tah lo Iesu. Isau le ri soke foron Farasi ke biil ri fapos unune kiri, tara ma ri ka ti kale ri isi gong ri lotu na felun lotu. 
JHN.12.43	Wara le ri ier kanaka tom isi fanu rin usefages ri, ma biil ri ier kanaka isi ususefages tinbae sing God.
JHN.12.44	Ke Iesu ka perek ma ka tara aragii, “Aunbiing neng e kaltu i unune lo iau, biil i unune sau lo iau. Isau le i unune sabin lo ier ae i wuun ta iau uga. 
JHN.12.45	Aunbiing i par iau, i par ier sabin ae i wuun ta iau uga. 
JHN.12.46	Ia la tah uga na piklinbat arae malal, isi fanu tikii ae ri unune lo iau biil rin kiis kiniis na kubunor.
JHN.12.47	Male tikas i ongen orek kiak, ma biil i kep papte u, biil ian to nagogon u. Wara le biil ia la tah isi nagogon fanu na piklinbat. Biil. Isau le ia la isi faliu pes ri. 
JHN.12.48	Fanseh ae biil ri somangat pes iau, ke biil ri somangat pes orek kiak, i mel e kaltu in nagogon ri. Foron orek ae ia use ta u in nagogon ri na farfarop na biing. 
JHN.12.49	Wara le, biil ia orek ini wolwol kiak tom. Biil. Isau le Tata tom i wuun ta iau, ke ka fas farakrakai ta iau ini sanih ian use u ke arafah ian use u arae. 
JHN.12.50	Ia usum le orek ke Tata in ta liu fitliu. Ma sanih ia use u, Tata tom i fas ta iau isi ian use u.”
JHN.13.1	Na famu sau na tel inen na Liuliu Kulef ken fan Iudaia, Iesu ka usum tah le aunbiing ka fatat isi in la koseng piklinbat ma ik fis usuf Tama. I ier kanaka isi fanu kia igii na piklinbat, ma igii, ka finngas tara na famais kia usuf ri, famais ae biil ti farfarop lo.
JHN.13.2	Aunbiing ri ien na efef ae, Satan ka susuef ulo Iudas Iskariot kalalik ke Saimon, isi in ta ufu Iesu una liman foron tuui. 
JHN.13.3	Iesu ka usum tah le, Tama ka luun ta foron tier tikii na piklin rakrakai kia, ma God tom i tule ta u uga ke in fis sabin usuf God. 
JHN.13.4	Pesu ka aptih tina tel inen ae, ka tel ufu kolos kia tina maleh lo, ma ka fis taol awii na lifa. 
JHN.13.5	Namih, ka to dan una nenge tara na luunluun dan, ke ka sufe keken berberat na fafausum kia, ma ka salis fasengseng kekri ini taol ae i fis ta u na lifa.
JHN.13.6	Iesu ka la usuf Saimon Pita, ke Pita ka tara sing i aragii, “Kumguui, on sufe kekeng sabin?”
JHN.13.7	Iesu ka kiliis u aragii, “Biil o usum na sanih ia tel u igii, isau le namih mang on usum.”
JHN.13.8	Pita ka tara sing i aragii, “Biil. Gong o sufe kekeng.”
JHN.13.8	Ke Iesu ka kiliis u aragii, “Male biil ian sufe iun kekem, ke biil mang on tapiek kalalik na fafausum kiak.”
JHN.13.9	Pita ka tara aragii, “Kumguui, biil iun kekeng sau, sufe iun limang ke paklung sabin.”
JHN.13.10	Iesu ka kiliis u aragii, “Kaltu ae ka susuh tah, ka fuuh ta e fo, ma biil mang in susuh sabin, in sufe iun keke sau, wara le pununfo tikii ka fuuh tah. Ma gam ka fuuh, isau le biil e gam tikii.” 
JHN.13.11	Wara le Iesu ka usum tah lo seh in ta ufu u na liman tuui, pesu ka use u aragii le, biil e gam tikii gam ka tapiek fuuh tah.
JHN.13.12	Aunbiing Iesu ka farfarop na sufe foron kekri, ka fakau fafis kolos kia ma ka fis una sala, ke ka diik ri aragii, “Arafah, gam usum na sanih ia ka tel ta u ini gam? 
JHN.13.13	I tekentu tom ae gam ka kam iau ini ‘Tom Fafausum’ ke ‘Kumguui,’ wara le iau tom e ier ae. 
JHN.13.14	Iau arae Kumguui ke Tom Fafausum kimi, ia ka sufe kekmi tah isi namih gam sabin gamek sufe keken temtem tikii lo gam. 
JHN.13.15	Ia ka finngas ta gam ini nenge tintof isi gam sabin gamek tel u arae ia ka tel ta u kimi. 
JHN.13.16	Tekentu kanaka ia fas gam le, biil ti fafauun i laumet na famfamu kia, ke nenge kaltu ae i kep orek la biil i laumet na kaltu ae i wuun u la. 
JHN.13.17	Male gam usum na foron tier igii, ke gamen kep fafakalok sing i, male gam misuut lo ri.
JHN.13.18	“Biil ia use u ulo gam tikii. Ia usum lon fanseh ae ia ka fulii pes ta ri. Isau le igii, una fatekentu orek ae na Buk na Gogoh, ae i tara le, ‘Kaltu ae i ien beret turang ka tapiek arae tuui kiak.’
JHN.13.18	Buk Song 41:9
JHN.13.19	Ia fas gam igii, ma namih in tapiek, isi aunbiing in tapiek tekentu, ke gamek unune le iau sau e ier ae.
JHN.13.20	Tekentu kanaka ia fas gam le, seh ae i somangat pes iau, i somangat pes seh ae i wuun ta iau.”
JHN.13.21	Namih lo Iesu ka use ta u arae, ka purngis e bala ke ka use famalal u le, “Tekentu kanaka ia fas gam, neng lo gam tom in ta ufu iau una liman foron tuui.”
JHN.13.22	Foron berberat na fafausum kia ri ka faparia fis tom ini ri, ma ri ka wol pane le Iesu i use seh tutus tom lo ri. 
JHN.13.23	Neng lon berberat na fafausum ae Iesu i ier kanaka la isi, i kiis fatat tom isi Iesu. 
JHN.13.24	Saimon Pita ka fas kalalik na fafausum ae le, “Diik u, i use seh tutus tom?”
JHN.13.25	Ke kalalik na fafausum ae ka gigin fatat Iesu ma ka diik u le, “Kumguui, seh tom?”
JHN.13.26	Iesu ka kiliis u aragii, “Seh sau ae ian falum tigan beret igii na dis, ma iak ta u usuf i, i sau e kaltu ae ia use u.” Ke, ka falum tigan beret, ma ka ta u usuf Iudas kalalik ke Saimon Iskariot. 
JHN.13.27	Aunbiing sau ae Iudas ka ien ta beret, Satan ka susuef ulo.
JHN.13.27	Ma Iesu ka fas u aragii, “Sanih ae le on tel u, tel sape u.” 
JHN.13.28	Isau le, biil tikas lo ri awii na inen ae, i usum le isi sanih Iesu ka use u aragii ulo Iudas. 
JHN.13.29	Wara le Iudas i parpar la na pitkalang, ke fal e berberat na fafausum ri ka wol le Iesu ka fas u isi in fiil ti sanih ae in ier isi una tel inen ae, le in ta ti tier usuf foron lauu. 
JHN.13.30	Aunbiing Iudas ka ien ta beret ae, ke ka suuh koseng ri. Ma falifuh ka kubunor tah.
JHN.13.31	Aunbiing Iudas ka la tah, Iesu ka fas ri le, “Igii Kalalik ken Kaltu ka kep memeh, ma God ka kep memeh sing Kalalik ken Kaltu. 
JHN.13.32	Male God i kep memeh sing i, ke God tom in me Kalalik ken Kaltu, ma fanpil, God in me u.
JHN.13.33	Foron berberat kiak, ian kiis tura gam na tuklin aunbiing sau. Gamen im isi iau, arae sau ia ka fas ta foron famfamu ken fan Iudaia le, ‘falifuh ae ian la ulo biil ifasi gamen la ulo.’
