MAT.1.1	Libri i gjeneallogjisë Iesu Krishtit, birit Davidit, birit Abrahamit.
ACT.23.16	Edhe i biri së motrësë Paulit kur ndëgjoi për lakunë 
ACT.23.17	Edhe Pauli thërriti nji prei urdhën-qindësish, e tha: Binia këte dialosh te kapitani, sepse di qish ka për me i thanë.
ACT.23.18	Ai pra si e muer me vetëhe, e pruni te kapitani, edhe tha: Pauli qi ashtë ndë burk më thirri, e 
ACT.23.19	Edhe kapitani si e muer për dore, edhe u tërhoq mbë-nj-anë, e pyeste: Qish asht’ ajo qi ke për me më diftuem?
ACT.23.20	Edhe ai tha, se: Iudeitë banë fjalë me t’u lutunë të bijesh poshtë Paulinë nesërë ndë bashkë-ndejtiet, sikur se kanë për me e pyetunë ma shtrëngueshim.
ACT.23.21	Por ti mos u ndëgjo atyne, sepse janë ma shumë se katër-dhetë vetë ata qi rrin’ e rueinë për ate, të cillëtë kanë nemunë vetëhenë, as të mos hanë, as të mos pinë, deri sa të vrasin’ ate; edhe tashti janë gati tue pritunë fjalë prei teje.
ACT.23.22	Kapitani pra lishoi dialoshinë, edhe e porositi: Mos me i thanë askuit se më diftove këto.
ACT.23.23	Edhe thirri dy vetë prei urdhën-qindësavet, 
ACT.23.24	le të bijen’ edhe kafsha të gjalla për me hypunë Paulin’, e me e shpumë të shëndoshë te Felik guvernatori.
ACT.23.25	Edhe shkroi nji letër mbas kësai shëmbëlltyre:
ACT.23.26	“Klaudiu Lysia mbë të pushtetshiminë guvernatorinë Felik, fal me shëndet.
ACT.23.27	Kyi nieri qe zanë prei Iudevet, edhe pat për me u vramë prei atyneve; atëherë 
ACT.23.28	Edhe kur desha me marrë vesht për ç’punë e përflisinë, e sdrypa ndë bashkë-ndejtie t’atyne,
ACT.23.29	edhe e gjeta se përflitei për kërkime të ligjës’ atyne, por s’ka ndonji faj për vdekë, a për me u lidhunë me hekura.
ACT.23.30	Edhe mbassi më dhanë za, se Iudeitë kishinë bamë këshille të keqe kundrë këti nieriu, përnjiherë e dërgova te ti, edhe porosita edhe ata qi përflasin’ ate, të thonë përpara teje qish 
ACT.23.31	Ushtëtorëtë pra, sikurse qen’ urdhënuen, muernë Paulin’, edhe e prunë natënë ndë Antipatridhë.
ACT.23.32	Edhe ndë nesëret si lanë kalorësatë me votunë bashkë me ate, u këthyenë ndë kastëll,
ACT.23.33	të cillëtë si hynë ndë Kaisari, edhe dhanë letrënë n’dorë të guvernatorit, nxuernë përpara ati edhe Paulinë.
ACT.23.34	Edhe guvernatori si këndoi 
ACT.23.35	- Kam për me të ndëgjuem, - tha, - kur të vin’ edhe ata qi të përflasinë. Edhe urdhënoi me u rueitunë ndë vend të gjukatësë Herodit.
ACT.24.1	Edhe mbas pesë ditsh sdrypi Anani krye-prifti bashkë me pleqt’ edhe me nji farë fjalori 
ACT.24.2	Edhe kur u thirr 
ACT.24.3	Na kemi shumë paqtim prei teje, o i pushtetshim Felik, edhe bahenë punë të mëdha te kyi komp prei paramendiesë s’ate, përherë e gjithë-kundi i presimë me shumë të falunë nders.
ACT.24.4	Por mos me të munduem tepërë, të lutem me na ndëgjuem pak fjalë me butësininë tande.
ACT.24.5	Sepse gjetëm këte nieri se përlyen 
ACT.24.6	i cilli deshi me ndymë edhe tempullinë, edhe 
ACT.24.7	Por erdhi kapitan Lysia, e na e rrëmbeu prei duersh me përdhunë,
ACT.24.8	edhe urdhënoi ata qi e përflisinë me ardhunë te ti; ti vetë si ta pyesish, do të mundesh me marrë vesht për këto të gjitha qi e përflasimë.
ACT.24.9	- Rrëfyenë bashkë 
ACT.24.10	Atëherë Pauli mbassi i bani shenjë guvernatori me folunë, u pergjeq: Mbassi e dij 
ACT.24.11	sepse mundesh me marrë vesht, se nukë janë ma tepërë se dy-mbë-dhetë ditt, çë kurrë se hypa ndë Ierusalem me adhuruem.
ACT.24.12	Edhe as ndë tempull më gjetnë tue ligjëruem me kend, a tue ngritunë mbë kambë gjindëjenë, as ndëpër synagogat, as ndë qytet;
ACT.24.13	as mundenë me provuem ato 
ACT.24.14	Por rrëfej këte te ti, se mbas udhësë qi 
ACT.24.15	edhe kam shpëresë mbë Perëndinë, të cillën’ edhe këta vetë presinë, se ka për me u bamë të ngjallunë prei së vdekunish, të dreitëve e të shtrembëtëve.
ACT.24.16	Edhe për këte unë mundoj vetëhenë, qi të kemi përherë ndërgjegjëje pa faj te Perëndia edhe te nierëzit.
ACT.24.17	Edhe 
ACT.24.18	Edhe ndërmiet këtyneve disa Iudei prei Asisë më gjetnë qiruem ndë tempull, jo me gjindëje, as me trubullim,
ACT.24.19	të cillëtë duhet me dalunë përpara teje, e të 
ACT.24.20	A këta vetë le të thonë, ndë paçinë gjetunë ndonji të shtrembëtë tek unë, kur dola përpara bashkë-ndejtiesë,
ACT.24.21	veçe 
ACT.24.22	Edhe Feliku si ndëgjoi këto, urdhënoi me ardhunë nji ditë tietërë, sepse i dinte fort mirë punët’ e kësai udhe, edhe tha: Kur të sdrypi kapitan Lysia, kam me marrë vesht ma mirë punëtë tuaja.
ACT.24.23	Edhe urdhënoi urdhën-qindësinë me u rueitunë Pauli, edhe me pasunë të prajtunë, edhe mos me ndalunë kend prei të vetëvet me i shërbyem, a me ardhunë tek ai.
ACT.24.24	Edhe mbas disa ditsh kur erdhi Feliku bashkë me gruen’ e vet Drusillënë, qi ishte Iudeonjë, çoi, e thërriti Paulinë, edhe ndëgjoi prei ati për besënë mbë Krishtinë.
ACT.24.25	Edhe ai kur po fliste për dreitëni, e për të përmbaitëmen’ e vetëhesë, edhe për gjyqinë qi ka me ardhunë, Felikut i hyni frikë, e u përgjeq: Tashti shko; edhe kur të kemi kohë do të çoj me të thirrunë prap.
ACT.24.26	Edhe shpërente se Pauli kishte me i dhanë astër, për me e lishuem, përandai çonte, edhe e thërriste shpesh, edhe fliste me ate.
ACT.24.27	Por mbassi u mbushnë dy viet, Porkiu Festi erdhi në kambë të Felikut, edhe Feliku donte me u bam’ andënë Iudevet, e la Paulinë lidhunë.
ACT.25.1	Festi pra si erdhi ndë anë të vet, mbas tri ditsh hypi ndë Ierusalem prei Kaisarisë.
ACT.25.2	Edhe krye-prifti, edhe të parët’ e Iudevet 
ACT.25.3	tue lypunë hir kundrë ati, qi të dërgojë e ta bierë ndë Ierusalem, sepse kishinë bamë pritë për me e vramë mb’udhë.
ACT.25.4	Edhe Festiu përgjeq, se Pauli ruhetë ndë Kaisari, edhe se ai vetë kishte për me votunë shpeit 
ACT.25.5	Le të sdrypinë pra ata qi mundenë prei jush, - tha, - edhe ndë pastë ndonji faj kyi nieri, le ta përflasinë.
ACT.25.6	Edhe mbassi ndenji ndër ata ma tepërë se dhetë ditt, sdrypi ndë Kaisari, edhe ndë nesëret si ndenji mbë gjukatë; urdhënoi me u prumë Pauli,
ACT.25.7	Edhe ai si erdhi, duelnë përpara ata Iudeitë qi kishinë sdrypunë prei Ierusalemit, e thoshinë shumë edhe të mëdha të përfoluna kundrë Paulit, të cillatë s’mundeshinë me i provuem,
ACT.25.8	sepse ai epte fjalë, se: As mbë ligjët të Iudevet, as mbë tempull, as mbë Kaisarinë kam bamë ndonji faj.
ACT.25.9	Por Festi donte me u bam’ andënë Iudevet, iu përgjeq Paulit, e tha: A do me hypunë ndë Ierusalem, edhe atie me u gjukuem për këto 
ACT.25.10	Edhe Pauli tha: Unë kam ndenjunë mbë gjukatë të Kaisarit, atie ku duhetë me u gjukuem; nuk’ u kam bamë ndonji faj Iudevet, sikurse edhe ti e di fort mirë.
ACT.25.11	Sepse ndë kam bamë keq, a ndë paça bamë ndonji 
ACT.25.12	Atëherë Festi si foli bashkë me këshillenë, u përgjeq: Mbë Kaisarinë thirre 
ACT.25.13	Edhe si shkuenë disa ditt, mbëreti Agrippë edhe Bernika erthnë ndë Kaisari, për me përshëndetunë Festinë.
ACT.25.14	Edhe si ndejnë atie shumë ditt, Festi i zuni n’gojë punën’ e Paulit, tue thanë: Ashtë nji nieri lanë këtu lidhunë prei Felikut;
ACT.25.15	për punë t’ati, kur vota ndë Ierusalem, u duknë 
ACT.25.16	të cillëvet u përgjegja, se nuk’ ashtë zakon ndër Romanët me u prishunë ndonji nieri për hir, pa mos pasunë përpara faqes’ ai qi përflitetë, ata qi e përflasinë, e pa mos i dhanë kohë me dhanë fjalë për fajin’ 
ACT.25.17	Mbassi u mbëlothnë pra ata këtu, pa mos u qellunë kreit, ndë të nesërmenë 
ACT.25.18	Edhe ata qi e përflisninë si duelnë përpara 
ACT.25.19	por kishinë disa kërkime kundrë ati për fenë e vet, edhe për nji farë Iesui qi kishte vdekunë, për të cillinë Pauli thoshte se rron.
ACT.25.20	Edhe unë mbassi s’dijem se qish me bamë për nji t’atillë kërkimi, thashë ndë dashtë me votunë ndë Ierusalem, edhe me u gjukuem atie për këto.
ACT.25.21	Por Pauli mbassi thirri të ruhetë për me u gjukuem tek Augusti, urdhënova me u rueitun’ ai, deri sa të dërgoj te Kaisari.
ACT.25.22	Edhe Agrippa i tha Festit: Desha edhe unë me e ndëgjuem ate nieri. Edhe ai tha: Nesërë ke me e ndëgjuem.
ACT.25.23	Edhe ndë nesëret, kur erdhi Agrippa edhe Bernika me shumë madhështi, edhe hyni ndë vend të ndëgjimit bashkë me kapitanat e me nierëzit e mëdhej të qytetit, Festi urdhënoi e u pru Pauli.
ACT.25.24	Atëherë Festi thotë: O mbëret Agrippë, edhe gjithë sa vetë jeni këtu bashkë me ne, e shifni këte 
ACT.25.25	Por unë mbassi gjeta se s’kishte punuem gja për vdekë, edhe ai vetë thirri mbë Augustinë, e pashë me udhë ta dërgoj.
ACT.25.26	Për të cillinë s’kam ndonji gja të vërtetë me i shkruem t’em zot; përandai e pruna përpara jush, edhe ma fort përpara teje, o mbëret Agrippë, qi të kemi se qish me shkruem, mbassi të pyetetë prap.
ACT.25.27	Sepse më duketë punë pa mend, me dërguem nji 
ACT.26.1	Edhe Agrippa i tha Paulit: Të ashtë ndëjyem me folunë për vetëvetëhenë. Atëherë Pauli shtrini dorën’ e epte fjalë:
ACT.26.2	O mbëret Agrippë, kujtoj vetëhenë t’eme të lumunë, sepse kam për me dhanë fjalë përpara teje sot për gjith’ ato 
ACT.26.3	por ma fort se ti di gjithë zakonetë, edhe kërkimet’ e Iudevet; përandai të lutem të më ndëgjojsh me durim.
ACT.26.4	Jetën’ e dielmënisë s’eme pra qi shkova çë ndë krye të herësë ndërmiet kombit t’em ndë Ierusalem,
ACT.26.5	gjithë Iudeit’ e dinë; sepse më dinë çë përpara (ndë daçinë me dëshmuem), se mbas të shtrëngueshimes’ eresisë fesë s’onë rrova Farise.
ACT.26.6	Edhe tashti rrij, e gjukohem për shpëresën’ e të zotuemesë qi u ba prei Perëndisë tek atënit 
ACT.26.7	për ate 
ACT.26.8	Si? Punë të pabesueme e mendoni ju, se Perëndia ngjall të vdekunë?
ACT.26.9	Sa për mue, un’ e kishiem ndër mend, se duhetë me punuem shumë 
ACT.26.10	sikurse edhe punova ndë Ierusalem; edhe shumë 
ACT.26.11	Edhe shumë herë ndëpër gjithë synagogat, tue munduem ata, i ngusiem me vlasfimuem, edhe tue u çëmendunë tepërë kundrë atyneve, i ndiqiem edhe deri jashtë qytetevet.
ACT.26.12	Edhe ndër këto 
ACT.26.13	ndë mies-ditë pashë mb’udhë, o mbëret, 
ACT.26.14	Edhe si ram të gjithë poshtë për dhe, ndëgjova 
ACT.26.15	Edhe unë thashë: Cilli je 
ACT.26.16	Por ngreu, edhe qindro mbë kambë të tua, sepse përandai u duksh mbë tyi, për me të vumë shërbëtuer edhe deshmitar për 
ACT.26.17	edhe të sgjodha prei popullit edhe prei kombevet, mbë të cillët tashti po të dërgoj
ACT.26.18	me u çelun’ atyne sytë, qi të këthehenë prei errësinësë mbë dritë, edhe 
ACT.26.19	Përandai, o mbëret Agrippë, nuk’ u bashë krye-pa-ndëgjueshim mbë këte qiellore të pame,
ACT.26.20	por predikojem përpara ndë Damaskë, edhe ndë Ierusalem, edhe ndëpër gjith’ dhen’ e Iudesë, edhe 
ACT.26.21	Për këto 
ACT.26.22	Por mbassi gjeta ndifmë prei Perëndisë, rrij 
ACT.26.23	se Krishti kishte për me pësuem, 
ACT.26.24	Edhe ai kur epte fjalë për këto, Festi tha me za të math: U çëmende, Paul; letërat’ e shumta të bajnë me u çëmendunë.
ACT.26.25	Edhe ai tha: Nukë jam i çëmendun’, o i pushtetshim Fest; por flas fjalë të vërteta edhe të urta.
ACT.26.26	Sepse mbëreti i di këto 
ACT.26.27	U beson profetënavet, o mbëret Agrippë? E die se beson.
ACT.26.28	Edhe Agrippa i tha Paulit: Për pak 
ACT.26.29	Edhe Pauli tha: I lutem Perëndisë të detë, jo vetëmë ti, por edhe gjith’ ata qi më ndëgjojnë sot, me u bamë ka pak e ka shumë t’atillësh, sikurse jam edhe unë, përveç këtyne hekuravet.
ACT.26.30	Edhe ai si tha këto, u ngrit mbëreti, edhe guvernatori, edhe Bernika, edhe ata qi ishinë ndenjunë bashkë me ata.
ACT.26.31	Edhe si iknë, flisinë njiani me tietrinë, tue thanë, se kyi nieri s’ka bamë ndonji 
ACT.26.32	Edhe Agrippa i tha Festit: Kyi nieri mundei me u lishuem, ndë mos kishte thirrë mbë Kaisarinë.
ACT.27.1	Edhe mbassi u pa me udhë me lundruem për Itali, dhanë Paulin’ edhe disa të tierë të lidhunë nji urdhën-qindësi qi quhei Iuli, prei tufës’Augustit.
ACT.27.2	Edhe si hym ndë 
ACT.27.3	Edhe tietërënë 
ACT.27.4	Edhe si u ngritëm prei andyj, lundruem ndënë Kyprë, sepse erënat’ ishinë kundrë.
ACT.27.5	Edhe si kaluem detin’ e Kilikisë edhe të Pamfylisë, erdhëm ndë Mira të Lykisë.
ACT.27.6	Edhe atie urdhën-qindësi gjeti 
ACT.27.7	Edhe shumë ditt tue lundruem ka dalë, memzi e mbërrim ndë Knidë, por mbassi nukë na linte era, lundruem ndënë Kretënë prei anësë Salmonësë;
ACT.27.8	edhe memzi si e kaluem, erdhëm ndë nji vend qi quhetë Limanet e Mira, afër aty ishte qyteti i Lasaisë.
ACT.27.9	Edhe mbassi pat shkuem shumë kohë, edhe të lundruemitë tashti ishte ndë rrezik, sepse edhe agjinimi tashti kishte shkuem, Pauli i mësonte,
ACT.27.10	tue u than’ atyne: O burra, shof se këta të lundruem do të bahetë me të hequna keq e me shumë dam, jo vetëmë të barrës’ edhe të lundrësë, por edhe të jetësë s’onë.
ACT.27.11	Por urdhën-qindësi ndëgjonte ma tepërë timonierin’ edhe të zotin’ e lundrësë, se fjalët e Paulit.
ACT.27.12	Edhe limani mbassi s’ishte i mirë për me dimënuem, ma të shumëtë banë këshille të ngrihen’ edhe prei andyj, për me e mbërrimë ndë Fenikë, ndë qoftë se mundeshinë, 
ACT.27.13	Edhe kur fryni pak erë shiu, kuituenë se patnë kohënë të mirë, hoqnë 
ACT.27.14	Por mbas pagësë 
ACT.27.15	Edhe mbassi u rrëmbye lundra, edhe s’mundei me i qindruem erësë, e lishuem e biheshim 
ACT.27.16	Edhe si shkuem ndënë nji ujdhësë të vogëlë qi quhetë Klaudë, memzi muftëm me vumë lundrënë ndënë pushtet 
ACT.27.17	të cillënë si e ngritnë, bajinë të ndimueme, tue ngjeshunë lundrënë përposhtë; edhe mbassi patnë frikë mos me ranë ndë cekë, sdrypnë pëlhuratë, edhe kështu biheshim 
ACT.27.18	Edhe mbassi na rrafi furtuna fort, tietrënë 
ACT.27.19	edhe të tretënë 
ACT.27.20	Edhe për shumë ditt nuk dukeshin as dielli as ujëtë, edhe na ra sipër 
ACT.27.21	Edhe si kishinë shumë ditt pa ngranë, 
ACT.27.22	Edhe tashtiu mësoj juve të keni zemërë, sepse s’ka me hupun’ as ndonji shpirt prei nesh veç lundrësë.
ACT.27.23	Sepse këte natë m’u duk engjulli i Perëndisë, të cillit jam, edhe të cillinë lus,
ACT.27.24	tue thanë: Mos ki frikë Paul; duhetë me dalunë përpara Kaisarit; edhe qe Perëndia te t’i ka falunë gjith’ ata qi lundrojnë bashkë me tyi.
ACT.27.25	Përandai kini zemërë, o burra, sepse besoj mbë Perëndinë, se kështu do të jetë, sikurse më ka folunë.
ACT.27.26	Edhe duhetë me ranë jashtë mbë nji ujdhësë.
ACT.27.27	Edhe si erdhi e katër-mbë-dheta natë, kur po biheshim na nalt e poshtë ndë 
ACT.27.28	Edhe kur hothnë skandallë, gjetnë njizet pash ujë; edhe si votnë pagëzë ma tej, hothnë prap skandallë, edhe gjetnë pesë-mbë-dhetë pash;
ACT.27.29	edhe mbassi kishinë frikë se mos bijinë jashtë mbë vende të ashpëra, hothnë katër grepa prei bishtit lundrësë, edhe luteshimë me u bamë ditë.
ACT.27.30	Por detarëtë mbassi kërkojinë me ikunë prei lundrësë, edhe sdrypnë magjenë ndë det tue shtimë shkak se kishinë me hedhunë grepa prei ballit lundrësë,
ACT.27.31	Pauli i tha urdhën-qindësit edhe ushtëtorëvet: Ndë mos ndenjshinë këta ndë lundrët, ju s’mundeni me shpëtuem.
ACT.27.32	Atëherë ushtëtorëtë prenë litarët’ e lundrësë, edhe e lanë me ranë jashtë.
ACT.27.33	Edhe deri sa filloi me u bamë ditë, Pauli u lutei të gjithëve të marrinë me ngranë, tue thanë: Sot 
ACT.27.34	Përandai u lutem juve të merrni me ngranë, sepse këjo ashtë për shpëtiminë tuei, sepse askuit prei jush s’ka me i ranë qime 
ACT.27.35	Edhe si tha këto, muer bukë, e iu fal nders Perëndisë përpara të gjithëve, edhe si e theu, filloi me ngranë.
ACT.27.36	Edhe të gjithë si muernë zemërë, muernë edhe ata me ngranë.
ACT.27.37	Edhe ishim të gjithë bashkë ndë lundrë dy qind e shtatë-dhet’ e gjashtë shpirtë.
ACT.27.38	Edhe si u nginë tue ngranë, lenuenë lundrënë tue hedhunë gruninë jashtë ndë det.
ACT.27.39	Edhe kur u ba ditë, nuk’ e ngjifinë vendinë, por vejin’ ore nji grykë qi kishte buzë deti, edhe banë këshille të shtijenë jashtë lundrënë mb’ate, ndë qoftë se mundeshinë.
ACT.27.40	Edhe si tërhoqnë nalt grepatë, lanë 
ACT.27.41	Edhe si ranë mbë nji vend qi ishte prei dy anësh det, shtinë jashtë lundrënë; edhe balli i lundrësë si u mbështet, mbeti e nukë tundei, por bishti i lundrësë po sbërthehei prei të përpiekunit valëvet.
ACT.27.42	Edhe ushtëtorëtë banë këshille me vramë të lidhunitë, qi të mos iki ndonji tue bamë mbë not.
ACT.27.43	Por urdhën-qindësi mbassi donte me shpëtuem Paulinë, i ndali prei kësai këshilleje; edhe urdhënoi sa mundeshinë me bamë mbë not, të lidhenë përpara, e të dalinë mbë tokë;
ACT.27.44	edhe të tierëtë 
ACT.28.1	Edhe si shpëtuenë, atëherë e ngjofnë se ujdhësa quhetë Melitë.
ACT.28.2	Edhe barbarëtë na pritnë shumë nierëzisht, sepse ndesnë ziarrm, e na muernë përmbrenda të gjithë, prei shiut qi binte, e prei të ftofëtit.
ACT.28.3	Edhe Pauli kur mbëlodhi shumë krande, edhe i vuni ndë ziarrm, duel jashtë nji nepërkë prei të nxetit, e u ngjit mbas dorës’ ati.
ACT.28.4	Edhe barbarëtë kur panë nepërkënë varë prei dorës’ ati, i thoshinë njiani tietërit: Për të vërtet kyi nieri ashtë gjaksuer, 
ACT.28.5	Por ai hodhi nepërkënë ndë ziarm, edhe nukë pësoi ndonji gja të keqe.
ACT.28.6	Edhe ata prisinë se kishte për me u ajtun’ ai, a për me ranë për dhe befas i vdekunë, por mbassi pritnë shumë kohë, edhe shifinë se s’iu ba ndonji gja e keqe, ndërruenë mendienë, e thoshinë se ashtë perëndi.
ACT.28.7	Edhe rreth ati vendi ishinë copa dheu të parit ujdhësit, qi quhei Publi, i cilli na priti, e na mbaiti ndë shtëpi miqësisht tri ditt.
ACT.28.8	Edhe i ati i Publiut kishte ranë sëmunë prei ethesh e prei barkut keq, tek i cilli Pauli hyni, edhe u fal, edhe vuni duertë mbi ate, edhe e shëndoshi.
ACT.28.9	Edhe si u ba këjo, edhe të tierëtë sa kishinë sëmunda ndë ujdhësë, vijinë 
ACT.28.10	të cillëtë na nderuenë me shumë nderë; edhe kur kishim për me ikunë, 
ACT.28.11	Edhe mbas tre muejsh ikëm me nji lundrë Aleksandrianë qi kishte dimënuem ndë ujdhësë, 
ACT.28.12	Edhe si e mbërrim ndë Syrakusë, mbetëm 
ACT.28.13	Edhe prei andej tue ardhunë rreth, e mbërrim ndë Regi, edhe mbas nji ditë si fryni erë shiu, të dytënë ditë erdhëm ndë Puteolë;
ACT.28.14	atie gjetëm vëllazën, 
ACT.28.15	Edhe prei andej, vëllazënitë kur ndëgjuenë për ne, na duelnë përpara deri ndë Forë të Appiut, e ndë Tri Tavernat. Pauli kur pa ata, iu fal’ nders Perëndisë, edhe muer zemërë.
ACT.28.16	Edhe kur erdhëm ndë Romë, urdhën-qindësi dha të lidhunitë n’dorë të parit ushtrisë, por Paulin’ e la të rrijë veç bashkë me ushtëtorinë qi e ruente.
ACT.28.17	Edhe mbas tri ditsh Pauli thërriti të parët’ e Iudevet; edhe ata si u mbëlothnë, u thoshte atyne: O burra vëllazën, ndonëse unë s’kam bamë gja kundrë popullit, a kundrë zakonevet atënavet t’anë, më dhanë të lidhunë prei Ierusalemit ndë duert të Romanëvet.
ACT.28.18	Të cillëtë si më gjukuenë, deshnë me më lishuem, sepse s’gjetnë ndonji punë për vdekë tek unë.
ACT.28.19	Por Iudeitë mbassi flisinë kundrë, u shtrëngueshë të thërres mbë Kaisarinë, jo se kam gja për me përfolunë kombinë t’em.
ACT.28.20	Për këte punë pra u thirra juve qi të 
ACT.28.21	Edhe ata i thanë: Na as letëra kemi marrë për tyi prei Iudesë, as ndonji prei vëllazënish erdhi e diftoi, a foli gja të keqe për tyi.
ACT.28.22	Por duemë me ndëgjuem prei teje, qish ke ndër mend, sepse na e dimë, se gjithë-kundi flitetë keq për këte eresi.
