GEN.1.1	Íꞌdóngárá gá ꞌdãá, Múngú gbi ꞌbụ̃ pi vũ be. 
ACT.22.12	“Ágó ãzi rụ́ ni Ãnãníyã ꞌi, ĩri ri adri Dãmãsékẽ gá ꞌdãá. Ĩri ꞌbá Múngú ri ị̃njị̃ị́pi ị̃njị̃njị̃ ni, ꞌdụ tãị́mbị́ Mósẽ vé rĩ ngaá ĩndĩ, Yãhụ́dị̃ adriꞌbá ꞌdãlé rĩ pi ãrẽvú céré ị̃njị̃kí ĩri ị̃njị̃njị̃. 
ACT.22.13	Ágó rĩ ní ímụ́zú pá tuzú mâ gãrã gá, ĩri ní ꞌyozú kĩnĩ, ‘Má ẹ́drị́pị Sáũlã, mî mị ẽ zị̃ ꞌi!’ Sâ ꞌdãri gé, koro mâ mị ní ꞌi zị̃zú ãngũ ndrezú.
ACT.22.14	“Ĩri ní ꞌyozú má ní kĩnĩ, ‘Múngú ꞌbá ẹ́ꞌbị́pị́ị vé rĩ ĩpẽ mi, mî nị̃ rí tã ꞌî ẹ́sị́ ní lẽé rĩ, mî ndre rí Yẹ́sụ̃ ꞌBá tã be Pịrị rĩ, ãzini mî yị rí ĩrivé átángá ĩri ní átá rĩ. 
ACT.22.15	Mî mụ rí tã mí ní ndreé mî mị sĩ, ãzini mí ní yịị́ mî bị́ sĩ rĩ ũlũú ꞌbá rĩ pi ní céré. 
ACT.22.16	Ngá nóni mí ní rií tẽé rĩ ãꞌdi? ꞌÍ nga ụrụ, ã sẽkí mí ní bãtízĩmũ, mí ũjĩ mívé ũnjĩkãnyã rá, ꞌí zị Múngú ri.’
ACT.22.17	“Má kã ma újá gõó Yẹ̃rụ́sãlémã gá ꞌdãá, á fi Jó Múngú vé rĩ agá Múngú ri zịị́, á ndre ị́ndrị́lị́kị́, 
ACT.22.18	á ndre Úpí ri ị́ndrị́lị́kị́ rĩ agá ꞌdãá, ĩri ní ꞌyozú má ní kĩnĩ, ‘ꞌÍ ku Yẹ̃rụ́sãlémã ri mbẽlẽ, ãꞌdiãtãsĩyã mávé tã mí ní ũlũú rĩ, ꞌbá nõgó rĩ pi ãꞌyĩkí ku.’
ACT.22.19	“Má ní újázú ĩri ní, ‘Úpí Yẹ́sụ̃, ꞌbá ꞌdĩꞌbée nị̃kí rá ꞌyozú kínĩ, á ri ẹ́cị́ Jó Múngú ri Zịzú rĩ pi agásĩ, á ri ꞌbá Yẹ́sụ̃ ri ẹ̃ꞌyị̃ꞌbá gí rĩ pi urụụ́ ũꞌyĩí jó ãngũ ũꞌyĩzú rĩ agá, á ri kộpi ũgbãá ũnjí ũnjí. 
ACT.22.20	Lókí ĩ ní Sẽtẽfánõ mívé tã ũlũúpi rĩ ꞌdịzú drãzú rĩ gé, á tu pá ꞌdãlé, má ãꞌyĩ tã ni ma ꞌi, á ri ꞌbá Sẽtẽfánõ ri ꞌdịꞌbá rĩ pi vé bõngó ũtẽé ma ꞌi.’
ACT.22.21	“Úpí ní kúru ꞌyozú má ní kĩnĩ, ‘ꞌÍ mụ, á lẽ mi pẽé mụzú rárá rú ꞌbá adriꞌbá Yãhụ́dị̃ rú ku rĩ pi ãsámvú gé.’ ”
ACT.22.22	ꞌBá bị́trị́ká rĩ pi ꞌbãkí bị́ rizú tã Páũlũ ní rií átá ꞌdĩri yịzú cĩmgbá cazú Páũlũ ní ívé átángá ꞌdĩri átázú dẹzú rĩ gé. Kúru kộpi ní íꞌdózú útrézú ụ́ꞌdụ́kọ́ be ụrụ ꞌdãá, “Ã ꞌdịkí ĩri drãá ꞌdĩísĩ rá, ꞌbá ꞌdíni ꞌdĩri ícókí ĩri kuú adrií ídri rú ku!” 
ACT.22.23	ꞌBá bị́trị́ká ꞌdĩꞌbée rikí útré, kộpi unjekí ĩvé bõngó akoó rụ̃kụ̃ rĩ pi ũsĩí ꞌdĩísĩ rá, ãzini kộpi rikí fụ́rụ́ndị́ úmvú yĩí ụrụ ꞌdãá.
ACT.22.24	Ũgalaku ãmbúgú ãngáráwá rĩ pi vé rĩ ní tãị́mbị́ sẽzú, ã jịkí Páũlũ ri mụzú vũrã ãngáráwá rĩ pi ní adrizú rĩ gé ꞌdãá. Kĩnĩ ã gbãkí Páũlũ ri, ã gõkí ĩri zịị́, ã lũ rí tã ꞌbá rĩ pi ní rizú útrézú ívé tã sĩ rĩ. 
ACT.22.25	Ãngáráwá rĩ pi kâ Páũlũ ri úmbé, lẽé ĩri gbãá, Páũlũ ní ũgalaku rĩ zịzú kĩnĩ, “Tãị́mbị́ ãꞌyĩ nyo kínĩ ĩ Rómãgú gbã ị́sụ́ ãkũdẽ nị̃kí ĩrivé ũnjĩkãnyã kuyé ꞌdíni rá?”
ACT.22.26	Ũgalaku rĩ kã tã ꞌdĩri yịị́ ꞌdíni, ĩri ní ꞌdezú mụzú ũgalaku ãmbúgú rĩ vúgá ꞌdãá, ĩri ní ꞌyozú kĩnĩ, “Ágó ꞌdĩri Rómãgú pírí, ꞌí lẽ ã ꞌokí ĩri íngóni?”
ACT.22.27	Ũgalaku ãmbúgú rĩ ní ꞌdezú mụzú Páũlũ vúgá ꞌdãá, ĩri ní Páũlũ ri zịzú kĩnĩ, “ꞌÍ lũ má ní, mi Rómãgú?”
ACT.22.27	Páũlũ ní újázú kĩnĩ, “Ẽ, ma Rómãgú.”
ACT.22.28	Ũgalaku ãmbúgú rĩ ní ꞌyozú kĩnĩ, “Má ũfẽ mũfẽngã ãmbúgú, má ní ma újázú ícázú Rómãgú rú ãní.”
ACT.22.28	Páũlũ ní újázú kĩnĩ, “Tịkí ma Rómãgú rú.”
ACT.22.29	Ãngáráwá lẽꞌbá Páũlũ ri uzịꞌbá rĩ pi kâ yịị́ kínĩ, Páũlũ ri Rómãgú, kộpi unjekí ĩ mụzú ꞌdĩísĩ rá. Ũgalaku ãmbúgú rĩ kã nị̃ị́ ámá ꞌyozú kínĩ, ꞌí ꞌyĩ Páũlũ ri ímvẽ sĩ gí, sẽ ụ̃rị̃ gõ fií ẹ́sị́ ni gé ambamba.
ACT.22.30	Kã mụụ́ adrií drụ̃ ꞌdíni, ũgalaku ãmbúgú ãngáráwá rĩ pi vé rĩ lẽ tã Yãhụ́dị̃ rĩ pi ní Páũlũ ri tõzú rĩ nị̃ị́, ĩri ní Páũlũ ri ọyụzú, ĩri ní tãị́mbị́ sẽzú atala atala rĩ pi drị̃gé rĩ pi ní ꞌbá tã lịꞌbá rĩ pi be, kộpi ã úmúkí ĩ céré vũrã ãlu gé. Ĩri ní kúru Páũlũ ri íjị́zú pá tuzú kộpi ẹndrẹtị gé.
ACT.23.1	Páũlũ ní ãngũ ndrezú ꞌbá tã lịꞌbá rĩ pi vúgá ꞌdãá, ĩri ní ꞌyozú kĩnĩ, “Má ẹ́drị́pị́ị, á nga ẹ̃zị́ Múngú ní ẹ́sị́ be múké cĩmgbá ícázú ụ́ꞌdụ́ ãndrũ rĩ gé.”
ACT.23.2	Koro átálágú ãmbúgú Ãnãníyã ní ꞌyozú ꞌbá pá tuꞌbá Páũlũ ã gãrã gá rĩ pi ní kĩnĩ, kộpi ã sakí Páũlũ ẽ tị. 
ACT.23.3	Páũlũ ní ꞌyozú ĩri ní kĩnĩ, “Mí índré sụ̃ ãbi ĩ ní njõó búya imve sĩ rĩ tị́nị!
ACT.23.4	ꞌBá pá tuꞌbá Páũlũ ã gãrã gá rĩ pi ní ꞌyozú kínĩ, “Mí lẽ ꞌdĩri átálágú ãmbúgú Múngú vé rĩ ꞌdaá?”
ACT.23.5	Páũlũ ní újázú kĩnĩ, “Má ẹ́drị́pị́ị, á nị̃ kuyé ꞌyozú kínĩ ágó ꞌdĩri átálágú ãmbúgú, ãꞌdiãtãsĩyã sĩkí Búkũ Múngú vé rĩ agá kínĩ, ‘Lẽ mî átá átángá ũnjí ĩmivé drị̃koma ĩmi rụụ́pi rĩ ní ku.’
ACT.23.6	Páũlũ nị̃ ámá rá ꞌyozú kínĩ, ꞌbá tã lịꞌbá rĩ pi ã ụrụkọ Sãdókẽ, ụrụkọꞌbée Fãrụ́sị̃, ĩri ní átázú ụ́ꞌdụ́kọ́ be ụrụ ꞌdãá kĩnĩ, “Má ẹ́drị́pị́ị, ma Fãrụ́sị̃gú, má ẹ́tẹ́pị ri Fãrụ́sị̃gú. Ĩmi ri tã lị má drị̃gé má ní ẹ́sị́ ꞌbãá íngángárá ídri rú drãngárá gálésĩ rĩ drị̃gé rĩ sĩ.”
ACT.23.7	Páũlũ kã tã rĩ ꞌyoó ꞌdíni, tã ꞌdĩri íjị́ ãgátá Fãrụ́sị̃ rĩ pi ãsámvú gé Sãdókẽ rĩ pi be. 
ACT.23.8	Sãdókẽ rĩ pi kínĩ, ꞌbá rĩ drã dõ gí, gõ íngá ídri rú ku, kộpi kínĩ, mãlãyíkã ꞌdãáyo, índrí kpá ꞌdãáyo, ꞌbo Fãrụ́sị̃ rĩ pi ẹ̃ꞌyị̃kí ĩvé rĩ kínĩ, ngá ꞌdĩꞌbée céré anigé. 
ACT.23.9	ꞌBá rĩ pi ní íꞌdózú útrézú ụ́ꞌdụ́kọ́ be ụrụ ꞌdãá, Fãrụ́sị̃ tãị́mbị́ ímbáꞌbá rĩ pi ã ụrụkọ ungakí ụrụ, kộpi íꞌdókí rií ãgátá gãá ũkpõ sĩ kínĩ, “ꞌBá ị́sụ́kí tã ũnjí ágó ꞌdĩri rụ́ꞌbá gá kuyé. Sâ ãzi sĩ, índrí, dõku mãlãyíkã átá ĩri be nĩ.” 
ACT.23.10	Ãgátá rĩ gõ ícá ũnjí, sẽ ũgalaku ãmbúgú ãngáráwá rĩ pi vé rĩ ní ụ̃rị̃, ụ̃sụ̃ kộpi Páũlũ ri ũndĩ kpélékpélé. Ĩri ní tãị́mbị́ sẽzú ãngáráwá rĩ pi ní, kộpi ã mụkí Páũlũ ri ípá ꞌbá ꞌdĩꞌbée drị́gé sĩ, kộpi ã jịkí ĩri gõó vúlé vũrã ãngáráwá rĩ pi ní adrizú rĩ gé ꞌdãá.
ACT.23.11	Ị́nị́ŋá ꞌdãri sĩ, Úpí Yẹ́sụ̃ ní ꞌi iꞌdazú Páũlũ ní, ĩri ní ꞌyozú kĩnĩ, “Páũlũ, lẽ mî ꞌo ụ̃rị̃ sĩ ku. Mí ũlũ mávé tã Yẹ̃rụ́sãlémã gá nõgó gí, lẽ mî mụ kpá ũlũú Rómã gá ꞌdãlé.”
ACT.23.12	Kã mụụ́ adrií drụ̃ ꞌdíni, ụ̃ꞌbụ́tịŋá rĩ sĩ, Yãhụ́dị̃ rĩ pi úmúkí ĩ céré vũrã ãlu gé, kộpi sõkí ũyõ kínĩ, ĩ nyakí ngá ku, ãzini ĩ mvụkí ngá ku, ụ̃dụ̃ ni, ĩ ꞌdịkí dõ Páũlũ ri drãá ũgbále gí ká. 
ACT.23.13	ꞌBá ĩ úmúꞌbá Páũlũ ã tã liꞌbá rĩ pi vé kãlãfe aga pụ̃kụ́ sụ rĩ rá. 
ACT.23.14	Kộpi ní ngazú mụzú atala atala rĩ pi drị̃gé rĩ pi vúgá ꞌdãá, ãzini ꞌbá ambugu rĩ pi vúgá ꞌdãá, kộpi ní ꞌyozú kínĩ, “ꞌBá sõkí ũyõ, ꞌbá kĩnĩ, ꞌbá ícókí ngá nyaá ku, ụ̃dụ̃ ni, ꞌbá ꞌdịkí dõ Páũlũ rĩ drãá ũgbále gí ká. 
ACT.23.15	Kúru ĩmi ꞌbá tã lịꞌbá rĩ pi, lẽ ĩmi zịkí ũgalaku ãmbúgú rĩ, ẽ íjị́ Páũlũ ri ĩmi ẹndrẹtị gé. Lẽ ĩmi ꞌbãkí ĩmi sụ̃ ĩmi lẽkí ĩrivé tã uzịị́ nị̃ị́ múké múké rĩ tị́nị. ꞌBá lẽkí ĩri ꞌdịị́, ị́sụ́ ícá drĩ vũrã tã lịzú rĩ gé nõgó kuyé.”
ACT.23.16	ꞌBo Páũlũ ọ́mvụ́pị vé mvá ágó rú rĩ kã tã ĩ ní Páũlũ ã tã lizú ꞌdĩri yịị́, ĩri ní njuzú mụzú vũrã ãngáráwá rĩ pi ní adrizú rĩ gé ꞌdãá, ĩri ní tã rĩ ũlũzú Páũlũ ní.
ACT.23.17	Kúru Páũlũ ní ũgalaku ãlu ãngáráwá rĩ pi vé rĩ zịzú ímụ́zú ꞌí vúgá nõó, ĩri ní ꞌyozú kĩnĩ, “ꞌÍ jị mvá ágó ꞌdĩri mụụ́ ũgalaku ãmbúgú rĩ vúgá ꞌdãá, mvá ágó rĩ tã be, lẽ lũú ĩri ní.” 
ACT.23.18	Kúru ĩri ní mvá ágó rĩ jịzú ũgalaku ãmbúgú rĩ vúgá ꞌdãá.
ACT.23.18	Ũgalaku rĩ ní ꞌyozú kĩnĩ, “Páũlũ ĩ ní ꞌyĩí rĩ zị ma mụụ́ ꞌí vúgá ꞌdãá, kĩnĩ, mâ íjị́ mvá ágó rĩ mí vúgá nõó, ãꞌdiãtãsĩyã ĩri tã be, lẽ lũú mí ní.”
ACT.23.19	Ũgalaku ãmbúgú rĩ ní mvá ágó rĩ ẽ drị́ rụzú, ĩri sezú gãrã gá, ĩri ní mvá ágó rĩ zịzú kĩnĩ, “Tã mí ní lẽé lũú má ní rĩ íngóni?”
ACT.23.20	Páũlũ ọ́mvụ́pị vé mvá rĩ ní ꞌyozú ĩri ní kĩnĩ, “Ambugu Yãhụ́dị̃ vé rĩ pi lẽkí ímụ́ mi zịị́ drụ̃ sĩ, mî jị rí Páũlũ ri pá tuú ꞌbá tã lịꞌbá rĩ pi ẹndrẹtị gé, kộpi lẽkí ĩ ꞌbãá sụ̃ kộpi lẽkí ĩrivé tã uzịị́ nị̃ị́ múké múké rĩ tị́nị. 
ACT.23.21	ꞌBo lẽ mî ãꞌyĩ kộpivé tã ꞌdĩri ku, ãꞌdiãtãsĩyã ꞌbá rĩ pi cekí ĩri kú lẹ́tị gé ꞌdãáꞌdã, kộpivé kãlãfe agá pụ̃kụ́ sụ rĩ rá. Kộpi sõkí ũyõ kínĩ, ĩ nyakí ngá ku, ãzini ĩ mvụkí ngá ku, ụ̃dụ̃ ni, ĩ ꞌdịkí dõ ĩri drãá ũgbále gí ká. Kộpi útúkí ĩ kú ũrẽ, kộpi ri tẽ yị, dõ mi tã rĩ újá íngóni.”
ACT.23.22	Ũgalaku ãmbúgú rĩ ní mvá ágó rĩ pẽzú mụzú, ĩri ní ꞌyozú mvá ágó rĩ ní kĩnĩ, “Ã lũkí ꞌbá ãzi ní ꞌyozú kínĩ, mí ũlũ má ní tã rĩ gí ꞌdíni ku.”
ACT.23.23	Kúru ũgalaku ãmbúgú ãngáráwá rĩ pi vé rĩ ní ívé ũgalaku ị̃rị̃ ni pi zịzú ímụ́zú ꞌí vúgá nõó, ĩri ní ꞌyozú kộpi ní kĩnĩ, “Lẽ ĩmi ũpẽkí ãngáráwá mụ̃dụ̃rụ̃lụ̃ ị̃rị̃, ĩmi ũpẽkí kpá ãngáráwá njuꞌbá hũsánĩ sĩ ni pi pụ̃kụ́ ẹ́zị̂rị̃, ãzini ĩmi ũpẽkí ãngáráwá ọ̃jụ́ be mụꞌbée pá sĩ ni pi mụ̃dụ̃rụ̃lụ̃ ị̃rị̃, kộpi ã adrikí kuú ũrẽ, kãdõ caá sâ úrõmĩ ị́nị́ŋá vé ni gé, lẽ kộpi ã ꞌdekí mụụ́ Sĩzérĩyã gá. 
ACT.23.24	Ĩmi sẽkí Páũlũ ní hũsánĩ, ĩmi jịkí ĩri mụzú gávãnã Félẽkĩsĩ vúgá ꞌdãá, ĩmi ũtẽkí ĩri mụzú múké.” 
ACT.23.25	Ãmbúgú ãngáráwá rĩ pi vé rĩ ní kọ̃kọ̃bị́ sĩzú ꞌdíni kĩnĩ,
ACT.23.26	Ma Kãlãwũdíyõ Lísĩyã ꞌi, Gávãnã Félẽkĩsĩ ĩ ní ị̃njị̃ị́ ị̃njị̃ rĩ, á sẽ mí ní mõdó.
ACT.23.27	Yãhụ́dị̃ rĩ pi rụkí ágó ꞌdĩri, kộpi lẽkí kõdô ĩri ꞌdịị́ꞌdị, má ní ícázú mávé ãngáráwá rĩ pi be, má kã nị̃ị́ ámá ĩri Rómãgú, má ní ĩri ẹ́rị́zú kộpi drị́gé sĩ. 
ACT.23.28	Á lẽ nị̃ị́ kộpi tõkí dõ ĩri ãsĩ, kúru má ní ĩri jịzú kộpivé ꞌbá tã lịꞌbá rĩ pi ẹndrẹtị gé. 
ACT.23.29	Má ị́sụ́ nị̃ị́ kínĩ, tõkí ĩri tãị́mbị́ ĩvé rĩ ã tã sĩ, ꞌbo tã ãzi ĩ ní ícózú ĩri ꞌyĩzú, dõku ĩri ꞌdịzú ni ꞌdãáyo. 
ACT.23.30	Kâ ũlũú má ní kínĩ, Yãhụ́dị̃ rĩ pi likí ĩri ã tã, kộpi lẽkí ĩri ꞌdịị́, koro má ní ĩri pẽzú mụzú mí vúgá ꞌdĩ. Á ꞌyo ꞌbá ĩri tõꞌbá rĩ pi ní, má kĩnĩ, lẽ kộpi ã ũlũkí tã kộpi ní ĩri tõzú rĩ mí ẹndrẹtị gé.
ACT.23.31	Kúru ãngáráwá rĩ pi ní tã rĩ ꞌdụzú ngazú sụ̃ ĩ ní ẹzịị́ ĩ ní rĩ tị́nị, kộpi ní Páũlũ ri jịzú mụzú ị́nị́ŋá rĩ sĩ cĩmgbá cazú Ãnĩtĩpãtĩrísĩ gé. 
ACT.23.32	Kã mụụ́ adrií drụ̃ ꞌdíni, ãngáráwá ẹ́cị́ꞌbá pá sĩ rĩ pi ní ĩ újázú ĩgõzú vúlé vũrã ãngáráwá rĩ pi ní adrizú rĩ gé nõó, kộpi kukí ãngáráwá njuꞌbá hũsánĩ sĩ rĩ pi jịkí Páũlũ ri mụzú nĩ. 
ACT.23.33	Kộpi kâ mụụ́ caá Sĩzérĩyã gá ꞌdãlé, kộpi ní kọ̃kọ̃bị́ rĩ sẽzú gávãnã ní, kộpi ní Páũlũ ri sẽzú drị́ ni gé. 
ACT.23.34	Gávãnã ní kọ̃kọ̃bị́ rĩ lãzú, ĩri ní Páũlũ ri zịzú kĩnĩ, “Mí íbí íngá ãngũ ngõri gé?” Kã mụụ́ nị̃ị́ ámá ꞌyozú kínĩ Páũlũ íbí íngá Kĩlĩkíyã gá, 
ACT.23.35	ĩri ní ꞌyozú kĩnĩ, “Ma ímụ́ mívé tã yị, ị́sụ́ ãkũdẽ ꞌbá mi tõꞌbá rĩ pi ícákí nõgó gí.” Kúru ĩri ní tãị́mbị́ sẽzú kĩnĩ, ã jịkí Páũlũ ri jó ãmbũgũ vé Ẽródẽ
ACT.24.1	Kã mụụ́ adrií ụ́ꞌdụ́ tọ̃wụ́ ã vụ́drị̃ gé, átálágú ãmbúgú Ãnãníyã pi ambugu Yãhụ́dị̃ rĩ pi vé rĩ pi ã ụrụkọꞌbée be, Tẽrĩtúlã tãị́mbị́ nị̃ị́pi ambamba rĩ be, kộpi ní ngazú mụzú Sĩzérĩyã gá ꞌdãá, kộpi ní tã ĩ ní Páũlũ ri tõzú rĩ ũlũzú gávãnã Félẽkĩsĩ ní. 
ACT.24.2	Ĩ ní Páũlũ ri zịzú fizú jó agá ꞌdãá, Tẽrĩtúlã ní tã ĩ ní Páũlũ ri tõzú rĩ njezú Félẽkĩsĩ ẹndrẹtị gé, ĩri ní ꞌyozú kĩnĩ, “Félẽkĩsĩ ĩ ní ị̃njị̃ị́ ị̃njị̃ rĩ, ꞌí sẽ ꞌbávé ãngũ adri kíri lókí be ãco, mí ní adrií úmĩ be rĩ sĩ, mí újá nóni ꞌbávé ãngũ ícá múké gí. 
ACT.24.3	Ãmbúgú ꞌbávé rĩ, ꞌbâ ãyĩkõ sĩ ãmbúgú tã mí ní ꞌoó ꞌdĩri sĩ. 
ACT.24.4	Á lẽ sẽé mî ri ãndẽé kárákará ꞌdíni ku, á mã mi, lẽ mî ꞌbã ẹ́sị́ múké ꞌbávé tã yịzú sâŋá be mãdã.
ACT.24.5	“ꞌBá ị́sụ́kí nị̃ị́ ámá ꞌyozú kínĩ, ágó ꞌdĩri ꞌbá tã ũnjí ꞌoópi ni, ĩri ri ꞌbá rĩ pi ĩcĩcĩkĩ, sẽ Yãhụ́dị̃ rĩ pi ri tã ũnjí ꞌo mụzú vũ drị̃gé sĩ céré. Ĩri drị̃koma ꞌbá riꞌbá Yẹ́sụ̃ Nãzẽrétãgú rĩ ã pámvú ũbĩꞌbá rĩ pi vé ni. 
ACT.24.6	Ĩri ri Jó Múngú vé rĩ iza, ꞌbá ní ĩri rụzú ãní. (ꞌBá lẽkí ĩrivé tã lịị́ sụ̃ tãị́mbị́ ꞌbávé rĩ ní lẽé rĩ tị́nị. 
ACT.24.7	ꞌBo ãngáráwá rĩ pi vé ãmbúgú Lísĩyã ímụ́ ũkpõ be ĩri paá ꞌbá drị́gé sĩ nĩ. 
ACT.24.8	Sẽ tãị́mbị́ ꞌbá ĩri tõꞌbá rĩ pi ní kĩnĩ, kộpi ẽ ímụ́kí tã rĩ ũlũú mí ẹndrẹtị gé nõgó.)
ACT.24.9	Yãhụ́dị̃ rĩ pi ngakí céré ãꞌyĩí kínĩ, tã Tẽrĩtúlã ní ꞌyoó ꞌdĩri, ĩri tã áda.
ACT.24.10	Kúru gávãnã ní drị́ suzú Páũlũ vúgá ꞌdãá, ĩri ní ꞌyozú kĩnĩ, ã átá átángá rĩ. Kúru Páũlũ ní ꞌyozú kĩnĩ, “Á nị̃ rá ílí kárákará, mi ꞌbá riípi tã lịị́pi ni ãngũ nõri agá, ma ãyĩkõ sĩ mávé tã njezú mí ẹndrẹtị gé.
ACT.24.11	“Mi ícó nị̃ ámá rá ꞌyozú kínĩ, mávé cangárá Yẹ̃rụ́sãlémã gá ꞌdãlé rĩ vụ́drị̃ ni vụ̃ drĩ caá ụ́ꞌdụ́ mụdrị́ drị̃ ni ị̃rị̃ kuyé, á mụ ꞌdãlé Múngú ri zịị́. 
ACT.24.12	ꞌBá ma tõꞌbá rĩ pi ị́sụ́kí ma ãgátá gãngárá gá ꞌbá ãzi be Jó Múngú vé rĩ agá ꞌdãá kuyé, á ꞌyo tã ũnjí ꞌbá rĩ pi ní ĩgãnyãzú ãní Jó Múngú ri zịzú rĩ agá ꞌdãá kuyé, dõku kụ̃rụ́ agá ꞌdãá kuyé. 
ACT.24.13	Ngá ãzi lũúpi ꞌyozú kínĩ tã kộpi ní ma tõzú ꞌdĩri, ĩri tã áda ꞌdíni ꞌdãáyo.
ACT.24.14	“Má ãꞌyĩ rá ꞌyozú kínĩ, ma ri lẹ́tị Úpí Yẹ́sụ̃ vé rĩ ã pámvú ũbĩ, ꞌbo kộpi kínĩ lẹ́tị má ní ũbĩí ꞌdĩri adri lẹ́tị áda rĩ kuyé. ꞌBo ma ri Múngú ꞌbá ẹ́ꞌbị́pị́ị vé rĩ ị̃njị̃, ma kpá ri tãị́mbị́ Mósẽ vé rĩ ꞌdụ nga, ãzini tã nẹ́bị̃ rĩ pi ní sĩí rĩ ꞌdụ nga. 
ACT.24.15	Á ꞌbã ẹ́sị́ Múngú drị̃gé, sụ̃ ꞌbá ꞌdĩꞌbée ní ꞌbãá rĩ tị́nị, Múngú ri úmvúlésĩ ꞌbá tã ꞌoꞌbá pịrị rĩ pi inga drãngárá gálésĩ rá, ãzini ĩri kpá ꞌbá tã ꞌoꞌbá pịrị ku rĩ pi inga rá. 
ACT.24.16	Ãꞌdiãtãsĩyã ụ́ꞌdụ́ céré ma ri ẹ́sị́ ꞌbã tã pịrị ꞌozú Múngú ẹndrẹtị gé, ãzini ꞌbá rĩ pi ẹndrẹtị gé.
ACT.24.17	“Má adri ãmvé ꞌdãá ílí be kárákará, má ní kúru ímvízú ĩgõzú mávé ꞌbá rĩ pi vúgá Yẹ̃rụ́sãlémã gá nõó, má íjị́ mũfẽngã ímụ́zú ĩndĩ mávé ꞌbá ngá ãkó rĩ pi ẽ ĩzã kozú, ãzini má ímụ́ Múngú ní rọ̃bọ̃ŋọ̃ zãá. 
ACT.24.18	ꞌBá ma tõꞌbá rĩ pi kâ ma ị́sụ́ Jó Múngú vé rĩ ã bóró ꞌdãá, ị́sụ́ ãkũdẽ á dẹ lãꞌbĩ mẽrẽ vé adrizú ãní ule rĩ vé tã gí. ꞌBá bị́trị́ká rĩ pi má gãrã gá ꞌdãáyo, ꞌbá rĩ pi ĩgãnyãkí kuyé.
ACT.24.19	“ꞌBo sâ ꞌdãri gé, Yãhụ́dị̃ ụrụkọ anigé ãngũ Ẹ́zị̃yã vé rĩ agá ꞌdãá, lẽ kộpi ẽ ímụ́kí ma tõó nĩ, lẽ kộpi ẽ ímụ́kí pá tuú mí ẹndrẹtị gé nõgó, kộpi ẽ ímụ́kí rí tã ũnjí ĩ ní ma tõzú rĩ ꞌyoó nĩ. 
ACT.24.20	Lẽ mî zị ꞌbá nõꞌbée, kộpi ã lũkí rí mí ní tã Yãhụ́dị̃ rĩ pi vé ꞌbá tã lịꞌbá rĩ pi ní ị́sụ́ má rụ́ꞌbá gá ũnjí rĩ. 
ACT.24.21	Sâ ãzi sĩ, kộpi ícó ma tõ mí ẹndrẹtị gé, tã má ní átá ụ́ꞌdụ́kọ́ be ụrụ ꞌdãá, má ní ꞌyoó, ‘ꞌBá ũdrãꞌbá gí rĩ pi íngá gõ ídri rú rá rĩ sĩ.’ ”
ACT.24.22	Félẽkĩsĩ ní Yẹ́sụ̃ vé tã nị̃ị́ múké múké rĩ sĩ, ĩri ní ꞌyozú kĩnĩ, “Ãngáráwá rĩ pi vé ũgalaku ãmbúgú Lísĩyã ícá dõ gí ká, ma íbí mívé tã lị ndõ.” Kúru ĩri ní átángá rĩ ã ꞌyongárá ugazú. 
ACT.24.23	Ĩri ní tãị́mbị́ sẽzú ũgalaku ãngáráwá rĩ pi vé rĩ ní kĩnĩ, ã ũtẽkí Páũlũ ri múké, ꞌbo ã ọyụkí ĩri ẹ́cị́ ãmvé ĩndĩ, ĩrivé ũndĩ rĩ pi ẽ ẹ́cị́kí rí ĩri ndreé, ã kokí rí ĩri ẽ ĩzã bẽsĩnĩ.
ACT.24.24	Ụ́ꞌdụ́ mãdã ã vụ́drị̃ gé, Félẽkĩsĩ pi ní ímụ́zú ũkú ni Dũrũsílã Yãhụ́dị̃zị́ rĩ be. Ĩri ní Páũlũ ri zịzú ímụ́zú, kộpi ní bị́ ꞌbãzú rizú tã Páũlũ ní rií átá tã Kúrísítõ Yẹ́sụ̃ ri ẹ̃ꞌyị̃zú rĩ vé rĩ yịzú. 
ACT.24.25	Páũlũ kã rií átá kộpi be tã ꞌongárá pịrị rĩ vé tã sĩ, tã ꞌbá rĩ ní ꞌi ũtẽzú rĩ vé tã sĩ, ãzini ụ́ꞌdụ́ ĩ ní ímụ́ tã lịzú rĩ vé tã sĩ, sẽ Félẽkĩsĩ ní ụ̃rị̃. Ĩri ní ꞌyozú kĩnĩ, “Tã ꞌdĩri ca gí! ꞌÍ mụ ꞌdĩísĩ rá, má ị́sụ́ dõ tã ꞌdĩri tã áda, ma íbí mi zị ndõ.” 
ACT.24.26	ꞌBo ẹ́sị́ ni gé ꞌdãá, ụ̃sụ̃ Páũlũ ã je ꞌî drị̃ mũfẽngã sĩ, ri Páũlũ ri zịị́ ímụ́ ꞌí vúgá nõó dị̃ị́ dị̃ị́, ri átá ĩri be.
