GEN.1.1	Wele gug qocna Anut uqa sao mahaca ifanen. 
ACT.9.25	Euqa witic osona uqana malogom age ehudimeig gel ohis isec cebec nag osona mudegin leceb galelna tacimeig halu hehewegin maha gemo tonen.
ACT.9.26	Odocob Sol uqa Jerusalem ono limei Jisasna malogom gabanadigiannu odon. Euqa age uqa malogom oso ec mele qee elein. Odimeig age cunug uqa cucuidoin. 
ACT.9.27	Euqa Banabas uqa Sol cesuldumei je maadigia ehudi aposelca ehi len. Uqa Damaskas jicna Tibud Solca camas mimei je madonnu sildiaden. Odimei Sol uqa Damaskas ono Jisas ijanna me je saluqi u maadennu saaden. 
ACT.9.28	Odocob Sol uqa age gami Jerusalem ono cudun cunugna me je Jisas Tibud ijanna saluqi u mamadi coboin. 
ACT.9.29	Odocob uqa Juda dana Grik je madoloig eundecca ha je madoloig. Odimei fee dadanoloig. Eunu qoqagannu odoin. 
ACT.9.30	Saen wawaga meleec cotugul age dumeig Sol umeig ehudi Sisaria taun ono numeig suldocobil Tasas taunna nuen.
ACT.9.31	Odocob eunu tamanec Judia hatunaca, Galili hatunaca, Sameria hatunaca malol bibileig age gagadic tawein. Age Tibud binan susuli cocobogin Kis Gun cesulaaden dana cajaca me jenu meleec fulusdon.
ACT.9.32	Odocob Pita hatu cunugna cobon. Odocob saen osona uqa Anutna qagu coboc dana cajaca leih age Lida jobon ono bilein eu meciadigiannu non. 
ACT.9.33	Ono uqa dana oso ijan Inias gulucdon. Inias uqa jaih ebenca laleg mecnu uqana cabalnadec cabi gel 8-pela odi oso qee toni coboloi. 
ACT.9.34	Odocob Pita uqa madon, “Inias, Jisas Krais hina me mihia. Cajimeg hinana cabal eeldoga,” don. Odocob mahuc bahic Inias cajen. 
ACT.9.35	Odocob dana cajaca cunug Lida jobonca, Saron hatunaca ono bilein uqa fimeig falicdumeig Tibudnu wawaga meleen.
ACT.9.36	Odocob Jopa taun ono malogom caja oso ijan Tabita bilen. Uqa ijan Grik agena jena eu Dokas. Uqa saen cunugna meme mamadi dana sawen cesuladoloi. 
ACT.9.37	Saen euna uqa hag umei cal men. Odocob uqa deweg ganac wa joudimeig jo hamol ohisna mudecebil nijen. 
ACT.9.38	Odocob Jopa taun eu Lida jobon cemenug nijen eunu saen malogom Jopadec Pita uqa Lida ono bilia ec dumeig age dana lecis je osoca sulalecebil belesin. Ale cesusdudu madosin, “Cain culugaun! Eleca hocom beloqa!” dosin. 
ACT.9.39	Eunu Pita saciadocob dana lecis eu ale gami ceseli belein. Saen uqa hu Jopa caleceb ehudi jo hamol ohis ono ehi tein. Caja wij cunug ceguli Pita talildu tawein. Saen Dokas uqa cebac bibili bilei lotoc mudiaden eu age qaqaji bileig hewi Pita ihacdoin. 
ACT.9.40	Euqa Pita cegulein eundec cunug ititacadimei uqa gob cehi inondon. Odimei Pita uqa waldumei deweg ganac mecidudu madon, “Tabita cajaga!” don. Odocob uqa ameg camalimei Pita fecidon. Odimei caji bilen. 
ACT.9.41	Pita eben hewimei cesuldocob cajen. Bibilen Anutna qagu coboc dana cajaca, caja wijca maadeceb tecebil cajeia cebac bilia aden. 
ACT.9.42	Odocob je Jopa cunug nui ihoc len. Odocob dana cajaca mati bahic Tibudnu wawaga meleen. 
ACT.9.43	Pita uqa deel mati Jopa taun ono dana ijan Saimonca bilesin. Saimon uqa dool ganac lotoc cinigwe mudec cabi oc dana.
ACT.10.1	Odocob dana oso, ijan Konilias, uqa Sisaria taun ono biloloi. Uqa Rom agena han dana am 100 agena ilo oso. Uqana am ijan eu “Hannu Am Italidec.” 
ACT.10.2	Uqa cuha fec dana. Uqaca, uqa aidegca, uqa talaculca age cunug Anut himec gaid binan suloloig. Uqa Juda dana sawen eundec geh bahic cesuladoloi. Odimei uqa Anut gaid inondoloi. 
ACT.10.3	Odocob wesu osona 3 kilok eu odi uqa majaudocna Anutna ensel uqaca camasac mimei madon, “Konilias!” don.
ACT.10.4	Odocob uqa cucui bahic imei ensel gugca mecidumei madon, “O Tibud, adi odeia?” don.
ACT.10.4	Odocob ensel jejeg hewi madon, “Anut hinana inondoc dah meia, hina dana sawen cesuladagana eu feia. Eunu hinanu dahig bilia. 
ACT.10.5	Odocob dana oso, ijan Saimon age Pita egina, uqa Jopa ono bilia. Dana leih uqa ene ehudi ahocnu suladecem beleiga. 
ACT.10.6	Uqa dool ganac lotoc cinigwe mudec cabi oc dana, ijan Saimon, uqana jona macas
ACT.10.7	Odimei ensel Konilias je madu hedumei haun jausen. Odocob Konilias uqana jo cofdoc cabi dana lecisca, uqa han dana oso uqa cuha fec dana uqaca utaadeceb hoin. Han dana i uqa han dana gaid Konilias cofdoloig eundec oso. 
ACT.10.8	Odimei Konilias uqa majaudocna madonnu saadimei suladeceb Jopa ono belein.
ACT.10.9	Belimeig deel osona age wele Jopa cemenug dodoldodogin Pita jo qab ohis cam gemo cehen tatawen odi inondugiannu ten. 
ACT.10.10	Odimei uqa wen docob sab jigianu cisdon. Odocob age sab wele saciadodogin uqa majaudocna fen. 
ACT.10.11	Odocob uqa sao jobon jic cebec hudeceb ceteh oso lotoc ben cinigwe sucun 4-pelana halu qagec hewen mahana nenen fen. 
ACT.10.12	Odimei uqa dool filfil mahana coboginaca, man sononec filfilca, man fululec filfil saona coboginaca lotoc ben euna bibilegin feciaden. 
ACT.10.13	Odocob jejeg oso madon, “Pita! Cajaga, aqimeg jaga!” don.
ACT.10.14	Euqa Pita madon, “O Tibud, qeeo. Ija wele ceteh qee eeldoc gegehinca oso qee jelem,” don.
ACT.10.15	Odocob jejeg eu haun madon, “Ceteh oso Anut eeldon gegehinca qee eu hina qee eeldoc cain agaun,” don. 
ACT.10.16	Eu odiodi cijeddon. Odocob ceteh eu haun sao jobon ceseli ten.
ACT.10.17	Odocob Pita uqa majaudocna fen eu uqana gugnu jaen qoqon bilen. Saen euna dana Konilias suladen eu age Saimonna jonu sisilaadeig age li jic cebec benna tawein. 
ACT.10.18	Odocob age utai sisilein, “Dana oso, ijan Saimon age Pita egina, jo ina biliafo?” ein.
ACT.10.19	Odocob Pita uqa majaudocna fen eu uqana gugnu gagadic cisdodon Kis uqa madon, “Faga! Dana cijed hina walihegina age ene hoiga taweiga. 
ACT.10.20	Hina saciadumeg toni noga. Eu age ija suladecemin hoiga eunu hina age gami nuecnu cain culumen heiaun,” don. 
ACT.10.21	Odocob Pita toni numei maaden, “Dana age walegina eu ija ihen. Age eetanu hoiga?” aden.
ACT.10.22	Odocob jejeg hewi madoin, “Konilias, uqa Rom agena han 100 agena ilo, uqa sulgeia. Uqa ititom dana Anut binan sulinanu Juda dana cunug eu age uqa jejeg toodu cuhadogina. Odocob Anutna ensel oso Koniliasca humei odi madon, ‘Hina Saimon Pitana je oso suldoga. Uqa hinana jona hocob uqana je dah megan,’ don. Odocob eunu sulgeceb ene hoqa,” doin. 
ACT.10.23	Eunu Pita dana cijed eu age maadeceb lecebil witic osol jo euna nijein.
ACT.10.23	Odocob deel osona uqa saciadocob uqa age gami belein. Odocob wawaga meleec cotugul leih Jopadec toodocobil osoben belein.
ACT.10.24	Odi belimeig deel eu toodocob age li Sisaria taun ono calein. Ono Konilias sumadi bibilen lein. Uqa uqana sihulca danahca maaden hocobil osoben bilein. 
ACT.10.25	Saen Pita jo hamol ligia oodon Konilias uqa hu ceguldon. Odimei Pita olana gob cehi jaihna toni mahulimei Pitanu cuha fen. 
ACT.10.26	Euqa Pita uqa madon, “Ijaha dana mahanadec himec. Caji tawaga,” docob cajen. 
ACT.10.27	Odocob Pita uqa Konilias je madodon jo hamol lesin. Odimei dana geh bahic cegulein bibilegin meciaden. 
ACT.10.28	Odocob Pita maaden, “Agedodoc eu dogina, Juda agena loo je odi madena, ‘Juda dana age Juda dana qee eundec agena jona cain lowain, age gami cain ihol mowain,’ ena. Euqa Anut ija dana oso hina qee eeldocfo, gegehincafo ec cain madagaunnu eu ihacten. 
ACT.10.29	Eunu age ija ehitecnu suladein eunu huga, ija jeca qee. Ija age sisiladegina, age eetanu ijanu suladecebil leigan?” aden.
ACT.10.30	Odocob Konilias madon, “Deel cijed hedoia saen i edina 3 kilok wesu odi euna ija ijana jona inondudugin mahuc bahic dana lotoc fulacdocca tacimei hu ija olanina tawen. 
ACT.10.31	Odimei maten, ‘Konilias! Anut hinana inondoc dah meia, hina dana sawen cesuladagana eu feia. 
ACT.10.32	Dana oso, ijan Saimon, age Pita egina uqa Jopa ono bilia. Uqa dool ganac lotoc cinigwe mudec cabi oc dana, ijan Saimon, uqana jona macas cool ono bilia. Eunu dana leih uqa ene ehudi ahocnu suladecem beleiga,’ ten. 
ACT.10.33	Odocob eunu ija hinanu mahuc bahic suladem. Hina hoganu ege hegaga mahoqona. Odocob qila ege cunug Anut amegna ceguluqa. Ege susumihi eeta magegannu Tibud hina maheia eu dah mecnu biluqa,” don.
ACT.10.34	Odocob Pita co suli umei maaden, “Anut uqa jic osolna dana cunug maha ina cofadena eu mele bahic ija qila dugina. 
ACT.10.35	Juda danafo, qee Juda dana qeefo, in oso uqa Anut cumundonaca uqa kobol tutuc odonaca uqa Anut amegna me bilina. 
ACT.10.36	Me je Anut uqa Isrel dana ageca suldon eu age dogina. Me je eu qila Jisas Kraisna dana cunug age Anutna malol euca bilecnu ihoc en. Jisas uqa dana cunug agena Tibud. 
ACT.10.37	Age dogina, Jon uqa wa joadecnu me je maaden. Odocob hibna odoc benben Galili hatu ono sanan mimei Isrel maha cunugna ihoc len. 
ACT.10.38	Age dogina, Anut uqa Kis Gunca gagadic odocca Jisas Nasaretdec ilona basecdocob nen. Anut uqaca bilen. Eunu uqa cudun cunugna dana cunug age Seten cilehaden eu me mamadi kobol me oodi cobonnu eu age dogina. 
ACT.10.39	Odocob uqa Juda agena hatunaca, Jerusalemca odoc cunug oodon ege fimeb qasali maadoqona. Age uqa na babalecna tuitu qumeig caqusecebil caculimei cal men 
ACT.10.40	qa Anut deel cijeddocna tulidocob cal mecnadec ceseli cajimei amagana camasac men. 
ACT.10.41	Uqa dana cunugnu qee camasac mel qa dana leih himec amagana camasac men. Ege Anut uqana odoc fecnu nesili cedigen, ege uqa cal mecnadec ceseli cajeceb uqa gami wa gab sabca jom ege eundec himec amigena camasac men. 
ACT.10.42	Odimei Jisas uqa ege dana cajaca me je qasali maadecnu magen. Jisas uqa dana cebac bileginaca dana cal meinca gesiladigiannu Anut uqa wele nesili ehuden eunu dana cajaca sildiadecnu magen. 
ACT.10.43	Je hahun madec dana cunug age Jisasnu madein, cunug age Jisasnu wawaga meleena Anut uqa Jisas ijanna agena silail cagasiadigian ec madein,” aden.
ACT.10.44	Saen Pita uqa je mamaden ono bibili me je dah mein ageca cunug Kis Gun toni nen. 
ACT.10.45	Odocob Juda dana wawaga meleec Pita gami Jopadec hoin age Anut Kis Gun bagolwe suldocob neceb Juda dana qee ageha oin eu fimeig tumatumaein. 
ACT.10.46	Ge, age beilamaga filfilna Anut uqana gagadic odocnu binan susulegin dah madein. Odocob Pita jejeg suli u maden, 
ACT.10.47	“Ege Kis Gun omwe dana i age odi Kis Gun oiga. In uqa wana wa joadecnu cahacadigian?” aden. 
ACT.10.48	Odocob uqa Jisas Krais ijanna wa joadecnu je gatiti maaden. Odimeig age deel leih uqa gami biluqagannu ninidoin.
ACT.11.1	Aposel wawaga meleec cotogailca age cunug Judia hatu ono ilag bilegina age Juda dana cajaca qee ageha Anutna me je wele oin ec doin. 
ACT.11.2	Saen Pita Jerusalem teceb Juda dana wawaga meleec age leih Juda dana qee eundec dewenega cagu qocnu gale adena eu age Pita jajabi madoin, 
ACT.11.3	“Hina eetanu Juda dana qee age naguc lecem deel leih nijimeig osoben sab jein?” doin.
ACT.11.4	Euqa Pita mamadi gug qumei je cunug saaden, 
ACT.11.5	“Ija Jopa taunna ono inondudugin majaudocna ihacten. Ija ceteh oso lotoc ben cinigwe sao jobondec sucun 4-pelana halu qagec hewen mahana nenen fem. Nimei ija cemeni tilien. 
ACT.11.6	Ija gugca fecidumig dool filfil mahana coboginaca, man sononec filfilca, man fululec filfil saona coboginaca lotoc ben euna bibilegin fem. 
ACT.11.7	Odocob jejeg oso maten, ‘Pita! Cajimeg oso qocom cal meceb jaga!’ ten. 
ACT.11.8	Euqa ija madom, ‘Tibud, qee bahic! Sab gegehinca qee eeldoc oso ija qee jelem,’ dom. 
ACT.11.9	Odocob jejeg sao jobondec haun maten, ‘Ceteh oso Anut eeldon eu hina qee eeldoc ec cain madagaun,’ ten. 
ACT.11.10	Eu odiodi cijeddocob ceteh cunug haun sao jobon ceseli ten. 
ACT.11.11	Saen euna bahic dana cijed Sisariadec Konilias uqa ijaca suladen eu jo ija bilem euna lein. 
ACT.11.12	Odocob Kis eu uqa age gami nuecnu geh cain cisdogaun ec maten. Ija wawaga meleec cotiel 6-pela Jopadec i age gami osoben Sisaria taun ono belom. Odimeb Koniliasna jona li bilom. 
ACT.11.13	Odocob uqa ensel uqana jona li tawimei madonnu sagen. Ensel uqa madon, ‘Oso suldocom Jopa ono nuimei dana, ijan Saimon age Pita egina, ehudi ahoia. 
ACT.11.14	Uqa age je maadigian euna hinaca, age cunug hinana jona bileginaca Anut cahahaadigian,’ don. 
ACT.11.15	Odocob saen ija je sanan mi maaadigin Kis gun gug qocna egeca toni nenwe eu odi ageca toni nen. 
ACT.11.16	Odocob ija Tibud maden, ‘Jon uqa wana wa joaden qa age Kis Gunna wa joadec oqagan,’ en eunu cisdom. 
ACT.11.17	Weleca ege Jisas Krais Tibudnu wawige meleeceb Anut Kis Gun bagolwe igen. Odocob qila Anut uqa bagol i ege igenwe dana i ageha aden. Eunu ija cel dana Anut cahacdocwe ihoc?” aden.
ACT.11.18	Saen age eu odi dah mimeig age Pitanu je madein eu culein. Odimeig Anut binan susuleig madein, “Anut odadeceb Juda dana qee eundec ageha agena silailnu tului falicdumeig cebac bilec catanec oqagan!” ein.
ACT.11.19	Juda dana wawaga meleecca age saen Stiwen qoinna age jajabi tootooadecebil buadein eundec leih age Finisia hatuca, Saipras nuica Antiok taun isec age cocobi li Juda dana eundec dih me je maaadi belein. 
ACT.11.20	Euqa Juda dana wawaga meleecca leih Saipras Sairinicadec Antiok taunna belimeig Juda dana qee eundecha Jisas Tibudnu me je qasali maadein. 
ACT.11.21	Tibud uqana gagadic odoc eu ageca bilen. Odocob dana am matica Jisasnu wawaga meleeceb Tibudca falicdoin.
ACT.11.22	Odocob je eundec ti Jerusalem tamanecna caleceb dah mimeig age Banabas suldocobil Antiok ono non. 
ACT.11.23+ACT.11.24	Banabas uqa dana me bahic, uqa Kis Gun am bec waug meleec ben bahic. Saen uqa ono li calimei dana cajaca age Anut amegna me bibilegin fimei uqa waug celeboeceb hulunuga cecehi maaden, “Age wawaga culunuga cunugca Tibudnu meleein eunu dahiniga hewegina,” aden. Eunu dana caja geh bahic Tibudnu wawaga meleen.
ACT.11.25	Odimei Banabas Sol waligiannu Tasas ono nuen. 
ACT.11.26	Odimei uqa ono li gulucdumei ehudi Antiok ehi hon. Cabi gel osol cunugca tamanec onodecca gabandumeig am ben Jisas Tibudnu me je iwaladesin. Eu Antiok ono malogom age casac Kristen adein.
ACT.11.27	Saen euna odi je hahun madec dana leih Jerusalemdec Antiok ono noin. 
ACT.11.28	Agenadec oso eu ijan Agabus caji tawimei Kis odocna nag odi bahic maha cunugna sabnu cahel qugian ec maaden. Odocob saen Klodias uqa Rom agena king, Sisa, bibilen sabnu cahel qon. 
ACT.11.29	Odocob malogom age je oso cagoin. Age osolosol agena meen qaig ganic besecwe ihoc cisdumeig age wawaga meleec cotogail Judia hatu ono bilegina cesuladecnu meen qaig leih sulduadoqagan ein. 
ACT.11.30	Odi odimeig age meen qaig Banabas Solca alecebil ehi nui Judia hatu ono tamanec matu adesin.
ACT.12.1	Saen euna odi King Herod
ACT.12.2	Uqa uqana han dana maadeceb age Jems, uqa Jon waliag, han siginna qocobil cal men. 
ACT.12.3	Saen Herod uqa uqana odoc Juda dana gale aaden fimei uqa uqana han dana maadeceb age Pita gihacdoc jona mudoqagannu hewein. Uqa Juda dana age bred jisca qee jec saenna odi odon. 
ACT.12.4	Odocob age Pita hewimeig gihacdoc jona mudein. Odimeig age Pita han dana am 4-pela 4-pela ebenegana mudecebil cofdoin. Herod uqa Pasowa ja qoc saen hedocob dana gelgel amagana Pita gesildumig qocomin cal migian ec cisdon.
ACT.12.5	Eunu age Pita gihacdoc jona cofdodogin bilen. Euqa dana cajaca tamanec age gagadic bahic Pitanu Anut inondoin.
ACT.12.6	Odocob witic euna han dana cofdoc lecis ale tatawesi Pita gemo mudecebil us nijen, cojageceb Herod uqana han dana suladeceb age ehudimeig gesilec cudunna mudecebil qoqagannu. Uqa sen lecisna qagein. Odocob gihacdoc jo cebecna han dana cofdoc ageha cofdu tawein. 
ACT.12.7	Nag odi bahic Tibudna ensel ono taweceb fulacdoc ono hamol cujawen. Odocob ensel Pita qeih tudocob cajeceb madon, “Mahuc cajaga!” don. Odocob sen Pita ebennadec mahuc bahic filicihdu tonen. 
ACT.12.8	Odocob ensel madon, “Hinana lotoc haluca, jaim tacec haluca qagaga,” don. Odocob Pita lotoc halu jaih haluca qageceb ensel haun madon, “Hinana duan lotoc tacimeg tootaga,” don. 
ACT.12.9	Odocob Pita ensel toodocob gihacdoc hamolnadec cali hosin. Euqa ensel hu ehuden eu uqa bebeligina ec cisdon. Eu mele uqa qee dol. 
ACT.12.10	Odocob gihacdoc jo cofadec dana tawegina aqunec tawein cudun eu wooldosin. Odimesi tesi oso eu toodoc ha wooldosin. Odocob qila eu cit qoc cebec ben ainna mudein taun benna nuen eu gulucdosin. Odocob cebec ben eu uqadodoc hudeceb cali lesin. Limesi ale jic nag eu toodu numesi ensel Pita culden.
ACT.12.11	Odocob Pita qila ensel culdi qisacdocob cisdoc fogo don. Odimei maden, “Eu mele bahic qila ija dugina! Tibud uqana ensel suldocob nimei Herod ebennadec Juda dana ija adi odituqagannu, cisdoginanadecca cacawitia,” en.
ACT.12.12	Odocob uqa gihacdoc jonadec cali honnu cisdudu uqa Maria, Jon uqa ijan oso eu Mak anagna jona nuen. Uqana jo euna dana cajaca mati bahic inondudu cegulein bibilegin len. 
ACT.12.13	Odocob Pita jic cebec maha gemo isec gohugohudon. Odocob cabi mel aid, ijan Roda, uqa in gohugohudona figiannu len. 
ACT.12.14	Odimei mel aid Pita jejeg dah mimei waug celeboeceb Pitana jic cebec qee huditoc guguli ceseli limei Pita maha gemo taweia ec maaden. 
ACT.12.15	Euqa age madoin, “Hina gad,” doin. Euqa uqa eu mele bahic mele ec cesusaadi maaden. Odocob age madoin, “Eu uqa dolog,” doin.
ACT.12.16	Oodogin Pita tawimei jic cebec haun gohugohudon. Odocob age jic cebec hudi age uqa fimeig filicitein. 
ACT.12.17	Euqa uqa ebenna cahacaden. Odimei uqa Tibud adi cesuldu gihacdoc jonadec ehudi cali hoiannu sildiaden. Odimei uqa maaden, “Je i Jems wawaga meleec cotugulca maadeiga,” aden.
ACT.12.18	Cojageceb gihacdoc jo cofdoc dana ben bahic dadanein. Age mamadiein, “Pita ana isec nuian?” ein. 
ACT.12.19	Odocob Herod Pita waloqagannu je gatiti maaden qa age fecwe qee. Eunu uqa gihacdoc jo cofdoc dana sisiladeceb qee fecebilfi aqecebil cal moqagannu je gatiti maaden.
ACT.12.19	Odimei uqa Judiadec Sisaria taun numei ono nag odi bilen.
ACT.12.20	Herod uqa dana cajaca Taia Saidondeccanu gemag gagadic bahic ben. Eunu age gabandumeig amnana Herod foqaga lein. Hahawan age Blastas cesusdocobil agena isec hon. Uqa kingna jo bennu ilo. Odimeig agena taun ben cunugca King Herodna hatunadec sab oloignu age Herodca limeig malol bilecnu sisildoin.
ACT.12.21	Odocob gesilec deel osona Herod uqana kingnu lotoc tacimei uqana bilec cabal balabalacana bilimei dana je maaden. 
ACT.12.22	Odocob age utai madein, “Eu dana qee madel. Eu anut oso madeia!” ein. 
ACT.12.23	Euqa Herod uqa Anut qee binan sulel. Eunu mahuc bahic Tibudna ensel Herod qocob tonen. Odimei uqa gumac qu jejegin cal men.
ACT.12.24	Euqa Anutna me je ben dumei hatuhatu cunug nuen.
ACT.12.25	Odocob Banabas Solca alena cabi Jerusalem onodec odoc eu cunug ihoc leceb ale Jerusalemdec Jon uqa ijan oso eu Mak ehudecebil Antiok ono ceseli belesin.
ACT.13.1	Antiok tamanecna je hahun madec dana iwaladec dana leihca bilein. Eu age Banabas, Simion age Naija
ACT.13.2	Odocob saen age Tibud binan susuli cud bibilegin Kis Gun maaden, “Banabas Solca cabi mugumula mem eu ija aligennu qagualeiga,” aden.
ACT.13.3	Odocob age cud bibilegin inondoin. Odimeig ebenega ilomolana mimeig sulalecebil belesin.
ACT.13.4	Odocob Kis Gun Banabas Solca sulaleceb Selusia taun ono numesi onodec wag umesi Saipras nuina macas gemo ono lesin. 
ACT.13.5	Saen age Saipras taun Salamis ono calimeig Juda dana agena cuha jona Anutna me je maadesin. Ale Jon gami cabinu cesulaligiannu osoben belein.
ACT.13.6	Odocob age Saipras nui cunug cobimeig Pafos taunna calein. Ono age ceeh dana oso gulucdoin. Eu ijan Ba-Jisas. Uqa Juda dana agena je hahun madec dana uhulec. 
ACT.13.7	Uqa Saipras nui agena ilo Segias Polasca gami bilesin. Segias Polas uqa doc dana. Odocob uqa Banabas Solca ale uqaca hocnu je oso suldualen. Uqa Anutna me je dah mecnu gale don. 
ACT.13.8	Euqa ceeh dana eu, uqa Grik jena ijan Elimas, uqa Banabas Solca cahacaligia odon. Uqa Saipras ilo dana waug meleecdainnu fanindugia odon. 
ACT.13.9	Odonqa Sol, uqa ijan oso Pol,
ACT.13.10	Odimei madon, “Hina Seten melah! Hina ititom coboc cunug agena cad. Hina wawin uhulec je qaudocca cacawac. Hina Tibudna tutuc coboc siho qocnu gaidgaid temdogona! 
ACT.13.11	Faga, Tibud eben qila hinaca nigian. Odocob hina amen galuc migian. Odocob hina cahineg camajac nag qee fagaun,” don.
ACT.13.11	Odocob mahuc bahic huduhut gagatucca cinigwe ni ameg jahuldodon Elimas tebandon. Odocob uqa oso jic gimdugiannu megen. 
ACT.13.12	Odocob dana ilo uqa Tibudna kobolkobol iwaladecnu fimei filiciten. Eunu uqa feceb waug meleen.
ACT.13.13	Odocob Pol uqa dana gami beleinca wagna Pafosdec Pega taunna belein, eu Pamfilia hatu nag ono. Euqa Jon ono culadi Jerusalem ceseli nuen. 
ACT.13.14	Odocob age cocobi Pegadec belimeig Antiok Pisidia taun ono hu calein. Odocob Juda agena cuha deelna age Juda agena cuha jona li bilein. 
ACT.13.15	Odocob age Mosesna loo je gunnadec sanijimeig je hahun madec dana agena jaqec je ha sanijimeig cuha jona ilo dana agena je oso sulduadein. Eu odi madein, “Cotigeil, age dana cajacanu cesuladec je osocafi maadeiga,” ein. 
