GEN.1.1	Y'n dalleth Duw a formyas an nev ha'n nor. 
ISA.34.6	a vlonek diwloneth hordhes;
ISA.34.6	drefenn bos sakrifis dhe'n 
ISA.34.6	ha ladhva vras yn tir Edom.
ISA.34.7	Bualyon a goedh gansa,
ISA.34.7	ha lodhnow gans terewi.
ISA.34.7	Aga thir a yv goes lowr,
ISA.34.7	ha'ga doust a vydh gwlyghys a vlonek.
ISA.34.8	Ytho yma dhe'n 
ISA.34.8	blydhen attal rag mentena ken Sion.
ISA.34.9	Goverow Edom
ISA.34.9	hy doust dhe loskven,
ISA.34.9	ha'y thir dhe byg loskvann.
ISA.34.10	Ny vydh difeudhys nos na dydh;
ISA.34.10	hy mog a yskynn bys vykken.
ISA.34.10	Hi a vydh magor a henedh dhe henedh;
ISA.34.10	nagonan ny dremen dresti trank heb worfenn.
ISA.34.11	An oula kornek ha'n klabytter a's erit,
ISA.34.11	ha'n ibis ha'n vran-vras a drig ynni.
ISA.34.11	Ev a ystynn warnedhi an gordenn a dheray
ISA.34.11	ha'n plemmik a dhistruyans.
ISA.34.12	Hy ugheloryon ny's tevydh travyth ena a yllir y elwel ruvaneth,
ISA.34.12	hag oll hy fennsevigyon a vydh mann.
ISA.34.13	Spern a dyv dres hy falesyow,
ISA.34.13	askall ha spedhas yn hy hastylli.
ISA.34.13	Hi a vydh peurva owrgeun,
ISA.34.13	ha trigva rag strusyow.
ISA.34.14	Goedhviles a vet gans owrgeun,
ISA.34.14	ha boghes a elow an eyl dh'y gila;
ISA.34.14	ena ynwedh an churrys nos a dhehwel
ISA.34.14	ha kavoes dhedha powesva.
ISA.34.15	An oula a neyth ena ha dedhwi
ISA.34.15	ha gori ha kreuni yn-dann hy skeus;
ISA.34.15	ena falghunes a omguntell
ISA.34.15	pubonan gans hy hespar.
ISA.34.16	Hwithrewgh yn lyver an 
ISA.34.16	ny fyll nagonan anedha,
ISA.34.16	ny vydh nagonan heb hy hespar.
ISA.34.16	Rag y anow
ISA.34.16	ha'y Spyrys a's kuntell war-barth.
ISA.34.17	Ev a dewl prenn ragdha,
ISA.34.17	ha'y leuv a's rann gans kordenn-vusura.
ISA.34.17	I a's erit bys vykken,
ISA.34.17	ha triga ynni a henedh dhe henedh.
ISA.35.1	An gwylvos ha'n tir sygh a vydh heudh,
ISA.35.1	ha'n difeythtir a lowenha ha bleujyowa;
ISA.35.1	avel an safron pras 
ISA.35.2	ev a vleujyow,
ISA.35.2	ha lowenha gans heudh ha kana.
ISA.35.2	Glori Lebanon a vydh res dhodho,
ISA.35.2	splannder Karmel ha Sharon;
ISA.35.2	i a wel glori an 
ISA.35.2	splannder agan Duw.
ISA.35.3	Nerthewgh an dhiwleuv dhifreth
ISA.35.3	ha krevhewgh an dhewlin wann.
ISA.35.4	Leverewgh dhe'n re gans kolonn brederus,
ISA.35.4	‘Bedhewgh krev, na berthewgh own;
ISA.35.4	otta, agas Duw a dheu gans dial,
ISA.35.4	gans attal duwel.
ISA.35.4	Ev a dheu ha'gas sawya.’
ISA.35.5	Ena dewlagas an dhellyon a vydh igerys,
ISA.35.5	ha diwskovarn an re vodhar a glew.
ISA.35.6	Ena an evredhek a lamm avel karow,
ISA.35.6	ha taves an den avlavar a gan yn lowen.
ISA.35.6	Rag dowr a derr yn-mes y'n gwylvos,
ISA.35.6	ha goverow y'n difeythtir.
ISA.35.7	An tir poeth a vydh poll kors,
ISA.35.7	ha'n tir sygh a vydh fentynyow dowr.
ISA.35.7	Y'n tyller mayth esa owrgeun ow krowedha,
ISA.35.7	an gwels a vydh kors ha papyrus.
ISA.35.8	Y fydh fordh-veur ena, ha hyns,
ISA.35.8	hag y fydh henwys an Fordh a Sansoleth.
ISA.35.8	Ny dremen an den avlan warnedhi,
ISA.35.8	mes y fydh fordh rag pergherinyon,
ISA.35.8	ny wra fellyon gwandra ynni.
ISA.35.9	Ny vydh lew ena,
ISA.35.9	ha ny yskynn best gwyls warnedhi ow preydha;
ISA.35.9	ny vydhons kevys ena,
ISA.35.9	mes an re dhasprenys a gerdh ena.
ISA.35.10	An re dasprenys a'n 
ISA.35.10	ha dos dhe Sion gans kana,
ISA.35.10	ha joy heb diwedh a vydh war aga fenn.
ISA.35.10	I a's tevydh lowena ha joy,
ISA.35.10	ha tristyns ha hanasa a fi dhe'n fo.
ISA.36.1	Y'n peswardhegves blydhen a reyn Hezekia, Sennagherib, myghtern Assyria a dheuth yn-bann erbynn oll an trevow kerys a Yuda, ha settya dalghenn ynna. 
ISA.36.2	Ena myghtern Assyria a dhannvonas an Rabshake
ISA.36.3	Elyakim mab Hilkia, menystrer an palys, eth dhe-ves dhodho, ha Shebna an skrifwas ha Yoagh mab Asaf an kovadhor.
ISA.36.4	An Rabshake a leveris dhedha, ‘Leverewgh dhe Hezekia, Yndellma y lever an myghtern meur, myghtern Assyria: Pandr'yw an fydhyans ma a drestydh ynno? 
ISA.36.5	Ty
ISA.36.6	Otta, ty a fydh yn lorgh an gorsenn drogh ma, Ejyp, a enter ha gwana leuv an gour a boes warnedhi. Yndella yw Faro myghtern Ejyp, dhe vyns a drest ynno. 
ISA.36.7	Ha mar leverydh dhymm, “Ni a fydh y'n 
ISA.36.8	Lemmyn gwra bargen gans ow arloedh, myghtern Assyria, ha my a re dhywgh dew vil margh, mar kyllydh y'th part jy settya marghogyon warnedha. 
ISA.36.9	Fatell yllydh treylya dhe-ves fas unn soedhek yn mysk an lyha a servysi ow arloedh, ha ty ow fydhya yn Ejyp rag charettys ha marghogyon? 
ISA.36.10	Ha lemmyn, a yskynnis vy erbynn an tir ma dh'y dhistrui heb an 
ISA.36.11	Ena Elyakim, Shebna ha Yoagh a leveris dhe'n Rabshake, ‘Kows, my a'th pys, dhe'th servysi yn Aramaek rag ni a'n konvedh; na gows orthyn yn Yedhowek a-ji dhe glewans an bobel usi war an fos.’ 
ISA.36.12	Mes yn-medh an Rabshake, ‘A wrug ow arloedh ow dannvon dhe gewsel an geryow ma dhe'th arloedh ha dhiso jy, a-der dhe'n wer usi owth esedha war an fos, yw destnys genowgh hwi dhe dhybri aga hawgh hag eva aga urin?’
ISA.36.13	Ena an Rabshake a sevis ha garma gans lev ughel yn Yedhowek, ‘Klewewgh geryow an myghtern meur, myghtern Assyria. 
ISA.36.14	Yndellma y lever an myghtern: “Na esewgh Hezekia dh'agas toella, rag ny yll agas delivra. 
ISA.36.15	Na esewgh ev dhe wul dhywgh fydhya y'n 
ISA.36.16	Na woslowewgh orth Hezekia; rag yndellma y lever myghtern Assyria: “Omrewgh ha dewgh yn-mes dhymm. Ena pubonan a dheber a'y winbrenn y honan ha'y figbrenn y honan ha pubonan a yv a'y buth y honan, 
ISA.36.17	bys pan dov ha'gas kemmeres yn-mes dhe dir haval dh'agas tir agas honan, tir a ys ha gwin nowydh, tir a vara ha gwinlannow. 
ISA.36.18	Na esewgh Hezekia dh'agas toella, ow leverel, An 
ISA.36.19	Ple'ma duwow Hamath hag Arpad? Ple'ma duwow Sefarvaym? A dhelirvsons Samaria yn-mes a'm leuv? 
ISA.36.20	Piw eus a oll duwow a'n tiryow ma neb a dhelivras aga thiryow yn-mes a'm leuv? Ytho fatell yll an 
ISA.36.21	Mes i a dewis ha ny worthybsons dhodho ger, drefenn bos gorhemmynn an myghtern, ‘Na worthyp dhodho.’ 
ISA.36.22	Ena Elyakim mab Hilkia, menystrer an palys, ha Shebna an skrifwas ha Yoagh mab Asaf an kovadhor eth dhe Hezekia gans dillas skwardys, ha derivas dhodho geryow an Rabshake.
ISA.37.1	Pan glewas myghtern Hezekia hemma, ev a skwardyas y dhillas hag omgwetha yn yskar ha dos yn chi an 
ISA.37.2	Ev a dhannvonas Elyakim, menystrer an palys, ha Shebna an skrifwas ha henavogyon an oferysi, kwethys yn yskar, dhe Ysay mab Amos an profoes. 
ISA.37.3	Yn-medhons dhodho, ‘Yndella y leveris Hezekia: An jydh ma yw dydh a alar ha keredh ha bismer; rag mebyon re dheuth bys vin konna an brys, mes nyns eus nerth dhe dhineythi. 
ISA.37.4	Martesen an 
ISA.37.5	Pan dheuth servysi myghtern Hezekia dhe Ysay, 
ISA.37.6	yn-medh Ysay dhedha, ‘Leverewgh yndellma dh'agas arloedh, “Yndellma y lever an 
ISA.37.7	Ottavy ow gorra ynno spyrys, hag ev a glew hwedhel, ha dehweles dh'y dir y honan; ha my a'n gwra dhe goedha der an kledha yn y dir y honan.” ’
ISA.37.8	An Rabshake a dhehwelis ha kavoes myghtern Assyria ow patalyas erbynn Libna; rag ev a glewsa ev dhe omdenna dhiworth Lakish. 
ISA.37.9	Lemmyn Sennagherib a glewas a-dro dhe Tirhaka myghtern Kush, ‘Ev res eth yn-mes dhe vatalyas orthis.’ Pan glewas hemma, ev a dhannvonas kannasow dhe Hezekia, ow leverel, 
ISA.37.10	‘Kewsewgh yndellma dhe Hezekia myghtern Yuda: Na esewgh dha Dhuw, neb esos ow fydhya ynno, dh'agas toella, owth ambosa na vydh Yerusalem res yn leuv myghtern Assyria. 
ISA.37.11	Otta, ty re glewas an pyth a wrug myghternedh Assyria dhe oll an powyow, orth aga sakra dhe dhistruyans; a vydhydh jy delivrys? 
ISA.37.12	A wrug duwow an kenedhlow aga delivra, an kenedhlow a wrug ow thasow aga distrui – Haran, Resef, ha mebyon Eden esa yn Telassar? 
ISA.37.13	Ple'ma myghtern Hamath, ha myghtern Arpad, ha myghtern an sita
ISA.37.14	Hezekia a gemmeras an lyther a leuv an kannasow, ha'y redya. Ena Hezekia eth yn-bann dhe ji an 
ISA.37.15	Ha Hezekia a bysis war an 
ISA.37.16	‘A 
ISA.37.17	Pleg dha skovarn yn-nans, A 
ISA.37.18	Yn hwir, 
ISA.37.19	ha ri aga duwow y'n tan; rag ny vons duwow, mes ober diwleuv den, prenn ha men. Ytho i a's distruis. 
ISA.37.20	Lemmyn, A 
ISA.37.21	Ena Ysay mab Amos a dhannvonas dhe Hezekia, ow leverel, ‘Yndellma y lever an 
ISA.37.22	hemm yw an ger re gewsis an 
ISA.37.22	‘An wyrghes myrgh Sion
ISA.37.22	a'th tispres ha'th skornya;
ISA.37.22	an wyrghes myrgh Yerusalem
ISA.37.22	a shak hy fenn a-dryv dhis.
ISA.37.23	Piw a wrussys y skonya ha'y gabla,
ISA.37.23	ha piw y trehevsys dha lev er y bynn,
ISA.37.23	ha drehevel dha dhewlagas yn-bann?
ISA.37.23	Erbynn Sans Ysrael!
ISA.37.24	Dre leuv dha servysi ty re skornyas an 
ISA.37.24	ha leverel, “Gans ow lies charett
ISA.37.24	my re yskynnas dhe dopp an menydhyow,
ISA.37.24	dhe bella rannow Lebanon.
ISA.37.24	My re droghas an hirra a'y gederwydh
ISA.37.24	ha'n gwella a'y veryw.
ISA.37.24	My re dheuth dh'y ughella or,
ISA.37.24	dhe goeswik y dir feyth.
ISA.37.25	My re balas puthow
ISA.37.25	hag eva dowr ena;
ISA.37.25	my re dhesyghas dre wodhnow ow threys
ISA.37.25	oll goverow Ejyp.”
ISA.37.26	‘A ny glewsys jy?
ISA.37.26	Nans yw pell my a ordenas hemma.
ISA.37.26	Yn dydhyow koth my a'n tewlis;
ISA.37.26	lemmyn my re wrug dhodho hwarvos,
ISA.37.26	rag may fydhydh ow tifeythya sitys kerys
ISA.37.26	yn kalsow a veyn.
ISA.37.27	Aga annedhysi a's teves galloes boghes,
ISA.37.27	dyegrys ha methek yns i;
ISA.37.27	i re dheuth ha bos avel del an wel,
ISA.37.27	avel losow gwyrdh an aswels,
ISA.37.27	hag avel gwels war dohow,
ISA.37.27	a wedher kyns bos kowldevys.
ISA.37.28	‘My a woer pan sevydh ha pan esedhydh,
ISA.37.28	pan edh yn-mes ha pan dheudh a-ji
ISA.37.28	ha fatell gonnerydh er ow fynn.
ISA.37.29	Rag ty dhe gonneri er ow fynn
ISA.37.29	ha'th valghder re dheuth dhe'm diwskovarn,
ISA.37.29	my a worr ow hig yn dha droen,
ISA.37.29	ha'm genva yn dha dhiwweus,
ISA.37.29	ha my a wra dhis dehweles y'n fordh
ISA.37.29	may teuthys ynni.
ISA.37.30	‘Ha hemma a vydh an arwoedh ragos: y'n kynsa blydhen hwi a dheber an pyth a dyv y honan, y'n nessa blydhen an pyth yw honan-hesys, mes y'n tressa blydhen hesewgh, mysewgh, plensewgh gwinlannow ha dybrewgh aga frut; 
ISA.37.31	An remenant gesys a ji Yuda a wreydh arta yn-nans, ha doen frut yn-bann. 
ISA.37.32	Rag remenant a yn-mes dhiworth Yerusalem, ha bagas gesys dhiworth menydh Sion. Avi 
ISA.37.33	‘Rakhenna yndellma y lever an 
ISA.37.34	Y'n fordh may teuth, ynni ev a dhehwel, ha ny dheu dhe'n sita ma, yn-medh an 
ISA.37.35	My a dhefend an sita ma dh'y sawya, rag my ow honan ha rag les Davydh ow gwas.’
ISA.37.36	Ena el an 
ISA.37.37	Ena Sennagherib myghtern Assyria a omdennas ha mones ha dehweles ha triga yn Nineve. 
ISA.37.38	Hag y hwarva, pan esa ow kordhya yn chi Nisrogh y dhuw, y hwrug Adrammelek ha Shareser y vebyon y weskel gans an kledha, hag i a skapyas dhe dir Ararat. Hag Esarhaddon y vab a reynyas yn y le.
ISA.38.1	Y'n dydhyow na Hezekia o klav bys yn eneworres, hag Ysay mab Amos an profoes a dheuth dhodho, ha leverel dhodho, ‘Yndellma y lever an 
ISA.38.2	Ena Hezekia a dreylyas y fas dhe'n fos ha pysi war an 
ISA.38.3	ha leverel, ‘A 
ISA.38.4	Ena ger an 
ISA.38.5	‘Ke ha lavar dhe Hezekia, Yndellma y lever an 
ISA.38.6	My a wra dha dhelivra jy ha'n sita ma yn-mes a leuv myghtern Assyria, ha defendya an sita ma.
ISA.38.7	‘Ha homm yw an arwoedh dhis dhiworth an 
ISA.38.8	My a wra dhe'n skeus tewlys gans an howl war grisyow Ahaz treylya war-dhelergh deg gris.’ Ytho an howl eth war-dhelergh war an deg gris may hwrussa mos yn-nans.
ISA.38.9	Skrifenn Hezekia myghtern Yuda, pan via klav ha bos yagh wosa y gleves:
ISA.38.10	My a leveris: Yn hanter-dydh ow bywnans
ISA.38.10	res yw dhymm mos;
ISA.38.10	ha bos niverys yn yetys ifarn
ISA.38.10	yn remenant ow blydhynyow.
ISA.38.11	My a leveris, Ny welav an 
ISA.38.11	yn tir an re vyw;
ISA.38.11	ny virav orth den byth moy
ISA.38.11	yn mysk trigoryon an norvys.
ISA.38.12	Ow thrigva yw tennys yn-mes ha destryppys dhiworthiv
ISA.38.12	avel tylda bugel;
ISA.38.12	avel gwiader re rolis vy ow throgel;
ISA.38.12	ev a'm tregh dhe-ves dhiworth an steuv;
ISA.38.12	dydh ha nos ty a'm dre dhe dhiwedh.
ISA.38.13	My a wrowedhas bys vyttin;
ISA.38.13	avel lew, yndella ev a derr oll ow eskern;
ISA.38.13	dydh ha nos ty a'm dre dhe dhiwedh.
ISA.38.14	Kepar ha gwennel po garan, yndella y gryllis;
ISA.38.14	my a gynis kepar ha kolomm.
ISA.38.14	Ow dewlagas a fyll ow mires war-vann.
ISA.38.14	A Arloedh, yma ankres dhymm, bydh goestel ragov.
ISA.38.15	Pandr'a lavarav? Ev re gewsis dhymm,
ISA.38.15	hag ev y honan re'n gwrug.
ISA.38.15	My a gerdh yn lent oll ow blydhynyow
ISA.38.15	drefenn hwerowder ow enev.
ISA.38.16	Arloedh, der an taklow ma tus a vyw,
ISA.38.16	hag ynna oll yma bywnans ow spyrys.
ISA.38.16	Ty a'm restoryas dhe yeghes
ISA.38.16	ha gul dhymm bywa.
ISA.38.17	Otta rag les
ISA.38.17	y feu dhymm hwerowder;
ISA.38.17	mes ty re withas ow enev
ISA.38.17	dhiworth an pytt a dhistruans,
ISA.38.17	rag ty re dewlis oll ow feghosow
ISA.38.17	a-dryv dha geyn.
ISA.38.18	Rag ny yll ifarn godhvos gras dhis,
ISA.38.18	na ny yll ankow dha wormel;
ISA.38.18	an re a dhiyskynn dhe'n pytt
ISA.38.18	ny yllons gwaytyas dha wiryonedh.
ISA.38.19	Den byw, ny yll marnas den byw dha wormel,
ISA.38.19	avelov vy hedhyw;
ISA.38.19	tasow a wra godhvedhys dhe vebyon
ISA.38.19	dha wiryonedh.
ISA.38.20	An 
ISA.38.20	ha ni a gan gans daffar kerdyn
ISA.38.20	oll dydhyow agan bywnans
ISA.38.20	yn chi an 
ISA.38.21	Ysay a lavarsa, ‘Drens powltis a figys ha'y lesa war an brewvann may fo yaghhes.’ 
ISA.38.22	Ynwedh Hezekia a leveris, ‘Pandr'a vydh an arwoedh my dhe yskynna dhe ji an 
ISA.39.1	Y'n termyn na Merodak-baladan mab Baladan myghtern Babylon a dhannvonas lytherow ha ro dhe Hezekia, rag ev a glewas ev dhe vos klav, hag ena yaghhes. 
ISA.39.2	Hezekia a wolkommas an kannasow, hag ev a dhiskwedhas dhedha y dresorva, an arghans, an owr, an spisys, an oyl drudh, oll y withva-arvow, ha pup-tra kevys yn y dresoryow. Ny veu travyth na wrug Hezekia y dhiskwedhes dhedha yn y ji hag yn oll y ruvaneth. 
ISA.39.3	Ena Ysay an profoes a dheuth dhe vyghtern Hezekia, hag yn-medh ev dhodho, ‘Pandr'a leveris an wer ma hag a by le teuthons dhis?’ Yn-medh Hezekia, ‘Dhiworth gwlas pell y teuthons dhymm, dhiworth Babylon.’ 
ISA.39.4	Yn-medh ev, ‘Pandr'a welsons yn dha ji?’ Ha Hezekia a leveris, ‘I re welas pup-tra eus yn ow chi; nyns eus travyth yn mysk ow thresoryow na wrugavy y dhiskwedhes dhedha.’
ISA.39.5	Ena Ysay a leveris dhe Hezekia, ‘Klew ger 
ISA.39.6	Otta dydhyow a dheu pan vydh degys yn-mes dhe Babylon pup-tra eus yn dha dresorva, hag a wrug dha dasow y guntell bys y'n jydh hedhyw; ny vydh travyth gesys, yn-medh an 
ISA.39.7	Hag i a gemmer re a'th vebyon, dha askorr hag a vydh genys dhis, hag i a vydh spadhesigyon yn palys myghtern Babylon.’ 
ISA.39.8	Yn-medh Hezekia dhe Ysay, ‘Da yw ger an 
ISA.40.1	Konfortyewgh, konfortyewgh ow fobel,
ISA.40.1	a lever agas Duw.
ISA.40.2	Kewsewgh orth kolonn Yerusalem,
ISA.40.2	ha gelwewgh dhedhi
ISA.40.2	hy gonis dhe vos gorfennys,
ISA.40.2	ha tylys kessydhyans hy hammweythres,
ISA.40.2	rag hi re dhegemmeres a dhorn an 
ISA.40.2	dewgemmys rag oll hy feghadow.
ISA.40.3	Unn lev a gri:
ISA.40.3	‘Y'n gwylvos pareusewgh hyns an 
ISA.40.3	gwra kompes y'n difeyth fordh-veur rag agan Duw.
ISA.40.4	Pub nans a vydh drehevys yn-bann,
ISA.40.4	ha pub menydh ha bre a vydh iselhes;
ISA.40.4	an tir ankompes a vydh leven,
ISA.40.4	ha'n tylleryow garow nans ledan.
ISA.40.5	Ha glori an 
ISA.40.5	ha pub kig a wra y weles war-barth,
ISA.40.5	rag ganow an 
ISA.40.6	Unn lev a lever: ‘Galw!’
ISA.40.6	Hag y leveris vy,
ISA.40.6	Kig oll yw gwels,
ISA.40.6	hag oll y splannder yw haval dhe vleujenn an gwel.
ISA.40.7	An gwels a wedher, gyllys krin yw an vleujenn,
ISA.40.7	drefenn anal an 
ISA.40.7	avel gwels yw an bobel diogel.
ISA.40.8	An gwels a wedher, gyllys krin yw an vleujenn,
ISA.40.8	mes ger agan Duw a sev bys vykken.
ISA.40.9	Yskynn yn menydh ughel,
ISA.40.9	A Sion, dyller nowodhow da;
ISA.40.9	drehav dha lev gans nell,
ISA.40.9	A Yerusalem, dyller nowodhow da;
ISA.40.9	drehav e yn-bann heb own;
ISA.40.9	lavar dhe sitys Yuda,
ISA.40.9	‘Otta dha Dhuw!’
ISA.40.10	Otta, an Arloedh 
ISA.40.10	ha'y vregh a rewl ragdho;
ISA.40.10	otta, yma y wober ganso,
ISA.40.10	ha'y werison a-ragdho.
ISA.40.11	Avel bugel ev a vag y flokk;
ISA.40.11	gans y vregh ev a guntell y eyn
ISA.40.11	ha'ga doen yn y askra;
ISA.40.11	ev a hembronk yn hwar an re usi ow ri bronn.
ISA.40.12	Piw yw re vusuras an dowrow yn palv y leuv,
ISA.40.12	ha re verkyas an nevow gans dornva,
ISA.40.12	ha re synsis doust an bys yn musurva,
ISA.40.12	ha re boesas an menydhyow yn mantol
ISA.40.12	ha'n breow yn balans?
ISA.40.13	Piw a gevarwoedhas Spyrys an 
ISA.40.13	po avel y gusulyer a'n dyskas?
ISA.40.14	Piw ganso yth omgusulyas dhe ri dhodho konvedhes
ISA.40.14	ha dhe dhyski dhodho an hyns a wirvreus?
ISA.40.14	Piw a dhyskas skians dhodho,
ISA.40.14	hag a wrug dhodho godhvos an fordh a gonvedhes?
ISA.40.15	Otta, an kenedhlow yw avel banna dhiworth kelorn,
ISA.40.15	hag avel polter war an vantol synsys yns.
ISA.40.15	Otta, ev a gemmer an ynysow yn-bann avel ponn.
ISA.40.16	Nyns yw Lebanon lowr rag keunys an tan,
ISA.40.16	na'y vestes lowr rag offrynn leskys.
ISA.40.17	An kenedhlow oll yw avel mann a-ragdho;
ISA.40.17	synsys yns ganso le es mann, ha gwakter.
ISA.40.18	Piw dhodho yth hevelebowgh Duw,
ISA.40.18	po py hevelep a vynnowgh y wul dhodho?
ISA.40.19	An imajys yw teudhys gans an krefter,
ISA.40.19	ha'n owrer a ystynn owr mortholys warnodho,
ISA.40.19	hag a wra ragdho kadonyow a arghans.
ISA.40.20	Neb yw re voghosek rag offrynn
ISA.40.20	a dhewis prenn na wra pedri;
ISA.40.20	ev a hwila ser konnyk ragdho
ISA.40.20	rag drehevel imaj gravys na vydh deantell.
ISA.40.21	A ny wodhowgh? A ny glewsowgh?
ISA.40.21	A ny veu kewsys dhywgh a-dhia'n dhallethva?
ISA.40.21	A ny gonvedhsowgh a-ban veu selys an bys?
ISA.40.22	Ev a esedh war gylgh an bys,
ISA.40.22	ha'y drigoryon avel kulyoges-reden yth yns;
ISA.40.22	ev a ystynn an nevow avel vayl,
ISA.40.22	hag a's les avel tylda ynno may trigir.
ISA.40.23	Ev a dhre pennternedh dhe vos mann;
ISA.40.23	ha gul breusysi an bys gwakter.
ISA.40.24	Skant nyns yns i plynsys, skant nyns yns i hesys,
ISA.40.24	skant ny wra aga ben gwreydhya y'n dor,
ISA.40.24	kyns ev dhe hwytha warnedha hag y hwedhrons,
ISA.40.24	ha'n korwyns a's dre dhe-ves avel kulyn.
ISA.40.25	Ytho piw dhodho y'm hevelebowgh,
ISA.40.25	may fiv par dhodho? yn-medh an Sans.
ISA.40.26	Drehevewgh yn-bann agas dewlagas, ha gwelewgh:
ISA.40.26	piw a wrug an re ma?
ISA.40.26	Ev neb a dheg yn-mes aga lu, orth aga nivera,
ISA.40.26	ha'ga gelwel pubonan orth hanow;
ISA.40.26	der y nerth meur ha'y alloes krev
ISA.40.26	ny fyll onan vyth.
ISA.40.27	Prag y leverydh, A Yakob,
ISA.40.27	hag y kewsydh, A Ysrael,
ISA.40.27	‘Kudhys yw ow fordh rag an 
ISA.40.27	ha dispresys yw ow breus gans ow Duw’?
ISA.40.28	A ny wodhves,
ISA.40.28	a ny glewsys?
ISA.40.28	An 
ISA.40.28	Kreador pennow an norvys.
ISA.40.28	Ny glamder na ny vydh skwith;
ISA.40.28	dres hwithra yw y gonvedhes.
ISA.40.29	Ev a re nerth dhe'n re wann,
ISA.40.29	ha dhe neb na'n jeves galloes ev a voghha nerth.
ISA.40.30	Bys y'n re yowynk yth or klamderek ha skwithys,
ISA.40.30	ha gwer yowynk fest a drebuch;
ISA.40.31	mes an re a worta an 
ISA.40.31	a nowydhha aga nerth.
ISA.40.31	I a yskynn gans eskelli avel eryon;
ISA.40.31	i a wra poenya heb bos skwith,
ISA.40.31	i a wra kerdhes heb klamdera.
ISA.41.1	Bedhewgh tawel a-ragov, hwi ynysow;
ISA.41.1	nowydhhes an poblow aga nerth,
ISA.41.1	nesens i, ena kewsens i;
ISA.41.1	nesyn ni war-barth rag breus.
ISA.41.2	Piw a wrug dhe nebonan difuna dhiworth an howldrevel,
ISA.41.2	orth y elwel dh'y servis
ISA.41.2	Ev a re kenedhlow a-ragdho,
ISA.41.2	ha fetha myghternedh;
ISA.41.2	ev a's gwra avel doust gans y gledha,
ISA.41.2	avel sowl herdhys gans y warak.
ISA.41.3	Ev a's helgh ha tremena yn sawder,
ISA.41.3	war hynsyow ma na drettyas y dreys.
ISA.41.4	Piw re wrug hag a gowlwrug hemma,
ISA.41.4	ow kelwel an henedhow a-dhia'n dhallethva?
ISA.41.4	My, an 
ISA.41.4	ha gans an re dhiwettha; my yw ev.
ISA.41.5	An arvoryow re welas hag own a's teves,
ISA.41.5	pennow an bys a gren;
ISA.41.5	i re nesas ha dos.
ISA.41.6	Peub a weres y gentrevek,
ISA.41.6	hag a lever dh'y vroder, ‘Bydh krev!’
ISA.41.7	An ser a golonnekha an owrer,
ISA.41.7	hag ev neb a levenha gans an morthol
ISA.41.7	a golonnekha gwesker an anwan,
ISA.41.7	ow leverel a'n sodra ‘Da yw’,
ISA.41.7	hag ev a'n fast gans kentrow ma no vo deantell.
ISA.41.8	Mes ty, Ysrael, ow gwas,
ISA.41.8	Yakob, neb re dhewisis,
ISA.41.8	askorr Abraham, ow howeth;
ISA.41.9	ty neb a gemmeris vy a bennow an norvys,
ISA.41.9	ha'th helwel a'y bella sornow,
ISA.41.9	ow leverel dhis, ‘Ty yw ow gwas,
ISA.41.9	my re'th tewisis ha ny'th tewlis dhe-ves’;
ISA.41.10	na borth own, rag yth esov genes,
ISA.41.10	na vydh digolonnek, rag my yw dha Dhuw;
ISA.41.10	my a wra dha nertha, my a wra dha weres,
ISA.41.10	my a'th syns gans dorn dhyghow ow selwyans.
ISA.41.11	Otta, oll an re a serr orthis
ISA.41.11	a's tevydh meth hag a vydh konfondys;
ISA.41.11	an re a striv orthis
ISA.41.11	a vydh avel mann, ha mos dhe goll.
ISA.41.12	Ty a's hwila mes ny's kevydh,
ISA.41.12	an re a striv orthis;
ISA.41.12	an re a werr orthis
ISA.41.12	a vydh avel mann kammenn.
ISA.41.13	Rag my, an 
ISA.41.13	a syns dha dhorn dhyghow;
ISA.41.13	neb a lever dhis, ‘Na borth own, my a'th weres.’
ISA.41.14	Na borth own, ty bryv, Yakob,
ISA.41.14	ty gontronenn
ISA.41.14	My a wra dha weres, yn-medh an 
ISA.41.14	dha Dhasprenyas, an Sans a Ysrael.
ISA.41.15	Otta, my a'th wra draylell-dhrushya,
ISA.41.15	lymm, nowydh, ha dhedhi dyns,
ISA.41.15	ty a wra drushya an menydhyow, ha'ga brewi,
ISA.41.15	ha ty a wra an breow avel us.
ISA.41.16	Ty a wra aga notha, ha'n gwyns a's deg dhe-ves,
ISA.41.16	ha'n korwyns a wra aga skattra.
ISA.41.16	Mes ty a lowenha y'n 
ISA.41.16	ha bostya y'n Sans a Ysrael.
ISA.41.17	Pan hwila an voghosogyon ha'n edhommogyon dowr,
ISA.41.17	ha nyns eus banna,
ISA.41.17	ha krin yw aga thaves gans syghes,
ISA.41.17	my an 
ISA.41.17	my, Duw Ysrael, ny's gasav.
ISA.41.18	My a vynn igeri avonyow war an ugheldiryow moel,
ISA.41.18	ha fentynyow yn mysk an nansow;
ISA.41.18	my a wra an difeythtir poll dowr,
ISA.41.18	ha'n dor sygh fentynyow dowr.
ISA.41.19	My a worr y'n difeythtir an kederwydh, an akasia,
ISA.41.19	an myrtwydh ha'n olewbrenn.
ISA.41.19	My a worr y'n difeythtir meryw, an platan ha'n pinbrenn war-barth,
ISA.41.20	rag may hwello tus ha godhvos,
ISA.41.20	ynwedh prederi ha konvedhes,
ISA.41.20	y hwrug dorn an 
ISA.41.20	ha'n Sans a Ysrael dh'y formya.
