GEN.1.1	Chongpangpülei Kahvangi vangshothü hatü kahdoknyü ling. 
PRO.29.17	Hapeü ungei-aeituh, hatü büpai nüng kü nyiushemmei yahphahen;
PRO.29.17	büpai nüngei laangha kü mongong koei leikahen.
PRO.29.18	Melei tetpüvanpü nenyu,
PRO.29.18	halei shümeishuoppü neshiü;
PRO.29.18	shejao üpai shahkungnyü noteinya, büpa moihiman.
PRO.29.19	Shah mon epai chongphobü hük kü yeanpü neshuoh-aoknyih;
PRO.29.19	jomi nyingjao hapa kü dhaong neshangkahen.
PRO.29.20	Deih-ei nevei-i shah epü shennyak nüngi eela?
PRO.29.20	Hapa keipü shennyak leimeyü ngapa kü-üng nyeishi monglemhen nyüpeih.
PRO.29.21	Shennyak hüki aa hük kü hashih mebü büpai napü peü shuohjema,
PRO.29.21	büpai dohpülei mongshang koei leikahen.
PRO.29.22	Mongshihpai dehilao vamhünyeih,
PRO.29.22	mongshow kohpü shennyaki mang longi thahnyüpeih.
PRO.29.23	Shennyak hük changmeipai laophü-üng vünyüpeih,
PRO.29.23	shejao maanpü leipü shennyaki dhüm dangnyüpeih.
PRO.29.24	Gühpa mü mongjem pongpeyü laophülei
PRO.29.24	yangnyu kü jiühithahpü mon;
PRO.29.24	Shahhing denpü neshuohhen büpa vanghütü tuhnyeih.
PRO.29.25	Shennyak kü nyempeyü aethitai leinyüpeih,
PRO.29.25	shejao üpai 
PRO.29.26	Peüi vanglem lembü leipü yahyang shinshang yemnyeih,
PRO.29.26	shejao shennyak hüki shahhingü S
PRO.29.27	Daülangpüthüi nedaünelangpüthü kü jiühitnyeih,
PRO.29.27	hatü nedaünelangpüthüi daülangpüthü kü jiühitnyeih.
PRO.30.1	Hathüyü Agur, Jakehlei chehai epü kandok shahthü:
PRO.30.1	“Ngei mü Kahvang nenyu, ngei mü Kahvang nenyu,
PRO.30.1	hatü ngei kü sheühphahen üpayao neshiü, hajük
PRO.30.1	khih” shei hapa shennyaki enyüke.
PRO.30.2	Hingmei, ngeiyü shennyak nele-i ngadaiteke;
PRO.30.2	ngei kü hangku kü nyubenüng danaokpü kon neshiü.
PRO.30.3	Ngei kihikon nenyinghah,
PRO.30.3	nevaijü Daülangpü Hükei jung nyingei neshiü.
PRO.30.4	Üpai vangsholei aongtü shühpa?
PRO.30.4	Üpai laophülei lakbha kü vanglük thaiyei tuhpa?
PRO.30.4	Üpai laophülei ashak kü yung dungei tuhpa?
PRO.30.4	Kahdoknyü junghijang thahshi üpai lingpa?
PRO.30.4	Büpa hatü chehalei men üpaang?
PRO.30.4	Nüngi nyingei nyujema ngei kü ha eshih!
PRO.30.5	Kahvangei shah-ü shahjük ieyei shahhing;
PRO.30.5	Büpayü büpa kü loipüthü shing inyüshung.
PRO.30.6	Nüngi büpalei shah kü hükao te-ü,
PRO.30.6	Hei nevaijema büpai nüng kü lohhen,
PRO.30.6	hatü nüngü shahshem ebü leihen.
PRO.30.7	Ngei dou lemnyi nüng leipü yünyeih,
PRO.30.7	Oh 
PRO.30.8	Ngei toueipü shahshem hatü peileipü nünglangshih;
PRO.30.8	Ngei taoei tetuhphong, nevaijü shemmei vaiyei tetuhphong,
PRO.30.8	shejao nyihjeih hahying mon ngei kü yahshih.
PRO.30.9	Hei nevaijema, ngei longi anghen,
PRO.30.9	hatü nüng yakphonghen khih,
PRO.30.9	hatü “
PRO.30.9	nevaijü ngei taoei tuhjema ngei gühhen hatü ngelei
PRO.30.9	Kahvangei men dhüm neshiüi leitükhen khih.
PRO.30.10	Chongphobü hüki laophülei shembü kü te-eelahü,
PRO.30.10	hei nevaijema, büpai nüng kao eelahen,
PRO.30.10	hatü hapayü nüngi pungpü vaihen.
PRO.30.11	Shennyak hanei-i laophülei pa kü thaüvaüpü,
PRO.30.11	hatü hümlungnyü kü moihiman neshuohpü nyüke.
PRO.30.12	Shennyak haneiyü müki eeheni daülangpükei,
PRO.30.12	shejao nedaünelangpü kübü neyanpü nyüke.
PRO.30.13	Shennyak hanei-i hamü longi meipü am;
PRO.30.13	hamü mih mü shaopü am shei deihnyüke.
PRO.30.14	Kahdoknyü kübü taopathü,
PRO.30.14	hatü hangku khongkü nehahneyingpüthü
PRO.30.14	shaaitükhen shingvaishi hanei amei bhayü yan kei,
PRO.30.14	hatü longkhoih kei nahshi nyüke.
PRO.30.15	Opei yiükha nyi nyüke,
PRO.30.15	hatü jiji-i “Yahkei! Yahkei!” shei mon lennyüke.
PRO.30.15	Mechemao hüneshempü doulem jem,
PRO.30.15	hatü “Changteke” shei ne-epü doulem ali nyüke:
PRO.30.16	Mahngchong, nyülanei naü uoshing,
PRO.30.16	yungi hüneshempü kahdok van,
PRO.30.16	hatü “Mohteke” shei ne-epü aw.
PRO.30.17	Mük, mepai laophülei pa kü naamei veinya,
PRO.30.17	hatü laophülei nyüven lenya,
PRO.30.17	kahjilei nyupü ashathüi büpalei mük luklanghen,
PRO.30.17	hatü alangthüi ha hahtükhen.
PRO.30.18	Ngei thamapü doulem jem nyüpeih,
PRO.30.18	hatü ngei nenyingaokpü doulem ali nyüpeih:
PRO.30.19	Phumshangei alang daipü lem,
PRO.30.19	yaongshang kü biü kampü lem,
PRO.30.19	yungching shangkü jahas daipü lem,
PRO.30.19	hatü nyüha pheikü baha hük lüdaipü lem.
PRO.30.20	Hapayü mükbongjuyungla hükei lem:
PRO.30.20	Pinnyüi hahtü ju thittüknyüke,
PRO.30.20	hatü “Ngei meheyao mang nedükangpih” shei enyüke.
PRO.30.21	Kahdoknyüi doulem jem kü kheünyüpeih,
PRO.30.21	hatü doulem ali nedhangaoknyih:
PRO.30.22	Aa hüki ong vaijü, ngapa hük shümoh meijü,
PRO.30.23	Üpaiyao nelümi tuhpü nyüha hük shem yemjü,
PRO.30.23	hatü nyüha aa hüki laophülei
PRO.30.23	shembülanyülei shing kü uojü.
PRO.30.24	Kahdoknyü kü maanpü doulem ali nyüke,
PRO.30.24	shejao jomphongi longi kon kohshi nyüke:
PRO.30.25	Melaüthü-ü wong nekohpü yemha,
PRO.30.25	shejao jomi shaonyü yangkü jomei hahying thaiyei tuhlangnyüke.
PRO.30.26	Viü-ü wong nekohpü yem,
PRO.30.26	shejao jomi yaongsha laetei jom nyushing lingnyüke.
PRO.30.27	Shoukthü ong neshiü,
PRO.30.27	shejao jomi khong lingtü dainyeih.
PRO.30.28	Khanghayü laki yepaoknyeih,
PRO.30.28	shejao hapayü longshem ongshemei nyunyeih.
PRO.30.29	Kamshingkü dhüm kohbenüng doulem jem nyüke,
PRO.30.29	longteiküjü veinyuhüpü doulem ali nyüke:
PRO.30.30	Yem khongkü wong kohpeyü mailang,
PRO.30.30	mepa kao nyemei nyokei neleinyih;
PRO.30.31	Changmeishaw kü kampü oupong, yumbaong,
PRO.30.31	hatü ongpa hük nanglakthü mü kampü ha nyüke.
PRO.30.32	Nüng nyingi vihhah-ei ngadounganang dükei nyujema,
PRO.30.32	nevaijü douten dükhen temhah-ei nyujema,
PRO.30.32	nüngei ju kü laki dhühlangtuh.
PRO.30.33	Amma kü yaakteijü ammacheü vamnyeih,
PRO.30.33	shong kü yüpshuohjü iy vamnyeih,
PRO.30.33	mongshih vampai dehilao vamnyüpeih.
PRO.31.1	Hathüyü chenyüi büpa kü nyuhshuohpü Lamuel ongpai epü kandok shahthü nyüke:
PRO.31.2	Oh ngelei hapeü, Oh ngelei naü uoshing kübü hapeü,
PRO.31.2	ngei phoppü kü jangei dangpü hapeü.
PRO.31.3	Nyühathü kü nüngei wong tetük;
PRO.31.3	ongpathü mahtükhen lem kü tekam.
PRO.31.4	Hapayü ongpathü shing nevaipih, Oh Lamuel,
PRO.31.4	Yiü yinghenü ongthülei dou nevai,
PRO.31.4	nevaijü vanglem lempüthüi chokpümokpü hahhen nevai;
PRO.31.5	Hei nevaijema jomphongi yiü yinghen,
PRO.31.5	hatü shahkungnyü betükhen,
PRO.31.5	hatü hanghipü nanglakthü kü jiüpü nedükaokhen.
PRO.31.6	Mahdainüng shei nyupüthü kü chokpümokpü yah-eishuoh,
PRO.31.6	mongtok kü nyupüthü kü yiü yah-eishuoh;
PRO.31.7	Jomi yiü yingtü jom taopü nyembetükhah;
PRO.31.7	hatü jom ponghahpü nyemnedeihnüng yiü yingeishuoh.
PRO.31.8	Laophü nang ehah ne-aokpüthü,
PRO.31.8	hatü nehahneyingpüthü peüi jiüpü hean danghühen shingvaishi nüngi etuh.
PRO.31.9	Shah etuh, hatü jiüshangpü shahphen shuohtuh;
PRO.31.9	Taopa hatü nehahneyingpüthüi
PRO.31.9	danghen jiüpü med kü yaongtuh.
PRO.31.10	Kenhingpü nyüha üpai dangaokhen?
PRO.31.10	Pinnyü-ü douvang yaong mao nyeinya meipüba.
PRO.31.11	Chepahai pinnyü kü monghahnyeih,
PRO.31.11	hatü büpa meheiyao taoei nenyunyih.
PRO.31.12	Pinnyülei yangnyu den kemei büpa kü ten nevai, mei mon düknyüpeih.
PRO.31.13	Pinnyüi mimum hatü nyemin vi mon yemnyüpeih,
PRO.31.13	hatü shüeinyiükei düknyüpeih.
PRO.31.14	Pinnyü-ü tailu kahdok leipü hahying koei leipü
PRO.31.14	jahas kei hahying koei leinyüpeih.
PRO.31.15	Vangngai shekü pinnyüi shin lomi paonyeih,
PRO.31.15	hatü pinnyüi shem am kü ühyingnyeih,
PRO.31.15	hatü chongphopü nelathü kü dükhen dou hunyeih.
PRO.31.16	Pinnyüi kah kü meishi veitü hapa kah shaknyüpeih;
PRO.31.16	Pinnyüi latpü lopi halei nyalingngupai sheinyüpeih.
PRO.31.17	Pinnyüi douwong dükhen shünglok loknyüpeih;
PRO.31.17	hatü dou dükhen lak kü wong kohhünyeih.
PRO.31.18	Pinnyüi pinnyü bhei leihpü kü nanglei dangnyüpeih,
PRO.31.18	hatü vangnyak kao aw hapshi dou düknyüpeih.
PRO.31.19	Pinnyüi laophülei vi bhawnyeih,
PRO.31.19	hatü laophülei dok-üm ashak daknyeih.
PRO.31.20	Pinnyüi taopathü kü laophülei lak lainyeih,
PRO.31.20	hatü nehahneyingpüthü kü sheühnyüpeih.
PRO.31.21	Jomshemi shü vühen kü nenyemnyu;
PRO.31.21	mehenangkü jomshem kemei shaamlukpü ashak ümshi nyüke.
PRO.31.22	Pinnyüi shinshing kü nyemhen ashak daknyüke;
PRO.31.22	pinnyülei ashakü nyeminpü,
PRO.31.22	hatü mangshümpü ashak nyüke.
PRO.31.23	Chepahayü chingnyü penyüshalei dhüm shuoh-ei yahnyüke;
PRO.31.23	Büpayü kahmük kü mübüthü mü uonyüke.
PRO.31.24	Pinnyüi nyemin ashak hatü shüngshep daknyüke,
PRO.31.24	hatü hathü yunyüke.
PRO.31.25	Pinnyü-ü wong kohshi, hatü dhüm kohshi nyüke,
PRO.31.25	hatü ngoikahen nyihthü nangkü nyemei neshiü.
PRO.31.26	Pinnyüi kihikoni shah enyüke,
PRO.31.26	hatü shahhing nyuhpüvenpü pinnyülei yeijaangei nyüke.
PRO.31.27	Pinnyüi düngei shemong dousho kü veinyüke,
PRO.31.27	hatü nehet hahying nehahnyu.
PRO.31.28	Pinnyüei hapeüthü longei pinnyü kü,
PRO.31.28	“Moihimanpü nyü” shei nyüknyüke;
PRO.31.28	Pinnyülei chepahaiyao pinnyü kü vihnyüke.
PRO.31.29	“Nyüha longi nyümei dou düknyüke,
PRO.31.29	shejao peü mü nüng-üng nyeipü khih” shei eshuohnyüke.
PRO.31.30	Hangbong meipeyü mahdaihen,
PRO.31.30	dhemeilaümapeyü lüdaihen,
PRO.31.30	shejao üpa nyühai 
PRO.31.30	pinnyü kü vihhen nyüke.
PRO.31.31	Pinnyüi dükpü dou kü thintho yah-eishuoh,
PRO.31.31	hatü pinnyülei dou kü chingnyü penyüshalei dupü-oupü yah-eishuoh.
ECC.1.1	Hathüyü Jerusalemei ong vaihampü Davidei cheha Solomon Chongvenbüi epü shahthü khih:
ECC.1.2	“Angsha dok kü angsha shei Chongvenbüi enyüke.
ECC.1.2	Chemjalak kü angsha khih, Lemphüli angsha khih!”
ECC.1.3	Vanghenyü phangkü laophüi
ECC.1.3	nyiueinangei dükpü kü hangkui mehe nanglei dangnya?
ECC.1.4	Denhivan peinyüpeih, hatü hapa peihdainyeih,
ECC.1.4	shejao kahdoknyü lakshing nyunyüpeih.
ECC.1.5	Vanghenyü aongnyüke, hatü shüdainyüke,
ECC.1.5	hatü heong lemei mokei leidainyeih.
ECC.1.6	Apshaphi kü vanglük lüknyüpeih,
ECC.1.6	hatü pehephi kü shinei leinyüpeih;
ECC.1.6	Shinei shinei daiyei shao shongpü shingei leinyüpeih.
ECC.1.7	Shoha kemei yungching kü cheinyüpeih,
ECC.1.7	shejao mechemao yungching nemanyih.
ECC.1.7	Shohathü vampü shingei-üng shao nyokei leidainyeih.
ECC.1.8	Jui ehen neaoki lemphüli nyiueinanghen mon khih.
ECC.1.8	Eepai mechemao mükmong nema,
ECC.1.8	nevaijü danpü dhaongi mechemao dhaongmong nema.
ECC.1.9	She-angei mepa nyutepa, shao ha-üng nyukahen,
ECC.1.9	mehe düktüktepa, shao-üng ha dükhen;
ECC.1.9	Vanghenyü phangkü meheyao ja neshiü.
ECC.1.10	“Veituh, hapayü ja khih” shei ehen mü meheyao nyüla?
ECC.1.10	Hapayü jen shekü denshem longi shekü nyuhampeih.
ECC.1.11	Aivang den mü nyupü shennyakthü üpaiyao deih-ei nedangnyih;
ECC.1.11	nevaijü mangbüh mangpaümi nyupü
ECC.1.11	kahmong nyemhathüao jom phei kü bühhenthüi jom deih-ei nedangpih.
ECC.1.12	Ngei, Chongvenbü, Jerusalemei Israel amei ong nyushi, 
ECC.1.13	vangsho phangkü dükpü lemphü kihikon homei yemhen hatü dokei veihen ngei ngelei sholi mongdang kemei lanei shuohtepih. Hapayü hangkuli kü Kahvangi hanggovih shuohpü mon khih. 
ECC.1.14	Vanghenyü phangkü dükpü lemphüli ngei eetepih; hathü kemei angsha khih, hatü vanglük phei changteipü mon khih.
ECC.1.15	Mehe kaoktük ha kanghühen neaok;
ECC.1.15	mehe nenyu ha bhei-ie kü shihhen neaok.
ECC.1.16	Ngei nyingi eteke, “Jerusalem kü ngei shekü vanglem lempüthü peü mü ngei-üng kihikon nyeinya dangpeih; ngei nyeishi kihikon hatü nyingpühingpü dangpeih shei deihteke.” 
ECC.1.17	Ngei nyingi kihikon hatü ngapüyoipü jung nyinghen shingvaishi mong shuohteke, shejao hapayao vanglük phei changteipü mon khih shei ngei nyingpeih.
ECC.1.18	Mehenangkü meshükpa kihikon nyeinya dang,
ECC.1.18	hajükpa mongshang nyüke;
ECC.1.18	Meshükpa nyeinya nying, hajükpa mongtok nyüke.
ECC.2.1	Ngei ngelei mongei monghamshi nyuhen, hatü mongongpü hayü mehe shangkü yemei danghen shei deihhahteke. Shejao hapayao angsha khih shei ngei nyingaok. 
ECC.2.2	“Nyipüwapeyü ngadou, hatü mongongmonglepü kü meheyao nanglei neshiü” shei ngei dangaokpeih. 
ECC.2.3	Ngei kihikon danghen nyakeikenpai yiü yingtü mongongmongleshi longteihenao kheteke, hatü ngapa kei nyuhenao yemteke. Vangsho phangkü hepak shohük mon nyushingkü hangkui mehe mei dükhen hayao ngei nyinghüei yemtepih.
ECC.2.4	Ngei dou longpü düktepih. Ngei, ngei shing shemthü ve, hatü ngei shing nyalingngupai sheitepih. 
ECC.2.5	Ngei pethü show, hatü shennyakthü uoei yaonghen, ngahenjahen shing ling, hatü pemongei betjükpü lemphüli sheiteke. 
ECC.2.6	Sheibhaolibhao kü yung shoei langhen shingvaishi yungkukthü kukteke. 
ECC.2.7	Ngei nyüha hatü baha aathü shak, hatü ngelei shemei aathüi aa bühteke; ngei shekü Jerusalemei nyupüthüi angpü peü mü nyeishi ngei mohoh hatü mithü longi angteke. 
ECC.2.8	Ngei, ngei shing hon hatü ngin, hatü kahmükthü kübü ongthülei mopnyümopha kemei thaiteke. Ngei nyüha hatü baha kesho lokbüthü hatü bahai lümbenüng nyüha kemei yahteke.
ECC.2.9	Ngei shekü Jerusalemei nyupüthü peü mü ngei-üng longpüba, hatü nyeipüba nyuteke; lemphüli dükpü kü ngelei kihikon ngei mü nyu. 
ECC.2.10	Ngelei mükhimongi mehe lümei deih, hathü peü ngei dangaok; mongongmongle lemphüli kü ngelei mongdang yepei netuh; ngelei laki dükpü dou kü ngei mongong, hatü hapayü ngei dükpü kü laklei nyuteke. 
ECC.2.11	Shejao mechem ngei ngelei laki düktükpü douthü, hatü meshük kheyei hathü dükpa shei nyokei veishingkü lemphüli angsha khih, hatü vanglük phei changteipü mon khih; vanghenyü phangkü meheyao nanglei neshiü shei nyingteke.
ECC.2.12	Hahepak kü kihikon hatü ngapüyoipü mehe shangkü nyinghen ngei yaongteke. Shelei düktükpü mü lenei pheilei jeipü ongpai mehe nyeinya dükaokhen? 
ECC.2.13	Vangnyak meyü vangngai-üng meipü khih, ngadaipü leimeyü kihikon-üng meipü khih shei ngei eeaokpeih. 
ECC.2.14	Ngapa hüki vangnyak kü kamshing kü kon kohpü shennyak kü sholi kü mük kohshi nyüke, shejao jiji nyiphen kü aihük lashüh-i dhaümnyüke shei nyingpeih. 
ECC.2.15	Hahepak kü ngelei mongkü, “Ngapai mehe heünya, aihük lashüh-i ngeiyao heüshasha khih. Longi nahpai shei ngei mehe nanglei vainüng” shei deihteke. Ngei, ngei nyingi, “Hapayao angsha khih” shei eteke. 
ECC.2.16	Mehenangkü ngapa hük betükpü kei-üng nahpü shennyakao betükshasha; ngoikahen nyih kü henyiphen betükshasha. Ngapa keiha nahpü shennyakao didaishasha! 
ECC.2.17	Hanangkü ngei yangnyu kü jiühitei deih; mehenangkü vanghenyü phangkü mehe dük, hapayü ngei kü hanghi mon vaiteke; mehenangkü lemphüli angsha, vanglük phei changteipü mon khih.
ECC.2.18	Vanghenyü phangkü ngei dükpü douthü kemei kü ngei jiühit; mehenangkü ngei pheikü peipüthü kü lemphüli tuhphonghen khih, 
ECC.2.19	hatü büpayü nahpü nevaijü ngapa vaihen aoküpai nyingpa? Shejao vanghenyü phangkü ngelei kihikoni nyiueinangei düktükpü kü büpai shembü vaihen. Hapayao angsha khih. 
ECC.2.20	Hanangkü vanghenyü phangkü ngei düktükpü deihshuoh shingkü ngei mong bhagei deihteke. 
ECC.2.21	Mehenangkü shennyak hüki laophülei kihikon, nyingpühingpü hatü lahhinlangnyaipai dou dükhen, hatü büpai hapayü hapa dükhen shei nedeihpü shennyak kü tuhphonghen. Hapayao angsha khih hatü mang longpü khih. 
ECC.2.22	Vanghenyü phangkü shennyak hüki dükpü hatü mongshangei nyiutüknangtükpü kü mehe nanglei dangnya? 
ECC.2.23	Yangnyu nyih yangkemei kü büpalei dousho-ü tüngpüyapü hatü mongtok mongshangi maei, yanüng dangkao nyiushem nemei-i nyunyüke. Hapayao angsha khih.
ECC.2.24	Shennyak hüki hahhen, yinghen hatü laophülei dousho kü monghampü mü lenei meheyao mei nedükaokpih. Hapayao Kahvang leipü peipü khih shei ngei nyingteke; 
ECC.2.25	mehenangkü büpa neompheikü üpai hah-aokhen nevaijü mongong dangaokhen? 
ECC.2.26	Kahvangi büpa monghahhüpü shennyak kü kihikon, nyingpühingpü hatü mongong shuohnyeih, shejao mang shennyakü mop thaiyei yowhen hatü Kahvang monghahhüpü shennyak kü shuohtükhen dousho shuohnyeih. Hapayao angsha, vanglük phei changteipü mon khih.
ECC.3.1	Lemphüli shingvaishi hepak hük nyüpeih, vangsho phangkü lemphü dousho shingvaishi dühü hük nyüpeih:
ECC.3.2	Bühhen hepak hük, hatü dihen hepak hük;
ECC.3.2	sheihen hepak hük, hatü bhitükhen hepak hük;
ECC.3.3	jühen hepak hük, hatü hapa meihühen hepak hük;
ECC.3.3	bentükhen hepak hük, hatü hapa linghen hepak hük;
ECC.3.4	thephen hepak hük, hatü nyihen hepak hük;
ECC.3.4	mahng thephen hepak hük, hatü phaukteihen hepak hük;
ECC.3.5	yaongthü haitükhen hepak hük,
ECC.3.5	hatü hathü thailanghen hepak hük;
ECC.3.5	khaaiteihen hepak hük,
ECC.3.5	hatü khaaiteipü vetükhen hepak hük;
ECC.3.6	yemhen hepak hük, hatü mahtükhen hepak hük;
ECC.3.6	jaoei tuhhen hepak hük, hatü yaktükhen hepak hük;
ECC.3.7	Shaaktükhen hepak hük, hatü thünghen hepak hük;
ECC.3.7	nenmü nyuhen hepak hük, hatü shah ehen hepak hük;
ECC.3.8	bamhen hepak hük, hatü jiühithen hepak hük;
ECC.3.8	vehok hokhen hepak hük, hatü chingmei linghen hepak hük nyüpeih.
ECC.3.9	Dou dükbüi laophüi dükpü kübü mehe nanglei dangnya? 
ECC.3.10	Kahvangi hangkuli kü shuohpü hanggovih ngei eetepih. 
ECC.3.11	Büpai lemphüli hepak vangpan kü jiüshi veinyuhüshi lingei tuhteke. Büpai hangkulei thentoimongdang kü peihdaipü hatü ngoikahen nang nyinghen mongdeih shuohteke, shejao Kahvangi chongpangpü kübü dohpü ngoishi mehe dük, ha kemei yaohen neaokpih. 
ECC.3.12	Hangkuli shingvaishi mongonghen hatü yemmü nyupü thahshi mei dükhen mü lenei lebü meipü meheyao neshiü shei ngei nyingpeih. 
ECC.3.13	Peüi hahhen, yinghen hatü laophüi dükpü dou kü mongong danghen, hapayü Kahvangei thintho khih.
ECC.3.14	Kahvangi dükpü lemphüli denden kü nyukahen shei ngei nyingnyüke; ha kü meheyao ühen neaok, hatü haleipü yahlanghen neaok. Hangkui büpa kü dhüm shuohhen shingvaishi Kahvangi ha dükpeih. 
ECC.3.15	Shaang mehe mehe nyu, ha shelei-üng nyuhampeih, hatü mehe nyukahen, hayao shelei mebü nyuhampeih, hatü mehe peihdai, ha Kahvangi yemkahen.
ECC.3.16	Nyeinya vaishi vanghenyü phangkü ngei lemhük eetepih. Shahhing epü touei shahshem eetepih; daülangpü shing kü mang eetepih. 
ECC.3.17	Ngelei mongkü, “Kahvangi daülangpü hatü mang nyiphen shahphen shingei deikahen; mehenangkü lemphü dükhiling, hatü dousho shingvaishi ittükpü hepak hük nyüpeih” shei ngei deihteke. 
ECC.3.18	Shao ngei ngelei mongkü, “Hangkuliyü yemhimakthü lepü khih shei nyinghühen shingvaishi Kahvangi jom doknyu khih shei ngei deihteke. 
ECC.3.19	Hangkulei lashüh-ü yemhimakthülei lashüh kei khih; aihük lashüh-i hangku hi yemhimak nyiphen heünyüke; hük keiha hükpayao didainyüke. Peüi aihük mü ngü heenyüpeih; yemhimak mü hangkuli kü hayaoha meheyao neshiü. Lemphüli angsha khih. 
ECC.3.20	Peü kemei shing hükei dainyeih; peü kahdoki ling, hatü peü kemei kahdok leidaihen. 
ECC.3.21	Hangkulei laangha shang philei aongnyeih, hatü yemhimakei laangha kahmongei shüdainyeih shei üpai nyingnya?”
ECC.3.22	Hangku hüki laophülei dou kü mongonghen mü lenei mei meheyao neshiü shei ngei eeteke; mehenangkü hapayü büpalei lashüh shangba kü hetdaipü dou khih. Büpa pheikü mehe vamhen ha kü veihen shingvaishi üpai shao büpa nyokei leiaokhen?
ECC.4.1	Hapheikü shao ngei veishuoh shingkü vanghenyü phangkü shüveiteipü lemphü ngei eeteke. Ngei shüveihahpüthülei mükphi eetepih, hatü jomphong nyiumeihühen üpayao neshiü; 
ECC.4.2	Shaang thahshi yemmü nyupüthü meyü shelei didaipüthü-üng meipü khih shei deihteke. 
ECC.4.3	Shejao ha nyi mao meipeyü mangbüh mangpaümpüthü khih. Üami vanghenyü phangkü mang dou dükpü ne-ee, hathü-üng meipü khih. 
ECC.4.4	Hangkui dükpülingpü hatü dangaokpü kemei laophülei chingyow leipü kü mükhühpü nangkü khih shei ngei nyingteke. Hapayao angsha; vanglük phei changteipü mon khih. 
ECC.4.5	Ngapai laophülei lak loktü nyunyeih, hatü laophü nying kü lomoh koei peihahnyeih. 
ECC.4.6	Nyiushem nemei-i lakdang noshi hahlei meyü mong nyiumei kü lakpaoh hük hahpü-üng meipüba, hatü hapayao vanglük phei changteipü mon. 
ECC.4.7	Shao ngei vanghenyü phangkü angsha dou lemhük eetepih: 
ECC.4.8	Hepak hük kü shennyak hük büpa monha, hapeü hatü jeihinaü neshiüi nyu. Büpai mechemao nedoh-i dou mon dük, shejao büpai büpa angpü mop kü mükmong nema.
ECC.4.8	“Üpa kü ühnüng ngei hajükjük dou düknya,
ECC.4.8	ngei mongongshi nyuhen neaoki mehekei ngei
ECC.4.8	nyunya?” shei büpai phehahteke.
ECC.4.8	Hapayao angsha hatü mongmangbenüng dousho khih.
ECC.4.9	Hük leimeyü nyi-üng meipü khih;
ECC.4.9	mehenangkü nyi-i meipüba dükaoknyüke.
ECC.4.10	Hük dojü küphü hüki phuk-aokhen,
ECC.4.10	shejao monha nyupü am dodaijema,
ECC.4.10	büpa phukhen üpayao neshiü.
ECC.4.11	Shao panyi chemi shijema,
ECC.4.11	hangsham pongteinyüpeih,
ECC.4.11	shejao monha shipai mekei etü shaamhenang?
ECC.4.12	Shennyak hüki khüei yaonglangmao,
ECC.4.12	panyi-i pahük neüaokhen.
ECC.4.12	Vü lem jem yah-ei bhawjema,
ECC.4.12	hapa vülep jiüjiükei nephenaoknyih.
ECC.4.13	Mih-i shahnying epü neyahpü ngadaipü viüpa hük ong vaileimeyü taolangmao kon kohpü nethe-üng meipüba. 
ECC.4.14	Hapa nethepayü khoklat mongeipü vameiyao ong vaihen aok, nevaijü taopa shemong kü bühjao ong uoshing kü uokahen aok. 
ECC.4.15	Vanghenyü phangkü lingleipü peüi ongpa kü jeipü nethepa phei müpü ngei eeteke. 
ECC.4.16	Ong hüki vanglem lempü phangkü iehen neaoki nanglak nyuhen aok, shejao mechem büpa dohdaihen, üpaiyao büpai dükpü kü monghahpü neshiü. Hapayao angsha khih, hatü vanglük phei changteipü mon khih.
