GEN.1.1	Pathianin a phut taka irnêng le irvân a siama, 
2CH.32.31	A chunga sinirkhêl irsinsia hrangin Babulon rêngin palai a hong tîrin chu mi i ang mo a ini iti, Pathianin eninfel hrangin a bingin a isia a ni.
2CH.32.32	Reng Hezekia sintho danghai, a sintho sahai chu, Amoza nâipa deipu Isaia lekhabu le Israel le Judai rênghai thurchi irziakna bua a chuang. 
2CH.32.33	Hezekia chu a thia, rêng thânmual chuanchunga an phûma, Judai ram le Jerusalemin a thi kha an chôiindôm oka. A nâipa Manasea chu ama irthûlin an lal tâka.
2CH.33.1	Kum sômhleihni a niin Manasea chu Judai rama an lal irphuta, Jerusalema kum sômringa le ringa an lala. 
2CH.33.2	 Khan, 
2CH.33.3	A pa Hezekia’n a lei insiatpai tâk, nam dang pathianhai biakna hmun irsânghai kha a sin insatira, Baal makunga irbôlna inhlanna hranga maichâm an sintira, pathiannu Aseri irlimhai an sintira, ârsihai chubai a mûka. 
2CH.33.4	 Kumtuanga 
2CH.33.5	Tempil tentan inhnia khan ârsi biakna hrang maichâm a sina. 
2CH.33.6	Hinom irhôra hâlirvôm thilinhlanna’n a nâipahai an hlana; 
2CH.33.7	 tasânhai le kutzia en theihai, ârsi en theihai a hmanga, mithi châ theihai, tasân theihai a hmanghaia. 
2CH.33.8	A millim siam chu tempila a siaa, Pathianin Davida le Solomona kuanga, “Israel nam murdihai laia Jerusalem le hi in hi ki’rhming lamna hranga inthang a ni. Kumtuanga ki thupêk murdi an zôma, ki thu’nkunghai le ki dânhai, ki siahlo Mosia ihrilhai kha an zômin chu Israelhai hi itiklai khoma an pahai kuanga ki ipêk hrang ram ata hi inhnotsuakhai no ning,” a tih tâka.
2CH.33.9	Manasea’n Judai ram le Jerusalem mihai chu thil dik loi an thotirhaia, Israelhai makunga a inhnotsuak namhai ti nêka sual lian ual an tho tâk a ni.
2CH.33.11	Manasea chu an chela, zîngziri hrui leh an vîka, Babulon-a thîrhrui leh an kaia. 
2CH.33.12	A chardong hrai sikin Pathian 
2CH.33.13	Manasea chongchaina chu a le’rngaitua pea, a izonghai chu sâmin Jerusalema an fetir nôk tâka. Manasea’n chu 
2CH.33.14	Kha zoiin chu Davida khopui nisua tianga kul bang pên tiang khan Manasea’n in a zom irsânga, Gihon tui omna irhôr hmâr tianga Nga mikot kôla ‘Ofel’ an itihna dênin a sina. Judai rama kul nei khua tina sipai pâl khat, hruaitu inkhatin a siahaia. 
2CH.33.15	Tempil ata nam dang pathian irlim le millim inluan, ama isiahai chu a thonpaia. Tempil mual le Jerusalem khua nam dang pathian biakna maichâm om khom kha a lâka, a paia. 
2CH.33.16	 biakna maichâm balhai kha a sina, irngeina thilinhlanhai; lômthu hrilna thilinhlanhai an hlana, Judai rama mi murdi chu Israelhai Pathian 
2CH.33.17	Mipuihai kha irbôlna hmun pângaia la irbôl maihai khomsian, 
2CH.33.18	Manasea thil tho dang murdi, Pathian kuanga chongchaina hai, Israelhai Pathian 
2CH.33.19	Reng Manasea chongchaina le Pathian isâmna hai, a irlet zoia thilsual a ithohai thurchi, nam dang pathian biakna hmun irsânghai, Aseri irlim sina, a millim inluan a ibiakna thu hai, deipuhai thurchi irziakna bua a chuang sa ving a ni. 
2CH.33.20	Manasea chu a thia, rêng ina an phûma, a nâipa Amona chu ama irthûlin an lal tâka.
2CH.33.21	Amona chu kum sômhni inhni a niin Judai rama an lal irphuta, Jerusalema kum hni an lala. 
2CH.33.22	A pa Manasea angin 
2CH.33.23	Khan, a pa angin irngaiintômna nei maka, 
2CH.33.24	A rualhaiin an khita, a ina an thata, 
2CH.33.25	Judai rama mihaiin Amona thattuhai kha an thathaia, a nâipa Josia chu rêngin an siama.
2CH.34.1	 Josia chu kum riat mi a niin Judai rama rêng a chang irphuta, kum sômthum inkhat Jerusalema an lala. 
2CH.34.2	 nuamlam a thoa, ar chibul Davida omdân angin a oma. Pathian dân chu kuluk takin a zôma.
2CH.34.3	Josia kha kum riat an lal zoiin chu, la nâiinpangte khomsian, a’rchibul Davida Pathian chu a biak zôi tâka; kum minli zoia len vâng chu nam dang pathian biakna hmun irsânghai, Aseri irlimhai le a millim danghai chu an siat vinga. 
2CH.34.4	 Ama thuin a rualhaiin Baal biakna maichâmhai chu an insiata, a kôla mirimhoi hâlna maichâmhai khom an insiata; Aseri irlimhai le a millim danghai chu an insiata, ama biaktuhai thâna an phûma. 
2CH.34.5	 Nam dang ochaihai ruhai chu an pathian biakna maichâma khan an hâla. Khanchu Judai ram le Jerusalem khua chu an thâr irthiang tâka. 
2CH.34.6	Khaangin Manasea hai, Efraima hai le Simeona ram, hmâr tiang Naftalia ram dênin an khopui mi le an rama mihai chu a thâr irthianga. 
2CH.34.7	Israel hmâr tiang bial sûnga maichâmhai le Aseri irlim an siata, millimhai chu a sunkhoia, mirimhoi hâlna maichâmhai khom an siat vinga, Jerusalema a kîr nôk tâka.
2CH.34.8	Nam dang pathian biakna an hektira, ram le tempil a’rthiangtir zoi kum sômhleiriat an lal kumin Josia’n tempil sûng sin insa hrangin mi inthum, Azalia nâipa Safana hai, Jerusalem khua optu Maaseia hai, Joahaza nâipa hruaitu inlaltak Joa hai a tîra. 
2CH.34.9	Levi irchi, lampui hrungtuhaiin tempila sum hmang hrang an irfuang kha, ochai inlaltak Hilkia kuang an irhlana. (Efraima mihai, Manasea mihai le Israel hmâr ram tianga mihai kôl ata le Judai ram mihai, Benjamina ramhai le Jerusalema mihai kuang an irfuang ngai a ni.) 
2CH.34.10	Hi tangka hi, hi mi inthumhai kuta hin an pêka, anni’n chu 
2CH.34.11	mistirihai le in sintuhai kuang lung le thing irchôkna thil lei siat tâkhai, Juda rênghai lei ingaisak loi, bangrua hai, tângkhang hai siam insatna hrangin an pêka. 
2CH.34.12	Sinthotuhaiin kuluk takin sin an thoa, Levi irchia mi minli, Meraria irchia Jehata le Obadia hai, Kohata irchia Zekaria le Mesulama haiin an hruaia. Hi Levi irchihai hi thil tum thei mi inzen an ni. 
2CH.34.13	Khan, puakrik pêltuhai enkoltuhai khom an ni saa, sinthôna sin chu lam i anga khom an enkol maia; khan, Levi mihai chu ziaktuhai, hruai tuhai le mikot vêngtuhai an oma.
2CH.34.14	Sum sia khômna ata tangka an lâkin chu 
2CH.34.15	Safana kuang, “Hi tempil sûnga hin dân bu ki mana,” a tia, a pêka. 
2CH.34.16	Safana khan rêng kuang a fepuia, “Ni ihrilhai chu kin tho zoi ta. 
2CH.34.17	Tempila hrê insa tangka chu kin lâka sinthotuhai le a enkoltuhai hlo hrangin kin pêka. 
2CH.34.18	Hi, Hilkia ni ipêk, lekhabu ki hong chôi,” a tia. Reng inhriat hrangin a tep tâka.
2CH.34.19	Dân bu an itep kha rêngin a hor ngaiin chu a puan an pot thêra, 
2CH.34.20	Hilkia hai, Safana nâipa Ahikama hai, Mika nâipa Abdona hai, lekha irziaktu Safana hai, rêng enkoltu Asaia hai chu a koihaia. 
2CH.34.21	Hi dân bu chungchâng thua ki isanhai, Israel le Judai rama la dam sunhai hrangin, 
2CH.34.22	Hilkia le rêngin mi a itîr danghai chu Tokhata nâipa Saluma dôngma deipu Huldaii kuang an fea, Tokhata hi Hasra nâipa a ni, Saluma hi tempila ochai tukfam enkoltu Jerusalem kho thara om a ni. Thil omdân a hrila. 
2CH.34.23	Reng kuang a tîr nôka, 
2CH.34.24	 thu chu hiang hin an hriattira: “Reng inhriatin an tepsuaka, lekhabu irzuata khosâlnahai kha Jerusalem le a sûnga omhai chunga intungtir ki ti. 
2CH.34.25	Anni hnôla, pathian dang kuang thilinhlanhai an inhlana, an sintho’n ki ning an inmurtir a ni. Jerusalem chunga ki ning an mur tak taka, dâi thei lik no ni. 
2CH.34.26	Reng chungchâng rêk kha chu, keima 
2CH.34.27	ni’rleta, ni’rhnuai tâka. Jerusalem le a sûnga mi hrem ki ti, ki ti lai khan poi ti takin ni puan ni ir-ekthêra, ni chapa. 
2CH.34.28	Jerusalem chu ni thi zoi le vai hrem ta ki ti, irtharngam takin nan thitir ki ti,” tiin. Kha thu chôiin mihai chu rêng kuang an hong kîr nôka.
2CH.34.29	Reng Josia chu Judai ram le Jerusalema ulianhai chu a koibukhaia. 
2CH.34.30	Ochaihai le Levi irchihai chu tempila an fea, mi irchong le inrianghaiin an zuihaia. Rengin tempil sûnga thuthung bu an ihrût kha mipuihai makunga an tepa. 
2CH.34.31	Reng ngîrna hranga inkung chopui kôla khan a ngîra, 
2CH.34.32	Benjamina-hai le Jerusalema om murdi chu thuthung vong hrangin chong an kungtirhaia. An puhai Pathian le thuthung lei sin sai tho hrang omhai chu Jerusalema mihaiin an thoa. 
2CH.34.33	Reng Josia chu Israel mihai ram sûnga millim intirom tak tak chu an siat vinga, a dam sûng chu kha mihai kha an irchibulhai Pathian 
2CH.35.1	Reng Josia’n 
2CH.35.2	Ochaihai chu tempila an sin hrang a sem pehaia, sataka sin hrangin an thorhaia, 
2CH.35.3	 ta hranga ser bîka, dân irziaktu Levi irchihai khom hiang hin a hrilhai. “Davida nâipa Solomona in sin sûnga khan Thuthung Bôm hi chu se roi, nangni irzôn kochok nang ta no ni. Nin Pathian 
2CH.35.4	A chi chiin tempila nin omna hranga om unglân, nin itho hrang rêng Davida le a nâipa Solomona inkung ang khan tho roi. 
2CH.35.5	Sin nin irsem tena Israel in sûng mihai changpuitu hrang mi senkhat nangni bê ki ta, 
2CH.35.6	 ferkân kûta sa hrang kêlbelra le kêl nin ithat hrang a ni. Atûn irthâr irthiang roi, an thilin hlan hranghai inhlanpuihai unglân, Mosia kuang 
2CH.35.7	Mipuihai hmang hrangin Josia’n ama sâhai laia mi kêlbelra hai, kêlbelrate hai le kêltak sîngthum le sehrâtchal sângthum a thata. 
2CH.35.8	A ihruai mi lianhai khomin mipuihai, ochaihai le Levi irchihai fâk hrang an tho saa. Tempil hruaitu ochai inlaltak Hilkia hai, Zekaria hai le Jehiela haiin belrate le kêltak sînghni sângruk le sehrâtchal irzathum, kût sûnga thilinhlana inhlan hrangin ochaihai chu an pêka. 
2CH.35.9	Levi irchihai hruaitu Konania hai, Semaia hai le a sangpa Nethanela hai, Hasabia hai, Jeiela hai, Jozabada haiin kêlbelrate le kêltak sângringa le sehrâtchal irzaringa, Levi irchihai thilinhlana hmang hrang an tho saa. 
2CH.35.10	Ferkân kût hmangna hrangin itinrêng an infel zoiin chu, an omna hmun inkunga an oma. 
2CH.35.11	Kêl le belra an that zoiin chu Levi irchihaiin a vun an hlâia, ochaihaiin a thisen kha maichâma an intheka. 
2CH.35.12	Hâlirvôm thilinhlana hmang hrang chu Mosia dân bua a irziak anga inhlan hrangin an sema. 
2CH.35.13	 Levi irchihai chu dân angin ferkân kût hme chu an hâl inhmina, hme irthiang senkhat chu bêla hai, thîr bêla hai, bêl lianhaia an suanga, a hme chu mipui an semhaia. 
2CH.35.14	Kha zoiin chu anni fâk hrang le Arona irchi ochaihai hrang an suang nôka, ochaihai khan hâlirvôm thilinhlan le an thilinhlana a thâi hâlna mei chu zânkhuain an buaipuia. 
2CH.35.15	 thil tum thei mi, Asafa irchi, Levi irchi, hihai hi rêng Davida tho dân angin an omna hrang hmuna, Asafa hai, Hemana hai, Jeduthuna hai, rêng deipuhai hin sin an thoa. Tempil hrungtuhai hrang khom irthon nang maka, an rual Levi irchi, mi danghai khan ferkân kût hme chu an lei sinsiam pehaia. 
2CH.35.16	Reng Josia thu angin 
2CH.35.17	 Sûn ruk sûng chu ferkân kût le bai chol pol loi kût chu Israel mihaiin an hmanga. 
2CH.35.18	Deipu Samuela thi zoiin hianga roiinpui hin ferkân kût la hmang ngai mahaia. Reng Josia hai, ochai hai, Levi irchihai, Juda le Israel rama omhai le Jerusalema omhaiin ferkân kût an ihmang ang hi la hmang ngai mahai. 
2CH.35.19	Reng Josia kum sômhleiriat an lal kumin an ihmang a ni.
2CH.35.20	Reng Josia’n hiang dôra tempil a’rvôtir zoi hin Aigupta rêng Nekoa chu Eufrates tui kôla, Kharkemisa, irdoi hrangin a sipaihai a hruaia. Josia’n lei danh a tuma. 
2CH.35.21	Nekoa khan, “Nang Juda rêng, hi thila hin ite ni kopna hrang om ma. Nang doi hrangin zuang ma ung, ki râlhai doi hranga zuang kêng ki ni. Pathianin irhnot hrangin a ni tia, keima tianga kop a nia, khasikin ni lei khâl tum no ro, nan siatna a ti,” tiin palai a tîra. 
2CH.35.22	Josia’n lei doi a tum maia, Nekoa hmanga Pathian thu hril chu nuam maka, a irvo danglamin, Megido phâia an irdoina khan a fea.
2CH.35.23	An irdoi lai khan Aigupta sipaihai thalin Josia kha a tok tâka. A tâli chalaitu kuang, “An nin phop innatir hraia, irdoina hmun ata hi ni suakpui ro,” a tia. 
2CH.35.24	Ama tâli ata an irzôn suaka, tâli dang chunga an siaa; Jerusalema an tuanga. A thia, rênghai thâna an phûma, Judai ram le Jerusalem mihaiin an inhroia, an sûnpuia.
2CH.35.25	Deipu Jeremia chu Josia sûnna hla a phuaa, Israelhai laia hla sak mi, nupang le pasal rêng sûnna hla an saka. Sûnna hla irziak khômna bua, kha hla kha a chuanga. 
2CH.35.26	Josia thil tho murdi le 
2CH.35.27	a phut ata a mong dênin a thurchi chu Israel le Juda rênghai thurchi irziakna khan a ichuang ving a ni.
2CH.36.1	Judai rama mihaiin Josia nâipa Joahaza chu rêngin an inthanga, Jerusalema sahriak an pola. 
2CH.36.2	Joahaza chu kum sômhni inthum a niin Judai rama rêng a changa, tha thum an lal irmana. 
2CH.36.3	Aigupta rêng Nekoa’n sala a chela, Judai ram chu, khâzana tangkarua her sângthum irzaminli le rângachak her sômthum minli an chôitira. 
2CH.36.4	 Khan, Nekoa’n Joahaza upa Eliakima chu Judai rama rêngin a siama, a’rhming khom Jehoiakima tiin a phua nôka, Joahaza chu Aigupta rama a hruaia.
2CH.36.5	 Jehoiakima chu kum sômhni ringa a niin Judai rama rêng a changa. Jerusalema kum sômhleikhat an lala. 
2CH.36.6	 Babulon rêng Nebukadnezara chu Judai ram a doia, Jehoiakima chu a chela, thîrhrui leh khitpumin Babulon-a a hruaia. 
2CH.36.7	Nebukadnezara’n tempila thil hlu senkhat chu a chôi pea, Babulon khua, a ina a siaa. 
2CH.36.8	Jehoiakima sintho murdi chu, thil intirom tak tak a ithohai le thil sual a ithohai chu Israel le Juda rênghai thurchi irziakna bua a chuang ving a ni; ama irthûlin a nâipa Jehoiakina chu an lal tâka.
2CH.36.9	Jehoiakina chu kum sômhleiriat mi a niin Judai rama rêng a changa, Jerusalema tha thum le sûn sôm an lal irmana. Ama khom 
2CH.36.10	 Kholum a hor phut tiang chu rêng Nebukadnezara a honga, Babulon sala a hruaia; tempila thil hlu murdi a chôipai vinga. Nebukadnezara’n Jehoiakina sangpa Zedekia chu Judai ram le Jerusalema rêngin a sia tâka.
2CH.36.11	 Zedekia chu kum sômhni inkhat mi a niin Judai rama an lala. Jerusalama kum sômhleikhat sûng an lala. 
2CH.36.12	 mithmua thil sual a thoa; 
2CH.36.13	 Zedekia chu Nebukadnezara ata tehel a zonga, Pathian irhmingin iam omna thu an kungpuia, rêngin a siam tâka. Tukullian a songa, irlet nuam maka, Israelhai Pathian 
2CH.36.14	Juda ulianhai, ochaihai le mipuihai lakin an kôlvêla nam sualhai omdân lâkin, 
2CH.36.15	Tempil le a mihai chu a san nuamhai sikin, mipuihai irchutir hrangin an irchihai Pathian khan deipuhai a tîrhai maia. 
2CH.36.16	Khannisian Pathian mi tîrhai chu an lei manêphaia, an thu lak ite la pehai mahaia. Deipuhai chu innuisanhaiin, inhnung tiang chu 
2CH.36.18	Babulon rêngin tempil kha an moka, thilhlu an ihrêhai a lâka, rêng in le mi lianhai ina thil omhai khom Babulon-a a chôi vinga. 
2CH.36.19	Tempil le kho sûnga inhai chu a hâla, khopui kul bang neihai a seta. 
2CH.36.20	 A thi zoi loihai chu Babulon-a a hruaihaia, ama le a rualhai chu suaka, Persia hai an hong tung dênin an oma. 
2CH.36.21	 Jeremia bâia 
2CH.36.22	Persia rama rêng Kura an lal phut kumin, 
2CH.36.23	 “Hi hi Persia rêng Kura thupêk chu a ni. 
EZR.1.1	 Persia rêng Kura inlal kum khatna deipu Jeremia hmanga a lei ihril tâk kha 
EZR.1.2	 “Persia rêng Kura’n hiang hin a ti, ‘Rammuala ram murdi chu 
EZR.1.3	Nin laia ama mihai murdi chunga Pathian chu om ri se; khanchu Judai ram Jerusalema fehai sian, 
EZR.1.4	Mi tukhom, kho hmuna khom inhnotsuaka om khom ni sian, an omna hmuna Pathian in hrangin, an nuam thua tho hrang ni loiin, sumru, le rângachak, bungruahai le sahai khom lei changpui ri sehai,’ tiin.
EZR.1.5	Khasikin, Juda le Benjamina irchi, in sûnga a lu u ualhai, ochaihai, Levi hai, Jerusalema 
EZR.1.6	Anni lungrîl nuamlam anga ni loiin, an kôla mi tamtak sumrua siam bungrua, rângachak, sahai, le thil hlu tamtak pêkin, an changpuihaia. 
EZR.1.7	Reng Kura khomin, Nebukadnezara’n 
EZR.1.8	a isiahai kha Persia rêng Kura’n a enkoltu Mithredata kha an kêlsuatira, a tepa, Judahai hruaitu Sesbazara kuang a pêka. 
EZR.1.9	Khan hihai hi a om zât chu a ni: rângachaka siam tâbor sômthum, sumrua siam tâbor sângkhat chemte sômhni kuak; 
EZR.1.10	rângachak khilât sômthum, sumrua khilât chi da dang irzaminli sômkhat, bungrua dang sângkhat le 
EZR.1.11	Rângachak le sumrua bungrua murdi chu sângringa irzaminli a ni. Sal intânghai chu Babulon ata Jerusalema an hruaihai lai khan Sesbazara khan hihai murdi hi a hong ichôi a ni.
EZR.2.1	Judai rama mi sala hruai, Babulon rêng Nebukadnezara’n a ihruai, Jerusalem le Judai rama kîrhai, mi tin mâni khua tianga kîr nôkhai chu hihai hi an ni. 
EZR.2.2	Hihai hi Zerubabela, Jesua, Nehemia, Seraia, Reelaia, Mordekaia, Bilsana, Mispara, Bigvaia, Rehuma, le Baasa hai an ni. Israel mi pasal sa tam lam chu: 
EZR.2.3	Parosa irchihai chu 2,172, 
EZR.2.4	Sefatia irchihai chu 372. 
EZR.2.5	Ara irchihai chu 775. 
EZR.2.6	Pahat-Moab irchi laia Jesua le Joaba irchihai chu 2,812. 
EZR.2.7	Elama irchihai chu 1,254. 
EZR.2.8	Zatua irchihai chu 945. 
EZR.2.9	Zakai irchihai chu 760. 
EZR.2.10	Bania irchihai chu 642. 
EZR.2.11	Bebaia irchihai chu 623. 
EZR.2.12	Azgad irchihai chu 1,222. 
EZR.2.13	Adonikama irchihai chu 666. 
EZR.2.14	Bigvaia irchihai chu 2,056 
EZR.2.15	Adina irchihai chu 454. 
EZR.2.16	Atera, Hezekia an iti irchihai chu 98. 
EZR.2.17	Bezaia irchihai chu 323. 
EZR.2.18	Jora irchihai chu 112. 
EZR.2.19	Hasuma irchihai chu 223. 
EZR.2.20	Gibara irchihai chu 95. 
EZR.2.21	An irchihai ata hi khuaa omhai khom hiang hin an hong kîra: Bethlehem mihai chu 123. 
EZR.2.22	Netofa mi chu 56. 
EZR.2.23	Anathot mi chu 128. 
EZR.2.24	Azmaveta mi chu 42. 
EZR.2.25	Kiriath-Jarima, Kefira, Beerota mihai chu 743. 
EZR.2.26	Rama le Geba mihai chu 621. 
EZR.2.27	Mikmas mihai chu 122. 
EZR.2.28	Bethel le Ai mihai chu 223. 
EZR.2.29	Neboa mihai chu 52. 
EZR.2.30	Magbis mihai chu 156. 
EZR.2.31	Elam danga mihai chu 1,254. 
EZR.2.32	Harima mihai chu 320. 
EZR.2.33	Loda, Hadida le Ono kho mihai chu 725. 
EZR.2.34	Jerikova mihai chu 345. 
EZR.2.35	Sena mihai chu 3,630.
EZR.2.36	Ochaihai: Jesua in mihai laia Jedaia irchihai chu 973. 
EZR.2.37	Imera irchihai chu, 1,052. 
EZR.2.38	Pasura irchihai chu 1,247. 
EZR.2.39	Harima irchihai chu 1,017 an ni.
EZR.2.40	Levi irchi: Hodavia irchi Jesua le Kadmiela irchihai chu 74 an ni. 
EZR.2.41	Hla saktuhai: Asafa irchihai chu 128 an ni. 
EZR.2.42	Mikot hrungtu irchihai: Saluma irchihai, Atera irchihai, Talmona irchihai, Akuba irchihai, Hatila irchihai, Sobaia irchihai chu an rênga irchunin 139 an ni.
EZR.2.43	Nethinim hai: Ziha irchihai, Hasufa irchihai, Tabaota irchi, 
EZR.2.44	Kerosa irchihai, Siaha irchihai, Padona irchihai; 
EZR.2.45	Lebana irchihai, Hogabaha irchihai, Akuba irchihai; 
EZR.2.46	Hagaba irchihai, Samlaia irchihai, Hanana irchihai; 
EZR.2.47	Gidela irchihai, Gahara irchihai, Reaia irchihai; 
EZR.2.48	Rezina irchihai, Nekoda irchihai, Gazama irchihai; 
EZR.2.49	Uza irchihai, Pasea irchihai, Besaia irchihai; 
EZR.2.50	Asna irchihai, Meunima irchihai, Nefisima irchihai; 
EZR.2.51	Bakbuka irchihai, Hakufa irchihai, Harhura irchihai; 
EZR.2.52	Bazlutha irchihai, Mehida irchihai, Harsa irchihai; 
EZR.2.53	Barkosa irchihai, Sisera irchihai, Tema irchihai; 
EZR.2.54	Nezia irchihai, Hatifa irchihai.
EZR.2.55	Solomona siahlo irchihai: Sotaia irchihai, Hasofereta irchihai, Peruda irchihai; 
EZR.2.56	Jaala irchihai, Darkona irchihai, Gidela irchihai; 
EZR.2.57	Sefatia irchihai, Hatila irchihai, Pokeret-hazebaima irchihai, Amia irchihai:
EZR.2.58	Nitin mihai murdi le Solomona siahlo irchihai chu 392 an ni. 
EZR.2.59	Khan mi 652 Delaia irchihai, Tobia irchihai, Nekoda irchihai, Telmela ata, Tel-harsa khuahai, Kerub khuahai, Adam khua le Imer khua ata hong suak an om sa, 
EZR.2.60	khannisian Israel mi an ini le ni loi sui thei mahaia. 
EZR.2.61	Khan ochai irchihai laia Habaia irchihai, Hakoza irchihai, Gilead mi Barzilaia nâinu mi dôngma neia an irhming irput Barzilaia irchihaiin, 
EZR.2.62	irlo suina irhming irziak hmu zoi mahaia, khasikin ochaia pom ni thei mahai. 
EZR.2.63	 Ram optuin Urim le Thumim hmang hranga ochai a om mâka chu bu irthiang nêk an khapa.
