MAT.1.1	Abraham le David a pasalnai Jisu Khrista hongkanthuina pa le puthui rabu ha hi ani.
JHN.11.31	Jiw mingai ning Meri inna lung hui lui tak an om han, Meri in a ngirra a rak tak a che an mu pha a nuk an lui jui; ajarko anmanin Mari ha thanna a che avachap rang mo tia an ngaidon. 
JHN.11.32	Meri ning Jisu om na mun a mu pha han, a mai akuna, ‘Puma, nang hin na lui om inko ka naipangpa lui thi noning a ti.’ 
JHN.11.33	Jisu ama achaple Jiwngai chaplim a mu han, a lung a tam atokjui. 
JHN.11.34	Jisun a ti, “A ma hon mo nanphum? Han anmani ning anti Puma hongnang enro.” 
JHN.11.35	Jisu a chap. 
JHN.11.36	“Jiwngai anti, enru a man i duk a lung isiat amo?” 
JHN.11.37	Tak-ha anmani mi aviarin anti, “Amitdel ham alui mandam nimak mo? A man thina tenna Lazarus ha manring tornoningmo?”
JHN.11.38	Han Jisun alungtok a than tiang a che jui, thankhurha lunga anluising. 
JHN.11.39	Jisun lung khek ranga chong a pek jui, A thipa a char nu Martha ning a ti, puma kanphumna nimanli ani jui arimsiatrang ani jui. 
JHN.11.40	Jisun Numeinu jiang a ti, “Nang na takngai na a om inko Pathian lianpui na nimurangke ka na ti nimak mo?” 
JHN.11.41	Anmanin lung ha an lui suak jui, han Jisun chung tiang a en na a ti, “A pa ka na manpak kanalamna rakip na na jot pe.” 
JHN.11.42	Kana lam na rakip nang in nanajetpe tile hiva mitamngain Nang in kei na na hong tir tihi tak an ngai na rang ka na lam ani. 
JHN.11.43	Hiva a ti suale, rasaring tak a hong ti, “Lazarus hongsuakro.” 
JHN.11.44	A thipa ha a kut a ke anchun chunga a hong suak jui, hale a mahi puan na an lui khit “Jisun anmani jiang a ti, ama hi sutnang man che taru.”
JHN.11.45	Meri inna a hong mitamngai ning om Jisun i tho chuan ha an mua tak an ngaijui. 
JHN.11.46	Mi aviar inko Pharisi ngai jiang ankirra, Jisun itho chuan rakip ha an ripejui. 
JHN.11.47	Thiampulian le Pharisingain kan chun na an nei a anti. Ija mo kalo tarang hiva mi chunga angakpa rakip itho hi ko? 
JHN.11.48	keinin ama hi hingan a thei jak kanmasua inko, mingain ama hi tak ngain nan ta, han Rom mingain hong nanta kan biakinn le kanjat tenna nasutrang anni. 
JHN.11.49	Hava kumma thiampulian kajapha ning a ti, nang nin iom jetmakcheu. 
JHN.11.50	Jat khat in imangver nek inko miring khat ithi lam asat tihi nang nin ngaidon tor mak che u mo? 
JHN.11.51	A man hiva arihi a bing rang nimak, hava kumma a man thiampulian khat a chang jarra, Jiwngai rang Jisun a thi rang ha a man tashanthei anga a ri. 
JHN.11.52	Anmani rang jak ni luia Pathian mingai a kan thechaia omngai ha taksa khat jak chang na rang om ani. 
JHN.11.53	Hava nikhuo ten han Jiwngai ning Jisu that na ranga an kan siamjui. 
JHN.11.54	Han Jisun Judia ram sunga kandorem lai mak, tak-ha, a man ramtong lianna a om Epraim khuo han a thiamruoingai le alui om. 
JHN.11.55	Jiwngai kan na ut ha a hong nai phat han, mirakip taksa man thiang na ranga, ankhuo tenna phut Jerusalem ma an hong jui. 
JHN.11.56	Han anmanin Jisu ha an lui tok, biakinn sunga an ngirra khat le khat an lui kan dingkel, nang nin imo nan ngaidon? A ma kan na ut hin hongnoning mo? 
JHN.11.57	Thiampulian le Pharisingain mirakip chong an lui pek ha ko, Jisu a om na an jet le chonga na hong peranghan ama churnarang ani.
JHN.12.1	Kanna ut thoranga nikaruk madon han Jisun Lazarus ama omna khuopui, Bethanihin alui che. 
JHN.12.2	Hangahan anmanin Jisu ha nitak bu neknaranga anluivar, han Marthan an sepa alui tho, Jisu le bu nek suam ranga Lazarus om an khat alui ni. 
JHN.12.3	Meri ning Nard Sariak rimhui a man tam kilo her khat a hong choia Jisuke han anot hale a sam han anot hulpe hale arimha inna a sip marjui. 
JHN.12.4	Jisu a thiamruoingai karra Juda Iskariot Jisu juar rangpa ning a ti. 
JHN.12.5	Sariak rimhui mantamhi ruphai riathumma juar a ariang aroi ngai jiang pekmo satmak? 
JHN.12.6	Ariang avai ngaiha a lungsiat jarra hiva chong hi ari nimak, tak-ha ama ko arukmi alui ni, jarra a puan kok a kei sua a man aluithunjot ani. 
JHN.12.7	“Jisu a hong ti, Kei an na phum na rang nikhuo a tung maje, numeinu a lungdo han tho rase. 
JHN.12.8	Ajarko, a riang avai ngaile nan om chak, tak-ha kei ko nang ni le om chak nonising.”
JHN.12.9	Jiw mitam tak in Jisu hi Bethania a om ti chong an jet, anmanin an che jui, Jisu anmujot jak ni luia Jisun athi tenna phut a man ring Lazarus an en jot jarra an che ani. 
JHN.12.10	Han thiampulianngain Lazarus that na ranga chong an kansiamjui. 
JHN.12.11	Ajarko ama jiang i suak chuan rakip ha Jiwngai a karra a tam lam min Jisu ha tak an ngai jui.
JHN.12.12	Jing ang nikhuo han kan na ut ranga a hong mitam min Jisu Jerusalem ma a hong ti an jet. 
JHN.12.13	Nora na anlek ama le kan muranga anmanin an hong suak a an hong khek, Hosana! Puma minga a hong ama ha Israelngai rengpa ravan satke ani; anti. 
JHN.12.14	Han Jisun sakuarkap khat amua achuanga ahong jui ajarko, chong thiang rabuhan hingahin an lui ri anga ani. 
JHN.12.15	“Zion khopui chit maro!” Sakuarkap khat a chuanga nang jiang a hong. 
JHN.12.16	A thiamruoi ngainko hava phatak hako lui jet ma u tak-ha Jisun lulian banlian tak a mu suale, ama jiang isuok rakip ruia an ngaidonjui. 
JHN.12.17	Jisun than tenna Lazarus a kui suak, a thina tenna aman ring khirlai han mitammin shakhi an lui pek. 
JHN.12.18	Hiva jarra, mitamngain puma ankanmupuia an khat om Jisun hiva chuan angakpa itho ke tiha an jet jui. 
JHN.12.19	Pharisi ngai ning khat le khat an hong ti, enru, keinin ijum thotorlai maksing! Enru mirakip in a nuk an luijui.
JHN.12.20	Ut sunga chubeibuk ranga a hong karra - Grik mi om aviar an lui kan chel. 
JHN.12.21	Hiva jarra Galili ram ma Betsaida khuo han Philip jiang a honga anti, Oja, keini Jisu kan kan mupuijot. 
JHN.12.22	Philip in Andria jiang a manjet hale Andria le Philipin Jisu kol la anripe. 
JHN.12.23	Jisun anmani jiang a sang, Mi Pasalnai Naiha lulian banlian narangphaha ahong jui. 
JHN.12.24	Adik tak kein nang ni jiang kari ani; Gehu ru khat in simleia achula athimak inko, mong khierma, tak-ha athi inko ara tam tak a nei. 
JHN.12.25	Athavang lungsiat ha ning a taksa a manmang, hale hiva ramuol chunga a thavang lungsiat lui ha ning amongtibui ringna ahongtungmaje hanga lui om nati. 
JHN.12.26	Tu ang mi kei kasepa thojotmi an om inko, na jui rase u, kei kaomna mun han kasuakngai om an om rang ani hale ka pa ning om ka suakngai ha manrit nati.
JHN.12.27	“Atun kei ka lung a pong jui imo kitirang? ‘A pa hiva phathi kei jiang hong ma rase?’ Tak-ha hiva pong khodeng theiranga kei hi ka hong ani. 
JHN.12.28	Apa, ‘Puming lianpui na ha nirase, han vanram tenna rasa an khat in a hong ti,’ kein hava mahok lianpui na ha ka man lianjui, hale vei khat kala man lian rang ke.” 
JHN.12.29	Han mitam a ngirra a kol la an ngaija ruo arike aviar ning vanran tenna a man i kan biak puike an hong ti. 
JHN.12.30	“Jisun anmani jiang a hong sang, rasahi kei ranga i hong nimak, nang ni ranga ani. 
JHN.12.31	Atunhi ramuol chunga chongtan na rang le vaihompa deng juan napha ani. 
JHN.12.32	Kei ngal lom hiva simlei tenna annadom inko, mirakip om kei jiang kikei lutde rang ke. 
JHN.12.33	Hiva atinahiko a man ija mo aponga athirang hi atinake. 
JHN.12.34	Mitam ning ama jiang a hong sang, keini dan rabuhan a ti ha ko Mesaia ko amongtibuia a ring theng petrangke. Mi Pasalnai ha ko andomsangke nitihako, tu ha mo ani pasalnai?” 
JHN.12.35	Jisun a sang, ‘Varha nan karra a pha bongkhat jak a om, ajieng in ananangmak na rang nang nin a var lai hin lonru, ajarko ajieng karra a om mi han hon mo kiche tiha jet tor mak’. 
JHN.12.36	Nang nin var ha nanneilai, var ha takngairu; ha aninko nang ni varra om miha chang nanti.
JHN.12.36	Jisun hivahi a ri suale, anmani tenna phut a kan thup jui. 
JHN.12.37	Anmani mai kunga angakpa chuanngaihi a tho pe aninom, amaha tak luingai ma u. 
JHN.12.38	Tashanthei Isaia ning aluiria hong tung na rang ani, “Puma tuning mo tak an ngai rang kan chong rihi? Hale tu jiang mo puma ranak ha namanjetjui? 
JHN.12.39	Hiva jarra anmanin tak lui ngaitormau, Isaia ning veikhat a ti ret. 
JHN.12.40	Pathian ning an mit amanjingpejui, hale ansalungom a dong jui, hiva jarra an mit in mu noni u, ansalungin jet tor noni u, hale anmanin keitiang hong kan hei noni u, tia pathian ning a ti, kei ko anmani ha mandamkati. 
JHN.12.41	Tashanthei Isaia ning Jisu mahok lianpui na ruia Jisu chung changa aluiriha ani. 
JHN.12.42	Ha aninom Jiw ulianrupngain Jisu ha tak an ngai tak-ha Pharisingai Sainagok sunga an nanotcheimak na rang, anta an lui om chian; 
JHN.12.43	ajarko anmanin Pathian ning manpak nek miring in an manpak ha a khel la an dei.
JHN.12.44	Jisun rasa ringa a hong ti, “Tu ang keihi tak a na ngai miha kei jak niluia kei ana hong tir puham tak a ngaiani. 
JHN.12.45	Tu a chang innom kei a na mu miha, kei a na hong tir puham a mu ani.” 
JHN.12.46	Kei tak a na ngai mirakip in veikhat ajieng karra om mak na rang, Kei ramuol la varra ka hong ani. 
JHN.12.47	Tu ang mi ning ka chong a jet, a jui lui miha, kein ama jiang chong tan noning. Chongtan rang kei ramuol la ka hong nimak, tak-ha, sanring ranga ka hong ani. 
JHN.12.48	Kei tak anatel luia ka chong luijotlui miha, ama rang chongtanna ankhat aom; ramuol la kei kirisuak chong hi a torna nikhuo han chongtan nati. 
JHN.12.49	Hivahi adik ani, ajarko Kein kabing rang jak kari nimak, tak-ha, kei a na hong tirpu Ka pa chong pek nuk juia kari ani. 
JHN.12.50	Han ama chongpekhako, kum sot ringna ani tihi kein Kajet, hiva jarra, “Ka pa ning a na ri chong rakip ha kein kari ani.”
JHN.13.1	Kanna ut nikhuo animak ma Jisun ning a pa jiang a chena rang phathi a nai juiti a jet jui, a man ramuol chunga mirakip alungsiat hi ramuol torna khan na ani. 
JHN.13.2	Jisun a thiamruoingai le nitak bu an nek phat han, Simon a pasalnai Iskariot Judaning Jisu juar ranga alung sunga khonam ning chuan, a tho jui. 
JHN.13.3	Jisun a pa lungdo rakip tung na ranga, Pathian tenna ka hong veikhat Pathian jiang kalakirrang tihi a jet. 
JHN.13.4	Tebol tenna anva thuipha, Puman a puanshi atet a diar a luia akong akhitjui. 
JHN.13.5	Han a man khengkuang khat sunga tuihan thiamruoingai ke arasuk a, akongkhit puan a luia an ke anot hulpejui. 
JHN.13.6	Hingahin, puma ning Simon Pitar jiang a hong phak han, a man Jisu jiang a ti, “Puma kake hi na rasuk perangmo nati? 
JHN.13.7	Kei kitho hi atun nang in jet mache tak-ha nuk a nalajet rang ke a ti. 
JHN.13.8	Pitar in puma, nang in kake naluirasuk pengai mak che Jisun a sang, kein na ke kanarasukpe mak inko kathiamruoi a sot nang in chang tor noni che. 
JHN.13.9	Simon Pitar in a hong sang, “Puma, ha aninko kake jak ni luia ka kut le kalu hi jom na rasuk pero!” 
JHN.13.10	Jisun a ti, “Tu a chang innom tui abialsa miha a ke ni luia a dang rasuk rang om mak, nan renga nan thiangver, tak-ha ankhat jak hake a thiang lui.” 
JHN.13.11	Jisun ama ning keihi najuarrang ani; tihi a jet jarra “Nang ni nan renga nan thiangver a thiang lui an khat a om a ti ani.”) 
JHN.13.12	Jisun an ke a rasuk ver suale, diar puan ha a om na tebol la a hong tetkhir jui, “Kein nang ni jiang kithohi nan jet tormo”? Tia aman a hong sang. 
JHN.13.13	“Nang nin keihi Puma hale oja, ti a nannakui, nang nin adik a nanti ani, ajarko, kei nan Puma le nan oja ha ka ni. 
JHN.13.14	Kei nan puma le nan oja ka ni jarra nan ke Kanarasuk pe jui, hava jarra nang nin nom ankhat le ankhat ke ha nan kan rasuk pe rang a suak. 
JHN.13.15	Hiva jarra kei ki tho ang hin, nang ni nom nan tho na rang jet na khat kana man mu ani. 
JHN.13.16	Kei ning adik tak ki na ri ani; Suak ha ning a neipu nek a lian nimak, hale chong choipuhan a hong tirpu ama nek om a lian nimak. 
JHN.13.17	Nang nin hiva adik nai nan jet a chuan ha nan tho aninko iduk a ningsat na nang ni jiang om nati! 
JHN.13.18	Kein nang ni rakip jarra kari nimak, kein Kithang suaksa ngai rang jak kana ri tak-ha chong thiang rabu ning iri nuk juia ani rang ke ani kei kanuk anajui mi ha ning kei a na enda lam anchangrangke. 
JHN.13.19	Chuan hi a hong suak le nang nin kei hi amake tihi nannajet na rang, chuan asuakmakma kein nang ni jiang ka na manjet ani. 
JHN.13.20	Adik tak kein ka na ri ani, kein tuangmi khat katirha aluijot a don miha, kei inajot ani, hale kei a na jot lui ama ha kei a na hong tirpuha ajot lui ani.”
JHN.13.21	Jisun hiva ngai hi a ri suale, a tam a lung aponga phuangna shakhi apek a ati, “Kein a thianga nang ni jiang kanari mi: nang ni karra an khat in kei hi najuarrang ani jui.” 
JHN.13.22	Tu mo itina tiha a thiamruoingai ning jet ma u jarra, anmanin ankhat le an khat anlui kan enjui, 
JHN.13.23	a thiamruoi karra Jisun a lungsiat miha ama asirtak alui ong. 
JHN.13.24	Simon, Pitar ning a hong kan nik a ama jiang avadingkel, “Puma tuha mo nitina? 
JHN.13.25	Thiamruoi ngain Jisu an hong dep, an dingkel jui, Puma ama ha tumo ani?” 
JHN.13.26	Jisun a sang, “Kei ning bulom her khat manchop kata ki pek rang mi ha ani; han ama ning bulom her khat a luia amanchop Suale Simon a pasalnai Juda Iskariot jiang a pek jui.” 
JHN.13.27	Bulom Talha Juda ning aluisua lenle, Seitan ning ama lung sunga alut jui, han Jisun ama jiang a ti, na tho rang chuan ha a rak tak vathoro. 
JHN.13.28	Jisun iriha tebol la om ngain imo itipena tiha khat tening luijetmau. 
JHN.13.29	Juda Iskariot hi ruphai ani jarra, thiamruoi aviar ning, ut ranga nei man rang animakle a riang avai ngai pek ranga phur neinak vachokro atipeke tia an lui ngaidon. 
JHN.13.30	Juda ning tal bulom ha aluisua len le, a rak tak tual a suak jui hava phatha jan alui ni.
JHN.13.31	Juda ning a suak suale, “Jisun a ti Mi Pasalnai le Pathian lianpui na ha a tun amaten mu rang anni jui. 
JHN.13.32	Han Pathian lianpui na ha amaten ava kando inko, hale Pathian miring pasalnai ma hok lianpuina a hong kando inko, han a man arak a vakando rang ani. 
JHN.13.33	Ka naingai kein nang ni le, asot omlai noning, nang nin Kei hi natok nan ta, kein Jiwngai jiang kari anga ‘kei ka chena mun han nang nin hongtor noni che u ha ang han a tun kein nom nang jiang ka na ri.’ 
JHN.13.34	Atun kein chongpekthar khat ka na pek, an khat le an khat kalungsiatru kein nang ni ka na lungsiat ang han. 
JHN.13.35	Nang nin an khat le khat nan lung a kan siat inko, mirakip in kathiamruoike tia na jet rang anni.”
JHN.13.35	(Mat. 26:31-35; Mark. 14:27-31; Luk. 22:31-34) 
JHN.13.36	“Puma hon mo che rang?” tia Pitar in ading kel.
JHN.13.36	“Jisun a sang, kichenahi na jui tornoniche; tak-ha nuk na juiro.” 
JHN.13.37	Pitar ning a ti, “Puma ita mo a tun kinajui tor mak rang?” Kei nang nathi na han ka thi tor.
JHN.13.38	Jisun a hong sang, “Nang keirang tak balla nathitormo? Kein a thiang na ri kati, Ar khongpa ning akhuang mak ma nang in kei hi veithum tak na jot noni che.”
JHN.14.1	“Nang ni nan lung manponga lung kannok a om maru,” ajarko, Pathian ha takngairu hale kei om tak nangairu, 
JHN.14.2	Ka pa inn na om na rang mun atam a om, kein che kata nang ni ranga ki sin kivar rang ani, hava a om mak inko kein nang ni jiang ka na riluirang ani. 
JHN.14.3	Han kei chekata nang ni rang omna mun ka sin suale, kei ka omna mun na nang ni omna ranga, Kein vei khat kana hong tuang rangke. 
JHN.14.4	“Kei ka chena mun ha nang nin nan jet.” 
JHN.14.5	Thoma ning ama jiang a ti, Puma, keini nache na rang mun ha jetmasing, hava mun lut na rang ha ija mo kan jet rang? 
JHN.14.6	Jisun a hong sang, “Kei lam ha ka ni adik hale ring na ham ka ni, keini luia tu khat innom ka pa kol la che noni u.” 
JHN.14.7	Nang nin keihi nan na lui jet inko, nang nin ka pa ham nan lui jet aninko; a tun tenna nan jet nan mu jui ani. 
JHN.14.8	Philip ning ama jiang a ti, “Puma kan pa na man muro, han ko ka lungdo itungranke.” 
JHN.14.9	Jisun a hong sang hiduksot kein nang ni le kaomjui, hale, a tun tenna nilajet lui mo Philip? 
JHN.14.10	Kein ka pa jiang ka om ka pa ning kei jiang a om tihi tak ngaimachemo? Kein nang ni jiang kinarihi, “Jisun a ti, kei ranga ka ri nimak. Tak-ha kei jianga a om ka pa chuan ha kithoke ani.” 
JHN.14.11	Kein ka pa jiang ka om, hale ka Pan kei jiang a om ti chong hi takngairu, animakle kei ka chuan jarra takngairu. 
JHN.14.12	“Kein nang ni jiang adik ki na ri ani, tu an khat ning keihi tak ana ngai miha kei ki tho rakip ha a man tho nati, hale, hiva nek alian chuan ha a man tho nati, ajarko kei kapakolla ka che. 
JHN.14.13	Kaminga nang nin imo khat nan lam inko kein thokati, A pasalnai tenna A pa lianpui na ha nan muthei na rang, nang nin nan nalam rakip ha kei ning ki tho rang ke. 
JHN.14.14	Kei ka minga imo khat nan na lam inko, hava kein ki tho rang ke.”
JHN.14.15	Nang nin kei nan na lungsiat inko ka chongngai hi nan lui nanngai rang ke. 
JHN.14.16	Kein ka pa jiang lamkata hale a man nang ni a na san rang le a na om pui theng pet rangkhat na pek nati. 
JHN.14.17	Hava adik thavang ha nang ni ana om puichak, ramuol inko mutorma, jet om jet mak, nang ninko puma ama ha nan jet; ajarko, puma ama ha nang ni le nankanruoichak hale nan sunga a om jarra nan jet ani. 
JHN.14.18	Kei ka che karra, nang ni ha nan thei jak na mak noning. 
JHN.14.19	A pha bongkhat ko ramuol in keihi namulai noning, tak-ha, nang ninko na mu nanti, kei ka ring jarra nang ni om ring nanti. 
JHN.14.20	Hava nikhuo a hong tung phale, kei ka pa jiang ka om, nang nin kei jiang nan om tiha jet nanti. 
JHN.14.21	“Tu ang min ka chong pek a jet a jui mi ha kei ana lungsiat ani, kei ana lungsiat ama ha ka Pan nom lungsiat nati; kei innom ka lungsiat na ha ama jiang do rang ka ni.” 
JHN.14.22	Iskariot Juda niluia Juda ning a ti, “Puma ija mo ramuol jak niluia keini jiang na thei jak a nikando rang?” 
JHN.14.23	Jisun ama jiang a sang, “Tu ang kei ana lungsiat ha kei ka man chuha a jet a ajui ani. Ka pa innom ama lungsiat nati han, Kapa le kein ama jiang chekanta a kol la om rang kan ni.” 
JHN.14.24	Tu ang mi keihi lung anasiatlui ama ha kachongngaihi juimak. Nang nin chong nan jet a nan jui rakip hi kei jiang tenna nimak, tak-ha kei anahongtier ka pa tenna ani, 
JHN.14.25	Hiva hi “Kein nang ni le ka om lai kinari ani.” 
JHN.14.26	Nang ni ranga ka pa ning, santheina an khat hong tir nati, a man kein kaluiri rakip na manchu nati. 
JHN.14.27	Kein nang ni jiang kalunghip ha ka na pek, ramuol in ka na pek ang chat nimak. Nang ni ning pong le ning dong nanei maru han chit maru. 
JHN.14.28	Kei nang ni na mak kata che rang kanitihi nan jet jui ani nom, nang jiang kilahong keirret rang ke, nang in nan na lungsiat inko, ka pa jianga kiche rang hi nan ning man satru, ama ko kei nek a alian ani. 
JHN.14.29	Hiva ngaihi a hong suak karra tak nanngai na rang, tun a suak mak ma kein nang ni jiang kinaripe ani. 
JHN.14.30	Kein nang ni jiang a sot ri lai noning, ramuol vaihompa honga kei jiang ranak na pek laima. 
JHN.14.31	kein Pathian ramuol ka lung asiat jarra ama chong pek thoro ati rakip kein ka tho, “Hongru kei nin hiva mun tenna phut che tarei.”
JHN.15.1	“Kei darkha kung ha Kani, han ka pa ning rahuan tho pa ani. 
JHN.15.2	Ara om lui kung rakip ha a tan hale ara om rakip ha a khella ara det na ranga achenpe. 
JHN.15.3	Kein nang ni jiang kinaluiri jarra nanthiangsuajui. 
JHN.15.4	Nang nin ka kolla omchak ru, darkha rui ha akunga ajam mak inko ratormak hi ang hin nang ninom ka kolla nan om chakmak inko nanra om noning.” 
JHN.15.5	“Darkha kung ha kei ka ni hale a chang ha nang ni nan ni, kei jiang a om miha, Kein nom ama jiang ka om; ha aratam a om ajarko kei kan chel luia nang nin i om tho tor mak che u.” 
JHN.15.6	Tuangkhat in kei jiang a om chaklui, a maha, a thei jak avuaia acharjui, han anmani ning ankhomma meikhur anthunna an hal kangjui. 
JHN.15.7	Nang nin kei jiang nan omchak a ka chongngai hi nan ompui chak inko, nang nin imo nandeiha nalamru ha nang ni jiang i hong ni rang ke. 
