MAT.1.1	Yisa Masia yejamm piinue na: u din tee David yaaboonne, ki David mun din tee Abraham yaaboonn.
ACT.7.40	ŋaan din bet Aron a wun maa pata, ki bii tee bi ŋmakit damm ki bii waab, ki bia yetɔ a ‘Ŋaan Moses ŋarin, wunba nyinnit Ijipt na, ti ki mi linba teenɔ.’ 
ACT.7.41	Ŋanne ki bi maa patir ki nannɔ naajabik, ŋaan mann marouŋ li paak, ki teen jaamm a bin mantik donnɔ, linba ki bi maa nan bi mɔŋ nii na.
ACT.7.42	“Li paak ki Yennu ji ki goriibi, ŋaan chabib, ki bi ji jiantir ŋmaabira, kaman nan la sɔb biaŋinba Yennu sɔkiniinba gbouŋ ni na, a Yennu yet a
ACT.7.42	‘Israel teeb, ya din kpi bonkobit
ACT.7.42	ki mann marouŋ muuk ni bina piinna na,
ACT.7.42	i din ki mann marouŋ maŋ ki tee min kaa.
ACT.7.43	I din tuu jikit patir Molok lanbouŋo,
ACT.7.43	ki bia din tuu jikit ŋmaabir Refan naauŋo,
ACT.7.43	ki lii tee patir, ki saa namm.
ACT.7.43	Ŋamm tee yenn-nante ki i maa ki jiantir na.
ACT.7.43	Li paak, n sa te ki i datai-n nyinni i tiŋ ni
ACT.7.43	ki saan nani siaminba fɔk ki gar Babilɔnn.’ ”
ACT.7.44	Ŋanne ki Stiifen bia piak a “Ti yejamm din faa Yennu lanbouŋ muuk ni, ki li want a Yennu be namm. Yennue din wann Moses ba sii faa lanbouŋ maŋ biaŋinba, ki bi faa. Li din tee kaman nan Moses nba din lar biaŋinba yerintu ni nee.
ACT.7.45	“Li poorpo, ki ti yejamm ji din tan jii lanbouŋ maŋ ki tur bi waas, ki bi gaar ki mun jikit ki saa nann, ki ŋamm nan Joshua din tan baar nna, ki fat tiŋ nba ki niboorganii daa din yen li yoo na. Yennue din ber nyinn niib maŋ ti yejamm tɔɔnn po, ki lanbouŋ na ji din be nna dik dik dik nan David yoo mun. 
ACT.7.46	David maŋ dudukit din gboot Yennu numm, ki u din tan miar Yennu a wun chabɔ ki wun maa ŋaak ki tur ŋɔɔ Yennu nba din tee u yeja Jakɔb Yennu na. 
ACT.7.47	Ŋaan ŋɔɔ David bija Solomone din tan maa ŋaak maŋ.
ACT.7.48	“Ti lek mi nan Yabint Yennu ki kaar ŋei nba ki niib maa ni kaa. Li tee kaman nan Yennu sɔkinii nba din yet a
ACT.7.49	‘Ti Yomdaanɔ Yennu yet a
ACT.7.49	Sanpaak tee n naangbouŋo,
ACT.7.49	a ki tingbouŋ na mun tee n taakpaktir.
ACT.7.49	I kan fit maa ŋaak nba jaŋ ki turin,
ACT.7.49	ki n foi leŋi.
ACT.7.50	Min kaa din nan bona na kurii?’ ”
ACT.7.51	Ŋanne ki Stiifen lek bia piak ki saa a “I mantik tee nigbaba hei, ki i dudukit bia fɔk nan Yennu bonchiann, ki i ki sak ki yin gbat Yennu maan. I kpan mun yêen nan ki i sak Yennu Seyeeŋ kaman nan i yejamm nba mun din yêt biaŋinba nae. 
ACT.7.52	Yennu sɔkinii sɔɔ din kaa ki i yejamm din ki mukisɔ. Bi bia din kpii binba din poŋ sɔkint a Yennu Popeendaanɔ Masia tan sa baar nawa. Tɔn, ki mɔtana yimme tee damm nba nyii u poor ki bia tee u kpiira. 
ACT.7.53	Yimme bia tee damm nba din gaar Yennu sennu nba ki i yejamm din gaar malakanba nuu ni, ŋaan bia lek ki sakiri na.”
ACT.7.54	Tituk kaanu damm na nba gbiint Stiifen maan maŋ ki bi donn wutoor bonbiir ŋaan gbab mɔgbaba.
ACT.7.55	Ŋanne ki Yennu Seyeeŋ fiir Stiifen ni, ki u yaat ki got Yendɔuŋ ni, ki la Yennu yentsaakar, ki Yisa see ŋɔɔ Yennu niidiitu po; 
ACT.7.56	ki u yet a “Gotir, n la ki sanpaapo loot ki nisaarik Bik see Yendɔuŋ ni, Yennu niidiitu po.” 
ACT.7.57	Ŋanne ki tituk teeb na yikin sanpaapo, ŋaan pii bi tuba; ki bi kura tan lakin wuur baar ki kpirɔ, 
ACT.7.58	ki berɔ ki nyinnɔ doo maŋ ni, ŋaan liat bi liata ki bir naasimɔ nba ki bi yiu Sɔɔl na boor ni, a wuu guu, ŋaan jaat Stiifen tana. 
ACT.7.59	Bi din jaatɔe dik dik dik; ki u din tan yiin ti Yomdaanɔ a “N Yomdaanɔ Yisa, gaat n seek na;” 
ACT.7.60	ŋaan gbaan ki yikin sanpaapowa a “N Yomdaanɔ, daa jikit bi biit na ki biiribi.” U yet nnee ŋaan ji kpo.
ACT.8.1	Ki Sɔɔl din sak ba din yaa bin kpiu na po.
ACT.8.1	Li daar maŋe ki muksubiir din baar Yisaweira nba din be Jerusalem na paak; ki bi kura din nyii yat ki saan Judea nan Samaria yaka po, ŋaan nyik toomiinba na kuukɔɔ leŋ. 
ACT.8.2	Ki yentinsiab din jii Stiifen, ki saan saa piiu, ŋaan mɔ yikin ki fabin bonchiann u paak.
ACT.8.3	Ki Sɔɔl ŋarin din loon wun biir Yisaweirae, ki din lin kɔɔ ŋaak ŋaak, ki so Yisaweira, jab nan poob, ki nyintib ki saa kɔɔntib dansarii.
ACT.8.4	Yisaweira nba din nyii ki yat na ji din saa lokir kur poe ki mɔɔntir Yisa maan maŋ; 
ACT.8.5	ki Filip nyii ki sik Samaria doo ni, ki saa mɔɔnt Yennu Niganntɔɔ Masia po ki tur leŋ niib. 
ACT.8.6+ACT.8.7	Ki nigbouŋ na mun din tikir ki gbiint Filip mɔɔntii maŋ, ki bia la nan u bakitnauŋ toona nba ki u tuun; u din nyinn narinbiit niib bonchiann ni, ki bi yikin sanpaapo ki nyii; ki u bia te ki gbanankpeena damm nan wɔbii bonchiann paak. Li paak din teen ki bi mantik gbiintir u maan fanu nan dudukyent. 
ACT.8.8	Ki parpeenn din be doo maŋ ni bonchiann.
ACT.8.9	Jasɔɔ nna mun din be doo maŋ ni, ki tee nyɔkluurɔ, ki u sann din yi Simon, ki yosau ki u tuu tan tee u bakitnauŋ toona, ki li din bakitir niib kur nba be doo maŋ yakir po, ki u din yi u mɔŋ a u tee nijaanne. 
ACT.8.10	Niib kur nba din tee nijaana nan tarii din baakitɔ, ki bi din tuu yaa a “Jɔɔ na mɔk paŋ nba nyii Yennu boore.” Li paak ki bi yiu Panchiauŋ Daanɔ. 
ACT.8.11	U din tuu tee u bakitnauŋ toona maŋ, ki li bakitirib ki yukira. Li paak ki bi din teeu nibaakir ki bia gbiintir u maan.
ACT.8.12	Ŋaan ki Filip nba din tan baar ki mɔɔntir Yennu naan barŋanii nan Yisa sann po na, jab nan poob din sak u mɔɔntii maŋ, ki u wurib Yennu nyunwuru. 
ACT.8.13	Simon mɔŋ mun din teen Filip maan yada, ki u wurɔ. Ki u teen Filip weinanlɔɔ, ki laat bakitnauŋ toonjaana nba ki u tuun na, ki li tuu yaar ŋaan litɔ.
ACT.8.14	Ki Yisa toomiinba nba din be Jerusalem gbat a Samaria teeb gaar Yennu maan maŋ; ki bi din tun Piita nan Jɔɔnn, 
ACT.8.15	ki bi sik Samaria ki saa miar Yennu bi paak, a bin gaar Yennu Seyeeŋ, 
ACT.8.16	kimaan Yennu Seyeeŋ maŋ daa din ki sik bi sɔɔ ni. Bi kpan din wurib Yennu nyunwuru nan ti Yomdaanɔ Yisa sann ni kuukɔɔe. 
ACT.8.17	Ki Piita nan Jɔɔnn yii bi nii bi paak, ki bi gaar Yennu Seyeeŋ.
ACT.8.18	Simon nba din la ki toomiinba na nba yiin bi nii niib paak, ki Yennu turib Seyeeŋ na, ki u yaa a wun tur toomiinba na likirii, 
ACT.8.19	ŋaan yetib a “Chabimin mun yikoo na man, ki n mun tuu yii n nii sɔɔ paak, ki wun gaar Seyeeŋ maŋ.” 
ACT.8.20	Ŋaan ki Piita betɔ yaa a “A sa kpo yiake nan a likirii maŋ, kimaan a dukii mi a a sa gaar Yennu piinii nan likiriie. 
ACT.8.21	Li paak na, a lek kan tun siar ti toonn na ni, kimaan a par ki be fanu nan Yennu. 
ACT.8.22	Li paak, i mɔk parbiir nan a dudukbiit na, ki lebit a sɔnii ŋaan kii mei Yennu; li pasiari u sa nyik chaba nan a dudukbiit maŋ, 
ACT.8.23	kimaan n la nan a gbee nan nɔɔntonte, ki bia tee biit yommike.” 
ACT.8.24	Ki Simon jiin betib a “Miat i Yomdaanɔ ki turin man, ki linba ki i yet na, ki li ji daa baat n paaki.”
ACT.8.25	Tɔn, li poorpoe ki Piita nan Jɔɔnn din pak siara ti Yomdaanɔ po ki tur niib, ki bia mɔɔnt u maan, ŋaan ŋmat ki saan Jerusalem. Ba din saa nee, ki bi din mɔɔntir Yisa barŋanii Samaria digbanbis ni bonchiann.
ACT.8.26	Ŋanne ki ti Yomdaanɔ malaka tan baar bet Filip a “Fiit saan tɔkin sɔnu nba nyi Jerusalem ki siik Gasa na.” Leŋ din tee tinpere. 
ACT.8.27+ACT.8.28	Ki Filip fiir ki saan. Tɔn, ki Etiopia jatɔɔkir nna mun din nyii u sɔnu ki kun. Jɔɔ maŋ din tee nijaann nba tee Etiopia poobat nba ki bi yiu Kandes na likirii karachinba yudaanɔe. U din saan Jerusaleme, a wun saa jiant Yennu, ki din tan ŋmat ki kun, ki kar u toruk ni, ki taanii daarɔ.
ACT.8.27+ACT.8.28	Wa din kar ki saa yoonba, ki u karin Yennu sɔkinii Aisaya gbouŋ ni. 
ACT.8.29	Ki Yennu Seyeeŋ yet Filip a “I saa nakin toruk na.” 
ACT.8.30	Ki u chiar saan nakin leŋ, ki gbat ki u karin Yennu sɔkinii Aisaya gbouŋ ni. Ki u boiɔ a “A bann linba ki a karin na paakii?” 
ACT.8.31	Ki u jiin a “Nlee ki n sa bann li paaki, ki li ki tee ki sɔɔ wannin kaa?” ŋaan barin Filip a wun kɔɔ wannɔ. Ki u kɔɔ toruk maŋ ni ki bi lakin kar.
ACT.8.32	Yennu gbouŋ maan nba ki jatɔɔkir maŋ din karin na, ŋannii na a
ACT.8.32	“Ki u sak saan kaman nan peeuk na ki bi daarɔ a bin saa kpiu.
ACT.8.32	a ki u ŋmin kaman nan pebik nba ki bi tuu pot pot u kobit ki u ŋmin na,
ACT.8.32	a ki u ki yaat u mɔbi,
ACT.8.33	a ki bi sikin u baakir
ACT.8.33	ki yêt bin bu u buut bonŋann,
ACT.8.33	a u din ki mɔk yaaboona,
ACT.8.33	a kimaan u manfoor ji jit tingbouŋ na niwa.”
ACT.8.34	Ki jatɔɔkir na boi Filip a “Betirin, ŋmee ki sɔkinii na yeen na? U yeen u mɔŋ amii sɔɔe?” 
ACT.8.35	Ki Filip piin siaminba ki jatɔɔkir maŋ karin na ki saa, ki piak Yisa barŋanii.
ACT.8.36	Ba tɔk sɔnu maŋ ki siik yoonba, ki bi la nyun nna dɔɔ. Ki jatɔɔkir na yetɔ a “Gotir, nyume na. A bee yaa lin teen ki a kan wurin Yennu nyunwuru?” 
ACT.8.37	Ki Filip yetɔ a “Li-i tee ki a teen Yisa yada nan a par kura, n sa wurawa.” Ki u jiin a “N teen yada nan Yisa Masia tee Yennu Bijae.” 
ACT.8.38	Ki jatɔɔkir maŋ te ki taanii na set, ki ŋɔɔ nan Filip sik nyun na ni, ki Filip wurɔ Yennu nyunwuru. 
ACT.8.39	Ki bi tan nyii nyun na ni ki doo; ki Yennu Seyeeŋ jii Filip ki yaat nanɔ, ki jatɔɔkir na ji ki lau; ŋaan ŋamm soor u sɔnu ki kun nan parpeenn.
ACT.8.40	Ki Filip ji din saa be Asotusewa, ki din lin digbana kur ki mɔɔntir Yisa barŋanii mɔkmɔk nan wa din tan baar Siisarea.
ACT.9.1	Tɔn, Sɔɔl lek bia din fɔɔ kɔnfɔɔt, ki yeen a u sii dint ti Yomdaanɔ Yisa poorpoweiteeb biak, ŋaan kpib; ki tan saan Yennu jiantu yudaanɔ boor ni, 
ACT.9.2	a wun gaar kadaat, a ki saan Damaskus ki saa wann Yenjiantu diit yudamm, a wu sii la wunba waa Yisa sɔnu maŋ, jɔɔ amii poo, see wun soorib ki lorib ki jen namm Jerusalem.
ACT.9.3	Tɔn, wa ji din saa yoonbae ki saa per Damaskus, ki yentu nyii sanpaapo, ki sik yent lintɔ. 
ACT.9.4	Ki u baa tiŋ ni, ki gbat ki kunkɔr yiu a “Sɔɔl, Sɔɔl, bee ki a mukisirimi?” 
ACT.9.5	Ki u boi a “N Yomdaanɔ, ŋmee?” Ki kunkɔr na jiin a “Min Yisae, ki a mukisirin. 
ACT.9.6	Ŋaan fiit ki saan doo na ni, ki bi sa saa beta fa ji sa teen biaŋinba.”
ACT.9.7	Li yoo na, jab nba din chiant Sɔɔl na ji biar set surimm. Bi din gbia kunkɔr na ŋarin, ŋaan ki laat sɔɔ. 
ACT.9.8	Ki Sɔɔl tan fiir tiŋ ni, ki munt u nunii, ŋaan ki laati. Ŋanne ki bi dat u nuu ki saan nanɔ Damaskus. 
ACT.9.9	Damunjaa ŋanntaa ki u ki fit laati. Li daa maŋ ni u din ki dii amii ki nyuu siari.
ACT.9.10	Ki Yisaweisɔɔ din be Damaskus maŋ, ki u sann yi Ananias, ki ti Yomdaanɔ yiinɔ yerintu ni a “Ananias!” Ki u jiin a “Mine na, n Yomdaanɔ.” 
ACT.9.11	Ki ti Yomdaanɔ yetɔ a “Fiit ki saan tɔkin sɔnu nba yi Sɔnsun-sonn na ki saa kɔɔ Judas ŋaak ni, ki boi jɔɔ nba nyii Tasus ki u sann yi Sɔɔl na po. U mei Yennue mɔtana, 
ACT.9.12	ki u la jasɔɔ yerintu ni, ki u sann yi Ananias, ki u kɔɔ ki jii u nii ki yii u paak, a wuu jikii laat.”
ACT.9.13	Ki Ananias jiin a “N Yomdaanɔ, niib bonchianne piak jɔɔ na po, ki jikit saa biaŋinba kur ki u tuun a mɔŋ niib Jerusalem. 
ACT.9.14	U daan gaar yikoo jiantu yudamm boor ni, ki baar nna, a wun soor wunba kur yi a sann.” 
ACT.9.15	Ki ti Yomdaanɔ betɔ a “Fini saawa! a ŋɔɔe tee wunba ki n gannɔ a wuu tuun n toonn, ki te ki boorganu nan bi kpanbara nan Israel teeb-n bann n sann, 
ACT.9.16	ki n mɔŋ sa wannɔ muksuk nba kur ki u sa di n paak.”
ACT.9.17	Ŋanne ki Ananias saan kɔɔ ŋaak na ni, ki yii u nii Sɔɔl paak, ŋaan yetɔ a “N naa bik Sɔɔl, n Yomdaanɔ Yisae tumin. Ŋɔɔe tee daanɔ nba ki a daan baat nna ki tan lau sɔnu paak na, ki u tumin a n tan te ki a-ii jikii laat, ki bia gbee yent nan Yennu Seyeeŋ.” 
ACT.9.18	Li taakpaak ni ki siar tabit u ninbina ni ki baa, ki naan nan janwɔka na, ki u ji laat jik, ki fiir set; ki bi wurɔ Yennu nyunwuru. 
ACT.9.19	Ŋanne ki u dii jeet ki paŋ jen.
ACT.9.19	Li yoo na ki Sɔɔl din lakin be nan Yisaweira kaman nan daa ŋannlee na Damaskus, 
ACT.9.20	ki din saan yiama Yenjiantu diit ni, ki mɔɔntir Yisa po, a Yisa kpan set tee Yennu Bijae. 
ACT.9.21	Binba kur din gbat u mɔɔntii maŋ, li din teemm yaarlituko, ki bi boi a “Jɔɔ na kaa daan kpi binba yi Yisa sann Jerusalem na-aa? U yaan ki baar a wun soor ki lor Yisaweira, ki ŋmat namm ki saa turib Yennu jiantu yudamm kaa na-aa?”
ACT.9.22	Ŋaan ki Sɔɔl mɔɔntii maŋ bia lek ŋammit ki pukii nan Yennu paŋ, ki u maan maŋ want nan Yisae set tee Yennu Niganntɔɔ Masia ki birsuk kaa; ki Juu teeb nba be Damaskus na ki fit jiinɔ siari. 
ACT.9.23	Ki daa bonchiann tan gar, ki Juu teeb na lakin leeb ki lor lor a bin kpi Sɔɔl, 
ACT.9.24	ki yennu nan nyiɔk ki bi guu doo maŋ tammɔi bonŋann a bin kpiu. Ki sɔɔ tan kumiiɔ ba lorin u paak biaŋinba; 
ACT.9.25	ŋaan nyayouŋ ki u weinanleeb tan jiiu ki teenɔ chibuk ni, ki nyinnɔ doo maŋ joonfɔnn ni, ki sikinɔ tiŋ ni.
ACT.9.26	Ŋanne ki Sɔɔl din saan Jerusalem ki saa yabir u mɔŋ paak a wun lakin nan Yisaweira na, ŋaan ki bi ki teenɔ yada nan u ji tee Yisaweirɔe, ki tiinɔ jaŋmaanii. 
ACT.9.27	Ki Banabas din tan baar u sommir, ki jiiu ki baar nanɔ toomiinba na boor ni, ki kat wannib biaŋinba ki Sɔɔl daan la ti Yomdaanɔ Yisa sɔnu ni, nan wa pak nanɔ biaŋinba. U bia din ŋamm ki wannib Sɔɔl nba din mɔɔntir Yisa po nan parcheenn Damaskus biaŋinba. 
ACT.9.28	Banabas nba wannib linba na, ki Sɔɔl din lakin be namm, ki bi din kak ki lin Jerusalem kur po, ki mɔɔntir ti Yomdaanɔ sann nan parcheenn. 
ACT.9.29	U bia din piak nan Juu teeb nba piak Griik maan na ki jikit saa Yisa po, ŋaan bi din nɔi nanɔ, ki koor a bin kpiu. 
ACT.9.30	Ŋaan yoo nba ki Yisaweira bann nna maŋ, ki bi jii Sɔɔl ki sik nanɔ Siisarea, ki te ki u kun Tasus.
ACT.9.31	Ŋanne ki Yisaweira nba be Judea nan Galilee nan Samaria na ji ki laat muksuku, ki ŋammit ki tumii ti Yomdaanɔ barii, ki tee yentina, ki Yennu Seyeeŋ be namm ki kɔɔntib para, ki bi pukii.
ACT.9.32	Li poorpoe ki Piita din yek lin siar kur po, ki bia din tan sik a wun gɔn Yennu niib nba be Lida na. 
ACT.9.33	Leŋe ki u din saa la jasɔɔ nna, ki u sann yi Eneas, ki u din poŋ tee gbanankpeenn daanɔe, ki din ki fit fi u dɔɔnu ni teee nan bina ŋanniin. 
ACT.9.34	Ki Piita tan yetɔ a “Eneas, a Yisa Masia te ki a paaka. Fiit ki ŋamm a dɔɔnu.” Li taakpaak ni ki u fiir. 
ACT.9.35	Lida nan Sharon doi niib kur nba din lau ki u paak na, ki bi lebit bi binbeŋ, ki waa ti Yomdaanɔ sɔnu.
ACT.9.36	Poosɔɔ mun din be Jɔpa, ki u sann yi Tabita, ŋaan Griik maan ni, bi din yiu Dɔkas, ki li paak tee piarɔ. U din tee Yisaweirɔe, ki din tuun toonŋana bonchiann ki teen niib, ki bia din sommit talasdamm. 
ACT.9.37	Li yoo na dinn ki yiaru din soorɔ ki u kpo, ki bi din jiiu ki wurɔ, ŋaan jiiu doo nanɔ ditɔɔtuk ni ki birɔ. 
ACT.9.38	Jɔpa mun din ki fɔk nan Lida saami, ki Yisaweira nba din be Jɔpa din gbat nan Piita be Lida, ki bi tun jab bannlee u boor ni, a wun kakit ki baar yian yian na. Ki jab bannlee maŋ saan ki saa barin Piita. 
ACT.9.39	Ki u fiir ki bi jen nanɔ. Wa baar yoonba, ki bi jiiu ki doo nanɔ ditɔɔtuk maŋ ni. Ki pakɔi din be diiuk na ni, ki bi kur ŋaa lint Piitawa, ŋaan mɔ, ki jikit bi liata nan bi chinchena ki wantɔ, ki yeen a “Dɔkas nba tuu be u manfoor ni ki nyar linba ki teente na.”
ACT.9.40	Ŋanne ki Piita nyinn bi kura diiuk na ni, ŋaan gbaan tiŋ ni, ki miar Yennu, ŋaan tan ŋmant kpeemɔ na paak, ki yiin a “Tabita, fiit!” Ki u munt u nunii ki la Piita, ki ji fiir ki kar. 
ACT.9.41	Ki Piita dɔnn ki soor u nuu ki fiin sennɔ, ŋaan yiin Yennu niib nan pakɔi na, ki tan jiiu ki wannib nan u jen u manfoor niwa.
ACT.9.42	Ki li labaar din yat saan Jɔpa kur po; ki niib bonchiann din teen ti Yomdaanɔ Yisa yada ki waa u sɔnu. 
ACT.9.43	Ki Piita ji din biar be Jɔpa daa bonchiann; u din be jasɔɔ nba tee gbanfebirtɔɔ na ŋaak nie, ki bi yiu Simon.
ACT.10.1	Tɔn, jasɔɔ nna din be Siisarea, ki u sann yi Kɔnelius. U din tee lanjimanba yudaansɔɔe, ki dia lanjimanba kobik u paabu ni. U paabu maŋ din yi Itali tiŋ paabu. 
ACT.10.2	U din tee Yenjiantitɔɔe; ki ŋɔɔ nan u ŋaateeb kura din jiantir Yennu. U din sommit Juu teeb ni talasdamm bonchiann, ki bia din mei Yennu yoo kur. 
ACT.10.3	Li din tan tee kaman nan yenlekir nee, ki u la Yennu malaka yerintu ni peee, ki u kɔɔ u diiuk ni ki tan yiin a “Kɔnelius.”
ACT.10.4	Kɔnelius nba din got la malaka maŋ na, ki jaŋmaanii soorɔ, ki u yet a “N yomdaanɔ, bee?” Ki malaka maŋ jiin a “Yennu gaar a miaruwa, ki bia gaar a ninkpabauŋ toona nba ki a tuun ki teen niib, ki bia tian a po. 
ACT.10.5	Mɔtana, tumin nisiab Jɔpa, ki bin saa yiin jasɔɔ nba ki bi yiu Simon, ki u sanjɔɔk tee Piita na. 
ACT.10.6	U tee saamɔe ki be gbanfebirtɔɔ nba ki bi yiu Simon na ŋaak ni, ki u ŋaak maŋ kpia nan mɔkgbeŋŋir na.”
ACT.10.7	Malaka maŋ nba din pak nanɔ na ji din yaat, ki Kɔnelius ji yiin u ŋaatoontunna bannlee nan lanjima sɔɔ nna, wunba din tee Yenjiantitɔɔ, ki tee u kpaakyenɔ na. 
ACT.10.8	Wa betib linba kur teen maŋ poorpoe, ki u tumm Jɔpa. 
ACT.10.9	La yent sanyiɔk, ki bi saa, ki saa per Jɔpa; li yoo na ki Piita mun doo ditɔɔtuk paak yensuuk ni, a wun miar Yennu. 
ACT.10.10	Ki kon din tan gbatɔ, ki u ji loon a wun di jeet, ŋaan ki bi daa tee jeet siir; li yooe ki u la yerintu, 
ACT.10.11	ki sanpaapo loot ki bonsiar nna naan chinchenn ki nyii sanpaapo, ki bi dia li mɔgbana ŋanna ki sikint tiŋ ni, 
ACT.10.12	ki u la ŋamm Juu teeb kɔɔt booru booru kur ki li be chinchenn maŋ ni, bonkobitii, bonfurinkaa, nan bonyuyukit, linba kur kɔɔ na; 
ACT.10.13	ki u gbat kunkɔr yiin a “Piita, fiit ki kpi ki di.” 
ACT.10.14	Ŋaan ki Piita jiin a “O! O! O! N Yomdaanɔ, nna kaa. N ki mi dii ti kɔɔti.” 
ACT.10.15	Ki kunkɔr na bia ŋamm yetɔ a “Linba ki Yennu kpintir a li ki kɔɔ, daa yeen a li kɔɔ.” 
ACT.10.16	Li din teen nna ki saa jaŋ taar munntaa, ki bi jiin bont maŋ sanpaapo.
ACT.10.17	Li din daa yaar lit Piita ki jikit saa wa la yerintu na paak. Li yoo na ki Kɔnelius toomii na boi Simon ŋaak nba be siaminba po, ki bi wannib, ki bi baar ŋaak maŋ tammɔb ni, ki set, 
ACT.10.18	ŋaan yiin ki boi a “Sɔɔ be nna, ki u sann yi Simon Piita-aa?”
ACT.10.19	Ŋaan ki Piita lek koor a wun bann yerintu maŋ paak, ki Yennu Seyeeŋ yetɔ a “Gotir, jab banntaa be nna ki loona. 
ACT.10.20	Li paak, fiit ki sik, ki daa biris nan a saan nammi, kimaan mine tumm.”
ACT.10.21	Ŋanne ki Piita sik, ki bet jab na a “Mine ki i loon na. Bee teen ki i baari?” 
ACT.10.22	Ki bi jiin a “Chanbaa Kɔneliuse tumit. U tee lanjimanba yudaanɔe, ki tee niburchimɔe biak, ki jiantir Yennu, ki Juu teeb kur teenɔ nibaakir. Tɔn, Yennu malaka won baar betɔ a wun yiina ki a baar u ŋaak ni, ki wun tan gbat linba ki a sa pak ki turɔ.”
ACT.10.23	Ki Piita fan yiin jab na ki kɔɔmm, a bii be ki sanyiɔk-n yenta. Ki li tan yent, ki u teen siir, ki bi saa; ki Yisaweira nba din be Jɔpa na, ki bi siab chianɔ.
ACT.10.24	Li daar din tan bɔnn yente, ki bi baar Siisarea, ŋaan sɔɔ ki Kɔnelius poŋ yiin u ninjamm nan u yɔɔsinba, ki bi kur ji kar guu Piita baaru. 
ACT.10.25	Piita nba din tan baar ki teen nan u yaa wun kɔɔ na, ki Kɔnelius chetɔ tammɔb ni, ki gbaan, ki pukiiɔ. 
ACT.10.26	Ki Piita yetɔ a “Fiit, n mɔŋ mɔŋ tee nirɔe,” ŋaan fiinɔ sennɔ. 
ACT.10.27	Wa din piak nan Kɔnelius ŋaan kɔɔ ŋaak maŋ ni na, ki u la niib bonchiann tikir ki guu-u. 
ACT.10.28	Ki u betib a “I mɔŋ mɔŋ mun mi nan timm Juu teeb sennu ki chabit nan tin saan gɔn binba ki tee Juu teebi, amii ki taan nammi; ŋaan Yennu wannin a n daa yêen nisɔɔ, wa ki tee Juu nirɔ na paaki. 
ACT.10.29	Li paak, ya yiinin na, n baar, ki ki birisi. Ŋanne ki n boi-i ma n laan bee teen ki i tun ki yiinimi.” 
ACT.10.30	Ki Kɔnelius yetɔ a “Li daan tee nna yooe dinna daar, ki n daan mei Yennu n ŋaak ni kut munntaa yoo yenlekir. Li yoo na ki n la ki nisɔɔ nna see ki lia liatnyinyira n tɔɔnn po, 
ACT.10.31	ki yet a ‘Kɔnelius, Yennu gbat a miaruwa, ki bia tian a ninkpabauŋ toona po. 
ACT.10.32	Li paak, tumin sɔɔ Jɔpa, ki wun saa yiin wunba ki bi yiu Simon, ki u sanjɔɔk tee Piita na. U tee saamɔe, ki be gbanfebirtɔɔ Simon ŋaak nba kpia nan mɔkir na.’ 
ACT.10.33	Ki li paake ki n daan tun a po yiama na, ki a mun teen bonŋann ki baar na. Tɔn, ti kura be Yennu tɔɔnn, ki ji guu a ti gbat linba ki ti Yomdaanɔ Yennu tura mɔb a a pak turit na.”
ACT.10.34	Ŋanne ki Piita piin paku ki yaa a “N ji bann nan li tee mɔniie nan Yennu set ki lukitir sɔɔ, 
ACT.10.35	ŋaan nibooru kur ni, daansɔɔ nba jiantirɔ ki bia teenɔ nibaakir, ki bia tee popeendaanɔ, ŋɔɔe ŋan nan Yennu. 
ACT.10.36	I mi nan Yennu din tur Israel teeb u maan nba want barŋanii na po, a Yisa Masia nie ki timm nan Yennu maŋ nan leeb; ŋɔɔ Yisa Masiae tee ti kur Yomdaanɔ. 
ACT.10.37	I poŋ mi nan Jɔɔnn nba din mɔɔnt u nyunwuru po na ki gbenn, li poorpoe ki Nasaret nirɔ Yisa din piin ki tuun u toonn Galilee tiŋ ni, ki tan saan tuun Judea tiŋ kur ni. 
ACT.10.38	I bia poŋ mi biaŋinba ki Yennu nyinn senn Yisa maŋ, ki turɔ u Seyeeŋ nan u paŋ, ki u lin ki tuun toonŋana, ki bia te ki binba kur ki Sintaanii teemm baatib na la laafia, kimaan Yennu be nanɔ. 
ACT.10.39	Ki ti la toona kur nba ki u tun Juu teeb tingbouŋ ni nan Jerusalem, ki ti tee u siara damm. Ki bi kpaau dapunpunn paak ki u kpo. 
ACT.10.40	Ŋaan ki Yennu fiinɔ kuun ni daa ŋanntaa daar, ki te ki u fint, ki ti laatɔ ki u tee nirɔ. 
ACT.10.41	Ŋaan niib kur kaawa din laatɔ. Li din tee timm nba ki Yennu gannit a tii tee u siara damm nee din laatɔ, ki bia din tuu di ki nyu nanɔ u kuunfiiru poorpo maŋ. 
ACT.10.42	Ki u chabit mɔb a tii mɔɔntir kii teen niib Yennu barŋanii, a kii beerib nan nunmɔnn a Yisae tee daanɔ nba ki Yennu nyinn sennɔ a wuu tee footib nan kpeemm barbuurɔ. 
ACT.10.43	Li tee Yisa nee ki Yennu sɔkiniinba kur din tuu piak u po, ki yeen a sɔɔ kur nba teenɔ yada, a Yennu sa nyik chab u toonbiit Yisa maŋ sann ni.”
ACT.10.44	Piita nba din daa piak na, ki Yennu Seyeeŋ sik kɔɔ binba kur din gbiintir maan maŋ ni. 
