GEN.1.1	Sa pagsugod sa Dios pagbuhat sa kalibotan ug sa tanang butang sa kalangitan,
ISA.33.12	ug samag sampinit nga gidaoban.
ISA.33.13	Busa pamati kamong anaa sa duol ug sa layo;
ISA.33.13	sud-onga ninyo ang akong nabuhat ug ilha ang akong gahom.”
ISA.33.14	Nangalisang ang mga makasasala nga nagpuyo sa Sion;
ISA.33.14	nangurog ang mga dili diosnon.
ISA.33.14	Sila miingon,
ISA.33.14	“Kinsa man kanatoy dili masunog
ISA.33.14	ug dili maut-ot sa kalayong walay pagkapalong?”
ISA.33.15	Ang nagkinabuhi nga matarong ug ang dili mamakak,
ISA.33.15	ang dili gustong madato pinaagi sa limbong,
ISA.33.15	ug dili modawat ug suborno,
ISA.33.15	dili gani gustong mamatig hisgot bahin sa pagpatay,
ISA.33.15	ug bisan na lang sa pagtan-aw sa daotan,
ISA.33.16	magpuyo nga luwas sa kakuyaw
ISA.33.16	ug ang iyang dalangpanan mga kotang bato;
ISA.33.16	dili siya kabsag makaon
ISA.33.16	ug tubig nga mainom.
ISA.33.17	Makita ninyo ang hari diha sa iyang kahalangdon;
ISA.33.17	makita ninyo ang usa ka dakong yuta.
ISA.33.18	Unya mamalandong kamo sa inyong gikalisangan kaniadto ug moingon:
ISA.33.18	“Hain na man ang mga langyaw nga kobrador sa buhis ug ang mga espiya?”
ISA.33.19	Wala ka nay makita nga mga langyaw nga garboso nga dili masabot ang sinultihan.
ISA.33.20	Tutok sa Sion,
ISA.33.20	ang siyudad diin atong gihimo ang mga gitakdang kasaulogan!
ISA.33.20	Tan-awa ang Jerusalem—
ISA.33.20	usa ka malinawong puloy-anan ug tolda nga dili mabalhin.
ISA.33.20	Ang ugsok niini dili maibot
ISA.33.20	ug ang mga higot dili mabugto.
ISA.33.21	Didto harian kita ni Yahweh sa dapit nga dagkog mga suba,
ISA.33.21	diin walay moagi nga mga barko sa kaaway.
ISA.33.22	Si Yahweh maoy atong maghuhukom,
ISA.33.22	siya ang atong hari
ISA.33.22	ug panalipdan gayod kita niya.
ISA.33.23	Luag ang ilang banting
ISA.33.23	ug dili makabukhad pag-ayo ang ilang mga layag.
ISA.33.23	Ang bahandi sa kaaway panakmiton.
ISA.33.23	Tungod sa kadaghan niini,
ISA.33.23	ang mga buta ug mga bakol hibahinan niini.
ISA.33.24	Wala na unyay lumolupyo nga magmulo kay nasakit siya,
ISA.33.24	ug ang tanan nilang sala pasayloon.
ISA.34.1	Duol ug pamati kamo,
ISA.34.1	O katawhan sa nagkalainlaing nasod!
ISA.34.1	Kinahanglan nga mamati ang tibuok kalibotan
ISA.34.1	ug ang tanan nga anaa niini.
ISA.34.2	Kay nasuko gayod ang 
ISA.34.2	ug gikasilagan niya ang ilang kasundalohan,
ISA.34.2	busa gitugyan niya sila sa kamatayon.
ISA.34.3	Dili ikalubong ang ilang mga patay;
ISA.34.3	mobaha sa kabukiran ang ilang dugo ug mangabaho sila.
ISA.34.4	Mangahanaw
ISA.34.4	ug malukot ang langit daw papel.
ISA.34.4	Unya mangatagak ang kabituonan
ISA.34.4	daw mga larag nga dahon sa paras ug igera.
ISA.34.5	Giandam
ISA.34.5	unya mokunsad kini aron pagsilot sa Edomea,
ISA.34.5	ang nasod nga iyang gikaligutgotan.
ISA.34.6	Ang espada sa 
ISA.34.6	sama sa dugo ug tambok sa mga karnero ug kanding nga gihalad.
ISA.34.6	Kining maong paghalad himoon sa 
ISA.34.6	daghan kaayo ang ihawon niya didto sa nasod sa Edomea.
ISA.34.7	Pamatyon ang mga tawo
ISA.34.7	uban sa ihalas nga mga baka ug batan-ong torong mga baka.
ISA.34.7	Matumog sa dugo ang yuta
ISA.34.7	ug malukop kini sa mga tambok.
ISA.34.8	Ang 
ISA.34.8	tungod ug alang sa Sion.
ISA.34.9	Ang mga suba sa Edomea mahimong daw aspalto
ISA.34.9	ug ang ilang yuta mahimong asupre.
ISA.34.9	Ang tibuok nasod mosilaob daw aspalto.
ISA.34.10	Magsiga
ISA.34.10	ug ang aso niini walay pagkahanaw.
ISA.34.10	Ang Edomea magpabiling gun-ob hangtod sa hangtod
ISA.34.10	ug wala nay tawo nga moagi pa niini.
ISA.34.11	Mao na lay mamuyo niini ang mga mingok ug mga uwak.
ISA.34.11	Himoon na usab sa 
ISA.34.11	Ang nasod magmingaw ug dili na mahitsura.
ISA.34.12	Mawagtang na ang gingharian sa Edomea
ISA.34.12	ug ang tanan niyang pangulo.
ISA.34.13	Unya manubo ang mga sampinit diha sa iyang mga palasyo ug kalungsoran,
ISA.34.13	ug anha na mamuyo niini ang mga milo ug mga mingok.
ISA.34.14	Ang ihalas nga iro ug ang ubang mga mananap magkita didto;
ISA.34.14	magkita didto ang mga kanding,
ISA.34.14	ug ang demonyo sa kagabhion motungha aron pagpangitag dapit nga kapahulayan.
ISA.34.15	Magsalag didto ang mingok;
ISA.34.15	unya mangitlog ug mamiso ug maglumlom sa iyang mga piso;
ISA.34.15	bisan ang mga banog
ISA.34.15	magparisparis sa pag-adto didto.
ISA.34.16	Susiha ug basaha sa libro sa 
ISA.34.16	Walay usa kanila nga makulang
ISA.34.16	o mawad-an sa iyang paris,
ISA.34.16	kay pagbuot kini sa 
ISA.34.16	ug ang iyang Espiritu maoy magtigom kanila.
ISA.34.17	Gigahin niya kanila ang maong dapit,
ISA.34.17	ug siya mismo maoy nagbahinbahin niini alang kanila
ISA.34.17	aron ilang puy-an hangtod sa hangtod.
ISA.35.1	Magmaya ang uga nga kayutaan
ISA.35.1	ug motubo sa diserto ang kabulakan.
ISA.35.2	Mag-awit kini sa kalipay
ISA.35.2	ug mahimong matahom sama sa bukid sa Lebanon,
ISA.35.2	ug mahimong tabunok sama sa Carmel ug sa Sharon.
ISA.35.2	Makita sa katawhan ang himaya sa 
ISA.35.2	ang kahalangdon ug gahom sa atong Dios.
ISA.35.3	Busa
ISA.35.3	ug ang mga tuhod nga luya na.
ISA.35.4	Ingna ang nakabsan nag paglaom,
ISA.35.4	“Pagmaisog ug ayaw kahadlok!
ISA.35.4	Moanhi ang imong Dios aron sa pagpanimalos sa imong mga kaaway
ISA.35.4	ug iya kamong luwason.”
ISA.35.5	Makakita
ISA.35.5	ug makadungog na ang bungol;
ISA.35.6	magluksolukso na ang bakol daw lagsaw,
ISA.35.6	ug mag-awit ang amang sa kalipay.
ISA.35.6	Kay didto sa kamingawan modagayday ang tubig
ISA.35.6	ug may mga sapa na ang diserto.
ISA.35.7	Ang kaniadto balas nga init kaayo mahimo nang usa ka lanaw,
ISA.35.7	ug ang nangliki nga yuta mahimo nang tinubdan sa tubig,
ISA.35.7	ug sa mga dapit diin bugang ug kupongkupong ray nanubo,
ISA.35.7	ug gipuy-an sa mga lobo,
ISA.35.7	manubo na ang mga sagbot.
ISA.35.8	Didto may usa na ka dakong dalan
ISA.35.8	ug nganlan kinig “Dalan nga Balaan.”
ISA.35.8	Dili makahimo pag-agi niini ang mga makasasala
ISA.35.8	o mahisalaag didto ang mga buangbuang.
ISA.35.9	Walay liyon nga moagi niini,
ISA.35.9	ug bisan unsang mananap nga manunukob,
ISA.35.9	kay ang mga linuwas lamang sa 
ISA.35.10	Unya mamauli sila sa Jerusalem nga mag-awit;
ISA.35.10	magmalipayon ug magmaya sila hangtod sa hangtod,
ISA.35.10	ug ang kasubo ug mga panghupaw mahanaw sa dayon.
ISA.36.1	Sa ika-14 nga tuig sa paghari ni Ezequias sa Juda, gisulong ni Senakerib nga hari sa Asiria ang mga kinutaang siyudad sa Juda ug nailog niya kining tanan. 
ISA.36.2	Unya samtang si Senakerib didto sa Lakis, gisugo niya ang labaw niyang opisyal sa pag-adto sa Jerusalem aron pagpaampo kang Hari Ezequias. Miadto ang opisyal kinuyogan sa daghang mga sundalo. Ug samtang nagtindog siya duol sa agianan sa tubig sa lanaw nga didto ibabaw sa dalan paingon sa uma nga ginganlag Uma sa Maglalaba, 
ISA.36.3	misugat si Eliakim kaniya. Si Eliakim anak ni Hilkias ug maoy gitugyanan ni Hari Ezequias sa pagdumala sa palasyo. Sa pag-adto ni Eliakim sa opisyal, giubanan siya ni Sebna, ang sekretaryo sa palasyo ug ni Joas, ang tigbalita nga anak ni Asaf.
ISA.36.4	Giingnan sila sa opisyal, “Ingna ninyo si Ezequias nga ang gamhanang hari sa Asiria nag-ingon: Unsa bay imong gisaligan? 
ISA.36.5	Nagtuo ka ba nga ang gubat mahimo lamang daugon pinaagi sa pulong? Kinsa bay imong gisaligan nga misukol ka man kanako? 
ISA.36.6	Nagsalig
ISA.36.7	Apan kon moingon ka nga nagsalig kamo sa 
ISA.36.8	Lakaw ngari kay makigsabot ako kanimo sa ngalan sa akong agalon, ang hari sa Asiria. Hatagan ko ikaw ug 2,000 ka kabayo kon ikaw may samang gidaghanong sundalo nga mokabayo niini. 
ISA.36.9	Unsaon mo man sa pagbuntog bisan sa labing ubos nga opisyal sa akong agalon nga nagsalig ka man lang sa mga karwahi ug sa mga sundalo nga ihatag kanimo sa Ehipto? 
ISA.36.10	Nagtuo ka ba nga wala ako sugoa sa 
ISA.36.11	Unya ang opisyal giingnan nila ni Eliakim, Sebna ug Joas, “Palihog, sulti kanamo sa pinulongan nga Aramaico kay makasabot man kami niini. Ayaw pagsulti kanamo sa sinultihan nga Hebreo kay hidunggan ug hisabtan kita sa mga tawo nga anaa sa paril.”
ISA.36.12	Apan ang opisyal mitubag, “Wala kami sugoa sa among agalon aron pagsulti niini ngadto sa imong agalon ug kanimo lamang kondili ngadto usab sa mga tawo nga anaa naglingkod sa paril nga sama kaninyo silotan gayod ug pakan-on sa kaugalingon nilang tai ug paimnon sa kaugalingon nilang ihi.”
ISA.36.13	Unya mitindog ang opisyal ug misinggit sa sinultihang Hebreo, “Pamati kamo sa giingon sa Hari sa Asiria! 
ISA.36.14	Nag-ingon siya, ‘Ayaw kamo palimbong ni Ezequias kay dili siya makaluwas kaninyo. 
ISA.36.15	Ayaw ninyo siya tuohi kon moingon siya, “Luwason kita sa 
ISA.36.16	Ayaw kamo pagtuo kang Ezequias. Ang hari sa Asiria nagmando kaninyo nga dili na lang kamo mosukol ug moampo na lang hinuon kay tagsatagsa kaninyo makakaon sa bunga sa inyong kaparasan ug kaigosan ug makainom usab sa tubig sa inyong mga atabay 
ISA.36.17	hangtod nga dad-on na kamo ngadto sa usa ka yuta nga sama niining yutaa—yuta nga daghag trigo, bino, kalan-on ug kaparasan. 
ISA.36.18	Ayaw gayod kamo padani ni Ezequias kon moingon siya, “Luwason kita sa 
ISA.36.19	May nahimo ba ang mga dios sa Hamat, sa Arfad ug sa Sefarbaim? Nakaluwas ba sila sa Samaria gikan sa akong gahom? 
ISA.36.20	Kinsa man sa mga dios niining mga nasora ang nakaluwas kanila gikan sa akong gahom? Sama kanila, ang 
ISA.36.21	Apan wala sila motubag niini kay gidid-an man sila ni Hari Ezequias sa pagtubag. 
ISA.36.22	Unya gigisi nila ni Eliakim, Sebna ug Joas ang ilang bisti ug miadto sila kang Ezequias ug gisugilon nila kaniya ang gisulti sa labawng opisyal sa kasundalohan sa Asiria.
ISA.37.1	Sa pagkadungog ni Hari Ezequias sa balita bahin sa gisulti sa opisyal sa hari sa Asiria, gigisi niya ang iyang sapot ug nagbisti siyag sako ug miadto sa Templo sa 
ISA.37.2	Unya gisugo niya sila si Eliakim, ang iyang sinaligan sa palasyo, si Sebna, ang sekretaryo ug ang mga kadagkoan sa mga pari sa pag-adto kang propeta Isaias nga anak ni Amos. Sa ilang pag-adto sa propeta, nagsul-ob usab silag bisting sako. 
ISA.37.3	Giingnan nila si Isaias, “Nag-ingon si Hari Ezequias nga karong adlawa, adlaw sa kasubo, sa silot ug kaulawan. Sama kita sa babayeng nagbati apan wala nay igong kusog pagpahimugso sa bata. 
ISA.37.4	Hinaot unta nga ang 
ISA.37.5	Unya gitubag ni Isaias ang mga sinugo ni Hari Ezequias. 
ISA.37.6	Miingon siya, “Ingna ang inyong agalon nga nag-ingon ang 
ISA.37.7	Himoon sa 
ISA.37.8	Unya nakabalita ang opisyal sa Asiria nga ang hari sa Asiria mibiya na sa Lakis busa mipauli siya ug iyang nakaplagan ang hari didto sa Libna nga nakiggubat sa maong dapit. 
ISA.37.9	Niadtong higayona nakabalita ang hari sa Asiria nga si Tirhaca, ang hari sa Etiopia, nga maoy nangulo sa kasundalohan sa Ehipto nagpadulong kaniya aron sa pagpakiggubat. Tungod niini, nagsugo siyag mga tawo sa pag-adto kang Hari Ezequias ug gitugon niya sila, 
ISA.37.10	“Ingna ninyo si Hari Ezequias, ‘Ayaw palimbong sa Dios nga imong gisaligan nga nagsaad nga ang Jerusalem dili nako mailog. 
ISA.37.11	Nakadungog na ikaw sa gibuhat sa mga hari sa Asiria ngadto sa tanang mga nasod—gilaglag sila sa hingpit. Nagtuo ka ba nga makaikyas ka? 
ISA.37.12	Ang mga dios sa ubang mga siyudad, sama pananglit sa Gosan, sa Haran, sa Resef ug ang katawhan sa Eden nga didto sa Telasar, wala makaluwas kanila. Silang tanan gilaglag sa akong katigulangan. 
ISA.37.13	Hain na man ang mga hari sa mga siyudad sa Hamat, sa Arfad, sa Hana, sa Ava ug sa Sefarbaim?’”
ISA.37.14	Nadawat ni Ezequias ang sulat gikan sa mga sinugo sa hari sa Asiria ug iya kining gibasa. Unya miadto siya sa Templo ug iyang gihikyad ang sulat atubangan sa 
ISA.37.15	Unya nag-ampo si Ezequias, 
ISA.37.16	“O
ISA.37.17	Tan-awa kami, O 
ISA.37.18	Tinuod, O 
ISA.37.19	ug gidaoban nila ang mga dios niini kay dili man sila tinuod nga dios kondili mga bato ug kahoy lamang nga binuhat sa tawo. Busa nangaut-ot sila. 
ISA.37.20	Karon, O 
ISA.37.21	Unya si Isaias nagpadalag mensahe ngadto kang Hari Ezequias isip tubag sa iyang pag-ampo, 
ISA.37.22	nga ang 
ISA.37.22	“Gikataw-an ug gibiaybiay ka, Senakerib, sa Jerusalem.
ISA.37.23	Ang imong gibiaybiay, gisinggitan ug giinsulto,
ISA.37.23	dili lain nga tawo kondili ako, ang Balaang Dios sa Israel!
ISA.37.24	Gibiaybiay mo ako, ang 
ISA.37.24	pinaagi sa imong mga sulugoon.
ISA.37.24	Nanghambog ka nga natungas mo
ISA.37.24	ang kinatumyan sa kabukiran bisan ang bukid sa Lebanon
ISA.37.24	uban sa daghan nimong karwahi.
ISA.37.24	Nanghambog ka nga gipamutol mo ang labing tag-as nga sidro
ISA.37.24	ug ang labing maayong mga sipre,
ISA.37.24	ug naadto na nimo ang kinatumyan sa Lebanon,
ISA.37.24	ug nasuot ang kinabagaang lasang niini.
ISA.37.25	Nanghambog ka nga nakalot nimo ang mga atabay didto sa laing nasod,
ISA.37.25	ug miinom sa tubig nga gikan niini,
ISA.37.25	ug gipahubas nimo ang tanang sapa sa Ehipto
ISA.37.25	pinaagi sa pagpataak niini sa daghan nimong kasundalohan.
ISA.37.26	“Wala ka ba diay mahibalo nga dugay ko na kanang gitakda?
ISA.37.26	Dugay ko nang gilaraw
ISA.37.26	ang mga butang nga akong gihimo karon.
ISA.37.26	Gihatagan ko ikaw sa gahom paggun-ob sa daghang siyudad nga kinutaan.
ISA.37.27	Nakabsag umoy ang mga lumolupyo nila
ISA.37.27	ug nawad-ag kadasig ug nalibog;
ISA.37.27	nahisama sila sa mga sampinit sa kaumahan
ISA.37.27	ug sa mga sagbot nga miturok sa atop ug nangalaya human hapaka sa timog.
ISA.37.28	“Nasayod ako sa tanan mong gibuhat
ISA.37.28	ug sa imong kasilag kanako.
ISA.37.29	Kay nasilag ka man kanako
ISA.37.29	ug nasayod man ako sa imong pagpagarbo,
ISA.37.29	kaw-itan kog taga ang imong ilong,
ISA.37.29	ug bukadohan ko ang imong baba;
ISA.37.29	unya guyoron ko ikaw
ISA.37.29	balik sa imong giagian sa imong pagpaingon nganhi.”
ISA.37.30	Unya miingon si Isaias kang Hari Ezequias, “Ug mao kini ang ilhanan sa mahitabo: karong tuiga ug sa sunod nga tuig ang kan-on mo mao ang bunga sa tanom nga wala ipugas. Apan sa ikatulo nga tuig makatanom ka nag mga kalan-on ug paras ug ang bunga niini maoy kan-a. 
ISA.37.31	Ang nahibilin nga buhi sa mga sakop sa banay sa Juda manggamot ug mamunga 
ISA.37.32	kay sa Jerusalem ug sa Bukid sa Sion may pipila nga magpabiling buhi. Tungod sa iyang determinasyon, buhaton gayod kini sa 
ISA.37.33	“Busa nag-ingon ang 
ISA.37.34	Mouli siya sa ila agi sa dalan nga iyang giagian sa iyang pagpaingon nganhi. Ako ang 
ISA.37.35	Panalipdan ug luwason ko kining siyudara tungod sa akong ngalan ug tungod sa akong gisaad sa akong alagad nga si David.”
ISA.37.36	Unya ang anghel sa 
ISA.37.37	Ug si Senakerib nga hari sa Asiria mipauli sa Ninibe. 
ISA.37.38	Usa ka adlaw niana samtang nag-ampo siya didto sa templo sa iyang dios nga si Nesroc, gipatay siya sa iyang mga anak nga si Adramelec ug si Sherezer. Unya nanglayas sila ngadto sa yuta sa Ararat. Ang lain niyang anak nga si Esarhadon maoy mipuli kaniya paghari.
ISA.38.1	Niadtong mga adlawa nasakit si Hari Ezequias ug himalatyon na. Giadto siya ni Isaias, ang propeta nga anak ni Amos, ug giingnan, “Nag-ingon ang 
ISA.38.2	Miatubang si Ezequias sa bungbong ug nag-ampo sa 
ISA.38.3	Miingon siya, “O 
ISA.38.4	Ug giingnan sa 
ISA.38.5	“Adtoa si Ezequias ug sultihi nga nag-ingon ako, ang 
ISA.38.6	Luwason ko ikaw ug kining siyudara gikan sa hari sa Asiria, ug magpadayon sa pagpanalipod niini.”
ISA.38.21	Gisultihan ni Isaias ang hari sa pagbutang nganha sa iyang hubag ug papilit nga hinimo gikan sa igos ug mamaayo siya. 
ISA.38.22	Unya nangutana si Hari Ezequias, “Unsa may ilhanan ug magmatuod nga makaadto ako sa Templo sa 
ISA.38.7	Si Isaias mitubag, “Mao kini ang ilhanan nga ihatag sa 
ISA.38.8	Pabalikon niyag napulo ka lakang ang landong sa adlaw sa orasan ni Ahaz.” Ug natuman kini.
ISA.38.9	Mao kini ang gisulat ni Ezequias, ang hari sa Juda, human siya maayo sa iyang sakit.
ISA.38.10	Gipakaingon kog mamatay ako sa kaudtohon sa akong kinabuhi,
ISA.38.10	ug magpabilin na didto sa Seol hangtod sa hangtod.
ISA.38.11	Gipakaingon kog dili ko na makita ang 
ISA.38.11	ug dili na ako makahigayon sa pagpakigkita sa akong isigkatawo dinhi niining kalibotana.
ISA.38.12	Ang akong kinabuhi giibot ug gikuha gikan kanako
ISA.38.12	sama sa tolda sa magbalantayg karnero;
ISA.38.12	sama sa usa ka maghahabol,
ISA.38.12	gilukot mo ang akong kinabuhi ug giputol gikan sa hablanan.
ISA.38.12	Gisakit mo ako sa adlaw ug gabii
ISA.38.13	ug nagbuntag akog tuaw sa pagpakitabang.
ISA.38.13	Daw gidugmok sa usa ka liyon ang akong kabukogan;
ISA.38.13	gipakaingon kog buot mo na akong patyon.
ISA.38.14	Sama sa langgam nga sayaw ug tabon, nagpanawag ako
ISA.38.14	ug miagulo daw salampati.
ISA.38.14	Lapoy na ang akong mata tungod sa pagpunayg hangad sa langit.
ISA.38.14	Nag-antos ako sa kasakit, O 
ISA.38.14	luwasa intawon ako!
ISA.38.15	Apan unsa may mahimo ko nga gisultihan na man ako sa 
ISA.38.15	ug siya man mismo maoy nagbuhat niini?
ISA.38.15	Dili na ako makatulog tungod sa kaguol.
ISA.38.16	O Ginoo, ang akong kalag mabuhi uban kanimo,
ISA.38.16	busa hatagig pahulay ang akong espiritu.
ISA.38.16	Ibalik kanako ang maayong panglawas
ISA.38.16	ug lugwayi ang akong kinabuhi.
ISA.38.17	Ang kapaitan nga akong nahiagoman
ISA.38.17	alang ra usab sa akong kaayohan,
ISA.38.17	apan giluwas
ISA.38.17	ug gikalimtan mo ang tanan kong mga sala.
ISA.38.18	Kay
ISA.38.18	dili makadayeg kanimo ang kamatayon;
ISA.38.18	kadtong atua na sa lubnganan
ISA.38.18	dili na makapaabot sa imong panabang.
ISA.38.19	Ang mga buhi lamang maoy magpasalamat kanimo
ISA.38.19	sama sa akong gibuhat karon;
ISA.38.19	ang mga amahan mosugilon ngadto sa ilang mga anak bahin sa imong kaayo.
ISA.38.20	O 
ISA.38.20	busa mag-awit kami kanunay didto sa imong Templo
ISA.38.20	dinuyogan sa mga instrumentong may kuwerdas.
ISA.39.1	Atol niadtong higayona ang hari sa Babilonia nga si Merodacbaladan nga anak ni Baladan, nagpadalag mga embahador ngadto kang Hari Ezequias. May mga sulat ug mga gasa silang dala gikan ni Merodacbaladan kay nahibalo man siya nga nasakit si Ezequias ug bag-o pa lamang nga naayo. 
ISA.39.2	Giabiabi sila ni Ezequias ug gipakita niya kanila ang balay-tipiganan sa iyang bahandi—ang mga plata, bulawan, mga pahumot, ang mahalong lana, ang iyang mga armas ug ang tanan niyang kabtangan. Walay bisan unsa nga wala niya ipakita kanila. 
ISA.39.3	Unya si Propeta Isaias miadto kang Hari Ezequias ug miingon, “Unsa may ilang gisulti kanimo ug taga diin man sila?” Mitubag ang hari, “Gikan sila sa Babilonia, usa ka nasod nga layo kaayo.”
ISA.39.4	“Ug unsa may ilang nakita dinhi sa imong palasyo?” nangutana ang propeta. “Ang tanan gayod. Walay bisan unsa sulod sa akong mga balay-tipiganan nga wala ko ipakita kanila,” matod sa hari.
ISA.39.5	Unya giingnan ni Isaias si Hari Ezequias, “Pamati niining pulong sa 
ISA.39.6	Moabot gayod ang panahon nga ang tanang butang nga imong gitipigan lakip ang gitipigan sa imong katigulangan nga anaa pa hangtod karon, panad-on ngadto sa Babilonia. 
ISA.39.7	Wala
ISA.39.8	Miingon si Ezequias kang Isaias, “Maayo ang mga pulong sa 
ISA.40.1	“Dasiga ang akong katawhan,”
ISA.40.1	nag-ingon ang Dios. “Dasiga sila!
ISA.40.2	Dasiga ang katawhan sa Jerusalem
ISA.40.2	ug ingna sila nga wala nay gubat,
ISA.40.2	nga gipasaylo na ang ilang mga sala,
ISA.40.2	ug nga igo na ang nadawat nilang silot alang sa tanan nilang kalapasan.”
ISA.40.3	May
ISA.40.3	“Pag-andam ug dalan alang sa 
ISA.40.3	himoa ninyo ang dalan didto sa diserto alang sa atong Dios!
ISA.40.4	Abunohi ang tanang walog;
ISA.40.4	pataga ang tanang bukid.
ISA.40.4	Ang kabungtoran mahimong patag
ISA.40.4	ug ang dapit nga gansanggansangon mahimong hapsay.
ISA.40.5	Unya ipadayag ang himaya sa 
ISA.40.5	ug makakita niini ang tanang tawo
ISA.40.5	kay ang 
ISA.40.6	May
ISA.40.6	Ug miingon ako,
ISA.40.6	“Unsa may akong isangyaw?”
ISA.40.6	“Isangyaw nga ang tawo sama lamang sa sagbot,
ISA.40.6	ug sama lamang sa bulak ang iyang katahom.
ISA.40.7	Malaya ang sagbot ug malarag ang bulak
ISA.40.7	sa dihang padad-an kini sa 
ISA.40.7	wala gayoy kalainan sa sagbot ang tawo.
ISA.40.8	Malaya ang sagbot ug malarag usab ang bulak
ISA.40.8	apan molungtad hangtod sa hangtod ang pulong sa atong Dios.”
ISA.40.9	Tungas sa habog nga bukid, O Sion,
ISA.40.9	ug imantala ang maayong balita;
ISA.40.9	O Jerusalem, tigmantala sa mga maayong balita,
ISA.40.9	singgit ug ayaw kahadlok.
ISA.40.9	Ingna ang mga siyudad sa Juda,
ISA.40.9	“Ania na ang imong Dios!”
ISA.40.10	Ania
ISA.40.10	ania siya dala ang katawhan nga iyang giluwas.
ISA.40.11	Sama
ISA.40.11	pasibsibon niya ang iyang kahayopan;
ISA.40.11	ang mga nati iyang kugoson ug giyahan ang ilang inahan.
ISA.40.12	Kinsa may makasukod sa dagat diha sa iyang palad
ISA.40.12	ug sa langit pinaagi sa pagdangaw niini?
ISA.40.12	Kinsa may makasulod sa tanang yuta diha lamang sa usa ka taksanan,
ISA.40.12	ug makasukod sa gibug-aton sa kabukiran ingon man sa kabungtoran pinaagi sa usa ka timbangan?
ISA.40.13	Kinsay
ISA.40.13	o magtudlo kaniya ingon nga iyang magtatambag?
ISA.40.14	Nagpatudlo ba siya aron siya makasabot
ISA.40.14	ug makakat-on unsaon paghimo ang mga butang?
ISA.40.15	Gani
ISA.40.15	daw tinulo man lang gikan sa usa ka timba,
ISA.40.15	ug sama man lang sa abog diha sa usa ka timbangan,
ISA.40.15	ug ang mga kapupud-an sama lamang sa abog kagaan.
ISA.40.16	Ang kakahoyan sa Lebanon dili igong isugnod,
ISA.40.16	ug dili igong ihalad ang mga mananap nga anaa niini.
ISA.40.17	Ang tanang nasod sa kalibotan
ISA.40.17	mura lag wala diha sa iyang atubangan.
ISA.40.18	Busa
ISA.40.18	o sa unsa man ninyo siya itandi?
ISA.40.19	Sa mga diosdios ba nga hinulmag tawo
ISA.40.19	ug gihal-opag bulawan ug gibuhatag kadenang plata?
ISA.40.20	Ang
ISA.40.20	mangitag kahoy nga dili magabok,
ISA.40.20	unya mangita siyag batid nga mokulit
ISA.40.20	aron iyang pahimoon ug larawan nga dili molihok.
