GEN.1.1	Yn y dechreuad creodd Duw y nefoedd a'r ddaear. 
JER.21.9	Bydd y sawl sy'n aros yn y ddinas hon yn marw drwy gleddyf neu newyn neu haint, a'r sawl sy'n mynd allan ac yn ildio i'r Caldeaid sy'n gwarchae arnoch yn byw; bydd yn arbed ei fywyd. 
JER.21.10	Gosodais fy wyneb yn erbyn y ddinas hon, er drwg ac nid er da, medd yr 
JER.21.11	“Wrth dŷ brenin Jwda dywed,
JER.21.11	‘Clyw air yr 
JER.21.12	Tŷ Dafydd, fel hyn y dywed yr 
JER.21.12	Barnwch yn uniawn yn y bore,
JER.21.12	achubwch yr ysbeiliedig o afael y gormeswr,
JER.21.12	rhag i'm llid fynd allan yn dân,
JER.21.12	a llosgi heb neb i'w ddiffodd,
JER.21.12	oherwydd eich gweithredoedd drwg.’
JER.21.13	“Wele fi yn dy erbyn, ti breswylydd y dyffryn
JER.21.13	wrth graig y gwastadedd,” medd yr 
JER.21.13	“Fe ddywedwch chwi, ‘Pwy ddaw i waered yn ein herbyn?
JER.21.13	Pwy ddaw i mewn i'n gwâl?’
JER.21.14	Talaf i chwi yn ôl ffrwyth eich gweithredoedd,” medd yr 
JER.21.14	“Cyneuaf dân yn ei choedwig,
JER.21.14	ac ysa bob peth o'i hamgylch.”
JER.22.1	Fel hyn y dywed yr 
JER.22.2	‘Clyw air yr 
JER.22.3	Fel hyn y dywed yr 
JER.22.4	Os yn wir y cyflawnwch y gair hwn, daw trwy byrth y tŷ hwn frenhinoedd yn eistedd ar orsedd Dafydd, yn teithio mewn cerbydau ac yn marchogaeth ar feirch, pob un â'i weision a'i bobl. 
JER.22.5	Ond os na wrandewch ar y geiriau hyn, af ar fy llw, medd yr 
JER.22.6	Oherwydd fel hyn y dywed yr 
JER.22.6	“Rwyt i mi fel Gilead, a chopa Lebanon;
JER.22.6	ond fe'th wnaf yn ddiffeithwch
JER.22.6	ac yn ddinas anghyfannedd.
JER.22.7	Neilltuaf ddinistrwyr yn dy erbyn,
JER.22.7	pob un â'i arfau;
JER.22.7	fe dorrant dy gedrwydd gorau,
JER.22.7	a'u bwrw i'r tân.”
JER.22.8	“Bydd cenhedloedd lawer yn mynd heibio i'r ddinas hon, a phob un yn dweud wrth ei gilydd, ‘Pam y gwnaeth yr 
JER.22.9	Ac atebant, ‘Oherwydd iddynt gefnu ar gyfamod yr 
JER.22.10	Peidiwch ag wylo dros y marw, na gofidio amdano;
JER.22.10	wylwch yn wir dros yr un sy'n mynd ymaith,
JER.22.10	oherwydd ni ddychwel mwyach,
JER.22.10	na gweld gwlad ei enedigaeth.
JER.22.11	Oherwydd fel hyn y dywed yr 
JER.22.12	bydd farw yn y lle y caethgludwyd ef iddo, ac ni wêl y wlad hon eto.”
JER.22.13	Gwae'r sawl a adeilada'i dŷ heb gyfiawnder,
JER.22.13	a'i lofftydd heb farn,
JER.22.13	gan fynnu gwasanaeth ei gymydog yn rhad,
JER.22.13	heb roi iddo ddim am ei waith.
JER.22.14	Gwae'r sawl a ddywed, “Adeiladaf i mi fy hun dŷ eang
JER.22.14	ac iddo lofftydd helaeth.”
JER.22.14	Gwna iddo ffenestri, a phaneli o gedrwydd,
JER.22.14	a'i liwio â fermiliwn.
JER.22.15	A wyt yn d'ystyried dy hun yn frenin
JER.22.15	oherwydd i ti gystadlu mewn cedrwydd?
JER.22.15	Oni fwytaodd dy dad, ac yfed,
JER.22.15	gan wneud cyfiawnder a barn,
JER.22.15	ac yna bu'n dda arno?
JER.22.16	Barnodd ef achos y tlawd a'r anghenus,
JER.22.16	ac yna bu'n dda arno.
JER.22.16	“Onid hyn yw f'adnabod i?” medd yr 
JER.22.17	Nid yw dy lygad na'th galon ond ar dy enillion anghyfiawn,
JER.22.17	i dywallt gwaed dieuog ac i dreisio a gwneud cam.
JER.22.18	Am hynny, fel hyn y dywed yr 
JER.22.18	“Ni alarant amdano, a dweud, ‘O fy mrawd! O fy nghâr!’
JER.22.18	Ni alarant amdano, a dweud, ‘O Arglwydd! O Fawrhydi!’
JER.22.19	Fel claddu asyn y cleddir ef—
JER.22.19	ei lusgo a'i daflu y tu hwnt i byrth Jerwsalem.”
JER.22.20	Dring i Lebanon, a gwaedda;
JER.22.20	yn Basan cod dy lef;
JER.22.20	bloeddia o Abarim,
JER.22.20	“Dinistriwyd pawb sy'n dy garu.”
JER.22.21	Lleferais wrthyt yn dy wynfyd;
JER.22.21	dywedaist, “Ni wrandawaf.”
JER.22.21	Dyma dy ffordd o'th ieuenctid,
JER.22.21	ac ni wrandewaist arnaf.
JER.22.22	Bugeilia'r gwynt dy holl fugeiliaid,
JER.22.22	ac i gaethiwed yr â dy geraint;
JER.22.22	yna fe'th gywilyddir a'th waradwyddo
JER.22.22	am dy holl ddrygioni.
JER.22.23	Ti, sy'n trigo yn Lebanon,
JER.22.23	ac a fagwyd rhwng y cedrwydd,
JER.22.23	O fel y llefi pan ddaw arnat wewyr,
JER.22.23	pangfeydd fel gwraig yn esgor!
JER.22.24	“Cyn wired â'm bod yn fyw,” medd yr 
JER.22.25	a'th roi yng ngafael y rhai sy'n ceisio dy einioes, ac yng ngafael y rhai yr wyt yn ofni rhagddynt, sef yng ngafael Nebuchadnesar brenin Babilon, ac yn llaw y Caldeaid. 
JER.22.26	Fe'th fwriaf di, a'th fam a'th esgorodd, i wlad ddieithr lle ni'ch ganwyd, ac yno byddwch farw. 
JER.22.27	Ni ddychwelant i'r wlad yr hiraethant am ddychwelyd iddi.”
JER.22.28	Ai llestr dirmygus, drylliedig yw'r dyn hwn, Coneia,
JER.22.28	teclyn heb ddim hoffus ynddo?
JER.22.28	Pam y bwriwyd hwy ymaith, ef a'i had,
JER.22.28	a'u taflu i wlad nad adwaenant?
JER.22.29	Wlad! Wlad! Wlad!
JER.22.29	Clyw air yr 
JER.22.30	Fel hyn y dywed yr 
JER.22.30	“Cofrestrwch y gŵr hwn yn ddi-blant,
JER.22.30	gŵr na lwydda ar hyd ei oes;
JER.22.30	canys ni lwydda neb o'i had ef
JER.22.30	i eistedd ar orsedd Dafydd,
JER.22.30	na llywodraethu eto yn Jwda.”
JER.23.1	“Gwae chwi fugeiliaid, sydd yn gwasgaru defaid fy mhorfa ac yn eu harwain ar grwydr,” medd yr 
JER.23.2	Am hynny fel hyn y dywed yr 
JER.23.3	“Yr wyf fi am gasglu ynghyd weddill fy mhraidd o'r holl wledydd lle y gyrrais hwy, a'u dwyn drachefn i'w corlan; ac fe amlhânt yn ffrwythlon. 
JER.23.4	Gosodaf arnynt fugeiliaid a'u bugeilia, ac nid ofnant mwyach, na chael braw; ac ni chosbir hwy,” medd yr 
JER.23.5	“Wele'r dyddiau yn dod,” medd yr 
JER.23.5	“y cyfodaf i Ddafydd Flaguryn cyfiawn,
JER.23.5	brenin a fydd yn llywodraethu'n ddoeth,
JER.23.5	yn gwneud barn a chyfiawnder yn y tir.
JER.23.6	Yn ei ddyddiau ef fe achubir Jwda
JER.23.6	ac fe drig Israel mewn diogelwch;
JER.23.6	dyma'r enw a roddir iddo:
JER.23.6	‘Yr 
JER.23.7	“Am hynny, wele'r dyddiau'n dod,” medd yr 
JER.23.8	ond, ‘Byw fyddo'r 
JER.23.9	Am y proffwydi:
JER.23.9	Torrodd fy nghalon, y mae fy esgyrn i gyd yn crynu;
JER.23.9	yr wyf fel dyn mewn diod, gŵr wedi ei orchfygu gan win,
JER.23.9	oherwydd yr 
JER.23.10	Y mae'r tir yn llawn o odinebwyr,
JER.23.10	ac o'u herwydd hwy
JER.23.10	y mae porfeydd yr anialwch wedi crino;
JER.23.10	y mae eu hynt yn ddrwg a'u cadernid yn ddim.
JER.23.11	“Aeth proffwyd ac offeiriad yn annuwiol;
JER.23.11	o fewn fy nhŷ y cefais eu drygioni,” medd yr 
JER.23.12	“Am hynny bydd eu ffyrdd fel mannau llithrig;
JER.23.12	gyrrir hwy i'r tywyllwch, a byddant yn syrthio yno.
JER.23.12	Canys dygaf ddrygioni arnynt ym mlwyddyn eu cosbi,” medd yr 
JER.23.13	“Ymhlith proffwydi Samaria gwelais beth anweddus:
JER.23.13	y maent yn proffwydo yn enw Baal, ac yn hudo fy mhobl Israel ar gyfeiliorn.
JER.23.14	Ymhlith proffwydi Jerwsalem gwelais beth erchyll:
JER.23.14	godinebu a rhodio mewn anwiredd;
JER.23.14	y maent yn cynnal breichiau'r rhai drygionus,
JER.23.14	fel na thry neb oddi wrth ei ddrygioni.
JER.23.14	I mi aethant oll fel Sodom, a'u trigolion fel Gomorra.”
JER.23.15	Am hynny fel hyn y dywed yr 
JER.23.15	“Wele, rhof wermod yn fwyd iddynt, a dŵr bustl yn ddiod,
JER.23.15	canys o blith proffwydi Jerwsalem aeth annuwioldeb allan trwy'r holl dir.”
JER.23.16	Fel hyn y dywed 
JER.23.17	Parhânt i ddweud wrth y rhai sy'n dirmygu gair yr 
JER.23.18	“Pwy a safodd yng nghyngor yr 
JER.23.18	a gweld a chlywed ei air?
JER.23.18	Pwy a ddaliodd ar ei air, a'i wrando?
JER.23.19	Wele gorwynt yr 
JER.23.19	gan chwyrlïo fel tymestl,
JER.23.19	a throelli uwchben yr annuwiol.
JER.23.20	Ni phaid digofaint yr 
JER.23.20	nes iddo gwblhau ei fwriadau a'u cyflawni.
JER.23.20	Yn y dyddiau diwethaf y deallwch hyn yn eglur.
JER.23.21	Nid anfonais y proffwydi, ond eto fe redant;
JER.23.21	ni leferais wrthynt, ond eto fe broffwydant.
JER.23.22	Pe baent wedi sefyll yn fy nghyngor, byddent wedi peri i'm pobl wrando ar fy ngeiriau,
JER.23.22	a'u troi o'u ffyrdd drygionus ac o'u gweithredoedd drwg.
JER.23.23	“Onid Duw agos wyf fi,” medd yr 
JER.23.24	A all unrhyw un lechu yn y dirgel fel na welaf mohono?” medd yr 
JER.23.24	“Onid wyf yn llenwi'r nefoedd a'r ddaear?” medd yr 
JER.23.25	“Clywais yr hyn a ddywedodd y proffwydi sy'n proffwydo celwydd yn fy enw gan ddweud, ‘Breuddwydiais, breuddwydiais!’ 
JER.23.26	Pa hyd yr erys ym mwriad y proffwydi broffwydo celwydd—proffwydi hudoliaeth eu calon eu hunain? 
JER.23.27	Bwriadant beri i'm pobl anghofio fy enw trwy adrodd eu breuddwydion y naill wrth y llall, fel y bu i'w hynafiaid anghofio fy enw o achos Baal. 
JER.23.28	Y proffwyd sydd â breuddwyd ganddo, myneged ei freuddwyd, a'r hwn sydd â'm gair i ganddo, llefared fy ngair yn ffyddlon. Beth sy'n gyffredin rhwng gwellt a gwenith?” medd yr 
JER.23.29	“Onid yw fy ngair fel tân,” medd yr 
JER.23.30	Am hynny, wele fi yn erbyn y proffwydi sy'n lladrata fy ngeiriau oddi ar ei gilydd,” medd yr 
JER.23.31	“Wele fi yn erbyn y proffwydi sy'n llunio geiriau ac yn eu cyhoeddi fel oracl,” medd yr 
JER.23.32	“Wele fi yn erbyn y rhai sy'n proffwydo breuddwydion gau, yn eu hadrodd, ac yn hudo fy mhobl â'u hanwiredd a'u gwagedd,” medd yr 
JER.23.33	“Pan ofynnir iti gan y bobl hyn, neu gan broffwyd neu offeiriad, ‘Beth yw baich yr 
JER.23.34	Os dywed proffwyd neu offeiriad neu'r bobl, ‘Baich yr 
JER.23.35	Fel hyn y bydd pob un ohonoch yn dweud wrth siarad ymhlith eich gilydd: ‘Beth a etyb yr 
JER.23.36	Ond ni fyddwch yn sôn eto am ‘faich yr 
JER.23.37	Fel hyn y dywedi wrth y proffwyd hwnnw: ‘Pa ateb a roes yr 
JER.23.38	Ac os dywedwch, ‘Baich yr 
JER.23.39	fe'ch codaf
JER.23.40	Rhof arnoch warth tragwyddol a gwaradwydd tragwyddol nas anghofir.”
JER.24.1	Dangosodd yr 
JER.24.2	Yn un cawell yr oedd ffigys da iawn, fel ffigys blaenffrwyth, ac yn yr ail gawell ffigys drwg iawn, na ellid eu bwyta gan mor ddrwg oeddent. 
JER.24.3	Dywedodd yr 
JER.24.4	Daeth gair yr 
JER.24.5	“Fel hyn y dywed yr 
JER.24.6	Cadwaf fy ngolwg arnynt er daioni, a dygaf hwy'n ôl i'r wlad hon, a'u hadeiladu, ac nid eu tynnu i lawr; eu plannu ac nid eu diwreiddio. 
JER.24.7	Rhof iddynt galon i'm hadnabod, mai myfi yw'r 
JER.24.8	“Fel hyn y dywed yr 
JER.24.9	Gwnaf hwy'n arswyd, yn gywilydd i holl deyrnasoedd y ddaear, ac yn ddihareb a gwatwar a melltith, ym mhob man lle'r alltudiaf hwy. 
JER.24.10	Gyrraf arnynt gleddyf a newyn a haint, nes eu difodi o'r tir a rois iddynt ac i'w hynafiaid.’ ”
JER.25.1	Dyma'r gair a ddaeth at Jeremeia am holl bobl Jwda ym mhedwaredd flwyddyn Jehoiacim fab Joseia, brenin Jwda, a blwyddyn gyntaf Nebuchadnesar brenin Babilon. 
JER.25.2	Llefarodd Jeremeia y proffwyd wrth holl bobl Jwda a holl breswylwyr Jerwsalem, gan ddweud, 
JER.25.3	“o'r drydedd flwyddyn ar ddeg o deyrnasiad Joseia fab Amon, brenin Jwda, hyd heddiw, hynny yw, tair blynedd ar hugain, daeth gair yr 
JER.25.4	Anfonodd yr 
JER.25.5	pan ddywedwyd, ‘Dychwelwch, yn awr, bob un o'i ffordd annuwiol, ac o'ch gweithredoedd drwg, a thrigwch yn y tir a roes yr 
JER.25.6	Peidiwch â mynd ar ôl duwiau eraill, i'w gwasanaethu a'u haddoli, a pheidiwch â'm digio â gwaith eich dwylo; yna ni wnaf niwed i chwi.’ 
JER.25.7	Ond ni wrandawsoch arnaf,” medd yr 
JER.25.8	“Am hynny, fel hyn y dywed 
JER.25.9	yr wyf yn anfon am holl lwythau'r gogledd,’ medd yr 
JER.25.10	Ataliaf o'u plith bob sain hyfryd a llawen, sain priodfab a phriodferch, sain meini melin yn malu, a golau llusern. 
JER.25.11	Bydd yr holl wlad hon yn ddiffaith ac yn ddychryn, a bydd y cenhedloedd hyn yn gwasanaethu brenin Babilon am ddeng mlynedd a thrigain. 
JER.25.12	Ar ddiwedd y deng mlynedd a thrigain hyn cosbaf frenin Babilon a'r genedl honno am eu camwedd,’ medd yr 
JER.25.13	Dygaf ar y wlad honno yr holl eiriau a leferais yn ei herbyn, a phob peth sydd wedi ei ysgrifennu yn y llyfr hwn, pob peth a broffwydodd Jeremeia yn erbyn yr holl genhedloedd. 
JER.25.14	Canys fe'u caethiwir hwythau gan genhedloedd cryfion a brenhinoedd mawrion, ac felly y talaf iddynt yn ôl eu gweithredoedd a gwaith eu dwylo.’ ”
JER.25.15	Fel hyn y dywed yr 
JER.25.16	Byddant yn ei yfed, ac yn gwegian, ac yn gwallgofi oherwydd y cleddyf a anfonaf i'w plith.” 
JER.25.17	Cymerais y cwpan o law yr 
JER.25.18	Jerwsalem a dinasoedd Jwda, ei brenhinoedd a'i thywysogion, i'w gwneud yn ddiffeithwch, yn ddychryn, yn syndod, ac yn felltith, fel y maent heddiw; 
JER.25.19	hefyd Pharo brenin yr Aifft, a'i weision a'i dywysogion a'i holl bobl, 
JER.25.20	a'u holl estroniaid; holl frenhinoedd gwlad Us, a holl frenhinoedd gwlad y Philistiaid, ac Ascalon a Gasa ac Ecron a gweddill Asdod; 
JER.25.21	Edom a Moab a phobl Ammon; 
JER.25.22	holl frenhinoedd Tyrus a holl frenhinoedd Sidon, a brenhinoedd yr ynysoedd dros y môr; 
JER.25.23	Dedan a Tema a Bus; pawb sydd â'u talcennau'n foel; 
JER.25.24	holl frenhinoedd Arabia, a holl frenhinoedd y llwythau cymysg sy'n trigo yn yr anialwch; 
JER.25.25	holl frenhinoedd Simri, a holl frenhinoedd Elam, a holl frenhinoedd Media; 
JER.25.26	holl frenhinoedd y gogledd, yn agos ac ymhell, y naill ar ôl y llall, a holl deyrnasoedd byd ar wyneb y ddaear; brenin Sesach
JER.25.27	“Dywedi wrthynt, ‘Fel hyn y dywed 
JER.25.28	Os gwrthodant gymryd y cwpan o'th law i'w yfed, yna dywedi wrthynt, ‘Fel hyn y dywed 
JER.25.29	Canys wele, yr wyf yn dechrau niweidio'r ddinas y galwyd fy enw arni; a ddihangwch chwi? Ni ddihangwch; canys yr wyf yn galw am gleddyf yn erbyn holl breswylwyr y wlad, medd 
JER.25.30	Proffwydi dithau yn eu herbyn yr holl eiriau hyn a dweud,”
JER.25.30	“Y mae'r 
JER.25.30	o'i drigfan sanctaidd fe gyfyd ei lef;
JER.25.30	rhua'n chwyrn yn erbyn ei drigle;
JER.25.30	gwaedda, fel gwaedd rhai yn sathru grawnwin,
JER.25.30	yn erbyn holl breswylwyr y tir.
JER.25.31	Atseinia'r twrf hyd eithafoedd byd,
JER.25.31	canys bydd Duw'n dwyn achos yn erbyn y cenhedloedd,
JER.25.31	ac yn mynd i farn yn erbyn pob cnawd,
JER.25.31	ac yn rhoi'r drygionus i'r cleddyf, medd yr 
JER.25.32	Fel hyn y dywed 
JER.25.32	“Y mae dinistr ar gerdded allan o'r naill genedl i'r llall;
JER.25.32	cyfyd tymestl fawr o eithafoedd byd.”
JER.25.33	“Y dydd hwnnw, bydd lladdedigion yr 
JER.25.34	Udwch, fugeiliaid, gwaeddwch;
JER.25.34	ymdreiglwch yn y lludw, chwi bendefigion y praidd;
JER.25.34	canys cyflawnwyd y dyddiau i'ch lladd a'ch gwasgaru,
JER.25.34	ac fe gwympwch fel llydnod
JER.25.35	Collir lloches gan y bugeiliaid,
JER.25.35	a dihangfa gan bendefigion y praidd.
JER.25.36	Clyw gri'r bugeiliaid,
JER.25.36	a nâd pendefigion y praidd!
JER.25.36	Oherwydd y mae'r 
JER.25.37	dryllir corlannau heddychlon gan lid digofaint yr 
JER.25.38	Fel llew, gadawodd ei loches;
JER.25.38	aeth eu tir yn anghyfannedd gan lid gorthrymwr,
JER.25.38	a llid digofaint yr 
JER.26.1	Yn nechrau teyrnasiad Jehoiacim fab Joseia, brenin Jwda, daeth y gair hwn oddi wrth yr 
JER.26.2	“Fel hyn y dywed yr 
JER.26.3	Efallai y gwrandawant, a dychwelyd, pob un o'i ffordd ddrwg, a minnau'n newid fy meddwl am y drwg a fwriedais iddynt oherwydd eu gweithredoedd drygionus. 
JER.26.4	Dywed wrthynt, ‘Fel hyn y dywed yr 
JER.26.5	a gwrando ar eiriau fy ngweision y proffwydi a anfonaf atoch—fel y gwnaed yn gyson, a chwithau heb wrando— 
JER.26.6	yna gwnaf y tŷ hwn fel Seilo, a'r ddinas hon yn felltith i holl genhedloedd y ddaear.’ ”
JER.26.7	Clywodd yr offeiriaid a'r proffwydi a'r holl bobl Jeremeia yn llefaru'r geiriau hyn yn nhŷ'r 
JER.26.8	Pan orffennodd fynegi'r cyfan a orchmynnodd yr 
JER.26.9	pam y proffwydaist yn enw'r 
JER.26.10	Pan glywodd tywysogion Jwda am hyn, daethant i fyny o dŷ'r brenin i dŷ'r 
JER.26.11	Dywedodd yr offeiriaid a'r proffwydi wrth y tywysogion ac wrth yr holl bobl, “Y mae'r gŵr hwn yn haeddu cosb marwolaeth, oherwydd proffwydodd yn erbyn y ddinas hon, fel y clywsoch chwi eich hunain.”
JER.26.12	Yna llefarodd Jeremeia wrth yr holl dywysogion a'r holl bobl, gan ddweud, “Yr 
JER.26.13	Yn awr, gwellhewch eich ffyrdd a'ch gweithredoedd, a gwrandewch ar lais yr 
JER.26.14	Amdanaf fi, dyma fi yn eich dwylo; gwnewch i mi fel y gwelwch yn dda ac uniawn. 
JER.26.15	Ond gwybyddwch yn sicr, os lladdwch fi, y byddwch yn dwyn arnoch eich hunain, ac ar y ddinas hon a'i thrigolion, waed dyn dieuog. Yn wir, yr 
JER.26.16	Dywedodd y tywysogion a'r holl bobl wrth yr offeiriaid a'r proffwydi, “Nid yw'r gŵr hwn yn haeddu cosb marwolaeth, oherwydd yn enw'r 
JER.26.17	Yna cododd rhai o blith henuriaid y wlad a dweud wrth holl gynulleidfa'r bobl, 
JER.26.18	“Bu Micha o Moreseth yn proffwydo yn nyddiau Heseceia brenin Jwda, a dywedodd wrth holl bobl Jwda, ‘Fel hyn y dywed 
JER.26.18	“Bydd Seion yn faes wedi ei aredig,
JER.26.18	a Jerwsalem yn garneddau,
JER.26.18	a mynydd y deml yn fynydd-dir coediog.”
JER.26.19	A laddwyd ef gan Heseceia brenin Jwda a holl Jwda? Onid ofnodd ef yr 
JER.26.20	A bu gŵr arall hefyd yn proffwydo yn enw'r 
JER.26.21	Clywodd y Brenin Jehoiacim a'i holl osgordd a'i dywysogion ei eiriau, a cheisiodd y brenin ei ladd. Pan glywodd Ureia, fe ofnodd a ffoi i'r Aifft. 
JER.26.22	Yna anfonodd Jehoiacim wŷr i'r Aifft, sef Elnathan fab Achbor a gwŷr eraill; 
JER.26.23	a daethant i'r Aifft, a chyrchu Ureia oddi yno a'i ddwyn at y Brenin Jehoiacim; lladdodd yntau ef â'r cleddyf, a thaflu ei gorff i fynwent y bobl gyffredin.
JER.26.24	Yr oedd Ahicam fab Saffan o blaid Jeremeia, fel na roddwyd ef yng ngafael y bobl i'w ladd.
JER.27.1	Yn nechrau teyrnasiad Sedeceia
JER.27.2	Fel hyn y dywedodd yr 
JER.27.3	ac anfon
JER.27.4	Gorchmynna iddynt ddweud hyn wrth eu meistriaid, ‘Fel hyn y dywed 
JER.27.5	“Â'm gallu mawr ac â'm braich estynedig gwneuthum y ddaear, a phobl, a'r anifeiliaid sydd ar wyneb y ddaear, a'u rhoi i'r sawl y gwelaf yn dda. 
JER.27.6	Yn awr, rhof y gwledydd hyn oll yn llaw fy ngwas Nebuchadnesar brenin Babilon, a rhof hyd yn oed yr holl anifeiliaid gwyllt iddo ef i'w wasanaethu. 
JER.27.7	Bydd yr holl genhedloedd yn ei wasanaethu ef a'i fab a mab ei fab, nes dod awr ei wlad yntau, a'i feistroli gan genhedloedd niferus a brenhinoedd mawrion. 
JER.27.8	Os bydd cenedl neu deyrnas heb wasanaethu Nebuchadnesar brenin Babilon, a heb roi ei gwar dan iau brenin Babilon, mi gosbaf y genedl honno â'r cleddyf a newyn a haint,” medd yr 
JER.27.9	Peidiwch â gwrando ar eich proffwydi na'ch dewiniaid na'ch breuddwydwyr na'ch hudolion na'ch swynwyr, sy'n llefaru wrthych gan ddweud, ‘Ni fyddwch yn gwasanaethu brenin Babilon.’ 
JER.27.10	Oherwydd proffwydant gelwydd i chwi, er mwyn eich gyrru ymhell o'ch tir, ac i mi eich alltudio ac i chwi drengi. 
JER.27.11	Ond y genedl a rydd ei gwar dan iau brenin Babilon, a'i wasanaethu, gadawaf honno yn ei thir,” medd yr 
JER.27.12	Lleferais wrth Sedeceia brenin Jwda hefyd yn unol â'r holl eiriau hyn, gan ddweud, “Rhowch eich gwar dan iau brenin Babilon, a'i wasanaethu ef a'i bobl, er mwyn ichwi gael byw. 
JER.27.13	Pam y byddwch farw, ti a'th bobl, trwy'r cleddyf a newyn a haint, yn ôl yr hyn a ddywedodd yr 
JER.27.14	Peidiwch â gwrando ar eiriau'r proffwydi sy'n dweud wrthych, ‘Ni fyddwch yn gwasanaethu brenin Babilon.’ Oherwydd y maent yn proffwydo celwydd i chwi. 
JER.27.15	Yn wir, nid myfi a'u hanfonodd,” medd yr 
JER.27.16	Yna lleferais wrth yr offeiriaid a'r holl bobl hyn, gan ddweud, “Fel hyn y dywed yr 
JER.27.17	peidiwch â gwrando arnynt, ond gwasanaethwch frenin Babilon, er mwyn ichwi gael byw. Pam y bydd y ddinas hon yn anghyfannedd? 
JER.27.18	Os proffwydi ydynt, ac os yw gair yr 
JER.27.19	“Fel hyn y dywed 
JER.27.20	heb eu cymryd ymaith gan Nebuchadnesar brenin Babilon pan gaethgludodd Jechoneia fab Jehoiacim, brenin Jwda, o Jerwsalem i Fabilon, ynghyd â holl uchelwyr Jwda a Jerwsalem. 
JER.27.21	Fel hyn y dywed 
JER.27.22	‘I Fabilon y dygir hwy, ac yno y byddant hyd y dydd y ceisiaf fi hwy,’ medd yr 
JER.28.1	Yn yr un flwyddyn, yn nechrau teyrnasiad Sedeceia brenin Jwda, sef y bedwaredd flwyddyn a'r pumed mis, llefarodd Hananeia fab Assur, y proffwyd o Gibeon, wrthyf yn nhŷ'r 
JER.28.2	“Fel hyn y dywed 
JER.28.3	O fewn dwy flynedd adferaf i'r lle hwn holl lestri tŷ'r 
JER.28.4	Adferaf hefyd i'r lle hwn Jechoneia fab Jehoiacim, brenin Jwda, a holl gaethglud Jwda a aeth i Fabilon,’ medd yr 
JER.28.5	Yna llefarodd y proffwyd Jeremeia wrth Hananeia y proffwyd, yng ngŵydd yr offeiriaid a'r holl bobl a safai yn nhŷ'r 
JER.28.6	gan ddweud, “Amen, gwnaed yr 
JER.28.7	Ond gwrando yn awr ar y gair hwn a lefaraf yn dy glyw, ac yng nghlyw'r holl bobl: 
JER.28.8	bu'r proffwydi a fu o'm blaen i ac o'th flaen di, o'r amser gynt, yn proffwydo rhyfeloedd a newyn a haint yn erbyn gwledydd lawer a theyrnasoedd mawrion. 
JER.28.9	Am y sawl sy'n proffwydo heddwch, gwyddys am y proffwyd hwnnw, mai'r 
JER.28.10	Yna cymerodd Hananeia y barrau oddi ar war y proffwyd Jeremeia, a'u torri. 
JER.28.11	Dywedodd Hananeia yng ngŵydd yr holl bobl, “Fel hyn y dywed yr 
JER.28.12	Wedi i Hananeia y proffwyd dorri'r iau oddi ar war y proffwyd Jeremeia, daeth gair yr 
JER.28.13	“Dos, a dywed wrth Hananeia, ‘Fel hyn y dywed yr 
JER.28.14	Oherwydd fel hyn y dywed 
JER.28.15	Dywedodd y proffwyd Jeremeia wrth Hananeia y proffwyd, “Clyw yn awr, Hananeia! Nid anfonodd yr 
JER.28.16	Am hynny, fel hyn y dywed yr 
JER.28.17	Bu farw Hananeia y proffwyd y flwyddyn honno, yn y seithfed mis.
JER.29.1	Dyma eiriau'r llythyr a anfonodd y proffwyd Jeremeia o Jerwsalem at weddill yr henuriaid yn y gaethglud, a'r offeiriaid a'r proffwydi, ac at yr holl bobl a gaethgludodd Nebuchadnesar o Jerwsalem i Fabilon. 
JER.29.2	Bu hyn wedi i'r Brenin Jechoneia, a'r fam frenhines a'r eunuchiaid, swyddogion Jwda a Jerwsalem, a'r seiri a'r gofaint, adael Jerwsalem. 
JER.29.3	Anfonodd y llythyr trwy law Elasa fab Saffan a Gemareia fab Hilceia, a anfonwyd gan Sedeceia brenin Jwda i Fabilon at Nebuchadnesar brenin Babilon. 
JER.29.4	Dyma ei eiriau: “Fel hyn y dywed 
JER.29.5	Codwch dai a thrigwch ynddynt; plannwch erddi a bwyta o'u ffrwyth; 
JER.29.6	priodwch wragedd, a magu meibion a merched; cymerwch wragedd i'ch meibion a rhoi gwŷr i'ch merched, i fagu meibion a merched; amlhewch yno, ac nid lleihau. 
JER.29.7	Ceisiwch heddwch y ddinas y caethgludais chwi iddi, a gweddïwch drosti ar yr 
JER.29.8	“Fel hyn y dywed 
JER.29.9	Proffwydant i chwi gelwydd yn f'enw i; nid anfonais hwy,’ medd yr 
JER.29.10	“Fel hyn y dywed yr 
JER.29.11	Oherwydd myfi sy'n gwybod fy mwriadau a drefnaf ar eich cyfer,’ medd yr 
JER.29.12	Yna galwch arnaf, a dewch i weddïo arnaf, a gwrandawaf arnoch. 
JER.29.13	Fe'm ceisiwch a'm cael; pan chwiliwch â'ch holl galon 
JER.29.14	fe'm cewch,’ medd yr 
JER.29.15	“Yr ydych yn dweud, ‘Cododd yr 
JER.29.16	Ond dywed yr 
JER.29.17	ie, fel hyn y dywed 
JER.29.18	Ymlidiaf hwy â'r cleddyf a newyn a haint, a gwnaf hwy'n arswyd i holl deyrnasoedd y ddaear, yn felltith ac arswyd a syndod a chywilydd ymhlith yr holl genhedloedd y gyrraf hwy atynt. 
