MAT.1.1	LLyver 
ROM.4.14	Can ys a’s yr ei y sy
ROM.4.15	O bleit y ddeddyf a bair 
ROM.4.16	Can hyny o ffydd 
ROM.4.17	(megis y mae yn scrivenedic, 
ROM.4.18	Yr hwn 
ROM.4.19	Ac ef e ny
ROM.4.20	Ac nyd amheuawdd ef addewit Duw o ancredyniaeth, eithyr e nerthit yn y ffyð, ac a roes’ogoniant i Dduw, 
ROM.4.21	gan vot yn gwbl 
ROM.4.22	Ac am hyny y cyfrfiwyt iddaw yn gyfiawnder. 
ROM.4.23	Ac nyd scrivenwyt 
ROM.4.24	eithyr hefyt erom ni
ROM.4.25	Yr hwn a roddet i 
ROM.5.1	CAn ein cyfiawnhau 
ROM.5.2	Trwy’r hwn hefyt y may i ni 
ROM.5.3	Ac ny
ROM.5.4	a’ dioddefgarwch, broviat, a’ phroviad ’obaith, 
ROM.5.5	a’ gobaith ny chywilyddia, vot cariat Duw wedyr 
ROM.5.6	Can ys Christ, pan oeddem eto yn ddinerth yn 
ROM.5.7	Diau may braidd y bydd neb varw dros vn cyfiawn: er hyny dros vn da ef allei y beiddiai vn varw. 
ROM.5.8	Eithyr y mae Duw yn eglurhau ei gariat 
ROM.5.9	Mwy ynte o lawer, can ddarvot ein cyffiawnhau ni weithion 
ROM.5.10	Can ys a’s pan oeddem ’elynion eyn 
ROM.5.11	Ac ny
ROM.5.12	Erwyð pa bleit, megis trwy vn dyn y daeth pechat ir byt, ac angae trwy pec
ROM.5.13	Cā ys yd 
ROM.5.14	Eithyr angeu a deyrnasawdd o Aða yd 
ROM.5.15	Eithr ny
ROM.5.16	Ac ny
ROM.5.17	Can ys a’s trwy gamwedd vn, y teyrnasawdd angae trwy vn, mwy o lawer y bydd ir ei a 
ROM.5.18	Can ys yr vn modd vegis trwy gamweð vn 
ROM.5.19	O bleit megis trwy anuvyðdot vn dyn y gwnaethpwyt llawer yn pechaturieit, vel’y trwy uvyð
ROM.5.20	Hefyt y Ddeddyf a ddaeth y mywn er 
ROM.5.21	y n y byddei megis y teyrnasawð pechawt ir angeu, velly bot hefyt i rat deyrnassu drwy gyfiawnder i vywyt tragyvythawl, trwy Iesu Christ ein Arglwydd.
ROM.6.1	BEth wrth hynny a ddywedwn? 
ROM.6.2	Na ato Duw. Pa wedd y byð 
ROM.6.3	Any wyddoch, am danom 
ROM.6.4	In claddwyt 
ROM.6.5	Can ys 
ROM.6.6	can wybot hyn, ddarvot crogy ein hen ddyn 
ROM.6.7	Can ys hwn a vu varw, a 
ROM.6.8	Can hyny a’s meirw 
ROM.6.9	gan wybot am Christ gwedy ei gyfodi o veirw, na bydd marw mwy
ROM.6.10	Can ys 
ROM.6.11	Velly 
ROM.6.12	Na theyrnaset gan hyny pechot yn eich corph marwol, er 
ROM.6.13	Ac na rowch eich aelodae yn arveu anwiredd i bechot: eithyr rhowch eich humain y Dduw, megis 
ROM.6.14	Can ys ny
ROM.6.15	Beth am hyny? 
ROM.6.16	ny wyðoch, mae i bwy bynac yr ymroddwch 
ROM.6.17	And y Dduw y ddiol
ROM.6.18	Can ych rhyddhau 
ROM.6.18	Yr Epistol y. vij gwedy Trintat.
ROM.6.19	A’r ðull‐dynol yr wyf yn ymadrodd, o bleit gwendit eich cnawt 
ROM.6.20	Can ys pan oeddech yn weision pechawt, yr oeddech yn rhyddion ywrth 
ROM.6.21	Pa ffrwyth 
ROM.6.22	Ac yr owrhon gwedy ych rhyddhau y wrth pechawt, ac wedy eich gwneuthur yn weision y Dduw, y mae y chwi eich ffrwyth 
ROM.6.23	Can ys 
ROM.7.1	ANy wyddoch
ROM.7.2	Can ys y wraic ’rhon ’sy y dan 
ROM.7.3	Ac velly a’s 
ROM.7.4	Ac velly 
ROM.7.5	Can ys pan oeddem yn y cnawd, 
ROM.7.6	Ac yr awrhon in rhyddhawyt ywrth y Ddeddyf, gwedy ein meirw ir 
ROM.7.7	Beth gan hyny a ddywedwn? 
ROM.7.8	Ac a gymerth pechawt achos gan y gorchymyn, ac a weithiawdd ynof bop trachwant: can ys eb y Ddeðyf, ys marw pechot. 
ROM.7.9	Can ys mi a vum gynt 
ROM.7.10	a’r gorchymyn hwn a 
ROM.7.11	Canys pechot a gymerth achos trwy ’r gorchymyn, ac am twyllawð, ac wrth hyny im lladdawdd. 
ROM.7.12	Ac velly sanct
ROM.7.13	Can hyny a wnaethpwyt y peth oedd dda, yn angeu i mi? Na ato Duw: eithyr pechot, er 
ROM.7.14	Can ys gwyðam vot y Ddeddyf yn ysprytawl: a’ mi
ROM.7.15	Can nad cymradwy genyf yr hyn wyf yn y wneuthur: can ys 
ROM.7.16	Ac ad wyf yn gwneuthur yr hyn ny
ROM.7.17	Velly yr owon, ny
ROM.7.18	Can ys gwn, nad oes yno vi, ys ef yn vy‐cnawd i, ddim da yn trigiaw: o bleit yr wyllysio ysy 
ROM.7.19	Cannad wyf yn gwneuthur y peth da, a ewyllyswn, anyd y drwc rhwn ny
ROM.7.20	Velly a’s gwnaf, yr hynn ny
ROM.7.21	Ydd wyf gan hyn yn cahel wrth y Ddeðyf, pan wyllyswn wneuthur da, vot 
ROM.7.22	Can ys y mae yn 
ROM.7.23	eithr gwelaf Ddeddyf arall yn vy aelodeu, yn 
ROM.7.24	 truan o ðyn 
ROM.7.25	Ydd wyf yn diol
ROM.8.1	CAn hyny 
ROM.8.2	Can ys Deddyf Yspryt y bywyt 
ROM.8.3	Can ys (hyn y ydoedd yn 
ROM.8.4	y n y chyflanwit 
ROM.8.5	Can ys yr ei ynt erwydd y cnawd, 
ROM.8.6	Can ys 
ROM.8.7	achos synnwyr y cnawt 
ROM.8.8	Can hyny ysawl ynt yn y cnawt, ny allant ryngy boð Duw. 
ROM.8.9	Weithian chwy
ROM.8.10	Ac ad yw Christ ynoch, y mae’r corph gwedy marw, o bleit pechot: eithyr yr yspryt bywyt 
ROM.8.11	Ac a’s Yspryt hwn a gyfodawdd Iesu o veirw, ’sy yn trigo ynoch, 
ROM.8.11	Yr Epistol yr viij. Sul gwedy Trintot.
ROM.8.12	Can hyny vroder, ydd ym yn ddledwyr nyd ir cnawd, y vyw 
ROM.8.13	can ys a’s byw vyddwch erwydd y cnawd, meirw vyddwch: eithyr a’s 
ROM.8.14	Can ys cynnuer 
ROM.8.15	Can na 
ROM.8.16	Yr vnryw Yspryt a gyd testolaetha a ’n Yspryt ni, ein bot 
ROM.8.17	A
ROM.8.17	Yr Epistol ar y iiij. Sul gwedy Trintot.
ROM.8.18	O bleit 
ROM.8.19	Can ys awyddvryd y creatur ’sy yn dysgwyl pa bryd 
ROM.8.20	Can vot y creatur yn ðarestyngedic i wagedd, ny
ROM.8.21	can ys y creatur hefyt a ryddheir o gaethiwet llygrydigaeth i 
ROM.8.22	Can ys gwydam vot pop creatur yn 
ROM.8.23	Ac ny
ROM.8.24	Can ys wrth ’obaith in 
ROM.8.25	Ac a’s gobeithiwn 
ROM.8.26	Ac yn gyffelyp y mae’r Yspryt yn canhorthwyaw eyn gwendit 
ROM.8.27	Any
ROM.8.28	A’ gwyddom vot pop peth yn cydweithio 
ROM.8.29	Can ys yr ei y ragwybu ef, 
ROM.8.30	A’r sawl a 
ROM.8.31	Beth ynte a ddywedwn 
ROM.8.32	Yr hwn ny
ROM.8.33	Pwy a ryð 
ROM.8.34	pwy a 
ROM.8.35	Pwy a’n gohana 
ROM.8.36	Megis mae yn yscrivenedic, Er dy vwyn 
ROM.8.37	Eithr yn y petheu hyn oll yð ym yn vwy na c
ROM.8.38	Can ys mae yn ðogel genyf, na
ROM.8.39	nac uch
ROM.9.1	GWir a ddywedaf yn‐Christ, ny ðywedaf gelwydd, a’m cydwybot yn cyttestolaethu a’ mi yn yr Yspryt glan, 
ROM.9.2	vot 
ROM.9.3	Can ys mi 
ROM.9.4	yr ei ynt 
ROM.9.5	O ba’r ei 
ROM.9.6	Er hyny ny ddychon vot mynet gair Duw yn 
ROM.9.7	Ac ny
ROM.9.8	ys ef yw hyny, nyd yr ei ’sy yn blant y cnawt, ydynt plant Duw: eithyr plant yr addewit a gyfrifir yn had. 
ROM.9.9	Can ys gair addewit yw hwn, Yn yr amser hwn yma y dauaf, ac y bydd map i Sara. 
ROM.9.10	Ac ny
ROM.9.11	Can ys eto cyn 
ROM.9.12	y dywetpwyt wrthei, Yr henaf a wasanaetha ’r ieuaf. 
ROM.9.13	Megis y scrifenwyt, Iaco
ROM.9.14	Beth ddywedwn 
ROM.9.15	Can ys wrth Voysen y dywait, 
ROM.9.16	Ac velly ny
ROM.9.17	Can ys yr Scrypt
ROM.9.18	Can hyny wrth yr hwn 
ROM.9.19	Dywedy gan hyny wrthyf, Paam ymae ef eto yn cwyno? can ys pwy a 
ROM.9.20	Eithyr 
ROM.9.21	Any
ROM.9.22	 a’s ewyllysei Dduw, y ddangos ei 
ROM.9.23	Ac er mwyn yðo 
ROM.9.24	Sef 
ROM.9.25	megis y dywait ef hefyt yn Osee, 
ROM.9.26	Ac y bydd yn y lle y dywetpwyt wrthynt, Nyd 
ROM.9.27	Hefyt Esaias ’sy ’n llefain 
ROM.9.28	Can ys ef a wna ei gyfrif, ac ei crynoa gyd a chyfiawnder: can ys yr Arglwydd a wna gyfrif cryno yn y ddaiar. 
ROM.9.29	A’ megis y dyvot Esaias yn y blaen, Any bysei y Arglwydd y lluoedd adael i ni had, in gwneuthesit 
ROM.9.30	Beth gan hyny a ddywedwn? Can ir Cenetloedd yr ei ny ddilynesont gyfiawnder, 
ROM.9.31	Ac Israel rhwn a ddilynei Ddeddyf cyfiawnder, ny allawdd ’ordiwes Ddeddyf cyfiawnder. 
ROM.9.32	Paam? Can 
ROM.9.33	Megis y mae yn scrifenedic, 
ROM.10.1	Y Brodur, y mae 
ROM.10.2	Cā ys testiaf 
ROM.10.3	Can ys hwy, yn anwybot cyfiawnder Duw, ac yn ceisio gosot ei cyfiawnder y hunain, ny
ROM.10.4	Canys Christ yw dyweð y Ddeðyf er cyfiawnder i bop vn a gred. 
ROM.10.5	Canys Moysē a ddospartha y cyfiawnder ysydd o’r Ddeðyf, 
ROM.10.6	Eithyr y cyfiawnder ys ydd o’r ffydd, a ddywait vellyn, Na ddywait yn dy galon, Pwy a escen
ROM.10.7	nei pwy a ddescen
ROM.10.8	Any
ROM.10.8	Yr Epistol ar ddydd S. Andreas.
ROM.10.10	Can ys a’r galon y credir er cyfiawnder, ac a’r geneu y cyffessir er 
ROM.10.11	O bleit yr Scrythur a ddywait, Pwy pynac a gred ynðo 
ROM.10.12	Can nad oes’ohan
ROM.10.13	Can ys pwy pynac a 
ROM.10.14	And pavodd y galwant ar yr hwn, ny chredasant ynddaw? a’ pha vodd y credant yn yr hwn, ny chlywsant ywrthaw? a’ pha vodd y clywant eb precethwr? 
ROM.10.15	a’ pha vodd y precethant, oddieithyr eu 
ROM.10.16	Eithyr ny
ROM.10.17	Can hynny ffydd ’sy 
ROM.10.18	Eithr gofyn ydd wyf, Any chlywsant 
ROM.10.19	Eithyr gofyn yr wyf, Any
ROM.10.20	Ac Esaias ’sy yn 
ROM.10.21	Ac 
ROM.11.1	GOfynnaf gan hyny, A 
ROM.11.2	Ny 
ROM.11.3	Arglwydd, wy lladdasant dy Prophwyti, ac a gloðiesont ir llawr dy allorae: a’ mi a adwyt yn vnic, ac y maent yn ceisio vy 
ROM.11.4	Eithyr pa ddywait atep Duw wrthaw? 
ROM.11.5	Sef y moð hyny yn yr amser hyn yr owhon y mae 
ROM.11.6	Ac a’s 
ROM.11.7	Beth ynte? Ny chafas Israel yr hyn a geisiawdd: and yr etholedigeth ei cafas, a’r 
ROM.11.8	megis y mae yn escrivenedic, Ro
ROM.11.9	Ac Dauid a ddywait, Byddet y bort hwy yn 
ROM.11.10	Tywyller y llygeit wy, val na welont, a’ 
ROM.11.11	 gofynnaf gan hyny, a dramcwyddesont wy, val y cwympent? Na ato Duw? eithr trwy y cwymp hwy 
ROM.11.12	Erwydd paam a’
ROM.11.13	Can ys 
ROM.11.14	 yn rhyw vodd annoc 
ROM.11.15	Can a’s y gwrthddodiat wy 
ROM.11.16	O bleit a’
ROM.11.17	A’ chyd bod ’rei or ceingae wedy eu tori ymaith, a’ thi
ROM.11.18	nag 
ROM.11.19	Yno y dywedy, E dorwyt ymaith y ceingae er mwyn vy 
ROM.11.20	Da: trwy ancrediniaeth y tored wy ymaith, a’ thi
ROM.11.21	Can ys a’s Duw ny
ROM.11.22	Gwyl am hyny vwyn
ROM.11.23	A’ hwyn
ROM.11.24	Can ys a’s tored tu
ROM.11.25	Can na ewyllyswn, vrodur, y chwi anwybot y dirgelwch hyn (rac eich bot yn 
ROM.11.26	Ac velly yr iacheir 
ROM.11.27	A’ hynn yw vy‐dygymmod yddynt, pan dduchwyf ymaith eu pechodeu. 
ROM.11.28	A’ thu ac at am yr Euangel 
ROM.11.29	Can ys 
ROM.11.30	Can ys megis yr oedde‐chwi gynt eb gredw y Dduw, ac yr owrhon wedy cael trugarhau wrthych trwy y ancrediniaeth wy: 
ROM.11.31	ac vel’ y yr owrhon ny chredesont y trwy’r drugareð 
ROM.11.32	Can ys Duw a 
ROM.11.33	O 
ROM.11.34	Can ys pwy a wybu veddwl yr Arglwydd? nei pwy a vu yn gyngorwr y‐
ROM.11.35	Nei pwy a roddes yddo 
ROM.11.36	Can ys o hanaw 
ROM.12.1	ATolwc ywch gan hyny, vrodur, 
ROM.12.2	Ac nachydymffurfwch a’r byd hwn, eithyr ymnewidiwch gan adnewyddiat eich meddwl, val y galloch brovi pa yw ewyllys da Duw, a’ chymradwy, a’ pherffeith. 
ROM.12.3	Can ys dywedaf trwy y 
ROM.12.4	Can ys‐megys ymae ini lawer o aelodae mewn vn corph, ac nad oes ir oll aelodae yr vn 
ROM.12.5	velly ni
ROM.12.5	Yr Epistol yr ail Sul gwedy ’r Ystwyll.
ROM.12.6	A’ chan vot i ni 
ROM.12.7	ai swydd, 
ROM.12.8	nei a roddo cyngor, bot yn cygcori: rhwn a gyfranno, 
ROM.12.9	Bid cariad yn 
ROM.12.10	Bid hawdd genwch garu y gylyð a chariad brawdol. I roddy 
ROM.12.11	eb vod yn 
ROM.12.12	bot yn llawen
ROM.12.13	gan gyfranu wrth gyfreidiae ’r Sainct
ROM.12.14	Bendithiwch yr ei’sy ich ymlit, bendithiwch 
ROM.12.15	Bot yn llawen gyd a’r ei llawen, ac wylo gyd a’r 
ROM.12.16	Byddwch vn vryd 
ROM.12.16	Yr Epistol y iij. Sul gwedy ’r Ystwyll.
ROM.12.17	Na thelwch i nep ddrwc tros ddrwc: 
ROM.12.18	A’s dichon vot, yd y mae o hano‐chwi, byddwch mewn tangneddyf a phop dyn. 
ROM.12.19	Y caredigion, nac ymddielwch anid rhowch le i ddig
ROM.12.20	Can hyny a’s dy ’elyn a newyna, 
ROM.12.21	Na 
ROM.13.1	YMddarostynget pop 
ROM.13.2	Ac velly pwy pynac a 
ROM.13.3	Can nad yw tywysogion yn ofn i weithredoedd da, any
ROM.13.4	Can ys 
ROM.13.5	Erwydd pa bleit mae yn rhait 
ROM.13.6	Can ys, o bleit hyn y telwch hefyd 
ROM.13.6	Yr Epistol ar y Sul cyntaf yn Aduent.
ROM.13.7	Rowch y bawp gan hyny ei dyledion: teyrnget, ir neb 
ROM.13.8	Na vyddwch yn‐dlyed neb, anyd ar garu 
ROM.13.9	Can ys hyn, Na 
ROM.13.10	Cariat ny wna ddrwc yw gymydawc: am hynny cariat yw cyflawnder y Ddeddyf. 
ROM.13.11	A’ hyny can ystyried yr amser, 
ROM.13.12	Y nos aeth heibio, a’r dydd 
ROM.13.13	val y gallom rodio yn weddus megis 
ROM.13.14	eithyr gwiscwch am danoch yr Arglwydd Iesu Christ, ac na vit eich gofal tros y cnawt, er mwyn 
ROM.14.1	YR vn ys ydd wan o ffydd, 
ROM.14.2	Vn a gred y gall ef vwyta pop peth: ac vn arall, rhwn ’sy wan 
ROM.14.3	Na thremyget hwn ’sy yn bwyta yr hwn nyd yw yn bwyta: ac na varnet yr vn ny vwyty, yr vn a vwyty. Can ys Duw y 
ROM.14.4	Pwy yw ti yr hwn a verny 
ROM.14.5	Ryw vn a varn bot dydd 
ROM.14.6	Yr hwn a 
ROM.14.7	Can nad byw yr vn o hanom yddo ehun, ac nyd marw yr vn yddo y hun. 
ROM.14.8	Can ys ai byw vyddom, byw vyddom ir Arglwydd: ai meirw vyddom, meirw vyddom ir Arglwydd: pa vn bynac gan hyny a wnelom ai byw ai marw, yr Arglwydd a’n pieu. 
ROM.14.9	Can ys er mwyn hyn y’bu varw Christ, ac yr 
ROM.14.10	A’ phaam y berny di 
ROM.14.11	O bleit scrinedic yw, 
ROM.14.12	Velly ynte pop vn o hanom a rydd gyfrif am dano y hun y Dduw. 
ROM.14.13	Na bo i ni gan hyny varnu pawp 
ROM.14.14	 wn, ac yn mae yn ddilys genyf trwy’r Arglwydd Iesu, nad oes dim yn 
ROM.14.15	Eithyr a’s dy vrawt a 
ROM.14.16	Na pherwch ’oganu eich 
ROM.14.17	Can nad yw teyrnas Duw na bwyt, na diot, any
ROM.14.18	Can ys pwy pynac yn yr ei hynn a wasanaetha Christ, ’sy gymradwy gan Dduw, a 
ROM.14.19	Velly dylynwn 
ROM.14.20	Na ddinistr waith Duw er mwyn bwyt: diau 
ROM.14.21	Da 
ROM.14.22	 oes ffydd genyti? bid 
ROM.14.23	Can ys yr vn a 
ROM.15.1	NY
ROM.15.2	Am hynny boddhaet pawp o hanom ei gymydoc yn yr hyn ’sy dda y adeil
ROM.15.3	Can ys Christ ny
ROM.15.3	Yr Epistol yr ail Sul yn Aduent.
ROM.15.4	Can ys pa betheu bynac a scrivenwyt ym blaenllaw, er addysc i ni y 
ROM.15.5	A’ Duw 
ROM.15.6	Mal o gytundep, 
ROM.15.7	Erwydd paam 
ROM.15.8	A’ 
ROM.15.9	A’ rhoet y Cenetloeð ’ogoniant y Dduw, dros 
ROM.15.10	A’ thrachefn y dywait, Ymlawenhewch Genetloedd y gyd aei bopul 
ROM.15.11	A’ thrachefn, Molwch yr Arglwydd, yr oll Cenetloedd, a’ chydvolwch ef yr oll populoedd. 
ROM.15.12	A thrachefyn Esaias a ddywait, E vydd gwreiddyn yr Iesse, a’r hwn a gyfyt y lywodraethu ’r Cenetloedd, yn hwnw y gobeithia ’r Cenetloedd. 
ROM.15.13	A’ Duw ’r gobeith a’ch cyflanwo o bop llewenydd, a’ thangneddyf gan gredu, val ich amylhaer yn‐gobeith trwy nerth yr Yspryt glan.
ROM.15.14	Ac y mae yn ðilys genyf vi vyhun am dano‐chwi, vy‐broder, a’ch bot chwi yn llawn daoni, ac yn gyflawn o bop 
ROM.15.15	Er hyny vrodur, 
ROM.15.16	y vot o hanof yn 
ROM.15.17	Y mae i mi gan hyny a 
ROM.15.18	Can na veiddiaf 
ROM.15.19	trwy 
ROM.15.20	Ac velly ydd ymorchestais y Euangelu nyd lle yr enwit Christ, rac bot ymy adail
ROM.15.21	Eithyr megis y mae yn scrivenedic, Y bwy ny venagwyt am dano 
ROM.15.22	Am hynny hefyt im 
ROM.15.23	Anyd yr awrhon can nad oes ymy le mwy yn yr artale hyn, a’hefyd bot arnaf chwant er ys llawer o vlyddynedd y ðyvot atoch, 
ROM.15.24	pan elwyf ymdðaith ir 
ROM.15.25	Ac yr awrhon yr ymddeithiaf y Gaerusalem, y weini ir Sainct
ROM.15.26	Can ys rhyngodd bodd ir ei o Macedonia ac Achaia, y wneuthur ryw gymorth ir Sainct
ROM.15.27	Cā ys ryngodd boð 
ROM.15.28	Yno gwedy cwplawyf hyn 
ROM.15.29	A’ 
ROM.15.30	Hefyt vroder, atolygaf ychwy er mwyn ein Arglwyð Iesu Christ, ac er cariat 
ROM.15.31	Y n ym rhyddhaer ywrth yr ei ’sy yn anuvydd yn Iudaia, ac y 
ROM.15.32	val y gallwyf ddyvot atoch 
ROM.15.33	Weithian Duw 
ROM.16.1	GOrchmynnaf y‐chwi Phoibe ein chwaer, yr hon ’sy wenidoc i Ecclesi Cēchreaia, 
ROM.16.2	ar vot ywch y derbyn hi yn yr Arglwydd, megis y mae yn 
ROM.16.3	Anerchwch Priscilla ac Aquila vy‐
ROM.16.4	(yr ei dros vy 
ROM.16.5	 hefyt yr Eccles ys id yn y tuy hwy
ROM.16.6	Anerchwch Vair yr hon a 
ROM.16.7	Anerchwch Andronicus ac Iunia vy‐cereint a’m cydgarcharorion, yr ei ’sy 
ROM.16.8	Anerchwch Amplias vy‐caredic yn yr Arglwyð 
ROM.16.9	Anerchwch Urbanus ein cydweithwr yn‐Christ, ac Stachys vy‐caredic. 
ROM.16.10	Anerchwch Apel’es y provedic in‐Christ. Anerchwch yr ei 
ROM.16.11	Anerchwch Herodion vy‐car. Anerchwch yr ei 
ROM.16.12	Anerchwch Triphaina a’ T
ROM.16.13	Anerchwch Rufus 
ROM.16.14	Anerchwch Asygcritus, Phlegon, Hermas, Patrobas, Mercurius, a’r brodyr ysy gyd ac wynt. 
ROM.16.15	Anerchwch Philologus ac Iulius, Nerias, a’ei chwaer 
ROM.16.16	Anerchwch 
ROM.16.17	A’ 
ROM.16.18	Can ys yr ei ’sy gyfryw, ny wasanaethant yr Arglwyð Iesu Christ, any
ROM.16.19	Gan ys ych uvyddtot chwi a 
ROM.16.20	Duw 
ROM.16.21	Y mae Timothëus 
ROM.16.22	Mi Tertius, yr hwn a scrivenodd yr epistol hwn ach anerchaf yn yr Arglwydd. 
ROM.16.23	Gaius vy llytuywr i, 
ROM.16.24	Rat ein Arglwydd Iesu Christ y gyd a chwi bawp. 
ROM.16.25	Iddo ef yr hwn a ddychon ech cadarnhau 
ROM.16.26	(ac yr awrhon yr 
ROM.16.27	I Dduw, 
1CO.1.1	PAul galwedic 
1CO.1.2	at yr Eccles Duw rhō sy yn‐Corinthus, at yr ei sainctiedic yn Christ Iesu, Sainct
1CO.1.3	Rat 
1CO.1.3	Yr Epistol y xviij. Sul gwedy Trintat.
1CO.1.4	Diolchaf i’m Duw yn’oystat drosochwi am y Rat Duw, a roddet y chwi in Christ Iesu, 
1CO.1.5	am 
1CO.1.6	me‐gis y cadarnhawyt testoliaeth Iesu Christ ynoch. 
1CO.1.7	Yd nad ydych yn 
1CO.1.8	Yr hwn 
1CO.1.9	Fyðlon yw Duw, trwy’r hwn ich galwyt y 
1CO.1.10	Ac atolwg
1CO.1.11	Can ys declariwyt i mi, vy‐broder, am danoch gā yr ei ’sy o duy Cloe vot cynneniō yn eich plith. 
1CO.1.12	A’ hyn a ðywedaf, vot pop vn o hanochwi yn dywedyt, Ys mi 
1CO.1.13	 rannwyt Christ? Ai Paul a groget trosoch? nei ach batyðiwyt 
1CO.1.14	I
1CO.1.15	rac y nep ddywedyt, 
1CO.1.16	 vatyðiais hefyt duylwyth 
1CO.1.17	Can na 
1CO.1.18	Can ys precethu o’r groc ir ei a 
1CO.1.19	Can ys y mae yn scrivenedic, 
1CO.1.20	P’le mae ’r doeth? p’le mae’r 
1CO.1.21	O bleit ir byt 
1CO.1.22	pan ytyw hefyd yr Iuddaion yn gofyn arwyð, a’r Groecwyr, yn 
1CO.1.23	Eithyr 
1CO.1.24	any
1CO.1.25	Can ys 
1CO.1.26	Can ys, vroder, 
1CO.1.27	Eithyr Duw a 
1CO.1.28	A’r petheu gwaelion y byt, a’ phetheu a 
1CO.1.29	Val na
1CO.1.30	A’ 
1CO.1.31	Megis erwyð yr yscrivenwyt, Yr hwn a 
1CO.2.1	AC 
1CO.2.2	Cā na thybiais 
1CO.2.3	Ac ydd oeddwn yn eich plith yn‐gwendit, ac yn ofn, ac yn‐echryn mawr. 
1CO.2.4	Ac nyd oedd vy 
1CO.2.5	val na byddei eich ffydd 
1CO.2.6	A’ doethinep a ddywedwn ym‐plith yr ei perfeith: ny
1CO.2.7	Eithyr 
1CO.2.8	Yr hwn 
1CO.2.9	Eithyr megis y mae yn scrivenedic, Y petheu ny welas 
1CO.2.10	A’ Duw y 
1CO.2.11	Can ys pa ddyn a 
1CO.2.12	A’ 
1CO.2.13	Yr hyn betheu hefyt a ymadroddwn, ny
1CO.2.14	Eithyr y dyn 
1CO.2.15	Eithr yr hwn ’sy sprytol, a wyr varnu pop peth: ac yntef ny vernir y gan 
1CO.2.16	Can ys pwy a wybu veddwl yr Arglwydd, val y gallei y 
1CO.3.1	AC ny allwn i ymadrodd wrthych, vroder, megis wrth rei ysprytawl, any
1CO.3.2	Llaeth a rois yn ddiot ywch, ac ny
1CO.3.3	Can ys etwa cnawdol 
1CO.3.4	Can ys pan ddywait vn, Ys mi vn i Paul, ac arall. 
1CO.3.5	Pwy gan hyny yw Paul? a’ phwy yw Apollos, anyd y gweinigogiō drwy’r ei y credesoch, a’ megis y rroes yr arglwyð y bop vn? 
1CO.3.6	Mi
1CO.3.7	Ac vel’y, na yr hwn’ sy yn planu, ny
1CO.3.8	A’ hwn a blann, a’ hwn a ddyfr
1CO.3.9	Can ys 
1CO.3.10	Erwydd y rrat Duw y roespwyt y‐my, megis penadailwr celfydd, y gosodeis y sail
1CO.3.11	O bleit 
1CO.3.12	Ac a’s adeilat neb ar y sail
1CO.3.13	gwaith pop vn a amlygir: can ys y dydd ei dengys, can ys gan y tan y 
1CO.3.14	A’s bydd gwaith vn a’r a adailadodd ef 
1CO.3.15	A’s llysc gwaith 
1CO.3.16	Any wyddoch may Templ Dduw 
1CO.3.17	A’s 
1CO.3.18	Na thwyllet neb y hunan. A’s nep yn eich plith ’sy yn tybiet y vot yn ddoeth yn y byt hwn, byddet ffol, val y bo yn ddoeth. 
1CO.3.19	Can ys doethinep y byt hwn, ffolinep yw gyd a Duw: o bleit may yn ysgrifenedic, Ef a ðal
1CO.3.20	A’ thrachefn, Yr Arglwydd a wyr vot meddyliae ’r doethion yn 
1CO.3.21	Ac am hyny nac 
1CO.3.22	Pa vn bynac ai Paul, ai Apollos, ai Cephas ai’r byt, ai bywyt ai angeu, ai petheu 
1CO.3.23	a’ chwi ’sydd y
1CO.4.2	Acam ben hyn, y gofynynnir gan y llywodraethwyr, gael pop vn yn ffyddlon. 
1CO.4.3	Am dana vi, lleiaf dim cenyf, bot im barnu genwch, neu gan 
1CO.4.4	Can na wn i arna vy hun ddim 
1CO.4.5	Er mwyn hyny na vernwch 
1CO.4.6	Sef y petheu hyn, vrodur, ar gyffelypiaeth a gyssoneis ata vyhun ac Apollos, er eich mwyn chwi, val y dyscech wrthym ni, na bo y neb 
1CO.4.7	Canys pwy ath ’ohana 
1CO.4.8	Yn awr yð yw‐chwi yn llawn: yn awr ich cyvoethogwyt: yð ych yn tëyrnasu ebom ni, a’ Duw 
1CO.4.9	Can ys ydd wyf yn tybiet 
1CO.4.10	Ydd ym 
1CO.4.11	Yd yr awr hon ydd ym 
1CO.4.12	ac yn lavurio gan weithio an dwylo ein hunain: 
1CO.4.13	Ydd ys in 
1CO.4.14	Nyd wyf yn yscrivennu 
1CO.4.15	Can ys cyd bei y chwi 
1CO.4.16	Am hyn yr atolygaf ywch’, vot yn ddilynwyr i mi. 
1CO.4.17	O bleit hynn yd anvonais Timothëus atoch yr hwn yw vy‐caredic vap, a’ ffyddlon yn yr Arglwydd, yr vn a goffa i chwi vy ffyrdd 
1CO.4.18	Y mae ’r ei wedy 
1CO.4.19	Eithyr 
1CO.4.20	Can ys teyrnas Duw ny
1CO.4.21	Beth a ewyllysiwch? 
1CO.5.1	E 
1CO.5.2	Ac ydd yw‐chwi yn ymchyddo, ac yn gynt 
1CO.5.3	Can ys 
1CO.5.4	a’m yspryt i, yn Enw yr Arglwydd Iesu Christ, 
1CO.5.5	y roddi i Satan, er dinistr y cnawt, val yr iachaer yr yspryt yn‐
1CO.5.6	Ny
1CO.5.7	Gan hynny certhwch yn ’lan yr hen levein, val y by
