GEN.1.1	Ante pëgwëko W̃ën ntind viỹë ŋa, ambin ŋa g'inkal iŋa ntiko ten.
JHN.11.11	Ante nësëk watac ŋa, Yesu më nkwënëk: «Lawo fu ỹa Lasar wakwëɗ ndakëk, ɓare njiɗëfu hnëgëtëw̃a.»
JHN.11.12	Vërëfal va më ntëkwani: «Ahwëhn, ge ndakëk, ƴër iŋa njërëɗ.» 
JHN.11.13	Yesu Lasar cëmëk ñaɗëho nës, ɓare vërëfal va ntiyahnëkëhniwo ryak wakwëɗ paryi nësëɗ.
JHN.11.14	Awa Yesu më nësëhnëkëhni wapacëk: «Lasar cëmëk, 
JHN.11.15	do natëko soŋe hun ỹa kaɓi gelëw̃ohna hnam g'umë wati rac. Koyëna kwëtahn hun ŋa njaw̃ëɗ. Awa tame ƴinëfu ỹalu hna.»
JHN.11.16	Tac Toma, ale w̃acëɗe Asëp a, më ntehnëkëhni vërëfal vëỹëntaw̃ va: «Ƴinëfu, fuhnë fëna, soŋe cëmëntinëfu g'umë!»
JHN.11.17	Ante tëkëko Yesu ŋa, njëtëko Lasar nuỹak wafac wahnah ƴag hna. 
JHN.11.18	Yëbëlan Betani gë 
JHN.11.19	do 
JHN.11.20	Marët, ga njëtak Yesu nkejëk, më njik pankëlëni, ɓare Mari tere hna nkoko.
JHN.11.21	Marët më ntehnëka Yesu: «Ahwëhn, ge hnani nkekënduho ahery mën a cëmakëndina. 
JHN.11.22	Ɓare njëtëɓu wëla gaki W̃ënu ŋa maw̃ëryanëɗëhi fop ile rëƴëɗuha ỹa.»
JHN.11.23	Yesu më ntehnëka: «Ahery hu matëɗ cëm hna.»
JHN.11.24	Marët më ntëkwaka: «Njëtëɓu ɗus, mbëhnëɗ fac rëkwa hna, ante rëkëɗ mbëhnëndëni fop vësëm ŋa.»
JHN.11.25	Yesu më ntehnëka: «Ami dënk ye iɓëhn iŋa do sël ntaw̃ary, uwám paryi w̃a. Ale hwëtahnëko ỹa mbëhnëɗ wëla cëm. 
JHN.11.26	Do ale-wo-le hwëhnak sël ntaw̃ary, uwám paryi w̃a do kwëtahno goɗina cëm hna. Kwëtahnëru bi waŋi?»
JHN.11.27	Marët më ntëkwaka: «Ha, Ahwëhn, kwëtahnëɓu Arëhnayik a yeru, 
JHN.11.28	Marët, ga nësëk watac, njilehn macehna aheryu 
JHN.11.29	Mari, ga nkwëryëk watac, matëlehn nkary gë vëhni Yesu. 
JHN.11.30	Hara tënkëlohna ten nkol hna: hn'ile pankëlëniho gë Marët hna nkoko. 
JHN.11.31	Vële nkeniho gë Mari tere hna, yijëko simpaỹ icëm va, nunihawo ga matëk cahn nkary. Më tëfëlehnëniha, ntiyahnëkëhniwo g'iƴag njiɗ wako ŋa.
JHN.11.32	Mari tëkëko hn'ile nkeho Yesu hna. Nunda tuŋ, njolehn haryënkw lëw̃u do ntehna: «Ahwëhn, ge ani nkekëndu ahery mën a cëmakëndina.»
JHN.11.33	Ga nukëhni Yesu koɗëniho gë vële njijëniho va, njakëkawo sakahnëha ɗus. 
JHN.11.34	Më tëƴëkëhni: «Ne kwëtërunëha?»
JHN.11.34	Më ntëkwaniha: «Ahwëhn, ƴij, nuɗu.»
JHN.11.35	Yesu pëgwëlehn kond.
JHN.11.36	Awa vahnë va ntehnëlehnëni: «Ƴëkëryin gante ñaɗëhawo ka!»
JHN.11.37	Vëryampo hnë vëhni ntehnëɗëniho: «Umë ale w̃ëpëtëkëhni vumëp, kokëndina bi memaỹehn icëm Lasar ŋa?»
JHN.11.39	Yesu ntehnëko: «Dihëtëryin taka ŋi.»
JHN.11.39	Awa Marët, acëru asëm a, më ntehnëka: «Ahwëhn, tëfëka tehënd tame, kaɓi tëkëk wafac wahnah ga kwëtahnik ani.»
JHN.11.40	Yesu më ntëkwaka: «Dehnëlihna bi ge kwëtahnëru nuɗu inaỹ W̃ënu ŋa?»
JHN.11.41	Awa ntihëtëlehni taka ŋa. Yesu më kaŋëk g'ambin, do ntehn: «Apa, camehnëmi kaɓi nëpaɗuho. 
JHN.11.42	Ami, njëtëɓu nëpaɗuho kwëlëkwël, ɓare soŋe vële hwërëko vi hnësandëɓu aki, kwëtahnahnëni wëjë faƴiko.»
JHN.11.43	Ante nësëk watac ŋa, më ndekak gë fanka: «Lasar, cahni!» 
JHN.11.44	Awa asëma cahnëlehni ƴag hna. Wapary ŋa gë wëɓák ŋa përyiko, yëka ỹa tëmpiko. Yesu më ntehnëkëhni vële yeho hnam va: «Përyëtëryina do aravuna nji.»
JHN.11.45	Ga nuni ile ntiko Yesu ỹa, vëyaɓah hnë vële yijëko vëhni 
JHN.11.46	Ɓare vëryampo hnë vëhni njiniho pëƴanihëhni 
JHN.11.47	Awa vësankaf vësëna wasaɗëha va gë wafarise w̃a mbarënihëhniwo 
JHN.11.48	Ge tavinëka ntind aki, vahnë va fop umë kwëtahnëɗëni. Awa vëvë 
JHN.11.49	Aryampo hnë vëhni, ale w̃aciko Kayif, do yeho asëna asankaf a bëhn rac, më teɓak wanës ŋa ntehnëhni: «Ñoñ gwëryëɗiluhna! 
JHN.11.50	Ye fecek: cëm ahnë aryampo soŋe ɓulunda ỹi fop ma tavi nihi ɓulunda ỹi fop?»
JHN.11.51	Hara ile nësëɗëho ỹa matiɗilohna hnë umë; ɓare kaɓi umë yeho 
JHN.11.52	Do gena soŋe ɓulunda lëw̃u ỹi fo tëfëkawo cëm, ɓare soŋe mbarëpahnini fëna fop vutah W̃ën vunte sampëk ɗuniỹa vi nkeni ɓulunda ryampo fo. 
JHN.11.53	Awa, koɓëri hnë fac rac pëhnaniho vësankaf wasëwif va ndaw̃ehnëniha Yesu.
JHN.11.54	Soŋe rac tavahnëko Yesu ƴasëlehn ɓulunda 
JHN.11.55	Wati ambënt 
JHN.11.56	Awa njëkëlehnëɗënihawo Yesu do tëƴëlëɗëniho vëhni fo, selele 
JHN.11.57	Nësëɗëniho koyëna kaɓi vësankaf vësëna wasaɗëha va gë wafarise w̃a ntehnëniho ge ahnë njëtëk hn'ile nke Yesu hna, tëfëka pëƴahni soŋe pëlayi.
JHN.12.1	Wafac mbëɗ gë ryampo wojëko tëkahnind 
JHN.12.2	Hnam, më ntëvayik. Marët ryokuŋëɗëho ile ntëvayiko ỹa. Lasar gë vële tokëlahnëɗëniho Yesu va nkentiko. 
JHN.12.3	Awa 
JHN.12.4	Yuɗa Isëkariyot, aryampo 
JHN.12.5	«Soŋe ye woyinëk gwafilënëhna iỹi ɗatikola gë koryi yaɓah do njëɗayini koryi rac vëhaỹëhnah va?» 
JHN.12.6	Gena bi kaɓi kwëtahnëkëhni nëf vëhaỹëhnah va nësëɗëho koyëna, ɓare kaɓi ale yeho. Umë w̃aruŋëɗëho hwëta koryi ỹa do nufaɗëho ile hwëtëɗeho hnam ỹa.
JHN.12.7	Yesu më ntehnëk: «Tavëryina ƴam! Kwëtëhnëko iỹi ɗatikola pëhwëtanëhnahno soŋe fac ile vañandeɓu ỹa. 
JHN.12.8	Nkelandun kwëlëkwël vëhaỹëhnah va; ɓare ami, gelandelënëhna kwëlëkwël.»
JHN.12.9	Ga njëtayik Yesu Betani hna nkeho, 
JHN.12.10	Awa vësankaf vësëna wasaɗëha va më pëhnani ndaw̃ehnëniha Lasar fëna, gë Yesu ka, 
JHN.12.11	kaɓi, soŋe lëw̃u ỹa, wasëwif wayaɓah tavënihëhni vëhni do kwëtahnëniha Yesu.
JHN.12.12	Ga pacëk, kore yaɓah yeho 
JHN.12.13	Awa vahnë va më nufëni yaryef vapëmb kacaniha do ndekandëni:
JHN.12.13	«Osana! Cëmbik W̃ën!
JHN.12.13	Araɓi W̃ënu ŋa njëɗa ale yijëɗ g'uw̃ac Ahwëhn a!
JHN.12.13	Araɓi W̃ënu ŋa njëɗa ahnaw̃ 
JHN.12.14	Yesu fapali tëkatëko, më kaƴëka, gante pëƴahnëk Vikerëh ka:
JHN.12.15	«Antë ntaki, naw̃ Siỹo,
JHN.12.15	kaɓi ahnaw̃ hu ỹa nkejëk ƴaŋ fapali.»
JHN.12.16	Hnë wati rac, 
JHN.12.17	Fop vële nkeniho gë Yesu ante macëkawo Lasar cahni ƴag hna, mbëhnëndana ŋa, tëfëtaɗëniho ile nuniho ỹa. 
JHN.12.18	Soŋe rac njijëɗëniho kore ỹa ỹalu hna, kaɓi dahëse fëmpëhnahnah rac ntiko. 
JHN.12.19	Awa 
JHN.12.20	Hnë vële yijëko Yerusalem soŋe cëmbëniha W̃ën hn'ambënt hna, nkentiniho fëna vële wok vëyena wasëwif. 
JHN.12.21	Vërac më tëhaniha Filip, nte yeho avë nkol Betësayida mbë resiỹo Galile, do tëƴëniha: «Ñaɗëfun hnufuna Yesu.» 
JHN.12.22	Filip më njik pëƴahna Andëre, tac vëhni vëhi tak njilehnëni pëƴaniha Yesu.
JHN.12.23	Umë, më ntehnëk: «Wati ỹa tëkëk le tënkëɗ 
JHN.12.24	Toña ỹa fëƴaɗëmu: uỹëc antimp ule hnaɗik w̃a ge cëmëna, ỹëc ryampo fo woɗ, ɓare ge cëmëk, ntëw̃ëɗ waŋëc waƴaɓah. 
JHN.12.25	Ale ỹaɗ iỹi ɗuniỹa ỹi cëmëɗ, ɓare ale wok kwëtahnëna nëf iỹi ɗuniỹa ỹa nkoryaryëɗ ntaw̃ary dëw̃u ŋa hafo uwám usër hna. 
JHN.12.26	Ge ahnë kahnëndak ndokuŋëhnëndo, araɓi tëfëndo. Hn'ile nkeɗëfu hna, aryokuŋ mën a fëna hnam nkeɗ. Do ge ahnë ndokuŋëhnëɗëho, Rëm mën ỹa ntënënëɗëha.»
JHN.12.27	Yesu më mbok nkwënëk: «Tame hn'ile nkeɓu li, ndëñëɓu; ƴëtëla ile hnahaɗëfu. Lehnu bi: Apa, pehëtërye hnë iỹi wati horot? Ɓare soŋe iỹi wati yijëɓu. 
JHN.12.28	Apa, tufahnëry inaỹ hu ŋa.»
JHN.12.28	Awa, kopa nkwëryëlehni mati g'ambin: «Tëkëɓu rufahnu icëmb mën iŋa do mbokëɗëfu rufahnu kat.» 
JHN.12.29	Vahnë vële yeho hnam va, do wëryëko kopa va, vëryampo ntehnëɗëniho farat lëhak.
JHN.12.29	Vëhaw̃ary ntehnëɗëniho mëleka hnësëhnëka takan.
JHN.12.30	Yesu më ntehnëkëhni: «Gena soŋe lëmën nësëk iỹi kopa, ɓare soŋe lëw̃ hun ye. 
JHN.12.31	Tame nke wati ile kitiŋande iỹi ɗuniỹa ỹa. Ha, tame ntaɗe Sintani, ale w̃ëkëk iỹi ɗuniỹa ỹa. 
JHN.12.32	Do ami, ge njeliɓu vahnë va fop tëhaɗëniho.» 
JHN.12.33	Gë wanës watac, tufahnëɗëho Yesu sifa cëm nte ñaɗ cëm ŋa.
JHN.12.34	Vahnë va më ntëkwaniha: «
JHN.12.35	Awa Yesu më ntëkwakëhni: «Humpen ha gë w̃uhnë nkok ten, soŋe wëwati toƴe: ƴasëryin wati nte kwëhnarun humpen ha, soŋe antë umëhwëry ŋa memaỹehnu; ale yasëɗ hn'umëhwëry hna ƴëtëna hn'ile njiɗ. 
JHN.12.36	Awa kwëtahnëryin humpen ha wati nte kwëhnarun ŋa, ayehahnu w̃uhnë dënk vutah humpen.»
JHN.12.36	Ante nësëko watac ŋa, Yesu njiko, cow̃akëhniwo.
JHN.12.37	Yesu ntiko wëdahëse waƴaɓah tase lëw̃ hni, ɓare vahnë va vëhwëtahnëlawohna.
JHN.12.38	Koyëna ntiyaɗëho wanës 
JHN.12.38	«Ahwëhn, mo hwëtahnëk wanës fu ŋa?
JHN.12.38	Mo tufëk Ahwëhn a fanka falëw̃u fa?»
JHN.12.39	Esayi mboko pëƴahn kat, soŋe vële wok vëhwëtahnëɗina va, ntehn:
JHN.12.40	«W̃ënu ŋa mëpëndanëkëhni, antë nundëni;
JHN.12.40	piɗëkëhni wahakili w̃a, antë nkwëryëndëni walaw̃ary walëw̃ hni hna;
JHN.12.40	soŋe rac vëhoɗina cahëtani gë ỹalu do koɗina njërënëhni.»
JHN.12.41	Soŋe Yesu ỹa nësëko Esayi kaɓi nuko inaỹ dëw̃u ŋa.
JHN.12.42	Wëla hnë vësankaf wasëwif hna dënk, vëyaɓah kwëtahnënihawo Yesu; ɓare vëryëkëɗilohna tufahnëni, kaɓi ntakëkëhniwo gë 
JHN.12.43	Paryi nke cëkwary vahnë fecehnëkëhniwo gë cëkwary mba W̃ënu ŋa.
JHN.12.44	Yesu ndekako: «Ge ahnë kwëtahnëko, gena ami fo kwëtahnëk, ɓare kwëtahnëka ale faƴiko ỹa fëna. 
JHN.12.45	Ge ahnë nuko, nuka ale faƴiko ỹa fëna. 
JHN.12.46	Ami had humpen njijëɓu ɗuniỹa li, soŋe ale-wo-le hwëtahnëko ỹa antë nko hn'umëhwëry hna.
JHN.12.47	«Ge ahnë nkwëryëk wanës mën ŋa do dil ile hnësëɓu ỹa, gena ami hitiŋëɗëha, kaɓi gena had ahitiŋ vahnë labëw̃ëhni hnë janáma yijëɓu, fehëtëw̃ëhni yijëɓu. 
JHN.12.48	Awa ale w̃ëỹëko do yafëk wanës mën ŋa tëk nuỹahna ahitiŋ alëw̃u ỹa: waŋi wanës wante hnësëɗëfu ŋi dënk ye; kitiŋëɗëha ntaba janáma fac rëkwa hna. 
JHN.12.49	Ƴëtëryin, gena fër mën hnësëɓu: Rëm, le faƴiko ỹa, umë dënk yëɗako ile rëfëko hnësu do haraŋëw̃ëhni vahnë ỹa. 
JHN.12.50	Do njëtëɓu ɗus: ikaraŋ vahnë nte kwëtehnahnëko Rëm ŋa ryënëɗ uwám usër hna. Awa ile hnësëɗëfu ỹi, ile ntehnëko Rëm mën ỹa fo ye.»
JHN.13.1	Fac rëkwa ỹa yeho tëkahnind fac ambënt 
JHN.13.2	Yesu gë vërëfal vëlëw̃u va roka Pak ỹa tokëɗëniho. 
JHN.13.3	Yesu njëtëko Rëm ỹa fop njëɗaka, ỹalu hna matiko do hnam mbokaɗ. 
JHN.13.4	Më matëk hn'ile tokëɗëniho hna, cuɗëta cuɗ cankaf ŋa do nuf ipand pala. 
JHN.13.5	Tac kota w̃ënka hn'ancëhn, pëgwëlehn gwëyëtëndëhni 
JHN.13.6	Ga tëkëk vëhni Simo 
JHN.13.7	Yesu më ntëkwaka: «Ile liɗëfu ỹa, nkwëryëɗila gaki, ɓare ge mbiỹëk toƴe nkwëryëɗu.»
JHN.13.8	Piyer më ntëkwaka: «Hali! gwëyëtëɗilihohna muk!»
JHN.13.8	Yesu më ntehnëka: «Ge gwëyëtëlihna goɗila arëfal mën.»
JHN.13.9	Simo Piyer më ntehnëka: «Awa, Ahwëhn, ant'awëyëto wakwër ŋi fo, ɓare wëɓák ŋi g'ankaf per!»
JHN.13.10	Yesu më ntehnëka: «Ale yaryak a pacëka mbahn iŋa fop, wakwër ŋi fo gwëyëtaɗ. W̃uhnë, pacërun ɓare gena w̃uhnë fop.» 
JHN.13.11	Hara Yesu njëtëkawo ɗus ale rokaɗëha ỹa. Soŋe rac ntehnahnëko: «Gena w̃uhnë fop facëk.»
JHN.13.12	Ga puhnakëhni gwëyët wakwër ŋa, Yesu më mbokëryak cuɗ ntëw̃u ŋa, mboka ntaña. Awa më ntehnëkëhni: «Njëtërun bi ile limu ỹi? 
JHN.13.13	Macëɗunëho “Aharaŋ” do “Ahwëhn”, do toña hwëhnarun, kaɓi umë yeɓu. 
JHN.13.14	Awa, ge ami, Ahwëhn a do gë Aharaŋ a, gwëyëtëmu wakwër ŋa, w̃uhnë fëna tëfëku awëyëtëlu. 
JHN.13.15	Dahëse yëɗamu alihahnëndu w̃uhnë fënali gante ntinëhnëmu ki. 
JHN.13.16	Toña ỹa fëƴaɗëmu: aryokuŋ dëbëlahna ale ndokuŋënda do ale faƴik dëbëlahna ale faƴëka ỹa. 
JHN.13.17	Tame njëtërun waŋi; nëfaɗëhu ge ntirun koyëna.
JHN.13.18	«Gena w̃uhnë fop lehnëɗëfu; njëtëɓuhëhni ɗus vële rëhnaɓu va. Ɓare afo waŋi wanës Vikerëh ntiya: “Ale sehëlëɓun mburu mën ŋa ñew̃ëko tame.”
JHN.13.19	«Pëƴaɗëmu watac tame, ani gë tëkahnind, koyëna ahwëtahnahnu ge tëkik “ale ye ỹa yeɓu”. 
JHN.13.20	Toña ỹa fëƴaɗëmu: ale-wo-le hacaka ale faƴëɓu ỹa kacako ami fëna; do ale-wo-le hacako ỹa, kacaka ale faƴiko ỹa fëna.»
JHN.13.21	Ga nësëk watac, Yesu ndëñëko më ntehnëk: «Toña ỹa fëƴaɗëmu: aryampo hnë w̃uhnë tokaɗëho.»
JHN.13.23	Arëfal ale ñaɗëho Yesu ɗus ỹa ɗarël lëw̃u ntañako hn'ile tokëɗëniho hna. 
JHN.13.24	Simo 
JHN.13.25	Awa arëfal a më tankak gë cape Yesu do tëƴa: «Ahwëhn, mo ye?»
JHN.13.26	Yesu më ntëkwaka: «Koƴëɗëfu mburu ŋi nëhët li: ale yëɗaɗëfu ỹa, umë ye.» Awa Yesu më nufëk mburu ŋa, koƴëk, do njëɗahna Yuɗa, aju Simo Isëkariyot. 
JHN.13.27	Teɓand tuŋ Yuɗa mburu ŋa, 
JHN.13.27	Awa Yesu më ntehnëka: «Ile ỹaɗu ali ỹa, diry ñap!» 
JHN.13.28	Wëla aryampo hnë vële ntañalahnëniho va ƴëtëlohna bi soŋe ye ntehnëka koyëna. 
JHN.13.29	Kaɓi Yuɗa hwëtëɗëho koryi ỹa, vëryampo ntiyahnëkëhniwo Yesu nji ntaw̃i ile valëɗëhëhni soŋe mbënt ŋa ntehnëɗëha, ma nji njëɗahni iñë vëhaỹëhnah va. 
JHN.13.30	Awa Yuɗa më teɓak mburu ŋa cahnëlehn taŋ. Mëɗëko.
JHN.13.31	Ante cahnëk Yuɗa ŋa, Yesu më ntehnëk: «Tame 
JHN.13.32	[Ge inaỹ W̃ënu ŋa tufahnëɗe hnë umë] awa W̃ënu ŋa tufahnëɗ inaỹ Ajë Ahn'a hnë umë, do ntiɗ umë, ɓiỹëɗina.
JHN.13.33	«Vutah mën, wëwati toƴe fo wolahnëɗen. Rëkëɗun ayëkëlehnënduno, ɓare ntehnëɗëmu tame ile lehnëɓuhëhni vësankaf 
JHN.13.34	«Njëɗaɗëmu akwëɗa kasëk: ŋahnëlëryin. Afo aỹahnëlu gante ŋahnëmu ki. 
JHN.13.35	Ge ŋahnëlërun, awa vahnë va fop njëtëɗëni 
JHN.13.36	Simo 
JHN.13.36	Yesu më ntëkwaka: «Koɗila arëfo tame hn'ile njiɗëfu hna, ɓare tëfëɗuho hnam fac ryaw̃.»
JHN.13.37	Piyer më ntehnëka: «Ahwëhn, soŋe ye ye koɗa rëfi tame? Pëhwëtaɓu sëmu soŋe lëw̃ hu ỹa!»
JHN.13.38	Yesu më ntëkwaka: «Paryi bi pëhwëtaru asëm soŋe lëmën ỹa? Awa ami, pëƴaɗëmi toña ỹa: hnë uŋi mëɗ dënk, ani gë tarahnënd cale ŋa, njahëtaɗu wahwënta warar ƴëtëlihohna.»
JHN.14.1	Tac Yesu më ntehnëkëhni vërëfal vëlëw̃u va: «Antë aryëñu. Kwëtahnëryina W̃ënu ŋa do kwëtahnëryino ami fëna. 
JHN.14.2	Hnë tere Rëm mën hna, vacery va njaɓëk ɗus do njiɗëfu fëhwëtëhnu hn'ile ntëɗëɗun hna. Ge gekëndina toña, nësëhnakëndiluhna koyëna. 
JHN.14.3	Do ge njiɓu fëhwëtëhniwu ỹëw̃a ỹa, mbokajëɗëfu yowu, ayentahniw̃u w̃uhnë fëna hn'ile nkeɓu hna. 
JHN.14.4	Njëtërun nkaw̃ nte yiɗ hn'ile njiɗëfu hna.»
JHN.14.5	Toma më ntehnëka: «Ahwëhn, ƴëtëlëfuhna hn'ile njiɗu hna. Hak koɗëfun yëtëfu nkaw̃ ŋa?»
JHN.14.6	Yesu më ntëkwaka: «Ami ye nkaw̃ ŋa, toña ỹa do gë haƴalin sël ntaw̃ary, uwám paryi w̃a. Koɗena tëki Rëm hna, ge gena hnë ami tëfik. 
JHN.14.7	Ge njëtërunëho njëtërunëha Rëm mën ỹa fëna. Ƴëtëryin tëkërun ayëtuna, do nurunëha fëna.»
JHN.14.8	Filip më ntehnëka: «Ahwëhn, tufëryifuna Rëm ỹa do gwër nkeɗëhëfu.» 
JHN.14.9	Yesu më ntëkwaka: «Mbiỹëk ga nkelahninëk gë w̃uhnë do ƴëtëlihohna ten, Filip? Ale hnuko ỹa, nuka Rëm ỹa. Awa soŋe ye lehnëɗu: “Tufëryifuna Rëm ỹa”? 
JHN.14.10	Kwëtahnëlihna bi Rëm ỹa g'ami aryampo yeɓun? Wanës wante hnësëhnëɗëmu w̃uhnë ŋi matiɗina hnë ami. Rëm ỹa lëɗëk hnë ami umë dënk liɗ waɗoku wadëw̃u ŋa. 
JHN.14.11	Kwëtahnëryino ge ntehnëɗëmu: Rëm ỹa gë ami aryampo fo yeɓun. Ma, ge ntakahnëku, awa kwëtahnëryin wëla soŋe le hnurun waɗoku mën ŋi fo. 
JHN.14.12	Toña ỹa fëƴaɗëmu: ale hwëtahnëko ỹa, umë fëna ntiɗ viỹë vifëmpëhnahnah gë vile liɗëfu ki. Ntiɗ dënk wante ỹak hnaỹëk, kaɓi gë Rëm ka njiɗëfu. 
JHN.14.13	Do ntiɗëfu fop ile rëƴëɗun g'uw̃ac mën ỹa, soŋe nuhahni inaỹ Rëm ŋa Aju hna. 
JHN.14.14	Ge tëƴërunëho iñë g'uw̃ac mën w̃a, ntiɗëfu.
JHN.14.15	«Ge ñaɗunëho ntënënëɗun vakwëɗa mën va. 
JHN.14.16	Tëƴëɗëfuha Rëm ỹa do njëɗanahniɗëhuna ahaw̃ary njij ndemawu, soŋe nkehahn kwëlëkwël gë w̃uhnë. 
JHN.14.17	Umë ye ale rufahnëɗ Iƴir toña ŋa. Ɗuniỹa ỹi koɗina kacahna, kaɓi koɗina nuhna ma njëta. Ɓare w̃uhnë, njëtërunëha kaɓi gë umë aryampo yerun do hnë w̃uhnë nkeɗ kwëlëkwël. 
JHN.14.18	Tavëɗiluhna w̃uhnë fo had vukëryëm; mbokajëɗëfu ɗarël hun. 
JHN.14.19	Ɓiỹëɗina ɗuniỹa ỹi ɓokëɗina nuwo, ɓare w̃uhnë, mbokëɗun ahnuwuno, kaɓi mbëhnëɗëfu do w̃uhnë mbëhnëɗun. 
JHN.14.20	Fac rac, njëtëɗun Rëm ỹa g'ami aryampo fo yeɓun, w̃uhnë gë ami aryampo fo yeyinëk fëna. 
JHN.14.21	Ale yaw̃ënëk vakwëɗa mën va do ntind ile nësëk ỹa, umë ye ale ỹaɗëho ỹa. Rëm mën ỹa ŋahnëɗëha ale ỹahnëɗëho ỹa; ŋahnëɗëfuha ami fëna do tufëhnaɗëfuha.»
JHN.14.22	Yuɗ (gena Yuɗa Isëkariyot) më tëƴëka: «Ahwëhn, soŋe ye rufëhnaɗuhëfu fuhnë fo hara gena ɗuniỹa ỹi?»
JHN.14.23	Yesu më ntëkwaka: «Ale ỹaɗëho ỹa ntënënëɗ ile hnësëɗëfu ỹa. Rëm mën ỹa ŋahnëɗëha; do njijëɗëfun lëɗëfu ỹalu hna. 
JHN.14.24	Ale wok ñaɗilohna ỹa dënënëɗina wanës mën ŋa. Ile wëryëɗun hnësëɗëfu ỹi matiɗina ỹalë mën, ɓare Rëm mën le faƴiko hna matiɗ.
JHN.14.25	«Wati nte nkolahninëk ten ŋi pëƴamu waŋi. 
JHN.14.26	Tac Iƴir Ipacah nte paƴiɗ Rëm g'uw̃ac mën ŋa, yijëɗ ndemawu. Karaŋëɗëhu fop do ndënkwëtendëhu fop ile hnësëhnëɗëmu ỹi. 
JHN.14.27	Ƴam ỹa ravëhnëɗëmu, ƴam mën ỹa yëɗaɗëmu. Gena gante njëɗahnëɗ ɗuniỹa ki njëɗaɗëmu. Antë aryëñu, antë ntaku.
JHN.14.28	«Nkwëryërunëho ga pëƴamu: “Njiɗëfu, ɓare mbokajëɗëfu ỹalun hna.” Ge ŋahnërunëho, natëɗëhu soŋe ile yëtërun Rëm hna njiɗëfu, kaɓi Rëm ỹa hnaỹëk ntëbo ami. 
JHN.14.29	Gaki pëƴaɗëmu, ani gë tëkahnind vëỹin, soŋe ge tëkik ahwëtahnahnuno. 
JHN.14.30	Ɓokëɗa hnësëhnu yaɓah, kaɓi ale w̃ëkëk iỹi ɗuniỹa ỹa nkejëk. Kwëhnana fanka g'ami, 
JHN.14.31	ɓare afo ɗuniỹa ỹa njët ñaɗëfuha Rëm ỹa do gante ntehnëko rëm mën ka ntiɗëfu. Matëryin, njiyin!»
JHN.15.1	Yesu mboko ntehn: «Ami ye 
JHN.15.2	Ntihëtëɗ hni le-wo-le ye hnë ami wok dëw̃ëɗina ỹa, do hni le-wo-le lëw̃ëɗ ỹa parëɗe pacënahn ntëw̃ahn g'ahaw̃ary. 
JHN.15.3	W̃uhnë, tëkërun afacu had hni le farik: karaŋ nte haraŋëmu ŋa facënëku. 
JHN.15.4	Goryin hnë ami, gante nkeɓu hnë w̃uhnë ki. Hni atëh koɗina ntëw̃ umë fo, ge gona tëh hna. Ndampo fo nke, koɗiluhna alëw̃u ge goluhna hnë ami.
JHN.15.5	«Ami ye atëh ŋa, w̃uhnë ye wahni w̃a. Ale wok kwëlëkwël hnë ami, do wowu kwëlëkwël hnë umë, ntëw̃ëɗ ɗus. Hamëhni mën ñoñ koɗiluhna aliwu fërën. 
JHN.15.6	Ale wok gena hnë ami kwëlëkwël ỹa canëɗe g'ipër, had hni lihëtik, do kankëɗ; sifa warac mbarëpëɗe ntabi gë hwëɗëh, do ŋagëɗ. 
JHN.15.7	Ge hnë ami nkorun kwëlëkwël do wanës mën ŋa nko hnë w̃uhnë, tëƴëryin ile ỹaɗun ỹa do ntiɗëfu. 
JHN.15.8	Ge ntëw̃ërun ɗus tufahnëɗun 
JHN.15.9	«Gante ŋahnëɗëho Rëm mën ka, koyëna ŋahnëɗëmu ami fëna. Goryin iŋahn mën hna. 
JHN.15.10	Ge maw̃ërun vakwëɗa mën va, iŋahn mën hna nkorun, gante maw̃ëɓu ami vakwëɗa Rëm mën ki do nkoɓu hn'iŋahn dëw̃u ki. 
JHN.15.11	Pëƴamu waŋi hnatah mën w̃a nkehahn hnë w̃uhnë do hnatah hun w̃a padahn. 
JHN.15.12	Wëlin kwëɗa mën ŋa: ŋahnëlëryin gante ŋahnëmu ki. 
JHN.15.13	Iŋahn nte ỹak hnaỹëk ante koɗ tufahn ahnë ŋa, umë ye, cëm soŋe wëlawo walëw̃u w̃a. 
JHN.15.14	Wëlawo mën yerun ge ntiɗun ile lehnëmu ỹa. 
JHN.15.15	Ɓokëɗa w̃acu vëryokuŋëhn mën, kaɓi aryokuŋ a ƴëtëna ile ntiɗ ale ndokuŋëhnëɗa. Tame, lawo w̃acëɗëmu, soŋe umë ye njëtëndanëmu fop ile ỹëŋajëɓu vëhni Rëm mën ỹa. 
JHN.15.16	Gena w̃uhnë rëhnako, ami rëhnaku; paƴëmu ayiwu aliwu viỹë vifërën, viỹë vile vëỹëɗ. Awa, Rëm ỹa ntinëndëhu fop ile rëƴëɗunëha g'uw̃ac mën w̃a. 
JHN.15.17	Ha, ile lehnëɗëmu ỹa, aỹahnëlu ye.»
JHN.15.18	Yesu më mbok nkwënëk: «Ge ɗuniỹa ỹi ñew̃ëku ƴëtëryin ami ndënkwëk ñew̃ëk. 
JHN.15.19	Ge ɗuniỹa ỹi hwëhnakëndëhu, ŋahnakëndëhu kaɓi umë hwëhnëku. Ɓare tëhnamu do canëmu ɗuniỹa hna, do gona kwëhnu ɗuniỹa ỹi. Soŋe umë ñew̃ahnëku ɗuniỹa ỹi. 
