GEN.1.1	Pradžioje Dievas sutvėrė dangų ir žemę.
ISA.17.2	Aroero miestai ištuštės, jie taps ganyklomis. Čia ilsėsis kaimenės ir niekas jų nebaidys.
ISA.17.3	Dings Efraimo tvirtovės ir Damasko karalystė. Sirija susilauks to paties, ko susilaukė Izraelio šlovė“, – sako kareivijų Viešpats.
ISA.17.4	„Tą dieną Jokūbo šlovė sumenkės ir jo kūnas suliesės.
ISA.17.5	Bus taip, kaip pjovėjui pjūties metu nuimant derlių arba kaip renkančiam varpas Refajų slėnyje.
ISA.17.6	Iš jo liks tiek, kaip nurinkus alyvmedį: dvi ar trys alyvos medžio viršūnėje ir keturios ar penkios ant šakų galų“, – sako Viešpats, Izraelio Dievas.
ISA.17.7	Tą dieną žmogus žiūrės į savo Kūrėją, jo akys žvelgs į Izraelio Šventąjį.
ISA.17.8	Jis nebežiūrės į aukurus, kuriuos padarė jo ranka, ir nebevertins to, kas jo padirbta, – giraičių ir atvaizdų.
ISA.17.9	Tada kaip apleista šaka ar viršūnė bus jo sutvirtinti miestai, kuriuos jie paliks dėl izraelitų. Čia bus tyrlaukiai.
ISA.17.10	Kadangi tu užmiršai savo išgelbėjimo Dievą ir neatsiminei savo stiprybės uolos, tu sodinsi savo mėgiamus sodus ir svetimų vynmedžių daigus.
ISA.17.11	Tą dieną, kai sodinsi, jie sužaliuos ir kitą rytą žydės, tačiau derliaus jie neneš – tik vargą, nelaimes ir skausmus.
ISA.17.12	Vargas daugeliui tautų, kurios šėlsta lyg jūrų bangos ir ūžia kaip putojantys vandenys.
ISA.17.13	Viešpats sudraus jas, ir jos bėgs lyg dulkės, nešamos vėjo kalnuose, kaip audros sūkurio blaškomi lapai jos dings.
ISA.17.14	Vakare – siaubas! Rytą jų jau nebėra! Tokia dalia mūsų naikintojų, likimas tų, kurie mus plėšia!
ISA.18.1	Vargas kraštui, esančiam anapus Etiopijos upių, kuriame girdimas sparnų ūžesys.
ISA.18.2	Jis siunčia pasiuntinius jūra, vandens keliais nendriniuose laiveliuose. Greitieji pasiuntiniai, skubėkite pas aukšto ūgio ir išdidžią tautą, pas tautą, kurios bijosi arti ir toli gyvenantys, kurios kraštas upėmis išraižytas.
ISA.18.3	Viso pasaulio gyventojai! Stebėkite, kai vėliava bus pakelta kalnuose! Klausykite, kai išgirsite trimito balsą!
ISA.18.4	Štai ką Viešpats man kalbėjo: „Aš ramiai viską seksiu iš savo vietos kaip karštis giedroje, kaip rūko debesis pjūties įkarštyje“.
ISA.18.5	Prieš pjūtį, žydėjimui praėjus, vynuogėms pradėjus nokti, Jis išpjaustys visas atžalas ir iškapos šakeles.
ISA.18.6	Jie bus palikti kalnų paukščiams ir žemės žvėrims. Paukščiai tame krašte praleis vasarą ir žvėrys gyvens žiemą.
ISA.18.7	Tuo metu aukšto ūgio, nenugalima ir išdidi tauta, kurios bijo arti ir toli gyvenantys, kurios kraštas upėmis išraižytas, atneš dovanų kareivijų Viešpačiui į Siono kalną.
ISA.19.1	Pranašavimas apie Egiptą. Štai Viešpats ateina į Egiptą ant lengvo debesies. Egipto stabai dreba Jo akivaizdoje, ir egiptiečių širdys tirpsta juose.
ISA.19.2	„Aš sukurstysiu egiptiečius prieš egiptiečius, brolis kovos prieš brolį, draugas prieš draugą, miestas prieš miestą ir karalystė prieš karalystę.
ISA.19.3	Egiptiečiai gyvens sąmyšyje, ir Aš paversiu niekais jų planus. Jie klaus savo stabų ir burtininkų, mirusiųjų dvasių iššaukėjų ir žynių.
ISA.19.4	Aš atiduosiu egiptiečius į žiauraus valdovo rankas; nuožmus karalius juos valdys“, – sako Viešpats, kareivijų Dievas.
ISA.19.5	Jūros vanduo nuseks, ir upė išdžius.
ISA.19.6	Upės ir kanalai dvoks, nendrės ir meldai suvys.
ISA.19.7	Papirusai upės pakrantėse ir pasėliai prie upės išdžius, sunyks ir nieko nebeliks.
ISA.19.8	Žvejai liūdės ir dejuos visi, kurie meta meškeres į upę ir kurie vandenyje tiesia tinklus.
ISA.19.9	Linų apdirbėjai ir verpėjos bei audėjos neteks vilties.
ISA.19.10	Visų, kurie laiko tvenkinius žuvims, planai sužlugs.
ISA.19.11	Coano kunigaikščiai yra kvaili. Faraono išmintingieji patarėjai duos kvailus patarimus. Kaip galite sakyti faraonui: „Aš esu išminčiaus sūnus, karalių palikuonis?“
ISA.19.12	Kur tavo išminčiai? Jie tepraneša ir tepaskelbia, ką kareivijų Viešpats nusprendė dėl Egipto.
ISA.19.13	Coano kunigaikščiai taps kvaili, Nofo kunigaikščiai klys. Giminių vadai suklaidins Egiptą.
ISA.19.14	Viešpats pasiuntė jiems svaigulio dvasią, kuri klaidina egiptiečius visuose jų darbuose; jie kaip girtas žmogus, svyrinėjantis savo vėmaluose.
ISA.19.15	Jokio darbo Egipte negalės daryti nei galva, nei uodega, nei palmė, nei nendrė.
ISA.19.16	Tą dieną egiptiečiai bus lyg moteris: jie drebės ir išsigąs kareivijų Viešpaties rankos, kurią Jis pakels prieš Egiptą.
ISA.19.17	Judo žemė bus siaubas Egiptui. Kiekvienas išsigąs, vos jį paminėjęs, dėl to, ką Viešpats nusprendė dėl Egipto.
ISA.19.18	Tada Egipto šalyje bus penki miestai, kurie kalbės Kanaano kalba ir prisieks kareivijų Viešpačiui. Vienas bus vadinamas Saulės miestu.
ISA.19.19	Egipto žemės viduryje stovės aukuras Viešpačiui, o krašto pasienyje – paminklas Jam.
ISA.19.20	Tai bus ženklas ir liudijimas apie Viešpatį Egipto krašte, nes jie šauksis Viešpaties pavojui iškilus. Jis siųs jiems gelbėtoją, kuris kovos ir išlaisvins juos.
ISA.19.21	Viešpats apsireikš egiptiečiams, ir tą dieną egiptiečiai pažins Viešpatį. Jie aukos Jam deginamąsias ir duonos aukas, duos įžadus Viešpačiui ir laikysis jų.
ISA.19.22	Viešpats užgaus Egiptą ir išgydys. Jie gręšis į Viešpatį. Jis leisis permaldaujamas ir pagydys juos.
ISA.19.23	Tuomet bus vieškelis iš Egipto į Asiriją. Asirai keliaus į Egiptą ir egiptiečiai į Asiriją. Asirai ir egiptiečiai drauge tarnaus Viešpačiui.
ISA.19.24	Izraelis bus trečias su Egiptu ir Asirija – palaiminimas krašto viduryje.
ISA.19.25	Juos kareivijų Viešpats laimins, sakydamas: „Tebūna palaimintas Egiptas, mano tauta, ir Asirija, mano rankų darbas, ir Izraelis, mano paveldas“.
ISA.20.1	Asirijos karalius Sargonas siuntė Tartaną, ir tas atėjo į Ašdodą, kariavo prieš jį ir paėmė.
ISA.20.2	Tuo metu Viešpats kalbėjo Amoco sūnui Izaijui: „Eik, nusivilk ašutinę ir nusiauk kurpes“. Jis taip padarė ir vaikščiojo nuogas ir basas.
ISA.20.3	Tada Viešpats tarė: „Kaip mano tarnas Izaijas vaikščiojo nuogas ir basas trejus metus (tai buvo ženklas Egiptui ir Etiopijai),
ISA.20.4	taip Asirijos karalius ves Egipto belaisvius ir Etiopijos tremtinius, jaunus ir senus, nuogus ir basus, neapdengtomis šlaunimis Egipto gėdai.
ISA.20.5	Jie išsigąs ir drebės dėl Etiopijos, kuri buvo jų viltis, ir dėl Egipto, kuriuo didžiavosi.
ISA.20.6	Tą dieną šito jūros pakraščio gyventojai sakys: ‘Štai kas atsitiko tiems, pas kuriuos bėgome ieškoti pagalbos, kad mus išlaisvintų nuo Asirijos karaliaus! Kaip dabar išsigelbėsime?’“
ISA.21.1	Pranašavimas apie pajūrio dykumą. Viesulas kyla iš pietų, ateina iš dykumos, iš baimę keliančio krašto.
ISA.21.2	Aš turėjau bauginantį regėjimą: plėšikas plėšia, naikintojas naikina. Pakilk, Elamai! Medija, apgulk! Aš padarysiu galą visiems vaitojimams.
ISA.21.3	Man strėnas skauda; skausmai suėmė mane lyg gimdyvę, aš nebegaliu girdėti nė matyti.
ISA.21.4	Mano širdis dreba, baimė ima mane; mano malonumų naktis Jis pavertė siaubu.
ISA.21.5	Stalas padengtas, kilimai ištiesti, jie valgo ir geria. Kunigaikščiai, pakilkite, patepkite skydus!
ISA.21.6	Viešpats man įsakė: „Eik, pastatyk sargą, ką jis matys, tepraneša!“
ISA.21.7	Jis pamatė vežimą, traukiamą poros žirgų, raitelį ant asilo ir raitelį ant kupranugario, ir jis labai atidžiai stebėjo.
ISA.21.8	Jis šaukė kaip liūtas: „Viešpatie, aš stoviu sargyboje dieną ir budžiu naktimis.
ISA.21.9	Štai, artėja vežimas ir pora raitelių“. Jis atsakė ir tarė: „Krito, krito Babilonas, visi jo dievų atvaizdai sutrupinti guli ant žemės!“
ISA.21.10	O mano klojimo iškultieji grūdai! Ką girdėjau iš kareivijų Viešpaties, Izraelio Dievo, tą pranešiau jums.
ISA.21.11	Pranašavimas apie Dūmą. Jis šaukia man iš Seyro: „Sarge, kiek dar naktis tęsis? Sarge, kiek dar naktis tęsis?“
ISA.21.12	Sargas atsakė: „Rytas artėja ir naktis. Jei norite klausti, klauskite vėl; sugrįžkite ir klauskite!“
ISA.21.13	Pranašavimas apie Arabiją. Jūs nakvosite Arabijos miškuose, Dedano karavanai.
ISA.21.14	Trokštančiam duokite vandens, pabėgėlius pasitikite su duona, Temos krašto gyventojai.
ISA.21.15	Jie bėga nuo kardo, nuo iškelto kardo, nuo įtempto lanko, nuo baisaus karo.
ISA.21.16	Viešpats man sako: „Dar vieneri metai, ir visa Kedaro didybė pranyks.
ISA.21.17	Kedaro sūnų, drąsiųjų šaulių, išliks tik mažas likutis, nes Viešpats, Izraelio Dievas, taip kalbėjo“.
ISA.22.1	Pranašavimas apie Regėjimo slėnį. Kas gi atsitiko, kad visi sulipote ant stogų?
ISA.22.2	Tu, pilnas triukšmo ir neramumo, linksmasis mieste! Tavo kritusieji nekrito nuo kardo ir nemirė kovoje.
ISA.22.3	Visi tavo valdovai bėgo, bet buvo surišti šaulių. Visi, kurie surasti tavyje, buvo surišti, nors ir toli bėgo.
ISA.22.4	Aš sakiau: „Atsitraukite nuo manęs, aš graudžiai verksiu. Neguoskite manęs, nes mano tauta sunaikinta“.
ISA.22.5	Tai buvo paniekos ir sąmyšio diena Regėjimo slėnyje, kurią mums siuntė kareivijų Viešpats.
ISA.22.6	Elamas atėjo su strėlinėmis, kovos vežimais ir raiteliais, o Kyras – su skydais.
ISA.22.7	Tavo mėgiamieji slėniai buvo pilni kovos vežimų, raiteliai išsirikiavo prie vartų.
ISA.22.8	Judo apsauga sugriuvo. Tą dieną jūs apžiūrėjote ginklus Miško namuose.
ISA.22.9	Jūs matėte Dovydo miesto sienų plyšius, kurių buvo daug. Jūs sėmėte vandenį iš žemutinio tvenkinio.
ISA.22.10	Jūs apžiūrėjote Jeruzalės namus, juos griovėte ir jais tvirtinote miesto sieną.
ISA.22.11	Jūs padarėte saugyklą tarp abiejų sienų senojo tvenkinio vandeniui. Bet jūs pamiršote Tą, kuris visa tai darė, ir nekreipėte dėmesio į Jį.
ISA.22.12	Kareivijų Viešpats ragino tą dieną verkti ir raudoti, skustis galvos plaukus ir apsirengti ašutine.
ISA.22.13	Bet štai džiaugsmas ir linksmybė, veršių ir avių pjovimas, mėsos valgymas ir vyno gėrimas. „Valgykime ir gerkime, nes rytoj mirsime“.
ISA.22.14	Kareivijų Viešpats apsireiškė man, sakydamas: „Šitas nusikaltimas jums nebus atleistas iki mirties, – sako kareivijų Viešpats“.
ISA.22.15	Kareivijų Viešpats sakė: „Eik pas rūmų prievaizdą Šebną ir jam sakyk:
ISA.22.16	‘Ką tu čia veiki? Kodėl išsikirtai sau kapą? Rūpestingai aukštoje vietoje išsikaldinai sau buveinę uoloje.
ISA.22.17	Štai kareivijų Viešpats tvirtai nutvers tave ir pašalins iš čia.
ISA.22.18	Jis sukte pasuks tave ir mes kaip kamuolį į didelę šalį; ten tu mirsi ir ten tavo garbės vežimas taps gėda tavo valdovo namams!
ISA.22.19	Aš pašalinsiu tave iš tavo vietos ir tarnybos.
ISA.22.20	Tą dieną aš pašauksiu savo tarną Eljakimą, Hilkijo sūnų,
ISA.22.21	apvilksiu jį tavo rūbu, apjuosiu tavo juosta ir perduosiu jam tavo valdžią. Jis bus kaip tėvas Jeruzalės gyventojams ir Judo namams.
ISA.22.22	Aš uždėsiu jam ant peties Dovydo namų raktą. Jis atidarys, ir niekas nebeuždarys, jis užrakins, ir niekas nebeatrakins.
ISA.22.23	Aš įkalsiu jį kaip vinį tikroje vietoje, ir jis taps savo tėvo namuose šlovingu sostu.
ISA.22.24	Ant jo kabos visa jo tėvo namų šlovė: visos atžalos ir ataugos, maži ir dideli indai nuo puodukų iki puodų.
ISA.22.25	Ateis diena, kai tikroje vietoje įkalta vinis nulūš, visa, kas ant jos kabojo, nukris ir suduš, nes taip Viešpats pasakė’“.
ISA.23.1	Pranašavimas apie Tyrą. Raudokite Taršišo laivai, nes sunaikintas jūsų miestas, į kurį galėtumėte grįžti. Tą žinią gavome iš Kitimų.
ISA.23.2	Nutilkite, gyventojai jūros pakraščių, kuriuos buvo pripildę Sidono pirkliai, plaukiojantys po jūrą.
ISA.23.3	Per plačius vandenis atgabendavo Šihoro grūdus, derlių nuo upės, ir jūs buvote tautų prekyvietė.
ISA.23.4	Susigėsk, Sidone, nes jūra kalba, jūros stiprybė sako: „Aš nebuvau nėščia ir negimdžiau, neauginau nei jaunikaičių, nei mergaičių“.
ISA.23.5	Kai žinia apie Tyrą pasieks Egiptą, jie išsigandę drebės.
ISA.23.6	Jūros pakraščių gyventojai, plaukite į Taršišą ir raudokite!
ISA.23.7	Ar tai ne linksmasis senų senovėje įkurtas miestas? Jo kojos nuneš jį į tolimą šalį būti ateiviu.
ISA.23.8	Kas tą padarė Tyrui? Jis juk buvo karališkas miestas, jo pirkliai buvo kunigaikščiai, visoje žemėje gerbiami.
ISA.23.9	Kareivijų Viešpats taip nusprendė, kad suvaldytų jo puikybę ir visą jo garbę, kad sugėdintų visus žemės garbinguosius.
ISA.23.10	Taršišo dukterie, vaikščiok savo žemėje lyg upė, užliejanti kraštą; niekas tavęs nebevaržo.
ISA.23.11	Viešpats ištiesė savo ranką virš jūros, Jis drebino karalystes. Viešpats davė įsakymą sunaikinti Kanaano tvirtoves.
ISA.23.12	Jis sakė: „Nebesidžiauk, prispausta mergaite, Sidono dukterie! Pakilk ir plauk į Kitimus! Ir ten nerasi ramybės“.
ISA.23.13	Štai chaldėjų šalis. Šitos tautos anksčiau nebuvo, asirai įkūrė ją dykumos gyventojams. Jie stato savo bokštus, griauna jo rūmus, paverčia jį griuvėsiais.
ISA.23.14	Vaitokite, Taršišo laivai, nes jūsų tvirtovė sunaikinta.
ISA.23.15	Tyras bus užmirštas septyniasdešimt metų. Toks yra žmogaus amžius. Po septyniasdešimties metų atsitiks Tyrui kaip dainoje apie paleistuvę:
ISA.23.16	„Pasiimk arfą, vaikščiok po miestą, užmiršta paleistuve, dainuok meiliai ir gražiai, kad tave atsimintų“.
ISA.23.17	Po septyniasdešimties metų Viešpats aplankys Tyrą. Miestas vėl grįš prie savo pelno, ištvirkaus su visomis pasaulio karalystėmis visoje žemėje.
ISA.23.18	Jo prekyba ir pelnas bus pašvęsta Viešpačiui. Jie nekraus atsargų sandėliuose, bet jas atiduos tarnaujantiems Viešpačiui, kad jie valgytų ir apsirengtų.
ISA.24.1	Štai Viešpats daro žemę tuščią lyg dykumą, pakeičia jos paviršių, išsklaido jos gyventojus.
ISA.24.2	Taip bus ir tautai, ir kunigui; ir vergui, ir šeimininkui; ir tarnaitei, ir jos šeimininkei; ir perkančiam, ir parduodančiam; ir skolininkui, ir skolintojui.
ISA.24.3	Kraštas bus nušluotas ir nualintas, nes taip Viešpats patvarkė.
ISA.24.4	Žemė liūdi ir nyksta, pasaulis visiškai sumenkėjo ir nyksta; žemės išdidieji nusilpsta.
ISA.24.5	Žemė suteršta jos gyventojų, nes jie nesilaikė įstatymų, iškreipė teisingumą ir sulaužė amžinąją sandorą.
ISA.24.6	Todėl prakeikimas ryja žemę ir naikina jos gyventojus, todėl žemės gyventojai sudeginti ir žmonių mažai belikę.
ISA.24.7	Vynas gedi, vynuogės nyksta, visi, kieno buvo linksmos širdys, dūsauja.
ISA.24.8	Linksmybės su būgneliais liovėsi, linksmųjų triukšmas pasibaigė, švelnūs arfos garsai nutilo.
ISA.24.9	Nebeskamba vyną geriančiųjų dainos, stiprus gėrimas apkarto jo gėrėjams.
ISA.24.10	Tuštybės miestas bus sugriautas, namai užrakinti, niekas durų nebevarstys.
ISA.24.11	Verkia dėl vyno gatvėse; išnyko įvairios linksmybės, džiaugsmas žemėje dingo.
ISA.24.12	Miestas ištuštėjo, vartai guli griuvėsiuose.
ISA.24.13	Visas kraštas bus kaip alyvmedis po vaisių nurinkimo, kaip vynuogynas po vynuogių nurinkimo.
ISA.24.14	Jie pakels balsus, giedos apie Viešpaties didybę vakaruose,
ISA.24.15	šlovins Viešpatį rytuose ir jūros pakraščiuose Izraelio Dievo vardą.
ISA.24.16	Nuo žemės pakraščių girdime giedant: „Šlovė Teisiajam“. Bet aš sakau: „Vargas man, aš nebepakelsiu! Išdavikai be sąžinės – apgaudinėja, suvedžioja“.
ISA.24.17	Siaubas, duobė ir žabangai tau, žemės gyventojau!
ISA.24.18	Kas bėgs nuo siaubo garso, įkris į duobę; išlipęs iš duobės, pateks į žabangus; debesys atsivėrę, žemės pamatai dreba.
ISA.24.19	Žemė draskyte draskoma, trinte trinama, kratyte kratoma.
ISA.24.20	Žemė svyruote svyruos kaip girtas, siūbuos kaip palapinė. Ją slėgs jos nusikaltimas, ji grius ir nebeatsikels.
ISA.24.21	Tą dieną Viešpats baus dangaus kareiviją aukštybėse ir žemės karalius žemėje.
ISA.24.22	Jie bus surinkti kaip belaisviai į duobę ir užrakinti; po daugelio dienų jie bus aplankyti.
ISA.24.23	Mėnulis paraus ir saulė susigės, nes kareivijų Viešpats šlovingai viešpataus Siono kalne, Jeruzalėje ir savo vyresniųjų akivaizdoje.
ISA.25.1	Viešpatie, Tu esi mano Dievas, aš aukštinsiu Tave ir girsiu Tavo vardą, nes Tu padarei nuostabių dalykų, ištikimai įvykdei, ką seniai buvai pažadėjęs.
ISA.25.2	Tu pavertei miestą akmenų krūva, tvirtoves – griuvėsiais; svetimųjų rūmų nebėra ir jie niekad nebebus atstatyti.
ISA.25.3	Stipri tauta šlovins Tave; galingų tautų miestai bijos Tavęs.
ISA.25.4	Tu buvai stiprybė beturčiui, apsauga vargšui nelaimėje, priebėga nuo audros, ūksmė karštyje; baisiųjų rūstybė atsimušė kaip audra į sieną.
ISA.25.5	Kaip karštis sausoje vietoje, taip Tu sudrausi svetimųjų siautimą; kaip kaitra, nuslopinama debesų šešėliu, taip baisiųjų pergalės bus nutildytos.
ISA.25.6	Kareivijų Viešpats šitame kalne suruoš pokylį visoms tautoms; pokylį su geriausiu maistu ir senu bei nusistovėjusiu vynu.
ISA.25.7	Jis pašalins šitame kalne šydą, kuris gaubia visas tautas ir gimines.
ISA.25.8	Jis sunaikins mirtį amžiams. Viešpats Dievas visiems nušluostys ašaras ir pašalins panieką nuo savo tautos visoje žemėje, nes taip pasakė Viešpats.
ISA.25.9	Tuomet jie sakys: „Štai Jis, mūsų Dievas; mes laukėme Jo, ir Jis išgelbės mus. Jis yra Viešpats, kurio laukėme; džiaukimės ir džiūgaukime dėl Jo išgelbėjimo!“
ISA.25.10	Viešpaties ranka ilsėsis šitame kalne, o Moabas bus sumintas, kaip suminami šiaudai duobėje.
ISA.25.11	Jis išties savo rankas, kaip plaukikas ištiesia plaukti, ir Jis pažemins jų išdidumą kartu su jų rankų grobiu.
ISA.25.12	Aukštas tvirtovių sienas Jis pažemins, sugriaus ir pavers dulkėmis.
ISA.26.1	Tuomet Judo šalyje giedos šią giesmę: „Mūsų miestas yra tvirtas; Jis suteiks išgelbėjimą už jo sienų ir pylimų.
ISA.26.2	Atkelkite vartus ir teįeina teisioji tauta, kuri saugo tiesą.
ISA.26.3	Tu suteiksi tobulą ramybę tiems, kurie pasitiki Tavimi.
ISA.26.4	Pasitikėkite Viešpačiu visados, nes Viešpats Jahvė yra amžina stiprybė.
ISA.26.5	Jis pažemina išpuikusius išdidaus miesto gyventojus. Jis pažemina juos iki žemės, dulkėmis paversdamas miestą.
ISA.26.6	Mindžioja jį beturčių kojos, vargšų žingsniai“.
ISA.26.7	Teisiojo kelias yra tiesus, Tu jo taką išlygini.
ISA.26.8	Tavo teismų kelyje, Viešpatie, mes laukėme; mūsų sielos atsimena Tavo vardą ir ilgisi Tavęs.
ISA.26.9	Mano siela naktį ilgisi Tavęs, mano dvasia ieško Tavęs. Kai Tavo teismai pasireiškia žemėje, pasaulio gyventojai pasimoko teisumo.
ISA.26.10	Jei nedorėlio bus pasigailėta, jis nepasimokys teisumo; teisiųjų šalyje jis darys pikta ir nekreips dėmesio į Viešpaties didybę.
ISA.26.11	Viešpatie, Tavo ranka yra pakelta, bet jie nemato jos. Tavo uolumą dėl tautos jie tepamato ir tesusigėsta. Ugnis tesunaikina Tavo priešus.
ISA.26.12	Viešpatie, Tu suteiksi mums ramybės, nes Tu juk viską padarei dėl mūsų.
ISA.26.13	Viešpatie, mūsų Dieve, kiti valdovai viešpatavo mums, bet mes tik Tavo vardą pripažįstame ir Jį garbiname.
ISA.26.14	Jie mirė ir nebeatgis, jie yra šešėliai ir nebeatsikels; Tu aplankei juos ir sunaikinai, jų atminimą išdildei.
ISA.26.15	Viešpatie, tu padidinai tautą; šlovė Tau už tai; Tu išplėtei krašto sienas.
ISA.26.16	Viešpatie, jie ieškojo Tavęs nelaimės metu; jie meldėsi, kai juos baudei.
ISA.26.17	Kai gimdyvės laikas priartėja, ji šaukia iš skausmo. Viešpatie, tokie mes esame Tavo akivaizdoje.
