GEN.1.1	Pradžioje Dievas sukūrė dangų ir žemę. 
NEH.12.43	Tą dieną buvo atnašaujamos didelės aukos ir džiaugiamasi, nes Dievas buvo juos pradžiuginęs dideliu džiugesiu. Džiūgavo ir moterys, ir vaikai. Jeruzalės džiaugsmas buvo girdėti toli.
NEH.12.44	Tą dieną vyrai buvo paskirti prižiūrėtojais kambarių, kurie buvo naudojami kaip atnašų, pirmienų ir dešimtinių sandėliai. Jie turėjo surinkti į juos kunigams ir levitams Įstatymo skirtą dalį nuo miestams priklausančių laukų. Mat Judo žmonės buvo dėkingi kunigams ir levitams, einantiems tarnybą. 
NEH.12.45	Jie atliko savo Dievo tarnybą ir apvalymo tarnybą, kaip ir 
NEH.12.46	nes jau senovėje, Dovydo ir Asafo dienomis, buvo ir giesmininkų vadovas, ir šlovės bei padėkos giesmių Dievui. 
NEH.12.47	Ir Zerubabelio dienomis, ir Nehemijo dienomis visas Izraelis kasdien davė dalį giesmininkams ir vartininkams. Buvo atidedama į šalį kas skirta levitams, o levitai atidėdavo į šalį kas skirta Aarono palikuonims.
NEH.13.2	nes jie nesutiko izraelitų su duona ir vandeniu, bet prieš juos 
NEH.13.3	Išgirdę šį Įstatymą, žmonės atskyrė nuo Izraelio visus svetimtaučius.
NEH.13.4	Prieš tai kunigas Eljašibas, kuris buvo paskirtas kambarių valdytoju mūsų Dievo Namuose ir giminiavosi su Tobija, 
NEH.13.5	buvo įrengęs jam didelį kambarį, kuriame anksčiau būdavo sudedamos grūdų atnašos, smilkalai, reikmenys ir grūdų, vyno bei aliejaus dešimtinės, skirtos levitams, giesmininkams ir vartininkams, bei aukos, skirtos kunigams. 
NEH.13.6	Kai visa tai vyko, manęs nebuvo Jeruzalėje, nes trisdešimt antrais Babilono karaliaus Artakserkso metais aš buvau nuvykęs pas karalių. Tačiau praėjus šiek tiek laiko pasiprašiau karalių leisti man grįžti. 
NEH.13.7	Parvykęs į Jeruzalę, sužinojau apie nusikaltimą, kurį Eljašibas buvo padaręs dėl Tobijos, įrengdamas jam kambarį Dievo Namų kiemuose. 
NEH.13.8	Tuo aš buvau labai nepatenkintas ir visus Tobijos daiktus išmečiau iš kambario. 
NEH.13.9	Tada daviau įsakymą, kad kambariai būtų išvalyti, ir ten vėl sudėjau Dievo Namų reikmenis su javų atnaša ir smilkalais.
NEH.13.11	Taigi išbariau pareigūnus, tardamas: „Kodėl palikti Dievo Namai?“ Surinkęs levitus, pastačiau juos į savo vietas, 
NEH.13.12	ir visas Judas atnešė grūdų, vyno bei aliejaus dešimtinę į sandėlius. 
NEH.13.13	Sandėlių valdytojais paskyriau kunigą Šelemiją, raštininką Cadoką ir Pedają iš levitų, o padėjėju – Matanijos sūnų Zakūrą, nes jie laikomi patikimais asmenimis. Jiems buvo patikėta pareiga išdalyti savo broliams. 
NEH.13.14	O mano Dieve, atsimink mane maloniai už tai ir neištrink mano gerų darbų, kuriuos esu padaręs savo Dievo Namams ir jų apeigoms!
NEH.13.15	Tomis dienomis mačiau Jude šabo dieną vienus žmones minančius vynuogių spaudykles, o kitus nešančius maišus grūdų ir kraunančius juos ant asilų. Ir net 
NEH.13.16	Jeruzalėje gyveno ir Tyro žmonių. Jie atgabendavo žuvų ir įvairiausių prekių, kurias parduodavo Judo žmonėms šabo dieną. 
NEH.13.17	Taigi išbariau ir Judo didikus, sakydamas jiems: „Ką reiškia tas nedoras dalykas? Išniekinate šabo dieną taip elgdamiesi! 
NEH.13.18	Juk lygiai taip elgėsi jūsų protėviai! Užtat Dievas ir užtraukė mums bei miestui visą šią nelaimę. O jūs, išniekindami šabą, didinate pyktį ant Izraelio!“
NEH.13.19	Kai šešėliai pradėjo dengti Jeruzalės vartus, šabui artinantis, įsakiau uždaryti visus vartus ir nurodžiau, kad jie būtų atidaryti tik po šabo. Prie vartų pastačiau keletą savo tarnų, kad šabo dieną nebūtų gabenamos jokios prekės. 
NEH.13.20	Taigi visokiausių prekių pirkliai ir pardavėjai praleido vieną ir kitą kartą naktį už Jeruzalės sienos, 
NEH.13.21	kol jų neišbariau. Pasakiau jiems: „Kodėl nakvojate palei sieną? Jeigu dar kartą taip darysite, prieš jus panaudosiu jėgą!“ Nuo to laiko šabo dieną jie daugiau nebeateidavo. 
NEH.13.22	Tada įsakiau levitams apsivalyti ir stovėti sargais prie vartų, kad būtų išlaikytas šabo dienos šventumas. Atsimink ir tai mano labui, o mano Dieve, ir pasigailėk manęs iš savo didelio gerumo!
NEH.13.24	Pusė jų vaikų kalbėjo Ašdodo kalba. Žydiškai kalbėti jie nemokėjo, bet kalbėjo tų įvairių tautų kalbomis. 
NEH.13.25	Su jais bariausi, iškeikiau juos, kai kuriuos apmušiau, roviau jų plaukus ir prisaikdinau Dievu, tardamas: „Jūs neturite atiduoti savo dukterų jų sūnums nei imti jų dukterų savo sūnums ar sau patiems. 
NEH.13.26	Argi Izraelio karalius Saliamonas nenusidėjo per tokias moteris! Tarp daugelio tautų nebuvo kito karaliaus, panašaus į jį, 
NEH.13.27	Nejau ir apie jus reikia girdėti, kad padarėte tokį pat didelį nusikaltimą ir buvote neištikimi mūsų Dievui, vesdami svetimtautes moteris?“
NEH.13.28	Vienas vyriausiojo kunigo Eljašibo sūnaus Jehojados sūnų buvo 
NEH.13.29	Atsimink juos, o mano Dieve, nes jie suteršė kunigystę bei kunigų ir levitų sandorą! 
NEH.13.30	Taip apvaliau juos nuo visko, kas svetima, ir sutvarkiau kunigų ir levitų pareigas, kiekvienam pagal jo tarnybą. 
NEH.13.31	Be to, patvarkiau malkų atnašą aukurui nustatytu laiku ir pirmienas. Atsimink tai mano labui, o mano Dieve!
EST.1.1	Tai įvyko 
EST.1.2	Sėdėdamas karališkajame soste Sūzų pilyje, karalius Ahasveras 
EST.1.3	trečiais karaliavimo metais iškėlė puotą visiems savo didžiūnams ir dvariškiams: Persijos ir Medijos karvedžiams, didikams ir sričių valdytojams. 
EST.1.4	Šimtą aštuoniasdešimt dienų jis rodė didžiulius savo karalystės turtus ir tviskančią savo didybės šlovę.
EST.1.5	Pasibaigus toms dienoms, karalius savo sodo rūmų kieme iškėlė septynių dienų puotą visiems žmonėms – didikams ir paprastiems, – gyvenantiems Sūzų pilyje. 
EST.1.6	Kiemas buvo išpuoštas baltomis ir mėlynomis medvilnės uždangomis, pritvirtintomis lininėmis tamsiai raudonos spalvos virvėmis prie sidabro žiedų ant marmuro stulpų. Ant porfyro, marmuro, perlamutro ir spalvotų akmenų grindų buvo išdėstyti aukso ir sidabro minkštasuoliai. 
EST.1.7	Gėrimai buvo pilstomi į aukso taures, nė viena jų nebuvo panaši į kitas, ir karališko vyno buvo apstu, kaip dera karaliaus dosnumui. 
EST.1.8	Karaliaus įsakymu buvo geriama be varžymosi, nes jis buvo nurodęs visiems savo rūmų padavėjams elgtis su kiekvienu svečiu pagal svečio norą.
EST.1.9	Be to, ir karalienė Vaštė iškėlė puotą moterims karaliaus Ahasvero rūmuose.
EST.1.10	Septintą dieną, kai karaliaus širdis buvo įsilinksminusi nuo vyno, jis paliepė Mehumanui, Biztai, Harbonai, Bigtai, Abagtai, Zetarui ir Karkasui – septyniems jam tarnavusiems eunuchams – 
EST.1.11	atvesti karalienę Vaštę su karališku vainiku ant galvos pas karalių, idant jis parodytų jos grožį svečiams ir pareigūnams, nes ji buvo graži moteris. 
EST.1.12	Tačiau eunuchams perdavus karaliaus įsakymą karalienė Vaštė ateiti atsisakė. Todėl karalius įširdo ir užsidegė pykčiu. 
EST.1.13	Nedelsdamas karalius pasitarė su išminčiais, išmanančiais įstatymus. Mat karaliui buvo įprasta kreiptis į visus, kurie išmanė įstatymus ir papročius. 
EST.1.14	Jo artimi patarėjai buvo Karšena, Šetaras, Admata, Taršišas, Meresas, Marsena ir Memuchanas – septyni Persijos ir Medijos didžiūnai, kurie asmeniškai kalbėdavosi su karaliumi ir užėmė karalystėje pirmą vietą. 
EST.1.15	„Kaip turi būti pasielgta, – klausė jis, – pagal įstatymą su karaliene Vašte, kuri atsisakė paklusti karaliaus Ahasvero per eunuchus duotam įsakymui?“
EST.1.16	Tada Memuchanas karaliaus ir didžiūnų akivaizdoje pareiškė: „Karalienė Vaštė nusikalto ne tik karaliui, bet ir visiems pareigūnams bei žmonėms visose karaliaus Ahasvero valdose. 
EST.1.17	Visos moterys, išgirdusios gandus apie karalienės elgesį, žiūrės su panieka į savo vyrus, manydamos: ‘Karalius Ahasveras įsakė, kad karalienė Vaštė būtų atvesta pas jį, bet ji nėjo’. 
EST.1.18	Taigi tą dieną Persijos ir Medijos didžiūnės, išgirdusios apie karalienės elgesį, sukils prieš visus karaliaus pareigūnus ir nebus galo paniekai ir pykčiui! 
EST.1.19	Jeigu tai patinka karaliui, tebūna paskelbtas neatšaukiamas karaliaus įsakas ir įrašyta į persų ir medų įstatymus, kad Vaštė niekada daugiau nepasirodys karaliaus Ahasvero akivaizdoje. Tesuteikia karalius jos karališką garbę moteriai, kuri yra vertesnė negu ji. 
EST.1.20	Tebūna šis karaliaus įsakas paskelbtas visoje jo karalystėje – ji yra plati, – ir visos moterys gerbs savo vyrus, kilmingus ir prasčiokus“.
EST.1.21	Pasiūlymas patiko karaliui ir jo didžiūnams. Karalius padarė, kaip Memuchanas buvo pasiūlęs. 
EST.1.22	Jis išsiuntė laiškus į visas karaliaus valdas, kiekvienai sričiai jos raštu ir kiekvienai tautai jos kalba, pareikšdamas, kad kiekvienas vyras turi būti šeimininkas savo namuose.
EST.2.1	Po to karaliaus Ahasvero pykčiui atvėsus jis pergalvojo, ką Vaštė buvo padariusi ir kas buvo prieš ją nuspręsta. 
EST.2.2	Karaliaus tarnai pakišo mintį: „Karaliui turi būti suieškota jaunų gražių mergelių. 
EST.2.3	Tepaskiria karalius įgaliotinius į kiekvieną savo karalystės valdą, kad surinktų visas jaunas gražias mergeles į Sūzų pilį, į karaliaus eunucho moterų saugotojo Hegajo prižiūrimą haremą. Tebūna joms duota, ko tik reikia pasigražinti. 
EST.2.4	Tuomet mergelė, kuri labiausiai patiks karaliui, tebūna karaliene vietoj Vaštės“. Karaliui toks pasiūlymas patiko, jis taip ir padarė.
EST.2.5	Sūzų pilyje gyveno žydas, vardu Mordechajas, sūnus Jayro, sūnaus Šimio, sūnaus Kišo, iš Benjamino giminės. 
EST.2.6	Iš Jeruzalės Kišas buvo išvarytas kartu su Judo karaliumi Jechoniju ir kitais tremtiniais, kuriuos buvo paėmęs į nelaisvę Babilono karalius Nebukadnecaras. 
EST.2.7	Mordechajas užaugino Hadasą, tai yra Esterą, savo dėdės dukterį, nes ji buvo netekusi ir tėvo, ir motinos. Mergelė buvo gražiai nuaugusi ir dailios išvaizdos. Mirus jos tėvui ir motinai, Mordechajas priglaudė ją kaip savo dukterį.
EST.2.8	Paskelbus karaliaus žodį bei įsaką ir surinkus į Sūzų pilį daug mergelių Hegajo priežiūron, ir Estera buvo paimta į karaliaus rūmus moterų saugotojo Hegajo priežiūron. 
EST.2.9	Mergelė jam patiko ir įgijo jo malonę. Jis ne tik nedelsdamas aprūpino ją pasigražinimo priemonėmis ir maisto daviniu, bet ir davė septynias parinktas tarnaites iš karaliaus rūmų bei perkėlė ją ir jos tarnaites į geriausią haremo vietą. 
EST.2.10	Estera nei savo tautybės, nei šeimos neatskleidė, nes Mordechajas buvo uždraudęs tai daryti.
EST.2.11	Mordechajas kasdien vaikštinėdavo priešais haremo kiemą, norėdamas sužinoti, kaip Esterai sekasi ir kaip su ja elgiamasi.
EST.2.12	Po nustatyto moterims dvylikos mėnesių pasirengimo kiekviena mergelė iš eilės ėjo aplankyti karaliaus Ahasvero. Iš šio pasigražinimo laikotarpio šeši mėnesiai buvo praleisti vartojant aliejų ir mirą, o kiti šeši – vartojant kvepalus ir moterų pasigražinimo priemones. 
EST.2.13	Tuomet, kai mergelė turėdavo eiti pas karalių, jai būdavo leidžiama pasiimti iš haremo ir neštis į karaliaus rūmus, ko tik ji prašė. 
EST.2.14	Ji nueidavo vakare, o rytmetį grįždavo į kitą haremą karaliaus sugulovių saugotojo eunucho Šaašgazo priežiūron. Pas karalių ji eiti daugiau nebegalėdavo, nebent karalius būdavo ja patenkintas ir pasišaukdavo vardu.
EST.2.15	O Estera, duktė Abihailo, kurio sūnėnas Mordechajas buvo ją užauginęs kaip savo dukterį, atėjus jos eilei aplankyti karalių, neprašė nieko neštis, bet nešėsi tik tai, kas moterų saugotojo karaliaus eunucho Hegajo buvo paskirta. Bet visi, matydami ją, žavėjosi. 
EST.2.16	Estera buvo nuvesta pas karalių Ahasverą į rūmus septintų jo karaliavimo metų dešimtą mėnesį, kuris yra tebeto mėnuo. 
EST.2.17	Karalius pamilo Esterą labiau už visas kitas moteris; ji įgijo jo malonę ir palankumą labiau, negu visos kitos mergelės. Tad jis uždėjo jai ant galvos karališką vainiką ir padarė ją karaliene vietoj Vaštės. 
EST.2.18	Esteros garbei karalius iškėlė didelę puotą visiems savo didžiūnams ir dvariškiams. Be to, paskelbė sritims atleidimą nuo mokesčių ir dalijo dovanas, kaip dera karaliui.
EST.2.19	Nuo to meto, kai mergelės buvo surinktos, Mordechajas leido laiką prie Karaliaus vartų. 
EST.2.20	Estera dar nebuvo atskleidusi savo šeimos ar tautos, nes Mordechajas buvo uždraudęs tai daryti. Estera ir toliau klausė Mordechajo pamokymų, kaip buvo dariusi, būdama jo augintinė.
EST.2.21	Tuo metu, kai Mordechajas leido laiką prie Karaliaus vartų, Bigtanas ir Terešas, du slenkstį saugoję karaliaus eunuchai, supyko ir rengė sąmokslą, norėdami pakelti ranką prieš karalių Ahasverą. 
EST.2.22	Apie tai sužinojęs, Mordechajas pasakė karalienei Esterai, o Estera pranešė karaliui Mordechajo vardu. 
EST.2.23	Reikalas buvo ištirtas ir patikrintas. Jiedu abu buvo pamauti ant kuolų. Tai buvo įrašyta į metraščius karaliaus akivaizdoje.
EST.3.1	Po šių įvykių karalius Ahasveras, paaukštindamas Hamedatos iš Agago palikuonių sūnų Hamaną, davė jam svarbesnę vietą ir pasodino aukščiau už visus kitus su juo buvusius pareigūnus. 
EST.3.2	Visi karaliaus dvariškiai rūmų vartuose klaupdavosi ir puldavo kniūbsti prieš Hamaną, nes taip jį pagerbti buvo įsakęs karalius. Bet Mordechajas nei klaupdavosi, nei puldavo kniūbsčias. 
EST.3.3	Tad karaliaus dvariškiai, buvę su juo Karaliaus vartuose, sakė Mordechajui: „Kodėl tu nepaklūsti karaliaus įsakymui?“ 
EST.3.4	Tai jiems primenant diena po dienos, bet jam nenorint paklusti, jie pranešė Hamanui, norėdami pamatyti, kaip šis priims Mordechajo elgesį. Mat Mordechajas buvo jiems pasisakęs esąs žydas.
EST.3.5	Patyręs, kad Mordechajas iš tikrųjų nesiklaupia ir nepuola priešais jį kniūbsčias, Hamanas labai įniršo. 
EST.3.6	Bet jam atrodė per maža pakelti ranką tik prieš Mordechają. Kadangi Hamanui buvo pranešta, kad Mordechajas esąs žydas, jis norėjo sunaikinti ir visus žydus, Mordechajo tautą, visoje karaliaus Ahasvero karalystėje. 
EST.3.7	Karaliaus Ahasvero dvyliktų metų pirmą mėnesį, tai yra nisano mėnesį, buvo mestas „pur“, tai reiškia burtas, Hamano akivaizdoje nustatyti dieną ir mėnesį, kada per vieną dieną būtų sunaikinta Mordechajo tauta. Burtas nurodė dvyliktą mėnesį, tai yra adarą.
EST.3.8	Tada Hamanas tarė karaliui Ahasverui: „Visose tavo karalystės valdose gyvena išblaškyta, bet atskira tauta su savo įstatymais, kurie skiriasi nuo visų kitų tautų įstatymų. Karaliaus įsakų jie nesilaiko! Todėl karaliui nedera jų pakęsti. 
EST.3.9	Jei karaliui atrodo gera, tebūna paskelbtas įsakas juos sunaikinti. O aš atsversiu dešimt tūkstančių sidabro talentų tavo valdytojams padėti į karaliaus iždą“. 
EST.3.10	Karalius nusiėmė antspaudo žiedą ir padavė jį Hamedatos iš Agago palikuonių sūnui Hamanui, žydų priešui. 
EST.3.11	„Sidabrą gali sau pasilaikyti, – tarė karalius Hamanui, – o su ta tauta daryk, kas tau atrodo gera“.
EST.3.12	Taigi buvo pašaukti karaliaus raštininkai. Pirmo mėnesio tryliktą dieną jie parašė Hamano padiktuotą įsaką karaliaus satrapams, visų sričių valdytojams ir kiekvienos tautos pareigūnams, kiekvienai valdai jų raštu ir kiekvienai tautai jos kalba. Įsakas buvo parašytas karaliaus Ahasvero vardu ir užantspauduotas karališkuoju antspaudo žiedu. 
EST.3.13	Per bėgūnus į visas karaliaus valdas buvo išsiųsti laiškai, kad visi žydai – jauni ir seni, moterys ir vaikai, – turi būti sunaikinti, išžudyti ir išnaikinti per vieną dieną – dvylikto mėnesio, tai yra adaro, tryliktą dieną, o jų turtai paimti kaip grobis.
EST.3.14	Šio rašto nuorašas turėjo būti perduotas į visas valdas, kad būtų paskelbtas kaip įsakas visoms kiekvienos valdos tautoms, idant būtų pasiruošta tai dienai. 
EST.3.15	Karaliaus įsakymu bėgūnai sparčiai išskubėjo į kelionę. Įsakas buvo paskelbtas ir Sūzų pilyje.
EST.3.15	Karalius ir Hamanas sėdosi vaišintis, o Sūzų miestas buvo sukrėstas.
EST.4.1	Sužinojęs visa, kas buvo įvykę, Mordechajas persiplėšė drabužius, apsivilko ašutine, apsibarstė galvą pelenais ir garsiai bei karčiai verkdamas ėjo per miestą. 
EST.4.2	Jis atėjo prie pat Karaliaus vartų, nes vilkinčiam ašutine pro Karaliaus vartus nebuvo leidžiama įeiti.
EST.4.3	Ir kiekvienoje valdoje, kurią buvo pasiekęs karaliaus raštas ir įsakas, žydai labai gedėjo pasninkaudami, verkdami ir aimanuodami. Daugumas jų gulėjo ant ašutinės ir pelenų.
EST.4.4	Kai Esteros tarnaitės ir eunuchai atėjo ir apie tai pranešė, karalienė buvo pritrenkta. Ji nusiuntė Mordechajui drabužių apsirengti, kad galėtų nusivilkti ašutinę, bet jis atsisakė priimti. 
EST.4.5	Tada Estera, pasišaukusi Hatachą, vieną iš karaliaus eunuchų, kuriuos karalius buvo paskyręs jai tarnauti, įsakė jam nueiti pas Mordechają ir sužinoti priežastį. 
EST.4.6	Hatachas išėjo ieškoti Mordechajo į miesto aikštę priešais Karaliaus vartus. 
EST.4.7	Tada Mordechajas pranešė visa, kas jam buvo nutikę, ir tikslią sumą pinigų, kurią Hamanas buvo pažadėjęs įmokėti į karaliaus iždą už žydų sunaikinimą. 
EST.4.8	Mordechajas padavė jam ir nuorašą rašyto įsako, kuris buvęs pakabintas Sūzuose, dėl jų sunaikinimo. Jis prašė parodyti jį Esterai ir pranešus įpareigoti ją, kad eitų pas karalių užtarti savo tautą ir maldauti dėl jos.
EST.4.9	Hatachas sugrįžęs perdavė Esterai visa, ką Mordechajas buvo sakęs. 
EST.4.10	Tada Estera paliepė Hatachui nunešti Mordechajui tokį atsakymą: 
EST.4.11	„Visi karaliaus dvariškiai ir net žmonės karaliaus valdose žino, kad turi būti nubaustas mirties bausme, jeigu kas nors, vyras ar moteris, nebūdamas pašauktas, drįstų eiti pas karalių į vidinį kiemą. Tik jeigu karalius ištiestų jam aukso skeptrą, jis gali likti gyvas. O aš nebuvau pašaukta pas karalių jau trisdešimt dienų!“
EST.4.12	Kai Mordechajui buvo pranešta, ką Estera sakė, 
EST.4.13	jis liepė taip atsakyti Esterai: „Nemanyk, kad karaliaus rūmuose būsi saugesnė negu kiti žydai! 
EST.4.14	Juk jeigu iš tikrųjų tylėsi tokiu metu, kaip dabar, pagalba ir išgelbėjimas žydams ateis iš kitos vietos, bet tu ir tavo tėvo šeima pražus. Kas gali žinoti? Galbūt tu pasiekei karališkąjį sostą kaip tik tokiam metui kaip dabar“.
EST.4.15	Tada Estera atsakydama Mordechajui tarė: 
EST.4.16	„Eik, surink visus žydus, kurie gyvena Sūzuose. Pasninkaukite už mane! Nevalgykite ir negerkite ištisas tris dienas ir naktis. Ir aš drauge su savo tarnaitėmis, kaip ir jūs, pasninkausiu. Po to, nepaisydama įstatymo, eisiu pas karalių. Jeigu turėsiu žūti, žūsiu!“ 
EST.4.17	Mordechajas, palikęs vartus, įvykdė visa, ką Estera buvo įsakiusi.
EST.5.1	Taigi trečią dieną Estera, apsivilkusi karališku apdaru, atsistojo vidiniame kieme priešais karaliaus rūmus, karaliui sėdint sosto menėje karaliaus soste priešais rūmų tarpdurį. 
EST.5.2	Kai tik jis pamatė karalienę Esterą, stovinčią kieme, ji rado malonę jo akyse. Karalius ištiesė Esterai aukso skeptrą, kurį laikė rankoje. Priėjusi prie jo, Estera palietė skeptro galą.
EST.5.3	Tada karalius tarė jai: „Kas atsitiko, karaliene Estera? Ko tu prašai? Net jeigu tai būtų ir pusė mano karalystės, bus tau suteikta“. – 
EST.5.4	„Jeigu karaliui patinka, – atsakė Estera, – prašyčiau karalių ir Hamaną ateiti šiandien į puotą, kurią esu suruošusi“. 
EST.5.5	Karalius įsakė: „Skubiai atveskite Hamaną, kad įvykdytume, ko Estera nori“.
EST.5.5	Taigi karalius nuėjo su Hamanu į puotą, kurią buvo suruošusi Estera. 
EST.5.6	Geriant vyną puotos metu, karalius klausė Esterą: „Ko tu nori? Tai bus tau suteikta! Ko prašai? Nors tai ir pusė karalystės būtų, bus įvykdyta!“ – 
EST.5.7	„Štai koks mano noras ir prašymas, – atsakė Estera, – 
EST.5.8	jei susilaukiau karaliaus malonės ir jei jam patiktų suteikti, ko noriu, ir įvykdyti mano prašymą, prašyčiau karalių ateiti rytoj su Hamanu į puotą, kurią jums suruošiu. Rytoj padarysiu, kaip karalius sako“.
EST.5.9	Tą dieną Hamanas išėjo linksmas ir labai gerai nusiteikęs. Bet pamatęs, kad jam priėjus prie Karaliaus vartų, Mordechajas neatsistojo ir nė nepasijudino, jis labai ant jo įsiuto. 
EST.5.10	Bet Hamanas susilaikė ir sugrįžęs namo pasišaukė savo bičiulius ir žmoną Zerešą. 
EST.5.11	Jis nupasakojo jiems savo prabangius turtus, daugybę sūnų ir kiek daug sykių karalius jį pagerbė, o dabar iškėlė jį virš visų karaliaus pareigūnų ir dvariškių. 
EST.5.12	„Be to, – pridūrė Hamanas, – karalienė Estera pakvietė mane ir karalių – nė vieno kito, tik mane – į puotą, kurią yra suruošusi. Rytoj aš pakviestas su karaliumi. 
