MAT.1.1	Raa inɗe maamiraaɓe Yeesu *Almasiifu, ɓii *Ibraahim ɓii *Dawda :
ROM.15.23	ammaa jo'oni mi heynii kuugal am nder ɗe'e jaaje, kadimaa duuɓi ɗuuɗɗi emi haaɓi yi'igo on. 
ROM.15.24	Emi yiɗi mi yaala to mooɗon wakkaci njaheymi Espaaniya. To mi warii yahago toon, emi yiɗi njooɓnon yam, ɓaawo mi nanii belɗum jooɗodaago e mooɗon balɗe seɗɗa. 
ROM.15.25	Ammaa jo'oni mi yahey *Urusaliima, gam mi yaharana yimɓe Allah ballal. 
ROM.15.26	Sabu goonɗinɓe wonɓe Makedooniya e Aakaya anniyake hawritgo ballal gam vallugo sooyɓe nder yimɓe Allah wonɓe Urusaliima. 
ROM.15.27	Kamɓe e ko'e maɓɓe mbaɗi anniya kaan, koo to waɗgo ɗum e laatii biyaago nyamaande to maɓɓe. Gam to *Yahuudu'en goonɗinɓe cenndii barkaaji Ruhu e goonɗinɓe *ɓe laataaki Yahuudu'en, ndeen e haani goonɗinɓe ɓeen mballira Yahuudu'en jawdi maɓɓe. 
ROM.15.28	To mi heynii kuugal ngaal, waato mi hokkii ɓe ballal ngal ɗum hawritani ɓe, mi yahey lesdi Espaaniya, ammaa sey to mi yaalii to mooɗon. 
ROM.15.29	Emi anndi, to mi warii to mooɗon, mi wardey e barkaaji Almasiifu fuu.
ROM.15.30	Banndiraaɓe, gam Jawmiraawo meeɗen Yeesu Almasiifu e yiɗde nde Ruhu Allah hokkata en, emi toroo on mballee yam toraago Allah. 
ROM.15.31	Toree Allah hisna yam e juuɗe saliiɓe goonɗingo Yeesu wonɓe lesdi *Yahuudiya. Kadimaa toree mo o waɗa yimɓe Allah wonɓe *Urusaliima njaɓa ballal ngal njaharaneymi ɓe. 
ROM.15.32	To Allah jaɓii, mi warey to mooɗon nder velvelo, mi fooftida e mooɗon balɗe seɗɗa. 
ROM.15.33	Allah kokkoowo jam wondu e mooɗon on fuu. Aamiin.
ROM.16.1	Emi yiɗi teddinon banndii'en debbo bi'eteeɗo Fiibi, go'oto nder aardiiɓe *ikiliisiya ngonka Kenkereya. 
ROM.16.2	Njaɓɓee mo nder innde Jawmiraawo, noon no haani ɗum jaɓɓoroo yimɓe Allah. Kokkee mo ballal ngal o woodi bukaata muuɗum fuu to mooɗon, gam o vallii yimɓe ɗuuɗɓe, miin e hoore am o vallii yam.
ROM.16.3	Kinnee Piriisiila e Akiilas, ɓe kuudeymi kuugal Yeesu *Almasiifu. 
ROM.16.4	Ɓe kokkii yonki maɓɓe gam hisnugo ki am. Mi yettii ɓe, wanaa miin tan yettata ɓe, faa e ikiliisiyaaji *yimɓe ɓe laataaki Yahuudu'en e ngetta ɓe. 
ROM.16.5	Kinnee boo ikiliisiya kawritooha nder wuro maɓɓe. Kinnee higoo am mo ngiɗmi bi'eteeɗo Epaynetus, goonɗinɗo Almasiifu arano nder lesdi Aasiya fuu. 
ROM.16.6	Kinnanee yam Maryaama kuwanɗo on e semmbee muuɗum fuu. 
ROM.16.7	Kinnanee yam Anndaroonikus e Yuniyas, banndiraaɓe am Yahuudu'en ɓe omndidanoomi nder kaso. Ɓe lilaaɓe teddinaaɓe, kadimaa ɓe aartii yam goonɗingo Almasiifu.
ROM.16.8	Emi hinna Ampiliyatus higoo am mo ngiɗmi sabu Jawmiraawo. 
ROM.16.9	Kinnanee yam Urbaanus, mo kuudeten nder kuugal Almasiifu, e higoo am Istaakis mo ngiɗmi. 
ROM.16.10	Kinnanee yam Apeles, mo ɗum tabbitini e tokki Almasiifu e goonga. Kinnanee yam Aristobil e wuro muuɗum fuu. 
ROM.16.11	Kinnanee yam Herodiyon banndam Yahuuduujo. Kinnanee yam yimɓe Jawmiraawo wonɓe nder wuro Narsisi.
ROM.16.12	Kinnanee yam Tiriifena e Tiriifosa, rewɓe huwanooɓe Jawmiraawo. Kinnanee yam boo Persis debbo giɗaaɗo kokkuɗo hoore muuɗum fuu gam kuugal Jawmiraawo. 
ROM.16.13	Kinnanee yam Rufus kuwanoowo Jawmiraawo cuɓaaɗo, e inna ma'ako jogiiɗo yam kama ɓiyum. 
ROM.16.14	Kinnanee yam Asinkiritus e Felegon e Hermes e Patorobas e Hermas e banndiraaɓe goonɗinɓe wonduɓe e maɓɓe. 
ROM.16.15	Kinnanee yam Filologus e Juuliya e Nereyus e banndum debbo e Olimpas e seniiɓe fuu wonduɓe e maɓɓe.
ROM.16.16	Kinnindiree e hinnoore higaaku. Ikiliisiyaaji fuu e kinna on.
ROM.16.17	Banndiraaɓe, emi toroo on, kakkilanee waddooɓe ceedal hakkunde mooɗon, e majjina on gada e fe''aago ekkitinol ngol keɓɗon. Ngoɗɗee ɓe, 
ROM.16.18	gam iri ɓen ɗoon yimɓe wanaa Jawmiraawo meeɗen *Almasiifu ɓe kuwanta, ammaa deedi maɓɓe ɓe kuwanta. E bolle belɗe e manooje fewre ɓe majjinirta yimɓe ɓe ngalaa ƴoyre. 
ROM.16.19	Koo moye nanii no tokkirɗon Yeesu, kanjum mbeloriiɗon yam. Ammaa emi yiɗi laatooɗon ƴoƴanɓe ko vooɗi, ɓe ngalaa feloore dow ko vooɗaa. 
ROM.16.20	Allah kokkoowo jam no namey baawɗe *Ceyɗaan, o yowa on dow ma'ako naa ko neeɓi.
ROM.16.20	Jawmiraawo meeɗen Yeesu Almasiifu barkiɗina on.
ROM.16.21	Timote mo kuudeymi e hinna on. Noon boo Lusiyus e Jaason e Sosipater banndiraaɓe am Yahuudu'en e kinna on.
ROM.16.22	Miin Tertiyus balluɗo
ROM.16.23	Gaayus beernuɗo yam nder wuro muuɗum, mo ikiliisiya hawritata nder wuro muuɗum, e hinna on. Erastus desoowo ceede si'ire e banndii en Kartus boo e kinna on.
ROM.16.23	[
ROM.16.24	]
ROM.16.25	Maaltooje laatanoo Allah, baawɗo semmbiɗingo on gada e *Habaru Belɗum ɗum nga'ajineymi dow Yeesu Almasiifu. Habaru Belɗum ɗuum, ɗum sirri cuuɗanooɗum ila jaamanuuji ɗuuɗɗi ƴaɓɓiiɗi. 
ROM.16.26	Ammaa jo'oni ɗum vannginanaama leƴƴi duuniyaaru fuu e njaayri, gada e defte *annabo'en fodde ko Allah tabbitɗo vi'i, gam faa ɗi ngoonɗina mo, ɗi ɗowtanoo mo.
ROM.16.27	Allah kam tan woni annduɗo koo ɗume. Teddungal laatanoo mo faa abadaa, barkaa Yeesu Almasiifu ! Aamiin.
1CO.1.1	Miin Bulus noddaaɗo laatii *lilaaɗo Yeesu *Almasiifu gada e nyumo Allah, e Sostenes banndii en mbinndani on ngo'ol ɗereewol. 
1CO.1.2	Emin kinna *ikiliisiya Allah ngonka nder si'ire Korontu, ɓe Allah noddi laatoo yimɓe muuɗum seniiɓe. Allah senii on gada e kawtal mooɗon e Yeesu Almasiifu, onon e noddooɓe innde ma'ako wonɓe koo toye fuu. Kanko woni Jawmiraawo meeɗen, enen e maɓɓe fuu. 
1CO.1.3	Allah Baaba meeɗen e Jawmiraawo meeɗen Yeesu Almasiifu kokku on jam e barkaa.
1CO.1.4	Wakkaci fuu emi yetta Allah gam mooɗon dow caahu ngu o hokki on gada e Yeesu *Almasiifu. 
1CO.1.5	Waato nder kawtal e Almasiifu keɓruɗon ko vooɗi fuu, on keɓii baawal bolle e anndal. 
1CO.1.6	Kama no habaru Almasiifu ɗum min caaydini jooɗorii nder ɓerɗe mooɗon, 
1CO.1.7	noon keɓruɗon kokke Allah fuu. Nder deentuki nyalaande bannguki Yeesu Almasiifu Jawmiraawo meeɗen, on keppaay koo go'otal. 
1CO.1.8	Allah semmbiɗinta on faa timmoode, gam laatooɗon ɓe ngalaa feloore nyannde bittoyki Jawmiraawo meeɗen Yeesu Almasiifu. 
1CO.1.9	Kanko nodduɗo on nattuɗon nder kawtal e *Ɓiyiiko Yeesu Almasiifu Jawmiraawo meeɗen, o koolniiɗo.
1CO.1.10	Banndiraaɓe, emi toroo on nder innde Jawmiraawo meeɗen Yeesu *Almasiifu : to' jokkirgol laato nder mooɗon, ammaa potee, laatee ɓe hakkiilo wo'oto e nyumo wo'oto. 
1CO.1.11	Banndiraaɓe am, yimɓe wuro Kolowe mbi'ii yam e woodi jokkirgol hakkunde mooɗon. 
1CO.1.12	Mi nanii woɓɓe mooɗon e mbi'a : « Miin, Bulus tokkumi », woɓɓe boo e mbi'a « Miin, Apolos tokkumi », woɓɓe e mbi'a « Miin, Biiturus tokkumi », kadimaa woɓɓe e mbi'a « Miin, Almasiifu tokkumi ». 
1CO.1.13	Koo Almasiifu sennditake geɓe feere-feere naa ? Nakay Bulus maayani on dow *gaafagal, na e innde Bulus mba'aranaaɗon *baptisma ? 
1CO.1.14	Mi yettii Allah gam mi waɗanaay koo go'oto mooɗon baptisma, to naa Kirispus e Gaayus. 
1CO.1.15	Noon boo, walaa koo go'oto mooɗon waawi vi'igo e innde am wa'aranaa baptisma. 
1CO.1.16	(Kay, mi hiimtake, asee mi waɗanii Istefaanus e wuro muuɗum baptisma. Ammaa ɓaawo maɓɓe, mi anndaa koo mi waɗanii goɗɗo feere baptisma.) 
1CO.1.17	Almasiifu lilaay yam gam mi waɗana yimɓe baptisma, ammaa o lilii yam gam mi wa'ajina yimɓe *Habaru Belɗum, naa e huutinirgo anndal yimɓe, gam to' mi meheriɗin habaru maayde ma'ako dow gaafagal.
1CO.1.18	Habaru maayde Yeesu dow *gaafagal e laatanii ɓeen halketeeɓe vemmbere, ammaa enen hisnaaɓe, eɗen ndaari ɗum baawɗe Allah. 
1CO.1.19	Ɗum vinndaama nder *Deftere Seniinde :
1CO.1.19	« Mi bonney anndal ɓeen tammiiɓe e ngoodi anndal,
1CO.1.19	mi majjiney fahamu ɓeen tammiiɓe no ƴoyɓe. »
1CO.1.20	Ndeen annduɓe e *moodiɓɓe *Tawreeta e ɓeen tammiiɓe no annduɓe nder ndu'u jaamaniiru wakkaci maɓɓe re'i, gam Allah waylitii anndal duuniyaaru laatoo vemmbere. 
1CO.1.21	Yimɓe e anndal mu''en fuu, mbaawaay yi'igo Allah toon to o vanngini anndal ma'ako. Gam ma'ajum Allah siryii hisnirgo goonɗinɓe gada e ko min nga'ajinta, ko yimɓe ndaari kama vemmbere. 
1CO.1.22	*Yahuudu'en e ngiɗi yi'igo alaamaaji kaayniiɗi, *Helenankoo'en boo e ndaara anndal. 
1CO.1.23	Ammaa minon, emin nga'ajina habaru *Almasiifu ɓilanooɗo dow gaafagal. Habaru ɗuum e laatii daliila fergere to Yahuudu'en. *Leƴƴi ɗi laataaki Yahuudu'en boo, e ɗum laatanii ɓe kama vemmbere. 
1CO.1.24	Ammaa noddaaɓe Allah, koo ɓe Yahuudu'en, koo ɓe laataaki Yahuudu'en, Almasiifu e laatii baawɗe Allah e anndal muuɗum. 
1CO.1.25	Gam kuugal Allah ngal yimɓe ndaari kama vemmbere, e ɓuri anndal yimɓe. Ko ɓe ndaari kama ciya semmbee Allah boo, e ɓuri semmbee neɗɗo.
1CO.1.26	Banndiraaɓe am, kiimtee no laatinooɗon ko Allah noddi on. Dow e giiɗe neɗɗo kam, woonɓe ƴoyre e woonɓe baawɗe e ɓiɓɓe laamu ɗuuɗaa nder mooɗon. 
1CO.1.27	Ammaa Allah suɓii ko yimɓe mbi'ata ciya anndal, gam o semtina annduɓe duuniyaaru. O suɓii ko yimɓe mbi'ata semmbiɗaa boo, gam o semtina semmbiɗɓe. 
1CO.1.28	O suɓii ko famɗi e ko yamni e ku'uje pamare laatiiɗe mehere yeeso yimɓe, gam o meheriɗina ko duuniyaaru raari mawɗum. 
1CO.1.29	O waɗii ɗum, gam to' koo moye mawnin hoore muuɗum yeeso ma'ako. 
1CO.1.30	O waɗii on nder kawtal e Yeesu Almasiifu. Yeesu laatanake en anndal ivoyngal to Allah. Gada e ma'ako keɓruɗen yerduye Allah e laɓɓineeki e cootteeki, 
1CO.1.31	kama ko *Deftere Seniinde vi'i : « Mantotooɗo fuu, sey mantoroo kuugal Jawmiraawo. »
1CO.2.1	Banndiraaɓe am, miin kam nde ngarmi to mooɗon gam mi wa'ajina on goonga Allah cuuɗiika, mi yeccoraaki on ka e anndal duuniyaaru, koo boo e anndal ɓurngal fahamu mooɗon. 
1CO.2.2	Nde ngondunoomi e mooɗon, mi jaɓaay wa'ajingo on goɗɗum feere, to naa Yeesu *Almasiifu e maayde muuɗum dow *gaafagal. 
1CO.2.3	Ko ngarnoomi to mooɗon mi walaa semmbee, emi diwna korey gam kulol. 
1CO.2.4	Ekkitinol am e wa'aji am daraaki dow baawal bolle am, koo dow anndal yimɓe. Eɗum darii dow kuuɗe kolleyɗe baawɗe *Ruhu Allah, 
1CO.2.5	gam to' goonɗinki mooɗon daro dow anndal yimɓe, ammaa ki daroo dow baawɗe Allah.
1CO.2.6	E noon fuu, emin ɗoon nga'ajina anndal luggungal nder goonɗinɓe semmbiɗɓe nder goonɗinki, ammaa wanaa anndal duuniyaaru min nga'ajinta, koo anndal laamiiɓe ndu'u jaamaniiru halketeeɓe. 
1CO.2.7	Ammaa emin nga'ajina anndal Allah cuuɗaninoongal yimɓe, ngal Allah siryii teddinirgo en ila duuniyaaru tagaaka. 
1CO.2.8	Laamiiɓe ndu'u jaamaniiru pahamaay anndal ngaal, gam kul ɓe pahamuno ngal, daa ɓe ɓilataano Jawmiraawo jawmu teddungal dow gaafagal. 
1CO.2.9	Ammaa ɗum laatake kama ko *Deftere Seniinde vi'i :
1CO.2.9	« Ko neɗɗo meeɗaay yi'igo, meeɗaay nango,
1CO.2.9	e ko neɗɗo meeɗaay nyumgo abadaa,
1CO.2.9	kanjum Allah siryanii yiɗɓe ɗum. »
1CO.2.10	Ammaa enen, Allah anndinii en sirri muuɗum gada e Ruhu Allah. Ruhu oon liinyata koo ɗume fuu, faa e nyumooji Allah lugguɗi. 
1CO.2.11	Walaa annduɗo nyumo neɗɗo, to naa ruhu ma'ako. Noon boo, walaa annduɗo nyumooji Allah, sey *Ruhu Allah tan. 
1CO.2.12	Kanko oon njaɓɗen. En njaɓaay ruhu duuniyaaru, ammaa en njaɓii Ruhu ivoyɗo to Allah. Gam ma'ajum en mbaawi fahamugo caahu ngu Allah waɗani en. 
1CO.2.13	Min mbolvanaay on bolle ma'ajum e anndal ngal min ekkitii gada e ɓiɓɓe-aadama. Ammaa emin mbolvana on bolle ɗe min ekkitii gada e Ruhu Allah, faa min pahamina ku'uje ruhu e ɓeen woonɓe Ruhu. 
1CO.2.14	Neɗɗo mo walaa Ruhu Allah waawataa jaɓgo ku'uje Ruhu, gam e ɗum laatanii mo kama vemmbere. O waawataa fahamugo ɗum sam, gam sey gada e ballal Ruhu tan ɗum fahamirtee. 
1CO.2.15	Neɗɗo goonɗo Ruhu Allah e waawi senndindirgo koo ɗume fuu, ammaa kanko walaa baawɗo fahamugo mo. 
1CO.2.16	Ɗum vinndaama nder *Deftere Seniinde :
1CO.2.16	« Moye anndi nyumo Jawmiraawo ?
1CO.2.16	Moye waawi hokkugo mo caawara ? »
1CO.2.16	Ammaa enen, nyumooji Almasiifu ngoonɗen.
1CO.3.1	Banndiraaɓe am, mi waawaay volvirango on kama no mboliraneymi heeɓɓe *Ruhu Ceniiɗo. Ammaa mi volviranii on kama yimɓe tokkuɓe duuniyaaru, kama ɓikkon keccon nder goonɗinki *Almasiifu. 
1CO.3.2	Ɓiraaɗam njarnumi on, naa nyaamdu tekkundu, gam on potaay nyaamgo ndu. Faa jo'oni boo, on potaay nyaamgo ndu, 
1CO.3.3	gam faa hannde on ngoodi gikku yimɓe duuniyaaru nder ɓerɗe mooɗon. On ngoodi nawta e jokkirgol. Kanjum hollata eɗon nder duuniyaaru, on ɗoon kuwa kuuɗe yimɓe duuniyaaru. 
1CO.3.4	To goɗɗo mooɗon vi'ii Bulus tokki, goɗɗo feere boo vi'ii Apolos tokki, naa e ɗum holla eɗon tokki kuuɗe duuniyaaru naa ?
1CO.3.5	Apolos no moye ? Bulus boo no moye ? Min fuu min huwanooɓe Allah tan, ɓe ngoonɗinɗon Allah gada e mu''en. Koo moye amin fuu e huwa ko Jawmiraawo hokki ɗum. 
1CO.3.6	Miin Bulus mi aawi, Apolos yarni, ammaa Allah woni puɗnoowo aawdi ndiin. 
1CO.3.7	To noon, aawɗo e jarnuɗo fuu laataaki koo ɗume, sey Allah puɗnoowo aawdi ndiin tan jeyi teddungal. 
1CO.3.8	Aawɗo e jarnuɗo fuu e pota, koo moye maɓɓe fuu no heɓey biya deydey e kuugal muuɗum. 
1CO.3.9	Gam minon min huudooɓe e Allah, onon ngoni ngesaa Allah e nyiɓdi ma'ako.
1CO.3.10	Dow e caahu ngu Allah waɗani yam, mba'arumi fuɗɗoode nyiɓki noon no baawɗo nyiɓki fuɗɗirta, goɗɗo e maha dow ma'are. Ammaa sey koo moye mahoowo dow fuɗɗoode ndeen hakkila no maharata. 
1CO.3.11	Gam walaa baawɗo waɗgo fuɗɗoode nyiɓki feere, to wanaa fuɗɗoode arande ndeen, waato Yeesu Almasiifu. 
1CO.3.12	Woɓɓe e ɗoon mahara dow ma'are e jiinaariya e ajurfaari e kaaƴe dime, woɓɓe boo e ɗoon mahara e leɗɗe e ƴommbe e geene. 
1CO.3.13	Kuugal koo moye fuu no vanngey *nyannde-darngal, gam ngal godorte yiite. Yiite no holley koo moye kuugal ngal huwi. 
1CO.3.14	Mo mahadi muuɗum wulaay dow fuɗɗoode ndeen fuu, no heɓey biya. 
1CO.3.15	Mo yiite ngeen wuli mahadi muuɗum fuu heɓataa biya. Kanko o hisey, ammaa o nandey kama punngitɗo nder yiite.
1CO.3.16	Faa jo'oni on anndaa onon ngoni *Suudu Allah naa ? *Ruhu Allah boo e ɗoon jooɗii nder mooɗon. 
1CO.3.17	Bonnuɗo Suudu Allah fuu, Allah no halkey mo. Gam Suudu Allah no seniindu. Ay onon ngoni suudu nduun.
1CO.3.18	To' on ƴoynu ko'e mooɗon. To goɗɗo mooɗon nyumii e woodi anndal iri ngal yimɓe ndu'u duuniyaaru, sey o laatina hoore ma'ako bemmbo tawo, gam o heɓa anndal goongawal. 
1CO.3.19	Gam anndal ndu'u duuniyaaru e laatii vemmbere yeeso Allah. Ɗum vinndaama nder *Deftere Seniinde : « Allah no nanngirey annduɓe ƴoyre mu''en. »
1CO.3.20	Kadimaa nde vi'i : « Jawmiraawo e anndi nyumooji vi'eteeɓe annduɓe no mehereeji. »
1CO.3.21	Gam ma'ajum, to' goɗɗo mantoro neɗɗo. Gam onon njeyi koo ɗume fuu : 
1CO.3.22	koo Bulus, koo Apolos, koo Biiturus, koo duuniyaaru, koo yonki, koo maayde, koo hanndejum, koo ko warata yeeso fuu, onon njeyi ɗum. 
1CO.3.23	Ammaa onon Almasiifu jeyi on, Almasiifu boo Allah jeyi ɗum.
1CO.4.1	Ndaaree min huwanooɓe *Almasiifu, halfinaaɓe sirriiji Allah. 
1CO.4.2	Dow ma'ajum boo, ko ɗum yiɗi e halfinaaɓe woni ɓe laatoo hoolaaɓe. 
1CO.4.3	Miin kam, koo onon, koo sernanooɓe yimɓe duuniyaaru cernani yam, ɗum waannataa yam. Koo miin boo, mi sernantaa hoore am. 
1CO.4.4	Ɓernde am feldaay yam layfi, ammaa e noon fuu ɗum laatintaa yam gerdaaɗo. Jawmiraawo kam sernanta yam. 
1CO.4.5	Gam ma'ajum, to' on cernan yimɓe ila wakkaci ceri'a waraay. Ndeentee faa Jawmiraawo vittoya. O suuɗtey ko suuɗii nder niɓre, o wadda ɗum nder jayngol, o vannginey anniyaaji yimɓe. Nyannde ndeen, koo moye fuu no heɓey manoore Allah deydey ko haani heɓgo.
1CO.4.6	Banndiraaɓe, bolle ɗe mbi'imi on fuu, mi volvaay ɗe gam min mana ko'e amin, miin e Apolos, ammaa gam min laatanoo on misaalu, faa pahamon ɗe'e bolle : To' on kuultu ko vinndaa, to' on mantoro jannginoowo mooɗon, njavooɗon mo woɓɓe. 
1CO.4.7	Moye tammiɗaa a laatii ? Wanaa ko ngoonɗaa fuu Allah hokku maa ɗum naa ? To Allah hokku maa ɗum caahu, ko jeyi mantortoɗaa ɗum ?
1CO.4.8	Ay onon on haarɓe, riskuɓe, faa ngu heƴii on. On laatake laamiiɓe, naa e ballal amin ! Kul on laatino laamiiɓe e goonga, daa min laamodake e mooɗon ! 
1CO.4.9	Ammaa minon lilaaɓe, emi tammii Allah laatinii min ɓaawo'en, kama taƴanaaɓe ceri'a maayde, wareteeɓe yeeso koo moye. Min laatake jaltinirɓe yeeso malaa'ika'en e yimɓe duuniyaaru fuu. 
1CO.4.10	Minon emin laatii vemmbuɓe gam Almasiifu, ammaa onon on hakkilɓe nder kawtal mooɗon e Almasiifu. Minon min ngalaa semmbee, onon on semmbiɗɓe. Minon min yavaaɓe, onon on mawninaaɓe. 
1CO.4.11	Faa hannde min veelaaɓe, min ɗomɗuɓe, min holɓe, emin piyee, min ngalaa gure, 
1CO.4.12	min kuurii juuɗe amin faa min tampi, gam min nyaamna ko'e amin. To yimɓe la'anii min, min mbarkiɗiney ɓe, to ɓe torrii min, min munyaney ɓe, 
1CO.4.13	to yimɓe njaasnii min, min toontorto ɓe haala mbelka. Faa hannde emin ndaaree kama mbuubri duuniyaaru, e tuhundi ndi yimɓe ndufoyta.
1CO.4.14	Mi vinndanaay on ɗum gam mi semtina on, ammaa gam mi vaggina on, onon ɓiɓɓe am yiɗaaɓe. 
1CO.4.15	Koo to on keɓii jannginooɓe dubuuje-dubuuje ekkitineyɓe on tokkugo Almasiifu, anndee baaba go'oto tan ngoonɗon. Gam nder kawtal mooɗon e Almasiifu kam, miin woni baaba mooɗon gada e *Habaru Belɗum ɗum nga'ajinmi on. 
1CO.4.16	Gam ma'ajum emi toroo on, ngemminee yam. 
1CO.4.17	Kanjum waɗi lildoymi on Timote ɓiyam giɗaaɗo, koolaaɗo nder kawtal e Jawmiraawo. O hiimtiney on no tokkirmi Yeesu Almasiifu, e ko ekkitinmi koo toye nder *ikiliisiyaaji. 
1CO.4.18	Woɓɓe mooɗon e mawnitoo, gam ɓe nyumii mi warataa to mooɗon. 
1CO.4.19	Ammaa to Jawmiraawo jaɓii, mi warey to mooɗon jaawɗum, mi yi'a baawɗe mawnitiiɓe ɓeen, naa bolle maɓɓe tan. 
1CO.4.20	Gam *laamu Allah naa ɗum e bolle woni, ammaa e kuuɗe kuuraaɗe e baawɗe *Ruhu Ceniiɗo. 
1CO.4.21	Ɗume ngiɗɗon mi warda to mooɗon, sawru, na yiɗde e ne'aare ?
1CO.5.1	Mi nanii e woodi waɗooɓe njeenu nder mooɗon. Iri njeenu nguun meeɗaay waɗeego koo nder heeferɓe, faa goɗɗo nder mooɗon laatinii debbo baaba muuɗum
1CO.5.2	Faa on ɗoon mantoroo ɗum ! Ko haani ɓerɗe mooɗon metta dow ma'ajum, mburtinon baɗeyɗo iri kuugal ngaal nder mooɗon.
1CO.5.3	Miin kam, koo to mi waldaa e mooɗon nder ɓanndu, emi wondi e mooɗon nder ruhu. Gam ma'ajum mi aartii mi sernanii kuuɗo iri kuugal ngaal nder innde Jawmiraawo meeɗen Yeesu. 
1CO.5.4	Nde kawritɗon fuu, ruhu am e baawɗe Jawmiraawo meeɗen Yeesu e ngondi e mooɗon, 
1CO.5.5	kokkee iri neɗɗo oon nder junngo *Ceyɗaan, gam suunooji ɓanndu ma'ako kalkee, ammaa yonki ma'ako hisnee nyannde bittoyki Jawmiraawo.
1CO.5.6	Ko mantortooɗon ɗuum vooɗaa ! On anndaa *ƴuufnirɗum
1CO.5.7	Laɓɓinee ko'e mooɗon, ittee hakkeeji nannduɗi e ƴuufnirɗum kihiɗum gonɗi nder mooɗon, gam laatooɗon conndi kesri njiiɓaandi ndi walaa ƴuufnirɗum. Kayri laatiiɗon boo, gam lahiyaari meeɗen ndi *juulɗe Kuultol hirsaama, waato *Almasiifu. 
1CO.5.8	Gam ma'ajum, mbaɗemma juulɗe Kuultol ɗeen, naa e buroodi ɗum ƴuufnirɗum kihiɗum, waato nganyaandi e halleende, ammaa mba'aremma ɗe e buroodi ɗum walaa ƴuufnirɗum, waato senaare e goonga.
1CO.5.9	Nder ɗereewol ngol mbinndannoomi on, mi vi'ii on to' on kawtu e waɗooɓe njeenu. 
1CO.5.10	Mi vi'aay ɗum dow waɗooɓe njeenu e ɓe koɗey e wuyɓe e sujjidanooɓe gumkiiji wonɓe nder duuniyaaru. To ɗum noonno, daa doole mburtooɗon duuniyaaru. 
1CO.5.11	Ammaa jo'oni raa ko ngiɗmi vi'igo on : to' on kawtu e yimɓe vi'ooɓe no goonɗinɓe, ammaa ɓe waɗooɓe njeenu, koo sujjidanooɓe gumkiiji, koo ɓe koɗey, koo huɗooɓe yimɓe, koo yarooɓe, koo wuyɓe. To' on nyaamdu e iri yimɓe ɓeen. 
1CO.5.12+1CO.5.13	Ɗume waanni yam e sernango yimɓe ɓe ngalaa nder *ikiliisiya ? Allah sernanta yimɓe ɓeen. Ammaa onon njowanaa sernango goonɗinɓe. Gam *Deftere Seniinde vi'i : « Ittee neɗɗo kalluɗo nder mooɗon. »
1CO.6.1	To goɗɗo mooɗon e yiɗi wullaago banndum, ko jeyi o semtaay wullaago mo to *yimɓe ɓe laataaki yimɓe Allah ? E haani o wulloyoo mo to yimɓe Allah. 
1CO.6.2	On anndaa yimɓe Alah cernanoyta ndu'u duuniyaaru naa ? To onon cernanoyta ndu'u duuniyaaru, ndeen on mbaawi sernango fii pamarum. 
1CO.6.3	Anndee, enen cernanoyta faa e malaa'ika'en, hakko fii duuniyaaru. 
1CO.6.4	To on luhurii hakkunde mooɗon dow fii duuniyaaru, gam ɗume ngullootirton to yimɓe ɓe laataaki goɗɗum yeeso *ikiliisiya ? 
1CO.6.5	Mi vi'ii on ɗum gam cemton. Asee, on ngalaa neɗɗo koo go'oto mo hakkiilo baawɗo sernugo hakkunde banndiraaɓe goonɗinɓe naa ? 
1CO.6.6	Ko jeyi goonɗinɗo yaharata banndum goonɗinɗo yeeso yimɓe ɓe ngoonɗinaay, gam ɓe cernana mo ?
1CO.6.7	Gullootirki mooɗon e holla on ŋakki. Ko jeyi on mbaawaay munyango baɗanɗo on layfi e gujjuɗo on ? 
1CO.6.8	Ammaa onon e ko'e mooɗon on ɗoon mbaɗa ko halli, on ɗoon njammboo faa e banndiraaɓe mooɗon yimɓe Allah.
1CO.6.9	On anndi daahir waɗooɓe ko halli nattataa *laamu Allah. To' on ƴoynee, gam halluɓe, e sujjidanooɓe gumkiiji, e waɗooɓe njeenu, e worɓe waaldeyɓe e worɓe, 
1CO.6.10	e wuyɓe, e ɓe koɗey, e yarooɓe, e huɗooɓe yimɓe, e te'etooɓe, koo go'oto nder yimɓe ɓeen nattataa laamu Allah. 
1CO.6.11	Noon woɓɓe mooɗon laatino, ammaa jo'oni on lootaama, on laɓɓinaama, on laatinaama yimɓe Allah gada e baawɗe innde Jawmiraawo meeɗen Yeesu *Almasiifu, kam e *Ruhu Allah meeɗen.
1CO.6.12	Woɓɓe mooɗon e mbi'a : « Emi waawi waɗgo ko veli yam fuu. » Ee, ammaa wanaa ɗum fuu nafata. Ɗum goonga, emi waawi waɗgo koo ɗume fuu, ammaa mi jaɓataa laataago maccuɗo koo ɗume. 
1CO.6.13	Kadimaa eɗon mbi'a : « Nyaamdu e laatii gam reedu, reedu e laatii gam nyaamdu », ammaa Allah no halkey ɗum, ɗum fuu ɗiɗum. Ɓanndu neɗɗo tagaaka gam waɗgo njeenu, ammaa ndu tagaama gam teddingo Jawmiraawo, kanko jeyi ɓalli meeɗen. 
1CO.6.14	Noon no Allah ummitiniri Jawmiraawo meeɗen nder maayde, noon o ummitinirta ɓalli meeɗen enen boo, gada e baawɗe ma'ako. 
