JON.1.1	Keriab Yaweb dora Amitaib nono Yona gam ogureaga. 
LUK.21.36	Nini bata bata bigsaisaigüdi bürane. Bangüdi Keriabüde sogi dünügebüre bata sibdibwane. Bangar nini baba daba daba gürenakuti tataigebüregeaga baba nini emegerweregenan, bangüdi nini Fereb Nonob ege gam biboweregenan.”
LUK.21.38	Bangar ferefinabur gürenakuti fitunana sidiragudi dora nub edebüre Keriabüb fatab gübroime ogurafaigen.
LUK.22.2	Bangar kobegegi taba ferewarie kabiab sibam ferewarkeab, ferefinaburure kimgüdi, Jisas orfotuwebüre erekobo fitawen.
LUK.22.4	Bangar nu kümüna kobegegi taba ferewarie Keriabüb fatab maraipapangab agferegiwar keab dorageaga. Nu Jisas ninib kube gam diferebüre, erekobo fitawebüregeaga. 
LUK.22.5	Baba ferewar, Judas kegeudi ebebearudi, kegeam gürekoi düneregenangüdi banüm wawen. 
LUK.22.6	Bangar Judas ninib doraure iogüdi, Jisas ninib kube gam diferebüre erekobo fitaweaga. Ferefinabur gin ere, güre sese Jisas keab büreregedige baba dagoweaga.
LUK.22.8	Bangar Jisasde, Pitaie Jonküre sugurungar kümünen, bangüdi nugeküre menüm wangeaga, “Ninaküre kümüna dü ere babab daba sigeab dugutuwane.” 
LUK.22.9	Bangar nugekürede totowen, “Na sin kümüna arag dugutuwebüre wasigün?” 
LUK.22.10	Bangar menüm wangeaga, “Edenan. Ninaküre fib ere gam taidarba, fere güre yag sumo erekokai kemeieregeaga baba, erekobo gam kaingeregeaga. Ninaküre daiudi kümüna fata iruweaga baba fata gam iruwane. 
LUK.22.11	Bangüdi ninaküre fata babab eme menüm wawane, ‘Sibam sarigegide totoneaga, “Fata kurumeb baba arag büreaga? Ye igeab daidaigegiwar keab, dü Keriabüde Israelwar eungar nama büren baba utungegib daba neregenan.”’ 
LUK.22.12	Bangar fata kurumeb ere güre tag tutug, gotogegi kur tutug kekia büreaga baba abatarüngeregeaga. Ninaküre baba fata kurumeb gam daba dugutuwane.” 
LUK.22.13	Bana nugeküre kümünen, bangüdi daba daba Jisasde wangeaga baba sibenana kegewegin. Bangar nugeküre daba dugutuwegin.
LUK.22.14	Daba negi sese manage taideaga, bangar Jisas tag gam gotogeaga, bangar dora turewegi ferewar tugu nu keab gotogegin. 
LUK.22.15	Bangüdi menüm wangeaga, “Dü Keriabüde Israelwar Eungar Nama Büren baba Utungegib Dü Ere gam, nini keab daba negi kürüna mediaga. Bangar kurie ige darab kemeieregün. 
LUK.22.16	Ye wangün, ye daba meme maig neregürge, kümüna baba daba Keriabüb Koroba gam kürüna taidegi sese gamie.”
LUK.22.17	Bangüdi noi wain mum güre düdi, Keriabure esegeaga. Bangüdi wageaga, “Nini meme dibenar ninag kodigo kabatagane. 
LUK.22.18	Amure, ye wangün, mügar tugu kuri tugu ye wain mum maig neregürge, kümüna Keriabüb Koroba taideregeaga.” 
LUK.22.19	Bangüdi bret güre düdi, Keriabure esegeaga. Bangüdi tukaiudi daidaigegi simai dünügüdi wageaga, “Meme igeab mube, ninag sagüngebüre ye dünügün. Nini ye utungebüre bangafaigane.” 
LUK.22.20	Nifotuwedibere, noi wain mum düdi babanüm kabianana geaga. Menüm wageaga, “Noi wain mum meme kontrak omo igeab kagi gamde idaun. Baba ninag sagüngebüre edogün.
LUK.22.21	Bangeagako, kegewenan, fere karau toib kube gam difürüyebüregeaga. Baba fere, ye keab tag meme gam gotogeaga. 
LUK.22.22	Fereb Nono nu, erekobo nub egime Keriabüde uruageaga babanana daiweregeaga. Bangeagako, karau toib kube gam nu difereaga baba fere, nu dabnanai.” 
LUK.22.23	Daidaigegi simai dora baba edüdi, siradüdi nuge nuge menüm totogen, “Wonide baba kabia gebeaga?”
LUK.22.25	Bangar Jisasde menüm wangeaga, “Ferefinabur gürewarüngab erekokayautoi nini, yanim tutug babaure baba ferefinabur taungen. Bangar baba erekokayau toide sige ferefinabur gam tamari kabia gügab feregüdi, banüm yanim tutug. Bangüdi baba erekokayau toide menüm wagfaigen ferefinabur nini sinib büreasigmana. 
LUK.22.26	Bangeagako, nini bangagana. Fere güre ninag kodigo agferegi büreaga baba, nu fere kuri büregi sibe taideregeaga. Bangar ninagüngab taba fere baba, nu ninag sagüngegi sarua fere sibe büreregeaga. 
LUK.22.27	Utungane. Woni nu agferegi? Fere gotogüdi daba neaga babade, ede sarua fere daba orudi ogura duweaga babade? Agferegi baba, fere gotogüdi daba neaga baba, nu gürena. Bangeagako, ye nini kodigo bürün baba, ninag sagüngegi sarua fere sibe bürün.
LUK.22.29	Emügade ninag taungegi fünai siaga banüm gürena, gürewar taungegi fünai yede dünügün. 
LUK.22.30	Yeb koroba gamba, nini tag yeb gam gotogüdi, daba, yag neregenan. Bangüdi kur nama nama gam gotogüdi, Israelwarüngab gin gürena bede fogo aküre taungeregenan.”
LUK.22.32	Bangeagako, ye nag sagünebüre sibdibwafotun, bangar kob kainana nab kürüna fürügeregarge. Bangeagako, kob kainana nagüb fürügarba nag maig pirudi, oguradiba, bana awanmana mabünmana sogifürüngeregün.”
LUK.22.34	Bangar Jisasde wageaga, “Pita, ye wanün, mügar meme utumnonou kuaida maga ara yogarbere, na küi bede ye sibamgabgegüdi wageregün.”
LUK.22.36	Bangar menüm wangeaga, “Bangeagako, mügar, fere kegeam far tugu baba, deregeaga. Fere far tugu, nudaka deregeaga. Fere keime asau kene baba, nu nugeab enegi kuab kuab sugurudi kegeam düdi, keime asau güre murugeregeaga. 
LUK.22.37	Amure, Keriabüb budi gam dora menüm tugu, ‘Nu ferefinaburde fere kogi sibe kegewenwaib.’ Ye wangün, ferefinabur baba kabia ye gam geregen. Amure, daba daba gürenakuti ye gam taidegi Keriabüb budi gam büreaga baba, taideregeaga.” 
LUK.22.38	Bangar wagen, “Erekokai, kegewe. Sin keime asau aküre mia büreaga.” Bangar menüm wangeaga, “Baba kainana.”
LUK.22.40	Nu baba fib gam taidüdi, menüm wangeaga, “Nini sibdibwane, bangar fururegi nin gam taideregarge.” 
LUK.22.41	Bangüdi, uriangüdi kütüb fanam kümüneaga, fere gürede kegenam fotuwar kümüna musuweregeaga babanüm gam sibe kümüneaga. Bangüdi oksosob orudi menüm sibdibweaga, 
LUK.22.42	“Emüga, na mednarba, ye gam noi meme düfotuwe. Bangeagako, na yeb ututun daiwegena. Kene. Na nagüb ututun gürena daiwe.”
LUK.22.44	Jisas mube kubwar, namana sogsogi sibdibweaga. Bangar egig nub, kagi sibe taidüdi kübüdim gam purotoweaga.
LUK.22.45	Nu sibdibwafotudi, siradüdi nugeab daidaigegiwar gam kümüneaga. Bangüdi daidaigegi simai kob kürüna koigüdi kin büren baba kegengeaga. 
LUK.22.46	Bangar wangeaga, “Nini amure kinenan? Siradibe sibdibwane. Banaka fururegi nin gam taidar fürügeregenan banai.”
LUK.22.48	Bangeagako, Jisasde menüm totoweaga, “Judas, na Fereb Nono nur dokwebüregün, bangar nab utun baba, baba kabia gamde nu karaungab kube gam diferebüregünde, io?”
LUK.22.50	Bangar nin kodigo gürede, keime asau düdi kobegegi taba ferewarüngab sarua mogoi oreaga, bangar keime asaude baba sarua mogoib kagub kube namayau katafotuwar musuweaga. 
LUK.22.51	Bangeagako, Jisasde kegeudi wageaga, “Kabia baba mügar ebgade.” Bangüdi fere babab kagub gam kube difererar kagub maig namaweaga.
LUK.22.53	Ye dü itut nin keab Keriabüb fatab gübroime bürünwaib, bangeagako, nini ye gam kube diferarge. Bangeagako mügar meme sese gam, baba ninib sese. Mügar gituwegib sogi erekokaigeaga.”
LUK.22.55	Fere gürekoi fata babab gübroime keb karaudi, gotogen. Bangar Pita tugu ninkeab gotogeaga. 
LUK.22.56	Sarua finege gürede, Pita keb gam gotogüdi büreaga baba kegeweaga. Bangar sarua finege babade, nu gam agügüdi wageaga, “Baba fere tugu Jisas keab büreaganwaib.” 
LUK.22.57	Bangeagako, Pitade kenegüdi wageaga, “Ye nu sibamgürge.” 
LUK.22.58	Fanam bururudiba, fere gürede nu kegeudi wageaga, “Na tugu na ninib gin gamnab fere.” Bangeagako, Pitade wageaga, “Kenenai. Ye nub daidaigegige.” 
LUK.22.59	Fanam bürbürdüdiba, fere gürede sogsogi menüm wageaga, “Kürüna kainana, nu Galili distriküb fere dogo. Meme fere tugu, nu keab büreaganwaib.” 
LUK.22.60	Bangeagako, Pitade wageaga, “Na dora baba gün baba, ye kürüna sibamgürge.” Doragarbere pirikanana kuaida maga yogeaga. 
LUK.22.61	Bangar Erekokaide, Pita gam agügeaga. Bangar Pita, Erekokaide dorageaga baba dora maig utungeaga. Erekokaide Pita menüm waweaganwaib, “Mügar meme utumnonou, kuaida maga ara yogarbere, na küi bede menüm wageregün, na ye sibamgabge.” 
LUK.22.62	Bangar Pita obugo füraboudi mereaga.
LUK.22.63	Fere Jisas debetawen baba, makirkir dora dudi oren. 
LUK.22.64	Ude saka ege nub gomagataudi menüm totowen, “Mügar, kiari dora dorage. Fere noreaga baba, nu woni?” 
LUK.22.65	Bangüdi kogi dora gürekoi epüra duwedige.
LUK.22.66	Sida taidarbere, ferefinaburüngab taba ferewar ogura guruwegin, kabiab sibam ferewar tugu kobegegi taba ferewar tugu nini keab guruwegin. Bangüdi Jisas igaiudi nugengab guruwegi gam oguradi, wagen, 
LUK.22.67	“Na wasige, na Keriabüde nugeab ferefinabur maig igaingebüre uruageaga baba ferede, kene?” Bangar wangeaga, “Ye wangürba nini kob kainanageregarge. 
LUK.22.68	Ye dora gürekoire totongürba, nini yeb dora maig toweregarge. 
LUK.22.69	Bangeagako, mügar tugu kuri sese gürenakuti tugu, Fereb Nono nu Keriab sogi ere tugub kube namayau gotogeregeaga.”
LUK.22.71	Bangar wagen, “Fere memeb kabiab dora pitoiegi ferewar yagüngegige. Dora baba, sube nugeabüde doragar sige edfotuwenan.”
LUK.23.1	Bana baba eregeamwar gürenakutinana siradüdi Jisas yataudi Pailat gam kümünen. 
LUK.23.2	Nini nu dora gam diferebüre dora toaden, bangüdi menüm wagen, “Sin fere meme kegewenan baba, sinib ferefinaburüngab kabia erimoreaga. Sin Romüb erekokayau Sisar gen baba, kegeam duwegi tageibürüsigeaga. Bangüdi menüm wagfaigeaga, nugenana nu baba erekokayau Keriabüde nugeab ferefinabur maig igaingegi uruageaga.” 
LUK.23.3	Bangar Pailatüde Jisas menüm totoweaga, “Na Judawarüngab erekokayaude, io?” Bangar Jisasde dora menüm toweaga, “Nagüde wagün sibe.” 
LUK.23.4	Bangar Pailatüde kobegegi taba ferewarie ferefinabur keab menüm wangeaga, “Ye fere meme gam menmen güre kaiurge.” 
LUK.23.5	Bangeagako, namana sogsogi menüm wagen, “Nu Judia distriküb fib itut gürenakutiyau kümünafaigeaga, Galili distrikyau toadüdi ogura sigeab fib ere Jerusalem maig fünai kenegafotugafaigeaga, bangüdi ferefinabur sarigabürüngüdi kob ninib siradgabürügar nugengab taba ferewar maraigebüregen.”
LUK.23.6	Pailat dora baba edüdi menüm totongeaga, “Fere meme, nu Galili distriküb ferede, io?” 
LUK.23.7	Pailat nu, Jisas kübüdim Herotüde taugeaga babayau ogureaga baba sibamgüdiba, Jisas sugurwar Herot gam kümüneaga. Baba sese gam Herot tugu Jerusalem büreaga.
LUK.23.9	Babaure Herotüde, daba daba epürafanamure Jisas totoweaga. Bangeagako, Jisasde nu gam dora gürefanam towarge. 
LUK.23.10	Bangar kobegegi taba ferewarie kabiab sibam ferewarkeab, ogura Jisas iroto biboudi, dora gam diferebüre bikuwadaiwen. 
LUK.23.11	Bana Herot nugeab maraipapawar keab, Jisas febaudi makirkir dora duen. Ude güre nama fanam düdi dagbürüwen, bangüdi maig Pailat gam sugurwedi kümüneaga. 
LUK.23.12	Egime Herot nu Pailatküre karaugafaigeagako, mügar meme sese gam, nugeküre kadferen.
LUK.23.13	Bana Pailatüde kobegegi taba ferewarie taba ferewar tugu ferefinabur tugu yagüngar ogura guruwegin. 
LUK.23.14	Bangüdi menüm wangeaga, “Nini fere meme igaiudi ye gam oguradi wagenan, ferefinaburüngab gotogegi erimoreaga. Bangar ninag bürenan sese gam, baba daba dabaure ye Jisas idadau totounwaib. Bana edane. Ye fere meme gam menmen güre kaiurge. Ninag baba daba dabaure nu dora gam diferenan baba, ye utungün baba, nu garge. 
LUK.23.15	Herot tugu nu ututun babanüm tugu gar, fere meme maig sugurwar sige gam ogureaga. Edenan. Fere meme menmen güre geaga gar, yede waudi, na kumegeregürge. 
LUK.23.16+LUK.23.17	Bangüdi yede gudeparudi ebgadür kümüneregeaga.”
LUK.23.18	Bana ferefinabur gürenakutinana sogsogi yogüdi menüm wagen, “Fere baba orfotuwar kumar, Barabas uruwar sin gam oguro.” 
LUK.23.19	Barabas nu fere güre fib ere gam, kübüdim taugegi ferewar gam marai toadeaganwaib. Bangüdi fere güre orfotuwar kakia gam diferenwaib. 
LUK.23.20	Bana Pailat nini gam maig dorageaga. Nu Jisas ebgadar kümünebüregeaga. 
LUK.23.21	Bangeagako, menüm yogen, “Orfotuwane! Orfotuwane! Au fabgegi gam orberane!” 
LUK.23.22	Bana küi bede wangeaga, “Amure? Nu am menmen geaga? Nu menmen güre geaga gar, yede waudi, na kumegeregürge. Bangüdi yede gudeparudi ebgadür kümünebeaga.” 
LUK.23.23	Bangeagako, nini kürüna sogifürüdi, Pailatüde ferefinabur wanügar Jisas au fabgegi gam orberebüregüdi, namana sogsogi yogen. Bangar maga ninibüde Pailatüb dora emegerweaga. 
LUK.23.24	Bangarbere Pailat ninib dora daiudi, Jisas kumeregeagagudi wageaga. 
LUK.23.25	Fere baba kübüdim taugegi ferewar gam marai toadüdi fere orfotuwar kumar, Romwarde kakia gam diferenwaib, baba fere Pailatüde ebgadebüregüdi ferefinaburde yogen. Bangar Pailatüde ebgadar kümüneaga. Bangar Pailat ninib ututun daiudi maraipapangab kube gam Jisas dünügeaga.
LUK.23.27	Bangar ferefinabur gin erede daiwen, bangar finabur epürade nure mürüdi kororab mun oregin. 
LUK.23.28	Bangeagako, Jisasde piruaboudi menüm wangeaga, “Jerusalem finabur, nini yeure meragana. Nini ninagure tugu ninagüngab mogoi farafaraure tugu meregi baba nama. 
LUK.23.29	Edenan. Kuri, sese güre taidar menüm wageregen, ‘Eberan finabur tugu kedemai finabur tugu finabur mogoi ara ebe dünügafaigedige tugu baba, nini ebebearweregegin.’ 
LUK.23.30	Baba sese gam girtorub toi menüm wangeregen,
LUK.23.30	‘Gir ere ere nini korotausigane.
LUK.23.30	Torub fanam fanam nini iwagafürüsigane.’
LUK.23.32	Maraipapawar fere aküre yatangüdi oguren, fere aküre baba kabia kogi geginwaib. Nugeküre Jisas keab kiangedi kugumgebüregen. 
LUK.23.33	Nini kümüna fib güre gam taiden, yanim nub Tabab Dagar. Baba fib gam Jisas au fabgegi gam kuatigaberen. Bangüdi fere kogi aküre baba tuguna kuatigaberen. Güre au fabgegi Jisasüb kube nama yau büreaga, güre au fabgegi kube danaba yau büreaga.
LUK.23.34	Bangar Jisasde wageaga, “Emüga, na ninib menmen unaige. Baba kabia gegin baba, nini sibamgedige.” Bangar maraipapawarde enegi daba daba nub nuge nuge kabataudi debüre, ai magi epürawen.
LUK.23.36	Maraipapawarde tugu nure makirkir dora gegin. Nini nu iroto oguradi wain mum suga tugu duwebüregen. 
LUK.23.37	Bangüdi menüm wagen, “Na kainana Judawarüngab erekokayau garba, bana nagüde na saguwe.” 
LUK.23.38	Bangüdi dora güre feidüdi, Jisasüb taba kekia au fabgegi gam wartawen. Dora baba menüm, “Fere meme, nu Judawarüngab erekokayau.”
LUK.23.39	Fere kogi aküre Jisas keab kuatigaberen baba, gürede Jisas menüm makirkir dora duweaga, “Na fere Keriabüde nugeab ferefinabur maig igaingebüre uruageagade, io? Bana nagüde nag sagube, sin aküre tugu sagsige.” 
LUK.23.40	Bangeagako, fere güre babade dora baba edüdi fere güre baba menüm nunurweaga, “Na tugu na kub fere meme deaga babanümnana dün, na Keriabure kimigabgede, io? 
LUK.23.41	Sigeküre kiasigedi kumenan baba, nini kabia surur gürena gegin. Sigeküre kub kemeienan meme, kabia kabia sige küre genanwaib baba gürena denan. Bangeagako, fere meme nu menmen güre garge.” 
LUK.23.42	Bangüdi wageaga, “Jisas, na erekokayau taidüdiba, na yeure utunge.” 
LUK.23.43	Bangar Jisasde menüm waweaga, “Ye na gam kainana wagün, mügarnana yeküre fib nama gam büreregün.”
LUK.23.45	amure, baba sese gam sida meram kenegeaga. Baba sese gamnana baba ude ere Keriabüb fatab kurumeb kürüna kedebüb kudumege gam kuatigüdi büreaga baba, gürenakuti dibüragüdi aküresari taideaga.
LUK.23.47	Maraipapangab taugegi baba daba kegeudi, Keriabüb yanim siradgabereaga. Bangüdi wageaga, “Kürüna kainana, fere meme nu surur fere, nu menmengarge.”
LUK.23.52	Baba ferede, kümüna Pailat totowar euwar, Jisas mob debüregeaga, bangar Pailatüde iogeaga. 
LUK.23.53	Bana bangar nu Jisas mob kemeidüdi musudi, ude maur saka korotaweaga. Bangüdi ferefib güre egime fere mob ara diferegi kene gam, kemeidi kümüna kegenam abukroime difereaga. Fere fib baba, kegenam abuk güre, ferede idaweginwaib. 
LUK.23.54	Dü baba, Dü Kaberegib daba daba dugutuwegib, bangar Dü Kaberegi taidebüre irotogeaga.
LUK.23.56	Finabur nini kegeafotudi, bana maig nugengab fata gagam kümüna marasin daba daba tugu wel daba daba kuri nama tugu baba dugutuwegin. Bangüdi kabiade wageaga sibe, Dü Kaberegi gam kaberen.
LUK.24.1	Kunube
LUK.24.2	Bangüdi ferede kegenam saka ferefib sube gütüwatawenwaib baba kegenam kegewen baba, bürarge. Kene. Kikiatauwedi kümüna kureb gam büreaga.
LUK.24.3	Bangar kümüna iruwen, bangeagako Erekokai Jisas mob kegewedige. 
LUK.24.4	Jisas mob arag dag büreaga baba, nini sibamgedige. Bangar ututun toitoiudi büren. Bangar fere aküre ninag iroto bibowen baba kegengen. Nuge kürengab enegi baba, kürüna meram asau. 
LUK.24.5	Bangar finabur kürüna kimgüdi utugen. Bangeagako fere aküre babade menüm wangen, “Nini amure fere omo büreaga baba, fitaudi fere kumegingab fib gam ogurenan? 
LUK.24.6	Nu meag bürarge, manage siradeaga. Nu Galili distrik büreaga sese gam, dora dünügeaga baba utungane. 
LUK.24.7	Ninag menüm wangeaganwaib, Fereb Nono menmen gügab ferewarüngab kube gam dünügeregen. Bangar nu au fabgegi gam orbereregen. Bangar nu dü küi gam maig siraderegeaga.”
LUK.24.8	Bangar nini egime Jisasde dorageaga baba utungegin. 
LUK.24.9	Bangar ferefib ebgadüdi maig kümünen. Bangüdi daidaigegi 11 tugu ferefinabur gürewar tugu, baba daba daba gürenakutib dora wangen. 
LUK.24.10	Baba dora finaburde dora turewegi ferewar dünügen, baba Maria fib ere Makdalab tugu Joana tugu, Maria, nu Jemsüb ana, tugu finabur gürekoi finabur küi babawar keab bürfaigen tugu. 
LUK.24.11	Bangeagako dora turewegi ferewarde, finabur ugu kiou dora doragengüdi birengen. Bangüdi dora ninibure kob kainanagedige. 
LUK.24.12	Bangeagako Pita siradüdi ferefib gam gururu kümüneaga. Bangüdi tormogüdi agügeaga, bangeagako ude tob gürena kegeweaga. Bangüdi fata gam maigüdi kümüna baba daba taideaga babaure ututun toitoiweaga.
LUK.24.13	Finabur ferefib gam kümünen baba dü gamnana, daidaigegi aküre fib güre Emeus gen baba gam kümünen. Baba fib, Jerusalem kütüba büreaga, kilomita 11 banüm sibe. 
LUK.24.14	Nugeküre kümünad kümünadi, daba daba gürenakuti tataigeaga babaure nugeküre dorafokowen. 
LUK.24.15	Nugeküre epüra fanam doragedige, bangüdi baba daba dabaure totogen, bangedibere Jisas nuge kodigo taidüdi nugeküre keab kümünen. 
LUK.24.16	Bangeagako, daba gürede nugekürengab ege patawar, nugeküre meme Jisas güdi sibamgedige.
LUK.24.17	Bangar menüm totongeaga, “Ninaküre am dabaure dorafokouabina kümünenan?” Banüm doragar, nugeküre biboudi kob kürüna koigegi sibe abatargen. 
LUK.24.18	Bangar nugeküre gam, fere güre yanim nub Kliopas, nude menüm dora toweaga, “Fere gürekum gürekumüb mügar Jerusalem büren. Na nagnakuana fanam daba daba meme sese gam Jerusalem tataigeaga baba, na sibamgabgedag?” 
LUK.24.19	Banüm dorageaga, bangar Jisasde nugeküre totongeaga, “Am daba?”
LUK.24.19	Bangar menüm wawen, “Sin Nasaretüb Jisas gam daba daba taideaga babaure doragenan. Nu kiari fere güre, nu Keriabüb ege gam tugu ferefinaburüngab ege gam tugu, fünai tugu dora tugu gugub güfaigeaga. 
LUK.24.20	Bangar sigeab kobegegi taba fere simai tugu taba fere simai tugude, kübüdim bera taugegib kube gam diferegin. Bangar kübüdim bera taugegide orfotuwar kumebüre dora idaweaga, bangüdi au fabgegi gam orberen. 
LUK.24.21	Omo gam sin menüm kob kainanagenan, Jisas nu baba fere Keriabüde Israel ferefinabur maig igaingegib uruageaga.
LUK.24.21	“Baba tugu dora güre tugu. Baba daba daba taideaga, bana mügar Jisas orfotuwedi kumeaga baba, dü küi kenegeaga. 
LUK.24.22	Bana mügar finabur gürekoi sinib gin gamnab, ninide gedi sin kürüna tergenan. Nini fitfitunana ferefib gam kümünen. 
LUK.24.23	Bangeagako, Jisas mob kegewedige. Bangar maigüdi oguradi, menüm wagen, ‘Sin Keriabüb dora dugurewegi simai kegengenan, bangar wasigen, “Nu omo büreaga.”’ 
LUK.24.24	Bangar gürekoi sinib gingamnab ferefib gam kümünen. Bangüdi daba daba finaburde doragen baba sibenana, bürar kegewen. Bangeagako, Jisas mob nuge kegewedige.”
LUK.24.25	Bangar Jisasde nugeküre menüm wangeaga, “Ninaküre ututun kene, bangar ninakürengab kob pirikanana siradargegar, dora gürenakuti kiari ferewarde gegin baba, kob kainanagarge. 
LUK.24.26	Aranüm? Ninaküre sibamgargedag, baba fere Keriabüde sugurwar ogura nugeab ferefinabur maig igaingegib dora idafotuweaga baba, nu darab düdie kuri nu Keriab gam yanim erekokai deregeaga?” 
LUK.24.27	Bangüdi nu nugeküre gam dora pitoiaga, Mosesüb dora gamde tugu kiari ferewarüngab dora gamde tugu totogadeaga, bangüdi nugeküre gam Keriabüb budide nugeure dorageaga babab ginim sarigabürüngeaga.
LUK.24.28	Nini kümüna fib nugeküre bürebüregenwaib baba iroto taiden. Bana Jisas nu namana kümünebüregeaga. 
LUK.24.29	Bangeagako, nugekürede tageiburudi wagen, “Na sin keab büre. Sida kanebüregeaga, ere bürüdi gituweregarge.” Bangedi fatagoime iruwaboudi nugeküre keab büreaga. 
LUK.24.30	Kuri daba nebüregen. Bangar Jisas nini keab gotogeaga. Bangüdi bret düdi Keriabure sibdibüdi esegeaga, bangüdi pusudi, nugeküre dünügeaga. 
LUK.24.31	Nu bangar, nugekürengab ege putuweaga, bangar nugeküre nu sibamgen. Bangar demenana kenegabowar, nugeküre maig kegewedige. 
LUK.24.32	Bangar nuge nuge menüm doragen, “Kürüna kainana, sigeküre erekobo gam ogurenan sese, nu sigeküre dora sabsigeaga, bangüdi nu Keriabüb budib ututunüb ginim sigeküre gam pitoiaga, sigekürengab kob kürüna siradeaga.”
LUK.24.33	Nugeküre banüm doragüdi, pirikana siradüdi maig Jerusalem maigen. Bangüdi nugeküre 11 daidaigegi simai tugu, nugengab epeianügmana gürekoi tugu, gurudi büren baba, kegengen. 
LUK.24.34	Bangar nugeküre menüm wangen, “Kürüna kainana, Erekokai maig siradeaga! Saimon nu kegeafotuweaga!” 
LUK.24.35	Bangar nugeküre daba daba gürenakuti erekobo gam tataigeaga babaure, nini gam dora mangüdi wagen, bret pusuweaga baba sese gam, sinaküre nu sibamgenan.
LUK.24.37	Bangeagako, nini tergüdi kimigen. Ninide utun gen baba, nini kianim güre kegewenangen. 
LUK.24.38	Bangar menüm wangeaga, “Nini amure tergenan? Nini amure ututun toitoiwenan? 
LUK.24.39	Yeb kube tugu kebe tugu kegewane. Ige me bürün. Yeb mube debetaubenar, kegeiane. Dubim tugu dagar tugu ige gam bürar kegewenan sibe, kianim simai nini dubim dagar kene.” 
LUK.24.40	Banüm doragafotudi, nugeab kube kebe tugu abatarüngeaga.
LUK.24.41	Nini kürüna ebebearwenko, kob kainanagedige. Bangüdi ututun toitoiwen. Bangar menüm wangeaga, “Nini daba gürekoi meag büreagade?” 
LUK.24.42	Bangar wade saga makita baba duen. 
LUK.24.43	Bangar düdi nar kegewen.
LUK.24.45	Bangar nugede sagüngar dora gürenakuti Keriabüb budi gam büreaga baba, ginim idadau sibamgeregen. 
LUK.24.46	Bangüdi menüm wangeaga, “Keriabüb budi gam dora menüm tugu, fere Keriabüde nugeab ferefinabur maig igaingegib uruageaga baba, nu darab düdi kumeregeaga, bangüdi dü küi gam, ferefib gamde maig siraderegeaga. 
LUK.24.47	Bangar nub yanim gamde ferefinabur gürenakuti gam dora pitoieregen, bangar nini kob piruweregen, bangar Keriabüde ninib menmen toi unaigeregeaga. Nini baba fünai Jerusalemde toadane, 
LUK.24.48	bangüdi nini meme daba daba tataigeaga babaure dora pitoiane. 
LUK.24.49	Edenan. Egime Emügade Etob Kedeb dünügebüre dora idafotuweaganwaib baba, ere bürüdi sugurur ogureregarge. Nini meme fib ere gam bürübenar, Keriabüb sogi baba dibenarie.”
LUK.24.50	Bana Jisasde daidaigegi simai yatangüdi Betani fib gam kümüneaga. Bangüdi Keriab totowar kob nama dünügebüregüdi kube kekiagabereaga. 
LUK.24.51	Unun düngüdi düngüdi, uriangeaga. Bangar Keriabüde igaiudi fib nama gam komeaga. 
LUK.24.52	Bangar nini oksosob orudi kunube iruwabürüwen.
LUK.24.53	Bangüdi nini Keriabüb fatab gübroime bata bürüdi, Keriabüb yanim siradgabürüga büren.
