MAT.1.1	Иисус Христостыҥ ада-ӧбӧкӧлӧри. Ол Давид ле Авраамныҥ калдыгы.
ACT.15.11	Је Иисус Христос Кайраканныҥ јакшылыгыла олор чылап аргадаларыс деп, бӱдӱп јадыбыс.
ACT.15.12	Ончозы тымып, Варнава ла Павелди уга бердилер. Бу экӱ бойлоры ажыра Кудай ӧскӧ калыктар ортодо кандый билдилер ле кайкалдар јайаганын куучындап тургандар. 
ACT.15.13	Олор унчукпай барарда, Иаков айдып баштады:
ACT.15.13	– Эрлер, карындаштар, айтканымды угыгар! 
ACT.15.14	Кудай бажынаҥ ала ӧскӧ калыктардаҥ Бойыныҥ адына учурлалган улус талдап алганын Симон јартап берди. 
ACT.15.15	Ол керегинде јарлыкчылардыҥ да мынайда бичилген сӧстӧри керелейт:
ACT.15.18	Кудай Оныҥ ончо керектерин чак бӱдердеҥ бери билер.
ACT.15.19	Оныҥ учун Кудайга баштанып турган ӧскӧ улусты бис буудактабас учурлу деп бодоп турум. 
ACT.15.20	Је чалуга тайган малдыҥ эдин јибезин, балыр јӱрӱм јӱрбезин, бууп ӧлтӱрген тындуныҥ эдин ле канын јибезин деп, бойына этпейин дегенди ӧскӧ улуска этпезин деп, олорго бичиир керек. 
ACT.15.21	Моисейдиҥ бичигени јебрен ӱйелердеҥ бери калалар сайын јарлыкталып, кажы ла суббот кӱн синагогаларда кычырылат ине.
ACT.15.22	Оноҥ апостолдор ло серкпедеги јаандар ончо серкпеле бойлоры ортодоҥ эр улус талдап, Павелле, Варнавала кожо Антиохия јаар ийер деп шӱӱштилер: Варсава дейтен Иуданы ла Силаны. Карындаштар ортодо бу экӱ башчылар болгон. 
ACT.15.23	Олорло мындый самара ийдилер: «Апостолдор, серкпедеги јаандар ла карындаштар Антиохиядагы, Сириядагы ла Киликиядагы карындаштарга, кара јаҥду болгондорго, эзен-амырын јетирип туру! 
ACT.15.24	Бистиҥ бир кезик улузыс бистеҥ јакылта албай, бойыныҥ сӧстӧриле слерди тӱймедип, слер томдолор ло Јасакты бӱдӱрер учурлу деп айдып, тын-јулагарды ӧкпӧӧрткӧнин уктыбыс. 
ACT.15.25	Оныҥ учун ончобыс јӧп болуп, эрлер талдап, бистиҥ сӱӱген Варнавала, Павелле кожо олорды слерге ийер деп шӱӱштис. 
ACT.15.26	Бу экӱ Иисус Христос Кайраканыстыҥ ады учун јӱрӱмин берген улус. 
ACT.15.27	Анайдарда, Иуда ла Силаны ийдис, олор мыны слерге сӧслӧ јетирер. 
ACT.15.28	Агару Тын ла бис мындый некелтедеҥ башка, слерди неле де јоботпос деп шӱӱдис: 
ACT.15.29	чалуга тайганныҥ эдин, канын, бууп ӧлтӱргенниҥ эдин јибегер, балыр јӱрӱм јӱрбегер. Бойыгарга этпейин дегенди ӧскӧ улуска этпегер. Бойыгарды мынаҥ чеберлеп, јакшы эдеригер. Су-кадык јӱригер».
ACT.15.30	Анайдарда, ийилгендер Антиохияга келеле, улусты јууйла, самараны табыштырып бердилер. 
ACT.15.31	Олор самараны кычырала, бу ӱредӱ-јакылтага сӱӱнип турдылар. 
ACT.15.32	Иуда ла Сила, бойлоры јарлыкчылар болгон учун, карындаштарды кӧп сӧстӧрлӧ ӱредип-јакып, Кудайга бӱдер кӱӱн-санаазын тыҥыттылар. 
ACT.15.33	Бир кезек ӧй јӱрген кийнинде карындаштар олорды апостолдорго амырын алганча јандырып ийдилер. 
ACT.15.34	Је Сила артып калар деп шӱӱди, Иуда Иерусалимге бурылды.
ACT.15.35	Павел ле Варнава Антиохияда јӱрӱп, кӧп ӧскӧ улусла кожо ӱредип, Кайраканныҥ сӧзин јарлыктап турдылар.
ACT.15.36	Бир канча кӱнниҥ бажында Павел Варнавага айтты:
ACT.15.36	– Кайра бурылып, Кайраканныҥ сӧзин бис јарлаган кажы ла каладагы карындаштарга јолыгып, кандый јаткандарын, барып, кӧрӧӧк.
ACT.15.37	Варнава бойыла кожо Марк дейтен Иоаннды аларга сананган. 
ACT.15.38	Је Памфилияда артып калала, ийилген керекке олорло кожо барбаган кижини албаза чын болор деп, Павел сананган. 
ACT.15.39	Мынаҥ улам олор ортодо тыҥ јӧпсинишпестер болуп, бой-бойынаҥ айрылыжып калдылар. Варнава Маркты алып, Кипр јаар јӱсти. 
ACT.15.40	Павелди дезе карындаштар Кайраканныҥ јакшылыгына берип койдылар. Ол бойына Силаны талдап, јолго кӧндӱкти. 
ACT.15.41	Сирия ла Киликияныҥ калаларыла ӧдӱп, серкпелерди тыҥыдып јӱрди.
ACT.16.1	Павел Дервияга, оноҥ Листрага јетти. Анда Тимофей деп ӱренчик болгон. Энези бӱдӱп турган иудей кижи, адазы дезе еллин болгон. 
ACT.16.2	Тимофей керегинде Листрада ла Иконияда јӱрген карындаштар керелеп тургандар. 
ACT.16.3	Павел оны јолго кожо барзын деп кӱӱнзеп, ол јерлерде јӱрген иудейлерге болуп оны томдоды, нениҥ учун дезе, оныҥ адазы еллин деп, ончозы билер болгон. 
ACT.16.4	Олор калалар сайын јӱрип, Иерусалимде апостолдор ло серкпедеги јаандар чыгарган јӧптӧрди бӱдӱрзин деп, јакып тургандар. 
ACT.16.5	Серкпелер бӱдетениле тыҥып, тоозыла кӱнӱҥ сайын арбындап турган.
ACT.16.6	Агару Тын олорго Асияда сӧс јарлыктаарын јаратпады. Олор Фригия ла Галатия ороонды ӧдӧлӧ, 
ACT.16.7	Мисияга једип, Вифиния јаар барарга ченештилер, је Тын олорды божотподы. 
ACT.16.8	Мисияны ӧдӧлӧ, Троадага тӱштилер.
ACT.16.9	Тӱнде Павелге кӧрӱлте болды. Македонияныҥ кандый да эр кижизи:
ACT.16.9	– Македонияга келип, биске болуш! – деп, оны сурап турды.
