MAT.1.1	Gava si o lil katar e vicha e Jesukristoki, vou saia katar e vicha e Davideki ta i e Abraameki. 
JHN.11.46	A nesave llene llele kai e fariseura, ta ppende lenge so cherdaia o Jesus. 
JHN.11.47	Ondaka e fariseura ta e mai preche popura chidie e kris, ta ppende:
JHN.11.47	—¿So ka chera? Gava lleno cherel but bare ezgode. 
JHN.11.48	Te mukaia le, sa ka pachan ande lete, ta ka aven e romanura ta ka zatrisaren amaro cher e Devleko ta amari ppuv.
JHN.11.49	A iek lleno lendar, kai ikkardola Kaifas kai saia o mai baro popo gua burs, ppenda lenge:
JHN.11.49	—Tumen ni llanen niso, 
JHN.11.50	ta ni mislin kai mai lache tumenge te merel samo iek lleno pala o foro, a na te zatrilpe sa amari ppuv.
JHN.11.51	A o Kaifas ni ppenda gaia orba vou petar, soke gua burs vou saia o mai baro popo, ta kana ppenda kai o Jesus saia te merel pala e ppuv vou ppanda iek porouka; 
JHN.11.52	ta inai kai o Jesus saia te merel samo pala e judiura, vou mulo i pala sa e chave e devleke kai si ando sueto. 
JHN.11.53	Sar kotar die pe orba te mundaren e Jesuse.
JHN.11.54	Ta o Jesus llala po chorial katar e judiura, goleke llelotar katar e ppuv e Judeaki ta llelo pasa o pusto ande iek foro kai ikkardola Efrain, ta kote achilo pe disipulonenchar.
JHN.11.55	Saia pase e Paskua, ta but llene katar e forura llelea ando Jerusalem te sai cistonpe prema o zakono katar o jaladipe mai anglal te avel e Paskua. 
JHN.11.56	Ta rodena e Jesuse ta puchena iek avereke ando cher e Devleko:
JHN.11.56	—¿So mislin tumen? ¿Ka avel pe eslava o iok?
JHN.11.57	E fariseura ta e mai preche popura ppende kai te llanela vareko kai saia o Jesus te ppukavel le te sai ppande le.
JHN.12.1	Achena sou llive te avel e Paskua ta o Jesus avilo ande Betania, kote kai zivila o Lasaro, gua kai vou llungadaia le katar o meripe. 
JHN.12.2	Kote cherde e Jesuseke iek pachiu; e Marta ttoda e sinia a o Lasaro saia iek katar e llene kai besela pe sinia ta jala lea. 
JHN.12.3	E Maria lia cherricha meriso, kai saia but kuch, ta ttoda pe Jesukristoke porrne ta kosla len pe balenchar. Ta sago o cher kkandela ando meriso. 
JHN.12.4	Ondaka Judas Iskariote, iek katar leke disipulura kai saia te ppukavel e Jesuse ppenda:
JHN.12.5	—¿Soke ni bichindinailo gava meriso pe so mol o rado iekke burseko ta te pomozilpe gole lovenchar e llenen kai si chorre?
JHN.12.6	A o Judas ni ppenda gava soke saia leke zao katar e chorre, gua ppendale soke saia chor, ta lete saia e anbava kai ttodena e love ta chorela peke so ttovena andre.
JHN.12.7	O Jesus ppenda leke:
JHN.12.7	—Mukla, soke voi cherda gava pala o llive me limoreke. 
JHN.12.8	Soke e chorre ka aven tumenchar suako llive, a me iok.
JHN.12.9	But katar e judiura llangle kai o Jesus saia ande Betania ta avile, na samo pala o Jesus, avile te dikken e Lasaro gole kai o Jesus llungadaia katar o meripe. 
JHN.12.10	Ondaka e mai preche popura chinade te mundaren i e Lasaro, 
JHN.12.11	soke cheres lete but katar e judiura avenatar ta pachana ando Jesus.
JHN.12.12	Ttiarinako but llene kai avilea pe Paskua llangle kai o Jesus avelatar ando Jerusalem. 
JHN.12.13	Ondaka lie peke krangura katar e palmere ta lleletar angla lete, ta urkina:
JHN.12.13	—¡Hosana! ¡Blagosime gua kai avel ande Devleko anau, o Charo Israeleko!
JHN.12.14	O Jesus malada iek magarcho ta likisto pe lete, sar ppenel ando Pisipe:
JHN.12.15	“Na dara, chei e Sioneki;
JHN.12.15	cho Charo avel,
JHN.12.15	pe iek magarcho”
JHN.12.16	Leke disipulura ni acharde gala ezgode; a kana o Jesus blagosisailo, llangle kai sa gala ezgode kai cherde leke, sea pisime ando Pisipe.
JHN.12.17	E llene kai sea e Jesusea kana ikkarda e Lasaro katar o limori ta llungada le, ppenena so dikkle. 
JHN.12.18	Goleke e llene avile angla lete, soke asundea kai o Jesus cherdaia gaia ezgoda. 
JHN.12.19	A e fariseura ppenena iek avereke:
JHN.12.19	—Dikken gia amen ni ka dobi niso galea. Dikken ¡sa o sueto llaltar pala lete!
JHN.12.20	Andar gola kai llelea ando Jerusalem te blagosisaren pe Paskua, sea nesave griegura. 
JHN.12.21	Gala avile pasa o Felipe, kai saia katar e Betsaida e Galileaki, ta molisaile leke:
JHN.12.21	—Gazda, manga te dikka e Jesuse.
JHN.12.22	O Felipe llelo kai o Andres ta ppenda leke gava, mapalal e dui avile kai o Jesus ta ppende leke gaia ezgoda. 
JHN.12.23	O Jesus ppenda lenge:
JHN.12.23	—Avilo o llive te avel blagosime o Chavo e manuseko. 
JHN.12.24	Chachimaia ppenau tumenge, e simicha katar o lliu te na perela pe ppuv ta te na merela, achela korkorre; a te merela, ka del but kuchorra. 
JHN.12.25	O lleno kai volil po zivoto, ka jasarel le; a o lleno kai ni volil po zivoto ande gava sueto ka zivil ando zivoto ostade. 
JHN.12.26	Gua kai mangel te avel mo esluga, morabi te llal pala mande; ta kai go te avava me, kote ka avel mo esluga. Kogo llal pala ma, mo Dad ka falil le.
JHN.12.27	“¡Akana sem but tristome! ¿A so ka ppenau? ¿Ka ppenau, Dade: ‘braduisar man akana’? ¡A goleke avilem pe gava llive! 
JHN.12.28	Dade, blagosisar cho Anau.”
JHN.12.28	Ondaka iek avazi avilo e milosotar kai ppenela: “Blagosisardem le, ta pale ka blagosiu le”
JHN.12.29	E llene kai sea kote ppenena kai so asundilo saia germipe; ta nesave ppenena:
JHN.12.29	—Iek suecho dia orba.
JHN.12.30	O Jesus ppenda lenge:
JHN.12.30	—Ni asundila pala mande o avazi, a cheres tumende. 
JHN.12.31	Akana avili e kris pe gava sueto, a o llavolo tradiniaol avri. 
JHN.12.32	A me kana ka avau vazdino katar e ppuv, ka anau tumen isto me mande.
JHN.12.33	Ta ppenela gava te sai acharen sar saia te merel. 
JHN.12.34	E llene ppende leke:
JHN.12.34	—Amen asundam e zakonotar kai o Mesias zivil ostade. ¿Sar ppene tu kai o Chavo e manuseko si te vazdinaol? ¿Ko si gava o Chavo e manuseko?
JHN.12.35	O Jesus ppenda lenge:
JHN.12.35	—O villelo cherricha ios si tumenchar. Llan kana si tumenchar o villelo te na perel pe tumende o truñariko; soke ko llal ando truñariko ni llanel kai llal. 
JHN.12.36	Pachan ando villelo akana kai o villelo si tumenchar, te aven e villeloke.
JHN.12.36	Kana ppenda gala ezgode o Jesus llelotar ta gurudilo lendar.
JHN.12.37	O Jesus cherda but bare ezgode, ta von ni pachana ande lete; 
JHN.12.38	soke saia te cherdol so ppendaia o porauko Isaias:
JHN.12.38	“Devla, ¿ko pachaia ande amaro alau?
JHN.12.38	¿Kake sikadilo e Devleko va?”
JHN.12.39	Goleke nasti pachana soke o Isaias ppenda:
JHN.12.40	“O Del korrada lenge akka
JHN.12.40	ta zuriarda lengo lio,
JHN.12.40	te na dikken
JHN.12.40	te na acharen;
JHN.12.40	te na keimpe,
JHN.12.40	a me te sastarau len.”
JHN.12.41	O Isaias ppenda gava kana dikkla e Jesuseki dragostia, ta ppendaia cheres lete.
JHN.12.42	Ta but judiura pachaie ando Jesus, ta i but katar e gazda e foroke, a ni ppenenale pala e fariseura, te na aven tradine katar e kkanllira e judionengi. 
JHN.12.43	Soke mai but volina e murusengi dragostia neko e Devleki dragostia.
JHN.12.44	O Jesus ppenda ando baro avazi: “Kogo pachal ande mande, ni pachal samo ande mande; pachal i ande gua kai bichalda man. 
JHN.12.45	Kogo dikkel man, dikkel gole kai bichalda man. 
JHN.12.46	Me, o villelo, avilem ando sueto te sai suako lleno kai pachal ande mande te na achen ando truñariko. 
JHN.12.47	Gua kai asunel me alava ta ni cherel len, ni ttovau pe lete kris; soke ni avilem te ttovau kris po sueto, me avilem te braduiu e sueto. 
JHN.12.48	Gua kai ni kamel te guruvel me alava, si le ko te ttovel pe lete e kris; o alau kai me ppendem, vou ka ttovel pe lete e kris ando llive mai anglal. 
JHN.12.49	Soke ni dau orba me mandar; o Dad, kai bichalda man, vou ppenda mange so si man te ppenau, ta so si man te sikavau. 
JHN.12.50	A me llanau kai leko zakono si zivoto ostade. Goleke so ppenau me, o Dad ppenda mange te ppenaule.”
JHN.13.1	Achela cherricha llivesa te avel Paskua, ta o Jesus llanela kai aviloa leko llive te llaltar katar gava sueto kai po Dad. Vou volisarda pe disipulonen kai sea ando sueto ta volisarda len llik kai o son.
JHN.13.2	O llavolo ttoda ando lio e Judaseko, chavo e Simonoko Iskariote, te ppukavel e Jesuse, 
JHN.13.3	a o Jesus llanela kai o Del ttodaia sa e ezgode tala leke va ta kai o Del bichalda le ta kai saia te llaltar kai o Del, 
JHN.13.4	ustilo katar e sinia, ikanda po gertachi ta ppangla pe po maskar iek piskiri. 
JHN.13.5	Mapalal ttoda pai ande iek tepsia ta ttoda te jalavel e disipulonenge porrne, ta te koslen len e piskirea.
JHN.13.6	Kana avilo kai o Simon Pedro te jalavel leke porrne, o Simon Pedro ppenda leke:
JHN.13.6	—Gazda, ¿tu ka jalave me porrne?
JHN.13.7	O Jesus ppenda leke:
JHN.13.7	—Akana ni achare so cherau, a mapalal ka achare.
JHN.13.8	O Pedro ppenda leke:
JHN.13.8	—¡Nikada ni ka mukau tut te jalave me porrne!
JHN.13.8	O Jesus ppenda leke:
JHN.13.8	—Te na jalavau len, ni ka ave katar murne llene.
JHN.13.9	O Simon Pedro ppenda leke:
JHN.13.9	—¡Te si gia, na jalau samo me porrne, jalau me va ta i mo soro!
JHN.13.10	O Jesus ppenda leke:
JHN.13.10	—Ko si jalado trubul te jalavel samo pe porrne, soke si jalado. A tumen sen jalade, A inai saurre jalade.
JHN.13.11	Ta ppenda: “Inai jalade saurre”, soke llanela ko saia te ppukavel le.
JHN.13.12	Mapalal kana jalada lenge porrne, pale lia po gertachi, beslo pale pe sinia ta ppenda lenge:
JHN.13.12	—¿Llanen so si gua kai cherdem? 
JHN.13.13	Tumen ikkaren man Kovachi ta Gazda; sukar ppenen, soke gua sem. 
JHN.13.14	A me, o Kovachi ta o Gazda, jaladem tumare porrne, goleke i tumen si te jalaven tumare porrne iek avereke. 
JHN.13.15	Me cherdem gava, te cherenle i tumen. 
JHN.13.16	Chachimaia ppenau tumenge kai o esluga inai mai baro neko leko gazda, ni o bichaldo mai baro goletar kai bichalda le. 
JHN.13.17	Te acharen gala ezgode, blagosime ka aven te cherenalen.
JHN.13.18	“Ni ppenaule pala sa tumende; me llanau ka esvirisardem. A si te cherdol so si pisime: ‘Gua kai jal manchar marrno, vazdinailo pe mande.’ 
JHN.13.19	Ppenaule tumenge akana, gia kana ka avelpe gaia ezgoda, te pachan kai me sem. 
JHN.13.20	Chachimaia ppenau tumenge kai kogo ka lel gole kai bichalau, man lel; ta kogo lel man, lel gole kai bichalda man.”
JHN.13.21	Kana o Jesus ppenda lenge gala orbe, tristosailo duotar ta ppenda lenge bristomaia:
JHN.13.21	—Chachimaia ppenau tumenge kai iek tumendar ka ppukavel man.
JHN.13.22	Ondaka e disipulura ttode te dikken iek pe aver, ta ni llanena katar savo lleno dela orba. 
JHN.13.23	Iek lendar, gole kai o Jesus volila but, saia inzardo pasa o Jesus kana von jana, 
JHN.13.24	galeke o Simon Pedro cherda te puchel katar savo lleno dela orba. 
JHN.13.25	Vou, kai inzola pasa o Jesus, puchla le:
JHN.13.25	—Gazda, ¿ko si gua lleno?
JHN.13.26	O Jesus ppenda leke:
JHN.13.26	—Gole kai me ka dau o marrno chingo, gua si.
JHN.13.26	Ta chingarda o marrno ta diale kai o Judas, chavo Simonoko Iskariote. 
JHN.13.27	Ta kana jala o marrno, o llavolo dia ande leko lio. Ondaka o Jesus ppenda leke:
JHN.13.27	—So si te chere, cherle mai oma.
JHN.13.28	A niko lendar kai besena pe sinia ni acharda soke ppendaia gava. 
JHN.13.29	Soke o Judas inllarela e love, nesave mislina kai o Jesus ppendaia leke te chinel fiso kai trubula len e Paskuake, o te del vareso e chorren.
JHN.13.30	Kana o Judas jala, llelotar, ta pelia e riat.
JHN.13.31	Kana o Judas llelotar, o Jesus ppenda:
JHN.13.31	—Akana o Chavo e manuseko si blagosime, ta o blagosipe e Devleki sikadol ande le. 
JHN.13.32	A te sikavel o Chavo e manuseko e Devleko blagosipe, i o Del ka sikavel e Chaveko blagosipe; ta ka cherel le oma. 
JHN.13.33	Chavalen, ni ka avau tumenchar but vreme. Tumen ka roden man, A isto gua kai ppendem e judionenge, ppenaule akana tumenge: Tumen, nasti llan kote kai me ka llau. 
JHN.13.34	Iek nevo zakono dau tumen: Te volin tumen iek avereke. Isto gia sar me voliu tumen, volisaren tumen, iek avereke.
JHN.13.35	Cheres gava, saurre ka llanen kai tumen sen me disipulura, te volisarden iek avere.
JHN.13.36	O Simon Pedro puchla e Jesuse:
JHN.13.36	—Gazda, ¿kai lla?
JHN.13.36	—Kote kai me llau nasti lla pala mande akana; mapalal ka lla pala mande.
JHN.13.37	O Pedro ppenda leke:
JHN.13.37	—Gazda, ¿soke nasti llau pala tute akana? ¡Mo zivoto ka dau pala tute!
JHN.13.38	O Jesus ppenda leke:
JHN.13.38	—¿De istina cho zivoto dea pala mande? Chachimaia ppenau chuke: Ni ka basel o basno, a tu ka ppene trin droma kai ni pinllare man.
JHN.14.1	“Te na tristolpe tumaro lio. Pachan ando Del, pachan i ande mande. 
JHN.14.2	Ande me Dadeko cher si but ttana; te na avilaia gia, ppendemale tumenge, ka llau te lacharau ttan tumenge. 
JHN.14.3	A te llelemtar ta te lachardem ttan tumenge, pale ka avau te inllarau tumen manchar, te aven kote kai ka me ka avau. 
JHN.14.4	Tumen pinllaren o drom kai inllarel kote kai me llau.”
JHN.14.5	O Tomas ppenda e Jesuseke:
JHN.14.5	—Gazda, ni llana kai lla, ¿sar ka pinllara o drom?
JHN.14.6	O Jesus ppenda leke:
JHN.14.6	—Me sem o drom, o chachipe ta o zivoto; niko ni llal kai o Dad bi murno. 
JHN.14.7	Te pinllaren man, i me Dade ka pinllaren; ta akana pinllaren le ta dikken le.
JHN.14.8	O Felipe ppenda leke:
JHN.14.8	—Gazda, sikau amenge e Dade, ta golea si amenge dosta.
JHN.14.9	O Jesus ppenda leke:
JHN.14.9	—Felipe, gachin cherel kai sem tumenchar, ¿ta ni pinllardan man? Kogo dikkla man, dikkla e Dade; ¿soke ppene: Sikau amenge e Dade? 
JHN.14.10	¿Ni pacha kai me sem ando Dad a o Dad si ande mande? E alava kai me ppenau tumenge, ni ppenau len me mandar. O Dad kai zivil ande mande vou cherel e bucha. 
JHN.14.11	Pachan man kai me sem ando Dad a o Dad si ande mande; a te na, pachan man isto pala e ezgode kai cherau. 
JHN.14.12	Chachimaia ppenau tumenge kai kogo pachal ande ma, e ezgode kai me cherau i vou ka cherel len; ta ios mai bare ka cherel len, soke me llautar kai o Dad. 
JHN.14.13	Ta sogo tumen mangena e Dadetar ande mo anau, ka cherau le, te sai avel o Dad blagosime. 
JHN.14.14	Te mangena vareso ande mo anau, ka cherau le.
JHN.14.15	“Te volina man, cheren so ppenen me zakonura. 
JHN.14.16	Me ka moliuman e Dadeke ta vou ka del tumen aver kai ka del tumen zor te avel tumenchar suako llive: 
JHN.14.17	o Duo e chachimako, gole kai o sueto nasti lel, soke ni dikkel le, ta ni pinllarel le; A tumen pinllaren le, soke zivil tumenchar ta i ka avel tumenchar.
JHN.14.18	“Ni ka mukau tumen bidadeko; ka avau tumenchar. 
JHN.14.19	Cherricha ios, ta o sueto ni ka dikkel man ios; A tumen ka dikken man, ta ka zivin soke me ziviu. 
JHN.14.20	Gua llive tumen ka llanen kai me sem ande mo Dad, a tumen ande mande, ta me ande tumende. 
JHN.14.21	Gua kai si le me zakonura ta cheren len, gua si kai volil man. Ta mo Dad ka volil le, ta i me ka voliu le ta ka sikavau leke sar sem.”
JHN.14.22	O Judas (na o Iskariote) puchla le:
JHN.14.22	—Gazda, ¿soke ka sikado amenge a e suetoke iok?
JHN.14.23	O Jesus ppenda leke:
JHN.14.23	—Gua kai volil man cherel so ppenau; ta mo Dad ka volil le, ta mo Dad ta me ka ava lete ta ka zivisara ande lete. 
JHN.14.24	Gua kai ni volil man, ni cherel so ppenau. O alau kai asunden inai murno, e Dadeko si kai bichalda man.
JHN.14.25	“Ppenau tumenge gala ezgode akana kai sem tumenchar; 
JHN.14.26	A o Santo Duo kai o Dad ka bichalel ande mo anau, vou ka sikavel tumen sogo si e ezgode ta ka cherel te den tumen golli sa so ppendem tumenge.
JHN.14.27	“E pas mukau tumenge. Murni pas dau tumen; ni dau la tumenge gia sar del la o sueto. Te na tristolpe tumaro lio, na daran. 
JHN.14.28	Asunden kai me ppendem tumenge kai ka llautar ta kai ka avau tumende. Te volisardena man veselisailena te llanen kai llautar kai o Dad, soke o Dad si mai baro mandar. 
JHN.14.29	Akana ppenaule tumenge te sai pachan kana ka avenpe gala ezgode.
JHN.14.30	“Ni ka dau but orba tumenchar, soke avel gua kai gazdaril pe gava sueto. Lea inai man niso, 
JHN.14.31	morabi te cherdol gia, te sai llanel o sueto kai me voliu e Dade, ta kai cherau so bichaldan man.
JHN.14.31	“Usten. Aventar katar
JHN.15.1	“Me sem o chachuno kas drakkengo,
JHN.15.2	Iek krango kai ni del drak, chinel le; a gua kai del drak chistol le te del mai but drak. 
JHN.15.3	Tumen akana sen chiste pala e alava kai me ppendem tumenge. 
JHN.15.4	Achen ande mande gia sar me achau ande tumende. O krango nasti del drak vou petar te na avela po kas e drakkengo; isto gia tumen te na achena ande mande.
JHN.15.5	“Me sem o kas drakkengo a tumen e krangura. Gua kai achel ande mande a me ande lete, gava del but drak; soke bi murno tumen nasti cheren niso. 
JHN.15.6	Gua kai ni achel manchar ka chudau le avri sargo krango, ta ka sukol sargo krangura kai chiden len pe iek ttan ta chuden len ande iag te ppabon.
JHN.15.7	“Te achen ande mande, a me alava ande tumende, sogo te mangena ka dau tumen. 
JHN.15.8	Ande gava sikadol me Dadeko blagosipe, te den but drak gia te aven me disipulura. 
JHN.15.9	Me voliu tumen gia sar mo Dad volil man; achen ande mo volipe. 
JHN.15.10	Te kandena so ppenen me zakonura, ka achen ande mo volipe, gia sar me kandau so ppenen me Dadeke zakonura ta achau ande leko volipe.
JHN.15.11	“Gia dau orba tumenge te veselin tumen manchar, ta tumari veselia te avel pperdi. 
JHN.15.12	Gava si murno zakono. Te volisaren tumen iek avere, gia sar me volisardem tumen. 
JHN.15.13	O volipe mai baro si, o manus kai del po zivoto pala pe amal. 
JHN.15.14	Tumen sen me amal, te cherden so ppenau tumenge. 
JHN.15.15	Ni ka ikkarau tumen ios esluga, soke o esluga ni llanel so cherel leko gazda. Me ikkarau tumen amal, soke sikadem tumenge suako ezgoda kai asundem me Dadetar. 
JHN.15.16	Tumen ni esvirisaden man, me esvirisardem tumen, ta ttodem tumen te den ta te inllaren but drak, ta tumari drak te achel. Sogo ka mangen me Dadetar ande mo anau, vou ka del tumen. 
JHN.15.17	Gava mangau te cheren: Te volisaren tumen iek avere.
JHN.15.18	“Te murzisarela o sueto pe tumende, llanen kai pe mande murzisarda mai anglal. 
JHN.15.19	Te avilena e suetoke, o sueto volisardaia tumen sar volil so si leko. A me esvirisardem tumen katar o sueto, goleke o sueto murzil pe tumende, soke ni sen e suetoke. 
JHN.15.20	Den tumen golli o alau kai me ppendem tumenge: ‘O esluga inai mai baro neko po gazda.’ Gia sar llele pala mande, isto gia ka llan pala tumende; a te cherde so ppenau, i tumaro alau ka kanden. 
JHN.15.21	Sa gava ka cheren tumenge pala mo anau, soke o sueto ni pinllaren gole kai bichalda man.
JHN.15.22	“Von ni avena dosale te na avilema me te dau lenge orba. A akana inai len so te ppenen pala po bilachipe; 
JHN.15.23	soke gola kai murzin pe mande, i pe mo Dad murzin. 
JHN.15.24	Ni avilaia len bilachipe, te na cherdema e bucha maskar lende, kai niko ni cherda omanglal; A dikkle gala ezgode kai cherdem ta murzin pe mande ta i pe mo Dad. 
JHN.15.25	A gava avilape te sai cherdol so si pisime pe lengo zakono: ‘Pala niso murzisarde pe mande’
JHN.15.26	“A kana ka avel o gua kai ka del tumen zor, gole kai me ka bichalau tumenge me Dadetar, o Duo e chachimako kai avel e Dadetar, vou ka ppenel mandar. 
JHN.15.27	Ta i tumen ka ppenen mandar, soke sena manchar mai anglal.
JHN.16.1	“Me ppenau tumenge gala ezgode te na jasaren tumaro pachape ande ma.
JHN.16.2	Ka traden tumen katar e kkanllira e judionenge: Ta avel o llive kana vareko ka mundarel tumen ta ka mislil kai cherel pe Devleko.
JHN.16.3	Ka cheren gola ezgode soke ni pinllaren me Dade ni man. 
JHN.16.4	Ppenau tumenge gava, te sai kana ka avel o llive, te den tumen golli kai me ppendemle tumenge.
JHN.16.4	“Ni ppendem tumenge gala ezgode omanglal soke sema tumenchar. 
JHN.16.5	A akana llautar golete kai bichalda man, a niko tumendar ni puchel man kai llau; 
JHN.16.6	a tumaro lio tristosailo soke ppendem tumenge gala ezgode. 
JHN.16.7	Me ppenau tumenge o chachipe: Mai lache si tumenge te llautar. Soke te na llavatar, gua kai ka del tumen zor ni ka avel tumende; a te llelemtar, ka bichalaule tumenge. 
JHN.16.8	Kana vou ka avel ka sikavel e sueto ko si bilacho, ko si lacho, a ko si krisime e Devletar. 
JHN.16.9	Ko si bilacho: Gua kai ni pachal ande mande; 
JHN.16.10	ko ni cherda o bilachipe: me, ka llautar kai mo Dad, ta tumen ni ka dikken man ios; 
JHN.16.11	ko si krisime e Devletar: Gua kai gazdaril pe gava sueto, dosalo si.
JHN.16.12	“Si man but ezgode ios te ppenau tumenge, A akana ni ka acharen len. 
