MAT.1.1	Wya ka tva saba mndəra taŋ ma Yesu Kristi zivra Dawuda. Dawuda guli ná, zivra Abraham ya. 
1CO.3.18	Ma nanə mndu ta ghəŋani. Ka mamu ɗifil ma ghəŋa ɗa manda ɗaslakwa ŋa ghəŋa haɗik ka mndu, ka niŋna tsi ta ghəŋani ka rgha kada nzata tsi ka vərɗa mndu nda ɗifla daga da Lazglafta. 
1CO.3.19	Kəl yu ka mna tsaya ná, na ɗifla mnduha ma ghəŋa haɗik na ná, ga rgha ya ta kəma Lazglafta. Nda vinda ma deftera Lazglafta kazlay: Nda tsa ŋa taŋ ma hiɗaku
1CO.3.20	Kaʼa guli na: «Nda sna Mgham Lazglafta ta ndana gwal nda hiɗa, nda sna kazlay: Haɗ hayhayani wu» kəʼa
1CO.3.21	Mantsa ya, ma ghubu kuni ta mnduha. Indani demdem ka ŋa ghuni nzakwani. 
1CO.3.22	Dər Pwal, dər Apwalus, dər Kefas, dər ghəŋa haɗik, dər hafu, dər mtaku, dər skwiha ndanana, dər skwiha dzaʼa sagha nda sa, ka ŋa ghuni nzakwani. 
1CO.3.23	Kaghuni ya, ka ŋa Kristi kuni, Kristi guli, ŋa Lazglafta ya.
1CO.4.1	Mantsa tama, nghawa aŋni ka gwal ksanatá slna ta Kristi. Nghawa aŋni guli ka gwal fanam Lazglafta ta ɗifatá skwani ma dzvu. 
1CO.4.2	Vərɗa skwi ya ta psə lu da mndu ya fanam lu ta skwi ma dzvu ná, nzakwani ka ŋərma mndu. 
1CO.4.3	Da iʼi taɗa, dər má ta tsa mndəra ɗa kuni, dər má tsaɗighaha mnda səla ta guma, haɗ gwaɗa ɗa wa. Iʼi ná, tsa a yu ta guma ta ghəŋa ɗa wa. 
1CO.4.4	Haɗ sana skwi maga yu ta grə yu wa. Ŋərma mndu yu a ka yu guli wu, Mgham Lazglafta dzaʼa tsaɗighatá guma, mndu a wa. 
1CO.4.5	Tsa tama ná, ma gi tsə kuni ta guma ta ghəŋa mndu ta kul sagha fitikani. Kzlawa, ta hway da wa kuni na! Baɗu sagha Mgham ná, dzaʼa kligiŋkla ta daɓi ta skwi nda ɗifa. Ŋa kligiŋtani duway ta daɓi ta skwi ta ndanə mnduha. Baɗu tsa tama, dər wa dzaʼa mutsa rfani da Lazglafta manda ya ta raŋta.
1CO.4.6	Zwanama ɗa, tsa skwiha garaghunaf yu ta ghəŋa aŋni nda Apwalus ya ná, ka tagha kuni ta skwi mida nzakwani: «Da zwaɗutá kuni ma tvi ka zluŋtá skwi nda vinda.» Da laghu kuni da ghərɓaku kazlay: Mal tsa ŋa ɗa mndu ya ka ŋa sani kəʼa. 
1CO.4.7	Wa ta mnay ŋa gha kazlay: Mal kagha ka sanlaha kəʼa na? Lazglafta a ta vlaghatá inda skwi ra? Ka si Lazglafta ta vlaghata ya ní, kabgawu ta kəl ka ka ghərɓaku manda skwi vlagha nda vla a lu wu ɓa?
1CO.4.8	Mantsa a nzakwani wu ki! Nya pɗa kuni na? Wya nda na kuni ka gadghəl katək, ta za mghama ghuni kaghuni, ta ghuya ɗaŋwa ŋni aŋni. Ta kumay yu má ta zay ghuni ta tsa mgham ya katək, má ka gwa mu ta vgha ka skwa turtuk nda kaghuni. 
1CO.4.9	Ta grə yu ná, nana aŋni gwal ghunay na ná, nda hul faghuta Lazglafta ta aŋni. Manda gwal tsanagha lu ta guma, pgha lu ŋa pslatá həŋ ya aŋni. Nda nza ŋni ka skwa katskatsu, ŋa nghay mnduha ma ghəŋa haɗik nda duhwalha Lazglafta tani. 
1CO.4.10	Nda nza aŋni ka rgha, ta ghəŋa gwaɗa ta Kristi. Kaghuni ya, nda hiɗa aŋni ka kaghuni, kabga nzugwatá kaghuni nda Kristi. Kaghuni yeya nda mbra, mbra a aŋni wa. Kaghuni yeya gwal ka mndu, haɗ mndu ta kulaftá aŋni ka mndu wa. 
1CO.4.11	Dər nda va nana ná, ta dzay dzay maya nda ndala tani ta aŋni. Lgut tɗukwa a ta vgha ŋni wu, ta gɗata ta ɗga aŋni lu. Ta tvi ta tvi səla ŋni. 
1CO.4.12	Aŋni ta hərfaku ka maga
1CO.4.13	Dər kinawu ká mnduha ta raraza aŋni ya ná, sleɗeɗa ka aŋni ta gwaɗa nda həŋ. Ka maghdzəka taŋ ká mnduha ma na ghəŋa haɗik na fatá aŋni. Manda ŋəɗak ká həŋ ta ngha aŋni.
1CO.4.14	Ŋa pghaghunaghatá hula a ta vindaghunafta yu ta na skwi na wu, ŋa hurzlaghunaptá sləməŋ ta vindaghunafta yu, kabga zwana ta ɗvu yu kuni. 
1CO.4.15	Dər má dəmbuʼ kidaghi mnduha ta tagha skwi ta ghəŋa Yesu Kristi ŋa ghuni, turtuktuk da ghuni. Iʼi tsa da ghuni ya kabga tiŋəl iʼi ta mnaghunatá Lfiɗa Gwaɗa, ka zlghaftá kuni ta Yesu Kristi. 
1CO.4.16	Kdəkwakdək! Ksawaksa ta ghəzama ɗa. 
1CO.4.17	Tsaya tama, ghunafghuna yu ta Timute ta nzakway ka zwaŋa ɗa ya ɗvu yu. Ŋərma mndu ya ta tva Mgham Yesu. Ta tvi səlani ŋa lagha havglaghunaktá tva nzakwa ɗa ma Yesu Kristi, nda ya ka yu ta taghay ŋa Iglizha ma inda vli.
1CO.4.18	Səglaghata a Pwal wu ka sanlaha ta gray mataba ghuni, ka ghərɓaku. 
1CO.4.19	Ka ta ɗvay Lazglafta katsi ná, ndusa yu ka labə da kaghuni. Ka mamu sana skwi laviŋ tsa gwal ta ghərɓaku ya ta magatá tsi, ka gwaɗiŋta nda wi a tsi ya, dzaʼa snay yu baɗu tsa. 
1CO.4.20	Gwaɗa ta ga mghama Lazglafta ná, gwaɗiŋta nda wi yeya a wu, ta maravamara mbrakwani. 
1CO.4.21	Ka lagha yu slaghunaghata nda sarak re, ari ka lagha yu slaghunaghata nda zɗakwa ghəŋa ɗa, nda ya nda ɗva kaghuni a na? Zba a wa zba ta ya ta kumə kuni mida.
1CO.5.1	Ka lu ta mnay ta snə yu ma luwa ná, mamu hliri mataba ghuni. Dər gwal kul snaŋtá Lazglafta ná, haɗ həŋ ta nzaku manda tsaya wa. Ta hani sana mndu nda markwa dani, ka lu. 
1CO.5.2	Ma ŋa dzata ghuni ta ghəŋ ka taw, ka ghzliŋtá tsa mndu ya mataba ghuni ná, ghərɓaku ŋa ghuni ta ghərɓay ta ghəŋa tsa. 
1CO.5.3	Dər má diʼiŋ nzatanzakwa ɗa nda kaghuni ná, kawadaga yu nda kaghuni ma sulkuma vgha ɗa. Nda ghada tsanaghata ɗa ta guma ta mndərga mndu ta magatá skwi manda tsaya, manda skwi hada yu kawadaga nda kaghuni. 
1CO.5.4	Tsatsa yu ta tsa guma ya nda hga Mghama mu Yesu. Skwi ta mnaghunata yu ná, tskavawatska. Ka tskavatska kuni katsi, ya kawadaga sulkuma vgha ɗa nda kaghuni. Kawadaga mbrakwa Mghama mu Yesu guli nda kaghuni. 
1CO.5.5	Ka vlaŋta kuni ta tsa mndu ya ta halaway, ŋa ɓadziŋtá sluʼuvghani, kada mbanafta Lazglafta ta hafani baɗu vragata Mghama mu Yesu.
1CO.5.6	Ngha a iʼi ta skwi ŋa ghərɓay kaghuni ta ghərɓaku wa. Sna a kuni kazlay: Kuseta ta is ná, ta ŋlanafŋla ta inda hwaɗatá hupa buradi kəʼa ra? 
1CO.5.7	Kliŋwa kla ta tsa dmaku ta nzakway manda is ya mataba ghuni, dzaʼa kəl kuni ka nzata hezleʼ manda hwaɗatá hupa buradi kul haɗ is mida. Aŋ mndani, nda sna yu kazlay: Ghuɓighunis ghuɓa Lazglafta hezleʼ nda ma mta ta Yesu Kristi kəʼa. Tsatsi ná, nda nza manda Zwaŋa Tuwak ta hnə lu ŋa za skala Pak
1CO.5.8	Ma zə mu ta tsa skala Pak nda buradi nda is ŋa ghalya mida ya. Tsa is ya ná, maga ghwaɗaka skwi ya. Zama za nda buradi kul haɗ is mida ta nzakway ka vərɗani dzeʼdzeʼ ya. Nda ŋuɗuf ya nda ghuɓa, tɗukwa
1CO.5.9	Ma tsa ɗelewera ɗa vindaghunaf yu ghalya ya ná, mnaghunamna yu kazlay: Yaha kuni da ksa nzaku nda gwal ta hliri kəʼa. 
1CO.5.10	Tsa mnay mnə yu ya ná, ta mnə ta ghəŋa gwal ma ghəŋa haɗik, ta hliri, ta tsagana, ta ghali, ta wuya skwi a yu wa. Ka má mantsa tsi katsi ná, má sliʼagapsliʼa kuni tkweʼ ma ghəŋa haɗik. 
1CO.5.11	Skwi mnə yu ŋa ghuni ná, ma ksə kuni ta nzaku nda mndu ta mnay kazlay: Krista iʼi kəʼa ta mataba tsa ná, ta hliri, ta tsagana, ta wuya skwi, ta kuslemberaku, ta ghuyaku, ta ghali. Yaha kuni walaŋtá tsghə da hliba turtuk kawadaga nda mndərga tsa mndu ya.
1CO.5.12+1CO.5.13	Nu gwaɗa iʼi nda gwal kul sagha zlghaftá Kristi ná, Lazglafta a dzaʼa tsa guma ta ghəŋa tsaha ya ra. Gwal mataba kaghuni ŋa ghuni dzaʼa tsa guma ta ghəŋa taŋ. Ka defteri na: «Ghzlapwaghzlap ta mndu ta maga ghwaɗaka skwi mataba ghuni
1CO.6.1	Ka sliʼafsliʼa skwi mataba sani nda sani mataba ghuni katsi, waka sani dzaʼa walaŋtá dzaʼa kla tsa gwaɗa ya da gwal guma kul snaŋtá Lazglafta, ka zluŋtá mnduha Lazglafta na? 
1CO.6.2	Sna a kaghuni kazlay: Mnduha Lazglafta dzaʼa tsa guma ta ghəŋa mnduha ghəŋa haɗik kəʼa ra? Ka si kaghuni dzaʼa tsa guma ta ghəŋa mnduha ghəŋa haɗik ya ní, slaghu a kaghuni ka tsatá guma zwana skwiha kiʼa kiʼa ra? 
1CO.6.3	Sna a kaghuni kazlay: Amu dzaʼa tsa guma ta ghəŋa duhwalha Lazglafta kəʼa ra? Skwi mataba nzakwa mu yeya dzaʼa trapta mu tama rki! 
1CO.6.4	Ka mamu skwiha mantsa ya ta slata mataba ghuni katsi, ka klafta kuni ka klaghata da gwal guma kul haɗ ghzliwa taŋ da Igliza Lazglafta ná, 
1CO.6.5	aya hula! Ka iʼi nda kaghuni. Ŋwaya ki mndu dər turtuk nda ɗifil ma ghəŋani prək ka dzraghunaftá skwi mataba ghuni na? 
1CO.6.6	Ra a ka klay ghuni ta gwaɗa mataba kaghuni gwal zlghay nda ŋuɗuf ha ka klay ghuni da gwal guma kul snaŋtá Lazglafta wa.
1CO.6.7	Nda nza tsa wluvusta ta wluvusta kuni ta vgha mataba ghuni ya ka ɓadzaku. Ka gagha ga mndu ta gwaɗa, ksay gha ta ŋuɗuf. Ka ghala ghala mndu ta kagha, zlanata gha. 
1CO.6.8	Nda va tsaya ya ná, tsa kaghuni ya ta ganatá sani. Va tsa kaghuni ya ta ghwalguduŋtá skwa sani, kulam nda va tsa nzakwa ghuni ka zwanama ya. 
1CO.6.9	Sna a kaghuni kazlay: Haɗ vla gwal ta ga dmaku ma ga mghama Lazglafta wu kəʼa ra? Ma nanə kuni ta ghəŋa ghuni. Ɗina ka snaŋta ghuni kazlay: Gwal ta ga sliʼiŋsliʼiŋ, nda gwal ta wuya skwi, nda gwal ta hliri, nda gwal ta hani zgun nda zgun, marakw nda marakw, 
1CO.6.10	Nda gwal ta ghali, nda gwal ta haraʼu ta iri nda gwal ghuyaku, nda gwal ta kuslemberaku, nda gwal ta zlaʼuwa mndu ná, haɗ həŋ dzaʼa lami da ga mghama Lazglafta wu kəʼa ra? 
1CO.6.11	Manda tsaya si nzatá nzakwa sanlaha mataba ghuni ghalya. Ndana tama, Sulkuma Lazglafta mu ta ghuɓaghunata, ka nzatá kuni hezleʼ, ka naghunafta ka ŋərma mndu kabga zlghafta ghuni ta Mghama mu Yesu Kristi.
1CO.6.12	«Haɗ skwi piyɗif lu ta ghəŋani wu,» ka sanlaha mataba ghuni ta ndanay. Tsaw inda skwi a nda ra wu. «Laviŋlava yu ta maga inda skwi guli,» ka sanlaha. Tsaw haɗ iʼi dzaʼa ga vuʼa sana skwi wa. 
1CO.6.13	«Skwa zay ná, ŋa huɗi a ra? Huɗi guli ná, ŋa skwa zay a ra?» ka kuni ta mnay guli. Tsaw nda skwa zay tani, nda huɗi tani, dzaʼa ɓadziŋɓadza Lazglafta ta həŋ his his. Sluʼuvgha ná, magaf a Lazglafta ŋa maga sliʼiŋsliʼiŋ nda tsi wa. Nda nza sluʼuvgha ŋa Mgham Yesu, ta nzata Mgham Yesu ka ŋa sluʼuvgha. 
1CO.6.14	Ma mtuta Mghama mu Yesu ná, Lazglafta ta sliʼaganapta ma mtaku. Tsatsi dzaʼa sliʼagamapta ma mtaku nda mbrakwani guli.
1CO.6.15	Sna a kuni kazlay: Sluʼuvgha ghuni ná, fawaya vgha Kristi ya kəʼa ra? Dzaʼa nda ra ka klafta ɗa ta fawaya vgha Kristi ka ndiʼanafta nda sluʼuvgha karwa rki? Magava a wu! 
1CO.6.16	Sna a kuni kazlay: Mndu ta ndiʼaftá vghani nda karwa ná, ka skwa turtuk vgha taŋ nda tsi kəʼa ra? Tsa mnduha his ya dzaʼa nzata ka sluʼuvgha turtuk
1CO.6.17	Mndu ta zlanaŋtá ghəŋani ta Mgham Yesu ná, ka skwa turtuk ndana taŋ nda Mgham Yesu.
1CO.6.18	Tsaya tama, zlaŋwa sliʼiŋsliʼiŋ. Hamata dmakuha ta magə lu ná, ta ɓla vgha ta magaʼata lu. Mndu ta fatá sliʼiŋsliʼiŋ ka slnani, ŋa vərɗa sluʼuvghani ta ga tsi ta dmaku. 
1CO.6.19	Sna a kuni kazlay: Sluʼuvgha ghuni ná, həga Sulkum nda ghuɓa ya kəʼa ra? Lazglafta ta vlaghunata ŋa nzaku ma kaghuni, ta ka ŋa ghuni a vgha ghuni tama wa. 
1CO.6.20	Vara vara Lazglafta ta kaghuni nda skwi nda bla. Tsaya tama, vlaŋwa glaku ta Lazglafta ma skwi ta magə kuni nda sluʼuvgha ghuni.
1CO.7.1	Ndanana tama, wana yu ta zlghaghunaftá wa skwiha ya vindiɗif kuni: Ɗina ka nzata mndu kul kla marakw. 
1CO.7.2	Tsaw tama ná, ŋa wara hliri ná, ɗina ka klafta mndu ta marakw, ta dzaʼa marakw guli da zəʼal. 
1CO.7.3	Ka vla zəʼal ta vghani ŋa markwa taŋ. Ka vla marakw guli ta vghani ŋa zəʼala taŋ. 
1CO.7.4	Vgha marakw ná, ŋani a wu ŋa zəʼala taŋ ya. Vgha zəʼal guli ná, ŋani a wu ŋa markwa taŋ ya. 
1CO.7.5	Ka dzraf nda dzra a kuni ŋa fitik rets kabga ŋa maga duʼa wu katsi ná, yaha sani da kwalaghutá vla vghani ŋa sani. Tahula tsaya, ka vrəglanafta kuni ta guya vgha ghuni manda va ya snu kuni, da traptá kuni ta ŋafta ghudzaku ma vgha ghuni, da mutsaftá halaway ta ghurum ŋa ŋraptá kaghuni.
1CO.7.6	Hiɗaku ŋa iʼi ta vlaghunata, ka nzata tsi ka tkweʼa ka yu nda kaghuni wa. 
1CO.7.7	Ka má manda ndana iʼi tsi ná, má manda ŋa ɗa ka mnduha nzata, ka iʼi. Tsaw dər wa nda ŋani ma zɗakatahuɗi vlaŋ Lazglafta. Yeya ŋa gha, kaʼa nda ya, yeya ŋa gha kaʼa nda sani.
1CO.7.8	Skwi mnə iʼi ná, ta mnay yu ŋa gwal kul haɗ markwa taŋ nda miʼa wadguha ná, ɗina ka kɗay ghuni ta nzakwa ghuni turtukwa ghuni manda iʼi na. 
1CO.7.9	Ala ka si laviŋ a kuni ta ŋafta wu katsi, kluvwakla ta vgha. Dər kluvtá vgha ka nzata ka suʼay.
1CO.7.10	Wya zlahu ta mnanata yu ta gwal ta kluvtá vgha taŋ, iʼi a ta mnay guli wu, mgham ta mnata kazlay: Yaha marakw da dgata vgha nda zəʼala taŋ kəʼa. 
1CO.7.11	Ala ka dgadga tsi ta vgha nda zəʼala taŋ ya, nzatani mantsa, yaha tsi kləgəltá sana zəʼal. Ka mantsa a tsi wu dzrəglaftani nda zəʼala taŋ. Yaha zəʼal da ghzliŋtá markwa taŋ guli.
1CO.7.12	Wya skwi ta mnə iʼi ka ghəŋa ɗa ŋa sanlaha, Mgham a ta mnay wa. Ka mamu mnda zlghay nda ŋuɗuf kul zlghaftá markwa taŋ ta Yesu Kristi katsi, tsaw ta kumay tsa marakw ya ta kɗa nzakwani nda tsa zəʼala taŋ ya katsi, yaha tsa mndu ya da ghzliŋtá tsa markwa ya. 
1CO.7.13	Manda va tsaya guli, ka mamu marakw ta zlghaftá Yesu Kristi nda zəʼala taŋ kul zlghaftá Yesu katsi, tsaw ta kumay tsa mndu ya ta kɗa nzakwani nda tsa marakw ya katsi, yaha tsa marakw ya laghu ga taŋ. 
1CO.7.14	Kəl yu ka mnay manda tsaya ná, kabga nda ghuɓa tsa guyatá vgha tsa mndu kul zlghaftá Kristi ya nda markwa taŋ ta zlghafta ya. Mantsa ya guli, nda ghuɓa tsa guyata vgha marakw kul zlghaftá Kristi nda zəʼala taŋ ta zlghafta ya. Ka má nza a tsi mantsa ná, má dzaʼa nzaku zwana taŋ manda zwana gwal kul snaŋtá Lazglafta. Wya kahwathwata guli ná, nda ghuɓa nzakwa taŋ da Lazglafta. 
1CO.7.15	Ka ta haɗ yu nda kagha wu, ka tsa kul zlghafta Kristi ya ná, dgaghutani ta vghani. Ma tsaya tama, dər zəʼal tsi, ka dər marakw a tsi ma zlghay nda ŋuɗuf, flauʼ nzakwani kabga hgaŋ hga Lazglafta ta kaghuni ŋa nzaku nda zɗaku. 
1CO.7.16	Kagha marakw ta zlghaftá Yesu, nda sna kagha kazlay: Dzaʼa mbanafmba yu ta zəʼala ini kəʼa ra? Kagha zəʼal ta zlghaftá Yesu, nda sna kagha kazlay: Dzaʼa mbanafmba yu ta markwa ini kəʼa guli ra?
1CO.7.17	Ka mantsa a tsi wu ná, ka nza dər wa ta nzaku manda ya vlaŋ Lazglafta. Ka nza dər wa ta nzaku manda ya hgaŋ Lazglafta guli. Tsaya ta mnə yu ŋa inda Igliz. 
1CO.7.18	Ka nda tsa fafaɗa mndu ta hgafta Lazglafta katsi, ma thəgəl tsi kazlay: Madər tekeʼa fafaɗa ɗa kəʼa. Ka ta nda fafaɗani mndu ta hgafta Lazglafta guli, ma thə tsi guli kazlay: Ka tsiŋtsa yu kəʼa. 
1CO.7.19	Dər tsanaghuha lu, haɗ skwi tsanagha tsi wu, dər tsanaghu a lu wu, haɗ skwi tsanagha tsi wu, snata zlaha Lazglafta malani. 
1CO.7.20	Ka kinawu nzakwa mndu ta hgafta Lazglafta ya ná, nzakwani manda va tsaya. 
1CO.7.21	Ka si ka vuʼa ka ta hgafta Lazglafta ta kagha, ma ndanu ka. Ala ka mamu tva mutsafta gha ta nzaku falauʼ vgha katsi ya, mutsumutsa katək. 
1CO.7.22	Ka dər ka vuʼa mndu ta hgafta mgham Lazglafta katsi, nda pla vgha tsa mndu ya da Mgham Lazglafta. Manda tsaya, mndu kul haɗ ka vuʼa ta hgafta Lazglafta ná, ka vuʼa Kristi tsatsi guli. 
1CO.7.23	Nda bla varata lu ta kaghuni, ma niŋ kuni ta ghəŋa ghuni ka vuʼa mnda səla. 
1CO.7.24	Ka kinawu nzakwa mndu ta hgafta lu ya zwanama, nzakwani mantsa ta kəma Lazglafta.
1CO.7.25	Ta ghəŋa gwal kul kluvtá vgha taŋ ya, skwi ta ndanu yu dzaʼa yu mnay, ya snaŋ yu da Mgham Yesu a wa. Dzaʼa snay kuni ta gwaɗa ɗa kabga mndu ta fə lu ta ghəŋ tida yu.
1CO.7.26	Ta ghəŋa na blakwa nzaku na ná, wya skwi ta ndanu yu: Ɗina ka nzakwa mndu mantsa. 
1CO.7.27	Ka klafkla ka ta marakw katsi, ma zbəgəl ka ta dgatá vgha nda tsi. Ka klaf a ka ta marakw wu, ma zbə ka ta marakw. 
1CO.7.28	Ka klafkla ka ta marakw, ga a ka ta dmaku wa. Ka laghula makwa da mndu guli, ga a ta dmaku wa. Nziya nza tsi ná, dzaʼa ghuyay ta ɗaŋwa ma sluʼuvgha. Ta kumay yu ta klaghunapta ma tsa ghuya ɗaŋwa ya.
1CO.7.29	Wya skwi ta kumə yu ta mnay zwanama: Ta sira a fitik wu, daga ndanana, ka nza gwal nda marakw mista taŋ, manda gwal kul haɗ nda marakw. 
1CO.7.30	Ka nza gwal ta taw, manda gwal kul haɗ ta taw. Gwal ta rfu guli, manda gwal kul haɗ ta rfu. Gwal ta dzawatá skwiha guli, manda gwal kul haɗ skwi da həŋ. 
1CO.7.31	Ka nza gwal ta za mgham ma ghəŋa haɗik, manda gwal kul haɗ ta za mgham, kabga ndusa na ghəŋa haɗik na ka kɗaku.
1CO.7.32	Ta kumay yu ta nzakwa ghuni kul haɗ ma ndanu. Mndu kul klafta marakw ná, ta ghəŋa tva skwiha ta zɗəganata Lazglafta yeya ta ndanə tsi. 
1CO.7.33	Ama mndu ta klaftá marakw, ta ndanay ta skwiha ma ghəŋa haɗik ŋa zba tva zɗəganatani ta markwa taŋ. 
1CO.7.34	Tsaya tama, his skwi ta ndanə tsi. Mantsa marakw kul haɗ zəʼalani nda makwa ta həga guli. Ta ghəŋa tva skwiha ta zɗəganata Mgham Yesu yeya ta ndanə həŋ. Tva skwiha ta zɗəganatá Mgham Yesu yeya ta ndanə həŋ, kabga fafa həŋ ta ŋuɗufa taŋ, nda ghəŋa taŋ tani, ŋa Lazglafta. Marakw ga zəʼal ná, ta ndanay ta skwiha ma ghəŋa haɗik ŋa zba tva zɗəganatani ta zəʼala taŋ.
1CO.7.35	Ŋa kata kaghuni tsa skwi ta mnə yu ya, ŋa tsaghunamtá matsavaɗa a wa. Ta kumay yu ta magay ghuni ta skwiha ta raku, ka ndiʼafta kuni ta vgha nda Mgham Yesu kul haɗ sana ndanu.
1CO.7.36	Ka lagha duhwal nda makumidzani mantsa: Kla a yu ta kagha wu kaʼa, tahula tsa, ka ndanuglaptá tsi kazlay: Dmaku tsa skwi ya magana yu kəʼa, tsaw tata tɗu ŋuɗufani tida ta kumay ta klay katsi, ka kla tsi. Maga a ta dmaku wa. 
1CO.7.37	Ka lagha duhwal ka kurata kazlay: Kla a yu ta marakw wu kəʼa, grafgra guli kazlay: Mantsa ya nzakwani kəʼa ma ŋuɗufani mndu a ta pyafta wu kəʼa katsi, ɗina tsaya. 
1CO.7.38	Tsaya tama, ka klafkla mndu ta marakw ná, ɗina tsaya. Ka kla a yu ta marakw wu, ka mndu guli ná, mal tsaya ɗinakwani.
1CO.7.39	Ka ta ndiri zəʼala marakw katsi ná, yaha walaŋta dzaʼa mista sana zəʼal. Ala ka nda mta zəʼala taŋ katsi, laviŋlava ta dzaʼa mista sana zəʼal ta kumə tsi. Nziya nza tsi, mista mnda zlghay nda ŋuɗuf katsi. 
1CO.7.40	Ka má manda ndana iʼi tsi, mal ma nzatani mantsa ya dzaʼa mutsafta tsi ta rfu, ka ya dzaʼa laghu tsi mista sana zəʼal. Nda sna yu guli kazlay: Mamu Sulkuma Lazglafta da iʼi kəʼa.
1CO.8.1	Skwi ya dzaʼa yu gwaɗay ndana, dzaʼa gwaɗay yu ta ghəŋa sluʼa skwa wuyay. Manda va ya mnə kuni kazlay: Nda sna mu ta inda skwi kəʼa ya ná, manda va tsaya nzakwani. Ama tsa snaŋta skwa mu ya ná, ta vlamata gla ghəŋ. Ɗvuvusta vgha skwi dzaʼa kla amu ta kəma ta kəma. 
1CO.8.2	Ka nda sna iʼi ta skwi ka mndu ta ndanay katsi ná, ta sna a tsa mndu ya ta skwi manda ya ta raku ka snaŋtani wa. 
1CO.8.3	Ka ɗvuɗva mndu ta Lazglafta katsi, tsa mndu ya ná, nda sna Lazglafta ta tsatsi.
1CO.8.4	Taghəŋa skwi ta nghanatá za sluʼa skwa wuyay, wya tsi: nda sna amu skwi ka bətbət na skwa wuyay ma ghəŋa haɗik kəʼa. Turtuktuk Lazglafta guli. 
1CO.8.5	Aŋ mndani, mamu skwiha ta garə mnduha nda Lazglafta. Manda va tsaya ná, nda ndəgha «lazglaftaha» nda ndəgha «mghamha» guli. 
1CO.8.6	Dər ma mantsa tsi, ŋa amu ná, turtuktuk Lazglafta ta nzakway ka Da mu, ta zlaganapta inda skwi ma ghəŋa haɗik. Ŋani amu guli. Turtuktuk mghama mu guli, tsaya Yesu Kristi zlaganap Lazglafta ta inda skwiha nda ma tsatsi ya, ma tsatsi nzata amu nda hafu guli.
1CO.8.7	Dər nda sna amu kazlay: Haɗ hafu ma skwa wuyay wu kəʼa ná, sna a sanlaha mantsa ya wa. Ta zə həŋ ta sluʼa skwa wuyay ná, manda va skwi mamu hafu ma tsa skwa wuyay ya ka həŋ ta ndanay, kabga snusna həŋ nda skwa wuyay. Ta mutsa a mbrakwa taŋ ma zlghay nda ŋuɗuf wu, ŋriŋnisŋra na sluʼi zu ŋni na ka həŋ ta ndanay. 
1CO.8.8	Skwa zay a dzaʼa kladamaghata da Lazglafta wa. Dər má ta zay mu, dər má za a mu wu, haɗ skwi tsamagha tsi wu, haɗ skwi htamaghu tsi guli wa.
1CO.8.9	Aŋ mndani, laviŋlava kuni ta za inda skwi ta kumə kuni, ama ɗasuwa ka kuni da nzaku kuni ka skwa tuthun da gwal nda hta mbrakwa taŋ ma zlghay nda ŋuɗuf nghər həŋ ta kaghuni. 
1CO.8.10	Tsa lagha mndu kul mbraku ma zlghay nda ŋuɗuf ka nghaŋtá kagha nda «sna ta skwi» ya kay, ta nzaku ma həga skwa wuyay ta za sluʼa skwa wuyay katsi ní, haɗ tsatsi dzaʼa mnay: Ka za iʼi guli kəʼa ra? 
1CO.8.11	Tsaya tama, tsa skwi maga kagha ta mnay kazlay: Nda «sna iʼi ta skwi» kəʼa ya ta zaɗiŋtá tsa zwaŋama kul haɗ mbrakwani mtu Kristi ta ghəŋa tsatsi ya guli. 
1CO.8.12	Ma tsa magay ghuni ta dmaku ka zlabiŋtá zwanama ma ndanu kul haɗ mbrakwa taŋ ya, maganatá vərɗa Kristi kaghuni ta tsa dmaku ya. 
1CO.8.13	Tsaya tama, ka si skwa zay dzaʼa zləmbiŋta zwaŋama ɗa katsi ná, haɗ yu dzaʼa walglaŋta za sluʼi ɗekɗek wu, kada kwala yu zləmbiŋtá zwaŋama ɗa.
1CO.9.1	Laviŋ a yu ta maga inda skwi wu ra? Ghunata mnda Yesu Kristi a yu wu ra? Ngha a yu ta Mgham Yesu nda ira ɗa wu ra? Pəghatá ghəŋa slna ɗa ma Mgham Yesu a kaghuni ra? 
1CO.9.2	Dər má fa a sanlaha ta iʼi ka ghunatá mnda Mgham Yesu wu ná, ka ŋa kaghuni ná, nda nza yu kabga iʼi ta mnaghunata Lfiɗa Gwaɗa kəl kuni ka nzakway ka gwal zlghay nda ŋuɗuf.
1CO.9.3	Wya skwi ta kəl yu ka huzla gwaɗa da gwal ta mana iʼi: 
1CO.9.4	Má ra a ka mutsay ŋni ta skwi ŋa zay, nda ya ŋa say ŋni ma slna ta magə ŋni ra? 
1CO.9.5	Laviŋ a aŋni guli má ta kliŋtá mukuma ma zlghay nda ŋuɗuf ta nzakway ka markwa ŋni manda ŋa sanlaha ma gwal ghunay, nda i zwanamani ma Mgham Yesu, nda Kefas wu ra? 
1CO.9.6	Ari aŋni nda Barnabas yeya a ŋa maga slna ka mbalay na? 
1CO.9.7	Ta kɗə snaŋta kaghuni ta sludzi ta maga slna, tsatsi guli ta zuŋtá ghəŋani ra? Mamu mndu ta ŋəɓata fu ná, kul za yakwani ra? Ari mamu a mndu ta ngha rini ná, kul sa uʼa tsa rini ya na?
