MAT.1.2	Burahemu wamuzhala Isaka. Isaka akimuzhala Jakobu. Jakobu akimuzhala Juda na nduguze a kilume. 
ACT.15.15	Go maneno ga o manabii be ganagwirana na ut'u uu. Here Maoro gaambazho,
ACT.15.16	na niiake lusha yo nyumba ya Daudi iriyogwa.
ACT.15.16	Nindayujat'o kaheri,
ACT.15.17	ili o at'u masereo mamumale Bwana;
ACT.15.17	na o at'u osi mario si Ayahudi
ACT.15.17	ambao manaifwa na dzina rangu manimale.
ACT.15.17	Vivi ndo aambazho ye Bwana ahendaye maut'u gaga gosini,
ACT.15.18	ambago wahenda gamanyikane kula kapindi na kapindi.’ ”
ACT.15.20	ela hat'u ha vizho, siswi nafuaorere baruwa ya kuambira kukala masirye zhakurya ambazho vidzambozezwa vizuka na masizinge, na masirye nyama a kushongolwa, kidza masirye mulatso. 
ACT.15.21	Kwani yo Sheria ya Musa be inahubiriwa kahi za kila mudzi kula hangu ho kare na kidza inashomwa kahi za masinagogi kila ifikaho siku ya Sabato.”
ACT.15.23	Makiahuma mende na baruwa ii iambayo vivi:
ACT.15.23	“Siswi ndugu zenu ahumwi hamwenga na azee a kanisa, hunamulamusa ninwi at'u murio k'amu Ayahudi, ela munamukuluhira Mulungu. Ninwi ambao mu kuko mudzi wa Anitiokia, na jimbo ra Siria, na Kilikia. 
ACT.15.24	Siswi fwapata uv̱oro kukala kuna at'u fulani mariombola kahi zehu hasiho ruhusa yehu na makidza kuko makidzamubudzya akili kwa gago marigonena. 
ACT.15.25	Kwa vizho hosini hudzaona ni vidzo, fuhume at'u mamudzirire. At'u aa fudzaagwizanya na asena ehu airi, Barinaba na P'aulo. 
ACT.15.26	Anaalume aa, Barinaba na P'aulo were ma thayari kufwa kwa ut'u wa ro dzina ra Bwana wehu Jesu Masihi. 
ACT.15.27	Kwa vizho hudzamuhuma Juda na Silasi ambao gaga hugaorago, be mandakudzagaelezat'o na milomo yao enye kuko. 
ACT.15.28	Ye Roho Mweri na siswi, be fwaona ni vidzo kutsamuhika mizigo na ut'u wowosi hasihokala gaga machache thu. 
ACT.15.29	At'u ninwi musirye chakurya kidzichombozerwa sadaka vizuka, musirye mulatso, musirye nyama adziyehenda kushongolwa na musizinge. Bai mukidzirinda na gaga mundakala munahenda kit'u cha mana. H'aya kalani azima.”
ACT.15.30	Bai at'u ao machambozwa na makitharamuka ko Anitiokia. Marihofika kuko marikusanya ro kanisa na makilazha yo baruwa. 
ACT.15.31	Bai o at'u marihoishoma madzalwa ni fwahiro kwa kukala vizho virizhokala vidzaorwa mo ndani be were vinaap'a moyo. 
ACT.15.32	Ndo Juda na Silasi, mario were ni manabii, makinena manji kuap'a moyo na kuangiza nguvu o ndugu. 
ACT.15.33	Bai at'u ao makala kuko wiki za kuthala na badaye makimbozwa ni o ndugu mauye na dheri kwa ao mariokala maahuma. [ 
ACT.15.34	Ela Silasi akiona baha aimeime kuko kwandza.] 
ACT.15.35	P'aulo na Barinaba makibaki ko Anitiokia, ambako ao hamwenga na andziyao anji mafundisha na kuhubiri neno ra Bwana kuko.
ACT.15.36	Badaye P'aulo wamwamba Barinaba, “Hedu nahuuye kahi za yo midzi huriyohubiri neno ra Bwana, fukaalole o ndugu chamba manaendereradze.” 
ACT.15.37	Vikara Barinaba akikala ahendzazho ni mamuhale Johana Mariko, mende osi, 
ACT.15.38	ela P'aulo akizhona mbai, mana marihokala P'amufulia ye Johana waaricha o ani P'aulo na k'aenderere nao kahi za yo kazi. 
ACT.15.39	K'uzhona zho mandanenezana hatha matoke. Bai Barinaba akimuhala ye Mariko na machangira chomboni kwenda kisiwa cha Kuporo. 
ACT.15.40	P'aulo ye akimuhala Silasi akivoyerwa Mulungu ni o ndugu, thio, makiuka. 
ACT.15.41	Bai P'aulo na Silasi makira na Siria na Kilikia kugangiza nguvu go makanisa kuko.
ACT.16.2	Iye T'imoth'i were ananenwat'o ni o ndugu mariotoa ko Lusitera na Ikonio. 
ACT.16.3	K'uzhona zho P'aulo akihendza amuhale mende osi, kwa vizho akimuhala na akimwangiza lwembeni, kwa ut'u wa o Ayahudi mariotoa kahi za lalo riro, mana were osi manamanya kamare kukala ye babaye T'imoth'i si Muyahudi, ela ni Muyunani. 
ACT.16.4	Vikara kahi za charo chao, makira kahi za mudzi uno na mudzi urya, kuap'a o at'u garyahu malagizo garigokizishwa ni o ahumwi na o azee a kanisa ko Jerusalemu, ili magagwire. 
ACT.16.5	Kwa vizho go makanisa gachangizwa nguvu kahi za kuluhiro na wo murongo wao uchangezeka kila siku.
ACT.16.7	Ndoo vivii, hatha manafika hehi na Misia, makijeza kwenda Bith'inia ela iye Roho wa Jesu k'aaruhusire mende bule. 
ACT.16.8	Kwa vizho makikira na Misia na makitharamuka bandari ya T'eroa. 
ACT.16.9	Usiku uwo P'aulo akiona maono, akiona mwanamulume wa Mak'edonia aimire na anamubembeleza na kumwamba, “Vuka udze Mak'edonia ufwavize.” 
ACT.16.10	Bai arihokala P'aulo adzaona maono gago, fwadziondzola-ondzola na mara mwenga hukiuka kwenda ko Mak'edonia, kwa kukala fwamanya kamare kukala Mulungu anafwiha hukaambire wo Uv̱oro Udzo kuko.
ACT.16.11	Kwa vizho fuchangira chomboni kula ho T'eroa na fukifururiza mwenga kwa mwenga muhaka kisiwa cha Samoth'irake, na siku ya hiriye fuchangira bandari ya Neapoli. 
ACT.16.12	Furihouka Neapoli fwakwenda na magulu muhaka Filipi. Mudzi uu were ndo wa kwandza kahi za jimbo riro ra Mak'edonia. Mudzi uu were waakwa ni Arumi nao were ndo anji mumo. Bai fukikala kuko siku za kuthala. 
ACT.16.13	Na siku ya Sabato irihofika fwawombola wo mudzi na fuchenda hat'u muhoni, kumala haryahu hat'u ambaho Ayahudi ni kuthunganana makavoya. Bai hurihohapata fwakeresi na hukikwatya kunena wo Uv̱oro Udzo wa Mulungu na o anaache mariokala madzire haho mavoyoni. 
ACT.16.14	Kahi za ao mariokala haho kusirikiza, were ni mwanamuche mumwenga aifwaye Lidia wa kula mudzi uifwao Thiyatira. Lidia were ana biashara ya kuguza vithambaa zha zambarau, naye were ni mut'u amuvoyaye Mulungu. K'uzhona zho Bwana akimuvugula moyowe ili akubali garyahu garigokala gananenwa ni P'aulo. 
ACT.16.15	Badaye iye na nyumbaye marihokala madzabat'izwa, wahusitira akiamba, “Chamba munaona kukala mimi ninamwamini Bwana jeri, be zho zha mu kuku, hindeni mukakale kwangu.” Na lola be akihusitira zhomu sana hatha fukiona baha fwende fukakale ko kwakwe.
ACT.16.17	Musichana yuyu wakala akimuthuwa-thuwa P'aulo na siswi angine na kupiga k'ululu na kuamba, “At'u alume aa be ni ahumiki a Mulungu ariye dzulu ya zhosi, nao manamwambiriza ninwi ngira ya kumwakola.” 
ACT.16.18	Na ut'u uu be ye musichana wauthuwa-thuwa siku nyinji zenye hatha P'aulo vikimusinya. Ndo siku mwenga P'aulo akimugalukira na akimwamba ye p'ep'o, “H'aya, kwa dzina ra Jesu Masihi mwambole kare be vivi!” Na haho henye ye p'ep'o akimwambola ye musichana.
ACT.16.19	Bai aryahu abomue yuyahu musichana marihoona kukala cho maricho were madzakikuluhira kiangizire p'esa k'akiho kaheri, mamugwira P'aulo na Silasi na makiav̱urura muhaka kwa vilongozi a wo mudzi. 
ACT.16.20	Makiaika mbere za o abomu na makiamba, “At'u alume aa ni Ayahudi, na manareha fujo kahi za mudzi wehu, 
ACT.16.21	kwa kufundisha maadha garigo k'avidimikika siswi Arumi kugagwira na kugathuwa.” 
ACT.16.22	Bai ro kundi ra at'u rikidzangiza mo h'uwoh'uwoni, na makiaheha o ani P'aulo na Silasi na maneno. Aryahu abomu makitharura-tharura zo nguwo za ani P'aulo na makilagiza matandikwe. 
ACT.16.23	Vikara marihogonya kutandikwa mahalwa na makitsufwa jela, na iye shikari wa mo jela akilagizwa kwamba ahakikishe k'amachimbirire. 
ACT.16.24	K'uzhona zho ye shikari jela arihombirwa gaga, waahala o ani P'aulo na akiangiza kahi za chumba cha ndani mumo jela, na akihala go magulu gao akigafunga gogoni. 
ACT.16.25	Bai urihofika usiku ukulu, P'aulo na Silasi makala manavoya na kumuimbira maira Mulungu, na aryahu afungwa angine makikala madzahega masikiro kuasirikiza. 
ACT.16.26	K'uzhona zho haho henye yo ts'i ikithethema ut'u wa kwangalaza, hatha wo musinji wa iyo jela ukithukuka. Haho henye kimoho moho, yo miryango yosi ikisunduka ngh'aa na kila mut'u yo minyororo ikimuvuguka. 
ACT.16.27	Bai ye shikari jela akivumbuluka, k'uzhona zho kuyona yo miryango i wazi, akihala wo mushuwe na akikala anamala kudzalaga, mana waona nikwenda o afungwa madzachimbira. 
ACT.16.28	Ela P'aulo arihoona vizho wapiga k'ululu akiamba, “Hatha bule, sidzalage! Hosini huchere mumu!”
ACT.16.29	Ndo ye shikari jela akilagiza kurefwe mataa. Garihokudza, akingira malo mo ndani ya jela na akidzigwaga mbere za P'aulo na Silasi kuno be anavinwa ni mwiri jeri-jeri. 
ACT.16.30	Bai akiahala akiamboza ko ndze, na akiauza akiamba, “Nihendedze athumia mino, hatha niokoke?” 
ACT.16.31	Makimudzigidzya makimwamba, “Mukuluhire Bwana Jesu, nawe undaokolwa uwe hamwenga na nyumbayo.” 
ACT.16.32	Gonya makimwambiriza Uv̱oro Udzo wa Mulungu, iye na osini mariokala mo nyumbani. 
ACT.16.33	Bai ye shikari jela akiamboza na uwo usiku na akiagesa go maranga gao na k'avitoere akibat'izwa iye hamwenga na o adamue osi. 
ACT.16.34	Gonya ye shikari achenda nao nyumbani kwakwe na achendaambozera chakurya, nao mudzi muzima makikala mana raha, kwa kukala vikara were manamukuluhira Mulungu.
ACT.16.35	Bai kurihocha aryahu abomu a Kirumi mahuma maofisaa ga kwao gende ko jela makamwambe ye shikari wa jela vivi, “Avugule ao at'u mende.” 
ACT.16.36	Ndo ye shikari wa jela akimwamba P'aulo, “O abomu madzaamba kukala uwe na Silasi muvugulwe mwende. H'aya bai mbolani mwende na dheri.” 
ACT.16.37	Ela P'aulo akiambira o maofisaa akiamba, “Mahupiga mbere za at'u hasiho hatha kunenwa yo k'esi idzaho siswi hu at'u a Kirumi. Mahuhala na makihusindikira jela, vino ati manamala kufwamboza kisiri-siri. Hatha bule, ni madze enye madze mafwamboze ndze.”
ACT.16.38	K'uzhona zho o maofisaa machenda na machendaambira o abomu gago garigokala gadzanenwa ni P'aulo. Marihosikira kukala ao ani P'aulo ni at'u a Kirumi, makihondoka. 
ACT.16.39	Bai makidza na makidzaavoya musamaha ndo makiamboza mo jela na makiambira mawombole wo mudzi. 
ACT.16.40	K'uzhona zho P'aulo na Silasi marihombola mo jela, makwenda muhaka nyumbani kwa Lidia, na kuko makithunganana na o ndugu na makiap'a moyo gonya thio makiuka.
ACT.17.2	Vikara P'aulo achenda mo sinagogini here garizhokala mazowerage. Bai akisumurira na o at'u dzulu za go Maoro kila siku ya Sabato muhaka Sabato t'ahu pu. 
ACT.17.3	Kahi za siku zizi za Sabato wakala akiaeleza o at'u na kuanyesa kukala ye Masihi were k'ana budhi apate thabu na afufuke kula kifwani. P'aulo waamba vivi, “Yuyu Jesu nimwambiraye, be nde iye Masihi.” 
ACT.17.4	Kusikira vizho, angine kahi zao mashawishika na makigwirana na ao ani P'aulo na Silasi, na Ayunani anji enye mamwagohao Mulungu na anaache anji mario mana nguma mbidzo kahi za wo mudzi nao dzazho, makikuluhira.
ACT.17.6	Ela marihofika ko kwa Jasoni k'amaaonere bule, k'uzhona zho mandamuv̱urura Jasoni hamwenga na ndugu angine muhaka mbere za o abomu a wo mudzi, kuno be manapiga k'ululu na kuamba, “O at'u alume madziotholathola yo dhunia be madzire haha, 
ACT.17.7	na Jasoni akaakaribisha ko kwakwe nyumbani. At'u alume aa osi, be manazibanda zosi zo sheria za Kaisari kwa kuamba ati kuna muthawali mungine aifwaye Jesu.” 
ACT.17.8	Ro kundi ra at'u na o maofisaa a wo mudzi kusikira vizho, makibudzyika jeri-jeri. 
ACT.17.9	Bai o maofisaa makimwamba Jasoni na o andziye mamboze bondi, marihomboza, makiarichiza machenda.
ACT.17.11	Aryahu Ayahudi a Beroya were ni asikizi hatha kushinda aryahu a Th'esalonike. At'u a Beroya marihosikira wo Uv̱oro Udzo, be mauhokera kwa hamu sana na kidza kila siku makikala manashoma go Maoro mahakikishe chamba go arigonena P'aulo ni ga jeri. 
ACT.17.12	Bai anji kahi za o Ayahudi makuluhira na angine mariokuluhira ni anaache a Kiyunani mario na nguma na at'u anji angine alume.
ACT.17.14	Aryahu ndugu marihoona kit'u kicho, mamuhala P'aulo mara mwenga na makimwamboza achenda p'wani, Silasi na T'imoth'i o makisala ko Beroya. 
ACT.17.15	Vikara aryahu at'u mariokwenda na P'aulo, makwenda naye vivii muhaka mudzi wa Athene. Marihokala manauya, P'aulo waahuma madze maambire Silasi na T'imoth'i, masitoe magwirane kuko Athene.
ACT.17.16	Bai P'aulo arihokala a kuko kuathariza ani Silasi na T'imoth'i, waona wo mudzi wosi be u thele milungu ya vizuka, ut'u uu be wamushononesa sana. 
ACT.17.17	Kwa vizho kila siku wakala akisumurira na o Ayahudi na aryahu Ayunani mamwagohao Mulungu kahi za sinagogi na kidza akisumurira na o at'u arioaona mo masokoni. 
ACT.17.18	Ndo kuchambola alachu angine a chama cha Epikurio
ACT.17.19	Bai makimuhala hatha kirima cha Areopago. Marihofika kuko makimwamba, “H'aya fwambire vikara, hunamala fumanye dzulu za gaga mafundisho masha ufundishago. 
ACT.17.20	Mana fudzakusikira unafundisha maut'u masha uwe, naswi be hunamala humanye yo mana ya gago mafundisho gago.” 
ACT.17.21	(O at'u osi a Athene na o ajeni mariokala manakala kuko were k'amana rorosi mahendaro hasihokala kukeresi na kusumurira na kunena dzulu za maut'u masha-masha.)
ACT.17.22	Bai P'aulo akiungarara kahikahi za wo muthunganano ho Areopago na akiamba, “Nwi at'u a Athene! At'u ninwi ninamona kukala munathuwa dini t'ot'ot'o sana kwa kila upande. 
ACT.17.23	Ela nirihotsembera na kuvilolat'o zho muvivoyazho be naona kijaja kimwenga chenye maoro gaga: ‘KWA MULUNGU ASIYEMANYIKANA.’ Vikara iye muriyemunamuvoya na kuno k'amumumanya be nde ariye ninamala nimwambirize. 
ACT.17.24	Iye Mulungu ariyeumba urumwengu na zhosi virizho mumo urumwenguni, be nde Bwana wa mulunguni na ts'i, naye be k'aishi kahi za mahekalu garigoakwa ni binadamu. 
ACT.17.25	Na k'ahumikirwa ni binadamu dza here kwamba anatsowa kit'u, kwa kukala iye nde amugeraye kila mudamu p'umuzi na kumuhendya adime kusoha na nde mulazhi wa vit'u vingine zhosi. 
ACT.17.26	Mulungu waumba makabila gosi ga at'u kula kwa mudamu mumwenga, naye waumba makabila gaga gosi ili gadime kutoa kahi za urumwengu wosi. Na iye mwenye wapanga kare zo siku mandizoishi na ho hat'u mandihokala. 
ACT.17.27	Mulungu waaumba o anadamu ili madime kumumala na hangine mamufikire na mamone, kwandza hatha k'akure na kila mumwenga wehu. Dza here aimbi enu angine marizhonena na kuamba, 
ACT.17.28	‘Iye, nde ahuhendaye hukaishi na hukanenda na hukakala.’ Na pia aimbi angine maamba, ‘Siswi hu anae.’
ACT.17.30	Bai haho kapindi makathi ga kutsamanya hatha vivi, ye Mulungu wathuwa kumuricha mudamu ahende zho ahendzazho, ela vivi bai anaamuru kukala at'u osi kila hat'u mathubu. 
ACT.17.31	Kwani iye ana siku adziyoyika ambaho andakudzahukumu wo urumwengu muzima kwa ngira ya hachi, na andahenda vizho kukirira na iye mut'u ariyemutsagula. Iye Mulungu adzawanyesa ut'u uu lwazu kwa kumufufula iye mut'u kula kifwani.”
ACT.17.32	Bai o at'u marihosikira uv̱oro dzulu za kufufuka, angine kahi zao mahagwaga kitseko, ela angine o makiamba, “Hundakwiha kaheri udze ufwambire dzulu za kit'u kiki.” 
ACT.17.33	Ndo P'aulo akiuka ho muthungananoni. 
ACT.17.34	Bai angine makikuluhira na makiungana naye. Kahi za at'u ao mariokuluhira were ni Dionisio, mufuasi wa o at'u mariokala makithunganana ho Areopago, na mwanamuche mumwenga aifwaye Damarisi, na angine-angine.
ACT.18.1	Bada ya kunena na o at'u ho Areopago, P'aulo wauka ko Athene na achenda Korintho. 
ACT.18.2	Kuko Korintho akithunganana na Muyahudi mumwenga aifwaye Akw'ila. Mut'u yuyu Akw'ila wazhalwa P'onito, na mo Athene were wakudza dzuzi-dzuzi iye na muchewe aifwaye P'urisila, nao were mambola Italiya, mana were Kilaudio, muthawali mubomu wa Kirumi wamboza amulo kukala o Ayahudi osi makwambole ko Rumi. Bai P'aulo achenda ili makaonane. 
ACT.18.3	Marihoonana, P'aulo watoa hamwenga nao na makihenda kazi ya kutengeza mahema osini, mana P'aulo were ni fundhi wa mahema dza here o ani P'urisila na Akw'ila. 
ACT.18.4	Kidza P'aulo wakala akisumurira na Ayahudi na Ayunani kahi za sinagogi kila siku ya Sabato kujeza kuavuha.
ACT.18.6	Ela aryahu Ayahudi marihomukanaiza P'aulo na kumuhukana-hukana, iye P'aulo wahala zo nguwoze akizikut'a-kut'a kunyesa kukala mandamanya enye, akiamba, “Mundamanya enye muchangamika, mut'u mimi be simo. H'aya kula vivi be ninenda kwa aryahu at'u mario si Ayahudi.”
ACT.18.7	P'aulo achambola mo sinagogini na achenda nyumbani kwa mut'u mumwenga aifwaye Titio Jusito, ambaye ni mut'u ariyekala akimuvoya Mulungu. Nyumbaye mut'u yuyu yere i hehi na ro sinagogi. 
ACT.18.8	Bai mubomu mumwenga wa ro sinagogi aifwaye K'irisipo wamukuluhira Bwana Jesu, iye hamwenga na nyumbaye, na kidza Akorintho anji marihomusikira P'aulo, makuluhira na makibat'izwa.
ACT.18.10	Mimi ni hamwenga nawe, na k'ahana mut'u yoyosi andiyekuvamia kukuhenda ut'u wowosi uwi, kwa kukala kahi za mudzi uu be nina at'u a kwangu anji enye.” 
ACT.18.11	Kwa vizho P'aulo akikala ko Korintho kwa muda wa mwaka mumwenga na nusu kuafundisha o at'u neno ra Mulungu. 
ACT.18.12	Vikara wakathi Galio arihokala luwali wa jimbo ra Akaia, Ayahudi angine maungana na machendamugwira P'aulo makidza naye kotini. 
ACT.18.13	Makiamba, “Mut'u yuyu anajeza kuavuha at'u ili mamuvoye Mulungu kahi za ngira ambazo be zi kinyume na sheria yehu.”
ACT.18.15	Ela kwa kukala maut'u gaga ganahusu madzina na maneno genu na sheria yenu enye, be sindatosa maut'u gago, hatha be gabambanyeni enye.” 
ACT.18.16	Kwa vizho akiainga mo kotini. 
ACT.18.17	Ndo osi makimugwavukira Sosithene, mubomu wa sinagogi makimutandika mbere za yo koti, ela Galio k'avirungire.
ACT.18.18	Bai P'aulo wakala ko Korintho siku za kuthala, gonya akilagana na o ndugu na achangira chomboni akikwatya kwenda Siria, iye hamwenga na P'urisila na Akw'ila. Ela bai kabila k'adzauka wahala zo nyereze akizinyola
ACT.18.19	H'aya nao ndoo vivii muhaka Efeso, kuko akiaricha o ani P'urisila na Akw'ila. Bai iye P'aulo achenda kahi za sinagogi na akisumurira na o Ayahudi. 
ACT.18.20	Badaye o Ayahudi makimuvoya P'aulo akale hamwenga nao kwa muda, ela akikahala. 
ACT.18.21	Ela hatha vizho arihokala akuukani waalaga akiamba, “Nindauya kaheri Mulungu ahendzaho.” Ndo achangira chomboni akiuka ko Efeso.
ACT.18.22	Bai ndeye vivii, hatha akifika Kaisaria, arihofika kuko wambuka Jerusalemu kwendalamusa ro kanisa gonya akitharamuka Anitiokia. 
ACT.18.23	Kuko Anitiokia wakala kwa muda gonya akikulaa na achenda kuno na kuno kahi za jimbo ra Galatia na Furugia kuap'a moyo o anafundzi.
ACT.18.25	Visithoshe, were wafundishwa kahi za ngira ya Bwana Jesu, naye were akinena be ananena na nguvuze zosi na were akifundisha anafundisha karakara dzulu za Jesu, ela were anamanya ubat'izo wa Johana thu h'akeye. 
ACT.18.26	Bai Apolo akikwatya kunena kahi za ro sinagogi hasiho woga. K'uzhona zho P'urisila na Akw'ila marihomusikira mamuhala machenda naye nyumbani kwao na machendamugunulira yo ngira ya Mulungu t'ot'ot'o zaidhi. 
ACT.18.27	Wakathi arihokala anamala kuvuka ende Akaia o ndugu ko Efeso mamup'a moyo na makimugwiza baruwa akaap'e o anafundzi kuko ili mamukaribishe, kuko Akaia. Bai arihofika kuko waaviza sana o at'u mariokala makuluhira kwa kukirira kwa zo mbazi za Mulungu, 
ACT.18.28	kwani mut'u iye waadhima o Ayahudi na manenoge mbere za at'u, waanyesa kwa kuhumira Maoro, kukala ye Jesu be nde iye Masihi.
ACT.19.1	Vikara wakathi arihokala ye Apolo a ko Korintho, P'aulo wagwira ngira ya ndani-ndani muhaka ko mudzi wa Efeso. Bai kuko Efeso wathekeza anafundzi kuko, 
ACT.19.2	na akiauza akiamba, “Vidze mwamuhokera Roho Mweri wakathi murihomukuluhira Jesu?” Makidzigidzya makiamba, “Hatha. Mwandzo tha zho zha kuna kit'u kiifwacho Roho mweri, k'afudzavisikira.” 
ACT.19.3	Ndo P'aulo akiauza akiamba, “Vikara ndo fuambe, mwahokera ubat'izo hiwo?” Makidzigidzya makiamba, “At'u siswi fwahokera ubat'izo wa Johana siswi.” 
ACT.19.4	P'aulo akiamba, “Uryahu ubat'izo wa Johana h'e, were ni ubat'izo wa kuthubu. Iye Johana waambira at'u mamukuluhire iye ariyekala andakudza nyumaze, ambaye ni Jesu.”
ACT.19.5	Bai o at'u marihosikira vizho, mabat'izwa kwa dzina ra Bwana Jesu. 
ACT.19.6	P'aulo arihoaikira mikono, makihokera Roho mweri na makinena na luga na makinena ga Mulungu. 
ACT.19.7	At'u aa were manafika alume kumi na airi.
ACT.19.9	Ela hatha vizho angine kahi za o at'u mahenda singo nyomu, makahala kukuluhira na makinena mai dzulu za yo ngira ya Jesu lwazu-lwazu. Kwa vizho P'aulo akiaricha na akiahala o anafundzi na achenda kahi za sikuli ya T'irano na kuko akikala kaziye ni kusumurira na at'u kila siku. 
ACT.19.10	Naye P'aulo be ut'u uu wauthuwa-thuwa hatha miaka miri pu, bai o Ayahudi osi na Ayunani mariotoa kahi za jimbo ra Asia marisikira ro neno ra Bwana Jesu.
ACT.19.12	Hatha vithambaa zhenye na mikumbuu ya mwirini mwakwe, yahalwa ikihirikirwa akongo, nao makihozwa go makongo gao na o p'ep'o makiambola.
ACT.19.14	Bai kwere kuna athana afungahe mariokala manahenda kit'u kiki, nao were ni ana a mulombi mubomu wa Kiyahudi aifwaye Sikeva. 
ACT.19.15	Bai marihohenda kit'u kicho ye p'ep'o wadzigidzya akiamba, “Ye Jesu namumanya, na P'aulo naye namumanya, h'aya nwi nanwi mu ano h'ani?” 
ACT.19.16	Gonya ye mut'u mwenye p'ep'o akiathulukira na akiadhima nguvu osi, akiahenda kazi, hatha manapata mwanya wa kuchimbira, milatso ni voo, kuno mahuhu renye. 
ACT.19.17	Bai o Ayahudi na Ayunani matoao Efeso, marihovipata p'eho vivi madzalwa ni woga osi na ro dzina ra Bwana Jesu rikilikwa jeri-jeri. 
