MAT.1.1	Hiyana nan lestaan nan kaap-uwan Jesu Cristo ay kianak David, ya hi David at kianak Abraham. 
ACT.27.38	Kun kami pay am-in narpas ay nangan, inchus-orcha nan am-in ay naesasaku ay trigo henan fiayfiay ta yomapyap-iw pay nan papor.
ACT.27.39	Kun pay nafikiat, chaan enmatonan nan chiyuycha munchunchunu as nan papor nan luta, ngem inilacha nan malakian ay lukiar henan olet nan fiayfiay. As nan hiyachi, nuntuturakiancha ay mu mafialin at hid-icha ay esadsad nan papor. 
ACT.27.40	Isunga nan chiyuycha tali ay nanatakud as nan chiyuycha lanchok at finsatcha, ya inkiascha as nan chanum. As nan chacha mangekamanan as sa, chacha us fokatan nan chiyuycha tali ay nanatakud as nan chiyuycha kaiw ay osaruncha ay mangetoróng as nan papor. Angkiay penatakchugcha nan afilug ay lopot ta ituturchun nan angin ay umuy as nan oletna.
ACT.27.41	Ngem naichusngor nan papor as nan tinmutunu ay lakian. Naitunak nan pangu, ya maid atuna ay makaan. Nan uchichina at nakiakkiak kiapú as nan nanongchongparan nan chiyuycha challuyon ay napigsa.
ACT.27.42	As nan hiyachi, nan plenaplanon nan sosorchachu at patayuncha nan am-in ay fiarud ta maid usa as kumiyat ay lomayaw. 
ACT.27.43	Ngem kiapú ta laychun nan kapetan chi sosorchachu ay mangesarakan kan Pablo, enpawana ay tongparuncha nan planucha. Kuna at infilin ay nan chiyuycha makakiyat at omagkiangcha as nan chanum omon-ona, ya kumiyatcha ay umuy as oletna. 
ACT.27.44	Nan tapina at inmunudcha ay penmapakud as nan chiyuycha tabra winnu nachachael ay parten nan papor. Hiyana nan enatmi am-in ay tenmakchang, ya maid nurning kan chakami.
ACT.28.1	Kun kami pay tenmakchang, hiyachi nan nangammuwanmi ay nan luta ay anchi at nangadnan as Malta. 
ACT.28.2	Nan chiyuycha umiili hid-i at enpailacha nan pararu ay sug-angcha kan chakami. Inyapuycha ay nangmangili kan chakami am-in, tay enlapuna ay umuchan ya tungnin. 
ACT.28.3	Kun pay hi Pablo, uy nanmong as hinfiatak. As nan chana mangitunguwan as nan apuy, fenmoknag at nan usa ay urug kiapú as nan atong nan apuy, ya intumtumna nan liman Pablo. 
ACT.28.4	Kun pay inilan nan umiili hid-i nan urug ay cha muntat-ayyon as nan liman Pablo, natatakiatforcha, “Pomapatuy man na ay taku! Uray mu chaan nurning hiya henan fiayfiay, nan dioscha ay makali un Nalintig at achina cha parufusun hiya ay mataku.” 
ACT.28.5	Ngem inwaratken Pablo nan urug as nan apuy ay maid enom-ommat kan hiya.
ACT.28.6	Sisin-ud nan umili nan fumrorana winnu munkatutu-ukiana ay matuy. Ngem kun pay nafiayag chi nanan-uchancha ya maid inilacha as enommat kan hiya, finaliwancha nan numnumcha maepangkep kan hiya, ya kanancha, “Usa payat hiya ay dios!”
ACT.28.7	As nan sag-un nan lukiar ay enommatan nan hana at wacha nan lutan Publio ay hiya nan ap-apu henan hana ay luta ay liniliwus chi fiayfiay. Enayakiana chakami as afongna, ya ammay chi enatna ay nangmangili kan chakami as turu ay urkiw. 
ACT.28.8	Hiyachi us ay timpu nan cha munpuchotan ya cha mun-etaiyan aman Publio as chara. Inmuy hi Pablo as nan kawad-ana ya enkararakiana hiya. As nan nangepatayana as nan limana kan hiya, enmammay. 
ACT.28.9	Kun pay enommat na, am-in nan kahisasaket henan intiru ay luta ay anchi at enmalicha kan Pablo, ya enmammaycha. 
ACT.28.10	Ongor chi inchatcha as pangrispitucha kan chakami. As nan munligwatanmi, ongor chi inyalicha as nan papor ay masapormi as nan munfiaatanmi.
ACT.28.11	Kun pay inmuy chi turu ay furan, nunlukian kami as nan papor ay makali un Nan Apel ay Dios ay nurpu ad Alejandria ay nafofoon ad Malta as nan kahipuwak. 
ACT.28.12	As nan inumchananmi henan siyudad ay Siracusa, nagyan kami hid-i as turu ay urkiw. 
ACT.28.13	Nunlapu hid-i, inturuymi ay nunpapor, ya inumchan kami ad Regio. As nan kafikiatana, kalina at ya wachay angin ay nurpu as apét filáng. As nan maekadwa ay urkiw, inumchan kami ad Puteoli. 
ACT.28.14	Hid-i nan nanginchananmi as nan tapen nan omaafurot ay nangayag kan chakami ay makepagyan kan chicha as pitu ay urkiw. As nan narpasan tona, inturturuymi ay nanarcharan ay umuy ad Roma. 
ACT.28.15	Kun pay chinngor nan iib-a ay omaafurot ad Roma nan chami omaliyan, nunligwatcha ay nanib-at kan chakami. Nan tapina kan chicha at nanarcharancha inkiana as nan makali un Mun-el-elakwan ad Appio, ya nan tapina at inumchancha as nan makali un Turu ay Chumawchawsan. Kun pay inilan Pablo chicha, nunyaman kan Apo Dios, ya pinmigsa nan numnumna.
ACT.28.16	Kun kami pay inumchan ad Roma, penarufusan nan totoray hi Pablo ay magyan as nan usa ay afong ya enpakuwarchacha as nan usa ay sorchachu.
ACT.28.17	Kun pay inmuy chi turu ay urkiw, enpaamong Pablo nan anap-apon chi Judio. As nan naamongancha, kenalen Pablo kan chicha, “Iib-ak, uray mu maid finmasorak as nan pachong takú ay Judio winnu as nan iniili ay ukialen nan kaap-uwan takú, natiliwak challu ad Jerusalem ya naipurangak as nan chiyuycha Romano. 
ACT.28.18	Kunak pay finistikiar kan chicha, lenayadcha ay mangilufus kan ha-un, tay maid naanapancha as kiapúna as mangpatuyancha kan ha-un. 
ACT.28.19	Ngem kun pay kenontran nan chiyuycha pachongku ay Judio na, napeletanak ay mangiyuy as nan kasok as nan Emperador uray maid charumku kan chicha. 
ACT.28.20	Hiyasa nan nangepaayakiak kan chakayu ta makiinnilaak ya maketakiatforak kan chakayu. Tay laychok ay epakaawat kan chakayu ay nan naifiaruchak at kiapú as nan pammatek kan Jesus ay namnamaun takú ay kianak Israel.”
ACT.28.21	Angkiay kenalicha kan hiya, “Maid met naaw-awatmi as surat ay nurpu ad Judea maepangkep kan he-a. Maid us enpadpachamag nan iib-a ay enmar-ali ay nurpu hid-i winnu kenarkalicha as mangotettet maepangkep kan he-a. 
ACT.28.22	Ngem uray mu hiyasa, laychunmi challu ay chungrun nan wacha as numnummu maepangkep as nan bunggoy ay mangun-unud kan Jesus. Tay ammumi ay henan am-in ay lukiar at kun maekontray cha kankanan nan tataku as nan nauy ay sursuru ay cham un-unuchun.”
ACT.28.23	As nan nangtuturakiancha as nan urkiw ay kasincha maamongan, ongoongorcha nan enmali as nan mamagyanan Pablo. Enlapon Pablo as nan wiet inkiana as nan naschum ay mangelawlawag ya mangpaneknek kan chicha as nan maepangkep henan muntorayan Apo Dios. Penachasna ay mangawis kan chicha ay omaafurot kan Apo Jesus babaen as nan Lintig Moises ya nan insurat nan chiyuycha pomapadtu. 
ACT.28.24	Nan tapina kan chicha at naawischa as nan kenalina. Ngem nan tapina at chaancha enafurot. 
ACT.28.25	Nakudkudwacha maepangkep as nan enlawlawag Pablo kan chicha, isunga nak-akcha. Ngem sakbay mak-akcha, kenalen Pablo kan chicha, “Tit-iwa nan enpaifiakian nan Espiritu Santo kan Isaias ay pomapadtu as nan kaap-uwanyu! 
ACT.28.26	Kenalina,
ACT.28.26	‘Uyka, ya kanam as nan nauycha tataku, Uray mu chungruchungrunyu, achiyu challu maawatan, ya uray mu ilailaunyu, achiyu challu maematonan,
ACT.28.27	tay tenmangken chi numnum chatona ay nunkasokel! Penonetancha nan ingacha, ya kenekemetcha nan matacha. Tay mu makailacha, makadngorcha, ya makaawatcha, nunfiangadcha koma kan ha-un ta paammayok chicha.’
ACT.28.28	Isunga masapor ngarud maammuwanyu ay wachacha nan infiaor Apo Dios ay uy mangifiakia as nan maepangkep as nan atuna ay mangesarakan as nan chiyuycha Gentil. Chumngorchantu!” 
ACT.28.29	[Kun pay kenalen Pablo na, nak-ak nan chiyuycha Judio, ya nunsidlay atuncha ay masososek.]
ACT.28.30	Nagyan hi Pablo hid-i as chuwa ay tawwun as nan afong ay ab-afiangana, ya menangilina nan am-in ay inmuy kan hiya. 
ACT.28.31	Enkaskasabana nan maepangkep henan muntorayan Apo Dios ya insursuruna nan maepangkep kan Apo Jesu Cristo. Naturud hiya, ya maid nangepawpawa kan hiya as nan hanacha en-enatna.
ROM.1.1	Ha-un hi Pablo ay usa ay fiabfiaarun Cristo Jesus. Piniliyak kan Apo Dios as apostolna, ya chinutokanak ay mangekaskasaba as nan Ammay ay Chamag ay nurpu kan hiya.
ROM.1.2	Nan nauy Ammay ay Chamag at enkaren Apo Dios ad pus-uy ya naisurat as nan Kalen Apo Dios babaen as nan chiyuycha pomapadtuna. 
ROM.1.3	O, nan nauy Ammay ay Chamag at maepangkep as nan Anak Apo Dios ay hi Apo takú ay Jesu Cristo. Mu maepangkep as nan katatakuna at nurpu hiya as nan kianak Ari David.
ROM.1.4	Mu maepangkep as nan nasantowan ay kenadiosna, naepaila ay hiya nan mannakafialin ay Anak Apo Dios babaen as nan nangtakuwan Apo Dios kan hiya manipud as nan utúy. 
ROM.1.5	Babaen kan Cristo, inchat Apo Dios nan grasyana kan ha-un, at nunfialinunak as apostol ay uy mangawis as nan tataku henan am-in ay nasyon ta afurotuncha ya tongparuncha hi Cristo ta maichayaw koma hiya in-inkiana.
ROM.1.6	Uray chakayu ay wacha hesa ad Roma at naetatapi kayu us as nan tataku ay enayakian Apo Dios ay makius-usa kan Jesu Cristo.
ROM.1.7	Isunga nauy nan suratku kan chakayu am-in hesa ad Roma ay laylaychun Apo Dios ya pinilina ay munfialin as tatakuna.
ROM.1.7	Sapay koma ta mawawacha kan chakayu nan grasya
ROM.1.8	Nan omona ay ifiakiak at babaen as nan enat Jesu Cristo, munyamanak kan Apo Dios kiapú kan chakayu am-in, tay nan chamag maepangkep as nan pammatiyu at naammuwan henan am-in ay lukiar asna's luta. 
ROM.1.9	Hi Apo Dios ay chak munserserfiyan as nan am-in ay numnumku ay mangekaskasaba as nan Ammay ay Chamag maepangkep as nan Anakna at paneknekana ay as nan am-in ay munkarkararakiak, chak ekarkararakian chakayu. 
ROM.1.10	Chak chawchawatun kan Apo Dios ay mu eparufusna at makaaliyak challu hesa ay mangfisita kan chakayu. Tit-iwa ay nafiayag ay laraychok ay mangfisita kan chakayu. 
ROM.1.11	Tay ongor chi layadku ay mangfisita kan chakayu ta ifingayku kan chakayu nan nurpu as nan Espiritu Santo ay bendisyon ay mangepapigsa as nan pammatiyu. 
ROM.1.12	Nan laychok ay kanan at munpepennapigsa takú am-in as pammati. Mafiadnganak kiapú as nan mangil-ak as nan pammatiyu ya mafiadngan kayu us babaen as nan pammatek.
ROM.1.13	Chakayu ay iib-a, laychok ay epakaammu kan chakayu ay namen ongor ay plenanok ay uy mangfisita kan chakayu, ngem inkiana ad wani, wacha nan cha mamaspas-iw kan ha-un. Laraychok ay omali hesa ta wacha us komay awisok kan chakayu ay omafurot ay kaman as nan enommat as nan chiyuycha Gentil henan tapina ay il-ili. 
ROM.1.14	Wachay libfengku ay uy mangekaskasaba as nan Ammay ay Chamag as nan am-in ay karasen chi tataku. O, wachay libfengku as nan chiyuycha nangangatu winnu ap-apud ay tataku, ya as nan chiyuycha nakaachar ya chaan nakaachar. 
ROM.1.15	Isunga laraychok ay mangekasaba as nan Ammay ay Chamag kan chakayu us hesa ad Roma.
ROM.1.16	Achiyak poros mafiain ay mangekaskasaba as nan Ammay ay Chamag, tay hiyana nan kail-an nan pannakafialin Apo Dios ay mangesarakan as nan am-in ay omafurot. Nan nauy ay chamag at naekasaba on-ona as nan chiyuycha Judio, angkiay ya as nan chiyuycha Gentil. 
ROM.1.17	Tay babaen as nan nauy Ammay ay Chamag at maammuwan takú nan atun Apo Dios ay mangifilang as nan tataku as nalintig as nan mangiilana. Nan nauy ay kenalintig at maifisar as nan pammati yangkiay, kaman as nan naisurat as nan Kalen Apo Dios ay kanana,
ROM.1.17	“Nan taku ay infilang Apo Dios as nalintig babaen as nan pammatina at wacha kan hiya nan fiyag ay maid patingkiana.”
ROM.1.18	Hi Apo Dios ad chaya at enpakaammuna ay chusauna nan am-in ay achi omafurot kan hiya ya nan am-in ay mangekamkaman as mangotettet. Tay nan chiyuycha mangekaman as mangotettet at epapawachay maepakaammuwan nan kenatit-iwa maepangkep kan hiya.
ROM.1.19	Tay nan mafialin ay maammuwan maepangkep kan Apo Dios at naraka ay maammuwan, tay hi Apo Dios challu nan nangepakaammu kan chicha. 
ROM.1.20	Tay nunlapu as nan nafiayangan nan nauy luta at naraka ay maawatan nan tataku nan maepangkep as nan kenadiosna ya pannakafialina ay maid patingkiana uray mu achi maila hiya, tay maila as nan finayangna. Isunga maid panforcha ay achi mangammu as nan kenatit-iwa. 
ROM.1.21	Tay uray aammucha ay wacha hi Apo Dios at kinukuratcha challu ay achi munchayaw ya munyaman kan hiya ay Dios. Ngem kun at nan numnumcha at nunfialin as maid kotokna, isunga ngenmongot as solet nan numnumcha. 
ROM.1.22	Chacha kankanan un masilibcha, ngem nunfialincha met as maid am-ammucha. 
ROM.1.23	Tay nan chinaychayawcha at fiakun hi Apo Dios ay achi matmatuy, ngem kun at nan enam-ammaancha ay didiosen ay kaman ilan chi taku ay matuy, kossel, animar, winnu munkadkachap ay finayang.
ROM.1.24	Isunga inukiay Apo Dios chicha ay cha ud-ay mangekamkaman as manangotettet ay mawawacha as nan numnumcha ay laylaychuncha. O, inukiay Apo Dios chicha ta atuncha nan am-in ay karasen chi kafiafiain ay chacha atuatun as nan tunggal usa. 
ROM.1.25	Hiyachi nan chacha at-atun, tay chinukkiancha nan kenatit-iwa maepangkep kan Apo Dios ta nan kinukutum nan afurotuncha. Tay nan chinaychayawcha ya nan nunserserfiyancha at as nan chiyuycha finayang Apo Dios, fiakun hi Apo Dios ay fumafiayang. Hi Apo Dios yangkiay nan wachay kalibfengana ay maichaychayaw in-inkiana! Amen.
ROM.1.26	Kiapú as sa, inukiay Apo Dios chicha ay mangekamkaman as nan kafiafiain ay laylaychun nan achorcha. Uray nan fianafiai at senokatancha nan ustu ay mangepapasan as lachok, ya kuncha at epapas nan lachokcha as nan pachongcha ay fianafiai. 
ROM.1.27	Kaman us nan lanaraki at chinukkiancha nan layadcha as nan fianafiai, ya kuncha at epapas nan assi ay lachokcha as nan pachongcha ay lanaraki. Isunga ekaruchantu nan chusa ay maifiakiay as nan kaiisiw ay en-enatcha.
ROM.1.28	Kiapú ta chaancha finigfig hi Apo Dios, inukiay Apo Dios chicha ay mangnumnum as mangotettet ay cha atuatun, at hiyasa nan mangekamanancha as manangotettet ay achicha koma atun. 
ROM.1.29	Kanayon ay chacha at-atun nan am-in ay ilan chi kenamangisiw, kenamangotettet, kenaakum ya kenamanang-abkor. Nangapposcha, pomapatuycha ya mannakisumsumacha, nunkasikapcha, munplanucha ay mamalikiat as pachongcha ay taku, omekak-alicha, 
ROM.1.30	nangossotcha, ya ingoruncha hi Apo Dios. Maid rispitucha as uray ngachana ay taku, nunkapangascha ya nachayiwcha. Kanayon ay munnumnumnumcha as tapina ay ilan chi mangotettet ay atuncha, ya achicha poros chumngor as nan chanakchakorcha. 
ROM.1.31	Maid poros ammay as numnumcha ya achicha poros mapiyar ay tataku. Maid layadcha ya sug-angcha as nan iib-acha. 
ROM.1.32	Uray aammucha nan lintig Apo Dios ay machusa in-inkiana nan cha mangekamkaman as assisid-i, chacha pay laing iturturuy ay mangekaman. Fiakun yangkiay chachi, tay munlagsakcha mu unuchun nan tapina ay tataku nan cha mangekamkaman as assisid-i.
ROM.2.1	Isunga chakayu ay oomsot, maid poros maepanforyu uray ngachana nan katatakuyu mu okomúnyu nan tapina, tay chayu us challu ekamkaman nan chacha at-atun. As nan chayu mangok-okomán kan chicha, nan achoryu challu nan chayu ok-okomún. 
ROM.2.2	Ammu takú met ay nalintig ya ustu nan atun Apo Dios ay mangokóm as nan tataku ay mangekamkaman as assisid-i ay mangotettet. 
ROM.2.3	Isunga mu okomúnyu nan chiyuycha mangekamkaman as assisid-i ay manangotettet, ya assisid-i us challu nan chayu at-atun, ay kananyu un maelayawanyuntu nan manusaan Apo Dios kan chakayu? 
ROM.2.4	Figfikunyu met nan ongor ay fiachang ya tata-un Apo Dios kan chakayu. Ammuyu met ay nan hana ongor ay kenaammay Apo Dios kan chakayu nan mangetoróng kan chakayu ay munfiafiawi as nan fiasfiasoryu. 
ROM.2.5	Nan kenatit-iwana at kunyu challu patatangkenun chi numnumyu ya achiyu laychun ay munfiafiawi. Isunga chayu tapitapiyan nan chusayu as nan urkiw ay manusaan Apo Dios as nan chiyuycha achi omaafurot. As nan hana ay urkiw, maila nan ustu ay atun Apo Dios ay mun-okóm. 
ROM.2.6	Tay gun-gunaanantu nan am-in ay tataku ay maiyunud as nan en-enatcha.
ROM.2.7	Nan tataku ay mangepapasnek ay mangekaman as ammay ya mangiturturuy ay manganap as kaichayawancha ay murpu kan Apo Dios ya manganap as nan pannakawayawayacha as nan utúy at ichat Apo Dios kan chicha nan fiyag ay maid patingkiana. 
ROM.2.8	Ngem nan tataku ay nangekot ya achicha laychun ay mangtongpar as nan kenatit-iwa, ngem kuncha at ekaman chi manangotettet as nan mangiilan Apo Dios at chusauntu Apo Dios chicha as makasolet. 
ROM.2.9	Awni at munlikiat ya malilifok nan am-in ay mangekamkaman as mangotettet, kaskasin nan chiyuycha Judio ya uray nan chiyuycha Griego. 
ROM.2.10	Ngem nan tataku ay mangekamkaman as ammay at ichattu Apo Dios nan talna ya kaichayawan kan chicha, kaskasin nan chiyuycha Judio ya uray nan chiyuycha Gentil. 
ROM.2.11	Tay hi Apo Dios at mapapchong nan atuna as nan mun-okomana.
ROM.2.12	O, am-in ay finmasor at maisiyancha kan Apo Dios ta machusacha in-inkiana. Nan chiyuycha Gentil ay achi nangammu as nan Lintig Moises at achi ifisar Apo Dios nan ekeddengna ay chusacha as nan hana ay Lintig. Kun pay nan chiyuycha Judio ay nangammu as nan Lintig Moises at ifisar Apo Dios nan ekeddengna ay chusacha as nan hana ay Lintig. 
ROM.2.13	Tay fiakun nan chiyuycha munchungchungor yangkiay as nan Lintig nan ifilang Apo Dios as nalintig as nan mangiilana, ngem kun at nan chiyuycha manongtongpar as nan lintigna. 
ROM.2.14	Uray achi ammon nan chiyuycha Gentil nan Lintig ay naichat kan Moises, mu maiyunud challu nan panagfiyagcha as nan hanacha filfilin as nan Lintig ay ansa, naepaila ay kaman lintig kan chicha nan numnumcha. O, assesa challu uray maid kan chicha nan hana naisurat ay lintig. 
ROM.2.15	Epailacha babaen as nan chacha ekamkaman ay wacha as numnumcha nan infilfilin nan Lintig. Nan numnumcha us nan mangepaneknek kan chicha mu ustu winnu achi ustu nan chacha at-atun. 
ROM.2.16	Assesa nan ommat as nan urkiw ay mang-okomán Apo Dios as nan am-in babaen kan Jesu Cristo. O, okomúntu Apo Dios nan am-in ay tataku uray nan chaan naam-ammuwan ay wacha as numnumcha. Hiyana us nan chak ifiagfiakia as nan chak mangekaskasabaan as nan Ammay ay Chamag.
ROM.2.17	Chakayu ay iib-ak ay Judio, figfikunyu met kayman ay Judio kayu, ya muntalek kayu ay esarakan chakayu kan Apo Dios kiapú as nan chayu manongtongparan as nan Lintig ay inchatna kan Moises. Chayu us epangpangas ay tatakon Apo Dios chakayu. 
ROM.2.18	Kananyu us un ammuyu nan laychuna ay atunyu ya naraing kayu ay munpili as kaammayan, tay enacharyu nan Lintig. 
ROM.2.19	Siguradu kayu pay ay chakayu nan mangisuru as nan tataku ay nunkafurag as nan maepangkep kan Apo Dios ta masilawan nan ngongot ay numnumcha. 
ROM.2.20	Kananyu un kafiaelanyu ay manukun ya mangisuru as nan tataku ay kaman ongong-a ay achi nangammu as nan kenatit-iwa. Kananyu chi, tay nan munnunumnumyu at ammuyu nan lintig Apo Dios ay kawad-an nan am-in ay kenasilib ya kenatit-iwa. Ngem achiyu met ammu. 
ROM.2.21	Mu hiyasa ay chakayu nan mangisursuru as nan tapina, adchi ngarud t'uyyu achi isuruwan nan mismu ay achoryu? Chayu met ekaskasaba kan chicha un achicha mangak-akiw, at adchi t'uy kayu cha mangakiw? 
ROM.2.22	Chayu isursuru ay achicha umiwet, at adchi t'uy kayu cha umiwet? Achiyu met kayman laraychun ay chaychayawun nan chiyuycha didiosen, ngem sungsungkop kayu met as nan templocha ay mangakiw as nan chiyuycha wacha hid-i. 
ROM.2.23	Chayu epangas ay wacha kan chakayu nan lintig Apo Dios, ngem chayu met ifiafiain hi Apo Dios babaen as nan chayu manglablabsingan as nan hana ay lintig. 
ROM.2.24	Tay kaman as nan naisurat as nan Kalen Apo Dios ay kanana,
ROM.2.24	“Nan chiyuycha Gentil at chacha munkarkali as maifusor kan Apo Dios kiapú kan chakayu ay Judio.”
ROM.2.25	Wacha met chi kotok nan nasugyatananyu mu tongparunyu nan lintig Apo Dios. Ngem mu achiyu tongparun, maid kotokna, tay kaman kayu as nan chiyuycha Gentil ay fiakun tatakon Apo Dios. 
ROM.2.26	Kaman us as nan chiyuycha Gentil, uray chaancha nasugyatan, ngem mu tongparuncha nan lintig Apo Dios, ifilang Apo Dios chicha as tatakuna, tay infilangna chicha as nasugyatan as nan numnumcha. 
ROM.2.27	Isunga chakayu ay Judio, uray nasugyatan kayu as nan achoryu ya wacha kan chakayu nan naisurat ay lintig Apo Dios, mu chayu pay laing lablabsingun nan hana ay lintig at maokóm kayuntu ta machusa kayu. O, nan chiyuycha Gentil ay chaan nasugyatan ngem chacha challu tongtongparun nan lintig at chicha nan mangepaneknek as nan fiasfiasoryu. 
ROM.2.28	Tay nan tit-iwa ay tatakon Apo Dios at fiakun taku ay naiyanak as nan Judio ya nasugyatan ay mamaila ay maekaman as nan achor. 
ROM.2.29	Ngem nan tit-iwa ay Judio at nan taku ay nafiarfialiwan nan numnumna babaen as nan Espiriton Apo Dios, fiakun nan mangtongparan as nan sugyat. Nan assena ay taku at fiakun nan pachongna ay tataku nan mangichayaw kan hiya, ngem hi Apo Dios.
