PSA.2.1	Ango solian da no Dios no nasiones aya. Ango paro o aro a planohen da a abo so kayayawan. 
LUK.21.11	as kayan anti no mahara a nini do matatarek a logar. Mian anti o pesti as kano kapaychapteng so mahara. Mian sa anti o mapaparin do tohos aya a oyod a mangamomo. 
LUK.21.12	As do manam so kaparin da nia am manoma pa anti o kapakasiasi da dinio. Akosahen da anti nio do salapan da no manyokoyokod as kan do sinagoga as kakalaboso da dinio a makayamot do ngaran ko, 
LUK.21.13	amna nia anti o yanan no oportonidad nio a mapawnonong so Evanghelio aya. 
LUK.21.14	Ichavakel nioava an ango vatahen nio dira, 
LUK.21.15	ta torohan koynio so kasolivan a di da anti matbay kano masobna no komontra sa dinio. 
LUK.21.16	No mismo sa anti a mapararayaw ninio am kaynyapoanan nio, sira o kakakteh nio, kaliposan nio kano kaychayvan nio sa. As mian sa anti dinio o dimanen da. 
LUK.21.17	As makayamot do kawnot nio diaken am kontrahen kamo anti no atavo, 
LUK.21.18	amna no Dios anti o machonong dinio. 
LUK.21.19	Dawa mabdibdis kamoava, ta makarawat kamo anti so kakawyoran aya a viay.
LUK.21.20	“Kapanmohen nio ta an mawara o kadivovong da sia o Jerusalem no sinjalo a enimigo nio am katanggalen nio ta no kararayawan am mahay pava. 
LUK.21.21	As an maparin sa anti ya am nyeng sa mayayo a tomayo do katokotokonan o tawotawo no Judea as sira o mian do takey am omodi pa sava, 
LUK.21.22	ta niaya anti o kawara no mahara a kastigo no Dios a akma so vatahen no nakatolas a Chirin na. 
LUK.21.23	Oyod sa anti makasi o mangovot so metdeh as kanira no mian so pasosohen da, ta mian anti o mahara a pakasisian da no Judeo. 
LUK.21.24	Dimanen da anti sira as kahap da sira ipriso do matatarek a nasiones. As no Jerusalem am labanan da anti no Hentil a manda do kapabhes na sira no Dios a maynolay dira.
LUK.21.25	“Mian sa anti o machitatarek a mapaparin do tohos, do araw, vohan kano vitohen as do tana aya am mahara a pakasisian as aran no taaw am mian anti o mapaparin daw. 
LUK.21.26	As no tawotawo sa anti am mabo o ayet kano angdet da a somalap so mapaparin saya ta aran no tohos aya am mabdibdis anti, 
LUK.21.27	as kavoya darana anti sia o Naytawo aya do kademdeman a gomtin a oyod a rakoh kano makakniknin so ipakapamarin. 
LUK.21.28	An maparin sa anti ya am makasoyot kamo na as kapanapanaya nio na sia o kalibrian nio ta masngen dana.”
LUK.21.29	Pinawnonong na o akmaya sia parabola. Kwana am, “Tiban nio pa kono o kayo aya as kano kadwan a kayo, 
LUK.21.30	ta an kavoya nio so katool da am mapanmo nio o kasngen dana no rayon. 
LUK.21.31	Akma pa saw ta an mavoya nio sa anti o vinata ko saya a mapaparin am kapanmohen nio o kasngen dana somitnan no kapaypatol no Dios. 
LUK.21.32	Vatahen ko dinio ta no tawotawo sichangoriaw am maviay pa anti a makavoya so vinata ko saya a mapaparin. 
LUK.21.33	Mabo anti o tohos kano tana amna no chirin ko am maynyoha ava.
LUK.21.34	“Amna makarakoh kamo so tanggal tapian dia nawri o parinyen nio o kapaylalakam nio do komwan do mondo aya anmana no kapagosto nio do karakohan nio tapian di kamo anti akmay kawtapan, 
LUK.21.35	ta no kawara naya anti am akmay tolo a abo so makatanggal sia do atavo a parte no mondo aya. 
LUK.21.36	Dawa fermi kamo a mananggal as kadi nio omhemhesan a machahoahok tapian mian anti o ayet nio a somalap so atavo saya mapaparin tapian magsal kamo anti a machivayat do Naytawo aya.”
LUK.21.37	Do kararaw am nananawo si Jesus do templo ori as an kamahep narana am mangay do tokon no Olivo. 
LUK.21.38	As do mavekhas pa am machivayat dana sa o aro a tawotawo do templo aya a mangay a domngey sia.
LUK.22.1	Masngen dana kanaw o fiesta da no Judeo a abnekan da so Paskwa, as do niaya a fiesta o kanan da so tinapay ori a abo so libadora. 
LUK.22.2	As sira o maato a papali kanira no eskriba am chitachitahen da o kahapan da si Jesus a dimanen so matayo takwan ichamo da sa o aro aya tawotawo.
LUK.22.3	As si Satanas am somindep di Judas Iscariote a iya so asa dira do dose sawri a ka disipolos. 
LUK.22.4	As nangay si Judas aya dira do maato saya a papali as kanira no maato so anongen dira do gwardia no templo as kapaychakasikasisirin da dia o plano nawri a kahapan na si Jesus a parawaten dira. 
LUK.22.5	No akmaya sia a plano ni Judas am chinakey da as nipromisa da o katoroh da sia so kartos. 
LUK.22.6	Pinachitonngan na ya ni Judas as kasitnan na komita so kahapan na si Jesus do kaboan no aro a tawotawo.
LUK.22.7	Mawara dana o mismo aya araw no kaselebra da so Paskwa aya a nia so kadiman da so dedekey sa karnero a kanen da as kakan da pa so tinapay a abo so libadora, 
LUK.22.8	am tinovoy sa ni Jesus sa Pedro kani Juan a mayprepara so oyavan da do fiesta aya. 
LUK.22.9	Vinata da Juan kani Pedro, “Dino o ichakey mo a angayan namen a mayprepara.” 
LUK.22.10	Vatan sia ni Jesus, “An mawara kamo anti do kavahayan aya am makavayat kamo anti so mahakay a modanom no banga as onotan nio anti sia do angayan na vahay, 
LUK.22.11	as vatahen nio anti do tayvahay ori, ‘Tayto na iyahes no Maistro ori an no siyo o kwarto a angayan na kano disipolos na saya a omoyab do fiesta aya,’ 
LUK.22.12	as ipavoya na anti dinio o asa ka rakoh a kwarto do tohos a yanan dana no serserbien ta as mayprepara kamo daw.” 
LUK.22.13	Nangay sa as kavoya da so atavo a akma so vinata ori dira ni Jesus as nayhanda sa daw do fiesta daya.
LUK.22.14	Mawara dana o oras aya no kakan da am nasa sa do lamisa sa Jesus kanira no dose saya a apostoles na. 
LUK.22.15	Vatan sia ni Jesus dira, “Nayendes ko na panayahen o kapachichasa ko dinio a koman do akmaya sia a Paskwa manam so kapayparahan ko do mahara a pandidiwan, 
LUK.22.16	ta no kakawyoran na sia am pirwahen ko pava anti ya a selebrahen a manda do kapakatongtong na atavo no somnivog a inmonmoan na nia do paypatolan no Dios.”
LUK.22.17	Nanghap so kopa a yanan no vino as tayoka a mamahemahes am vinata na dira, “Hapen nio ya a payatayen dinio, 
LUK.22.18	ta vatahen ko dinio am mirwa ako pava anti a ominom do inomen aya a manda do kasitnan no kapaypatol no Dios.” 
LUK.22.19	Panghap ni Jesus so tinapay as tayoka a mamahemahes do Dios am nikchikchid na as katoroh na nia dira a makavata sia, “Niaya o karakohan ko [a itoroh a makayamot dinio. Parinyen nio ya a inakenakem nio diaken.” 
LUK.22.20	Tayoka sa moyab am inahap na o kopa aya no vino as kavata na sia, “No inomen aya o vayo a promisa no Dios a pasigoradohen no raya ko a omoyog a makayamot dinio.] 
LUK.22.21	As tiban nio ta no mismo aya tomoroh niaken dira do omdiman diaken am tayto ta rarayay do kanan taya, 
LUK.22.22	ta no Naytawo aya am napesek dana o payparahanan na as ay so pangananawa no pamandan no tawo aya a omtraydor sia!” 
LUK.22.23	Naychaknin sa o disipolos saya as kasitnan da omaheahes nia do kadwan dira an sino o vata naya a omtraydor sia.
LUK.22.24	Do katori da pawri daw am pinangononongan da an sino logar a mato dana anti dira. 
LUK.22.25	Vatan sia ni Jesus dira, “No adan a kapanmoan nio sia am sira o rakoh so ipakapamarin o manyokoyokod dira do maypahbo kanira as kakey da sincharan a mapia so serbisio, 
LUK.22.26	pero niaya ava o logar nio a kaparin, ta no máto dana dinio o mayanong a mapamahbo a akmay asa ka metdeh as no máto dana so anongen dinio o mayserbi do kadwan. 
LUK.22.27	Mapanmo nio am matoato o payserbian aya as kano servidor na pero do kapachichasa ko dinio am yaken o nayserbi dinio.
LUK.22.28	“Amna inio o navidin a omonot diaken do matatarek saya a pinayparahanan ko, 
LUK.22.29	as akma so nakaparawat na diaken no Ama koaya so paypatolan am torohan ko paynio so anohed do paypatolan aya, 
LUK.22.30	tapian machakan kamo anti diaken do paypatolan ko as katoroh ko anti dinio so trono nio as kapanyokoyokod nio dira do tayatayabo sa no dose saya a ka kamanganakan ni Israel.
LUK.22.31	“Simon, hawahawayen na anti nio ni Satanas so oyod a mahara, 
LUK.22.32	amna tayto koymo a ipachahoahok tapian diabdibdis o saray mo. As an mayvidi ka na anti diaken am sidongen mo pa sa o kakakteh mo saya.” 
LUK.22.33	Vatan sia ni Pedro di Jesus, “Apo, handa ako a machivan dimo a aran do kalaboso anmana aran kadimanan pa.” 
LUK.22.34	“Vatahen ko dimo, mo Pedro ta manam so kawni na anti no manok do malatiat am maypitdo mo anti a vatahen o kadi mo a makasincharan diaken.”
LUK.22.35	Ahsan na nira a makavata sia, “Do nakayan no tinovoyan ko dinio as kadi nio nanayvian so kartos anmana todango a serserbien nio am ara o nakapaykolang nio?” “Arava,” kon da. 
LUK.22.36	Vatan sia ni Jesus, “Pero sichangoriaw am manayvi kamo so kartos kano serserbien nio. No abo dinio so espada am idakaw na o lamit na tapian mian o ipanadiw na so espada. 
LUK.22.37	Ta sichangoriaw o kapakatongtong no vatahen no nakatolas a makavata sia, ‘Machividang anti sia dira do kriminal,’ ta no atavo a nakatolas a komapet diaken am natongdo o kapakatongtong na atavo.” 
LUK.22.38	“Apo, tayto sa o dadwa a mian so espada diaten,” kon da no disipolos saya. “Manawob danawri,” kwana ni Jesus.
LUK.22.39	Ihbet narana ni Jesus a mangay do tokon ori no Olivo a akma so adan na paparinyen as minonot sa o disipolos nawri. 
LUK.22.40	Makarapit sa daw am vinata na dira, “Machahoahok kamo tapian di kamo a katentasionan.”
LUK.22.41	Paypavawa na dira as kakheb na a machahoahok a makavata sia, 
LUK.22.42	“Ama, tayto ko akdawen dimo o kapavawa mo pa sia diaken o kopa
LUK.22.43	As nangay o asa ka anghel a somidong si Jesus, 
LUK.22.44	ta do katori nawri a machahoahok am oyod a rakoh o kapangtokto na as manayeteng o raya na a akma nay inalengdeng do kapayparahem no kapachahoahok nawri.
LUK.22.45	Kwanasaw am naytetnek as kangay na dira do disipolos na sawri amna tori sa makaycheh do kavanah da no rakoh ori a kaktokto da no manam ori a mapaparin. 
LUK.22.46	Vatan sia dira ni Jesus, “Maypango pa o kapakapakaycheh nio do akmaya sia tiempo. Mayokay kamo as kapachahoahok nio tapian pavawahen naynio no Dios do katentasionan dinio.”
LUK.22.47	As do katori na pa mayliliak ni Jesus am mawara dana sa o aro a tawo a pinawnot ni Judas a iya so asa dira do dose sawri a ka disipolos na. Naypasngen si Judas di Jesus as kangay na omarek di Jesus do pisnyi na a akmay mapakapia sia so Dios, 
LUK.22.48	amna vinata ni Jesus di Judas, “Idakaw mo paro o Naytawo aya no arek mo?” 
LUK.22.49	Do kapanmo da sia no rarayay sawri ni Jesus o manam a mapaparin am vinata da, “Apo, serbien namen dana sa o espada namen aya?” 
LUK.22.50	As no asa dira do disipolos naya am binakbakan na o pachirawatan ori no apohen da no papali as natilpas o manwanan do tadinya na. 
LUK.22.51	Amna vinata ni Jesus, “Ibhes nio o kapachilaban nioaya,” as katodo sia ni Jesus o tadinya no binakbakan aya am napia as kapakavidi na.
LUK.22.52	Vatan sia ni Jesus dira do maato saya a papali, sira o maato so anongen do gwardia no templo kanira no adngedngeyen da sawri no tawotawo a nangay a omholi sia, “Asa paro a ka kriminal o inangay nioaya holien a dawa kamo a mian so espada kano pamahpah? 
LUK.22.53	Do kararaw am nananawo ako do templo amna inangay nioava yaken a padpeten. Amna nia o natongdo a oras nio as oras no ipakapamarin ni Satanas.” 
LUK.22.54	Inaresto da si Jesus as kangay da nia do vahay no mato danaya dira do papali. As si Pedro am minonot a marayi di Jesus.
LUK.22.55	Do kayan darana do hawa no vahay aya am nangatong sa so paydangdangan da as nachidisdisna dira si Pedro. 
LUK.22.56	Kwanasaw am nasinchad sia no asa ka pachirawatan a mavakes do kasoliat ori sia no rial no apoy aw as vinata na, “No mahakay aya am asa dira do rarayay ori ni Jesus.” 
LUK.22.57	Amna pinachisobna ya ni Pedro a makavata sia, “Masinchad koava si Jesus.” 
LUK.22.58	Dekey as kayan no otro a nakavoya sia a nakavata sia, “Imo o asa do rarayay ori ni Jesus,” amna vinata ni Pedro, “Omba, rarayay nava yaken nawri.” 
LUK.22.59	Makarahan o masngen a asa kawras am mian pa o di mapahamohamo sia a vatahen o, “Mismo a imo o asa do rarayay ori ni Jesus, ta kaydian mo sia a iGalilea.” 
LUK.22.60	Amna vinata ni Pedro, “Arava o kapanmoan ko so vatavatahen moaya,” as do katori na pa mayliliak ni Pedro am nanyeng a omoni o asa ka manok. 
LUK.22.61	Inidit ni Jesus si Pedro as katidib na sia as nanyeng na manakem ni Pedro o vinata ori ni Jesus do kapachisobna na anti nia so maypitdo o kasinchad na sia a manam so kawni no manok. 
LUK.22.62	As minehbet si Pedro as katanyis na so oyod a mahara.
LUK.22.63	As sira o minaresto ori si Jesus am sinitnan da sia itek kano tahohen. 
LUK.22.64	Tinaheb da o mata na do kataho da sia no kadwan as kavata da sia dia, “Imo a profeta am ivahey mo an sino o tomnaho ori dimo.” 
LUK.22.65	Aro o chirichirin da a itek kano ipamahbo da sia.
LUK.22.66	Do kapaysehsehdang naranawri am nakpeh sa o adngedngeyen da sa. Nia sa o maato sa a papali kanira no eskriba as inangay da isalap si Jesus do akmaya sia konseho. Vatan da sia di Jesus, 
LUK.22.67	“Ivahey mo diamen an ara imo o Cristo aya,” amna tominbay si Jesus a makavata sia, “An vatahen ko dinio o kakawyoran na am anohdan nioava yaken, 
LUK.22.68	as an mian o iyahes ko dinio am matbay nioava yaken. 
LUK.22.69	Amna masngen dana anti o kapaydisna no Naytawo aya do kawananan sia no makapamarin aya a Dios.” 
LUK.22.70	Vatan da sia, “Onas, no vatahen moaya am no kapaymanganak dimo no Dios?” “Tayto nio a vatahen,” kwana ni Jesus. 
LUK.22.71	Vatan da sia, “Ara pava o kaylangan ta a makarapa a testigo, ta tayto ta na nadngey o mismo naya vinata.”
LUK.23.1	Nasa sa o konseho aya a mangay ni Jesus di Pilato, 
LUK.23.2	as kasitnan da sia akosahen a makavata sia, “Chinaproyban namen o kapawnot no tawo aya do icharahet no kavahayan taya as vadawen na o katoroh so bienes do gobierno ni Cesar as kavata na pa so kaiya no Cristo aya a patol.” 
LUK.23.3	Ahsan nia ni Pilato si Jesus, “Imo o patol da no Judeo saya?” “Tayto mo a vatahen,” kwana ni Jesus. 
LUK.23.4	Vatan sia ni Pilato dira do konseho aya kanira no tawotawo saya, “Arava o kaproyban ko a gatos no tawo aya,” 
LUK.23.5	amna pahamohen dava o ichakey daya as vinata da pa, “Mapasitnan ya so golo as kapananawo na do atavo a parte no Judea a makayapo do Galilea a manda diaya.”
LUK.23.6	Kadngey na so akmaya sia a vinata da am inahes na an iGalilea si Jesus aya. 
LUK.23.7	Do nakapanmo na so nakayapo na do sakop ni Herodes am pinaytovoy na sia di Herodes a tori kanaw do Jerusalem. 
LUK.23.8	Do nakavoya sia ni Herodes si Jesus am chinasoyot na takwan nayendes narana ichahoho o kavoya na sia as kano kapakavoya na so milagro ni Jesus a akma so nadngedngey narana do nakarahan. 
LUK.23.9	Nayendes na sia paheahsen ni Herodes amna tominbay ava. 
LUK.23.10	As sira o maato a papali as kanira no eskriba saya am aro o vatahen da a kaso ni Jesus. 
LUK.23.11	As si Herodes kanira no sinjalo na saya am pinasnesnek kano nitek da si Jesus, as pinawnayan da sia so akmay onayen no patol as kapavidi da sia di Pilato. 
LUK.23.12	As do araw ori kanaw am somnitnan o mapia a kapay-ivan da Pilato kani Herodes, ta do manam kania am maykontra sa.
LUK.23.13	Tinawagan sa ni Pilato o maato a papali, sira o adngedngeyen sa as kanira no tawotawo saya, 
LUK.23.14	as kavata na sia dira, “Akosahen nio o tawo aya a asa ka maparahet so komavahayan amna do katayoka ko sia imbestigan do kadngeyan nio sia am arava o kaproyban ko do akosadoan nioaya sia, 
LUK.23.15	as aran si Herodes am arava o chinaproyban na a kaso na, ta tiya na pinavidi diaken. As kapanmohen nio ta arava o pinarin na nia a ipayanong na dimanen. 
LUK.23.16	Dawa ipayiplot ko sia as kapavolaw ko na sia.” [ 
LUK.23.17	Vinata na o kapavolaw na sia takwan paparinyen da no gobernador o kayan no asa ka priso a pavolawen da do akmaya sia a fiesta da.] 
LUK.23.18	Amna naytavotavo sa a mangyaw a makavata sia, “Dimanen o niaya a tawo as si Barabbas o pavolawen!” 
LUK.23.19	Si Barabbas aya am makalaboso do kaso no kapasitnan so golo do kavahayan aw as kano nakapandiman na so tawo. 
LUK.23.20	Minirwa a machisisirin dira si Pilato do kakey na omlibri si Jesus, 
LUK.23.21	amna nangyaw sa o tawotawo saya a makavata sia, “Papasken do kros, papasken o niaya a tawo!” 
LUK.23.22	Do kaoyod na makey a omlibri si Jesus am vinata ni Pilato do ipamitdo na, “Onta, ango marahet a pinarin na. Arava o kaproyban ko a gatos na a ipayanong na a dimanen. Ipayiplot ko sia as kapavolaw ko na sia.” 
LUK.23.23	Amna mangyangyaw sa a di mapahamo so kapapasek da sia. As do kwanasaw am arava o maparin ni Pilato an dia no kapachitoneng narana do ipangyangyaw daya. 
LUK.23.24	Dawa tinoroh ni Pilato o sentensia ori a nikdaw da sia. 
LUK.23.25	Pinavolaw na o priso ori a nandiman so tawo kano mapasolsol so golo a iya so inahes da no tawotawo sawri a librien as si Jesus o pinarawat na dira a parinyan da so ichakey da.
LUK.23.26	Do katori darana mangay ni Jesus do logar ori a dimanan da sia am pinadpet da si Simon a iCyrene a tayto omodi a yapo do takey as kapospos da dia a mayrara so kros ori a omonot di Jesus. 
LUK.23.27	Oyod sa aro a tawotawo o omonot as kayan da pa no mavavakes a oyod a rakoh so kangsah nia. 
LUK.23.28	Amna inidit sa tiban ni Jesus as kavata na sia dira, “Inio a mavavakes no Jerusalem, tanyisan nioava yaken asna no karakohan nio kano kametdehan nio sa o tanyisan nio, 
LUK.23.29	ta ito araw a kavata anti sia no tawo o, ‘Mapalak sa o di nakapaymanganak as abo so kametdehan,’ 
LUK.23.30	as kavata da pa anti sia dira do tokotokon o, ‘Maloyo kamo as kalaveng nio niamen.’ 
LUK.23.31	Omhamo ava o kaparin na anti dinio niaya ta an pakasisien da o abo so gatos am chapanngo na paro anti no mian so gatos?”
LUK.23.32	Mian pa sa o dadwa ka kriminal a pinachirayay da di Jesus a dimanen da. 
LUK.23.33	Makarapit sa do logar ori a abnekan so Yanga no Oho am pinapasek da si Jesus as kapayviit da sira so dadwa a ka kriminal. 
LUK.23.34	Vinata ni Jesus, “Ama, pakaboan mo sa ta ara dava mapanmo o parinyen daya.” As pinaysosogalan da no sinjalo sawri o onayen nawri do kapayatay da sia. 
LUK.23.35	Naytetnek sa do omdivon o tawotawo sawri a tomalamad sia amna sira o adngedngeyen da sawri am nitek da si Jesus a makavata sia, “Nilibri na sa o kadwan as libriay na pa so karakohan na an ara iya o somnivog aya a Cristo a tinovoy no Dios!” 
LUK.23.36	Sira o sinjalo sawri am otro da sia nitek as kapaynom da sia so silam, 
