GEN.1.1	Könakönahiŋe Anutunöŋ Suep aka gölme miwikŋaim etkiyök. 
ACT.20.3	Grik kaba köiŋ karöbut malök. Mi mal teköiga waŋge memba köwet kutuba Siria anmamgö mörök. Mewö mörökmö, Juda jitŋememe yeŋön könanöŋ qebingö aŋgönaŋi algetka kezapŋe gei mörök. Mi möta miaŋgöra Masedonia prowins kutuba gölme köna miriŋe liliŋgömamgö keuŋi uruŋan jöhöyök.
ACT.20.4	Keuŋi jöhöi suŋgurumurupŋi kewöŋan yambuk anget: Berea azi qetŋi Sopater Pirusgö nahönŋi, Tesalonaika azi qetŋiri Aristarkus aka Sekundus, Derbe azi qetŋi Gaius, Timoti aka Eisia prowinsgö azi qetŋiri Tikikus aka Trofimus. 
ACT.20.5	Yeŋön qeljiŋe Troas anda miaŋgöreŋ neŋgöra mamböta malget. 
ACT.20.6	Troas anda malgetmö, Luk ni aka tosatŋi neŋön beret yistŋi qahöpkö kendon mi Filipai sitinöŋ tarin. Mi tarin teköiga waŋgenöŋ öŋgöinga opo seri öröba möröreŋgögetka luhutnöŋ naŋgöi anda wehön 5 aiga Troas yeŋgöreŋ aŋgorin. Troas aŋgota miaŋgöreŋ wehön 7 toroqeba malin. Mewö.
ACT.20.7	Wehön 7 malin teköiga Polnöŋ wehön 8 miaŋgöreŋ eŋgömosöta anmamgö mörök. Mi möta suŋgem kondikŋi Sondagie miaŋgöreŋ tokoba Jisös mötmöriba beret mindipköbingöra tarin. Mewö taringa Polnöŋ yembuk eraum möta keuŋi jim köriba mali mali suŋgem bibiŋi ahök. 
ACT.20.8	Nini miri uruŋi kungö qakŋe eu öŋgöba tokoba taringa lambe gwötpukŋan jeba asariget. 
ACT.20.9	Tokoba taringa azi gwabö kun qetŋi Yutikus yaŋön jeŋgenaŋnöŋ tarök. Tari Polnöŋ keu jiba mali möri nalö köriiga gaunŋaŋgö möta ahöba gwörörök öröba könakembayök tala imbiŋi qahö möta miri uruŋi karöbut oŋgita gölmenöŋ geba qeyök. Geba qeiga luhuba geba memba wahöringa kömuyöhi, ehin.
ACT.20.10	Mewö ehinmö, Polnöŋ geba kepölaköba jiyök, “Kunbuk söŋgörö ösum ala guliza. Miaŋgöra kude awöwöliget.” 
ACT.20.11	Mewö jiba kunbuk eröhaŋgöreŋ öŋgöba beret mindipköba neyök. Nemba yembuk nalö köröpŋi keu jiba mala mala miri giaŋiigun eŋgömosöta könanöŋ anök. 
ACT.20.12	Aniga azi gwabö mi waŋgitketka guliba malöhi, mi eka urukölalep ketaŋi möta anget. Mewö.
ACT.20.13	Yeŋön angetmö, Polnöŋ nanŋak gölme köna anmamgö möta kewö jim kutum neŋgiyök, “Iŋini mönö qeljiŋe köwet köna miri qetŋi Asos miaŋgöreŋ angetka aitoŋgöba noaŋgitketka waŋgenöŋ öŋgöbin.” Miaŋgöra neŋön mosöta waŋgenöŋ öŋgöinga opo seri öröba möröreŋgögetka luhutnöŋ naŋgöi anda Asos miaŋgöreŋ aŋgorin. 
ACT.20.14	Asos aŋgota nembuk aitoŋgöba Pol waŋgiringa waŋgenöŋ öŋgöba miri qetŋi Mitilini miaŋgöreŋ anin. 
ACT.20.15	Mitilini anda miaŋgöreŋ opo seri kunbuk öröba möröreŋgögetka luhutnöŋ naŋgöi anda mala ahöba wahöta gölme jöhanŋi qetŋi Kios miaŋgö kösutŋe aŋgorin. Aŋgota toroqeba kutuba anda ahöba wahötagun miri qetŋi Samos miaŋgöreŋ geba kunbuk anda ahöba wahöta miri qetŋi Miletus miaŋgöreŋ kewögöra aŋgorin: 
ACT.20.16	Polnöŋ “Yambu dölökŋi (Pentekost) mi esapköba Jerusalem sitinöŋ tatmam,” jiba nalö ayuhubinbuköra ösumok anbingö mörök. Miaŋgöra Eisia prowinsnöŋ nalö köröpŋi ayuhubinbuköra möta waŋgenöŋ öŋgöba Efesus siti oŋgitpingö keuŋi jöhöi malin. Mewö.
ACT.20.17	Miletus aŋgoringa Polnöŋ Efesus yeŋgöra kolek ala urumeleŋ könagesögö jitŋememeurup yeŋön eta kamegöra köl öröm eŋgiyök. 
ACT.20.18	Köl öröm eŋgii miri qetŋi Miletus miaŋgöreŋ kaŋgotketka eŋgeka kewö jii mötket, “Nöŋön nalö mutukŋi Eisia prowinsnöŋ kayali, miaŋgöreŋök könahiba nalö pakpak embuk mala kota nup meali, iŋini miaŋgö tandökŋi ölöp möt yaköze. 
ACT.20.19	Nöŋön Kembugö jeŋe uruni mem et al aŋgum teköba nupŋi denöwö memba kota malali, iŋini mi ölöp mötze. Nupŋi memba ambazip eŋgöra sahöta imbilni eriga malal. Juda yeŋön uruŋini qahö meleŋgeri, yeŋön nalö tosatŋi miaŋgöreŋ silenöŋ alal aket aka nuŋgubingöra areŋ asa-asambötŋi ala malget. Mi ala malgeraŋgöra aka esapesap murutŋi murutŋi miwikŋaiba sihimbölö möta malal.
ACT.20.20	“Nöŋön Buŋa keu mem ölöwak eŋgimakzawi, mi jim asarim eŋgiba malal. Mi qenjaröknöŋ tokoba aka miriŋi miriŋi miaŋgöreŋ öŋgöba kusum eŋgiba malal. Nöŋön miaŋgöra poraiba nup qahö mosöral. 
ACT.20.21	Nup qahö mosöralmö, Juda kian aka gölme toŋi eŋgöra mewöyök keu kötŋi kewö naŋgöba jiba malal, ‘Iŋini mönö uruŋini meleŋda Anutugöreŋ qekötahöba Kembunini Jisös Kraist möt narim waŋgime.’ Iŋini mi pakpak ölöp möt teköze.
ACT.20.22	“Mötket, merak Uŋa Töröŋan ni Jerusalem sitinöŋ anmamgö kuŋgum niŋgiza. Miaŋgöreŋ anbi wani yuai asuhum niŋgimawi, mi qahö mötzal. 
ACT.20.23	Mohok-kun kewö mötzal: Nöŋön taon denike denike anda malali, Uŋa Töröŋan miaŋgöreŋ saŋep ala kewö naŋgöba jii möta malal, ‘Gi mönö kahasililiŋ möta malnöŋga kösö mire al gihigetka tatman.’ 
ACT.20.24	Mewö jii möta malalmö, muat. Nöŋön toroqeba malbileŋak me kömumbileŋak, mi keu kun qahö ak niŋgiza. Mi qahöpmahöpmö, Kembu Jisösnöŋ nup al niŋgiyöhi, nöŋön mönö mia mem yakömamgö möt köhöizal. Yaŋön nöŋgöra kewö jiyök, ‘Anutunöŋ kalem möriamŋi ambazip eŋgimamgö mötzawi, gi mönö miaŋgö Ölöwak Buŋaŋi jim asariba malman.’ Miaŋgöra gölmenöŋ malmami me kömumami, mi mönö yuai omaŋi kötökŋi ak niŋgiza. Ambazip mönahotkö aoŋgit akzei, kunŋan miaŋgöreŋ kembaŋe kutuba luhut qahö alma. Nöŋön mönö miaŋgö dop nupŋi memba kembaŋe kutuba mosötpileŋbuköra ösumni pakpakŋan kapaŋ köla anda malmam.
ACT.20.25	“Mewö malmam-mö, mötket, nöŋön eŋgö sutŋine anda kaba Anutu bemtohoŋaŋgö könaŋi jim asaribi mötkeri, iŋini nöŋgö jesöŋgöröni mi kunbuk qahö ekŋe. Eŋgöreŋök kunŋan kun qahö nekŋawi, merak mewö mötzal. 
ACT.20.26+ACT.20.27	Miaŋgöra nöŋön iŋini Anutugö jitŋi pakpak wuataŋgömegöra jiba uru kuŋgum eŋgiba malal. Mi mönö qahö poraiba mosöral. Miaŋgöra eŋgöreŋök kunŋan kun siŋgisöndokŋaŋgöra sohoba kömumba könöp sianöŋ gema ewö, iŋini mönö ni jim niŋgibingö osime. Nöŋön mi merak eŋgöra aukŋe naŋgöba jim köhöizal.
ACT.20.28	“Kembunöŋ nanŋi sepŋi mokoba miaŋön könagesöurupŋi bohonŋini meiga buŋaŋi ak teközei, iŋini mönö i lama ewö galöm köla köyan köl eŋgiba malme. Uŋa Töröŋi yaŋön nanŋak nup mi al eŋgiyök. Miaŋgöra iŋini mönö nanŋini aka Kembugöreŋ lama kambu yeŋgöra galömŋini mem aŋguba malme. 
ACT.20.29	Nöŋön anbiga miaŋgö andöŋe ambazip kanjamŋinambuk mi kiam kalŋi ewö eŋgö sutŋine asuhume. Yeŋön asuhuba lama kambu eŋgöra qahö möta piakŋi aka laŋ kaba eŋgöhöme, mi mötzal. 
ACT.20.30	Nanŋini sutŋineyök azi tosatŋan wahöta kinda Jisös gwarekurupŋan göraŋe anmegöra öröm eŋgiba muneŋ keu jiba malme. 
ACT.20.31	Miaŋgöra iŋini mönö uruguliguli mala keu ki uru könömŋine ala mötmörime: Nöŋön (yara) yambu karöbutkö dop suŋgem asak qambaŋ keuŋi keuŋi mi iŋini mohot mohot qösösök (qörörök) kusum eŋgiba malbiga imbilni erök.
ACT.20.32	“Nöŋön merak iŋini Anutugö böröŋe al eŋgiba kewö jizal: Yaŋgö Buŋa keuŋan mönö kalem möriamŋi indela köyan köl eŋgimakŋa. Anutunöŋ köhöiba uruŋini naŋgöba möhamgöiga ölöp köhököhöi miwikŋaiba mutulaŋgömakŋe. Iŋini Anutubuk lapingögetka alaurupŋi pakpak tök kutum eŋgiiga sarakŋi akzei, mönö yeŋgö sutŋine aŋgota dum tatatŋini memba oyaeŋkoyaeŋ aka malme. 
ACT.20.33	Ni eŋgöreŋök kungö guli jalö me moneŋ opo mi qahö buŋa qem aŋgumamgö möta malal. 
ACT.20.34	Ni aka suŋgurumurupnan yuaigöra osiba malini, mi mönö nani böröni kiaŋön nup memba miwikŋaiba malal.
ACT.20.35	“Mi pakpak aka memba silik ölöpŋi kondel eŋgial. Iŋini mönö mewöŋanök nup memba malme. Mewö mala ambazip löwöriba nup memegö osizei, mi ölöp köyan köl eŋgiba malme. Nup megetka ölŋi ahuiga Kembu Jisösgöreŋ keu ki mötmörime: Yaŋön nanŋak keu kun kewö jiyök, ‘Inap yuai buŋa qem aŋgugetka teköba pömsöm qeiga öne malmemö, tosatŋi yeŋgöra yuai kalemŋina eŋgigetka Anutunöŋ likepŋi meleŋniga oyaeŋkoyaeŋ akŋe.’ Mewö.”
ACT.20.36	Polnöŋ keu mewö jiba eta simin köla körek yembuk Anutu köuluköyök. 
ACT.20.37	Köuluköiga körek yeŋön amburereŋ aka urusahöt qeba aŋgum waŋgiba numbuŋi yöhötim neget. 
ACT.20.38	Polnöŋ mutuk keu kun kewö jii mötket, “Iŋini nöŋgö jesöŋgöröni kunbuk qahö ekŋe.” Keu mewö möta miaŋgöra wösöbirik öŋgöŋgöŋi möta kinda waŋgita waŋgenöŋ öŋgöba yaizökzök jiba umbulget. Mewö.
ACT.21.1	Yaizökzök jiba neŋgömosötketka opo seri öröba möröreŋgögetka luhutnöŋ naŋgöi anda gölme jölanŋi qetŋi Kos miaŋgöreŋ göröken diŋdiŋanök anda aŋgorin. Aŋgota ahöba wahöta toroqeba gölme jölanŋi qetŋi Rodos miaŋgöreŋ anin. Miaŋgöreŋök toroqeba Lisia prowinsgö miriŋi qetŋi Patara miaŋgöreŋ aŋgorin. 
ACT.21.2	Aŋgota kinda waŋge kun Fonisia gölmenöŋ anmamgö ahiga mi miwikŋaiba miaŋgöreŋ öŋgöinga opo seri öröba möröreŋgögetka luhutnöŋ naŋgöi anin.
ACT.21.3	Anda mala gölme jölanŋi qetŋi Saiprus miaŋgö kösutŋe kaba eka mösököba Saut görökenök oŋgita toroqeba luhutnöŋ naŋgöiga Siria prowins göröken anin. Anda “Waŋgegö inapŋi mi Taiö taonöŋ anda waŋgenöhök memba albin,” jigeraŋgöra miaŋgöreŋ anin. Miaŋgöreŋ anda waŋge mosöta gein. 
ACT.21.4	Geba gwarekurup miwikŋaim eŋgiba yembuk toroqeba wehön 7 malin. Miaŋgöreŋ malinga Uŋa Töröŋan sölölöhöm eŋgii Pol Jerusalem sitinöŋ anbapuköra galöm meme keu jiget. 
ACT.21.5	Mi jigetmö, nini wehön 7 mi yembuk malin teköiga eŋgömosöta köna anin. Köna anbin jiinga yeŋön körek pakpak anöm-moröurupŋinambuk neŋgubula taon mosöta sileŋe kaget. Taon sileŋe kaba köwet sakŋe eta simin köla Anutu köuluköin. 
ACT.21.6	Köuluköba yaizökzöknini jim aŋguinga Jerusalem anbingöra waŋgenöŋ öŋgöinga yeŋön miriŋine liliŋgöget.
ACT.21.7	Pol aka nini yaŋgö suŋgurumurupŋan mewö Taiö mosöta toroqeba anda miri qetŋi Tolemes miaŋgöreŋ aŋgota waŋge mosörin. Waŋge mosöta urumeleŋ alaurup jölöŋini jiin aka yembuk wehön mohot malin. 
ACT.21.8	Mala ahöba wahöta eŋgömosöta gölme köna anda Sisaria taonöŋ kaŋgorin. Jerusalem urumeleŋ kambu uruŋe urukuŋgukuŋgu azi (ewanjelis) sewen meköm eŋgigeri,
ACT.21.9	Filipkö böraturupŋi 4 malget. Anutunöŋ ambi seram mieŋgö uruŋine kezapqetok keu jijigö mötmöt kalem aliga malget.
ACT.21.11	Neŋgöreŋ eta Polgöreŋ örigit memba miaŋön nanŋi köna böröŋi jöhöba kewö jiyök, “Uŋa Töröŋan kewö jiza, ‘Juda jitŋememe yeŋön örigit kiaŋgö toŋi mi Jerusalem sitinöŋ kewö jöhöba kian kantrigö galöm
ACT.21.12	Mewö jii möta nini aka urumeleŋ alaurup miaŋgöreŋ malgeri, yeŋön mohot Polnöŋ Jerusalem anbapuköra uleta qetal waŋgiin. 
ACT.21.13	Qetal waŋgiinga kewö meleŋda jiyök, “Iŋini mönö denöwö akze? Sahöta keu jiba mewö miaŋön uruni munjuratze. Nöŋön Jerusalem anbi gwaröhöm niŋgimegöra jöjörözal aka miyök qahöpmö, Kembu Jisös qetŋaŋgöra aka nuŋgugetka kömumbileŋak, nöŋön mönö miaŋgöra mewöyök jöjöröba kinjal.”
ACT.21.14	Mewö jiiga mölöwörim waŋgibingö osiba urunini bönjöŋ köliga kewö jiin, “Mi mönö Kembugö jitsihitŋaŋgö dop asuhuma.”
ACT.21.15	Sisaria taonöŋ malin nalö mi teköiga amgöba mözözömgöba eŋgömosöta anda Jerusalem sitinöŋ öŋgöin. 
ACT.21.16	Sisaria miaŋgöreŋök gwarek tosatŋan mewöyök neŋgö köinini kaget. Kaget yeŋön kewö jiget, “Iŋini Saiprus azi qetŋi Nason yaŋgö mire ahöba malme.” Mewö jiba neŋguaŋgita yaŋgö mire anin. Nasonöŋ mutuhök uruŋi meleŋda Jisösgö gwarekŋi aka mala korök. Mewö.
ACT.21.17	Neŋön Jerusalem aŋgoringa urumeleŋ alaurup yeŋön neŋgömemba söŋgaiba jölöŋnini jiget. 
ACT.21.18	Jölöŋnini jigetka ahöba wahöta Polnöŋ nembuk bisop Jeims ekingö möta anin. Aninga urumeleŋ könagesögö jitŋememe yeŋön körek pakpak miaŋgöreŋ kaŋgota tatket.
ACT.21.19	Tatketka Polnöŋ jölöŋini jiba kösohotŋi alök. Anutunöŋ köiput aka nam köl neŋgiiga kian kantri yeŋgö sutŋine anda liliköba misin nup meinga ölŋi ahuyöhi, miaŋgö kösohotŋi mesiŋda mohot mohot mi körekŋanök jii mötket. 
ACT.21.20	Mi jii möta Anutu möpöseigetka azi ipŋi kunŋan kewö jiyök, “Pol alanini, Juda ambazip tausenŋi tausenŋi yeŋön Jisös möt nariba uruŋini meleŋda töndup körek pakpak toroqeba Mosesgö Köna keu mi törörök wuataŋgöbingö kapaŋ kölje. 
ACT.21.21	Mewö kapaŋ köljemö, göhö buzupki mi kewö laŋ jiget mötket, ‘Juda ambazip deŋda kian kantri yeŋgö sutŋine anda maljei, göŋön liliköba i kewö kusum eŋgiba maljan, jimakze, “Iŋini mönö Mosesgö köna keu andö qeba Anutugöreŋ aiwesök mi azi morosepsep sileŋine kude yandime aka Juda ahakmeme tosatŋi mi kude wuataŋgöme.” ’
ACT.21.22	“Mi jimakzeaŋgöra aka göŋön kazani, yeŋön mi möta miaŋgöreŋök öröba kambu ketaŋi köla tokobeak. Miaŋgöra nini waimanjat möta mönö denöwö ahinga dop kölbawak? 
ACT.21.23	Miaŋgöra neŋön dölki keu göhöra jibini, göŋön mönö miaŋgö dop akŋan. Azi 4:ŋan yuai akingö keuŋini Anutugöreŋ jiba jöjöpaŋ keunöŋ jöhöget. 
ACT.21.24	Mi keunöŋ jöhögetmö, moneŋgöra osiba mamböta sutnine ki malje. Miaŋgöra göŋön mönö i eŋgömemba yembuk köl könjörat ak aŋguba yeŋgöra aka naluk alnöŋga dop köli ölöp nöröp jupŋini mitigetka keuŋini köhöima. Göŋön mewö aka Mosesgö Köna keu tem köla wuataŋgöba maljani, körek pakpak göhö könaŋamgi mi törörök eka möt asarime. Mi möt asariba göhöra keu jiget mötkeri, mi ölŋi kun qahö miwikŋaigetka omaŋi aiga kömuma. 
ACT.21.25	Göhöreŋ keu kömumapmö, kian kantri yeŋön Jisös möt nariba uruŋini meleŋgeri, neŋön yeŋgöra keu kewö jöhöba kimbi ohoba alin anök, ‘Sömbup busuŋi bem lopioŋ yeŋgö naluk buŋa qeba könaŋine algetka ösumŋinan walöŋnöhi, mi mönö kude neme. Mewöyök sep me sömbup jölŋini qeqeŋi miaŋgö busuŋi mi kude neme. Serowilin kude akŋe. Yuai kanjamŋambuk 4 mi mönö mosöta andö qegetka dop kölma.’”
ACT.21.26	Jitŋememe yeŋön mewö jigetka Polnöŋ azi 4 mi eŋgömemba ahöba wahöta yembuk köl könjörat ak aŋguget. Ak aŋgugetka jöwöwöl jikenöŋ öŋgöba azi mohot mohot eŋgöra naluk ala jöwöwöl ohogetka köl könjörat nalöŋini tekömawi, miaŋgö nalö buzupŋi jii mötket. Mewö.
ACT.21.27	Polnöŋ mi jii mötketmö, silim 7 mi tekömamgö aiga Juda tosatŋi Eisia prowinsnöhök kageri, yeŋön Pol jöwöwöl jikenöŋ öŋgöi eket. Eka ambazip kambu körek uruŋini kuŋgum eŋgiget wahöri Pol qeraköba meget. 
ACT.21.28	Qeraköba memba kewö qetket, “Israel ambazip, mönö bauköm neŋgiget! Azi kiaŋön mönö gölmeŋi gölmeŋi liliköba miri dop kusum eŋgiba uruŋini kewö kuŋgum eŋgimakza: Iŋini pakpak mönö Israel ambazip kambu qetala mem bölim neŋgime. Nanine Köna keu mosöta jöwöwöl jikenine laŋ öŋgöba iwilele aka malme. Mewö kusum eŋgiba malök aka merak Grik azi mi tok waŋgita jöwöwöl jikenöŋ öŋgöiga miri kömbukŋi kiaŋön mönö töwiba kölköljiŋjiŋambuk akapuk.” 
ACT.21.29	Mi kewögöra qetket: Efesus azi Trofimus yaŋön mutuk siti könanöŋ Polbuk ani etkeka kewö mötmöriget: Polnöŋ i waŋgiri mohotŋe jöwöwöl jikenöŋ öŋgöbahotpuk.
ACT.21.30	Mewö qetketka ambazipnöŋ eŋololoŋ aka ösumŋinan luluŋda kaba tokoba göjupmajup aketka qeburuŋ ketaŋi yöhöi siti körek dop kölök. Mewö aiga Pol qeraköba jöhöba jöwöwöl jikenöhök öröba yaigep eta miaŋgöreŋök jikegö kiripo naŋguŋi pakpak mi miaŋgöreŋök köla jöhöget. 
ACT.21.31	Pol jöhöba qebingö kapaŋ kölgetka buzupŋi sehiba Rom yarö kambugö suahö galöm bohonŋi yaŋgö kezapŋe keu kewö geiga mörök, “Jerusalem pakpak yeŋön karim aka bim qeze.” 
ACT.21.32	Mewö möta miaŋgöreŋök yarö azi kambu tosatŋi suahö galömŋinambuk eŋguaŋgita luhuba yeŋgöreŋ geget. Gegetka i eŋgeka Pol qegeri, mi mosötket.
ACT.21.33	Mosötketka suahö galöm bohonŋan sutŋine anda jim kutuiga Pol memba tapep (muŋgamuŋga) yahötnöŋ jöhöget. Jöhögetka kewö jiba qesim eŋgiyök, “Azi ki niŋia?” aiga “Wania aiga qeze?” 
ACT.21.34	Qesim eŋgiyökmö, ambazip kambunöhök keu murutŋi murutŋi meleŋda laŋlaŋ qetket. Mewö laŋlaŋ qeta göju megeraŋgöra aka könaŋi törörök mötmamgö osiyök. Mi osiba miaŋgöra jim kutuiga Pol waŋgita yarö azi yeŋgö ain kiripo uruŋe anget. 
ACT.21.35+ACT.21.36	Waŋgita angetka ambazip kambu ketaŋi yeŋön könaŋine eŋguataŋgöba kaba kewö qetket, “Mönö qeget kömuma. Yapmakek!” Mewö qetketka yarö azi yeŋgö ain kiripo naŋguŋe aŋgoriga könöpuk anda kaba göjupmajup ketaŋi akeraŋgöra aka gwötpuk lömböriyök. Miaŋgöra yarö azi yeŋön Pol memba aŋguba anget. Mewö.
ACT.21.37	Aŋguba kaba yarö azi yeŋgö sel uruŋe öŋgöbingö aketka Polnöŋ suahö galöm bohonŋi kewö qesim waŋgiyök, “Ni göhöra keu kun ölöp jimam me qahö?” Qesim waŋgiiga möta köŋkuŋ aka jiyök, “O, gi Grik keu mötzan me? 
ACT.21.38	Miaŋgöra gi Ijipt azia akzan me qahö? Ijipt azi kunŋan uruwale tuarenjoŋ azi timbiŋinambuk 4000 mi eŋololoŋ ak eŋgiiga Rom gawman tuarenjoŋ aka bim karim könahiba aka eŋguaŋgiri gölme qararaŋkölkölŋe anget. Gi galöm azi mia akzan me qahö?”
ACT.21.39	Mewö jiiga Polnöŋ jiyök, “Ni Juda azia. Ni Silisia prowinsgö taon qetŋi Tarsus mötzani, mönö miaŋgöreŋ ahuba mala koral. Miaŋgöra qesim gihibi: Gi ölöp jinöŋga nöŋön ambazip kambu kieŋgöra keu jibi mötme.”
ACT.21.40	Mewö jiiga “Ölöp jiman,” jiiga Polnöŋ döpnöŋ kinda ambazip eŋgöra börö misiyök. Börö misiiga göju mosöta keu bök kingetka Hibru keunöŋ keu kewö jii mötket,
ACT.22.1	Polnöŋ kinda kewö jiyök, “Azi alaurupni, nöŋön keugö likepŋi jimami, mi mönö kezap ala mötket.” 
ACT.22.2	Hibru keunöŋ keu jii möta keuŋini körek bököm teköi kingetka toroqeba jiyök,
ACT.22.4	Mewö mala ambazip Kembugö könaŋi wuataŋgöba maljei, mi köndeŋda sesewerowero ak eŋgibiga sihimbölö möta tosatŋan kömuget. Nöŋön ambazipŋi ambazipŋi eŋguaŋgita tapepnöŋ (muŋgamuŋga) jöhöba kösö mire al eŋgial. 
ACT.22.5	Jike nup galöm bohonŋi aka jitŋememe pakpak yeŋön mi ölöp mötze aka yeŋgöreŋ anda qesim eŋgiinga mi ölöp naŋgöba jibeak. Yeŋön Juda azi ipŋi Damaskus sitinöŋ maljei, yeŋgöra kimbi ohoba niŋgiget memba malal. Miaŋgöreŋ ambazip Kembugö könaŋi wuataŋgöba maljei, nöŋön mönö mi mewöŋanök ‘Likepŋi meleŋ eŋgimegöra gwaröhöm eŋgiba Jerusalem ki eŋguaŋgitmam,’ jiba könanöŋ anal.”
ACT.22.6	“Könanöŋ analmö, Damaskus siti dopdowibiga miaŋgöreŋ yuai kun kewö asuhuyök: Silim bibiŋe miaŋgöreŋ asakmararaŋ ketaŋi kun Suepnöhök wölbilik ewö asuhuba wölaŋ eta turum niŋgiyök. 
ACT.22.7	Turum niŋgiiga tala gölmenöŋ eta ahöbiga Suepnöhök keu kun kewö asuhui möral, ‘Sol Sol, gi mönö wuanöŋgöra sesewerowero qakŋe al niŋgimakzan?’ 
ACT.22.8	Mi möta meleŋnal, ‘Kembu, gi daŋön?’ Mewö meleŋbiga jiyök, ‘Ni Nazaret azi Jisös, sesewerowero qakŋe al niŋgimakzani, nia mönö mi.’ 
ACT.22.9	Azi nömbuk kaba kingeri, yeŋön asakmararaŋ mia eketmö, keu nöŋgöra jiyöhi, miaŋgö kourukŋi kun qahö mötket. 
ACT.22.10	Mewö jiiga nöŋön qesiba jial, ‘Kembu, mönö nöŋön denöwö akŋam?’ Jibiga jiyök, ‘Gi mönö dölki wahöta Damaskus sitinöŋ anöŋga Anutunöŋ wani yuaia akŋangö jimawi, mi kunŋan jiiga mötman.’ 
ACT.22.11	Asakmararaŋ miaŋön jeni qeiga jaŋjuŋ aka kinbiga azi nömbuk malgeri, yeŋön böröne memba noaŋgitketka Damaskus sitinöŋ anin.
ACT.22.12	“Miaŋgöreŋ azi kun qetŋi Ananaias malök. Yaŋön Anutu göda qeba Mosesgöreŋ Köna keu törörök wuataŋgöba malök. Miaŋgöra Juda ambazip Damaskus malgeri, yeŋön körek gödaŋi ölöpŋi ak waŋgiba malget. 
ACT.22.13	Yaŋön nöŋgöreŋ kaba kösutne kinda nöŋgöra kewö jiyök, ‘Sol alani, jegi mönö kunbuk tohoyök.’ Mewö jiiga aua nalö miaŋgöreŋök jeni tohoiga uba ehal. 
ACT.22.14	Ekiga Ananaiasnöŋ jiyök, ‘Göŋön ahakmeme diŋdiŋi solanŋaŋgö Toŋa eknöŋga keu jitŋan jii könömŋi mötnöŋ. Nanine ambösakonini yeŋgöreŋ Anutu yaŋön gi möwölöhöm gihiiga yaŋgö jitsihitŋi möt kutuman. 
ACT.22.15	Gi wani yuai eka mötzani, mönö mi naŋgöba jiba yaŋgö jitŋe memeŋi aka gölmeŋi gölmeŋi ambazip jeŋine dangunu ewö kinda malman. 
ACT.22.16	Mewögöra gi wuanöŋgöra mambötzan? Mönö wahöta yaŋgö qetŋi qeta köuluköba jinöŋga o melun mem gihiinga siŋgisöndoki saŋgoŋniga solanima.’ Ananaiasnöŋ mewö jiyök.”
ACT.22.17	“Damaskus siti mosöta Jerusalem sitinöŋ liliŋgöba jöwöwöl jikenöŋ köuluköbiga Kembugö alburupŋan (aŋsumbemŋan) nuŋgui kinda imut kun ehal. 
ACT.22.18	Imut miaŋgöreŋ Jisös ekiga nöŋgöreŋ kaba kewö jiba jii möral, ‘Gi kantri kiaŋgöreŋ nöŋgö könani aka Buŋa keuni mi kude jiba malman. Mi naŋgöba jinöŋga nesampurek aka andö qeme. Miaŋgöra Jerusalem siti ki mönö ösumok mosöta anman.’
