MAT.1.1	Mokanda mobatata baYesu Masiya, mwana oDawidi, mwana oAbalayama. 
ROM.10.16	Kumu, ojimi mwako mosu nda?
ROM.10.17	Oko boa bato bamiti ka, batada na ejimeli, na badi boka oko na Mwako Mopele moMasiya. 
ROM.10.18	Mbi ko nahɔjɔkɔ bo, Baika? Ee, baka soti.
ROM.10.18	Ngondo esusu eka kɔpi ebu;
ROM.10.18	Mwako mobu momea oko a suka engondo.
ROM.10.19	Nahɔjɔkɔ koko bo, BaYisalaele baicingea? Ehele mɛnɛ Mose abala bo,
ROM.10.19	Mbi nadi bokeja no likaka a mojɔ molikota lia lidi ngasa;
ROM.10.19	Nadi bokeja no kɛlɛ a mojɔ molikota lia lipeliti bocingea.
ROM.10.20	Ngɔngɔ jinde, Yisaya abala na eci bo,
ROM.10.20	Ibaya baiduka mbi babolojai mbi;
ROM.10.20	Nasabolojai ai baya baihɔjɔkɔ mbi.
ROM.10.21	A mojɔ moYisalaele ko, abala bo,
ROM.10.21	Mbi naninojai mɔmɔ mambi busa bosusu
ROM.10.21	Ai bato balipanga baya bapeliti lisuma.
ROM.11.1	A mojɔ momina, mbi nahɔjɔkɔ isa Njambe aloni bato bande?
ROM.11.1	Pɛpɛ nongo mweka! Mbi nadi MoYisalaele mbi mɛnɛ; nadi mwana oAbalayama, moto ohkota liBenyamina. 
ROM.11.2	Njambe alomti nongo bato bande, mojɔ bo ajeba eyou bo badi bato bande. Otaje-bakani mojɔ moElia mua modi a Misɔnɔ? Iyo anga Njambe a bodumba Yisalaele bo,
ROM.11.3	Kumu, bawoi batɔndɔi bawɛ. Babuki matumbu mawɛ. Mbi nadikai oko mbi buki pɛ, na badukakani bo bawoe mbi.
ROM.11.4	Njambe ko amosɔmbeja bo? Abala bo,
ROM.11.4	Mbi nadikai na bato bami koto sambo baya baisumana nongo a boso boBaala.
ROM.11.5	Eketa edikai koko edɛye, bahɔmɔke bamonganji moNjambe.
ROM.11.6	Bohɔ bomina bodi a mojɔ momonganji moNjambe, te nongo a mojɔ mobilomu. Eipeta da boa, ka monganji moNjambe moditi monganji mosoti. 
ROM.11.7	Cina emina edi bo? Edi bo BaYisalaele baduka mokina mojɔ, pɛ ko bomoboloja. Bahɔmɔke ko bamoholoja, na milema mibu batongo mipinga oko bopinga. 
ROM.11.8	Mosɔnɔmɔ bo,
ROM.11.8	Njambe abapi mwembo mongbungbuma,
ROM.11.8	Miso maya mapeliti njɛnɛ,
ROM.11.8	Na matoi maya mapehti njoki,
ROM.11.8	Oko a busa bu.
ROM.11.9	Dawidi pongono abala bo,
ROM.11.9	Kina kola ebu edae likimba na elambo ai bo,
ROM.11.9	Libaku a mojɔ mobosaka, bo basɛ ndese ebu.
ROM.11.10	Kina miso mabu mambimbine bo bata’nɛ,
ROM.11.10	Na ngundubaneja mikɔngɔ mibu na bosusu.
ROM.11.11	Oko boa mbi nahɔjɔkɔ isa basaka libaku bo bakwɛ? Pɛpɛ nongo mweka. Njea ebohela ko ehoa ai bapakano oko a mojɔ mobokwa bobu, a bokeja bo likaka. 
ROM.11.12	Oko boa, isa ngondo ebɔngi a mojɔ mobokwa bobu, na isa bapakano basɔ lisango a mojɔ molibunga libu, esingaiti na bohula bobu!
ROM.11.13	Mbi yona odi obwɛnji ai bapakano, natɔndɔkɔ no bapakano bo nakumejaka elomu embi 
ROM.11.14	oko na njingo bo nakejae bato bambi BaYuda likaka, a boheleja bakina babu. 
ROM.11.15	Mojɔ bo, isa bosiili bongondo bocingi na bɔbɔtɔ bobu, bohula bobu bodi boda bomɔ a tei ebagwake.
ROM.11.16	Isa mbuma eboso edi esɛnɔke, mbuma jisusu jidi jisɛnɔke. Isa monjeli modi mosɛnɔke, bitape bimole bidi koko bisɛnɔke. 
ROM.11.17	Bikina bitape ko bikatɛndɔmɔ, na wɛ olive oesika okakatana na mole a esika edaka bitape bimina, odi bokatana na cina emole, na odi bosɔ ngulu emole moolive. 
ROM.11.18	Pɛ bosakumeja ko na bitape bimina. Okada na jala, pɛ bobosa bo wɛ otapeaka mole; modi oko mole mua mopeaka wɛ. 
ROM.11.19	Odi bosɔmbeja bo, Bitape bitongo bitɛndɔmɔ bo mbi nakatane na mole. 
ROM.11.20	Soti; bitape ko bitɛndɔmɔ cina epɛndɔ, na wɛ odi a esika ewɛ a mojɔ moejimeli. Pɛ boda na egbo a mojɔ momina; da oko na bɔ. 
ROM.11.21	Mojɔ bo, isa Njambe adaka na bopipo na bitape bimole mɛnɛ, âda koko na bopipo a mojɔ mowɛ. 
ROM.11.22	Toma lɛ bo Njambe adi na monganji, na adi na bopipo pongono. Bopipo bonde bodi ai bakwake; monganji monde ko modi ai wɛ, okayeyoa a monganji monde. Omiti kɔ boa, wɛ ôtɛndɔmɔ pongono. 
ROM.11.23	Ibo pongono bakakina pɛndɔ ebu, bâkatana koko; mojɔ bo Njambe adi na ngulu bo abakatanejae koko. 
ROM.11.24	Isa wɛ otɛndɔmɔ a mole moolive moesika, na okatana na mole moolive mogbie, esingaiti bitape bimole na soti! Bidi bokatana koko na mole mobitape bimina.
ROM.11.25	Baninga, mbi napalaka bo ocingeeni mojɔ mu mobombamake, osaka dani na egbo. Modi oko bo likma libondo liYisalaele lidi na miso mago, na bâda boa oko a ehole êbwana etango ebapakano. 
ROM.11.26	Oko boa BaYisalaele basusu bâhela. Mosɔnɔmɔ koko boa bo,
ROM.11.26	Moheleja âhula Siona A boheleja Yakobo a bobe bonde.
ROM.11.27	Imu modi mokongo môbakea mbi na bu Yana âdongeja mbi jibe jibu.
ROM.11.28	Badi na Njambe soki a njea eMwako Mopele, na mojɔ momina mobɔngejai no. A njea ebohɔ boNjambe ko, yo abapalaka a mojɔ mobatata babu. 
ROM.11.29	Mojɔ bo Njambe akapa bipeeli, isa akabea bato, aditina dosa a mojɔ momina. 
ROM.11.30	Bosoboso ino odakani na lipanga ai Njambe; edɛye ko osɔkɔni monganji moNjambe mojɔ bo ’bo badi na lipanga. 
ROM.11.31	Ibo koko boa; badi na lipanga edɛye, bo basɛ monganji ngɔngɔ o asɔkɔ no monganji. 
ROM.11.32	Mojɔ bo Njambe akinea bato basusu a lipanga libu, bo anejae basusu monganji monde.
ROM.11.33	Ee soti! Ndinda ebowɛi boNjambe enɔi mwɛngi momoto, na ejebeli ende pongono. Moto atahɔnɔ bokokeleja bisambi binde, na bocingea njea jinde. 
ROM.11.34	Mojɔ bo,
ROM.11.34	Ocingeaka mokano moNjambe nda?
ROM.11.34	Molehi onde nda?
ROM.11.35	Omopa ekina epeeli nda,
ROM.11.35	Bo Njambe adae na nongo ai yo?
ROM.11.36	Leka kanga losusu mɛnɛ lodi ai yo, lohelaka a mojɔ monde na losukeaka oko na nde. Ekumu ai yo na bosusu. 
ROM.12.1	Baninga, mbi nangɔɔnɔkɔ no oko na monganji moNjambe bo opejaeni mikuku minu ai Njambe, epeeli yena edi mɔ na esɛnɔke a bosepeja Njambe. Bosakoa bua bobwani na nu oko bu. 
ROM.12.2	T’odaeni oko na ekɔmɛli ebato bangondo ye. Toma dani na milema miyene bo okindoeni elimo etongo; oko boa odini bojeba bolulea boNjambe na soti, bolulea bonde bopele, bobɔngɔke na bobwanake.
ROM.12.3	Mbi nalehaka no basusu na monganji mosɔ mbi, bo moto atasakumeja yo mɛnɛ. Adi bosa’ngɛ na bolɛ, na mwɛngi moejimeli mokabaka Njambe ai moto na moto. 
ROM.12.4	Mokuku momoto modi na binama binɛnɛ. Ibi bisusu ko bidi na bilomu tongotongo. 
ROM.12.5	Iso bodi koko boa. Nongo adi so banɛnɛ, bodi mokuku momɔci a tei eMasiya, na bokatani so basusu, moto na moto. 
ROM.12.6	Bipeeli bisu biditi amɛci; bicingi oko na monganji moNjambe ai moto na moto. Yona odi na epeeli ebotɔndɔ mwako, abwani botɔndɔ mwako na mwɛngi monde moejimeli. 
ROM.12.7	Isa edi epeeli ebokɔmeja, moto adi bokɔmeja; na mokoja adi bokɔ elomu ebokoja. 
ROM.12.8	Molehi adi na elomu eboleha. Yona opaka bipeeli adi bopa na likabo limonganji. Yona odi na elomu a boso bobato, adi boda na bingi; na yona okɔmejaka bato na wa adi boda na sepi.
ROM.12.9	Yɛ epaeli enu edae epaeli esoti. Dani na maneene a mojɔ mobobe; dani ko na posa engando jipele. 
ROM.12.10	Toma palanani na epaeli emoto ai mwangwa’nde; moto adi boduka ekumu emoto otongo, te ekumu ende mɛnɛ. 
ROM.12.11	T’okineni oko bo bingi enu embɛ; kɔmɛni Kumu na peye eMwembo. 
ROM.12.12	Kinani njingo enu esepejae no. Dani na lingbangba a tei emonɔngɔ. T’ongwaeni oko bo’nga. 
ROM.12.13	Dani na likabo ai bato baDenga baya badi na taka; asɔni bakɛndɛli bopele.
ROM.12.14	Jongoani bato baya badingojaka no; bajongoani, pɛ bobasingani. 
ROM.12.15	Sepani na bato baya badi na sepi; yeani na bato baya bayeaka. 
ROM.12.16	Dani na molema momɔci. T’odaeni oko na jala a milema minu; katanani na bato baya badi na milema mititake. Pɛ bosakumejani na bowɛi bonu. 
ROM.12.17	Moto akakɔ no bobe, t’osɔmbejaeni oko bobe ai yo. Lɛni oko mijɔ mipele pɛ a boso bobato basusu. 
ROM.12.18	Isa njea edi, kɔni na milema minu misusu bo otadani na mijɔ na bato batongo. 
ROM.12.19	Baninga, T’okundeni oko likundu. Kinani mijɔ misusu a kɛnjɔ eNjambe; mojɔ bo, mosɔnɔmɔ bo, Njamhe abala bo,
ROM.12.19	Likundu lidi oko ai mbi. Mbi nadi bosea ndese.
ROM.12.20	Soki ewɛ akada na nja, mopa dia. Akada na ekangola, monusa madiba. Okakɔ boa, odi bomokeja sɔni enɛnɛ mɛnɛ. 
ROM.12.21	T’ogbokeni oko na bobe; Gbokejani bobe ko na bopele.
ROM.13.1	Moto na moto abwani bosuma bakumu bakpaci, mojɔ bo edi Njambe yona opaka kpaci esusu. Makumu maya madi, masɔ kpaci ai yo. 
ROM.13.2	Oko boa, moto akakotoa kpaci emina, adi soki emokano moNjambe, na soki jimina jisamboa. 
ROM.13.3	Moto akakɔ bopele, atabanga nongo bajuji; moto ko akakɔ bohe, adi bohanga bajuji. Oko boa isa opalaka boda pɛ nongo bɔ a mojɔ mokumu, toma da na ekɔmɛli epele, na yo adi bosepa na wɛ. 
ROM.13.4	Mojɔ bo yo adi mokɔmɛli oNjambe a bokɔmeja wɛ. Okakɔ bobe ko, obwani bobanga, mojɔ bo juji aditi na kpaci ebowa boangasa; adi mokɔmɛli oNjambe, a bodumba moto yona okɔkɔ bobe. 
ROM.13.5	Oko boa, moto abwani boda na lisuma, te cina ebɔ bomokindo, oko a mojɔ momojimo momolema monde. 
ROM.13.6	Oputakani koko tako a mojɔ momina. Bakumu badi bakɔmɛli baNjambe, na ehole ehu esusu edi oko a elomu ebu. 
ROM.13.7	A mojɔ momina, kabani ai bato basusu leka lua lobwani na bu; tako ai yona osɔkɔ tako, nongo ai yona osɔkɔ nongo; lisuma ai yona obwani bosɔ lisuma, na ekumu ai yona obwani bosɔ ekumu.
ROM.13.8	Pɛ bodani na nongo ai moto, oko nongo eepaeli pɛ, bo opalaneni, moto na mina’nde moto. Mojɔ bo yona opalaka moto otongo asumaka Mibeko. 
ROM.13.9	T’ongɛ oko bɔɔli. T’owoe oko. T’obe oko. T’omboe oko. Mibeko mk na mibeko mitongo isa midi, midi a tei eekenge ye,
ROM.13.9	Toma pala motuteano mowɛ o asapalaka wɛ mɛnɛ.
ROM.13.10	Epaeli t’ekɔke bobe ai motuteano. Oko boa epaeli ebɔngejaka Mibeko.
ROM.13.11	Mojɔ motongo; ojebakani bo ehole emei, ehole ebosisoa ta hiɔ. Mojɔ bo, bokangɛ ehole ebanga so bojima na ehole ye, bohela bosu bobatami edɛye. 
ROM.13.12	Bulu bobengi bosia, na busa bobengi bohoa. Yɛni so bobulɛe ngando jimodidi bo bolwae molilo mobohu. 
ROM.13.13	Yɛni bodae na ekɔmɛli epele ebato baya badalaka a bohu, te na ebueli na bolangoa, isa na ndukeli na lisɔngi, isa na miano na likaka. 
ROM.13.14	Lwani oko Yesu Masiya o elwaeli enu; t’okineni oko pokiso a mojɔ momunu, a bogoleja posa jimunu.
ROM.14.1	Isa moto aditi mombilimake a ejimeli ende, mosɔni bopele; pɛ bomodumbani a mojɔ mongando jijimaka yo. 
ROM.14.2	Okina moto ajimaka bo abwani boyaka leka losusu; moto ko yona odi na bwɛmbu ayakaka oko njua pɛ. 
ROM.14.3	Moto yona oyakaka eka, abwaniti bosɛtoja moto yona odi na bikia. Na yona odi na bikia abwaniti bodumba moto yona oyakaka, mojɔ bo Njambe amojimaka. 
ROM.14.4	Wɛ nda? Wɛ obwani bosambeja mokɔmɛli omoto otongo? Moswa’nde mɛnɛ ajebaka isa amai mema isa akwi. Adi bo’ma mema ko, mojɔ bo Kumu adi na ngulu bo amombilimejae. 
ROM.14.5	Moto omɔci alɛkɛ bo busa bomɔci na busa botongo masangiti; moto otongo ko alɛkɛ bo masu masusumadi amɛci. Moto na moto abwani bojima na sotia molema monde. 
ROM.14.6	Moto yona olɛkɛ bo bokina busa bodi bonɛnɛ, akɔkɔ boa na lisuma ai Kumu; yona opeliti bikia, ayakaka koko na lisuma ai Kumu, na asakoaka Njambe; yona odi na bikia, akiaka koko na lisuma ai Kumu, na asakoaka Njambe pongono. 
ROM.14.7	Mojɔ bo moto t’ahelake a mojɔ monde mɛnɛ pɛ, na moto t’agwake a mojɔ monde mɛnɛ pɛ. 
ROM.14.8	Adi so mɔ, hodi oko ai Kumu; na bokagwa, bodi oko ai Kumu. Oko boa, isa bodi mɔ, isa bokagwa, bodi oko ai Kumu. 
ROM.14.9	Yesu agwa na ahela koko oko a mojɔ momina, bo adae Kumu obagwake, na Kumu obato baya badi mɔ.
ROM.14.10	Wɛ ko, osambejaka mwangwao mojɔ moye? Osɛtojaka mwangwao mojɔ moye? Iso basusu bodi bo’ma a boso bomongbɛlɛngɔ moesambi eNjambe. 
ROM.14.11	Mojɔ bo mosɔnɔmɔ bo,
ROM.14.11	Kumu abalaka bo, Mbi nadi mɔ;
ROM.14.11	Bato kanga basusu mɛnɛ badi botita na magbunda a boso bombi.
ROM.14.11	Bato kanga basusu mɛnɛ badi bosakoa Njambe na minɔkɔ mibu.
ROM.14.12	Oko boa so basusu bodi bosɔmbeja Njambe, moto na moto a mojɔ monde mɛnɛ.
ROM.14.13	Oko boa bobwaniti bosambejana koko; jimani oko bo obwanitini hokɔ mokina mojɔ mua mobwani boda libaku isa elambo anjea emwangwao. 
ROM.14.14	Mbi najebaka; najebaka na soti, oko na Kumu Yesu, bo ekia eeka ecingiti na eka mɛnɛ, oko na moto yona okiaka eka emina. Akajima bo eka emina edi na ekia, edi boa oko ai yo. 
ROM.14.15	Wɛ ko okayaka ekina eka, na mwangwao akada na wa a mojɔ momina, otasusaka koko njea eepaeli. Yesu agwea moto omina, na wɛ obwaniti bomobeja a mojɔ moeyakeli ewɛ. 
ROM.14.16	Isa mokina mojɔ mua modi mopele a miso mawɛ, modi mobe a miso mabato batongo, pɛ bokɔ mojɔ momina. 
ROM.14.17	Mojɔ bo, Bokumu BoNjambe bocingiti na boyaka na bomwaka; bodi mojɔ mobodongo, na bowi, na sepi, a tei eMwembo Mosɛnɔke. 
ROM.14.18	Moto yona okɔmɛkɛ Masiya a njea jimina, adi na esako epele a tei ebato, na Njambe amojimaka pongono. 
ROM.14.19	Oko boa, kinani milema misu midae oko na posa a ngando jibowi, ho bokɔmejane moto na moto. 
ROM.14.20	T’obejae oko elomu eNjambe a mojɔ moeka eboyaka. Leka losusu lobwani na boyaka soti; endele ko, moto akasakeja bato batongo na leka loyakaka yo, akɔkɔ bobe. 
ROM.14.21	Okakia tito, isa okalona bomwaka vino, isa okalona mokina mojɔ motongo mua mobwani bosakeja mwangwao, okɔkɔ bopele. 
ROM.14.22	Odi na ejimeli; banea ejimeli emina a tei enu na Njambe. Isa moto aditi na mokakwano a mojɔ mongando jijimaka yo, moto omina adi na sepi. 
ROM.14.23	Isa moto ko adi na mokakwano a mojɔ moekina eka, na akayaka eka emina, asadumbaka yo mɛnɛ; mojɔ bo atajimaka na soti mua mokɔkɔ yo. Mojɔ bo, isa mokina mojɔ mocingiti na ejimeli, modi oko mobe.
ROM.15.1	Iso baya badi na ngulu bobwani bolwa mina mibato bayɛmbu. Bobwaniti bokɔ oko ngando jipalaka so bɛnɛ pɛ. 
ROM.15.2	Moto na moto adi bokɔ mua mosepejaka motuteano monde, isa modi mopele, bo amombilimejae a ejimeli ende. 
ROM.15.3	Mojɔ bo Masiya aipala bo mijɔ midae o apalaka yo mɛnɛ; mosɔnɔmɔ bo,
ROM.15.3	Biloli bibu baya balolea wɛ bihekoi ai mhi.
ROM.15.4	Bikenge bi bisusu bisɔnɔmɔ eyou a bokoja so, bo bodae na njingo, mojɔ bo Misɔnɔ mipaka so lingbangba na eci. 
ROM.15.5	Yɛ Njambe yona opaka lingbangba na eci, akɔe bo odaeni na molema momɔci, o apalaka Masiya Yesu, 
ROM.15.6	bo okataneni na molema momɔci, na monɔkɔ momɔci, a bokumeja Njambe Sange ’Kumu osu Yesu Masiya.
ROM.15.7	Asɔnɔni bopele a bokumeja Njambe, mojɔ bo Yesu Masiya asɔ no bopele. 
ROM.15.8	Mbi natɔndɔkɔ no bo Masiya adaka mokɔmɛli oBaYisalaele bo angamejae sako jikinea Njambe batata bo jidi soti, 
ROM.15.9	na bo bapakano bakumejae Njambe a mojɔ momonganji monde. Mosɔnɔmɔ boa bo,
ROM.15.9	A mojɔ momina, mbi nâsakoa wɛ a tei emakota;
ROM.15.9	Nâkumeja kombe ewɛ na njembo.
ROM.15.10	Abala koko bo,
ROM.15.10	Ino makota, sepani na bato bande.
ROM.15.11	Na koko bo,
ROM.15.11	Sakoani Kumu, mo bamakota masusu;
ROM.15.11	Yɛ makota masusu mamosakoe.
ROM.15.12	Yisaya abala koko bo,
ROM.15.12	Monjeli moYisai motɔbi;
ROM.15.12	Iyo adi bongɔ bo adae kumu omakota;
ROM.15.12	Njingo emakota edabí oko ai yo.
ROM.15.13	Yɛ Njambe onjingo alumejae no na sepi na bowi a ejimeli enu, bo njingo enu enɛnge a mojɔ mongulu eMwembo Mosɛnɔke.
ROM.15.14	Baninga, mbi najimaka na soti bo olumini na ngando jipele; odini na ejebeli engando jisusu, na obwanini bopana bilebo. 
ROM.15.15	Endele ko, mbi nasɔnei no mikina mijɔ na ebaeli epipo a bolɛjɛ no, mojɔ bo Njambe akɔni monganji 
ROM.15.16	bo nadae mokɔmɛli oMasiya Yesu a tei ebapakano, a elomu eMwako Mopele moNjambe. Oko boa bapakano bâda epeeli ebwanake, epeeli esɛnɔke, a mojɔ moMwembo Mosɛnɔke. 
ROM.15.17	A mojɔ momina, nabwani bosepa a tei eMasiya Yesu, a mojɔ moelomu embi ai Njambe. 
ROM.15.18	Ebɔngiti bo nabale a mojɔ mongando jitongo, oko ngando jikɔ Njambe na mbi a bogbokeja bapakano na ebaeli, na elomu, 
ROM.15.19	na ngulu ebimbete na mindumba, na ngulu eMwembo Mosɛnɔke. Oko boa, abanga mbi a Yelusalema, nananganejai Mwako Mopele a makota matongo, suka oko Ililiko. 
ROM.15.20	Mojɔ bo posa embi edaka bo natɔndɔe Mwako Mopele a makota maya maipaka ka kombe eMasiya, bo nasaka yoa a diko dieyoeli-ecina emoto otongo. 
ROM.15.21	Mosɔnɔmɔ koko boa;
ROM.15.21	Ibaya basɔkini mwako monde badi bonɛ;
ROM.15.21	Ibaya bakakmi mojɔ monde badi bocingea.
ROM.15.22	Cina edaka mbi pɛ bonɛ njea a bokɛ oho ai no oko yena. 
ROM.15.23	Edɛ-ye ko napeliti koko pokiso a makota mamina a mojɔ moelomu. Na adi mbi na posa bianga bi binɛnɛ ebomea oho ai no, 
ROM.15.24	nadi na njingo bo nanɛnɛe na nu a njea, yana akɛkɛ mbi mɔngɔ oho Sepania. Nâda na sepi eboyeyoa na nu mweka, na nadi na njingo bo osukejaeni mbi a njea ngɔngɔ. 
ROM.15.25	Edɛye ko, nakɛkɛ oho Yelusalema na bipeeli ai bato baDenga. 
ROM.15.26	Mojɔ bo bato baMakedonia na baAkaya bajimi bo balɔkɔe likonja a mojɔ mobato babokwali baDenga diYelusalema. 
ROM.15.27	Bakɔi mojɔ momina na sepi, mojɔ bo badi oko na nongo ai bo; isa bapakano basangoi iikabo libipeeli biMwembo a mojɔ mobu, babwani bobakɔmeja na bipeeli bileka. 
ROM.15.28	Oko boa, namaka sieja mojɔ momina, na namaka bapeja bipeeli bi, nasa ko nakɛe mɔngɔ a Sepania, na nânɔ njea enu. 
ROM.15.29	Najebaka bo nakadoa ai no, nadi bodoa na bojongoa boMasiya bua bonɔi.
ROM.15.30	Baninga, mbi nangɔɔnɔkɔ no a kombe eKumu osu Yesu Masiya, na epaeli eMwembo, bo okataneni na mbi a bokɔmeja mbi na ma’nga manu ai Njambe, 
ROM.15.31	bo nahele a mɔmɔ mabato oho Yuda baya bapeliti nongo ejimeli, na bo bato baDenga basepe na bipeeli bitombaka mbi oho Yelusalema. 
ROM.15.32	Na Njambe akajima nadi bodoa oho ai no na sepi, na nâhema mweka a tei enu. 
ROM.15.33	Yɛ Njambe obowi adae na nu basusu. 
ROM.16.1	Napalaka bo osɛni ngɛnɛ esu Poibe bopele. Iyo adi mokɔmɛli oDenga diKɛnkɛlɛ. 
ROM.16.2	Mo’sɔni yo a kombe eKumu osu, o akɔkɔ bato baDenga. Akapala bo omokɔmejaeni na ngando jinde, mokɔmejani; mojɔ bo yo mɛnɛ adi mokɔmeja obato banɛnɛ, na mbi mɛnɛ pongono.
ROM.16.3	Abɛjɛni Pilisila na Akwila, bma’mbi a elomu eMasiya Yesu. 
ROM.16.4	Ibo bapa njupi a boheleja mbi. Mbi nasepaka na bu, na te mbi pɛ, oko Menga masusu mamakota matongo. 
ROM.16.5	Abɛjɛni Denga dia didi a ndako ebu. Abɛjɛni Epainɛtɔ, mina’mbi oepaeli. Iyo adi tɔmi eMasiya oho Asia. 
ROM.16.6	Abɛjɛni Malia; yo akɔi elomu enɛnɛ a tei enu. 
ROM.16.7	Abɛjɛni Anduloniko na Yunia, baninga bambi baya badi a njango o adi mbi mɛnɛ. Badi na gala epele a tei ebabwɛnji, na bajima Masiya oko mbi napetakini jima. 
ROM.16.8	Abɛjɛni Ampuliato, mina’mbi oepaeli a tei eKumu. 
ROM.16.9	Abɛjɛni Ulubano yona okɔmejaka so a elomu eMasiya, na Setakusa mina’mbi oepaeli. 
ROM.16.10	Abɛjɛni Apele yona olonga a elomu eMasiya. Abɛjɛni bato baKumu baya badi a ndako eAlisitɔbulo. 
ROM.16.11	Abɛjɛni Elodiona, moto ombi mɛnɛ. Abɛjɛni bato baKumu baya badi a denga diNalukiso. 
ROM.16.12	Abɛjɛni Tulupaina na Tuluposa; badi bakɔmɛli baKumu. Abɛjɛni Pelesida, mwali oepaeli yona okɔkɔ elomu enɛnɛ a mojɔ moKumu. 
ROM.16.13	Abɛjɛni Lupu, mokɔmɛli obonɔ oKumu; abɛjɛni koko ngwa’nde yona odaka o ngwa’mbi mɛnɛ. 
ROM.16.14	Abɛjɛni Asunkulito, na Pɛlɛgɔnta, na Elume, na Patuloba, na Eluma, na baninga baya badi na bu. 
ROM.16.15	Abɛjɛni Pilologa na Yulia, na Nele na ngɛnɛ ende, na Olumpa, na bato basusu baDenga baya badi na bu. 
ROM.16.16	Abɛjɛnɛni njɛbɛ na bohia bosɛnɔke. Menga masusu maMasiya malomaka no njɛbɛ.
ROM.16.17	Baninga, mbi nangɔɔnɔkɔ no bo onganjameni a mojɔ mobato baya bapangoaka na basakejaka bato libaku, baya balonaka bokoja bosɔ no; pɛ bopanganani na bu. 
ROM.16.18	Bato bamina batakɔmɛkɛ Masiya Kumu osu; badi oko babuli basɔpɔ jibu bɛnɛ; bakoseaka milema mibato bayɛmbu na bibaeli bibu bipele, na poloso ebu. 
ROM.16.19	Bato basusu bajebaka mojɔ molisuma linu, na mbi nasepaka a mojɔ monu. Endele ko, napalaka bo ejebeli enu edae oko a ngando jipele; a mojɔ mobobe, dani o bana. 
ROM.16.20	Njambe obowi atayeyoa a bodɛhɛ Satana na bibota binu. Yɛ monganji moKumu osu Yesu Masiya modae na nu.
ROM.16.21	Timoteo, yona ocingi na mbi a elomu, abɛjɛkɛ no njɛbɛ. Lukio na Yasona na Sosipatalo yona odi bwela bombi, babɛjɛkɛ no.
ROM.16.22	Mbi Tɛlɛti, yona osɔnɔkɔ mokanda mu, nabɛjɛkɛ no na njɛbɛ eKumu.
ROM.16.23	Gayo yona osɔ mbi a ndako ende, na asɔ koko Denga disusu a ndako ende, yo abɛjɛkɛ no. Elasuto, mobanei olikonja lingando abɛjɛkɛ no, na Kwaluto mwangwa’su pongono.
ROM.16.24	Yɛ monganji moKumu osu Yesu Masiya modae na nu basusu. 
ROM.16.25	Okina adi yona obwani bombilimeja no a Mwako Mopele moMasiya motɔndɔkɔ mbi. Mwako momina mobolojaka mojɔ mua modaka mobombamake a bobanga mɛnɛ. 
ROM.16.26	Moboloi ko edɛye a mojɔ momikanda misɔnɔ batɔndɔi, cina emobeko moNjambe yona odi na bosusu. Na moboloi ai bato bamakota masusu bo badae na lisuma na ejimeli.
ROM.16.27	Ekumu ai Njambe—odi na bowɛi oko yo pɛ—na bosusu, a mojɔ moYesu Masiya. 
1CO.1.1	Njɛbɛ esu Paulo yona obeama na bolulea boNjambe bo adae obwɛnji oYesu Masiya, na mwangwa’su Sosotene, 
1CO.1.2	a Denga diNjambe dia didi oho Kolinto, oko bahɛngɛmɛkɛ baMasiya Yesu, baya babeama bo badae basɛnɔke, na bato basusu baya bangaka a kombe eKumu Yesu Masiya a bisika na bisika. Adi Kumu obu na Kumu osu pongono. 
1CO.1.3	Yɛ monganji na bowi boNjambe Sangwa ’su na Kumu Yesu Masiya bodae na nu.
1CO.1.4	Mbi nasepaka na Njambe bihole bisusu a mojɔ momonganji mosɔ no a tei eMasiya Yesu. 
1CO.1.5	Osɔni bojongoa bonɛnɛ mɛnɛ a tei ende, na bɛtɛ ebotɔndɔ, na ejebeli esusu pongono; 
1CO.1.6	mojɔ bo Mwako moMasiya modaka mopipo a tei enu. 
1CO.1.7	A mojɔ momina, pɛpɛ nongo ekina epeeli eMwembo ebwani botaka na nu. Ombakani oko bodoa boKumu osu Yesu Masiya. 
1CO.1.8	Iyo adi bombihmeja no oko a suka mɛnɛ, bo otadani na mojɔ nongo momɔci, a busa boKumu osu Yesu Masiya. 
1CO.1.9	Njambe atakputoja nongo sako ende. Edi oko yo, yona obea no a bokatana na Mwana’nde Yesu Masiya Kumu osu.
1CO.1.10	Baninga, mbi nangɔɔnɔkɔ no basusu a kombe eKumu osu Yesu Masiya bo odaeni na monɔkɔ momɔci. T’odaeni oko na miano a tei enu. Katanani ko na molema momɔci na mokano momɔci. 
1CO.1.11	Baninga, bato baKuloe bajebejai mbi bo odini na miano. 
1CO.1.12	Cina emina edi bo, ebaeli emoto na moto a tei enu edi bo, Mbi moto oPaulo, isa, Mbi moto oApolo, isa, Mbi moto oPɛtɛlo, isa, Mbi moto oMasiya. 
1CO.1.13	Masiya adi na bobɔtɔ? Paulo agwea no a mole-mobokea? Obati-samani a kombe ePaulo? 
