GEN.1.1	I begynnelsen skapade Gud himmel och jord.
2CH.33.11	 Då lät 
2CH.33.12	 Men när han nu var i nöd, bönföll han inför 
2CH.33.13	 Och när han på detta sätt bad till honom, bönhörde 
2CH.33.14	Han byggde en yttermur till Davids stad väster om Gihon i dalen, fram till ingången till Fiskporten och runt omkring Ofel och gjorde den mycket hög. Sedan tillsatte han befälhavare i alla befästa städer i Juda. 
2CH.33.15	 Han avlägsnade de främmande gudarna och avgudabilden från 
2CH.33.16	 Vidare upprättade han 
2CH.33.17	 Folket offrade ändå på höjderna, men endast åt 
2CH.33.18	Vad som mer finns att säga om Manasse och om hans bön till sin Gud och om de ord som siarna talade till honom i 
2CH.33.19	 Om hans bön och hur han blev bönhörd, om all hans synd och trolöshet och om de platser där han byggde offerhöjder och ställde upp aseror och gjutna bilder, innan han ödmjukade sig, är skrivet i Hosajs krönika. 
2CH.33.20	 Manasse gick till vila hos sina fäder, och man begravde honom där han bodde. Hans son Amon blev kung efter honom. 
2CH.33.21	Amon var tjugotvå år när han blev kung, och han regerade två år i Jerusalem. 
2CH.33.22	 Han gjorde det som var ont i 
2CH.33.23	 Men han ödmjukade sig inte inför 
2CH.33.24	 Och hans tjänare sammansvor sig mot honom och dödade honom hemma i hans hus. 
2CH.33.25	 Men folket i landet dödade alla som hade sammansvurit sig mot kung Amon Därefter gjorde folket i landet hans son Josia till kung efter honom. 
2CH.34.1	Josia var åtta år när han blev kung, och han regerade trettioett år i Jerusalem. 
2CH.34.2	 Han gjorde det som var rätt i 
2CH.34.3	I sitt åttonde regeringsår, medan han ännu var ung, började Josia söka sin fader Davids Gud, och i det tolfte året började han rena Juda och Jerusalem från offerhöjderna och aserorna och från de utskurna och gjutna avgudabilderna. 
2CH.34.4	 Baalsaltarna bröts ner inför honom, solstoderna som stod på dem högg han ner, och aserorna och de utskurna och gjutna avgudabilderna slog han sönder och krossade till stoft, som han strödde ut på de mäns gravar som hade offrat åt dem. 
2CH.34.5	 Och prästernas ben brände han upp på deras altaren. Så renade han Juda och Jerusalem. 
2CH.34.6	 I Manasse, Efraims och Simeons städer ända till Naftali genomsökte han överallt husen. 
2CH.34.7	 Och sedan han hade brutit ner altarna, krossat aserorna och avgudabilderna till stoft och huggit ner alla solstoder i hela Israels land återvände han till Jerusalem. 
2CH.34.8	I sitt artonde regeringsår, medan han höll på att rena landet och templet, sände kung Josia i väg Safan, Asaljas son, och Maaseja, stadens ledare, och kanslern Joa, Joahas son, för att sätta i stånd 
2CH.34.9	 De gick till översteprästen Hilkia och lämnade de pengar som hade förts in till Guds hus och som de leviter som höll vakt vid tröskeln hade samlat in från Manasse, Efraim och hela det övriga Israel, liksom från hela Juda och Benjamin och från Jerusalems invånare. 
2CH.34.10	 De överlämnade dem till de män som tjänstgjorde som tillsyningsmän i 
2CH.34.11	 Timmermännen och byggnadsarbetarna fick pengarna för att köpa in huggen sten samt trävirke till stockar, som skulle användas för att timra upp de hus som Juda kungar hade förstört. 
2CH.34.12	 Männen utförde sitt arbete med plikttrohet. Tillsyningsmän över dem och arbetsledare var Jahat och Obadja, leviter av Meraris släkt, och Sakarja och Mesullam av kehatiternas släkt. Alla dessa leviter var skickliga musiker. 
2CH.34.13	 De hade också tillsynen över bärarna och över dem som arbetade vid de olika göromålen. Några av leviterna var också skrivare, tillsyningsmän och dörrvaktare. 
2CH.34.14	När de tog ut pengarna som hade flutit in till 
2CH.34.15	 Då sade Hilkia till skrivaren Safan: "Jag har funnit lagboken i 
2CH.34.16	 Safan bar boken till kungen och lämnade sin redogörelse till honom. Han sade: "Dina tjänare har gjort allt som de har fått i uppdrag att göra. 
2CH.34.17	 De har tömt ut de pengar som fanns i 
2CH.34.18	 Skrivaren Safan sade också till kungen: "Prästen Hilkia har gett mig en bok." Och Safan läste ur den inför kungen. 
2CH.34.19	När kungen hörde lagens ord, rev han sönder sina kläder. 
2CH.34.20	 Och kungen befallde Hilkia och Ahikam, Safans son, och Abdon, Mikas son, och skrivaren Safan och Asaja, kungens tjänare och sade: 
2CH.34.21	 "Gå och fråga 
2CH.34.22	Och Hilkia och de som kungen hade utsett gick till profetissan Hulda, hustru till Sallum, klädkammarvaktaren, som var son till Tokehat, Hasras son. Hon bodde i Jerusalem, i Nya staden. Och de talade med henne så som de hade blivit tillsagda. 
2CH.34.23	 Då svarade hon dem: "Så säger 
2CH.34.24	 Så säger 
2CH.34.25	 De har övergivit mig och tänt offereld åt andra gudar och väckt min vrede genom alla sina händers verk, därför skall min vrede utgjutas över denna plats och skall inte utsläckas. 
2CH.34.26	 Men till Juda kung, som har sänt er för att fråga 
2CH.34.27	 Eftersom ditt hjärta veknade och du ödmjukade dig inför Gud när du hörde hans ord mot denna plats och mot dem som bor här, ja, eftersom du ödmjukade dig inför mig och rev sönder dina kläder och grät inför mig, därför har jag också hört dig, säger 
2CH.34.28	 Jag skall samla dig till dina fäder, och du skall samlas till dem i din grav med frid. Dina ögon skall slippa se all den olycka som jag skall låta komma över denna plats och över dem som bor här." Och de vände tillbaka till kungen med detta svar. 
2CH.34.29	Då sände kungen bud och kallade samman alla de äldste i Juda och Jerusalem. 
2CH.34.30	 Och kungen gick upp i 
2CH.34.31	 Och kungen trädde fram på sin plats och slöt inför 
2CH.34.32	 Han lät alla som fanns i Jerusalem och Benjamin träda in i förbundet. Och Jerusalems invånare handlade efter Guds, sina fäders Guds, förbund. 
2CH.34.33	 Josia avlägsnade alla avgudar i de länder som tillhörde Israel och befallde alla som fanns i Israel att tjäna 
2CH.35.1	Josia firade 
2CH.35.2	 Han fastställde prästernas åligganden och styrkte dem till tjänstgöringen i 
2CH.35.3	 Han sade till leviterna som undervisade hela Israel och som var helgade åt 
2CH.35.4	 Gör er redo efter era familjer, i era avdelningar, enligt vad David, Israels kung, har föreskrivit och enligt hans son Salomos föreskrifter. 
2CH.35.5	 Ställ upp er i helgedomen, ordnade efter era bröders, hela folkets familjer, så att en avdelning av en levitisk familj kommer på varje grupp. 
2CH.35.6	 Slakta påskalammet och helga er och tillaga det för era bröder. Gör efter 
2CH.35.7	Och Josia offrade småboskap för hela folket, dels lamm och dels killingar, 30 000 djur, allt till påskoffer åt dem som var närvarande, samt nötboskap, 3 000 djur. Detta togs från kungens privata egendom. 
2CH.35.8	 Hans furstar gav också av fri vilja offergåvor åt folket och åt prästerna och leviterna. Hilkia, Sakarja och Jehiel, furstarna i Guds hus, gav åt prästerna 2 600 lamm och killingar samt nötboskap, 300 djur, till påskoffer. 
2CH.35.9	 Och Konanja med Semaja och Netanel, hans bröder, samt Hasabja, Jegiel och Josabad, de främsta bland leviterna, gav som offergåva åt leviterna 5 000 lamm och killingar till påskoffer, samt dessutom nötboskap, 500 djur. 
2CH.35.10	På detta sätt blev det ordnat för gudstjänsten. Prästerna och leviterna inställde sig till tjänstgöring på sina platser och efter sina avdelningar, som kungen hade befallt. 
2CH.35.11	 De slaktade påskalammet, och prästerna stänkte med blodet som räcktes åt dem, medan leviterna flådde lammen. 
2CH.35.12	 Och de avskilde brännoffersstyckena och delade ut dem åt folket efter deras familjer, för att de skulle offra dem åt 
2CH.35.13	 Och de stekte påskalammet på eld på föreskrivet sätt. Men köttet från gemenskapsoffret kokade de i grytor, pannor och kittlar och skyndade sig att dela ut det till allt folket. 
2CH.35.14	 Sedan lagade de till åt sig själva och åt prästerna, ty prästerna, Arons söner, var upptagna ända till natten med att offra brännoffret och fettstyckena. Därför måste leviterna laga till både åt sig själva och åt prästerna, Arons söner. 
2CH.35.15	 Sångarna, Asafs ättlingar, stod på sin plats, som David, Asaf, Heman och kungens siare Jedutun hade befallt, och dörrvaktarna stod var och en vid sin port. De behövde inte gå ifrån sin tjänstgöring, ty deras bröder, leviterna, lagade till åt dem. 
2CH.35.16	Så blev den dagen allt ordnat för 
2CH.35.17	 De av Israels barn som var närvarande höll nu påskhögtid och det osyrade brödets högtid i sju dagar. 
2CH.35.18	 En påskhögtid som denna hade inte firats i Israel sedan profeten Samuels tid. Ingen av Israels kungar hade hållit en sådan påskhögtid som nu firades av Josia med prästerna och leviterna, hela Juda och dem av Israel som var närvarande samt Jerusalems invånare. 
2CH.35.19	 I Josias artonde regeringsår hölls denna påskhögtid. 
2CH.35.20	Efter allt detta, sedan Josia hade satt templet i gott stånd, drog Neko, kungen i Egypten, upp för att strida vid Karkemis som ligger vid Eufrat, och Josia drog ut mot honom. 
2CH.35.21	 Då skickade Neko bud till honom och sade: "Vad har jag med dig att göra, du Juda kung? Det är inte mot dig jag nu kommer, utan mot den fiende jag ligger i krig med, och Gud har befallt mig att skynda. Sluta upp med att stå emot Gud, som är med mig, och tag dig i akt så att han inte förgör dig." 
2CH.35.22	 Men i stället för att vända om och lämna honom i fred förklädde Josia sig och gick ut för att strida mot honom utan att höra på Nekos ord, som kom från Guds mun, och man drabbade samman i Megiddopasset. 
2CH.35.23	 Bågskyttarnas skott träffade kung Josia, och kungen sade till sina män: "Bär bort mig! Jag är svårt sårad." 
2CH.35.24	 Då bar hans män bort honom från vagnen och satte honom i hans andra vagn och förde honom till Jerusalem. Och han dog och blev begravd där hans fäder var begravda. Hela Juda och Jerusalem sörjde Josia. 
2CH.35.25	 Och Jeremia sjöng en klagosång över Josia. Alla sångare och sångerskor talade om Josia i sina klagosånger och gör det än i dag. Dessa sånger blev allmänt sjungna i Israel, och de finns upptecknade bland "Klagosångerna". 
2CH.35.26	Vad som mer finns att säga om Josia och om de fromma gärningar han gjorde enligt det som var skrivet i 
2CH.35.27	 och om annat som han företog sig under sin första tid såväl som under sin sista, det är skrivet i boken om Israels och Juda kungar. 
2CH.36.1	Folket i landet tog Joahas, Josias son, och gjorde honom till kung i Jerusalem efter hans far. 
2CH.36.2	 Han var tjugotre år när han blev kung, och han regerade tre månader i Jerusalem. 
2CH.36.3	 Kungen i Egypten avsatte honom i Jerusalem och tvingade landet betala en skatt på etthundra talenter silver och en talent guld. 
2CH.36.4	 Och kungen i Egypten gjorde hans bror Eljakim till kung över Juda och Jerusalem och ändrade hans namn till Jojakim. Men Neko tog med sig hans bror Joahas och förde honom till Egypten. 
2CH.36.5	Jojakim var tjugofem år när han blev kung, och han regerade elva år i Jerusalem. Han gjorde det som var ont i 
2CH.36.6	 Och Nebukadnessar, kungen i Babel, drog upp mot honom och fängslade honom med kopparbojor och förde honom bort till Babel. 
2CH.36.7	 En del av kärlen i 
2CH.36.8	Vad som mer finns att säga om Jojakim och om de avskyvärda ting han gjorde och vad som i övrigt blev funnet hos honom, det är skrivet i boken om Israels och Juda kungar. Hans son Jojakin blev kung efter honom. 
2CH.36.9	Jojakin var åtta
2CH.36.10	 I början av följande år lät kung Nebukadnessar hämta honom och förde honom till Babel tillsammans med de dyrbara kärlen i 
2CH.36.11	Sidkia var tjugoett år när han blev kung, och han regerade elva år i Jerusalem. 
2CH.36.12	 Han gjorde det som var ont i 
2CH.36.13	 Och han gjorde uppror mot kung Nebukadnessar, som hade tagit en ed av honom vid Gud. Han var hårdnackad och förhärdade sitt hjärta, så att han inte omvände sig till 
2CH.36.14	Också alla de ledande prästerna och folket gick allt längre i sin trolöshet mot Gud. De bedrev hednafolkens alla styggelser och orenade 
2CH.36.16	 Men de gjorde narr av Guds sändebud, de föraktade hans ord och hånade hans profeter, till dess att 
2CH.36.17	 Då sände han emot dem kaldeernas kung, som dödade deras unga män med svärd i deras helgedom och inte skonade vare sig unga män eller unga kvinnor, inte heller gamla och gråhårsmän. Allt gavs i hans hand. 
2CH.36.18	 Och alla kärl i Guds hus, både stora och små, och skatterna i 
2CH.36.19	 De satte eld på Guds hus och bröt ner Jerusalems mur. Alla stadens palats brände de upp i eld och förstörde alla dyrbara föremål. 
2CH.36.20	 Dem som hade undkommit svärdet förde han bort i fångenskap till Babel, och de blev slavar åt honom och hans söner till dess att perserna kom till makten. 
2CH.36.22	För att 
2CH.36.23	"Så säger Koresh, kungen i Persien: 
EZR.1.1	Detta hände i den persiske kungen Koresh första regeringsår.
EZR.1.2	"Så säger Koresh, kungen i Persien: 
EZR.1.3	 Den bland er som tillhör hans folk må bege sig upp till Jerusalem i Juda för att bygga upp 
EZR.1.4	 Alla som finns kvar skall få hjälp av folket på den ort där de bor som främlingar. De skall få silver och guld, gods och boskap, förutom vad som frivilligt ges till Guds hus i Jerusalem." 
EZR.1.5	Huvudmännen för Juda och Benjamins familjer, prästerna och leviterna, alla de vilkas sinne Gud hade påverkat, gjorde sig beredda att ge sig i väg för att bygga upp 
EZR.1.6	 Och alla som bodde i deras närhet hjälpte dem med silverkärl, guld, gods och boskap och med dyrbara gåvor, förutom alla frivilliga gåvor. 
EZR.1.7	Kung Koresh lät hämta fram de föremål som hade tillhört 
EZR.1.8	 Koresh, kungen i Persien, överlämnade dem åt skattmästaren Mitredat, som räknade upp dem åt Sesbassar, fursten i Juda. 
EZR.1.9	 Detta var antalet av dem: 30 kärl av guld, 1 000 av silver, 29 andra offerkärl, 
EZR.1.10	 30 bägare av guld, 410 silverbägare av enklare slag och 1 000 andra kärl. 
EZR.1.11	 Antalet guldkärl och silverkärl var tillsammans 5 400. Allt detta förde Sesbassar med sig, när de som hade varit tillfångatagna begav sig från Babel till Jerusalem. 
