GEN.1.1	I begynnelsen skapade Gud himmel och jord.
PRO.24.20	den ondes lampa slocknar.
PRO.24.21	Frukta Herren, min son, och frukta kungen,
PRO.24.21	men ha inget med uppsatta män att göra.
PRO.24.22	De kan överraskas av olyckan
PRO.24.22	och när som helst mista sin ställning.
PRO.24.23	Detta är också de visas ord:
PRO.24.23	Att vara partisk när man dömer är illa.
PRO.24.24	Den som förklarar den skyldige skuldfri
PRO.24.24	förbannas och fördöms av alla,
PRO.24.25	men den som dömer rätt går det väl
PRO.24.25	och han blir rikt välsignad.
PRO.24.26	Som en kyss på munnen
PRO.24.26	är ett ärligt svar.
PRO.24.27	Uträtta arbetet på åkern,
PRO.24.27	sköt dina sysslor där ute.
PRO.24.27	Sedan kan du bygga ditt hus.
PRO.24.28	Vittna inte mot din broder utan fog.
PRO.24.28	Inte skall du låta dina ord bedra?
PRO.24.29	Säg inte: »Jag skall göra mot honom
PRO.24.29	som han har gjort mot mig,
PRO.24.29	jag ger honom vad han förtjänar.«
PRO.24.30	Jag kom förbi en lat mans mark,
PRO.24.30	en oförnuftigs vingård.
PRO.24.31	Där växte tistlar överallt,
PRO.24.31	marken var täckt av nässlor,
PRO.24.31	stenmuren hade rasat.
PRO.24.32	Jag tog intryck av denna syn
PRO.24.32	och drog lärdom av vad jag såg.
PRO.24.33	Sov lite till, slumra lite till,
PRO.24.33	vila lite till med armarna i kors —
PRO.24.34	och fattigdomen är över dig som en rånare,
PRO.24.34	armodet som en beväpnad man.
PRO.25.1	Också detta är ordspråk av Salomo, samlade av Hiskias, Juda kungs, män.
PRO.25.2	Guds ära ligger i att dölja,
PRO.25.2	kungens i att utforska.
PRO.25.3	Himlens höjd och jordens djup
PRO.25.3	och kungens tankar — ingen kan utforska dem.
PRO.25.4	Bort med slaggen ur silvret,
PRO.25.4	så lyckas silversmeden med sitt kärl.
PRO.25.5	Bort med de onda från kungens närhet,
PRO.25.5	så befäster rättfärdighet hans tron.
PRO.25.6	Förhäv dig inte inför kungen,
PRO.25.6	ställ dig inte på de mäktigas plats.
PRO.25.7	Det är bättre att han säger: »Stig hit fram!«
PRO.25.7	än att du får träda tillbaka för en storman.
PRO.25.7	Vad du sett med dina ögon
PRO.25.8	skall du inte genast sprida ut,
PRO.25.8	ty vad skall du sedan göra,
PRO.25.8	om din broder visar att du tog fel?
PRO.25.9	Gör upp med din broder,
PRO.25.9	men röj inte en annans hemlighet,
PRO.25.10	ty den som hör det kommer att klandra dig,
PRO.25.10	och ditt skvaller kan inte kallas åter.
PRO.25.11	Som guldäpplen i silverinfattning
PRO.25.11	är ord som yttras i rättan tid.
PRO.25.12	Som en ring av guld, som ett gyllene smycke
PRO.25.12	är den vises förmaning i ett uppmärksamt öra.
PRO.25.13	Som svalkande snö en dag i skörden
PRO.25.13	är ett pålitligt bud för den som skickar honom.
PRO.25.13	Han ger sin herre friska krafter.
PRO.25.14	Moln och vind men inget regn,
PRO.25.14	så är skryt om gåvor man aldrig ger.
PRO.25.15	Tålamod beveker härskare,
PRO.25.15	mild tunga bräcker ben.
PRO.25.16	Hittar du honung, så ät inte mer än lagom,
PRO.25.16	får du för mycket kräks du.
PRO.25.17	Besök inte din vän för ofta,
PRO.25.17	får han för mycket av dig tål han dig inte.
PRO.25.18	En klubba, ett svärd, en vass pil
PRO.25.18	är den som vittnar falskt mot sin vän.
PRO.25.19	En ruttnande tand, en snubblande fot
PRO.25.19	är förtröstan på en svekfull i nödens stund.
PRO.25.20	Som att hälla syra i sår
PRO.25.20	är det att sjunga för ett sorgset hjärta.
PRO.25.21	Är din fiende hungrig, ge honom bröd,
PRO.25.21	är han törstig, ge honom vatten.
PRO.25.22	Då samlar du glödande kol på hans huvud
PRO.25.22	och Herren skall ge dig din lön.
PRO.25.23	Nordanvind för med sig regn
PRO.25.23	och vredgad uppsyn förstuckna ord.
PRO.25.24	Bättre bo i en vrå på taket
PRO.25.24	än dela hus med en grälsjuk hustru.
PRO.25.25	Som friskt vatten för en torr strupe
PRO.25.25	är goda nyheter från fjärran land.
PRO.25.26	En källa som grumlas, en brunn som förorenas
PRO.25.26	är en rättfärdig som ger vika för en syndare.
PRO.25.27	För mycket honung är inte nyttigt;
PRO.25.27	var sparsam med berömmande ord.
PRO.25.28	Som en stad med nedrivna murar
PRO.25.28	är en man utan självbehärskning.
PRO.26.1	Som snö om sommaren och regn vid skörden,
PRO.26.1	lika illa passar ära för dåren.
PRO.26.2	Som den flaxande sparven, som svalan i flykt
PRO.26.2	är en grundlös förbannelse som far förbi.
PRO.26.3	Piska åt hästen, betsel åt åsnan
PRO.26.3	och ris åt dårens rygg!
PRO.26.4	Svara inte dåren på hans eget dumma sätt,
PRO.26.4	då kan du själv bli likadan.
PRO.26.5	Svara dåren på hans eget dumma sätt,
PRO.26.5	annars kan han tro att han är klok.
PRO.26.6	Den som sänder bud med en dåre
PRO.26.6	hugger benen av sig och utmanar olyckan.
PRO.26.7	Kraftlösa som den lames ben
PRO.26.7	blir ordspråk i dårens mun.
PRO.26.8	Som att binda fast stenen i slungan
PRO.26.8	är det att ge dåren ära.
PRO.26.9	Som en törntagg i handen på den druckne
PRO.26.9	blir ordspråk i dårens mun.
PRO.26.10	En skytt som sårar alla som går förbi
PRO.26.10	är den som lejer dåren och drinkaren.
PRO.26.11	Hunden vänder om till sin spya,
PRO.26.11	och dåren gör om sin dumhet.
PRO.26.12	Ser du en man som tror att han är klok —
PRO.26.12	det är mer hopp om dåren än om honom.
PRO.26.13	Den late säger: »Det är ett vilddjur på vägen,
PRO.26.13	det är ett lejon på gatan!«
PRO.26.14	Dörren vänder sig på gångjärnet,
PRO.26.14	den late vänder sig på sängen.
PRO.26.15	Den late sticker handen i skålen
PRO.26.15	men orkar inte föra den till munnen.
PRO.26.16	Den late tror att han är klokare
PRO.26.16	än sju som ger vettiga svar.
PRO.26.17	Som att dra en hund i örat
PRO.26.17	är det att brusa upp vid andras gräl.
PRO.26.18	Lik en galning som skickar i väg
PRO.26.18	bränder och pilar och död
PRO.26.19	är den som lurar sin vän
PRO.26.19	och sedan säger: Jag skämtade bara!
PRO.26.20	När veden är slut slocknar elden,
PRO.26.20	när baktalaren gått dör grälet ut.
PRO.26.21	Kol för glöden, ved för elden
PRO.26.21	och en grälmakare för att striden skall flamma.
PRO.26.22	Baktalarens ord är som läckerheter,
PRO.26.22	de slinker ner i människans inre.
PRO.26.23	Som glasyr över lera
PRO.26.23	är smicker på tungan och ondska i hjärtat.
PRO.26.24	Ovännen har hycklande ord på läpparna,
PRO.26.24	i sitt inre gömmer han svek.
PRO.26.25	Han talar så vackert, men tro honom inte!
PRO.26.25	Sjufaldig vidrighet finns i hans hjärta.
PRO.26.26	Han kan förställa sig och dölja sitt hat,
PRO.26.26	men hans ondska skall bli uppenbar för alla.
PRO.26.27	Den som gräver en grop faller själv däri,
PRO.26.27	den som vältrar upp en sten får den över sig.
PRO.26.28	Lögnaren hatar dem han skadar,
PRO.26.28	smickraren vållar fördärv.
PRO.27.1	Yvs inte över morgondagen,
PRO.27.1	du vet inte vad den bär i sitt sköte.
PRO.27.2	Låt en annan prisa dig, inte din egen mun,
PRO.27.2	en främmande, inte dina egna läppar.
PRO.27.3	Stenen är tung, sanden en börda,
PRO.27.3	men tyngre att bära är dårens ilska.
PRO.27.4	Vreden är grym, raseriet en stormflod,
PRO.27.4	men vem håller stånd mot svartsjukan?
PRO.27.5	Bättre öppen kritik
PRO.27.5	än dold kärlek.
PRO.27.6	Vännens örfil är ärligt menad,
PRO.27.6	fiendens kyssar vill bedra.
PRO.27.7	Den mätte ratar den finaste honung,
PRO.27.7	den hungrige finner det beska sött.
PRO.27.8	Lik en fågel långt från sitt bo
PRO.27.8	är en människa långt från sitt hem.
PRO.27.9	Olja och rökelse gör hjärtat glatt,
PRO.27.9	vänskapens sötma ger själen kraft.
PRO.27.10	Överge inte din och din fars vän,
PRO.27.10	gå inte till din bror när du själv är i nöd.
PRO.27.10	Bättre nära granne än fjärran frände.
PRO.27.11	Bli vis, min son, så gör du mig lycklig,
PRO.27.11	och jag kan ge mina belackare svar på tal.
PRO.27.12	Den kloke ser faran och tar skydd,
PRO.27.12	den oerfarne trampar på och får sitt straff.
PRO.27.13	Ta manteln från den som borgat för en främling,
PRO.27.13	kräv pant då det gäller en okänd.
PRO.27.14	Välsignar man någon högljutt
PRO.27.14	tidigt om morgonen,
PRO.27.14	tas det som en förbannelse.
PRO.27.15	Som evigt takdropp en regnig dag,
PRO.27.15	så är en gnatig hustru.
PRO.27.16	Att hejda henne är som att hejda vinden,
PRO.27.16	som att gripa olja med handen.
PRO.27.17	Järn ger skärpa åt järn,
PRO.27.17	människa åt människa.
PRO.27.18	Den som vårdar fikonträdet får äta dess frukt,
PRO.27.18	den som sköter om sin herre blir ärad.
PRO.27.19	Som anletsdragen präglar det yttre,
PRO.27.19	så präglar hjärtat människan.
PRO.27.20	Dödsriket och avgrunden är omättliga,
PRO.27.20	och omättliga är människans ögon.
PRO.27.21	Silver prövas i degeln och guld i ugnen,
PRO.27.21	och människan döms efter sitt rykte.
PRO.27.22	Stöt dåren i morteln,
PRO.27.22	krossa honom bland kornen —
PRO.27.22	dårskapen går inte ur honom.
PRO.27.23	Håll reda på hur fåren har det,
PRO.27.23	ta väl hand om dina hjordar.
PRO.27.24	Inte består skatter för evigt
PRO.27.24	eller rikedom släktled efter släktled.
PRO.27.25	Men när nytt gräs kommer upp efter slåttern
PRO.27.25	och fodret samlas in från bergen,
PRO.27.26	då har du lamm som ger kläder
PRO.27.26	och bockar så att du kan köpa mark
PRO.27.27	och getmjölk nog till föda åt dig själv,
PRO.27.27	till föda åt din familj
PRO.27.27	och till dina pigors uppehälle.
PRO.28.1	Den onde flyr fast ingen jagar honom,
PRO.28.1	den rättfärdige är orädd som ett lejon.
PRO.28.2	Ett land i uppror får många härskare,
PRO.28.2	den kloke och erfarne skapar varaktig ordning.
PRO.28.3	En storman som förtrycker de svaga
PRO.28.3	är ett slagregn som fördärvar grödan.
PRO.28.4	De som överger lagen prisar syndaren,
PRO.28.4	de som håller fast vid lagen bekämpar honom.
PRO.28.5	Gudlösa människor inser inte vad det rätta är,
PRO.28.5	men de som söker Herren har insikt i allt.
PRO.28.6	Bättre fattig och oförvitlig
PRO.28.6	än rik på orätt väg.
PRO.28.7	En förståndig son håller fast vid lagen,
PRO.28.7	den som sitter bland rumlare skämmer ut sin far.
PRO.28.8	Den som ökar sin rikedom genom ocker och räntor
PRO.28.8	samlar åt den som hjälper de fattiga.
PRO.28.9	När en man vägrar lyssna till lagen
PRO.28.9	blir även hans bön något avskyvärt.
PRO.28.10	Den som lurar de redliga vilse,
PRO.28.10	han faller i sin egen grop;
PRO.28.10	det goda tillfaller den oförvitlige.
PRO.28.11	Den rike tycker att han är klok,
PRO.28.11	en fattig med insikt genomskådar honom.
PRO.28.12	De rättfärdigas triumf firas med prakt och glans,
PRO.28.12	när de onda tar makten håller folk sig undan.
PRO.28.13	Att dölja sina brott ger ingen framgång,
PRO.28.13	den som bekänner och ångrar sig blir benådad.
PRO.28.14	Lycklig den som alltid fruktar,
PRO.28.14	den som förhärdar sig störtar i olycka.
PRO.28.15	Som ett rytande lejon, en slående björn
PRO.28.15	är en ond härskare över ett svagt folk.
PRO.28.16	En oförståndig furste ökar förtrycket,
PRO.28.16	den som skyr rofferi får leva länge.
PRO.28.17	Den som tyngs av blodskuld
PRO.28.17	skall vara på flykt intill döden:
PRO.28.17	ingen får hjälpa honom.
PRO.28.18	Den oförvitlige kan vandra trygg,
PRO.28.18	den som tar orätta vägar faller i gropen.
PRO.28.19	Den som odlar sin jord får äta sig mätt,
PRO.28.19	den som jagar efter tomhet mättas med fattigdom.
PRO.28.20	En pålitlig man blir rikt välsignad,
PRO.28.20	den som snabbt vill bli rik får sitt straff.
PRO.28.21	Att vara partisk är aldrig rätt,
PRO.28.21	men somliga gör orätt för en brödbit.
PRO.28.22	Den girige ränner efter rikedom,
PRO.28.22	han vet inte att nöden hinner upp honom.
PRO.28.23	Den som tillrättavisar uppskattas mer
PRO.28.23	än den som bara kommer med smicker.
PRO.28.24	Den som plundrar sin far och mor
PRO.28.24	och säger: »Det är inget brott!«
PRO.28.24	han är en dråpares like.
PRO.28.25	Snikenhet skapar tvist,
PRO.28.25	att lita på Herren ger rik lön.
PRO.28.26	En dåre är den som litar på eget förnuft,
PRO.28.26	den som följer visheten går säker.
PRO.28.27	Den som ger åt de fattiga skall ingenting sakna,
PRO.28.27	den som vänder bort blicken förbannas av många.
PRO.28.28	När de onda tar makten gömmer sig folk,
PRO.28.28	när de faller blir de rättfärdiga många.
PRO.29.1	Den som tuktas ofta och ändå är stursk
PRO.29.1	skall krossas plötsligt och ohjälpligt.
PRO.29.2	När de rättfärdiga är många gläder sig folket,
PRO.29.2	när de onda härskar suckar folket.
PRO.29.3	Den som älskar vishet ger sin far glädje,
PRO.29.3	den som går till horor gör av med förmögenheten.
PRO.29.4	Med rättvisa bygger kungen upp landet,
PRO.29.4	den som ökar pålagorna ödelägger det.
PRO.29.5	Den som smickrar sin nästa
PRO.29.5	lägger ut ett nät för hans fötter.
PRO.29.6	Den gudlöse snärjs i sin synd,
PRO.29.6	men den rättfärdige kan glädjas och jubla.
PRO.29.7	Den rättfärdige sörjer för de svagas rätt,
PRO.29.7	den onde saknar all insikt.
PRO.29.8	Hädare hetsar upp hela staden,
PRO.29.8	de visa får vreden att lägga sig.
PRO.29.9	När den vise drar dåren inför rätta
PRO.29.9	blir det skrik och skratt och ingen ordning.
PRO.29.10	De blodtörstiga hatar den oskyldige,
PRO.29.10	men de rättrådiga skyddar hans liv.
PRO.29.11	Dåren ger luft åt sin vrede,
PRO.29.11	den vise behärskar sig.
PRO.29.12	En härskare som lyssnar på lögner
PRO.29.12	får idel skurkar i sin tjänst.
PRO.29.13	Fattig och förtryckare lever sida vid sida,
PRO.29.13	åt båda ger Herren ögonens ljus.
PRO.29.14	När kungen dömer de svaga rättvist
PRO.29.14	skall hans tron bestå för alltid.
PRO.29.15	Tuktan med käppen ger vishet,
PRO.29.15	men en ouppfostrad pojke är en skam för sin mor.
PRO.29.16	När de onda frodas, frodas synden,
PRO.29.16	men de rättfärdiga skall se deras fall.
PRO.29.17	Tukta din son, så gör han dig nöjd
PRO.29.17	och fyller dig med välbehag.
PRO.29.18	Utan profeter förvildas folket,
PRO.29.18	lycklig den som håller lagen.
PRO.29.19	Ord fostrar ingen slav,
PRO.29.19	han förstår men lyder inte.
PRO.29.20	Ser du en som pratar i tid och otid —
PRO.29.20	det är mera hopp om en dåre.
PRO.29.21	Om en slav skäms bort från ungdomen
PRO.29.21	blir han uppstudsig med tiden.
PRO.29.22	En argsint man vållar gräl,
PRO.29.22	den hetlevrade förbryter sig ofta.
PRO.29.23	Högmod leder till förödmjukelse,
PRO.29.23	men den ödmjuke vinner ära.
PRO.29.24	Hälaren är sin egen fiende,
PRO.29.24	han hör förbannelsen men tiger.
PRO.29.25	Fruktan för människor blir en snara,
PRO.29.25	men den som litar på Herren får skydd.
PRO.29.26	Många söker företräde hos härskaren,
PRO.29.26	men av Herren får var man sin rätt.
PRO.29.27	Missdådaren är vidrig för de rättfärdiga,
PRO.29.27	den redbare är vidrig för de onda.
PRO.30.1	Ord av Agur, Jakes son, från Massa.
PRO.30.1	Så talar den man som inte Gud är med:
PRO.30.1	Jag är trött och uppgiven, Gud.
PRO.30.2	Jag är som ett oskäligt djur,
PRO.30.2	mänskligt förstånd fattas mig.
PRO.30.3	Jag har inte förvärvat vishet,
PRO.30.3	kunskap om den Helige saknar jag.
PRO.30.4	Vem har stigit upp till himlen och kommit ner igen?
PRO.30.4	Vem har fångat vinden i sina kupade händer?
PRO.30.4	Vem har knutit in vattnet i sin mantel?
PRO.30.4	Vem har märkt ut jordens gränser?
PRO.30.4	Vad heter han, vad heter hans son —
PRO.30.4	vet du det?
PRO.30.5	Alla Guds ord är utan slagg,
PRO.30.5	han är en sköld för dem som flyr till honom.
PRO.30.6	Lägg ingenting till hans ord,
PRO.30.6	så att han inte kan anklaga dig för lögn.
PRO.30.7	Två saker ber jag dig om,
PRO.30.7	neka mig dem aldrig till min död:
PRO.30.8	håll falskhet och lögn ifrån mig,
PRO.30.8	och gör mig varken fattig eller rik.
PRO.30.8	Ge mig bara mitt beskärda bröd,
PRO.30.9	gör mig varken så mätt att jag förnekar dig
PRO.30.9	och säger: »Vem är Herren?«
PRO.30.9	eller så utblottad att jag stjäl
PRO.30.9	och kränker min Guds namn.
PRO.30.10	Förtala inte slaven hos hans herre,
PRO.30.10	då förbannar han dig och du får ditt straff.
PRO.30.11	Det finns de som förbannar sin far
PRO.30.11	och inte välsignar sin mor.
PRO.30.12	Det finns de som tror sig vara rena
PRO.30.12	men inte har tvättat av sig sin smuts.
PRO.30.13	Det finns de som har stolta ögon
PRO.30.13	och kastar högmodiga blickar.
PRO.30.14	Det finns de som har svärd till tänder
PRO.30.14	och knivar till käftar,
PRO.30.14	de vill äta de svaga ur landet,
PRO.30.14	de fattiga från deras jord.
PRO.30.15	Blodigeln har två döttrar: Mer! och Mer!
PRO.30.15	Tre ting är omättliga,
PRO.30.15	fyra säger aldrig: Nog!
PRO.30.16	Dödsriket, det ofruktsamma skötet,
PRO.30.16	jorden som aldrig blir mätt på vatten
PRO.30.16	och elden som aldrig säger: Nog!
PRO.30.17	Den som ser hånfullt på sin far
PRO.30.17	och vägrar att lyda sin mor,
PRO.30.17	hans ögon skall ravinens korpar hacka ut
PRO.30.17	och örnens ungar äta upp.
PRO.30.18	Tre ting övergår mitt förstånd,
PRO.30.18	fyra kan jag inte fatta:
PRO.30.19	örnens väg över himlen,
PRO.30.19	ormens väg över klippan,
PRO.30.19	skeppets väg över havet
PRO.30.19	och mannens väg i kvinnan.
PRO.30.20	Så gör äktenskapsbryterskan:
PRO.30.20	äter, torkar sig om munnen
PRO.30.20	och säger: Jag har inget ont gjort.
PRO.30.21	Tre är det som får jorden att bäva,
PRO.30.21	fyra kan den inte uthärda:
PRO.30.22	en slav som blir kung,
PRO.30.22	en odåga som lever gott,
PRO.30.23	en förskjuten kvinna som blir gift
PRO.30.23	och en piga som tar sin matmors plats.
PRO.30.24	Fyra är det som är små på jorden
PRO.30.24	och ändå visast bland de visa:
PRO.30.25	myran är utan styrka
PRO.30.25	men samlar sin föda om sommaren,
PRO.30.26	klippgrävlingen är utan kraft
PRO.30.26	men bygger sitt bo i klyftorna,
PRO.30.27	gräshoppan har ingen kung
PRO.30.27	men rycker fram i slutna led,
PRO.30.28	ödlan kan fångas med händerna,
PRO.30.28	ändå finns den i kungens palats.
PRO.30.29	Tre är det som rör sig ståtligt,
PRO.30.29	fyra som har ståtlig gång:
PRO.30.30	lejonet, starkast bland djuren,
PRO.30.30	som inte viker för någon,
PRO.30.31	den kråmande tuppen och bocken
PRO.30.31	och kungen i spetsen för sin här.
PRO.30.32	Har du förhävt dig, tanklöst
PRO.30.32	eller med avsikt — sätt handen för munnen!
PRO.30.33	Ty som ost pressas fram ur mjölk
