GEN.1.1	I början skapade Gud himlarna och jorden.
EZK.21.13	Prövningen ska nämligen komma. Vad är det som kommer att drabbas, om inte den föraktande spiran?
EZK.21.14	Profetera, människa,
EZK.21.14	slå ihop dina händer!
EZK.21.14	Svärdet ska slå två, ja, tre gånger
EZK.21.14	för en dråpares svärd är det,
EZK.21.14	ett svärd för en massaker
EZK.21.14	runt omkring dem,
EZK.21.15	så att deras hjärtan smälter av ångest
EZK.21.15	och många faller.
EZK.21.15	Mot alla deras portar
EZK.21.15	har jag satt en dråpares svärd.
EZK.21.15	Ve! Det är gjort för att blixtra
EZK.21.15	och draget för att slakta.
EZK.21.16	Slå skarpt åt höger och slå åt vänster,
EZK.21.16	ja, vart än din egg riktar sig!
EZK.21.17	Också jag ska slå ihop mina händer
EZK.21.17	och stilla min vrede.
EZK.21.17	Jag, 
EZK.21.19	”Du människa, märk ut två vägar som den babyloniske kungens svärd kan följa, och som båda utgår från samma land. Sätt upp en vägvisare vid vägskälet till staden,
EZK.21.20	och märk ut den väg som svärdet ska gå mot Rabba i ammoniternas land och mot Juda och det befästa Jerusalem. 
EZK.21.21	För kungen av Babylonien står vid vägskälet av de två vägarna för att bli spådd. Han kastar lott med pilar, rådfrågar sina avgudar och skådar i lever. 
EZK.21.22	I hans högra hand finns orakelsvaret: Jerusalem. Där ska han sätta upp murbräckor, ge befallning om slakt och höja krigsrop, sätta upp murbräckor mot portarna, kasta upp en vall och bygga en belägringsramp. 
EZK.21.23	Men det tycks vara ett falskt tecken för dem som svurit eder.
EZK.21.24	Därför säger Herren, 
EZK.21.25	Du vanvördige och gudlöse furste över Israel, din tid är nu ute, det är dags för ditt straff! 
EZK.21.26	Så säger Herren, 
EZK.21.27	Allt ska jag lägga i ruiner, ja allt kommer att ligga i spillror. Men det ska inte ske förrän han kommer som jag har gett rätten att döma.’
EZK.21.28	Du människa, profetera och säg: Så säger Herren, 
EZK.21.28	’Ett svärd, ett svärd är draget för att slakta,
EZK.21.28	polerat för att förtära och flamma som blixten.
EZK.21.29	Man har sett falska syner om dig och spått lögner om dig,
EZK.21.29	att du ska sättas på de slagnas nacke, på de gudlösas,
EZK.21.29	vilkas tid nu är ute och vilkas tid för straff är inne.
EZK.21.30	Stick tillbaka svärdet i skidan!
EZK.21.30	På den plats där du skapades
EZK.21.30	och i det land som du härstammar ifrån ska jag döma dig.
EZK.21.31	Jag ska tömma ut min vrede över dig
EZK.21.31	och blåsa på min vredes glöd.
EZK.21.31	Jag ska överlämna dig åt brutala män,
EZK.21.31	som är mästare i att fördärva.
EZK.21.32	Du är veden till elden, och ditt blod ska utgjutas i landet.
EZK.21.32	Ingen ska mer komma ihåg dig.
EZK.21.32	Jag, 
EZK.22.2	”Du människa, vill du döma, vill du döma den blodbefläckade staden? Ställ den inför alla dess avskyvärdheter! 
EZK.22.3	Säg: ’Så säger Herren, 
EZK.22.4	du är skyldig för det blod du har utgjutit, och du har orenat dig med avgudar som du gjort. Så har du närmat dig slutet av dina dagar och år. Jag ska därför göra dig till åtlöje inför alla folk och till hån i alla länder. 
EZK.22.5	Från både när och fjärran ska man håna dig, du ökända och våldsamma stad.
EZK.22.6	Varje ledare i Israel som bor hos dig använder sin makt till att utgjuta blod. 
EZK.22.7	Fäder och mödrar visar man inte respekt hos dig, invandrare förtrycks, och faderlösa och änkor behandlas illa. 
EZK.22.8	Mina heliga ting föraktar du, och mina sabbater vanhelgar du. 
EZK.22.9	Hos dig finns män som förtalar för att utgjuta blod. Hos dig håller man offermåltider på bergen, och hos dig bedriver man otukt. 
EZK.22.10	Hos dig vanärar man sina fäders bädd och kränker kvinnor när de har sin menstruation. 
EZK.22.11	Man gör avskyvärda ting med sin nästas hustru och skamlig otukt med sin sonhustru, man kränker sin syster, sin fars dotter. 
EZK.22.12	Hos dig tar man emot mutor för att utgjuta blod, hos dig ockrar man och tar ut oskälig ränta. Du plundrar din nästa med våld, och mig har du glömt, säger Herren, 
EZK.22.13	Men nu tänker jag slå ihop mina händer för den orätta vinning du har skaffat åt dig och för all blodsutgjutelse som sker hos dig. 
EZK.22.14	Kommer du att ha mod och styrka kvar, när det är dags för mig att göra upp med dig? Jag, 
EZK.22.15	Jag ska sprida ut dig bland folken och skingra dig i främmande länder. Jag ska rensa bort all orenhet hos dig. 
EZK.22.16	Du ska bli vanhelgad bland folken och inse att jag är 
EZK.22.18	”Du människa, Israels folk har för mig blivit slagg. De är koppar, tenn, järn och bly i smältugnen. De är silverslagg. 
EZK.22.19	Därför säger Herren, 
EZK.22.20	Som man samlar silver, koppar, järn, bly och tenn mitt i ugnen och blåser under elden för att smälta det, så ska jag i vredesglöd samla er, lägga er där och smälta er. 
EZK.22.21	Jag ska samla er och blåsa upp min vredesglöd under er, och ni ska smältas där. 
EZK.22.22	Som silver smälts i ugnen ska ni smältas där, och ni ska inse att jag, 
EZK.22.24	”Du människa, säg till landet: ’Du är ett land som inte renades
EZK.22.25	De profeter
EZK.22.26	Dess präster har våldfört sig på min lag och vanhelgat mina heliga ting. De gör ingen skillnad mellan heligt och oheligt. De undervisar inte om skillnaden mellan rent och orent, och de iakttar inte mina sabbater. Så har jag blivit vanhelgad bland dem. 
EZK.22.27	Dess furstar är som rovgiriga vargar, de utgjuter blod och dödar för orätt vinning. 
EZK.22.28	Dess profeter vitkalkar allting åt dem med falska syner och lögnaktiga spådomar. De säger: ’Så säger Herren, 
EZK.22.29	Folket i landet förtrycker och plundrar, de kränker de fattiga och nödlidande och ger inte förtryckta och främlingar deras rätt.
EZK.22.30	Jag sökte bland dem efter någon som skulle kunna bygga upp muren och gå i bräschen inför mig, för att jag inte skulle behöva förgöra landet, men jag hittade ingen. 
EZK.22.31	Därför öser jag ut min vrede över dem och förintar dem med min vredes eld. Vad de gjort ska jag låta komma över dem själva, säger Herren, 
EZK.23.2	”Människa, det var en gång två kvinnor, döttrar till samma mor. 
EZK.23.3	De blev prostituerade i Egypten, och de prostituerade sig redan som unga. Där smekte och kramade man deras jungfruliga bröst. 
EZK.23.4	Den äldre hette Ohola och hennes syster Oholiva. De tillhörde mig och födde söner och döttrar. Namnet Ohola står för Samaria och Oholiva för Jerusalem.
EZK.23.5	Ohola prostituerade sig medan hon fortfarande tillhörde mig och greps av begär efter sitt grannfolk, assyrierna, krigarna. 
EZK.23.6	De var ståthållare och styresmän, alla tilldragande unga män klädda i purpur och ryttare på hästar. 
EZK.23.7	Hon gav sig som prostituerad till dem, till Assyriens elit, till alla som hon greps av begär till, och orenade sig med alla deras avgudar. 
EZK.23.8	Hon upphörde inte med sitt beteende från Egypten, där männen hade legat med henne när hon var ung, kramat hennes jungfruliga bröst och förlustat sig med henne.
EZK.23.9	Därför överlämnade jag henne till hennes älskare assyrierna, som hon var upptänd av begär till. 
EZK.23.10	De klädde av henne naken, förde bort hennes söner och döttrar och dödade henne med svärd. Bland kvinnorna blev hon ett varnande exempel. Så blev hon dömd.
EZK.23.11	Men fastän hennes syster Oholiva såg detta, greps hon av ännu större begär och gick ännu längre i prostitutionen än sin syster. 
EZK.23.12	Hon upptändes av begär till assyrierna, bland dem ståthållare och styresmän, krigare i uniformer
EZK.23.13	Jag såg att också hon orenade sig; båda gick samma väg.
EZK.23.14	Hon gick i sin prostitution ännu längre. Hon såg mansbilder inristade i väggen, bilder av kaldéer, inristade i rött, 
EZK.23.15	med bälten om höfterna och med fladdrande
EZK.23.16	Hon upptändes av begär efter dem så fort hon såg dem och sände bud till dem i Kaldéen. 
EZK.23.17	Sedan kom babylonierna till henne, låg med henne och orenade henne med sin otukt. Efter att hon orenats av dem vände hon sig i avsky bort från dem.
EZK.23.18	Eftersom hon öppet prostituerade sig och visade sin nakenhet, vände jag mig bort från henne, precis som jag hade vänt mig bort från hennes syster. 
EZK.23.19	Men hon prostituerade sig bara mer och tänkte på sin ungdomstid då hon var prostituerad i Egypten. 
EZK.23.20	Hon greps av begär till sina älskare
EZK.23.21	Du längtade tillbaka till din ungdoms otukt då egypterna smekte din barm, för dina bröst var ungdomliga.
EZK.23.22	Därför, Oholiva, säger Herren, 
EZK.23.23	Babylonier, alla kaldéer, pekodéer, shoéer och koéer och alla assyrier med dem, tilldragande unga män, ståthållare och styresmän, vagnssoldater och krigare, alla ridande på sina hästar. 
EZK.23.24	De ska komma mot dig med vapen, åkdon och rullande vagnar och en folkmassa. De ska anfalla dig från alla håll, rustade med långsköld, rundsköld och hjälm. Jag ska överlåta domen åt dem, och de ska döma dig efter sina lagar. 
EZK.23.25	Jag ska låta dig drabbas av min svartsjuka, så att de gör upp med dig i vrede och skär av dig både näsa och öron. De som blir kvar hos dig ska falla för svärd. Dina söner och döttrar ska föras bort, och de som finns kvar ska förtäras av eld. 
EZK.23.26	De ska klä av dig dina kläder och ta dina praktfulla juveler. 
EZK.23.27	Jag ska sätta stopp för din otukt och för den prostitution du tog med dig från Egypten. Du ska inte blicka tillbaka dit mer eller minnas Egypten.
EZK.23.28	Så säger Herren, 
EZK.23.29	De ska med hat göra upp med dig, ta allt du äger och lämna dig naken och blottad. Din skamliga otukt ska bli blottad och din lösaktiga prostitution avslöjad. 
EZK.23.30	Du har själv dragit över dig allt detta genom att eftertrakta andra folk och orena dig med deras avgudar.
EZK.23.31	Du har följt i din systers fotspår, och därför ska jag sätta hennes bägare i din hand. 
EZK.23.32	Så säger Herren, 
EZK.23.32	Din systers bägare ska du dricka,
EZK.23.32	en djup och vid bägare
EZK.23.32	som ger hån och förakt
EZK.23.32	och som rymmer mycket.
EZK.23.33	Du ska bli full av rus
EZK.23.33	och bedrövelse,
EZK.23.33	en förödelsens och ödeläggelsens bägare
EZK.23.33	är din syster Samarias bägare.
EZK.23.34	Du ska dricka den
EZK.23.34	till sista droppen.
EZK.23.34	Du ska slå den i bitar
EZK.23.34	och riva sönder dina bröst.
EZK.23.34	För jag har talat, säger Herren, 
EZK.23.35	Därför säger Herren, 
EZK.23.37	De har begått både äktenskapsbrott och har blod på händerna. De har begått äktenskapsbrott med avgudar och offrat barn de fött åt mig, som mat åt avgudarna. 
EZK.23.38	Också detta har de gjort mig: De har orenat min helgedom och vanhelgat mina sabbater. 
EZK.23.39	Samma dag som de hade slaktat sina barn åt sina avgudar gick de in i min helgedom och vanhelgade den. Detta är vad de gjorde i mitt hus.
EZK.23.40	De skickade också bud efter män från främmande länder. De kom, och du badade för deras skull, sminkade dina ögon och smyckade dig med dina juveler. 
EZK.23.41	Du satt på en elegant bädd med dukat bord framför den, och där hade du ställt fram min rökelse och min olja.
EZK.23.42	Därinne hördes skrålet från bekymmerslösa människor. Förutom hopen som fanns där hade man hämtat druckna från ökentrakterna, och de satte armband på deras handleder och vackra kronor på deras huvuden.
EZK.23.43	Jag sa om denna utslitna prostituerade kvinna: ’Låt dem utnyttja henne som hon är.’ 
EZK.23.44	De gick och låg med henne som man ligger med en prostituerad. Så gick de in till Ohola och Oholiva, dessa otuktiga kvinnor. 
EZK.23.45	Men rättfärdiga män ska döma dem så som man dömer äktenskapsbryterskor och dem som utgjuter blod, för äktenskapsbryterskor är de, och de har blod på sina händer.
EZK.23.46	Så säger Herren, 
EZK.23.47	Folkhopen ska stena dem och stycka dem med sina svärd. De ska döda deras söner och döttrar och bränna ner deras hus.
EZK.23.48	Så ska jag göra slut på otukten i landet, och alla kvinnor ska varnas så att de inte bedriver otukt som ni. 
EZK.23.49	Ni ska få ta straffet för er otukt på er och bära konsekvenserna av att ni syndat med era avgudar. Ni ska inse att jag är Herren, 
EZK.24.1	I det nionde året, på tionde dagen i tionde månaden
EZK.24.2	”Du människa, anteckna detta datum, just denna dag, för just denna dag har kungen av Babylonien anfallit Jerusalem. 
EZK.24.3	Ge det upproriska släktet denna liknelse, säg: ’Så säger Herren, 
EZK.24.3	Sätt på en gryta, sätt på den
EZK.24.3	och häll vatten i den!
EZK.24.4	Lägg i den köttbitar,
EZK.24.4	de bästa köttbitarna
EZK.24.4	från lår och bog,
EZK.24.4	och fyll på med de bästa benen.
EZK.24.5	Ta de bästa i fårhjorden
EZK.24.5	och lägg ved under grytan
EZK.24.5	för att koka benen.
EZK.24.5	Låt den koka
EZK.24.5	och benen koka med.
EZK.24.6	Så säger Herren, 
EZK.24.6	Ve över den blodbefläckade staden,
EZK.24.6	en rostig gryta vars rost inte går bort!
EZK.24.6	Ta bort köttstyckena ur den, bit för bit,
EZK.24.6	utan att kasta lott om dem.
EZK.24.7	Stadens blod som den utgjutit är i dess mitt.
EZK.24.7	Den har utgjutit det på den kala klippan,
EZK.24.7	inte på marken där stoft skulle kunna övertäcka det.
EZK.24.8	För att ge utlopp åt min vrede
EZK.24.8	och hämnas har jag låtit dess eget blod
EZK.24.8	utgjutas på den kala klippan där det inte kan täckas över.
EZK.24.9	Så säger därför Herren, 
EZK.24.9	Ve över den blodbefläckade staden!
EZK.24.9	Jag ska lägga där ved till ett stort bål.
EZK.24.10	Lägg på mer ved, tänd upp eld,
EZK.24.10	låt köttet koka väl och spadet koka in,
EZK.24.10	låt benen bli förbrända.
EZK.24.11	Sätt sedan den tomma grytan på den glödande kolen,
EZK.24.11	tills den blir så upphettad att kopparen glöder
EZK.24.11	och orenhet och rost bränns bort.
EZK.24.12	Men arbetet är förgäves, den myckna rosten går inte bort, inte ens i elden.
EZK.24.13	Din orenhet är skamlig. Därför att jag nu ville rena dig och du inte ville bli ren, får du förbli oren, tills jag har fullbordat min vrede på dig.
EZK.24.14	Jag, 
EZK.24.16	”Du människa, jag kommer att plötsligt ta ifrån dig dina ögons lust. Men du får inte klaga eller gråta, inte fälla några tårar. 
