MAT.1.1	Livre d' la généalogie d' Jésus‐Christ, fis Dâvi, fis Abĕrham.
MAT.28.10	Là‐d'ssus Jésus leû dît: N' cragniz pouìnt: allaîz dire à mes fréres qu' il aûgent en Galilâie: ch' est là qu' i m' verront.
MAT.28.11	Coumme i s' y' en allaient, quiques soudards d' la garde vìnrent à la vìlle, et rapportirent ès prìnces des prêtres chu qui s' était pâssaï.
MAT.28.12	Ches‐chìn, quànd i s' furent assèmbllaïs ôve les àncians, et qu' il aeurent déliberaï ensemblle, dounnirent une grànd soumme d' argent ès soudards,
MAT.28.13	Et leû dirent: Dites que ses disciplles sont v'nus de gnett, et l' ont dérobaï tàndis qu' ous dormaîtes.
MAT.28.14	Et si l' gouverneû vient à l' saver, j' l' abllût'rons, et j' vous mettrons en seuretaï.
MAT.28.15	Les soudards aiyànt r'chu ch't argent‐là, firent chu qu' nou leû‐s‐avait dit: et chu rapport‐là dure jusqu' au jour qu' il est parmi les Juîs.
MAT.28.16	Ho l's onze disciplles s' en allirent en Galilâie sus la montâigne où Jésus leû‐s‐avait c'màndaï de s' trouvaïr.
MAT.28.17	Et quànd i l' virent là, i l' adorirent: quiquiùns pour tout chun'na aeurent des doutes.
MAT.28.18	Mais Jésus s' appĕrchit d' aeux, et leû pâlit coumme chun'chìn: Tout pouvoir m' a étaï dounnaï dans l' cieil et sus la terre.
MAT.28.19	Allaïz don, et ìnstruisaïz tous les peuplles, et bâtisaïz‐les au nom du Pére, et du Fiss, et du Sâint‐Esprit;
MAT.28.20	Et appĕrnaïz‐leû à gardaïr toutes les chôses que j' vous ai c'màndâies. Et séyiz seurs qu' je s'rai tĕrjoûs ôve vous jusqu' à la fìn du monde.
