MAT.1.1	Guijtz ni rusule' laj retoxpeṉgoldoo xten Jesucrist xi'n toDavid, xi'n toAbraham.
ROM.3.5	Palga xcäḻlatsiajnu ruluiiru najc Dios huenduxh, ¿xhini'c guiniinu dxejc? Palga gun Dios yäḻguxhtis nurnu, dxejc tednu trabajwduxh, ¿la rujnni latsiaj loonu, ä? (Caniä si'c te beṉ guedxliuj ṉaj.) 
ROM.3.6	¡Xho gacni si'c! Paru najcni si'c, ¿xho mood gun Dios yäḻguxhtis loj rebejṉ guedxliuj?
ROM.3.7	Paru redidx-xhii ni rniä riliä'pru xpala'n Dios näjza xtidxliini, ¿xhicuent gunni yäḻguxhtis narä si'c te beṉdojḻ? 
ROM.3.8	Yu'za bejṉ ni canii didx-xhii, najreni cayäjpnu lo rebejṉ: “Coḻyejn cosguijdx te guiluilojni recoshuen.” Per rebejṉ ni canii si'c sidzujṉ dxej gacreni yäḻguxhtis.
ROM.3.9	¿Dxejca'? ¿La najcnu beṉhuenduxhru lojreni, ä? Dini gac; tebloj abile'cnu yäḻquij xten rexpeṉ Israel con rebejṉ ni di gac xpeṉ Israel, sa'csi guiraareni yu'reni lo dojḻ. 
ROM.3.10	Si'cni caj lo guijtz:
ROM.3.10	Ruti te beṉsa'c, nicla tejni.
ROM.3.11	Ruti te bejṉ ni racbee,
ROM.3.11	ruti chu tej nani rguiil Dios.
ROM.3.12	Guiragajcreni abirii lo xnejz Dios,
ROM.3.12	teblojsi xhet sajcdireni.
ROM.3.12	Ruti chu tej ni rujn cossa'c, nicla tejni.
ROM.3.13	Ro'reni ṟii ganax didxguijdx,
ROM.3.13	najcni si'c te baa ni naxal,
ROM.3.13	rusgueereni con lujdxreni,
ROM.3.13	didxlatsiaj ṟii ro'reni najcni si'c beneṉ ni yu' ro' te bäḻnialajz.
ROM.3.14	Ro'reni entis cague,
ROM.3.14	entis canii didxrdxe'ch lo sa'reni.
ROM.3.15	Ni'reni ruxuṉli saxhe' xtiejn sa'reni.
ROM.3.16	Cadrotis rijreni rujnreni latsiaj,
ROM.3.16	ruteedreni sa'reni trabajw.
ROM.3.17	Direni gumbee nezyuj ni ruscuecdxilajz.
ROM.3.18	Niclaza guidxelojreni Dios.
ROM.3.19	Racbeenu najc rediidx nani caj lo xleii Dios par rebejṉ ni rnibee leii lojreni, te jiäuu ro' guiralii rebejṉ, te guiraa rebeṉ guedxliuj gacbeereni yu' xtojḻreni nez loj Dios. 
ROM.3.20	Sa'csi mase gusoob bejṉ guira'ti diidx ni caj lo leii, di leiiga gudzucaj xtojḻ bejṉga, sa'csi leiiga najc nani guluii dojḻ ni yu' neṉ lastooni.
ROM.3.21	N̲aj ruluii Dios stee mood guibicaj xtojḻnu, nani di gac mood ni caj lo xleii toMoisés. Luxh galooli gusloj canii Dios xcuent nezyujre, cajni lo reguijtz xten leii näjza lo reguijtz ni bejn rebejṉ nani gunii xtidx Dios galoo. 
ROM.3.22	Stee mood najc scree: Chutis ni chalilajz xtidx Jesucrist, sajc naya lastooni nez loj Dios; si'c sajc garaliiza nani salilajz, sa'csi tebloj najcnu nez lojni. 
ROM.3.23	Sa'csi guiralii rebejṉ guedxliuj abanijt lo Dios, direni guiga' guidzujṉreni lo xnezyuj Dios. 
ROM.3.24	Niluxh balaslajz Dios nuunu, banidxxlia'ni loonu yäḻnabaṉnaya nez loj Dios sa'csi Jesucristis gudijx yäḻguxhtis xten dojḻ che baxhe'ni xtiejnni lo crujz te badzucajni xtojḻnu. 
ROM.3.25	Baxhaḻ Dios xi'nni, Jesucrist, te cuajni lo crujz nez loj rebejṉ te si'c gudijxni guiraa rextojḻ chutis bejṉ ni rililajz xtidx Dios xcuent xtiejn Jesucrist. Si'c bejn Dios te guluiini xho guibaṉnaya bejṉ lojni. Galoo gojptis Dios pasens rebejṉ, dini niujn yäḻguxhtis rextojḻreni, 
ROM.3.26	sa'csi acanajn Dios guc gunni yäḻguxhtis redojḻga, te si'c guiluiini xcäḻnayani nez loj guiraa rebejṉ, te Diospac gunnaya nez lojni chutis ni rililajz xtidx Jesucrist.
ROM.3.27	Ni'cni ¿con yäḻnaro? ¿Con yäḻbindaan? ¡Xhet sajcdini! ¿Xhi leii rudzucaj xtojḻnu? ¿La leii najc ni rnii jiennu dzunsa'c, ä? ¡Dini gac si'c! Yu' tejtis leii ni rudzucaj dojḻ, nani rnii chalilajztis bejṉ xtidx Jesucrist. 
ROM.3.28	Dxejc sajc guiniä lojtu chutis bejṉ sajc gac naya nez loj Dios sa'csi rililajzni xtidx Jesucrist, xhet sa'csi rujnni redzunsa'c ni caj lo leii.
ROM.3.29	¿La najc Dios Xtiooztis rexpeṉ Israel, ä? ¿La dini gac näjza Dios xten rebejṉ ni di gac xpeṉ Israel? ¡Xho dini gac! Najcni Dios xten guirop cuaa bejṉ. 
ROM.3.30	Ruti chu stee Dios, tejtis Dios yu'. Rusḻaani lo dojḻ rebejṉ ni guyu' bee sa'csi huililajzreni xtiidxni, sigajcza rusḻaani lo dojḻ rebejṉ ni xhet beedi guyu' sa'csi huililajzzareni xtiidxni. 
ROM.3.31	¿La rudzucajnu leii sa'csi rililajznu, ä? Ajndi. ¡Xho gacni si'c! Alga basoobnu xtidx leiiga che huililajznu xtidx Jesucrist.
ROM.4.1	¿Xhini'c sajc guiniinu xcuent toxtadgoldoonu, Abram? 
ROM.4.2	Paru niajc toAbram beṉnaya nez loj Dios por redzuun ni bejnni, pet sajc guibalazduxhni, per xhet nez lojdi Dios. 
ROM.4.3	¿Xhini'c caj lo xtidx Dios? Caj rediidxre:
ROM.4.3	Huililajz toAbram xtidx Dios,
ROM.4.3	ni'c bachaag Dios cuent najcni te beṉnaya nez lojni.
ROM.4.4	Meel nani rca' te bejṉ ni rujn te dzuun, meelga najc ni riäjl xca'ni, xhet rcaxlia'dinini. 
ROM.4.5	Luxh nani rililajztis xtidx Dios ni rusḻaa bejṉ lo dojḻ, lacuaa naani yu' xhi dzuun sajc gunni te guibicaj xtojḻni, bejṉga najc te beṉnaya nez loj Dios, sa'csi huililajzni xtiidxni. 
ROM.4.6	Sigajcza naj toDavid, chicbaa bejṉ nani ruchaag Dios cuent najcni te beṉnaya luxh di niquiin niujnni redzuun ni caj lo leii. Räjpni:
ROM.4.7	Chicbaa renani abasḻaa Dios lo xtojḻreni,
ROM.4.7	renani abiäuu loj xtojḻreni.
ROM.4.8	Chicbaa bejṉ nani diru Dios gun cuent xtojḻni.
ROM.4.9	¿La sajc guiniini chicbaa rebejṉtis nani guyu' bee, ä? ¿La et näjdiza renani di niu' bee, ä? Sa'csi rniinu: “ToAbram gujc te beṉnaya nez loj Dios sa'csi huililajzni xtidx Dios.” 
ROM.4.10	Guc bidxaag cuent najcni te beṉnaya nez loj Dios ¿che gajdni chu bee, ä? O ¿Laa che guyu'ni bee? Bidxaagpac xcuentni che gajdni chu bee. 
ROM.4.11	Dxejcti guyu'ni bee si'c te seen xten yäḻnaya sa'csi huililajzni xtidx Dios che gajdlini chu bee te gacni xtad guiraa renani rililajz laḻ ni xhet beedi yu'reni, te näjza laareni guidxaag cuent najcreni beṉnaya nez loj Dios, 
ROM.4.12	te gaczani xtad guiraa renani yu' bee ni huililajzza xtidx Dios si'c huililajz toAbram cheni gajdni chu bee.
ROM.4.13	Bia'n Dios diidx loj toAbram näjza loj rexagdooni, xca'ni guedxliujre si'c yäḻnasa'c xtenni. Xhet sa'csi gusoobni xtidx leii xca'nini, sica'nini sa'csi najc toAbram te beṉnaya nez loj Dios sa'csi huililajzni xtidx Dios. 
ROM.4.14	Sa'csi paru renani rusoob xtidx leiiga najc nani xca' yäḻnasa'cga, xlia'si chalilajz bejṉ xtidx Jesucrist, luxh xhetza sajcdi diidx nani bia'n Dios loj toAbram. 
ROM.4.15	Che yu' te leii, luxh yu' chu di gusoobni, dxejc rdxe'ch Dios loj bejṉ. Cadro xheti leii, xhetiza xtojḻreni.
ROM.4.16	Ni'cni balaslajz Dios nuunu, te sudzu'tz diidx ni bia'nni loj toAbram, te guiraa rexagdooni ni rililajz sica' yälnasa'c, xhet xtebtis renani sasanäj xleii toMoisés, nägajcza renani rililajz xtidx Dios si'c huililajz toAbram, nani najc xtad guiraanu nani chalilajz xtidx Dios. 
ROM.4.17	Si'cza caj lo xtidx Dios, caj rediidxre: “Abenä gaclu xtad xhidal renacióṉ.” Si'c bia'n Dios diidx loj toAbram, Gueb Dios nani gudeed yäḻnabajṉ loj rebeṉgut, nani rnii xcuent recos nani gajd gac ascanu ala najcni.
ROM.4.18	Anajn toAbram naganduxh soob diidx ni bia'n Dios con laani, luxh laani empac huililajzni, ni'c gujcni xtad xhidajl nacióṉ, te gusojb xtidx Dios ni guniini che räjpni: “Scree gac xhidajl rexagdoolu.” 
ROM.4.19	Di toAbram nunijt xcäḻrililajzni, mase ayu'ni tegayuu ijz, najnni anajcni beṉgool, luxh sigajcza Sara abeṉgool diru xi'nreni chu. 
ROM.4.20	Dini niun-tio'p lajzni xcuent rediidx nani bia'n Dios con laani, alga gusutijpruni huililajzni xtiidxni, gulä'pni xpala'n Dios, badeedni xquixtios lojni. 
ROM.4.21	Anajnni rajp Dios yäḻrnibee te gunni guiralii nani bia'n diidx gunni. 
ROM.4.22	Ni'c bachaag Dios cuent najcni te beṉnaya nez lojni sa'csi huililajzni xtidx Dios.
ROM.4.23	Xhet xtebtisdi xcuent toAbram cuaj rediidxre: “Bidxaag cuent najcni te beṉnaya nez loj Dios sa'csi huililajzni xtidx Dios”, 
ROM.4.24	näjza xcuentnu cuajni, sa'csi che chalilaaznu xtiidx nani baspaṉsac Xtad Jesucrist loj rebeṉgut, sidxaag cuent najcnu beṉnaya nez loj Dios. 
ROM.4.25	Bacuaareni Jesucrist lo crujz te gudijxni rextojḻnu nez loj Dios, luxh gubaṉsacni lo rebeṉgut, te gac gacnu beṉnaya nez loj Dios.
ROM.5.1	Ni'cni che rililajznu xtidx Dios rudzucaj Jesucrist xtojḻnu rajcnu beṉnaya nez loj Dios, ni'cni ruscuecdxini lajznu. 
ROM.5.2	Sa'csi gujt Jesucrist, sa'csi gubaṉsacni lo rebeṉgut xcuent nuurnu, che rililajznu xtidx Dios xcuent Jesucrist, rulaslajz Dios nuurnu, ni'cni rbalajznu, rajpnu yäḻnabajṉ, su'pacnu lo xcäḻrdimbicha' Dios. 
ROM.5.3	Luxh xhet ni'ctis, sajcza guibalaaznu che tednu trabajw, sa'csi najnnu trabajwga sujn jia'pnu pasens. 
ROM.5.4	Luxh che rajpnu pasens rajcnu te beṉguyajlru; che anajczanu beṉguyajl, rililazsa'crunu. 
ROM.5.5	Luxh yäḻrililazsa'cnu dini gusanxtujy, sa'csi yäḻsanälajz ni rajp Dios ruchaj lastoonu sa'csi neṉ lastoonu rbäjz Xsprit Dxan xten Dios ni baniidxni loonu.
ROM.5.6	Laḻ ni xhetliidi sajcdi jiennu lagajc xcuentnu te guibicaj xtojḻnu, che basa' dxej biääd Jesucrist te gujtni lo crujz xcuent rebeṉdojḻ. 
ROM.5.7	Guliipacni, naganduxh guidxälni te bejṉ ni xcäjb guet lacuaa te bejṉ ni laaca rujnni. Per sidxäjl te bejṉ ni xcäjb guet lacuaa te beṉsa'c. 
ROM.5.8	Luxh Dios baluiloj xcäḻrinälajzni xcuent nuurnu sa'csi laḻ ni yugajcnu lo dojḻ, gujt Jesucrist lo crujz xcuentnu. 
ROM.5.9	Aticaxh ṉaj ni najcnu beṉnaya nez loj Dios sa'csi baxhe'ni xtiejnni te gubicaj xtojḻnu, ṉaj sidedcaj gacnu xcäḻguxhtis Dios. 
ROM.5.10	Palga laḻ ni rdxe'chnu lo Dios, basiäjḻni lajzni xcuentnu sa'csi gujt Xi'nni lo crujz, ṉaj ni abiäjḻ lajzni, susḻaani nuure lo dojḻ sa'csi gubaṉsac Xi'nni loj rebeṉgut. 
ROM.5.11	Luxh xhet ni'ctis, sibalaznäjnu Dios xcuent Dad Jesucrist, sa'csi xcuentni ara'pnu yäḻrbedxi lajzni nez loj Dios.
ROM.5.12	Ni'cni, xcuent tejtis niguii biu' dojḻ lo guedxliuj, luxh xcuent dojḻ biäädza yäḻgujt, gudejdti yäḻgujt loj guiraa rebejṉ, sa'csi guiraa rebejṉ bejnreni dojḻ. 
ROM.5.13	Cheni gajd xleii toMoisés chu lo guedxliujre, alabejn rebejṉ dojḻ, per di niajcdi nucuaquijni rebejṉ sa'csi xheti leii. 
ROM.5.14	Luxh empac gujt rebejṉ neṉ redxej ni gubajṉ toAdán hasta redxej ni gubajṉ toMoisés, mase direni niujn lagajc dojḻ nani bejn toAdán; luxh ruluiloj yu' chu stee bejṉ nungäjḻ jiääd.
ROM.5.15	Luxh nani runidx-xlia' Dios dini gac si'c najc xtojḻ toAdán. Dini gac si'c sa'csi palga xcuent dojḻ ni bejn toAdán, gujt xhidalduxh bejṉ, cuantimaaz ṉaj sunidx-xlia' Dios yäḻnabajṉ par tejpas loonu por xcäḻrulaslajz Dios, nägajc por xcäḻrulaslajz Dad nani laa Jesucrist. 
ROM.5.16	Luxh nani runidx-xlia' Dios loonu dini gac si'c yäḻrunijt ni biääd loonu xcuent dojḻ ni bejn toAdán; sa'csi xcuent tejtis dojḻga biääd yäḻguxhtis xten Dios, sa'csi guiraliiza rebejṉ guedxliujre yu' lo dojḻ, per xcuent nani banidx-xlia' Dios, nalajznu, gujt Xi'nni Jesucrist lo crujz, ni'c gujc sa'csi yuduxhtej dojḻ, te xcuent ni bejn Jesucrist sajc gac bejṉ beṉnaya nez loj Dios. 
ROM.5.17	Palga xcuent dojḻ ni bejn tejsi bejṉga gunibee yäḻgujt lo guiraa bejṉ, cuantimaaz lo yäḻnabajṉ par tejpas sinibee guiraa reni rca' xcäḻrulaslajz Jesucrist näjza renani rcaxlia' lojni yäḻracnaya nez loj Dios.
ROM.5.18	Ni'cni sigajc ni biääd yäḻguxhtis lo guiraa rebeṉ guedxliuj xcuent dojḻ ni bejn tejsi niguii, sigajcza sa'csi basoob stee niguii xtidx Dios, xhidal bejṉ gujc beṉnaya nez loj Dios, cua'reni yäḻnabajṉ par tejpas. 
ROM.5.19	Nalajznu sigajc ni banijt xhidalduxh bejṉ nez loj Dios xcuent tej niguii ni di nusoob xtidx Dios, sigajcza xhidalduxh bejṉ sajc beṉnaya nez loj Dios xcuent tej niguii ni basoob xtiidx Dios. 
ROM.5.20	Ni'cni badeed Dios xleii toMoisés, te guzeṉru dojḻ. Niluxh cadro guyuduxh dojḻ, ro'c nanabza chuduxhru xcäḻrulaslazduxh Dios, 
ROM.5.21	te sigajc ni gunibee dojḻ guyu' yäḻgujt, sigajcza guinibeeru xcäḻrulaslajz Dios te jia'cnu beṉnaya nez loj Dios, te xca'nu yäḻnabajṉ par tejpas xcuent Xi'nni, Dad Jesucrist.
ROM.6.1	¿Xhini'c guiniinu, ṉaj? ¿La sajc guidxunrunu lo dojḻ te tioobru xcäḻrulaslajz Dios, ä? 
ROM.6.2	¡Gurniälojtu gacni si'c! Nuurnu najcnu si'c te beṉgut lo dojḻ sa'csi rililajznu xtidx Dios; ¿xhoxh gac guibajṉrunu lo dojḻ? 
ROM.6.3	¿La ditu gan, che gurobnisnu con laj Jesucrist, najcni si'c ni näjza nuurnu gujtnu si'c ni gujt Jesucrist? 
ROM.6.4	Sa'csi che gurobnisnu bigatznäjnuni si'c lo yäḻgujt, te sigajcni huäjs Jesucrist lo yäḻgujt xcuent xcäḻrnibee Dios, sigajcza näj nuurnu sajc guidxunnu lo te yäḻnabaṉcoob.
ROM.6.5	Sa'csi palga gujcnu tejsi con laani lo xcäḻgujtni che birobnisnu, sigajcza sajcnu tejsi con laani lo yäḻnabaṉsac lo rebeṉgut. 
ROM.6.6	Ni'cni xcärienbiejwnu cuaj lo crujz con laani, te badzucajni rextojḻnu, te di gacdiru guinibee dojḻ loonu. 
ROM.6.7	Sa'csi nani agujt, di gacdiru guinibee dojḻ lojni. 
ROM.6.8	Palga nuurnu agujtnu con Jesucrist, rililaaznu sibaṉsaczanu con laani. 
ROM.6.9	Sa'csi nadonpacnu gubaṉsac Jesucrist loj rebeṉgut, ni'c diruni guet, diru yäḻgujt ga'p yäḻrnibee lojni. 
ROM.6.10	Che gujt Jesucrist, gujtni xcuent dojḻ, luxh diru gacdi guinibee dojḻ laani par tejpas; ṉaj ni gubaṉsacni, nabajṉni nez loj Dios. 
ROM.6.11	Ni'cni la'tu coḻguchaag cuent najctu si'c te beṉgut lo dojḻ, luxh nez loj Dios, coḻguchaag cuent nabaṉnäjtu Jesucrist.
ROM.6.12	Ni'cni na'c gusaantu guinibee dojḻ tiejxhtu te guntu si'ctis ni rlajz tiejxhtu. 
ROM.6.13	Na'cruza gusaantu jiajb guideb lagaa tiejxhtu lo dojḻ te guntu cosguijdx. Maazru hueen coḻgudeed tiejxhtu lo Dios si'c te bejṉ nani gubaṉsac lo rebeṉgut, näjza coḻgudeed guideb lagaa tiejxhtu te guntu recoshueen si'c ni rlajz Dios guntu. 
ROM.6.14	Sa'csi diru dojḻ guinibee lojtu, sa'csi dirutu chu loj xleii toMoisés, sa'csi yu'tu lo xcäḻrulaslajz Dios.
ROM.6.15	¿Xho gacni ṉaj? ¿La sajc jienrunu dojḻ ṉaj ni dirunu chu lo leii sa'csi yu'nu lo xcäḻrulaslajz Dios, ä? ¡Xho gacni si'c! 
ROM.6.16	La'tu nansa'ctu palga yu'tu si'c te mos loj te lam̲ te gusobdiajgtu xtiidxni, najcpactu xmos bejṉ nani rusoobtu xtiidxni. Ni'cni, palga gusoobtu xtidx dojḻ, ni'c najc xlam̲tu, ni'c siädnä yäḻgujt lojtu. Palga gusoobtu xtidx Dios, ni'c najc xlam̲tu. Dxejc sajctu beṉnaya nez loj Dios. 
ROM.6.17	Xquixtios lo Dios, galoo gujctu xmos dojḻ, per ṉaj guideb lastootu basobdiajgtu xtidxcoob Dios, huililajztu xtiidxni ni basule'nu lojtu. 
ROM.6.18	Luxh aguḻaatu lo dojḻ, biädjiajctu xmos Dios lo dzunsa'c. 
ROM.6.19	Narä cagusule'ä diidx con sa' didx guyasire sa'csi gajdtu gacbesa'c xho najc xnezyuj Dios. Che gujctu xmos dojḻ, guideb lagaatu bejntu dojḻ, bejntu latsiaj, luxh ni'c satajltis latsiaj ni bejntu. N̲aj ni najctu xmos Dios lo dzunsa'c, guideb lagaatu coḻyejnru dzunsa'c, te si'c sidajlru dzunsa'c ni guntu sa'csi najctu beṉnaya nez loj Dios.
ROM.6.20	Sa'csi che gujctu xmos dojḻ, di rextidx Dios guinibee la'tu. 
ROM.6.21	N̲aja', ¿xhini'c bejntu gaan che gujctu xmos dojḻ, bejntu recos ni rtuinäjtu ṉaj? Ni xnezyuj recosga rdzujṉ loj yäḻgujttis. 
ROM.6.22	Per ṉaj, sa'csi aguḻaatu lo dojḻ, abiu'tu najctu xmos Dios, sujntu sajctu beṉnaya nez loj Dios, luxh xnezyuj recoscoobre rdzujṉ lo yäḻnabaṉnäj Dios par tejpas. 
ROM.6.23	Xcäḻrajx xten dojḻ najc yäḻgujt, per nani runidx-xlia' Dios najc xcäḻnabaṉnäj Dios par tejpas xcuent ni bejn Jesucrist xtadnu.
ROM.7.1	Caniä lojtu ni najn xleii toMoisés. ¿La ditu gan, resa'ä, xleii toMoisés rnibee loj te bejṉ guideb nabajṉni lo guedxlijre? 
ROM.7.2	Najcni si'c te gunaa nani bachṉaa te niguii. Nanabpac cuäznäjni chäälni guideb nabajṉni. Si'c rnibee leiiga. Palga guet chäälni, diru gacdi guinibee leiiga lojni xcuent chäälni. 
ROM.7.3	Ni'cni, laḻ ni nabajṉ chääl gunaaga, palga cuäznäj gunaaga ste'ca niguii, cayujnni dojḻ sirilajni gunaguijdx. Palga agujt chääl gunaaga, aguḻaani lo leiiga, sajc guchṉaani stee niguii, xhet dojḻdi cayujnni, dizani guirilaj gunaguijdx.
ROM.7.4	Ni'cni la'tu, rebetzä, sigajcza aguḻaatu lo leiiga, sa'csi najcni si'cni gujctu si'c beṉgut lo leii che gujt Jesucrist lo crujz, te ṉaj sajc jiu'tu lo ste'ca bejṉ, loj lagajc Jesucrist nani gubaṉsac loj rebeṉgut te sajc jiennu redzunsa'c ni rlajz Dios jiennu. 
ROM.7.5	Sa'csi laḻ ni gubajṉnu lo yäḻnabaṉbiejwga, lagajc rediidx nani rnii leiiga di gacdi gun bejṉ, lagajc recosga rlajz gun tiejxhnu, luxh si'c sozaatisnu lo xnezyuj yäḻgujt. 
ROM.7.6	N̲aj abiṟiinu lo leiiga, sa'csi agujtnu lo leiiga nani gunibee loonu galoo. N̲aj con xpritcoob ni yu' neṉ lastoonu yu'nu lo Dios, xhet con xcärienbiejwdi ni gojpnu che nanab gusoobpacnu leii.
ROM.7.7	¿Xhixhni'c guiniinu ṉaj? ¿La dojḻ najc leii, ä? ¡Xho gacni si'c! Palga dina niembeä xhi caj lo leiiga, dizana niacbeä cayunä dojḻ. Dina niacbeä cayunä dojḻ che rlazä xca'a xhixten ste'ca bejṉ palga dina niolä lo leii rediidxre: “Na'c chuguij lajzlu rexhixten bejṉ.” 
ROM.7.8	Ni'cni lagajc diidx ni caj lo leiiga bejn guyuguij lazä rexhixten bejṉ sa'csi nancheä najcni dojḻ. Paru xheti leii, xhetiza dojḻ, agujtni. 
ROM.7.9	Galoo gubaṉä xhet leiidi nanä, luxh che biääd diidx ni rnibee leii, gucbeä xhini'c najc dojḻ, dxejc banitä lo Dios, si'c ni gutä. 
ROM.7.10	Luxh baxhaḻ Dios leiiga loonu te jiuäni, te xca'ä yäḻnabajṉ, luxh alga bazeṉni benä dojḻ, banitä nez loj Dios, gutäti dxejc. 
ROM.7.11	Con leiiga, basguee dojḻ narä, bejnni narä si'c te beṉgut nez loj Dios.
ROM.7.12	Ni'cni, leii najc dxan, näjza rediidx ni caj lo leiiga najc dxan; hueen najcni, didxgulii najcni. 
ROM.7.13	¿Dxejca'? ¿La nani najc te coshueen huinä narä lo yäḻgujt, ä? ¡Xho gacni si'c! Dojḻ najc ni huinä narä lo yäḻgujt. Te si'c xcuent leiiga ni nasa'c, jieṉlojni dojḻpac najc dojḻ sa'csi bagu'tni narä con te coshueen, te lagajc rediidx ni caj lo leiiga jieṉloj lacti latsiaj najc dojḻ.
ROM.7.14	Sa'csi nadonnu leiiga najc xtidx Dios, luxh narä nacä te beṉ guedxliujre, nacä xmospac dojḻ. 
ROM.7.15	Sa'csi dina gacbeä xhini'c runä. Dina gunä recos nani rlazä gunä, alga cayunä latsiaj nani dipacna rlazä gunä. 
ROM.7.16	N̲aj palga narä runä latsiaj nani dipacna rlazä gunä, lagajcza ni'c ruluii hueenca najc leii. 
ROM.7.17	N̲aj, diruni gac narä ni cayujn latsiaj, sa'csi yu' dojḻ neṉ lastoä, ni'c ni cayujn runä latsiaj. 
ROM.7.18	Sa'csi narä nanä neṉ lastoä, nalajznu lo tiexhä, xhetliidi cossa'cdi yu'; sa'csi rlazä gunä cossa'c, per dina gacdipä te gunäpac recossa'cga. 
ROM.7.19	Sa'csi dina gunä redzunsa'c nani rlazä gunä, alga latsiaj nani diru rlazä gunä, ni'c runä. 
ROM.7.20	Ni'cni palga runä latsiaj nani diru rlazä gunä, xhet narädi runäni, dojḻ ni yu' tiexhä, ni'c ni cayujn runä latsiaj.
ROM.7.21	Ni'cni narä, nani rlazä gunä redzunsa'c, rdxälä leiire: yu'pa dojḻ tiexhä. 
ROM.7.22	Sa'csi neṉ lastoä, rlazäpac gusobä diidx xten xleii Dios. 
ROM.7.23	Luxh ruhuiä garenca leii yu' guideb lagaa tiexhä, ruchagdijlni leii ni yu' xcärienä, ruteedzani narä ladzṉaa xleii dojḻ nani yu' guideb lagaa tiexhä.
ROM.7.24	¡Proobza narä! ¿Chuni'c gusḻaa tiexhä ni nungäjḻ guet xcuent dojḻ? 
ROM.7.25	¡Xquixtios loj Dios sa'csi Dad Jesucrist sajc gusḻaa nuurnu lo dojḻ! Ni'cni con xcärienä rusobä xtiidx Dios, yu'ä lo xleii Dios, niluxh tiexhä rlajz gusoob xtiidx dojḻ, chuni lo xleii dojḻ.
ROM.8.1	Ni'cni ṉaj rut rajcdi rbe'c xcäḻquij renani ahuililajz xtidx Jesucrist, renani diru jiu gunreni latsiaj ni rlajz gun tiejxhreni, alga riurureni rujnreni ni rnibee Sprit Dxan xten Dios ni rbäjz neṉ lastooreni. 
ROM.8.2	Sa'csi leii xten Sprit Dxan xten Dios ni rudeed yäḻnabajṉ xcuent Jesucrist, abasḻaani narä lo yäḻrnibee xten xleii dojḻ näjza yäḻgujt. 
ROM.8.3	Sa'csi nani di niajcdi niujn leibiejw, sa'csi dini niajc nadip lo rebeṉguedxliuj te gacreni beṉnaya nez loj Dios, ni'c bejn Dios che baxhaḻni Xi'nni Jesucrist, si'c te beṉ guedxliujre xcuent dojḻ, te bejnni yäḻguxhtis lo dojḻ ni rnibee tiejxh bejṉ. 
ROM.8.4	Te si'c gac xcäḻguxhtis xten leibiejw lo tiejxh nuurnu, renani dirunu gusoob nani rlajz gun tiejxhnu, sa'csi ṉaj rbajṉnu si'c ni rnibee Sprit Dxan xten Dios ni yu' neṉ lastoonu.
ROM.8.5	Sa'csi renani rusoobtis nani rlajz gun tiejxhreni, rujntisreni xhigab xcuent redojḻga, luxh renani rusoob xtidx Sprit Dxan xten Dios rujntisreni xhigab xcuent nani rlajz Dios gunreni. 
ROM.8.6	Sa'csi renani yu'tis yejcreni nani rlajz gun tiejxhreni, sejtreni, sinijtreni; luxh renani yu'tis yejcreni nani rnii Sprit Dxan Dios, reni'c sibecdxi lajzreni, sica'reni yäḻnabajṉ lo Dios par tejpas. 
ROM.8.7	Te xcäriejn nani riutis ni rlajz gun tiejxh bejṉ rdxe'ch Dios lojni sa'csi dini gusoob xleii Dios, luxh nicla gac gunnini. 
ROM.8.8	Renani nabajṉtis te gunreni latsiaj ni rlajz gun tiejxhreni di Dios guibalaznäjreni.
ROM.8.9	Luxh la'tu dirutu gun si'ctis ni rlajz gun tiejxhtu, ni'cni rujntu si'c ni rlajz Sprit Dxan xten Dios guntu, palga rbäjzni neṉ lastootu. Palga yu' chu tejtu ni di Sprit Dxan cuääz neṉ lastooni, di ni'c gac xpejṉni. 
ROM.8.10	Palga rbäjz Jesucrist neṉ lastootu, agujt tiejxhtu xcuent dojḻ, xprittu nabajṉ sa'csi anajctu beṉnaya nez loj Dios. 
ROM.8.11	Luxh palga neṉ lastootu rbäjz Sprit xten nani baspaṉsac Jesucrist loj rebeṉgut, lagajc nani baspaṉsac Jesucrist lo rebeṉgut suspaṉsac tiexhnu ni nabajṉ lo guedxliujre xcuent Xpritni nani yu' neṉ lastoonu.
ROM.8.12	Ni'cni rebetzä, najcnu bejṉ ni cuaj di'n, xhet lojdi tiexhnu te jiennu si'c ni rlajz gun tiexhnu. 
ROM.8.13	Sa'csi palga cayujntu si'c ni rlajztis gun tiejxhtu, sejtpactu. Palga nabajṉtu xcuent Sprit Dxan xten Dios ni rbäjz neṉ lastootu, sibälaztu latsiaj ni rlajz gun tiejxhtu, sibaṉnäjtu Dios par tejpas.
ROM.8.14	Sa'csi guiraa renani ruluii Sprit Dxan xten Dios guiraa reni'c najc rexi'n Dios. 
ROM.8.15	N̲aj ditu nica' te sprit xten te mos te chusactu lo yäḻrdxejb, alga cua'tu sprit xten ni najc si'c te bisiäjb ni cua' bejṉ si'c xi'npacni, ṉaj najcnu xi'nni, ni'cni sajc gäbnu lojni: “Guejblu, Xtadä.” 
ROM.8.16	Sa'csi lagajc Sprit Dxan xten Dios ruluii loj xpritnu, najcpacnu xi'n Dios. 
