MAT.1.1	Ulu lwe lukoono ulwa ulukolo lwa Yesu Kilisito umwisukulu va Daudi, umwisukulu va Abulahamu:
ROM.10.9	Wone widikile kwa umulomo gwako ukuta Kilisito ye Mutwa na ukufuuwa munumbula yako ukuta Nguluvi amusilibwe ukuhuma kuvafwe, upokwe. 
ROM.10.10	Pakuva umunu aifuuwa kwa inumbula nu kuwuyapwa mugolofu, na ukwidikila kwa umulomo gwakwe apokwe. 
ROM.10.11	Uwandike Uwelu witigila: “Yeyeavesaga akumufuuwa sisaahongelwa inyoni.” 
ROM.10.12	Ulu lwihanza mbevali, pakuva kugaya luhagu, ulwa Muyahudi na umumyanza, pakuva Mutwa va mbevali ye yumwi, nave muwuya hilo kwa mbevali vevakumusuka. 
ROM.10.13	Na Uwandike Uwelu witigila: “Yeyeavesaga akumusuka mwitawa lya Umutwa saapokwa.”
ROM.10.14	Mbino vamusuka ndawuli wone sivalamufuuwa? Na kangi; vamufuuwa ndawuli wone sivalapulika ing'ani sakwe? Na vapulika ndawuli ing'ani sakwe wone asupali umudalisi? 
ROM.10.15	Na avanu vadalika ndawuli wone sivalasindikwa? Ndawe Uwandike Uwelu wewitigila, “Lwinoga witigila kiki kwa ukusa kwa vala avanyakuleta Ulukani Ulunofu.” 
ROM.10.16	Neke mbevali sivalwanuchi Ulukani Ulunofu. Pakuva Yesaya atige, “Mutwa yenani yeafuuvitwe ulukani lwetu? 
ROM.10.17	Sweno, ulufuuwo lwakusa kwa kupulika ulukani, na ulukani ulo lwihuma mu lukani lwa Kilisito.”
ROM.10.18	Ino nene ndiwusa: Nachene sivapuliki ulukani ulo? Ena vapulike: ndawe Uwandike Uwelu witigila:
ROM.10.18	“Umubumo ugwa iliswi lyawo
ROM.10.18	gwahele kipulisa ing'i mbeyili; ing'ani
ROM.10.18	sawo sifikite kumudugo gwa ing'i.”
ROM.10.19	Ino nene ndiwusa; lwihwana nachene ulwa avanu va Isilaeli sivalukagwi? Musa yumwene ave mulongola ukupitula:
ROM.10.19	“Nene ndivawuyapa muvawonele mbafya,
ROM.10.19	avanu vesive lukolo lukomi,
ROM.10.19	ndivawuyapa muve na lilakali kuvanu avapuva.”
ROM.10.20	Kangi Yesaya igelye nu kutigila;
ROM.10.20	“Vala vesivasakiti vambwene;
ROM.10.20	Ndiyelelwe kwa avene vesivawusigi isangu.” 
ROM.10.21	Neke ulwa Isilaeli itigila:
ROM.10.21	“Pakilo na pamunyi ndavagololye amawoko
ROM.10.21	gangu avanu avayasi na vagaya choga.”
ROM.11.1	Sweno, ndiwusa: Nguluvi avabihye avanu vakwe? Nangi na ludodo hela! Na yinene ipa ndi Mwisilaeli, mbegalo ya Abulahamu, va ulukolo lwa Benyamini. 
ROM.11.2	Nguluvi siavabihyi avanu vakwe, veavahagwe uluhuma pamuvango. Mukwiwuka Uwandike Uwelu wewitigila ulwa Eliya peamukalalilige Nguluvi ukwimila va Isilaeli: 
ROM.11.3	“Mutwa vakavawulige avavisi vako neke vadenye na pifunyo pako. Yinene hela yendiyena yesige, nawo vidaga ukumbulaga.” 
ROM.11.4	Mbi Nguluvi amupitwe kiki? Amutige, “Ndiviche avanu mbilima simufung'ati vesivakumusunyalila Baali.” 
ROM.11.5	Sweno, lwe lwiwali, na kulino de; poyili imbalilo iyifulwike vevasige ve Nguluvi avahagwe ukukola wuwuya wakwe. 
ROM.11.6	Uwuhagusi wakwe wukwimilaga mu wuwuya wakwe na si wukwimilagi mufipigo fyawo. Pakuva, wone uwuhagusi vakwe wuke wuvelage mufipigo fya avanu apo uwuwuya wakwe siwuke wuva wuwuya kangi.
ROM.11.7	Lino ndawuli? Avanu va ku Isilaeli sivakiweni chevasakige; neke mbevali avahagule vakiwene. Avangi vadibise amapulikilo valemwe ukwidika. 
ROM.11.8	Ndawe Uwandike Uwelu wewitigila:
ROM.11.8	“Nguluvi awuyipe inumbula sawo sive sito,
ROM.11.8	mbaka neng'ino de
ROM.11.8	sivahwaniti valave kwa amiho gawo,
ROM.11.8	nambi ukupulika kwa amapulikilo gawo.”
ROM.11.9	Nayi Dawudi itigila:
ROM.11.9	“Lekage inyekelelo sawo sive lutego
ROM.11.9	lwa ukuvagwilisa, vagwile neke vapume.
ROM.11.10	Lekage amiho gawo gatilivale
ROM.11.10	sambi valemwe ukulava.
ROM.11.10	Neke imigongo jawo gidenyeke ukwimila
ROM.11.10	uludugo lwa mbepali!”
ROM.11.11	Sweno nene ndiwusa, mbi Avayudaya vikuve nu kwanangika sukumwi? Nangi na ludodo hela! Ukwimila uwananzi wawo uwukombolwa uvafiche avanu avangi vesi Vayudaya, sambi Avayudaya vavawonele mbafya. 
ROM.11.12	Uwananzi wa Avayudaya waletite uwufunyilile wolofu kwa avanu va ing'i isingi, na uwutafuuwa wawo wa kinyamuhe wuletite uwufunyilile wukomi uwulutye kwa avanu va ing'i isingi. Sweno lulipawelu hilo ukuta ukwingila kwa imbalilo yawo iyikwilaniche sakuleta uwufunyilile wukomi uwulutye.
ROM.11.13	Ino de nguvalongela nyenye nyevamyanza: Pakuva nene ngave mwigendo wa Avamyanza ngwivahila ikipigo changu, 
ROM.11.14	sambi nzambuse avanyang'i vayangu vavawonele nyenye imbafya na palulo sambi ndivapoke avamwi vawo. 
ROM.11.15	Pakuva wone ukubihilwa kwawo kukalesile ing'i yilamule na Nguluvi, luva ndawuli ulusika lwevidikilwa na Nguluvi? Avafwe vasilibuka!
ROM.11.16	Wone ulubali ulumwi lwa umukate lufunyililwe, umukate mbeguli apo gwiva mufunyilile, wone indela sa umubiki nofu, na matagala nago gava manofu. 
ROM.11.17	Ena amatagala agamwinga ga umuseituni gwa mukinyungu gatotekilwe, neke amatagala ga umuseituni gwa mwihala gwanapikiswe baho. Nyenye nye vamyanza mwindawe umuseituni gwa mwihala neke lino mwihanga muludali na uwunono wa umuseituni ugwa mu kinyungu. 
ROM.11.18	Ino mulavabedala vala avatotekilwe ndawe amatagala! Mbino nave pokili cha ukwivahila, mwiwukage ukuta si nyenye ye umubiki gwisipye, pesi indela semwisipye nyenye.
ROM.11.19	Ino mutigila, “Ena, ino amatagala gatotekilwe sambi nyalile nene.” 
ROM.11.20	Ena gatotekilwe pakuva lwagayite ulufuuwo, neke veve wimye mu lufuuwo lwako. Neke ulwene ulivahila; wikomalilage. 
ROM.11.21	Lino wone Nguluvi siavalesili Avayudaya, vevindawe amatagala amalovela mumubiki, mwitigila avaleka nyenye? 
ROM.11.22	Lino wiwukage, ukuta Nguluvi munofu kangi mukali. Umwene mukali kwa vala avagwe, kangi munofu kwa veve wone uve peuvelaga mu wunofu wakwe; neke wone sindahihyo nayiveve nave utotekelwa uwuuke. 
ROM.11.23	Nawo Avayudaya lwindahihyo, wone vawuleke uwutafuuwa, kangi vapilulwa pevevipwali. Pakuva Nguluvi ina uludali lwa ukuvapilula kangi. 
ROM.11.24	Nyenye mwevanu va ing'i isingi, kwa uwulovela mwindawe amatagala ga umuseituni gwa mwihala, lino mwahesiswe kuko, neke munapikisiwe mu museituni umulimilile gwa mu kinyungu, apono pe kwa uwulovela sipe penyu nda. Neke Avayudaya kwa uwulovela vindawe umuseituni gwa mu kinyungu, na salulava lukani lupefu hilo kwa avene ukunapikisiwa kangi mu mubiki gugula.
ROM.11.25	Vanyalukolo vangu, ndiwenda muyikagule inachene iyi yiyeyifihime samulonga mwitigile mwivanyaluhala ukulutila. Ulubesa lwa Avayudaya lwelwa lusika ludodo hela, mbaka avanu va ing'i isingi pevave yevamufiche Nguluvi. 
ROM.11.26	Ipo pepene pe ulukolo mbeluli Isilaeli pesalukombolwa, ndawe Uwandike Uwelu wewitigila:
ROM.11.26	“Umukombosi ahuma ku Sayuni,
ROM.11.26	awuhesa uwanangifu wa avana va Yakobo.
ROM.11.27	Ulu lwelufingano lwefingana nawo.
ROM.11.27	Ulusika lwendivahesekesa inzanangifu sawo.”
ROM.11.28	Pakuva Avayudaya vakulubihila Ulukani Ulunofu, Avayudaya yevave vatavangu va Nguluvi, neke ulwene lukwimila ukwambula kwenyu nyenye mwe vanu va ing'i isingi. Neke pakuva vahagule vakaali pe vanyawiyendi va Nguluvi ukwimila avakukwawo. 
ROM.11.29	Pakuva Nguluvi peavapelye avanu ifipelwa fyakwe na ukuvahagula, siayihuguvala peapigite ulo. 
ROM.11.30	Pamwandi nyenye mwe mugayite ichoga kwa Nguluvi, neke lino mwanuche uwudeke wakwe ukwimila uwugaya ichoga wawo. 
ROM.11.31	Ndahihyo, ukwimila ulusungu lwemwanuche nyenye, Avayudaya vakumubesa Nguluvi lino, sambi nawo vanukile ulusungu lwa Nguluvi ndahihyo. 
ROM.11.32	Pakuva Nguluvi avadindye avanu mbevali mundinde iya imbedasi sambi avalagile mbevali ulusungu lwakwe.
ROM.11.33	Uwunono na uluhala na uwuseela wa Nguluvi uwukomi ukulutila! Na ulusungu lwakwe silwawulongo! Na ing'asi sakwe nalamu ukukagulanika! Ndawe Uwandike Uwelu wewitigila:
ROM.11.34	“Yenani yahwana ukugakagula amahosa ga Umutwa?
ROM.11.34	yenani yahwana ukumwiyisa Nguluvi? 
ROM.11.35	Na apangi yenani yeamupelye kinu tandi
ROM.11.35	sambi ahwane ukupilulilwa kangi ikinu kicho?”
ROM.11.36	Pakuva ifinu mbefili fyagafilwe na umwene na ifinu mbefili fihumaga kulumwene, mbefili finu fyakwe na fili muludali lwakwe. Indolo sivelage kulumwene mbaka ku mbepali na mbepali! Ena.
ROM.12.1	Ino nguvagongola vanyalukolo vangu, mwitawulage uwunu wenyu kwa Nguluvi, yive nambika iya mbepali, nzelu na iyikumunogela. Iyo ye ng'asi iyanachene ya ukumusunyalila. 
ROM.12.2	Mulemwa ukwiga imigendele ja mung'i iyi, pesi ulwa mupitukage mugati mwenyu ukwa amahosa genyu. Ipo pepene pe muhwana ukwinatila uwende wa Nguluvi, ulo lwelulagila wunofu, ulukumunogela na ulukwilaniche.
ROM.12.3	Ukwimila uwuwuya weamelye Nguluvi nguvalongela nyenye mbemuli: mulidudumba ukuta mwina kinu ikilutye mwilutisa kwa lula uluvavaje luvelage. Amahosa genyu gavelage gakwilaniche ikigelo cha ulufuuwo lwe Nguluvi amugavye yeyeavesaga mumu. 
ROM.12.4	Umuvili gwina mbali nzolofu, na ulubali lweluvesaga lwina kipigo chakwe. 
ROM.12.5	Lwindahihyo nambi hwehwe twiwolofu, twimuvili gumwi pamwi na Kilisito, na yeyeavesaga munu iva lubali lwa umuyagwe. 
ROM.12.6	Twinafyo ifipelwa ifiliwungi na wungi tufipigilage ukwimila uwuwuya wetwapelitwe; wone uyumwi ina kipelwa icha uwuvisi kivelage kigelela mulufuuwo lwetu. 
ROM.12.7	Umunyakipelwa cha uwupisi nave akipigilage lulo. Uwunyakipelwa cha uwigisi avelage mwa lulo. 
ROM.12.8	Umunyakipelwa cha ukukenyela avangi nave avelage mwa lulo. Umunyakugavila avangi che inacho nave avelage mu wudeke. Umutanzi nave Imililage mu wuwuya wuwo; na yeyeavesaga ipiga ulukani lwa ulusungu nave agendelage lulo muluhekelelo.
ROM.12.9	Uwende wenyu wuvelage wugaya wubuganisi uwewuvelaga. Mubihilage imbi mbesili, mwinatilage inofu mbesili. 
ROM.12.10	Mwiyendage yinyenye kwa yinyenye nda vanyalukolo; yeyeavesaga mwa nyenye avelage na ichoga kulumuyagwe. 
ROM.12.11	Muladedela mu wupifu, mumalavadikage munumbula mu mupigilage Umutwa. 
ROM.12.12	Muhekelelage muluhuvi lwenyu: muvelage na uwusindile mulugudo na mwifunyage mbepali. 
ROM.12.13	Muvatangage avelu va Nguluvi, mwipigila muwudeke.
ROM.12.14	Muvasukilage uwufunyilile mbevali vevakuvatesa nyenye; ena, muvasukilage uwufunyilile mulemwa ukuvasukila ululeko. 
ROM.12.15	Muhekelelage pamwi na vala avihekelela muvembage na avivemba. 
ROM.12.16	Muvelage na uwunofu wuwula kwa mbevali. Mulivahila uwuvina, pesi ulwa mwilevesage na mufidodo.
ROM.12.17	Muliwona nda mwivanyaluhala ukulutila. Mulihombela umukole mu sa uwanangifu. Mwinatilage inofu kwa mbevali. 
ROM.12.18	Kwa lwe luhwana kwa ulubali lwenyu, muvelage na uwikalakunoga na avanu mbevali. 
ROM.12.19	Vanyawende vangu, mulihomela umukole, pesi ulwa mumulekelage Nguluvi ulukani ulo; pakuva Uwandike Uwelu witigila, “Ukuhomela umukole ulo lwangu; nene ye nyomela umukole ilonga Umutwa.” 
ROM.12.20	Nda wone, “Umutavangu vako peina nzala; mupelage ichakulya; na wone ave akelwike; mupelage anywe. Pakuva kwa ukupiga ulo pumuhongela inyoni hilo, uva nda umutwikite amakala ga umoto mu mutwe gwakwe.” 
ROM.12.21	Ulidikila uwubi wukuleme, uwulemage uwubi ku wunofu.
ROM.13.1	Yeyeavesaga munu lumuvaje awogopage avalongola mu wutema; pakuva ululagi lweluvesaga lwihumaga kwa Nguluvi, nawo vanyalulagi vavike na Nguluvi. 
ROM.13.2	Yeibesa uwulagise wa avatema ibesa lwealaje Nguluvi, nawo vevipiga siso vakwiyambusa vavene vahigwe. 
ROM.13.3	Pakuva; avatema sivavikabusa avanu avanofu, pesi kwa vala avabi. Sweno, wone wisaka ulemwe ukumogopa umunu munyalulagi? Pigage inofu nave akulumba, 
ROM.13.4	pakuva uyo mukami va Nguluvi yeipiga kwa uwunofu wenyu. Neke wone mupige imbi apo umunu uyo mumwogopage pakuva nachene ina ludali ulwa ukukuhiga. Umwene mukami va Nguluvi na ayikwisa uluvaje ililakali lya Nguluvi kwa vala veipiga imbi. 
ROM.13.5	Sweno, luvaje ukwilevesa kuvanyalulagi si ukuta ukwimila ukogopa ililakali lya Nguluvi, pesi kangi ukwimila ulwiyiwuko ulwisaka tugendelage lulo.
ROM.13.6	Na mwa lulo nyenye mwamwihomba imbemenenge, pakuva avatema iwo vakumupigila Nguluvi wone vikwisa ifipigo fyawo. 
ROM.13.7	Mumupigilage yeyeavesaga ulumuvaje, umunu va amahombo apelwagwe amahombo, na uva imbemenenge apelwagwe imbemenenge, na umunu yula yeavaje ululumbo nave apelwagwe ululumbo lwakwe.
ROM.13.8	Mulava na mukole kulumunu gwesimuhombe, pesi ulwa muvelage na mukole gwa mwiyendi yinyenye kwa yinyenye. Pakuva yeakumwenda umunyafivawo wakwe yeakwisise indagilo. 
ROM.13.9	Pakuva indagilo isi, “Ulava mugoni; ulawulaga; uladobokela.” na isingi mbesili, sihanga mu ndagilo iyi yimwi hela, “Mwendage umunyafivawo vako ndawe lwe ukwiyenda yiveve.” 
ROM.13.10	Yeyeakumwenda umunyafivawo vakwe samupigila fibi nangi. Sweno, ukwimila uwende indagilo mbesili sikwila.
ROM.13.11	Ukulutila kwa iso, na yinyenye mukulukagula ulwa tufikite palusika ulwindawuli, lino lwe lusika lwa ukulamuka mutulo, ena, uwupoki wetu lino, wuhegelye sindawe petwavangige ukufuuwa. 
ROM.13.12	Ikilo yekisisile na ikimunyi ye sambi kifika. Sweno, tutagage kutali mbesili isa ulwisa, tutegulage amahomelo ga ukwihomela mu lung'ali. 
ROM.13.13	Na imigendele jetu givelage ja ichoga ndawe ulunoje mu kimunyi, tulava vahatufu nambi vagaasi, avaafu na avagoni, vatakifu na vanya gila. 
ROM.13.14	Mumufwalage Umutwa Yesu Kilisito nda mwenda, mulemwa ukuleka muwudobokesi nambi ukwisa siso.
ROM.14.1	Mumwanukilage umunu umuhomefu mulufuuwo, neke ulwene mulahwa mukwidadisa ulwa amahosa gakwe. 
ROM.14.2	Ulufuuwo ulwa umunu uyumwi lukwidikila ukulya mbefili, neke umunu umuhomefu mulufuuwo ailya simboga sa amahamba swe. 
ROM.14.3	Umunu yeailya mbefili alamubedala yesiailya; na yula yeailya simboga sa mahamba swe alamuhiga yula yeailye mbefili, pakuva Nguluvi amwanuche uyo. 
ROM.14.4	Mbi veve winani, yewihiga umukami va umunu uyungi? Wone ave imile apangi agwe ulo lwa umuvina vakwe; ahwana ukumwimya.
ROM.14.5	Umunu uyumwi aitigila ikimunyi ikimwi kilutye kufiyafyo, na uyumwi itigila ifimunyi mbefili filing'ene. Yeyeavesaga munu ibatililage amahosa gakwe geinago. 
ROM.14.6	Yula yeakwinatila ikimunyi ikimwi wita kimunyi ikiliyena, ipigila lulo mulu Mutwa, yeilya inyama ilila mulu Mutwa, pakuva ahele akumulumba Nguluvi; na yula yakwiyima ipigila lulo mulu Mutwa nave ahele akumulumba Nguluvi. 
ROM.14.7	Pakuva asukuli umunu mwa hwehwe yeakwinanila yumwene hela, na asukuli yeayikwifwila yumwene, 
ROM.14.8	Pakuva wone tuve twinana twinanila mulu Mutwa, na petwifwa, tukumufwila Umutwa. Sweno, wone twinana nambi twifwa, hwehwe twi wunono hela wa Umutwa. 
ROM.14.9	Pakuva Kilisito afwe, asilibwike, sambi ave Mutwa va awumi na avafwe. 
ROM.14.10	Mbi ndawuli lino veve, ukumuhiga umunyalukolo vako? Nave ndawuli ukumubedala umunyalukolo vako? Hwehwe mbetuli satwima pa kigoda cha uluhigilo cha Nguluvi. 
ROM.14.11	Pakuva Uwandike Uwelu witigila:
ROM.14.11	“Ndawe nene lwe ndi mumi ilonga Umutwa,
ROM.14.11	umunu yeyeavesaga saafugamila.
ROM.14.11	Na umunu yeyeavesaga saidikila ukuta nene ye nene Nguluvi.”
ROM.14.12	Pakuva, hwehwe mbetuli satwilongela pa Nguluvi umunu na sakwe.
ROM.14.13	Sweno, tulekage ukwihiga, pesi ukuta sugunalage hela, ulwa tulongatuve fikuvaso ku munyalukolo na munyalukolo nambi ukumwambusa agwe mu nzanangifu. 
ROM.14.14	Ngulukagula na kangi ndiginalisiwa na Umutwa Yesu, ukuta kisukuli ikinu chechekivesaga ikinyawinya ku kilamuko chakwe; neke wone umunu ahose ukuta ikinu ikingi kinyawinya, sweno, kulumwene chakiva kinyawinya. 
ROM.14.15	Wone umuhuguvike umunyalukolo vako uwimila ichakulya, apo veve imigendele jako sigilongoswa mu wende. Pogole widikile ichakulya chako chambuse uyungi ayage ye Kilisito amufwilye! 
ROM.14.16	Sweno, mulidikila ikinu chemwiwona kinofu sambi kibedalwe. 
ROM.14.17	Pakuva Uwutwa wa Nguluvi si wukwimilagi mu kulya na mu kunywa, pesi ukuta wukwimilaga mu wugolofu, muwikalakunoga na luhekelelo ulwiletwa na Umuhe Umwelu. 
ROM.14.18	Na yeyeavesaga munu yeakumupigila Kilisito ede uyo akumunogela Nguluvi nu kwidikilwa na avanu.
ROM.14.19	Sweno, twinatilage mbepali ing'ani isiletaga uwikalakunoga na isikututanga ukwisenga yihwehwe kwa yihwehwe. 
ROM.14.20	Ino ulananga seapigite Nguluvi ukwimila ulubesa lwa ukulya. Ifyakulya mbefili finofu, neke silwinoga ukulya ichakulya ikikwambusa umunu agwe mu nzanangifu. 
ROM.14.21	Ikiba peulesile ukulya inyama, na ukunywa idifayi nave ukupiga lweluvesaga lukani ulukwambusa umunyalukolo vako agwe. 
ROM.14.22	Sweno, wibatililage chewifuuwa pagati ya veve na Nguluvi vako. Mufunyilile yula ye akwilamulila cheapiga neke inumbula yakwe yilemwe ukumuhiga. 
ROM.14.23	Neke wone umunu ave isina peilya, Nguluvi amuhiga wone alye, pakuva ikipigo icho sikikwimila mulufuuwo. Na chechekivesaga kipigo chesikikwimila mu lufuuwo icho cha wanangifu.
ROM.15.1	Hwehwe yetukange mulufuuwo lutuvaje ukuvatanga vala avahomefu, sambi vahwane ukulowoka mu nalamu sawo. Tuwulekage uwusatila petu. 
ROM.15.2	Yeyeavesaga munu mwa hwehwe lumuvaje amunogelage munyafivawo vakwe muwunofu, sambi uyo isenge mulufuuwo. 
ROM.15.3	Pakuva Kilisito sapigiti isikumunogela hela yumwene, Pesi ulwa ave ndawe Uwandike Uwelu wewilonga, “Amaligo mbegali gevakulisile gafiche nene.” 
ROM.15.4	Pakuva mbesili inzandike, sandikwe sambi sitwigise hwehwe nahwe tuve na uluhuvi na ulwikangaliso, na uwusikimafu wetwipelwa mu Wandike uwo Uwelu sambi tuve na uluhuvi. 
ROM.15.5	Nguluvi yula ye kilamuko cha ulwikangaliso na uwusikimafu mbewuli, avapelage nyenye uwulaganila kumwi ndawe ulwihwana mwa Kilisito Yesu, 
ROM.15.6	sambi nyenye mbemuli, kwa liswi limwi nu kulaganila kumwi mumupele indolo Nguluvi, Dada va Umutwa vetu Yesu Kilisito.
ROM.15.7	Sweno, mwiyanukilage ukwimila indolo sa Nguluvi ndawe Kilisito nave lweavanuche nyenye. 
ROM.15.8	Pakuva nene nguvalongela nyenye ulwa Kilisito avapijee Avayudaya sambi alagile uwuhuvilwa wa Nguluvi, na sila inyuviso sa Nguluvi seavapelye avakukwetu sambi sikwile, 
ROM.15.9	sambi nawo avamyanza vamupele indolo Nguluvi ukukola ulusungu lwakwe. Ndawe Uwandike Uwelu wewitigila:
ROM.15.9	“Palulo sangulumba,
ROM.15.9	pagati pa avanu avamyanza
ROM.15.9	sa nzimba ululumbo lwa ilitawa lyako.”
ROM.15.10	Kangi Uwandike witigila:
ROM.15.10	“Muhekelelage nyenye nye vamyanza pamwi
ROM.15.10	na avanu vakwe Nguluvi.”
ROM.15.11	Kangi witigila:
ROM.15.11	“Mumulumbe Nguluvi, nye vamyanza mbemuli;
ROM.15.11	mumulumbe, nye vanu mbemuli.”
ROM.15.12	Kangi Yesaya itigila:
ROM.15.12	“Umwisukulu va Yese saasa,
ROM.15.12	saakang'ulwa ateme ku vamyanza;
ROM.15.12	nawo savamwihuvila umwene.”
ROM.15.13	Sweno Nguluvi ye kilamuko cha uluhuvi, avapelage nyeye uluhekelelo mbeluli na uwikalakunoga uwihuma mulufuuwo lwenyu, uluhuvi luginage ukoloka muludali lwa Umuhe Umwelu.
ROM.15.14	Vanyalukolo vangu, nene yinene, ngulukagula nachene ukuta nyenye mumemile uwunofu, na uwimbi mbewuli, na muhwanite ukwiyisa yinyenye kwa yinyenye. 
ROM.15.15	Neke ulwene ndivandiche singi na singi mu balula iyi ngaya muhwehwe, sambi ndiviwuse isingi de. Migite ulo ukukola uwuwuya weamelye Nguluvi 
ROM.15.16	wukuva mukami va Yesu Kilisito kuvanu avamyanza. Icho che kipigo changu cha uwutambisi, ukudalika Ulukani Ulunofu lwa Nguluvi sambi avanu avamyanza vave nambika iyikwidikilwa na Nguluvi, inambika iyesiwe na Umuhe Umwelu. 
ROM.15.17	Sweno, kono wenyanzile na Kilisito nywanite nane ukwivahila ikipigo changu kwa Nguluvi. 
ROM.15.18	Singwigelela ukulonga ikinu kingi ichekivesaga pesi kila hela che Kilisito Yesu apigite ukunuma nene sambi avanu avamyanza vave na ichoga. Apigite ulo ukwimila ing'ani na ifipigo. 
ROM.15.19	Muludali lwa imiitu na uwuhulo na muludali lwa Umuhe va Nguluvi. Sweno, kwa ukugenda polofu ukuhumila ku Yelusalemu mbaka ku Iluliko, ngadalike hilo Ulukani Ulunofu lwa Kilisito. 
ROM.15.20	Na mbepali uwudobofu wangu wukave ukudalika Ulukani Ulunofu si pala pe ilitawa lya Kilisito likapulise, longanzenge mu lutu lwa umunu uyungi. 
ROM.15.21	Ndawe Uwandike Uwelu wewitigila:
ROM.15.21	“Avanu mbevali vesivalongele
ROM.15.21	isa umwene savalava.
ROM.15.21	Na vesivalapulika,
ROM.15.21	savalukagula.”
ROM.15.22	Nambi ukwimila lulo, ngatanilwe kolofu ukusa ukwenyu. 
ROM.15.23	Neke pakuva lino yendusise ikipigo changu imbali isi, na pakuva kwa myaka myolofu ngave na amahosa gaga ga ukusa ukwenyu, 
ROM.15.24	ngwihuvila ukupiga ulo lino. Ngembwenda ukuvawona pendilutila mulugendo lwangu pesogwe ku Sipaniya na ukwanukila uwutanzi wenyu mulugendo ulo petutinasa kwa pelusika ludodo na nyenye. 
ROM.15.25	Neke, kulino sogwe ukuvapigila avanu va Nguluvi kula ku Yelusalemu. 
ROM.15.26	Pakuva amakanisa ga ku Makedoniya na ku Akaya galamwe ukutawula umuhangu gwawo ukuvatanga avanu va Nguluvi avamikaa kula ku Yelusalemu. 
ROM.15.27	Vavene vevalamwee ukupiga lulo, neke ulwene nachene icho che kipigo chawo kwa avayawo. Pakuva avanu avamyanza vakahanzile mu wufunyilile wa munumbula wa Avayudaya, luvavaje nawo lino ukuvapigila Avayudaya mwa fyevagulwime ifya mung'i. 
ROM.15.28	Pesinzile ikipigo icho nu kuvapela umuhangu ugo gwevakakong'ise ukwimila avene, pendivagendela nyenye pendilutila sogwe ku Sipaniya. 
ROM.15.29	Ngulukagula ukuta penzusile ukwenyu ndivasila mu uwufunyilile mbewuli wa Kilisito. 
ROM.15.30	Sweno, vanyalukolo vangu, nguvagongola ukwimila Umutwa vetu Yesu Kilisito, na uwimila uwende uwihumaga kwa Umuhe, munangage ukusukila kwa Nguluvi. 
ROM.15.31	Musukage hilo sambi mokwe ukuhuma mwa vala vesivafuuvitwi avali ku Yudaya, na kikipigo changu nacho uko ku Yelusalemu, sambi nzidikilwe na avanu avelu avali kuko. 
ROM.15.32	Sweno, wone Nguluvi awende, nywana ukusa ukwenyu na mutima mwelu, suupe pamwi na nyenye. 
ROM.15.33	Nguluvi yula yemwene ikilamuko cha uwikalakunoga avelage na pamwi na nyenye mbemuli! Ena!
ROM.16.1	Ndiwenda ukumukagulisa ukwenyu Umuhasa vetu Fwebe umukami va ilikanisa lya ku Kengeleya. 
ROM.16.2	Mumwanukilage ukwimila Umutwa ndawe ulwinogela avanu va Nguluvi. Mumutangage mwa fyeava agulwime, pakuva umwene akave munu munofu hilo kwa awolofu na kwa nene kangi.
ROM.16.3	Ndihungisa kwa Pilisika na Akila, avanyakupiga vayangu mufipigo fya Kilisito Yesu. 
ROM.16.4	Avene vevitawe uwumi wawo ukwimila nene. Vinogela ukulumbwa, si ukuta ulo lwa nene hela, pesi na kwa amakanisa mbegali ga avanu avamyanza. 
ROM.16.5	Ndihungisa kangi na ku likanisa ilikong'ana mukaye yawo.
ROM.16.5	Ndihungisa kwa munyawiyendi vangu Epayineto yula uva ukutala ukumufuuwa Kilisito mulutanana lwa mu Asiya. 
ROM.16.6	Mumuhungilage nayi Maliya yeapigite kwa wupifu ukwimila nene. 
ROM.16.7	Ndihungisa kwa Anduloniko na Yuniya avanyang'i avayangu vevasopitwe mundinde pamwi na nene; nawo vakagulanike hilo mwa avigendo, kangi vatasile ukwingila mu wukilisito nene pesindilava nzingila.
