GEN.1.1	Hasieran, Jainkoak zeru-lurrak egin zituen
JER.10.2	atzerritarrek ohi duten bezala.
JER.10.3	Herri horien erlijioa
JER.10.3	hutsaren pareko:
JER.10.3	horien idoloak
JER.10.3	basoan ebakitako egur-puskak dira,
JER.10.3	artisauaren eskuak zizelez landuak,
JER.10.4	urre eta zilarrez apainduak
JER.10.4	eta iltzez eta mailuz josiak,
JER.10.4	eror ez daitezen.
JER.10.5	Meloi-soroko txorimalo dirudite:
JER.10.5	ez dakite hitz egiten
JER.10.5	eta garraiatu egin behar dituzte,
JER.10.5	ez baitira ibiltzeko gauza.
JER.10.5	Ez izan horien beldur:
JER.10.5	ezin dute kalterik egin,
JER.10.5	ezta onik ere».
JER.10.6	Ez da zu bezalakorik, Jauna!
JER.10.6	Handia zara zu,
JER.10.6	handiak zure izena eta indarra.
JER.10.7	Nork ez dizu begirune izango,
JER.10.7	herrien Errege?
JER.10.7	Zuri bakarrik zor zaizu hori!
JER.10.7	Ez duzu parekorik
JER.10.7	herrietako jakintsu
JER.10.7	eta erregeen artean.
JER.10.8	Inozoak eta zentzugabeak
JER.10.8	dira denak:
JER.10.8	zurezko idoloetara doaz
JER.10.8	ikasbide hartzera!
JER.10.9	Beraien idoloak
JER.10.9	artisau eta zilarginen lan dira,
JER.10.9	Tarsisko zilarrez
JER.10.9	eta Ufazko
JER.10.9	purpura more eta gorriz jantziak.
JER.10.10	Jauna, berriz, egiazko Jainkoa da,
JER.10.10	Jainko bizia eta betiereko Erregea:
JER.10.10	hura haserretzean, lurrak dardara;
JER.10.10	nazioek ezin diote eutsi
JER.10.10	haren haserre-suminari.
JER.10.11	Horregatik, esan atzerritarrei: «Zeru-lurrak egin ez dituzten jainkoak desagertu egingo dira mundutik, zerupeko lurralde guztietatik
JER.10.12	Jaunak bere ahalmenaz egin du lurra,
JER.10.12	bere jakinduriaz ezarri mundua,
JER.10.12	bere adimenaz zabaldu zerua.
JER.10.13	Haren aginduz
JER.10.13	urak zeruan pilatzen dira,
JER.10.13	hodeiak zerumugan gora igotzen,
JER.10.13	erauntsiak tximistaka lehertzen,
JER.10.13	haizea bere gordelekuetatik
JER.10.13	ateratzen.
JER.10.14	Orduan, gizaki oro
JER.10.14	zoraturik gelditzen da, ulertezinik;
JER.10.14	zilargina idoloez lotsaturik,
JER.10.14	gezurrezkoak baitira,
JER.10.14	arnasarik gabeko irudi,
JER.10.15	zentzugabeko eta barregarri;
JER.10.15	Jaunak hondatuko ditu
JER.10.15	kontuak hartzeko egunean.
JER.10.16	Besterik da Jakoben Jainkoa,
JER.10.16	bera baita gauza guztien egilea
JER.10.16	eta Israel bere ondaretzat
JER.10.16	hautatu duena.
JER.10.16	Jaun ahalguztiduna, hori du izena!
JER.10.17	Jerusalemgo bizilagunok,
JER.10.17	setiaturik zaudete!
JER.10.17	Bildu zeuen gauzak
JER.10.17	eta atera lurraldetik.
JER.10.18	Honela dio Jaunak:
JER.10.18	«Begira, oraingo honetan
JER.10.18	urrutira jaurtiko ditut
JER.10.18	herrialde honetako bizilagunak.
JER.10.18	Estu hartuko ditut,
JER.10.18	ezin izango da inor libratu
JER.10.19	Orduan, herriak oihu:
JER.10.19	«Ai ene, hau hondamena gurea!
JER.10.19	Sendagaitza gure zauria!
JER.10.19	Eta gu, gaitz eramangarria
JER.10.19	izango zelakoan!
JER.10.20	Hondatua dago gure oihal-etxola,
JER.10.20	lokarri guztiak etenda.
JER.10.20	Seme-alabak kendu dizkigute,
JER.10.20	ez da bat ere gelditu
JER.10.20	gure etxola jasotzeko,
JER.10.20	oihalak zabaltzeko.
JER.10.21	Gure gobernariek
JER.10.21	burua galdu dute,
JER.10.21	ez diote Jaunari kontsulta egiten.
JER.10.21	Horregatik, porrot egiten dute,
JER.10.21	eta horiek gidaturiko herria
JER.10.21	sakabanaturik dabil».
JER.10.22	Entzun mezu hau:
JER.10.22	Badator herri bat
JER.10.22	iparraldetik istilu handiz,
JER.10.22	Judako hiriak
JER.10.22	basamortu eta txakal-zulo
JER.10.22	bihurtzera.
JER.10.23	Badakit, Jauna,
JER.10.23	gizakia ez dela
JER.10.23	bere jokabidearen jabe,
JER.10.23	ezin duela aukeratu bere ibilbidea.
JER.10.24	Zentza gaitzazu
JER.10.24	ez haserrez,
JER.10.24	ez gaitzazun ezereztu.
JER.10.25	Hustu zeure sumina
JER.10.25	aintzat hartzen ez zaituzten
JER.10.25	eta dei egiten ez dizuten
JER.10.25	nazioen gain,
JER.10.25	Jakoben herria irentsi baitute,
JER.10.25	lurraldea hondatu.
JER.11.1+JER.11.2	Ituneko aginduak Juda eta Jerusalemgo bizilagunei adierazteko agindu zidan Jaunak 
JER.11.3	eta beraren, Israelgo Jainkoaren, mezu hau hots egiteko: «Madarikatua nire ituneko aginduak onartzen ez dituena!
JER.11.4	Egiptotik, burdina urtzeko labe
JER.11.5	eta beteko dut zuen gurasoei zin egindakoa, alegia, esnea eta eztia darizkion lurraldea
JER.11.5	Nik erantzun nion: «Bai, Jauna».
JER.11.6	Orduan, Jaunak: «Zoaz Judako hirietara eta Jerusalemgo kaleetara eta hots egin nire mezu hau: Onartu nire aginduak eta bete. 
JER.11.7	Egiptotik atera nituenetik gaurdaino zin-zinez eta atergabe eskatu diet zuen gurasoei obeditzeko.
JER.11.8	Baina ez didate aditu, ezta jaramonik egin ere, baizik eta beren joera gaiztoei jarraitu diete setati. Itunaren eginbeharrak betetzeko agindu diet, baina ez dituzte bete; horregatik erori zaizkie gainera itunean ezarritako madarikazioak».
JER.11.9	Eta honela jarraitu zuen Jaunak: «Judako jendea eta Jerusalemgo bizilagunak azpijokoan ari dira nire aurka. 
JER.11.10	Nire aginduak onartu ez zituzten arbasoen erruetara itzuli dira; beste jainkoen ondoren joan dira beroriek gurtzeko. Bai Israelek, bai Judak hautsi egin dute beren arbasoekin egin nuen ituna.
JER.11.11	Horregatik, hala diot nik, Jaunak: Ezin izango diote ihes egin bidaliko diedan zoritxarrari. Deiadar egingo didate, baina ez diet entzungo.
JER.11.12	Jerusalemgo eta Judako beste hirietako jendeak intsentsua erretzen zien jainkoengana joko du orduan laguntza eske deiadarka; baina haiek ezin izango dituzte inola ere salbatu zoritxar-egunean. 
JER.11.13	Judak hiriak bezainbat jainko ditu; Jerusalemen kaleak bezainbat aldare eraiki dituzte Baal lotsagarriari
JER.11.14	Baina zuk, Jeremias, ez eskatu herri honen alde, ez egin erregurik, ez otoitzik, ez baitizut entzungo zoritxarrean laguntza eske dei egitean».
JER.11.15	Honela dio Jaunak:
JER.11.15	«Zer ari da Israel, ene maitea,
JER.11.15	nire tenpluan?
JER.11.15	Zer, hainbeste gaiztakeria
JER.11.15	egin ondoren?
JER.11.15	Promesek eta sakrifizioetako
JER.11.15	abereek
JER.11.15	zoritxarra aldenduko diotela
JER.11.15	uste ote du?
JER.11.15	Orduan bai egingo lukeela
JER.11.15	pozarren oihu!
JER.11.16	“Fruitu ederreko olibondo heze”
JER.11.16	izena
JER.11.16	eman nion behinola;
JER.11.16	orain, ordea, hostoa erreko diote
JER.11.16	sugar bizian,
JER.11.16	eta adarrak hautsiko.
JER.11.17	«Nik, Jainko ahalguztidun honek, landatua nuen Israel; baina orain zoritxarra erabaki dut neure herriaren aurka, Israelek eta Judak egin dituzten gaiztakeriengatik, iraindu egin bainaute Baali intsentsua errez».
JER.11.18	Jaunak jakinarazi zidan etsaiak azpilanean ari zirela nire aurka; berak ireki zizkidan begiak horretaz konturatzeko. 
JER.11.19	Hiltzera daramaten bildots otzanaren antzeko nintzen ni, eta ez nuen nire kalterako zerabiltzaten asmo txarren berririk: «Bota dezagun zuhaitza bere mardulean; ken dezagun bizidunen artetik, ez dadila haren oroitzapenik ere geldi».
JER.11.20	Orduan, honela egin nuen otoitz:
JER.11.20	«Zu, Jaun ahalguztiduna,
JER.11.20	epaile zuzena zara,
JER.11.20	gizakiaren buru-bihotzak
JER.11.20	aztertzen dituena.
JER.11.20	Zure esku utzi dut neure auzia:
JER.11.20	ikusiko ahal dut zure mendekua
JER.11.20	etsaien bizkar!»
JER.11.21	Anatoteko
JER.11.22	Honela dio, bada, Jaun ahalguztidunak: «Hartuko dizkiet kontuak; gerran hilko dira berorien gazteak, goseak seme-alabak.
JER.11.23	Anatoteko jende artetik inor ere ez da bizirik geldituko, zorigaitza bidaliko diedan kontuak hartzeko egunean».
JER.12.1	Nolatan hasi zurekin auzitan?
JER.12.1	Zuzenegia zara zu, Jauna.
JER.12.1	Hala ere,
JER.12.1	arazo bat nahi nizuke proposatu:
JER.12.1	zergatik du arrakasta
JER.12.1	gaiztoen jokabideak?
JER.12.1	Nola bizi daitezke lasai
JER.12.1	azpisuge maltzurrak?
JER.12.2	Zuk landatu
JER.12.2	eta haiek sustraiak bota,
JER.12.2	hazi eta fruitua ematen dute.
JER.12.2	Haien ezpainetan zaude, bai;
JER.12.2	ez, ordea, bihotzetan.
JER.12.3	Baina zuk, Jauna,
JER.12.3	ongi ezagutzen nauzu,
JER.12.3	aztertu nauzu eta badakizu
JER.12.3	egiaz nagoela zurekin.
JER.12.3	Jar itzazu aparte gaiztoak,
JER.12.3	hiltzeko ardiak bezala,
JER.12.3	gorde itzazu sarraski-egunerako!
JER.12.4	Noiz arte segitu behar du
JER.12.4	lurraldeak dolutan,
JER.12.4	landako belarrak lehor?
JER.12.4	Abere eta hegaztiak galtzen ari dira,
JER.12.4	bertako bizilagunen
JER.12.4	gaiztakeriagatik.
JER.12.4	Honela baitiote:
JER.12.4	«Ez ditu ezagutzen Jainkoak
JER.12.4	gure ibilerak
JER.12.5	Jaunak erantzun zidan:
JER.12.5	«Oinezkoekin lasterka
JER.12.5	nekatzen bazara,
JER.12.5	nola lehiatu nahi duzu
JER.12.5	zaldizkoekin?
JER.12.5	Lurralde lauan
JER.12.5	seguru ez bazabiltza,
JER.12.5	nola moldatuko zara
JER.12.5	Jordan inguruko malkarretan?
JER.12.6	Zeure etxekoek, zeure anaiek ere,
JER.12.6	saldu egin zaituzte,
JER.12.6	elkar hartu dute zuri erasotzeko.
JER.12.6	Ez fidatu horiengan,
JER.12.6	hitz gozoak esaten badizkizute ere».
JER.12.7	Jaunak dio:
JER.12.7	«Utzi egin dut neure herria,
JER.12.7	baztertu neure ondarea,
JER.12.7	etsaien eskura eman
JER.12.7	neure bihotzeko kutuna.
JER.12.8	Nire ondare zen herri hau
JER.12.8	basoko lehoia bezalako bihurtu zait:
JER.12.8	orroka ari da nire aurka;
JER.12.8	horregatik ez dut gehiago maite.
JER.12.9	Nire ondare zen herri hau
JER.12.9	kolorezko hegaztia bezalakoa da:
JER.12.9	beste hegazti guztiak erasoka ditu.
JER.12.9	Zatozte, piztia guztiak,
JER.12.9	bil zaitezte hura irensteko!
JER.12.10	Makina bat buruzagi etsaik
JER.12.10	suntsitu du nire mahastia
JER.12.10	oinazpian zapaldu nire alorra,
JER.12.10	basamortu bihurtu
JER.12.10	nire alor zoragarria:
JER.12.11	hondamendi, lugorri eta eremu.
JER.12.11	Lurralde guztia hondamendi,
JER.12.11	eta inori axola ez.
JER.12.12	Basamortuko gordelekuetatik
JER.12.12	datoz suntsitzaileak:
JER.12.12	ezpata ari da Jaunaren aginduz,
JER.12.12	ertz batetik bestera
JER.12.12	lurraldea hondatzen;
JER.12.12	inorentzat ez bakerik.
JER.12.13	Nire herriak garia erein
JER.12.13	eta arantzak bildu;
JER.12.13	lan guztia alferrik egin du.
JER.12.13	Zein uzta negargarria,
JER.12.13	nire suminak bidalia!»
JER.12.14	Hona zer diotsen Jaunak Israelen auzoko herri gaizkileei, bere herri Israeli ondaretzat emandako lurraldeari eskua ezarri diotenei: «Errotik aterako ditut beren lurraldetik (eta Judako jendea haien eskuetatik askatuko). 
JER.12.15	Baina horren ondoren, errukitu egingo natzaie, eta herri bakoitza, nor bere ondarera eta lurraldera itzuliko dut.
JER.12.16	Egia da: nire herriari Baalen izenean zin egiten irakatsi zioten; baina nire herriaren ohitura onartuz, “Ala Jauna!” esanez zin egiten ikasten badute, neure herriko parte egingo ditut.
JER.12.17	Baina obeditzen ez didan nazioa errotik aterako dut behin betiko eta suntsitu egingo. Nik, Jaunak, esana».
JER.13.1	Jaunak esan zidan: «Zoaz lihozko gerriko bat erostera eta jantzi gerrian, baina ez garbitu uretan». 
JER.13.2	Erosi nuen, bada, gerrikoa, Jaunak esan bezala, eta jantzi.
JER.13.3	Berriro hitz egin zidan Jaunak: 
JER.13.4	«Hartzazu, erosi eta jantzia duzun gerrikoa. Zoaz Eufrates ibaira
JER.13.5	Joan nintzen eta gorde nuen Jaunak agindutako tokian.
JER.13.6	Handik denboraldi batera Jaunak esan zidan: «Zoaz Eufrates ibaira eta hartu han gordetzeko agindu nizun gerrikoa». 
JER.13.7	Joan nintzen ibaira, zulatu gordelekua eta atera nuen gerrikoa: erabat usteldua zegoen, ez zuen ezertarako balio.
JER.13.8	Orduan, Jaunak hitz egin zidan 
JER.13.9	eta esan: «Horrelaxe gertaraziko dut ustel Judaren eta Jerusalemen harrokeria neurrigabea. 
JER.13.10	Herri gaizto honek ez ditu nire hitzak entzun nahi eta bere joera gaiztoei setati jarraitzen die. Jainko arrotzen ondoren dabil, horiek zerbitzatuz eta gurtuz. Horregatik, ezertarako balio ez duen gerriko honen pareko izango da.
JER.13.11	Gerrikoa gizonaren gerriari lotzen zaion bezala nahi izan nituen Juda eta Israel herriak niri lotu, nire herri izan zitezen, nire ospe eta ohore; baina ezentzun egin zidaten».
JER.13.12	Jaunak, Israelgo Jainkoak, esan zidan: «Jeremias, esaiozu jendeari pitxerrak ardoz betetzeko direla. Ondotxo dakitela hori erantzungo dizute denek. 
JER.13.13	Orduan, herrialde honetan bizi diren guztiak ardoz beteko
JER.13.14	Ondoren, apurtu egingo ditut bata bestearen kontra: gurasoak eta seme-alabak, denak batera. Ez dut errukirik izango, ez barkamenik, ez gupidarik: guztiak suntsituko ditut. Nik, Jaunak, esana».
JER.13.15	Israeldarrok, entzun arretaz
JER.13.15	Jaunak esaten dizuena,
JER.13.15	eta ez izan harro.
JER.13.16	Ohoratu Jauna, zeuen Jainkoa,
JER.13.16	berak iluna bidali baino lehen,
JER.13.16	mendian, gaua iristean,
JER.13.16	estropezuka hasi baino lehen,
JER.13.16	itxaro duzuen argia
JER.13.16	ilunpe beltz bihurtu baino lehen.
JER.13.17	Entzun nahi ez badidazue,
JER.13.17	negarrari emango diot isilean
JER.13.17	zuen harrokeriagatik.
JER.13.17	Nire begiak malkotan urtuko dira,
JER.13.17	Jaunaren herria
JER.13.17	gatibu eraman dezatenean.
JER.13.18	Jaunak esan zidan:
JER.13.18	«Esan erregeari
JER.13.18	eta erregina amari
JER.13.18	Eser zaitezte lurrean,
JER.13.18	erori baita zuen burutik
JER.13.18	errege-koroa preziatua.
JER.13.19	Negeveko hiriak setiatuak daude,
JER.13.19	ezin ditu inork ere askatu.
JER.13.19	Juda osoa erbestera doa,
JER.13.19	oso-osorik atzerrira».
JER.13.20	Jaso begiak, Jerusalem!
JER.13.20	Ikusi etsaia iparraldetik etortzen.
JER.13.20	Non da nik eman nizun herria,
JER.13.20	harrotzeko bide zenuen artaldea?
JER.13.21	Eta zer esango duzu, Jerusalem,
JER.13.21	adiskidetzat eduki ohi dituzunek
JER.13.21	beren agintea ezartzean
JER.13.21	eta zu menderatzean?
JER.13.21	Oinaze bizitan aurkituko zara,
JER.13.21	emakumea erdiminetan bezala.
JER.13.22	«Zergatik gertatzen zait hau?»
JER.13.22	galdetuko duzu.
JER.13.22	Jakin,
JER.13.22	zeure bekatu kontaezinengatik dela.
JER.13.22	Horregatik biluztu zaituzte
JER.13.22	eta indarrez bortxatu!
JER.13.23	Alda ote dezake beltzak
JER.13.23	azalaren kolorea?
JER.13.23	Edo lehoinabarrak
JER.13.23	bere larru pikardatua?
JER.13.23	Ezta zuek ere:
JER.13.23	txarrean ohituak, ezin onik egin.
JER.13.24	Jaunak dio:
JER.13.24	«Basamortuko haizeak daraman
JER.13.24	lastoa bezala
JER.13.24	sakabanatuko zaituztet.
JER.13.25	Hori da zure zoria, Israel,
JER.13.25	nire aldetik merezia duzuna,
JER.13.25	ni ahaztu
JER.13.25	eta sasijainkoez fidatu zarelako.
JER.13.26	Nik ere biluztu egingo zaitut,
JER.13.26	zure lotsariak bistan jarriko.
JER.13.27	Zure adulterioak, irrintziak,
JER.13.27	prostituzio lotsagabea!
JER.13.27	Muinoetan eta landa zabalean
JER.13.27	ikusi ditut
JER.13.27	zure egintza higuingarriak!
JER.13.27	Zure zorigaitza, Jerusalem,
JER.13.27	ez baituzu garbi izan nahi!
JER.13.27	Noiz arte horrela?»
JER.14.1	Lehortea zela eta, honela mintzatu zitzaion Jauna Jeremiasi:
JER.14.2	«Dolutan dago Juda herrialdea,
JER.14.2	hiltzear bertako hiriak,
JER.14.2	goibel, lur jota jendea,
JER.14.2	garrasika Jerusalem hiriburua.
JER.14.3	Aberatsek ur bila
JER.14.3	bidaltzen dituzte morroiak:
JER.14.3	badoaz putzuetara, baina urik ez,
JER.14.3	eta ontziak hutsik itzuli behar,
JER.14.3	lotsaz gorri eta burumakur.
JER.14.4	Nekazariak etsita,
JER.14.4	burumakur dabiltza,
JER.14.4	lurra arraildua baitago, euri faltaz.
JER.14.5	Basahuntzak landetan,
JER.14.5	umea egin
JER.14.5	eta bertan behera utzi behar,
JER.14.5	larrerik ez dagoelako.
JER.14.6	Basastoak ere geldi daude mendian,
JER.14.6	txakalak bezala aireari usnaka,
JER.14.6	begiak ilun, larrerik ez dagoelako».
JER.14.7	Jendeak oihu dagi:
JER.14.7	«Geure bekatuek
JER.14.7	salatzen bagaituzte ere,
JER.14.7	ekin, Jauna, zeu zarena zarelako!
JER.14.7	Asko dira gure errebeldiak,
JER.14.7	zure aurka egin dugu bekatu.
JER.14.8	Baina zu zara Israelen itxarobidea,
JER.14.8	larrialdietan salbatzen gaituena.
JER.14.8	Zergatik duzu
JER.14.8	arrotzen portaera gure artean,
JER.14.8	gau baterako baizik gelditzen ez den
JER.14.8	bidaiariarena?
JER.14.9	Zergatik zabiltza ezkutuka
JER.14.9	gizon izutuaren antzera,
JER.14.9	garaipena lortzeko gauza ez den
JER.14.9	gudaria bezala?
JER.14.9	Baina ez,
JER.14.9	zu gure artean zaitugu, Jauna!
JER.14.9	Zuretzat sagaraturiko herri gara:
JER.14.9	ez gaitzazula utz zapuzturik!»
JER.14.10	Honela dio Jaunak herri honi buruz: «Maite du honek harat-honat ibiltzea, ez ditu oinak lotzen. Ez dut gogoko. Gogora dakart honen jokaera gaiztoa, eta zigortu egingo dut bere bekatuengatik».
JER.14.11	Esan zidan Jaunak: «Ez erregutu herri honen alde.
JER.14.12	Barau egiten badute ere, ez dut entzungo horien deiadarrik. Erre-opariak eta labore-opariak eskaintzen badituzte ere, ez ditut onartuko, baizik eta gerraz, gosez eta izurriz joko ditut».
JER.14.13	Erantzun nion: «Ai ene, Jainko Jauna! Baina ez duela ez gerrarik, ez goserik izango ari zaizkio esaten profetak, eta toki honetan egiazko bakea emango diozula».
JER.14.14	Eta Jaunak erantzun zidan: «Nire izenean gezurra ari dira esaten profetak. Ez dira nik bidaliak; ez diet ezer agindu, ez hitz egin ere. Gezurrezko ikuskari, iragarpen zoro, beraien burutazio huts dira profeta horiek iragartzen dituztenak.
JER.14.15	Horregatik, hara nik, Jaunak, esan: Nik bidali gabe nire izenean mintzo diren eta herrialde honetan gerrarik eta goserik ez dela izango esaten ari diren profetak, gerraz eta goseak hilko dira. 
JER.14.16	Eta horien hitza entzun duen jendea Jerusalemgo kaleetan eroriko da hilotzik gerraren eta gosearen ondorioz, eta ez da izango beroriei, ez berorien emazte eta seme-alabei lurra emango dienik. Horrela ordainduko diet beren gaiztakeria».
JER.14.17	Hitz hauek herriari esateko agindu
JER.14.17	zidan Jaunak:
JER.14.17	«Urtzen ari zaizkit begiak negarrez,
JER.14.17	gau eta egun atergabe;
JER.14.17	nire herria, neskatxa ederra
JER.14.17	izugarrizko ezbeharrak jo baitu,
JER.14.17	eta hilzorian utzi.
JER.14.18	Landara irten,
JER.14.18	eta ezpataz hildakoak edonon;
JER.14.18	hirira sartu,
JER.14.18	eta jendea goseak hiltzen.
JER.14.18	Apaizak eta profetak
JER.14.18	batetik bestera dabiltza,
JER.14.18	ezer ulertu ezinik.
JER.14.19	«Jauna, erabat utzi al duzu Juda?
JER.14.19	Nazkatu egin al zara Sion hiriaz?
JER.14.19	Zergatik jo gaituzu
JER.14.19	sendaezineko gaitzaz?
JER.14.19	Bakearen zain geunden,
JER.14.19	baina ez dugu onik.
JER.14.19	Osasunaldia espero genuen,
JER.14.19	baina beldur-ikara dugu gainean.
JER.14.20	Aitortzen dugu, Jauna,
JER.14.20	geure gaiztakeria
JER.14.20	eta geure arbasoen errua;
JER.14.20	zure aurka egin dugu bekatu.
JER.14.21	Zeu zarena zarelako,
JER.14.21	ez gaitzazu utz,
JER.14.21	ez mespretxatu zeure herria,
JER.14.21	bere errege ospetsu zaituena
JER.14.21	Gogora ezazu
JER.14.21	gurekin egina duzun ituna,
JER.14.21	ez hautsi, mesedez.
JER.14.22	Jentilen idoloek ezin dute
JER.14.22	euririk eman,
JER.14.22	ezta zeruek ere berenez
JER.14.22	hodei-zaparradarik sortu.
JER.14.22	Zuk egiten dituzu horiek guztiak!
JER.14.22	Ez al zaitugu, bada, zu, Jauna,
JER.14.22	geure Jainkoa?
JER.14.22	Zu zaitugu geure itxaropen!»
JER.15.1	Jaunak esan zidan: «Moises eta Samuel nire aurrera erregutzera etorriko balira ere, ez nuke izango herri honen errukirik. Kanpora! Doazela nire begi-bistatik!
JER.15.2	Nora galdetzen badizute, esan hau nire partetik:
JER.15.2	«Norberari dagokionera:
JER.15.2	Heriotzarako dena, heriotzara!
JER.15.2	Ezpatarako dena, ezpatara!
JER.15.2	Goserako dena, gosera!
JER.15.2	Erbesterako dena, erbestera!
JER.15.3	«Nik, Jaunak, lau zigor-mota bidaliko dizkiet: gerra, hiltzeko; txakurrak, zati-zati egiteko; hegazti harrapariak eta basapiztiak, irentsi eta haiekikoa egiteko.
JER.15.4	Halako zigorra emango diet, ezen ikaraturik geldituko baitira erresuma guztiak; eta hori, Ezekiasen seme Manasesek
JER.15.5	Jaunak dio:
JER.15.5	«Nor izango da zutaz erruki,
JER.15.5	Jerusalem?
JER.15.5	Nor hurbilduko zaizu?
JER.15.5	Nork izango
JER.15.5	zure berri jakiteko ardura?
JER.15.6	Zeuk utzi nauzu,
JER.15.6	zeuk bizkarra eman.
JER.15.6	Hala, zure aurka luzatu dut eskua,
JER.15.6	zu suntsitzeko,
JER.15.6	zutaz erruki izateaz aspertuta.
JER.15.7	Lurraldeko hiri guztietan
JER.15.7	sakabanatu ditut zure bizilagunak,
JER.15.7	haizeak lastoa bezala;
JER.15.7	suntsitu egin dut neure herria,
JER.15.7	seme-alabarik gabe utziz,
JER.15.7	jokabidez aldatu ez delako.
JER.15.8	Itsasoko harea baino ugariago
JER.15.8	horien artean utzi ditudan alargunak.
JER.15.8	Eguerdi-eguerdian
JER.15.8	ekarri dut hondatzailea
JER.15.8	gudari gazteen amaren gainera;
JER.15.8	larria eta ikara gorria
JER.15.8	bidali diot bat-batean.
JER.15.9	Zazpi seme-alaben ama bera ere
JER.15.9	akitua dago, arnasa ezin harturik,
JER.15.9	lotsaz eta desohorez betea;
JER.15.9	egun-argia ilunpe bihurtu zaio.
JER.15.9	Eta gelditzen zaizkion semeak
JER.15.9	etsaien ezpataz hilko dira.
JER.15.9	Nik, Jaunak, esana».
JER.15.10	Ai ene, ai ene!
JER.15.10	Ama,
JER.15.10	zergatik ekarri ninduzun mundura?
JER.15.10	Denekin eztabaidan
JER.15.10	eta auzitan aritzeko?
JER.15.10	Ez diot inori zor,
JER.15.10	ez dit inork ere zor;
JER.15.10	hala ere, denek madarikatzen naute.
JER.15.11	Jauna, egiaz zerbitzari leiala nauzu,
JER.15.11	neure etsaien alde erregutu dizut
JER.15.11	arrisku eta larrialdian
JER.15.12	(Nola egin aurre iparraldeko etsaiari,
JER.15.12	burdina eta brontzea bezain
JER.15.12	gogor denari?
JER.15.13	Zeure bekatuengatik, Israel,
JER.15.13	herrialde osoan egin dituzun
JER.15.13	bekatuengatik,
JER.15.13	etsaien harrapakin bihurtzen ditut
JER.15.13	zure aberastasun eta ondasunak.
JER.15.14	Zeure etsaien esklabo egingo zaitut,
JER.15.14	ezagutzen ez duzun lurraldean;
JER.15.14	piztu baita nire haserrea,
JER.15.14	sutan dago zure aurka).
JER.15.15	Jauna, zuk dena dakizu;
JER.15.15	gogora nazazu, ardura zaitez nitaz,
JER.15.15	mendeka nazazu etsaien lepotik.
JER.15.15	Luzatzen baduzu, nireak egin du.
JER.15.15	Kontu egin
JER.15.15	zuregatik iraintzen nautela.
JER.15.16	Zure hitzak niregana iristean,
