MAT.1.1	Detta är förfäderna till Jesus Kristus
ROM.8.32	Gud skonade ju inte ens sin egen Son, utan utlämnade honom för att hjälpa oss alla. Skulle han då inte vara beredd att skänka oss allt annat också tillsammans med honom?
ROM.8.33	Om någon anklagar oss som har tackat ja till Guds inbjudan att få tillhöra honom, vad spelar det för roll? Gud själv har ju förklarat oss skuldfria inför honom.
ROM.8.34	Och om någon dömer oss, vad spelar det för roll? Kristus själv är ju vår försvarare, han som dog och till och med uppstod och nu sitter på Guds högra sida och regerar tillsammans med honom.
ROM.8.35	Skulle något kunna hindra oss från att ta emot Kristus kärlek? Nej, inget! Det spelar ingen roll om vi upplever nöd eller ångest, om vi blir förföljda, får svälta, saknar kläder eller råkar ut för faror och dödshot. 
ROM.8.36	Att detta ska hända vet vi ju redan, för det står i Skriften: "Det är för att vi tjänar dig som man hela tiden försöker döda oss. Vi är som får som väntar på att bli slaktade."
ROM.8.37	Men mitt i allt detta vinner vi en total seger genom det som Kristus i sin kärlek gjorde för oss. 
ROM.8.38+ROM.8.39	Det spelar ingen roll om vi lever eller dör. Jag är helt övertygad om att inget kan skilja oss från den kärlek Gud visade oss genom Jesus Kristus, vår Herre. Inga änglar eller demoner, inget som finns nu eller kommer att finnas i framtiden, inga krafter i himlen eller i djupet eller något annat i skapelsen kan hindra hans kärlek från att nå oss.
ROM.9.1	Det jag tänker säga er nu är sant. Jag ljuger inte, eftersom jag har gemenskap med Kristus. Nej, både mitt eget samvete och Guds heliga Ande försäkrar att det är så här: 
ROM.9.2	Mitt hjärta är fyllt av sorg och ständig ångest 
ROM.9.3	när jag tänker på mitt eget folk, mina judiska bröder och systrar. Ja, jag önskar att jag själv gick evigt förlorad och skildes från Kristus, om det bara kunde rädda dem. 
ROM.9.4	De är israeliter
ROM.9.5	De är ättlingar till våra förfäder, Abraham, Isak och Jakob
ROM.9.6	Har Gud då misslyckats med att infria sitt löfte till israeliterna? Nej, inte alls. Löftet om att få bli Guds eget folk gäller nämligen dem som är sanna israeliter, inte dem som i mänsklig mening är Israels
ROM.9.7	På samma sätt är inte alla de människor, som i mänsklig mening är Abrahams efterkommande, de barn som Gud lovade Abraham. Gud säger ju i Skriften
ROM.9.8	detta trots att Abraham hade fler barn. Det är, med andra ord, inte de barn som föds enligt naturens lagar som får vara Guds eget folk, utan bara de som är födda som ett resultat av Guds löfte. 
ROM.9.9	Isak blev ju till som ett resultat av följande löfte från Gud: "Nästa år vid den här tiden kommer jag tillbaka igen, och då ska Sara ha en son."
ROM.9.10	Samma sak hände sedan med vår stamfar Isaks två tvillingpojkar, som hans fru Rebecka fick. 
ROM.9.11+ROM.9.12+ROM.9.13	Redan innan de föddes, ja, innan de hade gjort vare sig gott eller ont, sa Gud till Rebecka: "Den äldre pojken ska tjäna den yngre."
ROM.9.14	Men vad innebär då detta? Är Gud orättvis? Nej, naturligtvis inte! 
ROM.9.15	Gud sa ju till Mose: "Jag visar nåd mot vem jag vill, och jag visar medlidande med vem jag vill."
ROM.9.16	Om Gud alltså är god mot någon, är det inte för att den människan ville det eller gjorde något särskilt. Nej, Gud bestämde sig bara för att visa henne medlidande. Därför kan vi inte heller anklaga Gud för att ha bedömt oss orättvist.
ROM.9.17	Det står till exempel i Skriften att Gud sa till farao: "Jag har låtit dig bli kung, för att jag ska kunna visa min makt genom det jag gör med dig, och för att alla människor ska höra om mig."
ROM.9.18	Gud är alltså god mot vem han vill, och han gör hjärtat hårt på vem han vill.
ROM.9.19	Nu kanske någon säger: Varför anklagar Gud oss då när vi gör fel? Det är ju hans vilja som styr oss människor.
ROM.9.20	Men vem tror du att du är som försöker kritisera Gud? Inte kan väl det skapade säga till den som har skapat det: "Varför gjorde du mig så här?" 
ROM.9.21	När en krukmakare tar fram sin lera, har han då inte rätt att av samma lerklump göra en vacker kruka som är till för prydnad och en annan som bara är till för att slänga skräp i? 
ROM.9.22	På samma sätt har Gud rätt att göra vad han vill med oss människor. Han vill visa sin vrede och makt på onda människor genom att låta dem gå evigt förlorade, men han har ändå rätt att ha tålamod med dem tills dess. 
ROM.9.23	Samtidigt har han rätt att ge av sina härliga rikedomar till dem som han i förväg har bestämt ska få del av hans godhet och medlidande. 
ROM.9.24	Och de som får njuta av hans rikedomar, det är vi som har tackat ja till hans inbjudan att få tillhöra honom, både bland judar och bland andra folk.
ROM.9.25	Gud talar ju om de icke-judiska folken, när han säger genom profeten Hosea: "De som inte var mitt folk, ska jag nu kalla mitt folk, och de som jag förut inte älskade, ska jag nu älska."
ROM.9.26	Och: "På den plats där jag sa till dem: 'Ni är inte mitt folk', ska de nu kallas 'barn till den Gud som lever'."
ROM.9.27	Men genom profeten Jesaja utropar Gud om Israels folk: "Även om israeliterna är lika många som sandkornen på en havsstrand, så ska bara en bråkdel av dem bli räddade, 
ROM.9.28	för Herren ska döma alla människor, snabbt och en gång för alla."
ROM.9.29	Jesaja säger också på ett annat ställe: "Om Herren Gud, han som har all makt, inte hade räddat några från vårt folk, hade vi blivit utplånade precis som Sodom och Gomorra."
ROM.9.30	Vad ska vi då säga om detta? Jo, att människor från andra folk som inte ens försökte att bli skuldfria inför Gud, nu har blivit skuldfria inför honom genom att tro på Jesus Kristus. 
ROM.9.31	Men Israels folk, som försökte att bli skuldfria inför Gud genom att lyda hela Moses lag, de misslyckades i sina ansträngningar. 
ROM.9.32	Varför? Jo, därför att de försökte bli skuldfria genom sina goda gärningar, och inte genom att lita på Gud. De har snubblat över den stötesten, 
ROM.9.33	som Gud talar om i Skriften
ROM.10.1	Kära syskon, jag önskar av hela hjärtat, och jag ber ständigt till Gud, att Israels folk ska bli räddat. 
ROM.10.2	Jag vet hur ivrigt de kämpar för att tjäna Gud, men de förstår inte vad det är han vill. 
ROM.10.3	De förstår inte att Gud själv vill göra dem skuldfria inför honom, utan fortsätter att i egen kraft försöka bli felfria. Därför vägrar de också att acceptera hans erbjudande. 
ROM.10.4	Men sedan Kristus kom, är Moses lag
ROM.10.5	När det gäller våra möjligheter att bli skuldfria inför Gud genom att lyda Guds lag, lät ju Gud Mose skriva så här: "Den människa som håller alla bud ska få liv genom lagen."
ROM.10.6	Men när det gäller att bli skuldfri inför Gud genom att tro, har Gud sagt i Skriften
ROM.10.7	Eller: "Vem ska fara ner i djupet?" (det vill säga, för att hämta tillbaka Kristus från de döda).
ROM.10.8	Och vad har Gud mer sagt? Jo, att: "Budskapet är nära dig. Det finns i ditt hjärta och på dina läppar" (det vill säga, det budskap om tro på Jesus Kristus som vi sprider).
ROM.10.9	Om du alltså öppet bekänner att Jesus är Herren
ROM.10.10	Det är vårt hjärtas tro som gör oss skuldfria inför Gud, och vår öppna bekännelse som räddar oss. 
ROM.10.11	Gud har ju sagt i Skriften: "Ingen som tror på honom ska bli besviken."
ROM.10.12	Detta gäller för både judar och andra folk, för vi har alla samma Herre. Och han ger generöst av sitt goda till alla som tillber honom, 
ROM.10.13	för det står också i Skriften: "var och en som tillber Herren ska bli räddad"
ROM.10.14	Men om människor ska kunna tillbe Kristus, måste de först tro på honom. Och om de ska kunna tro på honom, måste de först få höra om honom. Och om de ska få höra om honom, måste någon sprida budskapet till dem. 
ROM.10.15+ROM.10.16	Och den som sprider budskapet, måste vara sänd av någon. Det är detta Gud talar om genom profeten Jesaja, när han säger: "Vad underbart det är när någon kommer med goda nyheter!"
ROM.10.17	Tron kommer alltså av att man hör budskapet, det vill säga, budskapet om Kristus.
ROM.10.18	Men då blir min fråga: Har Israels folk verkligen hört budskapet om Kristus? Jo, visst har de hört det! Det står ju i Skriften
ROM.10.19	Men då säger jag: De kanske aldrig förstod budskapet? Jo, visst förstod de det. Redan för länge sedan varnade ju Gud Israels folk och lät säga genom Mose: "Jag ska göra er svartsjuka genom att vända mig till sådana som inte är ett folk. Ja, ni ska bli arga på ett folk som saknar förstånd."
ROM.10.20	Och Gud går så långt, att han genom profeten Jesaja säger: "Jag blev funnen av dem som inte sökte efter mig, och jag visade mig för dem som inte frågade efter mig."
ROM.10.21	Men om Israels folk säger Gud: "Hela tiden har jag varit beredd att försonas med dem, men de har varit olydiga och upproriska mot mig."
ROM.11.1	Så nu frågar jag: har Gud då helt stött bort sitt folk, israeliterna
ROM.11.2	Nej, Gud har inte stött bort dem som han en gång utsåg till sitt eget folk. Kommer ni inte ihåg vad det står i Skriften
ROM.11.3	"Herre, de har dödat de profeter som framförde dina budskap, och har rivit ner dina altaren. Jag är den enda profeten som är kvar, och nu vill de döda mig också."
ROM.11.4	Men vad svarade Gud honom? Jo, han sa: "Det finns 7 000 personer som inte har tillbett Baals
ROM.11.5	På samma sätt har Gud nu i sin godhet inbjudit Israels folk att få tillhöra honom, och en liten del har tackat ja. 
ROM.11.6	Men om de tillhör Gud på grund av hans inbjudan, då har det ju inget med deras goda gärningar att göra. Om de hade förtjänat det, skulle det ju inte vara något som Gud i sin godhet hade gjort.
ROM.11.7	Alltså, det som Israels folk sökte så ivrigt efter, att bli skuldfria inför Gud, det uppnådde de aldrig. Denna skuldfrihet gavs istället åt den lilla grupp som har tackat ja till Guds inbjudan att få tillhöra honom. De andra blev döva och blinda för vad Gud ville. 
ROM.11.8	Det står ju i Skriften: "Gud gjorde deras sinnen avtrubbade. Ända till denna dag har han hindrat deras ögon från att se och deras öron från att höra."
ROM.11.9	Och kung David skriver om dem: "Låt deras fester blir en fälla för dem, så att de faller för frestelserna och straffas. 
ROM.11.10	Låt deras ögon bli förblindade, så att de inte kan se, och deras ryggar krökas under problem för all framtid."
ROM.11.11	Så nu frågar jag igen: att Guds utvalda folk syndade mot Gud, innebär det att de ska gå under för alltid? Nej, inte alls! Men eftersom israeliterna syndade mot Gud, har räddningen nått även andra folk, och nu är israeliterna avundsjuka på dessa människor. 
ROM.11.12	Och om nu hela världen fick del av Guds rikedomar, därför att israeliterna syndade, ja, om deras misslyckande blev andra folks lycka, hur mycket större rikedom ska då inte världen få uppleva när hela Israels folk tar emot Guds räddning.
ROM.11.13	Nu talar jag till er som inte är judar: Gud har utsett mig till att vara ett speciellt sändebud till icke-judiska folk, och jag är mycket stolt över min uppgift. 
ROM.11.14	Kanske kan jag genom denna stolthet få mitt eget folk att längta efter det som ni redan har, så att åtminstone några av dem blir räddade. 
ROM.11.15	När Gud stötte bort Israels folk, innebar det att resten av världen försonades med Gud och blev hans vänner. Hur underbart ska det då inte bli när Gud för andra gången accepterar Israels folk. Det ska bli som när döda får liv igen! 
ROM.11.16	Judarna tillhör egentligen Gud, eftersom deras förfäder, Abraham, Isak och Jakob
ROM.11.17	Israels folk är som ett planterat olivträd, där några av grenarna har brutits av. Du som inte är jude är som en gren från ett vilt olivträd, och du har blivit inympad på den äkta stammen istället för de andra grenarna. Därför får du nu också del av saven som stiger upp ifrån trädets rot. 
ROM.11.18	Men börja för den skull inte skryta över att du har placerats där istället för de grenar som bröts av. Kom ihåg att du bara är en inympad gren, och att det är roten som bär upp dig och inte tvärtom.
ROM.11.19	Nu kanske någon tänker: "Men de där grenarna bröts ju av för att lämna plats åt mig." 
ROM.11.20	Det är sant. Men glöm inte bort att de bröts av därför att de inte trodde på det Gud sa, och att du är där därför att du tror på Guds budskap! Var inte högfärdig, utan passa dig noga! 
ROM.11.21	Om Gud till och med straffade de äkta grenarna, så kommer han också att straffa dig.
ROM.11.22	Lägg märke till att Gud är både god och sträng samtidigt. Han var sträng mot dem som syndade mot honom, men han är god mot dig så länge du inser att det är hans godhet som räddar dig. I annat fall kommer han att skära bort dig också. 
ROM.11.23	Men om en jude börjar tro på Guds budskap om räddning, så kommer Gud att ympa honom tillbaka in i trädet, för det har han makt att göra. 
ROM.11.24	Om Gud var villig att ta emot er, som är grenar från ett vilt olivträd, och mot naturens ordning ympa in er på ett planterat olivträd, hur mycket lättare är det då inte för honom att ympa in de äkta grenarna igen.
