GEN.1.1	Alguses lõi Jumal taevad ja maa.
JHN.9.23	Sellepärast ütlesid ta vanemad: „Ta on küllalt vana, küsige temalt eneselt!”
JHN.9.24	Siis nad kutsusid teist korda inimese, kes oli pime olnud, ja ütlesid temale: „Anna Jumalale au! Me teame, et See Inimene on patune!”
JHN.9.25	Tema vastas nüüd: „Kas Ta on patune, seda ma ei tea; üht ma tean, et olin pime ja nüüd näen!”
JHN.9.26	Nad küsisid nüüd temalt: „Mis Ta tegi sulle? Kuidas Ta su silmad avas?”
JHN.9.27	Ta vastas neile: „Ma juba ütlesin teile, aga te ei võtnud kuulda. Miks te jälle tahate kuulda? Või tahate teiegi hakata Tema jüngreiks?”
JHN.9.28	Siis nad hakkasid teda sõimama ja ütlesid: „Sina oled Tema jünger, meie aga oleme Moosese jüngrid!
JHN.9.29	Me teame, et Jumal on rääkinud Moosesega, aga kust See Inimene on, seda me ei tea!”
JHN.9.30	Mees kostis ning ütles neile: „See ongi imelik, et te ei tea, kust Ta on, ja Tema avas mu silmad!
JHN.9.31	Me ju teame, et Jumal ei kuule patuseid, vaid kui keegi on jumalakartlik ja teeb Tema tahtmist, siis seda Ta kuuleb.
JHN.9.32	Maailma algusest ei ole kuuldud, et keegi on avanud sündinud pimeda silmad.
JHN.9.33	Kui Ta ei oleks Jumalast, siis Ta ei võiks midagi teha!”
JHN.9.34	Nad kostsid ning ütlesid talle: „Sina oled koguni pattudes sündinud ja sina õpetad meid?” Ja nad tõukasid ta välja.
JHN.9.35	Jeesus sai kuulda, et nad olid ta välja tõuganud; ja kui Ta tema leidis, ütles Ta: „Kas sa usud Inimese Pojasse?”
JHN.9.36	Tema vastas ja ütles: „Issand, Kes See on, et võiksin uskuda Temasse?”
JHN.9.37	Jeesus ütles temale: „Sa oled ju Teda näinud ja See on Tema, Kes sinuga räägib!”
JHN.9.38	Aga tema ütles: „Issand, ma usun!” Ja ta kummardas Teda.
JHN.9.39	Ja Jeesus ütles: „Mina olen tulnud kohtu mõistmiseks sellesse maailma, et need, kes ei näe, saaksid nägijaks, ja kes näevad, saaksid pimedaks!”
JHN.9.40	Ja mõned variseridest, kes olid Tema juures, kuulsid seda ja ütlesid: „Kas meiegi oleme pimedad?”
JHN.9.41	Jeesus ütles neile: „Kui te oleksite pimedad, ei oleks teil pattu; aga et te nüüd ütlete: Me näeme! siis jääb teie patt teile!
JHN.10.1	Tõesti, tõesti Ma ütlen teile: kes ei lähe uksest sisse lambatarasse, vaid astub sisse mujalt, see on varas ja röövel!
JHN.10.2	Aga kes uksest sisse läheb, see on lammaste karjane,
JHN.10.3	sellele avab uksehoidja, ja lambad kuulevad ta häält, ja ta kutsub omi lambaid nimepidi ja viib nad välja.
JHN.10.4	Ja kui ta oma lambad on välja ajanud, käib ta nende ees ja lambad järgivad teda, sest nad tunnevad tema häält.
JHN.10.5	Aga võõrast nad ei järgi, vaid põgenevad tema eest, sest nad ei tunne vööraste häält!”
JHN.10.6	Selle võrduim Jeesus ütles neile; nemad aga ei saanud aru, mis see on, mida Ta neile rääkis.
JHN.10.7	Sellepärast ütles Jeesus taas: „Tõesti, tõesti Ma ütlen teile, et Mina olen lammaste üks!
JHN.10.8	Kõik, kes on tulnud enne Mind, on vargad ja röövlid; lambad aga ei ole neid kuulnud!
JHN.10.9	Mina olen uks. Kui keegi Minu kaudu sisse läheb, siis ta saab õndsaks ja käib sisse ja välja ja leiab karjamaad.
JHN.10.10	Varas ei tule muu pärast kui varastama ja tapma ning hukkama. Mina olen tulnud, et neil oleks elu ja kõike ülirohkesti!
JHN.10.11	Mina olen hea karjane. Hea karjane jätab oma elu lammaste eest.
JHN.10.12	Palgaline ja kes ei ole karjane, kelle omad lambad ei ole, näeb hundi tulevat ja jätab lambad maha ja põgeneb - ja hunt kisub neid ja ajab nad laiali.
JHN.10.13	- Ta põgeneb, sest ta on palgaline ega hooli lammastest.
JHN.10.14	Mina olen hea karjane ja tunnen Omi ja Minu Omad tunnevad Mind,
JHN.10.15	nõnda nagu Isa tunneb Mind ja Mina tunnen Isa, ja Ma jätan Oma elu lammaste eest.
JHN.10.16	Ja Mul on veel teisi lambaid, kes ei ole sellest tarast; needki ma pean tooma siia, ja nad kuulevad Minu häält, ja siis on üks kari ja üks Karjane.
JHN.10.17	Sellepärast Isa armastab Mind, et Ma jätan Oma elu, et seda jälle võtta.
JHN.10.18	Ūkski ei võta seda Minult, vaid Ma jätan selle Iseenesest. Mul on meelevald seda jätta ja Mul on meelevald seda jälle võtta. Selle käsusõna Ma olen saanud Oma Isalt!”
JHN.10.19	Siis tekkis taas vaidlus juutide keskel nende sõnade pärast.
JHN.10.20	Ja paljud nende seast ütlesid: „Temas on kuri vaim ja Ta jampsib! Miks te Teda kuulate?”
JHN.10.22	Siis tulid templi uuendamise pühad Jeruusalemas. 0li talv.
JHN.10.23	Ja Jeesus köndis pühakojas Saalomoni võlvitud hoones.
JHN.10.24	Siis juudid asusid Ta ümber ja ütlesid Temale: „Kaua sa pead meie hinge kahevahel? Oled Sa Kristus, siis ütle meile seda lausa!”
JHN.10.25	Jeesus kostis neile: „Ma olen teile juba ütelnud aga te ei usu! Teod, mis Ma teen Oma Isa nimel, need tunnistavad Minust.
JHN.10.26	Teie aga ei usu, sest teie ei ole Minu lammaste hulgast.
JHN.10.27	Minu lambad kuulevad Minu häält ja Mina tunnen neid ja nemad järgivad Mind.
JHN.10.28	Ja mina annan neile igavese elu ja nemad ei saa iialgi hukka, ja ükski ei kisu neid minu käest.
JHN.10.29	Minu Isa, Kes nad mulle on annud, on suurem kui kõik; ja ükski ei saa neid Minu Isa Käest ära kiskuda.
JHN.10.30	Mina ja Isa oleme üks.
JHN.10.31	Siis võtsid juudid jälle maast kive, et Teda nendega visata.
JHN.10.32	Jeesus kostis neile: „Palju häid tegusid Ma olen teile näidanud Oma Isast; missuguse teo pärast te tahate Mind kividega visata?”
JHN.10.33	Juudid vastasid Temale: „Hea teo pärast me ei viska Sind kividega, vaid Jumala pilkamise pärast ja et Sina, Kes oled inimene, pead Ennast Jumalaks!”
JHN.10.34	Jeesus vastas neile: „Eks teie käsuõpetuses ole kirjutatud: Mina olen ütelnud: Teie olete jumalad!?
JHN.10.35	Kui Ta nimetab jumalaiks neid, kellede kätte sai Jumala sõna - ja Kiri ei või jääda valeks -
JHN.10.36	kuidas te siis ütlete Sellele, Keda Isa on pühitsenud ja läkitanud maailma: Sina pilkad Jumalat! sellepärast et Ma ütlesin: Mina olen Jumala Poeg?
JHN.10.37	Kui Ma ei tee Oma Isa tegusid, siis ärge Mind uskuge;
JHN.10.38	aga kui Ma teen, siis uskuge neid tegusid, kui te ka Mind ei usu, et te tunneksite ja saaksite aru, et Isa on Minus ja Mina olen Isas!”
JHN.10.39	Siis nad püüdsid taas Teda kinni võtta aga Ta pääsis nende käest.
JHN.10.40	Ja Tema läks jälle teisele poole Jordanit, sinna paika, kus Johannes esmalt oli olnud ristimas; ja Ta viibis seal.
JHN.10.41	Ja paljud tulid Tema juure ja ütlesid: „Johannes ei teinud küll ühtki tunnustähte; aga kõik, mis Johannes Sellest Mehest on ütelnud, on tõsi!”
JHN.10.42	Ja seal uskusid paljud Temasse.
JHN.11.1	Aga keegi Laatsarus Betaaniast, Maarja ja tema õe Marta alevist, oli haige.
JHN.11.2	Maarja aga oli see, kes Issandat oli kalli salviga võidnud ja Tema jalgu oma juustega kuivatanud. Tema vend Laatsarus oligi haigestunud.
JHN.11.3	Siis läkitasid õed Tema juure ütlema: „Issand, vaata, see, keda Sa armastad, on haige!”
JHN.11.4	Kui Jeesus seda kuulis, ütles Ta: „See haigus ei ole surmaks, vaid Jumala austuseks, et Jumala Poega selle läbi austataks!”
JHN.11.5	Aga Jeesus armastas Martat ja tema õde ja Laatsarust.
JHN.11.6	Kui ta nüüd kuulis tema haige olevat, siis Ta viibis veel kaks päeva seal paigas, kus Ta oli.
JHN.11.7	Pärast seda ütles Ta jüngritele: „Lähme jälle Juudamaale!”
JHN.11.8	Jüngrid ütlesid Temale: „Rabi, äsja püüdsid juudid Sind kividega visata ja Sa lähed jälle sinna?”
JHN.11.9	Jeesus kostis: „Eks kaksteistkümmend tundi ole päevas? Kui keegi kõnnib päeval, siis ta ei komista, sest ta näeb selle maailma valgust.
JHN.11.10	Aga kui keegi kõnnib öösel siis ta komistab, sest temas ei ole valjust!”
JHN.11.13	Aga Jeesus rääkis ta surmast; nemad aga mõtlesid, et Ta räägib une magamisest.
JHN.11.14	Siis Jeesus ütles neile lausa: „Laatsarus on surnud,
JHN.11.15	ja Ma olen rõõmus teie pärast, et Ma ei olnud seal, et te usuksite. Aga läki tema juure!”
JHN.11.16	Siis ütles Toomas, keda hüütakse Kaksikuks, kaasjüngritele: „Lähme ka meie, et ühes Temaga surra!”
JHN.11.17	Kui nüüd Jeesus tuli, leidis Ta, et Laatsarus oli juba neli päeva hauas olnud.
JHN.11.18	Aga Betaania oli Jeruusalema lähedal, umbes viisteistkümmend vagu maad sellest.
JHN.11.19	Ja palju juute oli tulnud Marta ja Maarja juure neid trööstima nende venna pärast.
JHN.11.20	Kui nüüd Marta kuulis, et Jeesus on tulemas, läks ta Temale vastu; aga Maarja jäi koju.
JHN.11.21	Siis Marta ütles Jeesusele: „Issand, kui Sa oleksid siin olnud, mu vend ei oleks surnud!
JHN.11.22	Aga nüüdki ma tean, et Jumal Sulle annab, mis Sa iganes Jumalalt palud!”
JHN.11.23	Jeesus ütles talle: „Sinu vend tõuseb üles!”
JHN.11.24	Marta ütles Talle: „Ma tean, et ta üles tõuseb ülestõusmises viimsel päeval!”
JHN.11.25	Jeesus ütles temale: „Mina olen ülestõusmine ja elu; kes Minusse usub, see elab, ehk ta küll sureb!
JHN.11.26	Ja igaüks, kes elab ja Minusse usub, see ei sure igavesti. Kas sa usud seda?”
JHN.11.27	Ta ütleb Temale: „Jah, Issand, mul on see usk, et Sina oled Kristus Jumala Poeg, Kes maailma on tulemas!”
JHN.11.28	Ja kui ta seda oli ütelnud, läks ta ja kutsus oma õe Maarja salaja ning ütles: „Õpetaja on siin ja kutsub sind!”
JHN.11.29	Kui õde seda kuulis, tõusis ta sedamaid ja läks Tema juure.
JHN.11.30	Sest Jeesus ei olnud veel jõudnud alevisse, vaid oli veel seal paigas, kus Marta Teda oli kohanud.
JHN.11.31	Kui nüüd juudid, kes olid Maarja juures toas teda trööstimas, nägid, et Maarja rutates tõusis ja väljus, järgisid nad teda mõteldes, et ta läheb haua juure nutma.
JHN.11.32	Kui siis Maarja jõudis sinna, kus Jeesus oli, ja Teda nägi, heitis ta maha Tema jalgade ette ning ütles Talle: „Issand, oleksid Sa siin olnud, mu vend ei oleks surnud!”
JHN.11.33	Kui nüüd Jeesus nägi teda nutvat ja juute, kes temaga olid tulnud, ka nutvat, ärritus Ta vaimus ja võpatas.
JHN.11.34	Ja Ta ütles: „Kuhu te olete ta pannud?” Nad ütlesid Temale: „Issand, tule ja vaata!”
JHN.11.35	Jeesus nuttis.
JHN.11.36	Siis ütlesid Juudid: „Vaata, kuidas Ta teda armastas!”
JHN.11.37	Aga mõned nende seast ütlesid: „Kas Tema, kes avas pimeda silmad, ei võinud teha, et ka see ei oleks surnud?”
JHN.11.38	Siis Jeesus ärritus taas Iseeneses ning tuli haua juure. See oli koobas ja selle avausel lasus kivi.
JHN.11.39	Jeesus ütleb: „Tõstke kivi ära!” Siis ütleb surnu õde Marta Temale: „Issand, ta lehkab juba, sest on juba neljas päev!”
JHN.11.40	Jeesus ütleb temale: „Eks Ma ütelnud sulle: kui sa usuksid, siis sa näha Jumala au?”
JHN.11.41	Siis nad tõstsid kivi ära. Aga Jeesus tõstis Oma silmad ütles: „Ma tänan Sind, Isa, et sa oled kuulnud!
JHN.11.42	Mina ju teadsin, et Sa Mind ikka kuuled; kuid rahva pärast, kes siin ümber seisab, Ma räägin, et nad usuksid, et Sina Mind oled läkitanud!”
JHN.11.43	Ja kui Ta seda oli ütelnud, hüüdis Ta suure häälega: „Laatsarus, tule välja!”
JHN.11.44	Ja surnu tuli välja jalust ja käsist mähkmetega mähitud ja nägu higirätikusse mässitud. Jeesus ütleb neile „Päästke ta lahti ja laske ta minna!”
JHN.11.45	Siis palju juute, kes olid tulnud Maarja juure ja olid näinud, mis Jeesus oli teinud, uskusid Temasse.
JHN.11.46	Aga mõned neist läksid variseride juure ja ütlesid neile, mis Jeesus oli teinud.
JHN.11.47	Siis ülempreestrid ja variserid kogusid kokku Suurkohtu ja ütlesid: „Mida me peame tegema? Sest See Inimene teeb palju tunnustähti.
JHN.11.48	Kui me Ta nõnda jätame, usuvad kõik Temasse; siis tulevad roomlased ja võtavad ära meie paiga ja rahva!”
JHN.11.49	Aga üks nende seast, Kaifas, kes oli sel aastal ülempreester, ütles neile: „Te ei tea midagi
JHN.11.50	ega sellele, et teile on parem, et üks inimene sureb rahva eest kui et kogu rahvas hukkub!”
JHN.11.51	Ent seda ta ei ütelnud iseenesest, vaid olles sel aastal ülempreester, kuulutas ta prohveti viisil, et Jeesus pidi surema rahva eest,
JHN.11.52	ja mitte ainult selle rahva eest, vaid et Ta ka hajuvil elavad Jumala lapsed koguks ühtekokku.
JHN.11.53	Sellest päevast alates nad pidasid nüüd üheskoos nõu Teda ära tapma.
JHN.11.54	Siis ei käinud Jeesus enam avalikult juutide seas, vaid läks sealt ära kõrvelähedasse kohta, Efraimi-nimelisse linna; ja Ta viibis seal Oma jüngritega.
JHN.11.55	Aga juutide paasapühad olid ligi, ja paljud läksid sealt maalt enne paasapühi Jeruusalemma endid puhastama.
JHN.11.56	Siis nad otsisid Jeesust ja rääkisid üksteisega pühakojas seistes: „Mis te arvate, kas Ta ei tule pühiks?”
JHN.11.57	Ūlempreestrid ja variserid olid aga annud käsud, et kui keegi peaks teadma, kus Ta on, see annaks seda teada, et nad Ta kinni võtaksid.
JHN.12.1	Kuus päeva enne paasapüha tuli Jeesus Betaaniasse, kus elas Laatsarus, kelle Jeesus oli surnuis üles äratanud.
JHN.12.2	Siis nad tegid seal Temale söömaaja ja Marta ümmardas. Ja Laatsarus oli üks neist, kes ühes Temaga lauas istusid.
JHN.12.3	Siis võttis Maarja naela selget, väga kallist nardisalvi ning võidis Jeesuse jalgu ja kuivatas Ta jalgu oma juustega. Ja maja sai täis salvi lõhna.
JHN.12.4	Aga üks Tema jüngritest, Juudas Iskariot, kes pärast Tema ära andis, ütles:
JHN.12.5	„Mispärast ei ole see salv ära müüdud kolmesaja teenari eest ja raha antud vaestele?”
JHN.12.6	Aga seda ta ei ütelnud, et ta vaestest hoolis, vaid et ta oli varas ja ta käes oli kukkur, ja ta kõrvaldas, mis sisse pandi.
JHN.12.7	Siis ütles Jeesus: „Jäta ta rahule, et ta seda saaks hoida Minu matuse päevaks.
JHN.12.8	Sest vaeseid on ikka teie juures, aga Mind ei ole teil ikka!”
JHN.12.9	Siis sai suur hulk juute teada, et Tema on seal, ja nad ei tulnud sinna mitte ainult Jeesuse pärast, vaid et ka näha saada Laatsarust, kelle Ta oli surnuist üles äratanud.
JHN.12.10	Aga ülempreestrid pidasid nõu Laatsarusegi ära tappa,
JHN.12.11	sest tema pärast läks sinna palju juute ja uskus Jeesusesse.
JHN.12.12	Järgmisel päeval, kui palju rahvast, kes oli tulnud pühi pidama, kuulis, et Jeesus tuleb Jeruusalemma,
JHN.12.13	võtsid nad palmipuude oksi ja läksid välja Temale vastu ning hüüdsid: „Hoosianna, õnnistatud olgu, Kes tuleb Issanda nimel, Iisraeli kuningas!”
JHN.12.14	Aga Jeesus leidis noore eesli ja istus tema selga, nõnda nagu on kirjutatud:
JHN.12.15	„Ära karda, Siioni tütar! Vaata, sinu kuningas tuleb ning istub eeslisälu seljas!”
JHN.12.16	Sellest ei saanud jüngrid esialgu aru; aga kui Jeesus oli austatud, siis meenus neile, et see oli kirjutatud Tema kohta ja et nad Temale seda olid teinud.
JHN.12.17	Nii andis Temast tunnistust rahvas, kes oli Tema juures, kui ta Laatsaruse välja hüüdis hauast ja tema üles äratas surnuist.
JHN.12.18	Sellepärast ka rahvas läks Temale vastu, sest nad kuulsid Teda selle tunnustähe teinud olevat.
JHN.12.19	Siis variserid rääkisid isekeskis: „Eks te näe, et te ei saa midagi teha? Vaata, maailm jookseb Tema järele!”
JHN.12.20	Aga nende seas, kes olid tulnud pühiks palvetama, leidusid mõned kreeklased.
JHN.12.21	Need tulid nüüd Filippuse juure, kes oli Betsaidast, Galilea linnast, ja palusid teda, üteldes: „Isand, me tahame Jeesust näha!”
JHN.12.22	Filippus tuleb ja ütleb seda Andreasele, ja Andreas ja Filippus tulevad ning ütlevad seda Jeesusele.
JHN.12.23	Aga Jeesus vastab neile ning ütleb: „Tund on tulnud, et Inimese Poega austataks!
JHN.12.24	Tõesti, tõesti Ma ütlen teile: Kui nisuiva ei kuku mullasse ega sure, jääb ta üksi; aga kui ta sureb, siis ta kannab palju vilja!
JHN.12.25	Kes oma elu armastab, see kaotab selle, ja kes oma elu vihkab siin maailmas, see hoiab selle igaveseks eluks.
JHN.12.26	Kui keegi Mind teenib, see järgigu Mind, ja kus Mina olen, seal peab olema ka Minu teenija; ja kes Mind teenib, seda tahab Isa austada. Ja mis
JHN.12.28	Isa, austa Oma nime!” Siis tuli hääl taevast: „Mina olen juba austanud ja austan veel!”
JHN.12.29	Siis rahvahulk, kes seal seisis ja seda kuulis, ütles pikse olevat müristanud. Aga teised ütlesid: „Ingel rääkis Temaga!”
JHN.12.30	Jeesus kostis ning ütles: „See hääl ei sündinud Minu pärast, vaid teie pärast.
JHN.12.31	Nüüd käib kohus üle selle maailma; nüüd tõugatakse välja selle maailma vürst.
JHN.12.32	Ja Mina tahan, kui Mind maast üles tõstetakse, kõik tõmmata Enese juure!”
JHN.12.33	Aga seda Ta ütles tähendades, mis surma Ta pidi surema.
JHN.12.34	Siis vastas rahvas Temale: „Me oleme kuulnud käsuõpetusest, et Kristus jääb igavesti. Kuidas siis Sina ütled, et Inimese Poeg ülendatakse? Kes on See Inimese Poeg?”
JHN.12.35	Jeesus ütles nüüd neile: „Valgus on veel üürikeseks ajaks teie keskel; käige niikaua kui teil valgust on, et pimedus teid ei tabaks; sest kes käib pimeduses, ei tea, kuhu ja läheb.
JHN.12.36	Uskuge valgusesse, niikaua kui teil valgus on, et te saaksite valguse lapsiks!” Seda rääkis Jeesus ja läks ning, peitis Enese ära nende eest.
JHN.12.37	Ja ehk Ta küll palju tunnustähti oli teinud nende nähes, ei uskunud nad siiski Temasse,
JHN.12.38	et läheks täide prohvet Jesaja sõna, mis ta ütles: „Issand, kes usub meie kuulutust ja kellele on ilmutatud Issanda käsivars?”
JHN.12.39	Sellepärast nad ei võinud uskuda, et Jesaja oli veel ütelnud:
JHN.12.40	„Tema on teinud nende silmad pimedaks ja nende südamed kõvaks, et nad silmadega ei näeks ja südamega ei mõistaks ega pöörduks, et Mina neid parandaksin!”
JHN.12.41	Seda ütles Jesaja, kui ta nägi Jeesuse auhiilgust ja rääkis Temast.
JHN.12.42	Siiski uskus ka palju ülemaid Temasse; kuid variseride pärast nad ei tunnistatud seda, et neid ei lükataks kogudusest välja.
JHN.12.43	Sest nad armastasid austust inimeselt rohkem kui austust Jumalalt.
JHN.12.44	Aga Jeesus hüüdis ning ütles: „Kes Minusse usub, see ei usu Minusse, vaid Sellesse, Kes Mind on läkitanud!
JHN.12.45	Ja kes näeb Mind, see näeb Seda, Kes Mind on läkitanud.
JHN.12.46	Mina olen tulnud valguseks maailma, et ükski, kes usub Minusse, ei jääks pimedusse.
JHN.12.47	Ja kui keegi kuuleb Minu sõnu ega pea neid, selle üle ei mõista Mina kohut; sest Mina ei ole tulnud kohut mõistma maailma üle, vaid maailma õndsaks tegema.
JHN.12.48	Kes Mind põlgab ega võta vastu Minu sõna, sellel oma kohtumõistja. Sõna, mis Ma olen rääkinud, see mõistab tema üle kohut viimsel päeval.
JHN.12.49	Sest Ma ei ole rääkinud Iseenesest, vaid Isa, Kes Mind on läkitanud, on Mulle annud kasu, mida Ma pean rääkima.
JHN.12.50	Ja Ma tean, et Tema käsk on igavene elu. Mida Ma nüüd räägin, seda räägin nõnda, kuidas Isa mulle on ütelnud!”
JHN.13.1	Aga enne paasapühi, kui Jeesus teadis tunni olevat tulnud, et Ta siit maailmast läheb Isa juure, armastas Ta neid otsani, nõnda Ta oli armastanud Omi, kes olid maailmas.
JHN.13.2	Ja õhtusöömaajal olles, kui kurat juba oli Juuda, Siimona poja Iskarioti südamesse pannud, et ta Tema ära annaks,
JHN.13.3	ja kui Jeesus teadis et Isa kõik Tema kätte oli annud ja et Tema oli lähtunud Jumalast Ja läheb Jumala juure,
JHN.13.4	tõuseb Ta üles õhtusöömaajalt ja võtab Oma kuue seljast ja võtab rätiku ja vöötub sellega.
JHN.13.5	Pärast seda Ta valab vett vaagnasse ja hakkab pesema jüngrite jalgu ja kuivatama rätikuga, millega Ta oli vöötatud.
JHN.13.6	Siis Ta tuleb Siimon Peetruse juure, ja see ütleb Temale: „Issand, kas Sina mu jalg pesed?”
JHN.13.7	Jeesus vastas ütles temale: „Mida Mina teen, seda sina nüüd ei tea, aga pärast seda sa pead teada saama!”
