MAT.1.1	Yesu Krisita doho nala rɛ nyɛ. Ʋ naabaa rɛ gyɩ yaa Deviti, Deviti mɛ naabaa yaa Abɩraham.
ACT.14.26	Doŋ tɩyaŋ nɛ ba sɩŋ kpa nɩɩduworiboribal, a mɩɩgɩ mʋ Aŋtiyɔki. Beewɩya Aŋtiyɔki tɩyaŋ nɛ ba fa kpa ba we Wɩɩsɩ nosi tɩyaŋ dɩ ʋ pɛ ba tɩyaŋ dɩ ba wuwo tʋŋ Wɩɩsɩ tʋma hʋ. Wɩɩsɩ dee tɩyaŋ mɛ yaŋ, tʋma hʋ ba aa lɩɩ ba dɩ ba tʋma, ba wuwo na ba sɩɩ rɛ. 
ACT.14.27	Ba aa mɩɩgɩ ko Aŋtiyɔki, ba yɩrɩ nala hʋ buloŋ aa laa Yesu wɩya di a ko laŋŋɩ, a kpa wɩweliye hʋ buloŋ Wɩɩsɩ aa leŋ ba wuwo yaa a basɩ tɩya ba, a bɩl basɩ tɩya ba ɛɛ Wɩɩsɩ aa suri ŋmanɩɩ tɩya nala hʋ aa bɩ yaa Gyuuma mɛ, ba mɛ laa Yesu wɩya di. 
ACT.14.28	Ɛɛ rɛ ka Pɔɔl bee Banabaasɩ hɔŋ Aŋtiyɔki tɩyaŋ, ba bee nala hʋ aa laa Yesu wɩya di we doŋ peŋgyamaa.
ACT.15.1	Baala badɔmɔŋ mɛ rɛ gyɩ lɩɩ Gyudɩya paalʋʋ ko Aŋtiyɔki, a piili kɩ daga nala hʋ aa laa Yesu wɩya di a baa, “Wɩɩsɩ bɩ sɩ wuwo laa ma ta, see dɩ ma keri ma pene anɩɩ Moosi gyɩ aa biŋ mɩra hʋ tɩya ma gɛɛ.” 
ACT.15.2	Nyɛ rɛ wɩɩ no kaŋ nyʋʋtaaduwo ko ba bee Pɔɔl abee Banabaasɩ paga. Ba buloŋ hɔŋ kaŋ wɩɩ hʋ kɩ kpa dɔmɔŋ. Nyɛ rɛ ba vʋʋlɩ lɩɩ Pɔɔl abee Banabaasɩ abee Krisitabiisi hʋ badɔmɔŋ aa we Aŋtiyɔki tɩyaŋ, dɩ ba kaŋ wɩɩ hʋ mʋ Gyerusalɛm, a na sɩlaala hʋ abee Yesu kpambɩsɩ hʋ aa we doŋ. 
ACT.15.3	Ɛɛ rɛ Krisitabiisi hʋ aa we Aŋtiyɔki tɩyaŋ sii ta ba, ba mʋ. Ba aa mʋʋ hʋ tɩyaŋ, ba gyɩ tɩŋ Fɔniisɩya abee Samaarɩya paalʋʋ rɛ, a basɩ tɩya Krisitabiisi hʋ aa we doŋ, ɛɛ hʋ nala hʋ aa bɩ yaa Gyuuma mɛ aa ko laa Wɩɩsɩ wɩya di, a kɩ tɩŋ Yesu Krisita. Nala hʋ gyɩ aa nɩɩ wɩya no, ba tenni buloŋ gyɩ fɩyɛla rɛ kɩŋkaŋ. 
ACT.15.4	Ba aa mʋʋ pele Gyerusalɛm, Yesu kpambɩsɩ hʋ abee Krisitabiisi hʋ buloŋ aa we doŋ, abee ba sɩlaala buloŋ, lɔllɩ ba, aŋ kaŋ ba nɩhɔrɩ weliŋ. Ɛɛ tɩyaŋ nɛ, ka ba mɛ basɩ wɩya hʋ buloŋ Wɩɩsɩ aa leŋ ba wuwo yaa, a tɩya ba. 
ACT.15.5	Amɛ nala badɔmɔŋ fa we doŋ, a fa yaa Farasiima aŋ na ko laa Yesu wɩya di. Nyɛ rɛ nala no mɛ sii sɩŋ a basɩ tɩya ba a baa, “Nala hʋ buloŋ aa bɩ yaa Gyuuma, aŋ laa Yesu wɩya di, ʋ maga dɩ ba keri ba pene rɛ, aŋ kɩ tɩŋ wɩya hʋ Moosi fa aa bine dɩ á kɩ tɩŋa hʋ.”
ACT.15.6	Yesu kpambɩsɩ hʋ bee Krisitabiisi nɩhɩyasɩ bɩl laŋŋɩ dɩ ba vʋʋlɩ kyɛ wɩɩ no sii. 
ACT.15.7	Ba gyɩ hɔŋ kaŋ wɩɩ hʋ tarɩ pɩɩsɩ rɛ weliŋ. Ɛɛ rɛ Piita sii sɩŋ aŋ baa, “Ŋ naabalɩya, ma gyɩma anɩɩ faafaa buloŋ nɛ Wɩɩsɩ lɩɩ ŋ ma tɩyaŋ, dɩ ŋ mʋ basɩ Wɩɩsɩ wɩweliye hʋ a kɩ tɩya nala hʋ aa bɩ yaa Gyuuma dɩ ba mɛ wuwo nɩɩ, a ko laa Yesu wɩya di. 
ACT.15.8	Wɩɩsɩ gyɩŋ nihuwobiŋ buloŋ tɩya rɛ. Ɛɛ rɛ Wɩɩsɩ kpa ʋ Wiyesi Welii hʋ we ba tɩyaŋ anɩɩ ʋ fa aa kpaa we á tɩyaŋ gɛɛ. Ɛɛ daga anɩɩ Wɩɩsɩ laa ba mɛ ta rɛ. 
ACT.15.9	Ʋ bɩ kaŋ á nala hʋ aa yaa Gyuuma abee nala hʋ aa bɩ yaa Gyuuma kɩ porigi. Nala hʋ mɛ aa bɩ yaa Gyuuma mɛ laa Yesu wɩya di rɛ, ɛɛ rɛ tɩŋ Wɩɩsɩ kpa ba wɩbɔmɔ mɛ kyɛ ba gɛɛ. 
ACT.15.10	Bee rɛ tɩŋ ma kpa kyʋgɩbal no a kɩ kyʋgɩ nala hʋ aa bɩ yaa Gyuuma aŋ laa Yesu wɩya di. Wɩɩsɩ daa ma kɩ magɩsɩ gɛɛ? Beewɩya, á bee á naabaala buloŋ fa bɩ wuwo kyʋŋ kyʋga no. 
ACT.15.11	Ŋmanɩɩ tuwo dɩ ma yaa gɛɛ! Á laa di rɛ anɩɩ á Tɩɩna Yesu dʋŋ lahɔrʋmɔ tɩyaŋ nɛ Wɩɩsɩ sɩ laa á buloŋ ta anɩɩ ʋ aa laa ba ta gɛɛ.”
ACT.15.12	Piita aa basɩ gɛɛ ko teŋ, nala hʋ buloŋ fa aa laŋŋa doŋ yaa sɩrɩtɩtɩ, aŋ kɩ gyegili wɩya hʋ Banabaasɩ bee Pɔɔl mɛ aa basɩ. Ɛɛ rɛ ba mɛ kpa wɩmagɩla hʋ bee wɩkperiye hʋ buloŋ Wɩɩsɩ aa leŋ ba wuwo yaa nala hʋ aa bɩ yaa Gyuuma tɩyaŋ, a basɩ tɩya ba. 
ACT.15.13	Ba aa basɩ wɩya no buloŋ ko teŋ, Gyemsi mɛ sii sɩŋ a baa, “Ŋ naabalɩya, ma gyegili nɩɩ daha. 
ACT.15.14	Siimɔŋ Piita ha yaŋ basɩ tɩya ma rɛ ɛɛ hʋ Wɩɩsɩ aa laa sɩya kyo nala hʋ aa bɩ yaa Gyuuma, a lɩɩ nala ba tɩyaŋ dɩ ba yaa ʋ nala. 
ACT.15.15	Wɩɩsɩ tɩŋdaala mɛ fa laa sɩya basɩ wɩɩ no rɛ Wɩɩsɩ teŋ tɩyaŋ. Ba baa dɩ Wɩɩsɩ basɩ baa,
ACT.15.16	‘Nyɛ hal tɩyaŋ, ŋ sɩ mɩɩgɩ ko saa Deviti dɩya hʋ aa tele. Ŋ sɩ marɩ saa ʋ dɩ ʋ sɩŋ weliŋ.
ACT.15.17	Ŋ sɩ yaa gɛɛ dɩ dʋnɩya nɩkaalɩya mɛ ko kyɛ Wɩɩsɩ a kɩ tɩŋa ʋ. Nala hʋ mɛ ŋ aa lɩya, nala hʋ aa bɩ yaa Gyuuma tɩyaŋ dɩ ba yaa ŋ nala ba mɛ sɩ ko kyɛ ŋ a tɩŋa ŋ.
ACT.15.18	Faafaa buloŋ nɛ Wɩɩsɩ basɩ wɩɩ no dɩ nala gyɩma.’
ACT.15.19	Ɛɛ rɛ Gyemsi bɩl basɩ baa, Ɛɛwɩya, ŋ kɛ aa naa wɩɩ rɛ nyɛ: Ʋ bɩ maga dɩ á kɩ dɔŋ nala hʋ aa bɩ yaa Gyuuma aŋ mɩɩgɩ ko kɩ tɩŋ Wɩɩsɩ ŋmanɩɩ. 
ACT.15.20	Amɛ ma leŋ dɩ á sabɩ teŋ tɩya ba, a basɩ tɩya ba dɩ ba ta bɩl kɩ dii vʋga kɩna, ka dɩ ba leŋ sɔŋsɔŋ, aŋ ta kɩ kyaŋ kɩŋ aa sʋba pimmiliŋ, a ta kɩ kyaŋ pʋsɩ kyal mɛ. 
ACT.15.21	Beewɩya wɩya hʋ buloŋ Moosi fa aa bine dɩ á kɩ tɩŋa a ta kaŋ bisiŋ, ba aa rɛ ba kpa daga ma faafaa buloŋ, a kaŋ kɩ ko gyɩnaŋ. Wɩya no mɛ buloŋ nɛ ba yaŋ aa karɩmɩ wɩɩkyʋwaldɩɩsɩ tɩyaŋ kyɛwiyesii hʋ kyɛɛ kɛ buloŋ tɔɔ tɔɔ buloŋ tɩyaŋ.”
ACT.15.22	Nyɛ rɛ Yesu kpambɩsɩ hʋ abee nɩhɩyasɩ hʋ abee Krisitabiisi hʋ aa we Gyerusalɛm tɩyaŋ, ba buloŋ gyɩ vʋʋla rɛ a lɩɩ nala ba tɩyaŋ, a tɩŋ ba dɩ ba bee Pɔɔl abee Banabaasɩ mʋ Aŋtiyɔki. Ba gyɩ lɩɩ Gyudasɩ rɛ (ʋ feŋ dɩgɩ mɛ rɛ fa yaa Basabaasɩ) abee Silaasi. Baala no balɩya mɛ fa yaa sɩlaala rɛ Krisitabiisi hʋ tɩyaŋ. 
ACT.15.23	Ba kpa teŋ hʋ tɩŋ ba. Nyɛ rɛ ba gyɩ sabɩ we teŋ hʋ tɩyaŋ, “Ma nɩmmabalɩya Yesu kpambɩsɩ abee Krisitabiisi nɩhɩyasɩ rɛ sabɩ teŋ no a kɩ tɩya Krisitabiisi hʋ buloŋ aa bɩ yaa Gyuuma, a we Aŋtiyɔki tɩyaŋ, abee Siiriya paalʋʋ tɩyaŋ, abee Silisɩya paalʋʋ tɩyaŋ. Á aa kyʋwalɩ ma buloŋ! 
ACT.15.24	Á nɩya anɩɩ á nala badɔmɔŋ ko ma lee rɛ, a kɩ dɔŋ ma, a kaŋ ma hakɩllɩ kɩ vʋgɩmɩ. Ka á mɛ daa tɩya ba ɛɛ ŋmanɩɩ. 
ACT.15.25	Ɛɛwɩya, á mɛ laŋŋa rɛ, a vʋʋlɩ. Á naa dɩ ʋ yaa wɩwelii rɛ a tɩya ma, dɩ á lɩɩ nala a tɩŋ ba ma lee. Ba bee á kyaŋsɩ Banabaasɩ bee Pɔɔl lɛ sɩ ko. 
ACT.15.26	Baala no balɩya kpaa ba mɩɩbol yɔbɔ sʋʋ rɛ ba aa tuŋ á Tɩɩna Yesu Krisita tʋma wɩya. 
ACT.15.27	Ɛɛwɩya, Gyudasɩ abee Silaasi rɛ á tɩma dɩ ba ko ma lee. Wɩya hʋ á aa saba kɩ tɩya ma, ba tɩɩ rɛ ba mɛ sɩ kaŋ nyʋwa basɩ tɩya ma. 
ACT.15.28	Á bee Wɩɩsɩ Wiyesi Welii hʋ buloŋ yaa nyʋʋdɩgɩ rɛ anɩɩ á bɩ sɩ kpa kyʋgɩ yohii buloŋ kyʋgɩ ma. Amɛ ʋ maga dɩ ma tɩŋa sɩŋsɩ no baŋmana á aa daga ma rɛ. Ba aa rɛ nyɛ: 
ACT.15.29	Ma ta kɩ dii vʋga kɩna, ma ta kɩ kyaŋ kyal, ma ta kɩ kyaŋ kɩŋ buloŋ aa sʋba pimmiliŋ, a ta bɩl kɩ sɔnnɔ mɛ. Dɩ mamaa rɛ wuwo lɩɩ ma tɩɩ wɩya no tɩyaŋ, ma hɔnɩɩ sɩ weliye. Ma hɔŋ weliŋ.”
ACT.15.30	Nyɛ rɛ ba ta nala hʋ ba aa lɩya, ba sii kpa mʋ Aŋtiyɔki. Ba aa mʋʋ doŋ, ba yɩrɩ Krisitabiisi hʋ buloŋ aa we doŋ ko laŋŋɩ, a kpa teŋ hʋ tɩya ba. 
ACT.15.31	Ba aa karɩma teŋ hʋ, wɩya hʋ buloŋ ba aa saba yaa ba teŋfɩyɛlʋʋ rɛ. Ba tenni buloŋ polli. 
ACT.15.32	Gyudasɩ bee Silaasi fa yaa Wɩɩsɩ tɩŋdaala rɛ. Ba gyɩ basɩ wɩya rɛ yʋga a tɩya nala hʋ. Ba wɩbasɩɩ hʋ leŋ nala hʋ tenni marɩ polli, ba marɩ kaŋ ba Wɩɩsɩ tɩŋɩɩ hʋ weliŋ. 
ACT.15.33	Gyudasɩ bee Silaasi gyɩ pɩɩsa mʋhʋ rɛ Aŋtiyɔki tɩyaŋ. Nyɛ rɛ Krisitabiisi hʋ aa we Aŋtiyɔki tɩyaŋ sii ta ba, ba mɩɩgɩ mʋ Gyerusalɛm abee laaŋfɩya. 
ACT.15.34	[Amɛ Silaasi kɛ gyɩ mɩɩgɩ hɔŋ Aŋtiyɔki tɩyaŋ nɛ.] 
ACT.15.35	Pɔɔl bee Banabaasɩ mɛ gyɩ mɩɩgɩ ka Aŋtiyɔki tɩyaŋ nɛ, a yaa peŋsi baŋmana. Nɩgyamaa gyɩ pɛɛ ba tɩyaŋ nɛ, ba gyɩ basɩ á Tɩɩna Yesu wɩya, aŋ pɛ kɩ daga ba mɛ.
ACT.15.36	Saŋa kɩdɩgɩ aa ko pele, Pɔɔl basɩ tɩya Banabaasɩ a baa, “Leŋ dɩ á mɩɩgɩ mʋ tɔnɩ hʋ buloŋ á aa laa sɩya mʋ basɩ Wɩɩsɩ wɩya, a na Krisitabiisi hʋ aa we doŋ, ka dɩ á na ɛɛ hʋ ba hɔnɩɩ aa kɩya.” 
ACT.15.37	Banabaasɩ gyɩ aa kyɛ dɩ ʋ kaŋ Gyɔɔŋ Maakɩ tɩŋ ba hal mʋ rɛ. 
ACT.15.38	Ɛɛ rɛ Pɔɔl baa dɩ ʋ bɩ maga dɩ ba bɩl kana ʋ pɛ ba tɩyaŋ, dɩ beewɩya ba beel-ʋ rɛ gyɩ laa sɩya lɩɩ dɩ ba gɔllɩ basɩ Wɩɩsɩ wɩya. Dɩ ɛɛ rɛ ba mʋ pele Pamfilɩya, ʋ vɩya ba ta doŋ aŋ mɩɩgɩ fá. 
ACT.15.39	Ɛɛ rɛ Pɔɔl bee Banabaasɩ gyɩ kaŋ wɩɩ hʋ kpa dɔmɔŋ kɩŋkaŋ, akuu gɛɛ wɩya porigi dɔmɔŋ. Nyɛ rɛ Banabaasɩ kaŋ Gyɔɔŋ Maakɩ, ba mʋ gyʋʋ nɩɩduworiboribal, a duwori mʋ Saapʋrɔsɩ. 
ACT.15.40	Ka Pɔɔl mɛ lɩɩ Silaasi, ʋ beel-ʋ mɛ mʋ. Krisitabiisi hʋ gyɩ sʋla Wɩɩsɩ tɩya ba rɛ, a kpa ba we Wɩɩsɩ nosi tɩyaŋ dɩ ʋ kɩ deŋ ba. 
ACT.15.41	Nyɛ rɛ ba mʋ tɩŋ Siiriya bee Silisɩya paalʋʋ, a marɩ basɩ Wɩɩsɩ wɩya tɩya Krisitabiisi hʋ aa we doŋ tɩyaŋ, dɩ ba marɩ sɩŋ ba laadii hʋ tɩyaŋ weliŋ.
ACT.16.1	Nyɛ rɛ Pɔɔl sii mʋ Dɛɛbi, a lɩɩ doŋ a kpa mʋ Lisitira. Lisitira tɩyaŋ, ʋ na Yesu hatɩnnɩ kɩdɩgɩ aa we doŋ ba kɩ yɩrɩ Timoti. Timoti nɩɩna fa yaa Gyuu rɛ, a mɛ fa laa Yesu wɩya di, aŋka ʋ kuwo kɛ fa yaa Giriki tɩɩna. 
ACT.16.2	Krisitabiisi aa we Liisira abee Ikoniya buloŋ tɩyaŋ fa aa bigisi Timoti rɛ weliŋ. 
ACT.16.3	Pɔɔl gyɩ aa kyɛ dɩ ʋ kaŋ Timoti tɩŋa ʋ hal lɛ. Ɛɛ rɛ tɩŋ ʋ gyɩ leŋ ba keri Timoti peŋ. Beewɩya Gyuuma hʋ buloŋ aa we doŋ paalʋʋ tɩyaŋ gyɩ gyɩma rɛ anɩɩ Timoti bɩ keri ʋ peŋ, beewɩya ʋ kuwo gyɩ yaa Giriki tɩɩna rɛ, ka Giriki tɩmma mɛ bee keri ba biisi pene. 
ACT.16.4	Saŋa hʋ ba aa mʋ tɔnɩ no buloŋ, ba gyɩ basɩ wɩya tɩya Krisitabiisi hʋ aa we doŋ ma tɩyaŋ nɛ. Wɩya hʋ Yesu kpambɩsɩ hʋ abee Krisitabiisi nɩhɩyasɩ aa we Gyerusalɛm tɩyaŋ aa biŋ tɩya ba dɩ ba kɩ tɩŋa, ba aa rɛ ba basɩ tɩya ba. 
ACT.16.5	Nyɛ rɛ Krisitabiisi hʋ buloŋ aa we doŋ marɩ laa Yesu wɩya di weliŋ, aŋ marɩ wala kɩ pɛ kyɛɛ bee ʋ nyʋwa buloŋ.
ACT.16.6	Pɔɔl bee ʋ dɔŋtɩŋsɩ hʋ gyɩ gɔllɔ rɛ weliŋ, a tɩŋ Firigyiya bee Galetiya paalʋʋ, beewɩya Wɩɩsɩ Wiyesi Welii hʋ gyɩ bɩ tɩya ba ŋmanɩɩ dɩ ba basɩ Wɩɩsɩ wɩya Esɩya paalʋʋ tɩyaŋ. 
ACT.16.7	Ɛɛ rɛ ba vala gɛɛ, a mʋ kpaga Maasɩya paalʋʋ. Doŋ tɩyaŋ nɛ ba lʋga dɩ ba fa tɩŋ Bitiiniya paalʋʋ mʋ, amɛ Yesu Wiyesi Welii hʋ gyɩ bɩ tɩya ba ŋmanɩɩ. 
ACT.16.8	Nyɛ rɛ ba tɩŋ Maasɩya paalʋʋ a mʋ pele Turowasɩ. 
ACT.16.9	Ʋ tebine, Pɔɔl na anɩɩ ʋ aa duwosi, a na dɩ baal kɩdɩgɩ lɩɩ Masidooniya paalʋʋ, a ko sɩŋ ʋ sɩya tɩyaŋ, a kɩ sʋla ʋ, a baa, “Ko kyiyeli ma Masidooniya paalʋʋ tɩyaŋ.” 
ACT.16.10	Pɔɔl aa naa gɛɛ ko teŋ, á beel-ʋ yaa siri dɩ á mʋ Masidooniya paalʋʋ, beewɩya á naa anɩɩ Wɩɩsɩ rɛ kɔnɩ daga ma baa dɩ á mʋ basɩ Wɩɩsɩ wɩweliye hʋ a tɩya nala hʋ aa we doŋ tɩyaŋ.
ACT.16.11	Nyɛ rɛ á bɩl sii doŋ a kpa mʋ gyʋʋ nɩɩduworiboribal, a duwori kyol a kpa mʋ Samotiresi. Ʋ sɩgballɩya á bɩl sii kpa mʋ Niyapoli. 
ACT.16.12	Á bɩl lɩɩ doŋ a vala mʋ Filipi. Doŋ fa yaa tɔbal lɛ a we Masidooniya paalʋʋ logiŋ kɩdɩgɩ tɩyaŋ. Roma kuwori rɛ fa ta tɩŋ doŋ taŋha buloŋ. Ɛɛ rɛ á gyɩ bɩl hɔŋ doŋ mɛ kyɛyɛ baŋmana. 
ACT.16.13	Kyɛwiyesii hʋ kyɛɛ gyɩ pele ma doŋ nɛ. Ɛɛ rɛ á gyɩ lɩɩ bee hʋ tɩyaŋ, a tuu mʋ fuwo hʋ nyʋwa. Á fa bɩɩna á sɩ na Wɩɩsɩ lɩkyʋwalɩɩ rɛ doŋ. Nyɛ rɛ á mʋ hɔŋ doŋ, a basɩ Wɩɩsɩ wɩya kɩ tɩya haana hʋ fa aa laŋŋa doŋ dɩ ba kyʋwalɩ Wɩɩsɩ. 
ACT.16.14	Haana hʋ gyɩ aa gyegili nɩɩ wɩya hʋ á aa basɩ, ba kɩdɩgɩ feŋ nɛ gyɩ yaa Liidiya. Ʋ gyɩ lɩɩ Tiyatira rɛ. Ʋ fa aa yallɩ gannɩ rɛ, aŋ fa kɩ kyʋwalɩ Wɩɩsɩ mɛ. Ɛɛ rɛ Wɩɩsɩ gyɩ suri ʋ dɩgɩna abee ʋ hakɩla, ʋ gyegili nɩɩ wɩya hʋ buloŋ Pɔɔl fa aa basɩ, a laa ba buloŋ mɛ di. 
ACT.16.15	Doŋ tɩyaŋ nɛ ba fo ʋ bee ʋ dɩya nala buloŋ wɩɩkyʋwalnɩɩ. Ɛɛ rɛ ka haaŋ hʋ sʋl ma a baa, “Dɩ mamaa rɛ laa di anɩɩ ŋ kɔnɩ laa Yesu wɩya di rɛ, ma ko gyʋʋ ŋ dɩya.” Ʋ gyɩ sʋl ma rɛ weliŋ abee sɩfɩyasɩ ka á na mʋ gyʋʋ ʋ dɩya.
ACT.16.16	Nyɛ rɛ kyɛɛ kɩdɩgɩ, á bɩl kɩ mʋ Wɩɩsɩ lɩkyʋwalɩɩ. Ɛɛ rɛ haŋtolibiye kɩdɩgɩ aa yaa yoŋ ko kyem-ma. Gyɩŋsɩ rɛ gyɩ kana ʋ, ʋ vʋga kɩ tɩya nala. Ʋ vʋgʋ hʋ fa leŋ ʋ tɩmma kɩ na molbiye rɛ weliŋ. 
ACT.16.17	Nyɛ rɛ ʋ kɩ tɩŋ á bee Pɔɔl hal, aŋ kyɩɩrɩ kɩ basɩ, “Nala no yaa Wɩɩbal hʋ aa tee kɩŋ buloŋ tʋŋtʋnna rɛ. Ɛɛ hʋ ma aa sɩ yaa dɩ Wɩɩsɩ laa ma ta rɛ ba kɩ basɩ gɛɛ.” 
ACT.16.18	Nyɛ rɛ haŋtolibiye no aa kɩ yaa kyɛɛ bee ʋ nyʋwa buloŋ. Ɛɛ rɛ Pɔɔl baaŋ ko sii, ʋ mɩɩgɩ bɩrɩmɩ kyaasɩ haŋtolibiye hʋ aŋ basɩ tɩya gyɩna hʋ a baa, “Yesu Krisita feŋ tɩyaŋ nɛ ŋ kɩ basɩ nyɛ, lɩɩ haŋtolibiye hʋ tɩyaŋ.” Ɛɛ rɛ gyɩna hʋ lɩɩ haŋtolibiye hʋ tɩyaŋ haŋ lagɩlagɩbiye hʋ. 
ACT.16.19	Haŋtolibiye hʋ tɩmma aa na dɩ ba bɩl bee na molbiye, ba sii kaŋ Pɔɔl bee Silaasi tarɩ mʋ ba bee hɩyarɩ sɩya. 
ACT.16.20	Nyɛ rɛ ba kaŋ ba mʋ ba Roma nɩhɩyasɩ sɩya, a basɩ tɩya ba a baa, “Nala no yaa Gyuuma rɛ aŋ ko kaŋ á bee buloŋ kɩ dɔŋ. 
ACT.16.21	Ba aa daga ma rɛ dɩ á kɩ yaa wɩya hʋ á Roma tɩmma aa sɩŋ, ka á mɛ bɩ sɩ laa nyʋwa yaa ba, beewɩya á mɛ yaa Roma tɩmma rɛ.” 
ACT.16.22	Haŋ nɩgyamaa hʋ buloŋ fa aa laŋŋa sii pɛ ba nɩhɩyasɩ hʋ tɩyaŋ ba kaŋ Pɔɔl bee Silaasi. Nyɛ rɛ Roma tɩmma nɩhɩyasɩ hʋ leŋ ba kaŋ Pɔɔl bee Silaasi gannɩ wuri, aŋ leŋ ba vɩɩrɩ ba kɩŋkaŋ. 
ACT.16.23	Ba fa aa vɩɩrɩ ba ko teŋ, ba kaŋ ba tɔ dɩya tɩyaŋ, aŋ basɩ tɩya nɩtɔdɩya didenni hʋ dɩ ʋ tɔ ba weliŋ dɩ ba ta ko wuwo lɩɩ. 
ACT.16.24	Ʋ mɛ nɩɩ ba nyʋwa hʋ, a kaŋ Pɔɔl bee Silaasi gallɩ gyʋʋ sɩya dɩya hʋ, a kaŋ ba naasɩ balɩya balɩya buloŋ we kuliye.
ACT.16.25	Anɩɩ ʋ tekere saŋa gɛɛ, Pɔɔl bee Silaasi sii kɩ kyʋwalɩ Wɩɩsɩ, a yɩɩ yɩɩla kɩ dannɩ Wɩɩsɩ. Nala hʋ aa we nɩtɔdɩya hʋ tɩyaŋ mɛ gyegili kɩ nɩɩ. 
ACT.16.26	Ɛɛ rɛ taŋha buloŋ pirigi gyigili, aŋ kaŋ nɩtɔdɩya hʋ mɛ gyigisi. Borisi hʋ buloŋ suri suri. Nala buloŋ kuliye mɛ lɩɩ tele tele ba naasɩ tɩyaŋ. 
ACT.16.27	Nal hʋ aa deŋ nɩtɔdɩya hʋ hirigi sii doo sɩya tɩyaŋ, a na dɩ nɩtɔdɩya hʋ borisi buloŋ suro. Ʋ kɛ fa liise anɩɩ nala hʋ buloŋ ba aa kaŋ tɔ dɩya hʋ tɩyaŋ lɩɩ fá mʋ rɛ gɛɛ. Ɛɛ rɛ ʋ lɩɩ ʋ takoobii dɩ ʋ kpʋ ʋ tɩɩ. 
ACT.16.28	Ɛɛ rɛ Pɔɔl nɔsɩ ʋ a baa, “Ta kpʋ ɩ tɩɩ. Á buloŋ nɛ we doŋ.” 
ACT.16.29	Nal hʋ aa deŋ nɩtɔdɩya hʋ leŋ ba kaŋ fɩŋtɩna ko. Ʋ laa fá gyʋʋ, a tuu tele Pɔɔl bee Silaasi naasɩ tɩyaŋ, a kɩ kyele. 
ACT.16.30	Ʋ kaŋ ba lɩɩ pɩyɛsɩ ba a baa, “Ŋ kyaŋsɩ, ɛɛ rɛ ŋ sɩ yaa dɩ Wɩɩsɩ laa ŋ ta?” 
ACT.16.31	Ɛɛ rɛ ba basɩ tɩya ʋ a baa, “Laa á Tɩɩna Yesu wɩya di, dɩ Wɩɩsɩ mɛ laa ɩ bee ɩ dɩya nala buloŋ ta.” 
ACT.16.32	Ɛɛ rɛ ba basɩ á Tɩɩna Yesu wɩya tɩya ʋ bee ʋ dɩya nala buloŋ. 
ACT.16.33	Haŋ tebine hʋ tɩɩ rɛ nal hʋ aa deŋ nɩtɔdɩya hʋ kaŋ ba a sasɩ ba teŋ dʋgʋlɩya, ka ba fo ʋ bee ʋ dɩya nala buloŋ wɩɩkyʋwalnɩɩ. 
ACT.16.34	Nal hʋ aa deŋ nɩtɔdɩya hʋ kaŋ Pɔɔl abee Silaasi, a mʋ ʋ dɩya, a tɩya ba kɩdiiliye ba di. Ka ʋ bee ʋ dɩya nala buloŋ tenni fɩyɛlɩ abee ba aa wuwo laa Wɩɩsɩ wɩya di.
ACT.16.35	Ʋ sɩya aa gballa, Roma nɩhɩyasɩ hʋ tɩŋ porisi nɩhɩyasɩ dɩ ba mʋ basɩ tɩya nal hʋ aa deŋ nɩtɔdɩya hʋ dɩ ʋ lɩɩ Pɔɔl bee Silaasi ta dɩ ba kɩ mʋ. 
ACT.16.36	Nyɛ rɛ nal hʋ aa deŋ nɩtɔdɩya hʋ basɩ tɩya Pɔɔl baa dɩ Roma nɩhɩyasɩ hʋ tɩma rɛ dɩ ba basɩ tɩya ʋ dɩ ʋ lɩɩ ʋ bee Silaasi ta. Ɛɛ wɩya dɩ ba sii kɩ mʋ abee laaŋfɩya. 
ACT.16.37	Nyɛ rɛ Pɔɔl basɩ tɩya porisi nɩhɩyasɩ hʋ a baa, “Ba vɩɩrɩ ma rɛ nala sɩya tɩyaŋ, aŋ bɩ daga á wɩkyogii, aŋka á mɛ yaa Roma tɩmma, aŋka ba ha kaŋ ma tɔ dɩya tɩyaŋ. Ka nyɛ kɛ, ba kɩ kyɛ dɩ ba lʋwɔlɩ lɩɩ ma ta. Aayɩ, á bee laa! Ʋ maga dɩ Roma nɩhɩyasɩ hʋ tɩɩ rɛ ko daha, a lɩɩ ma.” 
ACT.16.38	Ɛɛ rɛ porisi nɩhɩyasɩ hʋ mʋ basɩ tɩya Roma nɩhɩyasɩ hʋ anɩɩ Pɔɔl bee Silaasi mɛ yaa Roma tɩmma rɛ. Ba aa nɩɩ gɛɛ, kambɩŋ kaŋ ba. 
ACT.16.39	Nyɛ rɛ ba sii mʋ sʋla ba anɩɩ ba kyogo rɛ, aŋ lɩɩ ba nɩtɔdɩya hʋ tɩyaŋ, aŋ basɩ tɩya ba dɩ ba lɩɩ ba bee hʋ tɩyaŋ. 
