MAT.1.1	Nde nguinu scua nii ta nten 'in Jesucristo, sñe' ta nten 'in Davi, cui' sñe' ta nten 'in Abraham. 
ACT.2.4	Nchgaa jun mtsa'an yu'hui Espíritu nu Luhui 'in Ndiose 'in jun, lo' mdyisnan ycui' jun scasca loo cha' nu si'i 'a cha' nu nchcui' ca jun, cui' tsaña'an mxiycui' Espíritu 'in jun. 
ACT.2.5	Lo' Jerusalén can' mdiyaa qui'an 'a ne' judio nu mdo'o scasca quichen tnu si'yana cu'ni ne' ta'a can'. 
ACT.2.6	Qui'an 'a nten mdyisnan nguio' ti'in se'en ngune can', a ngujlyo 'a ti' ne' ñi lyijyi cha' ti' quiñan ti' ne' si'yana cunda scaa ne' ngune 'in ne' ña'an nchcui' jun lo'o cha' nu nchcui' ca ne'. 
ACT.2.7	Lyee 'a yuhue ti' ne' lo' nchcui' ne' scasca ne': ¿Ta si'i ne' Galilea ca lca nchgaa nu ndi'in nchcui' cha' re? 
ACT.2.8	¿Ña'an ta ne 'in na cunda scaa na cha' nu nchcui' ne' lo'o cha' nu nchcui' ca na ti' xa ngula na? 
ACT.2.9	Lo'o ne' Partia ndi'in ne' re lo'o na, lo'o ne' Media, lo'o ne' Elam, ne' mdo'o quichen Mesopotamia, ne' mdo'o se'en lca Judea, ne' mdo'o Capadocia, lo'o ne' Ponto, lo'o ne' nu mdo'o se'en lyi'ya loo Asia, 
ACT.2.10	ne' Frigia, ne' Panfilia, lo'o ne' Egipto, lo'o ne' Africa nu mdo'o nde loo la quichen Cirene, lo' ndi'in ne' Roma lo'o na re, nu lca ycui' ca ne' judio, a cunta lo'o ne' nu ntsu'hui ña'an cha' nu cua' ntsu'hui na, 
ACT.2.11	lo'o ne' Creta lo'o ne' Arabia ndi'in ne' re, cunda scaa cha' nu nchcui' na, ne 'in na ña'an nchcui' ne' re cha' tsu'hue 'in Ndiose. 
ACT.2.12	Nchgaa ne' can' ndi'in yuhue ti' ne', a jlyo 'a ti' ne' ñi lyijyi cha' ti' quiñan ti' ne', lo' scasca ne' ñicha' ta'a ne': ¿Ñi cha' ta nchca ti' chcui' cha' nu nchca re? 
ACT.2.13	Una ntsu'hui nu nde nstyi lyi'o 'in yu, lo' nchcui' ne': Na cu'hui yu re.
ACT.2.14	Xacan' mdyiton yu Tyo lo'o ta'a tixca yu ta'a mda'an Jesús, lo' mdyisnan ycui' cueen yu lo'o nten can': Nchgaa 'un, ta'a lca na ne' judio, 'un nu ndi'in Jerusalén re, ca jlyo ti' um lo' quine 'in um cha' nu chcuin' lo'o um. 
ACT.2.15	Yu nu ndi'in re si'i na cu'hui yu ña'an nu 'un ñan ti' um, lo' na tca ntsu'hui ti braa cua' caa tlya. 
ACT.2.16	Cui' ca nu nchca ña'an cha' nu mxiycui' Ndiose 'in yu Joel, lo' nchcui' na: 
ACT.2.17	—Ndeña'an ntsu'hui cha' cu'nin, juin Ndiose, xa tsatii cha' nu nchca loo chendyu re: Cu'nin cha' cha'an yu'hui nchgaa nten lo'o Espíritu 'ñan, xiycuin' 'in sñe' um, yu tsa suhue ti ña'an xñii yu cha' nu ntsu'hui cha' ca, cui' cuaña'an yu cula chcui' sla yu cha' can'. 
ACT.2.18	Nu cha' ñi s'ni, cu'nin cha' cha'an yu'hui Espíritu 'ñan 'in nguso 'ñan, yu qui'yu lo'o nu cuna'an chcui' can' cha' tsu'hue 'ñan lo'o nten. 
ACT.2.19	Nan' cu'nin cha' nu tnu nde ni' cuaan lo'o loo chendyu re: Ntsu'hui cha' quilo tne, ntsu'hui cha' squin quii' nu tnu, lo' xtyi sñi ti quinu ti'in xacan'. 
ACT.2.20	Cucha ntsu'hui cha' tyuhui' na, lo' coo' chca nga'á na ña'an nchca ti' tne. Tsato'o cha' re xa ti' lyijyi cu'ni cuiya' ñi nu lca X'nan um cha' 'in nten chendyu, cui' tsaan nu cu'nin sca cha' nu tlyu xa ca chcan' loo cha' cuiya' 'ñan. 
ACT.2.21	Nchgaa nu tsa qui'an ti' si'yana lcan X'nan, can' nu tyi'o laa—. 
ACT.2.22	'Un ne' Israel, quine 'in um cha' nu chcuin': Cua' jlyo ti' um si'yana Jesús Nazaret, lo'o cha' cuiya' nu mdaa Ndiose 'in ñi qui'an 'a cha' nu tnu m'ni ñi tloo na'an um, lo' ncua cuiya' ti' um si'yana Ndiose ngulohui 'in ñi. 
ACT.2.23	Una si'ya cha' nu cua' mdi'in tyaa Ndiose cua' s'ni yato'o nguinu Jesús tuyaa' um, lo' mdyaa um cunta 'in ñi 'in ne' nducun' lo' yjui ne' 'in ñi loo cusi, 
ACT.2.24	una Ndiose m'ni ñi cha' mdyiqui'o Jesús, ngulyoo ñi 'in can' se'en ndijin ne' nu ti'i, a ncua 'in cha' ndyija can' xñi su'hua yaa' 'in ñi. 
ACT.2.25	Si'yana ndeña'an ngua'an scua Davi cha' 'in ñi: —Nchgaa xaa ndi'in Ñi X'nan na lo'on, a sca cha' ntsu'hui cha' cutsen si'yana ndon ñi tso' cueen 'ñan. 
ACT.2.26	Can' cha' tsu'hue ntsu'hui tiqueen, nducui tin' nchcuin' cha' re, a ndyuhue tin' xa ntsu'hui cha' cajan, 
ACT.2.27	si'yana a xnu su'hua um cusya 'ñan yaa' cha' ndyija, ñi a taa um ya' cutso' ti'in cunan', nan' nu lca Sñe' um nu luhui lati. 
ACT.2.28	Ngulo'o um sca tucueen nu taa chendyu 'ñan, cui' um cu'ni um cha' ca tsu'hue lca tiqueen la tloo um—. 
ACT.2.29	'Un nu ndi'in re, nchca tin' chcuin' la ya' lo'o um cha' 'in Davi nu ncua nten cula 'in na, ña'an ngujui yu lo' mtsi' yu, lo' hasta cua' ñii jlyo ti' na la mtsi' yu. 
ACT.2.30	Ncua yu sca nu mxiycui' Ndiose 'in, cui' ñi mdi'in tyaa tla ñi cha' re lo'o yu, ngujlyo tsu'hue ti' yu si'yana loo ta nten 'in yu ntsu'hui cha' caan Cristo nu ntsu'hui cha' culo ca tñan 'in na, 
ACT.2.31	ti' xacan' cua' na'an Davi ña'an mdyiqui'o Cristo, can' cha' juin yu si'yana a nguinu yu'hui cusya 'in ñi yaa' cha' ndyija, ñi a ytso' ti'in cunan' ñi. 
ACT.2.32	Cui' ñi nu lca Jesús m'ni Ndiose cha' mdyiqui'o, lo' nchgaa hua ndaa hua suun si'yana cuaña'an yato'o. 
ACT.2.33	Xacan' mchcuan ñi sca cha' cuiya' nu tlyu nde tso' cueen 'in Ndiose, a cunta mchcuan ñi Espíritu nu cua' mdi'in tyaa Sti ñi cha' cha'an yu'hui ni' cusya 'in na, cui' cha' nu na'an tloo um cua' ñii lo' ne 'in um. 
ACT.2.34	Si'yana yu Davi a nchca scuen yu nde ni' cuaan xa nu juin yu: —Ndiose X'nan na juin ñi lo'o Ñi X'nan: Chcua tso' cueen 'ñan, 
ACT.2.35	lja xicu'nin 'in ta'a cusuun quinu nde tuquiya'—. 
ACT.2.36	Can' cha' cua' ñii, 'un ne' Israel, ca cuiya' ca ti' um si'yana Jesús nu mjyi'in ca'an um 'in loo cusi, Ndiose cua' m'ni ñi cha' lca Ñi X'nan na, lo' lca ñi Cristo. 
ACT.2.37	Cui' xaa ngu'ya sca tu'hua ni' cusya 'in ne' xa ngune 'in ne' cha' can', lo' mñicha' ne' 'in yu Tyo lo'o nchgaa la ña'an ta'a mda'an Jesús: 'Un jun ta'a na, ¿ñi na tca cu'ni hua? 
ACT.2.38	Xacan' mxcuen yu Tyo can': Tyaa ti' um 'in Ndiose lo' chcua tya um lo'o cha' cuiya' 'in Jesucristo si'yana cuten qui'ya nducui um, lo' cha'an yu'hui Espíritu nu Luhui 'in Ndiose 'in um. 
ACT.2.39	Si'yana ntsu'hui cha' qui'ni ca'an cha' tsu'hue re 'in um, lo'o sñe' um, lo'o nchgaa nten nu ndi'in tijyo' loo, nchgaa nu cua' ngulohui Ndiose X'nan na. 
ACT.2.40	Qui'an 'a cha' ti' ycui' la yu Tyo lo'o nten can', mdaa yu cha' tnu tiquee 'in ne', lo' juin yu: Tyi'o tso' um tucueen ngunan' nu nguiaa um. 
ACT.2.41	Yato'o nchgaa nu m'ni cunta cha' nu ycui' yu Tyo can' mducua tya ne', ticui' tsaan can' ndiyaa ne' tsa snan mii ne' nu mchca sca cha' ti 'in ne' lo'o jun. 
ACT.2.42	Tsatlyu ndi'in lo'o jun cha' nu ndlo'o yu ta'a mda'an Jesús, sca cha' ti 'in jun nchcu jun, cui' cuaña'an sca cha' ti 'in jun nchcui' lyi'o jun 'in Ndiose.
ACT.2.43	Yten sca ytsen ni' cusya 'in nchgaa tucui si'ya scasca cha' nu tnu ngui'ni yu ta'a mda'an Jesús. 
ACT.2.44	Nchgaa jun nu cua' ya qui'an ti' 'in ñi, sca cha' ti 'in jun lo'o ta'a jun, lo' tsatlyu ndi'in na 'in jun nchgaa jun. 
ACT.2.45	Ntsu'hui nu yjui' se'en ndlo tñan, ntsu'hui nu yjui' na nu ndi'in 'in, lo' mtsa jun tñi can' cua' ña'aan 'ni cha 'in jun cunda scaa jun. 
ACT.2.46	Sca cha' ti 'in jun ndiyo' ti'in jun nchgaa tsaan ni' lyaa, tsatlyu nchcu jun ña'an 'in cunda scaa jun, tsu'hue ntsu'hui tiquee jun ndi'in jun lo'o suun ña'an, 
ACT.2.47	n'ni tnu jun 'in Ndiose, lo' nten ndi'in quichen can' ndyu'hui cuiya' ti' ne' ña'an ndi'in jun lo'o ta'a jun. Cunda scaa tsaan can' ngui'ni Ñi X'nan na cha' nchca tyun la jun, nchgaa nu ntsu'hui cha' tyi'o laa.
ACT.3.1	Yato'o sca tsaan yu Tyo lo'o yu Xuhua nguiaa yu se'en nducua laa, tsa ntsu'hui braa cua' snan siin xa nchcui' lyi'o ne' 'in Ndiose. 
ACT.3.2	Tulaa nu naan ndyi'ya 'a, nchgaa tsaan ndyi'an lo'o ne' 'in sca yu nu mchcun' quiya' ti' xa ngula, can' nchcua jñan yu tñi 'in ne' nu nguiten can'. 
ACT.3.3	Xa na'an yu si'yana cua' sten yu Tyo lo'o yu Xuhua ni' lyaa, mjñan yu tñi 'in chcuaa yu can'. 
ACT.3.4	Una yu Tyo lo'o yu Xuhua mxina'an tsu'hue ca yu tloo yu can', lo' juin yu 'in: Ña'an um jan ñi. 
ACT.3.5	Xacan' sa 'a yu si'yana cua' xñi yu tñi 'in yu can'. 
ACT.3.6	Una yu Tyo can' juin yu 'in: A lo'o tñi 'ñan, una taan na nu lo'o 'ñan. Lo'o cha' cuiya' 'in Jesucristo Nazaret, tyiton um lo' tyi'an um. 
ACT.3.7	Xacan' msñi yu Tyo can' yaa' yu tso' cueen nu xiton yu 'in, ticui' xaa mchca tsu'hue quiya' yu. 
ACT.3.8	Sca juesa ti mdyiton yu, mdyisnan mda'an yu, yten yu lo'o chcuaa yu can' ni' lyaa, mda'an yu, mdo'o cuaan yu, m'ni tnu yu 'in Ndiose si'yana cua' mchca yu. 
ACT.3.9	Nchgaa ne' na'an ne' ña'an nda'an yu lo' ngui'ni tnu yu 'in Ndiose. 
ACT.3.10	Cui' xaa yu'hui lyoo ne' 'in yu si'yana lca yu nu nchcua njñan tñi can' tulaa nu naan ndyi'ya 'a. Yuhue 'a ti' ne', a cunta ytsen ne' si'ya cha' nu yato'o can'.
ACT.3.11	Yu nu mchca quiya' can' nsñi ton yu 'in yu Tyo lo'o yu Xuhua se'en nu nguia' tucui tulaa nu naan Salomón. Nchgaa ne' msnan ne' mdiyaa ne' se'en ndon yu si'yana lyee yuhue ti' ne'. 
ACT.3.12	Xa na'an yu Tyo si'yana cua' nguio' ti'in nten can', mdyisnan ycui' yu lo'o ne': 'Un ne' Israel, ¿ñi cha' nduhue 'a ti' um cha' re? ¿Ñi cha' nan' 'ya um 'in hua, ta nxque' ti' um si'yana lo'o cha' cuiya' 'in hua, uta lo'o cha' tsu'hue 'in hua mchca yu re? 
ACT.3.13	—Ndiose 'in Abraham, lo'o Isaac, lo'o Jacob, cui' Ndiose 'in nten cula 'in na—, m'ni ñi cha' ycuen cuaan cha' 'in Sñe' ñi nu lca Jesús, ñi nu mdyaa um cunta 'in tuyaa' yu Pilato, ñi nu ncua ti' yu culaa yu, lo' 'un a mslyaa um. 
ACT.3.14	Yato'o mscuan tloo um 'in ñi nu Luhui lati, nu Ñi ndi'in cha' 'in, lo' nde mjñan um cha' lyaa sca yu nu ndujui nten. 
ACT.3.15	Yjui um 'in ñi nu ndaa chendyu 'in na, una Ndiose m'ni ñi cha' mdyiqui'o can', lo' huare' ndaa hua suun cha' re. 
ACT.3.16	Si'ya cha' nu ndiya qui'an ti' hua 'in Jesús mchca yu re, yu nu ndyu'hui lyoo um lo' nan' 'ya um, lo' si'yana ndiya qui'an ti' hua 'in ñi, can' cha' siya' ti m'ni chca ñi 'in yu tloo na'an um. 
ACT.3.17	Una cua' ñii, 'un jun ta'a na, jlyo ti' hua si'yana m'ni um cha' re lo'o cha' tinto tsatlyu lo'o jun nu ndlo tñan 'in um. 
ACT.3.18	Una Ndiose m'ni ñi cha' yato'o cha' re tsaña'an cha' nu cua' mxiycui' ñi 'in nchgaa nguso 'in ñi, si'yana Cristo ntsu'hui cha' tyijyin ñi nu ti'i. 
ACT.3.19	Can' cha' cua' ñii, tyaa ti' um 'in Ndiose si'yana chca qui'ya nducui um, lo' Ñi X'nan na cu'ni ñi cha' xitñan' cusya 'in um, 
ACT.3.20	lo' ca'an tñan ñi 'in Jesucristo, ñi nu cua' mdo'o ton si'yana culo laa 'in um. 
ACT.3.21	Una nta ñi la ni' cuaan lja nu tsato'o nchgaa la ña'an cha' nu cua' mdi'in tyaa Ndiose, tsaña'an cha' nu cua' mxiycui' ñi 'in nchgaa nu ngulohui ñi 'in ti' cua' s'ni. 
ACT.3.22	Si'yana yu Moisé ndeña'an juin yu 'in nten cula 'in na: —Ndiose nu lca X'nan na juin ñi si'yana lja ta'a na ntsu'hui cha' caan sca yu nu xiycui' Ndiose 'in tsaña'an nu nxiycui' Ndiose 'ñan nan', can' nu cu'ni cunta um cha' nu chcui'. 
ACT.3.23	Nchgaa nu a cuan xu'hue cha' nu chcui' can', caja nu culo tso' 'in—. 
ACT.3.24	Cui' cuaña'an nchgaa la ña'an yu nu mxiycui' Ndiose 'in, ti' yu Samuel nu ljyaan nde loo, ticui' cha' re mda'an ycui' yu. 
ACT.3.25	Ncua yu nten cula 'in na, can' cha' ngui'ni ca'an cha' tsu'hue re 'in na, cui' cha' nu mdi'in tyaa Ndiose lo'o nten cula 'in na, lo' ndeña'an juin ñi 'in Abraham: —Loo ta nten 'in ntsu'hui cha' caan sca sñe' nu ljyan lo'o cha' tsu'hue 'in nchgaa nten chendyu—. 
ACT.3.26	¿Ta si'i lja na culo nducua la mxiton Ndiose 'in scati Sñe' ñi nu taa cha' tsu'hue 'in na lo'o um, ña'an ca si'yana xilo'o chon' na qui'ya ngui'ni na cunda scaa na?
ACT.4.1	Lja nchcui' yu lo'o nten can' mdiyaa yu nu ndlo tñan ni' lyaa, tsatlyu lo'o yu nu lca que 'in yu silyiya nu ntsu'hui cuan ni' lyaa can', lo'o ne' saduceo. 
ACT.4.2	Ti'i ti' ne' si'yana ndlo'o yu 'in nten si'yana Jesús cua' mdyiqui'o ñi, lo' si'ya cha' can' nchca cuiya' ti' ne' si'yana ntsu'hui cha' tyiqui'o nu cua' ngujui. 
ACT.4.3	Msñi ne' silyiya 'in chcuaa yu can', msu'hua yu 'in na'an chcuan, lo' si'yana cua' msiin la xca tsaan can' ncua cuiya' cha' 'in yu. 
ACT.4.4	Una qui'an 'a nten nu ngune 'in cha' 'in Ndiose ya qui'an ti' ne' 'in ñi. Tsalca yu qui'yu nu ya qui'an ti' can', ndiyaa yu ca'yu mii yu. 
ACT.4.5	Yato'o xca tsaan can', cui' Jerusalén nguio' ti'in yu nu ndlo tñan ni' lyaa 'in ne' judio, lo'o qui'yu cula, lo'o ne' escriba, 
ACT.4.6	lo'o yu Anás, yu nu ndlo ca tñan ni' lyaa can', lo'o yu Caifás, lo'o sca yu nu naan Xuhua, lo'o yu Jantro, lo'o nchgaa la ña'an nten 'in yu nu ndlo ca tñan ni' lyaa can' nguio' ti'in can'. 
ACT.4.7	Xa nu cua' ndon chcuaa yu can' tloo ne' mñicha' ne' 'in yu: ¿La jui cha' cuiya' re 'in um, lo' ti nu mdaa 'in na lo'o tsaña'an nu m'ni um? 
ACT.4.8	Yu Tyo can' mtsa'an yu'hui Espíritu nu Luhui 'in Ndiose 'in yu, lo' juin yu: 'Un nu ndlo tñan 'in hua, nchgaa 'un nu lca qui'yu cula 'in ne' Israel, 
ACT.4.9	cua' ñii nchca cuiya' cha' 'in hua si'ya cha' tsu'hue nu yato'o 'in yu nu ncua ti'i re, lo' ña'an ncua mchca yu, 
ACT.4.10	can' cha' quitsan' 'in um, lo' ca jlyo ti' 'un ne' Israel, si'yana lo'o cha' cuiya' 'in Jesús Nazaret, ñi nu lca Cristo, ñi nu mjyi'in ca'an um 'in loo cusi lo' m'ni Ndiose cha' mdyiqui'o, lo' si'ya Jesús ndon yu re tsu'hue lca 'in yu. 
ACT.4.11	Cui' Jesús lca ñi —quee nu mscuan tloo um, 'un nu lca cuityi na'an, cua' ñii lca ñi quee nu nsñi ton 'in na'an—. 
ACT.4.12	Ñi a caja 'a xca tucui nu tca culo laa 'in na, cui' ca nu scati ñi nu lca Jesús mdaa Ndiose 'in nten chendyu nu tca xicuten qui'ya 'in na. 
ACT.4.13	Nduhue 'a ti' ne' 'in yu Tyo lo'o yu Xuhua can' si'yana lo'o cha' tnu tiquee 'in yu nchcui' yu, jlyo ti' ne' si'yana a sca cha' m'ni cha'an yu, ñi a sca tñan lyi'ya yu, xacan' ncua cuiya' ti' ne' si'yana lo'o Jesús ta'a mda'an yu. 
ACT.4.14	A xca 'a cha' ti' ncua chcui' ne' lo'o yu, si'yana sca se'en ti ndon yu lo'o yu nu mchca can'. 
ACT.4.15	Xacan' ngulo ne' tñan si'yana tyi'o yu nde lyiya' lja cu'ni cuiya' ne' cha' 'in yu lo'o ta'a nducua ne' can', 
ACT.4.16	lo' ndeña'an nchcui' ne': ¿Ña'an cu'ni na lo'o yu cua? Cua' m'ni yu sca cha' nu tnu lo' ña'aan quichen Jerusalén cua' mscua cueen cha' re, a ndyijyi 'a ña'an su'hua cutsi' na cha' re. 
ACT.4.17	Cua' ñii si'yana a quine yu'hui cha' re lyee la, tsu'hue lati xicutsen na 'in yu si'yana a chcui' 'a yu lo'o ñi xca tucui cha' 'in Jesús chcui nu nguiaa nde loo la re. 
ACT.4.18	Xacan' mxi'ya ne' 'in yu, lo' tla 'a mdi'in tyaa ne' cha' lo'o yu si'yana a chcui' 'a yu lo'o ñi xca tucui cha' 'in Jesús, ñi a culo'o 'a yu 'in nten cha' can'. 
ACT.4.19	Una yu Tyo lo'o yu Xuhua can' mxcuen yu 'in ne': ¿Ti ña'an ta cha' re nu tsu'hue la na tloo Ndiose? ¿Ta tsu'hue la cha' ca ja'an hua 'in um, uta na ca ja'an hua 'in Ndiose? 
ACT.4.20	Si'yana huare' a tca cula ti' hua chcui' hua lo'o nten ña'an cha' nu cua' na'an hua lo' ngune 'in hua. 
ACT.4.21	Tla 'a cha' ycui' ne' lo'o yu se'en nu xicutsen ti' yu, xacan' ngulaa ne' 'in yu, a jui ña'an culo qui'ya ne' 'in yu si'yana ytsen ne' 'in nten qui'an can', si'yana nchgaa ne' m'ni tnu ne' 'in Ndiose si'ya cha' nu yato'o can', 
ACT.4.22	si'yana yu nu ncua ti'i can' cua' ndyijyin tucua yla yjan ntsu'hui yu, lo' Ndiose m'ni chca 'in yu.
ACT.4.23	Xa ngulaa ne' 'in yu, nguila yu se'en ndi'in nchgaa la ña'an ta'a nda'an yu, mdaa yu suun ña'an cha' nu ycui' yu nu ndlo ca tñan ni' lyaa lo'o qui'yu cula can'. 
ACT.4.24	Xa ngune 'in jun ña'an cha' nu mdaa yu can', sca cha' ti 'in jun mdyisnan ycui' lyi'o jun 'in Ndiose, lo' juin jun: Ndiose X'nan hua, 'un ntsu'hui cha' cuiya' yaa' um lo'o nchgaa loo cha', —cui' um mtñan um ni' cuaan, lo'o chendyu re, lo'o tyi'a tujo'o, cui' um mtñan um nchgaa loo na nu ndi'in 'in na—, 
ACT.4.25	cui' um mxiycui' um 'in Davi nu ncua nguso 'in um, lo' juin um: ¿—Ñi cha' ta lyee 'a nguilo ti'in nten re, ñi cha' nsu'hua loo ne' cha' nu a ntsu'hui cunta? 
ACT.4.26	Yu nu lca ree loo chendyu re, tsatlyu lo'o yu nu ntsu'hui cha' cuiya' yaa', ndiyo' ti'in yu se'en nu xuun yu lo'on nan' nu lca X'nan yu, lo'o Cristo nu ngulohuin—. 
ACT.4.27	Cha' ñi si'yana cuaña'an nguio' ti'in nten re, yu Herode lo'o yu Poncio Pilato, ne' gentil lo'o ne' Israel, se'en nu ña'an ti'i ne' 'in Sñe' um, ñi nu luhui lati nu ngulohui um, nu lca Jesús, 
ACT.4.28	si'yana cu'ni ne' tsaña'an cha' nu cua' mdi'in tyaa um cua' s'ni, nchgaa cha' nu ntsu'hui cha' ca. 
ACT.4.29	Cua' ñii, 'un Ñi X'nan hua, xñi um cunta ña'an nchcui' ti'i ti' ne' 'in hua, una taa um cha' cuiya' 'in hua nu lca nguso 'in um, si'yana a xicutsen ti' hua chcui' hua cha' tsu'hue 'in um lo'o nten, 
ACT.4.30	lja xacan' cu'ni chca um 'in nu ti'i, cu'ni um scasca cha' nu tnu lo'o cha' cuiya' 'in Sñe' um, ñi nu luhui lati 'in um nu lca Jesús. 
ACT.4.31	Ña'aan mdyi ycui' lyi'o jun 'in Ndiose, nguñan se'en nguio' ti'in jun, mtsa'an yu'hui Espíritu nu Luhui 'in Ndiose 'in nchgaa jun, lo' m'ni tnu tiquee jun ycui' jun cha' tsu'hue 'in Ndiose.
ACT.4.32	Sca cha' ti 'in jun nu cua' ya qui'an ti' 'in Jesús, lo' sca cusya ti 'in jun ndi'in jun can', a tucui nu nchcui' si'yana na 'in lca na nu ndi'in 'in, si'yana tsatlyu ndi'in na 'in jun. 
ACT.4.33	Yu ta'a mda'an ca Jesús, tnu 'a tiquee yu nchcui' yu lo'o nten si'yana mdyiqui'o Ñi X'nan na Jesús, lo' Ndiose m'ni ñi cha' mtsa'an yu'hui cha' tsu'hue 'in ñi ni' cusya 'in jun. 
ACT.4.34	A xca 'a jun ti' ngui'ni cha' 'in jun, si'yana nchgaa jun nu ndi'in yuu 'in, ta nducua na'an 'in, ndyijui' jun 'in na lo' ndiya lo'o jun ña'aan tñi can', 
ACT.4.35	ndaa jun 'in na 'in yu ta'a mda'an Jesús, lo' yu can' cua' ntsa yu 'in na cua' ña'aan 'ni cha' 'in jun cunda scaa jun. 
ACT.4.36	Lja jun can' ndi'in sca yu naan See nu mdo'o se'en lca Chipre, una yu ta'a mda'an Jesús mdi'in tyaa nii yu ca naan yu Bernabé. (Nii yu nchca ti' chcui': Sñe' nu ndaa cha' tnu tiquee.) Lca yu ta nten 'in ne' Leví. 
ACT.4.37	Lo'o yu can' yjui' yu sca yuu 'in yu, lo' ña'aan tñi can' mdaa yu 'in yu ta'a mda'an Jesús.
ACT.5.1	Una xca yu naan Ananía lo'o Safira cuilyi'o yu, yjui' jun sca yuu 'in jun, 
ACT.5.2	una m'ni cuiya' jun cha' si'yana quinu tsa chin' tñi can' 'in jun, lo' xa mdaa yu tñi can' m'ni yu cha' si'yana ña'aan na mdaa yu 'in yu ta'a mda'an Jesús. 
ACT.5.3	Xacan' juin yu Tyo 'in yu Ananía: ¿Ñi cha' mdaa um ya' nguñi lyi'o Laxa'an 'in um, ncua ti' um cuñilyi'o um 'in Espíritu nu Luhui 'in Ndiose, lo' mxu'hua se'en um tichin' tñi nu yjui' um yuu can'? 
ACT.5.4	¿Ta si'i se'en ndlo ca um tñan lca na? Xa yjui' um 'in na, ¿ta si'i cunta 'in um su tñi can'? ¿Ñi cha' mdaa um ya' yten cha' ngunan' ni' cusya 'in um? Una si'i tloo nten ycui' um cha' cuiñi re, cui' ca nu tloo Ndiose. 
ACT.5.5	Ña'aan ngune 'in yu Ananía cha' can' mdlyu yu lo' ngujui yu. Nchgaa ne' yten sca ytsen 'in ne' xa ynan ne' cha' can'. 
ACT.5.6	Cui' xaa mdiyaa tucua snan yu tsa suhue ti, nguxen te' 'in yu lo' ya tsi' 'in yu. 
ACT.5.7	Tsa mdijin snan braa xa mdiyaan nten 'in yu nu ngujui can', una a ngujlyo ti' ne' ña'an cha' nu yato'o can'. 
ACT.5.8	Xacan' juin yu Tyo can' 'in ne': Quitsa' um 'in hua, ¿ta cui' tsacua ti ncua yuu nu yjui' um can'? Mxcuen ne' 'in yu: Cui' tsacua ti ncua na. 
ACT.5.9	Juin yu Tyo 'in ne': ¿Ñi cha' ncua sca cha' ti 'in um lo' ncua ti' um cuñilyi'o um 'in Espíritu 'in Ñi X'nan na? Ña'an jan ñi, tuna'an cua cua' nguila yu nu ya tsi' 'in nten 'in um, lo' cui' cuaña'an tsa lo'o yu 'in um. 
ACT.5.10	Cui' ña'an lcaa mdlyu ne' cuna'an can' tloo yu Tyo can', lo' ngujui ne'. Ña'aan nguila yu tsa suhue ti can' na'an yu si'yana cua' ngujui ne'. Xacan' ya tsi' yu 'in ne' sii' se'en su cuilyi'o ne'. 
ACT.5.11	Yten sca ytsen ni' cusya 'in nchgaa jun ta'a na, cui' cuaña'an lo'o nchgaa la ña'an nten nu ynan cha' can'.
ACT.5.12	Si'ya cha' cuiya' nu mdaa Ndiose 'in yu ta'a mda'an Jesús, ncua m'ni yu scasca cha' nu tnu tloo na'an nten can', sca cha' ti 'in jun ndiyo' ti'in jun se'en nguia' tucui tulaa Salomón can'. 
ACT.5.13	Nchgaa la ña'an nten can' tsu'hue 'a cha' nchcui' ne' 'in jun, una a msti ti' ne' quio' ti'in ne' sca se'en ti lo'o jun, 
ACT.5.14	siya' cuaña'an nde lyee la nguia nguiton nten nu cua' ya qui'an ti' 'in Ñi X'nan na, tsaña'an qui'an yu qui'yu lo' cuaña'an qui'an jun cuna'an. 
ACT.5.15	A cunta ndyi'an lo'o ne' 'in nu ti'i, mdi'in tyaa ne' 'in loo jaa' uta loo qui'ñan tu'hua tucueen se'en ntsu'hui cha' tyijyin yu Tyo, lo' siya' xñii ti yu cha' qui'ni ca'an 'in nu ti'i can', lo' nchca. 
ACT.5.16	Scasca quichen nu ndi'in cui' ti can', ndyi'o lo'o ne' 'in nu ti'i lo'o nu ntsu'hui cui'in xa'an 'in, mdiya lo'o ne' 'in se'en ndi'in jun quichen Jerusalén, lo' nchgaa can' mchca.
ACT.5.17	Yu nu ndlo ca tñan ni' lyaa tsatlyu lo'o ta'a nda'an yu, cui' ta 'in ne' Saduceo, yten sca cha' xlya ni' cusya 'in ne', 
ACT.5.18	lo' ngulo ne' tñan si'yana quinu yu ta'a mda'an Jesús, lo' tsaa yu na'an chcuan. 
ACT.5.19	Una ticui' tla can' ngu'ya ton sca angujle 'in Ñi X'nan na se'en ntsu'hui yu, lo' msla tuna'an chcuan can', xa cua' ngulyoo 'in yu xacan' juin: 
ACT.5.20	Yaa um lo' sten um ni' lyaa, lo' chcui' la um lo'o nten ña'an nguiaa cha' 'in chendyu nu cui ti. 
