MAT.1.1	ibrAhImaH santAnO dAyUd tasya santAnO yIzukhrISTastasya pUrvvapuruSavaMzazrENI|
ACT.4.36	vizESataH kuprOpadvIpIyO yOsinAmakO lEvivaMzajAta EkO janO bhUmyadhikArI, yaM prEritA barNabbA arthAt sAntvanAdAyaka ityuktvA samAhUyan,
ACT.4.37	sa janO nijabhUmiM vikrIya tanmUlyamAnIya prEritAnAM caraNESu sthApitavAn|
ACT.5.1	tadA anAniyanAmaka EkO janO yasya bhAryyAyA nAma saphIrA sa svAdhikAraM vikrIya
ACT.5.2	svabhAryyAM jnjApayitvA tanmUlyasyaikAMzaM saggOpya sthApayitvA tadanyAMzamAtramAnIya prEritAnAM caraNESu samarpitavAn|
ACT.5.3	tasmAt pitarOkathayat hE anAniya bhUmE rmUlyaM kinjcit saggOpya sthApayituM pavitrasyAtmanaH sannidhau mRSAvAkyaM kathayitunjca zaitAn kutastavAntaHkaraNE pravRttimajanayat?
ACT.5.4	sA bhUmi ryadA tava hastagatA tadA kiM tava svIyA nAsIt? tarhi svAntaHkaraNE kuta EtAdRzI kukalpanA tvayA kRtA? tvaM kEvalamanuSyasya nikaTE mRSAvAkyaM nAvAdIH kintvIzvarasya nikaTE'pi|
ACT.5.5	EtAM kathAM zrutvaiva sO'nAniyO bhUmau patan prANAn atyajat, tadvRttAntaM yAvantO lOkA azRNvan tESAM sarvvESAM mahAbhayam ajAyat|
ACT.5.6	tadA yuvalOkAstaM vastrENAcchAdya bahi rnItvA zmazAnE'sthApayan|
ACT.5.7	tataH praharaikAnantaraM kiM vRttaM tannAvagatya tasya bhAryyApi tatra samupasthitA|
ACT.5.8	tataH pitarastAm apRcchat, yuvAbhyAm EtAvanmudrAbhyO bhUmi rvikrItA na vA? EtatvaM vada; tadA sA pratyavAdIt satyam EtAvadbhyO mudrAbhya Eva|
ACT.5.9	tataH pitarOkathayat yuvAM kathaM paramEzvarasyAtmAnaM parIkSitum EkamantraNAvabhavatAM? pazya yE tava patiM zmazAnE sthApitavantastE dvArasya samIpE samupatiSThanti tvAmapi bahirnESyanti|
ACT.5.10	tataH sApi tasya caraNasannidhau patitvA prANAn atyAkSIt| pazcAt tE yuvAnO'bhyantaram Agatya tAmapi mRtAM dRSTvA bahi rnItvA tasyAH patyuH pArzvE zmazAnE sthApitavantaH|
ACT.5.11	tasmAt maNPalyAH sarvvE lOkA anyalOkAzca tAM vArttAM zrutvA sAdhvasaM gatAH|
ACT.5.12	tataH paraM prEritAnAM hastai rlOkAnAM madhyE bahvAzcaryyANyadbhutAni karmmANyakriyanta; tadA ziSyAH sarvva EkacittIbhUya sulEmAnO 'lindE sambhUyAsan|
ACT.5.13	tESAM sagghAntargO bhavituM kOpi pragalbhatAM nAgamat kintu lOkAstAn samAdriyanta|
ACT.5.14	striyaH puruSAzca bahavO lOkA vizvAsya prabhuM zaraNamApannAH|
ACT.5.15	pitarasya gamanAgamanAbhyAM kEnApi prakArENa tasya chAyA kasmiMzcijjanE lagiSyatItyAzayA lOkA rOgiNaH zivikayA khaTvayA cAnIya pathi pathi sthApitavantaH|
ACT.5.16	caturdiksthanagarEbhyO bahavO lOkAH sambhUya rOgiNO'pavitrabhutagrastAMzca yirUzAlamam Anayan tataH sarvvE svasthA akriyanta|
ACT.5.17	anantaraM mahAyAjakaH sidUkinAM matagrAhiNastESAM sahacarAzca
ACT.5.18	mahAkrOdhAntvitAH santaH prEritAn dhRtvA nIcalOkAnAM kArAyAM baddhvA sthApitavantaH|
ACT.5.19	kintu rAtrau paramEzvarasya dUtaH kArAyA dvAraM mOcayitvA tAn bahirAnIyAkathayat,
ACT.5.20	yUyaM gatvA mandirE daNPAyamAnAH santO lOkAn pratImAM jIvanadAyikAM sarvvAM kathAM pracArayata|
ACT.5.21	iti zrutvA tE pratyUSE mandira upasthAya upadiSTavantaH| tadA sahacaragaNEna sahitO mahAyAjaka Agatya mantrigaNam isrAyElvaMzasya sarvvAn rAjasabhAsadaH sabhAsthAn kRtvA kArAyAstAn ApayituM padAtigaNaM prEritavAn|
ACT.5.22	tatastE gatvA kArAyAM tAn aprApya pratyAgatya iti vArttAm avAdiSuH,
ACT.5.23	vayaM tatra gatvA nirvvighnaM kArAyA dvAraM ruddhaM rakSakAMzca dvArasya bahirdaNPAyamAnAn adarzAma Eva kintu dvAraM mOcayitvA tanmadhyE kamapi draSTuM na prAptAH|
ACT.5.24	EtAM kathAM zrutvA mahAyAjakO mandirasya sEnApatiH pradhAnayAjakAzca, ita paraM kimaparaM bhaviSyatIti cintayitvA sandigdhacittA abhavan|
ACT.5.25	EtasminnEva samayE kazcit jana Agatya vArttAmEtAm avadat pazyata yUyaM yAn mAnavAn kArAyAm asthApayata tE mandirE tiSThantO lOkAn upadizanti|
ACT.5.26	tadA mandirasya sEnApatiH padAtayazca tatra gatvA cEllOkAH pASANAn nikSipyAsmAn mArayantIti bhiyA vinatyAcAraM tAn Anayan|
ACT.5.27	tE mahAsabhAyA madhyE tAn asthApayan tataH paraM mahAyAjakastAn apRcchat,
ACT.5.28	anEna nAmnA samupadESTuM vayaM kiM dRPhaM na nyaSEdhAma? tathApi pazyata yUyaM svESAM tEnOpadEzEnE yirUzAlamaM paripUrNaM kRtvA tasya janasya raktapAtajanitAparAdham asmAn pratyAnEtuM cESTadhvE|
ACT.5.29	tataH pitarOnyaprEritAzca pratyavadan mAnuSasyAjnjAgrahaNAd IzvarasyAjnjAgrahaNam asmAkamucitam|
ACT.5.30	yaM yIzuM yUyaM kruzE vEdhitvAhata tam asmAkaM paitRka Izvara utthApya
ACT.5.31	isrAyElvaMzAnAM manaHparivarttanaM pApakSamAnjca karttuM rAjAnaM paritrAtAranjca kRtvA svadakSiNapArzvE tasyAnnatim akarOt|
ACT.5.32	Etasmin vayamapi sAkSiNa AsmahE, tat kEvalaM nahi, Izvara AjnjAgrAhibhyO yaM pavitram AtmanaM dattavAn sOpi sAkSyasti|
ACT.5.33	EtadvAkyE zrutE tESAM hRdayAni viddhAnyabhavan tatastE tAn hantuM mantritavantaH|
ACT.5.34	EtasminnEva samayE tatsabhAsthAnAM sarvvalOkAnAM madhyE sukhyAtO gamilIyElnAmaka EkO janO vyavasthApakaH phirUzilOka utthAya prEritAn kSaNArthaM sthAnAntaraM gantum Adizya kathitavAn,
ACT.5.35	hE isrAyElvaMzIyAH sarvvE yUyam EtAn mAnuSAn prati yat karttum udyatAstasmin sAvadhAnA bhavata|
ACT.5.36	itaH pUrvvaM thUdAnAmaikO jana upasthAya svaM kamapi mahApuruSam avadat, tataH prAyENa catuHzatalOkAstasya matagrAhiNObhavan pazcAt sa hatObhavat tasyAjnjAgrAhiNO yAvantO lOkAstE sarvvE virkIrNAH santO 'kRtakAryyA abhavan|
ACT.5.37	tasmAjjanAt paraM nAmalEkhanasamayE gAlIlIyayihUdAnAmaikO jana upasthAya bahUllOkAn svamataM grAhItavAn tataH sOpi vyanazyat tasyAjnjAgrAhiNO yAvantO lOkA Asan tE sarvvE vikIrNA abhavan|
ACT.5.38	adhunA vadAmi, yUyam EtAn manuSyAn prati kimapi na kRtvA kSAntA bhavata, yata ESa sagkalpa Etat karmma ca yadi manuSyAdabhavat tarhi viphalaM bhaviSyati|
ACT.5.39	yadIzvarAdabhavat tarhi yUyaM tasyAnyathA karttuM na zakSyatha, varam IzvararOdhakA bhaviSyatha|
ACT.5.40	tadA tasya mantraNAM svIkRtya tE prEritAn AhUya prahRtya yIzO rnAmnA kAmapi kathAM kathayituM niSidhya vyasarjan|
ACT.5.41	kintu tasya nAmArthaM vayaM lajjAbhOgasya yOgyatvEna gaNitA ityatra tE sAnandAH santaH sabhAsthAnAM sAkSAd agacchan|
ACT.5.42	tataH paraM pratidinaM mandirE gRhE gRhE cAvizrAmam upadizya yIzukhrISTasya susaMvAdaM pracAritavantaH|
ACT.6.1	tasmin samayE ziSyANAM bAhulyAt prAtyahikadAnasya vizrANanai rbhinnadEzIyAnAM vidhavAstrIgaNa upEkSitE sati ibrIyalOkaiH sahAnyadEzIyAnAM vivAda upAtiSThat|
ACT.6.2	tadA dvAdazaprEritAH sarvvAn ziSyAn saMgRhyAkathayan Izvarasya kathApracAraM parityajya bhOjanagavESaNam asmAkam ucitaM nahi|
ACT.6.3	atO hE bhrAtRgaNa vayam EtatkarmmaNO bhAraM yEbhyO dAtuM zaknuma EtAdRzAn sukhyAtyApannAn pavitrENAtmanA jnjAnEna ca pUrNAn sapprajanAn yUyaM svESAM madhyE manOnItAn kuruta,
ACT.6.4	kintu vayaM prArthanAyAM kathApracArakarmmaNi ca nityapravRttAH sthAsyAmaH|
ACT.6.5	EtasyAM kathAyAM sarvvE lOkAH santuSTAH santaH svESAM madhyAt stiphAnaH philipaH prakharO nikAnOr tIman parmmiNA yihUdimatagrAhI-AntiyakhiyAnagarIyO nikalA EtAn paramabhaktAn pavitrENAtmanA paripUrNAn sapta janAn
ACT.6.6	prEritAnAM samakSam Anayan, tatastE prArthanAM kRtvA tESAM ziraHsu hastAn Arpayan|
ACT.6.7	aparanjca Izvarasya kathA dEzaM vyApnOt vizESatO yirUzAlami nagarE ziSyANAM saMkhyA prabhUtarUpENAvarddhata yAjakAnAM madhyEpi bahavaH khrISTamatagrAhiNO'bhavan|
ACT.6.8	stiphAnOे vizvAsEna parAkramENa ca paripUrNaH san lOkAnAM madhyE bahuvidham adbhutam AzcaryyaM karmmAkarOt|
ACT.6.9	tEna libarttinIyanAmnA vikhyAtasagghasya katipayajanAH kurINIyasikandarIya-kilikIyAzIyAdEzIyAH kiyantO janAzcOtthAya stiphAnEna sArddhaM vyavadanta|
ACT.6.10	kintu stiphAnO jnjAnEna pavitrENAtmanA ca IdRzIM kathAM kathitavAn yasyAstE ApattiM karttuM nAzaknuvan|
ACT.6.11	pazcAt tai rlObhitAH katipayajanAH kathAmEnAm akathayan, vayaM tasya mukhatO mUsA Izvarasya ca nindAvAkyam azrauSma|
ACT.6.12	tE lOkAnAM lOkaprAcInAnAm adhyApakAnAnjca pravRttiM janayitvA stiphAnasya sannidhim Agatya taM dhRtvA mahAsabhAmadhyam Anayan|
ACT.6.13	tadanantaraM katipayajanESu mithyAsAkSiSu samAnItESu tE'kathayan ESa jana EtatpuNyasthAnavyavasthayO rnindAtaH kadApi na nivarttatE|
ACT.6.14	phalatO nAsaratIyayIzuH sthAnamEtad ucchinnaM kariSyati mUsAsamarpitam asmAkaM vyavaharaNam anyarUpaM kariSyati tasyaitAdRzIM kathAM vayam azRNuma|
ACT.6.15	tadA mahAsabhAsthAH sarvvE taM prati sthirAM dRSTiM kRtvA svargadUtamukhasadRzaM tasya mukham apazyan|
ACT.7.1	tataH paraM mahAyAjakaH pRSTavAn, ESA kathAM kiM satyA?
ACT.7.2	tataH sa pratyavadat, hE pitarO hE bhrAtaraH sarvvE lAkA manAMsi nidhaddhvaM|asmAkaM pUrvvapuruSa ibrAhIm hAraNnagarE vAsakaraNAt pUrvvaM yadA arAm-naharayimadEzE AsIt tadA tEjOmaya IzvarO darzanaM datvA
ACT.7.3	tamavadat tvaM svadEzajnjAtimitrANi parityajya yaM dEzamahaM darzayiSyAmi taM dEzaM vraja|
ACT.7.4	ataH sa kasdIyadEzaM vihAya hAraNnagarE nyavasat, tadanantaraM tasya pitari mRtE yatra dEzE yUyaM nivasatha sa EnaM dEzamAgacchat|
ACT.7.5	kintvIzvarastasmai kamapyadhikAram arthAd EkapadaparimitAM bhUmimapi nAdadAt; tadA tasya kOpi santAnO nAsIt tathApi santAnaiH sArddham Etasya dEzasyAdhikArI tvaM bhaviSyasIti tampratyaggIkRtavAn|
ACT.7.6	Izvara ittham aparamapi kathitavAn tava santAnAH paradEzE nivatsyanti tatastaddEzIyalOkAzcatuHzatavatsarAn yAvat tAn dAsatvE sthApayitvA tAn prati kuvyavahAraM kariSyanti|
ACT.7.7	aparam Izvara EnAM kathAmapi kathitavAn, yE lOkAstAn dAsatvE sthApayiSyanti tAllOkAn ahaM daNPayiSyAmi, tataH paraM tE bahirgatAH santO mAm atra sthAnE sEviSyantE|
ACT.7.8	pazcAt sa tasmai tvakchEdasya niyamaM dattavAn, ata ishAkanAmni ibrAhIma EkaputrE jAtE, aSTamadinE tasya tvakchEdam akarOt| tasya ishAkaH putrO yAkUb, tatastasya yAkUbO'smAkaM dvAdaza pUrvvapuruSA ajAyanta|
ACT.7.9	tE pUrvvapuruSA IrSyayA paripUrNA misaradEzaM prESayituM yUSaphaM vyakrINan|
ACT.7.10	kintvIzvarastasya sahAyO bhUtvA sarvvasyA durgatE rakSitvA tasmai buddhiM dattvA misaradEzasya rAjnjaH phirauNaH priyapAtraM kRtavAn tatO rAjA misaradEzasya svIyasarvvaparivArasya ca zAsanapadaM tasmai dattavAn|
ACT.7.11	tasmin samayE misara-kinAnadEzayO rdurbhikSahEtOratikliSTatvAt naH pUrvvapuruSA bhakSyadravyaM nAlabhanta|
ACT.7.12	kintu misaradEzE zasyAni santi, yAkUb imAM vArttAM zrutvA prathamam asmAkaM pUrvvapuruSAn misaraM prESitavAn|
ACT.7.13	tatO dvitIyavAragamanE yUSaph svabhrAtRbhiH paricitO'bhavat; yUSaphO bhrAtaraH phirauN rAjEna paricitA abhavan|
ACT.7.14	anantaraM yUSaph bhrAtRgaNaM prESya nijapitaraM yAkUbaM nijAn panjcAdhikasaptatisaMkhyakAn jnjAtijanAMzca samAhUtavAn|
ACT.7.15	tasmAd yAkUb misaradEzaM gatvA svayam asmAkaM pUrvvapuruSAzca tasmin sthAnE'mriyanta|
ACT.7.16	tatastE zikhimaM nItA yat zmazAnam ibrAhIm mudrAdatvA zikhimaH pitu rhamOraH putrEbhyaH krItavAn tatzmazAnE sthApayAnjcakrirE|
ACT.7.17	tataH param Izvara ibrAhImaH sannidhau zapathaM kRtvA yAM pratijnjAM kRtavAn tasyAH pratijnjAyAH phalanasamayE nikaTE sati isrAyEllOkA simaradEzE varddhamAnA bahusaMkhyA abhavan|
ACT.7.18	zESE yUSaphaM yO na paricinOti tAdRza EkO narapatirupasthAya
ACT.7.19	asmAkaM jnjAtibhiH sArddhaM dhUrttatAM vidhAya pUrvvapuruSAn prati kuvyavaharaNapUrvvakaM tESAM vaMzanAzanAya tESAM navajAtAn zizUn bahi rnirakSEpayat|
ACT.7.20	Etasmin samayE mUsA jajnjE, sa tu paramasundarO'bhavat tathA pitRgRhE mAsatrayaparyyantaM pAlitO'bhavat|
ACT.7.21	kintu tasmin bahirnikSiptE sati phirauNarAjasya kanyA tam uttOlya nItvA dattakaputraM kRtvA pAlitavatI|
ACT.7.22	tasmAt sa mUsA misaradEzIyAyAH sarvvavidyAyAH pAradRSvA san vAkyE kriyAyAnjca zaktimAn abhavat|
ACT.7.23	sa sampUrNacatvAriMzadvatsaravayaskO bhUtvA isrAyElIyavaMzanijabhrAtRn sAkSAt kartuM matiM cakrE|
ACT.7.24	tESAM janamEkaM hiMsitaM dRSTvA tasya sapakSaH san hiMsitajanam upakRtya misarIyajanaM jaghAna|
ACT.7.25	tasya hastEnEzvarastAn uddhariSyati tasya bhrAtRgaNa iti jnjAsyati sa ityanumAnaM cakAra, kintu tE na bubudhirE|
ACT.7.26	tatparE 'hani tESAm ubhayO rjanayO rvAkkalaha upasthitE sati mUsAH samIpaM gatvA tayO rmElanaM karttuM matiM kRtvA kathayAmAsa, hE mahAzayau yuvAM bhrAtarau parasparam anyAyaM kutaH kuruthaH?
ACT.7.27	tataH samIpavAsinaM prati yO janO'nyAyaM cakAra sa taM dUrIkRtya kathayAmAsa, asmAkamupari zAstRtvavicArayitRtvapadayOH kastvAM niyuktavAn?
ACT.7.28	hyO yathA misarIyaM hatavAn tathA kiM mAmapi haniSyasi?
ACT.7.29	tadA mUsA EtAdRzIM kathAM zrutvA palAyanaM cakrE, tatO midiyanadEzaM gatvA pravAsI san tasthau, tatastatra dvau putrau jajnjAtE|
ACT.7.30	anantaraM catvAriMzadvatsarESu gatESu sInayaparvvatasya prAntarE prajvalitastambasya vahnizikhAyAM paramEzvaradUtastasmai darzanaM dadau|
ACT.7.31	mUsAstasmin darzanE vismayaM matvA vizESaM jnjAtuM nikaTaM gacchati,
ACT.7.32	Etasmin samayE, ahaM tava pUrvvapuruSANAm IzvarO'rthAd ibrAhIma Izvara ishAka IzvarO yAkUba Izvarazca, mUsAmuddizya paramEzvarasyaitAdRzI vihAyasIyA vANI babhUva, tataH sa kampAnvitaH san puna rnirIkSituM pragalbhO na babhUva|
ACT.7.33	paramEzvarastaM jagAda, tava pAdayOH pAdukE mOcaya yatra tiSThasi sA pavitrabhUmiH|
ACT.7.34	ahaM misaradEzasthAnAM nijalOkAnAM durddazAM nitAntam apazyaM, tESAM kAtaryyOktinjca zrutavAn tasmAt tAn uddharttum avaruhyAgamam; idAnIm Agaccha misaradEzaM tvAM prESayAmi|
ACT.7.35	kastvAM zAstRtvavicArayitRtvapadayO rniyuktavAn, iti vAkyamuktvA tai ryO mUsA avajnjAtastamEva IzvaraH stambamadhyE darzanadAtrA tEna dUtEna zAstAraM muktidAtAranjca kRtvA prESayAmAsa|
ACT.7.36	sa ca misaradEzE sUphnAmni samudrE ca pazcAt catvAriMzadvatsarAn yAvat mahAprAntarE nAnAprakArANyadbhutAni karmmANi lakSaNAni ca darzayitvA tAn bahiH kRtvA samAninAya|
ACT.7.37	prabhuH paramEzvarO yuSmAkaM bhrAtRgaNasya madhyE mAdRzam EkaM bhaviSyadvaktAram utpAdayiSyati tasya kathAyAM yUyaM manO nidhAsyatha, yO jana isrAyElaH santAnEbhya EnAM kathAM kathayAmAsa sa ESa mUsAH|
ACT.7.38	mahAprAntarasthamaNPalImadhyE'pi sa Eva sInayaparvvatOpari tEna sArddhaM saMlApinO dUtasya cAsmatpitRgaNasya madhyasthaH san asmabhyaM dAtavyani jIvanadAyakAni vAkyAni lEbhE|
ACT.7.39	asmAkaM pUrvvapuruSAstam amAnyaM katvA svEbhyO dUrIkRtya misaradEzaM parAvRtya gantuM manObhirabhilaSya hArONaM jagaduH,
ACT.7.40	asmAkam agrE'grE gantuुm asmadarthaM dEvagaNaM nirmmAhi yatO yO mUsA asmAn misaradEzAd bahiH kRtvAnItavAn tasya kiM jAtaM tadasmAbhi rna jnjAyatE|
ACT.7.41	tasmin samayE tE gOvatsAkRtiM pratimAM nirmmAya tAmuddizya naivEdyamutmRjya svahastakRtavastunA AnanditavantaH|
ACT.7.42	tasmAd IzvarastESAM prati vimukhaH san AkAzasthaM jyOtirgaNaM pUjayituM tEbhyO'numatiM dadau, yAdRzaM bhaviSyadvAdinAM granthESu likhitamAstE, yathA, isrAyElIyavaMzA rE catvAriMzatsamAn purA| mahati prAntarE saMsthA yUyantu yAni ca| balihOmAdikarmmANi kRtavantastu tAni kiM| mAM samuddizya yuSmAbhiH prakRtAnIti naiva ca|
ACT.7.43	kintu vO mOlakAkhyasya dEvasya dUSyamEva ca| yuSmAkaM rimphanAkhyAyA dEvatAyAzca tArakA| EtayOrubhayO rmUrtI yuSmAbhiH paripUjitE| atO yuSmAMstu bAbElaH pAraM nESyAmi nizcitaM|
ACT.7.44	aparanjca yannidarzanam apazyastadanusArENa dUSyaM nirmmAhi yasmin IzvarO mUsAm EtadvAkyaM babhASE tat tasya nirUpitaM sAkSyasvarUpaM dUSyam asmAkaM pUrvvapuruSaiH saha prAntarE tasthau|
ACT.7.45	pazcAt yihOzUyEna sahitaistESAM vaMzajAtairasmatpUrvvapuruSaiH svESAM sammukhAd IzvarENa dUrIkRtAnAm anyadEzIyAnAM dEzAdhikRtikAlE samAnItaM tad dUSyaM dAyUdOdhikAraM yAvat tatra sthAna AsIt|
ACT.7.46	sa dAyUd paramEzvarasyAnugrahaM prApya yAkUb IzvarArtham EkaM dUSyaM nirmmAtuM vavAnjcha;
ACT.7.47	kintu sulEmAn tadarthaM mandiram EkaM nirmmitavAn|
ACT.7.48	tathApi yaH sarvvOparisthaH sa kasmiMzcid hastakRtE mandirE nivasatIti nahi, bhaviSyadvAdI kathAmEtAM kathayati, yathA,
ACT.7.49	parEzO vadati svargO rAjasiMhAsanaM mama| madIyaM pAdapIThanjca pRthivI bhavati dhruvaM| tarhi yUyaM kRtE mE kiM pranirmmAsyatha mandiraM| vizrAmAya madIyaM vA sthAnaM kiM vidyatE tviha|
ACT.7.50	sarvvANyEtAni vastUni kiM mE hastakRtAni na||
ACT.7.51	hE anAjnjAgrAhakA antaHkaraNE zravaNE cApavitralOkAH yUyam anavarataM pavitrasyAtmanaH prAtikUlyam Acaratha, yuSmAkaM pUrvvapuruSA yAdRzA yUyamapi tAdRzAH|
ACT.7.52	yuSmAkaM pUrvvapuruSAH kaM bhaviSyadvAdinaM nAtAPayan? yE tasya dhArmmikasya janasyAgamanakathAM kathitavantastAn aghnan yUyam adhUnA vizvAsaghAtinO bhUtvA taM dhArmmikaM janam ahata|
ACT.7.53	yUyaM svargIyadUtagaNEna vyavasthAM prApyApi tAM nAcaratha|
ACT.7.54	imAM kathAM zrutvA tE manaHsu biddhAH santastaM prati dantagharSaNam akurvvan|
ACT.7.55	kintu stiphAnaH pavitrENAtmanA pUrNO bhUtvA gagaNaM prati sthiradRSTiM kRtvA Izvarasya dakSiNE daNPAyamAnaM yIzunjca vilOkya kathitavAn;
ACT.7.56	pazya,mEghadvAraM muktam Izvarasya dakSiNE sthitaM mAnavasutanjca pazyAmi|
ACT.7.57	tadA tE prOccaiH zabdaM kRtvA karNESvaggulI rnidhAya EkacittIbhUya tam Akraman|
ACT.7.58	pazcAt taM nagarAd bahiH kRtvA prastarairAghnan sAkSiNO lAkAH zaulanAmnO yUnazcaraNasannidhau nijavastrANi sthApitavantaH|
ACT.7.59	anantaraM hE prabhO yIzE madIyamAtmAnaM gRhANa stiphAnasyEti prArthanavAkyavadanasamayE tE taM prastarairAghnan|
ACT.7.60	tasmAt sa jAnunI pAtayitvA prOccaiH zabdaM kRtvA, hE prabhE pApamEtad EtESu mA sthApaya, ityuktvA mahAnidrAM prApnOt|
ACT.8.1	tasya hatyAkaraNaM zaulOpi samamanyata| tasmin samayE yirUzAlamnagarasthAM maNPalIM prati mahAtAPanAyAM jAtAyAM prEritalOkAn hitvA sarvvE'parE yihUdAzOmirONadEzayO rnAnAsthAnE vikIrNAH santO gatAH|
ACT.8.2	anyacca bhaktalOkAstaM stiphAnaM zmazAnE sthApayitvA bahu vyalapan|
ACT.8.3	kintu zaulO gRhE gRhE bhramitvA striyaH puruSAMzca dhRtvA kArAyAM baddhvA maNPalyA mahOtpAtaM kRtavAn|
ACT.8.4	anyacca yE vikIrNA abhavan tE sarvvatra bhramitvA susaMvAdaM prAcArayan|
ACT.8.5	tadA philipaH zOmirONnagaraM gatvA khrISTAkhyAnaM prAcArayat;
ACT.8.6	tatO'zuci-bhRtagrastalOkEbhyO bhUtAzcItkRtyAgacchan tathA bahavaH pakSAghAtinaH khanjjA lOkAzca svasthA abhavan|
ACT.8.7	tasmAt lAkA IdRzaM tasyAzcaryyaM karmma vilOkya nizamya ca sarvva EkacittIbhUya tEnOktAkhyAnE manAMsi nyadadhuH|
ACT.8.8	tasminnagarE mahAnandazcAbhavat|
ACT.8.9	tataH pUrvvaM tasminnagarE zimOnnAmA kazcijjanO bahvI rmAyAkriyAH kRtvA svaM kanjcana mahApuruSaM prOcya zOmirONIyAnAM mOhaM janayAmAsa|
ACT.8.10	tasmAt sa mAnuSa Izvarasya mahAzaktisvarUpa ityuktvA bAlavRddhavanitAH sarvvE lAkAstasmin manAMsi nyadadhuH|
ACT.8.11	sa bahukAlAn mAyAvikriyayA sarvvAn atIva mOhayAnjcakAra, tasmAt tE taM mEnirE|
ACT.8.12	kintvIzvarasya rAjyasya yIzukhrISTasya nAmnazcAkhyAnapracAriNaH philipasya kathAyAM vizvasya tESAM strIpuruSObhayalOkA majjitA abhavan|
ACT.8.13	zESE sa zimOnapi svayaM pratyait tatO majjitaH san philipEna kRtAm AzcaryyakriyAM lakSaNanjca vilOkyAsambhavaM manyamAnastEna saha sthitavAn|
ACT.8.14	itthaM zOmirONdEzIyalOkA Izvarasya kathAm agRhlan iti vArttAM yirUzAlamnagarasthaprEritAH prApya pitaraM yOhananjca tESAM nikaTE prESitavantaH|
ACT.8.15	tatastau tat sthAnam upasthAya lOkA yathA pavitram AtmAnaM prApnuvanti tadarthaM prArthayEtAM|
ACT.8.16	yatastE purA kEvalaprabhuyIzO rnAmnA majjitamAtrA abhavan, na tu tESAM madhyE kamapi prati pavitrasyAtmana AvirbhAvO jAtaH|
ACT.8.17	kintu prEritAbhyAM tESAM gAtrESu karESvarpitESu satsu tE pavitram AtmAnam prApnuvan|
ACT.8.18	itthaM lOkAnAM gAtrESu prEritayOH karArpaNEna tAn pavitram AtmAnaM prAptAn dRSTvA sa zimOn tayOH samIpE mudrA AnIya kathitavAn;
ACT.8.19	ahaM yasya gAtrE hastam arpayiSyAmi tasyApi yathEtthaM pavitrAtmaprApti rbhavati tAdRzIM zaktiM mahyaM dattaM|
ACT.8.20	kintu pitarastaM pratyavadat tava mudrAstvayA vinazyantu yata Izvarasya dAnaM mudrAbhiH krIyatE tvamitthaM buddhavAn;
ACT.8.21	IzvarAya tAvantaHkaraNaM saralaM nahi, tasmAd atra tavAMzO'dhikArazca kOpi nAsti|
ACT.8.22	ata EtatpApahEtOH khEdAnvitaH san kEnApi prakArENa tava manasa EtasyAH kukalpanAyAH kSamA bhavati, Etadartham IzvarE prArthanAM kuru;
ACT.8.23	yatastvaM tiktapittE pApasya bandhanE ca yadasi tanmayA buddham|
ACT.8.24	tadA zimOn akathayat tarhi yuvAbhyAmuditA kathA mayi yathA na phalati tadarthaM yuvAM mannimittaM prabhau prArthanAM kurutaM|
ACT.8.25	anEna prakArENa tau sAkSyaM dattvA prabhOH kathAM pracArayantau zOmirONIyAnAm anEkagrAmESu susaMvAdanjca pracArayantau yirUzAlamnagaraM parAvRtya gatau|
ACT.8.26	tataH param Izvarasya dUtaH philipam ityAdizat, tvamutthAya dakSiNasyAM dizi yO mArgO prAntarasya madhyEna yirUzAlamO 'sAnagaraM yAti taM mArgaM gaccha|
ACT.8.27	tataH sa utthAya gatavAn; tadA kandAkInAmnaH kUzlOkAnAM rAjnjyAH sarvvasampattEradhIzaH kUzadEzIya EkaH SaNPO bhajanArthaM yirUzAlamnagaram Agatya
ACT.8.28	punarapi rathamAruhya yizayiyanAmnO bhaviSyadvAdinO granthaM paThan pratyAgacchati|
ACT.8.29	Etasmin samayE AtmA philipam avadat, tvam rathasya samIpaM gatvA tEna sArddhaM mila|
ACT.8.30	tasmAt sa dhAvan tasya sannidhAvupasthAya tEna paThyamAnaM yizayiyathaviSyadvAdinO vAkyaM zrutvA pRSTavAn yat paThasi tat kiM budhyasE?
ACT.8.31	tataH sa kathitavAn kEnacinna bOdhitOhaM kathaM budhyEya? tataH sa philipaM rathamArOPhuM svEna sArddham upavESTunjca nyavEdayat|
ACT.8.32	sa zAstrasyEtadvAkyaM paThitavAn yathA, samAnIyata ghAtAya sa yathA mESazAvakaH| lOmacchEdakasAkSAcca mESazca nIravO yathA| Abadhya vadanaM svIyaM tathA sa samatiSThata|
ACT.8.33	anyAyEna vicArENa sa ucchinnO 'bhavat tadA| tatkAlInamanuSyAn kO janO varNayituM kSamaH| yatO jIvannRNAM dEzAt sa ucchinnO 'bhavat dhruvaM|
ACT.8.34	anantaraM sa philipam avadat nivEdayAmi, bhaviSyadvAdI yAmimAM kathAM kathayAmAsa sa kiM svasmin vA kasmiMzcid anyasmin?
ACT.8.35	tataH philipastatprakaraNam Arabhya yIzOrupAkhyAnaM tasyAgrE prAstaut|
ACT.8.36	itthaM mArgENa gacchantau jalAzayasya samIpa upasthitau; tadA klIbO'vAdIt pazyAtra sthAnE jalamAstE mama majjanE kA bAdhA?
