MAT.1.1	ibrAhImaH santAno dAyUd tasya santAno yIshukhrIShTastasya pUrvvapuruShavaMshashreNI|
ACT.17.5	kintu vishvAsahInA yihUdIyalokA IrShyayA paripUrNAH santo haTaTsya katinayalampaTalokAn sa NginaH kR^itvA janatayA nagaramadhye mahAkalahaM kR^itvA yAsono gR^iham Akramya preritAn dhR^itvA lokanivahasya samIpam AnetuM cheShTitavantaH|
ACT.17.6	teShAmuddesham aprApya cha yAsonaM katipayAn bhrAtR^iMshcha dhR^itvA nagarAdhipatInAM nikaTamAnIya prochchaiH kathitavanto ye manuShyA jagadudvATitavantaste .atrApyupasthitAH santi,
ACT.17.7	eSha yAson AtithyaM kR^itvA tAn gR^ihItavAn| yIshunAmaka eko rAjastIti kathayantaste kaisarasyAj nAviruddhaM karmma kurvvati|
ACT.17.8	teShAM kathAmimAM shrutvA lokanivaho nagarAdhipatayashcha samudvignA abhavan|
ACT.17.9	tadA yAsonastadanyeShA ncha dhanadaNDaM gR^ihItvA tAn parityaktavantaH|
ACT.17.10	tataH paraM bhrAtR^igaNo rajanyAM paulasIlau shIghraM birayAnagaraM preShitavAn tau tatropasthAya yihUdIyAnAM bhajanabhavanaM gatavantau|
ACT.17.11	tatrasthA lokAH thiShalanIkIsthalokebhyo mahAtmAna Asan yata itthaM bhavati na veti j nAtuM dine dine dharmmagranthasyAlochanAM kR^itvA svairaM kathAm agR^ihlan|
ACT.17.12	tasmAd aneke yihUdIyA anyadeshIyAnAM mAnyA striyaH puruShAshchAneke vyashvasan|
ACT.17.13	kintu birayAnagare pauleneshvarIyA kathA prachAryyata iti thiShalanIkIsthA yihUdIyA j nAtvA tatsthAnamapyAgatya lokAnAM kupravR^ittim ajanayan|
ACT.17.14	ataeva tasmAt sthAnAt samudreNa yAntIti darshayitvA bhrAtaraH kShipraM paulaM prAhiNvan kintu sIlatImathiyau tatra sthitavantau|
ACT.17.15	tataH paraM paulasya mArgadarshakAstam AthInInagara upasthApayan pashchAd yuvAM tUrNam etat sthAnaM AgamiShyathaH sIlatImathiyau pratImAm Aj nAM prApya te pratyAgatAH|
ACT.17.16	paula AthInInagare tAvapekShya tiShThan tannagaraM pratimAbhiH paripUrNaM dR^iShTvA santaptahR^idayo .abhavat|
ACT.17.17	tataH sa bhajanabhavane yAn yihUdIyAn bhaktalokAMshcha haTTe cha yAn apashyat taiH saha pratidinaM vichAritavAn|
ACT.17.18	kintvipikUrIyamatagrahiNaH stoyikIyamatagrAhiNashcha kiyanto janAstena sArddhaM vyavadanta| tatra kechid akathayan eSha vAchAlaH kiM vaktum ichChati? apare kechid eSha janaH keShA nchid videshIyadevAnAM prachAraka ityanumIyate yataH sa yIshum utthiti ncha prachArayat|
ACT.17.19	te tam areyapAganAma vichArasthAnam AnIya prAvochan idaM yannavInaM mataM tvaM prAchIkasha idaM kIdR^ishaM etad asmAn shrAvaya;
ACT.17.20	yAmimAm asambhavakathAm asmAkaM karNagocharIkR^itavAn asyA bhAvArthaH ka iti vayaM j nAtum ichChAmaH|
ACT.17.21	tadAthInInivAsinastannagarapravAsinashcha kevalaM kasyAshchana navInakathAyAH shravaNena prachAraNena cha kAlam ayApayan|
ACT.17.22	paulo.areyapAgasya madhye tiShThan etAM kathAM prachAritavAn, he AthInIyalokA yUyaM sarvvathA devapUjAyAm AsaktA ityaha pratyakShaM pashyAmi|
ACT.17.23	yataH paryyaTanakAle yuShmAkaM pUjanIyAni pashyan ‘avij nAteshvarAya` etallipiyuktAM yaj navedImekAM dR^iShTavAn; ato na viditvA yaM pUjayadhve tasyaiva tatvaM yuShmAn prati prachArayAmi|
ACT.17.24	jagato jagatsthAnAM sarvvavastUnA ncha sraShTA ya IshvaraH sa svargapR^ithivyorekAdhipatiH san karanirmmitamandireShu na nivasati;
ACT.17.25	sa eva sarvvebhyo jIvanaM prANAn sarvvasAmagrIshcha pradadAti; ataeva sa kasyAshchit sAmagyrA abhAvaheto rmanuShyANAM hastaiH sevito bhavatIti na|
ACT.17.26	sa bhUmaNDale nivAsArtham ekasmAt shoNitAt sarvvAn manuShyAn sR^iShTvA teShAM pUrvvanirUpitasamayaM vasatisImA ncha nirachinot;
ACT.17.27	tasmAt lokaiH kenApi prakAreNa mR^igayitvA parameshvarasya tatvaM prAptuM tasya gaveShaNaM karaNIyam|
ACT.17.28	kintu so.asmAkaM kasmAchchidapi dUre tiShThatIti nahi, vayaM tena nishvasanaprashvasanagamanAgamanaprANadhAraNAni kurmmaH, puुnashcha yuShmAkameva katipayAH kavayaH kathayanti ‘tasya vaMshA vayaM smo hi` iti|
ACT.17.29	ataeva yadi vayam Ishvarasya vaMshA bhavAmastarhi manuShyai rvidyayA kaushalena cha takShitaM svarNaM rUpyaM dR^iShad vaiteShAmIshvaratvam asmAbhi rna j nAtavyaM|
ACT.17.30	teShAM pUrvvIyalokAnAm aj nAnatAM pratIshvaro yadyapi nAvAdhatta tathApIdAnIM sarvvatra sarvvAn manaH parivarttayitum Aj nApayati,
ACT.17.31	yataH svaniyuktena puruSheNa yadA sa pR^ithivIsthAnAM sarvvalokAnAM vichAraM kariShyati taddinaM nyarUpayat; tasya shmashAnotthApanena tasmin sarvvebhyaH pramANaM prAdAt|
ACT.17.32	tadA shmashAnAd utthAnasya kathAM shrutvA kechid upAhaman, kechidavadan enAM kathAM punarapi tvattaH shroShyAmaH|
ACT.17.33	tataH paulasteShAM samIpAt prasthiाtavAn|
ACT.17.34	tathApi kechillokAstena sArddhaM militvA vyashvasan teShAM madhye .areyapAgIyadiyanusiyo dAmArInAmA kAchinnArI kiyanto narAshchAsan|
ACT.18.1	tadghaTanAtaH paraM paula AthInInagarAd yAtrAM kR^itvA karinthanagaram AgachChat|
ACT.18.2	tasmin samaye klaudiyaH sarvvAn yihUdIyAn romAnagaraM vihAya gantum Aj nApayat, tasmAt priskillAnAmnA jAyayA sArddham itAliyAdeshAt ki nchitpUrvvam Agamat yaH pantadeshe jAta AkkilanAmA yihUdIyalokaH paulastaM sAkShAt prApya tayoH samIpamitavAn|
ACT.18.3	tau dUShyanirmmANajIvinau, tasmAt parasparam ekavR^ittikatvAt sa tAbhyAM saha uShitvA tat karmmAkarot|
ACT.18.4	paulaH prativishrAmavAraM bhajanabhavanaM gatvA vichAraM kR^itvA yihUdIyAn anyadeshIyAMshcha pravR^ittiM grAhitavAn|
ACT.18.5	sIlatImathiyayo rmAkidaniyAdeshAt sametayoH satoH paula uttaptamanA bhUtvA yIshurIshvareNAbhiShikto bhavatIti pramANaM yihUdIyAnAM samIpe prAdAt|
ACT.18.6	kintu te .atIva virodhaM vidhAya pAShaNDIyakathAM kathitavantastataH paulo vastraM dhunvan etAM kathAM kathitavAn, yuShmAkaM shoNitapAtAparAdho yuShmAn pratyeva bhavatu, tenAhaM niraparAdho .adyArabhya bhinnadeshIyAnAM samIpaM yAmi|
ACT.18.7	sa tasmAt prasthAya bhajanabhavanasamIpasthasya yustanAmna Ishvarabhaktasya bhinnadeshIyasya niveshanaM prAvishat|
ACT.18.8	tataH krIShpanAmA bhajanabhavanAdhipatiH saparivAraH prabhau vyashvasIt, karinthanagarIyA bahavo lokAshcha samAkarNya vishvasya majjitA abhavan|
ACT.18.9	kShaNadAyAM prabhuH paulaM darshanaM datvA bhAShitavAn, mA bhaiShIH, mA nirasIH kathAM prachAraya|
ACT.18.10	ahaM tvayA sArddham Asa hiMsArthaM kopi tvAM spraShTuM na shakShyati nagare.asmin madIyA lokA bahava Asate|
ACT.18.11	tasmAt paulastannagare prAyeNa sArddhavatsaraparyyantaM saMsthAyeshvarasya kathAm upAdishat|
ACT.18.12	gAlliyanAmA kashchid AkhAyAdeshasya prADvivAkaH samabhavat, tato yihUdIyA ekavAkyAH santaH paulam Akramya vichArasthAnaM nItvA
ACT.18.13	mAnuSha eSha vyavasthAya viruddham IshvarabhajanaM karttuM lokAn kupravR^ittiM grAhayatIti niveditavantaH|
ACT.18.14	tataH paule pratyuttaraM dAtum udyate sati gAlliyA yihUdIyAn vyAharat, yadi kasyachid anyAyasya vAtishayaduShTatAcharaNasya vichAro.abhaviShyat tarhi yuShmAkaM kathA mayA sahanIyAbhaviShyat|
ACT.18.15	kintu yadi kevalaM kathAyA vA nAmno vA yuShmAkaM vyavasthAyA vivAdo bhavati tarhi tasya vichAramahaM na kariShyAmi, yUyaM tasya mImAMsAM kuruta|
ACT.18.16	tataH sa tAn vichArasthAnAd dUrIkR^itavAn|
ACT.18.17	tadA bhinnadeshIyAH sosthininAmAnaM bhajanabhavanasya pradhAnAdhipatiM dhR^itvA vichArasthAnasya sammukhe prAharan tathApi gAlliyA teShu sarvvakarmmasu na mano nyadadhAt|
ACT.18.18	paulastatra punarbahudinAni nyavasat, tato bhrAtR^igaNAd visarjanaM prApya ki nchanavratanimittaM kiMkriyAnagare shiro muNDayitvA priskillAkkilAbhyAM sahito jalapathena suriyAdeshaM gatavAn|
ACT.18.19	tata iphiShanagara upasthAya tatra tau visR^ijya svayaM bhajanabhvanaM pravishya yihUdIyaiH saha vichAritavAn|
ACT.18.20	te svaiH sArddhaM punaH katipayadinAni sthAtuM taM vyanayan, sa tadanurarIkR^itya kathAmetAM kathitavAn,
ACT.18.21	yirUshAlami AgAmyutsavapAlanArthaM mayA gamanIyaM; pashchAd IshvarechChAyAM jAtAyAM yuShmAkaM samIpaM pratyAgamiShyAmi| tataH paraM sa tai rvisR^iShTaH san jalapathena iphiShanagarAt prasthitavAn|
ACT.18.22	tataH kaisariyAm upasthitaH san nagaraM gatvA samAjaM namaskR^itya tasmAd AntiyakhiyAnagaraM prasthitavAn|
ACT.18.23	tatra kiyatkAlaM yApayitvA tasmAt prasthAya sarvveShAM shiShyANAM manAMsi susthirANi kR^itvA kramasho galAtiyAphrugiyAdeshayo rbhramitvA gatavAn|
ACT.18.24	tasminneva samaye sikandariyAnagare jAta ApallonAmA shAstravit suvaktA yihUdIya eko jana iphiShanagaram AgatavAn|
ACT.18.25	sa shikShitaprabhumArgo manasodyogI cha san yohano majjanamAtraM j nAtvA yathArthatayA prabhoH kathAM kathayan samupAdishat|
ACT.18.26	eSha jano nirbhayatvena bhajanabhavane kathayitum ArabdhavAn, tataH priskillAkkilau tasyopadeshakathAM nishamya taM svayoH samIpam AnIya shuddharUpeNeshvarasya kathAm abodhayatAm|
ACT.18.27	pashchAt sa AkhAyAdeshaM gantuM matiM kR^itavAn, tadA tatratyaH shiShyagaNo yathA taM gR^ihlAti tadarthaM bhrAtR^igaNena samAshvasya patre likhite sati, ApallAstatropasthitaH san anugraheNa pratyayinAM bahUpakArAn akarot,
ACT.18.28	phalato yIshurabhiShiktastrAteti shAstrapramANaM datvA prakAsharUpeNa pratipannaM kR^itvA yihUdIyAn niruttarAn kR^itavAn|
ACT.19.1	karinthanagara ApallasaH sthitikAle paula uttarapradeshairAgachChan iphiShanagaram upasthitavAn| tatra katipayashiShyAn sAkShat prApya tAn apR^ichChat,
ACT.19.2	yUyaM vishvasya pavitramAtmAnaM prAptA na vA? tataste pratyavadan pavitra AtmA dIyate ityasmAbhiH shrutamapi nahi|
ACT.19.3	tadA sA.avadat tarhi yUyaM kena majjitA abhavata? te.akathayan yohano majjanena|
ACT.19.4	tadA paula uktavAn itaH paraM ya upasthAsyati tasmin arthata yIshukhrIShTe vishvasitavyamityuktvA yohan manaHparivarttanasUchakena majjanena jale lokAn amajjayat|
ACT.19.5	tAdR^ishIM kathAM shrutvA te prabho ryIshukhrIShTasya nAmnA majjitA abhavan|
ACT.19.6	tataH paulena teShAM gAtreShu kare.arpite teShAmupari pavitra AtmAvarUDhavAn, tasmAt te nAnAdeshIyA bhAShA bhaviShyatkathAshcha kathitavantaH|
ACT.19.7	te prAyeNa dvAdashajanA Asan|
ACT.19.8	paulo bhajanabhavanaM gatvA prAyeNa mAsatrayam Ishvarasya rAjyasya vichAraM kR^itvA lokAn pravartya sAhasena kathAmakathayat|
ACT.19.9	kintu kaThinAntaHkaraNatvAt kiyanto janA na vishvasya sarvveShAM samakSham etatpathasya nindAM karttuM pravR^ittAH, ataH paulasteShAM samIpAt prasthAya shiShyagaNaM pR^ithakkR^itvA pratyahaM turAnnanAmnaH kasyachit janasya pAThashAlAyAM vichAraM kR^itavAn|
ACT.19.10	itthaM vatsaradvayaM gataM tasmAd AshiyAdeshanivAsinaH sarvve yihUdIyA anyadeshIyalokAshcha prabho ryIshoH kathAm ashrauShan|
ACT.19.11	paulena cha Ishvara etAdR^ishAnyadbhutAni karmmANi kR^itavAn
ACT.19.12	yat paridheye gAtramArjanavastre vA tasya dehAt pIDitalokAnAm samIpam AnIte te nirAmayA jAtA apavitrA bhUtAshcha tebhyo bahirgatavantaH|
ACT.19.13	tadA deshATanakAriNaH kiyanto yihUdIyA bhUtApasAriNo bhUtagrastanokAnAM sannidhau prabhe ryIsho rnAma japtvA vAkyamidam avadan, yasya kathAM paulaH prachArayati tasya yIsho rnAmnA yuShmAn Aj nApayAmaH|
ACT.19.14	skivanAmno yihUdIyAnAM pradhAnayAjakasya saptabhiH puttaistathA kR^ite sati
ACT.19.15	kashchid apavitro bhUtaH pratyuditavAn, yIshuM jAnAmi paula ncha parichinomi kintu ke yUyaM?
ACT.19.16	ityuktvA sopavitrabhUtagrasto manuShyo lamphaM kR^itvA teShAmupari patitvA balena tAn jitavAn, tasmAtte nagnAH kShatA NgAshcha santastasmAd gehAt palAyanta|
ACT.19.17	sA vAg iphiShanagaranivAsinasaM sarvveShAM yihUdIyAnAM bhinnadeshIyAnAM lokAnA ncha shravogocharIbhUtA; tataH sarvve bhayaM gatAH prabho ryIsho rnAmno yasho .avarddhata|
ACT.19.18	yeShAmanekeShAM lokAnAM pratItirajAyata ta Agatya svaiH kR^itAH kriyAH prakAsharUpeNA NgIkR^itavantaH|
ACT.19.19	bahavo mAyAkarmmakAriNaH svasvagranthAn AnIya rAshIkR^itya sarvveShAM samakSham adAhayan, tato gaNanAM kR^itvAbudhyanta pa nchAyutarUpyamudrAmUlyapustakAni dagdhAni|
ACT.19.20	itthaM prabhoH kathA sarvvadeshaM vyApya prabalA jAtA|
ACT.19.21	sarvveShveteShu karmmasu sampanneShu satsu paulo mAkidaniyAkhAyAdeshAbhyAM yirUshAlamaM gantuM matiM kR^itvA kathitavAn tatsthAnaM yAtrAyAM kR^itAyAM satyAM mayA romAnagaraM draShTavyaM|
ACT.19.22	svAnugatalokAnAM tImathiyerAstau dvau janau mAkidaniyAdeshaM prati prahitya svayam AshiyAdeshe katipayadinAni sthitavAn|
ACT.19.23	kintu tasmin samaye mate.asmin kalaho jAtaH|
ACT.19.24	tatkAraNamidaM, arttimIdevyA rUpyamandiranirmmANena sarvveShAM shilpinAM yatheShTalAbham ajanayat yo dImItriyanAmA nADIndhamaH
ACT.19.25	sa tAn tatkarmmajIvinaH sarvvalokAMshcha samAhUya bhAShitavAn he mahechChA etena mandiranirmmANenAsmAkaM jIvikA bhavati, etad yUyaM vittha;
ACT.19.26	kintu hastanirmmiteshvarA IshvarA nahi paulanAmnA kenachijjanena kathAmimAM vyAhR^itya kevalephiShanagare nahi prAyeNa sarvvasmin AshiyAdeshe pravR^ittiM grAhayitvA bahulokAnAM shemuShI parAvarttitA, etad yuShmAbhi rdR^ishyate shrUyate cha|
ACT.19.27	tenAsmAkaM vANijyasya sarvvathA hAneH sambhavanaM kevalamiti nahi, AshiyAdeshasthai rvA sarvvajagatsthai rlokaiH pUjyA yArtimI mahAdevI tasyA mandirasyAvaj nAnasya tasyA aishvaryyasya nAshasya cha sambhAvanA vidyateे|
ACT.19.28	etAdR^ishIM kathAM shrutvA te mahAkrodhAnvitAH santa uchchaiHkAraM kathitavanta iphiShIyAnAm arttimI devI mahatI bhavati|
ACT.19.29	tataH sarvvanagaraM kalahena paripUrNamabhavat, tataH paraM te mAkidanIyagAyAristArkhanAmAnau paulasya dvau sahacharau dhR^itvaikachittA ra NgabhUmiM javena dhAvitavantaH|
ACT.19.30	tataH paulo lokAnAM sannidhiM yAtum udyatavAn kintu shiShyagaNastaM vAritavAn|
ACT.19.31	paulasyatmIyA AshiyAdeshasthAH katipayAH pradhAnalokAstasya samIpaM naramekaM preShya tvaM ra NgabhUmiM mAgA iti nyavedayan|
ACT.19.32	tato nAnAlokAnAM nAnAkathAkathanAt sabhA vyAkulA jAtA kiM kAraNAd etAvatI janatAbhavat etad adhikai rlokai rnAj nAyi|
ACT.19.33	tataH paraM janatAmadhyAd yihUdIyairbahiShkR^itaH sikandaro hastena sa NketaM kR^itvA lokebhya uttaraM dAtumudyatavAn,
ACT.19.34	kintu sa yihUdIyaloka iti nishchite sati iphiShIyAnAm arttimI devI mahatIti vAkyaM prAyeNa pa ncha daNDAn yAvad ekasvareNa lokanivahaiH proktaM|
ACT.19.35	tato nagarAdhipatistAn sthirAn kR^itvA kathitavAn he iphiShAyAH sarvve lokA AkarNayata, artimImahAdevyA mahAdevAt patitAyAstatpratimAyAshcha pUjanama iphiShanagarasthAH sarvve lokAH kurvvanti, etat ke na jAnanti?
ACT.19.36	tasmAd etatpratikUlaM kepi kathayituM na shaknuvanti, iti j nAtvA yuShmAbhiH susthiratvena sthAtavyam avivichya kimapi karmma na karttavya ncha|
ACT.19.37	yAn etAn manuShyAn yUyamatra samAnayata te mandiradravyApahArakA yuShmAkaM devyA nindakAshcha na bhavanti|
ACT.19.38	yadi ka nchana prati dImItriyasya tasya sahAyAnA ncha kAchid Apatti rvidyate tarhi pratinidhilokA vichArasthAna ncha santi, te tat sthAnaM gatvA uttarapratyuttare kurvvantu|
ACT.19.39	kintu yuShmAkaM kAchidaparA kathA yadi tiShThati tarhi niyamitAyAM sabhAyAM tasyA niShpatti rbhaviShyati|
ACT.19.40	kintvetasya virodhasyottaraM yena dAtuM shaknum etAdR^ishasya kasyachit kAraNasyAbhAvAd adyatanaghaTanAheto rAjadrohiNAmivAsmAkam abhiyogo bhaviShyatIti sha NkA vidyate|
ACT.19.41	iti kathayitvA sa sabhAsthalokAn visR^iShTavAn|
ACT.20.1	itthaM kalahe nivR^itte sati paulaH shiShyagaNam AhUya visarjanaM prApya mAkidaniyAdeshaM prasthitavAn|
ACT.20.2	tena sthAnena gachChan taddeshIyAn shiShyAn bahUpadishya yUnAnIyadesham upasthitavAn|
ACT.20.3	tatra mAsatrayaM sthitvA tasmAt suriyAdeshaM yAtum udyataH, kintu yihUdIyAstaM hantuM guptA atiShThan tasmAt sa punarapi mAkidaniyAmArgeNa pratyAgantuM matiM kR^itavAn|
ACT.20.4	birayAnagarIyasopAtraH thiShalanIkIyAristArkhasikundau darbbonagarIyagAyatImathiyau AshiyAdeshIyatukhikatraphimau cha tena sArddhaM AshiyAdeshaM yAvad gatavantaH|
ACT.20.5	ete sarvve .agrasarAH santo .asmAn apekShya troyAnagare sthitavantaH|
ACT.20.6	kiNvashUnyapUpotsavadine cha gate sati vayaM philipInagarAt toyapathena gatvA pa nchabhi rdinaistroyAnagaram upasthAya tatra saptadinAnyavAtiShThAma|
ACT.20.7	saptAhasya prathamadine pUpAn bhaMktu shiShyeShu militeShu paulaH paradine tasmAt prasthAtum udyataH san tadahni prAyeNa kShapAyA yAmadvayaM yAvat shiShyebhyo dharmmakathAm akathayat|
ACT.20.8	uparisthe yasmin prakoShThe sabhAM kR^itvAsan tatra bahavaH pradIpAH prAjvalan|
ACT.20.9	utukhanAmA kashchana yuvA cha vAtAyana upavishan ghorataranidrAgrasto .abhUt tadA paulena bahukShaNaM kathAyAM prachAritAyAM nidrAmagnaH sa tasmAd uparisthatR^itIyaprakoShThAd apatat, tato lokAstaM mR^itakalpaM dhR^itvodatolayan|
ACT.20.10	tataH paulo.avaruhya tasya gAtre patitvA taM kroDe nidhAya kathitavAn, yUyaM vyAkulA mA bhUta nAyaM prANai rviyuktaH|
ACT.20.11	pashchAt sa punashchopari gatvA pUpAn bhaMktvA prabhAtaM yAvat kathopakathane kR^itvA prasthitavAn|
ACT.20.12	te cha taM jIvantaM yuvAnaM gR^ihItvA gatvA paramApyAyitA jAtAH|
ACT.20.13	anantaraM vayaM potenAgrasarA bhUtvAsmanagaram uttIryya paulaM grahItuM matim akurmma yataH sa tatra padbhyAM vrajituM matiM kR^itveti nirUpitavAn|
ACT.20.14	tasmAt tatrAsmAbhiH sArddhaM tasmin milite sati vayaM taM nItvA mitulInyupadvIpaM prAptavantaH|
ACT.20.15	tasmAt potaM mochayitvA pare.ahani khIyopadvIpasya sammukhaM labdhavantastasmAd ekenAhnA sAmopadvIpaM gatvA potaM lAgayitvA trogulliye sthitvA parasmin divaseे milItanagaram upAtiShThAma|
ACT.20.16	yataH paula AshiyAdeshe kAlaM yApayitum nAbhilaShan iphiShanagaraM tyaktvA yAtuM mantraNAM sthirIkR^itavAn; yasmAd yadi sAdhyaM bhavati tarhi nistArotsavasya pa nchAshattamadine sa yirUshAlamyupasthAtuM matiM kR^itavAn|
ACT.20.17	paulo milItAd iphiShaM prati lokaM prahitya samAjasya prAchInAn AhUyAnItavAn|
ACT.20.18	teShu tasya samIpam upasthiteShu sa tebhya imAM kathAM kathitavAn, aham AshiyAdeshe prathamAgamanam ArabhyAdya yAvad yuShmAkaM sannidhau sthitvA sarvvasamaye yathAcharitavAn tad yUyaM jAnItha;
ACT.20.19	phalataH sarvvathA namramanAH san bahushrupAtena yihudIyAnAm kumantraNAjAtanAnAparIkShAbhiH prabhoH sevAmakaravaM|
ACT.20.20	kAmapi hitakathAाM na gopAyitavAn tAM prachAryya saprakAshaM gR^ihe gR^ihe samupadishyeshvaraM prati manaH parAvarttanIyaM prabhau yIshukhrIShTe vishvasanIyaM
ACT.20.21	yihUdIyAnAm anyadeshIyalokAnA ncha samIpa etAdR^ishaM sAkShyaM dadAmi|
ACT.20.22	pashyata sAmpratam AtmanAkR^iShTaH san yirUshAlamnagare yAtrAM karomi, tatra mAmprati yadyad ghaTiShyate tAnyahaM na jAnAmi;
ACT.20.23	kintu mayA bandhanaM kleshashcha bhoktavya iti pavitra AtmA nagare nagare pramANaM dadAti|
ACT.20.24	tathApi taM kleshamahaM tR^iNAya na manye; IshvarasyAnugrahaviShayakasya susaMvAdasya pramANaM dAtuM, prabho ryIshoH sakAshAda yasyAH sevAyAH bhAraM prApnavaM tAM sevAM sAdhayituM sAnandaM svamArgaM samApayituु ncha nijaprANAnapi priyAn na manye|
ACT.20.25	adhunA pashyata yeShAM samIpe.aham IshvarIyarAjyasya susaMvAdaM prachAryya bhramaNaM kR^itavAn etAdR^ishA yUyaM mama vadanaM puna rdraShTuM na prApsyatha etadapyahaM jAnAmi|
ACT.20.26	yuShmabhyam aham Ishvarasya sarvvAn AdeshAn prakAshayituM na nyavartte|
ACT.20.27	ahaM sarvveShAM lokAnAM raktapAtadoShAd yannirdoSha Ase tasyAdya yuShmAn sAkShiNaH karomi|
ACT.20.28	yUyaM sveShu tathA yasya vrajasyAdhyakShan AtmA yuShmAn vidhAya nyayu Nkta tatsarvvasmin sAvadhAnA bhavata, ya samAja ncha prabhu rnijaraktamUlyena krItavAna tam avata,
ACT.20.29	yato mayA gamane kR^itaeva durjayA vR^ikA yuShmAkaM madhyaM pravishya vrajaM prati nirdayatAm AchariShyanti,
ACT.20.30	yuShmAkameva madhyAdapi lokA utthAya shiShyagaNam apahantuM viparItam upadekShyantItyahaM jAnAmi|
ACT.20.31	iti heto ryUyaM sachaitanyAH santastiShTata, aha ncha sAshrupAtaH san vatsaratrayaM yAvad divAnishaM pratijanaM bodhayituM na nyavartte tadapi smarata|
ACT.20.32	idAnIM he bhrAtaro yuShmAkaM niShThAM janayituM pavitrIkR^italokAnAM madhye.adhikAra ncha dAtuM samartho ya IshvarastasyAnugrahasya yo vAdashcha tayorubhayo ryuShmAn samArpayam|
ACT.20.33	kasyApi svarNaM rUpyaM vastraM vA prati mayA lobho na kR^itaH|
ACT.20.34	kintu mama matsahacharalokAnA nchAvashyakavyayAya madIyamidaM karadvayam ashrAmyad etad yUyaM jAnItha|
ACT.20.35	anena prakAreNa grahaNad dAnaM bhadramiti yadvAkyaM prabhu ryIshuH kathitavAn tat smarttuM daridralokAnAmupakArArthaM shramaM karttu ncha yuShmAkam uchitam etatsarvvaM yuShmAnaham upadiShTavAn|
ACT.20.36	etAM kathAM kathayitvA sa jAnunI pAtayitvA sarvaiH saha prArthayata|
ACT.20.37	tena te krandrantaH
ACT.20.38	puna rmama mukhaM na drakShyatha visheShata eShA yA kathA tenAkathi tatkAraNAt shokaM vilApa ncha kR^itvA kaNThaM dhR^itvA chumbitavantaH| pashchAt te taM potaM nItavantaH|
ACT.21.1	tai rvisR^iShTAH santo vayaM potaM bAhayitvA R^ijumArgeNa koSham upadvIpam Agatya pare.ahani rodiyopadvIpam AgachChAma tatastasmAt pAtArAyAm upAtiShThAma|
ACT.21.2	tatra phainIkiyAdeshagAminam potamekaM prApya tamAruhya gatavantaH|
ACT.21.3	kupropadvIpaM dR^iShTvA taM savyadishi sthApayitvA suriyAdeshaM gatvA potasthadravyANyavarohayituM soranagare lAgitavantaH|
ACT.21.4	tatra shiShyagaNasya sAkShAtkaraNAya vayaM tatra saptadinAni sthitavantaH pashchAtte pavitreNAtmanA paulaM vyAharan tvaM yirUshAlamnagaraM mA gamaH|
ACT.21.5	tatasteShu saptasu dineShu yApiteShu satsu vayaM tasmAt sthAnAt nijavartmanA gatavantaH, tasmAt te sabAlavR^iddhavanitA asmAbhiH saha nagarasya parisaraparyyantam AgatAH pashchAdvayaM jaladhitaTe jAnupAtaM prArthayAmahi|
ACT.21.6	tataH parasparaM visR^iShTAH santo vayaM potaM gatAste tu svasvagR^ihaM pratyAgatavantaH|
ACT.21.7	vayaM soranagarAt nAvA prasthAya talimAyinagaram upAtiShThAma tatrAsmAkaM samudrIyamArgasyAnto.abhavat tatra bhrAtR^igaNaM namaskR^itya dinamekaM taiH sArddham uShatavantaH|
ACT.21.8	pare .ahani paulastasya sa Ngino vaya ncha pratiShThamAnAH kaisariyAnagaram Agatya susaMvAdaprachArakAnAM saptajanAnAM philipanAmna ekasya gR^ihaM pravishyAvatiShThAma|
ACT.21.9	tasya chatasro duhitaro.anUDhA bhaviShyadvAdinya Asan|
ACT.21.10	tatrAsmAsu bahudinAni proShiteShu yihUdIyadeshAd AgatyAgAbanAmA bhaviShyadvAdI samupasthitavAn|
ACT.21.11	sosmAkaM samIpametya paulasya kaTibandhanaM gR^ihItvA nijahastApAdAn baddhvA bhAShitavAn yasyedaM kaTibandhanaM taM yihUdIyalokA yirUshAlamanagara itthaM baddhvA bhinnadeshIyAnAM kareShu samarpayiShyantIti vAkyaM pavitra AtmA kathayati|
ACT.21.12	etAdR^ishIM kathAM shrutvA vayaM tannagaravAsino bhrAtarashcha yirUshAlamaM na yAtuM paulaM vyanayAmahi;
ACT.21.13	kintu sa pratyAvAdIt, yUyaM kiM kurutha? kiM krandanena mamAntaHkaraNaM vidIrNaM kariShyatha? prabho ryIsho rnAmno nimittaM yirUshAlami baddho bhavituM kevala tanna prANAn dAtumapi sasajjosmi|
ACT.21.14	tenAsmAkaM kathAyAm agR^ihItAyAm Ishvarasya yathechChA tathaiva bhavatvityuktvA vayaM nirasyAma|
ACT.21.15	pare.ahani pAtheyadravyANi gR^ihItvA yirUshAlamaM prati yAtrAm akurmma|
ACT.21.16	tataH kaisariyAnagaranivAsinaH katipayAH shiShyA asmAbhiH sArddham itvA kR^iprIyena mnAsannAmnA yena prAchInashiShyena sArddham asmAbhi rvastavyaM tasya samIpam asmAn nItavantaH|
ACT.21.17	asmAsu yirUshAlamyupasthiteShu tatrasthabhrAtR^igaNo.asmAn AhlAdena gR^ihItavAn|
ACT.21.18	parasmin divase paule.asmAbhiH saha yAkUbo gR^ihaM praviShTe lokaprAchInAH sarvve tatra pariShadi saMsthitAH|
