MAT.1.1	ibrāhīmaḥ santāno dāyūd tasya santāno yīśukhrīṣṭastasya pūrvvapuruṣavaṁśaśreṇī|
ACT.16.20	tataḥ śāsakānāṁ nikaṭaṁ nītvā romilokā vayam asmākaṁ yad vyavaharaṇaṁ grahītum ācarituñca niṣiddhaṁ,
ACT.16.21	ime yihūdīyalokāḥ santopi tadeva śikṣayitvā nagare'smākam atīva kalahaṁ kurvvanti,
ACT.16.22	iti kathite sati lokanivahastayoḥ prātikūlyenodatiṣṭhat tathā śāsakāstayo rvastrāṇi chitvā vetrāghātaṁ karttum ājñāpayan|
ACT.16.23	aparaṁ te tau bahu prahāryya tvametau kārāṁ nītvā sāvadhānaṁ rakṣayeti kārārakṣakam ādiśan|
ACT.16.24	ittham ājñāṁ prāpya sa tāvabhyantarasthakārāṁ nītvā pādeṣu pādapāśībhi rbaddhvā sthāpitāvān|
ACT.16.25	atha niśīthasamaye paulasīlāvīśvaramuddiśya prāthanāṁ gānañca kṛtavantau, kārāsthitā lokāśca tadaśṛṇvan
ACT.16.26	tadākasmāt mahān bhūmikampo'bhavat tena bhittimūlena saha kārā kampitābhūt tatkṣaṇāt sarvvāṇi dvārāṇi muktāni jātāni sarvveṣāṁ bandhanāni ca muktāni|
ACT.16.27	ataeva kārārakṣako nidrāto jāgaritvā kārāyā dvārāṇi muktāni dṛṣṭvā bandilokāḥ palāyitā ityanumāya koṣāt khaṅgaṁ bahiḥ kṛtvātmaghātaṁ karttum udyataḥ|
ACT.16.28	kintu paulaḥ proccaistamāhūya kathitavān paśya vayaṁ sarvve'trāsmahe, tvaṁ nijaprāṇahiṁsāṁ mākārṣīḥ|
ACT.16.29	tadā pradīpam ānetum uktvā sa kampamānaḥ san ullampyābhyantaram āgatya paulasīlayoḥ pādeṣu patitavān|
ACT.16.30	paścāt sa tau bahirānīya pṛṣṭavān he mahecchau paritrāṇaṁ prāptuṁ mayā kiṁ karttavyaṁ?
ACT.16.31	paścāt tau svagṛhamānīya tayoḥ sammukhe khādyadravyāṇi sthāpitavān tathā sa svayaṁ tadīyāḥ sarvve parivārāśceśvare viśvasantaḥ sānanditā abhavan|
ACT.16.32	tasmai tasya gṛhasthitasarvvalokebhyaśca prabhoḥ kathāṁ kathitavantau|
ACT.16.33	tathā rātrestasminneva daṇḍe sa tau gṛhītvā tayoḥ prahārāṇāṁ kṣatāni prakṣālitavān tataḥ sa svayaṁ tasya sarvve parijanāśca majjitā abhavan|
ACT.16.34	paścāt tau svagṛhamānīya tayoḥ sammukhe khādyadravyāṇi sthāpitavān tathā sa svayaṁ tadīyāḥ sarvve parivārāśceśvare viśvasantaḥ sānanditā abhavan|
ACT.16.35	dina upasthite tau lokau mocayeti kathāṁ kathayituṁ śāsakāḥ padātigaṇaṁ preṣitavantaḥ|
ACT.16.36	tataḥ kārārakṣakaḥ paulāya tāṁ vārttāṁ kathitavān yuvāṁ tyājayituṁ śāsakā lokāna preṣitavanta idānīṁ yuvāṁ bahi rbhūtvā kuśalena pratiṣṭhetāṁ|
ACT.16.37	kintu paulastān avadat romilokayorāvayoḥ kamapi doṣam na niścitya sarvveṣāṁ samakṣam āvāṁ kaśayā tāḍayitvā kārāyāṁ baddhavanta idānīṁ kimāvāṁ guptaṁ vistrakṣyanti? tanna bhaviṣyati, svayamāgatyāvāṁ bahiḥ kṛtvā nayantu|
ACT.16.38	tadā padātibhiḥ śāsakebhya etadvārttāyāṁ kathitāyāṁ tau romilokāviti kathāṁ śrutvā te bhītāḥ
ACT.16.39	santastayoḥ sannidhimāgatya vinayam akurvvan aparaṁ bahiḥ kṛtvā nagarāt prasthātuṁ prārthitavantaḥ|
ACT.16.40	tatastau kārāyā nirgatya ludiyāyā gṛhaṁ gatavantau tatra bhrātṛgaṇaṁ sākṣātkṛtya tān sāntvayitvā tasmāt sthānāt prasthitau|
ACT.17.1	paulasīlau āmphipalyāpalloniyānagarābhyāṁ gatvā yatra yihūdīyānāṁ bhajanabhavanamekam āste tatra thiṣalanīkīnagara upasthitau|
ACT.17.2	tadā paulaḥ svācārānusāreṇa teṣāṁ samīpaṁ gatvā viśrāmavāratraye taiḥ sārddhaṁ dharmmapustakīyakathāyā vicāraṁ kṛtavān|
ACT.17.3	phalataḥ khrīṣṭena duḥkhabhogaḥ karttavyaḥ śmaśānadutthānañca karttavyaṁ yuṣmākaṁ sannidhau yasya yīśoḥ prastāvaṁ karomi sa īśvareṇābhiṣiktaḥ sa etāḥ kathāḥ prakāśya pramāṇaṁ datvā sthirīkṛtavān|
ACT.17.4	tasmāt teṣāṁ katipayajanā anyadeśīyā bahavo bhaktalokā bahyaḥ pradhānanāryyaśca viśvasya paulasīlayoḥ paścādgāmino jātāḥ|
ACT.17.5	kintu viśvāsahīnā yihūdīyalokā īrṣyayā paripūrṇāḥ santo haṭaṭsya katinayalampaṭalokān saṅginaḥ kṛtvā janatayā nagaramadhye mahākalahaṁ kṛtvā yāsono gṛham ākramya preritān dhṛtvā lokanivahasya samīpam ānetuṁ ceṣṭitavantaḥ|
ACT.17.6	teṣāmuddeśam aprāpya ca yāsonaṁ katipayān bhrātṛṁśca dhṛtvā nagarādhipatīnāṁ nikaṭamānīya proccaiḥ kathitavanto ye manuṣyā jagadudvāṭitavantaste 'trāpyupasthitāḥ santi,
ACT.17.7	eṣa yāson ātithyaṁ kṛtvā tān gṛhītavān| yīśunāmaka eko rājastīti kathayantaste kaisarasyājñāviruddhaṁ karmma kurvvati|
ACT.17.8	teṣāṁ kathāmimāṁ śrutvā lokanivaho nagarādhipatayaśca samudvignā abhavan|
ACT.17.9	tadā yāsonastadanyeṣāñca dhanadaṇḍaṁ gṛhītvā tān parityaktavantaḥ|
ACT.17.10	tataḥ paraṁ bhrātṛgaṇo rajanyāṁ paulasīlau śīghraṁ birayānagaraṁ preṣitavān tau tatropasthāya yihūdīyānāṁ bhajanabhavanaṁ gatavantau|
ACT.17.11	tatrasthā lokāḥ thiṣalanīkīsthalokebhyo mahātmāna āsan yata itthaṁ bhavati na veti jñātuṁ dine dine dharmmagranthasyālocanāṁ kṛtvā svairaṁ kathām agṛhlan|
ACT.17.12	tasmād aneke yihūdīyā anyadeśīyānāṁ mānyā striyaḥ puruṣāścāneke vyaśvasan|
ACT.17.13	kintu birayānagare pauleneśvarīyā kathā pracāryyata iti thiṣalanīkīsthā yihūdīyā jñātvā tatsthānamapyāgatya lokānāṁ kupravṛttim ajanayan|
ACT.17.14	ataeva tasmāt sthānāt samudreṇa yāntīti darśayitvā bhrātaraḥ kṣipraṁ paulaṁ prāhiṇvan kintu sīlatīmathiyau tatra sthitavantau|
ACT.17.15	tataḥ paraṁ paulasya mārgadarśakāstam āthīnīnagara upasthāpayan paścād yuvāṁ tūrṇam etat sthānaṁ āgamiṣyathaḥ sīlatīmathiyau pratīmām ājñāṁ prāpya te pratyāgatāḥ|
ACT.17.16	paula āthīnīnagare tāvapekṣya tiṣṭhan tannagaraṁ pratimābhiḥ paripūrṇaṁ dṛṣṭvā santaptahṛdayo 'bhavat|
ACT.17.17	tataḥ sa bhajanabhavane yān yihūdīyān bhaktalokāṁśca haṭṭe ca yān apaśyat taiḥ saha pratidinaṁ vicāritavān|
ACT.17.18	kintvipikūrīyamatagrahiṇaḥ stoyikīyamatagrāhiṇaśca kiyanto janāstena sārddhaṁ vyavadanta| tatra kecid akathayan eṣa vācālaḥ kiṁ vaktum icchati? apare kecid eṣa janaḥ keṣāñcid videśīyadevānāṁ pracāraka ityanumīyate yataḥ sa yīśum utthitiñca pracārayat|
ACT.17.19	te tam areyapāganāma vicārasthānam ānīya prāvocan idaṁ yannavīnaṁ mataṁ tvaṁ prācīkaśa idaṁ kīdṛśaṁ etad asmān śrāvaya;
ACT.17.20	yāmimām asambhavakathām asmākaṁ karṇagocarīkṛtavān asyā bhāvārthaḥ ka iti vayaṁ jñātum icchāmaḥ|
ACT.17.21	tadāthīnīnivāsinastannagarapravāsinaśca kevalaṁ kasyāścana navīnakathāyāḥ śravaṇena pracāraṇena ca kālam ayāpayan|
ACT.17.22	paulo'reyapāgasya madhye tiṣṭhan etāṁ kathāṁ pracāritavān, he āthīnīyalokā yūyaṁ sarvvathā devapūjāyām āsaktā ityaha pratyakṣaṁ paśyāmi|
ACT.17.23	yataḥ paryyaṭanakāle yuṣmākaṁ pūjanīyāni paśyan ‘avijñāteśvarāya’ etallipiyuktāṁ yajñavedīmekāṁ dṛṣṭavān; ato na viditvā yaṁ pūjayadhve tasyaiva tatvaṁ yuṣmān prati pracārayāmi|
ACT.17.24	jagato jagatsthānāṁ sarvvavastūnāñca sraṣṭā ya īśvaraḥ sa svargapṛthivyorekādhipatiḥ san karanirmmitamandireṣu na nivasati;
ACT.17.25	sa eva sarvvebhyo jīvanaṁ prāṇān sarvvasāmagrīśca pradadāti; ataeva sa kasyāścit sāmagyrā abhāvaheto rmanuṣyāṇāṁ hastaiḥ sevito bhavatīti na|
ACT.17.26	sa bhūmaṇḍale nivāsārtham ekasmāt śoṇitāt sarvvān manuṣyān sṛṣṭvā teṣāṁ pūrvvanirūpitasamayaṁ vasatisīmāñca niracinot;
ACT.17.27	tasmāt lokaiḥ kenāpi prakāreṇa mṛgayitvā parameśvarasya tatvaṁ prāptuṁ tasya gaveṣaṇaṁ karaṇīyam|
ACT.17.28	kintu so'smākaṁ kasmāccidapi dūre tiṣṭhatīti nahi, vayaṁ tena niśvasanapraśvasanagamanāgamanaprāṇadhāraṇāni kurmmaḥ, puुnaśca yuṣmākameva katipayāḥ kavayaḥ kathayanti ‘tasya vaṁśā vayaṁ smo hi’ iti|
ACT.17.29	ataeva yadi vayam īśvarasya vaṁśā bhavāmastarhi manuṣyai rvidyayā kauśalena ca takṣitaṁ svarṇaṁ rūpyaṁ dṛṣad vaiteṣāmīśvaratvam asmābhi rna jñātavyaṁ|
ACT.17.30	teṣāṁ pūrvvīyalokānām ajñānatāṁ pratīśvaro yadyapi nāvādhatta tathāpīdānīṁ sarvvatra sarvvān manaḥ parivarttayitum ājñāpayati,
ACT.17.31	yataḥ svaniyuktena puruṣeṇa yadā sa pṛthivīsthānāṁ sarvvalokānāṁ vicāraṁ kariṣyati taddinaṁ nyarūpayat; tasya śmaśānotthāpanena tasmin sarvvebhyaḥ pramāṇaṁ prādāt|
ACT.17.32	tadā śmaśānād utthānasya kathāṁ śrutvā kecid upāhaman, kecidavadan enāṁ kathāṁ punarapi tvattaḥ śroṣyāmaḥ|
ACT.17.33	tataḥ paulasteṣāṁ samīpāt prasthiाtavān|
ACT.17.34	tathāpi kecillokāstena sārddhaṁ militvā vyaśvasan teṣāṁ madhye 'reyapāgīyadiyanusiyo dāmārīnāmā kācinnārī kiyanto narāścāsan|
ACT.18.1	tadghaṭanātaḥ paraṁ paula āthīnīnagarād yātrāṁ kṛtvā karinthanagaram āgacchat|
ACT.18.2	tasmin samaye klaudiyaḥ sarvvān yihūdīyān romānagaraṁ vihāya gantum ājñāpayat, tasmāt priskillānāmnā jāyayā sārddham itāliyādeśāt kiñcitpūrvvam āgamat yaḥ pantadeśe jāta ākkilanāmā yihūdīyalokaḥ paulastaṁ sākṣāt prāpya tayoḥ samīpamitavān|
ACT.18.3	tau dūṣyanirmmāṇajīvinau, tasmāt parasparam ekavṛttikatvāt sa tābhyāṁ saha uṣitvā tat karmmākarot|
ACT.18.4	paulaḥ prativiśrāmavāraṁ bhajanabhavanaṁ gatvā vicāraṁ kṛtvā yihūdīyān anyadeśīyāṁśca pravṛttiṁ grāhitavān|
ACT.18.5	sīlatīmathiyayo rmākidaniyādeśāt sametayoḥ satoḥ paula uttaptamanā bhūtvā yīśurīśvareṇābhiṣikto bhavatīti pramāṇaṁ yihūdīyānāṁ samīpe prādāt|
ACT.18.6	kintu te 'tīva virodhaṁ vidhāya pāṣaṇḍīyakathāṁ kathitavantastataḥ paulo vastraṁ dhunvan etāṁ kathāṁ kathitavān, yuṣmākaṁ śoṇitapātāparādho yuṣmān pratyeva bhavatu, tenāhaṁ niraparādho 'dyārabhya bhinnadeśīyānāṁ samīpaṁ yāmi|
ACT.18.7	sa tasmāt prasthāya bhajanabhavanasamīpasthasya yustanāmna īśvarabhaktasya bhinnadeśīyasya niveśanaṁ prāviśat|
ACT.18.8	tataḥ krīṣpanāmā bhajanabhavanādhipatiḥ saparivāraḥ prabhau vyaśvasīt, karinthanagarīyā bahavo lokāśca samākarṇya viśvasya majjitā abhavan|
ACT.18.9	kṣaṇadāyāṁ prabhuḥ paulaṁ darśanaṁ datvā bhāṣitavān, mā bhaiṣīḥ, mā nirasīḥ kathāṁ pracāraya|
ACT.18.10	ahaṁ tvayā sārddham āsa hiṁsārthaṁ kopi tvāṁ spraṣṭuṁ na śakṣyati nagare'smin madīyā lokā bahava āsate|
ACT.18.11	tasmāt paulastannagare prāyeṇa sārddhavatsaraparyyantaṁ saṁsthāyeśvarasya kathām upādiśat|
ACT.18.12	gālliyanāmā kaścid ākhāyādeśasya prāḍvivākaḥ samabhavat, tato yihūdīyā ekavākyāḥ santaḥ paulam ākramya vicārasthānaṁ nītvā
ACT.18.13	mānuṣa eṣa vyavasthāya viruddham īśvarabhajanaṁ karttuṁ lokān kupravṛttiṁ grāhayatīti niveditavantaḥ|
ACT.18.14	tataḥ paule pratyuttaraṁ dātum udyate sati gālliyā yihūdīyān vyāharat, yadi kasyacid anyāyasya vātiśayaduṣṭatācaraṇasya vicāro'bhaviṣyat tarhi yuṣmākaṁ kathā mayā sahanīyābhaviṣyat|
ACT.18.15	kintu yadi kevalaṁ kathāyā vā nāmno vā yuṣmākaṁ vyavasthāyā vivādo bhavati tarhi tasya vicāramahaṁ na kariṣyāmi, yūyaṁ tasya mīmāṁsāṁ kuruta|
ACT.18.16	tataḥ sa tān vicārasthānād dūrīkṛtavān|
ACT.18.17	tadā bhinnadeśīyāḥ sosthinināmānaṁ bhajanabhavanasya pradhānādhipatiṁ dhṛtvā vicārasthānasya sammukhe prāharan tathāpi gālliyā teṣu sarvvakarmmasu na mano nyadadhāt|
ACT.18.18	paulastatra punarbahudināni nyavasat, tato bhrātṛgaṇād visarjanaṁ prāpya kiñcanavratanimittaṁ kiṁkriyānagare śiro muṇḍayitvā priskillākkilābhyāṁ sahito jalapathena suriyādeśaṁ gatavān|
ACT.18.19	tata iphiṣanagara upasthāya tatra tau visṛjya svayaṁ bhajanabhvanaṁ praviśya yihūdīyaiḥ saha vicāritavān|
ACT.18.20	te svaiḥ sārddhaṁ punaḥ katipayadināni sthātuṁ taṁ vyanayan, sa tadanurarīkṛtya kathāmetāṁ kathitavān,
ACT.18.21	yirūśālami āgāmyutsavapālanārthaṁ mayā gamanīyaṁ; paścād īśvarecchāyāṁ jātāyāṁ yuṣmākaṁ samīpaṁ pratyāgamiṣyāmi| tataḥ paraṁ sa tai rvisṛṣṭaḥ san jalapathena iphiṣanagarāt prasthitavān|
ACT.18.22	tataḥ kaisariyām upasthitaḥ san nagaraṁ gatvā samājaṁ namaskṛtya tasmād āntiyakhiyānagaraṁ prasthitavān|
ACT.18.23	tatra kiyatkālaṁ yāpayitvā tasmāt prasthāya sarvveṣāṁ śiṣyāṇāṁ manāṁsi susthirāṇi kṛtvā kramaśo galātiyāphrugiyādeśayo rbhramitvā gatavān|
ACT.18.24	tasminneva samaye sikandariyānagare jāta āpallonāmā śāstravit suvaktā yihūdīya eko jana iphiṣanagaram āgatavān|
ACT.18.25	sa śikṣitaprabhumārgo manasodyogī ca san yohano majjanamātraṁ jñātvā yathārthatayā prabhoḥ kathāṁ kathayan samupādiśat|
ACT.18.26	eṣa jano nirbhayatvena bhajanabhavane kathayitum ārabdhavān, tataḥ priskillākkilau tasyopadeśakathāṁ niśamya taṁ svayoḥ samīpam ānīya śuddharūpeṇeśvarasya kathām abodhayatām|
ACT.18.27	paścāt sa ākhāyādeśaṁ gantuṁ matiṁ kṛtavān, tadā tatratyaḥ śiṣyagaṇo yathā taṁ gṛhlāti tadarthaṁ bhrātṛgaṇena samāśvasya patre likhite sati, āpallāstatropasthitaḥ san anugraheṇa pratyayināṁ bahūpakārān akarot,
ACT.18.28	phalato yīśurabhiṣiktastrāteti śāstrapramāṇaṁ datvā prakāśarūpeṇa pratipannaṁ kṛtvā yihūdīyān niruttarān kṛtavān|
ACT.19.1	karinthanagara āpallasaḥ sthitikāle paula uttarapradeśairāgacchan iphiṣanagaram upasthitavān| tatra katipayaśiṣyān sākṣat prāpya tān apṛcchat,
ACT.19.2	yūyaṁ viśvasya pavitramātmānaṁ prāptā na vā? tataste pratyavadan pavitra ātmā dīyate ityasmābhiḥ śrutamapi nahi|
ACT.19.3	tadā sā'vadat tarhi yūyaṁ kena majjitā abhavata? te'kathayan yohano majjanena|
ACT.19.4	tadā paula uktavān itaḥ paraṁ ya upasthāsyati tasmin arthata yīśukhrīṣṭe viśvasitavyamityuktvā yohan manaḥparivarttanasūcakena majjanena jale lokān amajjayat|
ACT.19.5	tādṛśīṁ kathāṁ śrutvā te prabho ryīśukhrīṣṭasya nāmnā majjitā abhavan|
ACT.19.6	tataḥ paulena teṣāṁ gātreṣu kare'rpite teṣāmupari pavitra ātmāvarūḍhavān, tasmāt te nānādeśīyā bhāṣā bhaviṣyatkathāśca kathitavantaḥ|
ACT.19.7	te prāyeṇa dvādaśajanā āsan|
ACT.19.8	paulo bhajanabhavanaṁ gatvā prāyeṇa māsatrayam īśvarasya rājyasya vicāraṁ kṛtvā lokān pravartya sāhasena kathāmakathayat|
ACT.19.9	kintu kaṭhināntaḥkaraṇatvāt kiyanto janā na viśvasya sarvveṣāṁ samakṣam etatpathasya nindāṁ karttuṁ pravṛttāḥ, ataḥ paulasteṣāṁ samīpāt prasthāya śiṣyagaṇaṁ pṛthakkṛtvā pratyahaṁ turānnanāmnaḥ kasyacit janasya pāṭhaśālāyāṁ vicāraṁ kṛtavān|
ACT.19.10	itthaṁ vatsaradvayaṁ gataṁ tasmād āśiyādeśanivāsinaḥ sarvve yihūdīyā anyadeśīyalokāśca prabho ryīśoḥ kathām aśrauṣan|
ACT.19.11	paulena ca īśvara etādṛśānyadbhutāni karmmāṇi kṛtavān
ACT.19.12	yat paridheye gātramārjanavastre vā tasya dehāt pīḍitalokānām samīpam ānīte te nirāmayā jātā apavitrā bhūtāśca tebhyo bahirgatavantaḥ|
ACT.19.13	tadā deśāṭanakāriṇaḥ kiyanto yihūdīyā bhūtāpasāriṇo bhūtagrastanokānāṁ sannidhau prabhe ryīśo rnāma japtvā vākyamidam avadan, yasya kathāṁ paulaḥ pracārayati tasya yīśo rnāmnā yuṣmān ājñāpayāmaḥ|
ACT.19.14	skivanāmno yihūdīyānāṁ pradhānayājakasya saptabhiḥ puttaistathā kṛte sati
ACT.19.15	kaścid apavitro bhūtaḥ pratyuditavān, yīśuṁ jānāmi paulañca paricinomi kintu ke yūyaṁ?
ACT.19.16	ityuktvā sopavitrabhūtagrasto manuṣyo lamphaṁ kṛtvā teṣāmupari patitvā balena tān jitavān, tasmātte nagnāḥ kṣatāṅgāśca santastasmād gehāt palāyanta|
ACT.19.17	sā vāg iphiṣanagaranivāsinasaṁ sarvveṣāṁ yihūdīyānāṁ bhinnadeśīyānāṁ lokānāñca śravogocarībhūtā; tataḥ sarvve bhayaṁ gatāḥ prabho ryīśo rnāmno yaśo 'varddhata|
ACT.19.18	yeṣāmanekeṣāṁ lokānāṁ pratītirajāyata ta āgatya svaiḥ kṛtāḥ kriyāḥ prakāśarūpeṇāṅgīkṛtavantaḥ|
ACT.19.19	bahavo māyākarmmakāriṇaḥ svasvagranthān ānīya rāśīkṛtya sarvveṣāṁ samakṣam adāhayan, tato gaṇanāṁ kṛtvābudhyanta pañcāyutarūpyamudrāmūlyapustakāni dagdhāni|
ACT.19.20	itthaṁ prabhoḥ kathā sarvvadeśaṁ vyāpya prabalā jātā|
ACT.19.21	sarvveṣveteṣu karmmasu sampanneṣu satsu paulo mākidaniyākhāyādeśābhyāṁ yirūśālamaṁ gantuṁ matiṁ kṛtvā kathitavān tatsthānaṁ yātrāyāṁ kṛtāyāṁ satyāṁ mayā romānagaraṁ draṣṭavyaṁ|
ACT.19.22	svānugatalokānāṁ tīmathiyerāstau dvau janau mākidaniyādeśaṁ prati prahitya svayam āśiyādeśe katipayadināni sthitavān|
ACT.19.23	kintu tasmin samaye mate'smin kalaho jātaḥ|
ACT.19.24	tatkāraṇamidaṁ, arttimīdevyā rūpyamandiranirmmāṇena sarvveṣāṁ śilpināṁ yatheṣṭalābham ajanayat yo dīmītriyanāmā nāḍīndhamaḥ
ACT.19.25	sa tān tatkarmmajīvinaḥ sarvvalokāṁśca samāhūya bhāṣitavān he mahecchā etena mandiranirmmāṇenāsmākaṁ jīvikā bhavati, etad yūyaṁ vittha;
ACT.19.26	kintu hastanirmmiteśvarā īśvarā nahi paulanāmnā kenacijjanena kathāmimāṁ vyāhṛtya kevalephiṣanagare nahi prāyeṇa sarvvasmin āśiyādeśe pravṛttiṁ grāhayitvā bahulokānāṁ śemuṣī parāvarttitā, etad yuṣmābhi rdṛśyate śrūyate ca|
ACT.19.27	tenāsmākaṁ vāṇijyasya sarvvathā hāneḥ sambhavanaṁ kevalamiti nahi, āśiyādeśasthai rvā sarvvajagatsthai rlokaiḥ pūjyā yārtimī mahādevī tasyā mandirasyāvajñānasya tasyā aiśvaryyasya nāśasya ca sambhāvanā vidyateे|
ACT.19.28	etādṛśīṁ kathāṁ śrutvā te mahākrodhānvitāḥ santa uccaiḥkāraṁ kathitavanta iphiṣīyānām arttimī devī mahatī bhavati|
ACT.19.29	tataḥ sarvvanagaraṁ kalahena paripūrṇamabhavat, tataḥ paraṁ te mākidanīyagāyāristārkhanāmānau paulasya dvau sahacarau dhṛtvaikacittā raṅgabhūmiṁ javena dhāvitavantaḥ|
ACT.19.30	tataḥ paulo lokānāṁ sannidhiṁ yātum udyatavān kintu śiṣyagaṇastaṁ vāritavān|
ACT.19.31	paulasyatmīyā āśiyādeśasthāḥ katipayāḥ pradhānalokāstasya samīpaṁ naramekaṁ preṣya tvaṁ raṅgabhūmiṁ māgā iti nyavedayan|
ACT.19.32	tato nānālokānāṁ nānākathākathanāt sabhā vyākulā jātā kiṁ kāraṇād etāvatī janatābhavat etad adhikai rlokai rnājñāyi|
ACT.19.33	tataḥ paraṁ janatāmadhyād yihūdīyairbahiṣkṛtaḥ sikandaro hastena saṅketaṁ kṛtvā lokebhya uttaraṁ dātumudyatavān,
ACT.19.34	kintu sa yihūdīyaloka iti niścite sati iphiṣīyānām arttimī devī mahatīti vākyaṁ prāyeṇa pañca daṇḍān yāvad ekasvareṇa lokanivahaiḥ proktaṁ|
ACT.19.35	tato nagarādhipatistān sthirān kṛtvā kathitavān he iphiṣāyāḥ sarvve lokā ākarṇayata, artimīmahādevyā mahādevāt patitāyāstatpratimāyāśca pūjanama iphiṣanagarasthāḥ sarvve lokāḥ kurvvanti, etat ke na jānanti?
ACT.19.36	tasmād etatpratikūlaṁ kepi kathayituṁ na śaknuvanti, iti jñātvā yuṣmābhiḥ susthiratvena sthātavyam avivicya kimapi karmma na karttavyañca|
ACT.19.37	yān etān manuṣyān yūyamatra samānayata te mandiradravyāpahārakā yuṣmākaṁ devyā nindakāśca na bhavanti|
ACT.19.38	yadi kañcana prati dīmītriyasya tasya sahāyānāñca kācid āpatti rvidyate tarhi pratinidhilokā vicārasthānañca santi, te tat sthānaṁ gatvā uttarapratyuttare kurvvantu|
ACT.19.39	kintu yuṣmākaṁ kācidaparā kathā yadi tiṣṭhati tarhi niyamitāyāṁ sabhāyāṁ tasyā niṣpatti rbhaviṣyati|
ACT.19.40	kintvetasya virodhasyottaraṁ yena dātuṁ śaknum etādṛśasya kasyacit kāraṇasyābhāvād adyatanaghaṭanāheto rājadrohiṇāmivāsmākam abhiyogo bhaviṣyatīti śaṅkā vidyate|
ACT.19.41	iti kathayitvā sa sabhāsthalokān visṛṣṭavān|
ACT.20.1	itthaṁ kalahe nivṛtte sati paulaḥ śiṣyagaṇam āhūya visarjanaṁ prāpya mākidaniyādeśaṁ prasthitavān|
ACT.20.2	tena sthānena gacchan taddeśīyān śiṣyān bahūpadiśya yūnānīyadeśam upasthitavān|
ACT.20.3	tatra māsatrayaṁ sthitvā tasmāt suriyādeśaṁ yātum udyataḥ, kintu yihūdīyāstaṁ hantuṁ guptā atiṣṭhan tasmāt sa punarapi mākidaniyāmārgeṇa pratyāgantuṁ matiṁ kṛtavān|
ACT.20.4	birayānagarīyasopātraḥ thiṣalanīkīyāristārkhasikundau darbbonagarīyagāyatīmathiyau āśiyādeśīyatukhikatraphimau ca tena sārddhaṁ āśiyādeśaṁ yāvad gatavantaḥ|
