MAT.1.1	ibraahiima.h santaano daayuud tasya santaano yii"sukhrii.s.tastasya puurvvapuru.sava.m"sa"sre.nii|
ACT.7.36	sa ca misarade"se suuphnaamni samudre ca pa"scaat catvaari.m"sadvatsaraan yaavat mahaapraantare naanaaprakaaraa.nyadbhutaani karmmaa.ni lak.sa.naani ca dar"sayitvaa taan bahi.h k.rtvaa samaaninaaya|
ACT.7.37	prabhu.h parame"svaro yu.smaaka.m bhraat.rga.nasya madhye maad.r"sam eka.m bhavi.syadvaktaaram utpaadayi.syati tasya kathaayaa.m yuuya.m mano nidhaasyatha, yo jana israayela.h santaanebhya enaa.m kathaa.m kathayaamaasa sa e.sa muusaa.h|
ACT.7.38	mahaapraantarasthama.n.daliimadhye.api sa eva siinayaparvvatopari tena saarddha.m sa.mlaapino duutasya caasmatpit.rga.nasya madhyastha.h san asmabhya.m daatavyani jiivanadaayakaani vaakyaani lebhe|
ACT.7.39	asmaaka.m puurvvapuru.saastam amaanya.m katvaa svebhyo duuriik.rtya misarade"sa.m paraav.rtya gantu.m manobhirabhila.sya haaro.na.m jagadu.h,
ACT.7.40	asmaakam agre.agre gantuुm asmadartha.m devaga.na.m nirmmaahi yato yo muusaa asmaan misarade"saad bahi.h k.rtvaaniitavaan tasya ki.m jaata.m tadasmaabhi rna j naayate|
ACT.7.41	tasmin samaye te govatsaak.rti.m pratimaa.m nirmmaaya taamuddi"sya naivedyamutm.rjya svahastak.rtavastunaa aananditavanta.h|
ACT.7.42	tasmaad ii"svaraste.saa.m prati vimukha.h san aakaa"sastha.m jyotirga.na.m puujayitu.m tebhyo.anumati.m dadau, yaad.r"sa.m bhavi.syadvaadinaa.m granthe.su likhitamaaste, yathaa, israayeliiyava.m"saa re catvaari.m"satsamaan puraa| mahati praantare sa.msthaa yuuyantu yaani ca| balihomaadikarmmaa.ni k.rtavantastu taani ki.m| maa.m samuddi"sya yu.smaabhi.h prak.rtaaniiti naiva ca|
ACT.7.43	kintu vo molakaakhyasya devasya duu.syameva ca| yu.smaaka.m rimphanaakhyaayaa devataayaa"sca taarakaa| etayorubhayo rmuurtii yu.smaabhi.h paripuujite| ato yu.smaa.mstu baabela.h paara.m ne.syaami ni"scita.m|
ACT.7.44	apara nca yannidar"sanam apa"syastadanusaare.na duu.sya.m nirmmaahi yasmin ii"svaro muusaam etadvaakya.m babhaa.se tat tasya niruupita.m saak.syasvaruupa.m duu.syam asmaaka.m puurvvapuru.sai.h saha praantare tasthau|
ACT.7.45	pa"scaat yiho"suuyena sahitaiste.saa.m va.m"sajaatairasmatpuurvvapuru.sai.h sve.saa.m sammukhaad ii"svare.na duuriik.rtaanaam anyade"siiyaanaa.m de"saadhik.rtikaale samaaniita.m tad duu.sya.m daayuudodhikaara.m yaavat tatra sthaana aasiit|
ACT.7.46	sa daayuud parame"svarasyaanugraha.m praapya yaakuub ii"svaraartham eka.m duu.sya.m nirmmaatu.m vavaa ncha;
ACT.7.47	kintu sulemaan tadartha.m mandiram eka.m nirmmitavaan|
ACT.7.48	tathaapi ya.h sarvvoparistha.h sa kasmi.m"scid hastak.rte mandire nivasatiiti nahi, bhavi.syadvaadii kathaametaa.m kathayati, yathaa,
ACT.7.49	pare"so vadati svargo raajasi.mhaasana.m mama| madiiya.m paadapii.tha nca p.rthivii bhavati dhruva.m| tarhi yuuya.m k.rte me ki.m pranirmmaasyatha mandira.m| vi"sraamaaya madiiya.m vaa sthaana.m ki.m vidyate tviha|
ACT.7.50	sarvvaa.nyetaani vastuuni ki.m me hastak.rtaani na||
ACT.7.51	he anaaj naagraahakaa anta.hkara.ne "srava.ne caapavitralokaa.h yuuyam anavarata.m pavitrasyaatmana.h praatikuulyam aacaratha, yu.smaaka.m puurvvapuru.saa yaad.r"saa yuuyamapi taad.r"saa.h|
ACT.7.52	yu.smaaka.m puurvvapuru.saa.h ka.m bhavi.syadvaadina.m naataa.dayan? ye tasya dhaarmmikasya janasyaagamanakathaa.m kathitavantastaan aghnan yuuyam adhuunaa vi"svaasaghaatino bhuutvaa ta.m dhaarmmika.m janam ahata|
ACT.7.53	yuuya.m svargiiyaduutaga.nena vyavasthaa.m praapyaapi taa.m naacaratha|
ACT.7.54	imaa.m kathaa.m "srutvaa te mana.hsu biddhaa.h santasta.m prati dantaghar.sa.nam akurvvan|
ACT.7.55	kintu stiphaana.h pavitre.naatmanaa puur.no bhuutvaa gaga.na.m prati sthirad.r.s.ti.m k.rtvaa ii"svarasya dak.si.ne da.n.daayamaana.m yii"su nca vilokya kathitavaan;
ACT.7.56	pa"sya,meghadvaara.m muktam ii"svarasya dak.si.ne sthita.m maanavasuta nca pa"syaami|
ACT.7.57	tadaa te proccai.h "sabda.m k.rtvaa kar.ne.sva"ngulii rnidhaaya ekacittiibhuuya tam aakraman|
ACT.7.58	pa"scaat ta.m nagaraad bahi.h k.rtvaa prastarairaaghnan saak.si.no laakaa.h "saulanaamno yuuna"scara.nasannidhau nijavastraa.ni sthaapitavanta.h|
ACT.7.59	anantara.m he prabho yii"se madiiyamaatmaana.m g.rhaa.na stiphaanasyeti praarthanavaakyavadanasamaye te ta.m prastarairaaghnan|
ACT.7.60	tasmaat sa jaanunii paatayitvaa proccai.h "sabda.m k.rtvaa, he prabhe paapametad ete.su maa sthaapaya, ityuktvaa mahaanidraa.m praapnot|
ACT.8.1	tasya hatyaakara.na.m "saulopi samamanyata| tasmin samaye yiruu"saalamnagarasthaa.m ma.n.dalii.m prati mahaataa.danaayaa.m jaataayaa.m preritalokaan hitvaa sarvve.apare yihuudaa"somiro.nade"sayo rnaanaasthaane vikiir.naa.h santo gataa.h|
ACT.8.2	anyacca bhaktalokaasta.m stiphaana.m "sma"saane sthaapayitvaa bahu vyalapan|
ACT.8.3	kintu "saulo g.rhe g.rhe bhramitvaa striya.h puru.saa.m"sca dh.rtvaa kaaraayaa.m baddhvaa ma.n.dalyaa mahotpaata.m k.rtavaan|
ACT.8.4	anyacca ye vikiir.naa abhavan te sarvvatra bhramitvaa susa.mvaada.m praacaarayan|
ACT.8.5	tadaa philipa.h "somiro.nnagara.m gatvaa khrii.s.taakhyaana.m praacaarayat;
ACT.8.6	tato.a"suci-bh.rtagrastalokebhyo bhuutaa"sciitk.rtyaagacchan tathaa bahava.h pak.saaghaatina.h kha njaa lokaa"sca svasthaa abhavan|
ACT.8.7	tasmaat laakaa iid.r"sa.m tasyaa"scaryya.m karmma vilokya ni"samya ca sarvva ekacittiibhuuya tenoktaakhyaane manaa.msi nyadadhu.h|
ACT.8.8	tasminnagare mahaananda"scaabhavat|
ACT.8.9	tata.h puurvva.m tasminnagare "simonnaamaa ka"scijjano bahvii rmaayaakriyaa.h k.rtvaa sva.m ka ncana mahaapuru.sa.m procya "somiro.niiyaanaa.m moha.m janayaamaasa|
ACT.8.10	tasmaat sa maanu.sa ii"svarasya mahaa"saktisvaruupa ityuktvaa baalav.rddhavanitaa.h sarvve laakaastasmin manaa.msi nyadadhu.h|
ACT.8.11	sa bahukaalaan maayaavikriyayaa sarvvaan atiiva mohayaa ncakaara, tasmaat te ta.m menire|
ACT.8.12	kintvii"svarasya raajyasya yii"sukhrii.s.tasya naamna"scaakhyaanapracaari.na.h philipasya kathaayaa.m vi"svasya te.saa.m striipuru.sobhayalokaa majjitaa abhavan|
ACT.8.13	"se.se sa "simonapi svaya.m pratyait tato majjita.h san philipena k.rtaam aa"scaryyakriyaa.m lak.sa.na nca vilokyaasambhava.m manyamaanastena saha sthitavaan|
ACT.8.14	ittha.m "somiro.nde"siiyalokaa ii"svarasya kathaam ag.rhlan iti vaarttaa.m yiruu"saalamnagarasthapreritaa.h praapya pitara.m yohana nca te.saa.m nika.te pre.sitavanta.h|
ACT.8.15	tatastau tat sthaanam upasthaaya lokaa yathaa pavitram aatmaana.m praapnuvanti tadartha.m praarthayetaa.m|
ACT.8.16	yataste puraa kevalaprabhuyii"so rnaamnaa majjitamaatraa abhavan, na tu te.saa.m madhye kamapi prati pavitrasyaatmana aavirbhaavo jaata.h|
ACT.8.17	kintu preritaabhyaa.m te.saa.m gaatre.su kare.svarpite.su satsu te pavitram aatmaanam praapnuvan|
ACT.8.18	ittha.m lokaanaa.m gaatre.su preritayo.h karaarpa.nena taan pavitram aatmaana.m praaptaan d.r.s.tvaa sa "simon tayo.h samiipe mudraa aaniiya kathitavaan;
ACT.8.19	aha.m yasya gaatre hastam arpayi.syaami tasyaapi yathettha.m pavitraatmapraapti rbhavati taad.r"sii.m "sakti.m mahya.m datta.m|
ACT.8.20	kintu pitarasta.m pratyavadat tava mudraastvayaa vina"syantu yata ii"svarasya daana.m mudraabhi.h kriiyate tvamittha.m buddhavaan;
ACT.8.21	ii"svaraaya taavanta.hkara.na.m sarala.m nahi, tasmaad atra tavaa.m"so.adhikaara"sca kopi naasti|
ACT.8.22	ata etatpaapaheto.h khedaanvita.h san kenaapi prakaare.na tava manasa etasyaa.h kukalpanaayaa.h k.samaa bhavati, etadartham ii"svare praarthanaa.m kuru;
ACT.8.23	yatastva.m tiktapitte paapasya bandhane ca yadasi tanmayaa buddham|
ACT.8.24	tadaa "simon akathayat tarhi yuvaabhyaamuditaa kathaa mayi yathaa na phalati tadartha.m yuvaa.m mannimitta.m prabhau praarthanaa.m kuruta.m|
ACT.8.25	anena prakaare.na tau saak.sya.m dattvaa prabho.h kathaa.m pracaarayantau "somiro.niiyaanaam anekagraame.su susa.mvaada nca pracaarayantau yiruu"saalamnagara.m paraav.rtya gatau|
ACT.8.26	tata.h param ii"svarasya duuta.h philipam ityaadi"sat, tvamutthaaya dak.si.nasyaa.m di"si yo maargo praantarasya madhyena yiruu"saalamo .asaanagara.m yaati ta.m maarga.m gaccha|
ACT.8.27	tata.h sa utthaaya gatavaan; tadaa kandaakiinaamna.h kuu"slokaanaa.m raaj nyaa.h sarvvasampatteradhii"sa.h kuu"sade"siiya eka.h .sa.n.do bhajanaartha.m yiruu"saalamnagaram aagatya
ACT.8.28	punarapi rathamaaruhya yi"sayiyanaamno bhavi.syadvaadino grantha.m pa.than pratyaagacchati|
ACT.8.29	etasmin samaye aatmaa philipam avadat, tvam rathasya samiipa.m gatvaa tena saarddha.m mila|
ACT.8.30	tasmaat sa dhaavan tasya sannidhaavupasthaaya tena pa.thyamaana.m yi"sayiyathavi.syadvaadino vaakya.m "srutvaa p.r.s.tavaan yat pa.thasi tat ki.m budhyase?
ACT.8.31	tata.h sa kathitavaan kenacinna bodhitoha.m katha.m budhyeya? tata.h sa philipa.m rathamaaro.dhu.m svena saarddham upave.s.tu nca nyavedayat|
ACT.8.32	sa "saastrasyetadvaakya.m pa.thitavaan yathaa, samaaniiyata ghaataaya sa yathaa me.sa"saavaka.h| lomacchedakasaak.saacca me.sa"sca niiravo yathaa| aabadhya vadana.m sviiya.m tathaa sa samati.s.thata|
ACT.8.33	anyaayena vicaare.na sa ucchinno .abhavat tadaa| tatkaaliinamanu.syaan ko jano var.nayitu.m k.sama.h| yato jiivann.r.naa.m de"saat sa ucchinno .abhavat dhruva.m|
ACT.8.34	anantara.m sa philipam avadat nivedayaami, bhavi.syadvaadii yaamimaa.m kathaa.m kathayaamaasa sa ki.m svasmin vaa kasmi.m"scid anyasmin?
ACT.8.35	tata.h philipastatprakara.nam aarabhya yii"sorupaakhyaana.m tasyaagre praastaut|
ACT.8.36	ittha.m maarge.na gacchantau jalaa"sayasya samiipa upasthitau; tadaa kliibo.avaadiit pa"syaatra sthaane jalamaaste mama majjane kaa baadhaa?
ACT.8.37	tata.h philipa uttara.m vyaaharat svaanta.hkara.nena saaka.m yadi pratye.si tarhi baadhaa naasti| tata.h sa kathitavaan yii"sukhrii.s.ta ii"svarasya putra ityaha.m pratyemi|
ACT.8.38	tadaa ratha.m sthagita.m karttum aadi.s.te philipakliibau dvau jalam avaaruhataa.m; tadaa philipastam majjayaamaasa|
ACT.8.39	tatpa"scaat jalamadhyaad utthitayo.h sato.h parame"svarasyaatmaa philipa.m h.rtvaa niitavaan, tasmaat kliiba.h punasta.m na d.r.s.tavaan tathaapi h.r.s.tacitta.h san svamaarge.na gatavaan|
ACT.8.40	philipa"scaasdodnagaram upasthaaya tasmaat kaisariyaanagara upasthitikaalaparyyanata.m sarvvasminnagare susa.mvaada.m pracaarayan gatavaan|
ACT.9.1	tatkaalaparyyanata.m "saula.h prabho.h "si.syaa.naa.m praatikuulyena taa.danaabadhayo.h kathaa.m ni.hsaarayan mahaayaajakasya sannidhi.m gatvaa
ACT.9.2	striya.m puru.sa nca tanmatagraahi.na.m ya.m ka ncit pa"syati taan dh.rtvaa baddhvaa yiruu"saalamam aanayatiityaa"sayena damme.saknagariiya.m dharmmasamaajaan prati patra.m yaacitavaan|
ACT.9.3	gacchan tu damme.saknagaranika.ta upasthitavaan; tato.akasmaad aakaa"saat tasya caturdik.su tejasa.h prakaa"sanaat sa bhuumaavapatat|
ACT.9.4	pa"scaat he "saula he "saula kuto maa.m taa.dayasi? sva.m prati proktam eta.m "sabda.m "srutvaa
ACT.9.5	sa p.r.s.tavaan, he prabho bhavaan ka.h? tadaa prabhurakathayat ya.m yii"su.m tva.m taa.dayasi sa evaaha.m; ka.n.takasya mukhe padaaghaatakara.na.m tava ka.s.tam|
ACT.9.6	tadaa kampamaano vismayaapanna"sca sovadat he prabho mayaa ki.m karttavya.m? bhavata icchaa kaa? tata.h prabhuraaj naapayad utthaaya nagara.m gaccha tatra tvayaa yat karttavya.m tad vadi.syate|
ACT.9.7	tasya sa"ngino lokaa api ta.m "sabda.m "srutavanta.h kintu kamapi na d.r.s.tvaa stabdhaa.h santa.h sthitavanta.h|
ACT.9.8	anantara.m "saulo bhuumita utthaaya cak.su.sii unmiilya kamapi na d.r.s.tavaan| tadaa lokaastasya hastau dh.rtvaa damme.saknagaram aanayan|
ACT.9.9	tata.h sa dinatraya.m yaavad andho bhuutvaa na bhuktavaan piitavaa.m"sca|
ACT.9.10	tadanantara.m prabhustaddamme.saknagaravaasina ekasmai "si.syaaya dar"sana.m datvaa aahuutavaan he ananiya| tata.h sa pratyavaadiit, he prabho pa"sya "s.r.nomi|
ACT.9.11	tadaa prabhustamaaj naapayat tvamutthaaya saralanaamaana.m maarga.m gatvaa yihuudaanive"sane taar.sanagariiya.m "saulanaamaana.m jana.m gave.sayan p.rccha;
ACT.9.12	pa"sya sa praarthayate, tathaa ananiyanaamaka eko janastasya samiipam aagatya tasya gaatre hastaarpa.na.m k.rtvaa d.r.s.ti.m dadaatiittha.m svapne d.r.s.tavaan|
ACT.9.13	tasmaad ananiya.h pratyavadat he prabho yiruu"saalami pavitralokaan prati so.anekahi.msaa.m k.rtavaan;
ACT.9.14	atra sthaane ca ye lokaastava naamni praarthayanti taanapi baddhu.m sa pradhaanayaajakebhya.h "sakti.m praaptavaan, imaa.m kathaam aham aneke.saa.m mukhebhya.h "srutavaan|
ACT.9.15	kintu prabhurakathayat, yaahi bhinnade"siiyalokaanaa.m bhuupatiinaam israayellokaanaa nca nika.te mama naama pracaarayitu.m sa jano mama manoniitapaatramaaste|
ACT.9.16	mama naamanimitta nca tena kiyaan mahaan kle"so bhoktavya etat ta.m dar"sayi.syaami|
ACT.9.17	tato .ananiyo gatvaa g.rha.m pravi"sya tasya gaatre hastaarpra.na.m k.rtvaa kathitavaan, he bhraata.h "saula tva.m yathaa d.r.s.ti.m praapno.si pavitre.naatmanaa paripuur.no bhavasi ca, tadartha.m tavaagamanakaale ya.h prabhuyii"sustubhya.m dar"sanam adadaat sa maa.m pre.sitavaan|
ACT.9.18	ityuktamaatre tasya cak.surbhyaam miina"salkavad vastuni nirgate tatk.sa.naat sa prasannacak.su rbhuutvaa protthaaya majjito.abhavat bhuktvaa piitvaa sabalobhavacca|
ACT.9.19	tata.h para.m "saula.h "si.syai.h saha katipayadivasaan tasmin damme.sakanagare sthitvaa.avilamba.m
ACT.9.20	sarvvabhajanabhavanaani gatvaa yii"surii"svarasya putra imaa.m kathaa.m praacaarayat|
ACT.9.21	tasmaat sarvve "srotaara"scamatk.rtya kathitavanto yo yiruu"saalamnagara etannaamnaa praarthayit.rlokaan vinaa"sitavaan evam etaad.r"salokaan baddhvaa pradhaanayaajakanika.ta.m nayatiityaa"sayaa etatsthaanamapyaagacchat saeva kimaya.m na bhavati?
ACT.9.22	kintu "saula.h krama"sa utsaahavaan bhuutvaa yii"surii"svare.naabhi.sikto jana etasmin pramaa.na.m datvaa damme.sak-nivaasiyihuudiiyalokaan niruttaraan akarot|
ACT.9.23	ittha.m bahutithe kaale gate yihuudiiyalokaasta.m hantu.m mantrayaamaasu.h
ACT.9.24	kintu "saulaste.saametasyaa mantra.naayaa vaarttaa.m praaptavaan| te ta.m hantu.m tu divaani"sa.m guptaa.h santo nagarasya dvaare.ati.s.than;
ACT.9.25	tasmaat "si.syaasta.m niitvaa raatrau pi.take nidhaaya praaciire.naavaarohayan|
ACT.9.26	tata.h para.m "saulo yiruu"saalama.m gatvaa "si.syaga.nena saarddha.m sthaatum aihat, kintu sarvve tasmaadabibhayu.h sa "si.sya iti ca na pratyayan|
ACT.9.27	etasmaad bar.nabbaasta.m g.rhiitvaa preritaanaa.m samiipamaaniiya maargamadhye prabhu.h katha.m tasmai dar"sana.m dattavaan yaa.h kathaa"sca kathitavaan sa ca yathaak.sobha.h san damme.saknagare yii"so rnaama praacaarayat etaan sarvvav.rttaantaan taan j naapitavaan|
ACT.9.28	tata.h "saulastai.h saha yiruu"saalami kaala.m yaapayan nirbhaya.m prabho ryii"so rnaama praacaarayat|
ACT.9.29	tasmaad anyade"siiyalokai.h saarddha.m vivaadasyopasthitatvaat te ta.m hantum ace.s.tanta|
ACT.9.30	kintu bhraat.rga.nastajj naatvaa ta.m kaisariyaanagara.m niitvaa taar.sanagara.m pre.sitavaan|
ACT.9.31	ittha.m sati yihuudiyaagaaliil"somiro.nade"siiyaa.h sarvvaa ma.n.dalyo vi"sraama.m praaptaastatastaasaa.m ni.s.thaabhavat prabho rbhiyaa pavitrasyaatmana.h saantvanayaa ca kaala.m k.sepayitvaa bahusa.mkhyaa abhavan|
ACT.9.32	tata.h para.m pitara.h sthaane sthaane bhramitvaa "se.se lodnagaranivaasipavitralokaanaa.m samiipe sthitavaan|
ACT.9.33	tadaa tatra pak.saaghaatavyaadhinaa.s.tau vatsaraan "sayyaagatam aineyanaamaana.m manu.sya.m saak.sat praapya tamavadat,
ACT.9.34	he aineya yii"sukhrii.s.tastvaa.m svastham akaar.siit, tvamutthaaya sva"sayyaa.m nik.sipa, ityuktamaatre sa udati.s.that|
ACT.9.35	etaad.r"sa.m d.r.s.tvaa lod"saaro.nanivaasino lokaa.h prabhu.m prati paraavarttanta|
ACT.9.36	apara nca bhik.saadaanaadi.su naanakriyaasu nitya.m prav.rttaa yaa yaaphonagaranivaasinii .taabithaanaamaa "si.syaa yaa.m darkkaa.m arthaad hari.niimayuktvaa aahvayan saa naarii
ACT.9.37	tasmin samaye rugnaa satii praa.naan atyajat, tato lokaastaa.m prak.saalyoparisthaprako.s.the "saayayitvaasthaapayan|
ACT.9.38	lodnagara.m yaaphonagarasya samiipastha.m tasmaattatra pitara aaste, iti vaarttaa.m "srutvaa tuur.na.m tasyaagamanaartha.m tasmin vinayamuktvaa "si.syaga.no dvau manujau pre.sitavaan|
ACT.9.39	tasmaat pitara utthaaya taabhyaa.m saarddham aagacchat, tatra tasmin upasthita uparisthaprako.s.tha.m samaaniite ca vidhavaa.h svaabhi.h saha sthitikaale darkkayaa k.rtaani yaanyuttariiyaa.ni paridheyaani ca taani sarvvaa.ni ta.m dar"sayitvaa rudatya"scatas.r.su dik.svati.s.than|
ACT.9.40	kintu pitarastaa.h sarvvaa bahi.h k.rtvaa jaanunii paatayitvaa praarthitavaan; pa"scaat "sava.m prati d.r.s.ti.m k.rtvaa kathitavaan, he .taabiithe tvamutti.s.tha, iti vaakya ukte saa strii cak.su.sii pronmiilya pitaram avalokyotthaayopaavi"sat|
ACT.9.41	tata.h pitarastasyaa.h karau dh.rtvaa uttolya pavitralokaan vidhavaa"scaahuuya te.saa.m nika.te sajiivaa.m taa.m samaarpayat|
ACT.9.42	e.saa kathaa samastayaaphonagara.m vyaaptaa tasmaad aneke lokaa.h prabhau vya"svasan|
ACT.9.43	apara nca pitarastadyaaphonagariiyasya kasyacit "simonnaamna"scarmmakaarasya g.rhe bahudinaani nyavasat|
ACT.10.1	kaisariyaanagara itaaliyaakhyasainyaantargata.h kar.niiliyanaamaa senaapatiraasiit
ACT.10.2	sa saparivaaro bhakta ii"svaraparaaya.na"scaasiit; lokebhyo bahuuni daanaadiini datvaa nirantaram ii"svare praarthayaa ncakre|
ACT.10.3	ekadaa t.rtiiyapraharavelaayaa.m sa d.r.s.tavaan ii"svarasyaiko duuta.h saprakaa"sa.m tatsamiipam aagatya kathitavaan, he kar.niiliya|
ACT.10.4	kintu sa ta.m d.r.s.tvaa bhiito.akathayat, he prabho ki.m? tadaa tamavadat tava praarthanaa daanaadi ca saak.sisvaruupa.m bhuutve"svarasya gocaramabhavat|
ACT.10.5	idaanii.m yaaphonagara.m prati lokaan pre.sya samudratiire "simonnaamna"scarmmakaarasya g.rhe pravaasakaarii pitaranaamnaa vikhyaato ya.h "simon tam aahvaayaya;
ACT.10.6	tasmaat tvayaa yadyat karttavya.m tattat sa vadi.syati|
ACT.10.7	ityupadi"sya duute prasthite sati kar.niiliya.h svag.rhasthaanaa.m daasaanaa.m dvau janau nitya.m svasa"nginaa.m sainyaanaam ekaa.m bhaktasenaa ncaahuuya
ACT.10.8	sakalameta.m v.rttaanta.m vij naapya yaaphonagara.m taan praahi.not|
ACT.10.9	parasmin dine te yaatraa.m k.rtvaa yadaa nagarasya samiipa upaati.s.than, tadaa pitaro dvitiiyapraharavelaayaa.m praarthayitu.m g.rhap.r.s.tham aarohat|
ACT.10.10	etasmin samaye k.sudhaartta.h san ki ncid bhoktum aicchat kintu te.saam annaasaadanasamaye sa muurcchita.h sannapatat|
ACT.10.11	tato meghadvaara.m mukta.m caturbhi.h ko.nai rlambita.m b.rhadvastramiva ki ncana bhaajanam aakaa"saat p.rthiviim avaarohatiiti d.r.s.tavaan|
ACT.10.12	tanmadhye naanaprakaaraa graamyavanyapa"sava.h khecarorogaamiprabh.rtayo jantava"scaasan|
ACT.10.13	anantara.m he pitara utthaaya hatvaa bhu.mk.sva tampratiiya.m gaga.niiyaa vaa.nii jaataa|
ACT.10.14	tadaa pitara.h pratyavadat, he prabho iid.r"sa.m maa bhavatu, aham etat kaala.m yaavat ni.siddham a"suci vaa dravya.m ki ncidapi na bhuktavaan|
ACT.10.15	tata.h punarapi taad.r"sii vihayasiiyaa vaa.nii jaataa yad ii"svara.h "suci k.rtavaan tat tva.m ni.siddha.m na jaaniihi|
ACT.10.16	ittha.m tri.h sati tat paatra.m punaraak.r.s.ta.m aakaa"sam agacchat|
ACT.10.17	tata.h para.m yad dar"sana.m praaptavaan tasya ko bhaava ityatra pitaro manasaa sandegdhi, etasmin samaye kar.niiliyasya te pre.sitaa manu.syaa dvaarasya sannidhaavupasthaaya,
ACT.10.18	"simono g.rhamanvicchanta.h samp.rchyaahuuya kathitavanta.h pitaranaamnaa vikhyaato ya.h "simon sa kimatra pravasati?
ACT.10.19	yadaa pitarastaddar"sanasya bhaava.m manasaandolayati tadaatmaa tamavadat, pa"sya trayo janaastvaa.m m.rgayante|
ACT.10.20	tvam utthaayaavaruhya ni.hsandeha.m tai.h saha gaccha mayaiva te pre.sitaa.h|
ACT.10.21	tasmaat pitaro.avaruhya kar.niiliyapreritalokaanaa.m nika.tamaagatya kathitavaan pa"syata yuuya.m ya.m m.rgayadhve sa janoha.m, yuuya.m kinnimittam aagataa.h?
ACT.10.22	tataste pratyavadan kar.niiliyanaamaa "suddhasattva ii"svaraparaaya.no yihuudiiyade"sasthaanaa.m sarvve.saa.m sannidhau sukhyaatyaapanna eka.h senaapati rnijag.rha.m tvaamaahuuya netu.m tvatta.h kathaa "srotu nca pavitraduutena samaadi.s.ta.h|
ACT.10.23	tadaa pitarastaanabhyantara.m niitvaa te.saamaatithya.m k.rtavaan, pare.ahani tai.h saarddha.m yaatraamakarot, yaaphonivaasinaa.m bhraat.r.naa.m kiyanto janaa"sca tena saha gataa.h|
ACT.10.24	parasmin divase kaisariyaanagaramadhyaprave"sasamaye kar.niiliyo j naatibandhuun aahuuyaaniiya taan apek.sya sthita.h|
ACT.10.25	pitare g.rha upasthite kar.niiliyasta.m saak.saatk.rtya cara.nayo.h patitvaa praa.namat|
ACT.10.26	pitarastamutthaapya kathitavaan, utti.s.thaahamapi maanu.sa.h|
ACT.10.27	tadaa kar.niiliyena saakam aalapan g.rha.m praavi"sat tanmadhye ca bahulokaanaa.m samaagama.m d.r.s.tvaa taan avadat,
ACT.10.28	anyajaatiiyalokai.h mahaalapana.m vaa te.saa.m g.rhamadhye prave"sana.m yihuudiiyaanaa.m ni.siddham astiiti yuuyam avagacchatha; kintu kamapi maanu.sam avyavahaaryyam a"suci.m vaa j naatu.m mama nocitam iti parame"svaro maa.m j naapitavaan|
ACT.10.29	iti hetoraahvaana"srava.namaatraat kaa ncanaapattim ak.rtvaa yu.smaaka.m samiipam aagatosmi; p.rcchaami yuuya.m kinnimitta.m maam aahuuyata?
ACT.10.30	tadaa kar.niiliya.h kathitavaan, adya catvaari dinaani jaataani etaavadvelaa.m yaavad aham anaahaara aasan tatast.rtiiyaprahare sati g.rhe praarthanasamaye tejomayavastrabh.rd eko jano mama samak.sa.m ti.s.than etaa.m kathaam akathayat,
ACT.10.31	he kar.niiliya tvadiiyaa praarthanaa ii"svarasya kar.nagocariibhuutaa tava daanaadi ca saak.sisvaruupa.m bhuutvaa tasya d.r.s.tigocaramabhavat|
ACT.10.32	ato yaaphonagara.m prati lokaan prahitya tatra samudratiire "simonnaamna.h kasyaciccarmmakaarasya g.rhe pravaasakaarii pitaranaamnaa vikhyaato ya.h "simon tamaahuuाyaya; tata.h sa aagatya tvaam upadek.syati|
ACT.10.33	iti kaara.naat tatk.sa.naat tava nika.te lokaan pre.sitavaan, tvamaagatavaan iti bhadra.m k.rtavaan| ii"svaro yaanyaakhyaanaani kathayitum aadi"sat taani "srotu.m vaya.m sarvve saampratam ii"svarasya saak.saad upasthitaa.h sma.h|
ACT.10.34	tadaa pitara imaa.m kathaa.m kathayitum aarabdhavaan, ii"svaro manu.syaa.naam apak.sapaatii san
ACT.10.35	yasya kasyacid de"sasya yo lokaastasmaadbhiitvaa satkarmma karoti sa tasya graahyo bhavati, etasya ni"scayam upalabdhavaanaham|
ACT.10.36	sarvve.saa.m prabhu ryo yii"sukhrii.s.tastena ii"svara israayelva.m"saanaa.m nika.te susa.mvaada.m pre.sya sammelanasya ya.m sa.mvaada.m praacaarayat ta.m sa.mvaada.m yuuya.m "srutavanta.h|
ACT.10.37	yato yohanaa majjane pracaarite sati sa gaaliilade"samaarabhya samastayihuudiiyade"sa.m vyaapnot;
ACT.10.38	phalata ii"svare.na pavitre.naatmanaa "saktyaa caabhi.sikto naasaratiiyayii"su.h sthaane sthaane bhraman sukriyaa.m kurvvan "saitaanaa kli.s.taan sarvvalokaan svasthaan akarot, yata ii"svarastasya sahaaya aasiit;
ACT.10.39	vaya nca yihuudiiyade"se yiruu"saalamnagare ca tena k.rtaanaa.m sarvve.saa.m karmma.naa.m saak.si.no bhavaama.h| lokaasta.m kru"se viddhvaa hatavanta.h,
ACT.10.40	kintu t.rtiiyadivase ii"svarastamutthaapya saprakaa"sam adar"sayat|
ACT.10.41	sarvvalokaanaa.m nika.ta iti na hi, kintu tasmin "sma"saanaadutthite sati tena saarddha.m bhojana.m paana nca k.rtavanta etaad.r"saa ii"svarasya manoniitaa.h saak.si.no ye vayam asmaaka.m nika.te tamadar"sayat|
