GEN.1.1	Are nakuexinxion beꞌe kain, Ndo Dio binchechjian ngajni ko nunthe. 
LUK.20.20	Mexinxin jeꞌe xa ruaꞌan xa kanxion chujni ixin tsayeꞌe na̱ Jesús ko ni teꞌi xraa anto jian bancheꞌe na̱, ko jañaa runchenichja na̱ Jesús chrujan thi nduaꞌa ko nchao rukjangiꞌi na̱ ngain xi gobernador. 
LUK.20.21	Ko ni tetsayeꞌe Jesús banchiangiꞌi na̱ jeꞌe ko ndachro na̱:
LUK.20.21	—Suixin ke tjaago, jaꞌan ná nuna ná ixin suixin nichja ko nchekueꞌen chujni thi ndua, ko suixin dincheꞌa thi ncheꞌe icha chujni ko ndua dinchekueꞌen chujni nthiee Ndo Dio. 
LUK.20.22	Ndachjejin ni ra: ¿Anchao tsjenga ná ꞌna ngain xi thetuꞌan o naꞌi?
LUK.20.23	Aro Jesús ukunuꞌe thi jianꞌa texraxaon na̱, ko jeꞌe ndachro ngain na̱:
LUK.20.23	—¿Unda rinao ra sincheyana ni ra? 
LUK.20.24	Tjaguꞌna ni ra naa tumi. ¿Kensen ngakon jinganito tumi jiꞌi ko kexreen diꞌin?
LUK.20.24	Jeꞌe na̱ binthendachro na̱:
LUK.20.24	—Ngakon César.
LUK.20.25	Kuthimejan ndachro Jesús ngain na̱:
LUK.20.25	—Mexinxin chjeꞌe ra César thi jikininxin jeꞌe, ko chjeꞌe ra Ndo Dio thi jikininxin jeꞌe ndo.
LUK.20.26	Ko Jesús xruꞌin jianꞌa nichja ngathexin kon chujni ko chroꞌa tse na̱, ko anto kuiseꞌen na̱ ixin jian bagatheꞌe.
LUK.20.27	Kuthimejan kanxion xi saduceo binthekunchieꞌen ngain Jesús. Ko xi saduceo bagithikaonꞌa xa ixin chujni ndadeꞌen ruxechon na̱, mexinxin ndachro xa ngain Jesús:
LUK.20.28	—Suixin ke tjaago, Moisés kuinthuna ná xroon jitaxin ja̱ naa xii chunda chriꞌi ko ndadeꞌen xa ko xruꞌin chjan binchian chriꞌi xa, xichoo xi ndabeꞌen rugunda sekaꞌo xa nchri gaꞌan ko ruchunda nchra chjan ko chjan mee, rukjan xan xraa xeꞌen thi ndabeꞌen. 
LUK.20.29	Ko binthe yaato xii choo xan. Xan saꞌo bekaꞌo xan chriꞌi xan aro ndabeꞌen xan ko xruꞌin chjan kuinthuꞌe xan. 
LUK.20.30	Ko kai xan yuxin bekaꞌo xan nchri gaꞌan mee aro kai ndabeꞌen xan ko xruꞌin chjan kuinthuꞌe xan. 
LUK.20.31	Ko xrajeꞌo kuꞌen xan ninxin ko jañaa kuꞌen kain xan ko biji ngain xan yatuxin ko kain xan beꞌen xan ko xruꞌin chjan kuinthuꞌe xan. 
LUK.20.32	Kuthimejan kai ndabeꞌen nchri gaꞌan mee. 
LUK.20.33	Mexinxin are ruxechon na̱, ¿kexeꞌe thi yaato xii teꞌi tsji xixiꞌi nchra?, ixin kain xan bekaꞌo nchra.
LUK.20.34	Kuthimejan ndachro Jesús ngain xa:
LUK.20.34	—Ngain nunthe jiꞌi, xii ko nchrii thutheꞌe na̱. 
LUK.20.35	Aro chujni jikininxin ruxechon ko tsji ngajni thutheꞌa na̱ ko isajonꞌa na̱ xeꞌen na̱ ixin tsutheꞌe xan, 
LUK.20.36	ko isenꞌa na̱, ko rukjan na̱ inchin angeel Ndo Dio ko uxeꞌen Ndo Dio na̱, ixin jeꞌe na̱ xechon na̱. 
LUK.20.37	Ko ixin thi ndadeꞌen ni ko ruxechon ni, Moisés kjuaago are bikon xruꞌi ngagaꞌa kanchaꞌa, are ndachro ixin Ndo Dio, Dioe Abraham, Isaac ko Jacob. 
LUK.20.38	Ixin Ndo Dio jeꞌa Dioe ni ndadigeꞌen, Ndo Dio, Dioe ni techon. Ko mee ruchro ixin ngathexin kon Ndo Dio kain chujni techon na̱.
LUK.20.39	Kuthimejan kainxion xi tjaago ley binthendachro xa:
LUK.20.39	—Nchao ndachro, Suixin ke tjaago.
LUK.20.40	Ko ixruꞌin ni banchiangi icha ngain Jesús.
LUK.20.41	Ko Jesús ndachro ngain chujni te nthi̱ꞌa̱:
LUK.20.41	—¿Unda chujni ndachro ixin Cristo bachrjeninxin David? 
LUK.20.42	Ixin jeꞌe David ndachro ngain Xruen Salmos:
LUK.20.42	Ndo Dio ndache Nchana:
LUK.20.42	“Dariꞌi ngain rajianxin na,
LUK.20.43	are jaꞌan sakeja kain ni ningakuꞌan chringiꞌi ruthea.”
LUK.20.44	Mexinxin, ja̱ David ndache Cristo, “Nchana”, ¿kexreen rundachro ra ixin xeꞌen?
LUK.20.45	Ko ngathexin kon kain chujni, Jesús ndachro ngain chujni bakao:
LUK.20.46	—Tsjeꞌe ra ixin ncheꞌa ra inchin ncheꞌe xi tjaago ley ixin jeꞌe xa nchexruxiꞌin xa chrji xa kunixin luntho icha jinjini, ko rinao xa ixin chujni sajon na̱ juajna ngain xa ko tsusayeꞌe xa ngain ndaasin, ko ngaxiꞌin niꞌngo jeꞌe xa thjee xa thi ntha xintaon icha renthe ixin dinthetaꞌa xa, ko are thji xa dijine xa jeꞌe xa rinao xa seꞌe xa ngain ntha icha renthe. 
LUK.20.47	Kai dantsjeꞌe xa nchri gaꞌan nchianduꞌa nchra, ko ixin xruꞌin chujni ruxraxaon thi jianꞌa ncheꞌe xa, jeꞌe xa anto see nichjee xa Ndo Dio. Aro xi teꞌi icha tangi tsuꞌen xa.
LUK.21.1	Ngain niꞌngo icha renthe Jesús bikon kexreen chujni anto chunda tumi tedankaa na̱ tumi ngain thi dingachjian tumii niꞌngo. 
LUK.21.2	Kai bikon Jesús naa nchri gaꞌan nua bankaa nchra yoo tumi rentheꞌa. 
LUK.21.3	Ko Jesús ndachro:
LUK.21.3	—Ndua thi rundathjo ra ixin nchri gaꞌan nua jiꞌi bajon nchra icha tsjé ke kain chujni. 
LUK.21.4	Ixin kain chujni bajon na̱ thi tumi xeꞌe na̱, aro jeꞌe nchra, maski nua nchra, bajon nchra kainxin tumi jeꞌe nchra bechunda nchra ixin runenxin nchra.
LUK.21.5	Kanxion chujni bakao Jesús tetjao na̱ ixin niꞌngo icha renthe ko ixin chrjuin xro dikunchjianxin niꞌngo mee, ko icha thi digajon chujni ngain niꞌngo. Kuthimejan Jesús ndachro ngain na̱:
LUK.21.6	—Tsii nchaꞌon are kain thi tedikon ra ruxanthe, ko xruꞌin xro sithuꞌe ngataꞌa inaa xro.
LUK.21.7	Kuthimejan banchiangiꞌi na̱ Jesús ko ndachro na̱:
LUK.21.7	—Suixin ke tjaago, ¿kensa sikuꞌen jiꞌi? ¿Keꞌe saꞌo ruxraago are jiꞌi usikuꞌen?
LUK.21.8	Jesús ndachro:
LUK.21.8	—Jian tsjeꞌe ra ixin xruꞌin kensen sinthayaꞌa ra, ixin anto tsjé chujni tsii ko rundachro na̱: “Jaꞌan thi Cristo na”, ko kai rundachro na̱: “Uchiaon juii nchaꞌon ndatsjexin nunthe.” Aro jaꞌa ra rueꞌa ra na̱. 
LUK.21.9	Ko are tsiꞌin ra ixin tethetukaꞌo choo rajna, jaꞌa ra xraonꞌa ra ixin jiꞌi rugunda tsuꞌen saꞌo, aro xra jeꞌa nchaꞌon ixin undatsjexin nunthe.
LUK.21.10	Jesús xra ndachro ngain na̱:
LUK.21.10	—Chujni naa nunthe tsetukaꞌo chujnii inaa nunthe, ko naa xi thetuꞌan tsetukaꞌo inaa xi thetuꞌan. 
LUK.21.11	Ko kai anto suji tsingi nunthe, seꞌe jintha, ko chin ngain tsjé rajna, ko sikuꞌen tsjé ni naꞌa dikunxin ni nthi̱ꞌa̱ ngajni ko anto sinchexraon ni.
LUK.21.12	’Ko xra tsuenꞌa jiꞌi, are chujni rutse ra na̱ jaꞌa ra ko sinthakinga ra na̱. Ko tsjiꞌo ra na̱ ngain niꞌngo ko tsiaxiꞌan ra na̱ ngain nduꞌa xiiso ko tsjiꞌo ra na̱ ngathexin kon ni rey ko xi gobernador ixin jaꞌan. 
LUK.21.13	Ko are tsuꞌen kain jiꞌi, jaꞌa ra nchao runichja ra ixin jaꞌan. 
LUK.21.14	Ko are mee, xraxaonꞌa ra kexreen rundachro ra ngain thi tsjiꞌo ra na̱, 
LUK.21.15	ixin jaꞌan rundathjo ra thi jaꞌa ra satheꞌe ra ko jian juaxraxaon ruchjaꞌa ra. Ko chujni ningakuꞌan ra tsixinꞌa na̱ ngajin ra ko chroꞌa satheꞌe na̱. 
LUK.21.16	Aro chujni tsjangiꞌa ra, jeꞌo ndudaa ra, xan choo ra, chujnia ra, ko ni jian dakjioꞌo ra. Ko thuꞌa ra nasuenxon ra na̱. 
LUK.21.17	Ko nguixin nunthe runingakuꞌan ra na̱ ixin dithikaon ni ra jaꞌan. 
LUK.21.18	Aro taꞌa ra juachjaon xruꞌin tsuꞌan ra ko xruꞌin xrajaa ra sitjaan. 
LUK.21.19	Ja̱ kainxin nchaꞌon sachrjendeꞌa ra thi ukuiꞌin ra, jañaa rukjan ra inaa chujni narua ko xruꞌin nchaꞌon tsjexin.
LUK.21.20	’Are sikon ra rajna Jerusalén digixindajin xi soldado, jaꞌa ra unuꞌa ra ixin uruxanthe. 
LUK.21.21	Ko are mee thi chujni te Judea satsinga na̱ ngagaꞌa jna. Ko thi ni te ngain rajna Jerusalén satsingaxin na̱ nthi̱ꞌa̱. Ko thi ni sinthe ngataon jngi are mee, irukjanꞌa na̱ ngain rajna. 
LUK.21.22	Ixin ngain nchaꞌon mee tangi tsuꞌen chujni inchin jitaxin ngain Xruen Ndo Dio. 
LUK.21.23	¡Anto tangi sathuꞌe kain ni nchrii sintheyaa chjan ngain nchaꞌon mee o nchrii tenchekai chjan! Ixin are mee anto tangi tsuꞌen chujni nguii nunthe, ko icha tangi tsuꞌen rajna Jerusalén. 
LUK.21.24	Are mee chujni nasuenxon ra na̱ kunixin chia taade ko icha na̱ satsjioꞌo ra na̱ ngain icha nunthe. Ko chujni dithikaonꞌa Ndo Dio sincheꞌe na̱ thi rinao na̱ ngain rajna Jerusalén, ruxethjaja nchaꞌon bayée na̱ juachaxin.
LUK.21.25	’Kuthimejan sikon ni thi xra naꞌa dikunxin ni tuꞌen ngain nchaꞌon, ngain kunithjao ko ngain kunutse. Ko nthiꞌi ngataꞌa nunthe kainxin chujni ruxraon na̱ ixin suji saxruen ndachaon ko suji rukjamangiathe nda. 
LUK.21.26	Chujni ndasenda na̱ ixin juaxraon are ruxraxaon na̱ ixin thi sikuꞌen ngain nunthe jiꞌi ixin kainxin thi jii ngajni ruxranga. 
LUK.21.27	Kuthimejan sikon ni ra jaꞌan, thi Xii juixin ngajni, siꞌi ngakjan naa thjui jidakima kunixin juachaxiin Ndo Dio. 
LUK.21.28	Ko are tsexiꞌin tsuꞌen kain jiꞌi, jaꞌa ra xro xra sinthechon ra, chaꞌa ra ko tsjeꞌe ra ngajni ixin are mee Ndo Dio tsjengijna ra ndo ko isetanꞌa ra thi tangi mee.
LUK.21.29	Jesús kai kuekin naa thi kuꞌen ko ndachro:
LUK.21.29	—Tsjeꞌe ra ntha higo, o kexeꞌo ntha yua. 
LUK.21.30	Are uchriꞌin chanchjeꞌen ntha, jaꞌa ra unuꞌa ra ixin ujitunchiaon kunithjaue chrin. 
LUK.21.31	Ko are sikon ra tsuꞌen kain jiꞌi, jaꞌa ra unuꞌa ra ixin ujitunchiaon nchaꞌon are utsetuꞌan Ndo Dio.
LUK.21.32	’Ndua thi rindathjo ra ixin chujni te jai xra sinthechon na̱ are tsuꞌen kain thi ndathjo ra. 
LUK.21.33	Maski ngajni ko nunthe ndatsjexin, aro kainxin thi jaꞌan ndachrjan tsuꞌen.
LUK.21.34	’Tsjeꞌe ra jian ko tanchrjandaꞌa ra tsuncha ansean ra ixin kain thi jianꞌa jii, inchin thi kuan na̱ ko thi ta na̱ juachjaon ixin thi jii ngataꞌa nunthe jiꞌi, ko jañaa sithjaꞌa ra Ndo Dio tencheꞌe ra thi jianꞌa, 
LUK.21.35	o tsuꞌen xraa naa thi dijekjio ko tse na̱ kuxiigo, jañaa tsii nchaꞌon mee ngain chujni jii nguixin ngataꞌa nunthe. 
LUK.21.36	Mexinxin jaꞌa ra kain nchaꞌon tsjeꞌe ra jian ko nichjeꞌe ra Ndo Dio ixin xruꞌin tsuꞌan ra ngain thi sikuꞌen, ko jamee nchao tsunchieꞌen ra ngajin na jaꞌan, thi Xii juixin ngajni —jañaa ndachro Jesús.
LUK.21.37	Ko nguii nchaꞌon Jesús bakjague chujni ixin Ndo Dio ngain niꞌngo, ko are bakunthie jeꞌe sabakji ixin bagithuꞌe ngagaꞌa thi jnanchjan diꞌin Ntha Olivo. 
LUK.21.38	Ko kain nchaꞌon anto dakao bagiji chujni ngain niꞌngo ixin bakiꞌin na̱ thi bandachro Jesús.
LUK.22.1	Ko uchiaon ujuii thi kiai jine na̱ niuthja chundaꞌa thi nchegeꞌen nchoꞌo, ko mee thi diꞌin kiai pascua. 
LUK.22.2	Ngain nchaꞌon mee, kain xi daana baketuꞌan ngain icha xi daana ko kain xi tjaago ley kjuee na̱ kexreen naruguenxon xa Jesús, aro baxraguen xa ni rajna.
LUK.22.3	Kuthimejan nchiijin bixiꞌin ngain anseen Judas Iscariote, naa thi theyoo chujni bakao Jesús. 
LUK.22.4	Ko Judas jiꞌi kjui bitsjeꞌe xi daana baketuꞌan ngain icha xi daana ko xi jinda ngain niꞌngo, ko binthekjuathexin ixin jeꞌe tsjaago thinoo rutsexin xa Jesús. 
LUK.22.5	Kain xa anto binthechee xa ko kjuathexin choo xa ixin sajon xa tumi ngain Judas. 
LUK.22.6	Ko Judas ndachro ixin nchao jii, ko ukuexiꞌin xraxaon kexreen sinchechieꞌen Jesús ngaa raa xa ko xruꞌin ni rajna rugikon.
LUK.22.7	Ko juii kiai diꞌin pascua are baguen na̱ kuleko ixin banchendusen na̱ ngain Ndo Dio, 
LUK.22.8	ngain nchaꞌon mee Jesús ruaꞌan Pedro ko Juan ko ndachro ngain na̱:
LUK.22.8	—Thji ra dinchechjian ra thi sunthe na̱ ngain kiai jiꞌi.
LUK.22.9	Jeꞌe na̱ ndachro na̱ ngain Jesús:
LUK.22.9	—¿Thinoo rinao sinthachjianxin na̱?
LUK.22.10	Jesús ndachro ngain na̱:
LUK.22.10	—Are jaꞌa ra sigaꞌa ra ngain rajna, setan ra naa xii jidikao naa nchiixra jinda. Rueꞌe ra xa ngain nchia jeꞌe xa sixiꞌin xa, 
LUK.22.11	ko ndache ra thi nchianduꞌa: “Xi tjaago ndachro xa: ¿Thinoo jii nchia sinekianxin kiai pascua thi theyoo chujnina?” 
LUK.22.12	Kuthimejan jeꞌe tsjaguꞌa ra naa nchia jié jii nui. Nthi̱ꞌa̱ nchechjianxin ra thi sunthe ná.
LUK.22.13	Kayui chujni mee sabinthekji na̱ ko bithja na̱ kain inchin ndachro Jesús. Ko nthi̱ꞌa̱ binchechjianxin na̱ thi binekaꞌo na̱ Jesús ngain kiai mee.
LUK.22.14	Ko are ubithja hora, Jesús ko thi theyoo chujni bakao binthendajin na̱ nthanchaon. 
LUK.22.15	Kuthimejan Jesús ndachro ngain na̱:
LUK.22.15	—¡Anto binaꞌo ixin jaꞌin rujine ngajin ra ngain kiai jiꞌi ixin tangi sathua ko seꞌen na! 
LUK.22.16	Ko jaꞌan rindathjo ra irukjanꞌa na sine ngajin ra kiai jiꞌi, ko rukjan sunthe ná nthi̱ꞌa̱ ngajni, thi thetuꞌan Ndo Dio.
LUK.22.17	Ko Jesús tse thi dixin ni vino ko kuexruxiꞌin Ndo Dio, ko ndachro:
LUK.22.17	—Tse ra ko dikoꞌo choo ra, 
LUK.22.18	ixin jaꞌan irukjanꞌa na siꞌi vino, tsija thi thetuꞌan Ndo Dio.
LUK.22.19	Kuthimejan kuaa niuthja, kunchjenga nio ko kuexruxiꞌin Ndo Dio, ko bajon nio ngain na̱ ko ndachro:
LUK.22.19	—Jiꞌi ruchro nthauꞌna thi ruxrajon ixin jaꞌa ra. Ko are jaꞌan isariꞌa ngajin ra jaꞌin ncheꞌe ra ixin ruxraxaunxin ni ra.
LUK.22.20	Ko are ujuexin bine na̱, Jesús kuaa thi dixin ni vino ko ndachro:
LUK.22.20	—Vino jiꞌi ruchro thi jnina singo ixin jaꞌa ra ko jiꞌi thi trato narua nthaꞌa ixin jaꞌa ra.
LUK.22.21	’Aro thi sajon na ngain thi chujni rutse na̱ jaꞌan, jeꞌe rinekiꞌan nthiꞌi ngain nthanetaxin ni. 
LUK.22.22	Ixin jaꞌan, thi Xii juixin ngajni, rugunda seꞌen na inchin jitaxin ngain Xruen Ndo Dio, aro ¡anto tangi tsuꞌen thi rundache chujni ixin rutse na!
LUK.22.23	Kuthimejan thi theyoo chujni bakao Jesús kuexiꞌin na̱ banchiangiꞌi choo na̱ ixin kensen runcheꞌe jiꞌi.
LUK.22.24	Kuthimejan thi theyoo chujni bakao Jesús suji kjuao na̱ ixin kensen icha tsurenthe ngayee na̱. 
LUK.22.25	Aro Jesús ndachro ngain na̱:
LUK.22.25	—Ngain nunthe jiꞌi, kain rey thetuꞌan inchin jeꞌe rinao ko ndachro xa ixin anto jian ncheꞌe xa. 
LUK.22.26	Aro jaꞌa ra rugundaꞌa sincheꞌe ra jañaa, ixin thi sigeꞌe icha renthe ngayaꞌa ra, mee thi icha rentheꞌa seꞌe ngajin ra. Ko thi tsetuꞌan ngayaꞌa ra, yaa thi icha tsjengijna ra. 
LUK.22.27	Ndachjejin ni ra, ¿kensen icha renthe, a thi deꞌe jine ngain nthanetaxin ni o thi ncheꞌe xra ixin dikaan thi jine thi jii ngain nthanetaxin ni? ¿A jeꞌa thi jii ngain nthanetaxin ni, mee thi icha renthe? Aro jaꞌan nthiꞌi riꞌi ngayaꞌa ra inchin naa thi ncheꞌe xra.
LUK.22.28	’Aro jaꞌa ra binthe ra ngajin kainxin nchaꞌon are tangi bathua. 
LUK.22.29	Mexinxin jaꞌan richjaꞌa ra juachaxin tsetuꞌan ra, inchin juachaxin chjana Ndudana, 
LUK.22.30	ixin sinthe ra ko siꞌi ra ngain nthanetaxin ni, are jaꞌan tsetuꞌan, ko sinthe ra ngain ntha xintaon ixin sincheꞌe ra jie̱ ngain chujnii thi theyoo xeꞌen Israel.
LUK.22.31	Ko kai ndachro Jesús:
LUK.22.31	—Simón, Simón; Satanás banchia juachaxin ixin tangi tsuꞌan ra, ko tsuntsjenga ra inchin katrigo. 
LUK.22.32	Aro jaꞌan ubinthatsaan ñao Ndo Dio ixin jaꞌa, ixin rutjañaꞌa ixin jaꞌa chunthia. Ko are jaꞌa rukjan ngajin na inaa, thjengijna icha chujni dithikaon ixin sithikaon na̱ kainxin nchaꞌon.
LUK.22.33	Simón Pedro ndachro ngain Jesús:
LUK.22.33	—Nchana, jaꞌan rinaꞌo tsji ngajin, maski siaxinna inchin suixin, ko thi senxin suixin kai jaꞌan nthi̱ꞌa̱ senxin na.
LUK.22.34	Jesús ndachro ngain Pedro:
LUK.22.34	—Pedro, jaꞌan rindathjo ixin xrarutsjeꞌa kunthaxichia ko jaꞌa unii nthiꞌa rundachro ixin chunxinꞌa na.
LUK.22.35	Kuthimejan Jesús banchiangi ngain chujni bakao ko ndachro:
LUK.22.35	—Are jaꞌan kuetuꞌan ra ixin bindache ra chujni thi jian juajnee Ndo Dio, ko ndathjo ra ixin rukjuioꞌa ra thi tamexin ni ko tumi ko kathe, ¿ako chrujan binthechundaꞌa ra?
LUK.22.35	Jeꞌe na̱ ndachro na̱:
LUK.22.35	—Kain binthechunda ná.
LUK.22.36	Kuthimejan ndachro Jesús ngain na̱:
LUK.22.36	—Ko jai ijeꞌa jamee, jai thjiꞌo ra thi tamexin ni ko tumi, ko xro techundaꞌa ra chia taade, nchekji ra lunthua ra ixin thenanxin ra chia. 
LUK.22.37	Ko jaꞌan rindathjo ra ixin rugunda tsuꞌen ngajin inchin jitaxin ngain Xruen Ndo Dio, thi ndachro: “Ko jeꞌe beꞌen inchin chujni ncheꞌe jianꞌa.” Ixin kain thi jitaxin ixin jaꞌan rugunda tsuꞌen.
LUK.22.38	Kuthimejan jeꞌe na̱ binthendachro na̱:
LUK.22.38	—Nthiꞌi jii yoo chia taade.
LUK.22.38	Ko Jesús ndachro:
LUK.22.38	—Jaꞌa ra thinxinꞌa ra.
LUK.22.39	Kuthimejan bachrje Jesús inchin bancheꞌe kain nchaꞌon ko sakjui ngain jna diꞌin Ntha Olivo, ko chujni bakao ruee na̱ jeꞌe. 
LUK.22.40	Ko are ubiji na̱ nthi̱ꞌa̱, Jesús ndachro ngain na̱:
LUK.22.40	—Nichjeꞌe ra Ndo Dio ixin tsjengijna ra ndo ko sitaꞌa ra sincheꞌe ra thi jianꞌa.
LUK.22.41	Kuthimejan Jesús kunkjínxin ni baruee, inchin kjínxin tjaxin ni naa xro, ko nthi̱ꞌa̱ bethuxin ko nichjee Ndo Dio. 
LUK.22.42	Ko ndachro:
LUK.22.42	—Suixin Ndudana, ja̱ rinao, tanchrjandaꞌa na sathua thi anto tangi tsunna, aro tsuenꞌa inchin jaꞌan rinaꞌo, nchutsuꞌen inchin Suixin rinao.
LUK.22.43	Kuthimejan kununxin naa angeel Ndo Dio ngain Jesús ixin binchesuji anseen jeꞌe. 
LUK.22.44	Ko jeꞌe icha kuaa juachjaon anseen, ko icha nichjee Ndo Dio, ko ndachjiin Jesús kjan inchin jni ko binthji ngain nunthe.
LUK.22.45	Ko are juexin nichjee Ndo Dio bingathjen ko kjui ngain chujni bakao, ko jeꞌe na̱ utatejua na̱ ixin ikuxinꞌa na̱ ixin juachjaon. 
LUK.22.46	Kuthimejan jeꞌe ndachro ngain na̱:
LUK.22.46	—¿Unda tatechrin ra? Dingathjen ra, ko nichjeꞌe ra Ndo Dio ixin tsjengijna ra ko xruꞌin thi jianꞌa sitaꞌa ra.
LUK.22.47	Jesús xra jinichja jañaa are ujuii anto tsjé chujni. Ko thi biꞌin Judas, naa thi theyoo chujni bakao Jesús, jeꞌe mee thi jitaon nthiꞌá, ko kunchieꞌen ngain Jesús ixin kuetuxin. 
LUK.22.48	Kuthimejan Jesús ndachro ngain Judas:
LUK.22.48	—Judas, ¿akuetuxin na ixin kjuaago ixin jaꞌan thi Xii juixin ngajni?
LUK.22.49	Ko ni bakao Jesús, are bikon na̱ jiꞌi, ndachro na̱ ngain jeꞌe:
LUK.22.49	—¿Atsjaaya ná kunixin chia taade?
LUK.22.50	Ko naa ni bakao Jesús bincheniꞌi naa xi ncheꞌe xree xi daana icha renthe, ixin kunchrijiꞌin ndatsjon rajianxin xa. 
LUK.22.51	Aro Jesús ndachro ngain ni bakao:
LUK.22.51	—Tanchrjanda ra xa, ithetuꞌa ra.
LUK.22.51	Kuthimejan Jesús kathe ndatsjuen xii mee ko binchetsexin ndatsjon ko kuxrueꞌen ndatsjon. 
LUK.22.52	Kuthimejan nichja Jesús ngain xi daana baketuꞌan ngain icha xi daana, ko xi bagenda ngain niꞌngo ko xi thetuꞌan ngain rajna ixin juii xa biruee xa, ko jeꞌe ndachro:
LUK.22.52	—¿Ajuiꞌi ra biruena ni ra kunixin chia taade ko nthaa xraa ja̱ rukji naa thi cheꞌe? 
LUK.22.53	Kain nchaꞌon bariꞌi ngajin ra ngain niꞌngo, ko xruꞌin nchaꞌon tse ni ra. Aro jai utsuꞌen jiꞌi ixin unaxin xeꞌe ko nchiijin thi thetuꞌan jaxon.
LUK.22.54	Ko tse na̱ Jesús ko sabikao na̱ ngain nchianduꞌa xi daana icha renthe. Ko Pedro kjín jiruexin. 
LUK.22.55	Nthi̱ꞌa̱ ngain patiue nchia mee kjuaaga na̱ naa xruꞌi ko bixindajin na̱ ixin xixruꞌe na̱. Ko kai Pedro tabeꞌe ngayee na̱. 
LUK.22.56	Kuthimejan naa nchri nchexree xi daana mee, are bikon nchra ixin Pedro tajixixruꞌe ngandeꞌe xruꞌi, tabetsjeꞌe nchra jian ko ndachro nchra:
LUK.22.56	—Kai xii jiꞌi beꞌe xa ngain Jesús.
LUK.22.57	Aro Pedro ndachroꞌa ixin jaan, ko ndachro:
LUK.22.57	—Jaꞌan chunxinꞌa xii mee.
LUK.22.58	Kuthimejan inaa chujni bikon Pedro, ko ndachro:
LUK.22.58	—Kai jaꞌa naa chujni bakao Jesús.
LUK.22.58	Aro Pedro ndachro:
LUK.22.58	—Naꞌi, jaꞌan jeꞌa chujnii jeꞌe.
LUK.22.59	Batho inchin naa hora, kuthimejan inaa chujni kjan ndachro:
LUK.22.59	—Jaan ndua, xii jiꞌi bakao xa Jesús, ixin jeꞌe xa kai Galilea rajnee xa.
LUK.22.60	Ko Pedro ndachro:
LUK.22.60	—Jaꞌan nunaꞌa keꞌe rinichja jaꞌa.
LUK.22.60	Ko are xra jinichja Pedro, tuinxion tsje kunthaxichia. 
LUK.22.61	Ko Jesús ngaria tsjeꞌe Pedro, ko Pedro xraxaon ixin Jesús undachro: “Jai jaꞌa rundachro nii nthiꞌa ixin chunxinꞌa na ko tuinxion rutsje kunthaxichia.” 
LUK.22.62	Kuthimejan Pedro bachrjexin nthi̱ꞌa̱ ko anto bincheniꞌi thi bincheꞌe ko tsjanga.
LUK.22.63	Xi soldado tenda Jesús kjuanua xa ko xrangii xa nthaa. 
LUK.22.64	Kai kuejeꞌe xa jmakon Jesús ko xrangii xa thon ngakon ko ndachro xa:
LUK.22.64	—¡Datsueꞌen kensen bintja!
LUK.22.65	Ko jeꞌe xa anto chrjuinꞌa ndache xa Jesús.
LUK.22.66	Ko are ubingasaan xrathe kain ni joon thetuꞌan ngain rajna, kain xi daana thetuꞌan ngain icha xi daana ko kain xi tjaago ley. Ko nthi̱ꞌa̱ banchiangixin xa Jesús, ko ndachro xa:
LUK.22.67	—Nthiꞌi ndachjejin ni ra, ¿ajaꞌa thi Cristo?
LUK.22.67	Ko jeꞌe ndachro ngain xa:
LUK.22.67	—Ja̱ rundathjo ra ixin jaan, sithikaonꞌa ni ra. 
LUK.22.68	Ko ja̱ sanchiangiꞌa ra chrujan, jaꞌa ra satheꞌa ra ko tsanchrjandaꞌa ni ra satsji. 
LUK.22.69	Aro jai jaꞌan, thi Xii juixin ngajni, usariꞌi ngain rajianxiin Ndo Dio, ndo chunda kainxin juachaxin.
LUK.22.70	Kuthimejan kainxin xa banchiangiꞌi xa Jesús ko ndachro xa:
LUK.22.70	—Mexinxin, ¿ajaꞌa thi Xeꞌen Ndo Dio?
LUK.22.70	Jesús ndachro:
LUK.22.70	—Jaan, jaꞌan, inchin jaꞌa ra ndachro ra.
LUK.22.71	Kuthimejan binthendachro xa:
LUK.22.71	—¿Unda tsjee ná icha chujni runichja ixin thi ncheꞌe Jesús, ja̱ jaꞌan ná ukuiꞌin ná thi jianꞌa ndachro xii jiꞌi?
LUK.23.1	Kuthimejan kainxin xi thetuꞌan bingathjen xa ko bikao xa Jesús ngain Pilato. 
LUK.23.2	Ko nthi̱ꞌa̱ kuexiꞌin xa kjuangiꞌi xa Jesús ko ndachro xa:
LUK.23.2	—Jaꞌan ná bikon ná xii jiꞌi ncheketo xa chujnina ná, kai ndachro xa ixin sajonꞌa ná thi tumi jikininxin sajon ná ngain César, ko ndachro xa ixin jeꞌe xa thi Cristo, ko mee ruchro ixin jeꞌe naa xi thetuꞌan kai.
LUK.23.3	Kuthimejan Pilato banchiangiꞌi Jesús:
LUK.23.3	—¿Ajaꞌa Rey chujni judío?
LUK.23.3	Jesús ndachro:
LUK.23.3	—Jaan, inchin jaꞌa ndachro.
LUK.23.4	Ko Pilato ndachro ngain xi daana baketuꞌan ngain icha xi daana ko ngain kain chujni xrathe nthi̱ꞌa̱:
LUK.23.4	—Jaꞌan xruꞌin jianꞌa dithjaa xii jiꞌi.
