GEN.1.1	EN el 
PSA.139.16	Mi embrión vieron tus ojos,
PSA.139.16	Y en tu libro estaban escritas todas aquellas cosas
PSA.139.16	Que fueron luego formadas,
PSA.139.16	Sin 
PSA.139.17	¡Cuán multiplicadas son sus cuentas!
PSA.139.18	Si los cuento, multiplícanse más que la arena:
PSA.139.18	Despierto, y aun estoy contigo.
PSA.139.19	De cierto, oh Dios, 
PSA.139.19	Apartaos pues de mí, hombres sanguinarios.
PSA.139.20	Porque 
PSA.139.20	Tus enemigos toman en vano 
PSA.139.21	Y me conmuevo contra tus enemigos?
PSA.139.22	Aborrézcolos con perfecto odio;
PSA.139.22	Téngolos por enemigos.
PSA.139.23	Pruébame y reconoce mis pensamientos:
PSA.139.24	Y ve si hay en mí camino de perversidad,
PSA.139.24	Y 
PSA.140.1	LÍBRAME, oh Jehová, de hombre malo:
PSA.140.1	Guárdame de hombre violento;
PSA.140.2	Los cuales maquinan males en el corazón,
PSA.140.3	Aguzaron su lengua como la serpiente;
PSA.140.4	Presérvame del hombre injurioso;
PSA.140.4	Que han pensado de trastornar mis pasos.
PSA.140.5	Me han puesto lazos. (Selah.)
PSA.140.6	He dicho á Jehová: Dios mío eres tú;
PSA.140.6	Escucha, oh Jehová, la voz de mis ruegos.
PSA.140.7	Jehová Señor, fortaleza de mi salud,
PSA.140.7	Tú pusiste á cubierto mi cabeza el día de las armas.
PSA.140.8	No des, oh Jehová, al impío sus deseos;
PSA.140.8	No saques adelante su pensamiento, 
PSA.140.9	En cuanto á los que por todas partes me rodean,
PSA.140.10	En profundos hoyos de donde no salgan.
PSA.140.11	El hombre deslenguado no será firme en la tierra:
PSA.140.11	El mal cazará al hombre injusto para derribarle.
PSA.140.12	Yo sé que 
PSA.140.12	El juicio de los menesterosos.
PSA.140.13	Ciertamente los justos alabarán tu nombre;
PSA.140.13	Los rectos morarán en tu presencia.
PSA.141.1	JEHOVÁ, á ti he clamado; 
PSA.141.1	Escucha mi voz, cuando te invocare.
PSA.141.3	Guarda la puerta de mis labios.
PSA.141.4	No dejes se incline mi corazón á cosa mala,
PSA.141.4	A hacer obras impías
PSA.141.4	Con los que obran iniquidad,
PSA.141.4	Y 
PSA.141.5	Y que me reprenda 
PSA.141.5	Así que aun mi oración 
PSA.141.6	Serán derribados en lugares peñascosos sus jueces,
PSA.141.6	Y oirán mis palabras, que son suaves.
PSA.141.7	Como quien hiende y rompe la tierra,
PSA.141.8	Por tanto 
PSA.141.8	En ti he confiado, no desampares mi alma.
PSA.141.9	Guárdame de 
PSA.141.9	Y de los armadijos de los que obran iniquidad.
PSA.141.10	Mientras yo pasaré adelante.
PSA.142.1	CON mi voz 
PSA.142.1	Con mi voz pediré á Jehová misericordia.
PSA.142.2	Delante de él denunciaré mi angustia.
PSA.142.3	Cuando mi espíritu se angustiaba dentro de mí, tú conociste mi senda.
PSA.142.4	No tuve refugio, no había quien volviese por mi vida.
PSA.142.5	Clamé á ti, oh Jehová,
PSA.142.5	Dije: Tú eres mi esperanza,
PSA.142.5	Y 
PSA.142.6	Escucha mi clamor, que 
PSA.142.6	Líbrame de los que me persiguen, porque son más fuertes que yo.
PSA.142.7	Me rodearán los justos,
PSA.143.1	OH Jehová, oye mi oración, escucha mis ruegos:
PSA.143.2	Porque 
PSA.143.3	Porque ha perseguido el enemigo mi alma;
PSA.143.3	Ha postrado en tierra mi vida;
PSA.143.3	Hame hecho habitar 
PSA.143.4	Y mi espíritu se angustió dentro de mí;
PSA.143.4	Pasmóse mi corazón.
PSA.143.5	Meditaba en todas tus obras,
PSA.143.5	Reflexionaba en las obras de tus manos.
PSA.143.7	Respóndeme presto, oh Jehová que desmaya mi espíritu:
PSA.143.7	No escondas de mí tu rostro,
PSA.143.7	Y venga yo á ser semejante á los que descienden á la sepultura.
PSA.143.8	Hazme oir 
PSA.143.8	Porque en ti he confiado:
PSA.143.8	Porque á ti he alzado mi alma
PSA.143.9	Líbrame de mis enemigos, oh Jehová:
PSA.143.9	A ti me acojo.
PSA.143.11	Por tu justicia, sacarás mi alma de angustia.
PSA.143.12	Y por tu misericordia 
PSA.143.12	Y destruirás todos los adversarios de mi alma:
PSA.143.12	Porque 
PSA.144.1	BENDITO sea Jehová, 
PSA.144.1	Que enseña mis manos á la batalla,
PSA.144.1	Y mis dedos á la guerra:
PSA.144.2	Misericordia mía y 
PSA.144.2	Altura mía y mi libertador,
PSA.144.2	Escudo mío, en quien he confiado;
PSA.144.3	¿O el hijo del hombre, para que lo estimes?
PSA.144.4	Sus días son como la sombra que pasa.
PSA.144.6	Envía tus saetas, y contúrbalos.
PSA.144.7	De la mano de los 
PSA.144.8	Cuya boca habla vanidad,
PSA.144.8	Y su diestra es diestra de mentira.
PSA.144.9	Con salterio, con decacordio cantaré á ti.
PSA.144.10	Tú, el que da salud á los reyes,
PSA.144.10	El que redime á David su siervo de maligna espada.
PSA.144.11	Redímeme, y sálvame de mano de los hijos extraños,
PSA.144.11	Cuya boca habla vanidad,
PSA.144.11	Y su diestra es diestra de mentira.
PSA.144.12	Que nuestros hijos sean 
PSA.144.12	Nuestras hijas como las esquinas labradas á manera de 
PSA.144.13	Nuestros graneros llenos, provistos de toda suerte 
PSA.144.13	Nuestros ganados, que paran á millares y diez millares en nuestras plazas:
PSA.144.14	Ni grito de alarma en nuestras plazas.
PSA.145.1	ENSALZARTE he, mi Dios, mi Rey;
PSA.145.1	Y bendeciré tu nombre por siglo y para siempre.
PSA.145.2	Cada día te bendeciré,
PSA.145.2	Y alabaré tu nombre por siglo y para siempre.
PSA.145.3	Y 
PSA.145.4	Y anunciarán tus valentías.
PSA.145.5	La hermosura de la gloria de tu magnificencia,
PSA.145.5	Y tus hechos maravillosos, hablaré.
PSA.145.6	Y la terribilidad de tus valentías dirán los hombres;
PSA.145.6	Y yo recontaré tu grandeza.
PSA.145.7	Reproducirán la memoria de la muchedumbre de tu bondad,
PSA.145.7	Y cantarán tu justicia.
PSA.145.8	Lento para la ira, y grande en misericordia.
PSA.145.9	Y sus misericordia sobre todas sus obras.
PSA.145.11	La gloria de tu reino digan,
PSA.145.11	Y hablen de tu fortaleza;
PSA.145.12	Y la gloria de la magnificencia de su reino.
PSA.145.13	Y tu señorío en toda generación y generación.
PSA.145.14	Y levanta á todos los oprimidos.
PSA.145.15	Y tú les das su comida en su tiempo.
PSA.145.16	Abres tu mano,
PSA.145.16	Y colmas de bendición á todo viviente.
PSA.145.17	Y misericordioso en todas sus obras.
PSA.145.18	A todos los que le invocan 
PSA.145.19	Cumplirá el deseo de los que le temen;
PSA.145.19	Oirá asimismo el clamor de ellos, y los salvará.
PSA.145.20	Empero destruirá á todos los impíos.
PSA.145.21	La alabanza de Jehová hablará mi boca;
PSA.146.1	ALABA, 
PSA.146.2	Cantaré salmos á mi Dios mientras viviere.
PSA.146.3	Ni en hijo de hombre, porque no hay en él salud.
PSA.146.4	En aquel día perecerán sus pensamientos.
PSA.146.5	Cuya esperanza es en Jehová su Dios:
PSA.146.6	La mar, y todo lo que en ellos hay;
PSA.146.6	Que guarda verdad para siempre;
PSA.146.8	Jehová ama á los justos.
PSA.146.9	Al huérfano y á la viuda levanta;
PSA.146.9	Y 
PSA.146.10	Tu Dios, oh Sión, por generación y generación.
PSA.146.10	Aleluya.
PSA.147.1	ALABAD á JAH,
PSA.147.1	Porque 
PSA.147.2	Jehová 
PSA.147.2	A los 
PSA.147.3	Y liga sus heridas.
PSA.147.4	A todas ellas llama por sus nombres.
PSA.147.5	Grande es el Señor nuestro, y de mucha potencia;
PSA.147.5	Y de su entendimiento no hay número.
PSA.147.6	Humilla los impíos hasta la tierra.
PSA.147.7	Cantad á Jehová con alabanza,
PSA.147.7	Cantad con arpa á nuestro Dios.
PSA.147.8	El que prepara la lluvia para la tierra,
PSA.147.8	El que hace á los montes producir hierba.
PSA.147.10	Ni se complace en las piernas del hombre.
PSA.147.11	Complácese Jehová en los que le temen,
PSA.147.11	Y en los que esperan en su misericordia.
PSA.147.12	Alaba á Jehová, Jerusalem;
PSA.147.12	Alaba á tu Dios, Sión.
PSA.147.13	Porque fortificó los cerrojos de tus puertas;
PSA.147.13	Bendijo á tus hijos dentro de ti.
PSA.147.15	El envía su palabra á la tierra;
PSA.147.15	Muy presto corre su palabra.
PSA.147.16	Derrama la escarcha como ceniza.
PSA.147.17	El echa su hielo como pedazos:
PSA.147.17	Delante de su frío ¿quién estará?
PSA.147.18	Soplará su viento, y fluirán las aguas.
PSA.147.20	Y no conocieron sus juicios.
PSA.147.20	Aleluya.
PSA.148.1	ALABAD á Jehová desde los cielos:
PSA.148.1	Alabadle en las alturas.
PSA.148.2	Alabadle, vosotros todos sus ejércitos.
PSA.148.3	Alabadle, sol y luna:
PSA.148.3	Alabadle, vosotras todas, lucientes estrellas.
PSA.148.4	Alabadle, cielos de los cielos,
PSA.148.4	Y 
PSA.148.5	Alaben el nombre de Jehová;
PSA.148.5	Porque 
PSA.148.6	Púso 
PSA.148.7	Alabad á Jehová, de la tierra
PSA.148.7	Los dragones y todos los abismos;
PSA.148.8	El fuego y el granizo, la nieve y el vapor,
PSA.148.8	El viento de tempestad que 
PSA.148.9	El árbol de fruto, y todos los cedros;
PSA.148.10	La bestia y todo animal;
PSA.148.10	Reptiles y volátiles;
PSA.148.11	Los reyes de la tierra y todos los pueblos;
PSA.148.11	Los príncipes y todos los jueces de la tierra;
PSA.148.12	Los mancebos y también las doncellas;
PSA.148.12	Los viejos y los niños,
PSA.148.13	Alaben el nombre de Jehová,
PSA.148.13	Porque sólo su nombre es elevado;
PSA.148.13	Su gloria es sobre tierra y cielos.
PSA.148.14	El ensalzó el cuerno de su pueblo;
PSA.148.14	Aláben 
PSA.148.14	Aleluya.
PSA.149.1	CANTAD á Jehová canción nueva:
PSA.149.1	Su alabanza 
PSA.149.2	Los hijos de Sión se gocen en su Rey.
PSA.149.3	Con adufe y arpa á él canten.
PSA.149.4	Porque Jehová toma contentamiento con su pueblo:
PSA.149.5	Gozarse han los píos con gloria:
PSA.149.6	Ensalzamientos de Dios 
PSA.149.6	Y 
PSA.149.7	Para hacer venganza de las gentes,
PSA.149.7	Y castigo en los pueblos;
PSA.149.8	Para aprisionar sus reyes en grillos,
PSA.149.8	Y sus nobles con cadenas de hierro;
PSA.149.9	Para ejecutar en ellos el juicio 
PSA.149.9	Gloria 
PSA.149.9	Aleluya.
PSA.150.1	ALABAD á Dios 
PSA.150.1	Alabadle en la extensión de su fortaleza.
PSA.150.2	Alabadle por sus proezas:
PSA.150.2	Alabadle conforme á la muchedumbre de su grandeza.
PSA.150.3	Alabadle á son de bocina:
PSA.150.4	Alabadle 
PSA.150.4	Alabadle 
PSA.150.5	Alabadle con 
PSA.150.5	Alabadle con címbalos de júbilo.
PSA.150.6	Aleluya.
PRO.1.1	LOS 
PRO.1.2	Para entender sabiduría y doctrina;
PRO.1.2	Para conocer las razones prudentes;
PRO.1.3	Para 
PRO.1.3	Justicia, y juicio y equidad;
PRO.1.4	Para dar 
PRO.1.4	Y á los jóvenes inteligencia y cordura.
PRO.1.5	Oirá el sabio, y aumentará el saber;
PRO.1.5	Y el entendido adquirirá consejo;
PRO.1.6	Para entender parábola y declaración;
PRO.1.6	Palabras de sabios, y sus dichos oscuros.
PRO.1.7	Los insensatos desprecian la sabiduría y la enseñanza.
PRO.1.8	Oye, hijo mío, la doctrina de tu padre,
PRO.1.8	Y no desprecies la dirección de tu madre:
PRO.1.9	Porque adorno de gracia serán á tu cabeza,
PRO.1.9	Y collares á tu cuello.
PRO.1.10	Hijo mío, si los pecadores te quisieren engañar,
PRO.1.11	Si dijeren: Ven con nosotros,
PRO.1.11	Pongamos 
PRO.1.11	Acechemos sin motivo al inocente;
PRO.1.12	Los 
PRO.1.12	Y enteros, 
PRO.1.13	Hallaremos riquezas de todas suertes,
PRO.1.13	Henchiremos nuestras casas de despojos;
PRO.1.14	Echa tu suerte entre nosotros;
PRO.1.14	Tengamos todos una bolsa:
PRO.1.16	E irán presurosos á derramar sangre.
PRO.1.17	Porque en vano se tenderá la red
PRO.1.17	Ante los ojos de toda ave;
PRO.1.18	Mas ellos á su propia sangre 
PRO.1.18	Y á sus almas tienden lazo.
PRO.1.20	La sabiduría clama de fuera,
PRO.1.20	Da su voz en las plazas:
PRO.1.21	Clama en los principales lugares de concurso;
PRO.1.21	En las entradas de las puertas de la ciudad dice sus razones:
PRO.1.22	¿Hasta cuándo, oh simples, amaréis la simpleza,
PRO.1.22	Y los burladores desearán el burlar,
PRO.1.22	Y los insensatos 
PRO.1.23	Volveos á mi reprensión:
PRO.1.23	He aquí 
PRO.1.23	Y os haré saber mis palabras.
PRO.1.24	Extendí mi mano, y no hubo quien escuchase;
PRO.1.25	Antes desechasteis todo consejo mío,
PRO.1.25	Y mi reprensión no quisisteis:
PRO.1.26	Y me burlaré cuando 
PRO.1.27	Y vuestra calamidad llegare como un torbellino;
PRO.1.27	Cuando sobre vosotros viniere tribulación y angustia.
PRO.1.28	Buscarme han de mañana, y no me hallarán:
PRO.1.29	Por cuanto aborrecieron la sabiduría,
PRO.1.29	Y no 
PRO.1.30	Ni quisieron mi consejo,
PRO.1.30	Y menospreciaron toda reprensión mía:
PRO.1.31	Y se hartarán de sus consejos.
PRO.1.32	Porque el reposo de los ignorantes los matará,
PRO.1.32	Y la prosperidad de los necios los echará á perder.
PRO.1.33	Mas 
PRO.1.33	Y 
PRO.2.1	HIJO mío, si tomares mis palabras,
PRO.2.2	Haciendo estar atento tu oído á la sabiduría;
PRO.2.3	Si clamares á la inteligencia,
PRO.2.3	Y á la prudencia dieres tu voz;
PRO.2.4	Y la escudriñares como á tesoros;
PRO.2.5	Entonces entenderás el temor de Jehová,
PRO.2.5	Y hallarás el conocimiento de Dios.
PRO.2.6	Porque Jehová da la sabiduría,
PRO.2.6	Y de su boca 
PRO.2.7	El provee de sólida sabiduría á los rectos:
PRO.2.8	Y 
PRO.2.9	Entonces entenderás justicia, juicio,
PRO.2.9	Y equidad, y todo buen camino.
PRO.2.10	Cuando la sabiduría entrare en tu corazón,
PRO.2.10	Y la ciencia fuere dulce á tu alma,
PRO.2.11	El consejo te guardará,
PRO.2.11	Te preservará la inteligencia:
PRO.2.12	Para librarte del mal camino,
PRO.2.12	De los hombres que hablan perversidades;
PRO.2.13	Que dejan las veredas derechas,
PRO.2.14	Que 
PRO.2.14	Que 
PRO.2.15	Cuyas veredas son torcidas,
PRO.2.15	Y torcidos sus caminos.
PRO.2.16	De la ajena que halaga con sus palabras;
PRO.2.17	Y se olvida del pacto de su Dios.
PRO.2.18	Por lo cual 
PRO.2.18	Y sus veredas hacia los muertos:
PRO.2.19	Todos los que á ella entraren, no volverán,
PRO.2.19	Ni tomarán las veredas de la vida.
PRO.2.20	Para que andes por el camino de los buenos,
PRO.2.20	Y guardes las veredas de los justos.
PRO.2.21	Y los perfectos permanecerán en ella;
PRO.2.22	Y los prevaricadores serán de ella desarraigados.
PRO.3.1	HIJO mío, no te olvides de mi ley;
PRO.3.2	Porque 
PRO.3.2	Y paz te aumentarán.
PRO.3.3	Misericordia y verdad no te desamparen;
PRO.3.4	En los ojos de Dios y de los hombres.
PRO.3.6	Reconócelo en todos tus caminos,
PRO.3.6	Y él 
PRO.3.7	Teme á Jehová, y apártate del mal;
PRO.3.8	Porque será medicina á tu ombligo,
PRO.3.8	Y tuétano á tus huesos.
PRO.3.9	Y de las primicias de todos tus frutos;
PRO.3.10	Y serán llenas tus trojes con abundancia,
PRO.3.10	Y tus lagares rebosarán de mosto.
PRO.3.11	Ni te fatigues de su corrección:
PRO.3.12	Porque al que ama castiga,
PRO.3.13	Bienaventurado el hombre que halla la sabiduría,
PRO.3.13	Y que obtiene la inteligencia:
PRO.3.14	Y sus frutos más que el oro fino.
PRO.3.15	Más preciosa es que las piedras preciosas;
PRO.3.15	Y 
PRO.3.16	Largura de días está en su mano derecha;
PRO.3.16	En su izquierda 
PRO.3.17	Y todas sus veredas paz.
PRO.3.18	Ella 
PRO.3.18	Y bienaventurados son los que la mantienen.
PRO.3.19	Afirmó los cielos con inteligencia.
PRO.3.20	Y destilan el 
PRO.3.21	Hijo mío, no se aparten 
PRO.3.21	Guarda la ley y el consejo;
PRO.3.22	Y serán vida á tu alma,
PRO.3.22	Y 
PRO.3.23	Y tu pie no tropezará.
PRO.3.24	Antes te acostarás, y tu sueño será suave.
PRO.3.25	Ni de la ruina de los impíos cuando viniere:
PRO.3.26	Porque Jehová será tu confianza,
PRO.3.26	Y él preservará tu pie de ser preso.
PRO.3.27	Cuando tuvieres poder para hacerlo.
PRO.3.28	Y mañana 
PRO.3.28	Cuando tienes contigo 
PRO.3.29	No intentes mal contra tu prójimo,
PRO.3.29	Estando él confiado de ti.
PRO.3.30	Si él no te ha hecho agravio.
PRO.3.31	Ni escojas alguno de sus caminos.
PRO.3.32	Porque el perverso es abominado de Jehová:
PRO.3.33	Mas él bendecirá la morada de los justos.
PRO.3.34	Ciertamente él escarnecerá á los escarnecedores,
PRO.3.35	Los sabios heredarán honra:
PRO.3.35	Mas los necios sostendrán ignominia.
PRO.4.1	OID, 
PRO.4.1	Y estad atentos para que conozcáis cordura.
PRO.4.2	Porque os doy buena enseñanza;
PRO.4.2	No desamparéis mi ley.
PRO.4.3	Porque yo fuí hijo de mi padre,
PRO.4.4	Mantenga tu corazón mis razones,
PRO.4.5	No te olvides ni te apartes de las razones de mi boca;
PRO.4.6	No la dejes, y ella te guardará;
PRO.4.7	Sabiduría ante todo: adquiere sabiduría:
PRO.4.7	Y ante toda tu posesión adquiere inteligencia.
PRO.4.8	Ella te honrará, cuando tú la hubieres abrazado.
PRO.4.9	Corona de hermosura te entregará.
PRO.4.10	Oye, hijo mío, y recibe mis razones;
PRO.4.11	Por el camino de la sabiduría te he encaminado,
PRO.4.11	Y por veredas derechas te he hecho andar.
PRO.4.12	Cuando anduvieres 
PRO.4.12	Y si corrieres, no tropezarás.
PRO.4.13	Ten el consejo, no lo dejes;
PRO.4.13	Guárdalo, porque eso es tu vida.
PRO.4.14	Ni vayas por el camino de los malos.
PRO.4.15	Desampárala, no pases por ella;
PRO.4.15	Apártate de ella, pasa.
PRO.4.16	Y pierden su sueño, si no han hecho caer.
PRO.4.17	Porque comen pan de maldad, y beben vino de robos.
PRO.4.18	Que va en aumento hasta que el día es perfecto.
PRO.4.19	No saben en qué tropiezan.
PRO.4.20	Hijo mío, está atento á mis palabras;
PRO.4.20	Inclina tu oído á mis razones.
PRO.4.22	Porque son 
PRO.4.22	Y medicina á toda su carne.
PRO.4.23	Sobre toda cosa guardada guarda tu corazón;
PRO.4.24	Aparta de ti la perversidad de la boca,
PRO.4.24	Y aleja de ti la iniquidad de labios.
PRO.4.25	Tus ojos miren lo recto,
PRO.4.25	Y tus párpados en derechura delante de ti.
PRO.4.26	Examina la senda de tus pies,
PRO.4.26	Y todos tus caminos sean ordenados.
PRO.4.27	Aparta tu pie del mal.
PRO.5.1	HIJO mío, está atento á mi sabiduría,
PRO.5.1	Y á mi inteligencia inclina tu oído;
PRO.5.2	Para que guardes consejo,
PRO.5.2	Y tus labios 
PRO.5.3	Y su paladar es más blando que el aceite;
PRO.5.4	Mas su fin es 
PRO.5.4	Agudo como cuchillo de dos filos.
PRO.5.5	Sus pasos sustentan el sepulcro:
PRO.5.6	Sus caminos son instables; no 
PRO.5.6	Si no considerares el camino de vida.
PRO.5.7	Ahora pues, hijos, oidme,
PRO.5.7	Y no os apartéis de las razones de mi boca.
PRO.5.8	Aleja de ella tu camino,
PRO.5.8	Y no te acerques á la puerta de su casa;
PRO.5.9	Porque no des á los extraños tu honor,
PRO.5.9	Y tus años á cruel;
PRO.5.10	Porque no se harten los extraños de tu fuerza,
PRO.5.10	Y tus trabajos 
PRO.5.11	Y gimas en tus postrimerías,
PRO.5.11	Cuando se consumiere tu carne y tu cuerpo,
PRO.5.12	Y digas: ¡Cómo aborrecí el consejo,
PRO.5.12	Y mi corazón 
PRO.5.13	Y no oí la voz de los que me adoctrinaban,
PRO.5.13	Y á los que me enseñaban no incliné mi oído!
PRO.5.14	Casi en todo mal he estado,
PRO.5.14	En medio de la sociedad y de la congregación.
PRO.5.15	Bebe el agua de tu cisterna,
PRO.5.15	Y los raudales de tu pozo.
PRO.5.16	Derrámense por de fuera tus fuentes,
PRO.5.16	En las plazas los ríos de aguas.
PRO.5.17	Sean para ti solo,
PRO.5.17	Y no para los extraños contigo.
PRO.5.18	Sea bendito tu manantial;
PRO.5.18	Y alégrate con 
PRO.5.19	Sus pechos te satisfagan en todo tiempo;
PRO.5.19	Y en su amor recréate siempre.
PRO.5.20	¿Y por qué, hijo mío, andarás ciego con la ajena,
PRO.5.20	Y abrazarás el seno de la extraña?
PRO.5.21	Pues que los caminos del hombre están 
PRO.5.21	Y él considera todas sus veredas.
PRO.5.22	Y detenido será con las cuerdas de su pecado.
PRO.5.23	Y errará por la grandeza de su locura.
PRO.6.1	HIJO mío, 
PRO.6.1	Si tocaste tu mano por el extraño,
PRO.6.2	Enlazado eres con las palabras de tu boca,
PRO.6.2	Y preso con las razones de tu boca.
PRO.6.3	Haz esto ahora, hijo mío, y líbrate,
PRO.6.3	Ya que has caído en la mano de tu prójimo:
PRO.6.3	Ve, humíllate, y asegúrate de tu amigo.
PRO.6.4	Ni á tus párpados adormecimiento.
PRO.6.5	Escápate como el corzo de la mano 
PRO.6.5	Y 
PRO.6.6	Mira sus caminos, y sé sabio;
PRO.6.7	La cual no teniendo capitán,
PRO.6.7	Ni gobernador, ni señor,
PRO.6.8	Y allega en el tiempo de la siega su mantenimiento.
