GEN.1.1	En el principio, Dios creó los cielos y la tierra.
JER.27.13	¿Por qué insistes en morir, tú y tu pueblo? ¿Por qué habrán de escoger la guerra, el hambre y la enfermedad que el 
JER.27.14	No les hagan caso a los falsos profetas que les siguen diciendo: “El rey de Babilonia no los conquistará”. Son mentirosos. 
JER.27.15	Esto dice el 
JER.27.16	Entonces me dirigí a los sacerdotes y al pueblo y les dije: «Esto dice el 
JER.27.17	No los escuchen. Ríndanse al rey de Babilonia y vivirán. ¿Por qué ha de ser destruida toda esta ciudad? 
JER.27.18	Si realmente son profetas y proclaman los mensajes del 
JER.27.19	»Pues el 
JER.27.20	El rey Nabucodonosor de Babilonia los dejó aquí cuando desterró a Babilonia a Joaquín,
JER.27.21	Sí, esto dice el 
JER.27.22	“Todos serán llevados a Babilonia y permanecerán allí hasta que yo envíe por ellos —dice el 
JER.28.1	Un día a fines del verano
JER.28.2	«Esto dice el 
JER.28.3	Dentro de dos años traeré de regreso todos los tesoros del templo que el rey Nabucodonosor llevó a Babilonia. 
JER.28.4	También traeré de regreso a Joacim,
JER.28.5	Jeremías le respondió a Hananías mientras estaban delante de los sacerdotes y de la gente presente en el templo. 
JER.28.6	Le dijo: «¡Amén! ¡Que tus profecías se vuelvan realidad! Espero que el 
JER.28.7	pero ahora presta atención a las palabras solemnes que te hablo en presencia de todas estas personas. 
JER.28.8	Los profetas antiguos que nos precedieron hablaron en contra de muchas naciones y advirtieron siempre la llegada de guerra, desastre y enfermedad. 
JER.28.9	Así que el profeta que predice paz debe demostrar que está en lo correcto. Solamente cuando sus predicciones se cumplan podremos saber que el 
JER.28.10	Entonces el profeta Hananías quitó el yugo del cuello de Jeremías y lo hizo pedazos. 
JER.28.11	Y Hananías dijo nuevamente a la multitud que se había reunido: «Esto dice el 
JER.28.12	Poco tiempo después de la confrontación con Hananías, el 
JER.28.13	«Ve y dile a Hananías: “Esto dice el 
JER.28.14	El 
JER.28.15	Entonces el profeta Jeremías le dijo a Hananías: «¡Escucha, Hananías! El 
JER.28.16	Por lo tanto, esto dice el 
JER.28.17	Dos meses después
JER.29.1	Jeremías escribió desde Jerusalén una carta a los ancianos, a los sacerdotes, a los profetas y a todos los que el rey Nabucodonosor había desterrado a Babilonia. 
JER.29.2	Esto sucedió luego de que el rey Joaquín,
JER.29.3	Envió la carta con Elasa, hijo de Safán, y Gemarías, hijo de Hilcías, cuando fueron a Babilonia como embajadores del rey Sedequías ante Nabucodonosor. Esto decía la carta de Jeremías:
JER.29.4	«Esto dice el 
JER.29.5	“Edifiquen casas y hagan planes para quedarse. Planten huertos y coman del fruto que produzcan. 
JER.29.6	Cásense y tengan hijos. Luego encuentren esposos y esposas para ellos para que tengan muchos nietos. ¡Multiplíquense! ¡No disminuyan! 
JER.29.7	Y trabajen por la paz y prosperidad de la ciudad donde los envié al destierro. Pidan al 
JER.29.8	»Esto dice el 
JER.29.9	porque les dicen mentiras en mi nombre. Yo no los envié”, dice el 
JER.29.10	»Esto dice el 
JER.29.11	Pues yo sé los planes que tengo para ustedes —dice el 
JER.29.12	En esos días, cuando oren, los escucharé. 
JER.29.13	Si me buscan de todo corazón, podrán encontrarme. 
JER.29.14	Sí, me encontrarán —dice el 
JER.29.15	»Ustedes afirman que el 
JER.29.16	pero esto dice el 
JER.29.17	Esto dice el 
JER.29.18	Sí, los perseguiré con guerra, hambre y enfermedad, y los esparciré por todo el mundo. En cada nación por donde los envíe los convertiré en objeto de condenación, horror, desprecio y burla. 
JER.29.19	Pues ellos rehusaron escucharme, a pesar de que les hablé repetidas veces por medio de los profetas que les envié. Y ustedes, que están en el destierro, tampoco han escuchado”, dice el 
JER.29.20	»Por lo tanto, todos los cautivos en Babilonia, escuchen el mensaje del 
JER.29.21	Esto dice el 
JER.29.22	Su horrible final será conocido por todos, entonces cuando los desterrados judíos quieran maldecir a alguien, dirán: ‘¡Que el 
JER.29.23	Pues estos hombres han hecho cosas terribles entre mi pueblo. Han cometido adulterio con las esposas de sus vecinos y han mentido en mi nombre diciendo cosas que no les mandé decir. De esto soy testigo. Yo, el 
JER.29.24	El 
JER.29.25	«Esto dice el 
JER.29.26	»“El 
JER.29.27	Así que, ¿por qué no has hecho nada para detener a Jeremías de Anatot, que se hace pasar por profeta entre ustedes? 
JER.29.28	Jeremías envió aquí, a Babilonia, una carta prediciendo que nuestro cautiverio será por largo tiempo. Dijo: ‘Edifiquen casas y hagan planes para quedarse. Planten huertos y coman del fruto que produzcan’”».
JER.29.29	Ahora bien, cuando el sacerdote Sofonías recibió la carta de Semaías, la llevó a Jeremías y se la leyó. 
JER.29.30	Entonces el 
JER.29.31	«Envía una carta abierta a todos los desterrados en Babilonia. Diles: “Esto dice el 
JER.29.32	lo castigaré a él y a su familia. Ninguno de sus descendientes verá las buenas cosas que haré para mi pueblo, porque él los ha incitado a rebelarse contra mí. ¡Yo, el 
JER.30.1	El 
JER.30.2	«Esto dice el 
JER.30.3	Pues se acerca la hora cuando restableceré el bienestar de mi pueblo, Israel y Judá. Los traeré a casa, a esta tierra que di a sus antepasados, y volverán a poseerla. ¡Yo, el 
JER.30.4	Este es el mensaje que dio el 
JER.30.5	Esto dice el 
JER.30.5	«Oigo gritos de temor;
JER.30.5	hay terror y no hay paz.
JER.30.6	Déjenme hacerles una pregunta:
JER.30.6	¿Acaso los varones dan a luz?
JER.30.6	¿Entonces por qué están parados allí con sus caras pálidas
JER.30.6	y con las manos apoyadas sobre el vientre
JER.30.6	como una mujer en parto?
JER.30.7	En toda la historia nunca ha habido un tiempo de terror como este.
JER.30.7	Será un tiempo de angustia para mi pueblo Israel.
JER.30.7	¡Pero al final será salvo!
JER.30.8	Pues en ese día
JER.30.8	—dice el 
JER.30.8	quebraré el yugo de sus cuellos
JER.30.8	y romperé sus cadenas.
JER.30.8	Los extranjeros no serán más sus amos.
JER.30.9	Pues mi pueblo servirá al 
JER.30.9	y a su rey, descendiente de David,
JER.30.9	el rey que yo le levantaré.
JER.30.10	»Así que no temas, Jacob, mi siervo;
JER.30.10	no te dejes abatir, Israel
JER.30.10	—dice el 
JER.30.10	Pues desde tierras lejanas los traeré de regreso a casa,
JER.30.10	y sus hijos regresarán del destierro.
JER.30.10	Israel regresará a una vida de paz y tranquilidad,
JER.30.10	y nadie lo atemorizará.
JER.30.11	Yo estoy contigo y te salvaré
JER.30.11	—dice el 
JER.30.11	Destruiré por completo a las naciones entre las cuales te esparcí,
JER.30.11	pero a ti no te destruiré por completo.
JER.30.11	Te disciplinaré, pero con justicia;
JER.30.11	no puedo dejarte sin castigo».
JER.30.12	Esto dice el 
JER.30.12	«Tu lesión es incurable,
JER.30.12	una herida terrible.
JER.30.13	No hay nadie que te ayude
JER.30.13	ni que vende tu herida.
JER.30.13	Ningún medicamento puede curarte.
JER.30.14	Todos tus amantes, tus aliados, te han abandonado
JER.30.14	y ya no se interesan por ti.
JER.30.14	Te he herido cruelmente
JER.30.14	como si fuera tu enemigo.
JER.30.14	Pues tus pecados son muchos
JER.30.14	y tu culpa es grande.
JER.30.15	¿Por qué te quejas de tu castigo,
JER.30.15	de esta herida que no tiene cura?
JER.30.15	He tenido que castigarte
JER.30.15	porque tus pecados son muchos
JER.30.15	y tu culpa es grande.
JER.30.16	»Pero todos los que te devoran serán devorados,
JER.30.16	y todos tus enemigos serán enviados al destierro.
JER.30.16	Todos los que te saquean serán saqueados,
JER.30.16	y todos los que te atacan serán atacados.
JER.30.17	Te devolveré la salud
JER.30.17	y sanaré tus heridas —dice el 
JER.30.17	aunque te llamen desechada, es decir,
JER.30.17	“Jerusalén,
JER.30.18	Esto dice el 
JER.30.18	«Cuando del cautiverio traiga a Israel de regreso a casa
JER.30.18	y cuando restablezca su bienestar,
JER.30.18	Jerusalén será reedificada sobre sus ruinas
JER.30.18	y el palacio reconstruido como antes.
JER.30.19	Habrá alegría y canciones de acción de gracias,
JER.30.19	y multiplicaré a mi pueblo, no lo reduciré;
JER.30.19	lo honraré, no lo despreciaré.
JER.30.20	Sus hijos prosperarán como en el pasado.
JER.30.20	Los estableceré como una nación delante de mí,
JER.30.20	y castigaré a cualquiera que les haga daño.
JER.30.21	Volverán a tener su propio gobernante,
JER.30.21	quien surgirá de entre ellos mismos.
JER.30.21	Lo invitaré a que se acerque a mí —dice el 
JER.30.21	porque ¿quién se atrevería a acercarse sin ser invitado?
JER.30.22	Ustedes serán mi pueblo
JER.30.22	y yo seré su Dios».
JER.30.23	¡Miren! El enojo del 
JER.30.23	un viento devastador que se arremolina sobre las cabezas de los perversos.
JER.30.24	La ira feroz del 
JER.30.24	hasta que haya terminado con todo lo que él tiene pensado.
JER.30.24	En los días futuros
JER.30.24	ustedes entenderán todo esto.
JER.31.1	«En ese día —dice el 
JER.31.2	Esto dice el 
JER.31.2	»Los que sobrevivan de la destrucción venidera
JER.31.2	encontrarán bendiciones aun en las tierras áridas,
JER.31.2	porque al pueblo de Israel le daré descanso».
JER.31.3	Hace tiempo el 
JER.31.3	«Yo te he amado, pueblo mío, con un amor eterno.
JER.31.3	Con amor inagotable te acerqué a mí.
JER.31.4	Yo te reedificaré, mi virgen Israel.
JER.31.4	Volverás a ser feliz
JER.31.4	y con alegría danzarás con las panderetas.
JER.31.5	De nuevo plantarás tus viñedos sobre las montañas de Samaria
JER.31.5	y allí comerás de tus propios huertos.
JER.31.6	Llegará el día cuando los centinelas gritarán
JER.31.6	desde la zona montañosa de Efraín:
JER.31.6	“Vengan, subamos a Jerusalén
JER.31.6	a adorar al 
JER.31.7	Ahora esto dice el 
JER.31.7	«Canten con alegría por Israel.
JER.31.7	¡Griten por la mejor de las naciones!
JER.31.7	Griten de alabanza y alegría:
JER.31.7	“¡Salva a tu pueblo, oh 
JER.31.7	el remanente de Israel!”.
JER.31.8	Pues los traeré del norte
JER.31.8	y de los extremos más lejanos de la tierra.
JER.31.8	No me olvidaré del ciego ni del cojo,
JER.31.8	ni de las mujeres embarazadas ni de las que están en trabajo de parto.
JER.31.8	¡Volverá un enorme grupo!
JER.31.9	Por sus rostros correrán lágrimas de alegría,
JER.31.9	y con mucho cuidado los guiaré a casa.
JER.31.9	Caminarán junto a arroyos quietos
JER.31.9	y por caminos llanos donde no tropezarán.
JER.31.9	Pues soy el padre de Israel,
JER.31.9	y Efraín es mi hijo mayor.
JER.31.10	»Ustedes, naciones del mundo,
JER.31.10	escuchen este mensaje del 
JER.31.10	proclámenlo en las costas lejanas:
JER.31.10	El 
JER.31.10	lo reunirá y lo cuidará
JER.31.10	como hace un pastor con su rebaño.
JER.31.11	Pues el 
JER.31.11	de manos más fuertes.
JER.31.12	Vendrán a su tierra y entonarán canciones de alegría en las alturas de Jerusalén.
JER.31.12	Estarán radiantes debido a los buenos regalos del 
JER.31.12	abundancia de grano, vino nuevo y aceite de oliva,
JER.31.12	y los rebaños y las manadas saludables.
JER.31.12	Su vida será como un jardín bien regado
JER.31.12	y desaparecerán todas sus tristezas.
JER.31.13	Las jóvenes danzarán de alegría
JER.31.13	y los hombres —jóvenes y viejos— se unirán a la celebración.
JER.31.13	Convertiré su duelo en alegría.
JER.31.13	Los consolaré y cambiaré su aflicción en regocijo.
JER.31.14	Los sacerdotes disfrutarán de la abundancia,
JER.31.14	y mi pueblo se saciará de mis buenos regalos.
JER.31.14	¡Yo, el 
JER.31.15	Esto dice el 
JER.31.15	«En Ramá se oye una voz,
JER.31.15	profunda angustia y llanto amargo.
JER.31.15	Raquel llora por sus hijos,
JER.31.15	se niega a que la consuelen,
JER.31.15	porque sus hijos se han ido».
JER.31.16	Pero ahora esto dice el 
JER.31.16	«No llores más,
JER.31.16	porque te recompensaré —dice el 
JER.31.16	Tus hijos volverán a ti
JER.31.16	desde la tierra lejana del enemigo.
JER.31.17	Hay esperanza para tu futuro —dice el 
JER.31.17	Tus hijos volverán a su propia tierra.
JER.31.18	Oí a Israel
JER.31.18	“Me disciplinaste severamente,
JER.31.18	como a un becerro que necesita ser entrenado para el yugo.
JER.31.18	Hazme volver a ti y restáurame,
JER.31.18	porque solo tú eres el 
JER.31.19	Me aparté de Dios,
JER.31.19	pero después tuve remordimiento.
JER.31.19	¡Me di golpes por haber sido tan estúpido!
JER.31.19	Estaba profundamente avergonzado por todo lo que hice en los días de mi juventud”.
JER.31.20	»¿No es aún Israel mi hijo,
JER.31.20	mi hijo querido? —dice el 
JER.31.20	A menudo tengo que castigarlo,
JER.31.20	pero aun así lo amo.
JER.31.20	Por eso mi corazón lo anhela
JER.31.20	y ciertamente le tendré misericordia.
JER.31.21	Pon señales en el camino;
JER.31.21	coloca postes indicadores.
JER.31.21	Marca bien el camino
JER.31.21	por el que viniste.
JER.31.21	Regresa otra vez, mi virgen Israel;
JER.31.21	regresa aquí a tus ciudades.
JER.31.22	¿Hasta cuándo vagarás,
JER.31.22	mi hija descarriada?
JER.31.22	Pues el 
JER.31.22	Israel abrazará a su Dios
JER.31.23	Esto dice el 
JER.31.24	Tanto la gente de la ciudad como los agricultores y los pastores vivirán juntos en paz y felicidad. 
JER.31.25	Pues le he dado descanso al fatigado y al afligido, alegría».
JER.31.26	Al oír esto, me desperté y miré a mi alrededor. Mi sueño había sido muy dulce.
JER.31.27	«Se acerca el día —dice el 
JER.31.28	En el pasado con determinación desarraigué y derribé a esta nación. La derroqué, la destruí y sobre ella traje el desastre; pero en el futuro con la misma determinación la plantaré y la edificaré. ¡Yo, el 
JER.31.29	»El pueblo ya no citará este proverbio:
JER.31.29	“Los padres comieron uvas agrias
JER.31.29	pero la boca de sus hijos se frunce por el sabor”.
JER.31.30	Cada persona morirá por sus propios pecados, los que coman las uvas agrias serán los que tengan la boca fruncida.
JER.31.31	»Se acerca el día —dice el 
JER.31.32	Este pacto no será como el que hice con sus antepasados cuando los tomé de la mano y los saqué de la tierra de Egipto. Ellos rompieron ese pacto, a pesar de que los amé como un hombre ama a su esposa», dice el 
JER.31.33	«Pero este es el nuevo pacto que haré con el pueblo de Israel después de esos días —dice el 
JER.31.34	Y no habrá necesidad de enseñar a sus vecinos ni habrá necesidad de enseñar a sus parientes diciendo: “Deberías conocer al 
JER.31.35	Es el 
JER.31.35	y la luna y las estrellas para alumbrar la noche,
JER.31.35	y agita el mar y hace olas rugientes.
JER.31.35	Su nombre es el 
JER.31.35	y esto es lo que dice:
JER.31.36	«¡Igual de improbable es que anule las leyes de la naturaleza
JER.31.36	como que rechace a mi pueblo Israel!».
JER.31.37	Esto dice el 
JER.31.37	«Así como no se pueden medir los cielos
JER.31.37	ni explorar los fundamentos de la tierra,
JER.31.37	así tampoco consideraré echarlos fuera
JER.31.37	por las maldades que han hecho.
JER.31.37	¡Yo, el 
JER.31.38	»Se acerca el día —dice el 
JER.31.39	Se extenderá una cuerda de medir sobre la colina de Gareb hasta Goa 
JER.31.40	y el área entera —incluidos el cementerio y el basurero de cenizas en el valle, y todos los campos en el oriente hasta el valle de Cedrón y hasta la puerta de los Caballos— será santa al 
JER.32.1	Jeremías recibió el siguiente mensaje del 
JER.32.2	Para entonces, Jerusalén estaba sitiada por el ejército babilónico y Jeremías estaba preso en el patio de la guardia del palacio real. 
JER.32.3	El rey Sedequías lo había puesto allí, y preguntaba por qué Jeremías seguía dando esta profecía: «Esto dice el 
JER.32.4	El rey Sedequías será capturado por los babilonios
JER.32.5	Él llevará a Sedequías a Babilonia y allí me ocuparé de él —dice el 
