MAT.1.1	Hawe Daawita zariyaanne Abraahaame zare gideedda Yesuusi Kiristtoosa yeletaa odiyaa maxaafaa.
1CO.3.2	Hinttenttu biro mino qumaa maanaw danddaybeenna diraw, taani hinttentta maathaa pakaaddi; haray atto, ha77ikka danddaybeykkita. 
1CO.3.3	Ayissi gooppe, hintte ha77ikka ha alamiyaa asaadan de7iita. Hinttenttu ha alamiyaa asaa gidiyaawaa hintte giddon de7iyaa qanaatiinne palumay erissennee? Qassi ha alamiyaa asaadan simerettiita. 
1CO.3.4	Ayissi gooppe, hinttenttuppe ittuu, <<Taani Phawuloosawaa>> gooppe, haray qassi, <<Taani Aphiloosawaa>> gooppe, ha alamiyaa asaa mala gidikkitee?
1CO.3.5	Yaatina, Aphiloosi oonee? Phawuloosi oonee? Nuuni hinttentta ammantheedda Xoossaa kaalliyaawantta. Xoossay nuussi huuphiyan huuphiyan immeedda oosuwaa ootheetto. 
1CO.3.6	Taani puutiyaa tokkaaddi; Aphiloosi haathaa ushsheedda; shin Xoossay puutiyaa dichcheedda. 
1CO.3.7	Hewaa diraw, dichchiyaa Xoossaappe attin, tokkiyaawekka haathaa ushshiyaawekka ayaanne gidenna. 
1CO.3.8	Tokkiyaawenne haathaa ushshiyaawe itti mala; shin Xoossay huuphiyan huuphiyan A daaburaa keenaa aw woytana. 
1CO.3.9	Nuuni Xoossaassi ittippe oothiyaa A oosanchchatuwaa gidiyaa diraw, hintte A oosuwaa sa7aa.
1CO.3.9	Qassikka hintte Xoossaa golliyaa. 
1CO.3.10	Xoossay taw immeedda aadho keekatethaan eranchcha anaaxiyadan, golliyaa baasuwaa baasaaddi. Hara uray A bolla keexxee. Shin A bolla keexxiyaa ooninne wooti keexxintto, bare huuphew naagetto. 
1CO.3.11	Ayissi gooppe, Xoossay Yesuusi Kiristtoosa xalalaa baaso oothiide wotheedda. Aappe hara baasuwaa baasanaw ooninne danddayenna. 
1CO.3.12	Shin ha baasuwaa bolla ooninne worqqaan gidina, biraan gidina, al77o shuchchan gidina, mithaan gidina, gattan woy maqaan keexxooppe, 
1CO.3.13	asaa ubbaa oosuu qoncciyaa kesanawaa. Ayissi gooppe, tamaan qonccana diraw, he gallassay asaa ubbaa oosuwaa bessana. Asay ubbay bare oosuwaa wooti ootheeddenttonne tamay paaccana. 
1CO.3.14	Ooninne baasuwaa bolla keexxeedda oosuu minniide attooppe, I woytaa akkanawaa. 
1CO.3.15	O oosuunne guudettooppe, he uray qohettana. I bare huuphew attana; shin tamaa giddoppe kessi akkowaadan attana.
1CO.3.16	Hinttenttu Xoossay aqiyaa geeshsha golliyaa gidiyaawaanne Xoossaa Ayyaanay hinttenttun de7iyaawaa erikkitee? 
1CO.3.17	Ooninne Xoossaa geeshsha golliyaa kolooppe, Xoossay A kolana. Ayissi gooppe, Xoossay aqiyaa geeshsha golli geeshsha; he geeshsha golliikka hinttentta.
1CO.3.18	Ooninne bare huuphiyaa cimmoppo. Hinttenttuppe ooninne barena ha alamiyaan aadho eranchcha yaagiide qoppooppe, aadho eranchcha gidanaw, eeya gido. 
1CO.3.19	Ayissi gooppe, ha alamiyaa aadho eratethay Xoossaa sinthan eeyatethaa. Xoossaa maxaafay,
1CO.3.19	<<Xoossay aadho eranchchatuwaa
1CO.3.19	unttuntta unttunttu geniyan oyqqee>>
1CO.3.19	yaagee. 
1CO.3.20	Qassi,
1CO.3.20	<<Aadhdheedda eranchchatuwaa qofaykka
1CO.3.20	maaduu baynnawaa gidiyaawaa Goday eree>>
1CO.3.20	yaagee. 
1CO.3.21	Hewaa diraw, ooninne asaan ceeqettoppo. Ayissi gooppe, ubbabaykka hinttewaa. 
1CO.3.22	Phawuloosikka, Aphiloosikka, Keefaykka, 
1CO.3.23	Hinttenttu Kiristtoosawantta; Kiristtoosikka Xoossawaa.
1CO.4.1	Asay nuuna Kiristtoosaw oothiyaawanttudaninne Xoossaa gollen de7iyaa Xuuraa naagiyaa asaadan qoppo. 
1CO.4.2	Yaatiide he asatuu barenttu Godaassi ammanetteeddawantta gidiide, beettanaw koshshee. 
1CO.4.3	Shin hintte woy haray ta bolla pirddooppe, aynne gidenna. Haray atto, taanikka ta huuphiyan pirddikke. 
1CO.4.4	Ayissi gooppe, taani ta huuphiyan ayaanneekka eriyaabay baawa; shin taana hewe xillissenna. Taana pirddiyaawe Godaa. 
1CO.4.5	Hewaa diraw, Goday dhumaani geemmeeddabaa poo7uwaa kessiyaawe, wozanaa qofaa qonccissiyaawe yaana wodii gakkanaassi O bollaninne oonanne pirddoppite. He wode, asay ubbay huuphiyan huuphiyan Xoossaappe sabaa demmanawaa.
1CO.4.6	Taanaadan ammaniyaawanttoo, hinttenttuppe ooninne ittuu tamaarissiyaawaa sabbiide, haray tamaarissiyaawaa borenna mala, <<Xoossaa maxaafan xaafetteeddawaa bonchcha>> yaagiyaawaa hintte nuunanna tamaarana mala, hintte diraw, tabaanne Aphiloosabaa leemisuwadan odaaddi. 
1CO.4.7	Ayissi gooppe, haratuwappe neena oonee dhoqqisseeddawe? Neeni Xoossaappe akkabeennabay new ayee de7iyaawe? Yaatina, neeni akkeeddawaa gidooppe, ayissi akkabeennawaadan ceeqettay?
1CO.4.8	Ha77i hintte kalleeddita. Ha77i duretteeddita. Nuuni baynnaan hintterekka kawuteeddita. Nuunikka hinttenttunna kawutanaadan, hintte kawuteedditentto lo77a shin. 
1CO.4.9	Ayissi gooppe, taw malatiyaawaadan, nuuni ha sa7aassi, kiitanchchatuwassinne asaassi kaassaa gideedda diraw, Xoossay nuuna Yesuusi kiitteeddawantta hayquwassi pirddetteedda asaadan, ubbaappe wurssethaa ootheedda.
1CO.4.10	Nuuni Kiristtoosa diraw eeya, shin hintte Kiristtoosan aadhdheedda eranchcha. Nuuni daaburanchcha, shin hintte mina. Hinttenttu bonchchetteeddawantta, shin nuuni tooshetteeddawantta. 
1CO.4.11	Ha wodii gakkanaassi, nuuni koshatteetto; saametteetto; kallotteetto; deshetteetto. Qassi de7iyaa sa7aa dhayiide yuuyyeetto. 
1CO.4.12	Nuuni nu kushiyan oothiide daabureetto. Nuuna asay sheqqiyaa wode, anjjeetto. Nuuna yederssi yuuyyiyaa wodekka danddayeetto. 
1CO.4.13	Nu bolla iitabaa haasayiyaa wode, nuuni lo77o qaalaa zaaretto. Nuuni hawaa gakkanaassikka, ha sa7aa pituwanne ubbabaa buuraa gideeddo.
1CO.4.14	Taani ta siiqiyaa naanaadan, hinttentta seeranaw hawaa xaafaaddippe attin, yeellayanaw xaafabeykke. 
1CO.4.15	Ayissi gooppe, Kiristtoosan hinttentta dichchiyaa tammu sha77a asay hinttenttussi de7ooppekka, hinttenttussi itti aawuwaappe haray baawa. Ayissi gooppe, taani mishiraachchuwaa qaalaa hinttenttussi aheeddawaadan, Kiristtoosa Yesuusan hinttenttussi aawuwaa gidaaddi. 
1CO.4.16	Simmi taanaadan hanite yaagaade hinttentta woossay. 
1CO.4.17	Hewaa diraw, Godan ammanetteedda ta siiqiyaa ta na7aa Ximootoosa hinttenttukko kiittaaddi. I ubba sa7aan de7iyaa ammaniyaa asaa ubbaw taani tamaarissiyaa Kiristtoosa Yesuusan de7iyaa ta ogiyaa hinttentta hassayissanawaa.
1CO.4.18	Taani hinttentta be7anaw hinttenttukko yeennabaa malatina, otorettiyaa itti itti asatuu de7iino. 
1CO.4.19	Shin Goday gooppe, taani hinttenttukko ellekka baade he otorettiyaa asatuwaassi haasayaa gidennaan, unttunttu wolqqaa erana. 
1CO.4.20	Ayissi gooppe, Xoossaa kawutethay Xoossaa wolqqaanappe attin, haasayaana gidenna. 
1CO.4.21	Taani hinttenttukko muriyaa xam77aanna yooyee woy siiquwaannanne ashikke ayyaanaanna yoo? Haqawaa dooriitee?
1CO.5.1	Hinttenttu giddon pokko woshummaa oosuu de7iyaawe zigirettee; hewaa mala pokko woshummaa oosuu haray atto, Xoossaa ammanenna asaa giddoninne baawa. Ayissi gooppe, bare aawuwaa machchatto akkeedda asay de7ee. 
1CO.5.2	Hinttenttukka otoretteeddita. Hewaappe hintte kayyottanaw bessennee? Hewaa mala pokko oosuwaa ootheedda bitani hintte giddoppe kichchanaw bessee.
1CO.5.3+1CO.5.4	Ayaa gidinakka taani ta asatethaan hinttenttunna de7ennaani dhayooppekka, ayyaanan hinttenttunna de7ay. Ha77i hinttenttunna de7iyaawaadan hanaade, hewaa mala oosuwaa ootheedda bitaniyaa bolla nu Godaa Yesuusi Kiristtoosa sunthan pirddadiggaaddi. Hinttenttunne ta ayyaanay nu Godaa Yesuusi Kiristtoosa wolqqaanna ittippe shiiqiide, 
1CO.5.5	he bitaniyaa ayyaanay Godaa Yesuusi pirddaw yiyaa gallassan attana mala, nagaraan kumeedda A bollaa kolanaadan Seexaanaassi hintte immanaadan, taani pirddaaddi.
1CO.5.6	Hinttenttu ceequu lo77a gidenna. Guutha irshshuu munaqaa ubbaa denthiyaawaa erikkitee? 
1CO.5.7	Hinttenttu ooratha gidana mala, nagaraa irshshuu caaleeddawaa kessite. Hinttenttu irshshuu baynna munaqaa mala. Ayissi gooppe, nu Paasigaa dorssay, Kiristtoosi yarshshetteedda. 
1CO.5.8	Hewaa diraw, nuuni Ukithaa Baalaa suuretethaaninne tumatethaan bonchchanaappe attin, caala irshshuwan, iitatethaa irshshuwaaninne geellatethaa irshshuwan bonchchokko. 
1CO.5.9	Woshummanaw qoppiyaawanttunna hintte ittippe gakettenna mala, hinttenttussi dabidaabbiyaa xaafaaddi. 
1CO.5.10	Taani giyaawe ha alamiyaan de7iyaa woshummanaw qoppiyaawanttuppe woy yorattiyaawanttuppe, kayisotiyaawanttupenne woy eeqaw goyinniyaawanttuppe ubbakka shaakettana mala gidenna. Hewaa gidooppe, ha alamiyaappe hintte shaaketti baanaw bessee guussaa. 
1CO.5.11	Shin ishatuwaa ha77i geetettiyaawanttuppe ittuunne woshummanaw qoppiyaawanttu woy miishshaw yorattiyaawanttu woy eeqaw goyinniyaawanttu woy asaa sunthaa bayzziyaawanttu woy mathottiyaawanttu woy wuu77iyaawanttunna hinttenttu ittippetethaa oothenna mala, taani hinttenttussi xaafaaddi. Hewanttu malaanna haray atto, qumaakka ittippe mooppite.
1CO.5.12	Ayissi gooppe, woosa golleppe karenna de7iyaawanttu bolla pirddanaw taana ayee gathii? Hinttenttu giddon woosa gollen de7iyaawanttu bollan hintte pirddikkiteeyee? 
1CO.5.13	Shin karenna de7iyaawanttu bollan Xoossay pirddana. He iitabaa oothiyaa uraa hintte giddoppe kessidiggite. 
1CO.6.1	Hinttenttuppe itti uraassi bare ishaanna mootuu de7iyaabaa gidooppe, ammaniyaawanttu bolla pirddettanawaa bashiide, ammanennawanttu bolla pirddettanaw waani xaliide bii? 
1CO.6.2	Ammaniyaawanttu alamiyaa bolla pirddanawaa erikkitee? Yaatina, alamiyaa bolla hintte pirddanawantta gidooppe, ubbabaappe guuxxiyaawaa pirddanaw danddaykkitee? 
1CO.6.3	Ha de7uwaabay atto shin, ammaniyaawanttu kiitanchchatuwaa bolla pirddanawaa erikkitee? 
1CO.6.4	Yaatina, hinttentta ha alamiyaa de7uwaabaw pirdda golle buussay koshshooppe, ammaniyaa asay kadheedda asaan pirddissanaw afiitee? 
1CO.6.5	Taani hinttentta yeellayanaw hawaa gay; hawaa gidanaw bessii? Hinttenttu giddon ishatuwaa sigethanaw danddayiyaa lo77o eranchcha asay ittuunne baawee? 
1CO.6.6	Shin itti ishay yokko ishaa pirdda gollen mootiidde, he yewuwaa ammanenna asaan pirddissii?
1CO.6.7	Simmi ittu ittuwaa mootiyaawe hintte giddon de7ooppe, hewe hintte kunddeeddawaa bessee. Hewaappe hintte naaqettiyaawenne cimettiyaawe lo77ennee? 
1CO.6.8	Shin hintte hintte huuphew ittu ittuwaa haray atto, hintte ishatuwaakka naaqqiitanne cimmiita.
1CO.6.9	Woy makkalanchchatuu Xoossaa kawutethaa laattennawaa erikkitee? Baloppite. Woshummanaw qoppiyaawanttu woy eeqaw goyinniyaawanttu woy woshummiyaawanttu woy attumawaa gidiide, attumawaanna gisiyaawanttu, 
1CO.6.10	woy kayisatuu woy miishshaw yorattiyaawanttu woy mathottiyaawanttu woy asaa sunthaa bayzziyaawanttu woy bonqqiyaawanttu Xoossaa kawutethaa laattikkino. 
1CO.6.11	Hinttenttuppekka itti itti asay hewanttu mala. Shin Godaa Yesuusi Kiristtoosa sunthaaninne nu Xoossaa Ayyaanaan hintte meecettiide geeyyeeddita; qassi xilleeddita.
1CO.6.12	Itti uray, <<Taani koyyeeddabaa ubbaa oothanaw danddayay>> gaana danddayee. Shin ubbaykka taana maaddenna. Taani koyyeeddabaa ubbaa oothanaw danddayay. Shin ayeenneekka taana mooddenna. 
1CO.6.13	Qay haraykka, <<Qumay uluwassa; uluukka qumaassa>> gee. Shin Xoossay uluwaakka qumaakka dhayissana. Asaa asatethay Godaa Yesuusassappe attin, woshummaassa gidenna. Godaa Yesuusikka asaa asatethaassa. 
1CO.6.14	Xoossay Godaa Yesuusa hayquwaappe dentheedda; qassi nuunakka hayquwaappe bare wolqqaan denthana.
1CO.6.15	Hinttenttu asatethay Kiristtoosa asatethaanna ittuwaa gidiyaawaa hintte erikkitee? Yaatina, taani Kiristtoosa asatethaanna ittuwaa gideeddawaa afaade, caaratti asatethaanna ittuwaa oothanaw bessii? Bessenna! 
1CO.6.16	Woy caarattinna ittipetethaa medhdhiyaa uray izinna itti asatetha gidiyaawaa erikkitee? Ayissi gooppe, Xoossaa maxaafay, <<Unttunttu laa77atuu itti asho gidana>> yaagee. 
1CO.6.17	Shin Godaanna ittipetethaa medhdhiyaa uray ayyaanan aananna ittuwaa gidee.
1CO.6.18	Woshummaappe haakkite. Itti uray oothiyaa hara nagaraa ubbay A asatethaappe karenna de7ee; shin woshummiyaawe bare bollan nagaraa oothee. 
1CO.6.19	Woy hintte bollay Xoossay hinttenttussi immeedda hinttenttun de7iyaa Geeshsha Ayyaanay aqiyaa geeshsha golliyaa gidiyaawaa erikkitee? Qassi hintte hintte huuphiyaassa gidikkita. 
1CO.6.20	Ayissi gooppe, Xoossay hinttentta gatiyaan shammeedda. Hewaa diraw, hintte asatethaan A bonchchite.
1CO.7.1	Hinttenttu taw xaafeedda yewuwaassi attuma asay maccawunno bochchennentto lo77a. 
1CO.7.2	Shin woshummaa gaasuwaa diraw, attuma asaassi huuphiyan huuphiyan machchatta de7uu. Qassi macca asaassikka huuphiyan huuphiyan asinay de7o.
1CO.7.3	Asinay bare machchattiw asinatethaan bessiyaabaa udo; qassi hewaadan, machchattakka bare asinaassi machchetethaan bessiyaabaa oothu. 
1CO.7.4	Machchatta bare asatethaassi goda gidukku; shin izi asinay goda. Hawaadankka, qassi asinay bare asatethaassi godaa gidenna; shin A machchatta goda. 
1CO.7.5	Hinttenttu hintte giddon Xoossaa woosaan genccanaw he wodiyaassi zoretan digettanaappe attin, ittu ittuwaa diggoppite. Hinttenttu hinttentta naagenna diraw, Seexaanay hinttentta paaccennaadan, ittippe de7ite. 
1CO.7.6	Shin taani hinttentta hewaa hintte dosowaadan hanite gayippe attin, azazikke. 
1CO.7.7	Taani asay ubbay taanaadan hanintto dosay. Shin Xoossay asaw huuphiyan huuphiyan dumma dumma imotaa immi wotheedda; ittuwaassi hawaadan, qassi yokkowassi hewaadan immi wotheedda.
1CO.7.8	Hewaa diraw, taani machchatto akkibeennawanttunne asinay hayqqo maccawanttu taanaadan coo de7iinontto, unttunttoo lo77a gay. 
1CO.7.9	Shin amuwan guudettiyaawaappe akkiyawenne geliyaawe lo77a gidiyaa diraw, unttunttu barentta naaganaw danddayana dhayooppe, akkinonne gelino.
1CO.7.10+1CO.7.11	Machchatta bare asinaappe shaakettuppu. Shin shaakettooppenne gelennaan de7uu; woy bare asinaanna sigettu. Asinaykka bare machchatto yeddoppo yaagaade, akkeeddawanttanne geleeddawantta azazay. Shin hawaa azaziyaawe Godaappe attin, taana gidikke.
1CO.7.12	Taani haratuwaa hawaadan gay; Godaa gidenna. Ammanenna machchatta de7iyaa ammaniyaa asay ooninne de7ooppe, A machchatta aananna ittippe de7iyaawaa I dosooppe, izo yeddoppo. 
1CO.7.13	Qassi ammanenna asinay de7iyaa ammaniyaa machchatta de7ooppe, izi asinay izinna ittippe de7iyaawaa iza dosooppe, aappe shaakettuppu. 
1CO.7.14	Ayissi gooppe, ammanenna asinay bare ammaniyaa machchattinna de7iide geeyyeedda. Qassi ammanenna machchatta bare ammaniyaa asinaanna de7aade geeyyaaddu. Hewe baawentto, hinttenttu naanay tunaa; shin ha77i unttunttu geeshsha. 
1CO.7.15	Shin ammanennawe shaakettana koyyooppe shaaketto. Ammaniyaa machchatto gidina, woy asinaa gidina, hawaa mala yewuwaan qashettikkino. Ayissi gooppe, Xoossay nuuna sarotethaan de7anaw xeeseedda. 
1CO.7.16	Ammaniyaa machchattee, neeni ne asinaa ashshaninttonne O eri? Woy ammaniyaa asinaw neeni ne machchatto ashshaninttonne O eri?
1CO.7.17	Gidooppenne, asay huuphiyan huuphiyan Goday aw immeeddawaadaninne qassi Xoossay barena xeeseeddawaadan de7o. Hewe ammaniyaa asaa ubbaa taani tamaarisseedda higgiyaa. 
1CO.7.18	Ooninne qaxxaretti uttiide, Xoossaa ammaneeddawaa gidooppe, bare qaxxaraa mallaa diggoppo. Qassi ooninne qaxxarettennan de7iidde, Xoossaa ammaneeddawaa gidooppe qaxxarettoppo. 
1CO.7.19	Ayissi gooppe, Xoossaa azazuwaa naaganaappe attin, qaxxarettina qaxxarettana dhayina allaallii baawa.
1CO.7.20	Asay huuphiyan huuphiyan Xoossay barena xeesiyaa wode de7iyaawaadan de7o. 
1CO.7.21	Xoossay neena xeesiyaa wode neeni ayllee? Aynne baawa; shin neeni aylletethaappe kesanaw danddayooppe kesa. 
1CO.7.22	Ayissi gooppe, aylle gidi utteedda asaa Goday xeesooppe, I Goday aylletethaappe kesseedda asa. Hawaadankka, aylle gidenna asaa Kiristtoosi xeesooppe, I Kiristtoosa aylle. 
1CO.7.23	Xoossay hinttentta gatiyaan shammeedda. Asaa aylle gidoppite. 
1CO.7.24	Taanaadan ammaniyaawanttoo, asay huuphiyan huuphiyan Xoossay A xeesiyaa wode de7iyaa de7uwaadan, Xoossaanna de7o.
1CO.7.25	Wodoratuwassi Goday taana azazeeddabay baawa. Shin taani Godaassi ammanetteeddawaa gideedda diraw, aappe maarotethaa akkeeddawaadan, hinttentta zoray. 
1CO.7.26	Simmi ha77i metuwassi taw hawe lo77a malatee; asay hawaadan haniide de7ooppe lo77a. 
1CO.7.27	Neeni machchatto akkadiggeeddawaa gidooppe, izo yeddanaw koyyoppa. Machchatto akkabeennawaa gidooppe, akkanaw koyyoppa. 
1CO.7.28	Shin neeni machchatto akkooppe, nagaraa oothabeykka. Wodorattaakka asinaa gelooppe, nagaraa oothabeykku. Shin akettiyaawanttoonne gelettiyaawanttoo unttunttu de7uwan wolqqaama metuu de7ee. Taani hinttentta he metuwaappe ashshanaw koyyay.
1CO.7.29	Shin taanaadan ammaniyaawanttoo, taani giyaawe hawaa; wodii wureedda. Hawaappe sinthaw akkeedda asatuu, akkibeenna asaadan hanino. 
1CO.7.30	Yeekkiyaawanttu yeekkennawaadan, nashettiyaawanttu nashettennawaadan, shammiyaawanttukka shammiide aynnee baynnawaadan, 
1CO.7.31	ha alamiyaa de7uwan maadettiyaawanttu ubbakka maadettennawaadan hanino. Ayissi gooppe, ha alamiyaa de7uu attiyaawaa.
1CO.7.32	Hinttenttu hirggennan de7anawaa taani dosay. Akkibeennawe Godaa nashechchanaw koyyiyaa diraw, A oosuwaabaa qoppee. 
1CO.7.33	Shin akkeeddawe bare machchatto nashechchanaw koyyiyaa diraw, sa7aabaa qoppee. 
1CO.7.34	A qofay shaaketteedda. Asinaa gelabeenna wodoratta bare ashuwaaninne bare shemppuwaan geeyyanaw koyyiyaa diraw, Godaa oosuwaabaa qoppaw. Shin asinaa geleeddawunna bare asinaa nashechchanaw koyyiyaa diraw, sa7aabaa qoppaw.
1CO.7.35	Taani hawaa hinttentta maaddana mala gayippe attin, hinttentta dhubbanaw giikke. Shin hintte bessiyaawaadan de7iidde, Godaa oosuwaa hinttena immiide oothana mala koyyay.
1CO.7.36	Ooninne bare giigisseedda wodoratto akkiya wodii gakkina, barena naaganaw aw danddayettennaan ixxooppe, izo akko. I izo akkooppe, hewaan nagaray baawa. 
1CO.7.37	Shin I bare wozanaan minnooppe, akkennaan gami77ana danddayee. Qassi barena naagiide, bare giigisseedda wodoratto akkennaan gami77ana gooppe, ooninne wolqqanthennaan bare wozanaan qofaa qachcheeddawaa gidooppe loytheedda. 
1CO.7.38	Hewaa diraw, wodoratto akkiya uray loytheedda; qassi akkennawe ubba aathi loytheedda.
1CO.7.39	Asinaa geleedda mishiratta bare asinay de7eedda keenan aananna itteppe de7anaadan qashetta uttaaddu. Shin I hayqqooppe, Godaa ammaniyaa asaa oonanne gidooppe, bare doseedda asinaa gelanaw danddayaw. 
1CO.7.40	Ta qofaa gidooppe, gelennaan de7antto, iza nashechchaan de7ana. Qassi taanan Xoossaa Ayyaanay de7iyaawaa taani eray.
1CO.8.1	Eeqaassi yarshsheedda qumaabaa gidooppe, nuuni ubbaykka ereetto. Eray otorssee; shin siiquu ammanuwan dichchee. 
1CO.8.2	Ooninne barew ittibaa eriyaawaa malatooppe, I biro eranaw bessiyaawaa eribeenna. 
1CO.8.3	Shin ooninne Xoossaa siiqooppe, Xoossay A eree.
1CO.8.4	Hewaa diraw, eeqaw yarshsheedda qumaa muussaabaa gidooppe, eeqaa ubbay alamiyaan ayaanne gidennawaanne, itti Xoossaappe attin, haray baynnawaa nuuni ereetto. 
1CO.8.5	Ayissi gooppe, cora xoossatuunne cora godatuu de7iino. Shin haray atto, saluwan gidina sa7aan gidina, xoossatuwaa geetettiyaawanttu de7ooppekka, 
1CO.8.6	ubbabaa medhdheeddawe nuuni aw de7iyaawe, itti Xoossay, Aawuu, nuussi de7ee. Qassi ubbabay aani medhetteeddawenne nuuni aani de7iyaawe itti Goday, Yesuusi Kiristtoosikka nuussi de7ee.
1CO.8.7	Shin ha eray asaa ubbaw de7enna. Itti itti asatuu eeqaa doyyeedda diraw, ha77i gakkanawukka, <<Eeqaw yarshsheedda qumaa>> yaagiidde miino. Qassi unttunttu wozanay shuga gideeddawaan, unttunttoo ha qumaan tuneeddawaa malatee. 
1CO.8.8	Shin qumay nuuna Xoossaakko shiiqanaadan maaddenna. Nuuni maana dhayinttokka nuussi aynnee paccenna; mooppennee nuussi aynnee gujettenna.
1CO.8.9	Shin hawe hintte hintte dosowaadan haniyaawe shugo ammanuwanna de7iyaawantta nagaraan yeggenna mala naagettite. 
1CO.8.10	Ayissi gooppe, neeni eranchchay eeqaw yarshsheedda qumaa maanaw eeqaa golliyaan utteedda wode, shugo ammanuwanna de7iyaa itti asay neena be7ooppe, eeqaw yarshsheedda qumaa I maanaw A wozanay qoppenneeyee? 
1CO.8.11	Hewaa gidooppe ha shugo ammanuwanna de7iyaa ne ishay, Kiristtoosi A diraw hayqqeeddawe, ne eraan bayee. 
1CO.8.12	Hawaadankka, hintte hintte ishatuwaa naaqqiyaawaaninne unttunttu shugo wozanaa maythiyaawaan Kiristtoosa naaqqiita. 
1CO.8.13	Hewaa diraw, qumay ammaniyaa ta ishaa dhubbiyaawaa gidooppe, A dhubbenna mala, ta de7iyaa laythaan mulekka ashuwaa miikke.
1CO.9.1	Taani aylletethay baynna asa gidikkitaa? Yesuusi kiitteeddawaa gidikkitaa? Nu Godaa Yesuusi Kiristtoosa be7abeykkitaa? Hinttenttu taani Godaassi ootheedda ta oosuwaappe beetteeddawantta gidikkiteeyee? 
1CO.9.2	Taani haranttussi Yesuusi kiitteeddawaa gidana dhayooppekka, hinttenttoo Yesuusi kiitteeddawaa gidiyaawe eretteeddawaa; ayissi gooppe, taani Godan Yesuusi kiitteeddawaa gidiyaawoo hintte markka.
1CO.9.3	Taana boriyaawanttussi taani immiyaa zaaruu hawaa. 
1CO.9.4	Maanawunne ushanaw nuussi maati baawee? 
1CO.9.5	Yesuusi kiitteedda haratuwaadaaninne Godaa ishatuwaadan, qassi Phexiroossawaadan, eeno giyaa machchatto ittippe akkiide baanaw nuussi maatay baawee? 
1CO.9.6	Woy nu de7uwassi oothiidde baaxetanaw bessiyaawe taananne Barnaabaasa xalalee? 
1CO.9.7	Ay wodenne bare miishshaa miidde, wottaaddaratethaa oothiyaawe oonee? Woy woyiniyaa turaa tokkiide, A ayfiyaa meennawe oonee? Woy miizza wudiyaa heemmiidde, he miizza wudiyaappe maathaa ushennawe oonee?
1CO.9.8	Taani hawaa asaa qofaa xalalaan gaytaa? Woy higgii qassi hawaa geennee? 
1CO.9.9	Ayissi gooppe, Muse Higgiyan, <<Kathaa yedhdhiyaa mehiyaa doonaa qachchoppa>> geetettiide xaafetteedda. Xoossay mehiyaabaa qoppiide hawaa gii? 
1CO.9.10	Woy I hewaa giyaawe mulekka nu diraassa gidennee? Tumakka nu diraw xaafetteedda; goshiyaa bitaniikka kathaa bukkiyaa bitaniikka, <<Taana gakkiyawaa akkana>> yaagiidde oothanaw bessee. 
1CO.9.11	Nuuni hintte giddon ayyaanaa yewuwaa zereeddawantta gidiide, nu ashuwaassi maado gidiyaawaa hinttenttuppe cakkooppe darobee? 
1CO.9.12	Haratuu hewaa hinttenttuppe akkanaw unttunttoo maatay de7ooppe, nuussi unttunttuwaappe aadhdhiyaa maatay baawee?
1CO.9.12	Shin nuuni Kiristtoosa mishiraachchuwaa qaalaassi dhubo gidennaadan, ubbabaa gencciyaawaappe attin, he maataan go77ettibeykko. 
1CO.9.13	Geeshsha Golliyan oothiyaa asatuu barenttu qumaa Geeshsha Golliyaappe akkiyawaa erikkitee? Qassi yarshshiyaasaan oothiyaawanttu yarshshuwaappe akkiyawaa erikkitee? 
1CO.9.14	Hawaadankka, qassi mishiraachchuwaa qaalaa odiyaawanttu barenttu de7uwaassi koshshiyaabaa aappe demmanaadan, Goday azazeedda.
1CO.9.15	Shin taani ha maataa ubbaan aynne go77ettabeykke. Taani hawaa xaafeeddawe hewaa mala maatay taw de7anaw bessee yaagiyaawaana gidenna. Ayissi gooppe, ta ceequwaa ooninne mela kessiyaawaappe hayqqiyaawe taw lo77a. 
1CO.9.16	Mishiraachchuwaa qaalaa odanaw taani azazetta utteedda diraw, A odooppekka taw ceeqettiyaabay baawa. Mishiraachchuwaa qaalaa odennaan aggooppe, taw aayyero. 
1CO.9.17	Ayissi gooppe, taani hawaa dosaade oothooppe, taw woytay de7ee. Shin taani dosennaan ixxooppekka, mishiraachchuwaa qaalaa diraw hadaraa Xoossay taw immeedda. 
1CO.9.18	Yaatina, ta woytay ayee? Mishiraachchuwaa qaalaa odaadde, taw wonggalaan de7iyaa kumentha maataan go77ettennan, mishiraachchuwaa qaalaa coo odiyaawaa.
1CO.9.19	Taani oossinne aylle gidikke shin, coratuwaa zaaranaw taana ubbaw aylle kessaaddi. 
1CO.9.20	Taani Ayihudatuwaa zaaranaw unttunttunna unttuntta gidaade de7aaddi. Ta huuphew higgiyaappe garssanna de7ikke. Shin higgiyaappe garssanna de7iyaawantta zaaranaw higgiyaappe garssanna de7iyaa asaa mala gidaaddi. 
