MAT.1.1	Isua Krista akhuk Ama hi David a sapa, Abraham a sapa. 
EPH.5.17	Mo no tan la Puman imo nei tho rang ei na zot enro.
EPH.5.18	Zu anri no ro, hava han na masiat inti hanekten Ratha lehan bit ro. 
EPH.5.19	La le la anthiang le chong u ro; la tho u tan Puma na malunga manpak u ro. 
EPH.5.20	Koini na Puma Isua Krista raminga alompeia sika Pa Pathian kom raisanna mantung u ro.
EPH.5.21	Krista lalchi nei tho sika anbetok ansiat u ro.
EPH.5.22	Nupang ngai Puma kom nei anbetok anga na ruathar kom um anbetok u ro. 
EPH.5.23	Asik chu a ruatharin a nungak chunga ningneina a don. Kristan kuibing ngai chunga ei nei anga hatuka Krista len ha kuibing sandampu, ha a taksa. 
EPH.5.24	Hasik han nupang ngai na ruathar kom nei anbetok rang kuibingin Krista kom ei anbetok anga.
EPH.5.25	Pasal ngai na nungak adit u ro, Kristan kuibing ngai ei adita ei damna ei pek anga. 
EPH.5.26	Hiva ei tho hi kuibing Pathian kom adar ranga a chong le tina arasuka a manthiang suale. 
EPH.5.27	Ei sana dora le kuibing ngai akom ei anpek theina rang anthiang le masial abuia, manu abuia, apop abuia hanuk atei ei dik nokna buia. 
EPH.5.28	Pasalin ataksa ei madit anga a nungak um madit rase. A nungak andit chu amam andit. 
EPH.5.29	Tuten ataksa anmumak om mak. Nei zon, nei rung, Kristan a kuibing ngai rang ei tho anga. 
EPH.5.30	Koini hi a taksa bila keng na ni. 
EPH.5.31	Pathian chongin ei ti anga, “Hiva sik hin pasalin a nu le a pa mantia a nungak le munruala om untia, hatuka ha anni ha angkhat chang unti.” 
EPH.5.32	Hiva hin rilmaruk adik a om hiva Pathian chongin ei manlang hin, koi kei riat anga chu Krista le kuibing ha aderdin. 
EPH.5.33	Tenchu nang um ana derdin; a ruatharin a nungak ei adit rang ama ei andit anga, hatuka nupangin a ruathar lalchi ei tho rang.
EPH.6.1	Nai ngai, nupa he tel hi na Kristian nina na nei tho rua, hiva hi atho rua dik. 
EPH.6.2	“Na nu le na pa lalchi tho ro” hiva chongpek mansa hava bila chongtin anlop: 
EPH.6.3	“Hankeng aloma ei sa theina ranga, hatuka ramuala adam nei sot theina rang.” 
EPH.6.4	Nupa ngai, na nai ngai sinsaka atak mansi u no ro. Hanekten Kristian anchuna le ansonna tho ro. 
EPH.6.5	Suak ngai, na miringpui na puma ahe tel ro anchi le anringa; hatuka malung apeka tho ro, Krista rang nei tho anga. 
EPH.6.6	Ana en lai rong ni luia asa nei anlona ranga; ten na malung dora le Pathian ei zot anga tho ro, Krista suak anga. 
EPH.6.7	Na sin tho suak anga raisana tho ro, miring duai ni luia Puma nei tho pe anga. 
EPH.6.8	Re u ro, Puman ratpakna pek inti, suak, suak nok sin asa nei tho sika.
EPH.6.9	Apuma ngai, amun banga na suak ompui ro maphut chachak lai no ro. Nang le na suak ha Puma munkhat keng nei don u anvana. Mi dora munkhata rui aril. 
EPH.6.10	Eihekna na, Puma na ranak nei u ro ama thotheina le. 
EPH.6.11	Pathianin ral raliang ei na pek dora le anliang u ro, hankeng Diabol a zia siat nei dui thei u rang. 
EPH.6.12	Asik chu koini nei anduipui hi taksa thisen ni mak tenchu anlalna don ngai le maniapur azing kara reng ngai le chungvan tianga raluai ngai le andui ke na ni. 
EPH.6.13	Hasik han atun hin Pathian ral raliang le anliang u ro! Hatuka nikhua sia hongtik na raldui lei dui thei na ti, hatuka ahek tenpei nan duipui suanam landing tit na ti.
EPH.6.14	Hasik han ansina anding u ro, na konga dikna kongkhit le akhita satna roppho na ropa, 
EPH.6.15	na kena kekok le ansina phukdaina thangahui aril ranga. 
EPH.6.16	Umora iamna, pho anga sur u ro; hiva ngai lehin thal achuang Diabolin ei hong kap heng thei na ti. 
EPH.6.17	Hatuka sandamna ha lukhu anga pom u ro, hanuk Pathian chong khendai anga mang u ro Rathan ei na pek ha. 
EPH.6.18	Hiva ngai dora hi bor azong chunga tho u ro Pathian kom sanna azonga, zoro tina borzong u ro, Rathan ei na maruai anga. Hiva sik hin meng u ro mathan u no ro; Pathian mi ngai rang borzong u ro. 
EPH.6.19	Hatuka ka rang um borzong u ro, Pathian chong ka ril rang le Pathianin chong ei na peka a angama chong kei ril theina rang le thangahui anthup kei manriat theina rang. 
EPH.6.20	Koi hi hiva thangahui sika palai, atun lungina a om ka ni nam. Bor na zong pe u ro, angama thangahui hi kei ril rang ang taka kei ril theina rang.
EPH.6.21	Tukhik koini na parual madit suak aiamrua Puma sin a thona, ama han koi ka rui aloma na pe unti, hava han re u na ti hontinmo kei om. 
EPH.6.22	Hasik han ama nangni na kom kei hong tir hontinmo nei om aril rang le nangni ananthor ranga.
EPH.6.23	Pa Pathian le Puma Isua Kristan Kristian phukdaina dora le lungkham le iamna chu unai ngai koma om chian rase. 
EPH.6.24	Pathian lungkhamna chu Puma Isua Krista andit ngai kom thithei lui lungkham om rase.
PHP.1.1	Krista Isua asuak Paul le Timothi koma, 
PHP.1.1	Philipina Pathian mi ngai Isua le munkhata om ngai kuibing ulian le asan ngai rang.
PHP.1.2	Koini na Pa na Pathian le Puma Isua Kristan lungkhamna le phukdaina na pe u rase.
PHP.1.3	Ka na mandon u kip Pathian kom raisanna ka ril; 
PHP.1.4	nangni na rang bor ka zong le raisana ka zong chachak, 
PHP.1.5	asik chu thangahui sina aphut ata atun tenpei nei na san u. 
PHP.1.6	Hasik han ka iam nget, Pathian nangni koma sin asa phut han ruai zel inti ansua maseng Krista Isua nikhua ten. 
PHP.1.7	Ka malunga na om chian u! Hava ha ka rang adik nangni ngai rui achui hi. Asik chu Pathianin hun asa ei na pek ha lokon nei na mang pui, atun lungina ka om lai um hatuka machin ka zok lai han thangahui ranga ka duia anding ka ngam lai han. 
PHP.1.8	Pathian hi ana riat ani adik kei ril ka malung rila nei chui u hi Isua Krista apum len amalung ata keng.
PHP.1.9	Na lungkham ei anson riam u na rang bor ka zong ariat sadima hatuka ruirilna adik taka nei thothei u na rang. 
PHP.1.10	Asa khit nei athang u theina rang! Hankeng akhel ata nei zok u rang hatuka Krista nikhua bado ata nei zok u rang. 
PHP.1.11	Nei damna asa dik le nei bit u rang hava ha Isua rong ke ansua thei, Pathian ei anlianna rang le ei anpakna rang.
PHP.1.12	Ka lom ngai nei riat u rang ka zot kei tong ngai han thangahui ansonna rang ana san tatak! 
PHP.1.13	Ei mazir chu, reng in arung ngai dora le hivana mi atei ngai doran lungina kei om ariat u asik chu Krista suak kei ni sika. 
PHP.1.14	Hatuka lungina kei om hin aiam ngai Pumana lungngamna mansa u, ngamna le anson chian u na Pathian chong achi thak luia aril ranga.
PHP.1.15	Ani hosenkhat mo chu khamaret le mi le ankhal zot tuara Krista rui aril, ten atei senkhat chu anthianga ei zotna sika. 
PHP.1.16	Amani chu lungkham sika ke, asik chu ariat u Pathianin thangahui arung ranga ha sin ei na pek. 
PHP.1.17	Senkhatin malung apeka Isua rui ril mak, tenchu ratha sungathu derdin le; lungina ka om lai hin manpon sa inti atina amandon u.
PHP.1.18	Ten ite ni mak! Hava sika ka rai asan Krista rui anrilna lampui ani thei kar chu, mandon anthiang mo, akhela mo ka raisan bang inti, 
PHP.1.19	asik chu ka riat na borzong u na zara le anasan Isua Krista koma Ratha ahongin na mazok inti. 
PHP.1.20	Ka rila kei zot le kei sabei chu ka sintho machai no rong ti hi. Ten umora le atun tak hin ngam sabak ka ti ka nina dora le Krista lalchi makhai ka ti, ka thi mo ka dam mo. 
PHP.1.21	Damna hi irang mo? Ka ranga chu Krista, ka thi le mansa ka ti. 
PHP.1.22	Tenchu taksana adam chian rang ka niten, kei pongna mara nei sabak inti. Ten hovamo, athang ning? Re makung. 
PHP.1.23	Chang annina ana nuk. Krista le ava om ranga ka zot hiva adam amaka hava ha asakhit ei ni. 
PHP.1.24	Ten nangni na sika kei dam hi asa ual. 
PHP.1.25	Kan iam asadima hiva ruia hin, hasik han kan riat la om ka ti. Na bil u na la om bang ka ti, nei anson u asap ranga hatuka nei iam u na hin na rai ei san u na rang. 
PHP.1.26	Na bil u na kei hong om reta hin ka sika Krista Isuana na raisanna ei liam thei u na rang.
PHP.1.27	Ariatrua khit chu na omdan u le Isua thangahui antuk rase, ka hong hongmak adeta andinga malung munkhat achoia thangahui sika anruala iamna le nei dui u kei riat rang. 
PHP.1.28	Na raldui ngai achi u no ro, ngam babang u ro, hava han ei andok u rang manlang inti hatika nangni chu rat u na ti asik chu Pathian ke ratna ana pek u. 
PHP.1.29	Nangni chu Isua rang sinthona her ei na pek u, aiam duaia ni maka ten ama ranga atiar tiangam ei na pek. 
PHP.1.30	Atun chu nangnim ka bila hi anduina na nan chel thei u. Hava mana anduina na nei na mu u den hake kei la dui chian atun tenpei. 
PHP.2.1	Kristana nei dam hake ranak ana pek, hatuka a lungkhamin huina ana pek. Ratha le munruala anlopa, hatuka lungkham nei anmu u nei andit u. 
PHP.2.2	Keina mathem u ani zei, ka raisanna anan khip pe ranga, malung munkhata hatuka ratha le mandon munkhata. 
PHP.2.3	Derdin asiat ata tho u ta ni, hatuka zotna anthuk lui anlianna rang tenchu annuai u ro, ka nek ten mi asa ti babang u ro. 
PHP.2.4	Nei lokna rang anen ansiat u ro, na theia rang rong ni mak. 
PHP.2.5	Na malung vong Krista Isua anga ni rase:
PHP.2.6	Pathian ang dor ei ni,
PHP.2.6	tenchu Pathian anga a om tit rang ti mak therkhaka.
PHP.2.7	Hanek ten ama ei zotna le ei nei dora
PHP.2.7	amaka suak nina ei athang.
PHP.2.7	Miring ei hong ni miring anga ei hong anzir.
PHP.2.8	Ei annuaia hetel lampuia kal achoia
PHP.2.8	thina lampui ei thina kros tenpei.
PHP.2.9	Hiva sik hin Pathianin ansangkhita
PHP.2.9	adom hatuka raming atei ranga alian khita raming apek.
PHP.2.10	Hasik han Isua raming lalchi thona mi dora vanrama, phila, 
PHP.2.10	ramual thuaia miring a mankhuk ei la bil rang.
PHP.2.11	Hatuka malei tinin Isua Krista hi Puma ei la ti
PHP.2.11	rang Pa Pathian lianna ata.
PHP.2.12	Hasik han ka lom madit ngai na bil u na ka om laia ka he nei tel u anga, na bil u ata kei ankhaia hin ka hetel ual sa u ro. Anchi le anring chunga na sintho tit u ro, na sandamna ei ansua theina rang. 
PHP.2.13	Asik chu Pathian na tak chunga sin atho chian keng ei na manzot hatuka thotheina ei na pek ei zot nei tel theina rang.
PHP.2.14	Nei tho rina siat ril luia, ankhal luia tho u ro. 
PHP.2.15	Asik chu masial nei lui Pathian nai ansua anga nei ni thei u na rang, hi ramual asiat le pap bila nei leng u na hin, nangni chu amani kara a el rang na ni u, arasin anvan ei el anga, 
PHP.2.16	damna chongbe na ril lai hin, nei ril anga na om u ten nangni na sika kei anlianna asik om inti, Krista nikhua tika, asik chu ka sintho dora le kei pongna akorong chang mak.
PHP.2.17	Pathian koma iamna, nei anbol u le sinthona ranga aluang zita ti anga andar rang ka ni nam ka rai asan hatuka ka raisanna ana sem u rang ka zot. 
PHP.2.18	Havantin anga han nangnim na rai ei san u rang hatuka na raisan u na nei na sem u rang.
PHP.2.19	Pathian ei zot aniten, ka iam Timothi hong manhong thei ka ti anrapa nangni kom, nangni rui ariata ka ak ei thui theina rang. 
PHP.2.20	Ama rong hike ka salung ariat, hatuka ana tel sabak. 
PHP.2.21	Atei dora chu arang rong ke ei mandon u, Krista sika ni mak. 
PHP.2.22	Nang lenin ei sat zia na riata hontinmo ama le koi naipasal le pa anga thangahui sika sin nei tho. 
PHP.2.23	Hasik han anrapa ahonga tir thei ranga kan iam asik chu hontinmo ka rang imo honga tung rang kan riat. 
PHP.2.24	Hatuka Pumana iamna ka nei ka pum len nangni kom ahong lilip ranga.
PHP.2.25	Koini na parual Epaphrodita hi nangni na koma anhong anang ti ka mandon, ka bila sin athona ana duipui, nangni na palai anga sina ana san. 
PHP.2.26	Ana mu u ranga achan a zot hatuka ana atina nei lei riat u ha achan atichang re mak. 
PHP.2.27	Ani chu ei ni, a nana athi vit. Tenchu Pathianin lungkham amuna, ten ama rong ni maka kom ana mu ka malung ei na rang ana reng. 
PHP.2.28	Koi ke azot ual ahonga tir ranga ama na mu u le na rai ei san ret thei u na rang hatuka ka malung nana ei anpeina rang. 
PHP.2.29	Raisana lei pham u ro, Pumana aiam ngai anga. Ama ang miring dora lalchi tho u ro, 
PHP.2.30	asik chu aporan anchan ngal angama athi vit Krista sin sika, koi ana san ranga nangnin chu nei tho thei u nok.
PHP.3.1	Eihekna na, ka lom ngai Puma le munkhat nei ni na hin na rai mansan u ro. Kei maziak sua anziak ret ranga asiat ti making, zok riam u na ti ka tho ten. 
PHP.3.2	Asia tho ngai kom ata anreng u ro, ui ata anreng u ro, taksa azot le aninga anvit ngai ata anreng u ro. 
PHP.3.3	Koini ke, amani ni mak vun a at tatak chu Ratha le Pathian neia mok, Krista Isua le munruala nei damna hi na rai nei mansan tualpang riti na anbetok mak me. 
PHP.3.4	Zot ila chu koi um taksa chunga anbetok thei kei ni ke do. Min taksa chunga ei iamna abetok thei ten koi ual ke athei rang. 
PHP.3.5	Hapta khat ka ni le vun kan ata. Kei anzir anga chu Israel mi ka ni Benjamin achi ata Hebrai thisen dik tak. Juda Dan azi ruia chu Pharisi ka ni. 
PHP.3.6	Hatuka khamaret sika kuibing ngai kei sinsak min ituktenmo Dan azina atel thei hador kei ni, masial reng don makung. 
PHP.3.7	Tenchu hadora ha kan lok kei ti ngai ha, ten atun chu ka riat zei Krista sika anpeina ke. 
PHP.3.8	Hava ngai rong ni mak; alompeia alu Krista Isua anchanna kiara ka riat. Ama sika alompeia ka pei kiar zei; anpei ruana ka riat; Kristana kei anlokna rang, 
PHP.3.9	hatuka ama le munkhata kei om theina rang ka theia chu dikna ngal don makung Dan azina kei lok theina; atun chu Krista iama ke dikna kei man, ha dikna Pathian ata hong ha iamna na ke. 
PHP.3.10	Aloma kei zot khit chu Krista ariat; hatuka ei anthuina ranak rui ariat, aduk atiar pui, ei thina na ama anga ani pui. 
PHP.3.11	Ka sabeina na koi um ni rase athi ata adama kei anthuina rang.
PHP.3.12	Koi hi ka zuia kan sua zei anti ni making. Ansepa kei om ratpak kei manna rang Kristan ama ei na zuina ha, ama rang. 
PHP.3.13	Tenchu ka lom ngai, aman anga chu aniam making; ha kei tho khat chu, ka nuka anngila kei tho thei dorpei athona ka matona ava pha. 
PHP.3.14	Hasik han andin phita kei tan ha derdin tiang ha ratpak kei manna rang, Krista Isuana Pathianin chung tiang ei na kuina.
PHP.3.15	Na loma rathana puiating ngai chu hia ang malung vong nei don rang. Tenchu malung vong atei adon na om u ten hava ham Pathianin na la manthiang pe unti. 
PHP.3.16	Ei ni ang ni rase maton tiang pan tit u rei atun tenpeia a riti nei zi anga.
PHP.3.17	Koi nan chu u na ro, ka lom ngai. Nangni ranga en rua nei tho ngai thir u ro. 
PHP.3.18	Ka na ril babang u zei hiva rui hi, atun achap chunga kei na ril ret u, mi tampa om a omdanin Isua Krista Kros a ei thina ralduia asin u. 
PHP.3.19	Hava ngai ha moisumpuia hek unti, asik chu a taksan ei zot u hake a Pathian u. Anzakpui chi hake ei lianpui u, hatuka ramual rui rong ke ei mandon u. 
PHP.3.20	Hanum nisela koini chu vanram khomi ke na ni, na sandampu Puma Isua Krista vanram ata ei hong nei maruang. 
PHP.3.21	Aman koini na tak ranak abui athi thei la thul intia ama anga anlianna taksana la sin inti, thotheina manga hava le ama riti thuaia hong koi kiar inti.
PHP.4.1	Hasik han ka lom ngai, ka ranga itukmo andit rua nei ni u, achan ka na rangai u! Ka rai itukmo nei man san u, itukmo keina lianpui u! Hivantin hin ka lom ngai ani, na damsung Pumana adet tita ngirsai nei anding u rang.
PHP.4.2	Euodi le Suntuki, lungkham taka keina mathem u ni zei Pumana zuarpui anga anpom u ro. 
PHP.4.3	Hatuka nang um, ka lom iamrua, hia nupang ngai hi san ro; ka bila achan apong u thangahui ei anthekna rang, Klement, hatuka atei ka sinthopui ngai Pathian koma damna lekhana a raming u akal ngai.
PHP.4.4	Pumana na rai mansan u ro, kei ti ret ani zei na rai mansan u ro!
PHP.4.5	Annuai malung vong man mu u ro, mi dora tak chunga. Puma ahong rang ani zei. 
PHP.4.6	Ite andon u no ro, tenchu bor na zong u le nei nang Pathian kom zong u ro raisanna malung le zong u chachak ro. 
PHP.4.7	Hatuka Pathian koma phukdaina miring riatphasam varal han na malung, na mandon, na rung pe unti Krista Isuana anruala.
PHP.4.8	Ahekkhita ka lom ngai, na malung asa le manbit u ro, anpakrua le adik le, ansang le, atak le, anthiang le, asa le lalchi. 
PHP.4.9	Ka koma nei anchu u le nei man u ngai ha anchu chian u ro, ka chong ata le ka om ata. Hatuka phukdaina anapek Pathian ha na bil u na om inti.
PHP.4.10	Ka dam sung ni Puma le kei anlopa hin ka rang raisanna lian tak ani, hava suale asotpa suana nei na poisak u na her nei man ret u. Nei na poisak u nok kei tina ni mak tenchu her nei man u nok sik ke. 
PHP.4.11	Hatuka min ei na poisak noka kei anriat tinam ni mak, ten kei nei tuk le lung nuamna chang ka thei zei. 
PHP.4.12	Abuia om hi ka riat, nei nang neka don him ka riat. Hava chong maruk ha ka riat zei, hasik han kei omna tak peia ka ngir, ka khop mo, kan cham mo, kei don lup mo, alakte mo. 
PHP.4.13	Hava tak ha adiar theina ranga ranak Kristan ei na pek lehan ka diar thei.
PHP.4.14	Tenchu kei antakna na nei na san u ha achan asa. 
PHP.4.15	Nangni Philipi ngaiin asadima na riat u Makedonia ka mak lai han hava man thangahui aril ata na kuibing u rong hi ani ana san; kei tham kei anlok nangni rong hi na ni u anan sempui. 
PHP.4.16	Voikhat nek atam Thesalonikana asan ka nang lai han, ka kom na hong mathuan u. 
PHP.4.17	Pekna kei man duai ha ni mak, haneka nangni na raminga nei anlok u ansap um ka mu zot. 
PHP.4.18	Hile aloma nei na pek u ngai dora a lekha, anang neka ahun! Kei nang dora ka nei, atun Epaphroditan nei na pek u ngai dora ahong choi. Hava ngai ha Pathian matona marim ahui adar apom rua le apham rua anbolna dali ei chang ani na. 
PHP.4.19	Hatuka neinun atampa aman Krista Isua zara, ka Pathianin nei nang u dora na zon unti. 
PHP.4.20	Koini na Pathian le na Pa kom anlianna umor taituana om rase! Amen.
PHP.4.21	Pathian mi ngai Krista Isua ata ngai kut ka nan surpui u na sang chip u na. Hivana ka bila aiam ngaiin kut anan surpui u. 
PHP.4.22	Hivana Pathian mi ngai doran kut anan surpui u, aliaktena Kaisar ina mi ngaiin kut anan surpui u.
PHP.4.23	Puma Isua Krista lungkham na bil u na om rase.
COL.1.1	Paul, Pathian ei zota Krista Isua zolai le koini na parual Timothi akoma,
COL.1.2	Kolossana Pathian mi ngai koini na lom aiamrua Kristana munkhat ngai rang.
COL.1.2	Pathian koini na Pan lungkham le phukdaina na pe u rase.
COL.1.3	Nangni na rang bor na zong le Pathian, Puma Isua Krista a Pa kom raisanna na ril chachak. 
COL.1.4	Krista Isua nei iam u na na lei riat hatuka Pathian mi ngai lungkham nei mu. 
COL.1.5	Pathian chong adik ha thangahui nangni na kom ahong mansa lai han sabeina ei pek rui na riat u na. Hasik han nei iamna le lungkhamna ha nei sabeia hanke ei anbetok, hava ha na rang vanrama ana siak pe. 
COL.1.6	Thangahuiin borsang ahong choi tira hatuka hava ha ramuala anthek tira, nangni na kara anga Pathian lungkhamna na riat mansa u nikhua hatuka nei hong riat u imo atak taka ei ni. 
COL.1.7	Pathian lungkhamna rui nei hong riat u koini nei madit Pathian suak Epaphra kom ata, ama hi a iamrua, Krista sin atho koini na rathula. 
COL.1.8	Ama han ana ril Rathan lungkhamna ei na pek u.
COL.1.9	Hivasika hin nei riat len ata nangni na rang bor nei zong, Pathian ei zot na manthei u rase nei ti aloma hianna le riatrua Rathan ei pek. 
COL.1.10	Hanke Puma ei zot anga nei om thei rang hatuka a malung do anga nei tho rang. Asa tin hong tho thei na ti, hatuka Pathian tianga riatna anson inti. 
COL.1.11+COL.1.12	Ei lianna ranak ata le arata om thei u ro, phukanchuala aloma nei diar thei u na rang. Hatuka raisana Pa kom raisan chong ril u ro arua ananni Pathianin ei hoi changai ei man ranga ha ra-ang reng rama. 
COL.1.13	Azing thotheina ata ana mazok hatuka adama anai madit reng rama ana hong ruai. 
COL.1.14	Azara zokna nei man, hava ha, nei masial ngai ei madual. 
COL.1.15	Krista amu sa ha, amu salui Pathian aphua. Ama hi Naipasal anzir mansa, ansin ngai bila alian khit. 
