MAT.1.1	Yeisu Keliso ana laoma bwaite besiele, Yeisu Keliso iya Deibida tubuna, Deibida iya Abelamo tubuna. 
JHN.19.34	Kabo tokaleya yabo wamali ikalai yo Yeisu lusulusuna dedeina mena isakona kabo kwasine yo waila sididi-yawatagilima. 
JHN.19.35	Na tomo yabo ibomayoi ginauliline igitaili manna mena mwa iwaloba walo yawasosi yo ikatai ana walo dudulaina iwalowalo na mesabana komiu tabe kwameli. 
JHN.19.36	Ginauline bwaite siyawatagili na Buki Tabu ana walo-masala iyamala yawasosi iwaloba, “Kani nige tuwatuwana yabo itatagolu.” 
JHN.19.37	Yo besiele Buki Tabu ana walo-masala yabo iba, “Tomo bwaine sisakona sauga muli mena kani sikilala yakato ali Mesaiya siunuyamate.”
JHN.19.38	Yo ginauli bwaite meuloina simwawasi, kabo tomo yabo esana Yosepa, iya Alimadiya tomona, ilaoma yo Pailato koina Yeisu yona ikawanoiyan. Na Yosepa bwaite iya Yeisu kana tomuliya yabo yo inuwabui wadam mena kaiwena imatausi Yudiya toloinao kolili. Pailato italam kabo ilau Yeisu yona ikalai. 
JHN.19.39	Nikodimo ilau Yosepa mekanakava, iya Nikodimone baguna ilau Yeisu koina boniyai mena. Nikodimo ana laune koina olo labui bwalaili namwanamwali ikalaili bwaimwa yabo esana mula yo yabo esana aloe siebwelili na kali polowe besiele teti (30) kilogelam. 
JHN.19.40	Yeisu yona sikalai yo olone bwalaina namwanamwana sisau koina yo kaleko malamalawena namwanamwana yona koina sisuma. Siginauli bwaite besiele kaiwena tomo Yudiya mumugali tem ali toboita sipepeili salai mena kani siginauli besiele. 
JHN.19.41	Dedeine koina Yeisu siyakelosene kawasi kana koleya namwanamwana imiyamiya bwaine dedeine koina salai waluwaluna sikeli imiyamiya nige sauga yabo toboita yabo sipepei koina. 
JHN.19.42	Yeisu yona sipei salaine koina kaiwena salaine nige imamamalawesosi kelosene koina yo tabe kikiunamo Yudiya ali Sabati, bwaimwa kita ala Satade, kani iyatubu, kaiwena sauga ilaomako.
JHN.20.1	Yo wiki kana kaliyate bagubagunana bwaimwa kita ala Sabati malala boniboniyaina naga dabwelo imwamwalisae na Meli Magidala ilau salai mena mwa igitai salai kana kokaukausi vekune siyatapipili-suwalanako. 
JHN.20.2	Kabo isagena ipileyoi ilau Yeisu ana tobenaliyao labui Saimoni Pita yo yabo iya Yeisu imulolososi koina kolili iwaloba, “Ala Taubala yona sikele-yawatagilanako salai mena, yo toweya sipeiya nige yakakatai.” 
JHN.20.3	Kabo Pita mekanakava tobenaline silau salai mena. 
JHN.20.4	Yoli labuine sisagena mwa tobenaline yabo isagena baguna ana eliyam Pita isagena-gabaen mwa iyawatagili baguna salai mena. 
JHN.20.5	Yo igite-lusae Yeisu yona kana sumamo kaleko igitaili na iyamo nige ilulusae. 
JHN.20.6	Muli mena Pita iyawatagili idudulaimo ilau ilusae salai mena. Yeisu yona kana sumamo kaleko igitaili bwaine koina, 
JHN.20.7	yo tabe igitaiyoi kalekone kulukuluna kana suma. Nige mekanakava yona kana suma na kana koleya besiele tomo simouli na sipei yakasali. 
JHN.20.8	Kabo tobenaline iya toyawatagili bagunane salai mena muli mena tabe besiele ilusae kabo igitai mwa imeli. 
JHN.20.9	Na iyamo nige naga nuwali imamayale Buki Tabu ana walo-masala yakato Yeisu kani kaliyate yaiyona koina boita mena itoloyoi. 
JHN.20.10	Kabo yoli labuine sipileyoi silau ali nume mena.
JHN.20.11	Meli iyaele salai gana mulina mena itotolo na ivalavalam. Me ana valam na iboeboe salai mena, 
JHN.20.12	kabo anelose labui igitaili kali kwama mayamayalena simiyamiya Yeisu ana kaba keno mena, yabo kulubwawa mena na yabo kaegigi mena. 
JHN.20.13	Kabo anelosene Meli sineliyan siba, “Sine, tawae kaiwena kuvalavalam?” Kabo kainali iyamaisa iwaloba, “Yagu Guyau yona sikalaiyako na nige yakakatai toweya koina sipei.” 
JHN.20.14	Saugana iwalo bwaite besiele kabo itagelakeile igitai Yeisu itotolo na nige ikakatai yakato iya Yeisu. 
JHN.20.15	Kabo Yeisu ineli iwaloba, “Sine tawae kaiwena kuvalavalam? Yaiya kuloyaloyai?” Meli ibatoko nuwana iya pwalawesi kali togitekalatan yabo kabo iwalo koina iba, “Taubala, tem yagu Guyau yona ukwalaiyako kuwalowen koliyau toweya koina kupei na yalau yakalai.” 
JHN.20.16	Yeisu iwalolau koina iba, “Meli”. Kabo Meli itagelakeile yo kaina Ibeliu mena iwaloba, “Laboni”. Na walo bwaite kana katai toyakayakatai. 
JHN.20.17	Yeisu iwalolau koina iba, “Tabu kisi ukwabitonagau kaiwena nige naga yasasae Tamagu koina. Na kulau kaukavao kolili kuwalo yau yalalau Tamagu koina yo Tamamiu, yagu Yaubada yo ami Yaubada.” 
JHN.20.18	Yeisu ana walo iyemwawasi kabo Meli Magidala ipileyoi ilau iedeedede tobenaliyao kolili iba, “Guyau yagitai”. Yo tawae Yeisu kainana iwalowen Meli koina iwalowegili kolili.
JHN.20.19	Kabo wiki kana kaliyate bagubagunana, bwaimwa kita ala Sabati, lolaunane koina, Yeisu ana tobenaliyao nume yabo koina silusae, yo gamwa sikausi, na kalona mena simiyamiya, me ali matausi siya Yudiya toloinao kaiweli. Kabo Yeisu itolo-mayale luwaluwalili mena, mwa kolili iwaloba, “Daumwali kolimiu.” 
JHN.20.20	Yo muli mena nimana yo dedeina iyakenayagili, kabo tobenaliyao siyaliyaya kaiwena ali Guyau sigitai. 
JHN.20.21	Yo Yeisu tabe iwaloyoi kolili iba, “Daumwali kolimiu. Tamagu iya iyawasayau, yo yau tabe kani besiele yayawasamiu.” 
JHN.20.22	Ana walo bwaine iwalowegili kabo yawasina iyui-panaisan ana tobenaliyao kolili iwaloba, “Yaluyaluwa Tabuna wakalai. 
JHN.20.23	Tem tomo ali pwanoli kwanuwatu-pwaikili, Yaubada kani inuwatu-pwaikili. Na tem tomo ali pwanoli nige kwanunuwatu-pwaikili besiele kani Yaubada nige inunuwatu-pwaikili.”
JHN.20.24	Na Yeisu iyawatagiliyoi ana tobenaliyao kolili, kalikava yabo esana Tomasi iya esana yaboyoi Didiluwaluwa iya nige mekalikava. 
JHN.20.25	Saugana Tomasi ilaoma kanakavao ana wasa siwolena siwaloba, “Ala Guyau kagitai.” Kabo Tomasi iwalolau kolili iwaloba, “Kanasiga mangu mena yagitai yo nimagu yapei nimana gaina kolili yo lusulusuna gaina pwawati mena sisasakona kabo yakawa-yawasosi.” 
JHN.20.26	Wiki kaigeda imwawasi mulina mena tobenaliyao meuloili simiyamiya nume kalona mena Tomasi mekalikava. Gamwa sikausili na iyamo Yeisu itolo-yawatagili luwaluwalili mena iwaloba, “Daumwali kolimiu.” 
JHN.20.27	Kabo Yeisu iwalolau Tomasi koina iwaloba, “Nimagu ugitaili na nimam kupei koina. Yo nimam kuyagayan na kupei wamaline leleyanane gulana mena dedeigu mena. Tabu nuwalabulabui na kumeli.” 
JHN.20.28	Mwa Tomasi iba, “Kowa yagu Guyau yo yagu Yaubada.” 
JHN.20.29	Kabo Yeisu iwalo koina iba, “Tomasi, kaiwena ugiteyau mwa kumeli. Na siya nige sigigiteyau simeli, Yaubada kani iwalo-muloloili.”
JHN.20.30	Yeisu ginauli kaba nuwapwanopwano sibaibaiwa iginaulili tobenaliyao manli mena na nige meuloili yaleleleli buki bwaite kalona mena. 
JHN.20.31	Na walo bwaite yaleleli na mesabana kwameli yakato Yeisu iya Mesaiya, Yaubada Natuna, na ami meline koina kani yawasi yawasosi esana mena kwalobai.
JHN.21.1	Muli mena Yeisu iyawatagili yoi ana tobenaliyao kolili kalita Taibiliya dekawana mena. Ana yawatagili kolili bwaite besiele. 
JHN.21.2	Saimon Pita, Tomasi iya esana Didiluwaluwa, Nataniela iya ilaomaya yanuwa Kena koina Galili dedeina mena yo Sebedi natunao labui mekalikavao tobenaliyao labui. 
JHN.21.3	Saimon Pita iwalolau kolili iba, “Yau yalalau yagogomana.” Kabo siwaloba, “Kai kalalaowa tabe.” Mwa silobi simwalisae ali waga mena yo silau siyaoyaoni boniyai meuloina na bwaine boniyainane koina nige kikiuna iye yabo siyayakona.
JHN.21.4+JHN.21.5+JHN.21.6+JHN.21.7+JHN.21.8	Malala kikiuna dabwelo itunsae kabo Yeisu ilobi dekawa mena itolo. Tobenaliyaone Yeisu sigitai na nige sikakatai yakato iya Yeisu. Kali mwayaga nige imamamalawe Yeisu koina nuwana besiele andeledi mita. Mwa iyoga kolili iba, “Eliyamwao, tabu iye yabo kwayayakona?” Kainana siyamaisa siwaloba, “Nigele.” Kabo iwalolau kolili iwaloba, “Ami yagidane wagabaen ami wagane dedeina mena ulaulamiu mena na kani iye tupwana kwayakona.” Kabo yagida sigabae-yatalu kalita mena mwa nige sowasowali sitabeisin waga mena kaiwena iye sikona sibaibaiwasosi. Kabo tobenaline, iya Yeisu imulolososi koina, iwalolau Pita koina iwaloba, “Bwaine iya Guyau.” Saugana Pita walone bwaite ibenalan kabo kana kwama ikalai ilikwa mwa ikapusele-kaisulu kalita mena ituba isae dekawa mena. Na tobenaline tupwaliyaone muli mena kabo waga mena siwose-saema yo ali yagida sitabei siseyan dekawa mena kaiwena dekawa nige imamamalawe kolili. Ali yagida iye ipowon.
JHN.21.9	Saugana sisaema waga mena sikaisulu sigayosae dekawa mena sigitai mayau yo iye tupwali kau mena simiyamiya yo tabe besiele pwalawa. 
JHN.21.10	Kabo Yeisu iwalo kolili iwaloba, “Iye tupwana wakalailima na tagabu-lawagili mayau mena.” 
JHN.21.11	Mwa Pita ilobi imwalisae waga mena na yagida iniuli-seyan magu mena. Yagidane koina iye lalakili sibaibaiwa sikona kali baibaiwa besiele andeledi pipti tili (153) na iyamo yagidane nige itataigali. 
JHN.21.12	Yeisu iwalolau kolili iwaloba, “Kwalaoma wakekan.” Na nige yabo yaiya ineneli ‘yaiya kowa?’ kaiwena sikataiyako iya ali Guyau. 
JHN.21.13	Kabo Yeisu ilau beledi ikalai yo iwolena kolili yo tabe iginauli besiele iye kolili. 
JHN.21.14	Bwaite Yeisu ana yawatagili yaiyonana ana tobenaliyao kolili ana toloyoima ana boita mulina mena.
JHN.21.15	Kabo ali kekan mulina mena, Yeisu Saimon Pita ineliyan iba, “Saimon, kowa Yoni natuna, kumulolo koliyau kabo muli mena siya kamkavao kolili?” Kabo Pita Yeisu kainana iyamaisa iba, “Besiele Guyau, ukwataiyauko yamulolo koliwo.” Kabo Yeisu iwaloba, “Yagu lamiyao ugitekalatagili.” 
JHN.21.16	Yeisu ana neli labuina iwaloba, “Saimon, kowa Yoni natuna, kumulolososi koliyau?” Yo Pita iba, “Besiele Guyau, ukwataiyauko yamulolo koliwo.” Kabo Yeisu iba, “Yagu sipiyao ugitekalatagili.” 
JHN.21.17	Yeisu ana neli yaiyonana iwaloba, “Saimoni, kowa Yoni natuna, kumulolo koliyau?” Pita katena ikamkamna kaiwena Yeisu meyaiyona ineliyan iwaloba, “Kumulolo koliyau?” Pita iba, “Guyau, ginauli meuloina ukwatailiko. Ukwataiyako yamulolo koliwo.” Kabo Yeisu iba, “Yagu sipiyao ugitekalatagili. 
JHN.21.18	Yo yawalo yawasosi koliwo am sauga kilakai koina kuboma kam kwama kulikwali na toisabo dedei koina nuwanuwam kulau koina kani koina kulau. Na tem am sauga tautaubala kani nimam kuyagayagili na tomo uloili nimam sipanli, na toisabo dedei koina nige nuwanuwam kulau koina bwaine dedeine koina kani silawagiwo.” 
JHN.21.19	Yeisu walo bwaite iwalowen Pita ana boita sabi yakelosena kaiwena na ana boitane koina Yaubada esana ikeleisin. Kabo Yeisu iwaloba, “Pita, kumuliya koliyau.”
JHN.21.20	Pita itagelakeile yo tobenaline Yeisu imulolososi koina igitai, na tobenaline iya kekan kana sauga mena imiyasio Yeisu salina mena yo sauganane koina ineliyan iba, “Guyau, yaiya kani iwalo-masalagiwo?” 
JHN.21.21	Saugana Pita tobenaline igitai kabo ineli Yeisu koina iba, “Guyau, tomone bwaite iya kani gubesi?” 
JHN.21.22	Yeisu kainana iyamaisa iwaloba, “Tem nuwanuwagu kani imiyamiya kanasiga yapileyoima. Bwaimwa kowa nige am dedei. Bwai kumuliyamo koliyau.” 
JHN.21.23	Kabo wasa mwakomwakota yabo ilau tomeliwo kolili yakato Yeisu iwawalo tobenaline kani nige iboboita. Na iyamo Yeisu nige iwawalo besiele yakato kani nige iboboita. Na iwaloba, “Tem nuwanuwagu kani imiyamiya kanasiga yapileyoima. Bwaimwa kowa nige am dedei.” 
JHN.21.24	Tobenaline iya ginauliline kaiweli iwalo-masala kolimiu bwaite yau. Yo buki bwaite yau yalele. Yagu walo-masalane siya walo yawasosi. 
JHN.21.25	Yeisu ginauli sibaibaiwa tabe iginaulili besiele. Na nige meuloili yaleleleli bwaite bukine koina. Tem ana paisowa kaigeda kaigeda taleleli buki mena kani yanuwa yaulina buki ikalapowon.
ACT.1.1	Ae Tiopilo, kagutoki lalakina yagu eliyam. Yau Luka yagu buki bagubagunana kalona mena yalele ginauli meuloina tawae iyawatagili Yeisu koina, ana kabi yo ana paisowa yo ana yakayakatai, 
ACT.1.2	yo kanasiga Yaubada ikalai isae bulibuli mena, meuloina yalele. Naga isasae bulibuli mena na Yeisu itolo-mayale ana apositolo manli mena siya igitesipwaili, yo Yaluyaluwa Tabuna ana kaiwe mena kali loina iwolegili. 
ACT.1.3	Ana boita mulina mena itoloyoi kabo muli mena kaliyate poti (40) kalona mena iyawayawatagili kolili, yo kaba gite meuloina koina iyakenayagili kabo ana toloyoine sikawa yawasosiyan yo Yaubada ana kaba loina kaiwena iyakataili. 
ACT.1.4	Iyaelemo mekalikava simiyamiya yo kali loina iwolegili iwaloba, “Tabu Yelusalema kwalologabaeni, na baguna Tamagu ana waloyameli yawalowegiliko kolimiu kaiwena kwasanasana. 
ACT.1.5	Kwanuwatu-kalatan Yoni waila mena iyababitaisomiu, na kaliyate isamo simiyamiya na Tamagu kani Yaluyaluwa Tabuna koina iyababitaisomiu.”
ACT.1.6	Sauga yabo koina Yeisu me ana tobenaliyao simiyagogo yo sineli koina, siba, “Taubala, bwaite sauga kani kaba loina kuyapileyoi Isileli kolili na sibomamo siloinayagili?” 
ACT.1.7	Kabo Yeisu iwalo kolili iba, “Nige ami katai yabo, Tamagu iya ibomamo sauga ipeiliko yo ikatailiko, na nige sowasowana komiu wakatai tawanesana loinane ipaisowaili. 
ACT.1.8	Na Yaluyaluwa Tabuna kani ilobima kolimiu yo ana kaiwe mena ikabiyakaiwemiu, na Yelusalema taon koina yo dedei Yudiya yo dedei Sameliya yanuwaliyaone kolili yo yanuwa yaulina dedeiliyao meuloili kolili kani wasana namwanamwana kaiwegu waguguyeyani.” 
ACT.1.9	Kabo ana walo bwaite iyemwawasi yo manli mena Yaubada Yeisu ikalai isasae bulibuli mena yo yaloyaloi ikausi mwa nige sowasowali sigitaiyoi. 
ACT.1.10	Ilogabaegiliko na nagamo sitotolo sisakasakai-sae bulibuli mena, kabo sauganane koina tomo labui mekali kwama mayamayaleli sitolo salili mena, 
ACT.1.11	yo siwaloba, “Tomo Galili, tawae kaiwena kwatotolo kwasakasakai-sae bulibuli mena? Yaubada Yeisu ikalai isasae bulibuli mena, na naga kani ilobiyoima, besiele tawae wagitai ana saene koina, besiele kani ana lobiyoima koina.”
ACT.1.12	Kabo koya esana Olibe silogabaen na sipileyoi Yelusalema bwaimwa nige kelamamalawe, nuwana kilomita kaigeda. 
ACT.1.13	Yo nume mena simwalisae sisae kewa mena silusae biliutusi yabo koina bwaite ali kaba kaiyawasi saugana simiyamiya Yelusalema kalona mena. Siya bwaite Pita, Yoni, Yemesa, Anidulu, Pilipi, Tomasi, Batolomiu, Madiu yo Yemesa yabo iya Alipio natuna yo Saimoni iya ilaoma boda esana Selot
ACT.1.14	Meuloili bwaitete me ali talam siwaloyameli yakato sauga meuloina silogogo na sikawakawanoi Yaubada koina, sinesineo mekalikavao, yo Meli iya Yeisu sinana, yo Yeisu kanakavao yawasosi mekalikavao. 
ACT.1.15	Sauga yabo koina tomeli meuloili silogogoma yo kali baibaiwa wan andeledi tuwenti (120). Pita itolo luwaluwalili mena 
ACT.1.16	yo iwaloba, “Kaukavao yo duguwao, beyabeyana Yaluyaluwa Tabuna Deibida gamwana mena iwalo-masala Yudasa kaiwena. Ee walo yawasosi, bwaite sauga ana walo-masalane iyawatagiliko. Kaiwena saugana Yeisu kana tokalomagigili silau na sikabikalatan Yudasa isaguili kaiwena iya kamwasane iyakenayagili yo bodane iyoganli. 
ACT.1.17	Yo tauna kona Yudasa iya Yeisu ana tobenali yabo luwamai mena yo mekamakava kapaisowa toyawa.” 
ACT.1.18	(Na ana paisowa naenaena maisana mane siwolena, kabo ikalai yo bwatano yabo igimwalai yo kabo bwaine koina ibeku yo italuboita, diyana itaigali yo malisina iyawatagili. 
ACT.1.19	Yelusalema kana tomiya meuloili wasane sibenalan kabo siya kainali koina bwatano esana sipei Akelidama, kana bui bwaite Kwasine Bwatanona.) 
ACT.1.20	Kabo Pita iwaloyoi iba, “Walo yawasosi, Deibida ana lelelele Buki Same kalona mena Yudasa kaiwena iyawatagiliko kaiwena iwaloba, ‘Ana nume kani ilaoma gaibuna. Kani nige tomo yabo imimiya ana numene kalona mena.’ Yo tabe Deibida ileleyoi iwaloba, ‘Tomo uloina kani tomone ana paisowa ikalai.’”
ACT.1.21+ACT.1.22	Yo Pita iwaloyoi iba, “Saugana talolokeikeile Guyau Yeisu mekalakava, ana babitaiso Yoni koina kanasiga ana sae bulibuli mena tomeli tupwaliyao mekalakavao simiyamiya mwa ginauli meuloina sigitai. Kaloli mena Yudasa miyalaena taloyai na yabo tagitesipwai na isaguila Yeisu ana toloyoi wasana taluwewasayani.” 
ACT.1.23	Kabo tomo labui esaliyao sikeleisinagili, yabo esana Yosepa iya esana labuina Basabasi yo esana yaiyonana Yusito na tomo labuina esana Matayasi. 
ACT.1.24	Muli mena sikawanoi Yaubada koina, siwalo “Guyau, kowa tomo meuloimai ama nuwatu ukwataili, kabo am gitesipwa tomo labui bwaite kaiweli kolimai kuyakenayagimai 
ACT.1.25	yo Yudasa iyamiyalae yo iyamala am apositolo, kaiwena Yudasa bwaite paisowane ilogabaeni iboita ilau yanuwa wedowedolina koina.” 
ACT.1.26	Mwa koina Yudiya mumugali gitesipwa kaiwena simuliya,
ACT.2.1	Saugana Yudiya ali soi kana kaliyate yabo esana sipei Pentikos
ACT.2.2	Kabo bulibuli mena dagugu yabo sibenalani besiele yaumai kaikaiwena daguguna, yo ali nume kalona meuloina iloyapowon, 
ACT.2.3	na ginauli yabo sigitai kana koleya besiele mayau kalapulupululuna memenana, ilobima itatagwaligwali kaigeda kaigeda kulukululi mena sitowa. 
ACT.2.4	Kabo Yaluyaluwa Tabuna iloyakalapowonli yo siyatun kaina uloina uloina kolili siedeedede, besiele Yaluyaluwa Tabuna ana olena. 
ACT.2.5	Na sauganane bwaine koina taumanao simiyamiya Yelusalema koina sabi tapwalolo Nume Tabu koina. Siya tomo Yudiya simeli Yaubada koina silaomaya yanuwa yaulina dedei kaigeda kaigeda kolili. 
ACT.2.6	Saugana dagugune iyawatagili taumanaone tupwali sibenalani yo silogogoma kabo sigite-lobai Yeisu kana tomeliwo siedeedede taumanaowa kainali mena mwa kaiwena nuwali ipwanopwano lalakina. 
ACT.2.7	Yo taumanaone siwaloba, “Wagitai. Siya siedeededene meuloili Galili tomoliyao na nige kainali mena siedeedede. 
ACT.2.8	Gubesi na kita kaigeda kaigeda kainala mena tabenalani siedeedede? Kaiwena kita kainala uloina uloina. 
ACT.2.9+ACT.2.10+ACT.2.11	Na kita Palitiya yo Midi yo Elami yo Mesopotemiya kana tomiyayao, yo Yudiya yo Kapadosiya yo Ponitiyo yo Eisiya yo Piligiya yo Pamipiliya yo Itipita yo Kiliti yo Alibiya yo tabe Libiya dedeinao Sailini salina mena. Tupwalao taumanao Loma koina talaoma. Tupwalao kita Yudiya yawasosi yo tupwalao nige Yudiya na iyamo nigwenigwe mumugana takalai yo Yudiya ali tapwalolo mena talusae. Na boda bwaitete, siya Yeisu kana tomeliwo, siwalowalo Yaubada ana paisowa kaikaiwena kaiwena na siedeedede kita meuloila kainala uloina uloina kolili.” 
ACT.2.12	Kabo meuloili me ali nuwapwanopwano sibomamo kolili siwalowalo, “Ginauli bwaite kana katai gubesi?” 
ACT.2.13	Na taumanaone tupwaliyao sitalatalawasi tomeliwone kolili siwaloba, “Boda bwaitete waila kaikaiwena sinuma-yalalaki-sosi.”
ACT.2.14	Na Pita yoli ilebeni salili mena itolo yo kainana lalakina mena iedeedede boda lalakina kolili iba, “Komiu Yudiya tomoliyao yo Yelusalema kana tomiya meuloimiu yagu walo kwabenalani, yo nuwamiu simayale 
ACT.2.15	yakato kai nige kanunuma kabaleya besiele ami nuwatune. Sauga bwaite naen (9) koloki malala. Kita nigele mumugala besiele oine tanuma malamalala. 
ACT.2.16	Tawae wagitagitai sauga bwaite Yaubada iwalo-masalanako baguna palopita Yoeli gamwana mena, iwaloba, 
ACT.2.17	‘Naga sauga ana kaba mwawasi koina, Yaluyaluwagu yasuwai tomo meuloili kolili, kabo natumiyao tataoliyao yo sinesineoliyao sipalopisai yo ami kilakaiwo yakenayan sigitaili, yo ami tautaubalao kenoliyao sikenoili. 
ACT.2.18	Walo yawasosi, sauga bwaine koina kani Yaluyaluwagu yasuwai yagu topaisowao tataoliyao yo sinesineoliyao kolili, yo siwalo-masala kaiwegu. 
ACT.2.19+ACT.2.20	Kabo ginauli kaba nuwa pwanopwano yaginaulili bulibuli mena dabwelo iboniboniyai yo waikena ibalagiya kana gite besiele kwasine. Yo ginauli kilakilala kani yaginaulili yanuwa yaulina mena. Kwasine yo mayau yo bogau balubaluna kani siyawatagili kabo muli mena yatala kana sauga mena Guyau ana kaliyate lalakina yo ana wasawasa siyawatagilima. 
ACT.2.21	Yo analiyao siyoga Yaubada koina sagu kaiwena kani ileboili.’”
ACT.2.22	Pita iwaloyoi iba, “Tomo Isileli, walo bwaite kwabenalagili. Yaubada Yeisu Game Nasaleta ana loina yo ana kaiwe iyakena-yagimiuko, kaiwena ginauli kaba nuwapwanopwano yo ginauli kaikaiweli iginaulili Yeisu nimana mena. Wakataiyako bwaimwa kaiwena mwa ipaisowaili luwaluwalimiu mena. 
ACT.2.23	Beyabeyana Yaubada Yeisu kaiwena iloina, yo tawae tem ilobai yanuwa yaulina mena Yaubada ikataiyako, na komiu wakalomagigilan yo ami loina mena tomo naenaeli siyakelose yo iboita. 
ACT.2.24	Na Yaubada boita ana dedei mena Yeisu ileboi yo ikele-yatoloyoi, kaiwena nige sowasowana boita ana kaiwe koina imiyayai. 
ACT.2.25	Bwaite Yeisu kaiwena beyabeyana Deibida iwaloba, ‘Yeoba yagitai mangu mena imiyayai. Yo sauga meuloina iyaele ulaulagu mena imiyamiya, ikabiyakaiweyau na tabu yabebelu. 
ACT.2.26	Bwaite iya kaiwena kategu iyaliyaya lalakina yo kainagu mena yatobatobali. Bwagana tem yaboita, Yaubada ana waloyameli yanuwatu-kalatan yo me yagu katepatu. 
ACT.2.27	Kaiwena nige sowana kusikotanagau na yamiyamiya salai mena. Tabe kani nige kutatalam am topaisowa yakayakasisina yona ibobowa. 
ACT.2.28	Yawasi miyamiya yaina kana kamwasa kuyakenayagauko. Kabo saugana nimam mena yamiyamiya kani yaliyaya kategu iloyapowon.’”
ACT.2.29	Muli mena Pita iwaloyoi iba, “Kaukavao, yawalo yawasosi kolimiu, takataiyako tubula Kin Deibida iboitako yo sipului salaina iyaelete imiyamiya sauga kabona. 
