GEN.1.1	En avong mulamu, 
JHN.2.15	Navong Iesu les tounah koa meatin keil amul amumoni, tin vepeng. Sakini, kur mavuli rop keil koa mul netan, vili keil out tas mai tetaveah ka keih, ka likat rasilin buluk ka sipsip keil vasi ran teahu ten Eim Votut ral mini. Evus, Iesu va ven meatin keil koa amul akekes en mani ten kantri sav keil mai vi mani onen Siu keil, viles avet keil one, ka rang lin mani koa mul ien va netan. 
JHN.2.16	Ka en koakeil asalem en aman keil, vul kat keil vit, “!Allah tounah keil onami ka alva! !Minoumontei mun teim onen Tata onak namai nahi out tahulhulien tai!”
JHN.2.17	Navong 
JHN.2.18	Ka navong hetetamen keil onen Siu keil ales asa koa Iesu mumoni, amutimanin ka aselus keih mini avit, “?Isei maenuk kovoumon sakien keil ekek? Munak vi anatin keke kokur keihoen vinvin keke kovoumoni, kumon etai merikel mevalesi.”
JHN.2.19	Iesu vit kesi min keil vit, “Munak mihou rasilin Eim Votut ekek, inau num kesi en avong etel (3).”
JHN.2.20	Hetetamen keil amutimanin avit, “!Ekovei! Meatin keil amum sua hanumau elu ka ahetai emun (46) keke avoumon Eim Votut enek. Ka kovit keik kokilea kovoum kesi en avong etel enges. !Vuo, kosakras!”
JHN.2.21	Ka navong Iesu vit usil Eim Votut, mul selus usil aven.
JHN.2.22	Katau suk, navong moul eris ran matien, meatin keil onen amundem kilea selusien onen enek. Sakini, akur anatin en selusien onen Iesu ka asa koa Tus Votut viteni usili.
JHN.2.23	Navong Iesu mul veah en out Serusalem en avong ten 
JHN.2.24	Ka Iesu rokurtei anatin keke demkatien one eni vi anatin veni mundem kilea asa koa mul en rendemien onen meatin vasi keil. 
JHN.2.25	Meatin tovuol vahit kilea mini, veni kei mundem kilea tuai tounah vasi koa meatin keil amul amundem usili ka asa koa keil e vati.
JHN.3.2	En vongien tai, kei va sao en Iesu ka viteni mini vit, “Tiser, komai mekilea keke kovi tiser tai koa Ahi sani emai. Veni vahit Ahi vartotei vatal minuk, kosakras kovoumon merikel keil ekek.”
JHN.3.3	Ka Iesu vit kesi vit, “Anatin eli naviteni minuk, munak meatin tai romaitei vahi heite hau, kei sakras valei kilea hiasuvien onen Ahi.”
JHN.3.4	Navong Nikodimas longe mukok, mutimanin vit, “?Meatin tai koa marite tuai hemai hehi heite hau hemukave? !Veni meatin sakras vaha ris en vangen mama onen keke avahasi ris hatte valu keke vamai vahi heite hau!”
JHN.3.5	Sakini, Iesu vit kesi vit, “Anatin eli naviteni minuk, meatin koa hermaitei hehi heite hau hetal min oai ka Ninin Votut, kei sakras vaha en out koa hiasuvien onen Ahi mul ien. 
JHN.3.6	Navong meatin tai avasi vi heite hau musil sise onen meatin keil, kei kur aven meatin ka suvalien onen. Ka navong meatin tai mai vi heite hau musil sise onen Ninin Votut, kei kur ninin ka suvalien onen. 
JHN.3.7	Konasiltei veni naviteni keke kami vasi mihemai mihehi heite hau. 
JHN.3.8	Umen onen Ninin Votut suval umen ten eang koa mul muhuh musil rendemien onen. Meatin tai mul long kilea eni ka reingeingeni ka kave vuo heha kave. En vati sakien enek, asakras avales Ninin Votut. Ka alei kilea umen onen en moulien onen koakeil umai avi heite hau musil sise onen Ninin Votut.”
JHN.3.9	Ka Nikodimas visi vit, “?Ka koanik kilea vakur out vamukave?”
JHN.3.10	Iesu vit kesi vit, “Keik kovi mari tiser tai onen me-Isrel keil. ?Vensa varei korkileatei aneite ten selusien keil onak? 
JHN.3.11	Anatin eli naviteni minuk keke inau ka onak keil memul meselus usil tounah koa mekilea eni ka melesi tuai. Ka kami hetetamen keil onen Siu keil mirkurtei anatin en selusien keil onomai.
JHN.3.12	Keik korkurtei anatin en selusien keil onak navong nara tavol usil tounah keil ten out netan enges. ?Sakini, hemukave suk kikur anatin en selusien onak navong nihit usil tounah keil ten out nesa?
JHN.3.13	Inau, Natin Meatin, nakilea mahit usili veni namita ran out nesa. Ka meatin sav tovuol vahina.
JHN.3.14	“Mulamu, navong 
JHN.3.15	Ka koakeil vasi akur anatin eni ikur moulien ten lisenges.
JHN.3.16	Veni envatien onen Ahi mul en meatin vasi keil ten out netan houlu vis houlu mok, mae lat Natnali tas. Ka koakeil vasi akur anatin eni irvuoltei, ka ikur moulien ten lisenges.
JHN.3.17	Ahi rosantei Natnali vamita en out netan keke valei rahit usite onen meatin keil ven sakien tisa keil one. Vuo, Ahi san Natnali mita keke voumon sise voutut meatin keil ten out netan.
JHN.3.18	“Koakeil akur anatin en Natin Ahi, Ahi hersantei mahien min keil. Ka koakeil vasi arkurtei anatin eni, alah mahien onen Ahi mai en keil tuai, veni arkurtei anatin en Natnali koa tanges.
JHN.3.19	Ahi san meneai onen mita en out netan tuai. Ka meatin keil aseseini ka e vat mankoli mulin meneai enek, veni sakien one tisa. Sakini, Ahi helei rahit usite onen meatin keil housil asa koa amumoni en meneai enek.
JHN.3.20	Koakeil vasi amumon tisaen, tine kat meneai. Ka arvatei en meneai veni e rovattei meneai vahothot en sakkalkalien keil one.
JHN.3.21	Ka koakeil amusil sise ten anatinien uva en meneai koa hehothot eni keke sakien vasi keil one musil asa koa Ahi en vati.”
JHN.3.22	Navong Iesu selus evus, va en out tai en provins ten out Sudea koa mul sasen. Ro ekonek ral min 
JHN.3.23	Ka, en out sav tai koa avise en Aenon, Sion Baptis emun vi baptaes en meatin keil houlu koa amul umai veni veni oai houlu mul ien. Out enek mul en provins ten out Sameria, vesesal en taon ten out Salim. 
JHN.3.24	En avong koanek, arsontei veah Sion vaha en eim takeih.
JHN.3.25	Ka navong Sion mul en out enek, Siu tai mai ven meatin keil onen Sion. Kei musel min keil usil sakien koa mal keke meatin tai kilea vakas motein revi aven keke vamai vato en meten Ahi. 
JHN.3.26	Sakini, keil uva ven Sion ka aviteni avit, “?Tiser, komundem kat meatin koa korie lati min komai en usi Oaisal Sodan, kei koa kovit luvati vi Mesaea? !Kei emun mul vi baptaes en meatin keil, ka meatin vasi amul uva suk veni!”
JHN.3.27	Sion vit kesi vit, “Meatin tovuol kilea vakur umen tai munak Ahi ten out nesa romaentei.
JHN.3.28	Kami varei milong selusien onak navong naviteni keke inau narvitei Mesaea koa Ahi vat kati keke hesani hemita. Ka Ahi sila nau keke masak mesein sise onen.
JHN.3.29	Iesu suval meatin tai koa hetetalihe hetal min ahin tai. Ka ahin enek onen kati. Ka inau nasuval tunali koa rosini keke valomal en usite onen. Ka navong meatin koa vatetalihe mai, sien onen tunali houlu navong long ren. Sakini, inau nasi nau mukok veni Mesaea mai tuai keke vakur vulin kati.
JHN.3.30	Mal keke kei hehina hehi hetetamen imok, ka inau nihita netan.”
JHN.3.31	Sion vit risi vit, “Iesu ka en out nesa ka vi hetetamen imok mulin tounah sav vasi keil. Koakeil aka en out netan avi ten out netan enges ka amul aselus suval meatin keil ten out netan. Ka kei koa ka en out nesa vi hetetamen imok mulin keil vasi.
JHN.3.32	Iesu mul selus usil tounah keil koa kei lesi ka raengoni en out nesa, ka meatin keil arkurtei anatin en selusien keil onen.
JHN.3.33	Ka koakeil vasi akur anatin en selusien onen along kilea anatinien onen Ahi tuai. 
JHN.3.34	Anatin, kei koa Ahi sani mita netan mul san selusien onen Ahi varei, veni kei sien vasi moulien onen en Ninin Votut. 
JHN.3.35	Ahi Tata, envatien onen mul en Natnali, ka ling tounah vasi en hen.
JHN.3.36	Sakini, koakeil vasi akur anatin en Natin Ahi ikur moulien ten lisenges. Ka koakeil aseseini irkurtei moulien, veni vurohien onen Ahi mul en keil ka il ikur mahien teni.”
JHN.4.1	En avong enek, longlongien va rokol 
JHN.4.2	Ka koanek rovitei anatin veni rovitei Iesu koa vi baptaes en keil, vi 
JHN.4.3	Ka navong Iesu long kilea keke Farasi keil alonglong usil umen koa mumoni, lokovein provins ten out Sudea, ka va ris en provins ten out Kaleli.
JHN.4.4	En sise one avaha en out Kaleli, Iesu ka onen keil aka pas provins ten out Sameria koa mul luhu en provins keilu ekek.
JHN.4.5	Ka navong amual uva, arokol taon tai en out Sameria, isen Saekar. Saekar mul vesesal en vulioai tai koa Siekob kili ka sani min natnali koa Siosep telamu.
JHN.4.6	En taviai, Iesu ka meatin keil onen arokol vulioai onen Siekob enek. Iesu longe aven mah, ka rondan museh vesesal veni.
JHN.4.7+JHN.4.8	Navong Iesu mul museh, meatin keil onen uva en taon keke avalekat anien ae. Rovitei tuetin, ahin tai ten out Sameria emai keke vaseh oai. Navong rokol vulvul enek, Iesu visi vit, “San tei oai eli minau mamuni.”
JHN.4.10	Iesu vit kesi vit, “Koreingeingen asa koa Ahi vit vasani minuk. Ka koreingeingeni keke inau koa navisuk en oai navi isei. Veni munak kovailea eni, kovahis inau keke masan oai ten moulien minuk. Ka inau masani minuk.”
JHN.4.11	Ahin enek viteni mini vit, “Ka asuv, veioai onom tovuol, ka vulvul enek tetaveah, oai teni mul netan vis netan. ?Kiseh oai ten moulien enek en out kave? 
JHN.4.12	?Mukave? ?Oai koa kovit usili tahos imok mulin oai enek? Veni avu Siekob varei san vulvul ten oai enek min komai. Ka vi oai enek koa kei muni, natnali keil amuni, ka buluk ka sipsip keil osen emun amuni. ?Mukave, komul kovit kovi hetetamen imok mulin avu Siekob?”
JHN.4.13	Iesu vit risi mini vit, “Koakeil vasi amul amun oai enek, maroro heat ris keil. 
JHN.4.14	Ka koakeil imun oai koa nisani min keil maroro herkattei mun keil. Oai koa nisani min keil hemai hehi oaisal tai koa houe en tine neim ka hesakin keil imoul lisenges.”
JHN.4.15	Ahin enek viteni mini vit, “!Asuv, san tei li oai enek minau! Hemukonek, maroro herkattei mun inau, ka nirmualtei mun nimai ekonek en avong vasi keke maseh oai.”
JHN.4.16	Iesu viteni mini vit, “Kiha, kihise meatin onom, ka milhemai ris.”
JHN.4.17	Kei vit, “Meatin onak tovuol.”
JHN.4.17	Ka Iesu vit risi vit, “Keik koviteni anatin navong kovit meatin onom tovuol. 
JHN.4.18	Veni kokur meatin elim (5) tuai ka kortetalihetei mun vatal min keil. Ka meatin koa koro vituai ral mini kosa, kortetalihetei vatal mini. Sakini, asa koa koviteni minau anatin.”
JHN.4.19	Navong ahin enek longe mukok, mutimanin ka viteni vit, “Asuv, nalesi keke keik kovi 
JHN.4.20	?Sakini kihit kilea minau, out kave varei mal keke meatin keil iha netan min Ahi eni? Veni avu keil telamu onomai, me-Sameria keil, uva netan min Ahi en Vatihou Kerasim ekek. Ka kami, Siu keil, miviteni keke out 
JHN.4.21	Iesu viteni mini vit, “Naviteni anatin minuk, avong tai hemai koa hervitei tounah tai munak kiha netan min Ahi Tamer en vatihou koanik vuo en out Serusalem vuo en out sav tai. 
JHN.4.22	Kami, me-Sameria keil, miva netan min Ahi, ka mirkilea revitei kei.
JHN.4.23	Ka avong tai mul mai keke koakeil avi anatin en Ahi Tata iha netan mini hetal min keihoen onen Ninin Votut ka housil sakien koa vi anatin. Ka avong koanek mai tuai. Ka Ahi mul lekat vati meatin keil koa amukonek keke uva netan mini. 
JHN.4.24	Ahi rokurtei aven vasuval ir, kei vi ninin. Sakini, koakeil uva netan mini umoni hetal min keihoen onen Ninin Votut ka housil sakien koa vi anatin.”
JHN.4.25	Ahin enek viteni mini vit, “Nakilea keke Ahi vat kati keke hesan 
JHN.4.26	Iesu vit risi vit, “Inau koa namul naselus minuk, inau navi kei.”
JHN.4.27	En hati avong enek, meatin keil onen Iesu umai ris, ka amutimanin houlu navong alesi keke Iesu mul selus ral min ahin tai veni romusiltei sakien keil one. Ka tovuol en keil vahis ahin vahit, “?Em vat sa?” Vuo avahis Iesu avahit, “?Vensa varei komul koselus ral min ahin ekek?”
JHN.4.28	Evus, ahin enek lokovein veioai onen mules, va ris en taon, ka vise meatin keil umai vit, 
JHN.4.29	“!Almai alles meatin koa vit luvat tounah vasi koa namumoni en moulien onak! Vahesa kei vi Mesaea koa Ahi vat kati vit hesani hemai.”
JHN.4.30	Sakini, alokovein taon ka uva ven Iesu.
JHN.4.31	Navong ahin enek mul semau en taon, meatin keil onen Iesu aviteni mini avit, “Tiser, kian vis tei mau anien ekek.”
JHN.4.32	Ka kei vit risi vit, “Inau nian anien tai koa kami mireingeingeni.”
JHN.4.33	Navong alonge mukok, meatin onen keil amul avis ris keil avit, “?Mukave? ?Meatin etai kur anien mai veni tuai?”
JHN.4.34	Sakini, Iesu viteni min keil vit, “Navong namul namusil rendemien onen Ahi koa sila nau numai keke num vasi en umen onen, nalonge suval nakanian tuai.
JHN.4.35	Meatin keil amul avit, ‘Avati hehat (4) heha heli, ka rehesuhut en anien keil oser.’ Ka inau naviteni min kami, mihelele revi hekarahit en ah osen Ahi. Anien teni men revi tuai keke rovasuhut eni.
JHN.4.36	Ka koakeil vasi amul amusuhut en anien teni, Ahi mul ling revi ui umen one. Ka anien enek vi meatin keil koa amul akur moulien ten lisenges. Hesakini, koakeil aluh utite ten selusien onen Ahi en moulien onen meatin keil ka koakeil amul amusuhut en anien teni, keil vasi isi keil ven asa koa amumoni. 
JHN.4.37	Koanek suval selusien ten meteisauen tai koa vit, ‘Meatin tai luh ah tai, ka meatin sav mul musuhut eni.’
JHN.4.38	Inau nasila kami keke mivasuhut en anien ten ah tai koa meatin sav keil uva amum ien mulamu en kami. Ka vi kami koa miheles uite ten umen one.”
JHN.4.39	Navong Iesu mul veah selus ral min meatin keil onen, me-Sameria keil houlu aka en taon umai. Umai ka akur anatin keke vi Mesaea veni along selusien onen ahin koa vit, “!Almai alles meatin koa vit luvat tounah vasi koa namumoni en moulien onak!” 
JHN.4.40	Sakini, navong umai veni, apeah Iesu keke vato vatal min keil. Sakini, Iesu ka meatin keil onen aro ral min keil avong elu mun. 
JHN.4.41	Navong me-Sameria keil along selusien keil onen Iesu, keil houlu emun akur anatin eni keke vi Mesaea. 
JHN.4.42	Sakini, uva aviten min ahin avit, “Mulamu, komai mekur anatin eni musil asa koa keik koviteni. Ka kosa, mekur anatin eni keke kei vi 
JHN.4.43+JHN.4.44	Koanek suval koa Iesu varei viteni vit, “Provet tai, avaseini meatin sav keil avouhou mini, meatin keil ten kantri kati onen arvouhoutei mini.” Ka navong ro ral min keil avong elu evus, Iesu ka meatin keil onen uva suk en provins ten out Kaleli.
JHN.4.45	Navong Iesu rokol provins ten out Kaleli, meatin houlu ten out enek akur revi. Houlu en keil umai ris ran Anien ten Mul Laui en out Serusalem, ka ales merikel keil koa Iesu mumoni ekonek. Sakini, e vati avalesi voumon etai ris merikel.
JHN.4.46	Iesu mual rokol taon ten out Kena, out koa viles oai mai vi uaen.
JHN.4.47	Navong hetetamen enek raengoni keke Iesu ka provins ten out Sudea ka mai tuai en provins koanek ten out Kaleli, kei va veni ka peahi vahi keilu luvaha en taon ten out Kapaniam keke vakulat mesaien ran natnali koa vesesal vamat.
JHN.4.48	Iesu viteni mini vit, “!Ekovei! Munak kami mirles etai merikel keil vuo metai sav keil, misakras mivakur anatin enau.”
JHN.4.49	Ka hetetamen enek viteni vit, “O asuv. Lehekalah eli leheha keke natkuli hermattei.”
JHN.4.50	Ka Iesu viteni mini vit, “Keik kusil sise onom kiha. Natmali moul tuai.” Navong hetetamen long asa koa Iesu viteni, kur anatin eni ka va.
JHN.4.51	Avong tai mai muli, ka navong hetetamen enek mul veah en sise onen, meatin toumien tei keil onen koa aka Kapaniam avisu mini. Aviteni mini avit, “Natmali moul tuai.”
JHN.4.52	Navong hetetamen vis keil avahiten avong kati koa ales natnali moul eni, keil avit kesi avit, “Natmali, aven mutin va vio, rokol wan klok taviai. Evus, mesaien lokoveini ka kei mai ris tahos.”
JHN.4.53	Navong aviteni mukok, hetetamen enek mundem kilea keke koanek kistal en hati avong kati koa Iesu viteni mini keke natnali moul tuai. Sakini kei ka onen vasi keil akur anatin en Iesu.
JHN.4.54	Koanek vi merikel koa elu koa Iesu mumoni en provins ten out Kaleli, navong ka en provins ten out Sudea.
JHN.5.1	En avong sav tai, Iesu va ris en taon ten out 
JHN.5.2	Ka navong Iesu va en taon, mual vesesal en meterumrum tai ten oai koa avise en Betsaeta. Out enek rovitei soutin ran meteau koa avise en Meteau ten Sipsip keil, ka votevav elim (5) mul rahit meterumrum enek. 
JHN.5.3	Ka en votevav keil ekek, mari vangi meatin oteta keil koa amesai amul ien: koakeil mete var, koakeil asakras avakaka, ka koakeil emun hati usive rotahostei. 
JHN.5.5	Meatin tai ro ekonek koa mesai sua hanu sav tai ka teindan outel emun (38). 
JHN.5.6	Navong Iesu les meatin enek mul matil ekonek, mundem kilea matil mukok avong taveah ramat. Sakini, mai veni ka visi vit, “?Em vati avem vamai ris vatahos?”
JHN.5.7	Ka meatin koa mesai vit kesi mini “Asuv, meatin tovuol kilea vakataunau maha en meterumrum ten oai enek navong oai mukur. Veni navong nasak visi maha keke makul ien, meatin sav va mulamu enau ka mukul ien.”
JHN.5.8	Ka Iesu viteni mini vit, “!Mea! Lum lat vulum ka kual kiha ris teim.”
JHN.5.9	Hatte tas, meatin enek, aven mai ris tahos. Sakini, lum lat vulin koa matil ien ka mual va ris teim sen. Koanek kur out en Sabat.
JHN.5.10	Navong meatin enek koa Iesu sak revi mul mual va, hetetamen keil onen Siu keil alesi ka avul kati avit, “!Ei, Sabat kosa! Mengkatien keil orer viteni keke romaltei kovahous vulum koa komatil ien kosa.”
JHN.5.11	Ka meatin enek vit kesi vit, “Meatin koa sak revi avek viteni minau keke malum lat vuluk ka moual maha ris teim.”
JHN.5.12	Keil avisi avit, “?Isei varei viteni minuk kovoumon koanik?”
JHN.5.13	Ka meatin enek reingeingeni keke isei mumoni. Veni navong lekat Iesu en vangi meatin keil, lesi keke vuol tuai.
JHN.5.14	Rovitei tuetin, Iesu va en teahu ten Eim Votut. Ka navong mual ien, votin meatin enek ka viteni mini vit, “?Kolesi? Kotahos tuai. Ka kilei kati keke konoumontei mun 
JHN.5.15	Evus, meatin enek eva, lekat hetetamen keil onen Siu keil, ka viteni min keil keke meatin koa sak revi aven, isen Iesu.
JHN.5.16	Navong hetetamen keil ekek alei kilea isei varei sak revi meatin enek en Sabat, uva keke avasak purun Iesu. 
JHN.5.17	Ka navong aselus tisa ven asa koa mumoni, Iesu vit kesi vit, “Tata onak en out nesa mum lisenges, ka inau namul naleisungein sakien onen.”
JHN.5.18	Selusien koanik sakin hetetamen keil avuroh kati mok ka aling rendemien one keke avouasi vamat. Veni, en rendemien one, Iesu rali koteh mengkatien ten Sabat. Ka, koa tisa mok, kei mul vati lat kei mai vinvin en Ahi, veni mul viteni keke Ahi vi Tata kati onen.
JHN.5.19	Navong Iesu lei kilea keke hetetamen keil onen Siu keil avuroh kati veni viteni vit Ahi vi Tata kati onen, viteni min keil vit, “Anatin eli naviteni min kami, inau navi Natin Ahi. Ka narmumon etai tounah vousil rendemien onak sasok. Ka asas koa nales Tata onak mul mumoni, kei varei inau, Natnali, namul naleisungeini.
JHN.5.20	Tata onak, envatien onen mul enau, ka mul rie lati minau marmari tounah keil koa kei mul mumoni. Ka hetie lati minau tounah keil koa hemarite mok keke inau numoni koa helin tounah koa miles inau namumoni tuai, ka hesakin kami mihetimanin eni.
JHN.5.21	Ka en sakien koa Tata onak kilea vasakin meatin tai vamea ran matien ka vasan moulien mini, inau mun koa navi Natnali nakilea masan moulien min koakeil ek vati masani min keil.
JHN.5.22	En usite sav, Tata onak kei rolei rahittei usite onen meatin keil, ka ling umen enek en hek keke malei rahit usite onen meatin vasi keil.
