GEN.1.2	E a terra era sem forma e vazia; e 
PSA.80.12	Por que quebraste então os seus valados, de modo que todos os que passam por ela a vindimam? 
PSA.80.13	O javali da selva a devasta, e as feras do campo a devoram. 
PSA.80.14	Ó Deus dos Exércitos, volta-te, nós te rogamos, atende dos céus, e vê, e visita esta vinha; 
PSA.80.15	E a videira que a tua dextra plantou, e o sarmento que fortificaste para ti. 
PSA.80.16	 queimada pelo fogo, 
PSA.80.17	Seja a tua mão sobre o varão da tua dextra, sobre o filho do homem que fortificaste para ti. 
PSA.80.18	Deste modo, não nos iremos de após ti; guarda-nos em vida, e invocaremos o teu nome. 
PSA.80.19	Faze-nos voltar, Senhor, Deus dos Exércitos: faze resplandecer o teu rosto, e seremos salvos.
PSA.81.1	CANTAI alegremente a Deus, nossa fortaleza: celebrai o Deus de Jacob. 
PSA.81.2	Tomai o saltério e trazei o adufe, a harpa suave e o alaúde. 
PSA.81.3	Tocai a trombeta na lua nova, no tempo marcado para a nossa solenidade. 
PSA.81.4	Porque 
PSA.81.5	Ordenou-o em José por testemunho, quando saíra contra a terra do Egito, 
PSA.81.6	Tirei de seus ombros a carga; as suas mãos ficaram livres dos cestos. 
PSA.81.7	Clamaste na angústia, e te livrei; respondi-te do lugar oculto dos trovões; provei-te nas águas de Meribá (Selah). 
PSA.81.8	Ouve-me, povo meu, e eu te admoestarei: ah, Israel, se me ouvisses! 
PSA.81.9	Não haverá entre ti Deus alheio, nem te prostrarás ante um Deus estranho. 
PSA.81.10	Eu 
PSA.81.11	Mas o meu povo não quis ouvir a minha voz, e Israel não me quis. 
PSA.81.12	Pelo que, eu os entreguei aos desejos dos seus corações, 
PSA.81.13	Ah! se o meu povo me tivesse ouvido! se Israel andasse nos meus caminhos! 
PSA.81.14	Em breve eu abateria os seus inimigos, e voltaria a minha mão contra os seus adversários. 
PSA.81.15	Os que aborrecem ao Senhor ter-se-lhe-iam sujeitado, e o tempo dele seria eterno. 
PSA.81.16	E eu o sustentaria com o trigo mais fino, e o saciaria com o mel saído da rocha.
PSA.82.2	Até quando julgareis injustamente, e respeitareis a aparência das pessoas dos ímpios? (Selah). 
PSA.82.3	Defendei o pobre e o órfão: fazei justiça ao aflito e necessitado. 
PSA.82.4	Livrai o pobre e o necessitado; tirai-os das mãos dos ímpios. 
PSA.82.5	Eles nada sabem, nem entendem; andam em trevas; todos os fundamentos da terra vacilam. 
PSA.82.6	Eu disse: Vós 
PSA.82.7	Todavia, como homens morrereis, e caireis como qualquer dos príncipes. 
PSA.82.8	Levanta-te, ó Deus, julga a terra, pois te pertencem todas as nações.
PSA.83.1	Ó DEUS, não estejas em silêncio; não cerres os ouvidos nem fiques impassível, ó Deus. 
PSA.83.2	Porque eis que teus inimigos se alvoroçam, e os que te aborrecem levantaram a cabeça. 
PSA.83.3	Astutamente formam conselho contra o teu povo, e conspiram contra os teus protegidos. 
PSA.83.4	Disseram: Vinde, e desarreiguemo-los para que não 
PSA.83.5	Porque à uma se conluiaram; aliaram-se contra ti: 
PSA.83.6	As tendas de Edom e dos ismaelitas, de Moab e dos agarenos, 
PSA.83.7	De Gebal, e de Amon, e de Amalec, e a Filisteia, com os moradores de Tiro. 
PSA.83.8	Também a Assíria se ligou a eles: foram eles o braço dos filhos de Lot (Selah). 
PSA.83.9	Faze-lhes como fizeste a Madian, como 
PSA.83.10	 foram destruídos em Endor; vieram a servir de estrume para a terra. 
PSA.83.11	Faze aos seus nobres como 
PSA.83.12	Que disseram: Tomemos para nós, em possessão hereditária, as famosas habitações de Deus. 
PSA.83.13	Deus meu, faze-os como que impelidos por um tufão, como a palha diante do vento. 
PSA.83.14	Como o fogo que queima um bosque, e como a chama que incendeia as brenhas; 
PSA.83.15	Assim, persegue-os com a tua tempestade, e assombra-os com o teu torvelinho. 
PSA.83.16	Encham-se de vergonha as suas faces, para que busquem o teu nome, Senhor. 
PSA.83.17	Confundam-se e assombrem-se perpetuamente; envergonhem-se e pereçam. 
PSA.83.18	Para que saibam que tu, a quem só pertence o nome de 
PSA.84.1	QUÃO amáveis 
PSA.84.2	A minha alma está anelante, e desfalece pelos átrios do Senhor: o meu coração e a minha carne clamam pelo Deus vivo. 
PSA.84.3	Até o pardal encontrou casa, e a andorinha ninho para si e para a sua prole, junto dos teus altares, Senhor dos Exércitos, Rei meu e Deus meu. 
PSA.84.4	Bem-aventurados os que habitam em tua casa: louvar-te-ão continuamente (Selah). 
PSA.84.5	Bem-aventurado o homem cuja força está em ti, em cujo coração 
PSA.84.6	O qual, passando pelo vale de Baca, faz dele uma fonte; a chuva também enche os tanques. 
PSA.84.7	Vão indo de força em força; 
PSA.84.8	Senhor, Deus dos Exércitos, escuta a minha oração: inclina os ouvidos, ó Deus de Jacob! (Selah). 
PSA.84.9	Olha, ó Deus, escudo nosso, e contempla o rosto do teu ungido. 
PSA.84.10	Porque vale mais um dia nos teus átrios do que em outra parte mil. Preferiria estar à porta da casa do meu Deus, a habitar nas tendas da impiedade. 
PSA.84.11	Porque o Senhor Deus 
PSA.84.12	Senhor dos Exércitos, bem-aventurado o homem que em ti põe a sua confiança.
PSA.85.1	ABENÇOASTE, Senhor, a tua terra: fizeste regressar os cativos de Jacob. 
PSA.85.2	Perdoaste a iniquidade do teu povo: cobriste todos os seus pecados (Selah). 
PSA.85.3	Fizeste cessar toda a tua indignação: desviaste-te do ardor da tua ira. 
PSA.85.4	Torna-nos a trazer, ó Deus da nossa salvação, e retira de sobre nós a tua ira. 
PSA.85.5	Estarás para sempre irado contra nós? estenderás a tua ira a todas as gerações? 
PSA.85.6	Não tornarás a vivificar-nos, para que o teu povo se alegre em ti? 
PSA.85.7	Mostra-nos, Senhor, a tua misericórdia, e concede-nos a tua salvação. 
PSA.85.8	Escutarei o que Deus, o Senhor, disser; porque falará de paz ao seu povo e aos seus santos, contanto que não voltem à loucura. 
PSA.85.9	Certamente que a salvação 
PSA.85.10	A misericórdia e a verdade se encontraram, a justiça e a paz se beijaram. 
PSA.85.11	A verdade brotará da terra, e a justiça olhará desde os céus. 
PSA.85.12	Também o Senhor dará o bem, e a nossa terra dará o seu fruto. 
PSA.85.13	A justiça irá adiante dele, e ele nos fará andar no caminho aberto pelos seus passos.
PSA.86.1	INCLINA, Senhor, os teus ouvidos, e ouve-me, porque 
PSA.86.2	Guarda a minha alma, pois sou santo, ó Deus meu, salva o teu servo, que em ti confia. 
PSA.86.3	Tem misericórdia de mim, ó Senhor, pois a ti clamo todo o dia. 
PSA.86.4	Alegra a alma do teu servo, pois a ti, Senhor, levanto a minha alma. 
PSA.86.5	Pois tu, Senhor, 
PSA.86.6	Dá ouvidos, Senhor, à minha oração, e atende à voz das minhas súplicas. 
PSA.86.7	No dia da minha angústia clamarei a ti, porquanto me respondes. 
PSA.86.8	Entre os deuses não 
PSA.86.9	Todas as nações que fizeste virão e se prostrarão perante a tua face, Senhor, e glorificarão o teu nome. 
PSA.86.10	Porque tu 
PSA.86.11	Ensina-me, Senhor, o teu caminho, 
PSA.86.12	Louvar-te-ei, Senhor, Deus meu, com todo o meu coração, e glorificarei o teu nome para sempre. 
PSA.86.13	Pois grande 
PSA.86.14	Ó Deus, os soberbos se levantaram contra mim, e as assembleias dos tiranos procuraram a minha morte; e não te puseram perante os seus olhos. 
PSA.86.15	Mas tu, Senhor, 
PSA.86.16	Volta-te para mim, e tem misericórdia de mim; dá a tua fortaleza ao teu servo, e salva ao filho da tua serva. 
PSA.86.17	Mostra-me um sinal para bem, para que 
PSA.87.1	O SEU fundamento 
PSA.87.2	O Senhor ama as portas de Sião, mais do que todas as habitações de Jacob. 
PSA.87.3	Coisas gloriosas se dizem de ti, ó cidade de Deus (Selah). 
PSA.87.4	De entre os que me conhecem, farei menção de Raab e de Babilónia; eis que da Filisteia, e de Tiro, e da Etiópia, se dirá: Este é nascido ali. 
PSA.87.5	E de Sião se dirá: Este e aquele nasceram ali; e o mesmo Altíssimo a estabelecerá. 
PSA.87.6	O Senhor, ao fazer descrição dos povos, dirá: este é nascido ali (Selah). 
PSA.87.7	E os cantores e tocadores de instrumentos entoarão: todas as minhas fontes 
PSA.88.2	Chegue a minha oração perante a tua face, inclina os teus ouvidos ao meu clamor; 
PSA.88.3	Porque a minha alma está cheia de angústia, e a minha vida se aproxima da sepultura. 
PSA.88.4	Já estou contado com os que descem à cova: estou como homem sem forças, 
PSA.88.5	Posto entre os mortos; como os feridos de morte que jazem na sepultura, dos quais te não lembras mais, antes os exclui a tua mão. 
PSA.88.6	Puseste-me no mais profundo do abismo, em trevas e nas profundezas. 
PSA.88.7	Sobre mim pesa a tua cólera: tu 
PSA.88.8	Alongaste de mim os meus conhecidos, fizeste-me em extremo abominável para eles: estou fechado e não posso sair. 
PSA.88.9	A minha vista desmaia por causa da aflição. Senhor, tenho clamado a ti todo o dia, tenho estendido para ti as minhas mãos. 
PSA.88.10	Mostrarás tu maravilhas aos mortos, ou os mortos se levantarão e te louvarão? (Selah). 
PSA.88.11	Será anunciada a tua benignidade na sepultura, ou a tua fidelidade na perdição? 
PSA.88.12	Saber-se-ão as tuas maravilhas nas trevas, e a tua justiça na terra do esquecimento? 
PSA.88.13	Eu, porém, Senhor, clamo a ti, e de madrugada te envio a minha oração. 
PSA.88.14	Senhor, por que rejeitas a minha alma? por que escondes de mim a tua face? 
PSA.88.15	 aflito, e prestes a morrer desde a 
PSA.88.16	A tua ardente indignação sobre mim vai passando: os teus terrores fazem-me perecer. 
PSA.88.17	Como águas me rodeiam todo o dia; cercam-me todos juntos. 
PSA.88.18	Afastaste para longe de mim amigos e companheiros; os meus íntimos amigos, agora, são trevas.
PSA.89.1	AS benignidades do Senhor cantarei perpetuamente: com a minha boca manifestarei a tua fidelidade, de geração em geração. 
PSA.89.2	Pois disse eu: A 
PSA.89.3	Fiz um concerto com o meu escolhido; jurei ao meu servo David: 
PSA.89.4	A tua descendência estabelecerei para sempre, e edificarei o teu trono, de geração em geração (Selah). 
PSA.89.5	E os céus louvarão as tuas maravilhas, ó Senhor, e a tua fidelidade também na assembleia dos santos. 
PSA.89.6	Pois quem, no céu, pode igualar ao Senhor? 
PSA.89.7	Deus deve ser em extremo tremendo na assembleia dos santos, e grandemente reverenciado por todos os que o cercam. 
PSA.89.8	Ó Senhor, Deus dos Exércitos, quem 
PSA.89.9	Tu dominas o ímpeto do mar: quando as suas ondas se levantam, tu as fazes aquietar. 
PSA.89.10	Tu quebrantaste a Raab como se fora ferida de morte; espalhaste os teus inimigos com o teu braço poderoso. 
PSA.89.11	Teus 
PSA.89.12	O norte e o sul, tu os criaste; o Tabor e o Hermon regozijam-se em teu nome. 
PSA.89.13	Tu tens um braço poderoso; forte é a tua mão 
PSA.89.14	Justiça e juízo 
PSA.89.15	Bem-aventurado o povo que conhece o som festivo: andará, ó Senhor, na luz da tua face. 
PSA.89.16	Em teu nome se alegrará todo o dia, e na tua justiça se exaltará. 
PSA.89.17	Pois tu 
PSA.89.18	Porque o Senhor 
PSA.89.19	Então, em visão, falaste do teu santo, e disseste: Socorri 
PSA.89.20	Achei a David, meu servo; com o meu santo óleo o ungi; 
PSA.89.21	Com ele, a minha mão ficará firme e o meu braço o fortalecerá. 
PSA.89.22	O inimigo não o importunará, nem o filho da perversidade o afligirá. 
PSA.89.23	E eu derribarei os seus inimigos perante a sua face, e ferirei os que o aborrecem. 
PSA.89.24	E a minha fidelidade e a minha benignidade 
PSA.89.25	E porei a sua mão no mar e a sua direita nos rios. 
PSA.89.26	Ele me invocará, 
PSA.89.27	Também, por isso, lhe darei o lugar de primogénito; fá-lo-ei mais elevado do que os reis da terra. 
PSA.89.28	A minha benignidade lhe guardarei para sempre e o meu concerto lhe 
PSA.89.29	E conservarei para sempre a sua descendência e o seu trono como os dias do céu. 
PSA.89.30	Se os seus filhos deixarem a minha lei, e não andarem nos meus juízos, 
PSA.89.31	Se profanarem os meus preceitos, e não guardarem os meus mandamentos, 
PSA.89.32	Então visitarei com vara a sua transgressão e a sua iniquidade com açoites. 
PSA.89.33	Mas não retirarei, totalmente, dele a minha benignidade, nem faltarei à minha fidelidade. 
PSA.89.34	Não quebrarei o meu concerto, não alterarei o que saiu dos meus lábios. 
PSA.89.35	Uma vez jurei, por minha santidade, 
PSA.89.36	A sua descendência durará para sempre, e o seu trono será como o sol perante mim; 
PSA.89.37	Será estabelecido para sempre, como a lua: e a testemunha no céu é fiel (Selah). 
PSA.89.38	Mas tu rejeitaste e aborreceste; tu te indignaste contra o teu ungido. 
PSA.89.39	Abominaste o concerto do teu servo: profanaste a sua coroa, 
PSA.89.40	Derribaste todos os seus muros; arruinaste as suas fortificações. 
PSA.89.41	Todos os que passam pelo caminho o despojam; tornou-se o opróbrio dos seus vizinhos. 
PSA.89.42	Exaltaste a dextra dos seus adversários; fizeste com que todos os seus inimigos se regozijassem. 
PSA.89.43	Também embotaste o fio da sua espada, e não o sustentaste na peleja. 
PSA.89.44	Fizeste cessar o seu esplendor e deitaste por terra o seu trono. 
PSA.89.45	Abreviaste os dias da sua mocidade; cobriste-o de vergonha (Selah). 
PSA.89.46	Até quando, Senhor? Esconder-te-ás para sempre? arderá a tua ira como fogo? 
PSA.89.47	Lembra-te de quão breves são os meus dias: por que criarias debalde todos os filhos dos homens? 
PSA.89.48	Que homem há que viva e não veja a morte? ou que livre a sua alma do poder do mundo invisível? (Selah). 
PSA.89.49	Senhor, onde 
PSA.89.50	Lembra-te, Senhor, do opróbrio dos teus servos, e de 
PSA.89.51	Com o qual, Senhor, os teus inimigos têm difamado, com a qual têm difamado as pisadas do teu ungido. 
PSA.89.52	Bendito 
PSA.90.2	Antes que os montes nascessem, ou que tu formasses a terra e o mundo, sim, de eternidade a eternidade, tu 
PSA.90.3	Tu reduzes o homem à destruição, e dizes: Volvei, filhos dos homens, 
PSA.90.4	Porque mil anos 
PSA.90.5	Tu os levas como corrente de água: são 
PSA.90.6	De madrugada cresce e floresce; à tarde corta-se e seca. 
PSA.90.7	Pois somos consumidos pela tua ira, e pelo teu furor somos angustiados. 
PSA.90.8	Diante de ti puseste as nossas iniquidades, os nossos pecados ocultos à luz do teu rosto. 
PSA.90.9	Pois todos os nossos dias vão passando na tua indignação; acabam-se os nossos anos como um conto ligeiro. 
PSA.90.10	A duração da nossa vida é de setenta anos, e se alguns, pela sua robustez, chegam a oitenta anos, o melhor deles 
PSA.90.11	Quem conhece o poder da tua ira? e a tua cólera, segundo o temor que te é devido? 
PSA.90.12	Ensina-nos a contar os nossos dias, de tal maneira que alcancemos corações sábios. 
PSA.90.13	Volta-te para nós, Senhor; até quando? e aplaca-te para com os teus servos. 
PSA.90.14	Sacia-nos de madrugada com a tua benignidade, para que nos regozijemos e nos alegremos, todos os nossos dias. 
PSA.90.15	Alegra-nos pelos dias 
PSA.90.16	Apareça a tua obra aos teus servos, e a tua glória sobre seus filhos. 
PSA.90.17	E seja sobre nós a graça do Senhor, nosso Deus; e confirma sobre nós a obra das nossas mãos: sim, confirma a obra das nossas mãos.
PSA.91.1	AQUELE que habita no esconderijo do Altíssimo, à sombra do Omnipotente descansará. 
PSA.91.2	Direi do Senhor: 
PSA.91.3	Porque ele te livrará do laço do passarinheiro, 
PSA.91.4	Ele te cobrirá com as suas penas, e debaixo das suas asas estarás seguro: a sua verdade é escudo e broquel. 
PSA.91.5	Não temerás espanto noturno, 
PSA.91.6	 peste 
PSA.91.7	Mil cairão ao teu lado, e dez mil à tua direita, 
PSA.91.8	Somente com os teus olhos olharás, e verás a recompensa dos ímpios. 
PSA.91.9	Porque tu, ó Senhor, és o meu refúgio! O Altíssimo é a tua habitação. 
PSA.91.10	Nenhum mal te sucederá, nem praga 
PSA.91.11	Porque aos seus anjos dará ordem a teu respeito, para te guardarem em todos os teus caminhos. 
PSA.91.12	Eles te sustentarão nas suas mãos, para que não tropeces com o teu pé em pedra. 
PSA.91.13	Pisarás o leão e o áspide; calcarás aos pés o filho do leão e a serpente. 
PSA.91.14	Pois que, tão encarecidamente me amou, também eu o livrarei; pô-lo-ei num alto retiro, porque conheceu o meu nome. 
PSA.91.15	Ele me invocará e eu lhe responderei; 
PSA.91.16	Dar-lhe-ei abundância de dias, e lhe mostrarei a minha salvação.
PSA.92.1	BOM 
PSA.92.2	Para de manhã anunciar a tua benignidade, e todas as noites, a tua fidelidade: 
PSA.92.3	Sobre 
PSA.92.4	Pois tu, Senhor, me alegraste com os teus feitos: exultarei nas obras das tuas mãos. 
PSA.92.5	Quão grandes são, Senhor, as tuas obras! mui profundos 
PSA.92.6	O homem brutal nada sabe, e o louco não entende isto. 
PSA.92.7	Brotam os ímpios como a erva, e florescem todos os que praticam a iniquidade, mas para serem destruídos para sempre. 
PSA.92.8	Mas tu, Senhor, 
PSA.92.9	Pois eis que os teus inimigos, Senhor, eis que os teus inimigos perecerão; serão dispersos todos os que praticam a iniquidade. 
PSA.92.10	Mas tu exaltarás o meu poder, como 
PSA.92.11	Os meus olhos verão cumprido o 
PSA.92.12	O justo florescerá como a palmeira; crescerá como o cedro no Líbano. 
