GEN.1.1	Kitu inanggayát na, ay pinarsuwa ne Dios ya lángit se iya kalawagán. 
ACT.5.36	Ata kitu nabà-bayág gin ay inumbet tu Teudas nga nagpì-pìapu. Moli appát gatut kam datu summúrut kaggína, ngamay kane patayan datu tolay tu Teudas, ay nasip-siparà datu pasúrut, ay se da umawan pe yin. 
ACT.5.37	Ay se la inumbet manin tu Judas nga iGalilea kane magpasinsus ya gubirnu. Ay adu pe datu pasúrut na, may kane patayan da, ay nasip-siparà pe yin datu pasúrut na. 
ACT.5.38	Ay ummán pe dedi ya tolay. Ya nán ku, ay bay-án tadada ngala ngin. Akkan tada an-anuwan da, ta nu akkan e Dios ya magpàwa kadaya kuk-kuwaan da, ay masip-siparà da la ngin. 
ACT.5.39	Ngamay nu e Dios ya nangibon kaggída, ay akkan tadada maábà, oray nágan naya kuwaan tada. Ay get pe nád nu Dios kammin pe ya kaguráan tada.” Ittu yán tu kinagi tu Gamaliel kadatu ap-apu. 
ACT.5.40	Ay kinurug da tu kinagi na.
ACT.5.40	Tútu inayabán da kammin datu apostoles, se dada sinaplit, se dada paddiyan nin nga mangibàbànán ka panggap ke Jesus, se dada papannan nin. 
ACT.5.41	Kane lumawán datu apostoles sin, ay nagpatag da ngin, ta nán da nga nebíláng ne Dios nga mekari da nga mapal-pallà gapu kitu angngibàbànán da ka panggap ke Jesus.
ACT.5.42	Ay tútu inalgaw tu ipappan da kitu templo se kadatu babbabalay nga magtùgud se mangibàbànán nga e Jesus ya kurug ga Nebon ne Dios.
ACT.6.1	Ay ummadu win datu mangurug ke Jesus. Ngamay kane isa ngalgaw win, datu Judyu nga Griego ya aggúni da, ay nadakè tu ángat da kadatu Judyu wa Hebreo ya aggúni da, gapu ta maawigán kanu datu bubbúkud da babbay kaggída, kitu inalgaw nga agkípát datu apostoles kitu pirà. 
ACT.6.2	Díkod inayabán datu apostoles ngámin datu mangurug, se da nán kaggída, “Nadakè nu dakami ya pagkipátan nu kiya pirà, ta akkan mi matagammu ya mangibàbànán kiya bàbànán ne Dios,” nán da. 
ACT.6.3	“Ay díkod napiya, wawwági, nu magpíli kayu ka pittu kadakayu, ta senu aggída ngin daya pagkipátan mi kiya pirà. Masápul nga namáru se nasírib da, se itur-turayán naya Ispiritu ne Dios da. 
ACT.6.4	Nu dakami, magbàbànán nala se magkar-karárag ya kuwaan mi,” nán datu apostoles.
ACT.6.5	Ay piyán ngámin datu mangurug tu nekagi da. Díkod tú dedi datu piníli da: E Esteban ya isa. Naligda ya angngurug na, se iturayán naya Ispiritu ne Dios. Nge Felipe pe se e Procoro se Nicanor se Timon se Parmenas se Nicolas nga iAntiokia. E Nicolas, ay akkan Judyu datu mannákam na, ngamay nag-Judyu. 
ACT.6.6	Ay se da nilbet dayán na lalláki ka giyán datu apostoles. Ay neparotun datu apostoles datu íma da kitu úlu da se dada nga nekarárag.
ACT.6.7	Ay umaduadu win datu nakagìna kiya bàbànán ne Dios. Ummadu pe datu mangurug ke Jesus ka Jerusalem, ay adu pe kadatu pappádi tu nangurug.
ACT.6.8	Gapu kitu nesisseng ne Dios kitu Esteban se tu pannakabalin na nidde ne Dios kaggína, ay adu datu nasingan datu tolay nga nakas-kasdáaw nga kinuw-kuwa na. 
ACT.6.9	Ngamay datu duddúma nga mimbru kitu sinagoga nga nepangágan da ka “Sinagoga datu Nawayaán nga Asassu”, ay lùsawan da tu nebàbànán ne Esteban kitu sinagoga da. Ay díkod nakipal-palagmán da kaggína, aggída se datu duddúma nga Judyu nga iCirene se iAlejandria se iCilicia se iAsia. 
ACT.6.10	May akkan da nga napalagmanán tu kinagi ne Esteban, ta ya Ispiritu ne Dios tu nangidde kitu sírib na.
ACT.6.11	Díkod nesirù datu nangipar-parut da kadatu duddúma nga tolay nga mangikagi nga nagìna da tu Esteban nga nangug-og ke Dios se kitu Moses. 
ACT.6.12	Pinar-parut dada nga malùsaw kitu Esteban datu tolay se datu pangmanàman da se datu maragtùgud ki lintag. Díkod tiniliw da, se da idarum kadatu ap-apu da. 
ACT.6.13	Nangalà da kadatu sistígu da nga pamasàbuwan da kitu bàbànán tu Esteban. Ay nán da, “Idi ya tolay, ay áwan na nga sínang mangikagi ka nadakè panggap kiya templo ne Dios se kiya lintag tu Moses. 
ACT.6.14	Se nagìna mi tu kinagi na, nga e Jesus nga iNazaret, ay dadàlan na kanu ya templo se ussan na ngámin kanu datu nepepagangay tu Moses kadàtada,” nán datu pinagbusid da.
ACT.6.15	Kinasisinnán datu apu-apu nge Esteban. Ay nasingan da nga tu murang ne Esteban, ay ummán ka dumiláng nga ummán ki murang anghel.
ACT.7.1	Ay se la nepamutù natu nangátu wa pádi ke Esteban nu kurug datu kinag-kagi datu nagsistígu.
ACT.7.2	Ay summungbát tu Esteban nga nán na: “Mannákam se kabbulun,” nán na, “gìnaan dà mán. Kitu nunna nga algaw, ay nagpassingan ya nadáyaw wa Dios kitu Abraham nga apuapu tada kitu kowad na pikam ka Mesopotamia, kitu akkan na pikam nagyán ka Haran. 
ACT.7.3	Ay nán ne Dios kaggína, ‘Panáwan mu ya íli mu se daya akkobung mu, ta mawe ka ka sabáli nga íli nga itùgud ku kikaw,’ nán ne Dios kitu Abraham.
ACT.7.4	Ay díkod nagtálaw ka íli Caldea se la nawe nagyán ka íli Haran. May kane matay tu ama na nga netalungkíwid na, ay pinagtálaw manin ne Dios kitúni, ay se la nawe kídi lusà nga giyán tada ngi. 
ACT.7.5	May áwan pikam oray bittì ala kiya lusà kídi tu nepakin-kuwa ne Dios kaggína kitun. Ngamay nekari ne Dios nga ipakin-kuwa na kaggína idi nga lusà se kadaya gakagaka na, oray áwan na pikam an-anà kitun. 
ACT.7.6	Kinagi ne Dios nga mepagíli kanu daya gakagaka na ka sabáli íli. Asassuwan dada kanu kiyán na íli, ay pal-palakkan dada ka appát gatut dagun. 
ACT.7.7	Ngamay panísan ne Dios daya mangasassu kaggída, ay se nada pagtaláwan kanu daya gakagaka tu Abraham, ay se da magulli kammin kiddi ya lusà nga magday-dáyaw win ke Dios, nga nán na kitu Abraham. 
ACT.7.8	Ay se la pinagkúgit ne Dios ngámin datu annánà da nga lalláki, ka panamdammán da kitu nagtulágan da se de Dios. Díkod kinúgit natu Abraham tu an-anà na nga Isaac kitu mekawalu nga algaw na panda kitu nekeanà na, ta ittu tu nebílin ne Dios kaggína. Ay kinúgit pe tu Isaac tu an-anà na nga Jacob, ay ummán pe tu Jacob, kinúgit na pe datu sangapúlu se duwa nga annánà na, nga in-inagkona tada ngámin,” nán tu Esteban.
ACT.7.9	“May datu in-inagkona tada nga annánà natu Jacob, ay asílan da tu Jose nga udiyán da. Ay tútu neláku da, ay nippan da nga inasassu ka Egipto, ngamay binul-bulun ne Dios, 
ACT.7.10	ay sinengán ne Dios kadatu ngámin na kapar-parigátan na. Ay sinengán na pe kane makisángu kitu Faraon nga ári datu iEgipto. Ay kane mammuwán natu ári nga nasírib se namáru tu Jose, ay aggína tu nippáy na nga gubernador ka Egipto, ay se aggína pe tu pinagtagasíngan na kadatu ngámin kuw-kuwa na.
ACT.7.11	Ay kane magulát datu tolay ka Egipto se Canaan nga nagyanán de Jacob nga inagkona tada, ay naparigátan da ngámin. Awan pakasmàán datu inagkona tada ka kanan da. 
ACT.7.12	Ngamay kane magìna natu Jacob nga atán pikam nga makkán ka Egipto, ay nebon na datu annánà na nga in-inagkona tada, nga mawe magkálap. 
ACT.7.13	Ay kitu mekàduwa nga nepappan da, ay nagpakammu tu Jose kadatu wawwági na. Ay ittu pe yin tu inakammu natu Faraon kadatu wawwági tu Jose se tu ama na. 
ACT.7.14	Ay díkod nebílin tu Jose kitu Jacob nga ama na se ngámin datu akkobung na se datu pan-pane na nga umbet da ka Egipto. Pittu púlu se limma da ngámin. 
ACT.7.15	Ay tútu nawe de Jacob ka Egipto, ay kattoni pe yin tu natayán da se datu annánà na nga inagkona tada. 
ACT.7.16	Ngamay netaman da kammin ngámin kitu agtamnán na ginátang tu Abraham kadatu annánà natu Hamor ka íli Sikem, nga nag-agyanán tu Jacob kitun,” nán ne Esteban.
ACT.7.17	“Ay kane din tagay pagulliyan ne Dios sin datu in-inagkona tada kídi lusà tada nga ummán kitu nekari na kitu Abraham kitun, ay ummadu da la nga ummadu 
ACT.7.18	panda kitu inagturáy natu isa nga ári ka Egipto nga akkan makammu win kitu Jose. 
ACT.7.19	Ay díkod nagraw-rawtán na datu kamungayán tada, ay se na pinalsuwán datu inagkona tada, nga akkan manarakan kadatu annánà da, ta senu matayán da.”
ACT.7.20	“Ay ittu tun tu nekeanà tu Moses nga napiya tutu wala ki agsisíngan ne Dios. Nesirusirù datu mannákam na tu nagtarakan da kaggína ka tallu búlán kitu balay da. 
ACT.7.21	Ay kane akkan da nga mesirù in, ay nippà da. Ay nasmà natu an-anà tu Faraon nga babay, ay inalà na, se na tinagábu. 
ACT.7.22	Ay díkod kane umab-abay tu Moses, ay tinùgúdán datu iEgipto kadatu ngámin na ammuammu da. Ay nagbalin ka nalaing nga magbàbànán se nasírib kadatu ngámin na kuk-kuwaan na.”
ACT.7.23	“Ay kane appát púlu dagun tu Moses sin, ay nalammat na tu mawe nga maggagáyám kadatu páda na nga iIsrael. 
ACT.7.24	May kane masingan na tu isa nga kamungayán na nga pagpang-pangsán natu isa nga iEgipto, ay nigdù na se na nebálat, ay napatay na tu iEgipto. 
ACT.7.25	Dalínán na nu nammuwán datu páda na nga aggína ya ibon ne Dios nga kagdù da, ngamay akkan. 
ACT.7.26	Ta kane kaláwa manin, ay atán da manin dinatang na nga duwa nga magsáwad nga kapáda na nga iIsrael. May iniwadán nada, nga nán na, ‘Kabbulun, tura kayu magpatay, ay magwagi kayu,’ nán na. 
ACT.7.27	May nesùlin natu napangas tu Moses, nga nán na, ‘Tura la ikaw ya aggintutuldu nga mangiapu kadakami ta!’ nán na kitu Moses. 
ACT.7.28	‘Asippatayan nà pe, nga ummán kitu kinuwám kitu iEgipto kagedamen?’ nán na. 
ACT.7.29	Ay kane magìna tu Moses tu kinagi na, ay nagtálaw nga nawe nagyán ka íli Midian. Ay nangatáwa pe yin kattoni, ay nakapútut ka duwa nga lalláki,” nán ne Esteban.
ACT.7.30	“Ay kane appát púlu dagun tu Moses ka Midian nin, ay uwad anghel ne Dios nga nagpassingan kaggína kitu apuy natu maggatagatang nga kaykayu kitu kowad na kitu ir-ir-er kitu pungut tu bantay Sinai. 
ACT.7.31	Ay kane masingan tu Moses tun, ay nasdaáwan. Ay kane adanniyánan na nga sinnan kuma, ay nagìna na tu úni ne Apu Dios 
ACT.7.32	nga nán na, ‘Iyà ya Dios datu inagkona mu.’ ‘Dios nà tu Abraham, se tu Isaac se tu Jacob,’ nán na. Ay nagtar-tartar tu Moses kitu ansing na. Ay tútu akkan na meturad sinnan.”
ACT.7.33	“Ay nán na kitu Moses, ‘Ippà mu ya sapátus mu, ta nadáyaw ya lusà a giyán mu wi,’ nán ne Dios. 
ACT.7.34	‘Nasingan ku tutu wala ya amal-pallà da kadaya tolay ku ka Egipto. Nagìna ku pe ya agpannakit da. Ay túya inumbet tà nga mangitálaw kaggída ngin. Ay ikaw, Moses, ya ibon ku ka Egipto,’ nán ne Dios kitu Moses,” nán ne Esteban.
ACT.7.35	“Ay díkod tu Moses sin tu nebon ne Dios nga mangwaya se mangiapu kadatu inagkona tada. Aggína kam tu lùsawan da nga mangiapu kaggída, ta nán da kitun nga, ‘Tura la ikaw ya aggintutuldu nga mangiapu kadakami ta!’ nán da. Ngamay aggína tu nagpassingannán natu anghel kitu maggatagatang nga kaykayu. 
ACT.7.36	Díkod tu Moses tu nangitálaw se nangiapu kadatu inagkona tada ka Egipto. Adu datu nakas-kasdáaw nga kinuw-kuwa na kitu kaatán da kam ka Egipto, se itu inannalen da nga dumalákit kitu Daggáng nga Bebay, se itu nakadalidalen da kitu ir-ir-er ka appát púlu wa dagun. 
ACT.7.37	Tu idi nga Moses kam pe tu nangikagi kadatu in-inagkona tada nga iIsrael, nga atán manin ibon ne Dios kaggída, nga pútupútut da, nga mangibàbànán ka panggap kaggína, nga ummán kitu inangngibon na kaggína. 
ACT.7.38	Kadatu nagguurnung nga inagkona tada kitu ir-ir-er, ay tu Moses tu nangagiyán ne Dios kadatu lin-lintag na ka bantay Sinai kitu nangngamomán natu anghel kaggína. Ay ittu datun na lin-lintag ya nidde na kadàtada ngin,” nán ne Esteban.
ACT.7.39	“Ngamay akkan ikur-kurug datu in-inagkona tada tu Moses, ay lùsawan da ngin. Ay tútu kitu uray da, ay nagulli da kammin ka Egipto. 
ACT.7.40	Ay tútu nán da kitu Aaron na pádi da, ‘Pangwa nakami kadaya sinan diy-diyos mi nga mangabul-bulun kadakami. Ta ya Moses kiyán na nangitálaw kadakami ka Egipto, ay akkan mi ammu win ya napà-pàyanán na,’ nán da. 
ACT.7.41	Ay ittu tu inangwa da ka sinan báka, nga ittu tu tug-tugnán da. Nagsay-am da ka agpatag da gapu kitu kinuwa da kampela ngin. 
ACT.7.42	Ngamay pinagdudoray ne Dios da la ngin na magday-dáyaw kadaya mata se búlán se daya bittuwan. Ay tú pe idi tu nepekagi ne Dios kitu pagbàbànánan na kitun, kitu inagkuna na nga:
ACT.7.42	‘Dakayu wa iIsrael! Kitu appát púlu wa dagun nga nag-agyán nu kitu ir-ir-er, ay akkan nga iyà tu tinug-tugnán nu,’
ACT.7.42	nán na,
ACT.7.43	‘nu di datu sinan diy-diyos nga kinuwa nu. Inag-agtu nu mà tu bal-balay natu diy-diyos nu nga nagngágan ka Moloc, se itu sinan bittuwan natu diy-diyos nu nga Refam. Ay díkod pagtaláwan takayu kiya lusà nu, panda kiya íli ka padne kattoni ka Babilonia,’
ACT.7.43	nán natu nepekagi ne Dios kitu pagbàbànánan na kitun,” nán ne Esteban.
ACT.7.44	“Ag-agtu datu inagkona tada kitu kowad da ka ir-ir-er tu nengágan da ka balay ne Dios, nga nàwa nga ummán kitu nebílin ne Dios kitu Moses nga kàwa na nga nepassingan na kaggína. 
ACT.7.45	Ay kane mabà-bayág gin, ay inag-agtu da pe tun na balay ne Dios kitu nelalbet de Josua kídi lusà tada ngin. Ay ngámin datu tolay nga napadán kitúni, ay pinàpur ne Dios da. Ay díkod tu balay ne Dios, ay uwad kam kadatu inagkona tada panda kitu inagbalin tu David ka ári da. 
ACT.7.46	Ay pàgan pànang ne Dios tu David. Díkod nekarárag natu David ke Dios, nga Dios natu Jacob, nga nu mabalin ay pangwa na ka templo nga ittu ya balay na. 
ACT.7.47	Ngamay tu Solomon nga an-anà na tu nangwa, akkan aggína,” nán ne Esteban.
ACT.7.48	“May e Dios, ay akkan mà wayya mag-agyán kadaya binalay tolay yala, nga ummán kitu nepekagi ne Dios kitu isa nga pagbàbànánan na kitun, nga nán na:
ACT.7.49	‘Lángit ya pagtutúgawán ku, ay kalawagán ya agdadamkán ku. Ay ummán nád naya balay nga kuwaan nu wa para kiyà? Ay se wà ummán nád ya kuwaan nu nga pagimangán ku? 
ACT.7.50	Ay iyà mà ya nangwa ki ngámin kadayán’
ACT.7.50	Ay ittu dayán datu nepekagi ne Dios kitun,” nán ne Esteban.
ACT.7.51	Nán ne Esteban kadatu ap-apu datu Judyu: “Nanganna agpà ya kinasúkir nu nga tolay ta!” nán na. “Inagkulnit naya uray nu win se nagbangngag kayu pe yin! Ta tura nu kalùsawan daya kag-kagiyan naya Ispiritu ne Dios, nga ummán kitu kinuwa datu in-inagkona tada. 
ACT.7.52	Atán kadi oray isa kadatu pagbàbànánan na kitun ya akkan pinal-pallà datu inagkona tada. Pinatayán da datu nangibàbànán kiya ilalbet naya namáru wa An-anà ne Dios. Ay kídi yin, ay dakayu ya nangipatiliw se nangipapatay kaggína.
ACT.7.53	Dakayu daya nangiddanán ne Dios kadatu lin-lintag na, may tura mán kammin na dakayu daya akkan mangikurug kadatun,” nán tu Esteban kitu nangátu wa pádi.
ACT.7.54	Ay kane magìna datu ap-apu datu Judyu datu kinag-kagi natu Esteban, ay magngar-ngarasiyat da ta nakarungat da pà-pànang ngin. 
ACT.7.55	May napatàyán tu Esteban ki Ispiritu ne Dios. Ay kane maglángad ka lángit, ay nasingan na ya diláng ne Dios, ay se nasingan na pe ye Jesus nga atán kitu padne diwanán ne Dios. 
ACT.7.56	“Sinnan nu kod. Nalùtán ya lángit tin,” nán ne Esteban, “ay atán ne Jesus nga magsisíkád ka padne diwanán ne Dios,” nán na.
ACT.7.57	May impután da datu talínga da, se da sar-saráwan ne Esteban, se da nga dummarup ngámin kaggína, 
ACT.7.58	se da dinugkam nga ilawán kitu íli, se da tinùtoán. Ay datu binon datu ap-apu nga magtùtò ke Esteban, ay nebansi da datu bádu da kitu isa nga bag-bagu nga nagngágan ka Saulo.
ACT.7.59	Kaggída nga magtùtò kitu Esteban, ay nagkarárag nga nán na, “Apu Jesus, alà mu ya kaduduwà,” nán na. 
ACT.7.60	Ay se yala nga nagpalintud, ay se na nán nga nepáuy ya “Apu, akkan muda pabasúlan kadaya kuk-kuwaan da,” nán na, ay se yala natay yin.
ACT.8.1+ACT.8.2	Datu napikkilan nga nadiosán nga lalláki datu nagsángit tutu wala kitu Esteban, ay se aggída pe tu nangitaman kaggína. Ay naganggammán ne Saulo tu nammatay da kitu Esteban.
ACT.8.1+ACT.8.2	Kitun na algaw, ay nanggayát tu nekapal-pallà pànang datu mangurug ke Jesus ka Jerusalem. Nepariparit da ki ngámin probinsiya daya Judea se Samaria. Tittu datu apostoles datu nabansi ka Jerusalem.
ACT.8.3	Ay e Saulo, ay piyán na dadàlan tu bungguy datu mangurug ke Jesus. Linnà na datu babbabalay da se na nga tiniliwán datu lalláki se babbay nga mangurug, se nada ibalúdán.
ACT.8.4	Ay datu mangurug nga nepariparit, ay nawe da kadatu il-íli nga nangibàbànán kiya mepanggap ke Jesus. 
ACT.8.5	E Felipe tu isa kaggída. Aggína tu nawe kitu isa nga íli ka Samaria nga nangibàbànán nga e Jesus tu Nebon ne Dios. 
ACT.8.6	Napiya pànang tu naggigìna datu adu wa tolay kadatu kinag-kagi na, ay nasingan da datu nakas-kasdáaw nga kinuw-kuwa na. 
ACT.8.7	Ata adu kadatu tolay tu makas-asáraw kitu agtálaw datu áran kaggída, se adu pe datu naagásan na pílay se magdapepe. 
ACT.8.8	Ay tútu naganggam pànang datu tolay kitun na íli. 
ACT.8.9	Uwad isa nga durarákit kitúni nga íli nga pinasdaáwan na datu iSamaria gapu kitu laing na. Simon tu ngágan na, ay nán na nga naturáy. 
ACT.8.10+ACT.8.11	Ay pinatag da ngámin, oray nágan na nga tolay kitúni, áta nabayág nada ngin na pinasdaáwan kadatu kuk-kuwaan na. Gìnán da pànang datu kagiyan na, ta nán da nga, “Atán kaggína ya kurug ga pannakabalin ne Dios,” nán da. 
ACT.8.12	May kane mangurug da kadatu nebàbànán ne Felipe panggap ke Jesu-Cristo se kiya angngituráy ne Dios, ay adu wa lalláki se babbay tu binawtisarán na. 
ACT.8.13	Ay oray pe tu Simon, ay nangurug pe. Ay kane makibawtisár pe, ay nebul-bulun kitu Felipe, ay nasdaáwan kadatu nakas-kasdáaw nga nas-asingan na.
ACT.8.14	Ay kane magìna datu apostoles ka Jerusalem nga nangurug datu iSamaria kiya bàbànán ne Dios, ay nebon da de Pedro se Juan nga mawe ka Samaria. 
ACT.8.15	Ay kane dumatang da, ay nekarárag da datu mangurug ke Jesus, ta senu maalubuwán da kiya Ispiritu ne Dios, 
ACT.8.16	ta oray nu nabawtisarán da ngin kane mangurug da ke Apu Jesus, ay akkan da pikam naalubuwán kiya Ispiritu ne Dios. 
ACT.8.17	Ay kane iparotun datu apostoles datu íma da kaggída, ay naalubuwán da ngin kiya Ispiritu ne Dios.
ACT.8.18	Ay kane masingan ne Simon nga naalubuwán da kiya Ispiritu ne Dios kane iparotun datu apostoles datu íma da kaggída, ay nangipatangtang ka pirà kadatu apostoles. 
ACT.8.19	“Iddán dà mán pe kiyán na pannakabalin,” nán na, “ta senu oray iinna ya pangiparotunán ku ki ímà, ay maalubuwán pe kiya Ispiritu ne Dios,” nán na.
ACT.8.20	Ngamay nán ne Pedro kaggína, “Metangasìdug ka kiya pirà mu ka impiyernu, ta dalínán mu nu mabayádam ya pagkallà ne Dios. 
ACT.8.21	Awan mu keramánan kiya kuk-kuwaan mi, ta ammu ne Dios nga akkan napiya daya lam-lamtan mu. 
ACT.8.22	Makappoli ka lugud, se mu ikarárag ke Apu nga pakawanan naka din kiyán na nadakè a lam-lamtan mu, 
ACT.8.23	áta melásin ku ya kinadakè naya uray mu gapu ki ásil, se ammù nga naturáy pikam ya panagbas-básul kikaw,” nán ne Pedro ke Simon. 
ACT.8.24	Tútu, “Ikarárag dà mán lugud ke Apu, ta sen áwan din màwa kiyà kadatu kinagi mu,” nán ne Simon kaggída.
ACT.8.25	Ay kane mabalin de Pedro se Juan nin nga mangikagi ka mepanggap kitu angngurug da se mangibàbànán kattoni ka mepanggap ke Apu Jesus, ay nagulli da kammin ka Jerusalem. Ay nebàbànán da pe ya mepanggap ke Jesus kadatu adu wa liniwánan da nga babalay ka Samaria.
ACT.8.26	Ay uwad isa nga anghel ne Apu nga nangamomán ke Felipe nga nán na, “Mawe ka kitu kalsáda ki ir-ir-er ka allod nga gayát ka Jerusalem nga mameyag ka íli Gaza,” nán natu anghel. 
ACT.8.27+ACT.8.28	Ay tútu nawe ye Felipe yin. Ay atán isa nga upisiyál nga iEtiopia kitúni nga gayát ka Jerusalem nga nagday-dáyaw ke Dios, nga mameyag gin ka balay da. Aggína tu sareru natu Candace nga apu ka Etiopia nga babay. Ay magtutúgaw kitu takay na nga magbása kitu libru natu Isaias nga pagbàbànán ne Dios kitun. 
ACT.8.29	Ay se yala nán natu Ispiritu ne Dios ke Felipe, “Umadanni ka kiya takay na, se kala mebulun kaggína,” nán na.
