MAT.1.1	Jézi Kwi sé désandan Wa David épi désandan Abrahanm. Mi non jennenwasyonʼy:
1CO.12.3	Mwen vlé zòt konpwann si Lèspwi Bondyé ka kondwi an moun, moun sala pa kay di anyen kont Jézi. Épi pyèsonn pa sa konfésé Jézi sé Senyè-a anba Lèspwi Bondyé fè moun sala di sa.
1CO.12.4	La ni diféwan kalité kado, mé sé Lèspwi Bondyé ki ka bay tout. 
1CO.12.5	La ni diféwan mannyè moun ka fè twavay Senyè-a, mé sé bay menm Senyè-a yo ka fèʼy. 
1CO.12.6	La ni diféwan kalité abilité pou fè twavay, mé sé menm Bondyé-a ki bay chak moun abilité-a pou fè kalité twavay-la yo ka fè-a. 
1CO.12.7	Bondyé ka moutwé pwézans Lèspwiʼy adan an mannyè an chak moun, pou yo sa sèviʼy pou édé tout légliz-la. 
1CO.12.8	Lèspwi Bondyé bay yon moun abilité-a pou palé an konmisyon ki benyen lasajès, épi menm Lèspwi-a bay an lòt moun abilité-a pou palé an konmisyon ki plen bon lésisyon. 
1CO.12.9	Menm Lèspwi Bondyé-a ka bay yon moun lafwa, paditan i ka bay an lòt moun pouvwa-a pou djéwi. 
1CO.12.10	Lèspwi-a bay an lòt moun pouvwa-a pou fè miwak; an lòt i bay pouvwa-a pou di konmisyon Bondyé, épi pou an lòt ankò i bay abilité-a pou konnèt diféwans-lan adan an lèspwi ki sòti pa kado Bondyé épi sa ki pa sòti pa kado Bondyé. Pou an lòt moun i bay abilité-a pou palé langaj ki étwanj, épi pou an lòt i bay abilité-a pou sa déchifwé langaj étwanj-lan. 
1CO.12.11	Mé sé menm Lèspwi-a ki ka fè tout sa. I ka bay chak moun diféwan kado, kon i menm Lèspwi-a vlé.
1CO.12.12	Menm kon an kò sé yon sèl bagay ki ni diféwan mòso épi tout sé mòso-a, magwé yo sé an chay, sé yon sèl kò, sé menm kon sa i yé épi Jézi. 
1CO.12.13	An menm mannyè-a nou tout, menm si nou sé Jwif ében pa Jwif, menm si nou sé èslav ében ni libèté nou, Lèspwi Bondyé ja batizé nou adan yon sèl kò épi Bondyé ja ban nou tout menm Lèspwi-a an tjè nou.
1CO.12.14	Paski kò-a menm pa fèt épi yon sèl mòso, mé i fèt épi an chay mòso. 
1CO.12.15	Si pyé-a té ni pou di, “Paski mwen pa lanmen-an, kò-a pa bizwen mwen,” sa pa vlé di i sé pa mòso adan kò-a. 
1CO.12.16	Épi si zòwèy-la té ni pou di, “Paski mwen pa zyé-a, kò-a pa bizwen mwen,” sa pa vlé di i sé pa mòso adan kò-a. 
1CO.12.17	Si tout kò-a té an zyé sèlman, ki mannyè i kay fè tann? Épi si i té an zòwèy sèlman, ki mannyè i té kay fè pwan lòdè? 
1CO.12.18	Mannyè i yé-a kanmenm, Bondyé mété tout diféwan mòso adan kò-a kon i té vlé. 
1CO.12.19	La pa té kay ni an kò si tout té yon sèl mòso. 
1CO.12.20	Kon i yé-a, la ni an chay mòso, mé sé yon sèl kò.
1CO.12.21	Kon sa, zyé-a pa sa di lanmen-an, “Mwen pa bizwenʼw!” Ni tèt-la pa sa di pyé-a, “Pyé, mwen pa bizwenʼw!” 
1CO.12.22	Okontwè, nou pa sa fè san sé mòso an kò-a nou kwè ki pli fèb-la. 
1CO.12.23	Épi sé mòso an kò-a nou konsidiwé ki pa ni djè lonnè-a, sé yo nou ka gadé apwé pli byen, épi sé sa nou konsidiwé ki pa bèl-la, sé épi yo nou ka pwan pli pokosyon pou kouvè yo. 
1CO.12.24	Mé sé mòso-a ki bèl-la pa bizwen otan antansyon kon sa. Bondyé menm ja mété kò-a ansanm adan an mannyè kon sa sé mòso-a nou kwè ki pa vo an chay-la kay jwenn pli gwan lonnè. 
1CO.12.25	Bondyé fè sa kon sa sé mòso-a an kò-a pa kay babyé épi yonn a lòt, mé yo sipozé gadé apwé yonn a lòt. 
1CO.12.26	Si yonn an sé mòso-a ka soufè, tout sé lézòt-la kay soufè épiʼy. Si yonn wisivwè lonnè, tout sé lézòt-la kay kontan ba li.
1CO.12.27	Zòt tout sé kò Jézi, épi chak yonn an zòt sé an mòso adanʼy. 
1CO.12.28	An légliz-la, Bondyé ja mété tout mòso an plas. Pwèmyéman zapòt, dézyenm sé sa ki ka wisivwè épi di konmisyon Bondyé-a, épi twazyenm sa ki ka enstwi lézòt. Apwé sa, sé sa ki ka fè miwak-la, sé sa ki ni pouvwa pou djéwi-a, sé sa ki pou édé lézòt-la, sé sa pou gadé apwé zafè légliz-la, épi sé sa pou palé adan an langaj ki étwanj-lan. 
1CO.12.29	Yo tout pa zapòt, ében yo tout pa ka wisivwè épi di konmisyon Bondyé, ében yo tout pa ka enstwi. Sé pa tout ki ni pouvwa-a pou fè miwak, 
1CO.12.30	ében pou djéwi maladi, ében pou palé an langaj ki étwanj, ében pou sa déchifwé langaj étwanj sala. 
1CO.12.31	Mété tout lidéʼw asou sé kado-a ki pli ho-a. Épi apwézan mwen kay moutwéʼw an chimen ki pli ho toujou.
1CO.13.1	Mwen pé sa palé sé langaj-la lézòm ka palé-a, épi jik sé sa nanj ka palé, mé si mwen pa ni lanmityé, pawòl mwen kay menm kon lè ou ka konyen an bonm zenk vid, ében lè ou ka sonnen klòch. 
1CO.13.2	Mwen pé ni pouvwa-a pou di konmisyon Bondyé, mwen pé konnèt tout bagay épi mwen pé sa konpwann tout lavéwité ki té séwé; mwen pé ni tout lafwa-a ki sa fè sé mòn-an sòti an plas, mé si mwen pa ni lanmityé, mwen pa anyen. 
1CO.13.3	Mwen pé bay tout bagay mwen ni épi jik kité yo bwilé kò mwen, mé si mwen pa ni lanmityé, sa pa kay sinifyé mwen anyen.
1CO.13.4	Lanmityé ni pasyans épi i ni bon mannyè. I pa jalou épi i pa ni lògèy. 
1CO.13.5	Lanmityé pa hadi. I pa ka gadé pou lantéwéʼy tousèl. Anyen pa kay fèʼy faché. I pa ka tjenbé moun an tjèʼy. 
1CO.13.6	Lanmityé pa ka widjèwté an movèzté, mé i ka widjèwté an lavéwité-a. 
1CO.13.7	Lanmityé ni abilité-a pou soufè tout bagay. I pa janmen pèd lafwa. I toujou ni èspwa, épi pasyans li pa janmen bout.
1CO.13.8	Lanmityé ka diwé pou tout tan. La ni konmisyon moun ka wisivwè an lanmen Bondyé pou yo di, mé sa kay fini anyen. La ni kado ka fè moun palé an langaj ki étwanj, mé sa kay doubout. La ni sa nou konnèt, mé i kay fini anyen osi. 
1CO.13.9	Paski sa nou konnèt épi abilité-a nou ni pou di konmisyon Bondyé-a pʼòkò fini bon. 
1CO.13.10	Mé lè sa ki pawfé-a vini, sa ki pʼòkò bon asé an nou-an kay fini anyen.
1CO.13.11	Lè mwen té an ti manmay, mwen té ka palé kon an ti manmay, mwen té ka katjilé kon an ti manmay, mwen té ka wézonnen kon an ti manmay. Lè mwen vini an nonm, mwen kité tout zafè ti manmay sala dèyè do mwen. 
1CO.13.12	Sa nou ka wè apwézan-an sé menm kon an imaj nou ka wè toub adan an miwè. Mé an tan ki ka vini nou kay wè tout bagay aklè. Mwen pʼòkò fini konpwann tout bagay konsèné Bondyé, mé mwen kay konpwann tout bagay menm kon Bondyé konpwann tout bagay konsèné mwen.
1CO.13.13	Kon sa la ni twa bagay ki kay wèsté: lafwa, èspwa épi lanmityé. Épi pli gwan an sé twa bagay sala sé lanmityé.
1CO.14.1	Swiv chimen lanmityé-a épi mété tout lidéʼw asou sé kado-a Lèspwi Bondyé ka bay-la, èspwèsman kado-a ki ka fè ou pòté konmisyon Bondyé-a. 
1CO.14.2	Sé moun-an ki ka palé an langaj étwanj-lan pa ka palé bay nonm mé sé bay Bondyé, paski pyèsonn pa sa konpwann yo. Pouvwa Lèspwi Bondyé ka fè yo palé lavéwité ki tjenn an sigwé. 
1CO.14.3	Mé sa ki ka pòté konmisyon Bondyé-a ka palé bay nonm pou fè yo fò, pou ankouwajé yo épi pou konsolé yo. 
1CO.14.4	Langaj étwanj ka bennéfis moun-an ki ka paléʼy-la tousèl, mé sé sa ki ka pòté konmisyon Bondyé-a, tout légliz-la ka jwenn bennéfis an sa yo ka di-a. 
1CO.14.5	Mwen té kay vlé zòt tout palé an langaj étwanj, mé mwen té kay pli simyé si zòt sa pòté konmisyon Bondyé. Moun-an ki ka pòté konmisyon Bondyé-a pli enpòtan pasé sa ki ka palé an langaj étwanj-lan, anba la ni yonn ki sa déchifwé sa i di-a. Kon sa tout légliz-la kay jwenn an bennéfis.
1CO.14.6	Bon, fwè épi sè, si mwen vini wè zòt épi mwen palé langaj étwanj, zòt pa kay ni pyès gany an sa mwen ka di-a anba mwen wévélé an bagay ében mwen fè zòt apwann an bagay, ében mwen pòté konmisyon Bondyé ében mwen enstwi. 
1CO.14.7	Si ou ka jwé mizik épi an flout ében yonn an sé lézòt bagay-la moun ka pwan pou jwé mizik-la, ki mannyè pyèsonn kay fè sav ki chanté ki ka jwé si mannyè ou ka jwé-a pa asé klè? 
1CO.14.8	Épi si nonm-lan ki ka jwé twonpèt-la pa soufléʼy pou tout moun tann, ki moun ki kay pwépawé pou batay-la? 
1CO.14.9	An menm mannyè-a, ki mannyè pyèsonn kay konpwann sa ou ka di-a si konmisyon-an ou ka bay-la sé adan an langaj étwanj ki pa klè? Ou kay palé bay van-an. 
1CO.14.10	La ni plizyè diféwan langaj an latè-a épi yo tout enpòtan pou sé moun-an ki ka konpwann yo-a. 
1CO.14.11	Si an moun ka palé ban mwen épi mwen pa konnèt langaj-la i ka palé-a, moun sala kay kon an étwanjé pou mwen épi mwen kay kon an étwanjé pou li osi. 
1CO.14.12	Kon zòt ja mété lidé zòt pou jwenn sé kado-a Lèspwi Bondyé ka bay-la, pyété pou mété pli èfò dèyè sé kado-a ki kay édé légliz-la pwofité-a.
1CO.14.13	Pou wézon sala moun-an ki ka palé adan an langaj ki étwanj-lan sipozé mandé Bondyé abilité-a pou i sa déchifwé sa i ka di-a. 
1CO.14.14	Si mwen ka pwédyé adan an langaj ki étwanj, lèspwi mwen menm ka pwédyé mé lidé mwen menm kay vid. 
1CO.14.15	Si sé kon sa i yé, ki sa mwen sipozé fè? Mwen kay pwédyé an lèspwi mwen, mé mwen kay pwédyé osi an lidé mwen; mwen kay chanté an lèspwi mwen, mé mwen kay chanté osi an lidé mwen. 
1CO.14.16	Si ou ka adowé Bondyé adan lèspwiʼw tousèl, ki mannyè an lòt moun ki twouvé kòʼy anpami zòt sa di ensiswatil pou lapwiyèʼw, si i pa sav ki sa ou ka di-a? 
1CO.14.17	Lapwiyè-a pé bon asé mé i pa édé lòt moun-an pyès.
1CO.14.18	Mwen ka wimèsyé Bondyé paski mwen ka palé an langaj étwanj pasé zòt pyès. 
1CO.14.19	Mé an légliz-la mwen kay simyé palé senk mo pawòl moun sa konpwann pou mwen sa enstwi lézòt pito mwen palé konmen mil pawòl an langaj ki étwanj.
1CO.14.20	Fwè épi sè, doubout katjilé kon manmay. Zòt sipozé wèsté lwen movèzté kon manmay, mé an menm di tan-an zòt sipozé katjilé kon gwan moun. 
1CO.14.21	Senyè-a di an lévanjil-la, “Mwen kay pwan moun ki ka palé langaj étwanj pou mwen sa palé bay sé moun mwen-an. Mwen kay sèvi bouch étwanjé, mé menm si mwen fè sa, sé moun mwen-an pa kay kouté mwen.”
1CO.14.22	Bondyé pa bay abilité-a pou palé langaj étwanj pou moutwé moun ki ka kwè an li pouvwaʼy, mé sé bay moun ki pa ka kwè. Mé lè ou pòté konmisyon Bondyé, sa sé pou moun ki ka kwè épi sé pa pou moun ki pa ka kwè. 
1CO.14.23	Kanmenm, si tout légliz-la jwenn ansanm épi tout moun koumansé ka palé adan langaj ki étwanj épi la ni moun ki pa ka kwè anpami zòt, ès si yo pa kay di zòt ka fou? 
1CO.14.24	Mé si moun ki pa ka kwè ében ki pa ka konpwann vini anpami zòt lè zòt ka pòté konmisyon Bondyé-a, sa i tann-an kay palé bay konsyans li épi moutwéʼy péchéʼy. Tout sé bagay-la i tann-an ka jijéʼy. 
1CO.14.25	Épi sé sigwé-a i ni an tjèʼy-la kay pawèt aklè douvan fidjiʼy. Kon sa i kay tonbé asou jounouʼy épi adowé Bondyé épi i kay di épi tout tjèʼy, “Bondyé isi-a anpami zòt pou vwé.”
1CO.14.26	Sa mwen vlé di-a sé sa, fwè épi sè. Lè zòt vini légliz, yon moun ni an chanté pou adowé Bondyé, an lòt ni an bagay pou i sa enstwi, an lòt Bondyé bay an wévélasyon, an lòt an konmisyon adan langaj ki étwanj, épi an lòt ankò sa déchifwé sa ki palé an langaj étwanj-lan. Zòt sipozé fè tout bagay pou édé légliz-la épi pou fè i pwofité. 
1CO.14.27	Si pyèsonn ni pou palé adan an langaj ki étwanj, pa pli pasé dé ében twa ki sipozé palé, yonn apwé lòt, épi la sipozé ni an moun pou déchifwé sa ki ka di-a. 
1CO.14.28	Mé si la pa ni pyèsonn pou déchifwé sa ki di-a, sa ki ka palé an langaj ki étwanj-lan sipozé wèsté an silans an légliz-la épi palé bay kòʼy menm épi bay Bondyé tousèl.
1CO.14.29	Kité dé ében twa an sé sa ki ka pòté konmisyon Bondyé-a palé, épi kité sé lézòt-la miziwé sa ki di-a. 
1CO.14.30	Mé si Bondyé bay yonn an sé sa ki ka asid tou pwé-a an konmisyon, sa ki ka palé-a sipozé doubout palé. 
1CO.14.31	Zòt tout, yonn apwé lòt, pé di konmisyon-an Bondyé bay zòt-la, kon sa tout moun kay apwann épi tout moun kay jwenn ankouwajman. 
1CO.14.32	Moun-an Bondyé bay konmisyonʼy pou di-a sipozé kondwi kado sala. 
1CO.14.33	Paski Bondyé pa an Bondyé ki ka mété konfizyon anpami sé moun li-a, mé pito lapé.
1CO.14.33	Menm kon tout lèstan légliz Bondyé, 
1CO.14.34	sé madanm-lan ni pou wèsté an silans lè yo vini légliz. Yo pa ni dwa-a pou palé; kon lwa sé Jwif-la di, sé pa pou yo adan pozisyon koté yo kay kondwi. 
1CO.14.35	Si yo vlé sav an bagay, yo sipozé mandé mawi yo lakay yo. I sé an hontèz pou an madanm palé lè i légliz. 
1CO.14.36	Ki sa? É é, pawòl Bondyé-a, sé an zòt i sòti? Ében ès si zòt kwè zòt sé sèl konpanni moun Bondyé ja bay pawòl li?
1CO.14.37	Si an moun kwè i ka pòté konmisyon Bondyé ében i sé an moun Lèspwi Bondyé ja bay an kado, i oblijé wéyalizé sé konmandman-an mwen ékwi bay zòt-la sé konmandman Senyè-a. 
1CO.14.38	Mé si pyèsonn pa vlé aksèpté sa mwen ka di-a, ou pa sipozé aksèpté nonm sala pou sa i di i yé-a nonplis.
1CO.14.39	Kon sa fwè épi sè, mété tjè zòt pou zòt pòté konmisyon Bondyé, épi pa anpéché moun palé langaj ki étwanj. 
1CO.14.40	Mé ou sipozé fè tout bagay dwèt épi annòd.
1CO.15.1	Bon, fwè épi sè, mwen vlé zòt chonjé Bon Nouvèl-la mwen pwéché bay zòt-la, sa zòt wisivwè kon an fondasyon pou zòt sa doubout fò-a. 
1CO.15.2	Bon Nouvèl sala kay sové zòt, si zòt doubout fò adanʼy. Si zòt pa doubout fò adanʼy, sa vlé di zòt ja kwè an ven.
1CO.15.3	Paski mwen ja délivwé bay zòt sa mwen wisivwè ki enpòtan an chay-la: Sa sé ki Jézi mò pou péché nou, menm kon i ékwi an lévanjil-la, 
1CO.15.4	yo téwéʼy épi i wésisité twa jou apwé, menm kon i ékwi an lévanjil-la. 
1CO.15.5	Épi i fè Pita wèʼy, épi apwé i fè sé douz zapòt-la wèʼy osi. 
1CO.15.6	Apwé sa pli pasé senk san an sé moun-an ki té ka swiv li-a wèʼy ansanm. Plizyè an yo ka viv toujou, magwé adan ja mò. 
1CO.15.7	Apwé, i fè Jémz wèʼy, épi apwé sa i fè tout sé zapòt-la wèʼy. 
1CO.15.8	Apwé tout sa, magwé mwen té menm kon an ich manmanʼy té fè an fòs kouch,
1CO.15.9	Sé mwen ki pli ba an sé zapòt-la, épi mwen pa menm méwité pou moun kwiyé mwen an zapòt paski mwen fè légliz Bondyé-a soufè. 
1CO.15.10	Mé sé lagwas Bondyé ki fè mwen sa mwen yé-a, épi lagwas-la i ban mwen-an pa té an ven. Okontwè mwen twavay pli wèd pasé pyès sé lézòt zapòt-la magwé sé pa mwen ki fèʼy di bonn tèt mwen — sé lagwas Bondyé ki épi mwen. 
1CO.15.11	Kon sa, menm si i té sa mwen pwéché ében sa sé lézòt zapòt-la pwéché, sé konmisyon sala nou kontiné ka pwéché, épi sé adanʼy zòt ka kwè.
1CO.15.12	Bon, si nou ka pwéché ki Jézi ja wésisité hòd lanmò, ki mannyè adan ki anpami zòt ka di ki moun ki ja mò pa kay wésisité hòd lanmò? 
1CO.15.13	Ében, si moun ki ja mò pa kay wésisité, sa vlé di pa menm Jézi ki wésisité hòd lanmò. 
1CO.15.14	Épi si Jézi pʼòkò té wésisité hòd lanmò, pwéché-a nou ka pwéché-a épi lafwa-a zòt ni an Jézi-a tout an ven. 
1CO.15.15	Pa sa tousèl — i ka moutwé sa nou ka di konsèné Bondyé-a pa vwé, paski nou di i wésisité Jézi hòd lanmò. Mé si i vwé moun ki ja mò pa ka wésisité, ében, Bondyé pa té wésisité Jézi hòd lanmò. 
1CO.15.16	Paski si moun ki ja mò pa ka wésisité, sa vlé di Jézi pʼòkò wésisité nonplis. 
1CO.15.17	Épi si Jézi pʼòkò wésisité, sa vlé di lafwa-a zòt ni an Jézi-a pa kay sinifyé zòt anyen épi zòt anba pouvwa péché toujou. 
1CO.15.18	Sa vlé di osi, sé moun-an ki té ka kwè an Jézi-a, yo tout ja péwi kon yo mò-a. 
1CO.15.19	Si èspwa-a nou ni an Jézi-a bon an lavi sala tousèl, nou sipozé fè moun lapenn pasé tout lézòt moun asou latè sala.
1CO.15.20	Mé lavéwité-a sé sa: Jézi ja wésisité hòd lanmò. Sé li ki pwèmyé an tout moun ki kay wésisité. 
1CO.15.21	Kon sé an nonm ki mennen lanmò, menm mannyè-a sé an nonm osi ki mennen wézèwèksyon hòd lanmò. 
1CO.15.22	Menm kon an Adanm tout ka mò, sé kon sa an Jézi tout ka jwenn lavi. 
1CO.15.23	Mé chak moun kay wésisité mannyè Bondyé ja établi: Jézi wésisité avan, épi lè Jézi déviwé tout sé moun li-an kay wésisité. 
1CO.15.24	Apwé sa, finisman latè sala kay vini — sa sé lè Jézi kay détwi tout lòt kondwit épi tout lòt lotowité épi tout lòt pouvwa, épi apwé sa i kay délivwé wéyòm-lan an lanmen Bondyé Papa. 
1CO.15.25	Paski Jézi ni pou kondwi jis tan Bondyé mété tout lèlmiʼy anba pyé i menm Jézi. 
1CO.15.26	Dènyé lèlmi ki kay détwi sé lanmò. 
1CO.15.27	Lévanjil-la di, “Bondyé mété tout bagay anba dé pyé Gason Lézòm.” Mé lè i di, “tout bagay,” sa pa vlé di Bondyé sé yonn adan sé bagay sala, paski sé Bondyé ki bay Jézi pouvwa asou tout bagay. 
1CO.15.28	Mé lè tout bagay ja plasé anba kondwit Jézi, Gason-an kay abésé kòʼy bay Papa-a, ki té ba li pouvwa-a pou fè sa, épi Bondyé kay kondwi anho tout bagay.
1CO.15.29	Bon, sé moun-an ki batizé pou sé sa ki ja mò-a, ki sa sa kay sinifyé yo si moun ki mò pa ka wésisité pyès? Pouki pou yo batizé si yo sav moun ki mò pa kay wésisité? 
1CO.15.30	Épi pou nou menm, pouki pou nou mété kò nou an danjé tout lè kon sa? 
1CO.15.31	Fwè èk sè, mwen ka wè lanmò toulé jou. Mwen ka déklawé sa menm kon mwen ka déklawé mannyè zòt ja lévé né mwen kon nou manché an Jézi Kwi Senyè-a. 
1CO.15.32	Si mwen ja goumen épi bèt mové an vil Èfésòs paski mwen té ka gadé pou an kado an latè sala, ki gany mwen jwenn an sa? Mé si moun ki ja mò pa kay wésisité, ében, kon jan latè ka di, “Annou manjé épi bwè, paski denmen nou mò.”
1CO.15.33	Pa kité moun kwennen zòt. “Swiv mové konpanni épi ou oblijé twapé kòʼw an dézagwéman.” 
1CO.15.34	Lévé an sonmèy sala épi doubout lavi péché zòt-la. Zòt sipozé hont paski adan zòt pa konnèt Bondyé.
1CO.15.35	Mé an moun pé mandé, “Ki mannyè mò-a ka wésisité? Épi ki kalité kò yo kay ni?” 
1CO.15.36	Sòt! Lè ou planté an gwenn, i pa ka lévé tout tan i pa mò. 
1CO.15.37	Épi sa ou planté an tè-a sé pa plan-an ki kay lévé-a. Sé an gwenn tousèl ou planté, pitèt an gwenn mi ében népòt lòt gwenn. 
1CO.15.38	Mé Bondyé ka bay gwenn-an kò-a i vlé ba li-a. I ka bay chak gwenn kò-a ki pli bon pou gwenn sala. 
1CO.15.39	Épi tout bagay ki ka viv pa ni menm kò: Lézòm ni yon kalité kò, zannimo ni an lòt kalité, jibyé ni yon kalité épi pwéson ni an lòt kalité osi. 
1CO.15.40	La ni kò osi an lézè-a épi la ni kò asou latè. Bèlté sé kò-a ki an lézè-a diféwan sé sa ki asou latè. 
1CO.15.41	Sòlèy-la ni bèltéʼy menm, lalin-an ni an lòt kalité bèlté, épi sé étwal-la ni an diféwan kalité bèlté. Jik anpami sé étwal-la menm la ni diféwan kalité bèlté.
1CO.15.42	Épi sé menm mannyè i kay yé lè mò-a wésisité hòd lanmò. Lè kò-a téwé, i ka péwi. Lè i wésisité, i pa kay janmen mò ankò. 
1CO.15.43	Lè kò-a téwé i lèd épi fèb; mé lè Bondyé kay wésisitéʼy, i kay bèl an chay, épi fò. 
1CO.15.44	Lè kò-a téwé, i sé an kò ki fèt épi lachè toubonnman. Lè i kay wésisité, i kay an kò Lèspwi Bondyé ja bay lavi. Menm kon la ni an kò ki fèt épi lachè, sé menm mannyè-a la kay ni yonn Lèspwi Bondyé ja bay lavi osi. 
1CO.15.45	Paski lévanjil-la di, “Pwèmyé Adanm-lan vini an nonm vivan.” Mé dènyé Adanm-lan vini an lèspwi ki ka fè moun viv. 
1CO.15.46	Kò-a ki fèt épi lachè-a vini avan. Épi apwé, sa ki ni Lèspwi Bondyé-a. 
1CO.15.47	Pwèmyé Adanm-lan fèt épi tè épi i sòti an latè-a; dézyenm Adanm-lan sòti an syèl. 
1CO.15.48	Menm kon nonm-lan ki té fèt épi tè-a té yé, sé kon sa tout sa ki fèt an latè sala yé. Épi menm kon nonm-lan ki sòti an syèl-la yé, sé kon sa osi sé sa ki kay wèsté an syèl-la kay yé. 
1CO.15.49	Apwézan nou menm kon Adanm, nonm-lan ki fèt épi tè-a, mé an jou nou kay kon Jézi, nonm-lan ki sòti an syèl-la.
1CO.15.50	Fwè épi sè, sa mwen vlé di-a sé sa: San épi lachè pa sa antwé adan wéyòm-lan Bondyé ka kondwi-a. Bagay ki ka péwi pa sa viv pou tout tan. 
1CO.15.51	Kouté lavéwité sala ki té tjenn an sigwé-a: Nou tout pa kay mò, mé lè dènyé twonpèt-la kay souflé, nou tout kay chanjé, 
1CO.15.52	la menm, menm kon ou bat zyéʼw. Paski lè twonpèt-la souflé, sa ki mò kay wésisité épi yo pa kay janmen mò ankò, épi nou ki ka viv toujou-a kay chanjé. 
1CO.15.53	Paski sa ki ka péwi kay chanjé adan sa ki kay viv tout tan. Sa ki kay mò kay chanjé adan sa ki pa kay mò. 
1CO.15.54	Lè sa fèt, sa sé lè sa ki ka péwi tounen sa ki ka viv tout tan, lè sala sa ki matjé an lévanjil-la kay vini fèt:
