MAT.1.1	Ɛnjɔ́ɔ cɛ ɔbɔ́ta ú *Yésus *Kilís, *Ɔɔ́nɔ́ u Táfit, a wáŋa ɔɔ́nɔ́ u *Abɛ́laham : 
ACT.25.15	Ahɛ́ ɛ ŋa mɛ́ cɔba eé Yelúsalɛm, ne betéŋínyi *beluli nyiínjie na *baáŋá bé Besuif ŋe bú wuúci túméké tɔkɔma, bɔ́ mɛ́ bata anyía yámɛ sɔ́mbɔ́tɔ́na anyía wáŋa a nyɛnana noómi. 
ACT.25.16	Mío beébe bɛ́káma anyía Boloomɛ́ŋ naŋa bá tɛ abɔ́ cáŋa owiínjie ɔɔcɔ nyɛnana wuúci tɛ́ka na ɔtálɛ́mɛ́na a nyɛkála ne be-wuúci-sɔ́mɛ́na, yɔ́ bɛ́sɔ́mɔ́kɔ tɔkɔma. 
ACT.25.17	Aáná bá ŋa bɔ́ fááya aaha ɔlɔŋɔ na yaŋɔ́. I ti ómó húli ekúlú acaha ; ɔ ɔyá ɔyá mío limine e nyikélísi bɛsana, mío wiínjie makɛ́nda me ohéléne ɔɔcɔ oócí. 
ACT.25.18	Be-wuúci-nuusi ŋa bɔ́ fááya, mbá beébe te o wuúci túme hɛkɔma ta hɛ́mɔtɛ́ a tɔkɔma atɔ́ ɛ ŋa mɛ́ bá yémi ketiki. 
ACT.25.19	Bá ŋa bɔ́ bá hú ne tusuŋísúŋí a tɔ́ ŋa lɛca úúbú olumitinine, tú lɛ́caka tɔ́na Yésus, ɔɔcɔ a wɔmɔtɛ́ ewú u ŋeé wé, mbá Bóol wuúci, waá hɛ́nyákɛ́na ɔkɔɔna anyía ɔɔcɔ oócí áŋa wɔɔ́sɔ. 
ACT.25.20	Aá yaŋɔ́, ɛ ŋaá mɛ bá i ti emí menyí anyána yámɛ́ kɛla a asana eéyé. Ɛ́ɛhɛ́ ɛ ŋa mɛ́ batá Bóol mbɔ́kɔ wáŋa wu olénéke ɔcɔba eé Yelúsalɛm, anyía bé keé wuúci kélísíki hɔ́á a asana eéyé. 
ACT.25.21	Mbá Bóol ŋe húlísí yááyɛ́ asana eé buúse ; u ŋé lénéke anyía otéŋí u Lóom wuúci bɛ́muátá é kélísíki yááyɛ́ asana. Ɛ́ɛhɛ́ i ŋeé mi iínjíé makɛ́nda me o wuúci tétényíki eé ciíbe cɛ ɛcaná ɔ ɔkɔɔ́háma ekúlú eyí i ké mí wuúci tɔ́ma ná Sɛsáal. »
ACT.25.22	Mbá *Akílíba ɔsɛ ná Fɛsitus : « Ɛ ŋa mɛ́ aamba ɔlɔ́kɔ́ma ɔtáŋa ú ɔɔcɔ oócí, yaŋɔ́ bɛ́muátá. » Fɛsitus ɔsɛ : « Nyɛána aná ! Nɔɔyá, ɔ kɔ́ɔ́ lɔ́kɔ́máka úúyé ɔtáŋa. » 
ACT.25.23	Ɔ ɔyá ɔyá, na Akílíba ne Beleníse ŋa ka bɔ́ hámá na bɔɔcɔ bukime, bɔbɔŋɔ́kɔ́nɔ́nɔ́ na baacɔ beéŋí. Bé ŋgo óófine a andaŋía yɛ́ nyɛkála bɛsana ɔlɔŋɔ ne betéŋínyi bicénji na baáŋá bá Sɛsalɛ́ɛ. Fɛsitus ŋe yiínjíé makɛ́nda me okohéléne Bóol. Bé ŋe wuúci héléné. 
ACT.25.24	Mbá Fɛsitus ɔsɛ : « Otéŋí Akílíba, na banɔ́ bekime abá nua nɔ́ŋa aaha ɔlɔŋɔ na basɔ́, nu ŋa nɔ́ lɛ́ca ɔɔcɔ ooci a wáŋa tálɛ́mɛ́na eénú eé buúse. Besuif bekime ŋa bɔ́ fáákɔ́na náámɛ, bó koó wuúci sɔ́mɔ́kɛ́na o otúme eé Yelúsalɛm ɔ ɔkɔɔ́háma aaha a Sɛsalɛ́ɛ. Bá bɔ́mɔkɔ báyɛ u tɛ ɔ́mɔɔ́ nyɛ́mana tɔ́na wu ɔ háná líhéke. 
ACT.25.25	Mbá aá yaŋɔ́, ɛ́ ŋa mɛ́ lɛca anyía wuúci ta ɔkɛla bɔɔbɛ́ abɔ́ wá nyɛ́mana wu owééne eé buúbu. Ta híáná, ayɛ́ wuúci bɛ́muátá u ŋe húlísí yááyɛ́ asana né otéŋí u Lóom, mío súŋe anyía i ké mí wuúci tɔ́ma nááyá. 
ACT.25.26	Ɛ tɛ ámɛ kɛla ne iŋgime cɛ asana a cɛ́ ŋa lɛ́ca ɔɔcɔ ooci, anyía yámɛ ɔ́ɔ́ŋɔ́kɛ́na otéŋí nufule. Aá yaátɛ́ asana í me mí wuúci télímínyi eénú eé buúse, hɔlákáhɔ́láka oówe eé buúse, kuɔŋɔ́ Otéŋí Akílíba, anyía ɛkákɛ́la óo wuúci bícónyíki, aáná ya mɛ́ŋa wu ɔbɔ́ŋɔ bɛsana bí o wuúci ɔ́ɔ́ŋɔ́kɛ́na. 
ACT.25.27	Bú tɛ ŋáá lɔ́kɔ́mána buúse bukime, mbɔ́kɔ ɛ ŋá mɛ tɔ́ma ɔɔcɔ u ciíbe cɛ ɛcaná ɛ tɛ cálɔ́na e nufule tɔkɔma a túáŋa tú wuúci hatɛ́ákɛ́nánɔ́. »
ACT.26.1	Mbá Akílíba
ACT.26.1	Aáná Bóol ŋaá nándɔ́na ɔɔbɔ́, u ŋe túmé ɔbɛ́kála ɔsɛ : 
ACT.26.2	« Otéŋí *Akílíba ! Ɛ́ɛ, i ŋeé mi bíléne hɛ́nánɔ eeci ayɛ́ ɛ́ maá mɛ tálɛ́mɛ́na oówe eé buúse, anyía yámɛ bɛ́káláka a bɛsana bikime ebí *Besuif á bɔ́ŋa bá mɛ sɔ́mɔ́kɛ́nánɔ́ eé biíbi. 
ACT.26.3	Yááŋa anyía o ŋoó menyi abɛ́kɛ́lɛ́na cé Besuif ekime bɔmbányɛ bɔmbányɛ, e menyukune tɔ́na bɛsana e bí ŋe héléne isuŋí aabɔ́ ɛ ɛkatɛ́katɛ́. Yaátɛ́ asana ɛ ŋá mɛ ɔ bɛ́cɔ́kɔ́lɛ́na anyía óo mi eéhínyínyi, ɔ́ɔ lɔ́kɔ́máka uumi ɔtáŋa.
ACT.26.4	Besuif bekime ŋe bú ményi anyána i ŋeé mi líhéké o otúme aámɛ a bunɔ́sɛ́ ɔ ɔkɔɔ́háma hɛ́nánɔ eeci ɛ ɛkatɛ́katɛ́ cɛ na buamɛ ne eé Yelúsalɛm áyá. 
ACT.26.5	Bé ŋe bú mi menyí feeké ; beébe bá bɔ́ŋa bá ɔhákɛ́na ɛmbasɔ́ eémi o olíhe, mbɔ́kɔ bé ŋé bú lénéke. I ŋeé mi líhéke ɛ ɛkatɛ́katɛ́ cɛ ɔlɔŋɔ ú *Bafalisiɛ́ŋ ; ɔlɔŋɔ oócí awɔ́ u ŋa látɛ́na *bikotí bí onyemikinyi Bandɔ́mɛsɛ́ hɛ́ a nyɛbaná hɛ́ a nyɛbaná ɔ ɔhɔla ɛlɔŋɔ cí etémbí. 
ACT.26.6	Mbá ya mɛ́ŋa aaha tálɛ́mɛ́na hɛ́nánɔ eeci a nyɛkála a asana na nyɛtáta anyɛ́ ɛ ŋa mɛ́ táta na mɔŋɔlɛ́ mekime ɛndána acɛ́ Bandɔ́mɛsɛ́ ŋaá bɛ́tánɛ́ná cíísú sɔ́kɔ́nɔ́. 
ACT.26.7	Ɛndána eécí, túásɔ́ tɔnyɛ́nɔ́ tukime túɔ́hátá ne túfendí ŋaá tátá ɔlɛca na mɔŋɔlɛ́ ; ɛ́ɛhɛ́ tú ŋe nyemi Bandɔ́mɛsɛ́ ne nebutúé na nabuɔ́sɛ́, tú tɛ tɔmbɔ. Otéŋí Akílíba, a asana na ɛndána eécí Besuif ŋa bɔ́ mɛ sɔ́mɛ́ná. 
ACT.26.8	A asana a yaátɛ́ nu ŋe nú súŋunyi, banɔ́ a bɔ́mɔtɛ́ a basɔ́ Besuif, anyía Bandɔ́mɛsɛ́ áŋa wu oheenyiki baacɔ o owé e ?
ACT.26.9	Aámɛ a aháŋá yɛ́ bɛ́muátá, i ŋe mí keti anyía ɛ ŋa mɛ́ nyɛmána wu onuusiki Yésus, ɔɔcɔ u *Násalɛt, i ihényí ikime. 
ACT.26.10	Buólí eébú ɛ ŋa mɛ́ nyiɔ́kɔ eé Yelúsalɛm, yaŋɔ́ bɛ́muátá ooci, míɔ hákɛ́na belumitinine Yésus beéŋí eé ciíbe cɛ ɛcaná a makɛ́nda emé betéŋínyi *beluli nyiínjie ŋe bú mi iínjíé. Ekúlú ekime ayɛ́ bá ŋaá bá bábɔ́ sɔ́mbɔ́tɔ́na anyía bá ɔ́ɔ́nɔ́kɔ belumitinine *Kilís, ɛ ŋaá mɛ bá yémi lumitine aáná. 
ACT.26.11	Bikúlú a bɛ́mɔtɛ́ ɛ ŋaá mɛ bá yamɛ́ kɛlaka anyía bé iínjíékíne a bɔ́mɔtɛ́ muuyé a *bɛndaŋía bɛ́ ɔbɛ́cɔ́kɔ́lɛ́na, i beébe eékíkínyi anyía bé fénékíne Yésus. Ɛ ŋaá mɛ bá na nyɛŋána nyiéŋí náábɔ́ a nyɛnamá anyɛ́ ɛ ŋa mɛ́ cɔbá o okoó beébe nuusi a bálɛ́ka cɛ́ haaca. »
ACT.26.12	« Yaátɛ́ asana ɛ ŋa mɛ́ cɔbá búmɔtɛ́ buɔ́sɛ́ aá Tamás ɛ́cɛ betéŋínyi *beluli nyiínjie mé bú mi iínjie makɛ́nda ma ɔcɔba hɔ́á. Ɛ ŋa mɛ́ bá ne tufule tɔ́ makɛ́nda etú bé ŋe bú mi iínjíékíne. 
ACT.26.13	Otéŋí *Akílíba, yɔ́mɛ ɔ laana : Ɛ ŋaá mɛ bá yamɛ́ cɔ́cɔbaka hɔ́á. E túefi, ɛ ŋa mɛ́ lɛcá yaandándá yí eese yí é húlúkúne ɔ Ɔmuaná ; yɛ́ nɔ́maka ɔ ɔhɔla eese yɛ́ ɔɔ́cɔ́, yɛ́ ŋaá basɔ́ bɔ́ŋɔ́lɛ́na, na yaŋɔ́ na bíámɛ bikendinyi. 
ACT.26.14	Aáná tu ŋa sɔ́ kuákɔ́na basɔ́ bekime ɔ ɔmɛsɛ́, míɔ lɔ́kɔ́ma okelú a wúmɔtɛ́ á mɛ bataka ne *nuebélé ɔ́sɛ : “Sóol, Sóol ! Anyíatɛ́ o ŋo mí tekese e ? O ŋoó bíyébi etémbí ne etémbí ekúlú ayɛ́ ɔ ŋɔɔ́ waamba ɔyákána háyɛ káwɔ a cɛ́ tɛ ŋa lɔ́kɔ́ma ɔkála ú busue bɔ́ múáyɛ́ mutétényi.” 
ACT.26.15	Mbá ɛsɛ́ : “Kuɔŋɔ́ ɛ́cɛ aányɛ́ e, Otéŋí ?” U ŋá bɛ́káma ɔsɛ : “Yaŋɔ́, Yésus, ewú o ŋoó tékése, 
ACT.26.16	mbá ta híáná, hatɔ́na ɛndánáka ; asana ayɛ́ ɛ́ ma mɛ́ kɛla anyía ɔ́ɔ mɛ lɛca
ACT.26.17	I ké mí o kétúnyíki ɛ ɛkatɛ́katɛ́ ci *Besuif. Míɔ kuɔŋɔ́ kétúnyíki tɔ́na ɛ ɛkatɛ́katɛ́ cɛ baacɔ a bá tɛ ábɔ́ bá Besuif ; náábɔ́ ɛ ŋa mɛ́ ɔ tɔ́ma. 
ACT.26.18	Ɛ ŋa mɛ́ ɔ tɔ́ma hɔ́á o okoó beébe húúnéke eése, wó beébe hémúkúnyi i ibíne noómi anyía bébú oófókíne e eese noómi ; wó beébe aáŋíáka e butéŋí bɔ́ Sátan, mbá e beébe hákɛ́na e *Butéŋí bɔ́ Bandɔ́mɛsɛ́. Mbɔ́kɔ bá ŋa bɔ́ hákɛ́na mɔŋɔlɛ́ náámɛ, Bandɔ́mɛsɛ́ kéé beébe nyɛanakɛnɛna máábɔ́ maabɛ́, yó beébe limisikinyi ɛ ɛkatɛ́katɛ́ cɛ bááyɛ́ baacɔ abá u ŋɔ lɔ́tɔ́kɔ.” »
ACT.26.19	« Asana ɔ́mɔtɛ́, Otéŋí *Akílíba, ɛ tɛ ɔ́mɔ́ kɛ́lɛna ɛndɔ́kɔ́ e *eseye yɛ́ asana ayɛ́ ɛ ŋa mɛ́ lɛcáka, yí é húlúkúne ɔ Ɔmuaná. 
ACT.26.20	Mbá ɛ ŋa mɛ́ cáŋacáŋa ohulikinyi *Besuif bá Tamás Ambányɛ yɛ́ Ɛsɔ́ma, mío yiíyi hulikinyi tɔ́na baacɔ bé Yelúsalɛm, míɔ cɔba ne buúse o okoó yiíyi hulinyi baacɔ bekime ne bé iisí ci Besuif na bá mɔnɔŋɔ me etémbí áyá. I beébe laakɛna ɛsɛ́ bá bɛ́kákálákɛ́na máábɔ́ maabɛ́, mbá bá sɔ́mba ɔkɔlɔ́ eé meéme ; bá hákɛ́na mɔŋɔlɛ́ ná Bandɔ́mɛsɛ́, mbá bá kɛ́laka bɛsana e bí ŋo tóŋínyi anyía bá ma bɔ́ bɛ́kákálákɛ́na taaká máábɔ́ maabɛ́. 
ACT.26.21	Aá yaátɛ́ asana Besuif ŋa bɔ́ mɛ́ hatɛ́na eé *Ciíbe cɛ Bandɔ́mɛsɛ́ ; bá ŋa sɛ́ bábɔ́ mɛ ɔ́ɔ́nɔ́. 
ACT.26.22	Nyitétényi anyɛ́ Bandɔ́mɛsɛ́ ŋeé mi tétényi, nyiínyi nyí ŋeé mi líhísi ɔ ɔkɔɔ́háma aámbáya. Ya mɛ́ŋa úúyé ɔmbasɔ́mbásɔ a baacɔ bekime, o otúme a banásɛ́ ɔ ɔkɔɔ́háma a *baáŋá. Ɛ tɛ ŋá mɛ tála bɔkɔ a bɔ́mɔtɛ́ a bɛsana ebí ne *behémúnyi bɛsana bá Bandɔ́mɛsɛ́ ne *Moyís ŋe bú húlíki anyía bɛ́ káá bɛ́kɛ́láka. 
ACT.26.23	Bɛ́áŋa anyía *Mesíi ŋá nyɛmána wu owé, yɔ́ bámɔ́kɔ́na ɔɔcɔ u buúsebuúse ɔ ɔhaanyua e biwéewé, yó númisiki eese a baacɔ bekime na bá búásɔ́ bunɔŋɔ na bá mɔnɔŋɔ me etémbí áyá, bú tóŋgínyi anyía Bandɔ́mɛsɛ́ kéé beébe nohiki. »
ACT.26.24	Ekúlú eyí Bóol ŋaá bá waá bɛ́káláka aáná, Fɛsitus ŋá táŋɛ́ta okelú ɔ ɔmuaná ɔsɛ : « Bóol, ɔ wáaŋa yaála, yaandándá yí omenyi ú bɛsana mé yóo hélúmúnyi yaála. » 
ACT.26.25	Mbá Bóol ɔsɛ :
ACT.26.25	« Eéʼeé, Kɔ́mɛ́na ! Ɛ tɛ amɛ́ bá yaála. Yááŋa anyía bɛsana eebi abɛ́ ɛ́ ŋaá mɛ táŋa ŋa lɔ́kɔ́mána bɔmbányɛ, bɛ́áŋa taaká. 
ACT.26.26	Otéŋí *Akílíba bɛ́muátá ŋeé ményi bɔmbányɛ bɛsana eebi. Buátɛ́ bɔkɔ ya mɛ́ŋa wu o wuúci laakɛna na mɔŋɔlɛ́ ɔ ɔtɛ́má anyía u tɛ ŋáá nána ta asana ɔ́mɔtɛ́ ; yááŋa anyía bɛ́ tɛ ɔ́mɔɔ́ bɛ́kɛ́la indiitie haála a hɔ́mɔtɛ́. 
ACT.26.27	Otéŋí Akílíba, yaŋɔ́ ɛsɛ́ o ŋoó lumitinine bɛsana ebí *behémúnyi bɛsana bá Bandɔ́mɛsɛ́ ŋe bú húlíkínyi baacɔ e ? Ɛ́ɛ, i ŋe mí menyi anyía o ŋoó biíbi lumitinine. » 
ACT.26.28	Mbá Akílíba ŋaá laána Bóol ɔsɛ : « O ŋoó bíkéti asɛ ɔ ŋɔɔ́ cɔba ɔ ɔkɛla anyía yámɛ bɛ́cáŋa kilísíten e hikúlúkúlú e ? »
ACT.26.29	Mbá Bóol ɔsɛ : « Ta bú tɛ ŋáa bɛ́kɛ́la aámbáya, te nyíényí bú káá bɛ́kɛ́láka, ɛ ŋaá mɛ bɛ́cɔ́kɔ́lɛ́na Bandɔ́mɛsɛ́ anyía wá kɛlá anyía na kuɔŋɔ́ na ba-mɛ-lɔ́kɔ́ma hɛ́nánɔ, nuánɔ́ bámɔ́kɔ́na belumitinine háyɛ yaŋɔ́, asana ɔ́mɔtɛ́ nu tɛ lɛcá muuyé amɔ́ ɛ ŋa mɛ́ lɛca. »
ACT.26.30	Aáná ne otéŋí, na kɔ́mɛ́na, ne Beleníse, na baacɔ bekime a bá ŋa bɔ́ bá aáhá ne beébe ŋa bɔ́ hátɔ́kɔ́na ɛndánáka, 
ACT.26.31	bá ŋá cɔbá a hɛtɔkɛ, bá kɔ́ɔ́naka beébe ne beébe báyɛ : « Ɔɔcɔ ooci tɛ ɔ́mɔɔ́ kɛla bɔkɔ a bɔɔbɛ́ a búmɔtɛ́ abɔ́ wá nyɛ́mana wu owééne eé buúbu, ta anyía bú o wuúci háya eé ciíbe cɛ ɛcaná. »
ACT.26.32	Akílíba ná Fɛsitus ɔsɛ : « Mbɔ́kɔ ɔɔcɔ ooci ti e húlísi yááyɛ́ asana ná Sɛsáal, keyé bé me wuúci nyɛana. »
ACT.27.1	Ahɛ́ Fɛsitus ŋaá sɔ́mbɔ́tɔ́ná anyía tu ŋá sɔ́ nyɛ́mána tu ɔkandaka eé sitíme o osúéte i Italí, u ŋé cuméke ne Bóol na baacɔ bé etémbí bé ciíbe cɛ ɛcaná né mutéŋínyi bicénji a mumɔtɛ́, nyiínyi ɛ́cɛ Súlius. Mu ŋaá bá mu ɔlɔŋɔ ú bicénji a waáŋá ú *Lóom, bá lɔ́ŋɔ́kɔ ɔlɔŋɔ oócí báyɛ « Ɔlɔŋɔ ú bicénji a waáŋá ú Sɛsáal ». 
ACT.27.2	Tu ŋe sú oófókíne eé sitíme cɛ bálɛ́ka cɛ Atɛlamíte.
ACT.27.3	Ɔ ɔyá ɔyá, tú ŋga hámá e Síton. Súlius ŋaá bá weé tétényíki Bóol na ambányɛ yɛ́ ɔtɛ́má ; aáná u ŋaá nyɛána Bóol anyía wá ka lɛ́cáka baláayɛ́, háyɛ bá bɔ́ŋa bé o wuúci iínjíékíne bɛnyɛ́ma a bɛ́ ŋaá bá bí é wuúci bɛ́ámbákɛna. 
ACT.27.4	Ahɛ́ tu ŋa sɔ́ hátɔ́na e Síton, bihúne ŋé túme ohúne, bɛ́ basɔ́ húlúkúníne eé buúse. Aáná tu ŋá sɔ́ hɔ́lákɛ́na cɛ asálá cɛ asálá yí Síbele, iisí a cɛ́áŋa ɛ ɛkatɛ́katɛ́ cɛ nuɔmɔ́, ananyía bihúne tɛ ɔ́mɔ́ bá bí é húnéke hɔ́á. 
ACT.27.5	Tuɔ́ bɛ́táŋálɛ́ákána cɛ nuɔmɔ́ cɛ nuɔmɔ́ hoóhi na bɛsálá bí ne iisí ci Silisí na cɛ Bamfilí, tú ŋga hámá a bálɛ́ka ci Mííla i iisí ci Liisí. Tu ŋá hámɔ́kɔ́na eé sitíme. 
ACT.27.6	Hɔ́á, mutéŋínyi bicénji ŋaa lɛ́cá sitíme cɛ bálɛ́ka cɛ Alɛkɛsandilí, ci é súétéke i Italí, u ŋá basɔ́ óófíkínyi noómi.
ACT.27.7	Tu ŋe sú húlíki mɔɔ́sɛ́ meéŋí o ohónyí anyía tu ŋa sɔ́ bá tuasɔ́ kándaka butíkítíki a asana ne ehúne a yɛ́ ŋaá bá yá basɔ́ húlúkúnine eé buúse. Tu ŋa sɔ́ lɛ́cáka muuyé muéŋí anyía tú ka sɔ́ háma a maabána ma bálɛ́ka ci Siníte. Ahɛ́ ehúne ŋaá bá yɛ́ tɛ á basɔ́ aátába osúéte na ɔkanda ne buúse fiaŋɔ, tu ŋa sɔ́ hɔ́lɛ́na ɛ ɛmbana ci iisí a cɛ́áŋa ɛ ɛkatɛ́katɛ́ cɛ nuɔmɔ́, nyiínyi anyía Kɛlɛtɛ, a aháŋá yɛ́ ɔndɔ́ŋɔ ú iisí cɛ bálɛ́ka cɛ Salémone. 
ACT.27.8	Tu ŋa sɔ́ cɔ́bana ɔkanda ne buúse ne muuyé muéŋí cɛ asálá cɛ asálá, tú ŋga hámá a nyɛtálɛ́mɛ́na sitíme a nyɛ́mɔtɛ́, nyiínyi ɛ́cɛ « Ambányɛ cá atálɛ́mɛ́na sitíme », hoóhi na Lasɛ́.
ACT.27.9	Ekúlú ŋaá basɔ́ hɔ́lákɛ́na yeéŋí o ohónyí, ɔkanda ɔɔ́ nuɔmɔ́ ŋaá bá wá yáaŋa ɔɔbɛ́ ɔ ɔhɔla, anyía buɔ́sɛ́ abɔ́ bá ŋaá bá bé bíkíilieke ɔnyíá ŋaá bá bú ma hɔ́la.
ACT.27.10	« Buamɛ eé, ɛ ŋa mɛ́ lɛca anyía ɔkanda ooci ŋaá cɔba ɔ ɔbá ɔɔbɛ́ ɔ ɔhɔla a asana eyí ne sitíme na mááyɛ́ malamɔ́ káá cɔ́ba ɔ ɔcaŋiaka. Ta basɔ́ tɔ́na tua sɔ́ŋa tú owéékúne eé wuúci. » 
ACT.27.11	Mbá ta híáná, mutéŋínyi bicénji ŋaa hɔ́lá ɔháya mɔŋɔlɛ́ ne né mutéŋínyi sitíme ne né muútí sitíme anyía bé tényí ébú súéte. 
ACT.27.12	Yááŋa tɔ́na anyía nyɛtálɛ́mɛ́na sitíme eényí tɛ ɔ́mɔ́ bá nyɛmbányɛ o ohuliki ekúlú yí buume hɔ́á. Yaátɛ́ asana baacɔ beéŋí bé sitíme ŋa bɔ́ sɔ́mbɔ́tɔ́ná ɔcɔbana ɔkanda ne buúse. Bá ŋa bɔ́ bá bábɔ́ bɛ́kánáka, mbɔ́kɔ búáŋa bú ɔbá aáná, ɔ ɔkɔɔ́háma eé Fénis, nyɛtálɛ́mɛ́na sitíme a nyɛ́mɔtɛ́ nyɛ́ Kɛlɛtɛ a nyɛ́ ŋa lɛ́ca nyɛfiana nyɛ́ ɔɔ́cɔ́. Hɔ́á bá ŋa bɔ́ bá bábɔ́ áambaka ohuliki ekúlú yí buume.
ACT.27.13	Hihúnéhúne hɛ́ bulɔɔ́lɔ ŋeé túmé ohúne. Baacɔ bé sitíme ŋe bú ketí anyía bá bɔ́ŋa bá ɔkandaka háyɛ bé ŋe bú bíkétíki. Aáná bá ŋa bɔ́ aáŋíá butélímínyínyí bú sitíme, bé ŋé súéte, bá kándaka cɛ asálá cɛ asálá yɛ́ nuɔmɔ́ nɔ́ Kɛlɛtɛ a aháŋá yɛ́ nyɛkafíanɛna nyɛ́ ɔɔ́cɔ́. 
ACT.27.14	Mbá hikúlúkúlú yaandándá yɛ́ nɔbɔ́lá nú ehúne ayɛ́ bɔ́ ŋɔɔ́ lɔ́ŋɔ anyía « Elákilɔŋ » é húlúkúne namuaná cɛ nyɛháma nyɛ́ ɔɔ́cɔ́ cɛ Kɛlɛtɛ, ŋeé túmé o beébe naanɛna.
ACT.27.15	Ehúne nyɛkɛtakɛna sitíme na makɛ́nda, ohónyí wú o ciíci télímínyi tɛ́ka. Buátɛ́ bɔkɔ tu ŋa sɔ́ bɛ́nyɛ́ána anyía ehúne á basɔ́ hɔ́lána. 
ACT.27.16	Yɛ́ ŋá basɔ́ nyɛ́kɛ́tákɛ́na a asálá a yɛ́mɔtɛ́ ɛ ɛmbana ci hikétíkéti hí iisí ɛ ɛkatɛ́katɛ́ cɛ nuɔmɔ́, nyiínyi ɛ́cɛ Kóta. Yiíyi yɛ́ ŋaá basɔ́ támbá ehúne butíkítíki, aáná tu ŋa sɔ́ bɔ́ŋɔ́ ohónyí ne muuyé mukime wú ɔhɔkɔnɔnɔ ɔkɔkɔ́ yɛ́ ɔbɛ́ɔ́lɛ́tɛ́na. 
ACT.27.17	Bɔnyiɔ eé sitíme ŋe bú béétí ɔkɔkɔ́ eéyé eé sitíme noómi, bé ŋé yiíyi ɔɔ́tɔ́kɔ́kɔ ɛ ɛmbana ci sitíme ne tukolí, anyía cɛ́ ɔ́ɔ́nɛ́na. Ayɛ́ bá ŋaá bá bébú líkíméke anyía sitíme á ka fáka ɔ ɔsɛ́bɛ́á a asálá yɛ́ nuɔmɔ́ eé Libí, bá ŋá nyɛana butélímínyínyí bú sitíme é bíhíéŋélíki,
ACT.27.18	Ehúne eéyé ŋaa cɔ́bá ne buúse o ohúne na makɛ́nda mekime a nyɛnamá anyɛ́ ɔ ɔyá ɔyá bɔnyiɔ eé sitíme ŋe bú túmé ɔwaahɛna mɔmɔtɛ́ malamɔ́ ɔɔ́ nuɔmɔ́ o o ciíci hélélíti. 
ACT.27.19	Ɔ buɔ́sɛ́ bɔ́ ɔláta bé ŋé bú oombókóko bɛlaŋɛ́na bí sitíme beébe bɛ́muátá. 
ACT.27.20	Mɔɔ́sɛ́ ŋaá hɔ́láka meéŋí tu tɛ lɛca ta ɔɔ́cɔ́ te tunjoti, ehúne cɔcɔbaka ne buúse hú ohúne na makɛ́nda. Mɔŋɔlɛ́ ma ɔkɔmba ŋá basɔ́ mána ɛ ɛtɛ́má.
ACT.27.21	Baacɔ a bá ŋa bɔ́ bá eé sitíme noómi ŋe bú húlíki mɔɔ́sɛ́ meéŋí, bá tɛ́ nyíá ta bɔkɔ. Mbá Bóol ŋa tálɛ́mɛ́na aabɔ́ ɛ ɛkatɛ́katɛ́, mbá ɔsɛ : « Yɛ́ ŋaá bá ambányɛ anyía núánɔ́ mɛ lɔ́kɔ́mɛ́na. Mbɔ́kɔ nuanɔ́ mɛ lɔ́kɔ́mɛ́na, keyé tú tɛ ɔmɔ́ sɔ́ hátɔna aá Kɛlɛtɛ, tu tɛ ɔ́mɔ́ sɔ́ bá tú ɔbɛ́cáŋgɛna ta anyía tú obínyímísíki nyɛnamá eényí. 
ACT.27.22	Mbá aámbáya ɛ ŋa mɛ́ banɔ́ láana ɛsɛ́ ánɔ bɛ́kɛ́ndɛ́na, anyía ɔɔcɔ ta ɔmɔtɛ́ aasɔ́ ɛ ɛkatɛ́katɛ́ ti ŋée wéékune ; hú sitíme bímuócí cɛ́ ŋa cɔ́ba ɔ ɔcaŋiaka. 
ACT.27.23	Yááŋa anyía e buutú bɔ́ hɛ́nánɔ, *elilé yɛ́ bɔsɔ́ma yɛ́ Bandɔ́mɛsɛ́ awɔ́ ɛ ŋaá mɛ bɛ́lɔ́kɔ́mɛ́na, i wuúci nyiɔkɛna, yiíyi yé bíkósíti náámɛ, 
ACT.27.24	yɔ́ mɛ́ laana yɛ́sɛ : “Bóol, eti líkíme. Ɔ ŋɔ́ nyɛmána wu ɔkɔbɛ́káláka eé buúse bɔ́ Sɛsáal. Aáná, Bandɔ́mɛsɛ́ a yaáyɛ́ ambányɛ yɛ́ ɔtɛ́má ɔ yɔ́ɔ́wɔ asana mee lumítíne onohi tɔ́na baacɔ bekime a bá bɔ́ŋa aá nuɔmɔ́ na kuɔŋɔ́.” 
ACT.27.25	Aá yaátɛ́ asana, banɔ́ bíámɛ bikendinyi, ánɔ bɛ́kɛ́ndɛ́na, anyía ya mɛ́ŋa na mɔŋɔlɛ́ ná Bandɔ́mɛsɛ́. I ŋe mí menyi anyía bɛsana ŋa cɔ́baka ɔ ɔbɛ́kɛ́láka háyɛ elilé eéyé á mɛ laana. 
ACT.27.26	Mbá ehúne yɔ́ cɔ́ba, yáa basɔ́ éékínyi a asálá yí iisí a yɛ́mɔtɛ́ aá nuɔmɔ́. »
