MAT.1.1	Mukaanda kinkaaka kya Yesu Kiristo, mwaana Davidi, mwaana Abalaami.
JHN.15.23	Wunde wubele me, wabele se na Taayi dya me. 
JHN.15.24	Mbuti me mbee nyahele kusa biyiriki ha kakati dya bo, biri muutu ti mosi kayirikiri ko, baketyee kuba na masumu ko; ngo mu lu, bo bamwiini na banyaafuni me na Taayi dyaami. 
JHN.15.25	Mimyo kuyirima, mu kuri ti matinu mu Mangisi ma bo, meende mu mana: "Bo baberiri me, kwahele buungu."»
JHN.15.26	«Mbasi-tsuku, dikwiisa Mukakiri wuri ku Taata, Mpeeve Yangwanwa yifumuna kuri Taata, wunyiluheeke me, nde sa kateele me kimbaangi, 
JHN.15.27	na beenu se, sa lwateele me kimbaangi, bukuri kuholosono kunu mbandukulu, beenu luri kintwaari na me.»
JHN.16.1	«Me nyiluleeriri mamo, mpisi heki luhele kubumina makya. 
JHN.16.2	Bo sa balubingisa mu manzo-mankutukunu; na ntaangu yiri mu kwiisa yiri baatu badzusa beenu lo bubatsima ti, Nzaambi bari mu kusalila mu kiteesu kya bubwo. 
JHN.16.3	Sa bayirika mamo, bukuri bahele kuyaaba Taata, na me. 
JHN.16.4	Ngo nyiluleeriri mamo, mpisi heki ha tubuka ntaangu yiyo, beenu lubaambukila dyo mwooyo, ti me nyaluleeriri.»
JHN.16.4	«Me nyasii kululeele dyo ha mbandukulu ko, bukuri me nyabeeri nyakiri na beenu. 
JHN.16.5	Mu lumalu, me nyeki mu kweende kuri wunde wampeekiri, na kuri ti mosi mu beenu ko wufuula me ti: "Kuri wuri mu kweende?" 
JHN.16.6	Ngo, ngebe dziluuriri mu mitima myeenu, bukuri me nyiluleeriri mamo. 
JHN.16.7	Ngo me nyiluleele ngwanwa; kuri ndaandu kuri beenu ti me nyeende. Bukuri, mbuti me nyahele kweende, lo Mukariri kakwiisa kuri beenu ko. Ngo mbuti me nyeensi, lo me sa nyamuheeke kuri beenu. 
JHN.16.8	Na nde bu kakwiisa, sa kasa kuri ti baatu baba na mbakukulu mu mitariri masumu, nsungumunu na mutsuundu. 
JHN.16.9	Mu mitariri masumu, bukuri bo bahele kusiila kanyi mu me; 
JHN.16.10	mu mitariri nsungumunu, bukuri me nyiri mu kweende kuri Taata, na lubweese kumono me ko; 
JHN.16.11	mu mitariri mutsuundu, bukuri Mfumu ya nsi yimayi weki watsuundusu.»
JHN.16.12	«Me nyakiri na myalaka mya kululeele, ngo lubangusina kukuunda myo mu lumalu ko. 
JHN.16.13	Mu ntaangu yi kakwiisa, Mpeeve Yangwanwa, sa kalutwaalisa kunsa ngwanwa yoyinso, bukuri nde kadzoonsolo mu nde-meene ko, ngo sa kadzoonsolo mu momanso ma kari kayuka, na sa kaluyaabisa, misamu mikwiisa. 
JHN.16.14	Nde sa kakeembese me, bukuri sa kaholo mya me, na sa kaluyaabisa myo. 
JHN.16.15	Byobinso bya Taata, bya me; hango nkuumbu me ndeeriryee ti nde sa kaholo mya me, na sa kaluyaabisa.»
JHN.16.16	«Mwaa-ntaangu yantele, ka lubweese kumono me ko; mwaa-ntaangu yikimi, sa lwabweese kumono me.» 
JHN.16.17	Ngo babamosi mu bayiki baandi, balelesene bo na bo ti: «Ti nki kari mu kuleele kuri beetu: "Mwaa-ntaangu yantele, ka lubweese kumono me ko; mwaa-ntaangu yikimi, sa lwabweese kumono me?" Na ti: "Me nyikweende kuri Taata?" 
JHN.16.18	Hango bo baleele ti: Bukari mu kuleele ti: "Mwaa-ntaangu yantele" lo mambangukulu ti kwe? Twahele kuyaaba mu nki kari mu kudzoonsolo.» 
JHN.16.19	Yesu kayaaba ti, bo baba na nzala kumuha bifuuri, waleele kuri bo ti: «Beenu lufulusina beenu na beenu mu mimyo mi ndeeriri me ti: "Mwaa-ntaangu yantele, ka lubweese kumono me ko; mwaa-ntaangu yikimi, sa lwabweese kumono me?" 
JHN.16.20	Ngwanwa mu ngwanwa, me nyiluleeriri: beenu sa lwadila na sa lwayaya, ngo nsi bu yiba mu kiminu, beenu sa lwaba mu ngebe, ngo ngebe dzeenu sa dzakituka kiminu. 
JHN.16.21	Mukyeetu habaana weki mu kubutaa, lo wuri na ngebe, bukuri ntaangu ya kumono mpasi yi mwaatubuka mu nde; ngo mbuti mwaana mwabutuka, lo nde dzimbikini misoongo, mu kiminu kya muutu wu mwaakwiisa mu nsi. 
JHN.16.22	Hango nkuumbu, beenu mu lumalu luri na ngebe; ngo me sa nyabweese kulumono, na mitima mya beenu sa myamono kiminu; na kiminu kya beenu kuri muutu wuyisila kyo ko.»
JHN.16.23	«Mu kiluumbu kikyo, beenu lubweese kuha me kifuuri ti mu musamu mosi ko. Ngwanwa mu ngwanwa, me nyiluleele: bibyo biluloombo kuri Taata mu nkuumbu me, sa kaluha byo. 
JHN.16.24	Natee mu lumalu, beenu ka lwaloombiri kitotolo ti kimosi ko, mu nkuumbu me. Loombeenu na beenu sa lwataambula mpisi heki kiminu kyeenu kiba kyakuka.»
JHN.16.25	«Me nyiluleeriri myominso mimyo mu mankuma. Kilookolo kiri mu kwiisa kiri me mbweese kuludzoonsolo mu mankuma ko, ngo me sa nyaluyaabisa mi tariri Taata kwa bupwelelee. 
JHN.16.26	Mu kiluumbu kikyo, beenu sa lwaloombo mu nkuumbu yaami, ngo me nyahele kululeele ti, me sa nyaloombo kuri Taata mu ntoono beenu; 
JHN.16.27	mukwongo nde-meene Taata wulutiiri, bukuri beenu lutiiri me, na luri na kanyi ti me nyapalila mu Nzaambi. 
JHN.16.28	Me nyapalila mu Taata, na nyayisa ha nsi; me nyeki bweese kuyisika ha nsi, na kweende kuri Taata.» 
JHN.16.29	Bayiki baandi bamuleele ti: «Mono, mu lumalu ye weki dzoonso kwa bupwelelee, ye wahele kuta nkuma ti mosi. 
JHN.16.30	Mu lumalu, beetu tuyaari ti ye yaari myominso, na wahele na nzala ti, muutu kakufuula. Mu didyo, beetu turi na kanyi ti, ye wapalila mu Nzaambi.» 
JHN.16.31	Yesu wabvutula kuri bo ti: «Hango ha lweki sa kanyi? 
JHN.16.32	Mono, kilookolo kiri mu kwiisa na kimwaatubuka, kiri sa lwaba lwatsamikisa, muutu-muutu ku nzo yaandi, na beenu sa lwasiisa me, me-kaka. Ngo me nyahele kuba me-kaka, bukuri Taata wuri kintwaari na me. 
JHN.16.33	Me nyiluleeriri misamu mimyo, mpisi heki luba na kiyeengi mu me. Beenu luri na mpasi ha nsi, ngo lwaatee kibakala, me nyabwiisiri nsi!»
JHN.17.1	Yesu kamana kuleele mamo, nde wasyeetele miisu myaandi ku yulu, na waleele ti: «Taata, kilookolo kitubukiri; keembese Mwaana waaku, mpisi heki Mwaana ka kukeembese, 
JHN.17.2	mpisi heki, bunu bu wuri wamuha lutumu ha yulu baatu bobanso, nde kaha kidziingu kyahele manunu kuri bobanso ba wuri wamuha. 
JHN.17.3	Kidziingu kya mantaangu mpmanso ngo kimaki: bayaaba ye, Nzaambi yomosi kitsu yangwanwa, na wunde wu wuri waheeke, Yesu Kiristo. 
JHN.17.4	Me nyakeembisiri ye ha butoto, me nyameeni kisalu ki wampeeri mu kusa. 
JHN.17.5	Mu lumalu, Taata keembese me, ha teke ye-meene, mu nkeembu yi nyaba na yo ha teke ye, tekesele nsi yiyirima. 
JHN.17.6	Me nyayaabisiri nkuumbu yaaku, kuri baatu ba wampeeri ba wuri wapalisa mu nsi. Bo baba ba ye, na ye wabampeeri, na bo bakebiri maampu maaku. 
JHN.17.7	Mu lumalu, bo bamwaayaaba kuri ti byobinso bi wampeeri, byafumuna kuri ye, 
JHN.17.8	bukuri maampu ma wampeeri, me nyabahee mo, na bo bamataamburi na bayaaburi mu ngwanwa ti me nyapalila kuri ye, na basiiriri kanyi ti ye wampeekiri.»
JHN.17.9	«Me nyiloombo mu bo. Me nyahele kuloombo mu nsi, ngo mu babo ba wuri wampa, bukuri bo ba ye. 
JHN.17.10	Byobinso bya me bya ye, na bya ye bya me; na me nyataamburi nkeembu mu bo. 
JHN.17.11	Me nyahele bweese kuba mu nsi, ngo bo bari mu nsi, na me nyiri mu kwiisa kuri ye. Taata dyangisi, kebe bo mu mpinu dza nkuumbu yaaku, yi wuri wampa, mpisi baba mosi, bunu beetu na ye turi mosi. 
JHN.17.12	Mu ntaangu yi nyabeeri na bo, me nyabee bakebaana mu nkuumbu yaaku, yi wuri wampa. Me nyabee kwebakalaana, na kuri ti mosi mu bo wadziimbiri ko, ha yulu wunu mwaana wanzimbukulu, mpisi heki Matinu meende mu mana. 
JHN.17.13	Ngo kasi mu lumalu me nyiri mu kwiisa kuri ye, na nyiri mu kuleele mamo ha nsi, mpisi heki baba na kiminu kyaami, kyakuka mu bo. 
JHN.17.14	Me nyabaheeri maampu ma ye; na nsi yababele, bukuri bo bahele ba nsi, bunu bu nyiri me, nyahele wa nsi. 
JHN.17.15	Me nyahele kuloombo kuri ti, ye wubayisila mu nsi, ngo kuri ti ye wubakebe mu Ngaa-bubi. 
JHN.17.16	Bo bari ba nsi ko, bunu bu nyiri me, nyahele wa nsi. 
JHN.17.17	Wubasa bangisi mu ngwanwa, maampu maaku ngo ngwanwa. 
JHN.17.18	Bunu bu wuri wampeeke ha nsi, me se nyibaheeke ha nsi. 
JHN.17.19	[Me] nyisa bungisi mu me-meene mu ntoono bo, mpisi heki bo se baba bangisi mu ngwanwa.»
JHN.17.20	«Me nyahele kuloombo mu bani bo kitsu, ngo na mu babo se basiila kanyi mu me, na mu maampu ma mo, 
JHN.17.21	mpisi heki bobanso baba mosi, bunu buri ye Taata mu me, na me se mu ye, mpisi heki bo se baba mu beetu, kuri heki nsi yisa kanyi, ti ye wampeeke. 
JHN.17.22	Me nyabaha nkeembu yi waheeri kuri me, mpisi baba mosi, bunu bu turi beetu na ye mosi, 
JHN.17.23	me mu bo, ye mu me, mpisi heki bo baba mosi mu kiteesu kyakuka, kuri heki nsi yiyaaba ti ye wampeeke, na ye wabatya bunu bu wuri watiila me. 
JHN.17.24	Taata, babo ba wuri wampa, me ntiiri ti haho ha nyiiri me, bo se baba na me, mpisi heki bamono nkeembu yaami, yiyo yi wuri wampa Bukuri ye watya me tekesele nyirikulu nsi. 
JHN.17.25	Taata ngaa-kusuunguma, nsi yasii kuyaaba ye ko, ngo me nyikuyaari, na bamaba bayaari ti, ye wampeeke. 
JHN.17.26	Me nyabayaabisa nkuumbu yaaku, na me sa mbweese kubayaabisa, mpisi heki ntiilu yi wuri watiila me, yiba mu bo, na me se mu bo.»
JHN.18.1	Kamanaa kuleele mamo, Yesu wayende na bayiki baandi, ku simu dyakaka dya muwiilu wa Kedoroni, kukwo kwaba dzuumbu, di kakotiri nde-meene na bayiki baandi. 
JHN.18.2	Yuda, waba muyarika, nde se waba yaari kibeendu kikyo, bukuri Yesu waba kutukuna kukwo, mantaangu malaka na bayiki baandi. 
JHN.18.3	Ngo Yuda kaholaa mukaangu bayongolo na bakebi ba Nzo-nzaambi ba kataamburi kuri bangaanga-nzaambi, na Bafarisi, bayende kunukwo na miinda na byuufu na binwaanunu. 
JHN.18.4	Hango Yesu, bu kaba kayaari momanso mamutubukila, nde wapala na waleele kuri bo ti: «Na luri mu kwesaka?» 
JHN.18.5	Bo babvutula kuri nde: «Yesu wa ku Nadzareti». Nde waleele kuri bo: «Me ngo nde.» Yuda, waba muyekele, waba wateleme se kintwaari na bo. 
JHN.18.6	Ngo nde kaleelaa ti: «Me ngo nde», bo babvutuka mambisa na babwa ha nsi. 
JHN.18.7	Yesu wabweese kubafuula ti: «Na luri mu kwesaka?» Bo babvutula ti: «Yesu wa ku Nadzareti». 
JHN.18.8	Yesu wabvutula ti: «Me nyiluleeriryee ti: Me ngo nde. Ngo mbuti me luri mu kwesaka, lo hemeseenu bamaba beende kwaaku.»
JHN.18.9	Mpisi heki maampu ma kari kaleele meende mu mana: «Babo ba wuri wampa, me nyahele kudziimbisa ti mosi mu bo.» 
JHN.18.10	Ngo Simoni Petelo, bu kaba na mbeesi yayila, kayiyuulaana, ha kalata kisari kya mukuutu bangaanga-nzaambi, na wamutabula kutu dya lubakala. Kisari kikyo kyaba nkuumbu Maloko. 
JHN.18.11	Yesu waleele kuri Petelo ti: «Bvutula mbeesi yaaku mu lukutu; mbasa ya mpa Taata, buri me nyinwa yo ko?»
JHN.18.12	Hango mukaangu bayongolo, na mukuutu waaku, na bakebi ba Bayudayo Basiimba Yesu, na bamukaanga bikonyi. 
JHN.18.13	Bo batekesele kumunata kuri Ana. Nde waba buko bwa Kayafa, waba mukuutu bangaanga-nzaambi, mu mubvu wunde. 
JHN.18.14	Kayafa nde ngo wabaha ndoongi kuri Bayudayo ti: «Bu bvuriri bubwete, ti muutu mosi kafwa mu ntoono kaanda.»
JHN.18.15	Simoni Petelo na muyiki mukimi, baba kwenama Yesu. Muyiki wunde waba wayabakana kuri mukuutu ngaanga-nzaambi, nde wakoto kintwaari na Yesu mu nzo mukuutu bangaanga-nzaambi. 
JHN.18.16	Petelo waba wateleme ku mbasi bebele na mweelu. Hango muyiki wakaka wunde waba wayabakana kuri mukuutu bangaanga-nzaambi wadzoonso kuri mukyeetu waba kebaa mweelu, na nde wakotoso Petelo. 
JHN.18.17	Haho, mukyeetu waba kebaa mweelu wafuula kuri Petelo ti: «Buri ye se wuri mosi mu bayiki ba muutu wumawu?» Petelo wabvutula ti: «Me nyiri nde ko!» 
JHN.18.18	Bisari na bakebi, baba bateleme mu kuyoto mbaawu, yi baba babvuka, bukuri kwaba kyoosi. Petelo se waba kintwaari na bo mu kuyoto mbaawu.
JHN.18.19	Hango mukuutu bangaanga-nzaambi wafuula Yesu mu mitariri bayiki baandi, na mu nyikusulu dzaandi. 
JHN.18.20	Yesu wabvutula kuri nde ti: «Me nyabee kwedzoonsaana, na pwelelee kuri baatu bobanso, mu mantaangu momanso, me nyabee kweyikisaa mu manzo ma nkutukunu na mu Nzo-nzaambi, mu kookutukunaa Bayudayo bobanso, na me nyasii leele ntoono ti mosi mu nsweeki ko. 
JHN.18.21	Ngo buri ye wufuula me? Fuula kuri babo bayukiri ma nyabee kwebaleelaana. Mono, bo bayaari ma nyabee kweleelaa me.» 
JHN.18.22	Yesu kaleelaa bubwo, mosi mu bisari wakokosolo, wamulata mbata, waleele ti: «Bubwo ye wuha mvutu kuri mukuutu bangaanga-nzaambi?» 
JHN.18.23	Yesu wabvutula kuri nde ti: «Mbuti bwabubi me dzoonsiri, lo soongo bubi buri haho; ngo mbuti bwabubwe, buri ye wulata me?» 
JHN.18.24	Haho Ana, bu kamukaanga bikonyi wamuheeke kuri Kayafa, mukuutu bangaanga-nzaambi.
JHN.18.25	Simoni Petelo, bu kaba wateleme haho, mu kuyoto mbaawu, baleele kuri nde ti: «Buri ye se, wuri mosi mu bayiki ba nde ko?» Nde watuna na waleele ti: «Me nyiri nde ko.» 
JHN.18.26	Mosi mu bisari bya mukuutu bangaanga-Nzaambi, wa mu kaanda dya muutu wuri Petelo wamutabiri kutu waleele ti: «Buri me nsii monaa ye, ku dzuumbu kintwaari na nde ko?» 
JHN.18.27	Petelo wabweese kutuna, na hanaho, mulumi nsusu wakookolo.
JHN.18.28	Bo bayisikaa kuri Kayafa, ha banata Yesu ku nzo ya munsuundu; kyaba kyeki kipari na bo ka basii koto mu nzo ya mutsuundu ko, mu kubata kusumuka, na babaka bwa kudiila Paaka. 
JHN.18.29	Haho, Pilato wapala ku mbasi ku babo bo na waleele ti: «Mu nkya ntoono beenu luri mu kufuunda muutu wumawu?» 
JHN.18.30	Bo babvutula baleele kuri nde: «Mbuti muutu bee wahele kuyirika mamabi, nkani tuketyee kumuyekele kuri ye ko.» 
JHN.18.31	Pilato waleele kuri bo ti: «Muholee beenu-meene na mutsuundisee bunu buri mangisi meenu.» Bayudayo baleele kuri nde ti: «Beetu twahele na miswa, mya kudzusa muutu.»
JHN.18.32	Mu bubwo ma leeriri Yesu mayende mu mana, ma kaba yaabisa mu nkya mfwiilu nde kaba kayelemini kufwiila. 
JHN.18.33	Pilato, wabweese kukoto munsa nzo ya munsuundu, wateele Yesu na wamuleele ti: «Buri ye ngo mbyaasi Bayudayo?» 
JHN.18.34	Yesu wabvutula ti: «Buri mu ye-meene wuri mu kuleele mamo hoti baatu bakimi bakuleeriri mya mu me?» 
JHN.18.35	Pilato wabvutula ti: «Buri me Muyudayo yiri? Kaanda dya ye-meene na bakuutu ba bangaanga-nzaambi bakuyekiryee kuri me; nki wuri wayirika?» 
JHN.18.36	Yesu wabvutula: «Kimfumu kya me kiri kya ha nsi yi ko; mbuti Kimfumu kya me kibeeri kya ha nsi yi, nkani bisari bya me biketyee kunwaana, mpisi heki me mpele kuba wayekulu kuri Bayudayo; ngo mu lumalu, kimfumu kya me kiri kya hamaha ko.» 
JHN.18.37	Pilato waleele kuri nde ti: «Ngo ye mbyaasi wuri?» Yesu wabvutula ti: «Ye wuri mu kuleele ti me mbyaasi nyiri. Mu bubwo me nyiri nyabutuka, na mu bubwo me nyiri nyayisa ha nsi, mpisi heki me nta kimbaangi mu mitariri ngwanwa. Mpisi wunde wuri mu ngwanwa, lo wuyukaa mbeembu me.» 
JHN.18.38	Pilato wufuula kuri nde ti: «Ngwanwa ngo nki?»
JHN.18.38	Pilato, bu kamana kuleele mamo, ha kabweese kupala ku mbasi, kuri Bayudayo na wabaleele ti: «Me nyahele kumono lumvuki ti lumosi mu nde. 
JHN.18.39	Ngo beenu luri na kifu kiri ti, me nyelemini kulupatukilaa muutu mosi mu ntaangu ya Paaka. Ngo lutiiri ti me nyilupatukila mbyaasi Bayudayo?» 
JHN.18.40	Hango bo bakisa ti: «Kari wunde ko, ngo Baraba!». Baraba waba ngaa-bumfuna.
JHN.19.1	Hanaho, Pilato watuma ti baholo Yesu, na bamulata nkwaasulu. 
JHN.19.2	Bayongolo bayirika lukoongolo lwa manseende, bamutetekele lwo ha yulu mutu, na bamulwiika kiyuungu kyabeenge. 
JHN.19.3	Bo bakokosolo kuri nde, na babeke kuleele ti: «Mboto yaaku, mbyaasi Bayudayo!» Na bamulata mambata.
JHN.19.4	Pilato wabweese kupala ku mbasi na waleele kuri bo ti: «Mono, me nyeki kulutwalikila nde ku mbasi, mpisi beenu luyaaba ti, me nsii mono lumvuki ti lumosi mu nde ko.» 
JHN.19.5	Hango, Yesu wapala ku mbasi, kuri walwaata lukoongolo lwa manseende na kiyuungu kyabeenge. Pilato waleele kuri bo ti: «Muutu ndewu!» 
JHN.19.6	Hango bu bamumono, bakuutu ba bangaanga-nzaambi na bisari babikisa baleele ti: «Mukomono ha kuruwa! Mukomono ha kuruwa!» Pilato waleele kuri bo ti: «Muholeenu beenu-meene na mukomonee ha kuruwa; bukuri, me nsii mono kwaami lumvuki mu nde ko.» 
JHN.19.7	Bayudayo babvutula kuri nde ti: «Beetu turi na ngisi, na bunu buri ngisi yiyo, nde yelemini kufwa, bukuri nde-meene waleeriri ti nde Mwaana Nzaambi.» 
JHN.19.8	Pilato kamanaa kuyuka ntoono yiyo, wabaka boomo bwalaka, 
JHN.19.9	wabweese kukoto mu nzo mutsuundu, na waleele kuri Yesu ti: «Ye wa kuri?» Ngo Yesu kasii kumuha mvutu ko. 
JHN.19.10	Haho Pilato kaleele kuri nde: «Ye wahele kudzoonso kuri me? Buri ye wahele kuyaaba ti, me nyiri na lutumu mu kupatula ye, na nyiri na lutumu mu kukomono ye ha kuruwa?» 
JHN.19.11	Yesu wabvutula [kuri nde] ti: «Ye wuri na lutumu ti lumosi ha yulu me ko, mbuti bahele kukuha lwo ku mayulu. Hango nkuumbu, wunde wuyekiri me kuri ye, wuri na sumu dibvuriri bunene.»
JHN.19.12	Hanaho, Pilato wasaka bwa kumupatukila; ngo Bayudayo babikisa baleele ti: «Mbuti ye wumupatiri, lo ye wuri nduku Kayisari ko. Mpisi wunde wuleele nde-meene ti nde mbyaasi, lo nde mutaatu Kayisari.» 
JHN.19.13	Pilato, kamana kuyuka misamu mimyo, neti Yesu ku mbasi, na dzakiri ha kibala kya mutsuundisi, ha «kibeendu kya matari» ki baleelaa mu kihebeleho ti «Ngabata.» 
JHN.19.14	Yaba yeki nyirikulu Paaka, kilookolo kyaba kyeki kampe kyabisaamunu. Nde waleele kuri Bayudayo ti: «Mbyaasi yeenu yoyi!» 
JHN.19.15	Hango bo babikisa ti: «Dzusa! Dzusa! Mukomono ha kuruwa!». Pilato waleele kuri bo: «Me komono ha kuruwa mbyaasi beenu?» Bakuutu ba bangaanga-nzaambi babvutula ti: «Beetu turi na mbyaasi ko, mbuti ka Kayisari ko.» 
JHN.19.16	Hango, nde wamuyekele mpisi bamukomono ha kuruwa.
JHN.19.16	Hango bo banata Yesu. 
JHN.19.17	Bu kaba mu kwenata kuruwa nde-meene, nde wapala mu kweende ku kibeendu ki baleela ti «Kibeendu kya kiteengi kya mutu», ki baleelaa mu kihebeleho ti «Ngolongota.» 
JHN.19.18	Kukwo, bo bamukomini ha yulu kuruwa, kintwaari na baatu boolo bakimi, wamosi ha, wakaka kuni, heki Yesu ha kakati. 
JHN.19.19	Pilato, waba watina bisoni mu bayi wasuusa ha yulu kuruwa. Waba watina ti: «Yesu wa ku Nadzareti, mbyaasi Bayudayo.» 
JHN.19.20	Haho, balaka mu Bayudayo, bataangiri bisoni bibyo, bukuri kibeendu kikyo, ki bakomini Yesu kyaba bebele na bvula. Bisoni bibyo byaba mu ndiinga ya kihebeleho, na mu ya bari Loma, na mu kihelene. 
JHN.19.21	Hango bakuutu ba bangaanga-nzaambi, ba Bayudayo baleele kuri Pilato ti: «Yaa tina ko ti: "Mbyaasi Bayudayo" ngo ti "Wumawu waleeriri ti: Me mbyaasi Bayudayo".» 
JHN.19.22	Pilato waleele ti: «Mamo ma ntinini, ma ntinini.»
JHN.19.23	Ngo bayongolo bamana kukomono Yesu ha kuruwa, baholo binkuta bya nde, bakaburi byo mu bikuuku bina, kibari kimosi mu mpisi muyongolo. Bo baholo se dzweele dyaandi. Dzweele didyo dyaba dyahele na mibaambulu, dyodinso dyaba dyabindikisa mu nsaanda mosi, kubandikila ku yulu. 
JHN.19.24	Ngo bo balelesene bo na bo ti: «Yaa tukaakilee dyo ko; ngo tuteenee wari mu kuyaaba, na wuholo dyo», mpisi heki matinu meende mu mana [maleele] ti:
JHN.19.24	«Binkuta bya me, bo babikabiri bo na bo,
JHN.19.24	na mu dzweele dyaami, bo bata wari.»
JHN.19.24	Mimyo bayongolo bayirika.
JHN.19.25	Ha teke kuruwa dya Yesu, nguri yaandi waba wateleme, na nguri yaandi ya kilesi, Mariya mukasi Kolopa, na Mariya Madelene. 
JHN.19.26	Hango Yesu kamonaa muyiki wu kaba tyaanaana, na nguri wateleme ha teke muyiki wunde, waleele kuri nguri yaandi ti: «Mukyeetu, mwaana waaku ndewu.» 
JHN.19.27	Tumi nde waleele kuri muyiki ti: «Nguri yaaku yoyi». Kuholosono kilookolo kikyo, muyiki waholo Mariya ku nzo yaandi.
JHN.19.28	Ha mambisa haho, Yesu kayaaba ti momanso ma mwaayirima, kuri heki matinu meende mu mana, nde waleele ti: «Me nyeki na mpwiisu.» 
JHN.19.29	Kwaba kisa kyaluula mu bviinya dyansa; baholo musasaka waluula mu bviinya dyansa, wakaanga mu muti isopi, na babumisa nde mu munwa waandi. 
JHN.19.30	Yesu bu kanwa bviinya dyansa, waleele ti: «Bukukiri!» Bu kateengeke mutu, muwuumunu watabuka.
JHN.19.31	Kyaba kiluumbu kya nyirimunu, na Bayudayo baba bahele kutya ti, manyutu maba ha yulu kuruwa mu kiluumbu kya mpuumunu. Kiluumbu kya mpuumunu kikyo kyaba nkati kyakinene. Bo baloombo kuri Pilato, miswa mya kubabokolo miilu, tumi beki bayisila. 
JHN.19.32	Bayongolo bayende na babokolo miilu mya baatu babakomini kintwaari na nde. Babokolo mya watete, tumi mya wakaka. 
JHN.19.33	Bu batubuka kuri Yesu, bamono ti, waba mwaafwa, hango-nkuumbu, basii kumubokolo miilu ko. 
JHN.19.34	Ngo kasi, mosi mu bayongolo, mu dyoongi dyaandi, wamutobolo lubaansi, na ha nsi na nsi, makila na maampa byapala. 
JHN.19.35	Wunde wamwiini, wata kimbaangi, na kimbaangi kyaandi kiri kyangwanwa. Nde yaari ti mamo, ma kaleele mangwanwa, mpisi beenu lusiila kanyi. 
JHN.19.36	Misamu mimyo myayirimini, mpisi heki matinu, meende mu mana: «Ka bamubokolo muyisi ti mosi ko.» 
JHN.19.37	Matinu makaka maleele ti: «Bo sa batala kuri wunde wu baba tobolo mu dyoongi.»
JHN.19.38	Ha mambisa haho, Yosefi wa ku Arimatayi, waba muyiki Yesu mu mansweeki, mu ntoono kwebata Bayudayo. Nde wayisa na waloombo kuri Pilato, mpisi kayisila nyutu Yesu. Pilato wa muha miswa, nde wayende na wayisila nyutu Yesu. 
JHN.19.39	Nikodemo se, muutu wunde, waba kweende lwatete kuri Yesu mu butsuku, watwaala mananaasi ma mire masaanga na ma alowese, makuka kampe mikuru mitatu myaminene. 
JHN.19.40	Baholo nyutu Yesu, bayiyooso mananaasi na bayikaanga bisila bunu bwaba kifu kya bayudayo, mu kudziika bamvuumbi. 
JHN.19.41	Ku kibeendu ki baba bakomono Yesu, kwaba dzuumbu, na kunsa dzuumbu kwaba bulu dyamoono diri baba bakiri mvuumbi kudziikila pe. 
JHN.19.42	Bo basuusa nyutu Yesu, mu bulu dyaba bebele didyo, mu ntoono nyirimunu ya Bayudayo.
JHN.20.1	Kiluumbu kyatete mu lumiingu, Mariya Madelene wayende ku mukala, mu minkya, mampimbisi maba makiri, na wamono tari Dyayusulu ha mukala. 
JHN.20.2	Haho nde wadzumuna na wayende kuri Simoni Petelo, na kuri muyiki wakaka, wuri Yesu waba mutyaanaana; nde waleele kuri bo ti: «Bayisiryeenu Mfumu mu munsa mukala, na beetu twahele kuyaaba ku bamusuusiryee.» 
JHN.20.3	Haho, Petelo wapala na muyiki wakaka, na bayende ku mmukala. 
JHN.20.4	Bo boolo, badzumuna ha kimosi; muyiki wakaka waba bvuri ntiinu na Petelo, na watubuka watete ku mukala. 
JHN.20.5	Bu kayilimina, nde wamono bisila byasuusa, ngo kasiiri kukoto ko. 
JHN.20.6	Simoni Petelo se watubuka ha mambisa ma nde, nde wakoto mu bulu, wakengese bisila byasuusa haho. 
JHN.20.7	Mutulu wu baba wadziinga mutu waandi, wasuusa ha luteke, wafutuka ha kibeendu kya nde-kaka, waba wahele kuba ha kimosi na bisila. 
JHN.20.8	Haho, muyiki wakaka, watubukiri watete ku mukala nde se wakoto, wamono na wasa kanyi. 
JHN.20.9	Mukwongo, bo baba bakiri matinu kubakula pe; bwaba bwayelemene ti Yesu kafuluka mu bafwa. 
JHN.20.10	Bayiki babweese kubvutuka mu manzo maaku.
JHN.20.11	Mariya waba wateleme ku mbasi, bebele na mukala, wuri mu kudila. Bu kaba dilaana, nde wayilima munsa mukala, 
