MAT.1.1	Srakàda atehuŋ ma ke kú Yeso Kristò edɛ Ŋwa àfα Devì á yá ma Ŋwa Abràha huŋ.
1CO.7.33	Bɛhuŋ, ngunwa á bαgbα huŋ, yi nɛ̀ drige shyɛ wo zrɔbye émyaŋɛ pyɔ è yibe e tɔsɔ va ge shyɛ yi. 
1CO.7.34	Àyibye ge chɔfote. Nguva àmɔmu ŋwashyò zavɔ̀ á yá bαtê mu huŋ, yi nɛ̀ drige shyɛ ke bye á ma enke Mpwèmya hɛ, wo pyɔ e ke ma wɛwa e vekpɔ yi wo evrα ge yi. Nguva á bαgbα huŋ, yi nɛ̀ drige shyɛ ke bye émyaŋɛ pyɔ e yibe e tɔsɔ nwa ge shyɛ huŋ. 
1CO.7.35	Ŋ yi ya bye atehɛ àmɔ ke mbè enke nɛ. È matê lɛ, Ŋ yi kα nɛ ke yi tɔ bye atehɛ mɔ mu bɛhuŋ, Ŋ ka lɛ nɛ tɔ bye ásetetemɔ ju Mbɔchù wo bye á ma sɔbe hɛ lɛ, nɛ ŋa drinɛ mbri ke yi tɔ chwɔ Mpwèmya, matê lɛ nɛ tɔmbate gé mu. 
1CO.7.36	Ngunwa lè yi sepɔ lɛ, è ke yi tɔkasɛtê wo ŋwashyò zavɔ̀ e zète huŋ mu, yi bo shidɔ vru, kpɔ ge lè yi wú mɔ huŋ, è yibe e tɔ be è kate huŋ e bα ge. È matê abebe ke bα mu. 
1CO.7.37	Bɛhuŋ, ngunwa á lè sepɔgbα endɛndɛ lɛ, è ke bαtê zavɔ̀ alɔhuŋ mu, ngè è matê fɔ̀fɔ̀ mu wo lɛ, è yibe e kpɛkɛko kpɔ, è tɔ yi sɔbe be è bαtê mu huŋ. 
1CO.7.38	Ngè ngru á bα nguva á yá yipɔ̂ ngunwa mu huŋ, tɔ yi bú ásetetemɔ ju Mbɔchù. Ngunwa á ŋɔ ke bα nguva e zète huŋ, tɔ yi bú asɔkàpɛ huŋ. 
1CO.7.39	È ma lɛ, nguva á bαgbα huŋ, shi bombò nwa ge, be bo yá mate myaŋɛ. Bɛhuŋ, nwa ge lè fu, è ma wo pyɔ ke bα ngunwa e sepɔte huŋ, á mamɔ ngru á pɔte pushyɛ ge e bye Mpwèmya huŋ. 
1CO.7.40	Bɛ wo sepɔ edriŋɛ huŋ, è ke makàpɛ wo enɛte be è lè bαndê mu huŋ. Ŋ yi sepɔ lɛ, Vomwɛ Mbɔchù á mate é mì huŋ, ngè e yi mbya ŋɛ ke ya bú Ŋ yi ya huŋ.
1CO.8.1	Mbrɔŋɛ huŋ, Ŋ yibe Ŋ yadù ke byezhi bo kɔŋate mbɔchɔ ekpo hɛ. È ma endɛndɛ lɛ, “Nyi mbri ma wo àyibye,” lèbe wazɔ yi ya huŋ. Àyibye yi mbya wazɔ, yi njikpɔ bɛhuŋ, enɛte yi mbya kpèpɔkɛ ngru mɔ. 
1CO.8.2	Wa e yi sepɔ lɛ, bo yi búzo huŋ, bo yitê gé be gé le ma huŋ mu. 
1CO.8.3	Bɛhuŋ, ngru á lè nɛ wo Mbɔchù, Mbɔchù yigbα lè ge. 
1CO.8.4	Ngè mbrɔŋɛ á dùkpɛte byezhi bo kɔŋate mbɔchɔ ekpo huŋ, nyi yi lɛ, “mbɔchɔ ekpo,” matê búzo mu, ngè lɛ, “Mbɔchù,” mamɔ nzo. 
1CO.8.5	Ngè mami be bo, yi bé byezɔ lɛ, “mbɔchɔ ekpo,” mà gé ma akpachù àmɔmu zhyɔ lè, ngè mami ge “mbɔchɔ ekpo wo mɛsé,” atehɛ ma ngɔ̀ngɔ̀ mɔ huŋ, 
1CO.8.6	mami àmɔ huŋ, nyi yi lɛ, Mbɔchù mamɔ nzo, á ma Sonyi á mbya bye mbri huŋ. Ngè, nyi yi shi ke gè. Ngèhuŋ, Mpwèmya mamɔ nzo á ma Yeso Kristò, yi kokro ge huŋ, Mbɔchù yá mbya bye mbri. Nyi ma gbαgbα ke gè.
1CO.8.7	Mami lè àmɔ mu huŋ, matê wa mbri á yi bú atehuŋ mu. Wazɔ yá mabàtemɔ wo sepɔ é mbɔchɔ ekpo lɛ, ebɔ bo yi zhi cho byezhi atehɛ, bo yayi sepɔ wo gé be bye bo kɔŋate mbɔchɔ ekpo yi. Esepɔ bo, e yi kpà bo huŋ bóte bo ákabra, ngè bo yi sepɔ lɛ, bo matê wɛwa mu. 
1CO.8.8	Mami lè àmɔ mu huŋ, è ma endɛndɛ lɛ, byezhi ke mbyatê nyi ke sɔkàpɛju pyɔ nyi yá mayo ju Mbɔchù huŋ mu. Nyi ke wátê búzo mu be nyi pra ke zhi àmɔmu nyi zhi. 
1CO.8.9	Bɛhuŋ, ma mbuwa nɛ ebɔ mama ngre nɛ ma ke zhi bye atehɛ àmɔmu nɛ zhitê mu lè, mbya wazɔ, yi fenyi bo kwαkɛtê mu ke kpakù. 
1CO.8.10	Ke be wazɔ, yi fenyi bo kwαkɛtê mu lè vè bù ngru àyibye, be á yi zhi bye ŋɛ ápu mbɔchɔ ekpo yi mɔ huŋ, mê gàlɔhuŋ ke tɔfα ngru alɔhuŋ kpɔ ke zhi byezhi bo kɔŋate mbɔchɔ ekpo mû? 
1CO.8.11	Ngèhuŋ ngru, yi pushyɛ ge yá kwαkɛtê mu atehuŋ, á ma ŋwanyɔ̀ nyi é fenyi, yi Kristò yá fu ke gè huŋ, ke wá éwὰ yi, ke “Àyibye wo”! 
1CO.8.12	Ebɔ á yi tɔ abebe wo zhyɛzα é fenyi pyɔ atehuŋ, ngè á yi ŋa ge kpɔ mɔ pushyɛ ge yi, be fenyi ge kwαkɛtê mu huŋ. Ngè ma yiwa lɛ, a yi tɔbɛ Kristò wo abebe. 
1CO.8.13	Ngèhuŋ, be bú Ŋ yi zhi huŋ, lè yi mbya ŋwanyɔ̀ ŋɛ é fenyi ke tɔ abebe mɔ huŋ, Ŋ ke zhindê ge mu, mama Ŋ mbya ŋwanyɔ̀ ŋɛ é fenyi e kpakù.
1CO.9.1	Ŋ ma ngru bo fòpwɛ̀te mɔ. Ŋ ma ngru, yi Yeso chɛpwɛ̀ ya. Ŋ vè yi Yeso Mpwèmya nyi wo njìjwó ŋɛ, ngè mê è ma ke chwɔ ŋɛ, yi nɛ ma wa Mpwèmya mû? 
1CO.9.2	Be wazɔ lè sepɔ lɛ, Ŋ matê ngru, yi Yeso chɛpwɛ̀ pwɛ̀ ya mu huŋ, endɛndɛ Ŋ yibàwa lɛ nɛ yi. Nɛ abɔnɛ ma emàŋa lɛ, Ŋ ngru, yi Yeso chɛpwɛ̀ ya ke Ŋ ma abre yi wo Mpwèmya.
1CO.9.3	Ebɔ wa, yi bi ŋɛ drubú Ŋ́ ma ngru, Yeso chɛpwɛ̀ ya huŋ, ngè pyɔ atehuŋ Ŋ ke yasèŋa bo lɛ, 
1CO.9.4	È kwatê lɛ, nɛ ŋa ŋɛ byezhi wo byeva ke chwɔ ŋɛ mû? 
1CO.9.5	È kwatê lɛ, Ŋ sɛfɔ̀ wo wavo a fenyite hɛ, be wa Yeso chɛpwɛ̀ ya enzɔ wo zhyɛnyɔ̀ á fenyite wo Mpwèmya enzɔ hɛ, wo be Pità yayi tɔ hɛ mû? 
1CO.9.6	Lɛ̀, yi Bànabà wo Mì yi á mabàwa mɔ ke tɔ wo bwo nyi, bɛ nyi lɛ̀ zhi? 
1CO.9.7	Yi sɔjà kɔ e ke kpa drige ke chwɔ è tɔ abɔge huŋ? Yi ngru àwè kɔ e ke na àwè, è pra bú kambu zhi nú? Yi mvɔ́kɛ àndɛ̀ kɔ e ke vɔ́kɛ àndɛ̀, è pra zɔ̀myé àndɔ vapɔ?
1CO.9.8	Ŋ yi ya mɔ be ngru yi, àmɔmu huŋ, bɔ̀bye yi ya lè bú alɔhuŋ? 
1CO.9.9	Ke bɔ̀bye Mɔsè zàte lɛ, “Tété chìkɛ mwɛ àndɔ lɛ, e mbɔ̀mbɔ̀mi ke byezhi zhi ebɔ e yi pwα àmɛ̀mɛ̀ huŋ mu.” Mbɔchù yi sepɔ mɔ ke àndɔ, ebɔ e yayi ya àmɔ huŋ? 
1CO.9.10	Endɛndɛ Mbɔchù yayi ya ke nyi. Bo yá jwα lè kpɛ ke nyi, ke ngru e yi na àwè huŋ, yi tɔ chwɔ, ngè ngru e yi pwα àmɛ̀mɛ̀ huŋ, ke pwα lè, ngè bo yi mbri ke bɛ nkwɛ̀ ŋɛ àwè huŋ. 
1CO.9.11	Nyi játe yi njibye, yi Vomwɛ Mbɔchù mbɔ̀ŋa nyi huŋ, é nɛ yi, ngè è kwatê lɛ, nyi bi nɛ byezhi wo byeva mû? 
1CO.9.12	Nɛ lè yi ŋa tὰfye wo wazɔ e yi kúŋa nɛ chyα Mbɔchù, mê nyi kwate ke bɛkàpɛ tὰfye atehuŋ mɔ mû? Bɛhuŋ, nyi yá tɔpɔ̂ bú atehuŋ mu. Nyi ke tre mami pyɔkɔ yi lɛ, búzo tété nàkɛ̂ pyɔ chwɛzri asɔsɔ ke Kristò mu. 
1CO.9.13	Nɛ yitê lɛ, wa e yi tɔ chwɔ tα sofye Mbɔchù akpè huŋ, yi bɛ lè búzhi bo nú wo ekɔŋa bo ŋate nú hɛ mû? Wa e yi bèchɛ̀ŋa ekɔŋa wo Mbɔchù hɛ, yi zhi lè nú bre ekɔŋa yi. 
1CO.9.14	Lèyɛwa, Mpwèmya ŋate ngre lɛ, wa e yi kú chwɛzri asɔsɔ hɛ, bɛ bú bo ke zhi é chwɛzri asɔsɔ yi. 
1CO.9.15	Bɛhuŋ, Ŋ̀ yi tɔtê byezɔ wo pru ŋɛ é bye be atehɛ mu. Ngèhuŋ, Ŋ yi jwαtê bye atehɛ lɛ, Ŋ̀ ka lɛ, nɛ tɔŋa ŋɛ bye atehɛ mbrɔŋɛ mu. Endɛndɛ è sɔ lɛ, Ŋ fu wo mbɔ kàpɛ yi be Ŋ le wá é pru yi ke de bu àkɔ̀ ke yi kú chwɛzri asɔsɔ, Ŋ bitê nɛ ke kpa búzo mu. 
1CO.9.16	Mami àmɔ huŋ, ke yi kú chwɛzri asɔsɔ huŋ, matê búzo Ŋ yibe Ŋ de bu àkɔ̀ ke gè mu. È ma Mbɔchù á mbya lɛ, Ŋ tɔbàlè ge. Ezuzu ke bɛ ŋɛ, be Ŋ lè kútê chwɛzri asɔsɔ mu. 
1CO.9.17	Ke be Ŋ̀ lè yi kú chwɛzri asɔsɔ wo sepɔ ŋɛ mɔ huŋ, è yi màŋa lɛ, bo kpa ŋɛ. Bɛ be Ŋ̀ lè yi tɔ ge wo sepɔ pushyɛ ŋɛ mbri be chwɔ ŋɛ yi, è ma ke Mbɔchù pɔte yi chwɔ atehuŋ bwo ŋɛ yi. 
1CO.9.18	Ngè ngɛ á ma ekpamɔ ŋɛ? È mamɔ ke kú Chwɛzri Asɔsɔ, yi bitê nguzo búzo ke kpa mu huŋ. Ngè drubú Ŋ yi mbutê pru Ŋ ma huŋ lɛ, bo kpa ŋɛ ebɔ Ŋ yi kú Chwɛzri Asɔsɔ huŋ mu. 
1CO.9.19	Mami be Ŋ matê kɛpi nguzo mu huŋ, Ŋ̀ mbya yi driŋɛ kɛpi wo wa mbri lɛ, Ŋ̀ yibe Ŋ béfɔ ya wo bo ke Kristò. 
1CO.9.20	Ebɔ Ŋ yayi mafɔ̀ nyimbò wa Jû huŋ, Ŋ yayi shi be bo yi lɛ, Ŋ̀ yibe béfɔ ya wo bo ke Kristò. Ebɔ Ŋ yayi mafɔ̀ nyimbò wa á chikɛte bɔ̀bye wa Jû huŋ, mì kpɛ yá shi kokro bɔ̀bye alɔhuŋ. Mami be Ŋ̀ yayi zótê bɔ̀bye mu, Ŋ̀ yá tɔ àmɔ lɛ, Ŋ yibe Ŋ béfɔ ya wo bo ke Kristò. 
1CO.9.21	Ebɔ Ŋ yi mafɔ̀ nyimbò wa á matê ekre wa Jû á chikɛnatê é bɔ̀bye wa Jû mu hɛ, Ŋ̀ yi ma be bo yi kpɛ lɛ, Ŋ yibe béfɔ ya wo bo ke Kristò. Bɛhuŋ, Ŋ yayi vèkakamitê bɔ̀bye Mbɔchù mu. Ŋ̀ yayi zó bɔ̀bye Kristò. 
1CO.9.22	Ebɔ Ŋ yi mafɔ̀ nyimbò wa, yi fenyi bo yá kwαkɛtê mu huŋ, Ŋ yi kwαkɛtê mu lɛ, Ŋ̀ yibe Ŋ béfɔ ya wo wa fenyi bo yá kwαkɛtê mu ke Kristò. Ngèhuŋ, Ŋ yá ma bye mbri wo wa mbri lɛ, Ŋ yibe Ŋ pofye wazɔ wo pyɔ Ŋ yibe Ŋ tɔko huŋ.
1CO.9.23	Ŋ yi tɔ bye atehɛ mbri ke mbya lɛ, chwɛzri asɔsɔ ke kpapu wo lɛ, Ŋ ke fye atɔtɔ, yi chwɛzri asɔsɔ, yi ya huŋ. 
1CO.9.24	Endɛndɛ nɛ yi lɛ, ngɔ̀ngɔ̀ wa pɔso, yi gbɛ pɔso bɛhuŋ, è mamɔ ngru nzo chɔ bo yi, e ke chα ke fye mbè. Ngèhuŋ, ma gbɛ nɛ pɔso pyɔ nɛ ke chα ke fye mbè yi. 
1CO.9.25	Wa e yi gbɛ pɔso hɛ mbri ŋate dribo wo bɔ̀bye pɔso. Bo yi gbɛ ke bɛ bye á yibe gé gbα mbrɔŋɛ bɛhuŋ, nyi yi tɔ ge ke bɛ ekpamɔ e ke gbαpɔ̂ mu á ma ŋɛ akpachù huŋ. 
1CO.9.26	Ngè drubú Ŋ yi sete gbɛ pɔso ŋɛ ke dɔnda bàkɛte yi. Ngè drubú Ŋ ma be ngru e yi dó nkɔ̀tɔ̀, yi nkɔ̀tɔ̀ ge, yi wátê ke éwὰ huŋ mu. 
1CO.9.27	Ŋ yi dó kpɔ ŋɛ wo nkɔ̀tɔ̀ ke mbya ge ke kwαkɛte, mama ebɔ Ŋ kúŋagbα wazɔ chwɛzri asɔsɔ huŋ, Ŋ̀ ke pra ke bɛ mbè.
1CO.10.1	Zhyɛnyɔ̀ ŋɛ á fenyite é Yeso hɛ, shyɛ nyi tété ŋwɛ̀ wo bú á yá bɛ shyé shyé nyi hɛ, ŋɛ kwɛ̀zὰmbi yi, tótó ebɔ á kàju huŋ mu. Mbɔchù yá vɔ́kɛte wo bo, ngè è yá pwɛ̀ embu lɛ, e yi sɛfɔ̀ wo bo, wo ke mbya bo ke chα zɔ̀ akpè asαnate mɔ huŋ sɔbe. 
1CO.10.2	Be bo yayi dɔ ekokro embu, wo yi bo chα zɔ̀ akpè huŋ, atehuŋ yi màŋa vɔ́ zɔ̀ Mbɔchù be bo yá ma abre wo Mɔsè huŋ. 
1CO.10.3	Bo yi mbri yá zhi eko byezhi alɔhuŋ nzo, yi Mbɔchù yá ŋa huŋ. 
1CO.10.4	Bo yi mbri yá va eko zɔ̀ alɔhuŋ nzo, yi Mbɔchù yá ŋa huŋ. Bo yá va e zɔ̀ é mpɛ ásɛ́kɛnatemɔ, yi Mbɔchù yá ŋa huŋ. Mpɛ alɔhuŋ yayi sɛfɔ̀ wo bo, ngè mpɛ atehuŋ ma Kristò. 
1CO.10.5	Mami àmɔ huŋ, shyɛ Mbɔchù yá sɔtê wo fàfà bo mu, ngè kwα bo yá gbènatesɛ mɔ ŋɛ kwɛ̀zὰmbi yi.
1CO.10.6	Mbrɔŋɛ huŋ, bye atehɛ ma bye e ke gbi nyi chɔ́ lɛ, nyi ke sepɔtê ke tɔ bye abebe be bo yá tɔ hɛ mu. 
1CO.10.7	Nɛ tété zó mbɔchɔ ekpo be wa enzɔ yá tɔ mu. Srakàda Mbɔchù yi zà lɛ, “Wa yá susimɔ ke bye yi zhi wo bye yi va, ngè bo yá chitɔmɔ ke je yi je.” 
1CO.10.8	Nyi tété na wo vwè wa enzɔ hɛ, be wazɔ chɔ bo yá tɔ, yi bo fu tɔshì gbαngru gbè sra ke chú nzo huŋ mu. 
1CO.10.9	Nyi tété pɔtepɔ Mpwèmya nyi é embɔ̀vèmɔ yi, be wazɔ chɔ bo yi yá tɔ huŋ mu, ngè ŋɔ yá kpagbα bo. 
1CO.10.10	Tété yi kpà nɛ sα be wa enzɔ yayi kpà sα huŋ, ngè Mbɔchù yá pwɛ̀ Nchènda ge ke gbαkò bo huŋ mu.
1CO.10.11	Bye atehɛ yá kàju àmɔ wo bo, be vèfye wo nyi. Bo yá jwα gbète ge ke gbi nyi wa á yá shite mbrɔŋɛ, ebɔ myaŋɛ lɛ̀ bɔte bàkɛte huŋ chwα. 
1CO.10.12	Ngèhuŋ, mànya mànya e yi sepɔ lɛ, è ndatejɛkɛte huŋ, mbuwa ebɔ mama e kù. 
1CO.10.13	Embɔ̀vèmɔ zo yá bɛpɔ̂ bù e pra wazɔ mbɔ̀vè mu. Bɛhuŋ, Mbɔchù yi tɔ bú è yá yate huŋ, è ke pwɛ̀tekô lɛ, búzo mbɔ̀vè ke pɛ ngre wo mu. Ebɔ embɔ̀vèmɔ ke bɛ wò huŋ, è ke ŋa wò ngre ke tejɛkɛte é gè, ngè è ke màŋa wò pyɔ a ke ju embɔ̀vèmɔ alɔhuŋ.
1CO.10.14	Ngèhuŋ, zhyɛnyɔ̀ ŋɛ á fenyite hɛ, pwɛ̀te nɛ ke yi zó mbɔchɔ ekpo. 
1CO.10.15	Ŋ yi ya chyα atehɛ wo nɛ wa á ma wo àyibye hɛ. A kpàwa nɛ wo abɔnɛ bú Ŋ ke ya huŋ. 
1CO.10.16	Kɔ nyi yi va ebɔ nyi yi zhi bye Mbɔchù huŋ, ngè nyi yi tɔ Mbɔchù esɔ̀kɔ̀ huŋ, mê nyi mbri, yi va srα Kristò mu? Brɛ̂ nyi yi gbɛfo, yi zhi huŋ, matê nyi mbri, yi zhi kpɔ Kristò mû? 
1CO.10.17	Brɛ̂ huŋ mamɔ nzo, ngè nyi mbri a fàte huŋ, ke zhi mɔ brɛ̂ alɔhuŋ. Alɔhuŋ, yi màŋa lɛ, nyi ma wo vekpɔ nzo. 
1CO.10.18	Á sepɔ nɛ ke wa Izrὰ. Mê wa e yi ŋa ekɔŋa hɛ, yi chɔfo ekɔŋa bo kɔŋate Mbɔchù huŋ mû? 
1CO.10.19	Ngè ngɛ Ŋ yi ka lɛ, Ŋ zà mɔ huŋ? Ŋ yi zà lɛ, ekɔŋa bo kɔŋate mbɔchɔ ekpo huŋ, matê búzo mu àmɔmu lɛ, mbɔchɔ ekpo matê búzo mû? 
1CO.10.20	È matê àmɔ mu. Bú Ŋ yi zà huŋ mamɔ lɛ, wa á fenyitê wo Mbɔchù mu huŋ, yi ŋa ekɔŋa wo mbɔchù ekpo matê Mbɔchù mu. Ngèhuŋ, Ŋ̀ katê lɛ, nɛ chɔfofɔ̀ wo wa nkɔchɔ mu. 
1CO.10.21	Nɛ ke vakô e kɔ Mpwèmya yi, nɛ vawalè e kɔ́ nkɔchɔ yi mu. Nɛ ke shikô tɛbrɛ̀ Mpwèmya yi ke bye yi zhi, nɛ shiwa lè tɛbrɛ̀ nkɔchɔ yi ke bye yi zhi mu. 
1CO.10.22	Ke gɛ huŋ? Nyi yi mbɔ̀vè Mpwèmya mɔ lɛ, e fyeshyɛ? Nyi yi sepɔ lɛ, nyi kwαkàpɛ ge?
1CO.10.23	Wazɔ yi zà lɛ, “Nyi yibe nyi tɔ bye mbri” bɛhuŋ, matê yi bye mbri á yibe gé tὰfye nɛ mu. Wa enzɔ yi zà lɛ, “Nyi yibe nyi tɔ bye mbri” bɛhuŋ, matê bye mbri e ke mbya nyi ke kpèko mu 
1CO.10.24	Nguzo tété yi kate mɔ ke bú a sɔ wo shyɛ huŋ mu bɛhuŋ, tre nɛ ke ka bú a sɔ wazɔ shyɛ huŋ.
1CO.10.25	Ngèhuŋ, nɛ yibe nɛ zhi eko ve gɛ, yi bo yi fɔzhi tú, yi nɛ bipɔtê búzo e ke mbyapè nɛ pushyɛ mu. 
1CO.10.26	Srakàda Mbɔchù, yi zà huŋ, “Zhyɔ wo bye asɔsɔ á mate e gè hɛ, ma enke Mpwèmya.”
1CO.10.27	Be ngru á fenyitê wo Yeso mu huŋ, lè bé wò byezhi, ngè à lè kate, dɔ ju ke zhi mami bú gɛ e lè te ju wo yi, á bipɔtê búzo e ke mbyapè wò pushyɛ mu. 
1CO.10.28	Bɛhuŋ, be nguzo lè zà wo bù lɛ, “Bo kɔŋategbα byezhi atehɛ wo mbɔchɔ ekpo,” ngèhuŋ, tété zhi byezhi alɔhɛ mu, ke zri ngru a yaŋa wò huŋ wo lɛ, è ke mbyapè nguzo pushyɛ. 
1CO.10.29	Ŋ yi ya ke mbyapè ngru a yaŋa wò huŋ shyɛ, matê edriwo mu. Ngè ngɛ pushyɛ nguzo ke yi pè ke bú Ŋ zhi huŋ àmɔmu bú Ŋ̀ zhitê mu huŋ. 
1CO.10.30	Be Ŋ̀ lè yi tɔ Mbɔchù esɔ̀kɔ̀ ke byezhi ŋɛ, ngè ngɛ nguzo yibe e chenyimbe ŋɛ ke byezhi Ŋ zhi, yi Ŋ tɔgbα Mbɔchù esɔ̀kɔ̀ huŋ?
1CO.10.31	Ngèhuŋ, mà à zhi lè mà à va lè, àmɔmu mami gɛ a tɔ, tɔ ge mbri ke ŋa Mbɔchù ezozo. 
1CO.10.32	Ngèhuŋ, ma tété ma nɛ be tó á kùkɛnate pyɔ wo nguzo mu, mà è ma ngru wa Jɛntà àmɔmu Jû, àmɔmu ngru á ma gbòko wa enke Mbɔchù huŋ mu. 
1CO.10.33	Ngè tɔwa nɛ be Ŋ yi tɔ huŋ. Ŋ yi tre ke tɔsɔ wa mbri pushyɛ wo bye mbri Ŋ yi tɔ hɛ. Ŋ yi tɔtê ge ke tὰfye driŋɛ mu bɛhuŋ, ke tὰfye ngɔ̀ngɔ̀ wa enzɔ hɛ lɛ, Mbɔchù ke pofye bo.
1CO.11.1	Ma vèfye nɛ wo mì lèyɛwa be Ŋ vèfyete wo Kristò huŋ.
1CO.11.2	Zhyɛnyɔ̀ ŋɛ á fenyite é Yeso hɛ, Ŋ̀ ma wo enɛte gbαwa lɛ, nɛ sebɛshi wo mì é bye yi mbri, ngè nɛ yi tɔ bye mbri be Ŋ yá mbɔ̀ŋa nɛ huŋ. 
1CO.11.3	Bɛhuŋ, bú ma nzo Ŋ́ ma lɛ, Ŋ mbya nɛ, nɛ yi. È ma lɛ, Kristò ma ngruse wo ngunwa, ngè ngunwa ma ngruse wo va ge, ngè ngruse Kristò ma Mbɔchù. 
1CO.11.4	Ngè ngunwa e yi sofye Mbɔchù àmɔmu, yi yapwὰ chyα Mbɔchù e vókɛte se ge huŋ, yi zótê ngruse ge a ma Kristò huŋ mu. 
1CO.11.5	Ngè mami nguva kɔ á lè yi sofye Mbɔchù àmɔmu, yi yapwὰ chyα Mbɔchù e vókɛtê se ge mu, yi zótê ngruse ge a ma nwa ge huŋ mu. Ke è vókɛtê se gè mu è ma lè mɔ be nguva bo fαte nkwɛ́se huŋ. 
1CO.11.6	Nguva a lè ŋɔ ke vókɛte se ge, ma e fα ge. Bɛhuŋ, be ewɛ́ lè yi mbu nguva ke deké zre ge mà ke fα nkwɛ́se lè, ma e vókɛte se ge. 
1CO.11.7	Ngunwa tété vókɛte se ge mu, ke è ma be Mbɔchù, ngè e yi màŋa ezozo Mbɔchù ma huŋ. Bɛhuŋ, nguva yi màŋa ezozo ngunwa ma huŋ. 
1CO.11.8	Nyi yi lɛ, bo yá yɔ̀tê ngunwa enkàpro huŋ, é nguva yi mu bɛhuŋ, bo yá yɔ̀ nguva enkàpro huŋ é ngunwa yi. 
1CO.11.9	Mbɔchù yá yɔ̀tê ngunwa ke nguva mu bɛhuŋ, è yá yɔ̀ nguva ke ngunwa. 
1CO.11.10	Ngè drubú nguva ke vókɛte se ge ke gè ke màŋa lɛ, yi nwa ge á ma wo ngre é gè yi. Ngè nchèndé Mbɔchù ke yi vè bye e yi kàju hɛ. 
1CO.11.11	Mami lè àmɔ mu huŋ, nyi wa á shite abre wo Mpwèmya huŋ fenyite lɛ, nguva ke shikô wo se ge, yi ngunwa pra ma mu, ngè ngunwa shikô wo se ge, yi nguva pra ma mu. 
1CO.11.12	Be bo yá yɔ̀ nguva enkàpro é ngunwa huŋ, lèyɛwa ngè be nguva ke mbà ngunwa yi. Ngè bye atehɛ mbri ju wo Mbɔchù.
1CO.11.13	Kpà nɛ wo bɔnɛ ke bú atehuŋ. È ma sɔbe wo nguva ke sofye Mbɔchù wo se vɔ́? 
1CO.11.14	Mê pyɔ Mbɔchù yɔ̀te bye, yi màŋa lɛ, è ma bú ewɛ́ wo ngunwa ke te àfì zre se ge yi mû? 
1CO.11.15	Bɛhuŋ, è lè ma lɛ, yi nguva á te ngɔ̀ngɔ̀ zre se ge mɔ huŋ, mê è mamɔ ke bwαbwα ge mû? Mbɔchù ŋa yi ge tété zre ke vókɛte se ge yi. 
1CO.11.16	Bɛhuŋ, be nguzo lè ma lɛ, e chapra bye atehɛ mɔ huŋ, ma ngru alɔhuŋ le yi lɛ, nyi wo wa chɔshì wa enke Mbɔchù matendê wo pyɔzo ke zó Mbɔchù yi kàju pyɔ atehuŋ mu.
1CO.11.17	Ŋɛ bye Ŋ yi yaŋa nɛ huŋ, Ŋ̀ ke kpyadèkô nɛ mu. Ke è ma àlɛ ebɔ nɛ yi gbòko abre ke sofye Mbɔchù huŋ, è yi matê ke asɔsɔ mu bɛhuŋ, è mapya mɔ abebà huŋ. 
1CO.11.18	Bú enkàpro ma lɛ, Ŋ pɔ yi lɛ, ebɔ nɛ yi gbòko abre ke sofye Mbɔchù huŋ, chɔfo yi ma chɔ nɛ yi. Ngè Ŋ̀ vè lɛ, chamu è yibe e ma endɛndɛ. 
1CO.11.19	Ŋ̀ ke kwetetêmɔ mu. Chɔfo ke mabàwa chɔ nɛ lɛ, bo yibe bo vècha wa zrɔbye bo setetemɔ hɛ. 
1CO.11.20	Ebɔ nɛ yi gbòko abre huŋ, è matê byezhi Mpwèmya nɛ yi zhi mu. 
1CO.11.21	Ŋ yi ya àmɔ ke ebɔ nɛ yi zhi bye huŋ, mànya mànya, yi dɔ mɔ ju ke byezhi enke gè yi zhi, e tembatê lɛ, e chɔfo bombò ngru enzo mu. Be wazɔ yi fu mɔ wo mbɔ huŋ, yi wazɔ vapyɛgbα mɔ. 
1CO.11.22	Cho bye e yi kàju wo nɛ hɛ, ma cho gɛ, ge mashì endɛndɛ? Nɛ matê wo te, yi nɛ yibe nɛ dɔ zhi, nɛ va nú mû? Àmɔmu nɛ yi ka ke mbubyashya wo gbòko wa enke Mbɔchù? Nɛ yi tɔmbu wa á matê wo búzo mu ewɛ́. Ngɛ Ŋ̀ yibe Ŋ ya wo nɛ? Nɛ kate lɛ Ŋ kpya nɛ? Endɛndɛ Ŋ ke tɔkô mu!
1CO.11.23	Bú Ŋ̀ yá pɔ wo Mpwèmya abɔge huŋ, ngè Ŋ yi yaŋa nɛ. Bú alɔhuŋ ma lɛ, è yá ma ché bo yá fɔzhi Mpwèmya Yeso huŋ, è yá mbu brɛ̂, 
1CO.11.24	è tɔ Mbɔchù esɔ̀kɔ̀. È yá kɔgbɛ ge, yi zà lɛ, “Atehuŋ ma vekpɔ ŋɛ á ma be ekɔŋa bèchɛ̀ ke nɛ. Tɔ nɛ àmɔ ebɔ mbri, ngè nɛ ke yi sebɛshi wo mì.” 
1CO.11.25	Lèyɛwa pyɔ alɔhuŋ, ebɔ bo zhigbα bye huŋ, è yá mbu kɔ chwa, yi zà lɛ, “Chwa atehuŋ ma nchrè epokwre, yi Mbɔchù byekɛte wo srα ŋɛ. Tɔ nɛ àmɔ ebɔ mbri, yi nɛ ke yi va ge huŋ, ngè nɛ ke yi sebɛshi wo mì.” 
