MAT.1.1	Cartea genealogiei lui Iisus Hristos, fiul lui David, fiul lui Avraam:
ACT.28.4	Când au văzut barbarii şarpele atârnând de mâna lui, şi-au zis între ei: „Cu siguranţă, omul acesta este un ucigaş şi, chiar dacă s-a salvat din valuri, dreptatea nu îl lasă să trăiască!” 
ACT.28.5	Dar Pavel a scuturat şarpele în foc şi n-a păţit nimic. 
ACT.28.6	Ei credeau că trebuie să se umfle sau să se prăbuşească deodată mort. Dar, după ce au aşteptat mult şi bine şi n-au văzut nimic neobişnuit şi-au schimbat părerea şi au început să spună că este un zeu. 
ACT.28.7	Pământul din preajma acelui loc era al conducătorului insulei, numit Publius; el ne-a întâmpinat bine şi ne-a găzduit cu generozitate vreme de trei zile. 
ACT.28.8	Tocmai atunci, tatăl lui Publius a căzut bolnav la pat, cu febră şi dizenterie. Pavel s-a dus la el, şi-a pus mâinile peste el şi, rugându-se, l-a vindecat. 
ACT.28.9	Din cauza aceasta, au început să vină şi alţi bolnavi de pe insulă şi erau vindecaţi. 
ACT.28.10	Ni s-a arătat o mare cinste şi, când a fost să plecăm, ne-au dat tot ce aveam nevoie.
ACT.28.11	După trei luni de zile, ne-am îmbarcat pe o corabie alexandrină care iernase în insulă şi care purta semnul Gemenilor. 
ACT.28.12	Am ajuns la Siracuza şi am rămas acolo trei zile. 
ACT.28.13	De acolo, am pornit să navigăm şi am ajuns la Regium. După o zi a început să bată vântul de miazăzi, iar în ziua următoare am sosit în portul Puteoli, 
ACT.28.14	unde am găsit nişte fraţi şi, pentru că ne-au rugat, am rămas cu ei şapte zile. Şi astfel am ajuns la Roma. 
ACT.28.15	Fraţii de aici au auzit despre noi şi au venit împreună cu noi până aproape de Forul lui Apius şi de Trei Taverne; când i-a văzut, Pavel i-a mulţumit lui Dumnezeu şi a prins curaj. 
ACT.28.16	După ce am intrat în Roma, lui Pavel i s-a permis să stea în gazdă, undeva, fiind păzit de un soldat.
ACT.28.17	După trei zile el i-a chemat pe conducătorii iudeilor şi, când s-au adunat, le-a zis: „Fraţilor, eu nu am făcut nimic împotriva poporului sau a obiceiurilor strămoşeşti şi totuşi, am fost legat cu lanţuri în Ierusalim şi dat în mâinile romanilor. 
ACT.28.18	După ce m-au judecat, ei au vrut să mă elibereze pentru că nu-mi găseau nici o vină vrednică de moarte. 
ACT.28.19	Însă când iudeii s-au împotrivit, a trebuit să fac apel la Cezar, deşi nu mă gândeam să-mi învinuiesc propriul popor. 
ACT.28.20	Din acest motiv v-am chemat să vă văd şi să vă vorbesc, căci eu port lanţurile acestea pentru nădejdea lui Israel.” 
ACT.28.21	Ei i-au răspuns: „Noi nu am primit nici o scrisoare despre tine din Iudeea, nici nu a ajuns la noi vreun frate care să ne anunţe sau să ne vorbească ceva rău despre tine. 
ACT.28.22	Am dori, astfel, să auzim de la tine ce gândeşti, pentru că, aşa cum am aflat, peste tot se vorbeşte împotriva acestei partide.”
ACT.28.23	Au stabilit cu el o zi şi au venit mulţi atunci, la locuinţa lui. De dimineaţa până seara, el le-a explicat şi le-a dat mărturie despre Împărăţia lui Dumnezeu, încercând să-i convingă de cele privitoare la Iisus, din Legea lui Moise şi din profeţi. 
ACT.28.24	Unii au fost convinşi de cele spuse de el, alţii n-au crezut. 
ACT.28.25	Nefiind de acord unii cu alţii, au început să plece, iar la sfârşit Pavel le-a zis acest cuvânt: „Bine a spus Duhul Sfânt prin profetul Isaia către părinţii voştri 
ACT.28.26	când zicea:
ACT.28.28	Să vă fie cunoscut, aşadar, că această mântuire a lui Dumnezeu a fost trimisă neamurilor, iar ei o vor asculta.”
ACT.28.30	Pavel a rămas acolo doi ani întregi, într-o casă închiriată de el, şi îi primea pe toţi care veneau la el, 
ACT.28.31	vestindu-le Împărăţia lui Dumnezeu şi învăţându-i cele privitoare la Domnul Iisus Hristos cu toată îndrăzneala şi nestingherit de nimeni.
ROM.1.1	Pavel, rob al lui Hristos Iisus, chemat să fiu apostol, ales pentru evanghelia lui Dumnezeu, 
ROM.1.2	pe care a făgăduit-o mai dinainte prin profeţii Săi în Sfintele Scripturi, 
ROM.1.3	evanghelia despre Fiul Său, care, după trup, s-a născut din sămânţa lui David, 
ROM.1.4	şi care, după Duhul sfinţeniei, prin învierea din morţi, a fost rânduit Fiul lui Dumnezeu cu putere, Iisus Hristos, Domnul nostru. 
ROM.1.5	Prin El noi am primit har şi apostolat, ca, în Numele Lui, să asculte de credinţă toate neamurile, 
ROM.1.6	între care sunteţi şi voi chemaţi să fiţi ai lui Iisus Hristos.
ROM.1.7	Către toţi cei din Roma, iubiţi de Dumnezeu, chemaţi să fiţi sfinţi: har vouă şi pace de la Dumnezeu Tatăl nostru şi de la Domnul Iisus Hristos.
ROM.1.8	Înainte de toate, îi mulţumesc Dumnezeului meu prin Iisus Hristos pentru voi toţi, deoarece credinţa voastră este vestită în întreaga lume. 
ROM.1.9	Şi martor îmi este Dumnezeu, căruia îi slujesc în duhul meu prin evanghelia Fiului Său, că vă pomenesc neîncetat, 
ROM.1.10	şi cer întotdeauna în rugăciunile mele ca, prin voia lui Dumnezeu, să reuşesc în cele din urmă să vin la voi. 
ROM.1.11	Fiindcă doresc mult să vă văd ca să vă împărtăşesc vreun dar duhovnicesc pentru întărirea voastră, 
ROM.1.12	sau mai degrabă să fim încurajaţi împreună prin credinţa pe care o împărtăşim în comun, voi şi eu. 
ROM.1.13	Fraţilor, nu vreau să vă ascund că de multe ori mi-am pus în gând să vin la voi ca să am şi între voi roade, la fel ca între celelalte neamuri, însă am fost împiedicat până acum. 
ROM.1.14	Le sunt dator şi grecilor şi barbarilor, şi celor înţelepţi şi celor neînţelepţi, 
ROM.1.15	aşa că, în ceea ce mă priveşte, doresc să vă vestesc evanghelia şi vouă, celor din Roma.
ROM.1.16	Căci eu nu mă ruşinez de evanghelie, pentru că ea este puterea lui Dumnezeu pentru mântuirea oricui crede, mai întâi a iudeului, dar şi a grecului. 
ROM.1.17	Fiindcă în evanghelie se descoperă dreptatea lui Dumnezeu, din credinţă spre credinţă, după cum este scris: 
ROM.1.18	Căci mânia lui Dumnezeu se descoperă din cer împotriva oricărei fărădelegi şi nedreptăţi a oamenilor care înăbuşă adevărul cu nedreptatea. 
ROM.1.19	Pentru că ceea ce se poate cunoaşte despre Dumnezeu le este limpede, fiindcă Dumnezeu le-a arătat: 
ROM.1.20	puterea Lui veşnică şi dumnezeirea Lui, deşi nevăzute, se văd încă de la întemeierea lumii, fiind înţelese din lucrările Lui. Aşadar, ei nu se pot dezvinovăţi, 
ROM.1.21	pentru că, deşi L-au cunoscut pe Dumnezeu, nu L-au slăvit ca pe Dumnezeu şi nici nu I-au mulţumit, ci au rătăcit în gândurile lor deşarte, iar inima lor necugetată s-a întunecat. 
ROM.1.22	Zicând că sunt înţelepţi, au ajuns nebuni 
ROM.1.23	şi au schimbat slava lui Dumnezeu cel nepieritor cu chipuri asemenea omului supus putrezirii, păsărilor, dobitoacelor şi târâtoarelor.
ROM.1.24	De aceea, Dumnezeu i-a lăsat pradă necurăţiei, după poftele inimii lor, aşa încât şi-au necinstit trupurile între ei, 
ROM.1.25	ca unii care au schimbat adevărul lui Dumnezeu în minciună şi s-au închinat şi au slujit făpturii, în locul Creatorului, care este binecuvântat în veci. Amin! 
ROM.1.26	De aceea, Dumnezeu i-a lăsat pradă unor patimi josnice, aşa încât femeile lor au schimbat relaţiile fireşti cu cele împotriva firii. 
ROM.1.27	În acelaşi fel şi bărbaţii, părăsind relaţiile fireşti cu femeile, s-au aprins în pofta lor unii pentru alţii, săvârşind bărbaţi cu bărbaţi ceea ce este ruşinos, şi au primit în ei înşişi răsplata cuvenită rătăcirii lor. 
ROM.1.28	Şi după cum nu au încercat să Îl aibă pe Dumnezeu în cunoştinţa lor, Dumnezeu i-a lăsat pradă minţii lor necugetate, să facă ceea ce nu se cuvine, 
ROM.1.29	plini de orice fel de nedreptate, viclenie, lăcomie, răutate, plini de invidie, ucidere, ceartă, înşelăciune şi obiceiuri rele, bârfitori, 
ROM.1.30	calomniatori, vrăjmaşi ai lui Dumnezeu, batjocoritori, îngâmfaţi, lăudăroşi, născocitori de rele, neascultători de părinţi, 
ROM.1.31	necugetaţi, fără cuvânt, fără inimă, fără milă. 
ROM.1.32	Aceştia, deşi cunosc hotărârea dreaptă a lui Dumnezeu, anume că cei care săvârşesc asemenea lucruri sunt vrednici de moarte, nu numai că le săvârşesc ei înşişi, dar îi şi aprobă pe cei care le săvârşesc.
ROM.2.1	De aceea, omule, tu care îl judeci pe altul, oricine ai fi, nu poţi să te dezvinovăţeşti cu nimic, fiindcă atunci când îl judeci, pe tine însuţi te condamni, pentru că tu, cel care judeci, faci aceleaşi lucruri. 
ROM.2.2	Noi ştim că judecata lui Dumnezeu împotriva celor care săvârşesc asemenea lucruri este după adevăr. 
ROM.2.3	Şi tu, omule, care îi judeci pe cei ce fac aceste lucruri, însă tu faci la fel, crezi oare că vei scăpa de judecata lui Dumnezeu? 
ROM.2.4	Sau dispreţuieşti bogăţia bunătăţii, a îngăduinţei şi a răbdării Lui? Nu ştii că bunătatea lui Dumnezeu te îndeamnă la pocăinţă? 
ROM.2.5	Dar prin împietrirea şi inima ta nepocăită îţi aduni mânie pentru ziua mâniei şi a descoperirii dreptei judecăţi a lui Dumnezeu, 
ROM.2.6	care îi va da fiecăruia după faptele lui: 
ROM.2.7	viaţă veşnică celor care stăruind în fapte bune caută slavă, cinste şi nestricăciune, 
ROM.2.8	însă mânie şi urgie celor care din iubire de ceartă nu se supun adevărului, ci nedreptăţii. 
ROM.2.9	Necaz şi strâmtorare se vor abate peste sufletul oricărui om care săvârşeşte răul, mai întâi peste iudeu, dar şi peste grec, 
ROM.2.10	însă slavă, cinste şi pace oricui săvârşeşte binele, mai întâi iudeului, dar şi grecului, 
ROM.2.11	pentru că Dumnezeu nu este părtinitor.
ROM.2.12	Fiindcă toţi care au păcătuit fără să fie sub Lege, vor pieri fără Lege, iar câţi au păcătuit sub Lege, prin Lege vor fi judecaţi. 
ROM.2.13	Fiindcă nu cei care aud Legea sunt drepţi înaintea lui Dumnezeu, ci aceia care împlinesc Legea, ei vor fi îndreptăţiţi. 
ROM.2.14	Căci atunci când neamurile care nu au Legea împlinesc din fire cele spuse de Lege, aceştia, deşi nu au Legea, îşi sunt Lege lor înşişi. 
ROM.2.15	Ei arată că fapta poruncită de Lege este scrisă în inimile lor şi despre aceasta dau mărturie atât conştiinţa, cât şi gândurile lor, care fie îi vor acuza, fie îi vor apăra 
ROM.2.16	în ziua în care Dumnezeu va judeca cele ascunse ale oamenilor, potrivit evangheliei mele, prin Iisus Hristos.
ROM.2.17	Dar tu, dacă te numeşti iudeu, te sprijini pe Lege, te lauzi cu Dumnezeu 
ROM.2.18	şi eşti învăţat de Lege să îi cunoşti voia şi să poţi deosebi ceea ce este de folos, 
ROM.2.19	dacă eşti convins că eşti călăuză pentru cei orbi, lumină pentru cei din întuneric, 
ROM.2.20	îndrumător pentru cei neştiutori, învăţător pentru copii, fiindcă ai în Lege măsura cunoaşterii şi a adevărului, 
ROM.2.21	tocmai tu, care îi înveţi pe alţii, pe tine însuţi nu te înveţi? Tu, care predici: 
ROM.2.22	Tu, care spui: 
ROM.2.23	Tu, care te lauzi cu Legea, tu Îl necinsteşti pe Dumnezeu prin călcarea Legii! 
ROM.2.24	Fiindcă 
ROM.2.25	Circumcizia, într-adevăr, este de folos dacă păzeşti Legea. Dar dacă încalci Legea, circumcizia ta a devenit necircumcizie. 
ROM.2.26	Aşadar, dacă cel necircumcis păzeşte hotărârile Legii, oare necircumcizia lui nu îi va fi considerată circumcizie? 
ROM.2.27	Şi el, care din fire este necircumcis, dar împlineşte Legea, te va judeca pe tine, care ai litera Legii şi ai circumcizia, însă încalci Legea. 
ROM.2.28	Fiindcă iudeu nu este cel care se arată pe dinafară şi nici circumcizie, aceea ce se arată pe dinafară, în trup, 
ROM.2.29	ci iudeu este cel în ascuns, iar circumcizia este a inimii, în duh, nu în literă, şi lauda lui nu vine de la oameni, ci de la Dumnezeu.
ROM.3.1	Care este deci întâietatea iudeului sau care este folosul circumciziei? 
ROM.3.2	Este mare în toate privinţele! În primul rând, iudeilor le-au fost încredinţate cuvintele lui Dumnezeu. 
ROM.3.3	Şi ce dacă unii n-au crezut? Oare necredinţa lor va desfiinţa credincioşia lui Dumnezeu? 
ROM.3.4	Nicidecum! Dumnezeu trebuie să fie adevărat, iar orice om mincinos, după cum stă scris:
ROM.3.5	Dar dacă nedreptatea noastră arată dreptatea lui Dumnezeu, ce vom spune? Nu cumva este nedrept Dumnezeu care-şi revarsă mânia? Vorbesc ca un om. 
ROM.3.6	Nicidecum! Căci altfel, cum va judeca Dumnezeu lumea? 
ROM.3.7	Şi, iarăşi, dacă prin minciuna mea adevărul lui Dumnezeu a prisosit spre slava Lui, de ce mai sunt eu judecat ca păcătos? 
ROM.3.8	Oare nu aşa suntem noi defăimaţi şi spun unii că zicem noi: „Să facem cele rele ca să vină cele bune”? Pedeapsa lor este dreaptă.
ROM.3.9	Şi atunci? Avem noi vreo întâietate faţă de ei? Nicidecum! Fiindcă am dovedit mai înainte că şi iudeii şi grecii sunt toţi sub păcat, 
ROM.3.10	după cum stă scris:
ROM.3.19	Dar ştim că toate cele spuse de Lege sunt spuse celor care sunt sub Lege, ca orice gură să fie închisă şi toată lumea să fie găsită vinovată faţă de Dumnezeu. 
ROM.3.20	Căci prin faptele Legii nimeni nu va fi îndreptăţit înaintea Lui, pentru că prin Lege vine cunoaşterea păcatului.
ROM.3.21	Acum însă fără vreo legătură cu Legea, s-a arătat dreptatea lui Dumnezeu, fiind mărturisită de Lege şi de Profeţi, 
ROM.3.22	dreptatea lui Dumnezeu, prin credinţa în Iisus Hristos, pentru toţi cei ce cred. Căci nu este nici o deosebire, 
ROM.3.23	fiindcă toţi au păcătuit şi sunt lipsiţi de slava lui Dumnezeu. 
ROM.3.24	Şi sunt făcuţi drepţi printr-un dar, prin harul Lui, prin răscumpărarea în Hristos Iisus, 
ROM.3.25	pe care Dumnezeu L-a rânduit de mai înainte să fie ispăşire, prin credinţa noastră în sângele Său, ca să-şi arate dreptatea, trecând cu vederea păcatele de mai înainte. 
ROM.3.26	În îngăduinţa Lui, Dumnezeu a făcut aceasta ca să-şi arate dreptatea în vremea de acum, ca să fie El Însuşi drept şi să-l facă drept pe cel ce crede în Iisus.
ROM.3.27	Prin urmare, unde este lauda? A fost înlăturată! Prin care lege? A faptelor? Nu, ci prin legea credinţei. 
ROM.3.28	Fiindcă noi credem că omul se îndreptăţeşte prin credinţă, fără faptele Legii. 
ROM.3.29	Oare Dumnezeu este numai al iudeilor? Nu este şi al neamurilor? Ba da, şi al neamurilor! 
ROM.3.30	De vreme ce este un singur Dumnezeu care pe cei circumcişi îi va face drepţi prin credinţă, iar pe cei necircumcişi, tot prin credinţă. 
ROM.3.31	Aşadar, desfiinţăm noi Legea prin credinţă? Nicidecum! Dimpotrivă, noi întărim Legea!
ROM.4.1	Deci ce vom spune că a dobândit Avraam, strămoşul nostru după trup? 
ROM.4.2	Fiindcă, dacă Avraam a fost făcut drept datorită faptelor, el are cu ce să se laude, însă nu înaintea lui Dumnezeu. 
ROM.4.3	Dar ce spune Scriptura? 
ROM.4.4	Celui care lucrează, plata nu îi este socotită ca un dar, ci ca o datorie; 
ROM.4.5	însă celui care, fără să lucreze, crede în Cel care îl face drept pe cel păcătos, credinţa lui îi este socotită ca dreptate. 
ROM.4.6	După cum şi David vorbeşte despre fericirea omului căruia Dumnezeu nu îi socoteşte dreptatea din fapte:
ROM.4.9	Este deci această fericire doar pentru cei circumcişi sau şi pentru cei necircumcişi? Fiindcă spunem: 
ROM.4.10	Dar când i s-a socotit? Când era circumcis sau când era necircumcis? Nu când era circumcis, ci când era necircumcis. 
ROM.4.11	Iar semnul circumciziei l-a primit ca pecete a dreptăţii pentru credinţa pe care a avut-o pe când era necircumcis, ca el să fie părinte al tuturor celor necircumcişi care cred, ca şi lor să le fie recunoscută dreptatea, 
ROM.4.12	dar şi părinte al celor circumcişi, care nu sunt doar circumcişi, ci şi umblă pe urmele credinţei pe care o avea părintele nostru Avraam pe când era necircumcis.
ROM.4.13	Într-adevăr, nu prin Lege i s-a făgăduit lui Avraam sau urmaşilor
ROM.4.14	Căci dacă cei care au Legea sunt moştenitori, atunci credinţa e zadarnică, iar făgăduinţa s-a desfiinţat. 
ROM.4.15	Fiindcă Legea rodeşte mânie, iar unde nu este lege nu este nici încălcare de Lege. 
ROM.4.16	De aceea, făgăduinţa este din credinţă, ca să fie prin har, ca să fie sigură pentru toţi urmaşii, nu doar pentru cei care au Legea, ci şi pentru cei care au credinţa lui Avraam, care este părinte al nostru al tuturor, 
ROM.4.17	după cum stă scris: 
ROM.4.18	Împotriva oricărei nădejdi, Avraam a crezut cu nădejde că va fi părintele multor neamuri, după cum i s-a spus: 
ROM.4.19	Nu a slăbit în credinţă la vederea trupului său deja bătrân – căci era de aproape o sută de ani – nici la vederea pântecelui amorţit al Sarei. 
ROM.4.20	Nu s-a îndoit cu necredinţă de făgăduinţa lui Dumnezeu, ci s-a întărit în credinţă, dând slavă lui Dumnezeu, 
