GEN.1.1	Ti kucangtsi ti Rimam mam apupwen ti riben, 
MAT.20.21	Yesu rang wu baa, “Imi ti afu ku sha?” Unda wu ri tso baa, “Yer unju te m baa, anyisu ifaen bane na u som kujwo rici-fu ti kujwo ife-fu kiye ti afu a som yi kujwokwe-fu.” 
MAT.20.22	Yesu ri te ba baa, “Ani nung-ni iken ti ani ku jwam be. Ani u ngwa tu rikaen ti ku ba uwe-m ne a.” A cwe baa, “Ati u ngwa tu.” 
MAT.20.23	Awu ri te ba baa, “Een, ani u ngwa rikaen-m ayi ara. Amaa ame site-m kuko ti m u tsab ande ti u som kujwo rici ko kujwo ife-m be. Ayi si ana Itse-m Rimam ti awu u tsab ande ba ti u som uwog yine.” 
MAT.20.24	Kiye ti ande-wu rijwe ti tsitsi fxen ira yine, aba tso rinae te anyisu Zebedi bane. 
MAT.20.25	Ama Yesu kunn byir ba u ri te ba baa, “Ani nung pu ni baa, uwae uten na ande ti nung-ba Rimam be, afaen ukwe na site kuko risu ande ti aba nae ukwe risu-ba. Ande ti uwe-ba ye su-ba ti kpakang. 
MAT.20.26	Ame ku ri te ni ti ayi u si-yi ahan uwog-ni ama be. Asiti unde uwae-ni a ku sha ti wu u nae ukwe, awu ā sa risu-wu tsi pangma upyi ande ti tsitsi. 
MAT.20.27	Cwucwo asiti unde iki uwae-ni a ku sha ti awu u si unde ti uwe, awu ā sa ijwe-wu tsi pangma upyi ande ti tsitsi, 
MAT.20.28	pangma ti Umbae Unde ti ba-wu ikyaen ti a u nde wande na wu be, amaa ti wu u nde wande ama u cwu ricwu ikyaen ti wu u nwangru ande yang-ba.”
MAT.20.29	Kiye ti aba ku nwunn Jeriko, kumbub ande yang-ba putsa Yesu. 
MAT.20.30	Ande ti mbub ayib ifaen som iyen fengo atang. Kiye ti aba fxen baa, Yesu na ku ru fengo atang, a taen ira tso ritsen baa, “Umbae Dawuda, sae ti te ayibrisi!” 
MAT.20.31	Ujwunn ande fwan ba kibyag ti a na bwe tag skirr. Amaa aba taen ira tso skeb kyi ti kucang u ri baa, “Itsekuru! Umbae Dawuda, sae ti te ayibrisi!” 
MAT.20.32	Yesu kyae tsi u kunn ba ira u rang ba baa, “Imi ti ani ku sha ti m na nde na ni?” 
MAT.20.33	A ri te wu baa, “Itsekuru, ati ku sha ti ayib-ti na mbub tita.” 
MAT.20.34	Yesu nung risi-ba u sa kujwo tekunn ayib-ba, ama ti ritsen aba sae uwog ama u putsa wu.
MAT.21.1	Kiye ti aba ka ye Urushelima, a ru ba yi Betifaji, ti ta fer ti Rikwen Zetunn. Yesu tom ande-wu ifaen 
MAT.21.2	u ri te ba baa, “Ni ru yi imbae uten ti kú uwe-ni akwen. Ani a ka pu ni atang, ani u nung ikyinnsu iki ti umbae-wu kya tetso. Ni saen yi ti ni pu ba na m. 
MAT.21.3	Asiti unde iki a byib ni ira, ni ri te wu baa, Itsekuru na ku sha yi. Ama ti ritsen, awu u tom yi ru.”
MAT.21.4	Iken yine nde ikyaen ti ayi ā kumunn ira ti unde ti ku ya iskin ira Rimam ri ti kute baa,
MAT.21.5	“Ni ri te Mbawandab Siyon baa,
MAT.21.5	‘Sae, ukwe-fu ku ba
MAT.21.5	yi uwog-fu
MAT.21.5	ti risu ti nae riben.
MAT.21.5	Awu tso ikyinnsu,
MAT.21.5	u tso imbae ikyinnsu.’ ”
MAT.21.6	Atugbug ifaen ba ru ka nde pangma ti Yesu ri te ba. 
MAT.21.7	A tae ikyinnsu wu ti umbae-wu ru ba u pu atupwa-ba ta ku tsa risu-yi. Yesu tso ka som tsa atang. 
MAT.21.8	Ujwunn ande pu atupwa-ba ta fengo, ariki ama pyer atsingken ituku u pu ta fengo. 
MAT.21.9	Ande ti ku ru uwe Yesu ti ande ti ta isim-wu tso ukunn u ri baa,
MAT.21.9	“A teb rinyi Umbae Dawuda!
MAT.21.9	Itinyang ā si ana unde ti ba
MAT.21.9	yi rinyi na Itsekuru!
MAT.21.9	Ititeb ā ta apupwen.”
MAT.21.10	Ti Yesu kyang ba sang Urushelima, meme uten wu kyirunn. Aba ku rang atso baa, “Awune si aye?” 
MAT.21.11	Ande ti ku putsa Yesu ku ri te ba baa, “Awu si Yesu unde ti ku ya iskin ira Rimam ti ruye Nazareti ti ta Galili.”
MAT.21.12	Yesu sang ka utabshi kusog Rimam tiyang u ka rwae ruye ande ti ku jabci te isu ti ande ti ku jab isu uwae utabshi kusog Rimam atang, u ye tebur na ande ti ku fi aser fxaebur, u ye iken ti som ande ti ku jabci te akwae byinn shag. 
MAT.21.13	Awu ri te ba baa, “A bae uwae Kutsingken Rimam baa, Rimam na ri baa, kusog-wu na si uwog ti a na ku jwam wu atang. Amaa ani sa wu kafe uwog ti ande ti riyib ku tam atang.”
MAT.21.14	Ande ti mbub ayib ti ande ti cwu afxen ti ajwo ru ba tu Yesu uwae kusog Rimam atang, ama awu nwangru ba. 
MAT.21.15	Amaa, akwen tiyang ti aba ti ku kwen na ande icwe tso rinae kiye ti aba nung iken ti fur ayib yi ti Yesu ku nde, u fxen anyisu tinying ku tso ukunn uwae kusog Rimam atang ku ri baa, “Ā teb rinyi Umbae Dawuda.” 
MAT.21.16	Aba rang Yesu baa, “Afu fxen ira ti anyisu bane ku ri a.” Yesu ri te ba baa, “Een. Ani nung-ni iken ti a bae uwae Kutsingken Rimam baa, ‘Afu nda ititeb ruye unju anyisu tinying ti aba ti ku nyam abyaen’ be a.”
MAT.21.17	Yesu ya ba ta u ru yi Betani u ka nae atang.
MAT.21.18	Ucwefam kiskinn ti Yesu kafe ru Betani ku ba yi Urushelima, rimenn ye wu. 
MAT.21.19	Awu nung kutuku kututung iki tsi iyen fengo atang. Ti awu ru ka umbyi kututung wu ama, awu tu-wu awaen iki atang be, se atsing-wu amam. Awu ri te kututung wu baa, “Afu u waen-fu awaen cwucwo be.” Ti ritsen, kututung wu wam cwu. 
MAT.21.20	Ti atugbug Yesu nung iken yine, ayib fur ba, ama a rang wu baa, “Kututung wu nde rimang u wam cwu-wu ti ritsen ahan amam?” 
MAT.21.21	Yesu ri te ba baa, “Kubenti ti ame ku ri te ni, asiti ani a ru kubenti u kab-ni uwae be, ani u nde-ni nyang wande ti ame nde te kututung ne be. Ani a ri te rikwen ne baa, awu na nwunn ka jwunnsi uwae uyinn, ayi u nde. 
MAT.21.22	Ame ku ri te ni baa, iken meme ti ani a ku jwam uwog Rimam, asiti ani a ru uwae kinjo, ani u tu yi.”
MAT.21.23	Yesu kafe ba ti kusog Rimam atang. Ti awu nwunn ku kwen na ande ira Rimam, akwen ti ande ndufu uten ru ba byib wu baa, “Afu tu kuko yi aka ku nde iken yine? Unde ti nda fu kuko yine si aye.” 
MAT.21.24	Ama Yesu ri te ba baa, “Ame u rang ni ira kinjo ama. Asiti ani a ri te m imbyi-yi, ame ama u ri te ni itso kuko ti ame site titawe u ku nde iken yine. 
MAT.21.25	Yohana ti ku nde batisma tu kuko-wu aka? Ayi ruye uwog Rimam ree, re ayi ruye uwog unde?” Aba sang ira ti skab kutampwa-ba, ku rang atso baa, “Asiti aba a ri baa, kuko na Yohana na ru uwog Rimam ba, Yesu na u rang ba baa, imi ti nde ne aba na ru-ba kubenti uwog Yohana be. 
MAT.21.26	Amaa, asiti aba a ri baa, ayi na ru uwog unde ba, aba ku kyen ikyenricwu ujwunn ande ba ti ta ike ne, ikyaen ti, unde titini sa tsi baa, Yohana na si unde ti ku ya iskin ira Rimam.” 
MAT.21.27	Ikyaen yine, aba ri te Yesu baa, “Ati nung-ti be.” Yesu ri te ba baa, “Ani a nung-ni be, ame ama u ri te-m ani uwog ti ame tu kuko na wande yine be.”
MAT.21.28	Yesu ri baa, “Ani ku kab baa, imi? Ame u rang ni ira iki. Unde iki site anyisu ifaen. Awu ri te umbae tikucang baa, ‘Uyin-m, ru ka nde wande uwae risaen ufang yaka.’ 
MAT.21.29	Umbae wu ri te ite-wu baa, ‘Ame u ka-m be.’ Ama isim-yi tiri, awu kab kyi ira u ru ka nde wande yi. 
MAT.21.30	Unde wu nwunn u ru ka tu umbae wu ti ifaen u ri te wu baa, awu na ka nde wande risaen ufang. Umbae wu cwe baa, ‘Ame u ka, Itsekuru,’ ama u ka-wu be. 
MAT.21.31	Umbae titini uwae anyisu bane ti nde iken ti ite-wu ku sha?” Aba ri baa, “Umbae ti kucang.” Yesu ri te ba ama baa, “Ame ku ri te ni kubenti, ande ti ku mbe aser akwe ti iyaen ku sang Kujwokwe Rimam uwe-ni. 
MAT.21.32	Yohana unde ti ku nde batisma ba uwog-ni u tatso ni usom ti som ti saen kyag, ani ru-ni uwae kinjo uwog-wu be. Amaa ande ti ku mbe aser akwe ti iyaen ru uwae kinjo uwog-wu. Isim yine, ko ti ani nung iken yine, ani kafe isim ta-ni ikentitibi-ni be. Ani ru-ni uwae kinjo uwog-wu be.”
MAT.21.33	Yesu ri baa, “Ni naa atong ti ni fxen kyi ira ti sunn iki. Unde iki ta atang u ru ka pye risaen-wu u yen ituku anam atang. Awu fae kundag pakob risaen wu, u kyae tag kukúm, uwog ti a u kum awaen yi atang, u kyae tag kitaen kujwin ti aba u som atang u nungkyi risaen wu. Isim ti awu nde tag iken yine, awu sa risaen wu na ande iki ti aba tom, u ru-wu iken-wu yi fengo rikyen. 
MAT.21.34	Kiye ti awaen yi ben ku pu yi, unde wu tom apyi-wu ti aba na ka mbe kutunn-wu. 
MAT.21.35	Ama ande ti ritom ti ta risaen atang ye apyi abane u byinn kinjo, u wen iki, u jwunn kinjo iki te atxom. 
MAT.21.36	Unde wu tom kyi apyi iki skeb kyi aba ti kucang, ama ande ti ritom ba ye ba u byinn kyi pangma ti kucang. 
MAT.21.37	Ti ricwunnkyi tiri, unde ti risaen tom umbae-wu ru yi ufang atang. Awu ri te ijwe-wu baa, ‘A fxen-ba apyi-m be. Aba u sa rurob na kang umbae-m!’ 
MAT.21.38	Ama ti ande ti ritom ba pu ayib nungye umbae wu, a ri te atso baa, ‘Nung umbae ti u ci rifunn unde wu ta ri. Ni ba ti ti wen wu, ti ti tso kyi rifunn-wu.’ 
MAT.21.39	Ama aba ye umbae wu u shir wu ruye uwae risaen atang u ka wen wu.
MAT.21.40	“Tine, ni ri te m, kiye ti unde ti risaen wu a ba, awu u nde ande ti ritom ba rimang?” 
MAT.21.41	A ri te wu baa, “Awu u wen tag ande titibi bane meme u sa risaen wu na ande tishe ti u pu kutunn-wu ba na wu kiye ti usen a fam pu wu.”
MAT.21.42	Yesu ri baa, “Ani nung ti a bae uwae Kutsingken Rimam baa,
MAT.21.42	‘Kutxom ti ande ti ku mbye asog
MAT.21.42	sae ru wu ru,
MAT.21.42	kutxom wune kafe kutxom ti
MAT.21.42	a u mbye rikwerfe kusog atang.
MAT.21.42	Rimam ti nde ayine ti ajwo-wu.
MAT.21.42	Ayi si iken ti ku fur ayib uwog-ti.’ ”
MAT.21.43	“Ame ku ri te ni baa, ayi si ahan uwog-ni. A u ye ra Kujwokwe Rimam uwog-ni u nda unde ti ku waen awaen ana kujwokwe-wu.” 
MAT.21.44	Unde ti a kaensi yi ijwe kutxom wune, awu u skaye skaye, ama unde ti kutxom wu a jwunnsi kwab wu, awu u shir nam wu.
MAT.21.45	Ti akwen tiyang ti ande ti kumbub Farisi fxen ira ti sunn yine, a nungye baa, Yesu na ku ri ira risu-ba. 
MAT.21.46	Ikyaen yine aba kwab ti a u ye wu, amaa, aba ku kyen ikyenricwu ande ti funn atang, ikyaen ti, ande ba sa tsi baa, Yesu na si unde ti ku ya iskin ira Rimam.
MAT.22.1	Yesu sunn kyi ira iki te ba cwucwo baa, 
MAT.22.2	“Kujwokwe Rimam ti apupwen pangma Ukwe ti mbe unda na umbae-wu. 
MAT.22.3	Awu tom apyi-wu ti a na ka kunn ande ti awu yae ti a na ci ukwab unda ishe ayi, ama ande ba shaen-ba. 
MAT.22.4	Awu tom kyi apyi iki ti a na ka ri te ande ba baa, ‘Wuci ukwab unda ishe-m ben mam pu yi. Ame wen pu m mbawen-m te indag-m ti rikem. Ame nde tag pu m iken meme. Ni ru ba ci ukwab-m.’ 
MAT.22.5	Ama aba naa atong fxen-ba ira-wu ayi be, u ye ikyin-ba ru. Uriki ru yi risaen-wu, uriki ru yi ritug, 
MAT.22.6	ande ti tsitsi ama ye apyi unde wune byinn u wen ba. 
MAT.22.7	Rinae ye ukwe wu, ama awu tom akyirten-wu ka twenji ande ba ti wen apyi-wu, u twen mbub tag uten-ba. 
MAT.22.8	Isim yine ukwe kunn byir apyi-wu u ri te ba baa, ‘Ame nde mam pu m wuci ukwab-m, amaa ande ti ame yae ba pang-ba atang be. 
MAT.22.9	Tine, ni ru yi fengo kum ti ni ka yae ande ti ani tu atang ba ci ukwab yi.’ 
MAT.22.10	Apyi bane nwunn u ru yi fengo yi, u ka kunn ande ti tinyang ti titibi ti a tu atang meme, ama uwog ukwab wu munnkyi te ande ti a yiyae.
MAT.22.11	“Kiye ti ande funn tag pu ba, ukwe nwunn sang yi uwae kusog atang ti wu na nung ande ba. Awu sang ka ye u ka nung unde iki ti sī-wu kutupwa ukwab be. 
MAT.22.12	Ukwe rang wu baa, ‘Urwan-m, afu kyang rimang ba sang ike u sī-fu kutupwa ukwab be?’ Unde wu bwetag skirr. 
MAT.22.13	Tiri ukwe ri te apyi-wu baa, ‘Ni yir wu afxen ti ajwo ti ni sa wu jwunnsi uwog ti byitang, uwog ti a u jwub ira u kub nger!’ ” 
MAT.22.14	“Ayi a si ira Kujwokwe Rimam, a kunn ande ko timambe, amaa ande ti a tsitsab kpang.”
MAT.22.15	Uwog wune, ande ti ta kumbub Farisi ru ka myae fengo ti aba na u txae Yesu ira unju. 
MAT.22.16	Isim ayine, aba tom ande ti imbyi-ba iki te ariki uwae ande ti isim Herodus ru ka uwog Yesu. Aba ka rang wu baa, “Unde ti uwe, ati nung pu ti baa, afu na si unde ti kubenti ama ku kwen na ande ira Rimam ti kubenti. Afu ku kab-fu rikaen ira ti ande ku kab be, ikyaen ti, afu ku fxen-fu atong risu iken ti unde ku tang baa, awu na si be. 
MAT.22.17	Ri te ti. I nyang ti ati u ta aser ukwe na Kaisar, Ukwe Roma a.” 
MAT.22.18	Yesu nung mam pu wu ira titibi ti aba ku myae rishwu-ba u ri te ba baa, “Ani ande ti kufur! Ani kyang rimang ku sha ti ni myae me myae? 
MAT.22.19	Ni sa riyaen aser ti ani ku pae aser ukwe atang ba ti m nung.” A ka sa riyaen aser ba na wu. 
MAT.22.20	Yesu rang ba baa, “Uwe unde ti ta ijwe aser yine si ana aye? Rinyi unde ti a bae atang ne si ana aye?” 
MAT.22.21	A ri te wu baa, “Ana Ukwe Roma.” Yesu ri te ba baa, “Ayi a si ahan, ni pae iken ti si ana Ukwe Roma na Ukwe Roma, ti ni pae iken ti si ana Rimam na Rimam.” 
MAT.22.22	Kiye ti aba fxen ira yine, ayib fur ba. Aba ter ya Yesu ta u nwunn uwog wu atang.
MAT.22.23	Ti usir wu, ande ti ta kumbub Saduke ba uwog Yesu. Aba si ande ti ku ri baa, unde na a cwu pu wu, awu na u shwur-wu cwucwo be. Aba ba rang Yesu ira 
MAT.22.24	baa, “Unde ti uwe, Musa kwen na ti baa, asiti unde a cwu u mbae-wu anyisu be, inja-wu ā mbe kang uwa icwu wu ikyaen ti wu na mbae anyisu na inja-wu ti cwucwu. 
MAT.22.25	Anyisu unde iki ta atang ka itsongfaen. Umbae ti ndufu mbe unda u cwu u mbae-wu anyisu te wu be, u ya uwa-wu ta na inja-wu. 
MAT.22.26	Ti ifaen mbe unda wu u cwu u mbae-wu anyisu te wu be, ka ti ti ita, ama meme itsongfaen-ba mbe tag unda kinjo u mbae-ba anyisu te wu be. 
MAT.22.27	Ricwunnkyi-yi, unda wu ti risu-wu sa cwu. 
MAT.22.28	Tine unda wu u ba si uwa aye uwae ande itsongfaen bane kiye ti a ba nwunn uwae iticwu? Ikyaen ti, meme-ba mbe wu.”
MAT.22.29	Yesu ri te ba baa, “Ira-ni ayine u ru-yi risu be, ikyaen ti, ani nung-ni Kutsingken Rimam be. Ani nung-ni kuko na Rimam be ama. 
MAT.22.30	Usir ti a u kunn nwunn ande ti cwucwu, aba u pangma atom Rimam ti apupwen. Arom te anda u baen-ba atso cwucwo be. 
MAT.22.31	Ira na ande ti nwunn uwae iticwu ama, ani fxen-ni ira ti Rimam ri te ni be a. 
MAT.22.32	‘Ame si Rimam Ibrahim, Rimam Ishaku, Rimam Yakubu.’ Awu si-wu Rimam ande ti cwucwu be, awu si Rimam ande ti tsi user.” 
MAT.22.33	Ande ti funn atang fxen ira-wu yine, ama iken ti kwen-wu fur ba ayib.
MAT.22.34	Kiye ti ande ti kumbub Farisi fxen baa, ande ndufu ti kumbub Saduke na shanum te ira ti a u ri te Yesu, aba kunn byir atso ti uwog kinjo. 
MAT.22.35	Uriki uwae-ba si unde ti nung ira icwe si-yi ti ti ri be. Awu kwab ti wu u myae Yesu kumyae ti ira ti ti rang. 
MAT.22.36	Awu rang Yesu baa, “Unde ti uwe, icwe ti ko siskeb uwae Icwe Rimam si titini?” 
MAT.22.37	Yesu ri te wu baa, “Ye ure te Itsekuru-fu Rimam ti utob-fu meme, ti unyang-fu meme, ti ira ti kab-fu meme. 
MAT.22.38	Awune si icwe ti ko siskeb u si ti tawe. 
MAT.22.39	Ti ifaen-yi si pangma ti kucang, ye ure te unde ice-fu pangma ti afu ye ure te risu-fu! 
MAT.22.40	Icwe Rimam ti tsitsi ti iken ti kwen na ande ti ku ya iskin ira Rimam meme som tsa risu icwe ifaen yine.”
MAT.22.41	Kiye iki ti ande ti kumbub Farisi ba byir ti uwog kinjo, Yesu rang ba baa, 
MAT.22.42	“Ani ku kab rimang risu Unde wu ti Rimam Tsab Tsi? Awu si umbae aye?” A ri te wu baa, “Awu u si umbae Dawuda.” 
MAT.22.43	Yesu rang kyi ba cwucwo baa, “Ayi a si ahan, Kusung Rimam nde rimang nda Dawuda ti wu na kunn unde wu baa, Itsekuru-wu? Ikyaen ti, Dawuda ri baa,
MAT.22.44	‘Rimam ri te Itsekuru-m baa,
MAT.22.44	Som kujwo rici-m ike,
MAT.22.44	se iken ti ame a wenji tag pu m ande ti rika-fu!’
MAT.22.45	Ti Dawuda ku ri baa, Unde wu ti Rimam Tsab Tsi na si Itsekuru-wu ne ahan, awu kyang rimang u si kyi-wu umbae Dawuda?” 
MAT.22.46	Unde ta-wu atang ti nda tu Yesu imbyi ira ti rang-wu be. Tsi usir wune ru yi uwe, unde iki ta-wu ti si te ribom utob ti wu u rang Yesu ira cwucwo be.
MAT.23.1	Yesu ri ira te ande ti funn atang ti atugbug-wu baa, 
MAT.23.2	“Ande ti ku kwen na ande icwe Rimam ti kumbub Farisi si ande ti a nda ba kuko ti a na ri te ande imbyi icwe Musa.
MAT.23.3	Ikyaen yine ni nae risu riben ti ni putsa ira ti a ri te ni meme. Amaa, ni putsa-ni ajwo wande-ba be, ikyaen ti, aba ku nde-ba iken ti aba ku kwen na ande be. 
MAT.23.4	Aba ye usu ti rob timambe nae tsa ande ukwae, amaa, aba ti risu-ba cwe-ba ti a u sa kukyikyin kujwo ndeya ande ti su usu yi be. 
MAT.23.5	Aba ku nde iken-ba meme ikyaen ti ande na nung. Nasi ti a pu bae kyi fe uwe-ba ti ajwo-ba yaen skeb ana ande meme. A ku kyae nyang unju atupwa-ba ti ande na nung. 
MAT.23.6	Aba ku sha kob ti a u som kutugbug ti site rurob yi uwog ukwab, ti kutugbug ti tinyang uwae kusog Rimam. 
MAT.23.7	Aba ku sha ti ande na kunnji ba ira uwae ritug baa, ‘Unde ti uwe.’ 
MAT.23.8	Ni cwe-ni ti ande a kunn ni baa, unde ti uwe be, ikyaen ti, ani si ameinja atso u site nyang unde ti uwe kinjo amam. 
MAT.23.9	Ni kunn-ni unde iki baa ‘Ite’ uwae utense ike be, ikyaen ti, Ite-ni si nyang kinjo amam, awu ti ta apupwen. 
MAT.23.10	Ni cwe-ni ti a kunn ni baa, ‘Unde ti ku kwen iken’ be, ikyaen ti, unde ti ku kwen iken-ni si nyang Kristi amam. 
MAT.23.11	Unde ti ko siskeb uwae-ni ā si upyi-ni. 
MAT.23.12	Unde ti a ndub risu, a u shir wu si yi riben. Unde ti a nae risu riben ama, a u shir ra wu tso yi apupwen.
MAT.23.13	“Ayae-ni, ani ande ti kumbub Farisi ti ani ande ti ku kwen na ande ira Icwe. Ani ande ti kufur! Ani cwunnkyi ufu kusog Kujwokwe ti apupwen ayib ande, amaa ani ti risu-ni, i si-yi ti ani u sang-ni be, cwucwo ande ti kwab ti a u sang, ani byang kyi ba fengo.
MAT.23.15	“Ayae-ni ande ti kumbub Farisi ti ani ande ti ku kwen na ande ira Icwe! Ani ande ti kufur! Ani ku yen uyinn ku kyang kyife uten meme ku sha ti ni u shir ande ba fengo Rimam, ama kiye ti awu a ba putsa pu wu Rimam, ani ku sa wu kafe unde ti skeb ni skeb ti ira titibi, rikaen-wu ama uwae urwa ti ku jim-wu jim be u ba beb skeb ana-ni atsepu ifaen.
MAT.23.16	“I si iken ti ku nde risi uwog-ni! Ani mbub ayib u ku tae ande iki tae. Ani ku kwen na ande baa, ‘Asiti unde a ben uben yi Kusog Rimam, uben-wu ayi u nde-yi iken iki be, amaa asiti awu a ben te zinariya ti a pu tsi kusog Rimam atang, uben-wu u ye wu.’ 
MAT.23.17	Ani ande ti kuskwab ti mbub ayib, awu Kusog Rimam site-wu rurob skeb-wu zinariya ti ta uwae-yi be a? I si Kusog Rimam ti ku nda zinariya wu kafe iken ti rurob. 
MAT.23.18	Ani ku kwen na kyi ande baa, ‘Asiti unde a ben uben yi kuta ti a ku twen iken atang na Rimam, uben-wu ayi u ye-wu be, amaa asiti awu a ben te rinyangwae ti a cwutsa risu kuta wu, uben na u ye.’ 
MAT.23.19	Ani ande ti mbub ayib! Iken ti ko skeb si rinyangwae ree, re kuta atxom ti nda rinyangwae wu kafe iken ti rurob? 
MAT.23.20	Asiti unde a ku ben uben ti kuta kutxom, awu ku ben ren fwa ti rinyangwae ti cwutsa risu-wu meme. 
MAT.23.21	Cwucwo asiti unde a ben uben ti kusog Rimam, awu ku ben kusog wu ti Rimam ti ta uwae kusog wu. 
MAT.23.22	Asiti unde a ben uben ti apwa apupwen, i si kutugbug na Rimam ti awu ku ben uben atang, ren fa te Rimam ti risu-wu, awu ti ku som tsa atang.
MAT.23.23	“Ayae-ni ani ande ti kumbub Farisi ti ani ande ti ku kwen na ande ira Icwe, ani ande ti kufur! Ani ku sa kinjo uwae rijwe ana Rimam ruye uwae iken-ni, ka ti atsing kitinyíng, amaa ani ku sha-ni ti ni u putsa Icwe Rimam ti si iken ti ko siskeb be. Wande ti kubenti, ayibrisi, uwae kinjo, ayine si iken ti ani ú nde kang titawe m ba nde kinjo uwae rijwe.
MAT.23.24	A ku ri baa, ani na ku tatso ande fengo. Amaa ani si ande ti mbub ayib! Ani ku sa tsoye ikying ti jwunnsi uwae ambyi ti ngwa-ni, ama ku menn kakum si uwae!
MAT.23.25	“Iken ti ku nde risi! Ani ande ti kumbub Farisi ti ani ande ti ku kwen na ande ira Icwe! Ani ande ti kufur! Ani ku jwo saen ise atú, ama uwae-yi munn te kufum ti ira ti kab titibi. 
MAT.23.26	Ani ande ti kumbub Farisi, ani ande ti mbub ayib! I nyang skeb ti ni ru ka jwosaen uwae atu titawe. Asiti ani a nde ahan, uwae-yi ti ise-yi meme u saen.
MAT.23.27	“I si iken ti ku nde risi uwog-ni ani ande ti kumbub Farisi ti ani ande ti nung ira Icwe. Ani ande ti kufur! Ani pangma kuskab ti a shi wu te pinti ama ise-wu nyang itisae, amaa, uwae-wu munn te akub ande ti cwucwu ti iken ti ajib ti rimang meme. 
MAT.23.28	Ayi si ahan ama, ande ku sae ni baa, ani na si ande ti saen kyag, amaa, uwae-ni munn te ira ti kufur ti ira titibi.
MAT.23.29	“Iken ti nde risi! Ani ande ti kumbub Farisi ti ani ande ti ku kwen na ande ira Icwe! Ani ande ti kufur! Ani mbye askab ande ti ku ya iskin ira Rimam ama kyae nyang askab ande ti ku nde iken ti tinyang 
MAT.23.30	ku ri tetso baa, ‘Á baa, a na mbae ti ayib abitse-ti ti kucang, ati ú ren-ti risu te ba u yaen mbub anying ande ti ku ya iskin ira Rimam be.’ 
MAT.23.31	Ayine tso baa, ani cwe pu ni baa, ani na si rishi ande ti wen ande ti ku ya iskin ira Rimam ti kucang. 
MAT.23.32	Ni ru-ni yi uwe ti ni kumunn kitu wande titibi ti abitse-ni bag! 
MAT.23.33	Ani anyisu ajwae ti ikob! Fengo ti rimang ti ani u nwangru uwae rikwen na urwa ti ku twen u jim-wu jim be? 
MAT.23.34	Ni fxen! Ame u tom ande ti ku ya iskin ira Rimam ba uwog-ni. Ame u tom ande ti ben ayib ti ande ti ku kwen na ande iken. Kubenti, ani u yerwen ariki u kwer wen ariki risu kutuku u byinn ariki kimbab uwae asog Rimam-ni u rwae ba ruye uwae uten uten. 
MAT.23.35	Yi fengo yine anying na ande ti kubenti ti a wen meme ta risu-ni, tsi uwog Abila awu unde ti kubenti wune ba uwog Zakariya umbae Barakaya ti ani wen kutampwa Kusog Rimam tiyang ti kuta ikentitwen. 
MAT.23.36	Kubenti ti ame ku ri te ni, meme iken yine u tu ande ti kiyuku ne.
MAT.23.37	“Ani ande ti Urushelima! Ani ande ti ku wen atom Rimam u ku pu atxom jwunn ande ti Rimam tom ba uwog-ni. Ko kiye titini, ame ku sha ti m u kunn byir-ni pangma ti mbakunn ku byir anyisu-wu yi asae-wu, amaa, ani cwe-ni be. 
MAT.23.38	Sae, kusog-fu u kú ukaen. 
MAT.23.39	Ikyaen yine, ani u nung-ni ayib-m cwucwo be, se usir ti ani a ri baa, ‘Itinyang ā si ana unde wu ti ku ba uwae rinyi Itsekuru-ti.’ ”
MAT.24.1	Ti Yesu nwunn ku ruye kusog Rimam u kyang ku ru, atugbug-wu ba tu wu u tatso wu asog ti a mbye yi Kusog Rimam atang. 
MAT.24.2	Yesu ri te ba baa, “Een, iken ti ani ku sae-ni, kubenti ti ame ku ri te ni, fengo iki ta-yi ti a u ya kutxom iki ta ti wu ā tsitsa iki be. A u byinn mbub yi si tag riben.”
MAT.24.3	Kiye ti Yesu som yi Rikwen Zetunn, atugbug-wu ba tu wu ti kitam u ri baa, “Ri te ti kiye ti iken yine u nde. Imi ti u tatso itiba-fu ti ricwunnkyi na utense?”
MAT.24.4	Yesu ri te ba baa, “Ni nung nyinyang ti unde iki ā kyaefa-wu ani be. 
MAT.24.5	Ikyaen ti, ande yang-ba u ba uwae rinyi-m u ba ri baa, ‘Ame ti si Unde wu ti Rimam Tsab Tsi’, ama u kyaefa ande yang-ba akwen. 
MAT.24.6	Ani u fxen ira rika fifer te ni. Ande u ba ri te ni ira rika ti a ku tā fengo ti rwen. Ni yer-ni anying utob be, ikyaen ti, iken yine u nde kang, amaa kiye ti ayi a ku nde, ni tang-ni baa, usir ti ricwunnkyi na ba pu wu be. 
