MAT.1.2	Abraham Aisaak vaa apa, Aisaak Jakop vaa apa, Jakop Judah leh anaovaa anpa. 
1CO.7.34	che amah in akdit arilkho inthrek baak veimele che changvaangche kumeileh akseeng rungaakho anthliinna am. Changvaangnoh kumei in ruunga mahche li ah kseeng aveinatu amah in khatloh a Akputa kampel umeta amdon, Chuta changvaangche kumei invah amsalta khatloh a kampel umeta tukleiram thlou rella inchoi. 
1CO.7.35	Nannih in nanchuungna aveina turel mah i keiin kisonchou, keiin nannihta nanivattang tihrella mah i sonnoh ang, chuta nannih in alam thra chimma nanpornau mahche nanril inthrek baak amnoh a Akpu routloh nanveinatu kisonchou.
1CO.7.36	Tukhat in trong amromche amah in chimma seh nohle amah in amdon nujuih a veiso, che sehso; anmah in changvaang eiso mah i alehnoh. 
1CO.7.37	Chuta tukhat in changvaangnoh slakho aja tih a che amah in amdonta ngirra chetkanga amle, mahche amah arilvolta seenga sihnatu aril ata ngirle, amah in akthra thlouta atloh. 
1CO.7.38	Chunna amah aringvolta akmei veia aklou mii khankho akthra thlou atlohpei, chuta changvaang andah amah inkho ralla akthra atlohpei.
1CO.7.40	Chuta kei pichaarva amah inta inn paalnoh a amle amah turelva ralla roomthokna veitu. Ringpu in kikuunga amta kimdon.
1CO.8.2	Tukhat in keiva jangmekhat kromta madonle chuta aromphu pekphah romnoh mang. 
1CO.8.3	Chuta tukhat in Ringpu ta arilvolle Ringpu inkho amahta arom.
1CO.8.5	Alamva ringram nohle thaleia rappu an ong khalmo amslakho tak a “rappu” khalmo am mahche “akpu” khalmo am. 
1CO.8.6	Chuta inihtu vei Ringpu khat mah chuvah inihva Ipa am, poot naamte amahkuung nata veikirning, che inih i amah turella veime, mahche Akpu khat am, mah chuvah Jisu Khrista, amah apaalla poot naamte mahche amah apaalla inihkho ringme.
1CO.8.8	Saakphuin inih Ringpu kuunga luut janoh; inih in isaak i iinni ralla athratna khonoh; chuche inih in saanoh iinnoh melakho ralla thranohkho maveinoh. 
1CO.8.9	Nannihvaa thlaang thlaangkha nanhuuina laia malot ah marnop miitinga keh masuihnoh natu cheksilve. 
1CO.8.10	Alamva khiial am nangin leili mathruunna thlaamma nisaaknatu tebor a nanboklai mii khat in nangta nakmuhle, chim chimnoh rommah marnop amahta leili ah ankat pootta asaaknatu namsoh nohme? 
1CO.8.11	Khrista in amah turella marnop niuh ninaota nang khiial in nammaangpei. 
1CO.8.12	Nga tloh a nannih nan uh nannao chunga aleh tloh a che chim chimnoh akrom anmah anrilta namisoh i Khrista kuunga alehthlouta nantlohpei. 
1CO.8.13	Alamchunna Saakphuin kiuh knaota thranoh ting mathlaak sangle, keiin kiuh knaota thranoh a kamthlaak angutva tiknikho stak saanohtung.
1CO.9.2	Aktlei mii in keita nangva raangroi noh cheta madon aja, tak a nankuunga keiva raangroi inkhatsng, alamva raangroi kiveina chuumva Akpu kuunga nannihkho veisachou.
1CO.9.3	Keita minna keisui keijon ankuung avah mah i kitakta kanngaakna. 
1CO.9.4	Saak iin relna inih in itlohtuphu amnohme? 
1CO.9.5	Aktlei raangroiei, Akpu vaa unaoeio, mahche Keiphas nanga amlot kumeita miisoh inruuijou thoknohme? 
1CO.9.6	Nohleh ringnatu thlou aktloh miiva Barnabas leh keikhop ningsungme? 
1CO.9.7	Tunang in atak alanai inbaobeh ah raalmiithlou atlohme? Ngangli thakbil itlohche akrah aksaanoh tu amme? Sadamloom iselche sadamchuh ak iinnohtu amme?
1CO.9.8	Mah i akchek amneh antronga keiin kisonme? Trongsuur in maisoh intrimma sonnohme? 
1CO.9.9	Alamva mah i Moses trongsuur ah injih a am, “Siilchal in chi akchilhlai nangin amuur khitnoh tupotche.” Ringpu in Siilchal relna amdonnohme? 
1CO.9.10	Mah naamte i inihta inisonna nohme? Mah i inih turelna injihsa, alamva loukhoi mii in amtuursoh inruuia akhoi, mahche akrah aksir in akrah kiluhtuta matuursoh inruuia asirh. 
1CO.9.11	Kannih in nankaar a litu vei chi kanvorhche nankuungnata achuungnatu vei akrah phahmele, mahchu aralmal peime? 
1CO.9.12	Nannih in nandoonta aktlei mii in kannihkho mah i phahphomthok ta nanisonle, kannih in oirella jarella nanisonnoh tu ungme?
1CO.9.12	Oichunga inih in akchim tlohphomsuuk amnohme? Chulata mainang akchim tlohphomsuuk inih in huuinanohme, chuta Jisu Khrista vaa akthratrongta raanna kanpektu ngut a kannih in bilamma kannoolchou. 
1CO.9.13	Mathruunna thlaamma routloh ei in mathruunna thlaamma anthlenta saa iinna ringei tih i romnoh choume? Mahche thiilkuunga routloh ei in chuum anjajou nohme? 
1CO.9.14	Mahchunanga akthra trongraan mii in Akthra Trong anraan nujuih a ringtuei tih a Ringpu in trongthuun amlanpei.
1CO.9.16	Alamva keiin akthratrongta raan angle, keitu kithoina amnoh. Alamva mahkha tlohnoh janoh thlouta keikuunga kampuih ang. Keiin akthratrongta raannoh angle keitu klahna veisa! 
1CO.9.17	Alamva keiinta tlohtangta kimdon khanna tloh angle keitu kitlohkhaan am; chuta keiinta tlohtangta kimdon khanna tlohnoh angle akthra trongta raannatu kikuunga thloukha kamsilpeiang. 
1CO.9.18	Chuleva, keiin kitloh khaankha khasame? Kitak in akthratrongta raannatu tlohphom suukta huuinanoh a, akthratrong kiraankha kitlohkhaan lounoh a kiraan.
1CO.9.19	Alamva keiin mii naamte nata thlaang thlaang phah sanglakho kichek makhei mii naamteta Khrista kuunga thlennatu kitak in naichi veisang. 
1CO.9.20	Judi eita kithlen cheknatu keiin anmah kuunga Judi nanga veisang; trongsuur thlanga ak am eita thlen kicheknatu keiin anmah kuunga trongsuur thlanga amnang veisang. 
1CO.9.21	Trongsuur athlanga ak amnoh eita thlen kicheknatu keiin trongsuur thlanga amnohnang veisang. Chuta Ringpu vaa trongsuur jaonoh a am vanoh ang. Khrista vaa trongsuur athlanga ammang. 
1CO.9.22	Marnop eita thlen kicheknatu keiin marnop ankuunga marnopnang veisang. Upai tloh a mii arouta kal kicheknatu mii naamte ankuunga keiin anmahnang veisang. 
1CO.9.23	Keiin mah anaamte i akthratrong rella kitloh, mah chuvah doi naamte khanna chuum iphahjounatu.
1CO.9.25	Akleeng rel in bilam aksuul. Maang makhei in bilam aksuul. Maang aja boorpiita anphahnatu insuulei, chuta inihva maang janoh boorpiita phahnatu insuulme. 
1CO.9.26	Thrasa, keiin kamsinna amnoh avah sulla tlaannoh ang, marvaanting apupuh chumnanga keiin chumnoh ang; 
1CO.9.27	chuta aktleitinga trong kiraanche kei kiruungta kikutthlanga kisih.
1CO.10.2	annaamte Moses kuunga sumphaia mahche tuiiboomma inphuumsei, 
1CO.10.3	mahche annaamte intrim litu vei saakphu ansaakjou, 
1CO.10.4	che litu vei tuii anmah in an iin. Alamva anmah annuta akjuih litu vei lungpiinata anmah in tuii an iin, che lungpii khava Khrista sa. 
1CO.10.5	Chuta anmah aktam ankuunga Ringpu in pelnohsa, chunna anmahta raaprilla inthekvorh amsuuk ei.
1CO.10.6	Pekva anmah in thranoh anditnanga inih in thranoh ikdiknoh natu mah anaamte i inihturel inichaakna veisa. 
1CO.10.7	Anmah arouin leilita mathruun anvei nanga nannihva veinohve; mah i injihsa, “Anmah in ansaaknatu mahche an iinnatu inboksei, mahche roomthok a anlaamnatu inthousei. 
1CO.10.8	Anmah arouin kumei kupa ah chimnoh lamma ansehnanga inihvah kumei kupa ah inlaalnohrei, che nikhatrua mii akpul sopnihlei inthum intolh a thisei. 
1CO.10.9	Anmah mii arouin Akputa chaang an annanga, inih invah Akputa chaang annohrei; 
1CO.10.10	nohle anmah mii arouin antlohnanga nannihva insonnohve che akmaang mii in anmahta amimaangpei. 
1CO.10.11	Ipekva anmahta chaakna turella mah naamte i suuksa, chuta inihta inimtheihnatu mah i injihsa, achena chupkha inihting thlengsa. 
1CO.10.12	Chunna ngir angta amdon mii khanna anriilnoh natu cheksilso. 
1CO.10.13	Mii in iringna ah anonotu vei madoi khanoh a aktleitlei madoina nantakchunga suuknohmang. Ringpu vah malot aja, che nannih in douchek a nanlii ahanralnatu, nannihta madoi tinga nanithlaaknoh natu athing, mahche madoi khannata nannih in dou nancheknatu insenga nanmahnatu lamkhat amah in amchaangtu.
1CO.10.15	Keiin aksing ankuunga kiromnanga kisonchou, keiin kisonchou i nanroua pichaar intlohve. 
1CO.10.16	Inih in imlan doiva chapla i Khrista athii achuum ijajoupei! Inih in tol ikhoih Khrista aruungta ijajou nohme? 
1CO.10.17	Alamva tol inkhatning inih in miitam melakho ruungva khalekning inih naamtein tol inkhatta isaakjou. 
1CO.10.18	Israel eita madonve; inthiimna poot ansaakha thiilkuunga chuum anjajou nohme? 
1CO.10.19	Chuleva keiin kison i jangme? Mah chuvah leili kuunga ankatpootchu jangvei ume? 
1CO.10.20	Rappu ramnai amthruunei in ankatkha Ringpu ting katnoh ei, chuta rappu ramnaiting ankat. Nannih in rappu ramnaita nanpai namivei keiin dinoh ang. 
1CO.10.21	Nannih in Akpu chaplanata che rappu ramnaivaa chaplanata iincheknoh choume? Nannih in Akpu vaa tebor mahche rappu ramnaiva tebor annihnata sajou cheknoh uchou. 
1CO.10.22	Inih in Akpu ta mii kallakna maveireime? Ohchunanga inih in trangmeme?
1CO.10.24	Tukhat inkho akroutukhop rella athratna jonnohso, chuta amah aringpimii turelkho athratna tlohso. 
1CO.10.25	Stak anjurhna ah stak eita seeng seengnoh nirilla ruinoh a saaro. 
1CO.10.26	Alamva “Thalei mahche asuunga am naamte Akpu ata.” 
1CO.10.27	Akpu malotnoh mii khat inta buh saakjou natu nak onga sehtung madonchele, nansaaknatu nanmaikunga andoonkha thra thranoh nirilla inruinoh a saaro. 
1CO.10.28	(Chuta tukhat in nannihta nanison aja, “Mah i rappu ramnaia ankatchepei.” Nga tloh a mah kharella nankuunga nanisonmii rella che chim chimnoh nanromrella mahkha saanohve. 
1CO.10.29	Mah kisonni nannih turelanoh chuta chim cimnoh ril akdoon mii turella mahkha sonnohve.) Alamva kei kiningtam rella mii in kamirel tupot angme? 
1CO.10.30	Keiinta mapaaksoh inruuia saa angle, keirella jarella thranoh a trongeime?
1CO.10.31	Churella nannih in sachoulako nohle iinchoulakho, nannih in nantloh nankhal bilam naamtekha Ringpu paarthratnatu tloh khalve. 
1CO.10.32	Judi tingkho, Kriik tingkho mahche Ringpu tingkho, tukhat tingkho, thranoh mathlaaknatu tlohnohve. 
1CO.10.33	Kei turelvah reipakthra majonnoh ang chuta bilam mii naamteta mapelnatu insuullang, mah chuvah miinaam in inkal anphahnatu.
1CO.11.3	Chuta nannih in rom kikditva kupatu akangva Khrista, kumeitu akangva amsal, mahche Khrista tu akangva Ringpu. 
1CO.11.4	Tunangkhat kupa in akang makhumma ngen nohle Ringpu trongta trongle amah akangta injahnohsa. 
1CO.11.5	Chuta tukhat kumei in amah akang makhumnoh a ngen nohle trong phoongle amah akangta injahnohsa, akang matusoh intrimsa. 
1CO.11.6	Alamva kumei khat in akang makhumnohle, amah in asam chehso, chuta kumei inta asam chehnohle, amah akang matuta injakna veile amah in akang makhumso. 
1CO.11.7	Alamva kupava Ringpu vaa paarthra khatkho aniim taningva akang makhumnohso; chuta kumeiva kupa vaa paarthrasa. 
1CO.11.8	(Alamva kupa i kumeinata seemnoh, chuta kumeiva kupanata vei. 
1CO.11.9	Kupa i kumei turella seemnoh, chuta kumei i kupa turella aseem.) 
1CO.11.10	Mah chuvah ringroi in alamveia kumei in anchunga inkhat ammangta injahna daang veia akang makhumso. 
1CO.11.11	(Chuta Akpu ningva kumei in kupa jaonoh a ring janoh, che kupa in kumei jaonoh a ring janoh), 
1CO.11.12	alamva kupanata kumei aseemnanga pekva kumeinata kupa apok. Bilam Ringpu tingnata veiseengning. 
1CO.11.13	Nanroua pichaar intlohve, kumei in akang makhumnoh a ngen i tlohphunoh; 
1CO.11.14	Kupakhat in asam seile, atak anrouva chop aphah i mahousa louamnoh inkho inimtheih, 
1CO.11.15	chuta kumei khat in asam seile mahkha atak an orh nanohme? Alamva asamseikha amah akangta makhumnatu veia amlanpei. 
1CO.11.16	Tukhat in huuinanoh, nohle Ringpu vaa khakla inkho huuinanoh tih i inih in irom.
1CO.11.17	Chuta nannihta kamthieh nachou nanimpaak noh ang, alamva nannih in thlengjoua inboomjou chou i athratna veinoh chuta ralla athratnohna vei, 
1CO.11.18	alamva matsahremma khakla veia nanboomlai, nankaar a inthrek baak suuk chouta kitheih; mahchu steva kamlot, 
1CO.11.19	Alamva nannih nankaara akchim akseeng romna turella inthrek baak suukchou. 
1CO.11.20	Nannih in nanchunlai Akpu buhdoon saaknatu inchunnohchou. 
1CO.11.21	Alamva nannih in nansaaklai aktlei akthlengnohta ngaaknoh a nanta nantata nansaak tukhatva matsah a heitraamsei che aktlei in inruisei. 
1CO.11.22	Jarelname? Nansaak nan iinnatu inn amnoh choume? Chunoh a Ringpu khakla ta usitnoh choume, mahche akdoonnohta namijak name? Keiin nannihta jangkitih uchoume? Mahchunoh keiin tlohnohtung.
1CO.11.24	che amah in ampaaknua tolta akhoihche, “Mah i nannih turella kei kiruungsa. Keita nantheihnatu mah i tlohve.” 
1CO.11.25	Mahchunanga ampaakche chaplata loua ason, “Mah chapla i kei kithiina akthar trongirhnasa. Mah i nannih in nantheihnatu tlohve. 
1CO.11.26	Alamva nannih in nansaakrel khatkho amah chapla ita nan iinrel Akpu anlengnohmiil Akpu thikha nannih in raanve.”
1CO.11.27	Alamchunna tukhat in tolta saa nohle Akpu vaa chaplata matik chanoh hoonga iinle amahva Akpu mahche thii ah amaraal amsa. 
1CO.11.28	Mii khat in atak kminna in anso, che tolkha saaso mahche chaplakha iinso. 
1CO.11.29	Alamva tukhat in mah i jarella ruung in isaak i iinme tihta romnoh a saa iinleva, akroua pichaar intlohnoh a asaak a iinpei. 
1CO.11.30	Mairella nankaar a mii khalmo marnopsei, che knasei mahche arouin thisei. 
1CO.11.31	Chuta inih itak inta chimma pichaar intlohmele, inihta pichaar initlohnoh usa. 
1CO.11.32	Chuta Akpu in pichaar initlohlai tukleiramna miisoh inruuia chimnohting inimthlaknoh natu Akpu in inichaak.
1CO.11.33	Chunna unaoeio, nannih in nansaaknatu pulla nanboklai, khatleh khat inngaakve– 
1CO.11.34	nannih in nanboomlai mii in nanimlaalnoh natu, tukhat in traamle amah a inna saaso che aktlei relnava keiin kithlenglai kamtheih umangchou.
1CO.12.1	Unaoeio, pek Li tu vei kutthol nanromnoh i dinoh angchou. 
1CO.12.2	Nannih in nanrom mah chuvah atrong suuknoh rappu ramnai amthruun veia nan amlai, atrong suuknoh leili kuunga inhea naniching. 
1CO.12.3	Alamchunna keiin nannihta kamromjachou, mah chuvah Ringpu vaa Li apaalla tukhat inkho “Jisu in phool phahso” tihnoh, che tukhat inkho “Jisu i Akpu” tihcheknoh ei, Li Akseeng khopning.
1CO.12.5	che ajeje routlohna ahoong am, chuta Akpuva intrim, 
1CO.12.6	che ajeje athloulam tam am, chuta mii naamteta thlou amtloh Ringpu vah khalekning. 
1CO.12.7	Miinaam turella akthra veinatu Li vaa athlouta mamuh i mii naamte kuunga amlanpei. 
1CO.12.8	Mii khat kuunga intrim li aknujuih a lousing mahche aktleitinga khiialtrong, 
1CO.12.9	aktleitinga intrim Li ah malot, aktleitinga Li khat ah mathratna kutthol, 
1CO.12.10	aktlei khattinga salungkhouna thlou tlohnatu, aktlei miitinga trong phoongnatu, aktlei miitinga Li anthliin threknatu, aktlei miiting ajeje aktleitrong trongnatu, aktlei trongta malengnatu. 
1CO.12.11	Mah naamte i Li khat in intrimma thlou atloh, amah in amdon nujuih a mii khat khatting kutthol amlanpei.
1CO.12.13	Alamva inih in Judi mii vei samelakho, Kriik mii vei samelakho, naichi mii vei samelakho, thlaang thlaang mii vei samelakho, inaamte Li khatvaa apaalla ruung inkhat athlanga inlupsame; mahche inaamte Li khat ah inim iinpei.
1CO.12.14	Alamva ruungvah akhol inkat, chuta akhol tam in aseem. 
1CO.12.15	Alamva “Keiva kutnoh ang, keiva ruungvaa akholnoh angta akeh in sonleva amah aruungva akholnata inleusame.” 
1CO.12.16	“Alamva keiva mitnoh ang, keiva ruungvaa akholnoh angta makuur in sonleva, amahva akholnata inleusme.” 
1CO.12.17	Ruung apumte mit veile, ramma irungeih usa? Ruung pumte makuur veile, ramma imhok usa? 
1CO.12.18	Chuta oinanga Ringpu in ruungvaa akholkhat khatta amah in achar nujuih a aseempei. 
1CO.12.19	Akhol naamtein akhol khatru veileva, ruungva ram am usa? 
1CO.12.20	Tak a oinang akholva tam am, chuta khalekning. 
1CO.12.21	Chunna mit in kut ah “Nangva keitinga darkaar amnohche” ta son cheknohtu, khatla kang in kehta “Nangva keitinga darkaar amnohche” ta son cheknohtu. 
1CO.12.22	Inthleng throlla marnop nanga imuh ruungva akholta threk janoh. 
1CO.12.23	Inih in injah a imdon ruungvaa akholleita ralladom injahme, mahche klukanga imdonnoh ruungvaa akholleita ralladom imthrat. 
1CO.12.24	Klukanga imdon akhollei turella mathrat i darkaarnoh. Chuta Ringpu in ruungvaa akholleita khlek veia aseem mahche amuh veinoh tih a imdon ruungta thloia imdonpei, 
1CO.12.25	chunna ruung asuuunga inthrek amnohnatu chuta ruungvaa akhol in khat inkhat turella amdon. 
1CO.12.26	Akhol inkhat inta klahle akhol naamte klahjouei; akhol khatleh khatta injajou eile annaamte roomthok jouei.
1CO.12.28	Ringpu in khakla suunga raangroi ta matsah a thlou athunei, innih tihpia ringraan eita, inthum tihpia lulok eita atthunei, chuche salungkhouna thlou aktloh eita chela kna ksa mathratnatu kutthol amlanei, akchingei mahchuche trong ajeje trongnatu thlou athunei. 
1CO.12.29	Annaamte raangroi seime? Annaamte ringraan seime? Annaamte lulok seime? Annaamte salungkhouna thloutloh seime? 
1CO.12.30	Annaamte kna ksa mathratnatu kutthol amseime? Annaamte aktleitrong trongseime? Annaamte trong amlengseime? 
1CO.12.31	Chuta kliin kuttholta nanril malut a diveh. Mahche keiin nankuunga akral akthloirem lam kamtheih uchou.
1CO.13.1	Keiin tukleiramna miitrong mahche raangroi antrongta trong sanglakho, chuta kitak a mii rilvol amnoh angle, keiva anring daar nohle kanta anring khanangsang. 
1CO.13.2	Mahche keiin ringraanei antuui amsanglakho, anthuptrong rom sanglakho, mahche khiial naamte amsanglakho, che muulpii eita malennatu kitak apumtea malot sanglakho, chuta kei kitak a mii rilvol amnoh angleva keiva jakhat khonohsang. 
1CO.13.3	Keiin kamdon naamte malan sanglakho, kiruungta meia haalnatu malan sanglakho; keiinta mii rilvol amnoh angle, mah i keiin kichuungna jakhatkho amnoh.
1CO.13.4	Rilvol in adoutrang, che rilvol in khallak amnoh nohle in orh amnoh, 
1CO.13.5	rilvol in thranoh hoonga sehnoh; rilvol in akrou turella suulnoh, rilvol in miisoh injanoh tlohnoh, chimnoh tlohnoh, rilvol in intha malunghaang amno, rilvol in thranoh madonnoh, 
1CO.13.6	rilvol in chimnoh thlou a aroomthok hangnoh chuta akchim thloua aroomthok. 
1CO.13.7	Rilvol in pootrik naamte aroon, anaam amlot, annam amtuur che anaamtea adou.
1CO.13.8	Rilvol in ache amnoh, trongphoongkho kham umang; aktleitrong trongkho dong umang, khiial amslakho maang umang. 
1CO.13.9	Alamva inih khiialva mapung phanoh, che inih trongphoongkho mapung phanoh. 
1CO.13.10	Chuta mapung phakha athlengin mapung akphanohkha maangusa. 
1CO.13.11	Keiin nao kiveilai nao nanga trongang, nao nanga kamdon, nao nanga kirilla suuk; keiin kanrol invah naohoongkha kamthlahpei. 
1CO.13.12	Alamva ipek inih in inthimrip a pitjanga imuhnanga, chuta imaile imai inmuh umangme. Ipek keiin akirruta kromning; chuta keita apumtea keiromnanga aknu avah keiinkho apumte krom umang. 
1CO.13.13	Chunna malot, matuur, rilvol inthum i incheknoh a amjouei, chuta ankaar a anrolremva rilvol isa.
1CO.14.1	Nannih in rilvolta thrulhve, mahche Li tu vei kutthol diveh, amuveia trongphoong kuttholta diveh. 
1CO.14.2	Alamva tukhat in aktlei trongta trongle miitinga trongnoh; chuta Ringpu ninga trong; amah in atrongkha tukhat inkho romnoh, chuta Li ah anthup trongta akphoong amah inkho trongsa. 
1CO.14.3	Khattinga tukhat in trongphoong trongle miita seemnatu che mathlannatu trong. 
1CO.14.4	Aktleitrong aktrong amah in akrouta inseemning, chuta trong akphoong amah inva khakla ta aseem. 
1CO.14.5	Pekva keiin nannaamteta aktlei trongah kimtrongjachou; chuta ralla trong akphoong, trong akphoong amah in aktleitrong aktrong amahchunga ralla liin, chunna khaklakho inseemnatu.
1CO.14.6	Unaoeio, pek keiin nankuunga aktleitrong tronga thleng sanglakho trong kiphoong apaalla, khiialvaa apaalla, trongraanvaa apaalla, chunohle matheihvaa apaalla trongta trongnoh angle, keiin nankuunga jaknang kichuunga veitungme? 
1CO.14.7	Pasi khatkho snanta nanga chaan amnohpot akchim roolta inringnohle, tunang in asukme tihchu khatloh anrom ume? 
1CO.14.8	Che raal pik ul aktumin ahou maseengnohle, tunang in raaltloh sehnatu inchaang ume? 
1CO.14.9	Chunna nanrouakho; nannih inkho namileia aktlei tronga theihsinga trongnoh chouleva, jaknang trongta trongcheme tihchu tunang in arom ume? Alamva nannih in marvaanna sulla trong veiuchou. 
1CO.14.10	Tukleiramma trongtam ammi inhalna amnoh, che mahtrong ivah artha jaonoh trongta isonnatu jakhatkho amnoh. 
1CO.14.11	Chuta keiin trongta artha romnoh angle, aktrong mii tingva rapkheimii veisang, che aktrong miikho keikho rapkheimii veisung. 
1CO.14.12	Chunna nanrouakho; Li ta madangnatu nannih in ngaaklipnoh a am taningchouva, khakla seemma ralthloi veinatu suulve.
