MAT.1.1	A daŋgonŋâ daŋgonŋâ muyagem gane Yesu Kristo, zâk Abaram sot Dawidi, zekât kiun muyageip. 
ACT.12.5	Oi Petero zâk tâk namin tâi Yesugât kâmut zen âsâbâŋ zâkkât op Anutugâren ninâu sâmarâwe.
ACT.12.6	Oi Herode zâk Petero mukan a ambân tirâpzâŋgom kumbatkât sâip, ŋâtik zoren kâwali a zagât zikŋâ Petero tâk kâtikŋâ zagât saam galem op mem ziwet. Oi kâwali a nâmbutŋâ, zen namâ mâtâbân galem kirâwe. 
ACT.12.7	Oi Kembugât sumbem a ŋâi namâ kâligen muyagem kiri âsakŋandâ namâ umŋan âsagei sumbem aŋâ Petero gâŋgemunŋan gâsum mângimŋâ sâip, “Kek zaat.” Sâi tâk kâtik Petero bikŋan tâip, zo siksâm geip. 
ACT.12.8	Oi sumbem aŋâ itâ sâm dukuip, “Inzutkâ lapŋâ kipâkegâ mem pâna giarik.” Yatâ oi sumbem aŋâ du zagâtŋâ sâm dukuip, “Hâmbâgâ pâna giari molini.” 
ACT.12.9	Sâi Peteroŋâ molim âimŋâ itâ nâŋgip, “Zi uman eksan.” Sumbem aŋâ oip, zo nâŋgi yenŋâ oip. 
ACT.12.10	Oi zet mâtâp zagât walâm mâtâp patin takitâ hâŋgi zo zikŋak mem pam kirip. Oi geim mâtâbân mâik ŋâi âimŋâ sumbem a zorâŋ pamŋâ buŋ op arip.
ACT.12.11	Oi Petero zâk nâŋgânâŋgâŋâ pâroŋsâi itâ sâip, “Zi nâŋgan. Kembu zâk sumbem a sâŋgongoi Herode sot Yuda a, zeŋgât bitziŋan gâbâ mâkânigap.” 
ACT.12.12	Yatâ nâŋgâm âim Yohane Mareko, zâkkât mamŋâ Maria, zâkkât mirin takip. Zoren a ambân doŋbepŋâ mindum ninâu sâm tarâwe. 
ACT.12.13	Oi Peteroŋâ mirâ hâŋgiyân âi kom kiri kore ambân ŋâi kutŋâ Rode, zâk ŋâiŋâ kwap sâmŋâ gâip. 
ACT.12.14	Gamŋâ Peterogât diŋ tobat nâŋgâm sâtâre op hâŋgi mân mem pam âburem mirâ kâligen âimŋâ Petero ga kinzap sâm dâzâŋgoip. 
ACT.12.15	Yatâ sâm dâzâŋgoi nâŋgâm sâwe, “Gâ umgâ gulip uap.” Zâkŋâ ko kâtigem sâip, “Zâk perâkŋak ga kinzap.” Sâi zen sâwe, “Zo zâkkât sumbem aŋandâ ga kinzap.”
ACT.12.16	Oi Petero zâk kom kiri mâtâp mem pam zikŋâ ekŋâ imbaŋâziŋ buŋ oip. 
ACT.12.17	Oi zen den birâbigât bikŋandâ dâp oi den birâne Kembuŋâ tâk namin gâbâ olaŋ diim gâip, zorat den siŋgi dâzâŋgoip. Dâzâŋgomŋâ sâip, “Yakobo sot buku nâmbut nâgât den siŋgi dâzâŋgonek.” Ya sâm dâzâŋgomŋâ zâmbam mulukŋem ŋâin tik arip.
ACT.12.18	Haŋsâi kâwali a zen Petero kârumŋâ dap op buŋ uap sâmŋâ kwagâwe. 
ACT.12.19	Oi Herodeŋâ kârum muyagibigât sâi kârumŋâ mân muyagine kâwali a zen Petero galem urâwe, zo zâŋgone mumbigât sâip. Oi Yudaia hân birâm Kaisarea kamânân âi ândeip.
ACT.12.20	Herode zâk narâk zoren Tiro Sidoŋ kamân zagât zeŋgât kâsa otziŋgip. Oi kamân zorat mâirâpŋâ zen mindum den sâm kubiknam Herodegât a sâtŋâ ŋâi kutŋâ Bilasto den dukune buku otziŋgip. Zen Herodegât hânân nalem memarâwe, zo buŋ opapkât lumbeŋâ den dukuwe.
ACT.12.21	Oi Herode zâk den mâburem dâzâŋgobapkât narâk mâte oi Herode zâk hâmbâ neule âlipŋâ pam a kutâgât tâtatŋan tap a ambân den dâzâŋgoip. 
ACT.12.22	Den dâzâŋgoi a aksik den kwamit patâ sâm itâ sâwe, “Den zo a den buŋâ. A zo Kembu patâ.” 
ACT.12.23	Herode zâk den zo nâŋgâm mân kwâkâziŋgipkât Kembugât sumbem a ŋâiŋâ zorenâk koip. Oi nane ziŋâ umŋan bagim zine moip.
ACT.12.24	Anutugât denŋâ ko lâmbatŋâ laŋ kârâm sambâlem zeip.
ACT.12.25	Oi Banaba sot Saulo zet Yesugât kâmut Antiokia kamânân ândiwe, ziŋâ nep diŋ sâm zikâwe, zo Yerusalem kamânân tuum naŋgâm Antiokia kamânân âburiram Yohane Mareko diigitâ ârândâŋ âiwe.
ACT.13.1	Antiokia kamânân Yesugât kâmut, zeŋgâren Propete nâmbutŋâ ândiwe. Kutziŋâ itâ Banaba sot Simoŋ (Zak a sumun konsâmarâwe.), Lukio Kirene kamânân gokŋâ sot a ŋâi kutŋâ Manaeŋ. Zâk a kutâ Herode tâlaŋâ. Zet ârândâŋ ândim lâmbarâwet. Oi ŋâi Saulo. 
ACT.13.2	Oi sirâm ŋâin zen mindum Anutu mâpâsinam nalem birâm mâpâsem ândine Tirik Kaapumŋâ den itâ sâm dâzâŋgoip, “Zen Banaba sot Saulo nep diŋ sâm zikâwan, zo tuubabotkât sâŋgonzâkonek.” 
ACT.13.3	Sâi nalem birâm ninâu sâmŋâ bitziŋâ kâukzikŋan pam sâŋgonzâkone âiwet.
ACT.13.4	Tirik Kaapumŋâ yatâ opŋâ sâŋgonzâkoi zet âi Seleukia kamân saru sâtŋan âi takâwet. Zo takâm waŋgâyân zâim âi Kipiro hân saru tânâmŋan âi takâwet. 
ACT.13.5	Oi zoren kamân patâ kutŋâ Salami, zoren âi takâm Yuda a zeŋgât mâpâmâpâse namin zâi Anutugât den siŋgi âlip sâm dâzâŋgowet. Yohane Mareko zâk zet sot âim betzikŋan mem ândeip.
ACT.13.6	Oi hân torengen gâbâ gamŋâ Papo kamânân takâwe. Zo gam Yuda a ŋâi, kware a sot propete sarâŋâ ândeip, kutŋâ Bara-Yesu, zâk muyagiwe. 
ACT.13.7	A zâk galem a ŋâi kutŋâ Seregio Paulo zâk sot pâlâtâŋ op ândeip. Oi Seregio Paulo zâk a nâŋgânâŋgâŋoot. Zâk Anutugât den nâŋgâbapkât Paulo sot Banaba diiziki mirâŋan zâiwet. 
ACT.13.8	Diiziki kware a Elima (Kot zo kware a zorat sâmarâwe.), zâkŋâ Saulo sot Banaba kâsa otzikip. Galem a zâk siŋgi âlipŋâ mân nâŋgâbapkât sâip.
ACT.13.9	Yatâ oi Saulo, kutŋâ ŋâi Paulo sâmarâwe, zâkkât umŋan Tirik Kaapum piksâi Elima itâ sâm dukuip, 
ACT.13.10	“Sataŋgât nanŋâ, gâ. Gâ kut ŋâi ŋâi târârak, zorat kâsaŋâ. Umgan sarâ sot bâliŋâ piksâm ziap. Gâ Anutugât mâtâp târârak zo dooŋgumat. Zo narâk ikâ zoren birâban? 
ACT.13.11	Zorat Kembu imbaŋâŋaŋgât kulem ikpan. Gâ siŋgâ ŋâtâtik kâri narâk ziren âsakŋâ mân ek ândiban.” Yatâ sâi zorenâk siŋâ ŋâtâtik kâri gâsum birâbirâ op a ŋâi bikŋan gâsum diibapkât sâip. 
ACT.13.12	Âsagei galem a zo ekŋâ Kembugât siŋgi âlip, zorat nâŋgi imbaŋâ oi nâŋgâm pâlâtâŋ kwâip.
ACT.13.13	Paulo sot arâpŋâ zen Papo kamân birâm waŋgâyân zâimŋâ âim Pampilia hânân, Perege kamânân takâwe. Zoren Yohane Mareko zâpam Yerusalem kamânân âbureip. 
ACT.13.14	Oi zen ko Perege kamânân gâbâ âimŋâ Pisidia hânân Antiokia kamân ŋâin, zo takâwe. Zoren ândim Yuda zeŋgât kendon oi mâpâmâpâse namin zâi tarâwe. 
ACT.13.15	Oi mâpâmâpâse namâ galem a zen gurumin den sot Propete a zeŋgât ekabân den sâlâpkumŋâ itâ dâzâŋgowe, “A bukuzatniŋâ zekâren den ŋâi ziap oi ko sâitâ nâŋgânâ.”
ACT.13.16	Sâne Paulo zâk zaatŋâ hiriŋsâbigât bikŋandâ dâp opŋâ itâ sâm dâzâŋgoip, “Isirae a sot a nâmbutŋâ Anutu mâpâsime, zen aksik den dâzâŋgua nâŋgânek. 
ACT.13.17	Isirae neŋgât Anutu, zâk sâkurâpniŋâ gâsum sâlâpzâŋgone Aigitâ hânân âi ândim kâmut patâ urâwe. Anutugât imbaŋâŋandâ zobâ diiziŋgâm gâip. 
ACT.13.18	Oi zen hân a mân ândiândiŋan diiziŋgâm ândei kendon patâ 40 âkip. Narâk zoren zâkkât den kwâkâne mân birâziŋgâmâip. 
ACT.13.19	Oi Kanaan hânân a kâmut nâmburân zagât zâŋgomŋâ hân zo sâkurâpniŋ ziŋgi zen hân zo kâsâpkum mem ândiwe. 
ACT.13.20	Ândine kendon patâ 450 yatâ âkip. Oi Kanaan hânân ândinetâ den kubikkubik a muyageziŋgi ândine Propete Samue âsageip.
ACT.13.21	Narâk zoren a kutâgât sâne Anutuŋâ Benyamin kiurâp zeŋgâren gâbâ Kisi nanŋâ Saulu ziŋgip. Zâkŋâ a kutâ op galem zâŋgoi kendon patâ 40 yatâ ândiwe. 
ACT.13.22	Oi Anutuŋâ zâk kâbakŋei zâkkât gebâkŋan Dawidi a kutâ kwânâŋgip. Oi zâkkât den itâ sâip, ‘Nâ Yesegât nanŋâ Dawidi muyagian. Zâk eksa a âlipŋâ uap. Nep diŋ sâm pindâbat, zo tuum naŋgâbap.’ 
ACT.13.23	Oi Dawidigât kiurâpŋâ zeŋgâren gâbâ Isirae a neŋgât kubikkubik a muyagibapkât sâip. Zo bon upapkât Anutuŋâ sâi Yesu âsageip.
ACT.13.24	Yesuŋâ nep topkwap mân tuugi Yohaneŋâ Isirae a ambân umziŋ melânŋe too sâŋgonziŋgâbapkât dâzâŋgom ândeip. Zo yatâ a ambân kubikziŋgip. 
ACT.13.25	Oi Yohane zâk nep zo tuum naŋgâm itâ sâip, ‘Nâgât itâ sâme. A gâbapkât sâme, zo nâ. Nâ a zo buŋâ. Zikŋâ bet gam taap. Zâk patâ oi nâŋâ zâkkât irâ sikum goribat zo ko mân dâp upap.’
ACT.13.26	A bukurâpnâ, Abaramgât kiurâp zen sot a nâmbutŋâ Anutu mâpâsime, nâŋâ den sa nâŋgânek. Kubikubik den zi neŋgât op geip, ziap. 
ACT.13.27	Yerusalem mâirâp sot a sâtŋâ ziŋâ Yesu ekŋâ topŋâ mân nâŋgâm mumbapkât sâwe. Zen yatâ utnetâ Propete a zeŋgât den kânŋan sâsâŋ kendon dâp sâlâpkume, den zo kâtigeip. 
ACT.13.28	Zen Yesu tosaŋaŋgât kârum mân muyagem laŋ sâne Pilatoŋâ koi moip. 
ACT.13.29	Oi Kembugât ekabân den zeip, zo op naŋgâm poru nagân gâbâ mâkâm kât mâtâpŋan âi parâwe. 
ACT.13.30	Ka Anutuŋâ mumuŋan gâbâ mâŋgei zaarip. 
ACT.13.31	Oi zâk sot Galilaia hânân gâbâ Yerusalem kamânân ârândâŋ âiwe, zeŋgâren sirâm nâmbutŋan muyageziŋgâm ândeip. Muyagei igâwe, zen ko zâkkât siŋgi sâsâŋ a opŋâ a ambân dâzâŋgom ândie.
ACT.13.32	Nen umâlep den dâzâŋgonam gen. Anutuŋâ sâkurâpniŋâ kut ŋâi ŋâi siŋgi dâzâŋgoip, zorat bonŋâ âsagiap. 
ACT.13.33	Anutuŋâ Yesu mângei neŋgâren bonŋâ muyagiap. Zorat umâlep den dâzâŋgonam gen. Psalm daŋgon zagât, zoren den itâ kulemguwe,
ACT.13.33	‘Gâ nâgât nannâ. Irak gasum sâlâpgogan.’
ACT.13.34	Yesu mumuŋan gâbâ mâŋgei zaarip. Oi Yesu zâk mân mom alâgibap, zorat Anutuŋâ den itâ sâip,
ACT.13.34	‘Nâ Dawidigât siŋgi sâwan, zorat bonŋâ zinziŋ kâtik, zo ziŋgâbat.’
ACT.13.35	Oi Psalm ekabân den ŋâi itâ ziap,
ACT.13.35	‘Gâ tirik agâ mân birânina mom alâgibat.’
ACT.13.36	Dawidigât nâŋgâme. Zâk Anutuŋâ nep diŋ sâm pindip, zo arâp zeŋgâren tuum âim moip. Moi sâkurâp zeŋgât kwagân hângune alâgeip. 
ACT.13.37	Ka Dawidigât kiunŋâ Yesu, zâk ko mân alâgeip. Anutuŋâ mumuŋan gâbâ mâŋgei zaarip.” 
ACT.13.38	Yatâ sâmŋâ Pauloŋâ itâ sâm dâzâŋgoip, “A bukurâpnâ, dâzâŋgua nâŋgânek. Bâliŋâ guligulipkuŋ, zo a zorâŋ muyageipkât zorat den mâte otziŋgap. 
ACT.13.39	Mosegât gurumin den, zo bâliŋâziŋ gulipkubam oseip. Yesugâren nâŋgâm pâlâtâŋ kwatne bâliŋâziŋâ zo gulipkubap. 
ACT.13.40	Propete zeŋgâren den itâ zo kâtigibapkât itâ dâzâŋguan,
ACT.13.41	‘A zen den nâŋgâm kwâkâkwâkâŋâ zeŋgâren nep top ŋâi tuubat. Ziŋâ zorat nâŋgâne bon buŋ upap. Zen kut ŋâi zo ekŋâ kwakŋâ mumbi.’”
ACT.13.42	Oi Pâulo sot Banaba zet mâpâmâpâse namin gâbâ geitâ kendon ŋâin yatik dâzâŋgobabotkât sâwe. 
ACT.13.43	Oi minduminduyân gâbâ gem Yuda a doŋbep sot kamân ŋâin gâbâ Anutu mâpâsemarâwe, zen aksik Paulo Banaba zet sot âim den utne Paulo sot Banaba zet zen Anutugât lumbeŋan ândibigât dâzâŋgowet.
ACT.13.44	Bet kendon ŋâin mâte oi kamân zorat mâirâp a topŋâ topŋâ zen aksik minduyaŋgâm Anutugât den nâŋgânam gawe. 
ACT.13.45	Mindum gane Yuda a ziŋâ ziŋgitŋâ nâŋgâm bâliŋ kwatziŋgâm Paulogât den mem gei kwarâwe. Oi sâm bâliŋ kwâkŋaŋgâwe.
ACT.13.46	Yatâ utnetâ Paulo sot Banaba zet den keŋgât buŋâ itâ sâm dâzâŋgowet, “Yuda a zen Anutugât den kândom dâzâŋgonatkât sâsâŋ. Ka Yuda a zen kândâtkomŋâ ândiândigât siŋgi mân utnatkât se, gât ko zâmbamŋâ hân ŋâin gok zen siŋgi âlip dâzâŋgonat. 
ACT.13.47	Kembu zâk zorat itâ sâm dâtŋângoip, ‘Zen hân toren toren a zeŋgât âsakŋâ zâmbarâwan. Oi a zen Anutugât mâtâp ekŋâ zoren âi ândibi.’” 
ACT.13.48	Yatâ sâitâ hân ŋâin gokŋâ zen den zo nâŋgâm umziŋ âlip oi Kembugât den sâm bâbâlaŋ kwârâwe. Oi ândiândi kâtikkât siŋgi urâwe, zen den zo nâŋgâne bon oip. 
ACT.13.49	Oi hân zoren Kembugât den laŋ kârâm arip.
ACT.13.50	Yuda a ziŋâ kamân zorat a sâtŋâ sot ambân sikumziŋoot zen Anutu mâpâsemarâwe, zo den dâzâŋgone um kâlak op Paulo sot Banaba kâsa otzikâm molizikâne âiwet. 
ACT.13.51	Âiram kinzikŋan gwapgwap tuugitâ gei kândâtzâŋgom Ikonioŋ kamânân âiwet. 
ACT.13.52	Aritâ Yesugât kâmut kamân birâwet, zo zen umziŋan Tirik Kaapum piksâm zei sâtâre kwâkŋan ândiwe.
ACT.14.1	Oi Ikonioŋ kamânân takâm yatigâk Yuda a zeŋgât mâpâmâpâse namin zâimŋâ siŋgi âlipŋâ imbaŋâŋoot sâm dâzâŋgowet. Dâzâŋgoitâ Yuda a sot hân ŋâin gok doŋbepŋâ Yesugât kâmut urâwe.
ACT.14.2	Yuda a nâmbutŋâ zen ko siŋgi âlip zo kândâtkom a hân ŋâin gokŋâ den dâzâŋgonetâ Kristogât kâmut kâsa otziŋgâwe. 
ACT.14.3	Zet zoren narâk kârep ândim Kembugâren nâŋgâm pâlâtâŋ kwap siŋgi âlip keŋgât buŋ sâm ândiwet. Kembuŋâ imbaŋâ ziki sen mârât kulem top top tuum ândiwet. 
ACT.14.4	Kamân zorat a zen kâsâpagom nâmbutŋâ zen Yuda zeŋgât a utne nâmbutŋâ zen Aposolo zekât a urâwe. 
ACT.14.5	Oi Yuda a sot hân ŋâin gokŋâ zen Aposolo kâtŋâ zâkonat sâm mindum gawe. 
ACT.14.6+ACT.14.7	Gâne nâŋgâm kamân zo birâm Likaonia hânân âiwet. Oi zoren Listera sot Derebe kamânân sot kamân mâik mâik tap arip, zoren âi den siŋgi âlip dâzâŋgom ândiwet.
ACT.14.8	Listera kamânân a ŋâi tâip. Zâk kiŋ toren toren mom zeip. Zâk mam kâmboŋan gâbâ zo yatâ muyagem mân lâŋ âim gâmâip. 
ACT.14.9	Zâk zo zem tâi Pauloŋâ den siŋgi âlip sâi ek tâi Pauloŋâ ekŋâ itâ nâŋgip, “A zo sâkŋâ âlip upapkât nâŋgâm pâlâtâŋ âlip zemŋâŋgap.” 
ACT.14.10	Yatâ nâŋgâm den kâtik itâ sâm dukuip, “Gâ kiŋgandâ lâŋ zaat kin.” Sâi a zo pirindiŋ zaat âim gâip.
ACT.14.11	Oi a kâmut patâ zen Pauloŋâ sen mârât kulem tuugip, zo ekŋâ Likaonia denân itâ sâwe, “Bem zagât zet a osetniŋan ga ândiabot.” 
ACT.14.12	Oi Banaba zâk bem ŋâi kutŋâ Dia, zâkkât kutŋâ pindâwe. Oi Paulo zâk den sâsâŋ a oipkât bem ŋâigât kutŋâ Hemesi pindâwe. 
ACT.14.13	Kamân zoren Diagât namâ ŋâi kirip. Namâ zorat galem aŋâ, zâkŋâ sâi makau sot neule mem gam kamân mâtâbân namâ tâibân a ziŋâ aksik a zagât, zekât siŋgi makau kom unam urâwe.
ACT.14.14	Oi Aposolo Paulo sot Banaba zet zo nâŋgâm pârâkpam hâmbâzik mem giŋbololoŋ mem a osetziŋan âim den kwamit patâ itâ sâwet, 
ACT.14.15	“O a ambân, zen dap ue? Net a yenŋâ, zen yatâ. Net den siŋgi âlipŋâ dâzâŋgoram get. Zen Bem lopio sot kut ŋâi ŋâi bon buŋ zo kândâtzâŋgom Anutu, ândiândi mariŋâ, zâkkât den nâŋgâbigât sâmet. Zâkŋâ hân sot sumbem sot saru sot kut ŋâi ŋâi top topŋâ muyageziŋgip.
ACT.14.16+ACT.14.17	Oi ândim gawe, narâk zoren a zen nâŋgâziŋgi umziŋaŋgât ândiândi mâtâp muyagem ândiwe. Oi ziŋgit mân kubikziŋgip. Topŋâ nâŋgâbigât buku otziŋgâm sâi map sot maaŋâ sambe muyageziŋgi nem seroŋkwap ândiwe.”
ACT.14.18	A zagât zo den zo yatâ sâmŋâ kwâkâziŋgâm den imbaŋâ sâitâ zekât siŋgi nalem unat sâm urâwe, zo birâwe.
ACT.14.19	Zo ândeitâ Antiokia kamânân gâbâ sot Ikonioŋ kamânân gâbâ Yuda a nâmbutŋâ, zen gam Listera kamân mâirâp zen sot den sâm saam Paulo kâtŋâ kuwe. Kune mom zei muap sâm diim kamân ginŋan gei parâwe. 
ACT.14.20	Oi zoren zei Yesugât kâmut zen gam haamgum kine Pauloŋâ zaat kamânân arip.
ACT.14.20	Haŋsâi Paulo sot Banaba zet Derebe kamânân âiwet. 
ACT.14.21	Oi kamân zoren den siŋgi âlip sâitâ a ambân doŋbep patâ zen nâŋgâm Yesugât kâmut urâwe. Yatâ op mâtâp âiwet, zorik puriksâm Listera, Ikonioŋ sot Antiokia kamânân âburem gawet. 
ACT.14.22	Antiokia kamânân gamŋâ Yesugât kâmut nâŋgâm kâtigibigât den dâzâŋgomŋâ itâ sâwet, “Nen sâknam kwâkŋan ândim Anutu um topŋan ândiândiŋ, zoren takânat.” 
ACT.14.23	Oi Yesugât kâmut dâp galem a mem sâlâpzâŋgom nalem birâmŋâ zeŋgât opŋâ Kembugâren ninâu sâwe. Galem a zen Kembugâren nâŋgâm pâlâtâŋ kwâkŋaŋgâwe. Oi Aposolo zet Kembu zâkkâren zâmbarâwet.
ACT.14.24	Oi Pisidia hân walâm âim Pampilia hânân takâwet. 
ACT.14.25	Zoren takâm Perege kamânân den siŋgi âlip dâzâŋgomŋâ Atalia kamânân geiwet. 
ACT.14.26	Zoren gei waŋgâyân zâim âim Antiokia kamânân âiwet. Kamân zoren mârumŋan Yesugât kâmut zen Anutugât um lumbeŋan zâpan nep diŋ sâm zikâne nep topkwap tuum âiwet. 
ACT.14.27	Zoren takâmŋâ a ambân minduziŋgâm Anutuŋâ galem otzikâm hân ŋâin gokŋâ mâtâp mem ziŋgi nâŋgâm pâlâtâŋziŋoot urâwe, zorat den ziŋgi sâm dâzâŋgowet. 
ACT.14.28	Narâk kârep zo Yesugât kâmut zen sot ândiwet.
ACT.15.1	Ândine Yudaia hânân gâbâ a nâmbutŋâ Antiokia kamânân gam Yesugât kâmut itâ sâm dâzâŋgom ândiwe, “Zen Mosegât gurumin den mân lum kwabâ mân kwaraŋgâbi zo ko Kembugât siŋgi mân upi.” 
ACT.15.2	Yatâ sânetâ Paulo sot Banaba zen sot den kwâkâyaŋgâwe. Yatâ op den itâ sâwe, “Paulo sot Banaba sot Yesugât kâmut zeŋgâren gâbâ a nâmbutŋâ ziŋâ Aposolo sot Yesugât kâmut zeŋgât galem a Yerusalem kamânân ândiwe, zeŋgâren den zo mem âibi.”
ACT.15.3	Yatâ sânetâ Yesugât kâmut ziŋâ Paulo sot Banaba sot a nâmbut sâŋgonzâŋgone âiwe. Âimŋâ Poinike sot Samaria hânân kamânŋâ kamânŋâ a hân ŋâin gokŋâ ziŋ Anutugât a urâwe, zorat den siŋgi dâzâŋgom âiwe. Dâzâŋgone Yesugât kâmut zen nâŋgâm umâlep patâ urâwe.
ACT.15.4	Yerusalem kamânân takâne Aposolo sot Yesugât kâmut sot zeŋgât galem a, zen sâm sâtâre otziŋgâwe. Anutuŋâ tânzâkoi nep tuugitâ bon oip, zorat den siŋgi dâzâŋgowe. 
ACT.15.5	Den siŋgi zo dâzâŋgone Yesugât kâmurân a nâmbutŋâ Parisaio zeŋgât kâmurân gâbâ zen itâ sâwe, “Kamân ŋâin gokŋâ zen kwabâ kwaraŋgâbi. Oi zen Mosegât gurumin den lubigât sâm dâzâŋgobi. Zen zo yatâ mân utne Yesugât kâmurân ândine mân dâp upap.”
ACT.15.6	Aposolo sot Yesugât kâmut zeŋgât a sâtŋâ, zen den zo sânam minduwe. 
ACT.15.7	Mindumŋâ den âragune ko Peteroŋâ zaatŋâ itâ sâm dâzâŋgoip, “A bukurâpnâ, a hân ŋâin gok siŋgi âlip dâzâŋgowan, zo Anutuŋâ mârumŋan nâ gâsum sâlâpnogi dâzâŋgua nâŋgâm Yesugât kâmut urâwe, zo nâŋge. 
ACT.15.8	Oi Anutu zâk a umziŋ ekmap, zâkŋâ Yuda nen Tirik Kaapum niŋgip, yatikgâk a hân ŋâin gokŋâ ziŋgi igâwen. 
ACT.15.9	Zen zâk nâŋgâm pâlâtâŋ kwatne umziŋ saŋgon kubik, nen otniŋgip, zo yatik otziŋgip. 
ACT.15.10	Zen wangât Anutu walânam ue? Kut ŋâi ŋâi yâmbâtŋâ zo nen sot sâkurâpniŋâ lum osiwen. Zo yatigâk hân ŋâin gok Yesugât kâmut zeŋgât kwâkziŋan pânat sâm se? 
ACT.15.11	Yatâ buŋâ. Nen itâ nâŋgen. Yuda a sot hân ŋâin gokŋâ Kembu Yesu um lâklâkŋaŋgât op zâkkât siŋgi uen.”
ACT.15.12	Yatâ sâi a kâmut mindum tarâwe, zen aksik den zo nâŋgâm den buŋ tarâwe. Tatne Banaba sot Paulo zet Anutuŋâ nepzikŋâ galem op hân ŋâin zeŋgâren kulem top top tuugip, zorat den siŋgi otziŋgâwet.
ACT.15.13	Zet dâzâŋgom naŋgitâ Yakoboŋâ den itâ sâm dâzâŋgoip, “A bukurâp, den sa nâŋgânek. 
ACT.15.14	Mârumŋan Anutuŋâ hân ŋâin gok zeŋgâren gâbâ kâmut ŋâi zâkkât siŋgi upigât diiziŋgip. Zorat siŋgi Simoŋâ sâi nâŋgen. 
ACT.15.15	Zorat Propete zeŋgât ekabân Kembugât den ŋâi itâ ziap,
ACT.15.16	‘Nâŋâ gâtâm âburem Dawidigât silep bâliap, zo kubikpat. 
ACT.15.17	Siŋitŋâ sândum kubik tuubat. Oi a ambân zen Kembu noonsâm kârunim mâte otnibi. Hân ŋâin gokŋâ zen nâgât siŋgi sâwan, zen yatik upi. 
ACT.15.18	Kembu zâk den yatik sâip. Zo mârumŋan sâm muyageip.’
ACT.15.19	Oi zorat nâŋâ itâ san. Niŋâ hân ŋâin gokŋâ zen Anutugât a upi, zen kut ŋâi ŋâi yâmbâtŋâ mân ziŋgânat. 
ACT.15.20	Ka zen nalem bem mo lopiogât siŋgi kwatne zo mân nimbi. Ap ambin zet mân birâyaŋgâbabot. Zuu bâu gilâm sot sunum gilâmŋoot zo mân nimbi. Kut ŋâi ŋâi zo birâbigât ekap kulemgum ziŋgânat. 
ACT.15.21	Mosegât gurumin den zo mârumŋan gâbâ sâkurâpniŋandâ topkwap kamân dâp mâpâmâpâse namin sâlâpkum nâŋgâm ândimen sot zâkkât den zo kamân dâpniŋ sâm gawen. Zorat nen gurumin den zorat mân sânat.”
ACT.15.22	Oi Aposolo sot a sâtŋâ sot Yesugât a kâmut, zen zorat nâŋgâne dâp oi zeŋgâren gâbâ a zagât muyagezikâwe. Ŋâi kutŋâ Yuda, kutŋâ ŋâi Basaba sot a ŋâi kutŋâ Sila. Zet Yesugât kâmurân a sâtŋâ urâwet. Zet Paulo sot Banaba zet sot ârândâŋ Antiokia kamânân âibigât sâŋgonzâkowe. 
ACT.15.23	Oi ekap ŋâi itâ kulemgum zikâne mem âiwet.
ACT.15.23	“O bukurâpniŋâ, bukurâpziŋâ Aposolo sot galem a, nen ekap zi kulemgum pen. Oi hân ŋâin gok Antiokia kamânân sot Siria sot Kilikia hânân ândie, zeŋgât sâtâre opŋâ ekap zi pen. 
ACT.15.24	Nen mân nâŋgindâ ziren gabâ a nâmbutŋâ zeŋgâren gam den ŋâi dâzâŋgone kwakmak urâwe. 
ACT.15.25	Yatâ utnetâ nen nâŋgâm umniŋ kânok oi a zagât mem sâlâpzâkoindâ bukuzatniŋâ Paulo sot Banaba zet sot zeŋgâren ge. 
ACT.15.26	Paulo sot Banaba zet Kembu Yesu Kristo, zâkkât opŋâ ândiândizikŋâ buŋ upapkât mân keŋgât op nebân âiwet. 
ACT.15.27	Oi zagât Yuda sot Sila sâŋgonzâkoindâ ekabân den ziap, zo lâuzikŋan gâbâ nâŋgâbi. 
ACT.15.28	Tirik Kaapum sot nen nâŋgâm kut ŋâi ŋâi yâmbâtŋan mân târokwâtnat. Zo yatâ zo ko ziŋgânam sen, zo itâ. 
ACT.15.29	Zen nalem bem lopigât siŋgi sâne zo mân nimbi. Gilâm sot zuu gilâmziŋoot mân nimbi. Ap ambin zet mân birâyaŋgâbabot. Zen den zo lum âlip ândibi. Zo yatik. Kelikmelik ândibi.”
ACT.15.30	Oi a ambân kâmut, zen a zo sâŋgonzâŋgone Âiwe. Âim Antiokia kamânân takâm Yesugât kâmut minduziŋgâm ekap zo ziŋgâwe. 
ACT.15.31	Ziŋgâne mem sâlâpkum nâŋgâm umziŋ âlip oip. 
ACT.15.32	Oi Yuda sot Sila zet Propete ândiwetŋâ den doŋbep sâm dâzâŋgoitâ a ambân umziŋ âlip oi Kembugât den luluyân kâtigiwe. 
ACT.15.33	Oi narâk ŋâi zet zen sot ândimŋâ âiram oitâ bukurâpzik zen um lumbe den dâzâkom sâŋgonzâkone âburiwet. 
ACT.15.34	Sila zâk zen sot ândibat sâip.
ACT.15.35	Paulo sot Banaba zet Antiokia kamânân târokwap ândiwet. Zet sot a doŋbep zen Kembugât den a ambân dâzâŋgom ândiwe. 
