GEN.1.1	I begynnelsen skapte Gud himmelen og jorden. 
2CH.8.15	Verken når det gjaldt skattkamrene eller i noen annen sak, vek de av fra det som kongen hadde befalt prestene og levittene. 
2CH.8.16	Så var da hele Salomos verk utført, fra den dagen grunnvollen ble lagt til Herrens hus, til det var fullendt. Herrens hus sto ferdig. 
2CH.8.17	Ved den tid dro Salomo til Esjon-Geber og til Eilat ved kysten av Edoms land. 
2CH.8.18	Og Hiram sendte folk til ham med skip og sjøvant mannskap. De for sammen med Salomos folk til Ofir og hentet derfra fire hundre og femti talenter gull og førte det hjem til kong Salomo. 
2CH.9.1	Da dronningen av Saba hørte gjetordet om Salomo, kom hun til Jerusalem med et stort følge og med kameler som bar krydderier og gull i mengde og edelsteiner. Hun ville sette Salomo på prøve med gåter. Og da hun var kommet til ham, talte hun med ham om alt som lå henne på hjertet.
2CH.9.2	Men Salomo svarte på alle gåtene hennes. Det var ikke ett ord av det hun sa, som var skjult for Salomo, så han ikke kunne svare på det. 
2CH.9.3	Da dronningen av Saba så Salomos visdom og så det huset han hadde bygd, 
2CH.9.4	og rettene på bordet hans, og hvordan hoffmennene satt ved bordet, og bordsveinene som sto omkring, og hvordan de var kledd, og munnskjenkene hans og draktene deres, og trappen som han gikk opp på til Herrens hus, var hun rent ute av seg selv av forundring. 
2CH.9.5	Og hun sa til kongen: Så var det da sant det jeg hørte hjemme i mitt land om deg og din visdom! 
2CH.9.6	Jeg trodde ikke det de fortalte, før jeg kom og fikk se det med egne øyne. Men nå ser jeg at de ikke har fortalt meg halvparten om din store visdom. Du er enda større enn det gjetordet jeg har hørt. 
2CH.9.7	Lykkelige er mennene dine, og lykkelige er disse tjenerne dine som alltid står for ditt åsyn og hører din visdom. 
2CH.9.8	Lovet være Herren din Gud, som hadde velbehag i deg, så han satte deg på sin trone som konge for Herren din Gud! Fordi din Gud elsker Israel og vil holde det oppe til evig tid, satte han deg til konge over dem for å håndheve rett og rettferdighet. 
2CH.9.9	Så ga hun kongen ett hundre og tjue talenter gull og krydderier i stor mengde og edelsteiner. Aldri har det vært en slik mengde krydderier i landet som det dronningen av Saba ga kong Salomo. 
2CH.9.10	Men også Hirams folk og Salomos folk som hentet gull fra Ofir, hadde ført sandeltre og edelsteiner med derfra. 
2CH.9.11	Av sandeltreet lot kongen lage trapper til Herrens hus og til kongens hus, og sitarer og harper for sangerne. Aldri før hadde noe lignende vært å se i Juda land. 
2CH.9.12	Og kong Salomo ga dronningen av Saba alt det hun hadde lyst til og ba om, i tillegg til det han ga til gjengjeld for det hun hadde hatt med til kongen. Så brøt hun opp og dro hjem til sitt land med tjenerne sine. 
2CH.9.13	Vekten av det gullet som i ett år kom inn til Salomo, var seks hundre og sekstiseks talenter, 
2CH.9.14	i tillegg til det som kom inn fra kjøpmennene og de reisende handelsmennene. Også alle kongene i Arabia og stattholderne i landet leverte gull og sølv til Salomo. 
2CH.9.15	Kong Salomo laget to hundre store skjold av hamret gull - det gikk seks hundre sekel hamret gull med til hvert skjold - 
2CH.9.16	og tre hundre små skjold av hamret gull - til hvert av disse skjoldene gikk det med tre hundre sekel gull - og kongen satte dem i Libanon-skoghuset. 
2CH.9.17	Kongen laget også en stor elfenbenstrone og kledde den med rent gull. 
2CH.9.18	Tronen hadde seks trinn og en fotskammel av gull, som var festet til tronen. På begge sider av setet var det armlener, og ved siden av armlenene sto det to løver. 
2CH.9.19	Tolv løver sto det der - en på hver side av de seks trinnene. Noe slikt har aldri vært laget i noe annet kongerike. 
2CH.9.20	Alle kong Salomos drikkekar var av gull, og alle karene i Libanon-skoghuset var av fint gull. Sølv ble ikke regnet for noe i Salomos dager. 
2CH.9.21	For kongen hadde skip som for til Tarsis sammen med Hirams folk. En gang hvert tredje år kom Tarsis-skipene hjem, lastet med gull og sølv, elfenben og aper og påfugler. 
2CH.9.22	Kong Salomo ble større enn alle jordens konger i rikdom og visdom. 
2CH.9.23	Fra alle jordens kanter kom det konger for å se Salomo og høre hans visdom, som Gud hadde lagt i hans hjerte. 
2CH.9.24	Og hver av dem hadde gaver med: sølvkar og gullkar og klær, våpen og krydderier, hester og muldyr. Slik gjorde de år etter år. 
2CH.9.25	Salomo hadde fire tusen stallrom for hester og stridsvogner og tolv tusen hestfolk. Noen av dem la han i vognbyene, noen hos seg selv i Jerusalem. 
2CH.9.26	Han rådde over alle kongene fra elven til filistrenes land og helt til grensen mot Egypt. 
2CH.9.27	Kongen gjorde sølvet i Jerusalem like så vanlig som stein, og sedertre like så vanlig som morbærtrærne i lavlandet. 
2CH.9.28	Hester ble innført til Salomo fra Egypt og fra alle andre land. 
2CH.9.29	Det som ellers er å fortelle om Salomo, både i hans første og i hans senere dager, er oppskrevet i profeten Natans krønike og i Akia fra Sjilos profetbok og i seeren Iddos syn om Jeroboam, Nebats sønn. 
2CH.9.30	Salomo var konge i Jerusalem over hele Israel i førti år. 
2CH.9.31	Så la Salomo seg til hvile hos sine fedre og ble begravet i sin far Davids by. Og hans sønn Rehabeam ble konge etter ham. 
2CH.10.1	Rehabeam dro til Sikem, for hele Israel var kommet til Sikem for å gjøre ham til konge. 
2CH.10.2	Jeroboam, Nebats sønn, fikk høre dette. Han var da i Egypt, for han hadde flyktet dit for kong Salomo. Men nå vendte han tilbake fra Egypt. 
2CH.10.3	Og de sendte bud etter ham. Så kom Jeroboam og hele Israel og talte til Rehabeam og sa: 
2CH.10.4	Din far gjorde vårt åk tungt. Men hvis nå du vil gjøre den harde tjenesten og det tunge åket som din far la på oss, lettere, så vil vi tjene deg. 
2CH.10.5	Han svarte dem: Gå bort og vent i tre dager, og kom så hit til meg igjen! Så gikk folket bort. 
2CH.10.6	Og kong Rehabeam rådførte seg med de gamle, som hadde gjort tjeneste hos hans far Salomo mens han ennå levde, og han sa: Hva råder dere meg til å svare dette folket? 
2CH.10.7	De svarte ham: Hvis du vil være vennlig mot dette folket og føyer dem og gir dem gode ord, så vil de være dine tjenere for alle tider. 
2CH.10.8	Men han brydde seg ikke om det rådet som de gamle hadde gitt ham, men rådførte seg med de unge, som var vokst opp sammen med ham, og som nå var i hans tjeneste. 
2CH.10.9	Han spurte dem: Hva råder dere til at vi skal svare dette folket som har sagt til meg: Gjør det åket lettere som din far la på oss? 
2CH.10.10	Og de unge, som var vokst opp sammen med ham, svarte ham: Slik skal du si til dette folket som sa til deg: Din far gjorde vårt åk tungt, men gjør du det lettere for oss - slik skal du tale til dem: Min lillefinger er tykkere enn min fars midje! 
2CH.10.11	Min far la et tungt åk på dere, men jeg vil gjøre det enda tyngre. Min far tuktet dere med sveper, men jeg vil tukte dere med skorpioner. 
2CH.10.12	Så kom Jeroboam og alt folket til Rehabeam den tredje dagen, slik som kongen hadde sagt: Kom til meg igjen om tre dager! 
2CH.10.13	Da ga kongen dem et hardt svar. Kong Rehabeam brydde seg ikke om de gamles råd, 
2CH.10.14	men svarte dem slik som de unge hadde rådet ham til: Har min far gjort deres åk tungt, så vil jeg gjøre det enda tyngre! Har min far tuktet dere med sveper, så vil jeg tukte dere med skorpioner! 
2CH.10.15	Kongen hørte ikke på folket. For Gud styrte det slik for at Herrens ord skulle bli oppfylt, det som han hadde talt til Jeroboam, Nebats sønn, ved Akia fra Sjilo. 
2CH.10.16	Da nå hele Israel så at kongen ikke hørte på dem, svarte folket kongen og sa: Hva del har vi i David? Vi har ingen lodd i Isais sønn! Til dine telt, Israel, hver og én! Se nå selv til ditt hus, David! - Så dro hele Israel hjem igjen. 
2CH.10.17	Det var bare de Israels barn som bodde i Judas byer, som fikk Rehabeam til konge. 
2CH.10.18	Da sendte kong Rehabeam av sted Hadoram, han som hadde oppsyn med pliktarbeidet. Men Israels barn steinet ham, så han døde. Og kong Rehabeam måtte selv i all hast springe opp i vognen sin, og han flyktet til Jerusalem. 
2CH.10.19	Slik falt Israel fra Davids hus, og slik har det vært til denne dag. 
2CH.11.1	Da Rehabeam kom til Jerusalem, samlet han Judas hus og Benjamin, hundre og åtti tusen utvalgte krigsmenn, for at de skulle kjempe mot Israel og vinne riket tilbake for Rehabeam. 
2CH.11.2	Da kom Herrens ord til Guds mann Sjemaja, og det lød slik: 
2CH.11.3	Si til Rehabeam, Salomos sønn, Judas konge, og til hele Israel i Juda og Benjamin: 
2CH.11.4	Så sier Herren: Dere skal ikke dra opp og kjempe mot deres brødre. Vend hjem igjen hver til sitt hus! For det som har hendt, er kommet fra meg. - Da adlød de Herrens ord. De vendte tilbake og dro ikke mot Jeroboam. 
2CH.11.5	Rehabeam ble boende i Jerusalem. Og han bygde flere byer i Juda om til festninger. 
2CH.11.6	Han bygde om til befestede byer Betlehem og Etam og Tekoa 
2CH.11.7	og Bet-Sur og Soko og Adullam 
2CH.11.8	og Gat og Maresja og Sif 
2CH.11.9	og Adorajim og Lakisj og Aseka 
2CH.11.10	og Sora og Ajalon og Hebron. Alle disse byene lå i Juda og i Benjamin. 
2CH.11.11	Og han gjorde festningene sterke og innsatte høvedsmenn i dem og forsynte dem med forråd av levnetsmidler og olje og vin, 
2CH.11.12	og hver enkelt av dem med skjold og spyd, og gjorde dem meget sterke. Det var Juda og Benjamin han rådde over. 
2CH.11.13	Og prestene og levittene i hele Israel gikk over til ham fra alle de bygdene de bodde i. 
2CH.11.14	Levittene forlot sin jord og sin eiendom og dro til Juda og Jerusalem, fordi Jeroboam og sønnene* hans drev dem bort fra tjenesten som prester for Herren, 
2CH.11.15	og han satte andre folk til prester for offerhaugene og for bukkene og for de kalvene han hadde laget. 
2CH.11.16	Alle de fra Israels stammer som vendte sitt hjerte til å søke Herren, Israels Gud, fulgte dem*. De kom til Jerusalem for å ofre til Herren, sine fedres Gud. 
2CH.11.17	De styrket Judas rike og trygget kongedømmet for Rehabeam, Salomos sønn, i tre år. For i tre år vandret de på Davids og Salomos vei. 
2CH.11.18	Rehabeam tok seg en kone i tillegg til Mahalat, datter av Jerimot, Davids sønn. Det var Abihajil, datter av Eliab, Isais sønn. 
2CH.11.19	Med henne fikk han sønnene Je’usj og Sjemarja og Saham. 
2CH.11.20	Etter henne tok han Ma’aka, Absaloms datter, til kone. Med henne fikk han Abia og Attai og Sjisja og Sjelomit. 
2CH.11.21	Rehabeam elsket Ma’aka, Absaloms datter, mer enn alle sine andre koner og medhustruer. For han hadde tatt seg atten koner og seksti medhustruer, og han fikk tjueåtte sønner og seksti døtre. 
2CH.11.22	Rehabeam satte Abia, Ma’akas sønn, til overhode og fyrste blant hans brødre, for han ville gjøre ham til konge. 
2CH.11.23	Han var klok nok til å la alle sønnene sine bo rundt om i hele Judas og Benjamins land, i alle de befestede byene. Han ga dem rikelig å leve av og skaffet dem mange koner. 
2CH.12.1	Men da Rehabeams kongedømme var blitt trygget, og han var blitt mektig, forlot han Herrens lov, og hele Israel med ham. 
2CH.12.2	Så hendte det i kong Rehabeams femte år at Sjisjak, kongen i Egypt, dro opp mot Jerusalem - for de hadde båret seg troløst at mot Herren. 
2CH.12.3	Han kom med tolv hundre stridsvogner og seksti tusen hestfolk, og det var ikke tall på de folk som fulgte ham fra Egypt - libyere, sukkitter og etiopiere. 
2CH.12.4	Han inntok de befestede byene i Juda og kom helt til Jerusalem. 
2CH.12.5	Da kom profeten Sjemaja til Rehabeam og Judas høvdinger, som hadde samlet seg i Jerusalem av frykt for Sjisjak, og han sa til dem: Så sier Herren: Dere har forlatt meg. Derfor har også jeg forlatt dere og gitt dere i Sjisjaks hånd. 
2CH.12.6	Men Israels høvdinger og kongen ydmyket seg og sa: Herren er rettferdig. 
2CH.12.7	Da Herren så at de hadde ydmyket seg, kom Herrens ord til Sjemaja, og det lød så: De har ydmyket seg. Jeg vil ikke ødelegge dem, men la dem så vidt bli frelst. Og min harme skal ikke bli utøst over Jerusalem gjennom Sjisjak. 
2CH.12.8	Likevel skal de bli hans tjenere og få kjenne hva forskjell det er på å tjene meg og å tjene hedningelandenes konger. 
2CH.12.9	Så dro da Sjisjak, kongen i Egypt, opp mot Jerusalem og tok skattene i Herrens hus og skattene i kongens hus. Alt sammen tok han. Han tok også de gullskjoldene som Salomo hadde laget. 
2CH.12.10	Istedenfor dem laget kong Rehabeam kobberskjold og overga dem til høvedsmennene for vaktmennene som voktet inngangen til kongens hus. 
2CH.12.11	Hver gang kongen gikk inn i Herrens hus, kom vaktmennene og bar dem og tok dem så med tilbake til vaktrommet. 
2CH.12.12	Fordi Rehabeam ydmyket seg, vendte Herrens vrede seg fra ham. Han ville ikke ganske ødelegge ham. Det fantes likevel noe godt i Juda. 
2CH.12.13	Siden styrket kong Rehabeam igjen sitt kongedømme i Jerusalem og regjerte der. Han var førtien år gammel da han ble konge, og han regjerte sytten år i Jerusalem, den byen som Herren hadde utvalgt blant alle Israels stammer for å la sitt navn bo der. Hans mor hette Na’ama og var fra Ammon. 
2CH.12.14	Han gjorde det som var ondt, for han vendte ikke sitt hjerte til å søke Herren. 
2CH.12.15	Det som er å fortelle om Rehabeam, både i hans første og i hans senere dager, er skrevet i profeten Sjemajas og seeren Iddos krønike, der hvor ættetavlene er opptegnet. Mellom Rehabeam og Jeroboam var det krig hele tiden. 
2CH.12.16	Rehabeam la seg til hvile hos sine fedre og ble begravet i Davids by. Og hans sønn Abia ble konge etter ham. 
2CH.13.1	I kong Jeroboams attende år ble Abia konge over Juda. 
2CH.13.2	Han regjerte tre år i Jerusalem. Hans mor hette Mikaja. Hun var datter av Uriel, og var fra Gibea. Mellom Abia og Jeroboam var det krig. 
2CH.13.3	Abia begynte krigen med en hær av djerve stridsmenn, fire hundre tusen utvalgte menn. Men Jeroboam stilte seg i fylking mot ham med åtte hundre tusen utvalgte menn, også djerve stridsmenn. 
2CH.13.4	Abia gikk opp på fjellet Semarajim, som hører til Efra’im-fjellene. Han trådte fram og sa: Hør på meg, Jeroboam og hele Israel! 
2CH.13.5	Dere vet nå vel at Herren, Israels Gud, har gitt David kongedømmet over Israel til evig tid, ham og sønnene hans, ved en saltpakt? 
2CH.13.6	Men Jeroboam, Nebats sønn, tjeneren til Salomo, Davids sønn, gjorde opprør mot sin herre. 
2CH.13.7	Og det samlet seg om ham en flokk løse karer og fordervede mennesker. De satte seg med vold opp mot Rehabeam, Salomos sønn. Og Rehabeam var ung og motløs og kunne ikke stå seg mot dem. 
2CH.13.8	Og nå tenker dere at dere kan stå dere mot Herrens kongedømme, som Davids sønner har i sin hånd. Det tenker dere fordi dere er en stor hop og har hos dere de gullkalvene som Jeroboam laget til guder for dere. 
2CH.13.9	Har dere ikke jaget bort Herrens prester, Arons sønner, og levittene og selv gjort dere prester, som folkene i hedningelandene gjør? Hver den som kommer med en ung okse og sju værer for å bli vigslet til prest, han blir prest for disse guder som ikke er guder. 
