GEN.1.1	Diyà te puunà midlimbag te Megbevayà is langit wey is kelibutan. 
2KI.5.2	Ne hein midsurung te menge sundaru te Aram is Israel, duen dan nevihag he raǥaraǥa he nehimu he suluǥuen te esawa ni Naaman. 
2KI.5.3	Ne sevaha he andew, migkaǥi heini is raǥaraǥa ziyà te egalen din te, “Emun ebpekidhinguma is egalen ku he si Naaman te ebpeneuven he ziyà te Samaria, ne ebewian din is daru te lundis din.”
2KI.5.4	Umbe, migkeǥiyan ni Naaman is hadì dan mehitenged te nekaǥi zuen te raǥaraǥa he ebpuun te Israel. 
2KI.5.5	Midtavak haazà is hadì te Aram te, “Genat ka, ne uwita nu is surat ku ziyà te hadì te Israel.” Umbe migenat si Naaman he mid-uwit te gasa he 350 he kilu he pelata, 70 he kilu he vulawan, wey sepulù he lukut he visti. 
2KI.5.6	Ne iyan heini lalag he netaǥù duen te surat he mid-uwit din diyà te hadì: “Ibpehendiyan ku si Naaman he suluǥuen ku su wey nu mevewii is daru te lundis din.”
2KI.5.7	Ne hein nevasa zuen te hadì te Israel haazà is surat, mibindas din is bisti zin su mibmezaat is gehinawa zin he ke sikandin te, “Maan is kayi zin te kediey suǥùa heini is etew he zuen daru te lundis din? Hengkey e ves, Megbevayà a? Duen ku ve gehem te kedhimatey wey ked-uyag te etew? Ebpen-ehè dà sikandin te hinungdan wey key mekedtebek!” 
2KI.5.8	Ne hein netuenan ni Elisha, he suluǥuen te Megbevayà, haazà he hitavù, mibpeuwitan din te lalag haazà is hadì he edhenduen te: “Maan is mibindas nu is kumbalè nu? Ipehengkayi nu te kedì heeyan is etew, ne egketuenan din he zuen ebpeneuven kayi te Israel.”
2KI.5.9	Umbe, midhendiyà si Naaman duma is menge kudà wey menge kerwahi ne mid-ubpàubpà diyà te ǥemawan te valey ni Elisha. 
2KI.5.10	Midsuǥù si Elisha te ibpekaǥi ziyà te ki Naaman he medhendiyà sikandin te Wahig he Jordan ne lùlui zin is lawa zin te kepipitu, ne egkeulian sikandin. 
2KI.5.11	Piru nepauk si Naaman ne migenat is ebpeneremudtemud. Ke sikandin te, “Kunaan ku ke egawas sikandin is ed-etuvang kedì. Iyan ebpeebuten ku he ebpengumew sikandin te 
2KI.5.12	Kenè be meupiya pa is wahig diyà te Abana wey Farfar ziyà te Damascus kenà te zuma he menge wahig kayi te Israel? Kenè be ziyè e zà mebpenhugas para meulii a?” Umbe migenat sikandin he utew egkepauk.
2KI.5.13	Piru mid-uvey ziyà te kandin is menge suluǥuen din he ke sikandan te, “Datù, emun mereǥen he ebeelan is idsuǥù kenikew te ebpeneuven, kenè be ebeelan nu? Ne melemu zà he ebeelan is insuǥù din he kebpenlùlù para meulii ka.” 
2KI.5.14	Umbe, midhendiyà si Naaman te Wahig he Jordan ne midlùluan din is lawa zin te kepipitu, sumalà is nekaǥi te suluǥuen te Megbevayà he si Elisha. Ne neulian is daru zin, ne mibmetilak is lundis din he henduen be te lundis te zeisey pa he vatà. 
2KI.5.15	Ne zutun midlikù si Naaman duma te menge zuma zin duen te suluǥuen te Megbevayà. Midhitindeg sikandin diyà te etuvangan ni Elisha he ke sikandin te, “Guntaan netuenan ku en he wazè en duma he Megbevayà kayi te tivuuk he kelibutan, kekenà, iyan dà is Megbevayà te Israel. Umbe zewata nu heini is igasa ku kenikew, datù.”
2KI.5.16	Ne midtavak si Elisha he ebpeneuven te, “Nenangdù a ziyà te 
2KI.5.17	Migkaǥi si Naaman te, “Emun kenè ka edawat, datù, ne tuǥuti a kenikew he egkergahan ku te tanà he ebpuun kayì is dezuwa he asnu ku, ne haazà ed-uwiten ku ziyà te kenami su wey ku zuen egkepemuhatan. Su puun guntaan ed-engked ad he ebpemuhat te menge pemuhat he edtutungen wey zuma he menge pemuhat he para te zuma he menge ed-ezapen su iyan dà ebpemuhaten ku is 
2KI.5.18	Piru, datù, berakat he peseyluwa a te 
2KI.5.19	Migkaǥi si Elisha te, “Berakat he meupiya is hipanew niw te ed-ulì.”
2KI.5.19	Piru kenè pa ganì meziyù is nehipenawan ni Naaman, 
2KI.5.20	ne sikan is suluǥuen ni Elisha he si Gehazi, neisip din is, “Impeǥenat te egalen ku si Naaman he Aramihanen he wazè din dewata is igasa zin. Ebpenangdù a ziyà te uuyag he 
2KI.5.21	Umbe, migègaanan del-asa ni Gehazi si Naaman. Ne hein naahà ni Naaman si Gehazi is ebpelelaǥuy pehendiyà te kandin, nenaug sikandin puun te kerwahi zin su edsinuǥung kandin. Mid-insà si Naaman te, “Duen be mezaat he nehitavù?” 
2KI.5.22	Midtavak si Gehazi te, “Wazà. Midsuǥù e zà te egalen ku te kegkaǥi ziyà te kenikew he zuen nekeuma he zezuwa he menge vetan-en he sakup te grupu te menge ebpeneuven, he ebpuun diyà te vuvungan te Efraim. Ne edhangyù is egalen ku ziyà te kenikew te 35 he kilu he pelata wey zezuwa he lukut he visti.” 
2KI.5.23	Migkaǥi si Naaman te, “Uya, heini zed is 70 he kilu he pelata.” Ne midteǥel sikandin ni Naaman he zewata zin haazà. Intaǥù ni Naaman sikan is pelata ziyà te zezuwa he bag ragkes en is dezuwa he lukut he visti, ne imbeǥey zin haazà diyà te zezuwa he suluǥuen din he iyan ed-uwit dutun para ki Gehazi. 
2KI.5.24	Ne hein nekeuma zan en diyà te vuvungan, migkuwa ni Gehazi zuen te menge suluǥuen sikan is dezuwa he bag ne impelikù din sikandan. Ne mid-uwit din haazà diyà te valey ne in-eles din. 
2KI.5.25	Ne zutun mibpaahà sikandin ki Elisha. Mid-insaan sikandin ni Elisha te, “Hendei ka ebpuun, Gehazi?” Midtavak si Gehazi te, “Wazà a medhipanew.” 
2KI.5.26	Piru migkaǥi si Elisha te, “Wazè nu ve metueni he pinaaǥi te ǥehem te 
2KI.5.27	Ne tenged te kebeeli nu kayi, edhalin diyà te kenikew is daru ni Naaman wey ziyà te menge kevuwazan nu taman te taman.” Ne hein mid-ewaan en ni Gehazi si Elisha mibmeputì is lundis din tenged duen te zaru.
2KI.6.1	Duen timpu he migkaǥi ziyà te ki Elisha is grupu te menge ebpeneuven te, “Neehè nu mismu he zeisey heini is lugar he netiǥuman tew. 
2KI.6.2	Umbe, edhendiyè kiw te Wahig he Jordan he mahabet is menge kayu zuen. Ebaal kiw te lugar he zutun kiw edtiǥum.” Migkaǥi si Elisha te, “Sigi, hipanew kew en.” 
2KI.6.3	Piru migkaǥi is sevaha kandan te, “Datù, emun egkehimu ne zuma ke en kenami.” Ne ke sikandin te, “Uya.” 
2KI.6.4	Umbe, miduma sikandin kandan.
2KI.6.4	Midhendiyè dan te Wahig he Jordan ne nemiley zan te menge kayu. 
2KI.6.5	Ne is sevaha kandan he ebpiley te kayu, nepul-ut is wasey zin ne neulug diyà te wahig, ne nekevensag sikandin te, “Datù, sinembayan ku zà sikan!” 
2KI.6.6	Mid-insà si Elisha te, “Hendei zapit meulug?” Ne intezù duen te etew ke hendei meulug, ne mibadtì si Elisha te rasang ne intimbag din duen te neuluǥan. Ne midletew haazà is wasey. 
2KI.6.7	Migkaǥi si Elisha te, “Kuwaa nu en.” Ne migkuwa zuen te etew.
2KI.6.8	Dutun he timpu, edtebeken te hadì diyà te Aram is Israel. Midlelaǥan din is menge upisyal zin ke hendei zan he menge lugar egkampu.
2KI.6.9	Migkeǥiyan ni Elisha is hadì te Israel te, “Kenè kew ebpekevayà keniyan he lugar su keniyan ebantey is menge Aramihanen.” 
2KI.6.10	Umbe, midsuǥù is hadì te Israel dutun te lugar he nekaǥi ni Elisha he kinahanglan he egkeǥiyan is menge meǥinged duen he med-andam dan. Layun heini ebeeli ni Elisha.
2KI.6.11	Tenged kayi nepauk is hadì diyà te Aram. Umbe impetawag din is menge upisyal zin ne migkeǥiyan din te, “Hentei keniyu is edlavan te hadì te Israel?” 
2KI.6.12	Migkaǥi is sevaha zuen te menge upisyal zin te, “Wazà minsan sevaha kenami, Mahal he Hadì. Si Elisha is tig-Israel he ebpeneuven, iyan migkaǥi ziyà te hadì te Israel te langun he egkeǥiyen nu minsan is diyè nu keǥiya te ruǥu nu.” 
2KI.6.13	Mibmandar haazà is hadì te, “Hipanew kew ne pen-ahaa niw sikandin su para mekesuǥù a te menge etew te kedakep kandin.”
2KI.6.13	Ne hein migkeǥiyan haazà is hadì he ziyà si Elisha te Dotan, 
2KI.6.14	impehendutun din is mahabet he menge sundaru he ebpemen-untud te menge kudà wey menge kerwahi. Mezukilem is kebpekeuma zan diyà te Dotan ne midliǥuyan dan heini. 
2KI.6.15	Ne kegkemeselem, midselem med-enew is suluǥuen ni Elisha, ne neehè din is menge sundaru he ebpemen-untud te kudà wey menge kerwahi he midliǥuy zutun te inged. Migkaǥi sikandin diyà te ki Elisha te, “Datù, hengkey is ebeelan ta?” 
2KI.6.16	Midtavak si Elisha te, “Kenè ka mahandek. Tuwas pa he mahabet kandan is kenita he zuma.” 
2KI.6.17	Ne zutun mid-ampù si Elisha te, “
2KI.6.18	Dutun te kebeyai ki Elisha te menge kuntada, mid-ampù sikandin te, “
2KI.6.19	Ne migkeǥiyan sikandan ni Elisha te, “Kenà heini iyan dalan wey kenà heini inged he Dotan. Tundug kew kedì su edumahan ku sikiyu ziyà te etew he ebpen-ahaan niw.” Ne ziyà sikandan dumaha ni Elisha te Samaria.
2KI.6.20	Ne hein nekeseled dan en dutun te inged, mid-ampù si Elisha te, “
2KI.6.21	Ne hein naahà sikandan duen te hadì te Israel, mid-insaan din si Elisha te, “Datù, hengkey is kenikew? Ebpenhimetayan ku en be sikandan?” 
2KI.6.22	Midtavak si Elisha, “Kenè nu sikandan penhimetayi. Su minsan pa is nengevihag pinaaǥi te tebek ne wazè tew penhimetayi. Beǥayi nu sikandan te keenen wey wahig su wey zan mekekaan wey mekeinum, ne kebpekepasad dan ne ipelikù nu sikandan diyà te hadì dan.” 
2KI.6.23	Umbe, nengemuran haazà is hadì para kandan. Ne hein nepasad impeulì din sikandan diyà te hadì dan. Ne wazè en medsurung is menge Aramihanen diyà te tanà he Israel.
2KI.6.24	Piru te huziyan he timpu midtiǥum ni Hadì Ben Hadad he hadì te Aram, is langun he menge sundaru zin ne midliǥuyan dan is Samaria. 
2KI.6.25	Tenged kayi utew vitil zutun te inged, ne mibmahal en is egkengepemasa. Is bali te ulu te asnu, ne 80 he vuuk he pelata, ne is bali te subra he senge salmun he tai te merepatik, ne lelima he vuuk he pelata.
2KI.6.26	Duen timpu, he mibayà is hadì te Israel ziyà te zivavew te verengbeng, duen sevaha he vahi he midhabet megkaǥi ziyà te kandin te, “Tevangi a, Mahal he Hadì!” 
2KI.6.27	Midtavak haazà is hadì te, “Emun kenè ka edtevangan te 
2KI.6.28	Ne zutun mid-insà haazà is hadì te, “Hengkey ves is prublima nu?” Midtavak haazà is bahi te, “Heini is bahi migkeǥiyan e zin he egkeenen dey is anak ku te egkehuna he andew, ne ed-ilis he andew ne iyan dey en maan egkeenen is kandin he anak. 
2KI.6.29	Umbe, midhilutù dey is anak ku ne migkaan dey. Piru hein mid-ilis he andew, migkeǥiyan ku sikandin he iyan dey en maan egkeenen is kandin he anak piru in-eles din heini.”
2KI.6.30	Ne hein nezineg dutun te hadì haazà is migkaǥi zutun te vahi, mibindas din is bisti zin tenged te utew zin kegkeseeng. Dutun te kedhipanew zin diyà te zivavew te verengbeng, naahà sikandin te menge etew he mibpezizeleman din is bisti zin te visti he saku tenged te kedlalew zin. 
2KI.6.31	Ke sikandin te, “Berakat he zekelà is silut kedì te 
2KI.6.32	Dutun he timpu, ebpimpinuu si Elisha ziyà te valey zin is ebpekidlalag te menge ebpemendumala te Israel. Midsuǥù haazà is hadì te etew he ibpehuna zin diyà te ki Elisha. Piru zutun te wazè pa mekeuma haazà is midsuǥù te hadì, migkeǥiyan ni Elisha haazà is ebpemendumala te, “Heeyan is hadì tew he ebpemenhimatey, midsuǥù sikandin te etew he ibpetamped te lieg ku. Ne emun ebpekeume en heeyan he etew ne lekevi niw is gemawan ne kenè niw ipeseled. Is hadì he egalen din, edtinundug kandin.” 
2KI.6.33	Ne zutun te edlelaǥan pa sikandan ni Elisha, nekeume en sikan is midsuǥù te hadì ne migkaǥi sikandin te, “Heini he kezeetan, ketau te 
2KI.7.1	Midtavak si Elisha te, “Pemineǥa nu is egkeǥiyen te 
2KI.7.2	Ne Migkaǥi haazà is upisyal he sineriǥan te hadì te, “Kenà heeyan egkehitavù, su minsan dekelà is menge sebpet su ibpeuzan te 
2KI.7.3	Dutun he timpu, duen heepat he menge etew he zuen daru te lundis dan he ebpemimpinuu ziyà te pultahan te inged. He ke sikandan te, “Maan is edtulung kiw zà kayi ed-ubpàubpà taman te kebpatey tew? 
2KI.7.4	Emun edseled kiw ziyà te inged ne ebpatey kiw te kegkevitil, ne emun edtulung kiw zà ebpimpinuu kayi, ebpatey kiw ǥihapun. Umbe nasì kiw en edhendiyà te kampu te menge Aramihanen ne edsurindir kiw. Ne emun kenè kiw zan ebmenuwen, ne meupiya, piru emun edhimetayan kiw zan ne maambe en.”
2KI.7.5	Umbe, hein mezukilem en, midhendiyè dan te kampu te menge Aramihanen. Ne hein nekeuma zan ne wazà etew zuen. 
2KI.7.6	Su impezineg te 
2KI.7.7	Umbe, mibpelaǥuy sikandan hein mezukilem ne mid-ewaan dan is menge tulda zan, menge kudè dan, wey menge asnu zan. Mibpelaǥuy zan he wazè dan en meuwit is menge azen dan he zutun te kampu zan.
2KI.7.8	Ne kebpekeuma zuen te menge etew ziyà te kampu he zuen daru te lundis dan, midtigseselimbaha zan te edseled haazà is menge tulda. Edsigudu zan en egkaan wey ed-inum, wey ebpenguwa te menge pelata, menge vulawan, wey menge manggad. Ne impen-eles dan heini. 
2KI.7.9	Ne hein malù neuǥet, ke sikandan te, “Kenà hustu heini is mibeelan tew. Midtudtul tew pezem guntaan he andew he nemelaǥuy en is menge kuntada tew, piru in-eles tew heini. Emun egkeeselemen tew pa is kedtudtula tew kayi, ne edsilutan kiw en. Ne kuwa kew en su egenat kiw, ne edtudtulen tew heini ziyà te turuǥan te hadì.”
2KI.7.10	Umbe, midlikù sikandan diyà te inged he Samaria ne mid-umew zan is menge vantey ziyà te pultahan te inged ne migkeǥiyan dan te, “Midhendiyè key te kampu te menge Aramihanen, ne wazà duen etew, gawas te menge kudà, wey menge asnu, he impenagkes. Ne zutun daan te menge tulda zan is menge azen dan.”
2KI.7.11	Ne netudtulan haazà is menge vantey te turuǥan. 
2KI.7.12	Minsan mezukilem en haazà, mid-enew sikan is hadì ne migkeǥiyan din is menge upisyal zin te, “Egkeǥiyen ku keniyu ke hengkey is pelanu te menge Aramihanen. Netuenan dan he egkengevitil kiw, umbe mid-ewaan dan is kampu zan ne nemen-eles dan diyà te menge vuvungan. Su egkeisip dan he siguradu egawas kiw ne edekepen kiw zan ne ed-eǥawen dan is inged tew.” 
2KI.7.13	Ne midtavak is sevaha zuen te menge upisyal zin te, “Duen pa nesamà he lelima he menge kudè tew, ne meupiya ke edsuǥù kiw te egkepipira he etew te kedsusi ke hengkey is nehitavù? Maambe en ke himetayi sikandan, su emun kayi zan dà ne ebpatey gihapun sikandan duma kenitew.”
2KI.7.14	Umbe, in-andam dan is dezuwa he kerwahi zuma te menge kudà, ne midsuǥù sikan is hadì te menge etew su wey zan mesusi ke hengkey is nehitavù te menge sundaru he Aramihanen. 
2KI.7.15	Nekeuma sikandan taman diyà te Wahig he Jordan, ne neehè dan diyà te menge zalan is menge manggad wey menge gelemiten he impenimbag te menge Aramihanen tenged te kegkezeǥusu zan hein ebpemelaǥuy zan. Midlikù haazà is menge sinuǥù ne midtudtul zan heini ziyà te hadì. 
2KI.7.16	Ne nenggawas dutun te inged is menge etew ne mibpenguwa zan is nengetaǥak diyà te kampu te menge Aramihanen. Ne neulaula iyan is nekaǥi te 
2KI.7.17	Iyan insavuk duen te hadì he ed-atur te ebpemenlawang he menge etew ziyà te pultahan dutun te inged, sikan is upisyal he sineriǥan din. Piru nepiley sikandin ne neǥunas te menge etew zutun te pultahan, ne minatey sikandin sumalà te nekaǥi ni Elisha he suluǥuen te Megbevayà hein midhendiyà te kandin sikan is hadì. 
2KI.7.18	Neulaula zaan is nekaǥi zuen te suluǥuen te Megbevayà diyà te hadì he ke sikandin te, “Iring kayi he timpu keeselem, ne eberatu is egkengepemasa ziyà te belegyeey ziyà te Samaria. Is bali te tetelu he ǥantang he herina, senge vuuk dà he pelata, ne iring ded dutun is bali te heenem he ǥantang he barli.” 
2KI.7.19	Dutun he timpu midtavak sikan is upisyal te hadì te, “Kenà heeyan egkehitavù, su minsan dekelà is menge sebpet su ibpeuzan te 
2KI.7.20	Ne iyan heini nehitavù duen te upisyal; neǥunas sikandin te menge etew he ebpemenlawang te pultahan te inged, ne minatey sikandin.
2KI.8.1	Dutun te nehuna he timpu migkeǥiyan ni Elisha sikan is bahi he mibanhew ni Elisha is anak din te, “Dumaha nu is pemilya nu ne ziyè kew upbà te selakew en he lugar, su migkaǥi is 
2KI.8.2	Ne mibpezumdumahan dutun te vahi haazà is migkaǥi zuen te suluǥuen te Megbevayà. Migenat sikandin duma is pemilya zin ne ziyà med-ubpà te tanà te menge Filistihanen seled te pitu he tuig.
2KI.8.3	Ne hein midlavey en is pitu he tuig, midlikù sikandin diyà te Israel ne midhendiyà sikandin te hadì su midhangyù he tevangi sikandin he mekelikù diyà te kandin is baley zin wey is tanè din. 
2KI.8.4	Ne hein edseled en sikandin, mibpekidlalag sikan is hadì ki Gehazi he suluǥuen ni Elisha. Migkaǥi haazà is hadì te, “Tudtuli a kenikew te langun he egkein-inuwan he menge vaal he mibeelan ni Elisha.” 
2KI.8.5	Ne zutun te edtudtulen ni Gehazi zutun te hadì ke mibmenumenu ni Elisha te ed-uyag sikan is batà he minatey, ne mid-uvey zutun te hadì sikan is iney zuen te vatà ne midhangyù he tevangi sikandin he mekelikù diyà te kandin is baley zin wey is tanè din. Migkaǥi si Gehazi te, “Mahal he Hadì, iyan heini sikan is bahi, ne iyan heini sikan is anak din he mid-uyag ni Elisha.” 
2KI.8.6	Ne mid-insaan dutun te hadì haazà is bahi mehitenged dutun, ne midtudtulan sikandin duen te vahi. Umbe mibpetawag haazà is hadì te sevaha he upisyal he ebpekeuǥup dutun te vahi. Migkeǥiyan din haazà is upisyal te, “Tevangi nu sikandin he mekelikù diyà te kandin is langun he ǥaked din, ragkes en is langun he netiǥeyunan diyà te vevesukè din puun te kegenat din taman kayi te kebpekelikù din.”
2KI.8.7	Ne midhendiyà si Elisha te Damascus, he iyan kepital te Aram, he zutun mezeruwi si Hadì Ben Hadad he hadì te Aram. Ne hein netudtulan haazà is hadì he zutun sikan is suluǥuen te Megbevayà, 
2KI.8.8	migkeǥiyan din si Hazael te, “Uwit ka te gasa ne sinuǥunga nu is suluǥuen te Megbevayà. Ne keǥiyi nu sikandin he insai zin is 
2KI.8.9	Umbe, migkergahan ni Hazael is 40 he kemilyu te kinemeupiyahan he menge pruduktu ziyà te Damascus ne mid-uwit din diyà te ki Elisha su igasa zin. Ne hein nekeuma sikandin diyà te ki Elisha, ke sikandin te, “Midsuǥù a te suluǥuen nu he si Ben Hadad, he hadì te Aram, te ked-insà diyà te kenikew ke egkeulian pe be sikandin te zaru zin.” 
2KI.8.10	Midtavak si Elisha te, “Ulì ke en ne keǥiyi nu sikandin he siguradu he egkeulian sikandin, piru impahayag te 
2KI.8.11	Ne mibpemusiǥahan ni Elisha si Hazael taman te neeled heini. Ne midsineǥew si Elisha. 
2KI.8.12	Mid-insaan sikandin ni Hazael, “Maan, datù, is midsineǥew ka?” Midtavak si Elisha, “Geina te netuenan ku is mezaat he ebeelan nu te menge Israilihanen. Ebinsulan nu is binerengbeng he menge inged dan, ebpenhimetayan nu is menge vetan-en kandan, edrunteken nu is dezeisey he menge vatà kandan, wey edsirian nu is meǥingey he menge vahi kandan.” 
2KI.8.13	Midtavak si Hazael, “Datù, kenè ku heeyan egkehimu. Su wazè ku ǥehem te kebaal keniyan.” Midtavak si Elisha te, “Impahayag te 
2KI.8.14	Midlikù si Hazael ziyà te egalen din he si Ben Hadad, ne mid-insaan sikandin ni Ben Hadad te, “Hengkey is migkaǥi te 
2KI.8.15	Piru hein mid-ilis he andew, migkuwa si Hazael te mekepal he manggad ne intereb din ne nesuep heini te wahig ne iyan migamit din haazà te kebpueta zin duen te hadì taman te minatey. Ne si Hazael is mid-ilis kandin te kedhadì.
2KI.8.16	Nehimu he hadì diyà te Juda si Jehoram he anak ni Jehoshafat hein ikelima he tuig te kedhadì ni Joram diyà te Israel te anak ni Ahab. 
2KI.8.17	Mibpenuiǥen si Jehoram te 32 he tuig hein nehimu sikandin he hadì. Diyà sikandin med-ubpà te Jerusalem, ne midhadì sikandin seled te walu he tuig. 
2KI.8.18	Midsunud din is mibeelan te menge hadì te Israel, iring te mibeelan te pemilya ni Ahab, su neesawa zin is anak ni Ahab. Mezaat is ulaula zin diyà te etuvangan te 
