MAT.1.1	Dammbe Iisaa 
1CO.6.2	Tama on anndaa fooccitiiɓe ɓee caroyta aduna oo? Ndennoo, so onon fooccitiiɓe ɓee caroyta aduna oo, hono ndonkirton sarde kulle pamare ɗee? 
1CO.6.3	Tama on anndaa enen caroyta 
1CO.6.4	Ndennoo, so luurral waɗii hakkunde mon banngal kulle aduna, ko saabii so oɗon ngullitoyoo ɓe deental goonɗinɓe ngal jataaki ɓee? 
1CO.6.5	Faa njaago-ɗon mbiiru-mi non. Tama on ngalaa fay hakkilante gooto baawɗo sarde sakiraaɓe luurruɓe? 
1CO.6.6	Ee, goonɗinɗo wullanoo goonɗinɗo banndum, tawa to ɓe ngoonɗinaali!
1CO.6.7	Haya, ko cardaton e mum hakkunde mon koo duu yo ayiibe bonɗo jaati. Ko saabii so on cuɓaaki muɲude tooɲannge? Ko saabii so on cuɓaaki muɲude ɓoleede? 
1CO.6.8	Kaa onon tooɲata, onon ɓolata fay sakiraaɓe mon.
1CO.6.9	Tama on anndaa ooɲiiɓe naatataa e 
1CO.6.10	e wuyɓe e haasidi'en e yarooɓe doro e ɲo'ooɓe yimɓe e yanooɓe, fay gooto e ɓee naatataa e Laamu Laamɗo oo. 
1CO.6.11	Yoga mon laatinoke hono non, kaa jooni on lootaama on laaɓii, on nanngiraama fooccitiiɓe saabe innde Joomiraaɗo men Iisaa 
1CO.6.12	Oɗon mbiya: «Huunde fuu ana daganii kam.» Ooho, kaa wanaa fuu nafata. So goonga «huunde fuu ana daganii kam», kaa miɗo salii huunde fuu mara kam. 
1CO.6.13	Oɗon mbiya: «Ɲaamdu jey reedu, reedu jey ɲaamdu.» Ooho, kaa Laamɗo halkan ɗi ɗiɗi fuu. Terɗe ɓii-aadama tagiraaka kammari ko soɓi, ko ɗe tagiraa dee, faa ɗe ndewa Joomiraaɗo, Joomiraaɗo duu hayba ɗe. 
1CO.6.14	Laamɗo immintinɗo Joomiraaɗo men iwde e maayde oo, immintiniran en enen duu e baawɗe mum. 
1CO.6.15	Tama on anndaa terɗe mon ngoni calɗi 
1CO.6.16	Tama on anndaa piilondirɗo e debbo coottoowo hoore mum fuu, laatodike e mum terɗe goote? Sabi ana winndii: «Ɓe ɗiɗon fuu ɓe laatoto neɗɗo gooto.»
1CO.6.17	Kaa kaɓɓondirɗo e Joomiraaɗo laatodike e mum ruuhu gooto. 
1CO.6.18	Ndogee ko soɓi! Luuttal fuu ngal neɗɗo luutti, takkataako e terɗe mum. Kaa coɓinɗo hoore mum tooɲii terɗe mum. 
1CO.6.19	Tama on anndaa terɗe mon ɗee ngoni suudu 
1CO.6.20	sabi Laamɗo soottitorii on coggu tiiɗuɗo. Ndennoo, teddiniree Laamɗo terɗe mon ɗee.
1CO.7.1	Jooni kaa miɗo yiɗi jaabaade lamndi ɗi mbinndan-ɗon kam ɗii. Goonga, ana moƴƴi e gorko waasude ɓamde debbo. 
1CO.7.2	Kaa pati fijirde waɗa, gorko fuu yo tawre debbo, debbo duu tawree gorko. 
1CO.7.3	Yo gorko hokku genndum hakke mum, debbo duu hokka gorum hakke mum. 
1CO.7.4	Debbo jeyaa terɗe mum, gorum jey ɗe. Gorko duu hono non, jeyaa terɗe mum, genndum oo jey ɗe. 
1CO.7.5	Pati fay gooto e mon salanoo goɗɗo so wanaa tawee e dow kawral mon wakkati keertaaɗo faa keɓon no ɲaagoro-ɗon Laamɗo. Kaa caggal ɗum, keddo-ɗon wuurdude no haaniri nii pati mbaason nantaade so 
1CO.7.6	Ko kaalan-mi on ɗoo koo, wanaa ko tilsi, mi kolluɗo on laawol lobbol nii. 
1CO.7.7	Miin, miɗo yiɗi yimɓe fuu laatoo hono am, kaa gooto fuu no Laamɗo hokkiri ɗum: yoga hokkiraa nii enne, yoga hokkiraa nii too.
1CO.7.8	Faade e ɓe ɓamaali e ɓe ɓamaaka, kaɲum e rewɓe ɓe worɓe mum'en maayi, miɗo wiya worrude no am nii ɓuri moƴƴude e mum'en. 
1CO.7.9	Kaa so tawii ɓe mbaawaa nantaade, ɓe ndewla, sabi ɗum ɓuri jooɗoraade nii tan ana maaya muuyo.
1CO.7.10	Wonɓe e dewle ɓee, miɗo yamira ɗum'en ndee yamiroore nde iwaali e am, iwnde e Joomiraaɗo: debbo haanaa seerde gorum. 
1CO.7.11	So taweede mo seerii oon yo heddoro non, naa duu o warta e mum. Gorko duu haanaa seerde genndum.
1CO.7.12	Kaa woɓɓe ɓee, miin e hoore am haalanta ɗum'en, wanaa Joomiraaɗo: so goonɗinɗo Iisaa ana jogii debbo mo goonɗinaali tawee debbo oo ana yarrii wondude e makko, pati o seera ɗum. 
1CO.7.13	Naa so debbo goonɗinɗo ana dewlaa gorko mo goonɗinaali tawee gorko oo yarrii wondude e makko, pati o seera ɗum. 
1CO.7.14	Sabi gorko mo goonɗinaali oo ana laɓɓiniree genndum, kasen duu debbo mo goonɗinaali oo ana laɓɓiniree gorum. So wanaa ɗum, ɓiɓɓe mon laatoto ɓe anndaa Laamɗo, tawee nee ɓe seniiɓe. 
1CO.7.15	Kaa mo goonɗinaali, so yiɗii seerde goonɗinɗo oo, yo seer. Goonɗinɗo oo kaa, so debbo so gorko, tilsinaaka e dewgal ngal, sabi Laamɗo noddii en faa nguuren e jam. 
1CO.7.16	Debbo goonɗinɗo, hono anndirtaa aɗa waawi hisinde gora? Gorko goonɗinɗo, hono anndirtaa aɗa waawi hisinde gennda?
1CO.7.17	Ɗum nee, yo gooto fuu wuurdu no Joomiraaɗo feccirani ɗum nii, no worrunoo nde Laamɗo noddi ɗum ndee. Ɗum njamir-mi deente goonɗinɓe ɗee fuu. 
1CO.7.18	Tawaaɗo yo 
1CO.7.19	Taadaade e waasude taadaade fuu walaa ko nafata, ko nafata dee, jokkude jamirooje Laamɗo. 
1CO.7.20	Yo gooto fuu heddoro no worrunoo wakkati nde Laamɗo noddata ɗum ndee. 
1CO.7.21	Nde noddete-ɗaa ndee, so tawii a diimaajo, pati ɗum laatane sugulla. Kaa so a heɓii laawol no ndimɗiraa, rimɗu. 
1CO.7.22	Sabi maccuɗo mo Joomiraaɗo noddi, laatike coottitaaɗo Joomiraaɗo. Dimo noddaaɗo duu, laatike diimaajo 
1CO.7.23	On coottitoraama coggu tiiɗuɗo, ndennoo pati laatee maccuɓe yimɓe. 
1CO.7.24	Sakiraaɓe, gooto fuu no worrunoo nde noddetee ndee, yo heddoro non yeeso Laamɗo.
1CO.7.25	Banngal yimɓe ɓe ndewlaali ɓee, mi walanaa ɓe yamiroore iwnde to Joomiraaɗo, kaa mi haalan ko woni miilo am, miin mo yurmeende Joomiraaɗo waɗi koolniiɗo oo: 
1CO.7.26	saabe torraaji jooni ɗii, miɗo miila neɗɗo heddoroo no worri nii ɓuri moƴƴude e mum. 
1CO.7.27	So dewgal won hakkunde maa e debbo, pati tewtaa taƴude ngal. So dewgal walaa hakkunde maa e debbo, pati tewtaa debbo. 
1CO.7.28	Kaa so a ɓamii duu, a luuttaali. Mboomri duu so ɓamaama, luuttaali. Kaa naatuɓe e dewle ɓee ɓilloto e nguurndam mum'en, mi yiɗanaa on ɗum. 
1CO.7.29	Sakiraaɓe, ko kaalunoo-mi koo annii: wakkati oo ɓadike. Jooni, yo ɓamɓe ɓee mba'u no ɓamaali nii, 
1CO.7.30	woyooɓe mba'a no mboyaali nii, weltiiɓe mba'a no mbeltaaki nii, soodooɓe mba'a no njogaaki nii, 
1CO.7.31	heɓooɓe e oo ɗoo aduna mba'a no meeɗaali heɓude e makko nii. Sabi oo ɗoo aduna no wa'i nii, annii yawta.
1CO.7.32	Ko njiɗu-mi dee, ceerton e sugulla. Mo dewlaali, hakkille mum to kulle Joomiraaɗo yahata, ko welata Joomiraaɗo tewtata. 
1CO.7.33	Kaa dewluɗo, hakkille mum to kulle aduna yahata, ko welata genndum tewtata, 
1CO.7.34	joomum fecciima. Hono non, mo ɓamaaka, kaɲum e mboomri, hakkille mum to kulle Joomiraaɗo yahata, yalla terɗe mum e yonki mum fuu ana cenoo. Kaa ɓamaaɗo, hakkille mum to kulle aduna yahata, ko welata gorum tewtata. 
1CO.7.35	Faa nafa on mbiiru-mi non, wanaa faa tonnga on. Miɗo yiɗi nguurdon no kaan-ɗon wuurdude nii, kaɓɓo-ɗon e Joomiraaɗo, tawa hakkillaaji mon peccaaki.
1CO.7.36	So muuyo mawnii e neɗɗo sanne faa huli pati ronka nantaade e cabbaaɗo mum, miila dewgal ngal ana haani timmineede, yo ngal timmine no joomum yiɗiri nii, luuttaali. 
1CO.7.37	Kaa so gorko fellisii e ɓernde mum fuu tawa tilsinaaka, faa ɓami anniya huurtintaa cabbaaɗo mum, so ana waawi nantaade, waɗii ko moƴƴi. 
1CO.7.38	E ley ɗum, kuurtinɗo cabbaaɗo mum waɗii ko moƴƴi, kaa mo huurtinaali cabbaaɗo mum ɓuri waɗude ko moƴƴi.
1CO.7.39	Debbo ɓamaaɗo yo kaɓɓaaɗo so nii gorum ana heddii wuurde. Kaa so goriiko oo yawtii, mo o yiɗi fuu ana waawi ɓamde mo, yo tawe e laawol Joomiraaɗo ngol tan. 
1CO.7.40	Ɗum nee, so o heddiima e ngoortaalaaku o ɓurata welde hoore. Ɗum woni miilo am, kasen duu miɗo miila miin duu, mi heɓii 
1CO.8.1	Jooni miɗo jaaboo lamndal mon banngal 
1CO.8.2	Neɗɗo fuu miiluɗo ana anndi huunde, anndaa tafon no haani anndirde. 
1CO.8.3	Kaa neɗɗo fuu jiɗɗo Laamɗo, Laamɗo ana anndi ɗum.
1CO.8.4	Ndennoo e banngal ɲaamugol tew cakkanaaɗo tooruuji, eɗen anndi «so goonga, ley aduna, tooru wanaa fay huunde», «Laamɗo walaa so wanaa gooto oo». 
1CO.8.5	Sabi fay so ko yimɓe mbiyata reweteeɓe koo ana ngoodi dow kammu e dow leydi – so goonga, wiyeteeɓe «reweteeɓe» e «joomiraaɓe» keewii – 
1CO.8.6	enen, banngal men, Laamɗo gooto tan woodi, 
1CO.8.7	Kaa wanaa yimɓe fuu paami ɗum tafon. Yogaaɓe woownooɓe rewde tooruuji, faa hannde eɓe ɲaama tew cakkanaaɗo tooruuji e miilde tew oo tooruuji jaati njey ɗum. Ɗum waɗata so eɓe miila ɓe coɓan, tawi ɓe mbaawaa seenndude goonga e pene. 
1CO.8.8	Taƴoral, ɲaamdu ɓattintaa en Laamɗo. So en ɲaamii, nafataa en fay huunde, so en ɲaamaali, bonnantaa en fay huunde. 
1CO.8.9	Goonga, on ndokkaama laawol faa mbaawon ɲaamde huunde fuu. Kaa ndeentee pati ngol laawol liɓa ɓe ɲiiɓaali e ley goonɗinal ɓee. 
1CO.8.10	Sabi aan annduɗo goonga oo, so lo'uɗo yii ma aɗa ɲaama ley suudu tooru, hakkille mum hokkataa ɗum ɲaamde tew cakkanaaɗo tooruuji kaɲum duu naa? 
1CO.8.11	Hono non, oon sakiike men lo'uɗo mo Almasiihu maayani oo, halkortoo saabe anndal maa ngal. 
1CO.8.12	So on tooɲirii non sakiraaɓe ɓe ɲiiɓaali e ley goonɗinal ɓee, so on njiiɓii hakkillaaji maɓɓe, on luuttii Almasiihu. 
1CO.8.13	Ɗum nee, so tawii ɲaamdu ana liɓa sakiike am, mi ɲaamataa kasen tew abada, pati mi liɓa sakiike am.
1CO.9.1	Mi jeyaa hoore am naa? Mi laataaki 
1CO.9.2	Fay so banngal yogaaɓe mi wanaa nelaaɗo, banngal mon onon mi nelaaɗo, sabi ko ngoonɗin-ɗon Iisaa koo ana holla Joomiraaɗo neli kam jaati.
1CO.9.3	Annii ko mbiyan-mi felooɓe kam ɓee: 
1CO.9.4	min kaandaa e heɓude ɲaamdu e yardu e ley golle amen naa? 
1CO.9.5	Min kaandaa e naɓorde rewɓe amen no nelaaɓe woɓɓe ɓee nii naa? No miɲiraaɓe Joomiraaɗo ɓee nii, kaɲum e Piyeer? 
1CO.9.6	Naa miin e Barnabas tan ngoni haanɓe gollude faa keɓa no nguurda? 
1CO.9.7	Homo e mon yii sordaasi joɓoowo hoore mum? Homo woni demoowo mo ɲaamataa ko hetti e ngesa mum? Homo woni duroowo mo yarataa kosam sewre mum?
1CO.9.8	Ko kaalan-mi koo, e dow miilooji yimɓe tan fawii naa? 
1CO.9.9	Sabi nii winndiraa e Sariya Muusaa: «A haɗataa ngaari aloori tappoori gawri muuɗude gawri.»
1CO.9.10	Tama wanaa saabe men o haalirta? Goonga, enen mbinndanaa ngol konngol, sabi demoowo e tappoowo fuu ana ngollira jikke heɓude ngeɗu mum'en. 
1CO.9.11	Min aawii e mon kulle ruuhunkooje. So min kettii e mon kulle adunankooje, yalla miɗen kaawanee ɗum naa? 
1CO.9.12	So woɓɓe ana kaandi e heɓude ɲaamdu e junngo mon, wanaa minen ɓuri haandude hen?
1CO.9.12	Kaa minen, min njokkaali ngol laawol. Miɗen muɲa huunde fuu pati min kaɗa 
1CO.9.13	Tama on anndaa gollooɓe e ley 
1CO.9.14	Hono non, Joomiraaɗo yamirii waajotooɓe Kabaaru Lobbo ɓee nguura e Kabaaru Lobbo oo.
1CO.9.15	Kaa miin, mi jokkaali hen fay laawol gootol, kasen duu mi winndiraali ɗum faa mi heɓa huunde. Maayde ɓurani kam ɲaagaade huunde. Sabi ɗum woni ko mantortoo-mi, mi jaɓataa fay gooto itta kam e majjum duu. 
1CO.9.16	Sabi waajaade Kabaaru Lobbo oo manataa kam, ɗum tilsuɗum kam. Bone woodanii kam so mi waajaaki Kabaaru Lobbo oo! 
1CO.9.17	Sinndo mi golliriino oo golle saabe miɗo fellisinnoo ɗum miin e hoore am, nden kaa mi heɓanno njoɓdi. Kaa laatike tilsere ngolliran-moo-mi, mo golle mo kalfinaa-mi. 
1CO.9.18	Ndennoo koɗum woni njoɓdi am? Njoɓdi am, ɗum woni seyo am ko mbaajotoo-mi Kabaaru Lobbo meere meere koo, tawti e ko mi lamndataako ko waajotooɓe Kabaaru Lobbo oo ɓee poti heɓude.
1CO.9.19	Mi walaa e margal fay gooto, kaa mi waɗii hoore am maccuɗo yimɓe fuu, yalla miɗo heɓa ko ɓuri heewde e maɓɓe. 
1CO.9.20	E ley 
1CO.9.21	E ley ɓe ngalaa e Sariya Muusaa ɓee, mi waɗii hoore am mo walaa e Sariya oo, yalla miɗo heɓa ɓe, fay so miin e hoore am, mi waasaali taweede e sariya Laamɗo oo, sabi ley sariya Almasiihu ngon-mi. 
1CO.9.22	E ley lo'uɓe, mi waɗii hoore am mi lo'uɗo, yalla miɗo heɓa ɓe. Walaa fuu no mi waɗaali hoore am kammari yimɓe fuu, yalla ana daɲa ɓe kisin-mi. 
1CO.9.23	Ko ngaɗan-mi fuu, mi waɗiran ɗum kammari Kabaaru Lobbo oo yalla miɗo heɓa hen ngeɗu.
1CO.9.24	Tama on anndaa daɗondirteeɓe ɓee fuu yo dogooɓe, kaa gooto tan heɓata deesewal? Ndennoo, ndogiree heɓude ngal. 
1CO.9.25	Lanndinantooɓe ndaggu fuu, mbiiran terɗe mum'en biirugol cattungol. Ko ɓe ngaɗirta ɗum dee, faa ɓe keɓa deesewal ngal duumataako. Enen nee, faa keɓen deesewal duumotoongal. 
1CO.9.26	Saabe majjum mi dogiraali meere, mi wa'aali no kaɓoowo e henndu nii. 
1CO.9.27	Kaa miɗo biira terɗe am no naawiri miɗo jaalii ɗe, yalla miin baajotooɗo woɓɓe Kabaaru Lobbo oo, pati mi waasa yarraneede.
1CO.10.1	Sakiraaɓe, miɗo yiɗi paamon faa gasa ko hewtii maamiraaɓe men jamaanu Muusaa koo. Ɓe fuu ɓe ngoniino e ley luurde ndee, ɓe fuu duu ɓe lummbiino geeci oo. 
1CO.10.2	E ley haɓɓagol maɓɓe e Muusaa ɓe fuu ɓe keɓii 
1CO.10.3	Kasen duu ɓe fuu ɓe ɲaamdii ɲaamdu wooturu ruuhunkooru, 
1CO.10.4	ɓe fuu ɓe njardii njaram ngootam ruuhunkoojam, sabi eɓe njarannoo ɗam e haayre ruuhunkoore jokkunoonde e maɓɓe ndee. Nden haayre woni 
1CO.10.5	Kaa ko ɓuri heewde e maɓɓe, Laamɗo welaaka ɗum'en. Ɗum saabii so ɓe kalkii ley ladde jeereende ndee.
1CO.10.6	Ɗum fuu eɗum holla en pati njokken giɗaaɗe yonki bonɗe no maɓɓe nii. 
1CO.10.7	Pati laatee rewooɓe tooruuji no yoga maɓɓe nii, hono no winndorii nii: «Yimɓe ɓee njooɗiima ana ɲaama ana njara, kasen immii ana mboma.»
1CO.10.8	Pati naaten e fijirde no yogaaɓe e maɓɓe naatiri e fijirde nii. Ɗum saabii so ujunaaji noogay e taton neɗɗo maayi ɲannde wootere. 
1CO.10.9	Pati itten koro Almasiihu no yoga maɓɓe nii. Ɗum saabii so bolle kalki ɗum'en. 
1CO.10.10	Pati ŋermitee no yoga maɓɓe nii. Ɗum saabii so 
1CO.10.11	Ɗum fuu waɗii yalla ana laatanoo en misaalu, ɗum winndiraama faa ɗum waajoo en, enen wonɓe e cakite jamaanu ɓee. 
1CO.10.12	Ɗum nee, miiloowo ana darii fuu, waɗa hakkille pati boɓɓoo e leydi. 
1CO.10.13	Walaa torra ittoowa koro heɓuka on ka heɓaali ɓiɓɓe aadama. Laamɗo yo koolniiɗo, o ɗalataa torra koroowa ɓurka on semmbe fawee e mon. Torra fuu koroowa on, o hokkan on no mbaawron muɲude ɗum, o hokkan on laawol no njaltiron e mum.
1CO.10.14	Saabe ɗum, sakiraaɓe am horsuɓe, ngoɗɗee dewal tooruuji. 
1CO.10.15	Miɗo haalirana on hono no on hakkilante'en nii, caree onon e ko'e mon ko mbii-mi koo. 
1CO.10.16	Horde hiraande seniinde nde njettaten Laamɗo kammari mum ndee, so en njarii nde, tama en ndeentaali e ƴiiƴam Almasiihu ɗam? Buuru mo taƴaten oo, so en ɲaamii mo, tama en ndeentaali e terɗe Almasiihu ɗee? 
1CO.10.17	Tawi buuru oo yo gooto, enen duu, enen e heewde fuu, en terɗe goote, sabi eɗen njogii ngeɗu e oon buuru gooto. 
1CO.10.18	Taykee leɲol 
1CO.10.19	Miɗo yiɗi wiide 
1CO.10.20	Walaa! Ko njiɗu-mi wiide dee, ko heeferɓe ɓee cakkotoo koo, sakketee 
1CO.10.21	On mbaawaa yarde e horde Joomiraaɗo ndee njaron kasen e horde seyɗaani'en, on mbaawaa ɲaamde e la'al Joomiraaɗo ngal ɲaamon kasen e la'al seyɗaani'en ɓee. 
1CO.10.22	Naa iirtude tikkere Joomiraaɗo njiɗ-ɗen? Naa en miilii eɗen ɓuri mo semmbe?
1CO.10.23	Mbii-ɗon: «Huunde fuu ana dagii.» Ooho, kaa wanaa fuu nafata. So goonga, «huunde fuu ana dagii», kaa wanaa fuu naɓata deental goonɗinɓe ngal yeeso. 
1CO.10.24	Pati fay gooto laatoo hammadi haaje mum tan, ndaarta nafaa woɓɓe ɓee duu. 
1CO.10.25	Tew cootteteeɗo luumo fuu, oɗon mbaawi ɲaamirde ɗum hakkillaaji ɗi ɲiŋataa on tawa on lamndaaki yalla ɗum 
1CO.10.26	Sabi «leydi e ko woni e mum fuu Joomiraaɗo woodani.»
1CO.10.27	So neɗɗo mo goonɗinaali noddii on, on njaɓii nootaade, ɲaamon ko ndokke-ɗon fuu, tawa hakkillaaji mon ɲiŋataa on. 
1CO.10.28	Kaa so won biiɗo on: «Ɗum ko sakkanaa tooruuji», nden, pati ɲaamee ɗum saabe biiɗo non oo e saabe hakkille mum ɲiŋoowo ɗum. 
1CO.10.29	Wanaa ko wartata e hakkillaaji mon onon kaalan-mi ɗoo, ko wartata e hakkille biiɗo non oo kaalan-mi.
1CO.10.29	Kaa fotaa ko hakkille neɗɗo goɗɗo sara ndimaaku am. 
1CO.10.30	So miɗo yetta Laamɗo e dow ko ɲaaman-mi, ko waɗi so miɗo bonkee e nduun ɲaamdu ndu njettu-mi Laamɗo kammari mum?
1CO.10.31	Ndennoo, so on ɲaaman, so on njaran naa ko ngaɗaton fuu, ngaɗiree ɗum faa Laamɗo teddinee. 
1CO.10.32	Pati laatanee fay gooto fergitere, wanaa 
1CO.10.33	Ngolliree no am nii, sabi miɗo tewta ko welata yimɓe fuu e dow huunde fuu, tawee mi tewtaali nafaa am miin tan, ko nafata heewɓe tewtan-mi, yalla eɓe kisinee.
1CO.11.1	Ɲemmbee kam no ɲemmbiran-mi Almasiihu nii.
1CO.11.2	Miɗo yetta on ko micciti-ɗon kam e huunde fuu koo, e ko njokku-ɗon waajuuji ɗi mbaajii-mi on ɗii koo. 
1CO.11.3	Kaa noo, miɗo yiɗi paamon 
1CO.11.4	Ndennoo, gorko fuu kippiiɗo kufina so ana 
1CO.11.5	Kaa debbo fuu mo soomaaki so ana duwoo naa so ana haalta konngol ngol Laamɗo loowi e mum ngol, hoynii hooreejo mum oo, sabi omo wa'i hono no o laɓiiɗo nii. 
1CO.11.6	Sabi so debbo soomaali hoore mum, yo mesu sukundu mum. Kaa so nii mesude hoore mum naa laɓude nde ana yaannoo debbo, yo soomu hoore mum. 
1CO.11.7	Gorko noo haanaa hippaade kufina, sabi yo mbaadi Laamɗo, kaɲum e darja mum. Kaa debbo yo darja gorko. 
1CO.11.8	Sabi wanaa gorko ittaa e debbo, debbo ittaa e gorko. 
1CO.11.9	Wanaa gorko taganaa debbo, debbo taganaa gorko. 
1CO.11.10	Saabe ɗum ana wajibii e debbo soomude e hoore mum taagumansa baawɗe saabe 
1CO.11.11	Kaa ɗum e taweede, e ley haɓɓagol men e Joomiraaɗo, debbo ana haɓɓii e gorko, gorko duu ana haɓɓii e debbo. 
1CO.11.12	Sabi no debbo ittiraa e gorko nii, hono non debbo duu rimirta gorko. Kaa ɗum fuu, to Laamɗo ɗum iwi. 
1CO.11.13	Caree onon e ko'e mon: yalla ana ŋarɗi e debbo rewa Laamɗo tawa soomaaki? 
1CO.11.14	Wanaa neesu oo e hoore mum ana anndina on sukundu juutundu ana yaaginii e gorko, 
1CO.11.15	kaa e debbo, yo darja? Sabi o hokkiraama sukundu juutundu yalla ana sudda hoore ndee. 
1CO.11.16	Muuyɗo yeddude ɗum fuu yo anndu en ngalaa oon aada, wanaa minen, wanaa deente goonɗinɓe Laamɗo ɗee.
1CO.11.17	Won ko njiɗu-mi yamirde on kasen, haala no kawritirton. Haala majjum mi waawaa yettude on, sabi kawrite mon ɗee naɓataa on yeeso, to boni ɗe naɓata on. 
1CO.11.18	Ko adii fuu, mi nanii so on kawritii, luurral ana hakkunde mon, kasen duu won ko ngoonɗin-mi hen. 
1CO.11.19	Ana tilsi pelle-pelle ngaɗa hakkunde mon, yalla hoolniiɓe jaati wonɓe e ley mon ɓee ana annditee. 
1CO.11.20	So on kawritii e nokku gooto, wanaa hiraande Joomiraaɗo ndee ɲaamaton. 
1CO.11.21	Sabi gooto gooto mon fuu heɲoto ɲaamde hiraande mum faa ɓee ɗoo njolba, ɓee too cigira. 
1CO.11.22	Tama on ngalaa cuuɗi ɗo kaan-ɗon ɲaamde e yarde? Naa on yawɓe deental goonɗinɓe Laamɗo ngal? Naa oɗon njiɗi hoynude ɓe ngalaa ko njogii ɓee? Ko mbiyan-mi on? Mi yetta on naa? Mi waawataa yettude on e ɗum.
1CO.11.23	Sabi miin, e Joomiraaɗo keɓu-mi ko njottin-mi on koo: e ley jemma mo Joomiraaɗo men Iisaa jammbaa e mum oo, o ɓami buuru, 
1CO.11.24	o yetti Laamɗo, o heli buuru oo, o wii: «Ɗum yo terɗe am keliraaɗe kammari mon. Ngaɗee ɗum faa miccito-ɗon kam.» 
1CO.11.25	Hono nii, nde ɓe tilii hiraande ndee, o ɓami horde 
1CO.11.26	Sabi nde ɲaamaton oon buuru e nde njaraton nden horde peguujam fuu, oɗon mbaajoo haala maayde Joomiraaɗo faa nde o warti.
1CO.11.27	Ɗum nee, neɗɗo fuu ɲaamirɗo buuru Joomiraaɗo no haanaa, yardi horde makko no haanaa, oon luuttii terɗe Joomiraaɗo ɗee e ƴiiƴam makko ɗam fuu. 
1CO.11.28	Ndennoo, gooto fuu yo ƴeewto hoore mum fade mum ɲaamde oon buuru naa yarde nden horde. 
1CO.11.29	Sabi neɗɗo fuu ɲaamɗo buuru oo so yari horde ndee, so miilaaki ɗum terɗe Joomiraaɗo ɗee, jukkete saabe ko ɲaami koo e ko yari koo. 
1CO.11.30	Ɗum saabii so ɲawɓe e lo'uɓe ana keewi e mon, kasen duu won yawtuɓe. 
1CO.11.31	Sinndo eɗen ƴeewtotonoo ko'e men, en ƴeewtatanooke. 
1CO.11.32	Kaa Joomiraaɗo ana sara en faa ne'a en, pati njukkide-ɗen e aduna oo.
1CO.11.33	Ndennoo sakiraaɓe am, so oɗon kawrita faa ɲaamdon hiraande Joomiraaɗo ndee, ndoomondiree. 
1CO.11.34	So tawii won jolbuɗo e mon, yo ɲaamu to suudu mum too, pati kawrite mon ɗee laatanoo on jukkungo. Kaa ko heddii koo mi biltan ɗum so mi warii.
1CO.12.1	Haala dokke ɗe 
1CO.12.2	Nde ngonno-ɗon heeferɓe ndee, oɗon anndi no tooruuji muumi ɗii majjiniri on. 
1CO.12.3	Ɗum waɗi so njiɗu-mi paamon ɗum ɗoo: fay gooto waawaa wiide «Iisaa yo kuɗaaɗo» so Ruuhu Laamɗo ana e mum, kasen duu fay gooto waawaa wiide «Iisaa yo Joomiraaɗo» so Ruuhu Ceniiɗo walaa e mum.
1CO.12.4	Dokke ɗe Ruuhu Ceniiɗo hokkata en ɗee ana ceerti sifaaji, kaa Ruuhu oo yo gooto. 
1CO.12.5	Gollanooɓe deental ɓee ana ceerti sifaaji, kaa Joomiraaɗo oo yo gooto. 
1CO.12.6	Golleeji ana ceerti sifaaji, kaa Laamɗo gooto oo kaɲum gollata ɗi fuu ley yimɓe ɓee fuu. 
1CO.12.7	Ruuhu Laamɗo oo ana ɓanngina e gooto fuu dokkal nafoowal deental ngal fuu. 
1CO.12.8	O hokka ooɗoo waaju kebbinaaɗo hakkilantaaku, o hokka ootoo waaju kebbinaaɗo anndal. 
1CO.12.9	Kanko Ruuhu gooto oo hokkata ooɗoo goonɗinal, ootoo sellinde ɲawɓe. 
1CO.12.10	O hokka ooɗoo waɗude kaayɗe, ootoo haaltude konngol ngol Laamɗo loowi e mum ngol, ooɗoo seenndude ko woni 
1CO.12.11	Ruuhu gooto oo tan gollata ɗum fuu, feccirana gooto fuu dokkal ngal muuyi.
1CO.12.12	E ley ɗum, no neɗɗo gooto jogorii calɗi keewɗi nii, e no calɗi ɗii e heewde fuu laatorii neɗɗo gooto nii, hono non 
1CO.12.13	Sabi en fuu en 
1CO.12.14	Neɗɗo wanaa salndu wooturu, yo calɗi keewɗi. 
1CO.12.15	So koyngal wii: «Nde mi wanaa junngo, mi jeyaaka e neɗɗo oo», ɗum haɗataa ngal jeyeede e makko. 
1CO.12.16	Naa so nowru wii: «Nde mi wanaa yitere, mi jeyaaka e neɗɗo oo», ɗum haɗataa ndu jeyeede e makko. 
1CO.12.17	So calɗi ɗii fuu yo gite, hono neɗɗo oo nanirta? Naa so ɗi fuu ɗi noppi, hono neɗɗo oo maatirta ko uurata e ko luuɓata? 
1CO.12.18	Kaa noo, Laamɗo reentinii calɗi ɗii fuu e neɗɗo gooto hono no muuyiri nii. 
1CO.12.19	Salndu wooturu laatataako neɗɗo. 
1CO.12.20	Ndennoo, calɗi ɗii ana keewi, kaa neɗɗo oo yo gooto. 
1CO.12.21	Yitere waawaa wiide junngo: «Haaje am walaa e maa.» Hoore duu waawaa wiide koyɗe: «Haaje am walaa e mon.» 
1CO.12.22	Kaa noo, calɗi neɗɗo nannduɗi e ɓurɗi lo'ude ɗii, ɗiin ngoni kasindinaaɗi sanne. 
